дедушка	avó
итальянское	italiano
итальянское	italiana
итальянское	italianos
исчезают	desaparecendo
исчезают	desaparición
исчезают	desaparecer
шекспир	shakespeare
обсуждают	falar
обсуждают	a
бруклин	brooklyn
кур	galiñas
кур	polos
древесина	madeira
черчилль	churchill
острая	aguda
случается	acontece
случается	ocorre
случается	pasa
стих	poema
стих	verso
палестина	palestina
секретный	segredo
секретный	secreto
секретный	secreta
донбасс	donbass
профессий	traballo
сахар	azucre
прайс	prezos
прайс	prezo
прайс	precio
прайс	caché
прайс	valor
прайс	incalculábel
газом	gas
смотрится	parece
смотрится	semella
богатая	ricos
богатая	rica
богатая	rico
посетители	visitantes
посетители	clientes
существующая	existente
существующая	existentes
существующая	telescopios
угу	si
столб	polo
столб	poste
наверху	arriba
пробел	distancia
глюкозы	glicosa
рассвете	alborecer
рассвете	amencer
элен	ellen
элен	helen
рецепторы	receptores
исчезновение	desaparecendo
исчезновение	desaparición
исчезновение	desaparición
прайм	primeiro
наркотики	medicamentos
наркотики	fármacos
наркотики	drogas
шею	pescozo
шею	par
шею	deles
шею	caluga
коллегам	colegas
коллегам	compañeiros
соборы	catedrais
родная	cariño
родная	rula
родная	meu
родная	ben
солнечное	solar
солнечное	noso
бедствия	desastre
разрешает	permite
медь	cobre
хун	hong
отрицательный	negativo
мудрость	a
мудрость	sensatez
мудрость	sabiduría
мудрость	sabedoría
письменные	escrito
письменные	escrita
письменные	o
ребят	tipos
ребят	mozos
ребят	rapaces
ребят	tíos
ребят	homes
боже	deus
альбер	albert
больные	enfermo
больные	enfermos
больные	enferma
рацион	dieta
ритуал	ritual
ритуал	rituais
коммерческая	comercial
коммерческая	anuncio
индустрия	industria
выявление	identificación
выявление	documento
выявление	identidade
поют	cantando
поют	canta
поют	cantar
поют	que
чувствовал	sentía
чувствовал	sentíame
чувствовал	que
чувствовал	sentín
кресло	cadeira
связаться	contacto
связаться	coñecidos
связаться	en
связаться	con
связаться	podo
связаться	contactar
полушария	hemisferio
запрещается	prohibido
запрещается	prohibidas
грузию	georgia
знакомые	familiar
знакомые	familiarizados
знакомые	familiares
знакомые	coñeces
фабрик	fábricas
волшебная	maxia
волшебная	máxico
волшебная	máxica
кубинский	cubana
кубинский	cubanas
лекарства	medicamentos
лекарства	medicamento
лекарства	medicación
лекарства	mellor
лекарства	menciña
схожие	similar
схожие	similares
схожие	semellantes
схожие	semellante
схожие	parecido
схожие	parecidas
алмаз	diamante
алмаз	verdade
грузовик	camión
кредита	tarxetas
кредита	crédito
кредита	roubada
кредита	préstamo
эпидемия	epidemia
сделку	tratar
сделку	negocio
сделку	trato
радуга	arco
радуга	vella
радуга	da
слабая	débil
смотрели	miraba
смотрели	ollos
смотрели	puña
смотрели	mirei
вертикали	verticais
вертикали	vertical
преступность	delito
преступность	crime
преступность	criminalidade
преступность	crimes
преступность	delincuencia
мик	mick
экологическая	ambientais
блестящие	brillante
блестящие	brillantes
плечо	ombro
плечо	ombreiro
загадка	misterio
иудеи	xudeus
средиземноморье	mediterráneo
кошмар	pesadelo
оставьте	deixar
свадьбу	de
свадьбу	voda
свадьбу	matrimonio
свадьбу	noiva
пострадала	sufriron
пострадала	sofre
пострадала	sufrín
заполнения	cubrir
заполнения	encher
мутации	mutación
мутации	mutacións
целостность	integridade
континенте	continente
универсальная	universais
универсальная	universal
налево	esquerda
налево	queda
трибунал	tribunal
выглядел	mirei
выглядел	parecía
выглядел	cara
разнообразия	diversidade
жениха	noivo
жениха	mozo
буша	bush
буша	monte
бремя	carga
монстр	monstro
коммунизм	comunismo
коммунизм	o
мили	milla
мили	km
мили	quilómetros
мили	millas
мили	kilómetros
мили	a
искусственное	artificiais
искусственное	artifical
искусственное	artificial
буря	treboada
концепций	conceptos
фунт	libra
перо	boli
перо	lápiz
перо	pluma
микроорганизмов	microorganismos
дым	fume
дым	fumar
дым	para
дым	fumo
барак	barack
ложные	falsa
ложные	falso
проповедь	sermón
анонимно	anónimos
клиника	clínica
воздействию	exposto
воздействию	á
доставка	entrega
доставка	despachos
малыш	bebé
малыш	nena
малыш	rapaz
горло	gorxa
анонимные	anónimos
пожары	lumes
выживание	supervivencia
выживание	mortandade
выживание	infantil
выживание	sobreviven
выживание	supervivintes
ужасно	horrible
ужасно	horríbel
ужасно	terrible
ужасно	horrible
ужасно	horríbel
ужасно	terríbel
ужасно	horríbel
пробовал	intentei
пробовал	intentou
пробовал	tratamos
пробовал	tentei
пробовал	tentou
ожидает	esperaba
ожидает	agardas
ожидает	agardaba
ожидает	agárdao
ожидает	a
свидание	cita
свидание	a
свидание	día
свидание	data
развивающихся	en
развивающихся	vías
развивающихся	desenvolvemento
развивающихся	desenvolvimento
развивающихся	e
развивающихся	desenvolvendo
развивающихся	xestación
развивающихся	desenvolver
прибытие	chegada
круто	xenial
круто	ben
круто	fresco
актеры	actores
клетку	gaiola
слушал	escoitei
пища	comida
пища	alimentos
пища	alimentaria
мафии	turba
мафии	mafia
мафии	mafia
непал	nepal
доза	dose
настаивать	en
проповедник	sacerdote
заинтересованные	me
заинтересованные	interesaba
заинтересованные	interesábame
заинтересованные	interesados
заинтересованные	interesado
заинтересованные	interese
заинтересованные	interesa
заинтересованные	interesada
репутация	reputación
репутация	sona
функциональные	funcionais
функциональные	funcional
дитя	nena
дитя	neno
дитя	fillo
отцы	pais
отцы	os
отцы	pai
согласна	en
согласна	acordo
согласна	acordo
согласна	de
согласна	concordo
согласна	dacordo
ждал	agardaba
каникулы	vacacións
кин	interesa
рисовать	debuxar
рисовать	que
рисовать	os
рисовать	absorber
рисовать	sur
рисовать	debuxaría
мед	cariño
мед	rula
мед	meu
мед	ben
травма	ferida
травма	lesión
женева	xenebra
госпожа	a
госпожа	señora
госпожа	patroa
ярость	ira
ярость	rabia
ярость	odio
молнии	lóstrego
иордан	jordan
слонов	elefantes
слонов	elefante
слонов	marchar
терроризм	terrorismo
удобный	conveniente
удобный	cómodo
доспехи	armadura
доспехи	armadura
браво	bravo
достойный	decente
достойный	dignos
достойный	respectábeis
опасно	perigoso
опасно	perigosos
опасно	perigosa
опасно	perigosas
вдовы	viúva
страшный	medo
живот	estómago
живот	o
живот	estómago
живот	ventre
живот	barriga
помните	lembrar
помните	lembro
помните	lembra
помните	lembras
зарегистрированные	rexistrado
маккарти	mccarthy
сидя	sentada
сидя	sentados
сидя	sentado
электронное	electrónica
электронное	electrónico
дуэль	duelo
джефферсон	jefferson
неудобно	incómoda
неудобно	incómodo
расстройств	trastornos
расстройств	desordes
арестовать	deter
арестовать	arresto
электричество	electricidade
электричество	a
безумный	tola
безумный	tolo
безумный	enfadado
очистить	claro
очистить	clara
очистить	claras
очистить	limpa
очистить	limpo
очистить	limpar
червей	vermes
поверить	cres
поверить	creo
поверить	que
поверить	crer
поверить	cremos
жизненно	vital
жизненно	vida
закончили	rematei
закончили	xa
закончили	rematado
закончили	remate
закончили	acabado
закончили	rematar
закончили	rematou
закончили	remataches
ядерные	nuclear
ядерные	nucleares
необычный	estraño
путаницы	confusión
красивые	fermoso
красивые	bonita
красивые	fermosa
красивые	precioso
красивые	fermosas
необычные	estraño
общественность	público
общественность	pública
общественность	públicos
общественность	públicas
грузы	carga
грузы	cargamento
грузы	bens
грузы	luxo
грузы	o
грузы	ben
достойна	dignos
достойна	respectábeis
затрагивает	afecta
затрагивает	á
африканская	áfrica
африканская	africana
африканская	africanos
африканская	africano
бить	a
достоин	dignos
достоин	respectábeis
ида	ida
акционеров	accionistas
титан	titán
сенегала	senegal
контракты	contratos
смертность	infantil
смертность	mortalidade
добрая	tipo
добрая	como
добрая	clase
параллельные	paralelo
голый	espido
блестяще	brillante
харбор	porto
бросился	de
ребенок	nena
ребенок	neno
ребенок	fillo
разработано	desenvolveu
разработано	desenvolvido
разработано	desenvolvidos
разработано	desenvolvemos
разработано	o
разработано	deseñados
разработано	para
разработано	deseñadas
разработано	deseñado
разработано	deseñamos
пропорции	proporción
пропорции	porcentaxe
майлз	km
майлз	quilómetros
майлз	millas
майлз	kilómetros
майлз	a
сны	soños
скрывать	ocultar
скрывать	agochar
равный	equitativos
равный	igual
равный	mesmo
равный	iguais
равный	son
хант	cazar
облако	nube
рецепт	receitas
рецепт	receita
демократические	democrático
насос	surtidor
маску	máscara
проигрывает	perde
фактический	real
крутые	xenial
крутые	ben
крутые	fresco
чудовище	besta
чудовище	monstro
заплатить	paga
заплатить	pagar
заплатить	pagalo
негативных	negativo
рабы	escravos
бутылки	botellas
сомневаться	dúbida
сомневаться	dubidar
сомневаться	dúbidas
сомневаться	dubido
сомневаться	dubídoo
идеал	ideal
идеал	ideais
иллюстрирует	ilustra
лабиринт	labirinto
удовлетворить	satisfacer
юджин	eugene
прибрежные	costeiras
прибрежные	costeira
прибрежные	costa
крыс	ratas
уважаемого	distinguido
уважаемого	distinguidos
фокус	truco
фокус	centre
фокус	centrarse
фокус	centramos
фокус	centrarme
фокус	foco
фокус	focalizar
возникающие	emerxentes
мальчики	rapaces
мальчики	nenos
мальчики	os
мальчики	mozos
таинственный	misterioso
общежитие	dormitorio
общежитие	inspección
тэйлор	taylor
многообразие	diversidade
санту	santa
полярных	polar
полярных	polares
мировоззрение	visión
мировоззрение	do
мировоззрение	mundo
бразилию	brasil
тяжелый	pesada
тяжелый	pesados
тяжелый	pesado
тяжелый	forte
тяжелый	pesa
тяжелый	moito
тяжелый	peso
тяжелый	intenso
плечи	ombros
очевидные	obvio
очевидные	obvia
очевидные	evidentes
очевидные	normal
очевидные	fixo
очевидные	claro
голубь	pomba
добровольцы	voluntarios
расширять	expandíndose
нажать	prensa
нажать	o
нажать	press
отделить	separar
слышали	oín
слышали	falar
слышали	escoitei
мексику	méxico
своевременно	oportuno
нейронов	neuronas
британия	bretaña
британия	gran
идентифицировать	identificar
идентифицировать	identificalos
идентифицировать	identifiques
идентифицировать	identificamos
идентифицировать	que
астронавт	astronauta
активны	activa
активны	a
активны	activo
активны	activos
активны	activas
активны	militante
питьевой	auga
питьевой	café
питьевой	bebendo
питьевой	beber
яблоко	mazá
яблоко	apple
яблоко	asadas
яблоко	mazás
шок	impactantes
шок	choque
шок	de
шок	asalto
шок	conmoción
шок	electrochoques
расширяется	expansión
расширяется	expande
ловушку	trampa
ловушку	boca
больно	dano
больно	ferido
больно	doloroso
больно	doe
участвующие	participación
участвующие	participar
арестованных	arrestados
арестованных	arrestaron
арестованных	deteñan
арестованных	o
необходимая	necesario
необходимая	necesaria
необходимая	necesarios
необходимая	necesarias
необходимая	preciso
необходимая	é
рождественская	nadal
вызывая	causaron
вызывая	provocando
расселл	russell
пластины	pratos
гитару	guitarra
мешок	bolsa
мешок	bolso
мешок	maletín
мешок	saco
мешок	saco
трупы	cadáveres
мощная	poderosa
мощная	poderosos
мощная	poderoso
континент	continente
форест	forrest
смех	risos
смех	risas
смех	rir
смех	de
смех	nunca
смех	rir
смех	risa
смех	rían
обнаруженные	descubrimos
обнаруженные	descuberto
обнаруженные	descubriu
обнаруженные	descubrín
выгоды	beneficios
выгоды	os
флориде	florida
сьюзен	susan
ширли	shirley
блеск	brillar
ношение	vestidos
ношение	con
ношение	pantalóns
ношение	levas
ношение	de
ношение	levamos
ношение	levaba
ношение	leva
ношение	levar
ношение	unha
пенни	a
пенни	penique
пенни	penny
соседи	os
соседи	veciños
оливера	oliver
весенний	primavera
весенний	a
колено	xeonllo
недвижимость	propiedade
недвижимость	propiedades
уничтожать	destrúen
уничтожать	os
уничтожать	destruír
уничтожать	destruílo
уничтожать	seguros
уничтожать	destrúe
ибрахим	abraham
артерии	arterias
заключённый	preso
заключённый	prisioneira
заключённый	prisioneiro
заключённый	prisioneiros
заключённый	presidiario
заключённый	preso
пыль	po
пыль	pó
пыль	das
нагорье	terras
нагорье	altas
письменное	escrito
письменное	escrita
письменное	o
кровавый	maldito
кровавый	idiota
кровавый	malditos
любила	me
любила	queridos
любила	amas
любила	amaba
любила	encantábache
годовщину	aniversario
разумным	sensible
выживания	supervivencia
выживания	mortandade
выживания	infantil
выживания	sobreviven
кувейт	kuwait
учить	ensino
учить	ensinar
учить	ensinarche
читаю	lendo
читаю	ler
читаю	lectura
читаю	a
познакомиться	con
цепочки	cadeas
цепочки	as
надгробие	busto
убедили	de
убедили	convencido
звонок	chama
звонок	a
звонок	por
звонок	chamando
звонок	chamar
звонок	chamada
звонок	chamamos
звонок	chamar
бесполезно	inútiles
бесполезно	inútil
дожди	chove
дожди	chove
дожди	chuvia
дожди	choiva
дожди	nos
дожди	topásemos
дожди	con
дожди	outras
дожди	razas
дожди	chover
дожди	a
коллективных	colectivo
коллективных	colectiva
ноттингем	nottingham
сдвиг	de
сдвиг	quenda
сидеть	sentada
сидеть	sentados
сидеть	sentado
сидеть	senta
сидеть	sente
сидеть	sentar
бронирование	reserva
сид	sid
сортировка	unha
сортировка	como
сортировка	de
сортировка	tipo
сортировка	especie
медсестра	enfermeira
гольф	golf
гольф	ao
изобрёл	inventou
подготовлено	preparada
подготовлено	listo
подготовлено	preparado
взрослый	adultos
взрослый	adulta
взрослый	adulto
взрослый	dun
умный	intelixente
умный	intelixente
умный	intelixentes
умный	intelixente
умный	intelixentes
умный	listos
умный	moi
умный	listo
менеджеры	encargados
ирландию	irlanda
штука	que
штука	cousa
штука	mesmo
принадлежать	pertencen
опухоль	tumor
разделились	dividido
очевидное	obvio
очевидное	obvia
очевидное	evidentes
очевидное	normal
очевидное	fixo
очевидное	claro
аллах	alá
обложку	a
обложку	cubrir
обложку	cuberto
обложку	cuberta
скрывает	agochados
скрывает	escondida
удовлетворять	satisfacer
сарай	granxa
маре	egua
маре	égoa
темноте	escuras
темноте	escuro
темноте	escura
темноте	escuridade
темноте	noite
темноте	escuridade
голосовал	votou
голосовал	votaron
сенегал	senegal
азиатские	asiática
азиатские	asiático
азиатские	asiáticos
стыдно	mágoa
стыдно	vergoña
стыдно	que
стыдно	vergoña
держаться	quedarei
бездомных	sen
бездомных	teito
меньшинство	minoría
велосипед	bicicleta
велосипед	en
велосипед	moto
велосипед	bici
велосипед	bicicleta
велосипед	en
просмотреть	vista
просмотреть	opinión
просмотреть	punto
просмотреть	visión
пригласить	convídovos
пригласить	a
тихоокеанский	pacífico
обследование	enquisa
полдень	mediodía
полдень	tarde
полдень	bos
полдень	tardes
полдень	serán
чаша	pratos
чаша	bowl
чаша	cunca
чаша	cunca
чаша	café
пикассо	picasso
поражает	rechamante
расхождения	diferenzas
толстая	groso
толстая	graxa
толстая	gorda
толстая	gordo
толстая	gordos
толстая	o
воспринимает	percibe
рассмотрел	considerado
развернуть	expandíndose
разумные	razoable
разумные	razoábel
джи	grandes
джи	boa
охвата	alcance
происшествие	incidente
происшествие	accidente
громко	forte
громко	alto
громко	alta
громко	voz
радиации	radiación
сгорела	queimado
сгорела	queimaron
сгорела	queimou
сгорела	queimados
трупов	cadáveres
клиффорд	clifford
клиффорд	ei
кут	koot
жизней	vidas
жизней	vida
жизней	vive
выезд	saída
водоросли	algas
водоросли	fuco
зверь	besta
вторник	martes
компаниям	empresas
компаниям	as
компаниям	compañías
смелость	valor
смелость	coraxe
смелость	valentía
смелость	valente
смелость	collóns
моряк	mariñeiro
крайняя	extremas
хиллз	outeiros
ямайка	xamaica
ямайка	jamaica
чувствовать	sinto
чувствовать	sentir
чувствовать	que
чувствовать	síntome
конкретная	específicas
конкретная	específica
конкретная	específico
конкретная	concreto
конкретная	específicos
пустыня	deserto
пустыня	sobremesa
чушь	parvada
шкалы	escala
хьюго	hugo
благословение	bendición
благословение	beizón
трансфер	transferir
трансфер	traslado
прошедшее	pasado
прошедшее	últimos
приглашена	convidei
приглашена	a
приглашена	invitamos
приглашена	invitoume
приглашена	invitado
приглашена	convidado
приглашена	convidou
текстильной	téxtil
пациент	paciente
пациент	doente
пациент	pacientes
конкуренция	competición
необычно	estraño
микеле	michele
секреты	os
секреты	segredos
секреты	poden
секреты	adoptar
стальные	aceiro
стальные	de
стальные	ferro
стальные	o
стальные	raís
седьмая	sete
седьмая	7
седьмая	sétimo
эффективный	efectivas
эффективный	efectiva
эффективный	efectivo
эффективный	efectivos
эффективный	eficaces
эффективный	eficaz
эффективный	a
посмотрели	miraba
посмотрели	ollos
посмотрели	puña
посмотрели	mirei
будущая	futuro
кукла	boneca
остановились	parei
остановились	de
остановились	parou
остановились	detívose
остановились	paramos
линзы	lentes
линзы	lente
линзы	lentes
черви	vermes
атрибуты	atributos
черепах	tartarugas
совпадения	mistos
совпадения	partidos
пластика	de
пластика	plástico
дилан	dylan
счетов	contas
мухи	moscas
мухи	voa
гуманитарные	humanidades
раздельно	separado
жестокости	crueldade
праздником	de
праздником	vacacións
таланты	talento
телевизор	a
телевизор	televisión
телевизор	tele
телевизор	da
телевизор	programa
телевизор	tv
телевизор	televisión
телевизор	tele
жестокий	cruel
тяжелее	máis
тяжелее	difícil
дыры	buratos
дыры	buracos
раненый	feridos
раненый	ferido
полезное	útil
полезное	útiles
полезное	para
полезное	útil
полезное	axuda
эффективное	efectivas
эффективное	efectiva
эффективное	efectivo
эффективное	efectivos
эффективное	eficaces
эффективное	eficaz
эффективное	a
справедливая	xusto
справедливая	feira
водород	de
водород	hidróxeno
актуально	relevante
актуально	relevantes
монету	moeda
глория	gloria
загрязнение	contaminación
уха	oído
уха	ouvido
уха	orella
почва	chan
почва	terra
равное	equitativos
равное	igual
равное	mesmo
равное	iguais
равное	son
грехи	pecados
грехи	agarimosa
грехи	pecado
таблетки	pílulas
таблетки	pastillas
таблетки	somníferos
таблетки	pílula
вентиляции	ventilación
типично	típico
глупо	estúpido
глупо	estúpida
глупо	estúpidos
глупо	parvo
глупо	estúpidas
глупо	parvadas
глупо	parvos
глупо	parvadas
глупо	parva
глупо	unha
глупо	parvada
глупо	unha
параллель	paralelo
признанные	recoñeceu
столбец	columna
столбец	retagarda
фашизм	fascismo
фашизм	o
обследования	enquisa
отрицать	negar
отрицать	rexeitada
виски	whisky
виски	güisqui
виски	escocés
виски	dobre
виски	whisky
виски	botellas
обама	obama
кукурузы	millo
кукурузы	trigo
неравенство	desigualdade
лампа	lámpada
виртуальная	virtual
устаревших	obsoleto
центов	centavos
центов	cincuenta
центов	patacóns
центов	céntimos
продлить	a
продлить	estender
счастливый	feliz
счастливый	contento
счастливый	felices
счастливый	contenta
ожидалось	se
ожидалось	esperaba
ожидалось	que
уголок	esquina
уголок	recuncho
возбуждение	a
свидетель	testemuña
психологическая	psicolóxica
психологическая	psicolóxicas
абрахам	abraham
клей	clay
потратить	gastar
потратить	pasar
болен	enfermo
болен	mal
болен	está
болен	enferma
болен	de
болен	enfermou
болен	doente
болен	enfermo
болен	enfermos
болен	enferma
заказал	que
заказал	atención
заказал	pedimos
лихорадка	febre
превышение	exceso
превышение	de
эквивалент	equivalente
аквариум	acuario
выигрыш	gañar
прикрытие	a
прикрытие	cubrir
прикрытие	cuberto
прикрытие	cuberta
чрезвычайной	urxencias
чрезвычайной	de
чрезвычайной	emerxencia
чрезвычайной	urxencia
чрезвычайной	estado
чрезвычайной	tribunal
сотня	centos
сотня	cento
сотня	300
сотня	de
сотня	cen
сотня	100
отрицательное	negativo
соломоновых	solomon
каньон	canón
флеш	de
вечная	eterna
суббота	sábado
нападки	ataca
нападки	ataques
эмоционально	emocionalmente
мораль	morais
мораль	moral
мораль	a
мораль	vontade
меньшие	máis
меньшие	pequenos
меньшие	pequenas
меньшие	menores
меньшие	menor
меньшие	pequeno
меньшие	pegada
филд	campo
филд	campos
филд	terreo
филд	foxa
круглая	redondo
круглая	redondos
круглая	xira
круглая	arredor
круглая	preto
дорожка	pista
дорожка	track
дорожка	camiño
дорожка	rastro
дорожка	cambios
дорожка	hipódromo
гарантировать	garantía
гарантировать	garantir
инноваций	innovación
пробелы	espacios
пробелы	espazos
пробелы	déficits
обед	almorzo
обед	xantar
обед	o
обед	comida
обед	comer
обед	cear
обед	cea
обед	a
динамических	dinámica
биологическая	biolóxicas
биологическая	biolóxica
биологическая	biolóxico
биологическая	biolóxicos
мудрый	sensata
мудрый	sabia
мудрый	sabio
патруль	patrulla
любимые	favorito
любимые	favoritos
любимые	favorita
любимые	preferido
верил	que
крысы	rata
крысы	ratas
азиатский	asiática
азиатский	asiático
азиатский	asiáticos
бонни	coelliño
бонни	encol
бонни	bonnie
лабораторий	laboratorios
добродетели	virtude
средиземноморья	mediterráneo
депрессия	depresión
депрессия	deprimido
депрессия	depresión
депрессия	posparto
депрессия	a
депрессия	da
неудача	por
неудача	cardíacos
неудача	imaxinación
неудача	fracaso
неудача	fracasado
неудача	desafortunado
яркая	e
яркая	brillantes
яркая	brillante
кони	cabalos
кони	os
минута	momento
минута	agora
минута	intre
минута	minuto
минута	momento
минута	intre
минута	agarda
риски	riscos
риски	riscos
риски	risco
риски	perigo
риски	en
риски	arriscar
челюсть	mandíbula
суп	sopa
суп	xantar
раб	de
раб	escravos
раб	escrava
чистоту	pureza
расширенный	a
расширенный	avanzado
расширенный	avanzada
незамедлительно	inmediatamente
незамедлительно	inmediato
незамедлительно	axiña
незамедлительно	de
незамедлительно	contado
незамедлительно	inmediato
незамедлительно	contado
твоя	teu
твоя	túa
твоя	seu
твоя	a
твоя	túa
твоя	teu
твоя	o
твоя	seu
твоя	súa
соул	alma
соул	saúl
руди	rudi
клиенты	clientes
забавно	gracioso
забавно	divertido
забавно	raro
подписаны	asinado
ролл	dados
ролл	o
ролл	roll
ролл	rolo
тэд	ted
переместить	mover
переместить	moverse
переместить	a
купила	mercou
купила	merquei
купила	merqueino
купила	merqueille
купила	comprou
непале	nepal
подключение	conexión
подключение	conectarnos
близнец	picos
оплата	paga
оплата	pagar
оплата	pagalo
оплата	pago
поджелудочной	páncreas
принудительного	obrigado
принудительного	a
принудительного	forzado
принудительного	todo
принудительного	obrigoume
принудительного	recrutado
толстые	groso
вирусы	virus
визуальный	visual
визуальный	visuais
похищения	secuestro
повар	cociñar
повар	cociñeira
повар	cociñeiro
привезли	trouxen
табак	tabaco
сохранена	se
сохранена	salvado
сохранена	a
сохранена	salvou
сохранена	salvei
сохранена	salvaches
беспокойство	ansiedade
летал	sobre
ответила	responderon
глобальный	mundial
глобальный	de
глобальный	global
глобальный	globais
полученная	recibín
полученная	recibiron
полученная	recibimos
полученная	recibiu
коровы	as
коровы	vacas
коровы	vaca
ухо	oído
ухо	ouvido
ухо	orella
бат	baño
норвегию	noruega
неблагоприятных	adversos
неблагоприятных	efectos
блестящий	brillante
блестящий	brillante
блестящий	brillantes
туристы	turistas
потребовать	demanda
потребовать	pido
потребовать	custar
воскресение	domingo
воскресение	domingos
воскресение	dominical
мишени	obxectivos
мишени	brancos
барта	bart
джилл	jill
пап	pai
пап	papá
баллы	exames
перспектива	perspectiva
шапка	sombreiro
шапка	o
шапка	chapeu
шапка	sombreiriño
редкость	pouco
бридж	oco
бридж	ponte
бридж	bridge
коран	corán
эвакуация	evacuación
пояснил	explicou
трубка	pipa
трубка	cachimba
трубка	con
трубка	esta
трубка	tubo
алкоголь	alcol
алкоголь	alcohol
понравились	gustaba
понравились	lle
понравились	gustara
понравились	gustou
понравились	me
понравились	gustáballe
дорожной	estrada
дорожной	camiño
сандра	sandra
эйнштейн	einstein
эффективная	efectivas
эффективная	efectiva
эффективная	efectivo
эффективная	efectivos
эффективная	eficaces
эффективная	eficaz
эффективная	a
замечательный	sorprendente
замечательный	notables
замечательный	extraordinario
атлантике	atlántico
беженцы	de
беженцы	refuxiados
верные	leal
вердикт	veredito
вердикт	veredicto
скрытые	oculto
скрытые	oculta
скрытые	ocultas
скрытые	escondidos
скрытые	escondidas
косы	súas
косы	trenzas
бруклине	brooklyn
пройтись	andar
пройтись	camiñar
сохранены	se
сохранены	salvado
сохранены	a
сохранены	salvou
сохранены	salvei
сохранены	salvaches
жар	febre
гигантские	un
гигантские	xigantes
гигантские	xigante
гигантские	enorme
гигантские	xigantesco
гигантские	pauta
коней	cabalos
коней	os
имидж	imaxe
вниманию	atención
землевладельцев	propietarios
лекарство	medicinas
лекарство	medicina
лекарство	baseada
лекарство	na
лекарство	médicos
лекарство	menciña
лекарство	cura
лекарство	curación
лекарство	interesábame
лекарство	curar
признаться	confesar
пляже	beach
пляже	praia
океанов	océanos
прочь	lonxe
профессионалы	profesionais
обезьяны	monos
обезьяны	mono
обезьяны	monos
судане	sudán
несчастный	miserábel
несчастный	vida
несчастный	infeliz
радикальные	radical
радикальные	radicais
алмазов	diamante
алмазов	verdade
свежий	fresco
свежий	fresca
свежий	frescos
свежий	descarado
свежий	descarados
свежий	frescas
свежий	cambiar
храбрый	valentes
храбрый	valente
нервы	nervios
нервы	os
молочный	leite
рекомендуют	aconsellan
рекомендуют	que
жестокость	crueldade
жестокость	brutalidade
делайте	facer
делайте	que
рекомендовать	suxerir
рекомендовать	que
рекомендовать	suxiro
рекомендовать	propoñen
рекомендовать	suxiren
рекомендовать	aconsellan
рекомендовать	que
подальше	lonxe
романтическая	romántico
романтическая	románticos
шея	pescozo
шея	par
шея	deles
шея	caluga
повезло	afortunada
повезло	sorte
повезло	afortunado
повезло	con
повезло	de
кувейта	kuwait
редкая	pouco
исидор	isidore
скромный	humilde
скромный	humildes
дорогая	querido
дорогая	querida
дорогая	cariño
дорогая	rula
дорогая	meu
дорогая	ben
дорогая	querida
дорогая	meu
дорогая	querido
дорогая	cariño
дорогая	ben
вечное	eterna
мики	mickey
мики	micky
учащиеся	estudantes
учащиеся	os
учащиеся	alumnos
учащиеся	aos
учащиеся	alumnos
учащиеся	alumnado
учащиеся	terceiro
камбодже	camboxa
камбодже	en
марион	marion
корт	suprema
корт	tribunal
корт	xulgado
корт	corte
шестеро	seis
шестеро	6
хирургия	cirurxía
сардинии	sardeña
извлечь	extraer
извлечь	extraen
удивление	sorpresa
удивление	sorprenda
удивление	unha
генетических	xenética
генетических	xenéticas
генетических	xenéticos
генетических	xenético
алфавитный	alfabética
мастерс	mestres
спикер	♪
спикер	falante
развитые	desenvolveu
развитые	desenvolvido
развитые	desenvolvidos
развитые	desenvolvemos
развитые	o
китов	baleas
китов	as
вспомнил	lembraban
вспомнил	lembraba
трубку	tubo
монитор	monitor
вкратце	brevemente
стопы	metros
стопы	os
стопы	pés
стопы	pé
прощай	deica
прощай	bico
прощай	adeus
разведения	de
спирт	alcol
спирт	alcohol
генома	xenoma
демократическое	democrático
спид	sida
глобальные	mundial
глобальные	de
глобальные	global
глобальные	globais
ходатайство	movemento
преданность	lealdade
скрытый	oculto
скрытый	oculta
скрытый	ocultas
скрытый	escondidos
скрытый	escondidas
генетические	xenética
генетические	xenéticas
генетические	xenéticos
генетические	xenético
здорового	san
здорового	saúde
здорового	sans
здорового	saudable
круз	levádeme
записка	nota
записка	a
любили	me
любили	queridos
любили	amas
любили	amaba
любили	encantábache
бык	touro
охранник	garda
охранник	de
человеческая	humanos
человеческая	humana
человеческая	humano
школьники	alumnos
школьники	alumnado
школьники	terceiro
принс	príncipe
принс	o
африканские	áfrica
африканские	africana
африканские	africanos
африканские	africano
коммерции	o
коммерции	comercio
ограбление	roubo
ограбление	invasión
святое	sagrado
святое	sagrados
святое	sagrado
святое	santo
святое	santos
святое	sagrada
регистра	rexistro
обязательство	compromiso
обязательство	mecanismo
обязательство	de
обязательство	mecanismos
обязательство	cos
прокомментировать	comentar
прокомментировать	comentario
дискриминация	discriminación
ездить	pantalóns
ездить	volta
ездить	ir
ездить	liscar
платья	vestidos
бытие	existencia
бытие	vida
выстрелы	de
выстрелы	disparos
летит	moscas
летит	voa
благосостояния	benestar
благосостояния	asistencia
благосостояния	social
страдают	sufrir
слышу	escoitar
слышу	oír
слышу	oio
выбрала	elixín
выбрала	collín
выбрала	atoparon
масштабы	escala
пробуждение	espertar
инженерии	enxeñería
инженерии	enxeñaría
датчик	sensor
жестокого	cruel
застрелен	disparou
