večné	eternal
titulok	headline
titulok	judul
titulok	caption
titulok	keterangan
titulok	gelar
titulok	jabatan
titulok	judul
ovocie	buah
ovocie	buah
kaneda	kaneda
kamery	kamera
observatórium	observatorium
proste	cuma
proste	hanya
minca	koin
minca	coin
označiť	tanda
označiť	tag
označiť	markus
označiť	tanda
označiť	tandai
označiť	mark
videli	ketahuan
videli	dilihat
videli	gergaji
videli	saw
baptiste	baptiste
náboženská	religi
náboženská	keagamaan
náboženská	religius
náboženská	agama
kvapaliny	cairan
nápad	gagasan
nápad	ide
nápad	idea
morgan	morgan
mhd	mhd
albánska	albania
albánska	albania
navrhnutá	dirancang
navrhnutá	merancang
navrhnutá	didesain
miestnosť	ruang
miestnosť	ruangan
miestnosť	kamar
miestnosť	forum
miestnosť	room
letel	diterbangkan
letel	terbang
zásob	inventaris
zásob	inventori
zásob	bursa
zásob	stock
zásob	saham
zásob	stok
hole	lubang
hole	hole
hole	lobang
dateformat	dateformat
brothers	saudara
brothers	bersaudara
brothers	brothers
vládcu	penguasa
vládcu	penggaris
planina	planina
monika	monika
monika	monica
ovplyvnená	terpengaruh
ovplyvnená	memengaruhi
ovplyvnená	dipengaruhi
ovplyvnená	terpengaruh
ovplyvnená	terdampak
heineken	heineken
rozdelenia	distribusi
presnosť	ketepatan
presnosť	presisi
presnosť	ketelitian
presnosť	keakuratan
presnosť	ketepatan
presnosť	akurasi
presnosť	ahir
jam	macet
jam	selai
komplexné	komprehensif
komplexné	komplek
komplexné	complex
komplexné	rumit
komplexné	kompleks
uložená	tersimpan
uložená	disimpan
uložená	diselamatkan
turecký	turki
turecký	turkish
zemetrasenie	gempa
zemetrasenie	gempa
pochopiť	pahamilah
pochopiť	mengerti
pochopiť	memahami
pochopiť	pahami
pochopiť	mengertilah
pochopiť	pengertian
pochopiť	pemahaman
pochopiť	memahami
zväzkov	bundel
efekty	efek
zeppelin	zeppelin
plošina	platform
plošina	plateau
myslel	pikir
myslel	pemikiran
myslel	berpikir
myslel	memikirkan
myslel	thinking
myslel	pemikiran
myslel	berpikir
his	bip
obmedzená	limited
obmedzená	terbatas
obmedzená	dibatasi
obmedzená	terbatas
obmedzená	dibatasi
uverejnil	dikirimkan
uverejnil	mengirim
uverejnil	dikirim
beck	beck
obchody	toko
obchody	bisnis
obchody	business
obchody	penawaran
obchody	berbelanja
obchody	toko
kentaur	centaur
realizácia	berlakukan
realizácia	realisasi
realizácia	implementasi
realizácia	pelaksanaan
realizácia	penerapan
realizácia	direalisasikan
realizácia	realisasi
realizácia	eksekusi
realizácia	pelaksanaan
kriticky	kritis
kužele	kerucut
zachrániť	simp
zachrániť	luu
zachrániť	simpan
zachrániť	save
zachrániť	penyelamatan
zachrániť	rescue
pohrebu	pemakaman
zvukové	terdengar
zvukové	didengar
dosiahne	menjangkau
dosiahne	mencapai
dosiahne	jangkauan
rozpad	disintegrasi
rozpad	pembusukan
apoštolov	rasul
jindřich	jindřich
houston	houston
slabé	lemah
hercegovina	herzegovina
pearl	pearl
pearl	mutiara
alignbars	alignbars
presadiť	tegakkan
presadiť	menegakkan
kolesá	roda
kolesá	wheels
uzavretý	terlampir
mississippi	mississippi
zajatcov	tahanan
zajatcov	narapidana
blog	blog
samec	jantan
samec	male
ramená	pundak
ramená	bahu
ramená	gendongan
ramená	lengan
ramená	arms
libreto	libreto
western	barat
western	western
vedené	dipandu
vedené	hidayah
špecifický	spesifik
špecifický	tertentu
špecifický	khusus
trvalé	awet
trvalé	permanen
trvalé	permanent
trvalé	langgeng
baňa	ranjau
baňa	tambang
baňa	mine
baňa	milikku
beroun	beroun
fci	fci
gilbert	gilbert
double	double
double	ganda
double	dobel
double	gandakan
dakota	dakota
dakota	desy
očí	eyes
očí	mata
vrstvu	lapis
vrstvu	lapisan
vrstvu	layer
formáty	format
baker	baker
utiekol	lolos
mini	mini
pracovníci	pekerja
kolumbii	kolombia
zoskupenia	kluster
zoskupenia	gugus
zoskupenia	cluster
zoskupenia	kluster
zoskupenia	kelompok
zoskupenia	cluster
zoskupenia	mengelompokkan
zoskupenia	pengelompokan
ovplyvnené	terpengaruh
ovplyvnené	memengaruhi
ovplyvnené	dipengaruhi
ovplyvnené	terpengaruh
ovplyvnené	terdampak
kansas	kansas
ľudská	manusiawi
ľudská	manusia
ľudská	human
šťastný	senang
šťastný	bahagia
šťastný	ibrahimovic
šťastný	happy
konfliktov	bentrok
konfliktov	konflik
trek	trek
breh	shore
mladí	muda
mladí	young
mladí	mudanya
povinný	wajib
povinný	wajib
graz	graz
krásne	beautiful
krásne	cantiknya
krásne	cantik
krásne	indah
krásne	lovely
krásne	indah
známky	perangko
známky	stempel
rektor	rektor
predal	terjual
predal	sold
predal	dijual
obor	raksasa
obor	giant
prekonať	mengatasi
prekonať	diatasi
predpokladu	asumsi
prezidentských	kepresidenan
prezidentských	presidensial
ira	ira
brániť	pertahankan
brániť	membela
bohatá	rich
bohatá	kaya
turecká	turki
turecká	turkish
site	saringan
site	situs
site	site
maxim	maxim
príbuzné	kerabat
príbuzné	berhubungan
príbuzné	berkaitan
príbuzné	terkait
súrodenci	saudara
rozmer	dimensi
rozmer	dimension
primátor	walikota
primátor	mayor
jordan	jordan
jordan	yordania
rozpočet	budget
rozpočet	anggaran
darkgrey	darkgrey
franklin	franklin
batérie	battery
batérie	baterai
batérie	baterai
academia	academia
academia	akademisi
npr	nrp
knižnici	library
knižnici	pustaka
knižnici	perpustakaan
zriadené	didirikan
zriadené	mapan
backgroundcolors	backgroundcolors
alkoholu	alkohol
dublin	dublin
veronika	veronica
veronika	veronika
upravená	disesuaikan
rom	rom
terry	terry
výmenu	tukar
výmenu	exchange
výmenu	pertukaran
výmenu	bursa
vianoce	natal
vianoce	christmas
zaútočili	menyerang
zaútočili	diserang
predpoklad	praduga
predpoklad	asumsi
predpoklad	hipotesis
predpoklad	premis
predpoklad	prasyarat
fedor	fedor
pokoj	ketenangan
pokoj	damai
pokoj	kedamaian
pokoj	peace
pokoj	perdamaian
pokoj	kalem
pokoj	tenang
pokoj	calm
pokoj	ketenangan
pokoj	serenity
atentát	pembunuhan
bonaparte	bonaparte
plánovaná	terjadwal
plánovaná	dijadwalkan
plánovaná	merencanakan
plánovaná	terencana
plánovaná	direncanakan
aspekty	aspek
aspekty	aspek
vyvoláva	menimbulkan
pacienta	sabar
pacienta	pasien
borngen	börngen
letiská	bandara
odmietla	menolak
odmietla	ditolak
matke	mother
matke	ibu
matke	bunda
diamond	berlian
diamond	diamond
diamond	intan
zajatí	penangkaran
zajatí	tawan
zajatí	tawanan
hrobky	makam
hrobky	makam
jadrová	nuklir
klasifikácie	klasifikasi
realizovať	terapkan
kľúčové	kunci
kľúčové	key
desaťročia	dekade
grace	grace
grace	rahmat
cestoval	bepergian
kartu	tab
kartu	card
kartu	kartu
dana	doel
dana	dana
smk	smk
edgar	edgar
stuart	stuart
študuje	belajar
dokazuje	membuktikan
toulouse	toulouse
tokov	mengalir
tokov	arus
tokov	alur
urán	uranium
urán	uranus
čeľustnatce	gnathostomata
strecha	atap
strecha	atap
strecha	roof
utiecť	kabur
utiecť	escape
kampane	kampanye
danny	dimas
danny	danny
obyvateľom	penghuninya
obyvateľom	penduduk
obyvateľom	warga
obyvateľom	penghuni
magic	sihir
magic	ajaib
magic	magic
magic	sulap
kushiro	kushiro
stráca	kalah
stráca	kehilangan
stráca	kehilangan
materskej	bersalin
materskej	maternity
materskej	orangtua
materskej	induk
bonus	bonus
bonus	bonusnya
náhrada	kompensasi
náhrada	pengganti
náhrada	penggantian
dominika	dominique
dominika	dominika
dominika	dominika
autorských	copyright
marcela	marcel
marcela	marcela
jakob	jakob
dostupná	tersedia
obmedzenie	pembatasan
obmedzenie	keterbatasan
obmedzenie	batasi
obmedzenie	batas
obmedzenie	membatasi
obmedzenie	limit
obmedzenie	batasan
obmedzenie	kendala
kameraman	kameramen
true	benar
true	true
topenia	pencairan
topenia	meleleh
topenia	leleh
topenia	melting
nariadenia	peraturan
nariadenia	peraturan
nariadenia	regulasi
interakcie	interaksi
interakcie	interaksi
sedan	sedan
sedan	sedan
als	als
pobočky	cabang
pobočky	ranting
pobočky	percabangan
pobočky	branch
pobočky	dahan
kritiku	kritik
téme	topik
meč	pedang
meč	sword
chad	chad
inštitúcia	institusi
inštitúcia	lembaga
federálny	federal
zistí	mendeteksi
juels	juels
externý	eksternal
voyager	voyager
zeus	zeus
experimentálne	percobaan
experimentálne	eksperimen
experimentálne	eksperimental
ostro	sangat
ostro	kuat
ostro	sharp
ostro	tajam
mních	biksu
mních	rahib
mních	biarawan
mních	monk
roh	pojok
roh	corner
roh	pojokan
roh	sudut
roh	terompet
roh	klakson
roh	tanduk
roh	horn
všimol	diperhatikan
město	město
vlastníkom	owner
vlastníkom	pemilik
vlastníkom	pemiliknya
povolené	difungsikan
povolené	mengaktifkan
povolené	aktif
povolené	diaktifkan
povolené	resmi
povolené	diizinkan
povolené	diijinkan
povolené	diperbolehkan
povolené	diizinkan
povolené	diijinkan
jedenásť	eleven
jedenásť	sebelas
magnus	magnus
epizódy	episode
dočasné	temporer
dočasné	sementara
objavovať	jelajahi
objavovať	jelajah
objavovať	temukan
objavovať	menemukan
stúpa	rising
stúpa	bangkit
výstupov	output
výstupov	keluaran
potraviny	grosir
potraviny	food
potraviny	makanan
potraviny	pangan
potraviny	makanan
potraviny	foods
potraviny	belanjaan
očami	eyes
očami	mata
kategóriu	kategori
spomienky	memories
spomienky	memori
spomienky	kenangan
ťažkosti	kesukaran
ťažkosti	kesempitan
ťažkosti	kesusahan
ťažkosti	kesulitan
ťažkosti	kesukaran
ťažkosti	kesulitan
edmund	edmund
patriaci	milik
protest	protes
graham	graham
riadené	dikelola
riadené	dipandu
riadené	hidayah
riadené	dikontrol
riadené	terkendali
riadené	dikendalikan
poškodený	rusak
poškodený	rusak
poškodený	dirusak
zadný	rear
zadný	belakang
isto	pasti
isto	yakin
isto	tentu
chrániť	protect
chrániť	melindungi
chrániť	lindungi
radosť	kenikmatan
radosť	joy
radosť	sukacita
radosť	kesenangan
elektróny	elektron
prepojené	ditautkan
prepojené	terkait
prepojené	terhubung
hus	goose
hus	angsa
hus	hus
facebook	facebook
štandardná	default
štandardná	baku
štandardná	bawaan
štandardná	standar
prístupná	diakses
správna	betulkan
sála	balai
sála	hall
sála	aula
sála	ballroom
sála	auditorium
odkazuje	direferensikan
odkazuje	dirujuk
odkazuje	mengacu
stretáva	memenuhi
stretáva	bertemu
deja	déjà
deja	deja
auta	car
auta	mobil
krk	leher
krk	neck
magyar	magyar
prach	dust
prach	debu
nadácia	foundation
nadácia	fondasi
nadácia	yayasan
nadácia	pondasi
colin	collin
colin	colin
pocity	perasaan
werner	werner
ľahký	cahaya
ľahký	lampu
ľahký	light
ľahký	terang
ľahký	ringan
salzburg	salzburg
africké	afrika
vrtuľník	helikopter
vrtuľník	helicopter
vrtuľník	helikopter
vrtuľník	chopper
zložité	rumit
zložité	komplek
zložité	complex
zložité	rumit
zložité	kompleks
zložité	ribet
zložité	rumit
zložité	susah
zložité	sulit
zložité	sukar
panva	panggul
advokát	pengacara
advokát	advokat
advokát	penasihat
advokát	pengacara
zaujímavý	menarik
odborníci	profesional
odborníci	ahli
odborníci	pakar
oceľ	baja
oceľ	steel
dokopy	bareng
dokopy	together
dokopy	bersama
skúmanie	menjelajah
skúmanie	menjelajahi
skúmanie	investigasi
skúmanie	penyelidikan
skúmanie	pemeriksaan
vták	bird
vták	burung
roberto	roberto
prevahu	keunggulan
zriedka	seldom
zriedka	jarang
zriedka	jarang
pól	kutub
pól	pole
pól	galah
pól	tiang
jedince	individu
jedince	individual
štvornožce	tetrapoda
brusel	brussels
brusel	brussel
predsedníctva	kepresidenan
významnosť	makna
významnosť	signifikansi
významnosť	relevansi
reťazec	untaian
reťazec	string
reťazec	rantai
zomreli	meninggal
pripraviť	mempersiapkan
pripraviť	prepare
pripraviť	siapkan
pripraviť	persiapkan
sľub	berjanji
sľub	promise
sľub	janji
sľub	berjanjilah
saxofón	saksofon
ghz	ghz
metallica	metallica
produkuje	memproduksi
apr	apr
električka	trem
isaac	isaac
isaac	ishak
khl	khl
niesť	carry
výrobcov	produsen
výrobcov	produser
výrobcov	manufaktur
výrobcov	produsen
nahrávania	unggahan
nahrávania	unggah
nahrávania	upload
kompletný	melengkapi
kompletný	lengkapi
kompletný	selesaikan
kompletný	komplit
kompletný	lengkap
životnosť	lifetime
jun	jun
jun	yun
elektronický	elektronika
elektronický	electronic
elektronický	elektronik
vodič	supir
vodič	sopir
vodič	penggerak
vodič	driver
vodič	pengemudi
newton	newton
desaťročí	dekade
desaťročí	dekade
galileo	galileo
chráni	melindungi
soundtrack	soundtrack
obmedzený	terbatas
obmedzený	dibatasi
obmedzený	limited
obmedzený	terbatas
obmedzený	dibatasi
zvláštny	aneh
zvláštny	strange
zvláštny	aneh
zvláštny	ganjil
dôsledok	corollary
dôsledok	konsekuensi
palace	puput
palace	istana
palace	keraton
rytmus	beat
rytmus	mengalahkan
rytmus	kalahkan
rytmus	ritme
rytmus	irama
rytmus	rhythm
príležitostne	sesekali
príležitostne	sesekali
duo	duo
kresťanský	christian
kresťanský	kristiani
kresťanský	kristen
mäsa	meat
mäsa	daging
henrik	henrik
bach	bach
slávu	ketenaran
slávu	fame
slávu	kemuliaan
slávu	glory
theodor	theodor
využívanie	utilisasi
využívanie	eksploitasi
využívanie	penggunaan
využívanie	kegunaan
využívanie	pemakaian
ahoj	hallo
ahoj	helo
ahoj	hello
ahoj	halo
učiť	mengajar
učiť	ajari
učiť	teach
učiť	ajarkan
učiť	pelajari
učiť	belajar
astronauti	astronot
kôra	kulit
kôra	menggonggong
kôra	gonggongan
kôra	korteks
kôra	cortex
kôra	kupas
kôra	peel
náročné	menantang
náročné	susah
náročné	sulit
náročné	sukar
fakty	fakta
costa	costa
costa	kosta
darwin	darwin
uzavreté	terlampir
uzavreté	ditutup
uzavreté	tertutup
uzavreté	tutup
uzavreté	closed
rozhovory	percakapan
rozhovory	interview
rozhovory	wawancara
rozhovory	perundingan
rozhovory	pembicaraan
tlači	tekan
tlači	pers
tlači	press
liečbu	perlakukan
liečbu	mengobati
zabili	dibunuh
zabili	tewas
zabili	terbunuh
gréckom	greek
gréckom	yunani
sfondo	sfondo
osudu	nasib
osudu	takdir
štýly	styles
štýly	gaya
staviteľ	builder
staviteľ	pembangun
hlboký	sedalam
hlboký	mendalam
hlboký	deep
využívaná	dieksploitasi
zaujíma	tertarik
zaujíma	berminat
zaujíma	minat
viaže	terikat
viaže	diikat
viaže	bound
cape	cape
cape	tanjung
rekreačné	rekreasi
vyrobená	dihasilkan
vyrobená	diproduksi
vyrobená	diproduksi
vyrobená	made
vyrobená	dibuat
kalendára	kalender
flotily	armada
flotily	fleet
sektor	sektor
école	école
búrka	badai
búrka	storm
guillaume	guillaume
domácu	homemade
stavia	membangun
keith	keith
spáchal	berkomitmen
pablo	pablo
slonoviny	gading
súrodencov	saudara
éra	zaman
éra	era
presvedčený	yakin
presvedčený	believe
presvedčený	percaya
presvedčený	meyakinkan
presvedčený	diyakinkan
zranenie	cedera
zranenie	melukai
zranenie	cidera
zranenie	luka
labuť	swan
labuť	angsa
zachytáva	menangkap
hitlera	hitler
mrakodrap	skyscraper
reštaurácia	restoran
reštaurácia	restoran
brad	brad
calgary	calgary
endate	endate
kostra	rangka
kostra	skeleton
kostra	kerangka
ukončiť	exit
ukončiť	keluar
ukončiť	akhiri
ukončiť	end
ukončiť	akhir
ukončiť	mengakhiri
ukončiť	akhiri
ukončiť	keluar
udelené	diberikan
udelené	dikabulkan
udelené	diberikan
udelené	dianugerahi
gregory	gregory
gregory	gregorius
predpisy	peraturan
predpisy	rules
predpisy	peraturan
predpisy	aturan
lars	lars
pokrok	kemajuan
pokrok	perkembangan
pokrok	progres
pokrok	progress
ostrý	sharp
ostrý	tajam
diaľky	jauh
ohrozených	terancam
marko	marko
ponuky	penawaran
ponuky	bid
ponuky	tawaran
ponuky	tender
ponuky	promo
ponuky	penawaran
ponuky	menawarkan
ponuky	tawaran
univerzít	universitas
stade	stade
obytné	pemukiman
obytné	perumahan
vlaku	train
vlaku	kereta
susedné	tetangga
budúce	future
plemien	trah
poskytol	asalkan
poskytol	disediakan
dean	dekan
dean	dean
zabitý	slain
zabitý	dibunuh
zabitý	tewas
zabitý	terbunuh
nepriateľom	enemy
nepriateľom	musuh
nepriateľom	musuh
výnimky	pengecualian
výnimky	pengecualian
výnimky	terkecuali
výnimky	eksepsi
výnimky	pengecualian
bin	bin
expozície	pencahayaan
expozície	bukaan
expozície	eksposur
expozície	pemaparan
expozície	eksposur
ruka	lengan
ruka	arm
ruka	lengannya
ruka	hand
ruka	tangan
bohužiaľ	sedihnya
bohužiaľ	sayangnya
nemec	nemec
strieborný	perak
strieborný	silver
kapacity	kapasitas
kapacity	kapasitas
luigi	luigi
android	android
rozprávanie	berbicara
rozprávanie	berbicara
voličov	pemilih
lom	pembiasan
lov	berburu
lov	hunt
lov	lov
lov	berburu
lov	memburu
lov	hunting
lov	perburuan
sady	kebun
sady	set
kanála	kanal
kanála	canal
kanála	terusan
kanála	kanal
kanála	channel
kanála	saluran
jeruzalema	yerusalem
jeruzalema	jerusalem
jeruzalema	jambu
prevrat	kudeta
červenú	merah
červenú	red
piano	piano
hrobka	makam
china	tiongkok
china	china
china	jatim
china	cina
flash	flash
pacific	pacific
pacific	pasifik
prítomný	sajikan
prítomný	hadir
prítomný	present
tón	nada
tón	tone
povrchové	dangkal
pomocné	auxiliary
rozhoduje	memutuskan
pracujúcich	pekerja
pláne	rencana
pláne	plan
pláne	rencanakan
ouest	ouest
uplatňuje	terapkan
víťazný	menang
nissan	nissan
kanálov	kanal
kanálov	saluran
dres	jersey
baník	penambang
cassini	cassini
vysielať	siarkan
vysielať	siaran
vysielať	broadcast
vysielať	penyiaran
vysielať	siaran
vysielať	penyiaran
kutná	kutná
une	une
vodnár	aquarius
lietadlom	pesawat
lietadlom	plane
lietadlom	pesawat
churchill	churchill
kenneth	kenneth
larry	larry
mitchell	mitchell
viet	viet
viet	kalimatnya
viet	kalimat
gibson	gibson
absolútna	mutlak
absolútna	absolut
absolútna	absolute
ball	bola
ball	ball
ann	ann
siedmy	ketujuh
siedmy	seventh
občianskych	civil
občianskych	sipil
občianskych	perdata
tepelná	thermal
tepelná	termal
patent	paten
odpovede	tanggapi
odpovede	tanggapan
odpovede	respons
odpovede	jawaban
odpovede	balasan
dievčatá	cewek
dievčatá	girls
dievčatá	gadis
prijíma	menerima
prijíma	penerimaan
prijíma	mengadopsi
ahl	ahl
bielkovín	protein
kat	algojo
kat	algojo
kat	hangman
kat	kat
novinárov	jurnalis
novinárov	wartawan
pokusov	cobaan
pokusov	upaya
rieši	memecahkan
rieši	pecahkan
čaká	waiting
čaká	menunggu
čaká	menanti
čaká	ditunda
čaká	tertunda
čaká	menunggu
čaká	pending
čaká	menanti
písomné	tertulis
písomné	ditulis
chemici	kimiawan
huby	jamur
huby	jamur
huby	jamur
iveta	iveta
pomohli	terbantu
pomohli	dibantu
orbiter	orbiter
role	peran
role	peranan
role	peran
prispeli	kontribusi
prispeli	sumbangan
prispeli	disumbangkan
prispeli	menyumbang
automatické	auto
automatické	otomotif
automatické	otomatis
automatické	automatic
automatické	otomatis
volal	disebut
volal	dipanggil
asistenti	asisten
detský	ank
detský	anakan
detský	child
detský	anak
děčín	děčín
vystavené	terekspos
vystavené	terpapar
vystavené	terkena
vystavené	diungkap
čestné	terhormat
čestné	jujur
upravil	disunting
upravil	diedit
čínskych	tionghoa
čínskych	china
čínskych	cina
zranenia	cedera
popularita	popularitas
zvony	lonceng
zvony	bells
čelo	dahi
čelo	kening
čelo	brow
čelo	cello
dverí	pintu
dverí	door
dverí	pintu
dverí	doors
zlý	buruk
zlý	jahat
zlý	bad
zahynuli	binasa
ovplyvnili	terpengaruh
ovplyvnili	memengaruhi
ovplyvnili	dipengaruhi
kusy	potongan
kusy	kepingan
kusy	keping
kusy	potong
kusy	pemotongan
strela	shot
strela	bidikan
strela	tertembak
strela	ditembak
strela	peluru
strela	bullet
strela	bulet
strela	rudal
strela	misil
strela	missile
podzemných	underground
podzemných	groundwater
norma	norma
norma	norma
norma	norm
norma	standar
norma	standard
alpy	alpen
paolo	paolo
aer	aer
rosa	rosa
rosa	embun
rosa	dew
zvuky	suara
zvuky	bunyi
zvuky	kedengarannya
zvuky	sounds
zvuky	bunyinya
canaveral	canaveral
uznané	dikenal
uznané	diakui
uznané	diakui
uznané	dikenal
uznané	dikenali
uznané	diakui
uznané	mengenali
recenzie	ulasan
recenzie	review
recenzie	resensi
recenzie	tinjauan
valcov	silinder
chvíle	moments
chvíle	moment
chvíle	momen
eugene	eugene
úpadok	pembusukan
úpadok	kebangkrutan
palestíny	palestina
najmenší	terkecil
minimum	minimum
minimum	minimal
zmenený	diubah
zmenený	modifikasi
zmenený	diubah
zmenený	dimodifikasi
zmiešané	mixed
zmiešané	bercampur
zmiešané	campuran
zmiešané	campur
julia	yulia
julia	julia
laboratórium	laboratory
laboratórium	laboratorium
laboratórium	laboratorium
laboratórium	lab
cover	sampul
cover	cover
cover	penutup
cover	tutupi
dospelosti	kedewasaan
dospelosti	dewasa
miguel	miguel
limit	batasi
limit	batas
limit	membatasi
limit	limit
che	che
obnova	pembaharuan
obnova	pembaruan
obnova	perpanjangan
obnova	restorasi
míľ	miles
míľ	mil
base	penjara
fyzicky	fisik
territoire	territoire
misií	misi
guvernér	gubernur
kolá	lap
vnímanie	persepsi
vnímanie	persepsi
full	full
full	kenyang
full	penuh
námorná	maritime
námorná	maritim
plášť	cape
plášť	tanjung
plášť	jubah
stewart	stewart
clark	clarke
clark	clark
lane	lane
fyzické	jasmani
fyzické	fisik
harrison	harrison
turíne	torino
turíne	turin
laura	laura
fauny	fauna
priečku	palang
morských	marinir
morských	marine
morských	laut
morských	kelautan
čitateľov	pembaca
autobusov	bus
autobusov	bis
pascal	pascal
baran	aries
znamenie	tanda
znamenie	tandatangani
znamenie	menandatangani
copa	copa
stepanovič	stepanovich
wagner	wagner
javu	fenomena
vzorky	sample
vzorky	sampel
vzorky	contoh
vzorky	sampel
meraní	pengukuran
poradca	konsultan
poradca	konselor
poradca	penasehat
poradca	penasihat
poradca	penasehat
poradca	penasihat
dobrovoľne	rela
dobrovoľne	sukarela
dobrovoľne	sukarelawan
činy	tindakan
činy	aksi
tautenburg	tautenburg
rozpočtu	budget
rozpočtu	anggaran
katastrofy	bencana
zločiny	kejahatan
koncentrácia	konsentrasi
koncentrácia	jurusan
čiernu	hitam
čiernu	black
koleso	roda
kant	kant
masaryk	masaryk
diera	lubang
diera	hole
diera	lobang
porušenie	pelanggaran
porušenie	pelanggaran
elektronika	elektronika
elektronika	electronics
elektronika	elektronik
jedlo	food
jedlo	makanan
jedlo	pangan
jedlo	meal
infekcie	infeksi
infekcie	infeksi
félix	félix
optické	optis
optické	optik
optické	optik
summer	summer
edmonton	edmonton
spomenúť	menyebutkan
spomenúť	mention
spomenúť	sebut
spomenúť	penyebutan
spomenúť	sebutkan
potvrdené	terkonfirmasi
potvrdené	konfirmasi
potvrdené	dikonfirmasi
potvrdené	dikonfirmasikan
komerčné	commerce
komerčné	perdagangan
komerčné	dagang
komerčné	komersial
komerčné	komersil
ohlas	resonansi
techno	techno
spôsobov	cara
obnovený	dilanjutkan
obnovený	diperbaharui
obnovený	diperbarui
obnovený	memulihkan
obnovený	dipulihkan
obnovený	segar
vietnam	vietnam
fasáda	fasad
fasáda	façade
cudzie	asing
cudzie	foreign
stratégie	strategi
stratégie	strategi
výrobné	manufaktur
výrobné	pabrikasi
jednotlivca	individu
jednotlivca	individual
jednotlivca	perorangan
gravitácia	gravity
gravitácia	gravitasi
hotela	hotel
jazykovej	linguistik
frýdek	frýdek
lexikón	leksikon
tag	tanda
tag	tag
bella	bella
konflikty	bentrok
konflikty	konflik
konflikty	konflik
oto	oto
joachim	joachim
pokračovalo	dilanjutkan
pokračovalo	dilanjutkan
pokračovalo	berkelanjutan
pokračovalo	lanjutan
stretla	met
stretla	bertemu
ukážka	sample
ukážka	sampel
ukážka	contoh
ukážka	pratinjau
ukážka	demonstrasi
fasády	fasad
zla	kejahatan
zla	jahat
zla	evil
tatiana	tatiana
švédske	swedia
hnedý	brown
hnedý	coklat
vedený	dipandu
vedený	hidayah
emeritný	emeritus
stôl	meja
stôl	tabel
stôl	meja
príspevkov	kontribusi
príspevkov	kiriman
príspevkov	posting
ring	ring
ring	cincin
ron	ron
taiwan	taiwan
nacisti	nazi
sfarbenie	pewarnaan
sfarbenie	mewarnai
spravodlivosť	keadilan
spravodlivosť	takwa
spravodlivosť	keadilan
naživo	live
naživo	jalani
naživo	langsung
nájdený	menemukan
nájdený	mendapati
nájdený	nemu
nájdený	ditemukan
miro	miro
cpu	cpu
sprievodné	menemani
sprievodné	mendampingi
regionálna	regional
gule	bola
gule	balls
svätec	santo
svätec	saint
lenka	lenka
slobodná	single
slobodná	lajang
slobodná	jomblo
slobodná	tunggal
stoviek	seratus
stoviek	hundred
stoviek	ratus
stoviek	ratusan
osvetlenie	pencahayaan
osvetlenie	menerangi
osvetlenie	pencahayaan
osvetlenie	lighting
ein	ein
vyvinutá	dikembangkan
vyvinutá	mengembangkan
alpách	alpen
fish	ikan
štandardné	default
štandardné	baku
štandardné	bawaan
štandardné	standar
štandardné	default
štandardné	baku
štandardné	standar
štandardné	standard
sobáš	marriage
sobáš	perkawinan
sobáš	nikah
sobáš	pernikahan
sobáš	pernikahan
sobáš	wedding
johanna	johanna
abraham	ibrahim
abraham	abraham
temple	temple
temple	candi
temple	kuil
objaviť	temukan
objaviť	menemukan
oslo	oslo
užívateľov	pemakai
užívateľov	pengguna
mladšieho	younger
mladšieho	muda
got	got
got	punya
budhizmus	buddhisme
reggae	reggae
greg	greg
pasažierov	penumpang
saľut	salyut
príjmy	pendapatan
príjmy	pendapatan
príjmy	penghasilan
príjmy	pemasukan
príjmy	income
príjmy	kuitansi
vírus	virus
výkone	berolahraga
partner	partner
partner	mitra
partner	pasangan
partner	rekan
dokončené	diselesaikan
dokončené	selesai
dokončené	selesai
obnovené	dilanjutkan
obnovené	diperbaharui
obnovené	diperbarui
obnovené	memulihkan
obnovené	dipulihkan
závislé	bergantung
závislé	dependensi
závislé	ketergantungan
italia	italia
turecké	turki
turecké	turkish
ilustrátor	ilustrator
oblečenie	apparel
oblečenie	pakaian
oblečenie	busana
oblečenie	pakaian
oblečenie	outfit
oblečenie	pakaian
oblečenie	baju
oblečenie	pakaian
oblečenie	bajunya
zima	cold
zima	kedinginan
zima	dingin
zima	winter
java	jaktim
java	jawa
java	java
mpeg	mpeg
nomináciu	nominasi
povstalcov	gerilyawan
povstalcov	pemberontak
kresťania	nasrani
kresťania	kristen
columbus	columbus
jednotné	bersatu
jednotné	unified
jednotné	single
jednotné	lajang
jednotné	jomblo
jednotné	tunggal
jednotné	seragam
parsons	parsons
železné	besi
železné	iron
pen	pen
pen	pulpen
pen	pena
jadrá	kernel
campo	campo
atlantic	atlantic
atlantic	atlantik
suché	dry
suché	mengeringkan
suché	kering
suché	keringkan
opraviť	perbaikan
opraviť	perbaiki
opraviť	fix
opraviť	memperbaiki
opraviť	betulkan
opraviť	perbaiki
opraviť	betulkan
snehu	salju
snehu	snow
gaga	gaga
známu	dikenal
známu	diketahui
url	url
url	url
civilistov	sipil
závody	balapan
závody	ras
sovieti	soviet
bruseli	brussels
bruseli	brussel
predpoklady	persyaratan
predpoklady	asumsi
zimy	winters
stratu	kerugian
stratu	kehilangan
stratu	rugi
montana	montana
blake	blake
tunela	tunnel
tunela	terowongan
teoretický	teoritis
místek	místek
trofej	trophy
trofej	piala
trofej	trofi
