மற்றும்	at
வாய்ப்பு	pagkakataon
வாய்ப்பு	opportunity
மருந்து	medisina
மருந்து	gamot
மருந்து	pharmaceutical
மா	maa
மா	mango
மா	mangga
ஏன்	bakit
ஆனார்	naging
கிடைத்தது	nakuha
தொலைபேசி	phone
தொலைபேசி	telepono
தொலைபேசி	telephone
தொலைபேசி	telepono
ரவி	ravi
கட்டமைப்பு	configuration
கட்டமைப்பு	pagsasaayos
கட்டமைப்பு	istraktura
பாரம்பரிய	classical
பாரம்பரிய	klasiko
பாரம்பரிய	tradisyunal
பாரம்பரிய	tradisyonal
சின்னம்	imahen
சின்னம்	icon
தொழில்நுட்பம்	teknolohiya
ஏரி	lawa
பாடிய	sung
சிலை	idol
சிலை	rebulto
சிலை	statue
வெள்ளி	biyernes
வெள்ளி	pilak
வெள்ளி	silver
இலத்தீன்	latin
நேச	allied
நேரடி	mabuhay
நேரடி	mamuhay
நேரடி	live
நேரடி	direktang
நேரடி	direct
நேரடி	direkta
சுற்றுலா	turista
சுற்றுலா	paglalakbay
சுற்றுலா	tourism
சுற்றுலா	turismo
கிராமத்தில்	nayon
நமது	ating
நமது	aming
புலிகள்	tigers
அவர்களை	kanila
அவர்களை	sila
அவர்களை	silang
அனுமதி	appointment
அனுமதி	pahintulot
அனுமதி	permiso
அனுமதி	pahintulutan
அனுமதி	payagan
அனுமதி	aprubahan
பயன்	paggamit
பயன்	makinabang
பயன்	benepisyo
நிகழ்வு	pangyayari
நிகழ்வு	kaganapan
நிகழ்வு	event
ஆதி	adi
மைல்	milya
மைல்	milyang
மைல்	mile
மைல்	milya
வளரும்	lumalaki
வளரும்	lumalaking
வளரும்	lumalaki
வளரும்	pagbuo
கால்பந்து	football
உடலில்	katawan
பக்க	gilid
பக்க	tabi
பக்க	karamay
பக்க	tagiliran
சான்	chan
சான்	san
உயரத்தில்	taas
உயரத்தில்	height
கொண்டுள்ள	naglalaman
அமிலம்	acid
அமிலம்	asido
விண்டோஸ்	windows
கூட்டமைப்பு	pederasyon
கூட்டமைப்பு	kompederasyon
உத்தரப்	uttar
தொழிலாளர்	paggawa
தொழிலாளர்	pinaghirapan
தொழிலாளர்	labor
விலங்குகள்	hayop
மறு	tanggihan
மறு	tanggihan
மறு	tanggihan
முடிவுகள்	resulta
மனிதன்	pantao
மனிதன்	tao
மனிதன்	makatao
மனிதன்	human
மனிதன்	lalaking
மனிதன்	lalaki
மனிதன்	man
மாணவர்	studyante
மாணவர்	student
மாணவர்	estudyante
பேசும்	nagsasalita
குறிப்பிடுகிறது	specifies
நோக்கம்	layunin
நோக்கம்	misyon
கடந்து	lumipas
கடந்து	pasado
கடந்து	pagpasa
கடந்து	passing
கடந்து	ipinapasa
உருவாக்கி	tagabuo
உருவாக்கி	generator
உருவாக்கி	gumawa
உருவாக்கி	lumikha
உருவாக்கி	creator
உருவாக்கி	composer
உருவாக்கி	developer
ஒத்த	kapareho
ஒத்த	magkatulad
ஒத்த	katulad
பச்சை	berdeng
பச்சை	green
பச்சை	berde
அலகு	yunit
அலகு	unit
உள்நாட்டு	domestic
நகராட்சி	munisipalidad
நகராட்சி	munisipyo
உறவு	pinagsamahan
உறவு	kaugnayan
உறவு	relasyon
நூலகம்	aklatan
நூலகம்	library
சண்டை	labanan
சண்டை	aaway
சண்டை	fighting
சண்டை	lumaban
நிறம்	kulay
நிறம்	kulay
விமானம்	airplane
விமானம்	eroplano
விமானம்	flight
விமானம்	lipad
விமானம்	eroplano
பதில்	sagutin
பதில்	sagot
பதில்	sumagot
பதில்	reply
திருவிழா	festival
திருவிழா	karnabal
திருவிழா	carnival
நான்காம்	ikaapat
நான்காம்	fourth
வெளியிடப்பட்ட	inilathala
வெளியிடப்பட்ட	publish
கூடாது	hinde
கூடாது	hindi
காலை	umaga
காலை	morning
சமூகம்	lipunan
சமூகம்	pamayanan
சமூகம்	komunidad
சமூகம்	panlipunan
சமூகம்	social
சமூகம்	sosyal
புற்றுநோய்	kanser
சு	chu
ஆன்	ann
மெய்யியல்	pilosopiya
நாட்களில்	araw
பயணிகள்	pasahero
அறுவை	surgery
அறுவை	operasyon
இணை	sumali
இணை	sasali
இணை	sali
இணை	ikonekta
இணை	kumonekta
இணை	iugnay
அழுத்தம்	thrust
அழுத்தம்	presyon
அழுத்தம்	emphasis
அழுத்தம்	compress
கல்லூரிகள்	colleges
மன்றம்	club
மன்றம்	samahan
மன்றம்	konseho
மன்றம்	konsilyo
மன்றம்	forum
இஸ்லாமிய	islamic
உண்மை	totoo
உண்மை	true
உண்மை	katunayan
உண்மை	fact
உண்மை	katotohanan
உண்மை	katotohanan
உண்மை	katotohanan
அவனது	kanyang
இத்தாலிய	italian
இத்தாலிய	italyano
இனங்கள்	species
தலைவன்	chief
தலைவன்	hepe
நின்று	standing
நின்று	nakatayo
நடக்கும்	mangyayari
நடக்கும்	mangyari
நடக்கும்	mangyayari
டைம்ஸ்	times
டைம்ஸ்	beses
பிரிட்டிஷ்	british
புதிதாக	new
புதிதாக	bago
புதிதாக	bagong
புதிதாக	sariwa
புதிதாக	fresh
புதிதாக	sariwa
வரைபடம்	mapa
வரைபடம்	tsart
வரைபடம்	chart
வரைபடம்	maps
வரைபடம்	mapa
தாவரங்கள்	halaman
தண்ணீர்	tubig
கர்நாடக	karnataka
விளையாட்டுகள்	games
விளையாட்டுகள்	palakasan
விளையாட்டுகள்	isports
விளையாட்டுகள்	sports
கட்டப்பட்டது	nakapaloob
கட்டப்பட்டது	binuo
உள்	panloob
உள்	internal
உள்	lokal
உள்	natatagong
மொழிபெயர்ப்பு	translation
மொழிபெயர்ப்பு	pagsalin
மொழிபெயர்ப்பு	pagsasalin
மொழிபெயர்ப்பு	translate
மொழிபெயர்ப்பு	isalin
வின்	vin
விளையாட்டுக்கள்	games
விளையாட்டுக்கள்	palakasan
விளையாட்டுக்கள்	isports
விளையாட்டுக்கள்	sports
நிமிடங்கள்	minuto
கருப்பு	itim
குறுகிய	maiksi
குறுகிய	maikli
குறுகிய	short
குறுகிய	pandak
குறுகிய	maikling
தொடங்கப்பட்டது	nagsimula
தொடங்கப்பட்டது	inumpisahan
தொடங்கப்பட்டது	sinimulan
நம்	ating
நம்	aming
அரசர்கள்	kings
அரசர்கள்	hari
பொருளியல்	economics
பொருளியல்	matipid
நிறைய	lots
நிறைய	maraming
நிறைய	madami
நிறைய	lot
கொடி	bandila
கொடி	watawat
எப்போதும்	palagi
எப்போதும்	laging
எப்போதும்	forever
எப்போதும்	magpakailanman
எப்போதும்	ever
எழுத்துக்கள்	alpabeto
எழுத்துக்கள்	letra
எழுத்துக்கள்	letters
எழுத்துக்கள்	titik
எழுத்துக்கள்	character
எழுத்துக்கள்	characters
சுருக்கம்	buod
அரசாங்கம்	pamahalaan
அரசாங்கம்	gobyerno
மாறி	variable
பாதை	landas
பாதை	path
வென்று	nanalo
வென்று	panalo
சரியாக	sakto
நாடகம்	drama
ஓவியம்	painting
ஓவியம்	pinta
இறந்த	patay
உள்ளே	inside
உள்ளே	loob
கோ	coe
கூட்டணி	alyansa
அதிகாரப்பூர்வ	official
அதிகாரப்பூர்வ	opisyal
அப்துல்	abdul
செலவு	nagastos
செலவு	gastusin
செலவு	gumastos
செலவு	nagastos
செலவு	ginastos
சுழற்சி	rotation
சுழற்சி	ikot
சுழற்சி	spiral
சுழற்சி	loop
சுழற்சி	siklo
சுழற்சி	cycle
சுழற்சி	ikot
மனம்	isip
மனம்	kaluluwa
அண்மையில்	kamakailan
எளிதில்	madaling
எளிதில்	madali
எளிதில்	madaling
எளிதில்	easy
அதிகாரம்	power
அதிகாரம்	kapangyarihan
நகைச்சுவை	katatawanan
நகைச்சுவை	comedy
கணித	math
சரி	okay
சரி	well
சரி	mabuti
சரி	balon
பக்கங்கள்	pahina
செயல்படும்	active
செயல்படும்	aktibong
செயல்படும்	aktibo
அதிபர்	pangulo
அதிபர்	presidente
அதிபர்	pangulong
அதிபர்	pres
அலுவலர்	opisyal
அமைவிடம்	kinalalagyan
அமைவிடம்	lokasyon
லீக்	league
லீக்	liga
லீக்	leek
நிர்வாகம்	management
நிர்வாகம்	pamamahala
நிர்வாகம்	tagapamahala
நிர்வாகம்	pangangasiwa
நிர்வாகம்	pangasiwaan
நிர்வாகம்	administrative
முறையை	paraan
ஆசியா	asya
ஓய்வு	paglilibang
ஓய்வு	libangan
ஓய்வு	pagreretiro
ஓய்வு	pahinga
தாக்கம்	epekto
புரட்சி	himagsikang
புரட்சி	rebolusyon
வலைத்தளம்	website
போராட்டம்	protesta
போராட்டம்	pakikibaka
போராட்டம்	struggle
ஏதேனும்	any
நிறைவு	pagkumpleto
நிறைவு	nakumpleto
நிறைவு	natapos
நிறைவு	complete
நிறைவு	kumpletuhin
நிறைவு	kompleto
நிறைவு	kumpleto
நடவடிக்கைகள்	gawain
நடவடிக்கைகள்	aktibidades
கூகுள்	google
மரியா	mary
மரியா	maria
மரியா	maria
மலர்	bulaklak
இடைப்பட்ட	pagitan
விரைவில்	nagtagal
விரைவில்	soon
பாடகர்	singer
ஏற்பாடு	maayos
ஏற்பாடு	kaayusan
ஏற்பாடு	arrangement
நிறைந்த	busog
நிறைந்த	full
நிறைந்த	buo
நிறைந்த	buong
கட்டிடக்கலை	architecture
கட்டிடக்கலை	arkitektura
ஆட்டம்	game
ஆட்டம்	laro
ஆட்டம்	laban
ஆட்டம்	tugma
மண்	lupa
மண்	buhangin
மண்	sand
சூரியன்	sun
சூரியன்	araw
இந்திரா	indira
இந்திரா	indra
தீ	fire
தீ	sunog
தீ	apoy
சேர்ந்தார்	sumali
சேர்ந்தார்	nakasali
உருவாக்கிய	binubuo
கடற்கரை	dalampasigan
கடற்கரை	beach
முற்றிலும்	absolutely
முற்றிலும்	pasubali
இயக்கிய	itinuro
எடை	timbang
எடை	bigat
யின்	yin
உருவான	nabuo
பெற்றோர்	parents
பெற்றோர்	magulang
பெற்றோர்	magulang
ஒற்றை	single
ஒற்றை	solong
அச்சு	axis
ஆஸ்திரேலியா	australia
ஆஸ்திரேலியா	australya
கட்டப்பட்ட	nakapaloob
கட்டப்பட்ட	binuo
பார்த்து	pinapanood
பார்த்து	nanonood
பார்த்து	pinanonood
வழங்கிய	ibinigay
எனப்படுகிறது	consecration
கடவுளின்	gods
கடவுளின்	god
கடவுளின்	diyos
வீதம்	rate
வேளாண்மை	agrikultura
ஐரோப்பா	europa
ஐரோப்பா	gresya
முடியவில்லை	sawi
முடியவில்லை	nabigo
முடியவில்லை	palpak
எழுத	magsulat
எழுத	sumulat
எழுத	isulat
அறிஞர்கள்	iskolar
புலவர்கள்	poets
பிரான்ஸ்	pransiya
பிரான்ஸ்	france
ஜெர்மனி	germany
ஜெர்மனி	alemanya
ஜெர்மனி	mikrobyo
கொண்டே	panatilihin
பயன்படுத்தப்பட்டது	ginamit
பயன்படுத்தப்பட்டது	nagamit
பயன்படுத்தப்பட்டது	ginagamit
விரிவான	detalyadong
தலைநகரம்	capital
தலைநகரம்	kabisera
தலைநகரம்	kapital
வட்டார	lokal
பிரபல	famous
பிரபல	sikat
பார்வை	maaabot
பார்வை	maabot
பார்வை	naabot
பார்வை	naaabot
பார்வை	abot
பார்வை	abutin
பார்வை	pagtingin
பார்வை	tingnan
பார்வை	tignan
பார்வை	panonood
பார்வை	view
தகுதி	qualification
தகுதி	karapat
பாகம்	bahagi
பாகம்	part
பாகம்	parte
பாகம்	module
மரபணு	gene
எல்லை	hangganan
எல்லை	boundary
எல்லை	limitasyon
எல்லை	limitahan
எல்லை	saklaw
எல்லை	hanay
நடு	gitnang
நடு	gitna
வேறுபாடு	pagkakaiba
வேறுபாடு	kaibahan
உறுப்பு	term
உறுப்பு	termino
உறுப்பு	kataga
உறுப்பு	element
உறுப்பு	elementong
உறுப்பு	elemento
நெடுஞ்சாலைகள்	lansangan
நெடுஞ்சாலைகள்	highway
மருத்துவர்	physician
மருத்துவர்	doktor
மருத்துவர்	doctor
இடத்தை	lugar
இடத்தை	pook
ஏற்ற	bundok
புதினம்	nobela
இடையிலான	pagitan
இலக்கணம்	panitikan
இலக்கணம்	panitikang
இலக்கணம்	grammar
லண்டன்	london
லண்டன்	londres
கோப்பை	mug
கோப்பை	tasa
கோப்பை	kopa
அலி	ali
வினை	reaksyon
வினை	reaction
கருத்தில்	considering
உள்ளடக்கிய	kasama
உள்ளடக்கிய	inclusive
வகுப்பு	klase
இறுதியாக	wakas
பொருளாதாரம்	ekonomiya
பொருளாதாரம்	economic
பொருளாதாரம்	economics
பொருளாதாரம்	pinansyal
பொருளாதாரம்	financial
பொருளாதாரம்	ekonomiya
தவறான	mali
தவறான	mali
உச்ச	supreme
உச்ச	kataas
உச்ச	climax
ஆப்பிரிக்க	aprikano
ஆப்பிரிக்க	african
முகம்மது	mohammad
முகம்மது	mohamed
முடிகிறது	tinatapos
முடிகிறது	matatapos
முடிகிறது	nagtatapos
முடிகிறது	ending
நடந்து	naglalakad
நடந்து	lumalakad
விளைவு	resulta
விளைவு	effect
விளைவு	epekto
விளைவுகள்	effects
விளைவுகள்	epekto
இத்தாலி	italya
இணையத்தளம்	website
உருவாக்கம்	paglikha
உருவாக்கம்	paggawa
உருவாக்கம்	creation
அமைதி	peace
அமைதி	kapayapaan
அமைதி	tahimik
அமைதி	mahinahon
அமைதி	kalmado
ஐந்தாம்	ikalimang
ஐந்தாம்	panglima
வழக்கமான	regular
நன்றாக	fine
பண்பாட்டு	pangkultura
பண்பாட்டு	cultural
இருபது	bente
இருபது	dalawampu
பீட்டர்	pedro
பீட்டர்	peter
வேகம்	bilis
வேகம்	mabilis
வேகம்	kabilis
வேகம்	fast
உளவியல்	sikolohiya
சதவீதம்	porsiyento
சதவீதம்	porsyento
சதவீதம்	percentage
சதவீதம்	porsiyento
சதவீதம்	percent
மகா	maha
பாலியல்	sexually
பாலியல்	sekswal
அருங்காட்சியகம்	museo
காட்டுகிறது	ipinapakita
காட்டுகிறது	ipinapakita
காட்டுகிறது	nagpapakita
புவி	daigdig
புவி	lupa
மன	mental
மன	kaisipan
இரும்பு	bakal
இரும்பு	iron
நடந்தது	nangyari
பழமையான	alamat
பழமையான	legend
பழமையான	classic
பழமையான	klasikong
பழமையான	klasiko
செயற்கை	synthetic
செயற்கை	artipisyal
செயற்கை	artificial
நீதி	katarungan
நீதி	hustisya
முடிந்தது	nakumpleto
முடிந்தது	natapos
முடிந்தது	tapos
முடிந்தது	done
முறைமை	mode
தண்டனை	parusa
தண்டனை	kaparusahan
தண்டனை	parusa
நாவல்	nobela
ஜப்பான்	japan
ஜப்பான்	hapon
உதவுகிறது	tinutulungan
உதவுகிறது	tumutulong
சந்திப்பு	appointment
சந்திப்பு	miting
சந்திப்பு	pulong
சந்திப்பு	pagkakakilala
சந்திப்பு	pagpupulong
சந்திப்பு	matugunan
சந்திப்பு	kilalanin
சந்திப்பு	magkita
மன்றங்கள்	forums
வாயு	gas
ராபர்ட்	robert
வழிபாடு	pagsamba
சிங்கள	sinhala
தொல்லியல்	archaeological
தொல்லியல்	arkeolohiya
அறிவிக்கப்பட்டது	inihayag
அறிவிக்கப்பட்டது	inanunsyo
கணக்கெடுப்பு	census
மலையாளம்	malayalam
அரங்கம்	sinehan
அரங்கம்	theater
அரங்கம்	teatro
அரங்கம்	stadium
அரங்கம்	awditoryum
சூழலில்	kapaligiran
மரங்கள்	puno
எடுத்துக்காட்டு	halimbawa
மாதங்கள்	buwan
மாதங்கள்	months
வடக்கே	north
வடக்கே	hilagang
வடக்கே	hilaga
தூரம்	layo
தூரம்	distansya
தூரம்	distansiya
அவசியம்	kinakailangan
அவசியம்	kailangan
மாநாடு	conference
மாநாடு	pagpupulong
மாநாடு	summit
மாநாடு	tuktok
மாநாடு	convention
சொல்லும்	nagsasabi
விலங்கு	animal
விலங்கு	hayop
தயாரிப்பாளர்	producer
தயாரிப்பாளர்	tagagawa
தயாரிப்பாளர்	gumagawa
படுகொலை	asasinasyon
படுகொலை	massacre
அல்லாத	non
பூ	bulaklak
பூ	boo
யானை	elepante
யானை	elephant
வணிகம்	pangkalakal
வணிகம்	commercial
வணிகம்	komersyal
வணிகம்	komersiyal
வணிகம்	negosyong
வணிகம்	negosyo
வணிகம்	kalakalan
வணிகம்	ipagpalit
வணிகம்	magnegosyo
வணிகம்	trade
கல்	bato
அமைந்திருக்கும்	matatagpuan
மண்டபம்	hall
இசையமைத்த	binubuo
நூறு	daang
பாலம்	tulay
சார்	sir
சுற்றுச்சூழல்	kapaligiran
சுற்றுச்சூழல்	kapaligiran
தாயார்	nanay
தாயார்	ina
அதிகாரி	official
அதிகாரி	opisyal
அதிகாரி	opisyal
புள்ளிகள்	points
புள்ளிகள்	score
புள்ளிகள்	iskor
மைக்கேல்	michael
புத்தகம்	book
புத்தகம்	libro
புத்தகம்	aklat
மதம்	pananampalataya
மதம்	relihiyon
ஈடுபாடு	engagement
வீடியோ	video
வெளியில்	lumabas
விவரங்கள்	detalye
பறவை	ibon
பறவை	finch
எடுக்கப்பட்ட	taken
பகுப்பாய்வு	pagsusuri
பகுப்பாய்வு	pagtatasa
உடனடியாக	kaagad
உடனடியாக	agad
உடனடியாக	kaagad
வரையறை	definition
வரையறை	katuturan
வரையறை	kahulugan
வரையறை	delimiter
இணையம்	internet
கடும்	mabigat
எளிதாக	madali
எளிதாக	madaling
எளிதாக	easy
விசை	susi
விசை	key
அழகிய	ganda
அழகிய	maganda
நாட்டை	tinapon
அழைக்கப்பட்டது	naimbitahan
அழைக்கப்பட்டது	inimbitahan
அழைக்கப்பட்டது	inanyayahan
பொதுமக்கள்	sibilyan
வேகமாக	mabilis
வேகமாக	kabilis
வேகமாக	fast
மாற்றப்பட்டது	nagbago
மாற்றப்பட்டது	binago
மாற்றப்பட்டது	pinalitan
மாற்றப்பட்டது	binago
அட்டவணை	lamesa
அட்டவணை	mesa
அட்டவணை	talahanayan
அட்டவணை	table
அட்டவணை	iskedyul
அட்டவணை	schedule
தீர்வு	solusyon
மதிப்பீடு	rating
அருகிலுள்ள	malapit
அருகிலுள்ள	kalapit
அட்டை	linta
அட்டை	card
ஒருமுறை	kapag
கிடைத்த	nakuha
முன்பே	kanina
ராக்	bato
ராக்	rock
செல்கிறது	pagpunta
செல்கிறது	pupunta
செல்கிறது	napupunta
கட்டுப்பாடு	kontrol
கட்டுப்பாடு	kontrolin
தவிர்த்து	excluding
சிக்கல்	isyu
சிக்கல்	issue
சிக்கல்	problema
சிக்கல்	problema
பழங்குடி	tribal
யூத	jewish
பொறுப்பு	responsableng
பொறுப்பு	responsable
பொறுப்பு	pananagutan
பொறுப்பு	pananagutan
பொறுப்பு	responsibilidad
நேர்	positive
நேர்	positibong
நேர்	positibo
நேர்	straight
நேர்	tuwid
நேர்	diretso
நேர்	guidance
ஷா	sha
ஷா	shah
ஷா	shaw
நடுவில்	gitnang
நடுவில்	gitna
ஜெர்மன்	aleman
ஜெர்மன்	grammar
முகமது	mohammad
முகமது	mohammed
நபர்	taong
நபர்	person
நபர்	tao
ஐந்தாவது	ikalimang
ஐந்தாவது	panglima
மத்தியப்	madhya
வெப்பம்	init
ராஜ்	raj
பெருமை	pride
பெருமை	ipinagmamalaki
பெருமை	pagmamalaki
பெருமை	pinagmamalaki
பெருமை	proud
பெருமை	ipinagmamalaki
பெருமை	maipagmamalaki
பாடசாலை	paaralan
சா	cha
சா	shah
தங்க	ginto
தங்க	gold
ஜோசப்	joseph
நாடாளுமன்றம்	parlyamento
கூட்டம்	pagtitipon
கூட்டம்	miting
கூட்டம்	pulong
கூட்டம்	pagkakakilala
கூட்டம்	pagpupulong
கூட்டம்	madla
அலை	alon
அலை	alon
இந்தியன்	indian
ஆசிரியர்கள்	teachers
இலண்டன்	london
இலண்டன்	londres
பந்து	bola
சாதி	kasta
ஆறுகள்	ilog
வென்றது	nanalo
வென்றது	panalo
சன்	sun
சன்	araw
கலிபோர்னியா	california
தத்துவம்	kasabihan
தத்துவம்	pilosopiya
தத்துவம்	prinsipyo
இரா	ira
அதிகாரிகள்	officials
அனைவருக்கும்	lahat
மருந்துகள்	drugs
மருந்துகள்	droga
மருந்துகள்	gamot
சென்	chen
சென்	sen
சிக்கலான	kritikal
சாதனை	record
சாதனை	talaan
சாதனை	rekord
சாதனை	nakamit
சாதனை	achievement
அடுக்கு	slot
அடுக்கு	patong
பின்னாளில்	mamaya
இசுலாம்	islam
மேரி	mary
மேரி	maria
சோடியம்	sodium
பல்	ngipin
ஓவியங்கள்	kuwadro
விரைவாக	mabilisan
விரைவாக	dali
விரைவாக	mabilis
விரைவாக	kabilis
விரைவாக	fast
பண்புகள்	attributes
பண்புகள்	katangian
கலந்த	mixed
கலந்த	magkahalong
பருவம்	panahon
பருவம்	parva
பொருள்கள்	bagay
பொருள்கள்	tema
பொருள்கள்	bagay
அடைந்து	naabot
நெருங்கிய	pinakamalapit
பரப்பு	ibabaw
பரப்பு	lugar
பரப்பு	area
பரப்பு	lawak
ஆய்வாளர்கள்	analysts
ஏதாவது	any
வழங்க	ibigay
ஏற்று	load
ஏற்று	bundok
ஏற்று	export
ஹென்றி	enrique
ஹென்றி	henry
சுதந்திரம்	kalayaan
தலைமையகம்	headquarters
சர்	sir
முனிவர்	sage
கட்டிடம்	gusali
அணை	dam
அணை	off
நல்லது	positive
நல்லது	positibong
நல்லது	positibo
நல்லது	mabait
நல்லது	mabuti
சுற்று	iikot
கருத்தை	comment
வேறுபாடுகள்	pagkakaiba
அழற்சி	pamamaga
தலைமையிலான	headed
சேர	sumali
சேர	sasali
சேர	sali
தொன்மவியல்	mitolohiya
மையமாக	katamtaman
முன்னதாக	kanina
ஆஸ்திரேலிய	australian
வடிவங்கள்	pattern
சுய	self
சுய	sarili
குருதி	blood
குருதி	dugo
படைப்புகள்	writings
குதிரை	knight
குதிரை	kabayo
குதிரை	pony
குறைந்து	down
குறைந்து	pababa
மத	relihiyoso
வெளிநாட்டு	foreign
வெளிநாட்டு	dayuhang
சந்திர	chandra
சந்திர	lunar
வண்டி	sasakyan
வண்டி	truck
வண்டி	trak
வண்டி	kariton
வண்டி	cart
வண்டி	sasakyan
பங்களிப்பு	ambag
பங்களிப்பு	lumahok
கூகிள்	google
பசிபிக்	pasipiko
பசிபிக்	pacific
விதிகள்	alituntunin
விதிகள்	rules
விதிகள்	tuntunin
விதிகள்	tuntunin
விதிகள்	takda
சுல்தான்	sultan
இயல்பு	normal
உப்பு	asin
கொள்கைகள்	prinsipyo
கொள்கைகள்	patakaran
கொள்கைகள்	prinsipyo
அடைய	makakamit
அடைய	makamit
அடைய	achieve
விழுக்காடு	porsiyento
விழுக்காடு	porsyento
விழுக்காடு	percentage
விழுக்காடு	porsiyento
விழுக்காடு	percent
வலி	sakit
வலி	kirot
வலி	masakit
குறைவு	mababang
குறைவு	mababa
குறைவு	low
குறைவு	kaunti
குறைவு	less
நிரல்	program
நிரல்	programa
பிரேசில்	brazil
வருகை	attendance
வருகை	pagdalo
வருகை	puntahan
வருகை	pagbisita
வருகை	darating
வருகை	dadating
மின்னஞ்சல்	email
அரிய	bihirang
அரிய	bihira
லாஸ்	los
லாஸ்	las
பிரிந்து	hiwalay
தீவிர	seryoso
கொழுப்பு	taba
கொழுப்பு	mataba
குழாய்	pipe
குழாய்	tubo
குழாய்	tube
கொடுக்கும்	binibigyan
கொடுக்கும்	nagbibigay
தனியாக	alone
தனியாக	magisa
தடுப்பு	detention
தற்பொழுது	ngayon
வீச்சு	saklaw
வீச்சு	hanay
உயிரினங்கள்	organismo
உயிரினங்கள்	organism
உயிரினங்கள்	nilalang
இறந்தார்	namatay
கூடுதலான	karagdagang
நீல	blue
நீல	bughaw
நீல	asul
நாடகங்கள்	dramas
கப்பல்கள்	ships
பரந்த	malawak
வெளிப்புற	panlabas
வெளிப்புற	panlabas
அரை	kalahati
அரை	kalahating
அரை	half
தெரியும்	nakikita
தெரியும்	alam
தெரியும்	alam
தெரியும்	kilala
தெரியும்	nakakaalam
தெரியும்	knows
நடை	istilo
நடை	style
நடை	estilo
நடை	paglalakad
நடை	maglakad
நடை	lumakad
நடை	lakad
நடை	walk
திருமண	kasal
திருமண	kasalan
திருமண	wedding
பஞ்சாபி	punjabi
நெல்	nell
நெல்	palay
நெல்	rice
நெல்	kanin
நெல்	bigas
நெல்	nel
நெல்	paddy
டச்சு	olandes
டச்சு	dutch
காட்டு	magpakita
காட்டு	ipakita
காட்டு	pakita
காட்டு	show
காட்டு	ipakita
காட்டு	ipapakita
காட்டு	display
காட்டு	pagtingin
காட்டு	tingnan
காட்டு	tignan
காட்டு	panonood
காட்டு	view
ஏறக்குறைய	halos
முறையான	valid
முறையான	bisang
முறையான	validity
முறையான	bisa
மார்க்	mark
பேரரசர்	emperador
மைக்ரோசாப்ட்	microsoft
வளர்ந்த	katutubo
வளர்ந்த	lumago
கோல்	cole
கோல்	layunin
தோன்றியது	lumitaw
தோன்றியது	tila
போதுமான	sapat
நேரு	nehru
குஜராத்	gujarat
கருத்துக்கள்	comments
அருள்	favor
அருள்	pabor
வெறும்	payak
வெறும்	kapatagan
வெறும்	lng
வெறும்	nalang
வெறும்	basta
முயற்சிகள்	efforts
முயற்சிகள்	pagsusumikap
முயற்சிகள்	pagsisikap
கொல்கத்தா	kolkata
கோபுரம்	tore
கோபுரம்	tower
கோபுரம்	toreng
அரண்மனை	palasyo
வெற்றிகரமாக	matagumpay
ஆகஸ்டு	august
ஆகஸ்டு	agosto
பெரு	peru
அறை	cell
அறை	silid
அறை	kuwarto
அறை	kwarto
மணம்	mabango
மணம்	amoy
நிறை	mass
நிறை	misa
நிறை	masa
மோசமான	bad
மோசமான	masamang
மோசமான	masama
மோசமான	pinakamasama
மோசமான	worst
மோசமான	bastos
மை	tinta
மை	ink
எரிபொருள்	gasolina
இறந்து	die
இறந்து	mamatay
இறந்து	mamamatay
இறந்து	namatay
இறந்து	patay
வலை	web
வலை	mesh
வலை	mata
நுரையீரல்	baga
நுரையீரல்	baga
பிறந்து	ipinanganak
பிறந்து	pinanganak
கொரியா	korea
காடு	kagubatan
காடு	gubat
காடு	gubat
காடு	jungle
சீக்கிய	sikh
மண்டல	pampook
மண்டல	regional
மண்டல	rehiyonal
ஆகையால்	samakatuwid
கங்கை	ganges
லீ	lee
கணிதம்	matematika
கணிதம்	math
பூமி	daigdig
பூமி	lupa
கணக்கு	account
ஏர்	hangin
ஏர்	himpapawid
அறிகுறிகள்	sintomas
அறிகுறிகள்	palatandaan
அனுப்பி	naipadala
அனுப்பி	ipinadala
அனுப்பி	nagpadala
அதிகரிக்கும்	pagtaas
அதிகரிக்கும்	dagdagan
அதிகரிக்கும்	taasan
நீதிபதி	hukom
நீதிபதி	husgahan
உணர்வு	feeling
உணர்வு	pakiramdam
உணர்வு	nararamdaman
சூப்பர்	super
பொன்	golden
பொன்	ginintuang
பல்கலைக்கழகங்கள்	unibersidad
ஆக்சைடு	oxide
எழுதும்	nasusunog
பாப்	pap
பாப்	bob
பாப்	pop
ஆயர்	ayer
மாநிலங்கள்	states
மாநிலங்கள்	estado
மாநிலங்கள்	unidos
உருவாகிறது	pagbabalangkas
மனிதர்	pantao
மனிதர்	tao
மனிதர்	makatao
மனிதர்	human
தளபதி	commander
ராணி	queen
ராணி	reyna
நெதர்லாந்து	netherlands
உரையாடல்	dialogue
உரையாடல்	usapan
உரையாடல்	uusap
திரும்ப	bumalik
திரும்ப	pagbabalik
வீடுகள்	homes
வீடுகள்	tahanan
வீடுகள்	bahay
திரை	screen
சுற்றியுள்ள	nakapaligid
நடனம்	sayaw
கிளை	puno
கிளை	sangay
அகராதி	lexicon
அகராதி	diksiyunaryo
அகராதி	dictionary
அகராதி	diksyunaryo
முன்னால்	harapan
முன்னால்	harap
கண்ணாடி	baso
கண்ணாடி	salamin
