மற்றும்	и
பிரான்சு	франции
பிரான்சு	франс
பிரான்சு	франция
பிரான்சு	france
விண்வெளி	пространство
விண்வெளி	космической
விண்வெளி	космос
விண்வெளி	space
மாற்றங்கள்	изменения
அடர்த்தி	плотность
படங்கள்	фотографии
படங்கள்	фото
படங்கள்	рисунки
படங்கள்	фотографии
படங்கள்	картинки
படங்கள்	pictures
படங்கள்	картинки
படங்கள்	изображения
படங்கள்	образы
ஆயிரம்	тысячи
ஆயிரம்	тысяча
ஆயிரம்	тысяч
வார்ப்புருக்கள்	шаблоны
இனம்	породы
இனம்	порода
இனம்	гонки
இனம்	гонка
இனம்	расы
இனம்	раса
புரிந்து	пойми
புரிந்து	понимаю
புரிந்து	понять
செய்கிறது	оттепель
வாக்குகள்	голоса
வாக்குகள்	голосов
ரூபாய்	рупий
ரூபாய்	рупия
அமைச்சர்	министр
அமைச்சர்	министра
கூட்டு	союз
கூட்டு	union
கூட்டு	профсоюз
கூட்டு	юнион
கூட்டு	союза
கூட்டு	добавить
கூட்டு	добавьте
கூட்டு	сумма
கூட்டு	ассоциаций
கூட்டு	ассоциации
திட்டங்கள்	планы
திட்டங்கள்	проекты
திட்டங்கள்	проектов
அண்ணா	анна
உயரம்	высота
உயரம்	рост
தரம்	классе
தரம்	качество
வரையில்	до
எளிய	простой
எளிய	простое
எளிய	простая
எளிய	простые
தமிழர்கள்	тамилов
ஒப்பந்தம்	пакт
ஒப்பந்தம்	пакта
ஒப்பந்தம்	контракт
பணிகள்	задачи
பணிகள்	вакансии
தேவி	деви
நிலம்	земли
நிலம்	земельный
நிலம்	land
நிலம்	земля
யார்	кто
யார்	who
யார்	воз
மண்டலம்	область
மண்டலம்	регион
மண்டலம்	зона
மண்டலம்	зоны
குற்றம்	виновны
குற்றம்	виновен
குற்றம்	преступность
குற்றம்	преступления
குற்றம்	преступление
அன்னை	мать
அன்னை	мама
அன்னை	матерь
அன்னை	матушка
இரட்டை	двойная
இரட்டை	двойное
இரட்டை	двойной
இரட்டை	двойные
இரட்டை	близнец
இரட்டை	двойного
அலுவலகம்	кабинет
அலுவலகம்	канцелярия
அலுவலகம்	офис
வீடு	дом
வீடு	дома
வீடு	домой
வீடு	домашний
வீடு	home
வீடு	резиденция
வீடு	проживание
வீடு	house
வீடு	дом
வீடு	хауз
வீடு	хаус
சந்தை	рынок
சந்தை	рынке
சந்தை	рынок
சந்தை	рынка
தலை	head
தலை	головка
தலை	голова
தலை	голову
அனைத்துலக	международные
அனைத்துலக	международный
உரிமைகள்	права
உரிமைகள்	прав
நீ	тебя
நீ	you
நீ	вы
நீ	ты
கிராம	деревне
கிராம	село
கிராம	деревня
திறந்த	открыть
திறந்த	открытый
திறந்த	открыто
திறந்த	open
திறந்த	открытая
முழுமையாக	полностью
முழுமையாக	полностью
முழுமையாக	совершенно
நெடுஞ்சாலை	шоссе
கோட்பாடு	теория
மாதிரி	образец
மாதிரி	выборка
மாதிரி	модели
மாதிரி	образец
மாதிரி	model
மாதிரி	модель
நடிகைகள்	актрисы
தெரிவு	выбор
குமார்	кумар
கட்டி	опухоли
கட்டி	опухоль
பிரதான	основных
பிரதான	майор
பிரதான	основная
பிரதான	основные
பிரதான	главная
பிரதான	основных
அறிவு	знания
அறிவு	знание
தெரியவில்லை	нейтральный
தெரியவில்லை	нейтралитет
தெரியவில்லை	нейтральной
தெரியவில்லை	нейтральным
வழங்கி	сервер
வழங்கி	сервера
வழங்கி	server
பண்பாடு	культура
ராஜா	раджа
ராஜா	король
ராஜா	кинг
ராஜா	царь
ராஜா	king
சூழல்	окружение
சூழல்	контексте
சூழல்	контекст
சூழல்	контекста
கடுமையான	крутой
கடுமையான	жесткий
கடுமையான	жестко
கடுமையான	жесткая
கடுமையான	суровое
கடுமையான	суровые
கடுமையான	серьезные
எண்ணெய்	нефти
எண்ணெய்	нефть
எண்ணெய்	масло
பொருட்களை	вещи
வானியல்	астрономии
மாற்று	переключатель
மாற்று	переключить
மாற்று	переключение
மாற்று	преобразовать
மாற்று	перемены
மாற்று	изменение
மாற்று	изменения
மாற்று	изменить
மாற்று	сменить
மாற்று	заменить
மாற்று	заменять
மாற்று	замена
இராச்சியம்	царство
இணையதளம்	вебсайт
இணையதளம்	сайт
வாழ்ந்து	живущие
வாழ்ந்து	живые
வாழ்ந்து	живое
மழை	дождей
மழை	дожди
மழை	дождь
தெரிகிறது	кажется
தெரிகிறது	выглядит
தெரிகிறது	смотрится
கார்பன்	углерода
கார்பன்	углерод
உலகளாவிய	worldwide
உலகளாவிய	глобальные
உலகளாவிய	глобальное
உலகளாவிய	global
உலகளாவிய	глобальный
உலகளாவிய	глобальная
தோன்றும்	всплеск
தோன்றும்	splash
ஏற்றுக்	принят
ஏற்றுக்	принята
ஏற்றுக்	приняты
ஏற்றுக்	принято
நான்காவது	четвертой
நான்காவது	четвертый
நான்காவது	четвертое
நான்காவது	четвёртая
நான்காவது	четвёртый
நான்காவது	четвертая
பேருந்து	автобус
வழக்கமாக	регулярно
வழக்கமாக	обычно
விதி	судьбу
விதி	судьба
விதி	судьбы
விதி	правило
தெரு	улица
தெரு	street
இறைவன்	господь
இறைவன்	лорд
யூ	ю
கண்	глаз
கண்	око
மகள்	дочь
மகள்	дочка
தேசியக்	национальные
தேசியக்	национальных
தேசியக்	national
தேசியக்	национальная
தேசியக்	национальный
மூல	оригинальная
மூல	оригинально
மூல	оригинальные
மூல	первоначального
மூல	оригинальный
மூல	оригинал
இடது	левой
இடது	слева
இடது	налево
இடது	осталось
இடது	оставил
எல்லாம்	все
எல்லாம்	всё
எல்லாம்	всем
எல்லாம்	всех
எல்லாம்	all
எல்லாம்	все
நிலையான	стационарных
நிலையான	исправлена
நிலையான	стандартные
நிலையான	стандарт
நிலையான	стандартная
நிலையான	стандартный
நிலையான	standard
சிறப்பான	особая
சிறப்பான	специальный
சிறப்பான	специального
சிறப்பான	специальная
சிறப்பான	специальные
சிறப்பான	специальное
தோல்	кожа
தோல்	кожи
தோல்	кожа
கூடுதலாக	дополнительные
கூடுதலாக	дополнительное
கூடுதலாக	дополнительная
கால்	гэн
கால்	нога
கால்	ногу
கால்	скот
கால்	фут
கால்	нога
கால்	ногу
கால்	квартал
கால்	четверть
கால்	квартале
ஆர்வம்	заинтересованных
ஆர்வம்	заинтересованная
ஆர்வம்	интересует
ஆர்வம்	заинтересованным
ஆர்வம்	интересно
ஆர்வம்	заинтересованные
ஆர்வம்	проценты
ஆர்வம்	интерес
ஆர்வம்	заинтересованность
ஆர்வம்	интересы
கவனம்	концентрация
கவனம்	сосредоточение
கவனம்	концентрации
கவனம்	вниманию
கவனம்	внимание
கவனம்	фокус
கவனம்	сфокусироваться
கவனம்	сконцентрироваться
கவனம்	внимание
மூத்த	старших
மூத்த	старший
மூத்த	старшие
நினைவு	память
நினைவு	воспоминание
நினைவு	памяти
உருவானது	сформированных
உருவானது	сформирован
உருவானது	сформировали
உருவானது	сформированные
உருவானது	сформирована
தூய	чистая
தூய	чистые
தூய	чисто
தூய	чистый
தூய	чистое
பவுல்	фол
கவிதைகள்	стихи
நிறுவப்பட்டது	установлены
நிறுவப்பட்டது	установлено
நிறுவப்பட்டது	установлен
நிறுவப்பட்டது	установлена
வாய்ப்பு	шанс
வாய்ப்பு	возможность
வாய்ப்பு	возможности
மருந்து	медицина
மருந்து	лекарство
மருந்து	медицины
மருந்து	фармацевтических
மா	манго
ஏன்	зачем
ஏன்	почему
ஆனார்	стала
ஆனார்	стал
கிடைத்தது	есть
கிடைத்தது	получила
கிடைத்தது	получил
தொலைபேசி	телефон
தொலைபேசி	телефон
ரவி	рави
கட்டமைப்பு	структурная
கட்டமைப்பு	структурных
கட்டமைப்பு	структурные
கட்டமைப்பு	настройка
கட்டமைப்பு	конфигурации
கட்டமைப்பு	конфигурация
கட்டமைப்பு	структура
பாரம்பரிய	классические
பாரம்பரிய	классическая
பாரம்பரிய	классический
பாரம்பரிய	классика
பாரம்பரிய	классической
பாரம்பரிய	традиционный
பாரம்பரிய	традиционная
பாரம்பரிய	традиционные
பாரம்பரிய	традиционное
சின்னம்	значок
எண்கள்	цифры
எண்கள்	номера
எண்கள்	числа
தொழில்நுட்பம்	технология
தொழில்நுட்பம்	техника
தொழில்நுட்பம்	технологии
ஏரி	озеро
ஏரி	лейк
வரிசையில்	очереди
சிலை	идол
சிலை	статуя
வெள்ளி	пт
வெள்ளி	пятницу
வெள்ளி	пятница
வெள்ளி	серебро
வெள்ளி	серебряный
வெள்ளி	сильвер
இலத்தீன்	латинской
இலத்தீன்	латинская
நேச	союзников
நேரடி	живи
நேரடி	живите
நேரடி	live
நேரடி	живу
நேரடி	жить
நேரடி	прямая
நேரடி	direct
நேரடி	прямые
நேரடி	директ
சுற்றுலா	туристических
சுற்றுலா	туристический
சுற்றுலா	турист
சுற்றுலா	tour
சுற்றுலா	тур
சுற்றுலா	гастроли
சுற்றுலா	туры
சுற்றுலா	экскурсии
சுற்றுலா	туризм
கிராமத்தில்	деревне
கிராமத்தில்	село
கிராமத்தில்	деревня
நமது	наши
நமது	наше
நமது	наш
நமது	наша
புலிகள்	тигры
அவர்களை	их
அனுமதி	назначение
அனுமதி	разрешите
அனுமதி	разрешение
அனுமதி	разблокировать
அனுமதி	разрешить
அனுமதி	утвердить
அனுமதி	одобрить
அனுமதி	одобряю
பயன்	использование
பயன்	употребление
பயன்	использования
பயன்	пособие
நிகழ்வு	мероприятие
நிகழ்வு	событие
ஆதி	ади
மைல்	майлс
மைல்	мили
மைல்	миль
மைல்	майлз
மைல்	мили
மைல்	миле
மைல்	милю
வளரும்	растет
வளரும்	растущий
வளரும்	растущей
வளரும்	растущая
வளரும்	растёт
வளரும்	растет
வளரும்	развивающиеся
வளரும்	развивающихся
வளரும்	развивающаяся
கால்பந்து	футбол
உடலில்	body
உடலில்	тела
உடலில்	тело
பக்க	сторона
பக்க	стороне
சான்	чан
சான்	тян
சான்	san
சான்	сан
உயரத்தில்	высота
உயரத்தில்	рост
கொண்டுள்ள	содержащий
கொண்டுள்ள	содержащие
கொண்டுள்ள	содержащих
கொண்டுள்ள	содержащая
அமிலம்	кислота
அமிலம்	кислоты
விண்டோஸ்	windows
விண்டோஸ்	окна
கூட்டமைப்பு	федерация
கூட்டமைப்பு	федерации
கூட்டமைப்பு	конфедерация
கூட்டமைப்பு	конфедерации
உத்தரப்	уттар
தொழிலாளர்	труда
தொழிலாளர்	труд
விலங்குகள்	животные
விலங்குகள்	животных
விலங்குகள்	звери
மறு	отклонить
மறு	упадок
மறு	отрицать
மறு	отказать
மறு	отклонить
மறு	отвергнуть
மறு	отвергают
முடிவுகள்	результаты
முடிவுகள்	результат
மனிதன்	человеческое
மனிதன்	человеческая
மனிதன்	человек
மனிதன்	человека
மனிதன்	чел
மனிதன்	мужик
மனிதன்	человек
மனிதன்	мужчина
மனிதன்	man
மாணவர்	студентка
மாணவர்	ученик
மாணவர்	студент
பேசும்	выступая
பேசும்	говорящие
குறிப்பிடுகிறது	указывается
குறிப்பிடுகிறது	указывает
நோக்கம்	цель
நோக்கம்	миссии
நோக்கம்	миссия
கடந்து	прошли
கடந்து	прошел
கடந்து	прошло
கடந்து	прошла
கடந்து	прохождение
கடந்து	пройдя
உருவாக்கி	генератор
உருவாக்கி	творец
உருவாக்கி	создатель
உருவாக்கி	композитор
உருவாக்கி	разработчик
ஒத்த	аналогичная
ஒத்த	похожие
ஒத்த	аналогичное
ஒத்த	аналогичные
ஒத்த	схожие
பச்சை	зелёные
பச்சை	зелень
பச்சை	зелёный
பச்சை	зелёная
பச்சை	зеленый
அலகு	подразделение
அலகு	единицы
அலகு	единица
உள்நாட்டு	внутренние
நகராட்சி	муниципалитет
உறவு	взаимосвязь
உறவு	взаимоотношения
உறவு	отношения
நூலகம்	библиотеки
நூலகம்	библиотека
சண்டை	битва
சண்டை	бой
சண்டை	сражение
சண்டை	бои
சண்டை	бой
சண்டை	драка
நிறம்	цвет
நிறம்	цвета
நிறம்	цвет
நிறம்	цвета
விமானம்	самолет
விமானம்	самолёт
விமானம்	полёт
விமானம்	бегство
விமானம்	перелет
விமானம்	полет
விமானம்	рейс
விமானம்	авиация
விமானம்	самолет
விமானம்	самолеты
விமானம்	самолёт
விமானம்	самолета
பதில்	отвечайте
பதில்	ответ
பதில்	ответить
பதில்	ответ
பதில்	ответить
திருவிழா	festival
திருவிழா	фестиваль
திருவிழா	карнавал
நான்காம்	четвертой
நான்காம்	четвертый
நான்காம்	четвертое
நான்காம்	четвёртая
நான்காம்	четвёртый
நான்காம்	четвертая
வெளியிடப்பட்ட	опубликован
வெளியிடப்பட்ட	опубликованный
வெளியிடப்பட்ட	опубликовано
வெளியிடப்பட்ட	опубликована
வெளியிடப்பட்ட	опубликованные
கூடாது	не
காலை	утро
காலை	morning
சமூகம்	общество
சமூகம்	общества
சமூகம்	община
சமூகம்	общины
சமூகம்	сообщества
சமூகம்	сообщество
சமூகம்	социальное
சமூகம்	социального
சமூகம்	социальный
சமூகம்	социальная
சமூகம்	социальные
புற்றுநோய்	рак
சு	чу
ஆன்	энн
ஆன்	анн
மெய்யியல்	философия
மெய்யியல்	философии
மெய்யியல்	преданность
நாட்களில்	дни
நாட்களில்	days
நாட்களில்	дней
பயணிகள்	пассажиров
பயணிகள்	пассажиры
அறுவை	хирургия
அறுவை	операция
இணை	присоединиться
இணை	присоединяйтесь
இணை	связать
இணை	подключиться
இணை	соединение
இணை	подключение
இணை	ассоциированных
அழுத்தம்	толчок
அழுத்தம்	направленность
அழுத்தம்	тяга
அழுத்தம்	давление
அழுத்தம்	упор
அழுத்தம்	акцент
அழுத்தம்	сжатия
கல்லூரிகள்	колледжей
கல்லூரிகள்	колледжи
மன்றம்	club
மன்றம்	клуб
மன்றம்	совет
மன்றம்	совета
மன்றம்	форум
மன்றம்	форуме
இஸ்லாமிய	исламские
இஸ்லாமிய	исламская
இஸ்லாமிய	исламский
இஸ்லாமிய	исламское
உண்மை	true
உண்மை	правда
உண்மை	факт
உண்மை	истина
உண்மை	правда
உண்மை	правду
உண்மை	реальность
உண்மை	реальности
அவனது	его
இத்தாலிய	итальянское
இத்தாலிய	итальянский
இத்தாலிய	итальянцы
இத்தாலிய	итальянские
இத்தாலிய	итальянская
இத்தாலிய	италии
இனங்கள்	породы
இனங்கள்	порождает
இனங்கள்	пород
இனங்கள்	видов
இனங்கள்	виды
இனங்கள்	вид
தலைவன்	шеф
தலைவன்	начальник
தலைவன்	вождь
நின்று	стоя
நின்று	стою
நடக்கும்	случается
டைம்ஸ்	времена
டைம்ஸ்	таймс
டைம்ஸ்	times
பிரிட்டிஷ்	британское
பிரிட்டிஷ்	британская
பிரிட்டிஷ்	британские
பிரிட்டிஷ்	великобритании
பிரிட்டிஷ்	британцы
பிரிட்டிஷ்	британский
நிகழ்ச்சிகள்	события
நிகழ்ச்சிகள்	мероприятия
புதிதாக	новые
புதிதாக	новинка
புதிதாக	новая
புதிதாக	новый
புதிதாக	новых
புதிதாக	новое
புதிதாக	свежее
புதிதாக	свежий
புதிதாக	свежая
புதிதாக	свежие
வரைபடம்	карта
வரைபடம்	карту
வரைபடம்	диаграмма
வரைபடம்	карт
வரைபடம்	карты
தாவரங்கள்	растения
தண்ணீர்	вода
தண்ணீர்	воды
தண்ணீர்	воду
கர்நாடக	карнатака
விளையாட்டுகள்	games
விளையாட்டுகள்	игры
விளையாட்டுகள்	спортивные
விளையாட்டுகள்	спорт
விளையாட்டுகள்	спортивная
விளையாட்டுகள்	sports
கட்டப்பட்டது	построенный
கட்டப்பட்டது	построено
கட்டப்பட்டது	построена
கட்டப்பட்டது	построенные
கட்டப்பட்டது	построен
கட்டப்பட்டது	построили
உள்	внутренние
உள்	внутреннего
உள்	внутренняя
உள்	внутренний
உள்	внутреннее
உள்	местная
உள்	локальные
உள்	местных
உள்	местное
உள்	местный
உள்	местные
உள்	внутренней
உள்	внутренняя
உள்	внутренний
உள்	внутреннее
மொழிபெயர்ப்பு	перевод
மொழிபெயர்ப்பு	переводить
மொழிபெயர்ப்பு	перевести
வின்	вин
வின்	винн
விளையாட்டுக்கள்	games
விளையாட்டுக்கள்	игры
விளையாட்டுக்கள்	спортивные
விளையாட்டுக்கள்	спорт
விளையாட்டுக்கள்	спортивная
விளையாட்டுக்கள்	sports
நிமிடங்கள்	минуты
நிமிடங்கள்	минут
கருப்பு	чёрное
கருப்பு	черный
கருப்பு	black
கருப்பு	чёрные
கருப்பு	чёрный
குறுகிய	короткая
குறுகிய	короткий
குறுகிய	короткое
குறுகிய	короткие
குறுகிய	коротко
தொடங்கப்பட்டது	начали
தொடங்கப்பட்டது	начато
தொடங்கப்பட்டது	начал
தொடங்கப்பட்டது	началось
நம்	наши
நம்	наше
நம்	наш
நம்	наша
அரசர்கள்	королей
அரசர்கள்	короли
பொருளியல்	экономика
நிறைய	много
நிறைய	лота
நிறைய	лот
கொடி	флаг
கொடி	флажок
எப்போதும்	всегда
எப்போதும்	навеки
எப்போதும்	forever
எப்போதும்	навсегда
எப்போதும்	вечно
எழுத்துக்கள்	алфавит
எழுத்துக்கள்	буквы
எழுத்துக்கள்	письма
எழுத்துக்கள்	символов
எழுத்துக்கள்	персонажей
எழுத்துக்கள்	символы
எழுத்துக்கள்	персонажи
சுருக்கம்	резюме
சுருக்கம்	сводка
அரசாங்கம்	правительство
மாறி	переменная
மாறி	переменные
மாறி	переменной
பாதை	путь
வென்று	победила
வென்று	выиграла
வென்று	выиграл
வென்று	победил
சரியாக	точно
சரியாக	именно
மாகாண	провинциальные
மாகாண	провинциальных
நாடகம்	драма
நாடகம்	драмы
ஓவியம்	картина
ஓவியம்	живопись
ஓவியம்	рисование
இறந்த	мертвый
இறந்த	умер
இறந்த	мертвые
இறந்த	мертв
இறந்த	мертва
உள்ளே	внутри
உள்ளே	изнутри
உள்ளே	внутрь
கோ	се
கூட்டணி	альянс
அதிகாரப்பூர்வ	официальных
அதிகாரப்பூர்வ	официальное
அதிகாரப்பூர்வ	официальный
அதிகாரப்பூர்வ	официальная
அதிகாரப்பூர்வ	официальные
அப்துல்	абдул
செலவு	провести
செலவு	тратить
செலவு	потратить
செலவு	потратил
செலவு	провел
சுழற்சி	вращения
சுழற்சி	ротации
சுழற்சி	вращение
சுழற்சி	спирали
சுழற்சி	спираль
சுழற்சி	цикл
சுழற்சி	петля
சுழற்சி	цикла
சுழற்சி	цикл
சுழற்சி	циклы
மனம்	разум
மனம்	ум
மனம்	души
நோய்கள்	заболевания
நோய்கள்	болезни
நோய்கள்	заболеваний
அண்மையில்	недавно
எளிதில்	легко
எளிதில்	полегче
எளிதில்	легче
எளிதில்	легко
அதிகாரம்	власть
அதிகாரம்	сила
அதிகாரம்	мощь
அதிகாரம்	power
அதிகாரம்	мощность
நகைச்சுவை	комедии
நகைச்சுவை	комедия
கணித	математика
விநாயகர்	ганеша
சரி	ок
சரி	хорошо
சரி	ну
பக்கங்கள்	страницы
பக்கங்கள்	страниц
நீதிமன்றம்	корт
நீதிமன்றம்	суд
செயல்படும்	активная
செயல்படும்	активны
செயல்படும்	активный
செயல்படும்	активное
செயல்படும்	активные
அதிபர்	президент
அதிபர்	председатель
அதிபர்	прес
அலுவலர்	офицер
அமைவிடம்	местоположение
அமைவிடம்	расположение
அமைவிடம்	местонахождение
அமைவிடம்	место
லீக்	лиги
லீக்	лига
நிர்வாகம்	менеджмент
நிர்வாகம்	руководство
நிர்வாகம்	управление
நிர்வாகம்	администрация
நிர்வாகம்	административные
நிர்வாகம்	административная
முறையை	способ
முறையை	метод
ஆசியா	азии
ஆசியா	азия
ஆசியா	asia
ஓய்வு	досуг
ஓய்வு	отдых
ஓய்வு	отдохнуть
ஓய்வு	отдых
தாக்கம்	эффект
தாக்கம்	влияние
தாக்கம்	воздействие
தாக்கம்	результативность
தாக்கம்	последствия
புரட்சி	революция
புரட்சி	революции
வலைத்தளம்	вебсайт
வலைத்தளம்	сайт
போராட்டம்	протеста
போராட்டம்	протесты
போராட்டம்	протест
போராட்டம்	борьба
போராட்டம்	агитации
ஏதேனும்	любой
ஏதேனும்	любую
ஏதேனும்	любые
ஏதேனும்	любое
ஏதேனும்	любая
நிறைவு	завершение
நிறைவு	завершения
நிறைவு	завершил
நிறைவு	завершено
நிறைவு	завершен
நிறைவு	завершена
நிறைவு	полный
நிறைவு	полная
நிறைவு	завершить
நடவடிக்கைகள்	мероприятия
நடவடிக்கைகள்	деятельность
கூகுள்	google
மரியா	маша
மரியா	мэри
மரியா	мария
மரியா	мери
மரியா	мария
மலர்	цветочек
மலர்	цветок
இடைப்பட்ட	между
விரைவில்	вскоре
விரைவில்	скоро
பாடகர்	певица
பாடகர்	певец
ஏற்பாடு	организованная
ஏற்பாடு	организованное
ஏற்பாடு	организованный
ஏற்பாடு	организованные
ஏற்பாடு	организован
ஏற்பாடு	организованной
ஏற்பாடு	договоренность
ஏற்பாடு	организовать
நிறைந்த	полный
நிறைந்த	полные
நிறைந்த	полное
நிறைந்த	полного
நிறைந்த	полная
கட்டிடக்கலை	архитектура
கட்டிடக்கலை	архитектуры
ஆட்டம்	game
ஆட்டம்	игра
ஆட்டம்	матч
ஆட்டம்	совпадение
மண்	почва
மண்	почвы
மண்	песок
குழுக்கள்	группы
குழுக்கள்	групп
சூரியன்	sun
சூரியன்	солнце
சூரியன்	вс
சூரியன்	сун
சூரியன்	сунь
இந்திரா	индира
இந்திரா	индра
தீ	fire
தீ	пожар
தீ	огонь
சேர்ந்தார்	присоединилась
சேர்ந்தார்	присоединился
சேர்ந்தார்	присоединились
சேர்ந்தார்	вступила
உருவாக்கிய	состоящие
கடற்கரை	пляж
கடற்கரை	пляже
கடற்கரை	beach
கடற்கரை	бич
முற்றிலும்	абсолютно
வீட்டில்	домашнее
வீட்டில்	домашний
வீட்டில்	домашние
இயக்கிய	направленное
இயக்கிய	направленный
இயக்கிய	направлены
எடை	вес
யின்	инь
உருவான	сформированных
உருவான	сформирован
உருவான	сформировали
உருவான	сформированные
உருவான	сформирована
வழங்குகிறது	обеспечивает
வழங்குகிறது	предоставляет
ஜனதா	джаната
தொடர்ச்சியாக	постоянно
தொடர்ச்சியாக	непрерывно
பெற்றோர்	воспитание
பெற்றோர்	родители
பெற்றோர்	родителям
பெற்றோர்	родителей
பெற்றோர்	родитель
ஒற்றை	сингл
அச்சு	оси
அச்சு	ось
ஆஸ்திரேலியா	австралия
ஆஸ்திரேலியா	австралии
கட்டப்பட்ட	построенный
கட்டப்பட்ட	построено
கட்டப்பட்ட	построена
கட்டப்பட்ட	построенные
கட்டப்பட்ட	построен
கட்டப்பட்ட	построили
கட்டப்பட்ட	построено
கட்டப்பட்ட	построенные
கட்டப்பட்ட	построен
கட்டப்பட்ட	построены
பார்த்து	наблюдаю
பார்த்து	смотрим
பார்த்து	смотрю
கடவுளின்	боги
கடவுளின்	богов
கடவுளின்	god
கடவுளின்	боже
கடவுளின்	бог
வீதம்	ставка
வீதம்	оцените
ஐரோப்பா	europe
ஐரோப்பா	европу
ஐரோப்பா	европа
ஐரோப்பா	европы
எழுத	напиши
எழுத	пиши
எழுத	пишите
எழுத	напишите
எழுத	написать
அறிஞர்கள்	ученые
அறிஞர்கள்	ученых
புலவர்கள்	поэтов
பிரான்ஸ்	франции
பிரான்ஸ்	франс
பிரான்ஸ்	франция
பிரான்ஸ்	france
ஜெர்மனி	германия
ஜெர்மனி	германию
ஜெர்மனி	германии
பயன்படுத்தப்பட்டது	используется
பயன்படுத்தப்பட்டது	использовано
பயன்படுத்தப்பட்டது	используемый
பயன்படுத்தப்பட்டது	используемые
பயன்படுத்தப்பட்டது	использован
விரிவான	подробные
விரிவான	подробно
விரிவான	подробный
விரிவான	подробное
தலைநகரம்	столица
தலைநகரம்	капитал
தலைநகரம்	capital
வட்டார	местная
வட்டார	локальные
வட்டார	местных
வட்டார	местное
வட்டார	местный
வட்டார	местные
பிரபல	известная
பிரபல	знаменитая
பிரபல	известный
பிரபல	знаменитость
பிரபல	знаменитый
பார்வை	охват
பார்வை	посмотреть
பார்வை	просмотр
பார்வை	просмотреть
பார்வை	вид
தகுதி	заслуживает
தகுதி	заслуживают
தகுதி	квалификация
பாகம்	часть
பாகம்	частично
பாகம்	модуль
மரபணு	ген
மரபணு	джин
மரபணு	гена
எல்லை	граница
எல்லை	границы
எல்லை	границу
எல்லை	граница
எல்லை	границы
எல்லை	лимит
எல்லை	ограничение
எல்லை	предел
எல்லை	ограничить
எல்லை	дальность
எல்லை	диапазон
நடு	средняя
நடு	ближнем
நடு	средний
நடு	среднее
வேறுபாடு	отличие
வேறுபாடு	различие
வேறுபாடு	разница
வேறுபாடு	различия
வேறுபாடு	контраст
உறுப்பு	термин
உறுப்பு	элемент
நெடுஞ்சாலைகள்	шоссе
நெடுஞ்சாலைகள்	автомагистрали
மருத்துவர்	врач
மருத்துவர்	доктор
மருத்துவர்	врач
இடத்தை	место
எதிர்த்து	против
ஏற்ற	горы
ஏற்ற	гора
ஏற்ற	маунт
புதினம்	роман
இடையிலான	между
இலக்கணம்	литература
இலக்கணம்	грамматика
லண்டன்	лондоне
லண்டன்	london
லண்டன்	лондон
கோப்பை	трофей
கோப்பை	кружка
கோப்பை	кружку
கோப்பை	чашка
கோப்பை	чаша
கோப்பை	кубок
கோப்பை	cup
அலி	али
அலி	эли
வினை	реакция
வினை	реакции
கருத்தில்	учитывая
கண்டி	канди
உள்ளடக்கிய	всеобъемлющего
உள்ளடக்கிய	включительно
வகுப்பு	класс
இறுதியாக	наконец
பொருளாதாரம்	экономические
பொருளாதாரம்	экономическая
பொருளாதாரம்	экономического
பொருளாதாரம்	экономический
பொருளாதாரம்	экономика
பொருளாதாரம்	финансовых
பொருளாதாரம்	финансы
பொருளாதாரம்	финансовая
பொருளாதாரம்	финансовые
பொருளாதாரம்	экономия
பொருளாதாரம்	экономика
தவறான	неправильный
தவறான	неверное
தவறான	неверный
தவறான	неверно
தவறான	неправильный
தவறான	неправильно
தவறான	неверно
உச்ச	верховный
உச்ச	высшая
உச்ச	высший
உச்ச	кульминации
ஆப்பிரிக்க	африканский
ஆப்பிரிக்க	африканского
ஆப்பிரிக்க	африканские
ஆப்பிரிக்க	африканская
முகம்மது	мухаммед
முகம்மது	мохаммад
முகம்மது	мохаммед
முகம்மது	мухаммед
முகம்மது	мохамед
முகம்மது	мохаммед
முடிகிறது	отделка
முடிகிறது	окончание
முடிகிறது	завершение
முடிகிறது	заканчиваю
முடிகிறது	концы
முடிகிறது	заканчивается
முடிகிறது	окончание
முடிகிறது	конец
நடந்து	прогулки
நடந்து	ходить
விளைவு	результат
விளைவு	эффект
விளைவுகள்	последствия
விளைவுகள்	эффекты
இத்தாலி	италия
இத்தாலி	италию
இத்தாலி	италии
இணையத்தளம்	вебсайт
இணையத்தளம்	сайт
உருவாக்கம்	создание
உருவாக்கம்	создания
உருவாக்கம்	сотворение
அமைதி	мира
அமைதி	мир
அமைதி	молчание
அமைதி	молчать
அமைதி	спокойная
அமைதி	спокойствие
ஐந்தாம்	пятый
ஐந்தாம்	пятой
ஐந்தாம்	пятая
ஐந்தாம்	пятое
வழக்கமான	регулярный
வழக்கமான	регулярная
வழக்கமான	регулярные
வழக்கமான	регулярное
வழக்கமான	регулярного
பண்பாட்டு	культурный
பண்பாட்டு	культурные
இருபது	twenty
இருபது	двадцать
பீட்டர்	петр
பீட்டர்	питер
பீட்டர்	петер
பீட்டர்	пётр
விஜய்	виджай
வேகம்	скорость
வேகம்	скорости
வேகம்	быстрый
வேகம்	быстро
வேகம்	быстрая
உளவியல்	психология
