घोटाले	skandal
ओलिवर	oliver
घनी	kalin
घनी	kalın
एस्पिरिन	aspirin
जनजातीय	kabile
सोर्स	kaynağı
सोर्स	kaynak
पीर	akran
विश्लेषक	analist
विश्लेषक	analisti
चेल्सी	chelsea
बाजरा	darı
पाम	pam
इच्छाओं	arzular
रिश्तों	ilişkiler
रिश्तों	ilişkileri
रिश्तों	ilişki
संन्यास	emekli
संन्यास	emeklilik
पुनर्वास	rehabilitasyon
पुनर्वास	rehabilitasyon
पुनर्वास	islah
प्रोसेसर	işlemci
स्ट्रीम	irmaklar
स्ट्रीम	akış
स्ट्रीम	irmak
स्ट्रीम	akım
स्ट्रीम	akımı
स्ट्रीम	dere
वक्तव्य	beyan
वक्तव्य	ifade
मुमताज़	mümtaz
कृत्यों	işlevleri
बल्तिस्तान	baltistan
बारहवीं	twelfth
स्टुअर्ट	stuart
अचार	turşu
अचार	turşu
प्रदाताओं	sağlayıcıları
फेंकने	atmak
फेंकने	fırlatmak
शर्तें	koşul
शर्तें	şartlar
शर्तें	koşulları
शर्तें	koşullar
शर्तें	şartları
शर्तें	koşul
शर्तें	şartlar
शर्तें	koşulları
शर्तें	koşullar
मॉड्यूल	modülleri
मॉड्यूल	modül
मॉड्यूल	modülü
हिरण	geyik
पिकनिक	piknik
ईसाइयों	hıristiyanlar
ईसाइयों	hıristiyan
ईसाइयों	hristiyan
ईसाइयों	hristiyanlar
सईद	said
सईद	saeed
प्रेषित	gönderildi
प्रेषित	gönderilen
प्रेषित	gönderdi
प्रेषित	gönderilmiş
ज़िन्दगी	life
ज़िन्दगी	hayat
ज़िन्दगी	yaşam
ज़िन्दगी	ömür
बॉय	çocuk
बॉय	cocuk
बॉय	evlat
अपघटन	çürüme
अपघटन	bozulma
इब्राहिम	ibrahim
स्टेरॉयड	steroid
संवेदी	duyusal
संवेदी	duyu
कार्लो	carlo
चावला	chawla
स्वार्थ	bencillik
तपेदिक	tüberküloz
पुर	pur
वीजा	vize
वीजा	vize
बैनर	pankartları
बैनर	bayraklar
बैनर	afiş
बैनर	başlıklar
बैनर	afiş
बैनर	sancak
बैनर	banner
याहू	yahoo
बुजुर्ग	yaşlılık
बुजुर्ग	yaşlı
बुजुर्ग	yaşlılar
वेदी	sunak
उत्साहित	heyecanla
उत्साहित	heyecanlı
उत्साहित	heyecanlıyım
प्रलय	facia
प्रलय	felaket
प्रलय	afet
प्रलय	felaketler
रिले	riley
रिले	röle
चुनौतियों	zorluklar
बर्मन	burman
अनवर	anwar
देवगन	devgan
फर्ग्यूसन	ferguson
हालात	durum
भैंस	bufalo
भैंस	buffalo
महाद्वीपों	kıta
इस्लामाबाद	islamabad
लेनिन	lenin
समाचारपत्र	gazete
साम्य	benzerliği
साम्य	benzerlik
संतोषजनक	tatmin
रनवे	pist
रनवे	pisti
सफ़र	yolculuk
सफ़र	seyahat
मनोरोग	psikiyatrik
मनोरोग	psikiyatri
खींचा	çekti
खींचा	çizdim
खींचा	çizdi
खींचा	drew
खींचा	çizmiş
सल्फर	sülfür
सल्फर	sülfür
स्क्वैश	kabak
स्क्वैश	squash
लॉक	kilitli
लॉक	kilitleme
लॉक	kilit
एबीसी	abc
वाल्टर	walter
डाकू	haydut
डाकू	kanunsuz
डाकू	soyguncusu
डाकू	soyguncu
डाकू	hırsız
पीएचडी	doktora
फ़ुटबॉल	football
फ़ुटबॉल	futbol
गॉर्डन	gordon
बांस	bambu
वाटसन	watson
सहिष्णुता	tolerans
सहिष्णुता	hoşgörü
लूथर	luther
परिपक्वता	olgun
परिपक्वता	olgunluk
पूज्य	saygıdeğer
पूज्य	muhterem
निरंतरता	devamlılık
निरंतरता	sürdürülebilirlik
पनामा	panama
लॉरेंस	lawrence
हिरासत	velayet
सांप्रदायिक	toplumsal
लड़	dövüşmek
लड़	kavga
लड़	dövüş
लड़	mücadele
गुणात्मक	nitel
बौना	cüce
रेखाचित्र	grafikler
रेखाचित्र	çizim
रेखाचित्र	resim
स्वदेश	ulus
सुपरमैन	süpermen
सुपरमैन	superman
बुल	bulldog
बुल	boğa
बुल	bull
धब्बे	yamalar
धब्बे	noktalar
अमूल्य	biçilmez
निक	nick
पीढी	nesil
पीढी	kuşak
पीढी	nesli
माउस	fare
माउस	mouse
क्राउन	tacı
क्राउन	taç
क्राउन	crown
साड़ी	sarım
बहुमुखी	çoklu
बहुमुखी	yönlü
पहियों	wta
पहियों	tekerlekler
पहियों	çark
पहियों	tekerlek
स्पीयर्स	mızrak
स्पीयर्स	spears
बहू	gelin
वेबसाइटों	siteler
वेबसाइटों	siteleri
छठा	sixth
छठा	altıncı
स्पा	spa
स्पा	spas
मातृभूमि	vatan
मातृभूमि	anavatan
मातृभूमि	vatan
मशीनें	makinalar
मशीनें	makina
मशीनें	makine
मशीनें	makineler
पनडुब्बी	denizaltı
मुखर	vokal
काउंटर	tezgah
काउंटर	karşı
पूर्णांक	tamsayı
बचना	kaçının
शौक	hobi
शौक	hobi
निचला	alt
निचला	aşağı
वानर	maymun
नौकर	hizmetli
नौकर	uşak
नौकर	hizmetçi
बोवी	bowie
अफगान	afgan
दोहा	doha
टार्ज़न	tarzan
उदासीन	nostalji
उदासीन	nostaljik
राजमहल	saray
राजमहल	sarayı
राजमहल	palace
बसों	otobüsler
बसों	otobüs
अर्थहीन	anlamsız
मॉर्गन	morgan
सतहों	yüzey
सतहों	yüzeyleri
रसेल	russel
रसेल	russell
संगीतमय	müzikal
टिक	tik
टिक	kene
टिक	tik
टिक	tic
क्राइस्ट	isa
अनुप्रस्थ	enine
प्रायोजक	sponsoru
प्रायोजक	sponsor
प्रायोजक	sponsor
ब्रिगेड	tugay
पॉलिसी	ilke
पॉलिसी	politika
पॉलिसी	poliçe
पॉलिसी	politikası
पॉलिसी	politikamız
दस्त	ishal
कलाई	bilek
संभोग	ilişki
अल्फ्रेड	alfred
दाखिल	dosyalama
वेल्श	galli
वेल्श	galler
वेल्श	braille
कराटे	karate
ग्रंथियों	bezleri
ट्रैफिक	trafik
सिखाया	öğretti
लिबरल	liberal
खंडहर	enkaz
खंडहर	kalıntılar
खंडहर	harabe
कर्क	yengeç
कर्क	kanser
प्रेरण	indüksiyon
लामा	lama
लेज़र	lazer
बाइबल	incili
बाइबल	incil
क्रमांक	rakam
क्रमांक	numara
क्रमांक	numarası
क्रमांक	sayı
धक्का	it
आविष्कारक	mucitler
आविष्कारक	mucit
गोपनीय	şifrelenmiş
गोपनीय	şifreli
गोपनीय	sır
गोपनीय	secret
गोपनीय	gizli
गोपनीय	gizlidir
गोपनीय	gizli
प्रेत	zombi
स्थलीय	karasal
सप्ताहांत	haftasonu
सप्ताहांत	haftasonları
सप्ताहांत	haftasonu
कब्रिस्तान	mezarlıklar
कब्रिस्तान	mezarlık
कब्रिस्तान	mezarlıkta
कब्रिस्तान	mezarlığı
बुल्गारिया	bulgaristan
पासपोर्ट	pasaportu
पासपोर्ट	pasaport
प्रज्ञा	zekâ
प्रज्ञा	zeka
प्रज्ञा	istihbarat
बेशक	hakikaten
बेशक	gerçekten
आइसलैंड	izlanda
लोप	lop
प्रमाणीकरण	doğrulama
टोयोटा	toyota
ब्लाक	engelle
ब्लाक	blok
ब्लाक	block
ब्लाक	engelleme
सत्यापन	doğrulama
सत्यापन	doğrula
सत्यापन	doğrulama
सत्यापन	doğrulaması
सत्यापन	doğrulama
रेशों	ipek
ग्रैमी	grammy
लॉन्च	başlattı
लॉन्च	fırlatma
लॉन्च	kalkış
लॉन्च	başlat
बीट	alt
इमेजिंग	görüntüleme
लटका	hung
कैटरीना	katrina
डिस्ट्रिक्ट	ilçesi
डिस्ट्रिक्ट	bölge
डिस्ट्रिक्ट	semt
डिस्ट्रिक्ट	bahşı
डिस्ट्रिक्ट	ilçe
काठमांडू	katmandu
अरोड़ा	arora
सीखना	öğreniyor
सीखना	öğrenim
सीखना	öğrenme
सीखना	öğrenmek
वेश	giyinmiş
वेश	giyinik
डॉक्टरों	doktorları
डॉक्टरों	doktorlar
पक्का	tabi
पक्का	elbette
गला	boğaz
गला	gırtlak
गला	boynu
गला	boyun
गला	boynun
हैदर	haider
सुगमता	erişilebilirlik
स्ट्रॉस	strauss
गार्सिया	garcia
निद्रा	uyku
निद्रा	uyu
निद्रा	uyumak
बहाने	bahaneler
बहाने	bahane
एक्सप्लोरर	explorer
एक्सप्लोरर	kaşif
छल	taciz
छल	guile
आलम	alam
बिज़नेस	business
बिज़नेस	işletme
बिज़नेस	iş
बिज़नेस	ticaret
प्रतिबद्ध	işledi
कॉलोनी	koloni
कॉलोनी	kolonisi
आवंटन	tahsis
बाला	bala
कार्लोस	carlos
हुमायूँ	hümâyûn
अनीता	alice
अनीता	anita
अनोखा	benzersiz
अनोखा	tekil
अनोखा	eşsiz
अनोखा	roman
रिएक्टर	reaktör
करीना	karina
कपाल	kafatası
श्रोता	dinleyiciler
श्रोता	dinleyici
श्रोता	dinleyen
श्रोता	dinleyici
श्रोता	audience
श्रोता	izleyici
श्रोता	seyirci
कॉमन	yaygın
आपेक्षिकता	görelilik
लेम्बोर्गिनी	lamborghini
प्याज	soğan
प्याज	soğanlı
प्याज	soğan
प्याज	soğanlı
असीमित	sonsuz
असीमित	sınırsız
असीमित	sınırsız
माउंटबेटन	mountbatten
बग	hata
बग	böcek
बग	bug
बग	böcekler
बग	böcek
बग	hatalar
मॉस्को	moskova
बूटी	ganimet
सोम	soma
सोम	som
सोम	mon
चन्द्रशेखर	chandrasekhar
टर्नर	turner
हिमानी	buzul
हिमानी	himalayalar
ट्रांस	trans
मेहमान	misafirler
मेहमान	konuklar
मेहमान	misafir
मेहमान	konuk
मेहमान	konuk
मेहमान	misafir
जहर	zehir
जहर	zehirli
मगरमच्छ	timsah
गतिज	kinetik
तन	tan
यूटीसी	utc
वेनिस	venedik
खांसी	öksürük
आईएसओ	iso
पिंडों	külçeler
युगांडा	uganda
संख्याएँ	numaralar
संख्याएँ	sayılar
संख्याएँ	rakamlar
संख्याएँ	numaraları
सुगंध	kokular
सुगंध	aroma
जस्टिन	justin
सरकारें	hükümetler
अहंकार	egosu
अहंकार	ego
अंबेडकर	ambedkar
ठेठ	tipik
फ़ोर्स	zorla
फ़ोर्स	force
फ़ोर्स	kuvvet
फ़ोर्स	güç
मोरक्को	fas
सुमात्रा	sumatra
छड़ी	sopa
छड़ी	çubuk
सीरम	serum
दाम	fiyat
दाम	fiyatı
दाम	bedel
नहरें	kanal
नहरें	kanalı
नहरें	nehirler
नहरें	nehirleri
नहरें	rivers
हमलावर	saldırganlar
नॉर्मन	norman
सराहा	takdir
लैंडिंग	iniş
माँगा	manga
नाविक	denizci
नाविक	navigator
नाविक	kılavuz
स्थायित्व	dayanıklılık
स्थायित्व	sıralamaları
इन्दौर	indore
हावर्ड	howard
साम्यवाद	komünizm
पैमाना	kapsamı
पैमाना	ölçeği
पैमाना	ölçek
पैमाना	ölçekli
तंबाकू	tütün
चिड़िया	kuş
चिड़िया	kus
चिड़िया	bird
पराग	polen
प्री	önceden
प्री	öncesi
कफ	kelepçe
मैथुन	ilişki
मैथुन	seks
मैथुन	cinsellik
मैथुन	sex
ग्राफिक्स	grafik
पराबैंगनी	ultraviyole
ताम्र	bakır
केल्विन	kelvin
अनुपस्थित	eksik
अनुपस्थित	kayıp
फाई	phi
मर्सिडीज	mercedes
लार	salya
लार	tükürük
सुनहरे	sarı
सुनहरे	sarışın
आगंतुक	ziyaretçi
आगंतुक	katılımcı
फ़ॉर्मूला	mama
फ़ॉर्मूला	formula
फ़ॉर्मूला	formül
चीज़ें	seyler
चीज़ें	şeyler
ग्राफिक	grafik
लूप	döngüsü
लूप	döngü
पेरी	perry
फिल्माया	çekilen
फिल्माया	filme
सम्मिश्रण	harmanlama
चम्मच	dipper
चम्मच	kaşık
ग्रा	gras
दुकानें	dükkanlar
दुकानें	mağazalar
दुकानें	mağazaları
दुकानें	dükkanlar
दुकानें	mağazalar
अनुपयुक्त	kullanılmamış
अनुपयुक्त	kullanılmayan
नरेंद्र	narendra
विरोधाभास	paradoks
विरोधाभास	çelişki
जैम	zam
जैम	jam
जैम	reçel
चेयरमैन	başkan
चेयरमैन	baskan
रिश्तेदार	akrabalar
रिश्तेदार	akraba
रिश्तेदार	akrabası
रिश्तेदार	göreceli
रिश्तेदार	akrabalar
रिश्तेदार	akrabaları
कचरा	çöp
कचरा	çöplük
कचरा	çöp
कचरा	çöpler
कचरा	çöplük
थैली	kese
थैली	torba
प्रतियोगियों	yarışmacılar
प्रतियोगियों	rakip
असिमोव	asimov
स्प्रिंग	ilkbahar
स्प्रिंग	yay
स्प्रिंग	bahar
पिज़्ज़ा	pizza
जाली	kafes
दैवी	kahin
दैवी	kâhin
दैवी	ilahi
साइबर	siber
ग़रीब	fakir
ग़रीब	zavallı
ग़रीब	yoksul
छात्रवृत्ति	bursu
छात्रवृत्ति	burslu
छात्रवृत्ति	burs
विषैले	zehirli
लिखें	yazma
लिखें	yazın
लिखें	yaz
लिखें	beste
लिखें	yansın
लिखें	yan
लिखें	yanar
लिखें	yanık
लिखें	yak
देवों	devon
सोडा	gazoz
सोडा	soda
हुकूमत	krallık
हुकूमत	hükmetmek
हुकूमत	hakimiyet
हुकूमत	egemenlik
डॉक्टरेट	doktora
विला	villalar
विला	villa
सटीकता	doğruluğu
सटीकता	doğruluk
कोला	kola
कोला	colombo
कोला	cola
कोला	kola
प्रतिजन	antijen
अदालतों	mahkeme
अदालतों	mahkemeler
चोंच	gaga
ग्राहम	graham
सर्वोपरि	paramount
प्लेटों	plaka
प्लेटों	levhalar
प्लेटों	plakası
प्लेटों	tabak
प्लेटों	tabaklar
प्रमाणन	sertifika
मिटा	sil
दुखी	perişan
दुखी	sefil
दुखी	hüzün
दुखी	üzgün
दुखी	hüzünlü
दुखी	üzücü
न्यूट्रॉन	nötron
इमरान	imran
निरीक्षक	gözcü
निरीक्षक	gözlemci
अल्फ़ा	alpha
अल्फ़ा	alfa
हैरिस	harris
सावधान	ihtiyatlı
सावधान	tedbirli
गियर	vites
गियर	dişli
राजतंत्र	monarşi
अंडाकार	eliptik
सर्कस	sirk
अल्बानिया	arnavutluk
हीलियम	helyum
बादाम	badem
बादाम	badem
कगार	çıkıntı
निष्कर्षों	bulgular
नागा	naga
प्राचल	parametre
कामकाज	işleyen
मिनेसोटा	minnesota
पृथक्करण	tazminat
पृथक्करण	ayrımcılık
अंडा	yumurta
अंडा	yumurtalı
परवेज़	pervez
एलर्जी	alerji
एलर्जी	alerjisi
माइक्रो	mikro
वर्दी	üniformalar
वर्दी	üniformaları
वर्दी	üniforma
वर्दी	üniformalı
वर्दी	forma
वर्दी	üniforma
उत्कृष्टता	mükemmellik
सूर्यास्त	sunset
सूर्यास्त	günbatımı
ताँबा	bakır
ऐश	kül
ऐश	küller
ऐश	kul
ऐश	ash
कैलोरी	kalori
कैलोरी	kalori
कैलोरी	çal
कैलोरी	cal
ईमानदारी	dürüstlük
ईमानदारी	samimiyet
मताधिकार	imtiyaz
मताधिकार	franchise
वृत्ताकार	yuvarlak
वृत्ताकार	dairesel
निर्वासित	haydut
निर्वासित	kanunsuz
सरस	sulu
स्ट्रिंग	string
स्ट्रिंग	telli
स्ट्रिंग	dizge
स्ट्रिंग	ip
स्ट्रिंग	dize
स्फटिक	kuvars
बुनाई	dokuma
बुनाई	örgü
विवाहित	evli
विवाहित	evlendi
आभा	abha
आभा	aura
ईद	bayram
ईद	eid
मांसाहारी	etobur
बॉन	bonn
बॉन	bon
पाँव	ayakları
पाँव	ayak
पाँव	ayaklar
द्वेष	kin
द्वेष	nefret
कॉलम	köşe
कॉलम	kol
कॉलम	sütun
कॉलम	sütunları
कॉलम	sütun
समस्थानिक	izotop
चट्टोपाध्याय	chatterjee
कहावत	atasözü
कहावत	maxim
टेड	ted
समष्टि	boşluk
समष्टि	space
समष्टि	uzayı
समष्टि	uzay
दुर्घटनाओं	kaza
दुर्घटनाओं	kazalar
दुर्घटनाओं	kazaları
शायरी	şiir
शायरी	şiirler
टेलीग्राफ	telgraf
प्रत्याशी	aday
आवेग	momentum
आवेग	dürtü
मुंडा	munda
बर्नार्ड	bernard
बर्नार्ड	barnard
अध्यात्म	maneviyat
सचेत	bilinçli
एमिनेम	eminem
सुनी	dinledim
सुनी	dinledi
किशोरों	gençler
किशोरों	gençleri
धर्मार्थ	sadaka
डेव	dave
पारा	mercury
पारा	cıva
पारा	merkür
धोखे	kandırılmış
हार्ले	harley
पेंट	boya
पेंट	boyama
निदेशालय	müdürlüğü
सोन	oğul
सोन	evlat
सोन	oğlum
नीलामी	müzayede
नीलामी	müzayede
पट्टे	kiralama
नाटो	nato
ब्रह्मचर्य	chastity
ब्रह्मचर्य	bekarlık
ग्लेन	glen
ग्लेन	glenn
विरल	seyrek
विरल	nadir
विरल	ender
पिया	içtim
पिया	içti
आयामी	boyutlu
काव्यशास्त्र	poetika
पोर्टफोलियो	portföy
नवाचार	yenilik
नवाचार	yenilikler
डायमंड	elmas
डायमंड	diamond
डायमंड	pırlanta
महंगी	pahalı
महंगी	pahalıdır
फ्रायड	freud
तर्कसंगत	akılcı
पीना	içki
पीना	içme
पीना	içiyor
पीना	içmek
पीना	içki
पीना	içecek
पीना	iç
स्ट्रिप	striptiz
स्ट्रिप	şerit
स्ट्रिप	soyun
संलयन	füzyon
अब्दुल्ला	abdullah
वर्जिन	bakire
वर्जिन	bakir
डेप	depp
चक्रों	çakra
सिन्धी	sindhi
मुहाफ़ज़ाह	ili
प्रोसेसिंग	işlenmesi
प्रोसेसिंग	işleme
प्रोसेसिंग	işlem
अवस्थिति	yerleştirme
अवस्थिति	yer
अवस्थिति	konumu
अवस्थिति	konum
अवस्थिति	yeri
अवस्थिति	mekanlar
अवस्थिति	konumlar
अवस्थिति	yerler
अवस्थिति	konumları
अवस्थिति	yerleri
वार्मिंग	isınma
मार्गदर्शक	rehberlik
मार्गदर्शक	rehberi
मार्गदर्शक	kılavuzu
मार्गदर्शक	rehber
मार्गदर्शक	kılavuz
विभिन्नता	varyasyon
ढोल	davul
ढोल	bateri
क्वार्क	quark
अवकल	diferansiyel
राजसी	heybetli
राजसी	majestic
राजसी	görkemli
राजसी	regal
टिकाऊ	sürdürülebilir
टिकाऊ	dayanıklı
क्रोमियम	krom
कूप	coupe
कीन	keane
स्टेनली	stanley
सिन्ध	sindh
लेखनी	pen
लेखनी	kalem
अखबारों	gazete
अखबारों	gazeteler
मध्यस्थता	arabuluculuk
मध्यस्थता	hakemlik
मध्यस्थता	arabuluculuk
मध्यस्थता	aracılık
मध्यस्थता	arabulucu
किक	tekme
आयोडाइड	iyodür
धड़कन	alt
धड़कन	dayak
छल्ले	halkalar
छल्ले	yüzükler
छल्ले	yüzük
छल्ले	halka
क्रेन	turna
क्रेन	vinç
आखरी	sonuncusu
आखरी	last
आखरी	sonuncu
आखरी	son
क्षेत्ररक्षण	yüzbaşı
क्षेत्ररक्षण	kaptan
क्षेत्ररक्षण	fielding
लिली	lili
लिली	lilly
लिली	zambak
लिली	lily
बेली	bailey
बेली	göbek
बेली	karnı
बेली	göbeği
मॉनिटर	ekran
मॉनिटर	monitör
कोक	cola
कोक	kokain
कोक	kola
मेलबोर्न	melbourne
करुणा	nezaket
करुणा	iyilik
करुणा	kibarlık
मुठभेड़	karşılaşma
अकसर	sıklıkla
अकसर	sıkça
मशरूम	mantarlar
मशरूम	mantarlı
मशरूम	mantar
मशरूम	mantarlı
मशरूम	mantar
शांतिपूर्ण	huzur
शांतिपूर्ण	huzurlu
शांतिपूर्ण	barışçıl
गरुड़	garuda
फ्लू	grip
फ्लू	nezle
नरक	hell
नरक	cehennem
ट्री	ağaç
बेलन	silindir
बोलना	konuşan
अवरोधित	engellenmiş
अवरोधित	engellendi
आत्मविश्वास	emin
आत्मविश्वास	güven
आत्मविश्वास	özgüven
लापता	eksik
लापता	kayıp
नूर	nur
नूर	noor
कंटेनर	konteyner
कंटेनर	kap
कंटेनर	konteynır
राई	rai
दुश्मनों	düşman
दुश्मनों	düşmanlar
वाइड	geniş
फर्नीचर	mobilya
फर्नीचर	mobilyalar
वारिस	mirasçı
वारिस	vâris
वारिस	varisi
वारिस	varis
वारिस	waris
आधुनिकीकरण	modernize
आधुनिकीकरण	modernizasyon
परिवर्तनशील	değişken
मच्छर	sivrisinek
अनजान	bilinmiyor
अनजान	bilinmeyen
ग्रांट	hibe
ग्रांट	grant
मैग्नीशियम	magnezyum
सनी	güneşli
सनी	sunny
प्लेटफॉर्म	platform
प्लेटफॉर्म	platformu
भावुक	duygusal
भावुक	duygusal
कैन	cain
कैन	kabil
कैन	cannes
घोटाला	skandal
घोटाला	dolandırıcılık
घोटाला	dümen
रक्षात्मक	savunma
मिस्री	mısır
मिस्री	mısırlı
ईर्ष्या	kıskançlık
ईर्ष्या	kıskanç
ईर्ष्या	kıskançlık
ईर्ष्या	gıpta
ईर्ष्या	kıskançlık
ईर्ष्या	kıskanç
मेडल	madalya
मेडल	madalyası
समरूप	homojen
गायों	inekler
गायों	inek
जैज़	caz
जैज़	jazz
गायकों	şarkıcılar
गायकों	şarkı
ओक	meşe
बैच	toplu
उड़ा	darbe
किनारा	sınırlar
किनारा	sınırları
किनारा	kenar
किनारा	edge
किनारा	sınır
किनारा	taraflar
किनारा	yanları
किनारा	taraf
फ्रेड	fred
बुर्ज	kule
बुर्ज	tower
बुर्ज	kulesi
बुर्ज	pinnacle
पियरे	pierre
वुड	odun
वुड	ağaç
वुड	ahşap
वुड	tahta
बंदरगाहों	iskele
बंदरगाहों	port
बंदरगाहों	liman
अलेक्जेंडर	iskender
अलेक्जेंडर	alexander
परिमित	sonlu
परिमित	sınırlı
वर्षगांठ	yıldönümü
वर्षगांठ	yıldönümü
क्योटो	kyoto
मटर	bezelye
मटर	bezelye
आर्किटेक्चर	mimarlık
आर्किटेक्चर	mimari
आर्किटेक्चर	mimarisi
फैक्ट्री	fabrikası
फैक्ट्री	fabrikada
फैक्ट्री	fabrika
वॉर्स	savaşları
वॉर्स	savaşlar
ओंटारियो	ontario
वायरल	viral
वायरल	virüs
एडवेंचर	macera
अनुग्रह	zarafet
अनुग्रह	grace
स्टीवर्ट	stewart
गिल्ड	guild
डेविडसन	davidson
घंटी	çan
घंटी	zil
घंटी	can
घंटी	bell
कूपर	cooper
दोहन	koşum
कैरोलिना	carolina
तनु	tanu
प्लान	plân
प्लान	planla
प्लान	plan
प्लान	planı
विदा	vida
मिर्जा	mirza
खिंचाव	stretch
खिंचाव	gerilme
माफी	bağışlama
माफी	affetmek
माफी	af
अबुल	abul
व्लादिमीर	vladimir
प्रणाम	saygılar
दंगों	isyanlar
दौलत	zenginlik
दौलत	servet
कोचीन	kochi
बर्गर	burger
बर्गर	hamburger
बर्गर	burger
बर्गर	hamburger
बेहोश	baygın
बेहोश	bilinçsiz
बेहोश	bayıldı
वर्ड	kelime
वर्ड	laf
वर्ड	kelimesi
वर्ड	söz
वर्ड	sözcük
प्रभार	hücum
प्रभार	suçlama
प्रभार	şarj
म्यांमार	myanmar
मार्गरेट	margaret
जुलूस	alayı
बांसुरी	flüt
दिशानिर्देश	tarif
दिशानिर्देश	talimatlar
दिशानिर्देश	kurallar
दिशानिर्देश	kuralları
माननीय	onurlu
माननीय	şerefli
माननीय	onurlu
माननीय	şerefli
बधाई	kutlarım
बधाई	tebrikler
बधाई	selamlar
बधाई	tebrikler
सत्तर	yetmiş
सत्तर	sattar
हॉस्पिटल	hastane
हॉस्पिटल	hastahane
प्रांगण	avlu
हिंदुस्तानी	hindu
त्यागपत्र	istifa
फास्फेट	fosfat
नीलम	safir
जलसन्धि	boğaz
जलसन्धि	boğazı
उठी	büyüttü
पोर्टेबल	portatif
पोर्टेबल	taşınabilir
स्विंग	salıncak
स्विंग	salla
स्विंग	swing
मर्फी	murphy
जेड	yeşim
जेड	jade
हार्बर	harbor
हार्बर	liman
सत्कार	eğlenmek
टिप्पणियाँ	yorumları
टिप्पणियाँ	yorumlar
टिप्पणियाँ	yorum
प्रिंटर	yazıcı
प्रिंटर	yazıcılar
प्रिंटर	yazıcı
सिनसिनाटी	cincinnati
गिरी	düştü
गिरी	düşmüş
गिरी	düştüm
फुल	tam
फुल	ful
फुल	full
फुल	dolu
जागरूक	farkında
अनिश्चितता	belirsizlik
अस्सी	eighty
अस्सी	seksen
अस्सी	assi
आंद्रे	andre
आंद्रे	andré
अनोखी	acayip
अनोखी	tuhaf
अनोखी	garip
पापुआ	papua
विषयवस्तु	içeriğe
विषयवस्तु	içerik
विषयवस्तु	içeriği
विषयवस्तु	içerikler
विषयवस्तु	temalar
विषयवस्तु	içindekiler
विषयवस्तु	içerik
विषयवस्तु	içeriği
विषयवस्तु	içerikler
सूरीनाम	surinam
फोर्ब्स	forbes
एजेंटों	ajanlar
एजेंटों	ajan
प्रेमियों	sevgili
प्रेमियों	sevenler
प्रेमियों	sevgililer
प्रेमियों	aşıklar
आनुवंशिकी	genetik
हथेली	palm
हथेली	palmiye
हथेली	avuç
दाग	lekeler
दाग	lekeleri
दाग	leke
अज़ाब	azap
अज़ाब	doom
बटालियन	tabur
बटालियन	taburu
खिलजी	halaci
रिक	rick
रिक	rik
बर्मिंघम	birmingham
गुस्से	öfke
गुस्से	kızgınlık
गुस्से	sinir
आर्यन	aryan
ढलान	slope
लगन	ithaf
लगन	lagan
चाकू	bıçak
परिवर्तनीय	değişken
परिवर्तनीय	değişken
परिवर्तनीय	değişkenleri
परिवर्तनीय	değişebilir
परिवर्तनीय	değiştirilebilir
परिवर्तनीय	değişken
मज्जा	ilik
मज्जा	iliği
निर्दोष	masum
महायान	mahayana
लीबिया	libya
उज़बेक	özbek
पिछला	önceki
पिछला	sonuncusu
पिछला	last
पिछला	sonuncu
पिछला	son
पिछला	önceki
झुंड	sürü
प्रसाधन	tuvalet
प्रसाधन	kaynakları
प्रसाधन	kaynak
प्रसाधन	kaynaklar
ईमानदार	candan
ईमानदार	samimi
ईमानदार	içten
ईमानदार	dürüst
ईमानदार	dürüstçe
ईमानदार	vicdani
जोस	jose
जोस	josé
जोस	jose
जोस	josé
मल्टी	çoklu
मल्टी	multi
चंदन	sandal
अंकीय	rakam
अंकीय	hane
अंकीय	haneli
अंकीय	sayısal
असेम्बली	montaj
असेम्बली	toplanma
असेम्बली	meclisi
भिक्षुओं	keşişler
भिक्षुओं	rahipler
लड़ी	iplik
कानों	kulaklar
कानों	kulakların
कानों	kulakları
चांसलर	şansölye
विवेकानंद	vivekananda
अहसास	hissediyorum
अहसास	hissediyor
अहसास	his
अहसास	hissetmek
अहसास	duygu
किपलिंग	kipling
अस्थाई	geçici
तैमूर	timur
तबाह	harap
तबाह	yıkılmış
तबाह	yıkıldı
तबाह	kalıntılar
तबाह	harabe
योद्धाओं	savaşçılar
योद्धाओं	savaşçı
कलाकृति	şaheser
कलाकृति	başyapıt
नाइजीरिया	nijerya
मिसिसिपी	mississippi
थ्रिलर	gerilim
बेलनाकार	silindirik
अंतरजाल	internet
रहो	kalın
रहो	kal
ट्रैकिंग	takip
ट्रैकिंग	izleme
अब्बास	abbas
गिद्ध	akbaba
पोस्टर	afiş
पोस्टर	poster
पोस्टर	posterler
पोस्टर	poster
छात्रावास	yurt
रंजक	pigment
उंगलियों	parmak
उंगलियों	parmakları
उंगलियों	parmaklar
चॉकलेट	çikolata
चॉकलेट	çikolata
चॉकलेट	çikolatalı
राइफल	tüfek
मेक	yap
बल्ले	bat
बल्ले	yarasa
बल्ले	sopa
स्थलाकृति	topografya
सुन्दरता	güzellik
अंतरिम	geçici
जबड़े	jaws
नंदा	nanda
शेल	kabuğu
शेल	shell
शेल	kabuk
शेल	kabukları
शेल	kabuk
सू	sue
सू	dava
सू	sioux
सू	çoook
सू	soo
रसोई	mutfak
वाक	konusma
