और	そして
लगातार	連続
अत्यधिक	きわめて
अत्यधिक	極めて
भूगोल	ジオメトリ
भूगोल	図形
भूगोल	グローブ
भूगोल	地理
बेहतर	ベター
मुख्यालय	本社
मुख्यालय	本部
मुख्यालय	司令部
लिपि	アルファベット
लिपि	脚本
लिपि	スクリプト
एल्बम	アルバム
एल्बम	アルバム
धन	お金
धन	貨幣
धन	マネー
धन	金銭
सॉफ्टवेयर	ソフトウエア
सॉफ्टवेयर	ソフトウェア
योग	合計
योग	総和
योग	ヨガ
योग	合計
शीर्ष	top
शीर्ष	上部
शीर्ष	トップ
संस्था	制度
संस्था	施設
संस्था	機関
औद्योगिक	工業
प्रधान	素数
प्रधान	プライム
प्रधान	チーフ
नेता	リーダー
संविधान	体質
संविधान	憲法
अनुमान	見積もり
शीर्षक	見出し
शीर्षक	キャプション
शीर्षक	役職
शीर्षक	称号
शीर्षक	タイトル
शीर्षक	ヘッダ
शीर्षक	ヘッダー
शीर्षक	肩書
शीर्षक	称号
शीर्षक	タイトル
अवसर	チャンス
अवसर	好機
अवसर	機会
अवसर	機会
अंक	スコア
अंक	得点
अंक	ポイント
अंक	スコア
शोध	研究
शोध	リサーチ
स्पेन	スペイン
गांधी	ガンジー
हमेशा	常に
हमेशा	いつも
जोखिम	リスク
तापमान	気温
तापमान	温度
शाखा	支店
शाखा	支社
शाखा	ブランチ
शाखा	支部
प्रतीक	シンボル
प्रतीक	記号
प्रतीक	シンボル
प्रतीक	記号
प्रतीक	シンボルマーク
प्रतीक	エンブレム
संदर्भ	参考文献
संदर्भ	参照
संदर्भ	リファレンス
संदर्भ	リファレンス
संदर्भ	参照
संदर्भ	参考
संदर्भ	コンテクスト
संदर्भ	コンテキスト
संदर्भ	context
करीब	近い
करीब	閉じる
करीब	クローズ
चक्र	ホイール
चक्र	車輪
चक्र	チャクラ
चक्र	サイクル
चक्र	サイクル
प्राथमिक	メイン
प्राथमिक	プライマリ
गुण	属性
गुण	プロパティ
गुण	財産
गुण	プロパティ
गुण	属性
गुण	属性
ग्रह	惑星
ग्रह	惑星
महल	マハル
महल	宮殿
बजाय	むしろ
निधन	デス
बराबर	等しい
बराबर	等しい
बराबर	イコール
मिनट	ミン
मिनट	min
फिल्मों	映画
व्यवसाय	ビジネス
व्यवसाय	職業
व्यवसाय	営業
व्यवसाय	事業
व्यवसाय	ビジネス
संरक्षण	保全
संरक्षण	保存
संरक्षण	保全
संरक्षण	保護
शो	ショー
प्रस्ताव	提案
प्रस्ताव	プロポーズ
प्रस्ताव	オファー
प्रस्ताव	申し出
प्रस्ताव	クーポン
रिपोर्ट	レポート
रिपोर्ट	報告
रिपोर्ट	レポート
रिपोर्ट	報告
अंग	臓器
अंग	オルガン
हिस्से	パート
हिस्से	部分
हिस्से	分数
मुस्लिम	イスラム教
मुस्लिम	ムスリム
रिकॉर्ड	レコード
रिकॉर्ड	記録
रिकॉर्ड	レコード
सरल	シンプル
सरल	簡単
सरल	単純
धातु	メタル
धातु	金属
धातु	金属
परिषद	連盟
शारीरिक	フィジカル
शारीरिक	物理
संघर्ष	闘争
संघर्ष	格闘
संघर्ष	競合
संघर्ष	紛争
संघर्ष	対立
संघर्ष	コンフリクト
तकनीक	テック
तकनीक	テクニック
तकनीक	技法
तकनीक	技術
तकनीक	テクノロジー
तकनीक	テクニック
फल	フルーツ
फल	果実
फल	果物
फल	フルーツ
फल	果実
फल	果物
कैसे	how
कार्बनिक	有機
शाह	シャー
विवरण	説明
विवरण	解説
विवरण	詳細
विवरण	ディテール
शादी	結婚
शादी	婚姻
शादी	ウェディング
शादी	結婚式
उप	サブ
पात्र	容器
पात्र	コンテナ
वेब	web
वेब	ウェブ
संसद	議会
संसद	国会
सन्दर्भ	参考文献
सन्दर्भ	参照
सन्दर्भ	リファレンス
सन्दर्भ	リファレンス
सन्दर्भ	参照
सन्दर्भ	参考
सन्दर्भ	コンテクスト
सन्दर्भ	コンテキスト
सन्दर्भ	context
चेन्नई	チェンナイ
परमाणु	原子力
परमाणु	分子
परमाणु	アトミック
परमाणु	原子
परमाणु	原子
आक्रमण	侵略
आक्रमण	侵攻
आक्रमण	攻撃
आक्रमण	進撃
कार	自動車
कार	クルマ
कार	カーズ
जांच	プローブ
जांच	調査
जांच	捜査
जांच	テスト
पत्थर	ストーン
आठ	eight
आठ	エイト
विषयों	トピック
टेनिस	テニス
अकादमी	アカデミー
सतह	表面
सतह	曲面
देव	dev
आचार्य	阿闍梨
युक्त	ウクライナ
अभियान	キャンペーン
अभियान	キャンペーン
घोषित	申告
घोषित	宣言
लिखी	筆記
सिस्टम	システム
सिस्टम	システム
सिस्टम	システムズ
किनारे	エッジ
किनारे	エッジ
किनारे	edge
कार्बन	炭素
प्रतिक्रिया	反応
प्रतिक्रिया	リアクション
प्रतिक्रिया	フィードバック
प्रतिक्रिया	リアクション
प्रतिक्रिया	応答
प्रतिक्रिया	レスポンス
गणित	数学
गणित	算術
गणित	数学
मौत	デス
विवाद	論争
विवाद	紛争
विवाद	申し立て
अली	アリー
अली	アリ
अली	ali
ग्रहण	eclipse
तकनीकी	テクニカル
माँ	maa
माँ	ママ
माँ	おかあさん
माँ	母親
विष्णु	ヴィシュヌ
मैदान	無地
मैदान	平野
मैदान	地形
मैदान	地面
मैदान	グラウンド
विमान	航空
विमान	航空機
विमान	飛行機
विमान	飛行機
सक्षम	有効
वातावरण	環境
वातावरण	大気
वातावरण	大気圏
वातावरण	雰囲気
लागत	費用
लागत	原価
लागत	コスト
लागत	費用
लागत	コスト
सीधे	まっすぐ
सीधे	ストレート
सीधे	直接
प्रेस	プレス
रोमन	ローマン
रोमन	ロマン
रोमन	ローマ
मील	マイル
मील	マイル
लोकसभा	議会
लोकसभा	国会
अज्ञात	不明
अज्ञात	アノニマス
अज्ञात	匿名
रेखा	直線
रेखा	ライン
पार	十字架
पार	クロス
पार	cross
पार	十字
लेखन	執筆
लेखन	書き込み
लेखन	筆記
सेंट	セント
बोली	入札
नष्ट	破壊された
नष्ट	破壊
परंपरा	伝統
राशि	金額
दृष्टिकोण	進入
दृष्टिकोण	アプローチ
दृष्टिकोण	参道
भाव	感情
भाव	身振り
भाव	ジェスチャー
भाव	センス
भाव	感覚
हवा	そよ風
हवा	wind
पाठ	テキスト
पाठ	朗読
गठन	フレーム
गठन	フレーム
गठन	フォーメーション
नागरिक	シビック
नागरिक	市民
अस्तित्व	存在
अस्तित्व	サバイバル
गंभीर	深刻
गंभीर	クリティカル
समझ	理解
किस	キス
किस	kiss
किस	接吻
आदेश	委任
आदेश	オーダー
आदेश	注文
आदेश	命令
आदेश	オーダー
आदेश	注文
सैन्य	軍事
सैन्य	軍隊
अंदर	インサイド
अंदर	室内
अंदर	屋内
छह	シックス
छह	six
ग्रन्थ	テキスト
भाषाएँ	言語
भुगतान	支払
भुगतान	決済
भुगतान	支払い
भुगतान	決済
भुगतान	支払い
ध्वनि	サウンド
ध्वनि	サウンド
निवास	住居
निवास	居所
निवास	住居
निवास	邸宅
हत्या	暗殺
हत्या	殺人
हत्या	キリング
विभाजित	分ける
विभाजित	分割
विभाजित	スプリット
इकाई	単位
इकाई	ユニット
इकाई	単位
इकाई	ユニット
प्रबंधक	店長
प्रबंधक	支配人
प्रबंधक	マネージャー
प्रबंधक	マネージャ
प्रबंधक	マネージャー
प्रबंधक	マネージャ
वही	同じ
वही	おなじ
संग्रहालय	美術館
संग्रहालय	博物館
संग्रहालय	美術館
संग्रहालय	博物館
जीता	勝利
जीता	ウォン
जीता	won
मुद्रा	通貨
मुद्रा	ポーズ
मुद्रा	お金
मुद्रा	貨幣
मुद्रा	マネー
मुद्रा	金銭
मतलब	手段
मतलब	平均
मतलब	意地悪
युवा	青年
युवा	若者
युवा	ユース
युवा	青春
युवा	若い
युवा	ヤング
शहरों	都市
अंतरिक्ष	スペース
अंतरिक्ष	空間
संचार	通信
संचार	コミュニケーション
संचार	通信
संचार	コミュニケーション
प्रसारण	放送
प्रसारण	配信
प्रसारण	ブロードキャスト
प्रसारण	放送
प्रसारण	ブロードキャスト
फुटबॉल	フットボール
नियमित	レギュラー
व्याख्या	メモ
व्याख्या	ノート
व्याख्या	解釈
व्याख्या	通訳
व्याख्या	説明
व्याख्या	解説
शेष	剰余
शेष	残り
शेष	残額
शेष	左側
दावा	債権
दावा	主張
दावा	取得
दावा	債権
मोबाइल	モバイル
संभावना	確率
दिवस	day
दिवस	一日
विधायक	mla
तर्क	論証
तर्क	推論
तर्क	論理
विरुद्ध	反対
परीक्षा	テスト
परीक्षा	審査
परीक्षा	試験
परीक्षा	検査
परीक्षा	取調べ
परीक्षा	試験
परीक्षा	試験
पाई	パイ
महाभारत	マハーバーラタ
भविष्य	フューチャー
भविष्य	未来
भविष्य	将来
बिक्री	販売
बिक्री	売り上げ
बिक्री	セールス
बिक्री	売上
बिक्री	セール
इंटरनेट	インターネット
सम्मेलन	カンファレンス
सम्मेलन	会議
सम्मेलन	コンベンション
सम्मेलन	大会
रानी	女王
रानी	クイーン
सिटी	シティ
सिटी	都市
अच्छे	良い
अच्छे	グッド
तुम	あなた
सिर	head
सिर	ヘッド
सिर	頭部
दबाव	気圧
दबाव	圧力
बोर्ड	ボード
बोर्ड	ボード
ख़ान	ハーン
ख़ान	カーン
फरवरी	二月
नेशनल	国民
नेशनल	ナショナル
संसार	世界
संसार	ワールド
कोलकाता	コルカタ
प्रतिनिधित्व	表現
विचारों	アイデア
विचारों	アイディア
प्रेरित	インスパイア
समारोह	セレモニー
समारोह	儀式
समारोह	式典
समारोह	ジャンボリー
घरेलू	国内
जेम्स	ジェームス
जेम्स	ジェームズ
प्रायः	通常
प्रायः	頻繁
प्रायः	しばしば
मौसम	季節
मौसम	シーズン
मौसम	天候
मौसम	天気
मौसम	気象
मौसम	季節
मौसम	シーズン
सम्पूर्ण	全体
अर्थात्	手段
भावना	感情
भावना	気分
भावना	フィーリング
भावना	精神
भावना	スピリット
गुणवत्ता	品質
गुणवत्ता	クオリティ
गुणवत्ता	画質
गुणवत्ता	quality
छात्र	生徒
छात्र	学生
खाना	食べ物
खाना	料理
खाना	食品
मिले	met
इटली	イタリア
सिद्धान्त	原則
सिद्धान्त	原理
सिद्धान्त	セオリー
सिद्धान्त	理論
विरोधी	葛藤
विरोधी	敵役
राजवंश	王朝
संक्रमण	変遷
संक्रमण	転移
संक्रमण	伝染病
संक्रमण	感染
घाटी	バレー
घाटी	谷間
विविध	多様
विकल्प	オプション
विकल्प	オプション
उद्यान	パーク
उद्यान	公園
होगी	ウィル
होगी	遺言
पशु	動物
पशु	アニマル
पशु	動物
ईसाई	クリスチャン
ईसाई	キリスト教
ईसाई	キリスト教徒
प्रमाण	証拠
प्रमाण	証明
प्रमाण	プルーフ
प्रमाण	証拠
याद	remember
कंपनियों	会社
मानसिक	メンタル
रसायन	化学
रसायन	化学
क्षेत्रफल	面積
क्षेत्रफल	領域
क्षेत्रफल	エリア
प्रभावी	実効
विज्ञापन	広告
विज्ञापन	広告
विज्ञापन	広告
ईश्वर	ゴッド
आसानी	やす
अमरीका	アメリカ
शिकार	捕食
शिकार	狩り
शिकार	ハンティング
शिकार	狩猟
रोगी	患者
रूसी	ロシア
क्रांति	revolution
क्रांति	革命
क्रांति	レボリューション
गुप्त	秘密
मंडल	曼荼羅
ब्राह्मण	バラモン
ब्राह्मण	ブラフマン
ब्राह्मण	バラモン
हृदय	心臓
हृदय	ハート
आयोग	コミッション
आयोग	手数料
आयोग	コミッション
आयोग	委嘱
शुद्ध	ピュア
शुद्ध	純粋
तीसरे	番目
तीसरे	サード
चर्च	教会
चर्च	チャーチ
चर्च	教会堂
चर्च	教会
अपेक्षा	期待
कार्यालय	作業
कार्यालय	仕事
कार्यालय	ワーク
कार्यालय	オフィス
कार्यालय	事務局
कार्यालय	事務所
कार्यालय	オフィス
परिवहन	輸送
परिवहन	交通
परिवहन	輸送
परिवहन	交通
स्टार	スター
स्टार	恒星
स्टार	star
वर्षा	降雨量
वर्षा	降雨
जनरल	全般
जनरल	一般
जनरल	将軍
संदेश	メッセージ
संदेश	伝言
संदेश	メッセージ
मार	キル
मार	kill
परिचय	紹介
परिचय	導入
परिचय	について
उत्पत्ति	原点
उत्पत्ति	語源
उत्पत्ति	由来
उत्पत्ति	起源
उत्पत्ति	ジェネシス
उत्पत्ति	ブイ
मांग	需要
मांग	催告
सोवियत	ソビエト
दौर	ラウンド
दौर	round
दौर	丸い
संचालन	演算
संचालन	オペレーション
संचालन	操作
संचालन	運行
संचालन	作戦
संचालन	運営
संचालन	操作
संचालन	オペレーション
उपस्थित	出席
उपस्थित	現在
उपस्थित	present
उपस्थित	プレゼント
अस्पताल	病院
अस्पताल	病院
परिवर्तित	変更された
परिवर्तित	改宗
पेश	提示
पेश	プレゼン
स्वर	母音
स्वर	ボーカル
स्वर	母音
लघु	対数
लघु	マイナー
लाइन	直線
लाइन	ライン
प्रश्न	問い合わせ
प्रश्न	質問
प्रश्न	疑問
प्रश्न	質問
आलोचना	批評
आलोचना	評論
आलोचना	批判
पहाड़ी	ヒル
जालस्थल	ウェブサイト
पुरानी	古い
पुरानी	オールド
पसंद	選択
पसंद	チョイス
सुझाव	おすすめ
सुझाव	提案
सुझाव	集計
सुझाव	集約
सुझाव	提案
सुझाव	暗示
सुझाव	おすすめ
सुझाव	tips
सुझाव	ヒント
खेती	農業
खेती	収穫
लिखने	執筆
लिखने	書き込み
लिखने	筆記
विभाजन	師団
विभाजन	ディビジョン
विशेषता	属性
विशेषता	品質
विशेषता	クオリティ
विशेषता	画質
विशेषता	quality
विशेषता	機能
विशेषता	フィーチャー
विशेषता	特徴
कठिन	一生懸命
कठिन	ハード
कठिन	難しい
कठिन	タフ
कठिन	厳しい
कठिन	難しい
कड़ी	リンク
कड़ी	リンク
कड़ी	チェイン
कड़ी	チェーン
ईरान	イラン
जान	恋人
लड़ाई	バトル
लड़ाई	戦闘
लड़ाई	戦い
लड़ाई	ファイト
अंश	分数
रोड	道路
गायक	シンガー
इस्लाम	イスラム教
समुद्री	マリン
उपयोगी	役に立つ
उपयोगी	役立つ
उपयोगी	効用
उपयोगी	ユーティリティー
उपयोगी	ユーティリティ
कोशिका	セル
केंद्रीय	中央
केंद्रीय	セントラル
सत्र	セッション
सत्र	セッションズ
सत्र	セッション
मिश्र	エジプト
पहुँच	アクセス
पहुँच	リーチ
पहुँच	アクセシビリティ
मेरा	鉱山
मिस्र	エジプト
गणराज्य	共和制
गणराज्य	共和国
छात्रों	生徒
छात्रों	学生
पुराना	古い
पुराना	オールド
जम्मू	ジャンムー
तेज	速い
तेज	高速
सम्राट	エンペラー
सम्राट	皇帝
सम्राट	天皇
वैसे	とにかく
नवंबर	十一月
नवंबर	nov
कारणों	理由
सर	サー
प्रवाह	フロー
प्रवाह	流れ
अपराध	懺悔
अपराध	自白
अपराध	犯罪
अमेरिकन	アメリカン
व्यक्तित्व	個性
व्यक्तित्व	人柄
व्यक्तित्व	性格
व्यक्तित्व	人格
व्यक्तित्व	パーソナリティ
जन	ヤン
यूनाइटेड	ユナイテッド
जापानी	日本
जापानी	日本人
जापानी	ジャパニーズ
जापानी	日本語
रॉक	ロック
लंबी	高い
लंबी	長い
लंबी	ロング
गेम	ゲーム
गेम	ゲーム
गेम	ゲーム
अन्दर	インサイド
संपत्ति	プロパティ
संपत्ति	財産
संपत्ति	アセット
संपत्ति	資産
संक्षिप्त	略語
संक्षिप्त	略記
संक्षिप्त	略称
संक्षिप्त	簡潔
क्यों	なぜ
क्यों	why
गलत	false
गलत	虚偽
संपूर्ण	全体
सर्वोच्च	supreme
लेना	レナ
वाहन	乗り物
वाहन	車両
वाहन	車両
वाहन	乗り物
फ़िल्में	映画
सैनिक	兵士
सैनिक	兵隊
सैनिक	軍事
सैनिक	軍隊
डेटा	データ
स्थिर	スタティック
दूध	牛乳
दूध	ミルク
विद्वानों	学者
मानना	信じる
मानना	believe
मानना	信ずる
रखना	キープ
बाह्य	外部
उपस्थिति	出席
उपस्थिति	傍聴
समूहों	グループ
चूंकि	以来
चूंकि	since
होटल	ホテル
होटल	ホテル
होटल	hotels
उच्चारण	発音
पुरुषों	男性
पुरुषों	メン
वृक्ष	ツリー
वृक्ष	樹木
निवेश	投資
निवेश	投資
निवेश	投資
तत्वों	要素
तत्वों	元素
तत्वों	エレメント
सत्य	真実
सत्य	真理
आंतरिक	内部
आंतरिक	内装
आंतरिक	内面
आंतरिक	インテリア
आंतरिक	内部
निकल	ニッケル
प्रत्यक्ष	ダイレクト
मित्र	友だち
मित्र	友達
मित्र	友人
मित्र	友だち
मित्र	フレンド
मित्र	友達
दर्द	痛み
दर्द	疼痛
दर्द	ペイン
बिजली	電力
बिजली	電気
बिजली	ライトニング
कार्ड	カード
कार्ड	和音
कार्ड	カード
बिंदु	ポイント
बिंदु	ドット
बिंदु	dot
बिंदु	ポイント
बुद्ध	ブッダ
बुद्ध	仏陀
स्टेडियम	スタジアム
अभाव	欠席
रिलीज़	釈放
रिलीज़	リリース
रिलीज़	リリース
शांति	ピース
शांति	平和
वितरण	配達
वितरण	配送
वितरण	配信
वितरण	デリバリー
वितरण	分布
वितरण	流通
वितरण	配当
आय	収益
आय	収入
आय	歳入
आय	収益
आय	収入
आय	所得
रन	ジョギング
फाइनल	最終
फाइनल	決勝
फाइनल	ファイナル
फाइनल	ファイナル
टेलीविजन	テレビ
दैनिक	デイリー
न्याय	正義
फूल	お花
फूल	flower
फूल	フラワー
कल्पना	イマジネーション
कल्पना	想像
कल्पना	想像力
प्राप्ति	シーク
प्राप्ति	買収
प्रसार	拡散
प्रसार	スプレッド
दिल	心臓
दिल	ハート
दिल	hearts
दिल	ハーツ
गाने	ソング
सुंदर	美しい
सुंदर	ビューティフル
सुंदर	可愛い
सुंदर	ハンサム
सुंदर	イケメン
यानि	手段
हाउस	ハウス
अफ़्रीका	アフリカ
इच्छा	欲望
भार	重量
भार	体重
खंड	セクション
खंड	ブロック
मिश्रण	mix
मिश्रण	ミックス
मिश्रण	混ぜる
मिश्रण	混合物
मिश्रण	ブレンド
समर्पित	専用
पहुंच	アクセス
स्मारक	モニュメント
स्मारक	記念碑
स्मारक	モニュメント
स्मारक	記念碑
व्यास	直径
प्यार	ラヴ
प्यार	ラブ
प्यार	愛する
प्यार	あつい
लखनऊ	ラクナウ
आन्दोलन	ムーブメント
आन्दोलन	楽章
आन्दोलन	運動
आत्मा	ソウル
आत्मा	霊魂
आत्मा	精神
आत्मा	スピリット
हे	ヘイ
पक्षी	鳥類
पक्षी	バード
निवासी	住民
निवासी	住民
निवासी	住民
डेविड	デイヴィッド
डेविड	ダビデ
डेविड	デビッド
डेविड	デヴィッド
कह	say
कह	セイ
खास	スペシャル
जलवायु	気候
बांग्लादेश	バングラデシュ
तय	固定
तय	固定された
धारावाहिक	シリアル
धारावाहिक	エピソード
तारे	スター
तारे	恒星
तारे	star
तारे	stars
तारे	スターズ
बनाना	メイキング
बाकी	安静
बाकी	休む
बाकी	残り
बाकी	残額
संत	聖徒
संत	セインツ
संत	セイント
संत	聖人
ऊंचाई	身長
उपग्रह	サテライト
उपग्रह	衛星
तुर्की	トルコ
तुर्की	七面鳥
संस्कार	葬式
संस्कार	葬儀
संस्कार	祭事
अर्थव्यवस्था	経済
बीमारी	病気
बीमारी	疾患
बीमारी	病気
बीमारी	疾病
बीमारी	病気
वार्षिक	年次
परिसर	構内
परिसर	敷地
परिसर	コンプレックス
परिसर	錯体
परिसर	複雑
अधिकतम	マックス
अधिकतम	max
अधिकतम	最大
अधिकतम	maximum
वैश्विक	global
वैश्विक	グローバル
तभी	のみ
अनिवार्य	essentials
अनिवार्य	必需品
अनिवार्य	強制
उपाधि	学位
सामान्यतः	通常
तारा	スター
तारा	恒星
तारा	star
द्वार	ゲート
द्वार	ドア
द्वार	ドア
मुख्यतः	主に
आनंद	楽しむ
कम्पनी	会社
रे	レイ
स्थायी	パーマネント
लकड़ी	木造
लकड़ी	木製
लकड़ी	木材
लकड़ी	木製
लकड़ी	ウッド
गोल	ランド
गोल	ゴール
गोल	ラウンド
गोल	round
गोल	丸い
तल	フロア
तल	ボトム
पू	プー
ऋण	ローン
ऋण	融資
ऋण	債務
ऋण	ローン
ऋण	融資
ऋण	マイナス
दास	ダス
दास	das
नंबर	番号
नंबर	数値
नंबर	ナンバー
त्वचा	スキン
त्वचा	皮膚
नोबेल	ノーベル
अधिकारियों	当局
अधिकारियों	役員
जटिल	コンプレックス
जटिल	錯体
जटिल	複雑
जटिल	複雑
हमला	攻撃
हमला	進撃
आपूर्ति	サプライ
आपूर्ति	供給
हस्ताक्षर	署名
हस्ताक्षर	調印
हस्ताक्षर	署名
कानूनी	合法
टिप्पणी	コメント
टिप्पणी	注記
टिप्पणी	メモ
टिप्पणी	備考
टिप्पणी	ノート
टिप्पणी	コメント
स्मृति	メモリ
स्मृति	メモリー
स्मृति	記憶
वेद	ヴェーダ
तीव्र	速い
तीव्र	高速
तीव्र	トロピカル
तीव्र	熱帯
तीव्र	激しい
सम्बन्धित	関連
हाइड्रोजन	水素
चयन	選考
चयन	セレクション
चयन	選択
चयन	選択
राजनीतिज्ञ	政治家
यूनानी	ギリシャ
जॉर्ज	ジョージ
डीवीडी	dvd
स्वर्ण	gold
स्वर्ण	ゴールド
ठोस	固体
ठोस	有形
सभ्यता	文明
मशीन	マシン
मशीन	マシーン
मशीन	機械
विदेश	海外
विदेश	外国
दवा	医学
ऋषि	セージ
शेयर	株式
शेयर	シェア
गर्म	熱い
गर्म	ホット
गर्म	暑い
सौर	ソーラー
पंथ	信条
पंथ	教義
अपेक्षाकृत	比較的
परिभाषा	定義
पति	ダンナ
पति	主人
पति	旦那
सफेद	白い
सफेद	ホワイト
संधि	条約
वैकल्पिक	オルタナティブ
वैकल्पिक	代替
वैकल्पिक	交互
वैकल्पिक	オプション
हार	ネックレス
हार	敗北
समाधान	解像度
समाधान	ソリューション
समाधान	溶液
समाधान	ソリューション
जेल	刑務所
जेल	監獄
जोड़ा	カップル
हिमालय	ヒマラヤ山脈
राजमार्ग	ハイウェイ
राजमार्ग	公道
पेड़	ツリー
पेड़	樹木
कैरियर	経歴
कैरियर	キャリア
कैरियर	キャリア
कैरियर	キャリア
कैरियर	求人
इंच	インチ
इंच	インチ
डिजिटल	デジタル
निगम	コーポレーション
आग	火事
आग	ファイア
आग	火災
चैम्पियनशिप	チャンピオンシップ
चैम्पियनशिप	選手権
शराब	アルコール
शराब	ワイン
पौधे	植物
पौधे	プラント
पौधे	植物
जमीन	ランド
जमीन	土地
जमीन	地面
जमीन	グラウンド
खाने	食べる
हाथों	両手
बाज़ार	バザール
बाज़ार	マーケット
बाज़ार	市場
बाज़ार	マーケット
आदमी	男性
आदमी	man
मस्जिद	モスク
किरदार	文字
किरदार	キャラクター
नुकसान	損失
नुकसान	喪失
नुकसान	損失
नुकसान	被害
नुकसान	ダメージ
नुकसान	損傷
नुकसान	損害
लाने	フェッチ
लाने	取得
रस	ジュース
रस	ジュース
ऑनलाइन	オンライン
सेट	集合
सेट	セット
सेट	集合
सेट	セット
भेद	区別
भेद	秘密
फोन	電話機
शक्तिशाली	パワフル
व्याकरण	文法
अवार्ड	受賞
अवार्ड	表彰
कौन	who
चिह्न	シンボル
चिह्न	記号
चिह्न	シンボル
चिह्न	記号
चिह्न	サイン
चिह्न	記号
चिह्न	署名
वर्गीकरण	分類
जोड़	加算
जोड़	加法
उड़ान	フライト
उड़ान	飛行
महासागर	大洋
महासागर	大洋
एयर	空気
एयर	航空
एयर	エア
महसूस	感じる
महसूस	feel
महसूस	フィール
अध्याय	チャプター
अध्याय	チャプター
विमानक्षेत्र	空港
दान	募金
दान	寄付
दान	募金
दान	寄付
दान	募金
दान	寄付
दान	チャリティー
दान	チャリティ
अनुपात	グラデーション
अनुपात	勾配
अनुपात	グラデーション
अनुपात	比率
विद्रोह	内乱
विद्रोह	反乱
विद्रोह	反乱
विद्रोह	反乱
कक्षा	教室
कक्षा	階級
कक्षा	クラス
कक्षा	軌道
स्नातक	卒業
स्नातक	独身
स्नातक	卒業
इंजीनियरिंग	工学
इंजीनियरिंग	エンジニアリング
मूर्ति	彫像
मूर्ति	アイドル
माइकल	ミヒャエル
माइकल	マイケル
संस्थापक	創始者
संस्थापक	開祖
इलाज	治癒
इलाज	トリート
इलाज	トリートメント
इलाज	待遇
इलाज	治療
अवधारणा	概念
अवधारणा	コンセプト
अभ्यास	練習
शाही	ロイヤル
पाकिस्तानी	パキスタン
पाकिस्तानी	パキスタン
ब्लैक	黒い
ब्लैक	ブラック
संसाधन	リソース
संसाधन	資源
संसाधन	リソース
संसाधन	資源
जीन	遺伝子
जीन	ジーン
मजबूत	強い
मजबूत	濃い
प्रोग्राम	プログラム
प्रोग्राम	演目
प्रोग्राम	プログラム
मिश्रित	ミックス
मिश्रित	混合
मिश्रित	ミキサー
निरंतर	連続
निरंतर	定数
प्रबंध	管理
पदक	メダル
व्यंजन	子音
व्यंजन	料理
परिस्थितियों	状況
परिस्थितियों	情勢
जमा	預金
जमा	デポジット
जमा	預金
स्त्री	女性
स्त्री	女性
चित्रण	描写
चित्रण	引き分け
चित्रण	ドロー
चित्रण	イラスト
यातायात	トラフィック
यातायात	交通
यातायात	輸送
यातायात	交通
सूक्ष्म	微妙
सूक्ष्म	マイクロ
हेनरी	ヘンリー
समीक्षा	レビュー
समीक्षा	レビュー
समीक्षा	審査
मोटर	モーター
कर्मचारियों	社員
हमले	攻撃
हमले	攻撃
हमले	進撃
अक्षर	音節
अक्षर	手紙
अक्षर	文字
अक्षर	性格
अक्षर	キャラクター
अक्षर	手紙
अक्षर	letter
अक्षर	レター
अक्षर	文字
अक्षर	キャラクター
कारक	要因
कारक	ファクター
कारक	因子
कारक	係数
किंगडम	王国
हिन्द	ハインド
बीज	種子
बीज	シード
बीज	種子
बीज	シード
जल्दी	クイック
जल्दी	アーリー
जल्दी	早い
घाट	ガート
घाट	フォード
यंत्र	デバイス
यंत्र	機器
यंत्र	計器
यंत्र	道具
यंत्र	楽器
यंत्र	マシン
यंत्र	マシーン
यंत्र	機械
कर्म	カルマ
कदम	step
कदम	ステップ
कदम	歩数
कदम	手順
कदम	ステップ
साथी	コンパニオン
साथी	共犯
साथी	パートナー
ऊपरी	大文字
पुस्तकों	書物
पुस्तकों	帳簿
पुस्तकों	書籍
आशा	ホープ
आशा	希望
नौ	nine
ऊँचाई	高度
ऊँचाई	身長
आकर्षण	アトラクション
आकर्षण	カリスマ
आकर्षण	チャーム
आकर्षण	魅力
आकर्षण	アトラクション
सर्वेक्षण	調査
सर्वेक्षण	アンケート
सर्वेक्षण	調査
सर्वेक्षण	アンケート
सर्वेक्षण	測量
हद	制限
हद	リミット
हद	限界
मुहम्मद	ムハンマド
स्टूडियो	スタジオ
राज्यपाल	知事
रोगियों	患者
गेंद	ボール
राजाओं	キングス
पुस्तकालय	図書館
पुस्तकालय	ライブラリ
पुस्तकालय	図書館
पुस्तकालय	ライブラリ
बॉलीवुड	ボリウッド
सिनेमा	映画
सिनेमा	シネマ
प्राणी	アニマル
प्राणी	動物
प्राणी	生き物
कर्मचारी	社員
कर्मचारी	職員
कर्मचारी	社員
काले	黒い
काले	ブラック
मंच	プラットフォーム
मंच	プラットホーム
मंच	フォーラム
प्रेरणा	モチベーション
प्रेरणा	インスピレーション
प्रेरणा	インスパイア
तीसरा	番目
तीसरा	サード
चलती	引越し
चलती	移動
तुरंत	直ちに
कृत्रिम	人工
फिल्में	映画
यात्री	乗客
यात्री	乗客
यात्री	旅客
यात्री	トラベラー
चार्ल्स	シャルル
रामायण	ラーマーヤナ
प्रगति	プログレス
प्रगति	経過
प्रगति	進捗
विद्वान	博学
विद्वान	学者
जहाज	船舶
जहाज	艦船
जहाज	船舶
