від	จาก
золотий	โกลเด้น
золотий	ทองคำ
бас	แบส
бас	แบ
бас	แบต
бас	เบส
маса	มวล
маса	ก้อน
позиція	จุดยืน
позиція	ตำแหน่ง
сама	ลำพัง
ресурси	ทรัพยากร
ресурси	ทรัพยากร
національність	ชาติพันธุ์
торгівлі	แลก
торгівлі	เทรด
торгівлі	ค้า
посади	นั่ง
конкурсу	presenters
конференції	ประชุม
море	ทะเล
факультету	คณาจารย์
факультету	คณะ
розділ	บท
розділ	ส่วน
учнів	ม่านตา
узбережжя	ชายฝั่ง
узбережжя	ฝั่ง
температура	อุณหภูมิ
температура	อุณหภูมิ
мітка	แท็ก
мітка	ป้าย
ґміна	gmina
кожна	แต่ละ
жан	ยีน
жан	จีน
жан	ฌอง
рима	คล้อง
рима	คล้องจอง
голосів	โหวต
годин	ชั่วโมง
приклад	ตัวอย่าง
приклад	ตัวอย่าง
відділ	แผนก
відділ	กรม
навчальні	สอน
ідеї	แนวคิด
американська	อเมริกัน
імператор	จักรพรรดิ
земля	earth
земля	โลก
земля	ธรณี
земля	land
земля	แลนด์
земля	ที่ดิน
земля	ดิน
асоціації	สมาคม
асоціації	สมาคม
дім	บ้าน
дім	home
дім	บาน
символ	สัญลักษณ์
аналіз	วิเคราะห์
пол	paul
пол	พอล
пол	pol
повідомлення	จดหมาย
повідомлення	ข้อความ
повідомлення	ข้อความ
структури	โครงสร้าง
структури	โครงสร้าง
інше	ต่าง
інше	อื่นๆ
громадян	ประชาชน
громадян	พลเมือง
незалежність	อิสรภาพ
незалежність	เอกราช
причому	ตัดสิน
вартість	ต้นทุน
вартість	มูลค่า
вартість	ค่า
автомобіль	รถยนต์
автомобіль	รถ
автомобіль	รถยนต์
автомобіль	พาหนะ
полі	poly
корабель	เรือ
корабель	ยาน
корабель	เรือรบ
проживання	ที่พัก
технологій	เทคโนโลยี
громад	ชุมชน
випуск	ปล่อย
бригади	กองพล
галузь	อุตสาหกรรม
установи	สถาบัน
установи	สถาบัน
бразилії	บราซิล
результат	สกอร์
результат	แต้ม
результат	คะแนน
результат	ผล
результат	ผลลัพธ์
смузі	ปั่น
упа	upa
хрест	ข้าม
хрест	กางเขน
вік	วิค
вік	อายุ
вік	ยุค
польський	polski
завершення	สมบูรณ์
завершення	ครบ
речовини	สาร
промисловість	อุตสาหกรรม
червоний	แดง
червоний	เรด
фронт	หน้า
достатньо	พอ
грі	gta
грі	gris
голів	หัว
голів	head
теми	หัวข้อ
теми	หัวข้อ
теми	ธีม
вірші	กลอน
століть	ศตวรรษ
основу	โครง
імена	ชื่อ
відповідь	ตอบ
париж	paris
париж	ปารีส
бій	ศึก
бій	รบ
бій	สงคราม
бій	ต่อสู้
бій	สู้
основна	หลัก
королівство	อาณาจักร
джеймс	james
джеймс	เจมส์
ірландії	ไอร์แลนด์
керування	ควบคุม
керування	คอนโทรล
керування	จัดการ
традиції	ประเพณี
традиції	ธรรมเนียม
традиції	ประเพณี
традиції	ธรรมเนียม
головні	หลัก
голосування	โหวต
голос	เสียง
дружини	ภริยา
майор	เมเจอร์
майор	เทศมนตรี
річок	ลำน้ำ
річок	แม่น้ำ
капітан	กัปตัน
свята	ศีล
свята	ศักดิ์สิทธิ์
вода	น้ำ
вода	นํ้า
боротьба	ดิ้นรน
боротьба	สู้
районах	ย่าน
аналізу	วิเคราะห์
регіонів	ภูมิภาค
зустрічаються	พบ
тему	หัวข้อ
тему	ธีม
центральний	เซ็นทรัล
сезони	ฤดูกาล
шотландії	สกอตแลนด์
середньої	กลาง
основний	หลัก
основний	แกน
основний	หลัก
представник	ตัวแทน
виготовлення	ผลิต
художників	ศิลปิน
містечко	town
містечко	เมือง
містечко	ทาวน์
білий	ขาว
білий	ไวท์
успішно	สำเร็จ
місяці	เดือน
створені	สร้าง
літак	อากาศยาน
насправді	จริงๆ
насправді	จริง
архітектура	สถาปัตยกรรม
таку	taku
політична	การเมือง
коло	วงกลม
легко	ง่าย
легко	ง่ายๆ
легко	ง่ายดาย
всередині	ภายใน
гроші	เงิน
служба	บริการ
зірки	ดวงดาว
зірки	ดารา
зірки	ดาว
гру	เกม
гру	เกมส์
швейцарії	สวิสเซอร์แลนด์
кожному	แต่ละ
залишити	ทิ้ง
вихід	เลิก
вихід	exodus
вихід	ทางออก
бога	อัลลอฮ์
бога	พระเจ้า
бога	อัลลอฮฺ
режим	โหมด
кілометрів	ไมลส์
кілометрів	ไมล์
шевченко	shevchenko
ділянки	บริเวณ
ділянки	พื้นที่
машина	เครื่องจักร
машина	แมชชีน
машина	เครื่อง
машина	รถยนต์
машина	รถ
бік	ด้าน
бік	ไซด์
бік	ข้าง
цифровий	ดิจิตอล
цифровий	digital
простір	พื้นที่
простір	อวกาศ
простір	space
куди	ที่ไหน
гран	ปู่ย่า
гран	grand
олена	yelena
біографія	ชีวประวัติ
тиждень	อาทิตย์
тиждень	สัปดาห์
договір	สัญญา
старий	เก่าๆ
старий	แก่
старий	เก่า
курс	หลักสูตร
курс	คอร์ส
географічне	ภูมิศาสตร์
географічне	ภูมิศาสตร์
двигун	เครื่องยนต์
остаточно	ถาวร
чорний	ดำ
зміг	สามารถ
інженер	วิศวกร
шкіл	โรงเรียน
порядок	ลำดับ
матеріал	วัสดุ
миру	สันติภาพ
миру	สันติ
миру	สันติสุข
канада	แคนาดา
поза	นอก
поза	ภายนอก
досвід	ประสบการณ์
фірми	มั่นคง
операцій	ธุรกรรม
дорога	ถนน
дорога	road
користь	ประโยชน์
цар	กษัตริย์
цар	king
цар	ราชา
цар	คิง
єпископ	บิชอป
важко	ยาก
руки	แขน
руки	มือ
місяця	เดือน
місяця	พระจันทร์
місяця	มูน
місяця	เพ็ญ
документи	เอกสาร
документи	เอกสาร
проблема	ปัญหา
температури	อุณหภูมิ
захворювання	โรค
захворювання	โรค
визнання	สารภาพ
літаків	อากาศยาน
керував	ประสาน
піренеї	pyrenees
закладів	สถาบัน
одразу	ทันที
кольори	สี
кольори	สี
кольори	สีสัน
спорт	สปอร์ต
спорт	sport
спорт	กีฬา
спорт	สปอร์ต
спорт	กีฬา
брата	น้อง
порт	พอร์ต
порт	ท่าเรือ
канал	คลอง
канал	ช่อง
бельгії	เบลเยียม
бельгії	เบลเยี่ยม
звільнення	ปล่อย
економіка	เศรษฐศาสตร์
економіка	เศรษฐกิจ
білі	ขาว
білі	ไวท์
чоловіка	ผัว
чоловіка	สามี
запропонував	เสนอ
математики	คณิตศาสตร์
математики	คณิต
математики	เลขคณิต
математики	เลข
нижня	ลด
нижня	ต่ำ
нижня	ล่าง
проектів	โครงการ
віталій	vitalis
групу	กลุ่ม
біла	biała
біла	ขาว
біла	ไวท์
кордон	ขอบ
кордон	กรอบ
кордон	ชายแดน
клубів	คลับ
клубів	สโมสร
клубів	ดอกจิก
клубів	จิก
типи	ชนิด
типи	ประเภท
тисячі	พัน
червона	แดง
червона	เรด
короткий	สั้น
короткий	สั้นๆ
короткий	เตี้ย
провулок	ซอย
провулок	ตรอก
причини	เหตุผล
причини	สาเหตุ
проводиться	การ
працівників	ลูกจ้าง
працівників	พนักงาน
євреїв	ยิว
конструкції	โครงสร้าง
метро	เมโทร
примітки	หมายเหตุ
примітки	บันทึก
примітки	โน้ต
примітки	หมายเหตุ
примітки	บันทึก
примітки	โน้ต
сад	สวน
сад	garden
сад	sade
ніч	ไนท์
ніч	ค่ำคืน
ніч	คืน
ніч	ราตรี
німецька	เยอรมัน
окупації	อาชีพ
заходи	มาตรการ
марк	marc
лікар	แพทย์
лікар	ดอกเตอร์
лікар	หมอ
лікар	แพทย์
лев	สิงโต
лев	ราชสีห์
лев	สิงห์
лев	leo
валерій	valery
валерій	valeri
валерій	valerius
довгий	ยาว
довгий	นาน
драми	ดราม่า
драми	ละคร
польоту	ฟลาย
польоту	บิน
змі	สื่อ
богородиці	เวอร์จิน
богородиці	จิ้น
слави	เกียรติยศ
реалізації	ตระหนัก
боротьбі	สู้
газ	แก๊ส
газ	ก๊าซ
газ	น้ำมัน
костел	ศาสนจักร
костел	โบสถ์
героїв	วีรบุรุษ
героїв	heroes
героїв	ฮีโร่
жінка	หญิง
жінка	หญิง
дійсно	จริงๆ
дійсно	จริง
португалії	โปรตุเกส
дочка	ลูกสาว
назад	กลับ
органи	อวัยวะ
хвороби	โรค
англійська	อังกฤษ
увійшов	ป้อน
намагався	พยายาม
мужність	กล้า
спроби	พยายาม
причиною	เพราะ
причиною	สาเหตุ
солдат	ทหาร
відкрита	เปิด
повний	เต็ม
повний	ฟู
повний	สมบูรณ์
повний	ครบ
кошти	สะสม
кошти	ต้นทุน
випуску	ปล่อย
написання	เขียน
ситуації	สถานการณ์
основою	ฐาน
основою	ฐานทัพ
загін	ทีม
загін	squad
загін	หน่วย
загін	หมู่
пройшов	ผ่าน
надалі	ยัง
народ	ประชาชน
народ	บุคคล
народ	ผู้
народ	ผู้คน
народ	คน
герої	วีรบุรุษ
герої	heroes
герої	ฮีโร่
долина	หุบเขา
леонід	leonidas
спостереження	จอภาพ
сторінок	เพจ
сторінок	หน้าที่
сторінок	หน้า
санта	ต้า
санта	santa
остання	last
остання	สุดท้าย
остання	ล่าสุด
остання	ล่าสุด
зміст	เนื้อหา
зміст	เนื้อหา
нам	นัม
нам	nam
високий	high
високий	สูง
високий	ไฮ
високий	สูง
силами	พลัง
польські	โปแลนด์
банк	ธนาคาร
банк	แบงค์
банк	แบงก์
стіни	ผนัง
стіни	กำแพง
світло	สว่าง
світло	เบา
світло	ไลท์
світло	แสง
світло	ไฟ
світло	แสง
грузії	จอร์เจีย
чехії	czechia
виграв	วอน
виграв	ชนะ
дорівнює	เท่ากับ
дорівнює	เท่ากับ
будучи	การ
федір	fedor
федір	fyodor
телебачення	โทรทัศน์
телебачення	ทีวี
мабуть	เห็นๆ
найкращі	best
японія	japan
японія	ญี่ปุ่น
зміна	แก้ไข
зміна	เปลี่ยนแปลง
зміна	เปลี่ยน
залишки	ซาก
бригада	กองพล
риб	ฟิช
риб	ปลา
підписав	เซ็น
випадків	กรณี
тетяна	tatyana
технічні	เทคนิค
метал	โลหะ
метал	เหล็ก
ситуація	สถานการณ์
будівель	ตึก
будівель	อาคาร
музичний	มิวสิค
стоїть	ยืน
середнього	เฉลี่ย
зустрічі	พบปะ
зустрічі	ประชุม
зустрічі	ประชุม
башкортостан	bashkortostan
могила	สุสาน
малий	เล็ก
малий	มาลี
маси	มวล
маси	มวลชน
птахи	นก
птахи	นก
птахи	เบิร์ด
перехід	โดด
перехід	กระโดด
китаї	จีน
міжнародна	international
міжнародна	นานาชาติ
міжнародна	สากล
функція	ฟังก์ชัน
тур	dist
тур	ทัวร์
військо	ทัพ
військо	กองทัพ
кордону	ขอบ
селяни	ชาวไร่
селяни	ชาวนา
селяни	เกษตรกร
селяни	กสิกร
селяни	ชาวไร่
селяни	ชาวนา
китай	จีน
воєводство	voivodeship
пер	ต่อ
розміри	มิติ
розміри	ขนาด
розміри	ขนาด
реформи	ปฏิรูป
дивізіон	ดิวิชั่น
зовнішні	ภายนอก
тривала	ยั่งยืน
дороги	ถนน
срібний	ซิลเวอร์
срібний	เงิน
ринок	ตลาด
столиця	พระนคร
столиця	ทุน
каталог	directory
нарешті	สุดท้าย
власний	ตนเอง
джордж	จอร์จ
фінляндії	ฟินแลนด์
династія	ราชวงศ์
хімічний	เคมีภัณฑ์
хімічний	เคมี
хорватії	โครเอเชีย
хорватії	croatia
трав	สมุนไพร
списки	รายการ
значний	สำคัญ
дисертацію	thesis
дисертацію	วิทยานิพนธ์
чоловіки	ผู้ชาย
чоловіки	men
чоловіки	ชาย
чоловіки	บุรุษ
падіння	ล้ม
падіння	หล่น
падіння	ตก
падіння	ร่วง
охорона	ยาม
охорона	รักษ์
охорона	องครักษ์
єгипту	อียิปต์
база	ฐาน
база	ฐานทัพ
ярослав	jaroslav
викладав	สอน
міжнародні	international
міжнародні	นานาชาติ
міжнародні	สากล
дія	กิจกรรม
девід	เดวิด
девід	david
мер	เทศมนตรี
мер	เมอ
взаємодії	กิริยา
взаємодії	ปฏิสัมพันธ์
взаємодії	โต้ตอบ
взаємодії	ปฏิสัมพันธ์
обидві	ทั้ง
взяти	การพา
взяти	รับ
взяти	เอา
години	ชั่วโมง
години	ชั่วโมง
простору	พื้นที่
простору	อวกาศ
простору	space
дякую	ขอบคุณ
бажання	ปรารถนา
бажання	หวัง
фортепіано	เปียนโน
інтер	inter
інтер	อินเตอร์
цикл	วัฏจักร
цикл	วงจร
цикл	รอบ
вирішення	โซลูชัน
олімпійський	โอลิมปิค
олімпійський	โอลิมปิก
огляд	สรุป
огляд	วิจารณ์
огляд	รีวิว
огляд	สำรวจ
загальне	ทั่วไป
загальне	ทั่วไป
загальне	แม่ทัพ
національну	ชาติพันธุ์
бізнес	ธุรกิจ
бізнес	กิจการ
юрія	yuriy
французька	ฝรั่งเศส
рим	โรม
каналу	ช่อง
футбол	ฟุตบอล
футбол	ฟุตบอล
околиці	ชานเมือง
спб	spb
почалося	เริ่ม
тонн	ตัน
успіх	สำเร็จ
проекти	โครงการ
українець	ยูเครน
дерево	ต้น
дерево	ต้นไม้
померла	ตาย
яні	jani
грати	เล่น
очок	ชี้
очок	แต้ม
очок	คะแนน
очок	จุด
подібні	คล้าย
актриса	actress
натомість	แทน
реакції	ปฏิกิริยา
нідерландів	เนเธอร์แลนด์
мета	วัตถุประสงค์
мета	meta
мета	วัตถุประสงค์
матір	แม่
статі	เพศ
місцевість	ภูมิประเทศ
місцевість	บริเวณ
місцевість	พื้นที่
обмеження	จำกัด
обмеження	วงเงิน
кола	วงกลม
кола	โค้ก
кола	โคเคน
кола	kola
очевидно	เห็นๆ
мир	สันติภาพ
мир	สันติ
мир	สันติสุข
ват	watt
ват	วัตต์
ват	วัด
породи	พันธุ์
данії	เดนมาร์ก
наступ	โจมตี
оцінки	คะแนน
оцінки	อันดับ
запису	เขียน
святий	นักบุญ
святий	เซนต์
святий	ศีล
святий	ศักดิ์สิทธิ์
сторін	ด้าน
сторін	ข้าง
міністерство	กระทรวง
національні	national
національні	ชาติ
могла	สามารถ
зроблено	ถ่าย
зроблено	จบ
зброя	อาวุธ
зброя	อาวุธ
зброя	ปืน
розробка	พัฒนาการ
розробка	พัฒนา
розробка	พัฒนา
розробка	ดีไซน์
розробка	ออกแบบ
розробка	ออกแบบ
крила	ปีก
музику	มิวสิค
музику	เพลง
музику	ดนตรี
техніка	วิศวกรรมศาสตร์
техніка	วิศวกรรม
техніка	เทคนิค
техніка	เครื่องจักร
дохід	รายรับ
одружений	แต่งงาน
спеціальні	พิเศษ
спеціальні	พิเศษ
іноземних	ต่างด้าว
координати	พิกัด
майкл	ไมเคิ้ล
майкл	ไมเคิล
блок	กรอบ
блок	เฟรม
блок	บล็อก
блок	บล็อค
томас	โธมัส
рослина	โรงงาน
рослина	ต้นไม้
рослина	พืช
станіслав	stanislav
станіслав	stanisław
норвегії	นอร์เวย์
являються	หย่อน
лондон	london
лондон	ลอนดอน
напрямок	ทิศทาง
групі	ย่อ
вибір	เลือก
найкраща	best
запис	เขียน
запис	บันทึก
запис	สถิติ
запис	รายการ
публікації	เรื่อง
бар	บาร์
бар	แถบ
очі	นัยน์ตา
очі	ดวงตา
очі	สายตา
очі	ตา
катерина	ekaterina
катерина	แคท
редагування	แก้ไข
мар	มาร์
мар	maher
зберігається	ออม
картина	จิตรกรรม
звідки	ที่ไหน
австрія	ออสเตรีย
молодий	ยัง
квітень	april
квітень	เมษายน
перекладач	ล่าม
донька	ลูกสาว
якість	คุณภาพ
листя	ใบไม้
батальйон	กองพัน
канаді	แคนาดา
створює	สร้าง
грає	เล่น
швеція	สวีเดน
точка	point
точка	ชี้
точка	จุด
точка	ประเด็น
басейн	สระ
басейн	pool
басейн	พูล
зменшення	จิตแพทย์
зменшення	หด
доля	ชะตา
окремо	แยก
рівняння	สมการ
рівняння	สมการ
пір	บางเบา
георгій	georgi
георгій	จอร์จ
класі	เกรด
класі	ห้องเรียน
пари	คู่รัก
пари	คู่
перемога	ชัยชนะ
одиниці	ยูนิต
одиниці	หน่วย
одиниці	ยูนิต
одиниці	หน่วย
камінь	stone
камінь	หิน
камінь	ศิลา
зробили	ทำ
стара	stara
стара	เก่าๆ
стара	แก่
стара	เก่า
ворота	เกต
ворота	เกท
англія	อังกฤษ
хвилі	คลื่น
переміг	วอน
переміг	ชนะ
угорщина	ฮังการี
кабінету	ตู้
прошу	ถาม
торонто	toronto
чикаго	ชิคาโก
чикаго	chicago
варіанти	ตัวแปร
варіанти	แปรผัน
мій	เหมือง
лист	ใบไม้
лист	จดหมาย
довжини	ยาว
вилучити	ลบ
вилучити	ลบ
закони	กฎหมาย
соціальна	สังคม
нхл	nhl
бог	อัลลอฮ์
бог	พระเจ้า
бог	อัลลอฮฺ
схема	แผนผัง
зовнішній	ภายนอก
продовження	ยืนยาว
націй	ประชาชาติ
націй	สหประชาชาติ
кампанії	แคมเปญ
кампанії	แคมเปญ
колонії	อาณานิคม
вивчав	ศึกษา
британія	อังกฤษ
викладач	คุณครู
викладач	อาจารย์
викладач	ครู
поширені	สามัญ
поширені	ทั่วไป
правда	ทรู
правда	true
правда	จริง
правда	แท้
хотів	ต้องการ
власник	owner
власник	เจ้าของ
власник	กรรมสิทธิ์
побудовано	สร้าง
поети	กวี
підтримка	สนับสนุน
підтримка	รองรับ
дослідники	สำรวจ
вогонь	ไฟ
вогонь	เพลิง
максимальна	สูงสุด
механізм	กลไก
опір	ขัดขืน
опір	ต้านทาน
опір	ขัดขืน
сторінку	เพจ
сторінку	หน้า
компаній	บริษัท
законів	กฎหมาย
головне	หลัก
знайшов	พบ
знайшов	เจอ
елемент	ธาตุ
тема	หัวข้อ
тема	ธีม
тема	หัวข้อ
морський	ประจัญบาน
морський	เรือรบ
мак	แมค
мак	mac
мак	แม็ค
мак	แมก
мак	หมาก
пошук	ค้นหา
пошук	ค้นหา
пошук	หา
пошук	ค้นหา
графство	มณฑล
графство	เปรม
терміни	เงื่อนไข
запаси	เสบียง
дівчина	แฟน
дівчина	สาว
поховання	ฝัง
рейтинг	คะแนน
туди	มี
сфери	กลม
лідер	ผู้นำ
берег	ชายฝั่ง
берег	ฝั่ง
берег	ชายฝั่ง
берег	ฝั่ง
знайдено	พบ
знайдено	เจอ
наказ	ลำดับ
зона	เขต
зона	โซน
палива	น้ำมัน
леон	ออน
травень	พฤษภาคม
повна	เต็ม
повна	ฟู
дитячий	junior
дитячий	เยาวชน
курси	หลักสูตร
курси	คอร์ส
курси	อัตรา
темно	เข้ม
темно	มืด
коштів	กองทุน
американської	อเมริกัน
вимірювання	วัด
вимірювання	สัดส่วน
насіння	seed
насіння	เมล็ด
насіння	ธัญพืช
насіння	เมล็ด
паралельно	ขนาน
думаю	คิด
посол	ทูต
спортивні	กีฬา
спортивні	สปอร์ต
спортивні	กีฬา
вересень	กันยา
вересень	กันยายน
десять	ten
десять	สิบ
похід	แคมเปญ
економічний	เศรษฐกิจ
далеко	ไกล
конкурс	ซง
конкурс	เพลง
конкурс	ประกวด
поп	ป็อป
поп	ป๊อป
поп	pop
каліфорнія	แคลิฟอร์เนีย
показує	แสดง
зелений	เขียว
установ	สถาบัน
стосунки	สัมพันธ์
інтерес	ดอกเบี้ย
інтерес	สนใจ
тиск	กดดัน
потреби	ต้องการ
потреби	ต้องการ
релігії	ศาสนา
релігії	ศาสนา
партій	ปาร์ตี้
оригінальна	ต้นฉบับ
оригінальна	ดั้งเดิม
оригінальна	เดิม
мозку	สมอง
розміщення	โพสต์
розміщення	ตำแหน่งที่ตั้ง
розміщення	ตำแหน่ง
регулювання	ระเบียบ
ліва	ซ้าย
ліва	เหลือ
випадок	กรณี
випадок	case
випадок	คดี
додаткові	ก้าวหน้า
додаткові	พิเศษ
судна	ภาชนะ
ставлення	ท่าที
ставлення	attitude
ставлення	ทัศนคติ
народи	ชนชาติ
апарат	พาหนะ
набір	กำหนด
набір	ตั้ง
луї	หลุยส์
відпочинку	leisure
відпочинку	สันทนาการ
посібник	คู่มือ
посібник	แนวทาง
посібник	ตำรา
сила	บังคับ
сила	แรง
сила	อำนาจ
сила	power
сила	พลังงาน
сила	พลัง
виставки	นิทรรศการ
роди	เผ่า
тренера	coach
тренера	โค๊ช
тренера	โค้ช
монет	เหรียญ
німці	เยอรมัน
британські	บริติช
британські	อังกฤษ
рук	มือ
телефон	โทรศัพท์
телефон	โทรศัพท์
чітко	ชัด
чилі	ชิลี
гаррі	harry
навантаження	โหลด
навантаження	จราจร
сестра	น้อง
генріх	henryk
жовтень	ตุลาคม
місії	ทูต
місії	ภารกิจ
вершини	vertices
вершини	peaks
праця	แรงงาน
праця	labour
літературна	วรรณกรรม
літературна	วรรณคดี
випромінювання	การแผ่รังสี
випромінювання	รังสี
ракети	ขีปนาวุธ
ракети	จรวด
кот	kot
червень	จูน
червень	มิถุนายน
випробування	ทดสอบ
вісім	แปด
принципи	แนวคิด
принципи	concepts
фотографії	ภาพถ่าย
фотографії	รูปภาพ
фотографії	ภาพถ่าย
глава	บท
ліс	ป่า
ліс	ฟอเรส
ліс	ฟอเรสต์
вчених	บัณฑิต
гурти	วง
приклади	ตัวอย่าง
зал	โถง
зал	ฮอล
зал	ฮอลล์
присвячена	ตำรา
одяг	เสื้อผ้า
одяг	เสื้อผ้า
зверху	ท็อป
акції	แชร์
акції	หุ้น
харчування	อาหาร
якийсь	บาง
якийсь	บ้าง
присутні	ปัจจุบัน
чорна	beluga
чорна	nigra
чорна	ดำ
розроблений	พัฒนา
знайдені	พบ
знайдені	เจอ
написано	เขียน
тривалий	ก้าวหน้า
додати	เพิ่ม
сфера	กลม
знаю	รู้
знаю	ทราบ
кров	โลหิต
кров	เลือด
герцог	ดุ๊ค
герцог	ดุค
герцог	ดุก
герцог	ดุ๊ก
січень	มกราคม
американські	อเมริกัน
центри	ห้าง
послуги	บริการ
клітини	เซลล์
проф	prof
двоє	สอง
двоє	two
технологія	วิทยาการ
технологія	เทคโนโลยี
планування	วางแผน
формат	ฟอร์แมต
папа	โป๊ป
вмс	นาวิก
софія	sophie
софія	โซเฟีย
визначити	กำหนด
визначити	นิยาม
польська	โปแลนด์
зростає	เติบโต
грудень	ธันวาคม
грудень	ธันวา
моделей	รุ่น
частка	อนุภาค
частка	เศษส่วน
напис	ป้าย
автоматично	อัตโนมัติ
автоматично	auto
підтримує	สนับสนุน
підтримує	รองรับ
березень	มีนาคม
березень	มาร์ช
березень	march
обличчя	ใบหน้า
обличчя	ใบหน้า
обличчя	หน้า
обличчя	หน้าตา
обличчя	face
сторіччя	ศตวรรษ
зразок	ตัวอย่าง
зразок	ชอบ
зразок	เหมือน
зразок	แบบ
зразок	ถูกใจ
зразок	ไลค์
зразок	อย่าง
концерт	concert
концерт	คอนเสิร์ต
зазнав	ทรมาน
зазнав	ประสบ
технічний	เทคนิค
золото	ทอง
золото	โกลด์
золото	ทองคำ
шляхи	วิธี
шляхи	วิถี
липень	กรกฎาคม
берега	ชายฝั่ง
берега	ฝั่ง
співробітників	ลูกจ้าง
співробітників	พนักงาน
росте	โต
росте	เติบโต
пан	บัง
пан	pang
пан	แพน
аргентини	อาร์เจนตินา
аргентини	อาร์เจนตินา
прямо	ตรง
храми	โบสถ์
храми	วัด
написати	เขียน
марки	แสตมป์
зустріч	นัด
зустріч	พบปะ
зустріч	ประชุม
жити	สด
коледж	วิทยาลัย
коледж	มหาวิทยาลัย
валентина	วาเลนไทน์
покарання	ลงโทษ
становище	สถานการณ์
звичайний	ทั่วไป
звичайний	ธรรมดา
звичайний	ปรกติ
звичайний	ปกติ
звичайний	ปรกติ
звичайний	ธรรมดา
звичайний	ปกติ
бачу	เห็น
бачу	ดู
фірма	มั่นคง
продукти	ของชำ
продукти	สินค้า
продукти	ผลิตภัณฑ์
ріки	ลำน้ำ
ріки	แม่น้ำ
племен	เผ่า
волосся	ขน
волосся	เส้นผม
шкіри	ผิวหนัง
шкіри	ผิว
шкіри	skin
лабораторії	แล็ป
лабораторії	แล็บ
лабораторії	แลป
перу	เป
перу	เปรู
перу	เปเป
фортеця	ป้อม
фортеця	ปราการ
філософ	ปรัชญา
суспільство	สังคม
рис	ข้าว
допомогти	ช่วย
громадського	สาธารณชน
громадського	public
громадського	สาธารณะ
церков	โบสถ์
виставка	นิทรรศการ
рейн	rhein
виявляється	เห็นๆ
районної	ภูมิภาค
критерії	เกณฑ์
європейський	ยุโรป
пристрій	อุปกรณ์
пристрій	ไดรฟ์
пристрій	ไดร์ฟ
зірка	ดวงดาว
зірка	ดารา
зірка	ดาว
половина	ครึ่ง
пітер	peter
обсяг	ขอบเขต
прес	สื่อ
прес	กด
ділянка	บริเวณ
ділянка	พื้นที่
інструменти	เอนกประสงค์
інструменти	อรรถประโยชน์
інструменти	สาธารณูปโภค
вироби	สินค้า
вироби	ผลิตภัณฑ์
високі	high
високі	สูง
високі	ไฮ
підрозділ	วรรค
обертання	หมุน
греція	กรีซ
мексики	เม็กซิโก
зборів	สมัชชา
посилань	ลิงก์
рона	rona
живлення	อำนาจ
живлення	power
живлення	พลังงาน
живлення	พลัง
старі	เก่าๆ
старі	แก่
старі	เก่า
короткі	สั้น
короткі	สั้นๆ
короткі	เตี้ย
кореї	เกาหลี
нквс	nkvd
сказати	กล่าว
сказати	พูด
епізод	episode
епізод	ตอน
областях	ภูมิภาค
формула	นมผง
формула	สูตร
останнє	last
останнє	สุดท้าย
останнє	ล่าสุด
арбітр	กรรมการ
раунд	กลม
раунд	กลมๆ
раунд	รอบ
ізраїлю	อิสราเอล
надія	โฮป
надія	หวัง
серця	หัวใจ
кислоти	กรด
таксі	taxi
таксі	แท็กซี่
золоті	golden
золоті	โกลเด้น
золоті	ทองคำ
золоті	ทอง
золоті	โกลด์
золоті	ทองคำ
російську	รัสเซีย
днк	dna
днк	ดีเอ็นเอ
критики	วิจารณ์
блокування	ล็อก
блокування	ล็อค
блокування	บล็อก
класи	เกรด
класи	ห้องเรียน
класи	คลาส
культурний	วัฒนธรรม
встановити	กำหนด
встановити	ตั้ง
листопад	พฤศจิกายน
центрів	ศูนย์
тижнів	อาทิตย์
тижнів	สัปดาห์
австралія	australia
австралія	ออสเตรเลีย
припинення	สังหาร
припинення	ฆ่า
припинення	ฆ่า
французькою	ฝรั่งเศส
явища	ปรากฏการณ์
доріг	ทางหลวง
доріг	ถนน
двигуни	เครื่องยนต์
вежі	หอคอย
підсумок	สรุป
прізвисько	ฉายา
враження	ประสบการณ์
нідерланди	เนเธอร์แลนด์
сцени	ฉาก
адреси	ตำแหน่งที่ตั้ง
носії	สื่อ
полювання	ล่า
полювання	ฮันท์
мовлення	สุนทรพจน์
дизайн	ดีไซน์
дизайн	ออกแบบ
додому	บ้าน
додому	home
додому	บาน
лук	กราบ
лук	ธนู
лук	นู๋
лук	โบว์
скульптури	ประติมากรรม
змінити	แก้ไข
змінити	แก้ไข
змінити	เปลี่ยนแปลง
змінити	เปลี่ยน
стенлі	สแตนลีย์
священик	นักบวช
змогли	สามารถ
шосе	ทางด่วน
шосе	ทางด่วน
шосе	ทางหลวง
шосе	ไฮเวย์
відображення	แมป
відображення	แสดง
губернія	governorate
циклу	ลูป
циклу	วน
вежа	หอคอย
вежа	ทาวเวอร์
вежа	หอ
частинок	อนุภาค
єпископа	บิชอป
асоціація	สมาคม
розробив	ออกแบบ
сена	sena
сюжет	เรื่อง
драма	ดราม่า
драма	ละคร
католицька	คาทอลิก
зауваження	หมายเหตุ
зауваження	บันทึก
зауваження	โน้ต
зауваження	สังเกต
зауваження	สังเกตุ
погляд	มอง
погляд	ดู
мас	mas
віра	ศรัทธา
віра	vira
повернути	เลี้ยว
повернути	หัน
повернути	พลิก
повернути	เปิด
повернути	หมุน
стрічки	ฟีด
стрічки	เทป
