dôchodok	บำนาญ
múdrosť	ปัญญา
múdrosť	ภูมิปัญญา
atd	ฯลฯ
atd	etc
krvou	โลหิต
krvou	เลือด
dakujem	ขอบคุณ
nútená	บังคับ
popol	แอช
jed	พิษ
jed	พิษ
liečenie	รักษา
loc	loc
morská	ทะเล
zvláštna	แปลก
denníky	วารสาร
denníky	ไดอารี่
kľdr	dprk
gramov	กรัม
pixelov	พิกเซล
pomalé	ชะลอ
pomalé	ช้า
pomalé	ช้าๆ
fotoaparát	กล้อง
reálny	real
reálny	จริง
hrudníka	อก
hrudníka	หน้าอก
hrudníka	หีบ
prispôsobené	serum
autom	รถยนต์
autom	รถ
účtov	บัญชี
profilu	โปรไฟล์
rias	สาหร่าย
nfpa	nfpa
gang	แก๊ง
tunelov	อุโมงค์
ružová	pink
ružová	ชมพู
ružová	สีชมพู
želanie	ปรารถนา
želanie	หวัง
solo	เดี่ยว
springs	สปริง
springs	น้ำพุ
stratený	หลง
stratený	แพ้
stratený	เสีย
britániu	อังกฤษ
ovzdušia	แอร์
ovzdušia	อากาศ
ovzdušia	air
myslieť	คิด
kladivo	ค้อน
oranžová	ส้ม
oranžová	อำพัน
sústredené	กึ่งกลาง
sústredené	กึ่งกลาง
volkov	volkov
por	por
nadviazať	ดำรง
povodne	อุทกภัย
pohlavie	เพศ
pohlavie	เพศ
pohlavie	เพศ
pohlavie	เซ็กซ์
pohlavie	sex
verš	กลอน
verš	ท่อน
ciconia	ciconia
nátlak	กดดัน
nátlak	บังคับ
oddelene	แยก
mobilný	mobile
hosťom	แขก
skončiť	เลิก
skončiť	จบ
skončiť	end
skončiť	ยุติ
luca	luca
slávna	ดัง
vlasov	ขน
vlasov	เส้นผม
pečate	ผนึก
drahé	แพงๆ
drahé	แพง
rytiera	ไนท์
rytiera	อัศวิน
diamant	diamond
diamant	ไดมอนด์
diamant	เพชร
parc	parc
tadeusz	tadeusz
pridaný	เพิ่ม
morálky	จริยธรรม
kukurica	ข้าวโพด
kukurica	ข้าวโพด
dospelý	ผู้ใหญ่
dospelý	ผู้ใหญ่
stratená	หลง
stratená	แพ้
stratená	เสีย
roly	บทบาท
ars	ars
bukurešti	บูคาเรสต์
abstraktné	นามธรรม
mcdonald	mcdonald
prázdniny	holiday
francúzština	ฝรั่งเศส
gubernia	governorate
sql	sql
náročný	ท้าทาย
potvrdiť	ยืนยัน
chirurg	ศัลยแพทย์
wish	หวัง
pier	ปาก
pier	ท่าเรือ
štipendium	ทุน
pravopis	สะกด
zemiaky	potato
puzdro	ปลอก
puzdro	sleeve
puzdro	ฝัก
rešpekt	เคารพ
rešpekt	นับถือ
michelle	michelle
nsdap	nsdap
víťazstvu	ชัยชนะ
messerschmitt	messerschmitt
prezidentov	ประธานาธิบดี
burns	เบิร์น
boom	ตูม
boom	บูม
lopty	ลูกบอล
lopty	ลูกบอล
lopty	บอล
plan	แพ็คเกจ
plan	วางแผน
plan	แผน
mao	เหมา
oslavu	ฉลอง
podpísaný	เซ็น
vianočný	คริสต์มาส
špecifická	เจาะจง
nočná	ไนท์
nočná	ค่ำคืน
nočná	คืน
nočná	ราตรี
reklamu	โฆษณา
použite	ใช้
supa	supa
zábava	สนุก
zábava	สนุกสนาน
zábava	บันเทิง
kunst	kunst
verný	ซื่อสัตย์
verný	ภักดี
verný	ศรัทธา
doľava	ซ้าย
doľava	เหลือ
kodani	โคเปนเฮเกน
zberateľ	สะสม
lovec	hunter
padá	น้ำตก
padá	ฟอลส์
milosti	พระคุณ
manuálna	คู่มือ
náboženstiev	ศาสนา
odpad	เปลือง
odpad	ขยะ
odpovedať	ตอบ
odpovedať	โต้ตอบ
odpovedať	rsvp
meta	meta
hendrik	hendrik
hotely	โรงแรม
dolby	dolby
pekné	สวย
ustanovenie	ตำหนัก
ustanovenie	สถาปนา
ustanovenie	ชีพ
nenávisť	เกลียด
ventil	วาล์ว
vykonanie	ประหาร
relevantné	เกี่ยวข้อง
hlasovalo	โหวต
kužeľ	กรวย
kužeľ	โคน
čítania	อ่าน
torres	ทอร์เรส
modelky	รุ่น
svit	แสงจันทร์
hartberg	hartberg
lístok	ตั๋ว
lístok	ใบสั่ง
lístok	บัตร
bojisku	สนามรบ
roztoky	โซลูชัน
photo	รูป
photo	ภาพถ่าย
photo	รูปภาพ
fidži	ฟิจิ
ukrajinu	ยูเครน
sucha	แล้ง
chcelo	ต้องการ
genetika	พันธุกรรม
genetika	กรรมพันธุ์
volvo	volvo
pál	pál
ego	อัตตา
györgy	györgy
wikipedias	wikipedias
mammalia	mammalia
rovnováha	สมดุล
rovnováha	สมดุล
neúspech	ขัดข้อง
support	สนับสนุน
support	รองรับ
merlin	เมอร์ลิน
vírusy	ไวรัส
vírusy	ไวรัส
pripadne	น้ำตก
pripadne	ฟอลส์
disciplínu	วินัย
istanbule	อิสตันบูล
baseball	เบสบอล
gpu	gpu
marine	นาวิก
batman	batman
palm	palm
palm	ฝ่ามือ
palm	ปาล์ม
slogan	สโลแกน
slogan	slogan
motýle	ผีเสื้อ
gaulle	โกล
bee	บี
bee	ผึ้ง
hawk	เหยี่ยว
sväté	ศีล
sväté	ศักดิ์สิทธิ์
eduardo	eduardo
demokratických	ประชาธิปไตย
podsvetí	ยมโลก
komplexná	ครอบคลุม
ideál	อุดมคติ
plat	จ่าย
plat	ชำระ
rfc	rfc
hunter	hunter
teta	ป้า
teta	ป้า
teta	น้า
rezerváciu	จอง
realitu	เรียลลิตี้
lopez	lopez
lopez	โลเปซ
príručky	คู่มือ
podpísať	ป้าย
podpísať	ลงชื่อ
podpísať	เซ็น
avec	avec
unikátny	เอกลักษณ์
zisky	กำไร
zisky	กำไร
zdravý	สุขภาพ
mód	โหมด
krems	krems
kompletná	สมบูรณ์
kompletná	ครบ
mika	ไมค์
seki	seki
uhlov	มุม
navrhnúť	แนะนำ
navrhnúť	ดีไซน์
navrhnúť	ออกแบบ
wittenbergu	wittenberg
etc	ฯลฯ
etc	etc
absolvent	บัณฑิต
tisa	tisza
plavidiel	เส้นเลือด
mrak	เมฆ
segunda	segunda
casa	casa
stabilný	คงที่
stabilný	นิ่ง
stabilný	มั่นคง
stabilný	เสถียรภาพ
stabilný	มั่นคง
vápenec	หินปูน
sťahovanie	ดาวน์โหลด
sťahovanie	ดาวน์โหลด
hormónov	ฮอร์โมน
atómové	อะตอม
atómové	ปรมาณู
lekárka	ดอกเตอร์
lekárka	หมอ
lekárka	แพทย์
cyklov	วงจร
viazaná	ปม
viazaná	ผูกพัน
viazaná	มัด
vlhkosti	ความชื้น
univerzálny	universal
univerzálny	สากล
dlh	หนี้
odhaliť	เผย
odhaliť	เปิดโปง
bsd	bsd
tanečnica	dancer
spn	spn
kong	ฮ่องกง
počítať	จำนวนนับ
počítať	นับ
bezpečné	เซฟ
bezpečné	ปลอดภัย
bezpečné	ปลอดภัย
quartier	quartier
preco	ทำไม
tanečný	เต้นรำ
tanečný	เต้น
vlhké	ชื้น
vlhké	เปียก
vlhké	ชื้น
dokumentácie	เอกสาร
cap	หมวก
cap	cap
curtis	ติส
štvorcový	ตาราง
holmes	โฮล์มส์
holmes	โฮล์ม
prítomná	ปัจจุบัน
izolované	ฉนวน
izolované	แยก
opustené	ร้าง
opustené	ร้าง
kvapalný	ของเหลว
kvapalný	เหลว
perie	ขน
perie	บางเบา
neuilly	neuilly
priazeň	เอาใจ
priazeň	บุญ
priazeň	โปรดปราน
sándor	sándor
rovnováhu	สมดุล
viniča	องุ่น
daj	วาง
daj	ใส่
daj	มอบ
daj	ให้
kábel	เคเบิล
kábel	เคเบิ้ล
kábel	เบิ้ล
identifikáciu	ระบุ
valentín	วาเลนไทน์
chuti	รส
chuti	ชิม
chuti	รสนิยม
chuti	รสชาติ
stratégiu	ยุทธศาสตร์
stratégiu	กลยุทธ์
stratégiu	ยุทธวิธี
obdĺžnik	สี่เหลี่ยม
pohyblivé	movable
bazén	สระ
bazén	pool
bazén	พูล
záťaž	ภาระ
regulácie	ระเบียบ
cornelis	cornelis
lucy	lucy
neutrálny	ฉนวน
experimentu	ทดลอง
zeleniny	ผัก
pätnástich	fifteen
zub	ฟัน
predpis	ระเบียบ
tottenham	tottenham
zlepšuje	ปรับปรุง
expo	expo
enzýmy	เอนไซม์
účinný	ประสิทธิ์
účinný	ประสิทธิผล
pokrytie	ปก
pokrytie	cover
pokrytie	ปกปิด
absolútnu	ค่าสัมบูรณ์
absolútnu	สัมบูรณ์
nekonečne	อนันต์
rev	คำราม
iľjič	ilyich
atlantický	แอตแลนติก
ostať	อยู่
úzka	แคบ
geografický	ภูมิศาสตร์
geografický	ภูมิศาสตร์
spustený	กระตุ้น
geografická	ภูมิศาสตร์
geografická	ภูมิศาสตร์
kremík	ซิลิคอน
riadkov	แถว
riadkov	เส้น
riadkov	บรรทัด
potenciálu	ศักยภาพ
thajsku	ไทย
thajsku	thailand
thajsku	ประเทศไทย
prúde	แกว่ง
prúde	สวิง
prúde	เหวี่ยง
pobrežných	ชายฝั่ง
sung	ซอง
sung	ซุง
derek	เดเร็ก
derek	เดเรก
jet	เจ็ต
ujsť	หนี
snímač	เซ็นเซอร์
zjavenie	นิมิต
úver	credit
úver	เครดิต
preskúmať	วิจารณ์
preskúmať	รีวิว
preskúmať	สำรวจ
rossi	รอสซี่
vidieka	ชนบท
proteín	โปรตีน
gesellschaft	gesellschaft
triumf	triumph
zvyk	นิสัย
snow	หิมะ
jordánsko	จอร์แดน
jordánsko	jordan
skladu	โกดัง
strelca	นักกีฬา
strelca	มือปืน
aplikácii	แอป
aplikácii	แอพ
demografia	ประชากรศาสตร์
demografia	demography
prokurátor	โจทก์
prokurátor	อัยการ
tlačidlo	กระดุม
tlačidlo	ปุ่ม
skús	ลอง
église	église
holy	ฮอล
fontány	น้ำพุ
fontány	น้ำพุ
tuberkulózu	วัณโรค
nohu	เท้า
nohu	ตีน
nohu	ขา
zasadnutie	เซสชั่น
zasadnutie	เซสชัน
zasadnutie	พบปะ
zasadnutie	ประชุม
etické	จริยธรรม
etické	จริยธรรม
videla	เห็น
zdravotníctvo	อนามัย
zdravotníctvo	health
zdravotníctvo	สุขภาพ
odvahu	กล้า
diamanty	เพชร
hada	งู
civilizácia	อารยธรรม
din	din
din	ดิน
utorok	อังคาร
fobos	phobos
preprava	ขนส่ง
preprava	ขนส่ง
vaux	vaux
mame	mame
mame	แม่
kačica	เป็ด
duchov	ผี
laná	เชือก
benzín	น้ำมัน
benzín	เบนซิน
benzín	น้ำมัน
aktíva	ทรัพย์สิน
aktíva	สินทรัพย์
aktíva	สินทรัพย์
nohe	ขา
zoskupení	คลัสเตอร์
dediča	ทายาท
blu	blu
blu	บลู
raw	ดิบ
raw	ดิบๆ
raw	raw
mafia	มาเฟีย
mafia	มาเฟีย
iva	iva
jazdiť	ขี่
jazdiť	ขี่
jazdiť	ไดรฟ์
jazdiť	ไดร์ฟ
zničení	ทำลาย
zničení	บั่นทอน
poštových	ไปรษณีย์
výťah	ยก
výťah	ลิฟท์
terapia	บำบัด
populáciu	ประชากร
urobené	จบ
schválená	อนุมัติ
solárne	สุริยะ
solárne	สุ
kocky	เต๋า
kocky	ลูกเต๋า
izraelských	อิสราเอล
vodičov	ไดรเวอร์
kyselinu	กรด
total	รวม
total	ทั้งหมด
hormón	ฮอร์โมน
dac	dac
zaťaženia	โหลด
spustiť	เริ่ม
spustiť	ประหาร
spustiť	วิ่ง
spustiť	รัน
spustiť	หนี
obklopujú	ล้อม
zhoda	แมตช์
veľryby	วาฬ
veľryby	ปลาวาฬ
veľryby	วาฬ
veľryby	ปลาวาฬ
burton	burton
dubaj	dubai
dubaj	ดูไบ
civilného	พลเรือน
čerpá	วาด
dodatok	ผนวก
dodatok	ไส้ติ่ง
dodatok	ผนวก
stavebníctvo	ก่อสร้าง
pakistane	ปากีสถาน
trump	ทรัมพ์
trump	ทรัมป์
trump	ทรัม
trump	trump
duke	ดุ๊ค
duke	ดุค
duke	ดุก
duke	ดุ๊ก
balík	แพ็คเกจ
vybraná	เลือก
xviii	xviii
semien	ธัญพืช
semien	เมล็ด
kompromis	ประนีประนอม
nervy	ประสาท
automatický	อัตโนมัติ
automatický	auto
automatický	อัตโนมัติ
priblíženie	เข้าหา
priblíženie	ขยาย
priblíženie	ซูม
nevesta	bride
xxx	xxx
vápnika	แคลเซียม
príležitostí	โอกาส
čip	ชิพ
čip	ชิป
prístupy	ทัศนคติ
paradise	พาราไดซ์
paradise	สวรรค์
paradise	พาราไดส์
pneumatiky	ยาง
pneumatiky	ยาง
pet	pet
vela	มากมาย
vela	หลาย
vela	vela
kúsky	ท่อน
kúsky	บิต
kúsky	ชิ้น
krieda	ชอล์ค
krieda	ชอล์ก
ahojte	สวัสดี
ahojte	hello
draka	มังกร
draka	dragon
čln	เรือ
opísať	บรรยาย
opísať	อธิบาย
alb	alb
násobok	หลายๆ
násobok	หลาย
dotyk	touch
dotyk	แตะ
dotyk	ทัช
dotyk	สัมผัส
spokojný	พอใจ
vlakom	รถไฟ
havária	อุบัติเหตุ
havária	คว่ำ
havária	ตก
predstavovať	โพส
predstavovať	ท่า
rtecs	rtecs
fih	fih
société	société
uplatniť	สมัคร
aplikovať	สมัคร
riaditeľstvo	directorate
kontext	บริบท
blokovanie	บล็อก
blokovanie	บล็อก
blokovanie	บล็อค
sans	sans
farebná	สี
krokodíl	จระเข้
autorita	อำนาจ
vienna	เวียนนา
kia	เกียด
kia	เกีย
opatrenie	วัด
opatrenie	สัดส่วน
prepojenia	ลิงก์
mariano	mariano
klin	สลิ่ม
klin	ลิ่ม
rán	แผล
rán	บาดแผล
göteborg	göteborg
prístavov	พอร์ต
jarná	spring
jarná	สปริง
farme	farm
farme	ไร่
farme	ฟาร์ม
zločinu	อาชญากรรม
metánu	มีเทน
virtuálna	เสมือน
vpn	vpn
rpg	rpg
samospráva	เทศบาล
smile	ยิ้ม
smile	smile
nirvana	นิพพาน
produkovať	ผลิต
úmysel	เจตนา
gsm	gsm
skrytá	ซ่อน
požadované	ร้องขอ
skor	ต้น
tenká	บาง
tenká	ผอม
tenká	บางๆ
argentínska	อาร์เจนตินา
mechanizmov	กลไก
pars	pars
fajn	สบาย
nam	นัม
nam	nam
han	ฮาน
han	ฮัน
han	ฮั่น
žid	ยิว
žid	ยิว
rsfsr	rsfsr
rozoznať	จำ
syr	ชีส
syr	cheese
označovanie	แท็ก
kung	kung
plátno	canvas
plátno	ผ้าใบ
stadio	stadio
chili	พริก
washingtonu	วอชิงตัน
tendencia	trend
rozptyl	แปรผัน
rozptyl	ลวดลาย
výhoda	ประโยชน์
cima	cima
balkán	balkan
konto	บัญชี
verím	เชื่อ
verím	ศรัทธา
svetlý	สดใส
svetlý	สว่าง
hrobke	สุสาน
konžská	คองโก
konžská	คองโก
tao	เต๋า
tao	เต่า
tao	เทา
tao	tao
absolútny	ค่าสัมบูรณ์
absolútny	สัมบูรณ์
zábavu	บันเทิง
riečna	แม่น้ำ
hladké	เรียบ
zelenina	ผัก
rúry	ท่อ
hodinky	นาฬิกา
hodinky	ชม
hodinky	ดู
hodinky	นาฬิกา
rivière	rivière
rush	รัช
rush	รัส
syntetizátory	synthesizers
viažu	เชื่อม
cité	cité
bratranec	ญาติ
umelkyňa	ศิลปิน
umelkyňa	จิตรกร
zúčastnené	เกี่ยวข้อง
billa	บิล
billa	bill
trhov	ตลาด
múdry	ฉลาด
múdry	ฉลาด
múdry	ฉลาด
kai	kai
kai	ไค
festivalov	เทศกาล
iniciatíva	ริเริ่ม
iniciatíva	initiative
svetlé	สดใส
svetlé	สว่าง
previesť	แปลง
pódiu	แท่น
sec	วินาที
sec	sec
telekomunikácie	โทรคมนาคม
telekomunikácie	โทรคมนาคม
hubble	ฮับเบิล
duševného	ปัญญา
administratívny	เสมียน
administratívny	ธุรการ
dante	dante
pištoľ	ปืน
oslava	ฉลอง
oslava	พรรค
oslava	ปาร์ตี้
oslava	ฉลอง
springfield	สปริงฟิลด์
svadby	แต่งงาน
svadby	แต่ง
obvyklé	ปกติ
rešpektovať	นับถือ
rešpektovať	เคารพ
rešpektovať	นับถือ
skrýva	ซ่อน
burza	แลก
sfm	sfm
fialová	ม่วง
fialová	ไวโอเล็ต
materské	คลอด
lokomotívy	locomotives
amr	amr
fosfor	ฟอสฟอรัส
goran	goran
námietky	ค้าน
námietky	คัดค้าน
hady	งู
sloveso	กริยา
senior	อาวุโส
senior	senior
vymeniť	สลับ
sympatie	เห็นใจ
marcu	มีนาคม
marcu	มาร์ช
marcu	march
splnené	พอใจ
utrpenia	ทรมาน
sporná	พิพาท
athlon	athlon
miloval	รัก
facebooku	facebook
kôš	ตะกร้า
kôš	บิน
kôš	ถาด
kôš	ขยะ
zelenú	เขียว
reserve	จอง
túžbu	ปรารถนา
túžbu	ปรารถนา
plameň	ไฟ
nadanie	พรสวรรค์
nadanie	พรสวรรค์
prekvapenie	เซอร์ไพรส์
zástavy	แบนเนอร์
zástavy	ธงชาติ
zástavy	flags
zástavy	ธง
dakar	ดาการ์
koreňov	รากฐาน
koreňov	ราก
fun	สนุก
fun	สนุกสนาน
mediálne	สื่อ
zásoba	สต๊อก
zásoba	หุ้น
warcraft	warcraft
paraná	paraná
hriech	บาป
diktatúry	เผด็จการ
ipod	ipod
mak	หมาก
depresia	หดหู่
poštová	ไปรษณีย์
legálne	กฎหมาย
reťazce	โซ่
islamský	อิสลาม
súhlasiť	ยินยอม
oprávnenie	สิทธิ์
oprávnenie	หมาย
islamského	อิสลาม
gore	กอร์
prispieť	บริจาค
opengl	opengl
lesk	ประกาย
lesk	ส่อง
bostone	บอสตัน
bostone	boston
sťahovania	ดาวน์โหลด
hoc	hoc
grenoble	grenoble
cudzí	ต่างด้าว
kapitolu	บท
ati	ati
aplikáciu	แอป
aplikáciu	แอพ
obličiek	ไต
obličiek	ไต
zajtra	พรุ่ง
cenzúra	เซ็นเซอร์
úderov	จังหวะ
úderov	beats
palo	ปาโล
palo	พาโล
mpa	mpa
biznis	ธุรกิจ
biznis	กิจการ
zapojené	เกี่ยวข้อง
zapojené	หมั้น
hviezdny	ดาวฤกษ์
hviezdny	ดวงดาว
hviezdny	ดารา
hviezdny	ดาว
jacksona	แจ็กสัน
hidalgo	hidalgo
člny	เรือ
chu	chu
pekla	นรก
ever	เคย
zabezpečené	ปลอดภัย
stručné	กระชับ
vic	วิค
šestnásť	sixteen
holding	ถือ
holding	อุ้ม
kľúče	กุญแจ
zablokovať	บล็อก
zablokovať	บล็อค
doplnkové	เสริม
chovanie	พฤติกรรม
chovanie	พฤติกรรม
vtáka	จู๋
vtáka	นก
vtáka	เบิร์ด
hraničné	ขอบ
hraničné	กรอบ
hraničné	ชายแดน
spadol	เผลอ
stabilita	เสถียรภาพ
sladké	หวานๆ
sladké	หวาน
islamskej	อิสลาม
správnosť	แม่นยำ
monaco	โมนาโก
propagandy	โฆษณาชวนเชื่อ
opustený	ร้าง
opustený	เหงา
opustený	ร้าง
účinne	ประสิทธิ์
účinne	ประสิทธิผล
obilie	ธัญพืช
obilie	เมล็ด
afc	afc
rebrá	ซี่โครง
mcmillan	mcmillan
schody	บันได
boba	บ็อบ
plutvy	fin
daňové	ภาษี
ocenené	มูลค่า
ocenené	ชื่นชม
ocenené	ซาบซึ้ง
ipa	ipa
hcl	hcl
dym	ควัน
trubice	ท่อ
trubice	หลอด
náhodný	มั่ว
náhodný	สุ่ม
kupola	โดม
ružový	pink
ružový	ชมพู
ružový	สีชมพู
fosforu	ฟอสฟอรัส
posvätné	ศักดิ์สิทธิ์
kamarát	บัดดี้
kamarát	friend
kamarát	เพื่อน
nesprávny	ธรรม
nesprávny	ผิด
užívanie	การพา
škvrna	คราบ
škvrna	เบลอ
lea	lea
lea	สิงห์
lea	leo
valentine	วาเลนไทน์
absolutizmu	absolutism
bahna	โคลน
sylvia	sylvia
sylvia	ซิลเวีย
tyče	บาร์
tyče	แท่ง
tyče	แท่ง
josip	josip
vlastníkov	เจ้าของ
zach	แซบ
zach	แซ
zach	แซก
zach	แซค
pestovať	ฝึกฝน
pestovať	เติบโต
pestovať	ปลูก
jablko	แอปเปิล
jablko	apple
schránky	คลิปบอร์ด
stafford	stafford
sova	ฮูก
limitovaná	จำกัด
chronická	เรื้อรัง
oku	ดวงตา
oku	สายตา
oku	ตา
oranžové	ส้ม
bubon	กลอง
directx	directx
odpočinok	พัก
sao	sao
záchranné	กู้ภัย
syntax	ไวยากรณ์
obidvaja	ทั้ง
informuje	แจ้ง
jedovatý	พิษ
hotové	จบ
argumentov	อาร์กิวเมนต์
ovplyvňovať	อิทธิพล
cvičenie	สว่าน
zamestnávateľ	นายจ้าง
striktne	เคร่งครัด
močiare	fens
obyčajné	ธรรมดา
obyčajné	สามัญ
obyčajné	ธรรมดา
