contactul	контакт
wallace	волис
wallace	валас
wallace	волас
monarh	монарх
beethoven	бетовен
ploaie	дожд
islamului	ислам
islamului	исламот
bremen	бремен
zagora	загора
artificial	вештачки
artificial	вештачки
artificial	вештачка
solara	соларна
solara	соларни
solara	сончева
disponibila	достапно
disponibila	достапни
disponibila	достапен
disponibila	достапна
disponibila	достапно
disponibila	достапни
disponibila	достапен
disponibila	достапна
reprezentative	претставничка
reprezentative	претставник
reprezentative	преставник
marino	марино
fetele	девојчиња
fetele	девојки
primita	примен
primita	добиени
primita	доби
primita	примена
primita	примиле
guvernat	управуван
strategia	стратегија
transmise	пренослива
culmea	риџ
identice	идентични
identice	идентичен
fotografia	фотографија
fotografia	фотографијата
fotografia	фото
fotografia	фотографија
fotografia	фотографирање
fotografia	photography
locuite	населено
locuite	населен
albrecht	албрехт
aia	тоа
aia	дека
separarea	одвојување
separarea	раздвојување
separarea	разделба
separarea	разделување
datoria	должност
datoria	должноста
interpretari	толкувања
scrisoarea	писмо
scrisoarea	буква
eroul	херој
eroul	јунак
aviatiei	воздухопловство
aviatiei	авијација
rupt	скршен
rupt	скршена
rupt	прекршени
rupt	скршено
rupt	скршени
rupt	растргнат
rupt	искината
rupt	искинати
integrate	интегриран
integrate	интегрирано
integrate	интегрирани
integrate	интегрирана
panama	панама
nancy	ненси
comisie	провизија
comisie	комисија
reveni	врати
westfalia	вестфалија
arkansas	арканзас
sinteza	синтеза
sinteza	синтеза
aripa	крило
aripa	крило
cauzele	предизвикува
graz	грац
veniturile	приход
veniturile	приходи
veniturile	приход
veniturile	приходи
veniturile	примања
atomic	атомска
atomic	атомски
clinton	клинтон
continuand	продолжуваме
continuand	продолжува
imparateasa	царица
imparateasa	царица
integrare	интеграција
districtele	окрузи
districtele	области
miercurea	среда
miercurea	среда
scenele	сцени
dramatice	драматичен
dramatice	драматично
dramatice	драматична
dramatice	драматични
transmiterea	пренос
transmiterea	трансмисија
ralph	ралф
hunter	ловец
hunter	хантер
armeni	ерменци
armeni	ерменците
armeni	ерменски
vera	вера
sferturi	четвртини
sferturi	одаи
borsod	боршод
demo	демо
standarde	стандарди
minima	минимално
minima	минимална
minima	минимум
minima	минимална
minima	минимално
minima	минимални
minima	минимален
simt	разум
simt	осет
simt	смисла
simt	почувствувам
simt	осети
simt	чуство
simt	чувство
patruns	пробиен
cateodata	некогаш
cateodata	понекогаш
utila	корисен
utila	корисно
utila	корисни
utila	корисна
dotat	надарен
dotat	надарен
pastrata	зачувана
pastrata	сочувана
pastrata	сочувани
clape	клавијатури
isabella	изабела
predare	наставата
predare	настава
predare	предавањето
airlines	авио
airlines	ерлајнс
airlines	airlines
sanatatea	здравје
transfermarkt	transfermarkt
rareori	ретко
rareori	ретко
abaúj	абауј
patrat	квадратен
patrat	плоштад
patrat	квадрат
patrat	квадратен
patrat	плоштад
patrat	квадрат
raze	зраците
raze	зраци
epic	епски
gratie	благодет
gratie	грејс
avere	богатство
avere	богатство
windsor	виндзор
prevede	пружа
prevede	обезбедува
fin	перка
birou	канцеларија
birou	површина
secretul	тајна
trilogia	трилогија
aniversare	роденденска
aniversare	роденденски
aniversare	роденден
aniversare	годишнина
aniversare	годишница
aniversare	годишнината
pib	бдп
frumusetea	убавина
frumusetea	убавица
frumusetea	убавини
executata	извршена
executata	погубени
executata	погубен
musulmana	муслимански
musulmana	муслиманско
musulmana	муслиманска
musulmana	муслиман
rob	роб
mehmed	мехмед
concret	конкретни
concret	конкретна
concret	бетон
concret	бетонски
concret	конкретен
frumusete	убавина
frumusete	убавица
frumusete	убавини
frumusete	убавина
frumusete	убавица
frumusete	убавини
laboratorul	лабораторија
laboratorul	лабараторија
laboratorul	лабораторија
maini	раце
maini	рацете
ala	ала
ala	ala
batalionul	батаљон
batalionul	баталјон
decorative	декоративни
constient	свесни
constient	свесна
constient	свесен
constient	свесна
constient	свесни
constient	свесен
constient	свесна
constient	свесни
constient	свесен
sectoare	сектори
sansa	шанси
sansa	шанса
sansa	шанси
sansa	шанса
sansa	санса
autostrada	автопат
autostrada	автопат
autostrada	автопат
autostrada	автопат
autostrada	автопат
compozitori	композитори
fabricatie	производство
fabricatie	производство
treimi	третини
alegere	избор
notre	notre
mostenire	наследство
mostenire	наследство
mostenire	наследство
mode	режим
negocierile	преговори
linda	линда
split	сплит
split	подели
split	поделен
split	раздели
cascada	водопад
cascada	водопад
lev	лев
colin	колин
legendele	легенди
legendele	легендите
masurile	мерки
gruparea	групирање
intentionat	намерно
intentionat	намерно
intentionat	намерно
iulius	џулиус
iulius	јулие
virusul	вирус
tribul	племето
tribul	племе
petrolul	нафта
petrolul	масло
erori	грешки
unghiul	агол
egipteana	египетска
egipteana	египетски
implementarea	спроведување
implementarea	имплементација
implementarea	имплементирање
cuneo	кунео
jakob	јакоб
organizatiile	организации
masacrul	масакар
masacrul	масакрот
masacrul	масакр
patria	татковина
patria	татковината
patria	татковина
patria	татковина
aval	низводно
capitole	поглавја
hessa	hessen
hessa	хесе
transferata	пренесени
transferata	предадени
transferata	префрлени
musulman	муслимански
musulman	муслиманско
musulman	муслиманска
musulman	муслиман
negativa	негативно
negativa	негативен
negativa	негативна
negativa	негатив
negativa	негативни
manuale	учебниците
manuale	учебници
manuale	прирачници
orientales	orientales
estimeaza	проценка
estimeaza	процени
estimeaza	процена
estimeaza	проценуваат
dezvaluit	откриени
dezvaluit	откриен
dezvaluit	откриена
dezvaluit	откри
dezvaluit	откриени
dezvaluit	откриен
dezvaluit	откриена
dezvaluit	откри
maritim	поморска
maritim	поморски
nixon	никсон
zborul	лет
voluntar	доброволни
voluntar	волонтерски
voluntar	доброволна
voluntar	доброволно
voluntar	волонтер
voluntar	доброволец
voluntar	волонтерска
voluntar	доброволни
voluntar	волонтерски
tramvai	трамвај
responsabilitatea	одговорност
ceh	чешкиот
ceh	чешки
ceh	чешка
stanca	рок
stanca	камен
stanca	карпа
stanca	рок
stanca	камен
stanca	карпа
sfert	четврт
sfert	кварт
violente	насилно
violente	насилен
violente	насилна
violente	насилни
colt	агол
colt	ќоше
colt	ќош
colt	агол
colt	ќоше
colt	ќош
colt	колт
aducand	усогласување
succesive	последователните
esec	неуспешно
esec	пропадна
esec	неуспех
esec	неуспехот
esec	неуспех
esec	неуспехот
cannes	кан
trib	племето
trib	племе
anatomie	анатомија
varna	варна
currentclub	currentclub
confirma	потврди
confirma	потврди
houston	хјустон
eficienta	ефикасно
eficienta	ефикасен
eficienta	ефикасни
eficienta	ефективна
eficienta	ефикасно
eficienta	ефикасен
eficienta	ефикасна
eficienta	ефикасни
eficienta	ефикасност
eficienta	ефикасност
eficienta	ефикасно
eficienta	ефикасен
eficienta	ефикасни
eficienta	ефикасност
proiectare	дизајн
proiectare	проектирање
proiectare	дизајнирање
marche	марке
sancho	санчо
violenta	насилства
violenta	насилство
violenta	насилно
violenta	насилен
violenta	насилна
violenta	насилни
violenta	насилства
violenta	насилство
violenta	насилства
violenta	насилство
eleanor	еленор
eleanor	елеонор
oferta	понудата
oferta	понуда
oferta	понуди
oferta	понудата
oferta	понуда
oferta	понуди
favorabile	поволни
favorabile	поволно
favorabile	поволна
favorabile	поволен
favorabile	поволни
favorabile	поволна
favorabile	поволен
castro	кастро
geologice	геолошки
franc	франк
flavius	флавиј
koch	коч
koch	кох
israeliene	израелска
israeliene	израелските
israeliene	израелскиот
israeliene	израелски
furtuna	бура
furtuna	сторм
furtuna	бура
furtuna	олуја
furtuna	невреме
furtuna	сторм
furtuna	бура
furtuna	олуја
furtuna	невреме
vatican	ватикан
ken	ken
ken	кен
remarcabil	извонредна
remarcabil	извонредно
remarcabil	извонреден
remarcabil	извонредна
remarcabil	отворените
remarcabil	извонредни
remarcabil	извонредно
remarcabil	извонреден
biologice	биолошки
biologice	биолошко
biologice	биолошка
stiut	знаев
stiut	знаел
stiut	знаеше
regulate	редовна
regulate	регуларен
regulate	регуларно
regulate	редовни
regulate	редовен
regulate	регуларни
rwanda	руанда
biblioteci	библиотеките
biblioteci	библиотеки
ciudat	чудни
ciudat	чудна
ciudat	чудно
ciudat	чудни
ciudat	чудна
ciudat	чуден
ciudat	чудно
ciudat	чудна
ciudat	чудни
ciudat	чуден
ciudat	чудно
indreapta	исправи
productions	продукции
natiune	нација
natiune	нација
mal	мал
mal	mal
adapost	засолниште
adapost	засолниште
status	статус
tower	кула
tower	кулата
prada	плен
prada	украденото
prada	плен
prada	плен
prada	прада
franconia	франконија
regiment	полк
regiment	полкот
artista	изведувач
artista	уметник
artista	изведувач
artista	уметник
titan	титаниум
titan	титан
marci	брендови
marci	марки
marci	маркс
marci	марси
ordinele	наредби
ordinele	нарачки
ordinele	порачки
ozn	нло
fortificatii	тврдини
exceptii	исклучоци
exceptii	изземање
explicatii	објаснувања
explicatii	објаснувања
valabil	важи
valabil	валидни
valabil	валидна
valabil	валиден
valabil	валидно
monroe	монро
duh	duh
facultate	универзитет
facultate	факултет
facultate	колеџ
facultate	факултет
facultate	faculty
neptun	нептун
apache	apache
rome	рим
manuscrise	ракописи
teologice	теолошко
radacini	корени
radacini	корења
radacini	корени
radacini	корења
monarhiei	монархија
negocieri	преговори
negocieri	преговори
raf	раф
ierarhia	хиерархија
saraci	сиромашен
saraci	сиромашните
saraci	сиромашни
saraci	сиромав
regulamentul	регулатива
regulamentul	прописи
regulamentul	регулација
randy	ренди
bibliografice	библиографски
provocate	предизвика
administratorii	администратори
administratorii	администратори
administratorii	администраторите
capetiana	капетинска
colorate	обоен
colorate	обоени
colorate	обоен
colorate	обоени
versiunile	верзии
far	светилникот
far	светилник
dispare	исчезнува
seven	седум
seven	seven
seven	седма
luftwaffe	луфтвафе
dorita	посакуваната
dorita	посакуваните
dorita	баран
dorita	сакаше
dorita	посакуваната
dorita	посакуваните
pasarea	птица
tei	линден
tei	вар
vaduva	вдовица
vaduva	вдовица
vaduva	вдовица
garcia	гарсија
ark	арка
ark	арката
caseta	касета
caseta	касета
caseta	лента
caseta	касета
musical	музички
musical	музичка
musical	мјузикл
musical	музичко
fericit	среќни
fericit	среќна
fericit	среќен
insotita	придружени
insotita	придружуваше
insotita	придружена
insotita	придружен
insotita	придружувани
patriei	татковина
poze	фотографии
poze	слики
poze	pics
poze	слики
procent	проценти
procent	процент
procent	проценти
procent	процент
procent	посто
unguri	унгарци
unguri	унгарците
armat	вооружена
armat	наоружан
armat	вооружени
armat	вооружен
armat	засилени
armat	засилен
armat	зајакната
armat	засилена
mongolii	монголци
sodiu	натриум
prenume	презимето
prenume	презиме
tentativa	обид
tentativa	прелиминарни
tentativa	обид
prinde	фати
lut	глина
lut	клеј
istria	истра
judecat	суди
dieter	дитер
raspandire	шири
raspandire	ширење
raspandire	ширеше
raspandire	шират
raspandire	шири
raspandire	рашири
raspandire	ширењето
patricia	патриција
patricia	патриша
liberty	либерти
liberty	слобода
esenta	суштина
esenta	екстракт
esenta	екстрактот
esenta	суштина
esenta	екстракт
esenta	екстрактот
cetatenia	националност
cetatenia	државјанство
usd	долари
nice	nice
nice	убаво
nice	ница
beatrice	беатрис
atasat	закачени
atasat	прикачена
atasat	закачени
atasat	прикачена
spada	мач
spada	мечот
spada	меч
bolivia	боливија
ciuperci	печурки
ciuperci	печурка
maryland	мериленд
criteriul	критериум
colaboreaza	соработуваа
colaboreaza	соработуваат
performante	изведба
performante	перформанс
performante	перформанси
performante	настап
pakistan	пакистан
optica	оптички
optica	оптичка
optica	оптика
optica	оптика
profesoara	наставник
profesoara	професорка
profesoara	наставничка
profesoara	учител
profesoara	професор
nad	nad
éditions	éditions
solide	цврсто
solide	цврст
solide	цврста
solide	солидно
solide	цврсти
artificiala	вештачки
artificiala	вештачка
artificiala	вештачки
artificiala	вештачка
banks	бенкс
banks	банките
banks	банки
instructiuni	упатство
instructiuni	инструкции
instructiuni	упатства
instructiuni	упатство
instructiuni	инструкции
instructiuni	упатства
aluminiu	алуминиум
aluminiu	алуминиумски
aluminiu	алуминиум
aluminiu	алуминиумски
generali	генерали
ziarist	новинарка
ziarist	новинар
generic	генерички
generic	општ
amonte	низводно
turismul	туризам
ajax	ajax
flacara	пламен
flacara	пламен
flacara	пламен
grupari	групи
marion	мерион
marion	марион
efectua	настапи
dinti	заби
dinti	забите
liège	лиеж
evidenta	очигледен
evidenta	очигледно
evidenta	очигледни
evidenta	очигледна
evidenta	очигледен
evidenta	очигледно
evidenta	очигледни
evidenta	очигледна
distinctia	разлика
nod	јазол
nod	чвор
nod	јазол
selo	село
selo	selo
glasgow	глазгов
geniu	генијалност
geniu	гениј
geniu	генијално
geniu	генијалец
geniu	генијален
broadway	бродвеј
intreprinderea	претпријатие
intreprinderea	ентерпрајс
toledo	толедо
autorilor	авторите
autorilor	автори
abdul	абдул
cavaleria	коњаница
cavaleria	коњаницата
brand	бренд
brand	марка
burgas	бургас
coltul	агол
coltul	ќоше
coltul	ќош
cuplu	пар
cuplu	двојка
cuplu	снага
cuplu	torque
evanghelia	евангелие
informativ	информативна
informativ	информативен
informativ	информативно
marturie	сведоштва
marturie	сведоштвото
marturie	сведочење
marturie	сведоштво
marturie	сведоштва
marturie	сведоштвото
marturie	сведочење
marturie	сведоштво
emmanuel	емануел
alpii	алпи
caracteristic	карактеристика
caracteristic	одлика
concursuri	натпреварувања
concursuri	натпревари
concursuri	натпревари
conditie	услов
conditie	состојба
dobandit	стекнат
dobandit	стекнато
dobandit	стекнати
onorific	почесен
combinat	комбинација
combinat	комбиниран
combinat	здружени
combinat	комбинирано
combinat	комбинирана
grey	сив
grey	сиво
grey	сива
grey	греј
grey	сиви
cartiere	маала
cartiere	населби
cartiere	населби
cartiere	окрузи
cartiere	области
stand	стојат
stand	седи
stand	седење
stand	седејќи
sanse	шансите
sanse	шанси
sanse	шанси
sanse	шанса
sanse	шансите
sanse	шанси
sanse	шанси
sanse	шанса
sanse	шансите
guvernele	владите
guvernele	влади
confederatia	конфедерацијата
confederatia	конфедерација
ward	ворд
ward	вард
localnicilor	мештаните
organisme	организми
organisme	тела
consul	конзул
deciziile	одлуки
deciziile	одлуките
nevada	невада
iarba	трева
iarba	тревата
iarba	трева
iarba	тревка
iarba	вилд
iarba	трева
iarba	тревата
iarba	трева
iarba	тревка
iarba	вилд
completat	заврши
completat	завршено
comitet	комитет
comitet	комитетот
comitet	комисија
capabila	способно
capabila	способен
capabila	способни
capabila	способна
capabila	способно
capabila	способен
capabila	способни
capabila	способна
masiva	масивен
masiva	масивна
masiva	масовни
masiva	масивни
saga	сага
natalia	наталија
natalia	наталија
celtic	селтик
arestarea	апсење
hart	харт
vanzarea	распродажба
vanzarea	продажба
bella	бела
daily	секојдневна
daily	дневно
rit	ритуал
rit	обред
chitarist	гитарист
memoriam	memoriam
sociologie	социологија
variabila	променлива
variabila	променливи
variabila	променливата
variabila	променлива
variabila	променливи
variabila	променливата
antrenat	обучен
antrenat	обучени
antrenat	тренираше
antrenat	тренирана
divine	божествен
divine	божествена
divine	божествено
grecesc	грчки
grecesc	грчка
grecesc	грк
sabia	мач
sabia	мечот
sabia	меч
proiectarea	дизајн
proiectarea	проектирање
existent	постојните
existent	постојна
existent	постоечките
existent	постоечки
existent	постоечка
existent	постојни
instalarea	инсталацијата
instalarea	инсталација
instalarea	инсталирање
afectata	погодени
afectata	засегнати
afectata	погодени
afectata	засегнати
franci	франци
franci	франки
franci	франки
tropicale	тропски
tropicale	тропска
eine	ајне
kane	кејн
cheltuielile	трошоци
cheltuielile	трошоци
costurile	трошоци
tehnologic	технолошки
tehnologic	технолошко
tehnologic	технолошка
semnate	потпишана
semnate	потпишани
semnate	потпишано
semnate	потпишан
vai	долини
opereaza	оперира
opereaza	оперираат
opereaza	оперира
dallas	далас
retezat	пресечена
atingand	допирање
geometrie	геометрија
notele	оценки
notele	оцени
calde	грее
calde	топло
calde	топли
calde	топол
calde	топла
clienti	клиенти
clienti	муштерии
clienti	клиенти
clienti	муштерии
clienti	клиенти
calul	коњ
calul	коњски
abuz	злоставување
abuz	злоупотреби
abuz	злоупотреба
unghi	агол
madagascar	мадагаскар
relativa	роднина
relativa	релативна
relativa	релативно
interventii	интервенции
interventii	интервенции
examenul	испит
permitand	дозволувајќи
operatie	операција
operatie	операцијата
operatie	операција
operatie	хирургија
voivodina	војводина
peisajul	пејсаж
peisajul	сцена
peisajul	пејзаж
copaci	стебла
copaci	дрвја
copaci	дрва
copaci	дрвца
urs	мече
urs	мечка
nina	nina
nina	нина
stalpi	столба
stalpi	столбови
divortat	разведена
divortat	разведен
divortat	разведени
divortat	разведена
divortat	разведен
divortat	разведени
stratul	обвивка
stratul	слој
plantele	билки
plantele	растенија
plantele	централи
orientala	ориентални
rick	рик
politist	полицаец
politist	полицаец
politist	полицаец
politist	полицаец
jeremy	џереми
locuitor	жител
cafea	кафе
profesional	професионална
profesional	професионален
profesional	професионални
profesional	професионално
profesional	professional
profesional	професионалец
profesional	професионално
aziz	азиз
weber	вебер
guvernarea	владеење
guvernarea	управување
guvernarea	управа
ascensiunea	вознесението
ofiterii	офицери
ofiterii	полицајци
straturi	слоеви
ferma	фармата
ferma	фарма
ferma	фармата
ferma	фарма
teoretice	теоретски
teoretice	теоретска
urmate	следев
urmate	следена
urmate	следени
urmate	следеше
nacional	национал
munchen	минхен
ivanovici	иванович
urmarirea	следење
echipaj	екипаж
echipaj	екипа
rachel	rachel
rachel	рејчел
vecini	комшии
vecini	соседите
vecini	соседи
vecini	комшиите
vecini	соседи
patron	патрон
dosarul	папка
click	кликнете
click	клик
click	кликнување
click	кликање
click	кликни
iris	ајрис
iris	ирис
rama	рамка
rama	рама
rama	рамка
afganistan	афганистан
afganistan	авганистан
interzise	забрането
interzise	забранета
interzise	забранети
interzise	забрането
interzise	забранети
interzise	забранета
miles	мајлс
miles	милји
miles	km
sfinte	свето
sfinte	света
tolstoi	толстој
impactul	влијанието
impactul	влијание
impactul	достигнат
impactul	опсег
impactul	достигне
impactul	досег
ouest	ouest
abilitatea	способност
tango	танго
designer	дизајнер
coautor	coauthor
southern	јужен
southern	јужна
southern	јужни
cultivarea	негување
cultivarea	одгледување
cultivarea	негува
politicieni	политичарите
politicieni	политичари
blagoevgrad	благоевград
demografice	демографија
demografice	демографски
inlocui	замени
botezat	крстил
botezat	крстен
teoriile	теории
adeseori	често
adeseori	честопати
living	живите
living	живеејќи
living	живеење
orientarea	ориентација
metz	мец
stefano	стефано
modificate	модифициран
modificate	променети
modificate	изменета
modificate	изменето
modificate	изменет
candidati	кандидатите
candidati	кандидати
candidati	кандидатки
candidati	кандидатите
candidati	кандидати
candidati	кандидатки
remarcabila	извонредна
remarcabila	извонредно
remarcabila	извонреден
remarcabila	извонредна
remarcabila	извонредно
remarcabila	извонреден
incetarea	прекинување
variantele	варијанти
vorbim	разговараме
vorbim	зборувај
vorbim	збори
intarit	зајакнат
intarit	зајакната
intarit	зајакнати
intarit	засилени
intarit	засилен
intarit	зајакната
intarit	засилена
experimente	експерименти
divizata	поделени
divizata	поделено
divizata	поделена
divizata	поделен
princeton	принстон
presedintia	претседателство
presedintia	претседателството
presedintia	претседателство
navigatie	навигација
navigatie	навигација
navigatie	едрење
navigatie	пловидба
navigatie	пловење
bratul	арм
aurul	златен
aurul	златни
aurul	злато
litera	писмо
litera	буква
participant	учесник
australiei	австралија
violent	насилно
violent	насилен
violent	насилна
violent	насилни
joyce	џојс
regiunilor	региони
avantaj	предност
acceptate	прифатен
acceptate	прифатена
acceptate	прифатено
acceptate	прифатени
genetica	генетски
genetica	генетска
genetica	генетиката
genetica	генетика
genetica	генетиката
genetica	генетика
brunswick	брунсвик
colegiu	факултет
colegiu	колеџ
nucleu	суштински
nucleu	јадрото
nucleu	јадро
nucleu	кернелот
nopti	ноќи
nopti	ноќи
amiralul	адмирал
konrad	конрад
rezerve	резерви
rezerve	резервисти
increderea	самодоверба
increderea	доверба
niger	нигер
tiparite	печатени
tommy	томи
proiectata	дизајнирана
proiectata	дизајнирани
proiectata	дизајниран
proiectata	дизајнирано
proiectata	проектираните
proiectata	предвиден
proiectata	предвидена
supraveghere	надзор
supraveghere	надзор
supraveghere	надгледување
rap	рап
rap	рапот
popularitatea	популарност
decan	дин
decan	dean
brest	брест
surorile	сестрите
surorile	сестри
nepot	внук
nepot	внукот
nepot	внуче
nepot	внук
nepot	внукот
extindere	проширување
extindere	проширување
extindere	експанзија
extindere	наставка
extindere	продолжение
extindere	продолжување
dune	дини
dune	дина
fundamental	фундаментални
fundamental	основните
doamne	богот
doamne	бога
doamne	бог
doamne	господ
indirect	индиректно
indirect	индиректни
indirect	индиректно
pure	чисто
pure	чист
pure	чиста
episoadele	епизоди
ellen	елен
floare	цвеќе
floare	цвет
murala	фреска
miezul	суштински
miezul	јадрото
miezul	јадро
concrete	конкретни
concrete	конкретна
concrete	бетон
concrete	бетонски
concrete	конкретен
parteneriat	партнерство
miros	мирис
miros	мирисни
miros	мирисаат
miros	миризба
mortal	смртоносен
mortal	смртоносна
mortal	смртоносниот
mortal	смртоносни
mortal	смртоносно
manuscrisul	ракопис
manuscrisul	ракописи
manuscrisul	ракописот
movila	могила
dog	куче
verificare	верификација
verificare	провери
verificare	проверено
verificare	проверка
verificare	чек
dresda	дрезден
expresii	фрази
confruntat	соочен
confruntat	соочени
car	кочија
mobilier	гарнитура
mobilier	мебел
fund	задник
fund	газ
fund	задник
fund	задникот
fund	газ
emisfera	хемисфера
rai	небесата
rai	рај
rai	рајот
rai	раи
teritorial	територијалната
teritorial	територијален
teritorial	територијалниот
teritorial	територијална
teritorial	територијални
factorii	фактори
bucata	делче
bucata	парче
bucata	делче
bucata	парче
ferrari	ферари
suplimentar	дополнително
suplimentar	дополнителни
suplimentar	дополнителна
suplimentar	додатни
suplimentar	дополнителен
suplimentar	дополнителна
suplimentar	екстра
brooklyn	бруклин
oase	коските
oase	коски
oase	коска
oak	даб
textile	текстилна
textile	текстил
textile	текстил
profesorii	учители
profesorii	наставниците
profesorii	наставници
coordonarea	координација
craig	крег
atomi	атоми
obiceiul	навика
ilustrata	илустрирани
palace	палас
palace	дворец
palace	палата
christine	кристин
christine	кристина
flancul	крило
rain	дожд
depozit	складиштето
depozit	магацин
depozit	складиште
depozit	магацин
depozit	складирање
depozit	складиште
depozit	депозити
depozit	депозит
depozit	депозитот
vegas	вегас
semnificatie	значење
semnificatie	значење
semnificatie	важност
semnificatie	значење
semnificatie	важност
oficiul	канцеларија
julien	џулијан
julien	џулиен
traficul	сообраќај
suspendat	суспендиран
suspendat	прекинати
suspendat	укинато
suspendat	суспендирана
seniori	матуранти
seniori	сениори
seniori	виш
seniori	високи
seniori	пензионерски
seniori	матурант
seniori	постар
perspective	изгледите
perspective	перспективи
manhattan	менхетн
manhattan	менхетен
avansata	напредни
avansata	напредно
avansata	напредна
avansata	напреден
combinate	комбинација
combinate	комбиниран
combinate	здружени
combinate	комбинирано
combinate	комбинирана
aplicatie	апликацијата
aplicatie	примена
aplicatie	апликација
aplicatie	апликацијата
aplicatie	апликација
exprimarea	изразувајќи
exprimarea	изразува
exprimarea	искажувајќи
inconjoara	опкружува
intretinere	одржувањето
intretinere	одржување
intretinere	одржувањето
intretinere	одржување
silistra	силистра
liberale	либерална
liberale	либерални
liberale	либерален
liberale	либерално
usi	врати
usi	врати
usi	врати
conturi	сметки
conturi	профили
conturi	сметките
izolate	изолиран
izolate	изолирана
izolate	изолирано
izolate	изолирани
izolate	изолиран
joi	четврток
unice	единствени
unice	уникатни
unice	уникатна
unice	уникатно
unice	уникатен
exprimata	искажано
exprimata	изрази
exprimata	изразено
exprimata	изразена
exprimata	изразил
dionisie	дионисиј
urata	грди
urata	грд
urata	грда
urata	грдо
urata	грди
urata	грд
urata	грда
urata	грдо
vecinatate	кварт
vecinatate	соседство
vecinatate	маало
vecinatate	населба
vizual	визуелно
vizual	визуелен
vizual	визуелни
fanii	фановите
fanii	фанови
fanii	навивачи
fanii	обожаватели
sensuri	значења
prevenirea	спречување
prevenirea	превенција
mecanism	механизам
extraordinar	огромен
extraordinar	вонредна
extraordinar	извонредно
extraordinar	извонреден
talie	половината
distribuite	сподели
distribuite	дистрибуирани
distribuite	распределени
amor	амор
ace	ајс
ace	ас
ace	аце
ace	ace
dracula	дракула
bonus	бонус
justificarea	оправдание
justificarea	оправдување
restaurat	обновен
restaurat	обновени
restaurat	обновено
tradare	предавство
tradare	предавството
tradare	предавство
tradare	предавство
tradare	предавството
tradare	предавство
tradare	предавство
scrieti	напишам
scrieti	пишувајте
scrieti	пиши
scrieti	напиши
scrieti	запиши
scrieti	пишувај
scrieti	напишам
scrieti	пишувајте
scrieti	пиши
scrieti	напиши
scrieti	запиши
scrieti	пишувај
beck	бек
corespondenta	коресподенција
corespondenta	коресподенција
atomica	атомска
atomica	атомски
atomica	атомска
atomica	атомски
adaptarea	адаптирањето
adaptarea	адаптација
adaptarea	приспособување
mann	ман
rara	ретки
rara	реткост
rara	ретко
rara	редок
rara	ретка
rara	ретки
rara	реткост
rara	ретко
rara	редок
rara	ретка
fostele	бивши
comunicat	пренесена
calda	грее
calda	топло
calda	топли
calda	топол
calda	топла
yves	ив
cosmic	космичка
cosmic	космички
exilat	протераните
exilat	одвоен
exilat	протеран
exilat	протерани
exilat	протеран
iubeste	обожава
iubeste	сака
iubeste	обожава
iubeste	сака
seminte	семиња
seminte	семе
seminte	семиња
stanford	стенфорд
constitutionale	уставни
constitutionale	уставно
constitutionale	уставна
constitutionale	уставен
ponta	понта
demonstra	демонстрираат
demonstra	демонстрира
lajos	лајош
grecilor	грци
grecilor	грците
intelectuala	интелектуален
intelectuala	интелектуалец
intelectuala	интелектуална
intelectuala	интелектуално
bond	врска
bond	бонд
subsol	подножје
subsol	подрум
subsol	подрумот
apucat	грабна
apucat	грабнал
genereaza	генерира
genereaza	генерира
ram	рама
ram	ram
ram	рам
knight	најт
knight	витез
paine	леб
paine	леб
radacinile	корени
radacinile	корења
editorul	уредник
editorul	уредувач
heights	хајтс
heights	височини
nikita	никита
aquila	аквила
aquila	орел
malcolm	малколм
trento	тренто
gerard	жерард
apreciata	ценета
apreciata	ценети
apreciata	ценат
instanta	суд
eng}}	eng}}
ghidul	водич
transportat	транспортирани
salvarea	спас
salvarea	спасението
salvarea	спасение
salvarea	спасување
salvarea	зачувување
salvarea	штедење
salvarea	зачувувањето
exteriorul	надворешност
orleans	орлеанс
eliminata	елиминирани
duncan	данкан
legume	зеленчук
legume	зеленчук
conflictele	конфликти
etiopia	етиопија
rex	рекс
polul	шипка
polul	pole
delhi	делхи
destinul	судбината
destinul	судбина
simptome	симптоми
helen	хелен
helen	елена
lille	лил
baku	баку
teoretica	теоретски
teoretica	теоретска
prestigiu	престиж
clasificat	доверливи
clasificat	класифицирани
clasificat	доверливо
potasiu	калиум
avantajul	предност
periodice	периодична
periodice	периодична
armstrong	армстронг
telecomunicatii	телекомуникации
telecomunicatii	телекомуникациски
telecomunicatii	телекомуникациска
telecomunicatii	телекомуникациите
telecomunicatii	телекомуникации
telecomunicatii	телекомуникациски
caucaz	кавказ
browser	прегледувач
browser	прелистувач
wessex	весекс
marseille	марсеј
aburi	пареа
nor	клауд
nor	облак
cantoane	кантони
geologic	геолошки
hussein	хусеин
client	муштерија
client	клиентот
client	клиент
giulia	giulia
creand	создавање
creand	креирање
creand	креирам
creand	креирајќи
olimpiada	олимпијада
olimpiada	олимпијадата
olimpiada	олимпијада
olimpiada	олимпијада
olimpiada	олимпијадата
olimpiada	олимпијада
elaborata	образложи
gregory	григориј
gregory	грегори
gregory	грегориј
omega	омега
inchiderea	затворање
realizand	реализирањето
realizand	реализирање
fibre	влакна
fibre	влакно
fibre	влакна
fibre	влакна
prescott	прескот
gekkonidae	гекони
reia	продолжи
ritmul	ритамот
ritmul	ритам
comisar	комесарот
comisar	началник
comisar	комесар
