honrado	ซื่อสัตย์
dalgúns	บาง
dalgúns	บ้าง
senda	พาธ
interna	ภายใน
rango	ช่วง
rango	ระยะ
rango	อันดับ
escribía	เขียน
escribía	เขียน
guerreiros	warriors
guerreiros	นักรบ
combates	สู้
famosos	ดัง
recorrer	รีสอร์ท
pinga	วาง
pinga	หย่อน
pinga	หยด
pinga	ดรอป
queirades	เจ้า
queirades	คุณ
queirades	เธอ
queirades	ต้องการ
queirades	อยาก
queirades	ชอบ
queirades	เหมือน
queirades	แบบ
queirades	ถูกใจ
queirades	ไลค์
queirades	อย่าง
arxentina	อาร์เจนตินา
novelas	นิยาย
novelas	นวนิยาย
máxica	ขลัง
máxica	วิเศษ
máxica	เวทมนตร์
máxica	มนตร์
fósforo	ฟอสฟอรัส
enviada	ส่ง
percorrido	หลักสูตร
percorrido	คอร์ส
separado	แยก
separado	แยก
dirías	เจ้า
dirías	คุณ
dirías	เธอ
dirías	กล่าว
dirías	พูด
dirías	จะ
ledo	สุขใจ
ledo	ดีใจ
ledo	แฮปปี้
sona	เสียง
tentaba	พยายาม
mito	ตำนาน
dormen	นอน
dormen	หลับ
naciches	เกิด
naciches	เจ้า
naciches	คุณ
naciches	เธอ
verso	กลอน
verso	ท่อน
africano	แอฟริกา
ribeira	ธนาคาร
ribeira	แบงค์
ribeira	แบงก์
ribeira	เดอะ
intente	ลอง
abres	เปิด
explotar	เดอะ
españa	สเปน
aforro	ออม
severo	รุนแรง
severo	สาหัส
beirarrúa	ทางเท้า
veas	เส้นเลือด
quixeron	ต้องการ
lembren	จดจำ
preguntaba	จะ
dicídeme	บอก
mineiro	เหมือง
preñada	ท้อง
lenda	ตำนาน
lenda	legend
transmisión	ไหล
transmisión	กระแส
incra	จะ
kilómetros	กิโลเมตร
kilómetros	กิโล
kilómetros	ไมลส์
kilómetros	ไมล์
enxeñeiros	วิศวกร
pesares	แม้ว่า
separada	แยก
separada	จาก
lembre	จดจำ
quedarse	อยู่
homosexuais	เกย์
homosexuais	gay
fachenda	ศักดิ์ศรี
ficción	นิยาย
ficción	นวนิยาย
derramamentos	น้ำมัน
diploma	ปริญญา
vodas	แต่งงาน
vodas	แต่ง
vinde	มา
sálvate	kkk
sálvate	วิ่ง
sálvate	รัน
sálvate	หนี
amei	รัก
barón	บารอน
vindeiros	เดอะ
prometer	สัญญา
prometer	เจ้า
prometer	คุณ
prometer	เธอ
acampamento	ค่าย
campesiño	ชาวไร่
campesiño	ชาวนา
fariña	แป้ง
matareite	สังหาร
matareite	ฆ่า
matareite	เจ้า
matareite	คุณ
matareite	เธอ
devólveme	มอบ
devólveme	ให้
devólveme	กลับ
divertirse	มี
divertirse	สนุก
divertirse	สนุกสนาน
trama	พล็อต
trama	วางแผน
deixaremos	วอน
deixaremos	ชนะ
empregado	ลูกจ้าง
empregado	พนักงาน
esqueciches	เจ้า
esqueciches	คุณ
esqueciches	เธอ
esqueciches	ลืม
esqueciches	ลืม
sentade	นั่ง
sentade	ลง
sentade	ดาวน์
clemencia	เมตตา
clemencia	ปราณี
tranquilidade	เงียบ
reformatorio	ปฏิรูป
reformatorio	โรงเรียน
beba	ดื่ม
beba	มี
precise	ต้องการ
prométoo	สัญญา
gustas	เจ้า
gustas	คุณ
gustas	เธอ
gustas	ชอบ
gustas	เหมือน
gustas	แบบ
gustas	ถูกใจ
gustas	ไลค์
gustas	อย่าง
pasaches	เจ้า
pasaches	คุณ
pasaches	เธอ
carcereiro	เฮ้
carcereiro	เฮ
traian	นำ
afeito	ใช้
deixarte	เจ้า
deixarte	คุณ
deixarte	เธอ
deixarte	ทิ้ง
banquete	ฉลอง
mosca	ฟลาย
mosca	บิน
mosca	เพนนี
mosca	พน
am	เดอะ
divertir	มี
divertir	สนุก
divertir	สนุกสนาน
falará	คุย
falará	พูด
falará	พิน
falará	จะ
falará	วิล
pota	กระถาง
pota	หม้อ
pota	กัญชา
castelos	ปราสาท
granxeiro	เกษตรกร
granxeiro	ชาวไร่
granxeiro	ชาวนา
pensabas	เจ้า
pensabas	คุณ
pensabas	เธอ
pensabas	คิด
berra	ร้องไห้
berra	ดอน
berra	don
fríos	หนาว
fríos	เย็น
fríos	เย็นๆ
sucia	สกปรก
gañe	ชนะ
gañe	win
gañe	ชนะ
rancho	ลง
rancho	ดาวน์
miolos	สมอง
miolos	ออก
vendeu	ขาย
vendeu	ขาย
inventa	ทำให้
lóstrego	ฟ้าผ่า
lóstrego	สายฟ้า
pódeme	สามารถ
pódeme	สา
escoitalo	ได้ยิน
escoitalo	ยิน
puros	บริสุทธิ์
foxen	ห่าง
soubeses	รู้
soubeses	ทราบ
soubeses	เจ้า
soubeses	คุณ
soubeses	เธอ
tardarei	วอน
tardarei	ชนะ
tardarei	ยาว
tardarei	นาน
tardarei	กลับ
ocúpome	รับ
ocúpome	เอา
ocúpome	แคร์
ocúpome	สน
ocúpome	สนใจ
asine	ป้าย
asine	ลงชื่อ
asine	เซ็น
luís	หลุยส์
quítame	รับ
quítame	ปิด
quítame	ออก
quítame	รับ
quítame	เอา
quérete	เจ้า
quérete	คุณ
quérete	เธอ
deberon	มี
deberon	ต้อง
levarnos	รับ
levarnos	เอา
queimados	ไหม้
queimados	เผา
axudo	ช่วย
durmiches	เจ้า
durmiches	คุณ
durmiches	เธอ
durmiches	นอน
durmiches	หลับ
tenme	ทรง
conducía	ขับ
conducía	ขับขี่
jordan	จอร์แดน
jordan	jordan
tardar	ยาว
tardar	นาน
tardar	รับ
tardar	เอา
saquei	ออก
ann	แอน
ann	ann
colchón	ที่นอน
colchón	ลง
colchón	ดาวน์
custe	ต้นทุน
queixar	บ่น
saltar	ออก
saltar	โดด
saltar	กระโดด
pasadas	อดีต
confesou	สารภาพ
confesou	ทำ
dicías	เจ้า
dicías	คุณ
dicías	เธอ
monxas	สองพี่น้อง
michele	michele
autos	รถยนต์
autos	รถ
levades	เจ้า
levades	คุณ
levades	เธอ
ombreiros	บ่า
ombreiros	ไหล่
ouviches	เจ้า
ouviches	คุณ
ouviches	เธอ
ouviches	มี
alianza	แต่งงาน
alianza	แต่ง
alianza	แหวน
alianza	วงแหวน
alianza	ring
alianza	ริง
alianza	พันธมิตร
gaño	win
gaño	ชนะ
súper	super
aliados	พันธมิตร
ordenou	สั่ง
vendendo	ขาย
permítame	อนุญาต
tu	เจ้า
tu	คุณ
tu	เธอ
inxusto	แฟร์
inxusto	ยุติธรรม
adestrado	ฝึก
2ª	วินาที
dio	กล่าว
dio	พูด
fraternidade	สมาคม
fraternidade	ภราดรภาพ
alédome	ดีใจ
coitelos	มีด
coitelos	มีด
páramo	moor
protestante	โปรเตสแตนต์
pólvora	แป้ง
pólvora	ผง
británicos	บริติช
británicos	อังกฤษ
cavar	ขุด
saberei	รู้
saberei	ทราบ
disme	เจ้า
disme	คุณ
disme	เธอ
disme	บอก
fato	พวง
cazador	hunter
time	เวลา
time	นิตยสาร
apesta	เหม็น
paralelo	ขนาน
esconder	ซ่อน
cómprenos	ต้อง
ali	อาลิ
cú	ก้น
cú	ตูด
homiño	มนุษย์
homiño	ชาย
homiño	คน
homiño	แมน
homiño	man
lynch	ลินซ์
lynch	ลินช์
morrerei	ตาย
santi	เจ้า
santi	คุณ
santi	เธอ
enigma	ปริศนา
rodeado	ล้อม
heroína	เฮโรอีน
yacine	yacine
franck	franck
white	ขาว
white	ไวท์
bordel	ซ่อง
dex	dex
cat	แคท
cat	แมว
casterly	rock
casterly	ร็อค
casterly	โยก
casterly	หิน
llelo	บอก
diagnóstico	วินิจฉัย
monos	ลิง
monos	ลิง
parto	เกิด
parto	กำเนิด
christian	คริสเตียน
ouvido	หู
sincera	ซื่อสัตย์
temor	กลัว
temor	fear
exclusiva	exclusive
exclusiva	พิเศษ
series	ซีรี่ส์
series	อนุกรม
específica	เจาะจง
complexas	ปม
complexas	complex
revelar	เผย
afirma	เดอะ
botando	มี
dixéronnos	นั้น
dixéronnos	ที่
dixéronnos	ว่า
dixéronnos	นั่น
fibra	ไฟเบอร์
bbc	bbc
simpatía	เห็นใจ
prexuízos	อคติ
sentan	นั่ง
sentan	ลง
sentan	ดาวน์
significativo	สำคัญ
adestrados	ฝึก
mosquitos	ยุง
explicou	ชี้แจง
desenvolvido	พัฒนา
empregamos	ใช้
árabes	อาหรับ
collía	จะ
collía	รับ
collía	เอา
dásme	สามารถ
dásme	สา
probabilidade	กาศ
probabilidade	โอกาส
cepillo	แปรงสีฟัน
cepillo	แปรง
sinxelas	ง่าย
sinxelas	ง่ายๆ
coidados	แคร์
coidados	สน
coidados	สนใจ
vacinas	วัคซีน
vacinas	วัคซีน
utilizamos	ใช้
faltan	หาย
faltan	ขาด
cargada	โหลด
pediron	ถาม
pediron	สำหรับ
pediron	เพื่อ
baixando	ลง
baixando	ดาวน์
neto	หลาน
neto	หลาน
guapos	หล่อ
pensemos	คิด
cavernas	ถ้ำ
cavernas	ถ้ำ
aprobación	อนุมัติ
salas	ห้อง
secuencia	ลำดับ
secuencia	อนุกรม
lembran	จดจำ
consideremos	รับ
consideremos	เอา
consideremos	พิจารณา
tocan	เล่น
estiveran	อาจ
esquizofrenia	โรคจิตเภท
creado	สร้าง
invisíbel	ล่องหน
graciñas	ขอบคุณ
graciñas	ขอบคุณ
graciñas	เจ้า
graciñas	คุณ
graciñas	เธอ
audio	เสียง
menciña	เวชศาสตร์
menciña	ยา
axudaría	ช่วย
algas	สาหร่าย
algas	สาหร่าย
mariño	ทะเล
crítico	วิกฤติ
crítico	วิกฤต
tóxicos	พิษ
nube	เมฆ
regularmente	ปรกติ
regularmente	ปกติ
noruega	นอร์เวย์
pagaches	จ่าย
pagaches	ชำระ
pagaches	ทำ
pagaches	เจ้า
pagaches	คุณ
pagaches	เธอ
mesturar	ผสม
mesturar	มิกซ์
fluxo	ไหล
fluxo	กระแส
timbre	กริ่ง
negativa	ติดลบ
negativa	ลบ
sexto	sixth
xustamente	เดอะ
comunicarnos	สื่อสาร
fronteiras	ขอบเขต
asociacións	สมาคม
traducir	แปล
traducir	แปล
miserábel	ทุกข์
miserábel	นาถ
envellecer	อายุ
envellecer	ยุค
envellecer	ริ้ว
moscas	แมลงวัน
sucesos	เหตุการณ์
sucesos	กิจกรรม
intentamos	พยายาม
foras	เจ้า
foras	คุณ
foras	เธอ
usaban	ใช้
bombeiros	ไฟ
bombeiros	เพลิง
usarse	ใช้
pata	ขา
salsa	ซอส
salsa	น้ำปลา
sensatez	ปัญญา
sensatez	ภูมิปัญญา
residuos	เปลือง
débese	เพราะ
ensinarlles	สอน
ensinarlles	โชว์
ensinarlles	แสดง
respostar	ตอบ
odiar	เกลียด
buda	พระพุทธเจ้า
recta	ตรง
axúdanos	ช่วย
suburbios	ชานเมือง
per	ต่อ
tiñades	เจ้า
tiñades	คุณ
tiñades	เธอ
factura	บิล
factura	bill
fuxida	หนี
medrando	โต
aprenda	สอน
terribles	แย่
terribles	สาหัส
práctico	ปฏิบัติ
ofrecemos	เสนอ
decatouse	ตระหนัก
pilas	แบตเตอรี่
mercamos	ซื้อ
mercamos	ซื้อ
mercamos	เลี้ยง
construído	สร้าง
humidade	เปียก
humidade	wet
erades	เจ้า
erades	คุณ
erades	เธอ
construín	สร้าง
solomon	โซโลมอน
comezas	เจ้า
comezas	คุณ
comezas	เธอ
comezas	เริ่ม
consigue	รับ
mandoume	ส่ง
fisicamente	ร่างกาย
suxeitos	วิชา
usei	ใช้
usei	ใช้
estimado	ถึง
estimado	ที่รัก
forzado	บังคับ
escaseza	ขาดแคลน
expresan	express
placa	จุลินทรีย์
placa	เครื่องหมาย
placa	ตรา
cuncas	cups
cuncas	ถ้วย
mama	อก
contarlle	บอก
culpar	ตำหนิ
lincoln	ลินคอล์น
artes	ศิลปะ
artes	ศิลปศาสตร์
artes	อาร์ต
artes	อาร์ท
artes	art
artes	ศิลปะ
sentas	นั่ง
sentas	ลง
sentas	ดาวน์
revisión	เช็ค
revisión	ตรวจ
acotío	บ่อย
acotío	มัก
acotío	บ่อยๆ
levalos	รับ
levalos	เอา
retira	รับ
retira	เอา
recén	แค่
opinan	เจ้า
opinan	คุณ
opinan	เธอ
opinan	คิด
chaira	ธรรมดา
dividir	แบ่ง
leóns	สิงโต
correu	กลับ
carros	รถยนต์
carros	รถ
escritos	เขียน
atopemos	หา
atopemos	ค้นหา
limón	เลมอน
limón	มะนาว
bebes	ดื่ม
estannos	กำลัง
estannos	คือ
hawai	ฮาวาย
brutal	โหด
pechou	ปิด
dádeme	มอบ
dádeme	ให้
regato	ลำธาร
encerado	กระดาน
encerado	บอร์ด
canles	ช่อง
traballe	ทำงาน
traballe	งาน
vaga	คลื่น
vaga	เวฟ
vaga	โบกมือ
vaga	โบก
deprimido	หดหู่
nerviosos	ประสาท
nerviosos	เรื่อง
nerviosos	ประมาณ
durmiu	นอน
durmiu	หลับ
durmiu	ทำ
querendo	ยัง
poñerlle	วาง
poñerlle	ใส่
bolas	ลูกบอล
horta	สวน
horta	garden
tomada	ถ่าย
illada	แยก
dia	เดย์
dia	วัน
crocodilo	จระเข้
póla	สาขา
art	อาร์ต
art	อาร์ท
art	art
art	ศิลปะ
revisa	เช็ค
revisa	ตรวจ
humildes	เจียม
humildes	ถ่อม
tarxetas	credit
tarxetas	เครดิต
tarxetas	บัตร
tarxetas	การ์ด
tarxetas	ไพ่
aforrar	บันทึก
aforrar	ประหยัด
chegues	เจ้า
chegues	คุณ
chegues	เธอ
chegues	รับ
dirixido	กำกับ
picos	peaks
picos	twin
picos	ฝาแฝด
picos	แฝด
seredes	เจ้า
seredes	คุณ
seredes	เธอ
máxico	เวทมนตร์
máxico	มนตร์
máxico	ขลัง
máxico	วิเศษ
obrigas	หน้าที่
sento	นั่ง
sento	รู้สึก
demostrou	ทรง
invitado	เชิญ
invitado	แขก
máscaras	หน้ากาก
beneficencia	ทำบุญ
adaptación	ดัดแปลง
obxección	ค้าน
obxección	คัดค้าน
khan	ข่าน
cativas	สาว
cativas	สาวๆ
nacen	กำลัง
nacen	คือ
nacen	เกิด
cantan	สิงห์
cantan	ร้อง
acta	รายงาน
ésta	นี้
ésta	นี่
ésta	ดิส
democrático	ประชาธิปไตย
asemade	เดียวกัน
asemade	เวลา
tensión	ตึงเครียด
tensión	ตึง
sácao	เขา
sácao	ออก
postais	โปสการ์ด
gardo	เก็บ
agochado	ซ่อน
fino	บาง
fino	ผอม
fino	บางๆ
pantasmas	ผี
quedarme	อยู่
puideran	สามารถ
werner	wernher
inspector	เซอร์
xubilado	เกษียณ
tormenta	พายุ
presentarlle	บ้าน
presentarlle	home
presentarlle	บาน
respectos	จ่าย
respectos	ชำระ
respectos	เคารพ
encargar	แคร์
encargar	สน
encargar	สนใจ
encargar	มี
atacado	ทำร้าย
traerei	รับ
traerei	นำ
london	london
london	ลอนดอน
barca	เรือ
santos	นักบุญ
ambroise	ambroise
industrias	อุตสาหกรรม
recuncho	มุม
saíra	หล่อน
saíra	เธอ
saíra	นาง
saíra	มี
saíra	โดน
formal	ทางการ
déixamo	ทิ้ง
déixamo	นี้
déixamo	นี่
déixamo	ดิส
pódoche	สามารถ
pódoche	สา
pódoche	เจ้า
pódoche	คุณ
pódoche	เธอ
poñerte	เจ้า
poñerte	คุณ
poñerte	เธอ
amen	สาธุ
amen	อาเมน
amen	เมน
toleou	บ้า
toleou	เพี้ยน
toleou	โมโห
toleou	mad
toleou	โกรธ
coñézoo	รู้
coñézoo	ทราบ
coñézoo	เขา
mude	เปลี่ยนแปลง
mude	เปลี่ยน
salvalo	บันทึก
salvalo	ประหยัด
salvalo	เขา
xúrocho	สาบาน
interromper	ขัดจังหวะ
teríao	มี
teríao	จะ
móvanse	เลื่อน
móvanse	ขยับ
móvanse	ย้าย
red	แดง
red	เรด
toalla	ผ้าเช็ดตัว
téñome	มี
téñome	โดน
téñome	มี
alugar	เช่า
alugar	รับ
paces	สันติภาพ
paces	สันติ
paces	สันติสุข
repartir	แชร์
loitade	สำหรับ
loitade	เพื่อ
loitade	ต่อสู้
loitade	สู้
mansión	แมนชั่น
mansión	คฤหาสน์
mansión	บ้าน
mansión	เฮ้าส์
cansazo	อ่อนเพลีย
cansazo	เหน็ดเหนื่อย
cansazo	อ่อนเพลีย
cravos	เล็บ
cravos	ตะปู
matárono	เขา
lisquemos	ออก
bandullo	ท้อง
bandullo	พุง
bandullo	สะดือ
erga	รับ
xura	เจ้า
xura	คุณ
xura	เธอ
xura	สาบาน
chairas	ราบ
ensalada	สลัด
choran	ร้องไห้
choran	ร้องไห้
sindical	สหพันธ์
sindical	สหภาพแรงงาน
sindical	สหภาพ
xogaba	เล่น
xogaba	เล่น
bótalle	รับ
bótalle	เอา
ficará	อยู่
ficará	พิน
ficará	จะ
ficará	วิล
viñera	มา
rolda	ประชุม
vinos	เห็น
fareiche	ทำให้
fareiche	เจ้า
fareiche	คุณ
fareiche	เธอ
donald	donald
dave	เดฟ
corno	แตร
trabucado	ธรรม
trabucado	ผิด
mataría	สังหาร
mataría	ฆ่า
mataría	จะ
atentado	โจมตี
arriscado	เสี่ยง
arriscado	รับ
arriscado	เอา
consigna	สาธารณชน
consigna	public
consigna	สาธารณะ
consigna	ลำดับ
allo	กระเทียม
gernika	guernica
entraches	เจ้า
entraches	คุณ
entraches	เธอ
gracia	ขัน
gracia	ตลก
gracia	ขำ
mirarme	มอง
mirarme	ดู
capela	โบสถ์
levabas	เจ้า
levabas	คุณ
levabas	เธอ
lápida	stone
lápida	หิน
lápida	ศิลา
mandíbula	กราม
mandíbula	ราม
póñense	รับ
crerme	เชื่อ
crerme	ศรัทธา
oílo	ได้ยิน
oílo	ยิน
chamareite	โทร
chamareite	เจ้า
chamareite	คุณ
chamareite	เธอ
primaria	หลัก
crema	ครีม
fíxenche	เจ้า
fíxenche	คุณ
fíxenche	เธอ
quererás	เจ้า
quererás	คุณ
quererás	เธอ
quererás	ต้องการ
quererás	อยาก
quererás	ดอน
quererás	don
empezaches	เริ่ม
empezaches	เจ้า
empezaches	คุณ
empezaches	เธอ
aguanta	ถือ
aguanta	กุม
grava	กรวด
recibo	รับ
destrúe	ทำลาย
martelo	ค้อน
miura	และ
miura	แล้ว
iens	อ้วน
iens	หยวน
encargos	รับ
encargos	เอา
servicio	บริการ
ovella	แกะ
wright	wright
wright	ไรท์
trago	ดื่ม
seguide	รับ
cóllea	รับ
cóllea	เอา
gústanlle	ถูกใจ
estiveses	เจ้า
estiveses	คุณ
estiveses	เธอ
cosas	สิ่งของ
ferir	ทำร้าย
ferir	เจ็บ
metralladora	ปืน
metralladora	เครื่องจักร
metralladora	แมชชีน
metralladora	เครื่อง
matalos	สังหาร
matalos	ฆ่า
emboscada	ซุ่ม
iniciativa	ริเริ่ม
iniciativa	initiative
automóbil	รถยนต์
automóbil	รถยนต์
automóbil	รถ
durmida	หลับ
silenzo	เงียบ
traslado	โอน
abandonados	ร้าง
propoño	แนะนำ
cubana	คิวบา
mudaches	เจ้า
mudaches	คุณ
mudaches	เธอ
mudaches	เปลี่ยน
pretos	ดำ
extranxeiros	ต่างด้าว
cazaría	ล่า
cazaría	ฮันท์
raparigas	สาว
raparigas	สาวๆ
escrava	ทาส
embaixador	ทูต
adiviña	เดา
les	เจ้า
les	คุณ
les	เธอ
les	อ่าน
contes	บอก
nazi	นาซี
quítao	รับ
quítao	ปิด
quítao	ออก
quítao	รับ
quítao	เอา
adorábel	สวย
tomalo	รับ
tomalo	เอา
linh	linh
lema	คติพจน์
lema	คำขวัญ
silver	ซิลเวอร์
silver	เงิน
latas	กระป๋อง
servente	บ่าว
phillips	philips
frecuentemente	บ่อย
frecuentemente	มัก
frecuentemente	บ่อยๆ
rematase	จบ
rematase	โอเวอร์
rematase	เหนือ
sóltao	เขา
protexa	ป้องกัน
protexa	ปกป้อง
camioneta	แวน
comerciais	พาณิชย์
comerciais	โฆษณา
xeados	ไอซ์
xeados	ice
construída	สร้าง
cabalgar	ขี่
balcón	ระเบียง
eddy	eddy
gong	กง
réndome	ยอม
calo	เงียบ
marcou	กำลัง
marcou	คือ
marcou	ไม่
marcou	ไม่ใช่
léo	สิงห์
léo	leo
intentes	ลอง
liu	หลิว
daga	กริช
boubacar	boubacar
porquê	ทำไม
iraquí	อิรัก
ripon	ripon
preguntáronme	ถาม
respondín	ตอบ
abrimos	เปิด
contarlles	บอก
contarlles	เจ้า
contarlles	คุณ
contarlles	เธอ
empregan	ใช้
cardíaca	heart
cardíaca	ใจ
cardíaca	หัวใจ
cardíaca	โรค
coidan	รับ
coidan	เอา
coidan	แคร์
coidan	สน
coidan	สนใจ
coidan	มอง
coidan	ดู
coidan	after
coidan	หลัง
desordes	กิน
desordes	ตั้งแต่
crecente	โต
aceptamos	ยอมรับ
coellos	กระต่าย
conferencias	ประชุม
interesaba	สนใจ
conforme	ยินยอม
sonar	โซนาร์
sonar	โซนา
trocar	เปลี่ยนแปลง
trocar	เปลี่ยน
trocar	แลก
trocar	เทรด
trocar	ค้า
creei	สร้าง
limita	จำกัด
limita	จำกัด
limita	วงเงิน
ni	แม้น
ni	แม้
ni	แม้แต่
ni	แม้ว่า
sobor	เรื่อง
sobor	ประมาณ
comentar	หมายเหตุ
esteades	เจ้า
esteades	คุณ
esteades	เธอ
instinto	สัญชาตญาณ
encanta	ชอบ
encanta	รัก
encanta	มาก
encanta	มาก
encanta	มากมาย
seguían	ยัง
democrática	ประชาธิปไตย
castigados	ลงโทษ
porá	พิน
porá	จะ
porá	วิล
considero	พิจารณา
reixas	บาร์
reixas	แท่ง
resiste	ขัดขืน
resiste	ต้านทาน
honestos	ซื่อสัตย์
honestos	เดอะ
lexislación	กฎหมาย
lexislación	กฎ
proteínas	โปรตีน
resumo	ซำ
molecular	โมเลกุล
acender	เลี้ยว
acender	หัน
acender	พลิก
acender	เปิด
desaparecida	หาย
desaparecida	ขาด
pasaran	ผ่าน
cables	เส้น
cables	บรรทัด
distante	ไกล
interaccións	ปฏิสัมพันธ์
eido	สนาม
eido	ฟิลด์
eido	สาขา
eido	ทุ่ง
eido	ช่อง
cruzan	ข้าม
cruzan	กางเขน
significativa	สำคัญ
significativa	ใดๆ
experimenta	ประสบการณ์
experimenta	เดอะ
experimenta	ประสบการณ์
quererían	จะ
quererían	ต้องการ
quererían	อยาก
múltiples	หลายๆ
múltiples	หลาย
axeitados	แฟร์
axeitados	ยุติธรรม
axeitados	ขวา
axeitados	ถูก
bush	bush
bush	บุช
estudando	เรียน
universitarios	วิทยาลัย
universitarios	มหาวิทยาลัย
axudará	พิน
axudará	จะ
axudará	วิล
axudará	ช่วย
preocupas	แคร์
preocupas	สน
preocupas	สนใจ
preocupas	กังวล
preocupas	ห่วง
preocupas	เรื่อง
preocupas	ประมาณ
comecemos	เริ่ม
aprenderon	มี
aprenderon	สอน
galiña	เจี๊ยบ
galiña	ไก่
deseñados	ออกแบบ
foco	โฟกัส
intensa	เข้ม
intensa	strong
intensa	แรง
intensa	แข็งแกร่ง
paris	paris
paris	ปารีส
relixioso	ศาสนา
duran	ทนทาน
duran	ดอน
duran	don
duran	last
duran	สุดท้าย
duran	ล่าสุด
planificación	วางแผน
combinar	ด้วย
combinar	กับ
combinar	เรื่อง
combinar	ประมาณ
oíron	มี
dirían	จะ
dirían	กล่าว
dirían	พูด
taxis	taxi
taxis	แท็กซี่
taxis	ปรกติ
taxis	ปกติ
especialidade	เมเจอร์
misións	ทูต
misións	ภารกิจ
serios	มี
serios	จริงจัง
anestesia	ใดๆ
funcionará	ทำงาน
funcionará	งาน
funcionará	วอน
funcionará	ชนะ
portátil	แล็ปท็อป
facilidade	ง่ายดาย
promoción	โปรโมท
promoción	โปรโมชัน
círculos	วงกลม
netos	หลานๆ
netos	หลาน
netos	sons
netos	เรื่อง
netos	ประมาณ
reciben	รับ
nalgunhas	บาง
nalgunhas	บ้าง
axudan	ช่วย
asistentes	ประชาชน
asistentes	บุคคล
asistentes	ผู้
asistentes	ผู้คน
asistentes	คน
receitas	สูตร
enviaron	ส่ง
enviaron	ลง
enviaron	ดาวน์
acuario	ฟิช
acuario	ปลา
len	อ่าน
chinesa	จีน
chinesa	จีน
usados	ใช้
abran	เปิด
abran	ทำให้
formado	ทำให้
alomenos	เดียว
alomenos	หนึ่ง
permitiu	อนุญาต
rapidez	รวดเร็ว
rapidez	เร็ว
rapidez	ด่วน
rapidez	fast
rapidez	ไว
rapidez	ความเร็ว
atoparán	พบ
atoparán	หา
atoparán	ค้นหา
acople	ลูป
acople	วน
espectro	สเปกตรัม
sagrados	ศักดิ์สิทธิ์
menciñas	ยา
menciñas	กำลัง
menciñas	คือ
controlamos	ควบคุม
controlamos	คอนโทรล
controlamos	สำหรับ
controlamos	เพื่อ
controlamos	เจ้า
controlamos	คุณ
controlamos	เธอ
móbiles	mobile
fálase	คำ
escribiron	เขียน
escribiron	เขียน
escribiron	เขียน
afastarse	ห่าง
afastarse	จาก
sobreviven	รอด
sobreviven	กุมาร
sobreviven	เด็ก
aterrador	สยอง
suíza	มีด
suíza	สวิสเซอร์แลนด์
enciclopedia	สารานุกรม
trapo	เสื้อผ้า
trapo	ผ้า
incrementar	เพิ่ม
mono	ลิง
mono	ลิง
consideración	พิจารณา
lazos	พันธบัตร
comunicacións	สื่อสาร
comunicacións	โทรศัพท์
comunicar	สื่อสาร
europeos	ประเทศ
europeos	ยุโรป
estabilidade	เสถียรภาพ
coñecela	รู้
coñecela	ทราบ
coñecela	พบ
vellez	เก่าๆ
vellez	แก่
vellez	เก่า
vellez	อายุ
vellez	ยุค
proteína	โปรตีน
activar	เลี้ยว
activar	หัน
activar	พลิก
activar	เปิด
hainos	มี
hainos	กำลัง
hainos	คือ
vivan	สด
vivan	ยาว
vivan	นาน
eternamente	forever
video	วีดีโอ
video	วิดีโอ
sexy	sexy
sexy	เซ็กซี่
vangarda	แวน
fregar	ถู
fregar	ขัด
axeitadas	ขวา
axeitadas	ถูก
viuno	เห็น
viuno	เจ้า
viuno	คุณ
viuno	เธอ
viuno	เขา
espiral	เกลียว
competir	แข่งขัน
depósitos	หุ้น
enquisa	สำรวจ
enquisa	การพา
telos	มี
telos	และ
telos	แล้ว
merecen	สมควร
atlántico	แอตแลนติก
fixamente	จ้อง
quitarlle	รับ
quitarlle	เอา
artificial	เทียม
artificial	ประดิษฐ์
estatus	สถานะ
estatus	สถานภาพ
democráticos	democracies
democráticos	ประชาธิปไตย
democráticos	คลับ
democráticos	สโมสร
democráticos	ดอกจิก
democráticos	จิก
criterio	เกณฑ์
encontramos	พบ
encontramos	เจอ
mercan	ประชาชน
mercan	บุคคล
mercan	ผู้
mercan	ผู้คน
mercan	คน
mercan	ซื้อ
mercan	เลี้ยง
pop	ป็อป
pop	ป๊อป
pop	pop
traelo	นำ
traelo	รับ
traelo	เอา
traelo	เขา
lanzar	ขว้าง
lanzar	โยน
témolo	มี
gusten	ถูกใจ
gusten	ชอบ
gusten	เหมือน
gusten	แบบ
gusten	ถูกใจ
gusten	ไลค์
gusten	อย่าง
influír	อิทธิพล
átomos	อะตอม
estratexias	กลยุทธ์
asistir	มา
xirar	หมุน
andamos	กำลัง
andamos	คือ
rebentar	รับ
rebentar	เป่า
darán	พิน
darán	จะ
darán	วิล
darán	มอบ
darán	ให้
metano	มีเทน
metano	แก๊ส
metano	ก๊าซ
metano	น้ำมัน
square	ตาราง
camiseta	เสื้อ
críticas	วิจารณ์
levounos	นำพา
levounos	led
levounos	ชักนำ
convertéronse	มี
bandexa	ถาด
probamos	ทดสอบ
probamos	พยายาม
asinado	เซ็น
asinado	สำหรับ
asinado	เพื่อ
paus	ด้วย
paus	กับ
perdan	แพ้
perdan	เสีย
gratis	ฟรี
gratis	อิสระ
gratis	ว่าง
gratis	เสรี
gratis	free
gratis	สำหรับ
gratis	เพื่อ
gratis	ขี่
