darwin	darwin
käsitteitä	pojmy
käsitteitä	koncepcie
käsitteitä	koncepty
niemimaa	polostrove
diskografia	diskografia
pelkäsi	bál
pelkäsi	obávaný
kaksikymmentä	dvadsať
kaksikymmentä	twenty
metsään	les
metsään	lesy
metsään	lesov
metsään	lese
metsään	woods
metsään	lesa
piirretty	vyvodiť
piirretty	ťahané
piirretty	kreslené
ricardo	ricardo
massaa	hmota
massaa	omšu
massaa	hmotnosť
trans	trans
microsoftin	microsoft
tunnustaa	uznáva
tunnustaa	priznáva
tunnustaa	pripúšťa
tunnustaa	uznáva
tunnustaa	prizná
ruusu	ruža
ruusu	rose
harryn	harry
bergman	bergman
lähtö	odlet
lähtö	odklon
lähtö	odchodu
lähtö	odchod
quest	výprava
quest	quest
päätöksiä	rozhodnutia
islamilaisen	islamského
islamilaisen	islamský
islamilaisen	islamských
islamilaisen	islamskej
ikuisesti	navždy
ikuisesti	forever
ikuisesti	naveky
vatsa	brušnej
vatsa	brucha
vatsa	žalúdka
vatsa	brucho
vatsa	žalúdku
vatsa	žalúdok
vatsa	žalúdočné
vatsa	brucho
vatsa	brucha
vatsa	brucho
vatsa	bruško
aukko	otvoru
aukko	diery
aukko	diera
aukko	hole
aukko	medzeru
aukko	medzera
päätä	head
päätä	hlavu
päätä	hlavička
päätä	hlava
päätä	rozhodnúť
aloilla	sektorov
aloilla	odvetvia
aloilla	sektory
ohjataan	presmerovanie
kurki	crane
tasainen	byt
tasainen	ploché
tasainen	plochá
tasainen	stabilné
tasainen	stabilný
tasainen	stály
gps	gps
curtis	curtis
arvioita	odhadov
arvioita	odhady
tykit	delá
tykit	delá
tykit	zbrane
tykit	pištole
tykit	dela
tykit	delá
tykit	delo
islamilainen	islamského
islamilainen	islamský
islamilainen	islamských
islamilainen	islamskej
jyp	jyp
puuttuminen	absencia
puuttuminen	neexistencia
puuttuminen	absencie
puuttuminen	neprítomnosti
puuttuminen	neprítomnosť
puuttuminen	nedostatok
kiinteää	pevný
kiinteää	pevné
kiinteää	tuhé
kiinteää	pevná
kiinteää	tuhá
bosnian	bosniansky
huomautus	poznámku
huomautus	poznámka
huomautus	poznámku
huomautus	poznámka
asunnon	byte
asunnon	byt
asunnon	bytom
asunnon	bytu
asunnon	apartmán
halo	halo
lewisin	lewis
circuit	okruh
circuit	obvod
circuit	okruhu
montana	montana
vuosikymmenten	desaťročia
vuosikymmenten	desaťročí
pelaamisen	gaming
pelaamisen	hranie
dei	dei
temple	chrámu
temple	temple
temple	chrám
jalkaa	nohu
jalkaa	noha
jalkaa	pešo
jalkaa	chodidlo
jalkaa	peši
jalkaa	noha
jalkaa	nohe
jalkaa	nohu
huvila	vila
huvila	villa
ulkoasu	rozloženie
ulkoasu	usporiadanie
ulkoasu	vzhľad
today	dneska
today	dnešok
today	today
today	dnes
today	dnešné
ohjelmiston	softvér
ohjelmiston	software
tunneli	tunela
tunneli	tunel
norjalaiset	nóri
opel	opel
rna	rna
tuodaan	import
tuodaan	dovážané
tuodaan	dovezený
tuodaan	dovážaný
tuodaan	dovezené
luoja	stvoriteľ
luoja	tvorca
mongolian	mongolské
mongolian	mongolsko
kirkkoja	kostoly
kirkkoja	cirkvi
kirkkoja	kostolov
mccartney	mccartney
karen	karen
karen	keren
milton	milton
brysselin	bruselu
brysselin	brusel
brysselin	bruseli
ella	ella
toukokuu	májové
toukokuu	mája
toukokuu	môže
toukokuu	máj
teorioita	teórií
teorioita	teórie
eugene	eugene
yritin	skúšal
yritin	skúšala
yritin	pokúsil
yritin	skúšali
yritin	pokúšal
talojen	domy
virginian	virginia
versailles	versailles
lukko	lock
lukko	zámok
lukko	zamknúť
morsian	nevesta
jumalatar	bohyne
jumalatar	bohyňa
syyttää	obviniť
syyttää	obviňovať
syyttää	obviňuje
syyttää	obviniť
kuula	ball
kuula	loptu
kuula	lopty
kuula	lopta
kuula	loptička
kuula	guľa
kampanjan	kampaň
puhdasta	čistá
puhdasta	čistý
puhdasta	vyčistiť
puhdasta	čisté
puhdasta	čistá
puhdasta	čisto
puhdasta	čistý
puhdasta	čisté
vahvistettu	potvrdený
vahvistettu	potvrdená
vahvistettu	potvrdené
vahvistettu	overená
vahvistettu	overený
vahvistettu	overené
vahvistettu	posilnený
vahvistettu	vystužené
vahvistettu	posilnené
vahvistettu	zosilnené
vahvistettu	posilnená
suvi	summer
suvi	letná
suvi	leto
suvi	letné
täytä	vyplniť
täytä	vyplňte
täytä	naplniť
kaliforniaan	kalifornii
kaliforniaan	california
kaliforniaan	kalifornia
prahassa	prague
prahassa	praha
prahassa	prahy
prahassa	prahe
muslimien	moslimských
muslimien	moslim
muslimien	moslimov
muslimien	moslimovia
benny	benny
joulukuu	december
joulukuu	decembra
joulukuu	decembri
joulukuu	decembru
joulukuu	december
joulukuu	dec
joulukuu	zos
petra	petra
fin	fin
fin	plutvy
fyysinen	fyzické
fyysinen	fyzická
fyysinen	fyzikálne
fyysinen	fyzický
hullu	šialené
hullu	šialený
hullu	crazy
hullu	šialené
hullu	blázon
hullu	šialenstvo
hullu	šialená
hullu	šialený
lyon	lyon
neuvoa	poradným
neuvoa	poradenstvo
neuvoa	poradná
neuvoa	poradit
neuvoa	poradiť
neuvoa	poraďte
neuvoa	radiť
yhdistyvät	kombinuje
helge	helge
koreografi	choreograf
foster	foster
sotilaallinen	armáda
sotilaallinen	vojsko
sotilaallinen	vojenský
sotilaallinen	vojenské
kokonainen	celý
kokonainen	celé
kokonainen	celý
kokonainen	celok
kokonainen	celé
kokonainen	celku
kokonainen	celá
kuninkaat	králi
kuninkaat	kráľov
kuori	shell
kuori	kôry
kuori	kôra
muokattu	upravené
muokattu	upravil
muokattu	strih
muokattu	modifikovaný
muokattu	zmenený
muokattu	modifikované
muokattu	zmenené
muokattu	modifikovaná
tammikuu	januára
tammikuu	január
tammikuu	januári
eronnut	rezignoval
eronnut	odstúpil
eronnut	rozvedený
eronnut	rozviedla
eronnut	rozvedená
suoja	ochranu
suoja	ochrana
suoja	štít
suoja	štíty
irina	irina
sovittu	dohodnuté
sovittu	dohodnutý
jälkiä	stopy
jälkiä	stôp
jälkiä	skladby
jälkiä	trate
alexandre	alexandre
azerbaidžanin	azerbajdžan
edustajien	predstavitelia
edustajien	zástupcov
edustajien	zástupcovia
arkkitehdit	architektov
kuvioita	vzory
kuvioita	vzorov
kuvioita	vzorce
maalaukset	obrazy
maalaukset	maľby
viola	viola
yhtäkkiä	odrazu
yhtäkkiä	náhle
yhtäkkiä	zrazu
kiova	kyjeve
osallisena	zúčastnené
osallisena	zapojené
osallisena	zapojená
kristina	kristina
osapuoli	party
osapuoli	oslava
osapuoli	strana
osapuoli	večierok
osapuoli	párty
vertaa	porovnávať
vertaa	porovnať
vertaa	porovnaj
vertaa	porovnanie
une	une
sello	čelo
yritetty	skúšal
yritetty	skúšala
yritetty	pokúsil
yritetty	skúšali
yritetty	pokúšal
gregory	gregory
gregory	gregor
jupiter	jupiter
lil	lil
kehittyivät	vyvinuté
kehittyivät	vyvinuli
kehittyivät	vyvinul
kehittyivät	vyvinutý
kehittyivät	vyvinula
velho	čarodejníka
velho	sprievodca
velho	čarodejník
asukas	obyvateľ
asukas	bydlisko
martínez	martínez
kaivos	banská
kaivos	ťažbu
kaivos	ťažba
kaivos	môj
kaivos	baňa
kaivos	moja
kaivos	moje
isompi	väčšia
isompi	väčší
isompi	väčšie
isompi	väčšia
isompi	väčší
isompi	väčšie
italialaiset	taliani
italialaiset	talianske
italialaiset	talian
italialaiset	taliansky
italialaiset	talianska
esp	esp
alessandro	alessandro
virheellinen	nesprávna
virheellinen	nesprávne
virheellinen	nesprávny
virheellinen	nesprávny
virheellinen	neplatná
virheellinen	neplatný
virheellinen	neplatné
kokemuksia	ohlasy
kokemuksia	zážitky
kokemuksia	skúsenosti
kokemuksia	skúsenosť
kokemuksia	prax
kokemuksia	skúsenosti
kokemuksia	zažiť
kokemuksia	zážitok
hiiri	myší
hiiri	myši
hiiri	myšiach
hiiri	myš
hiiri	myška
hiiri	myši
työntekijä	zamestnanec
työntekijä	zamestnanca
työntekijä	pracovníka
työntekijä	pracovníčka
työntekijä	pracovník
työntekijä	robotník
julkiset	public
julkiset	verejný
julkiset	verejnosť
julkiset	verejné
julkiset	verejná
henkilökohtaista	osobný
henkilökohtaista	osobná
henkilökohtaista	osobné
henkilökohtaista	personal
tsaari	car
tsaari	cár
hal	hal
verkkosivusto	web
verkkosivusto	webe
romaaneja	romány
perintö	dedičstvo
perintö	dedičstva
perintö	dedičstvo
perintö	dedičstvo
häät	svadby
häät	svadobná
häät	svadba
häät	sobáš
häät	svadobné
häät	svadbu
häät	svadby
freeman	freeman
virus	vírusovej
virus	vírusová
virus	vírusové
virus	vírusom
virus	vírusu
virus	vírusy
virus	vírus
hienoa	skvele
hienoa	super
hienoa	skvelé
hyväksytään	akceptovanie
hyväksytään	prijíma
hyväksytään	akceptované
hyväksytään	prijatý
hyväksytään	prijali
hyväksytään	prijaté
hyväksytään	prijatá
ferguson	ferguson
legendan	legendu
legendan	vysvetlivky
legendan	legendy
legendan	legenda
ehdokkaat	nominácie
ehdokkaat	záujemcovia
ehdokkaat	kandidáti
ehdokkaat	kandidátov
ehdokkaat	kandidátske
ehdokkaat	uchádzači
paineen	tlaku
paineen	tlak
paineen	nátlak
paineen	tlaková
saatavissa	dostupný
saatavissa	dostupná
saatavissa	dostupné
arvostelut	recenzie
arvostelut	preskúmania
arvostelut	prehľady
arvostelut	recenzia
arvostelut	hodnotenia
esitelty	najlepšie
esitelty	vybrané
esitelty	prezentované
esitelty	predstavené
esitelty	predložené
esitelty	predkladané
esitelty	predstavený
iskut	útokmi
iskut	útoky
iskut	útokov
iskut	údery
iskut	šoky
iskut	otrasy
kouluttaa	vzdelávať
valmentaa	trénovať
sisäistä	vnútorné
sisäistä	interné
sisäistä	vnútorná
sisäistä	interný
sisäistä	vnútorný
matias	matias
mcdonald	mcdonald
timothy	timothy
pelkää	strachu
pelkää	strach
valokuvan	fotografiu
valokuvan	fotografia
kruunu	korunu
kruunu	koruny
kruunu	koruna
kuviot	vzory
kuviot	vzorov
kuviot	vzorce
haastoi	vyzvaný
haastoi	vyzval
bart	bart
schmidt	schmidt
esityksiä	vystúpenia
esityksiä	výkony
esityksiä	predstavenia
esityksiä	prezentácie
pahin	najhoršia
pahin	najhorší
pahin	najhoršia
pahin	najhorší
pahin	najhoršie
ultra	ultra
arne	arne
montenegron	čiernohorský
asetus	výnos
asetus	vyhláška
asetus	nariadenie
asetus	vyhlášky
asetus	vyhláška
asetus	dekrét
asetus	nastavenie
asetus	predpis
asetus	regulácia
asetus	nariadenia
asetus	regulácie
asetus	nariadenie
voimistelija	gymnastka
suhteellinen	relatívne
suhteellinen	relatívny
suhteellinen	relatívna
suhteellinen	príbuzný
suhteellinen	úmerné
suhteellinen	primeraná
suhteellinen	proporcionálne
suhteellinen	pomerné
uros	samec
uros	mužské
uros	muž
uros	mužský
beck	beck
täydet	plné
täydet	plná
täydet	plnú
täydet	full
täydet	plný
olosuhteet	podmienkami
olosuhteet	podmienky
olosuhteet	okolnosti
epäillään	podozrenie
epäillään	podozrivý
epäillään	podozrivé
epäillään	podozrivý
epäillään	podozrenie
epäillään	podozrivá
happea	kyslíka
happea	kyslík
happea	kyslíkom
olennainen	neoddeliteľnou
olennainen	nevyhnutná
olennainen	základné
olennainen	nevyhnutné
sijoitti	investovala
sijoitti	investoval
sijoitti	investovali
tehtävien	úlohy
tehtävien	úloh
nähtävyydet	atrakcie
nähtävyydet	zaujímavosti
nähtävyydet	pohľady
nähtävyydet	pamiatky
nähtävyydet	poznávanie
nähtävyydet	pamiatky
lentävä	lietania
lentävä	lietanie
lentävä	lietajúce
häviää	prehry
häviää	stráca
häviää	prehra
häviää	prehrá
häviää	prehráva
häviää	stráca
häviää	stratí
häviää	stratiť
häviää	prehrať
liiketoiminnan	obchodné
liiketoiminnan	obchody
liiketoiminnan	podnikanie
liiketoiminnan	biznis
liiketoiminnan	business
kalevala	kalevala
ennemmin	skor
kyle	kyle
css	css
mann	mann
kysyi	požiadal
kysyi	opýtal
gmbh	gmbh
swan	labuť
yksityiskohtia	podrobnosti
yksityiskohtia	detaily
kulmassa	rohu
kulmassa	roh
kulmassa	kúta
kulmassa	kút
komisario	inšpektor
komisario	inšpektora
saatavana	dostupný
saatavana	dostupná
saatavana	dostupné
isabella	isabella
svensk	svensk
jaarli	earl
jaarli	jarl
sevilla	sevilla
todellakin	vskutku
todellakin	veru
todellakin	skutočne
tupla	dvojité
tupla	dvojitá
tupla	zdvojnásobiť
tupla	double
tupla	dvojnásobok
unelma	sen
unelma	snívať
unelma	dream
unelma	sna
oven	dvere
oven	dverí
porsche	porsche
filmi	filmom
filmi	filmová
filmi	film
sparta	sparta
lääke	medicína
lääke	liek
lääke	lieky
lääke	liek
lääke	droga
lääke	drogu
lääke	drog
kaasu	plynu
kaasu	benzin
kaasu	plyn
blossom	kvet
bristol	bristol
lassi	calvin
sillanpää	predmostie
slovenia	slovinsko
slovenia	slovinské
keskusteluissa	diskusie
keskusteluissa	diskusií
keskusteluissa	debaty
keskusteluissa	rozpravy
keskusteluissa	diskusie
näkyvissä	viditeľný
näkyvissä	viditeľné
näkyvissä	viditeľná
julistaa	vyhlasuje
julistaa	vyhlásiť
julistaa	vyhlasujem
minskin	minsku
laivoja	lodí
laivoja	lode
huolto	zachovanie
huolto	údržba
huolto	udržiavanie
huolto	údržby
huolto	údržbu
muodollisesti	formálne
kommunistit	komunisti
kommunistit	komunistov
kommunistit	komunistická
kommunistit	komunista
ocean	ocean
ocean	oceánu
ocean	oceán
mailin	míľu
mailin	mile
tenori	tenor
rover	rover
lippua	zástava
lippua	vlajkového
lippua	príznak
lippua	vlajka
vuotuinen	každoročné
vuotuinen	ročný
vuotuinen	ročná
vuotuinen	ročne
vuotuinen	ročné
marilyn	marilyn
ratsuväen	kavaléria
järjestäjä	sponzora
järjestäjä	sponzor
järjestäjä	sponzorom
järjestäjä	organizátor
järjestäjä	hosť
järjestäjä	hostiteľskej
järjestäjä	hostiteľa
järjestäjä	host
järjestäjä	hostiteľ
järjestäjä	organizátor
täytti	vyplnený
täytti	naplnený
täytti	naplnená
täytti	plnené
täytti	vyplnené
irwin	irwin
opiskelee	štúdium
opiskelee	študuje
portin	gate
portin	bráne
portin	brána
säteily	radiácia
säteily	žiarenie
säteily	žiarenia
shawn	shawn
kustannukset	nákladov
kustannukset	náklady
kustannukset	náklady
kustannukset	trovy
hyödyllinen	užitočný
hyödyllinen	užitočné
hyödyllinen	užitočná
hyödyllinen	užitočný
hyödyllinen	užitočné
hyödyllinen	užitočná
kiista	spor
kiista	namietať
kiista	spore
kiista	sporu
kiista	spor
kiista	námietka
päiväkirja	vestník
päiväkirja	denník
päiväkirja	vestníku
päiväkirja	denníku
päiväkirja	denník
reinhold	reinhold
vietnam	vietname
vietnam	vietnam
vietnam	vietnamu
vietnam	vietnamských
lähdön	odlet
lähdön	odklon
lähdön	odchodu
lähdön	odchod
irc	irc
operaattori	operátor
operaattori	prevádzkovateľa
operaattori	prevádzkovateľ
operaattori	dopravca
operaattori	prepravca
operaattori	operátor
operaattori	nosič
systeemi	systém
systeemi	systému
systeemi	systémy
systeemi	sústava
oikeudenkäynti	pojednávanie
oikeudenkäynti	súd
indonesia	indonézskych
indonesia	indonézia
indonesia	indonézia
indonesia	indonézie
indie	indie
oscarin	oskar
oscarin	oscara
oscarin	oscar
lyö	hit
lyö	zasiahli
lyö	úder
lyö	udrieť
lyö	udrel
kouluja	škôl
kouluja	školy
heimojen	kmeňových
heimojen	kmeňové
säännöllinen	pravidelné
säännöllinen	pravidelná
säännöllinen	pravidelne
säännöllinen	pravidelný
eugen	eugen
montgomery	montgomery
tonavan	dunajská
tonavan	dunajskej
tonavan	dunaji
tonavan	dunaj
tonavan	dunaja
ein	ein
tietotekniikan	informatiky
saavutuksia	úspechy
saavutuksia	úspechy
slovakia	slovenský
slovakia	slovenské
slovakia	slovenčina
slovakia	slovenskej
slovakia	slovenka
slovakia	slovenská
slovakia	slovensko
slovakia	slovakia
vastuun	zodpovednosť
osoitettu	pripísané
osoitettu	pridelený
osoitettu	pridelené
osoitettu	priradené
osoitettu	pridelená
osoitettu	adresovaná
osoitettu	riešené
osoitettu	adresované
osoitettu	pridelená
osoitettu	pridelenú
osoitettu	pridelený
osoitettu	pridelené
osoitettu	dokázaná
osoitettu	preukázané
osoitettu	preukázaná
osoitettu	dokázané
osoitettu	preukázali
osoitettu	preukázaná
osoitettu	preukázané
osoitettu	preukázaný
reinin	porýnie
puut	stromy
puut	stromov
troijan	trójsky
troijan	troy
simpsonit	simpsonovcov
intro	úvodnú
intro	intro
intro	úvod
hevosia	koňom
hevosia	kone
hevosia	koní
maailmanlaajuinen	celosvetové
maailmanlaajuinen	celosvetovo
maailmanlaajuinen	celosvetová
maailmanlaajuinen	celosvetový
maailmanlaajuinen	globálny
maailmanlaajuinen	globálna
maailmanlaajuinen	globálne
thaimaassa	thajsku
thaimaassa	thajsko
thaimaassa	thajska
tuho	devastácia
tuho	pohroma
tuho	katastrofa
tuho	ničenie
tuho	ničenia
tuho	zničenie
lukuja	počty
lukuja	čísla
lukuja	údaje
reaktion	reakcia
reaktion	reakciu
reaktion	reakcie
uutinen	novinky
uutinen	spravy
uutinen	správy
uutinen	spravodajstvo
uutinen	novinka
poikia	boys
poikia	chlapci
poikia	chalani
poikia	synovia
poikia	synov
moottoritie	diaľnica
moottoritie	diaľnice
moottoritie	diaľnicu
moottoritie	diaľnice
moottoritie	diaľnica
moottoritie	diaľnici
luottaa	veriť
luottaa	dôvera
luottaa	ver
luottaa	dôveru
luottaa	dôverovať
luottaa	dôveryhodné
luottaa	verila
luottaa	dôveryhodný
rangaistus	trest
rangaistus	pokuta
rangaistus	sankcia
rangaistus	treste
rangaistus	trest
rangaistus	potrestanie
rangaistus	trestom
torsten	torsten
hinnan	price
hinnan	cena
hinnan	cene
mitsubishi	mitsubishi
syys	september
syys	septembra
syys	septembri
wallin	wallin
kriisi	krízy
kriisi	kríza
suhtautuminen	prístupy
suhtautuminen	postoje
suhtautuminen	postojov
ehdot	podmienkami
ehdot	podmienky
ehdot	termíny
ehdot	pojmy
ehdot	výrazy
ehdot	podmienky
outo	čudný
outo	zvláštne
outo	divné
outo	čudné
outo	divný
outo	zvláštne
outo	podivné
outo	čudné
outo	zvláštny
outo	čudný
outo	zvláštne
outo	zvláštny
outo	zvláštna
aloitetaan	začína
aloitetaan	začíname
räjähti	vybuchol
räjähti	vybuchlo
tori	tori
varastaa	kradnúť
varastaa	ukradnúť
varastaa	ukradne
varastaa	kradne
varastaa	krádež
varastaa	kradnúť
varastaa	kradnutie
varastaa	kradne
yliopistot	univerzity
yliopistot	univerzít
kongressi	kongres
kongressi	kongrese
kongressi	kongresu
klaanin	klan
klaanin	klanu
putken	trubica
putken	trubice
putken	rúra
putken	potrubia
putken	potrubie
putken	plynovod
andersonin	anderson
mukaisia	vyhovujúci
luotain	sonar
luotain	sondu
luotain	sondy
luotain	sonda
target	cieľ
target	target
kohtaus	scéne
kohtaus	scéna
kohtaus	scénu
kohtaus	záchvat
maasto	terénu
maasto	teréne
maasto	terén
esitykset	vystúpenia
esitykset	výkony
esitykset	predstavenia
esitykset	prezentácie
ytimen	jadro
ytimen	jadra
ytimen	jadro
ytimen	core
ytimen	jadrom
ytimen	jadra
liberty	slobody
liberty	voľnosť
jääkiekkoa	hokej
vapaaehtoisesti	ochotne
vapaaehtoisesti	dobrovoľne
vapaaehtoisesti	dobrovoľne
oletettavasti	údajne
usp	usp
uskontojen	náboženstvá
uskontojen	náboženstiev
lynn	lynn
ajoneuvon	vozidla
ajoneuvon	vozidlo
ajoneuvon	vozidlá
huhtikuu	apr
huhtikuu	apríl
huhtikuu	apríl
huhtikuu	apríla
metsästäjä	hunter
metsästäjä	lovec
tove	tove
theodore	theodore
kameran	fotoaparát
kameran	kamera
kameran	fotoaparátu
kameran	kameru
tennessee	tennessee
earl	earl
alhainen	nízko
alhainen	nízke
alhainen	nízky
alhainen	nízka
alhainen	low
rautaa	železný
rautaa	železo
rautaa	železné
rautaa	iron
rautaa	železa
lähetetty	odoslané
lähetetty	odoslané
lähetetty	odoslané
lähetetty	poslané
lähetetty	odoslaná
lähetetty	poslali
lähetetty	uverejnil
lähetetty	pridal
lähetetty	publikované
lähetetty	uverejnené
lähetetty	zverejnené
lähetetty	posta
georgiassa	gruzínska
georgiassa	georgia
georgiassa	gruzínsko
kielitieteilijä	lingvista
toimet	aktivít
toimet	činnosť
toimet	činnosti
toimet	aktivity
toimet	akcie
toimet	činy
apostoli	apoštol
uskollinen	lojálny
uskollinen	verný
uskollinen	verná
uskollinen	verní
uskollinen	verný
uskollinen	verná
uskollinen	verní
eng	eng
zürich	zürich
zürich	zurichu
shakespeare	shakespeare
richardson	richardson
serbien	srbov
serbien	srbi
gerald	gerald
valvoa	monitorovať
valvoa	monitor
valvoa	dohliadať
valvoa	dohliadať
hun	hun
oppinut	naučila
oppinut	naučil
oppinut	dozvedela
oppinut	dozvedel
oppinut	učenec
kriittinen	kritický
kriittinen	kritické
kriittinen	kritická
kriittinen	rozhodujúce
mississippi	mississippi
linnaan	castle
linnaan	zámok
linnaan	hrad
linnaan	hradu
intialaiset	indiáni
intialaiset	indiánov
onnistuneesti	úspešne
mozart	mozart
heimot	kmeňov
heimot	kmene
aikuinen	pestované
aikuinen	dospelý
aikuinen	dospelých
aikuinen	dospelé
aikuinen	dospelí
birmingham	birmingham
obama	obamu
obama	obama
keskusteluja	chaty
keskusteluja	debaty
keskusteluja	rozpravy
keskusteluja	diskusie
keskusteluja	rozhovory
keskusteluja	konverzácia
keskusteluja	konverzácie
keskusteluja	diskusie
keskusteluja	diskusií
laita	daj
murhasi	zavraždená
murhasi	zavraždení
murhasi	zavraždený
hampaat	zubami
hampaat	zubov
hampaat	zuby
tulevia	nadchádzajúce
todennäköisyys	pravdepodobnosť
todennäköisyys	šance
todennäköisyys	šanca
todennäköisyys	pravdepodobnosť
todennäköisyys	pravdepodobnosti
todennäköisyys	pravdepodobnosť
sidney	sidney
kuvattuna	odfotený
fantasia	fantázie
fantasia	fantáziu
fantasia	fantázia
fantasia	fantasia
salin	gym
salin	telocvične
salin	telocvični
salin	sal
huone	miestnosť
huone	izbu
huone	izby
huone	izba
huone	miestnosti
cool	pohode
cool	pecka
cool	super
cool	cool
suoritettu	dokončená
suoritettu	ukončené
suoritettu	vyplnený
suoritettu	dokončené
suoritettu	vyplnené
suoritettu	splnená
suoritettu	dosiahnuté
suoritettu	splnený
sunnuntaina	nedeľa
sunnuntaina	nedeľu
con	con
graafinen	grafické
graafinen	grafický
graafinen	grafické
graafinen	grafický
applen	jablko
applen	jablkový
applen	apple
pas	pas
iloinen	veselý
iloinen	veselá
iloinen	tesi
iloinen	šťastný
iloinen	šťastne
iloinen	šťastné
matematiikka	matematiku
matematiikka	matematiku
matematiikka	matematika
matematiikka	aritmetický
matematiikka	matematiku
matematiikka	matematika
latviassa	lotyšsko
latviassa	lotyšskom
konsensus	konsenzu
konsensus	konsenzus
hammer	kladivom
hammer	hammer
hammer	kladivo
näyttelyssä	výstavy
näyttelyssä	výstava
näyttelyssä	výstavu
kasvatus	výchova
kasvatus	výchovu
kasvatus	výchovy
kasvatus	rodičovstvo
kasvatus	foster
kasvatus	chov
kasvatus	chovné
kasvatus	výchova
vuokra	prenájom
vuokra	nájomné
vuokra	prenájom
vuokra	prenajať
vuokra	nájom
vuokra	nájomné
säilyttämistä	zachovanie
säilyttämistä	ponechanie
säilyttämistä	uchovávania
säilyttämistä	zadržanie
rikas	bohaté
rikas	bohatá
rikas	rich
rikas	bohatý
angelo	angelo
mittakaavassa	rozsahu
mittakaavassa	stupnica
läpimitta	priemer
läpimitta	diagonálnych
valvonta	kontrola
valvonta	ovládanie
valvonta	ovládať
valvonta	kontrolovať
valvonta	sledovanie
valvonta	monitoring
valvonta	monitorovania
valvonta	monitorovať
valvonta	monitorovanie
valvonta	dohľad
valvonta	sledovanie
valvonta	dozor
valvonta	dohľad
valvonta	dozor
nathan	nathan
painava	ťažká
painava	ťažký
painava	ťažké
eve	predvečer
eve	eve
taisto	bitka
taisto	súboj
tuhoutunut	zničený
tuhoutunut	zničili
tuhoutunut	zničené
tuhoutunut	zničení
tuhoutunut	zničená
eesti	eesti
mon	mon
suositeltu	odporúčame
suositeltu	odporúčané
suositeltu	odporúča
suositeltu	odporúčaný
suositeltu	odporúčaná
suositeltu	najlepšie
suositeltu	vybrané
osastolla	ward
perinteitä	tradíciu
perinteitä	tradícia
perinteitä	tradície
perinteitä	tradícií
perinteitä	tradície
nopeampi	rýchlejší
nopeampi	rýchlejšie
nopeampi	rýchlejší
nopeampi	rýchlejšia
nero	geniálne
nero	génius
nero	nero
patricia	patricia
löydä	nájdite
löydä	nájdi
löydä	nájsť
löydä	objavovať
löydä	objaviť
ash	popol
ash	ash
gustafsson	gustafsson
sant	sant
tintti	tintin
carmen	carmen
luontoa	priroda
luontoa	prírodu
luontoa	povaha
luontoa	príroda
luontoa	charakter
perhonen	motýľ
perhonen	motýľa
faith	vieru
faith	viery
faith	viera
faith	viere
muuttavat	migrujúcich
vankeja	trestancov
vankeja	zajatcov
vankeja	väzňami
vankeja	väzňov
vankeja	väzni
tunisia	tunisko
tunisia	tunisku
tunisia	tuniska
tunisia	tunise
yhdisteet	zlúčeniny
yhdisteet	zlúčenín
viiva	dash
viiva	čiary
viiva	riadok
viiva	linka
viiva	line
viiva	čiara
uudistus	reformovať
uudistus	reforma
yhdistäminen	agregácie
yhdistäminen	spojiť
yhdistäminen	zlúčiť
yhdistäminen	zlúčenie
yhdistäminen	zlúčenie
yhdistäminen	pripojenie
yhdistäminen	pripájam
yhdistäminen	pripája
yhdistäminen	spájanie
vieraita	cudzí
vieraita	cudzinci
vieraita	návštevníkom
vieraita	návštevníkov
vieraita	návštevníci
vieraita	návštevy
vieraita	hostí
vieraita	hosťom
vieraita	hostia
manga	manga
varattiin	rezervované
ragnar	ragnar
bradley	bradley
tietoinen	vedomý
tietoinen	vedomá
tietoinen	vedomé
tietoinen	vedomý
tietoinen	vedomá
brock	brock
über	über
kulttuurien	kultúr
kulttuurien	kultúry
debyytti	debut
lausutaan	vyslovuje
lausutaan	výrazné
lausutaan	výrazná
toimitus	preprava
toimitus	poštovné
toimitus	shipping
toimitus	doručenie
toimitus	rozvoz
toimitus	dodanie
toimitus	doručovanie
vika	vina
vika	defekt
vika	chrobák
wrc	wrc
perusteltu	oprávnený
perusteltu	odôvodnené
perusteltu	oprávnené
perusteltu	opodstatnené
perusteltu	oprávnená
perusteltu	odôvodnené
perusteltu	oprávnený
perusteltu	legálny
perusteltu	legitímne
perusteltu	legitímny
perusteltu	odôvodnený
perusteltu	odôvodnené
ilmiötä	jav
ilmiötä	javy
ilmiötä	fenomén
ilmiötä	jav
ilmiötä	javu
ilmiötä	fenomén
draama	dráma
draama	drámy
draama	drámu
etniset	etnický
etniset	etnických
etniset	etnické
etniset	etnického
etniset	etnickej
chl	chl
kaasun	plynu
kaasun	benzin
kaasun	plyn
journalisti	novinárka
journalisti	novinára
journalisti	novinár
marin	marin
rahoitusta	financovania
rahoitusta	financovanie
rahoitusta	financovaním
rahoitusta	financovania
rahoitusta	financovanie
kaipaa	potrebuje
kaipaa	potrieb
kaipaa	potreby
kaipaa	minie
jens	jens
aktivisti	aktivista
utah	utahu
vision	vízia
vision	vízie
vision	videnie
vision	videnia
vision	víziu
haku	hľadať
haku	hľadanie
haku	vyhľadávanie
haku	vyhľadať
holland	holland
myrskyn	storm
myrskyn	búrka
pimeä	dark
pimeä	temné
pimeä	tmavá
pimeä	tmavé
