espectador	penonton
amants	lovers
amants	pecinta
hàbit	kebiasaan
afer	affair
afer	perselingkuhan
afer	berselingkuh
argila	clay
tunis	tunis
grossa	grossa
gremi	guild
prades	prades
oblidar	lupa
oblidar	melupakan
dallas	dallas
criminals	kriminal
criminals	penjahat
immediat	immediate
viatgers	wisatawan
viatgers	pelancong
viatgers	musafir
viatgers	traveler
patinatge	skating
patinatge	seluncur
patinatge	berseluncur
reims	reims
etimologia	etimologi
rotterdam	rotterdam
panteó	pantheon
bàltic	baltik
ronald	ronald
fórmules	rumus
fórmules	formulae
antàrtida	antarktika
antàrtida	antartika
intèrprets	penghibur
pioners	pionir
pioners	pelopor
fossa	fossa
eddie	eddie
platnick	platnick
sentits	indera
sentits	indra
calent	hot
calent	panas
bateries	baterai
montgomery	montgomery
trencat	patah
trencat	rusak
trencat	broken
aleix	alexius
coronada	dimahkotai
coronada	dinobatkan
comunisme	komunisme
irene	irene
vilar	vilar
satisfer	memuaskan
positius	positive
positius	positif
núñez	nunez
strauss	strauss
cerro	cerro
fabricat	diproduksi
jacint	gondok
rècords	catatan
rècords	rekor
rècords	records
ecologia	ekologi
baltimore	baltimore
nantes	nantes
plomes	bulu
bisbal	bisbal
sistemàtica	sistematis
tit	titus
brabant	brabant
combinacions	kombinasi
colin	collin
colin	colin
llemosí	limousin
estructurals	struktur
estructurals	struktural
lliura	libra
lliura	pon
lliura	poundsterling
lliura	pound
rita	rita
cries	keturunan
finalitats	bertujuan
transformada	transformasi
transformada	mengubah
simètrica	simetri
simètrica	simetrik
simètrica	simetris
wellington	wellington
frescos	fresh
frescos	segar
admetre	mengakui
admetre	akui
significatives	signifikan
bush	semak
bush	bush
defensiu	defensif
recompensa	reward
recompensa	hadiah
recompensa	imbalan
recompensa	pahala
recompensa	pahalanya
romàntica	romantis
romàntica	romantic
cavitat	rongga
exactes	persis
pardo	pardo
fontaine	fontaine
balduí	baudouin
balduí	baldwin
ardenes	tonjolan
ardenes	kembung
salsa	saus
salsa	kecap
nielsen	nielsen
granit	granit
corredors	pelari
reorganització	reorganisasi
negro	negro
vinci	vinci
franca	franca
invertebrats	invertebrata
iris	iris
harrison	harrison
nicholas	nicholas
sastre	penjahit
retard	delay
retard	penundaan
retard	keterlambatan
retard	menunda
retard	tunda
pascal	pascal
salzburg	salzburg
brooklyn	brooklyn
superioritat	keunggulan
pipí	pippin
repeteix	ulangi
repeteix	diulang
repeteix	loop
eusebi	eusebius
valeri	valery
valeri	valeri
acceleració	akselerasi
acceleració	percepatan
antíoc	antiokhos
continents	benua
cohen	cohen
federals	federal
federals	fbi
embarcacions	perahu
ravenna	ravenna
degà	dekan
degà	dean
glasgow	glasgow
disposades	diatur
vancouver	vancouver
clube	clube
conquerit	ditaklukkan
conquerit	menaklukkan
mixt	mixed
mixt	bercampur
mixt	campuran
mixt	campur
abel	abel
abel	habel
copiar	menyalin
copiar	penyalinan
formals	formal
caracas	caracas
pelegrinatge	ziarah
convocatòria	telepon
convocatòria	panggilan
convocatòria	panggil
convocatòria	call
bombai	bombay
bombai	mumbai
anglo	anglo
direccions	arah
cher	cher
escàndol	skandal
escàndol	scandal
proveir	sediakan
proveir	menyediakan
làmines	lembaran
làmines	seprei
làmines	sprei
làmines	seprai
làmines	lembar
protagonitzar	berbintang
protagonitzar	membintangi
bucarest	bucharest
bucarest	bukares
concursos	kompetisi
concursos	kontes
concursos	lomba
ling	ling
blaus	blues
polinomi	polinomial
espases	pedang
reg	irigasi
serbis	serbia
regal	hadiah
regal	pemberian
regal	kado
seleccionat	dipilih
seleccionat	terpilih
num	num
croat	kroasia
yahya	yahya
diploma	ijazah
diploma	diploma
metz	metz
ntupdate	ntupdate
wikidata	wikidata
matt	matt
tomé	tomé
batejat	dibaptiskan
batejat	dibaptis
batejat	dibaptis
abi	abi
sortides	output
sortides	keluaran
progressiu	progresif
bots	bot
poderosos	ampuh
poderosos	kuat
deep	sedalam
deep	mendalam
deep	deep
reflex	reflek
reflex	refleks
botó	kancing
botó	tombol
extret	diekstrak
plens	full
plens	kenyang
plens	penuh
ulster	ulster
calvo	botak
calvo	calvo
armand	armand
hampshire	hampshire
màntua	mantua
seques	dikeringkan
seques	dijemur
facultats	fakultas
veterans	veteran
julián	julian
agut	treble
guàrdies	penjaga
guàrdies	pengawal
bridge	bridge
bridge	anjungan
bridge	jembatan
vuitena	kedelapan
vuitena	eighth
dijous	kamis
baby	baby
baby	sayang
baby	bayi
reyes	reyes
assignar	tetapkan
assignar	menetapkan
assignar	tugaskan
mercader	pedagang
invasions	invasi
vestíbul	lobi
vestíbul	lobby
nomenats	ditunjuk
gala	gala
cabana	pondok
cabana	kabin
johns	johns
extensions	ekstensi
darmstadt	darmstadt
integrats	terintegrasi
integrats	diintegrasikan
integrats	terpadu
cilindre	silinder
cilindre	cylinder
pesos	berat
pesos	bobot
inquisició	inkuisisi
ref	ref
constança	constance
ploma	pen
ploma	pulpen
ploma	pena
ploma	bulu
oman	oman
innovacions	inovasi
continuat	dilanjutkan
continuat	berkelanjutan
continuat	lanjutan
delle	delle
nits	nights
pendents	anting
donades	diberikan
donades	diberi
orador	orator
orador	pembicara
joão	joão
mani	mani
express	ekspres
express	express
express	ungkapkan
express	mengungkapkan
gov	gov
convencionals	konvensional
carnaval	karnaval
yang	yang
desfer	batalkan
desfer	undo
cartells	poster
dominada	didominasi
dominada	mendominasi
ametlla	almond
ornamental	hias
resurrecció	kebangkitan
obaga	umbria
ucd	ucd
procedència	asalnya
quadrangular	foursquare
sufragi	suffrage
consultat	berkonsultasi
domèstic	prt
domèstic	domestik
teclats	keyboard
mill	mill
mill	penggilingan
mill	pemintalan
llavor	biji
llavor	benih
llavor	seed
llavor	bibit
armstrong	armstrong
sky	sky
sky	langit
sky	angkasa
esborrany	draf
esborrany	draft
esborrany	konsep
esborrany	penghapus
tesis	skripsi
tesis	tesis
tor	tor
evitant	menghindari
ordena	urut
ordena	urutkan
notari	notaris
politècnica	politeknik
grams	gram
schneider	schneider
montfort	montfort
plantacions	perkebunan
subdivisió	cabang
subdivisió	ranting
subdivisió	branch
subdivisió	dahan
meyer	meyer
desde	desde
facilita	memfasilitasi
localment	lokal
tracció	traksi
incidents	insiden
segells	perangko
segells	stempel
lents	lensa
acad	acad
valent	brave
valent	berani
convençut	meyakinkan
convençut	diyakinkan
feixista	fasis
nòmades	nomaden
escalada	panjat
escalada	pendakian
escalada	mendaki
escalada	memanjat
studios	studios
studios	studio
atributs	atribut
farmàcies	apotek
farmàcies	farmasi
farmàcies	apotik
eugène	eugène
berg	berg
banks	banks
banks	bank
pensant	memikirkan
pensant	thinking
pensant	pemikiran
pensant	berpikir
mauritània	mauritania
convocat	dipanggil
discografia	diskografi
òptic	optis
òptic	optik
ressonància	resonansi
embaràs	kehamilan
alegria	joy
alegria	sukacita
mineria	menambang
mineria	pertambangan
mineria	penambangan
siena	siena
cromosomes	kromosom
ain	ain
horts	kebun
cristóbal	cristóbal
guerrero	guerrero
hegemonia	hegemoni
demandes	tuntutan
cadascú	setiap
cadascú	tiap
cadascú	each
judicis	cobaan
closca	teristimewa
grove	grove
apollo	apollo
plànol	pesawat
plànol	plane
patates	kentang
metabolisme	metabolisme
caos	kekacauan
caos	chaos
hunter	pemburu
hunter	hunter
jefferson	jefferson
obligacions	kewajiban
cecília	cecilia
polo	polo
yes	ya
yes	yes
yes	iya
trento	trento
français	français
floyd	floyd
seients	kursi
frau	penipuan
cantonades	stek
viquipedista	wikipedian
llimona	lemon
sentia	merasa
sentia	dirasakan
nervis	saraf
tolerància	toleransi
phoenix	phoenix
mollet	mollet
abandonament	ditinggalkan
born	born
born	lahir
born	terlahir
born	dilahirkan
amenaçat	mengancam
amenaçat	terancam
amenaçat	diancam
definicions	definisi
directori	direktori
neutrons	neutron
funeral	pemakaman
felicitat	kebahagiaan
felicitat	happiness
felicitat	kebahagian
rares	langka
rares	rare
rares	jarang
jura	bersumpahlah
jura	bersumpah
jura	jura
subgrup	subgrup
bonn	bonn
plegat	melipat
plegat	lipatan
plegat	lipat
plegat	melipat
plegat	pelipatan
plegat	lipat
tallat	cut
tallat	potong
pronunciació	pengucapan
intencions	niat
porxo	serambi
porxo	beranda
estrets	straits
conill	kelinci
conill	rabbit
navegador	peramban
navegador	browser
tia	pisan
tia	chick
tia	cewek
tia	bibi
tia	tante
tia	tia
banco	banco
sedis	sedis
textura	tekstur
textura	teksturnya
ismail	ismail
émile	emile
émile	émile
belgues	belgia
fortificada	dibentengi
successius	berturut
trobant	menemukan
júlia	yulia
júlia	julia
yves	yves
violació	pemerkosaan
violació	perkosaan
administratius	administratif
heavy	heavy
heavy	berat
fantasma	ghost
fantasma	hantu
impedeix	mencegah
impedeix	cegah
after	sesudah
after	after
after	setelah
judaisme	yudaisme
cuir	leather
cuir	kulit
thorell	thorell
posseir	merasuki
posseir	merasuki
vegas	vegas
peticions	permintaan
sulayman	sulaiman
exacte	persis
maximilià	maximilian
senadors	senator
àlies	alias
àlies	alias
àlies	aka
àlies	alias
valois	valois
huelva	huelva
mites	mitos
dotat	diberkahi
influents	berpengaruh
cometa	komet
cometa	comet
nervi	saraf
conservats	dipelihara
conservats	diawetkan
conservats	dipertahankan
detroit	detroit
santi	santi
perdó	pengampunan
perdó	ampunan
cruïlla	junction
cruïlla	persimpangan
serguei	sergey
harvey	harvey
julian	julian
icona	icon
icona	ikon
electró	elektron
disputada	disengketakan
disputada	sengketa
combinada	digabungkan
combinada	berpadu
combinada	kombinasi
combinada	dikombinasikan
combinada	gabungan
arkansas	arkansas
mirador	mirador
horitzó	cakrawala
horitzó	ufuk
horitzó	horizon
assetjada	dikepung
assetjada	terkepung
racional	rasional
obligatori	wajib
autobús	bus
autobús	bis
transmet	mentransmisikan
congost	jurang
fàrmacs	obat
fàrmacs	narkoba
dimoni	setan
dimoni	iblis
dimoni	devil
dimoni	setan
dimoni	siluman
dimoni	iblis
dimoni	demon
brava	brava
criticar	mengkritik
philadelphia	philadelphia
creadors	pembuat
fòssil	fossil
fòssil	fosil
lucre	profit
lucre	laba
lucre	keuntungan
académie	académie
sintaxi	sintaks
sintaxi	syntax
mandíbula	rahang
soto	soto
autèntica	autentik
autèntica	otentik
autèntica	authentic
terços	pertiga
leningrad	leningrad
ombres	shadows
ombres	bayangan
ombres	bayang
ombres	membayangi
administrar	kelola
administrar	mengelola
entusiasme	antusias
entusiasme	antusiasme
assumeix	berasumsi
assumeix	mengasumsikan
físicament	fisik
terrible	mengerikan
atletes	atlet
atletes	atlit
emocions	emosi
pobladors	pemukim
pib	gdp
pib	pdb
hubert	hubert
veterinari	vet
finalitza	berakhir
finalitza	selesaikan
finalitza	finish
gabon	gabon
orella	kuping
orella	telinga
chan	chan
mason	mason
benín	benin
championship	championship
championship	kejuaraan
amagat	tersembunyi
amagat	bathin
amagat	disembunyikan
amagat	hidden
suaus	empuk
suaus	soft
suaus	lembut
subtropicals	subtropis
pce	pce
rex	rex
vita	vita
teràpia	terapi
compilació	kompilasi
nòrdic	norse
nòrdic	nordik
nòrdic	nordik
nòrdic	nordic
stade	stade
yale	yale
boris	boris
salines	salines
bahadur	bahadur
bey	bey
boles	bola
boles	balls
comunal	komunal
decisiu	menentukan
hotels	hotel
príncipe	principe
custòdia	tahanan
calàbria	calabria
société	société
ensenyaments	pelajaran
ensenyaments	ajarannya
ensenyaments	ajaran
jordània	jordan
jordània	yordania
puebla	puebla
introduïda	diperkenalkan
introduïda	memperkenalkan
introduïda	dikenalkan
organitzen	kelola
organitzen	mengatur
bravo	bravo
dante	dante
creien	diyakini
creien	dipercaya
prohibida	banned
prohibida	dilarang
ballarina	balerina
ballarina	dancer
ballarina	penari
dedicació	dedikasi
automàtic	automatic
automàtic	otomatis
loire	loire
suggerit	saran
suggerit	menyarankan
suggerit	disarankan
genoma	genom
evidentment	terbukti
evidentment	jelas
condemnar	mengutuk
condemnar	kutuk
carcassona	carcassonne
volts	volt
neil	neil
tradueix	menerjemahkan
tradueix	terjemahkan
tradueix	translate
magnífic	megah
obstacles	hambatan
obstacles	rintangan
platí	platinum
ven	menjual
trípoli	tripoli
lliçons	pelajaran
datació	kencan
datació	dating
datació	berkencan
vincenzo	vincenzo
pells	kulit
pells	skins
olimpíades	olimpiade
domèstics	prt
domèstics	domestik
xeic	sheikh
xeic	syekh
xeic	syaikh
xeic	sheik
terminals	terminal
dames	dames
constituent	konstituen
australiana	aussie
hard	susah
hard	hard
hard	keras
mayer	mayer
danny	dimas
danny	danny
gimnàstica	senam
let	biarkan
let	biarlah
let	let
granges	ladang
granges	pertanian
granges	peternakan
