alberto	alberto
odobrio	toegestane
odobrio	toegelaten
snyder	snyder
dale	dale
pacijent	geduldig
pacijent	patiënt
pacijent	patient
snova	dromen
snova	dreams
malta	malta
justin	justin
dostignuća	prestaties
dostignuća	verwezenlijkingen
dostignuća	prestaties
hoffman	hoffmann
hoffman	hoffman
liber	liber
edgar	edgar
mučenika	martelaren
sesvete	sesvete
koraka	treden
koraka	stappen
koraka	stapjes
japanci	japans
japanci	japanners
japanci	japanse
ozbiljne	streng
ozbiljne	ernstige
ozbiljne	ernstig
austin	austin
iznimka	uitzondering
okrenuo	draaide
okrenuo	gedraaid
pogreška	vergissing
pogreška	fout
pogreška	foutje
pogreška	fouten
pogreška	vergissing
pogreška	fout
kriterij	criterium
kriterij	criteria
membrane	membranen
marijana	marianne
opseg	omtrek
opseg	draagwijdte
opseg	toepassingsgebied
opseg	reikwijdte
pobjedio	gewonnen
pobjedio	won
povezivanje	aansluiting
povezivanje	verbinding
povezivanje	connectie
povezivanje	verbind
povezivanje	verbinden
povezivanje	verbinden
ugljik	carbon
ugljik	koolstof
powell	powell
kontrolira	controles
slaba	zwak
slaba	zwakken
slaba	slap
slaba	zwakke
konji	paarden
pristaje	past
odobrenje	autorisatie
odobrenje	toestemming
odobrenje	vergunning
odobrenje	goedkeuring
odobrenje	klaring
odobrenje	machtiging
odobrenje	autorisatie
odobrenje	vergunning
mostova	bruggen
novinarka	journalisten
novinarka	journaliste
novinarka	journalist
novinarka	verslaggeefster
novinarka	verslaggever
novinarka	journaliste
novinarka	journalist
novinarka	reporter
flora	flora
propast	bestraffing
propast	onheil
propast	doom
promatrati	observeren
stilova	styles
stilova	stijlen
hbo	hbo
opremljena	gemonteerd
opremljena	uitgerust
opremljena	uitgerust
izvanredno	buitengewone
izvanredno	buitengewoon
izvanredno	uitzonderlijk
izvanredno	uitstaande
izvanredno	uitmuntend
tvoj	je
tvoj	uw
tvoj	jouw
tvoj	uwe
velimir	velimir
seattle	seattle
catocala	catocala
planeti	planeten
protokol	protocol
terra	terra
umjetna	kunstmatige
umjetna	kunstmatig
svinja	varken
svinja	zwijn
tesla	tesla
luigi	luigi
metro	metro
kamenje	steentjes
kamenje	stones
kamenje	stenen
kamenje	rotsen
kamenje	stenen
operativne	operationele
operativne	operationeel
reinhold	reinhold
pumpe	pompen
vodoravno	horizontaal
vodoravno	horizontaal
vela	veil
vela	sluier
vela	sluiers
vela	vela
sklonost	neiging
sklonost	neiging
sugerira	suggereert
palazzo	palazzo
većinski	meerderheid
optički	optisch
optički	optische
napoleona	napoleon
ovaca	schapen
ovaca	schaap
beck	beck
helen	helena
helen	hellen
helen	helen
manga	mango
manga	manga
sigurnošću	zekerheid
organi	organen
kantona	kantons
kantona	kanton
okupljanja	reünies
branitelji	verdedigers
teritoriji	grondgebied
teritoriji	territorium
sutra	morgen
sutra	tomorrow
kariba	caribische
kariba	caraïben
maroko	marokkaanse
maroko	marokko
unutarnja	intern
unutarnja	inwendig
zapovjednici	bevelhebbers
zapovjednici	commandanten
moguć	mogelijke
moguć	mogelijk
građanima	burgers
građanima	staatsburgers
jačanje	versterken
jačanje	versterking
jačanje	promoten
jačanje	boost
trinidad	trinidad
slučajevi	gevallen
springer	springer
jupitera	jupiter
gif	gif
sebastian	sebastian
sebastian	sebastiaan
novinari	pers
novinari	druk
novinari	journalisten
novinari	verslaggevers
novinari	journalisten
novinari	reporters
masters	meesters
masters	masters
dekan	dean
dekan	decaan
shadab	shadab
sony	sony
privukao	aangetrokken
zec	haas
zec	hare
zec	konijntje
zec	konijnen
zec	konijn
šećer	suikers
šećer	suiker
hentschel	hentschel
sfera	bol
profesionalna	professioneel
profesionalna	professionele
profesionalna	professional
sex	seks
sex	geslacht
sex	sex
invazija	invasie
govornici	speakers
govornici	sprekers
govornici	luidsprekers
genocid	genocide
genocid	volkerenmoord
imenice	naamwoorden
blackmore	blackmore
bare	vijver
bare	vijvers
preporod	heropleving
preporod	opleving
plodovi	vruchten
plodovi	fruit
loša	slechte
loša	bad
loša	slecht
promjeru	diameter
laboratorij	laboratorium
laboratorij	labo
laboratorij	lab
rezidencija	verblijfplaats
rezidencija	residentie
rezidencija	woonplaats
lange	lange
boca	boca
boca	fles
boca	flesje
minas	minas
košarka	basketball
košarka	basketbal
tragedija	tragedie
bavarske	beierse
bavarske	beieren
nominaciju	voordracht
nominaciju	nominatie
nominaciju	nomineren
acronicta	acronicta
specifična	specifiek
specifična	specifieke
dokazano	bewezen
dokazano	aangetoonde
divlja	wild
divlja	wilde
iznenađenje	verrassing
iznenađenje	surprise
prikupljanje	verzamelen
prikupljanje	verzamelen
prikupljanje	collectie
prikupljanje	inzameling
prikupljanje	verzameling
greda	straal
greda	balk
greda	stralen
greda	balken
ličnost	persoonlijkheid
božanstva	godheid
božanstva	godheden
elongata	elongata
kukuruza	maïs
kukuruza	mais
izričito	uitdrukkelijk
izričito	expliciet
drukčije	verschillend
drukčije	verschillende
drukčije	anders
tribina	tribunes
panorama	panorama
incident	voorval
incident	incident
veleposlanik	ambassadeur
slovaci	slowaken
pijanist	pianist
okupio	samengesteld
okupio	gemonteerd
christie	christie
bodovi	punten
gume	banden
gume	banden
turističko	toerist
upisana	opgetekend
gps	gps
mjuzikl	muzikale
mjuzikl	musical
mjuzikl	muzikaal
daj	geef
daj	geven
tjedno	wekelijks
tjedno	weekoverzicht
tjedno	wekelijkse
tjedno	weekly
delaware	delaware
baca	worpen
baca	gooit
peck	peck
mauzolej	mausoleum
torpedo	torpedo
carvalho	carvalho
zavjet	covenant
zavjet	verbond
zavjet	convenant
zavjet	testament
zavjet	gelofte
zavjet	eed
dante	dante
poljaci	polen
poljaci	palen
englezi	engelsen
englezi	engels
englezi	engelsen
tragove	nummers
tragove	tracks
tragove	sporen
tragove	rupsbanden
tragove	aanwijzingen
vedran	vedran
salona	salon
salona	kapsalon
hat	hoed
hat	pet
hat	hat
hat	muts
klan	clan
križevci	križevci
ferula	ferula
stvori	creëren
stvori	aanmaken
stvori	creëer
stvori	maken
venera	venus
bugojno	bugojno
razdvojba	doorverwijspagina
marić	maric
kopno	grond
kopno	land
kopno	vasteland
prelazak	oversteken
prelazak	overschrijden
prelazak	oversteek
publikacija	publikaties
publikacija	publicaties
provedena	uitgevoerd
provedena	geïmplementeerd
postignuća	prestaties
postignuća	verwezenlijkingen
postignuća	prestaties
voldemort	voldemort
posuda	vaartuig
dorcadion	dorcadion
planirao	gepland
planirao	geplande
otrov	gif
otrov	vergif
otrov	gif
otrov	vergif
eksplozija	knallen
eksplozija	blast
eksplozija	ontploffing
eksplozija	explosie
eksplozija	ontploffing
berry	bes
berry	berry
berry	bessen
poplave	overstromingen
poplave	overstroming
poplave	overstromingen
poplave	overstroming
poplave	zondvloed
poplave	overstromingen
poplave	vloed
stručno	vakkundig
ordo	ordo
alt	alt
urtica	urtica
gorski	gorski
irena	irena
irena	irene
poljoprivredu	landbouw
susjedi	buren
susjedi	buurlanden
susjedi	buren
buna	buna
alkohol	alcohol
dora	dora
obiteljima	families
obiteljima	gezinnen
peto	peto
peto	vijfde
mustafa	mustafa
kamp	kamp
dojke	borst
dojke	borsten
komentara	opmerkingen
komentara	commentaren
komentara	reacties
komentara	commentaar
organizirano	georganiseerd
organizirano	georganiseerde
organizirano	georganiseerd
organizirano	georganiseerde
naglasiti	benadrukken
naglasiti	benadrukken
naglasiti	benadrukken
naglasiti	onderstrepen
kum	peetvader
kum	godfather
uvale	baaien
uvale	baaien
svjedok	getuige
svjedok	getuigen
živo	levendig
živo	levendige
aranžman	regeling
aranžman	arrangement
brojke	figuren
brojke	cijfers
batman	batman
bacio	weggegooid
bacio	gooide
bacio	gooide
dijalog	dialoog
dijalog	dialoog
usvojen	geadopteerd
usvojen	aangenomen
usvojen	goedgekeurd
rasti	groeien
istraživao	onderzocht
istraživao	onderzochte
koloniju	kolonie
pozitivan	positief
pozitivan	positieve
drevne	ouden
drevne	ancients
odluci	besluit
odluci	beslissing
apache	apache
apache	apachen
apache	apaches
prihvaćanje	accepteren
prihvaćanje	aanvaarden
prihvaćanje	acceptatie
prihvaćanje	aanvaarding
dob	ouderdom
dob	leeftijd
podne	middag
podne	middaguur
kritizirao	bekritiseerd
kritizirao	bekritiseerde
kritizirao	bekritiseerd
kritizirao	bekritiseerde
tina	tina
debljina	dikte
dolar	dollar
paulie	paulie
sjene	schaduwen
sjene	schaduw
sjene	shadow
sjene	schaduw
staljin	stalin
walckenaeria	walckenaeria
lopez	lópez
lopez	lopez
jimi	jimi
rtl	rtl
poteškoća	moeilijkheidsgraad
poteškoća	moeilijkheden
poteškoća	moeilijkheid
disanje	ademhalen
disanje	ademhaling
disanje	ademen
disanje	ademhaling
ogroman	reusachtig
ogroman	enorm
ogroman	enorme
ogroman	gigantisch
ogroman	enorm
ogroman	enorme
software	programmatuur
software	software
arabije	arabië
predsjedništvo	voorzitterschap
predsjedništvo	presidentschap
olga	olga
jede	eten
odgoja	opvoeding
odgoja	koesteren
gusto	dikke
gusto	dik
konga	conga
rekonstrukcija	wederopbouw
rekonstrukcija	heropbouw
rekonstrukcija	reconstructie
erupcija	uitbarsting
šesnaest	zestien
šesnaest	sixteen
nicolas	nicolas
podići	verhogen
kan	khan
kan	kan
sumnja	verdachten
sumnja	achterdocht
sumnja	verdenking
sumnja	vermoeden
sumnja	twijfelen
sumnja	twijfel
sumnja	twijfels
sumnja	twijfelen
sumnja	twijfel
sumnja	verdacht
sumnja	vermoedde
sumnja	vermoedelijke
sumnja	vermoede
sbc	sbc
uživa	genieten
igranje	spelen
jaki	sterk
jaki	sterke
jaki	sterken
horn	horn
horn	hoorn
pobunjenika	rebel
pažljivo	zorgvuldig
pažljivo	voorzichtig
biblija	bijbel
četrnaest	fourteen
četrnaest	veertien
koordinate	coördinaten
walesa	wales
sao	sao
stockholm	stockholm
magnetsko	magnetische
magnetsko	magnetisch
zbunjen	verwarrend
zbunjen	verwarde
zbunjen	verward
zbunjen	verwarren
standardima	normen
standardima	standaarden
standardima	standaards
kontroverze	polemiek
kontroverze	controverse
abdul	abdul
margaret	margaret
margaret	margaretha
price	prijzen
price	prijs
price	verslagen
price	verhalen
price	verhaaltjes
stana	stan
židove	joden
židove	jood
agyneta	agyneta
vojislav	vojislav
očuvanju	behoud
očuvanju	bewaring
očuvanju	conservering
blokiran	geblokkeerde
blokiran	geblokkeerd
svinje	zwijnen
svinje	varkens
platforme	platforms
platforme	platformen
arterije	aders
arterije	slagaders
kabine	hutten
aves	aves
plamen	vlam
plamen	vlammen
plamen	vlammen
beat	beat
čuvar	keeper
čuvar	wachter
čuvar	blijvertje
čuvar	hoeder
čuvar	houder
čuvar	guardian
čuvar	bewaker
čuvar	voogd
čuvar	garde
čuvar	bewaker
ratko	ratko
hrast	eiken
hrast	eik
hrast	oak
melodije	melodieën
kiss	zoen
kiss	kus
kiss	kusje
kiss	kiss
kiss	kussen
optužio	beschuldigde
optužio	beschuldigd
odgovorna	verantwoord
odgovorna	verantwoordelijke
odgovorna	verantwoordelijk
anolis	anolis
icao	icao
doseg	bereik
doseg	bereik
doseg	reach
premijeru	première
premijeru	premiere
infrastrukture	infrastructuur
infrastrukture	infrastructuren
okusa	smaken
okusa	proef
okusa	proeven
okusa	smaken
okusa	smaak
okusa	proeft
okusa	smaakt
okusa	smaken
okusa	smaak
prekinuta	onderbroken
osjećaje	gevoelens
organiziran	georganiseerd
organiziran	georganiseerde
organiziran	georganiseerd
organiziran	georganiseerde
lamarck	lamarck
hipoteza	hypotheses
hipoteza	hypothesen
hipoteza	hypothese
organiziranje	organiseren
organiziranje	organiseren
obrt	ambacht
obrt	ambacht
obrt	ambachten
kylie	kylie
pravno	legaal
pravno	juridisch
pravno	wettelijk
pravno	legaal
pravno	wettelijk
pravno	wettig
pravno	juridische
pravno	juridisch
zbroj	sum
zbroj	som
bačka	bačka
diamond	diamond
diamond	diamant
neil	niel
neil	neil
preživjeti	overleven
preživjeti	overleef
izdvojiti	toewijzen
poglavar	stamhoofd
predlošci	sjablonen
duncan	duncan
schult	schult
pumpa	pomp
pumpa	pompen
fern	fern
airbus	airbus
clara	clara
slijedio	gevolgd
slijedio	volgde
slijedio	gevolgde
pera	veren
pera	veertje
pera	veer
pera	veren
norme	normen
norme	norm
nosa	neus
bomba	bom
metalni	metalen
metalni	metal
metalni	metaal
metalni	metalen
metalni	metallic
tower	tower
tower	toren
bush	struik
bush	bush
bush	bosje
ujak	oom
ujak	nonkel
dokumenta	documenten
dokumenta	document
bauer	bauer
izvorna	oorspronkelijke
izvorna	origineel
izvorna	originele
dominiraju	domineren
sara	sarah
sara	sara
lokomotive	locomotief
rené	rené
rené	rené
rené	rene
česi	tsjechen
radoslav	radoslav
neriješeno	gelijkspel
neriješeno	stropdas
neriješeno	das
neriješeno	onopgelost
sullivan	sullivan
firenca	florence
slabi	zwak
slabi	zwakken
slabi	slap
slabi	zwakke
svijetlo	light
svijetlo	lichte
svijetlo	licht
svijetlo	helder
svijetlo	fel
svijetlo	bright
braun	braun
preporučuje	aanrader
preporučuje	aanbevolen
preporučuje	aangeraden
predsjednici	presidenten
predsjednici	voorzitters
dodavanja	toevoegen
robovi	slaven
zadatke	opdrachten
zadatke	taken
posjeti	bezoek
posjeti	bezoeken
posjeti	bezoeken
ekonomist	econoom
emitiranje	uitzending
emitiranje	uitgezonden
emitiranje	uitzenden
emitiranje	uitzending
emitiranje	omroep
emitiranje	uitzenden
kapelan	kapelaan
iata	iata
borbena	uitbundig
borbena	pittig
parkova	parken
pločice	tegels
pločice	tegel
pločice	tegels
izrazi	uitdrukkingen
izrazi	expressie
izrazi	expressies
vladislav	vladislav
vulkan	vulkaan
vulkan	vulcan
jacob	jacob
jacob	jakob
odvodi	afvoeren
purcell	purcell
katoličanstvo	katholicisme
vegetacije	vegetatie
naizgled	ogenschijnlijk
naizgled	schijnbaar
rasbora	rasbora
okružuju	omringende
okružuju	omringen
okružuju	omsingelen
inspektor	inspecteur
intervencije	interventies
intervencije	tussenkomsten
intervencije	interventies
intervencije	tussenkomst
intervencije	interventie
tucker	tucker
porez	belasting
porez	belastingen
porez	belasting
porez	belastingen
jame	pits
jame	put
jame	pitstop
jame	pit
jame	kuil
portland	portland
rovinj	rovinj
diana	diana
pretpostavka	vermoeden
pretpostavka	gissen
pretpostavka	aanname
pretpostavka	veronderstelling
predgrađu	buitenwijk
predgrađu	voorstad
predgrađu	suburban
predgrađu	buitenwijk
predgrađu	voorsteden
predgrađu	buitenwijken
isaac	isaac
gljive	champignons
gljive	paddenstoelen
gljive	paddestoelen
gljive	paddestoelen
gljive	paddenstoel
pojačanje	versterking
pojačanje	versterkingen
pojačanje	backup
logore	kampen
tumora	tumor
sjeme	zaden
sjeme	zaaigoed
sjeme	zaad
sjeme	zaaizaad
sjeme	zaad
sjeme	zaden
sjeme	zaaigoed
lucija	lucius
lucija	lucia
rožnice	hoornvlies
rožnice	cornea
rožnice	hoornvlies
rožnice	hoornvlies
branitelj	verdediger
poljoprivredi	landbouw
preostalo	overgebleven
preostalo	resterend
preostalo	resterende
silvio	silvio
majica	overhemd
majica	shirt
majica	hemd
zur	zur
izgubiti	verliezen
izgubiti	verlies
smjernice	begeleiding
smjernice	oriëntatie
smjernice	leidraad
smjernice	richtlijnen
srebrni	zilver
srebrni	zilveren
srebrni	silver
estonija	estland
estonija	litouwen
ibrahim	ibrahim
hladno	koude
hladno	kou
hladno	koud
duhovno	geestelijke
duhovno	spirituele
duhovno	spiritueel
duhovno	geestelijk
duhovno	spiritueel
eduardo	eduardo
elongatus	elongatus
ehrenberg	ehrenberg
armenija	armenië
grace	gratie
grace	grace
vladavinu	regeren
vladavinu	heerschappij
vladavinu	regeerperiode
basilewsky	basilewsky
otte	otte
radar	radar
komentare	opmerkingen
komentare	commentaren
komentare	reacties
komentare	commentaar
pérez	pérez
prebivalište	verblijfplaats
prebivalište	residentie
prebivalište	woonplaats
samobor	samobor
eagle	eagle
eagle	arend
eagle	adelaar
droga	drugs
droga	drug
mlađa	younger
mlađa	jonger
mlađa	jongere
pogubljen	uitgevoerd
pogubljen	uitgevoerde
pogubljen	geëxecuteerd
hydroptila	hydroptila
julia	julia
tin	tin
baba	baba
moto	devies
moto	motto
moto	moto
bombardiranje	bombardement
bombardiranje	bombardement
bombardiranje	bomaanslag
bombardiranje	bombardementen
bombardiranje	bombarderen
goli	naakt
goli	naakte
goli	naakt
goli	naakte
moral	moreel
moral	moraal
moral	moraal
moral	moraliteit
moral	moraal
jamie	jamie
camus	camus
podržavao	gesteund
podržavao	ondersteunde
podržavao	ondersteund
podržavao	gesteunde
punjenje	opladen
andromeda	andromeda
najjači	sterkst
najjači	sterksten
najjači	sterkste
rase	rassen
rase	races
označena	gelabeld
označena	gemarkeerde
označena	gemarkeerd
označena	gemerkt
označena	gekenmerkt
wattenwyl	wattenwyl
valove	golven
con	con
rey	rey
hunter	hunter
hunter	jager
tajno	stiekem
tajno	geheim
tajno	secret
akt	handelen
akt	act
poglavice	chiefs
etimologija	etymologie
seks	seks
seks	geslacht
seks	sex
locke	locke
melichar	melichar
uha	oor
ponuda	aanbiedingen
ponuda	biedt
ponuda	aanbod
ponuda	bieden
ponuda	aanbieden
ponuda	aanbieding
holm	holm
unutra	binnen
unutra	binnenkant
meč	match
familia	familia
jutra	ochtenden
aplikacije	toepassingen
aplikacije	applicaties
aplikacije	aanvragen
aplikacije	toepassingen
aplikacije	apps
čaj	thee
ine	ine
ames	ames
pokretač	launcher
pokretač	starter
forma	form
forma	vorm
forma	formulier
inspiracija	inspiratie
puk	regiment
transfer	overplaatsing
transfer	transfer
transfer	overdracht
transfer	overdragen
sateliti	satellieten
lgbt	lgbt
memorije	geheugen
memorije	herinneringen
memorije	herinnering
memorije	memory
pride	pride
pride	trots
italia	italia
rex	rex
kent	kent
kupila	kocht
kupila	gekocht
floridi	florida
obred	rite
pratnju	escorte
pratnju	escort
eleutherodactylus	eleutherodactylus
had	hades
pješaštvo	infanterie
poteškoće	moeilijkheidsgraad
poteškoće	moeilijkheden
poteškoće	moeilijkheid
poteškoće	moeilijkheden
sadašnjost	aanwezig
sadašnjost	heden
sadašnjost	presenteren
sadašnjost	presenteer
rasprostranjena	wijdverbreid
rasprostranjena	wijdverspreide
rasprostranjena	wijdverbreide
glina	glynn
glina	klei
glina	clay
homer	homer
perrier	perrier
blizine	nabijheid
chuck	chuck
bis	bib
bis	bis
bis	toegift
portreta	portretten
službenik	griffier
službenik	klerk
službenik	bediende
službenik	officier
službenik	agent
bijelci	blanken
sajam	eerlijke
sajam	redelijk
sajam	fair
sajam	eerlijk
zaustavio	gestopt
zaustavio	stopte
garden	tuintje
garden	tuin
primijetio	opviel
primijetio	opgemerkt
primijetio	opgevallen
prisilno	geforceerde
prisilno	gedwongen
prisilno	afgedwongen
prisilno	geforceerd
poslovna	bedrijf
poslovna	zakelijk
elektrode	peddels
elektrode	elektrode
elektrode	elektroden
varoš	varoš
uvala	inlaat
uvala	baai
uvala	bay
utvrđivanje	vastberadenheid
utvrđivanje	bepaling
očigledno	evident
ponos	pride
ponos	trots
cole	cole
fosila	fossielen
mozaik	mozaïek
marsh	marsh
marsh	moeras
graz	graz
složene	gevouwen
složene	opgevouwen
komponenta	bestanddeel
komponenta	onderdeel
komponenta	component
matične	stengel
matične	stam
gryllus	gryllus
podružnica	dochtermaatschappij
podružnica	filiaal
podružnica	dochteronderneming
naslovi	onderschriften
naslovi	krantenkoppen
naslovi	koppen
naslovi	titels
uvid	inzicht
kažnjen	gestraft
kažnjen	bestraft
kažnjen	huisarrest
sonata	sonata
ocjene	cijfers
ocjene	rangen
novaka	novak
novaka	groentjes
novaka	rekruten
solin	solin
postrojenje	faciliteit
cbs	cbs
štap	stick
štap	stok
oštećenje	beschadiging
oštećenje	beschadigingen
oštećenje	schade
balkana	balkan
urbana	urban
urbana	stedelijk
urbana	stedelijke
castle	kasteel
romane	roman
romane	romeinse
romane	romeins
romane	romans
ratove	oorlog
ratove	oorlogen
zvijeri	beast
zvijeri	beest
zvijeri	beesten
jurij	joeri
jurij	yuri
elektronički	elektronisch
elektronički	elektronisch
carmen	carmen
zube	tanden
zube	gebit
zube	tandjes
wheeler	wheeler
nigra	nigra
uspona	ups
ostvaren	behaald
ostvaren	volbracht
ostvaren	behaald
ostvaren	bereikte
ostvaren	bereikt
oslobođeni	bevrijd
oslobođeni	bevrijde
oslobođeni	bevrijd
julius	julius
sant	sant
naboj	opladen
naboj	charge
loza	wijnstokken
loza	wijnstokken
alcock	alcock
albume	albums
aleksandr	aleksandr
jednaki	gelijk
jednaki	equal
jednaki	gelijke
jednaki	gelijken
indoneziji	indonesië
oklopna	gepantserde
oklopna	gepantserde
vijećnica	wethouder
vijećnica	gemeenteraadslid
vijećnica	raadslid
utvrđeni	verrijkte
utvrđeni	verrijkt
utvrđeni	verstevigd
utvrđeni	versterkte
utvrđeni	versterkt
bugari	bulgaren
pozadina	achtergrondinformatie
pozadina	achtergrond
izumiranja	uitsterven
izumiranja	uitroeiing
helsinkiju	helsinki
naočale	brillen
naočale	glazen
naočale	bril
partneri	partners
terapije	therapie
piloti	piloten
piloti	loodsen
alija	ali
olimpija	jeugdselecties
sivi	gray
sivi	grijze
sivi	grijs
sivi	grijze
sivi	grijs
sivi	grey
temeljito	grondig
temeljito	grondige
temeljito	grondig
nasilno	gewelddadige
nasilno	gewelddadig
sirije	syrië
luther	luther
uhvatiti	catch
uhvatiti	vangen
uhvatiti	vangst
uhvatiti	vang
uhvatiti	vangen
uhvatiti	vastleggen
uhvatiti	vangst
uhvatiti	gevangenneming
xbox	xbox
reputaciju	reputatie
siva	gray
siva	grijze
siva	grijs
siva	grijze
siva	grijs
siva	grey
deklaracija	aangifte
deklaracija	declaratie
deklaracija	verklaring
wells	wells
wells	putten
harvard	harvard
gubici	verliezen
gubici	verlies
coelotes	coelotes
gardner	gardner
povlastice	privileges
povlastice	bevoegdheden
povlastice	voorrechten
povlastice	voordelen
povlastice	uitkeringen
phillips	philips
phillips	phillips
spencer	spencer
žensko	vrouwelijke
žensko	vrouw
žensko	vrouwtje
žensko	vrouwelijk
poslovanje	bedrijf
poslovanje	zakelijk
skijaš	skiër
svetozar	svetozar
break	break
break	pauze
break	breken
primarna	primaire
primarna	primair
zarada	winsten
zarada	winst
zarada	verdiensten
zarada	inkomsten
zarada	winsten
zarada	winst
nivo	niveau
nivo	level
meadow	weiland
meadow	weide
meadow	meadow
jana	jan
jana	jana
jedinstveno	unique
jedinstveno	unieke
jedinstveno	uniek
olovo	leiden
olovo	lood
olovo	loden
olovo	lead
pag	pag
ostavi	verlof
ostavi	verlaat
ostavi	vertrek
ostavi	verlaten
kanadu	canada
oceaniji	oceana
tvorac	maker
tvorac	schepper
tvorac	maker
tvorac	bedenker
uzvodno	stroomopwaarts
uzvodno	stroomopwaarts
napušten	achtergelaten
napušten	verlaten
preživjela	overlevende
preživjela	overlever
kolegama	collegae
stajao	stond
mia	mia
odabran	geselecteerde
odabran	geselecteerd
odabran	uitgekozen
odabran	gekozen
melfi	melfi
lam	lam
hoda	wandelen
hoda	lopen
hoda	lopend
hoda	wandelingen
hoda	loopt
svile	silk
svile	zijden
svile	zijde
smijenjen	geplunderd
žile	aders
žile	aderen
žile	vaartuigen
div	giant
div	reus
div	reuze
div	div
stefana	stefan
neboder	wolkenkrabber
ostavljajući	vertrekken
ostavljajući	weggaan
sredina	middelste
sredina	middle
sredina	midden
sredina	centrum
sredina	centreren
sedma	zevende
sedma	seventh
sharp	sharp
sharp	scherp
sharp	scherpe
rušenje	sloop
rušenje	afbraak
rušenje	slopen
glasovi	stemmen
glasovi	stemmingen
glasovi	stemmen
glasovi	voices
urednici	redactie
urednici	redacteuren
prostorno	ruimtelijk
podnijeti	handvat
podnijeti	indienen
stao	gestopt
stao	stopte
mason	metselaar
mason	mason
mirovina	pensionering
mirovina	pensioen
vatikan	vaticaanse
vatikan	vaticaan
pobunjenici	rebellen
pobunjenici	rebels
parkovi	parken
kung	kung
viridis	viridis
carice	keizerin
mornar	matroos
mornar	sailor
mornar	zeeman
mornar	zeiler
maksimir	maksimir
lucius	lucius
granate	schelpen
granate	hulzen
granate	granaten
granate	granaat
che	che
zahtijevao	eisten
zahtijevao	geëist
zahtijevao	eiste
zahtijevao	geëiste
provoditi	afdwingen
cvijeće	bloemen
cvijeće	bloemetjes
kratera	kraters
kratera	krater
buffalo	buffalo
buffalo	buffels
buffalo	bizons
buffalo	buffel
vežu	bind
vežu	binden
licence	licenties
hal	hal
tumačenja	interpretaties
nacionalizam	nationalisme
predstavljali	vertegenwoordigde
predstavljali	vertegenwoordigd
najbliže	dichtstbijzijnde
najbliže	dichtstbijzijnde
prethodna	voorgaande
prethodna	vorig
prethodna	vorige
prethodna	eerdere
carolina	carolina
herman	herman
tursko	turkse
tursko	turks
benfica	benfica
seta	verzamelingen
seta	sets
redovnik	monnik
redovnik	monk
islamski	islamitische
islamski	islamitisch
sarà	sarà
jeste	deed
asteroida	asteroïde
asteroida	asteroïden
vrta	tuintje
vrta	tuin
označavanje	taggen
struke	beroepsgroep
struke	beroep
prikazane	getoond
prikazane	getoonde
prikazane	weergegeven
vojvodstva	hertogdommen
iznose	bedragen
šesta	sixth
šesta	zesde
omogućeno	ingeschakeld
nil	niel
nil	neil
nil	nijl
chu	chu
glenn	glenn
aljaska	alaska
specifičan	specifiek
specifičan	specifieke
anglo	anglo
demokracija	democratie
čimbenik	factor
modul	module
uništava	vernietigen
uništava	vernietigt
koplja	speer
koplja	spears
koplja	speren
koplja	speer
domagoj	domagoj
materije	materie
tenor	tenor
rap	rappen
rap	rap
uhićenja	aanhoudingen
uhićenja	arrestaties
berlina	berlijn
savi	savi
grafika	grafieken
grafika	grafisch
grafika	graphics
trofeja	trofeeën
nana	nana
nana	nanna
antoine	antoine
strasti	passies
strasti	hartstocht
strasti	passie
strasti	passion
mustela	mustela
prosvjeda	protesten
prosvjeda	protest
uočio	gespot
mont	mont
tribine	tribunes
nataša	natasha
matej	matthew
kamiona	vrachtwagens
kamiona	trucks
steel	staal
steel	stalen
lily	lily
lily	lelie
dvorištu	achtertuin
alonso	alonso
reed	riet
reed	reed
agardh	agardh
kira	kira
inka	inca
palo	palo
ustavni	constitutionele
ustavni	grondwettelijke
ustavni	constitutioneel
ustavni	grondwettelijk
presuda	zin
presuda	straf
presuda	vonnis
presuda	uitspraak
presuda	oordeel
presuda	vonnis
presuda	arrest
presuda	oordeel
newcastle	newcastle
rtb	rtb
tipičan	typische
tipičan	typisch
amor	amor
pojačanja	versterking
pojačanja	versterkingen
ugrađeni	ingebed
ugrađeni	ingesloten
laurent	laurent
pretjerano	excessief
pretjerano	buitensporig
pretjerano	overmatig
pretjerano	overdreven
pretjerano	buitensporige
principa	principes
principa	beginselen
erik	erik
erik	eric
erik	erik
izotopa	isotopen
itf	itf
brodogradilište	scheepswerf
brodogradilište	scheepswerf
brodogradilište	werven
brodogradilište	scheepswerven
mapa	plattegrond
mapa	kaart
višak	overschot
višak	surplus
višak	overschotten
višak	overmaat
višak	overdaad
višak	overmatig
ropstva	slavernij
ropstva	bondage
teoretski	theoretische
teoretski	theoretisch
teoretski	theoretisch
manjak	ontbreken
manjak	gemis
manjak	gebrek
manjak	deficit
manjak	tekort
odlučiti	besluiten
odlučiti	beslissen
uvjeren	zelfverzekerde
uvjeren	zelfverzekerd
uvjeren	overtuigde
uvjeren	overtuigd
gregory	gregory
allmusic	allmusic
planirano	gepland
planirano	geplande
planirano	ingepland
planirano	gepland
planirano	geplande
operativni	opereren
najbrži	snelste
najbrži	snelst
nizvodno	stroomafwaarts
nizvodno	stroomafwaarts
praga	praag
konjica	cavalerie
ahmad	ahmad
teza	scriptie
teza	thesis
