الليثيوم	litiu
دائري	circulară
دائري	circulara
دائري	circular
التدقيق	verific
التدقيق	verificarea
الاراضي	terenuri
الاراضي	pământurile
الاراضي	meleaguri
الاراضي	pământuri
الاراضي	teritoriile
الاراضي	teritorii
الاراضي	teren
الاراضي	terenuri
الاراضي	land
الاراضي	pământ
المكسيكي	mexicana
المكسيكي	mexicani
المكسيكي	mexicană
المكسيكي	mexicane
المكسيكي	mexican
العينات	probe
العينات	mostre
العينات	eșantioane
عادات	obiceiuri
عادات	obiceiurile
مدرعة	blindat
مدرعة	blindată
مدرعة	blindate
مدرعة	blindat
مدرعة	blindată
مدرعة	blindate
مطلوب	nevoie
مطلوب	obligatoriu
مطلوب	necesare
مطلوب	necesară
مطلوب	necesar
مطلوب	dorit
مطلوب	dorită
مطلوب	vrut
جدوى	fezabilitate
هارت	hart
الحبشة	abisinia
التزلج	ski
التزلج	schi
الكمال	perfect
الكمال	perfecte
الكمال	perfecta
الكمال	perfectă
الجسور	podurile
الجسور	poduri
اللاهوت	teologie
مهن	profesii
مهن	carierele
مهن	cariere
بيتش	plajă
بيتش	plaja
بيتش	beach
بيتش	piersici
بيتش	piersica
بيتش	piersică
بيتش	peach
مترجمة	tradus
مترجمة	traduse
مترجمة	translator
مترجمة	traducător
الجين	gene
الجين	genă
الجين	gena
الوصل	conectare
الوصل	conectarea
الوالدين	parinti
الوالدين	părinți
الوالدين	parintii
الوالدين	părinții
وعاء	vas
وعاء	navă
وعاء	recipient
وعاء	potul
وعاء	oala
وعاء	oală
وعاء	castron
وعاء	bol
ميرزا	mirza
المفصل	detaliat
المفصل	detaliată
المفصل	detaliate
المفصل	balamale
المفصل	balama
جيبوتي	djibouti
لاحظت	remarcat
لاحظت	observat
فاكهة	fructul
فاكهة	fructe
فاكهة	fructele
فاكهة	fruct
عتبة	pragul
عتبة	prag
نولان	nolan
موراي	moray
موراي	murray
ارتداء	purtarea
ارتداء	purtând
ارتداء	uzura
ارتداء	uzură
ارتداء	purta
ارتداء	poartă
نادية	nadia
تكامل	complementaritatea
تكامل	integrale
تكامل	integrantă
تكامل	integrală
تكامل	integrare
تكامل	integrarea
المنفذ	portul
المنفذ	port
معتدل	moderate
معتدل	moderată
معتدل	moderat
عجز	handicap
عجز	invaliditate
عجز	incapacitate
عجز	deficitului
عجز	deficitul
عجز	deficit
المسافات	distanțe
المسافات	distante
رفيع	subtire
رفيع	subțire
رائدة	pionierat
رائدة	pionier
ديف	dave
ديف	dev
استعراض	recenzie
استعراض	revizuirea
استعراض	revizuire
ذكريات	amintiri
ذكريات	amintirile
هوك	hook
هوك	cârlig
هوك	hawk
الصمام	supapă
الصمام	valvă
الصمام	valva
الزواحف	reptile
الزواحف	reptilă
الزواحف	reptile
الزواحف	reptilele
صمام	supapă
صمام	valvă
صمام	valva
المثليين	homosexuali
المثليين	homosexualii
المثليين	gay
المثليين	lgbt
فضة	argint
فضة	silver
فضة	argintiu
السلف	predecesorul
السلف	avansurile
السلف	avansuri
القلاع	castele
عشوائية	random
عشوائية	aleatoare
عشوائية	aleatoriu
عشوائية	aleator
عشوائية	aleatorie
السعي	quest
الخادم	servitor
الخادم	slujitor
الخادم	slugă
الخادم	servitoare
الخادم	servitorul
الخادم	serverul
الخادم	server
انتباه	atentie
انتباه	atenție
عفان	affan
اعتراف	spovedanie
اعتراف	mărturisire
اعتراف	confesiune
اعتراف	confesiunea
فلو	flo
البولندي	poloneze
البولندي	poloneză
البولندي	polonez
الفئران	soareci
ارض	teren
ارض	terenuri
ارض	land
ارض	pământ
تصدير	exportă
تصدير	export
تصدير	exportul
ناقل	purtător
ناقل	transportator
ناقل	portavion
ناقل	transportor
ناقل	transportorul
ناقل	transportorului
ناقل	vectorul
ناقل	vector
اربعة	four
اربعة	patru
الفعال	eficientă
الفعال	eficace
الفعال	eficient
الفعال	efectivă
البنكرياس	pancreasul
البنكرياس	pancreas
تيودور	theodore
تيودور	teodor
تيودور	theodor
تيودور	tudor
يعنى	însemnând
يعنى	sensul
يعنى	semnificație
يعنى	inseamna
يعنى	mijloace
يعنى	înseamnă
المحامي	avocat
المحامي	avocată
المحامي	avocat
المحامي	avocatul
شلل	paralizie
شلل	paralizia
الفعاليات	actorilor
الفعاليات	actorii
الفعاليات	actori
الفعاليات	evenimentele
الفعاليات	evenimente
ضع	pune
ضع	pus
نوبة	criză
نوبة	convulsii
نصيحة	sfaturi
نصيحة	sfat
نصيحة	sfatul
نصيحة	pont
نصيحة	sfat
نصيحة	vârful
كتل	blocuri
الكاف	caf
منشور	postează
منشور	post
منشور	postare
منشور	postarea
منشور	publicate
منشور	publicat
منشور	publicată
سنوي	anual
سنوي	anuală
سنوي	anuale
سنوي	anual
سنوي	anuală
سنوي	snowy
المؤمن	asigurat
المؤمن	asigurată
المؤمن	asigurate
المؤمن	credincios
فاسو	faso
انفصال	separare
انفصال	separarea
المواهب	talente
المواهب	talent
المواهب	talentul
التقاعد	pensionare
التقاعد	pensionarea
نايت	nate
استعداد	pregătit
استعداد	gata
استعداد	pregătit
استعداد	pregătită
استعداد	preparat
استعداد	preparate
جثة	body
جثة	organism
جثة	corp
جثة	corpul
جثة	trup
جثة	cadavru
الزي	costumul
الزي	costum
المتمردين	rebelilor
المتمردين	rebelii
المتمردين	rebeli
المتمردين	rebelul
المتمردين	rebel
المتمردين	rebelă
كلهم	toti
كلهم	toți
كلهم	toate
كلهم	tot
المؤلفين	autori
المؤلفين	autorilor
المؤلفين	autorii
برو	pro
العناوين	titluri
العناوين	titlurile
العناوين	adrese
العناوين	adresele
الغبار	praful
الغبار	praf
بوركينا	burkina
مادية	materialist
مادية	materialism
جزيء	moleculă
الفخذ	coapsă
الفخذ	coapsei
الفخذ	coapsa
غامضة	misterioasa
غامضة	misterioase
غامضة	misterioasă
غامضة	misterios
المرجانية	coral
المرجانية	corali
الاقتراع	sondaje
الاقتراع	votare
سويفت	swift
العبور	traversare
العبور	traversarea
العبور	trecere
العبور	tranzitul
العبور	tranzit
زامبيا	zambia
ليبي	libby
الرفاع	riffa
داني	danny
نمت	dormit
رويس	royce
اشتباكات	ciocniri
مرادفات	sinonime
شجر	copacii
شجر	copaci
شجر	pomi
شجر	arbori
كوب	cupa
كوب	cupă
كوب	ceașcă
المدربين	antrenori
المدربين	antrenorii
المدربين	instructori
المدربين	antrenori
البربر	berber
المواطنة	cetățenie
المواطنة	cetățenia
دوت	punct
دوت	dot
بلورات	cristalele
بلورات	cristale
الاسلامية	islamic
الاسلامية	islamice
الاسلامية	islamică
البركانية	vulcanic
البركانية	vulcanice
البركانية	vulcanică
الهرب	evadarea
الهرب	evadare
منظم	organizator
الحرجة	critică
الحرجة	critic
الحرجة	critica
الحرجة	critice
عريض	larg
عريض	largă
كهف	pestera
كهف	peştera
كهف	peșteră
كهف	peşteră
تبوك	tabuk
النمل	furnică
النمل	furnica
النمل	furnicile
النمل	furnici
برية	wild
برية	salbatic
برية	sălbatică
برية	sălbatic
برية	sălbatice
برية	sălbăticie
المصرف	bancă
المصرف	banca
المصرف	bank
النازي	nazist
النازي	nazistă
مرسيدس	mercedes
متكررة	repetat
متكررة	repetată
متكررة	repetate
متكررة	recurente
متكررة	recurente
الحلم	visul
الحلم	vis
الحلم	visează
الحلم	viseaza
الحلم	visând
الحلم	visez
وزارات	ministerele
وزارات	ministere
نيكولاي	nikolai
نيكولاي	nicolae
شريحة	felie
شريحة	segmentul
شريحة	segment
العتيقة	antică
العتيقة	antichitate
العتيقة	antic
المقاتلين	luptători
المقاتلين	luptatori
مشغل	operator
مشغل	operatorul
مشغل	operatorului
مشغل	player
مشغل	jucator
مشغل	jucătorul
مشغل	jucător
سويسري	elvețiană
مهاجمة	atacând
يدير	ruleaza
يدير	fuge
دفعت	plătite
دفعت	platit
دفعت	plătit
دفعت	plătită
نعمة	binecuvântare
نعمة	binecuvântarea
نعمة	har
نعمة	harul
نعمة	grace
نعمة	grație
ستانفورد	stanford
اندماج	fuziune
اندماج	fuziunea
اندماج	fuziune
السقوط	cazi
السقوط	toamna
السقوط	cădea
داون	dawn
داون	zorii
داون	zori
العزل	izolare
العزل	izolarea
العزل	segregarea
هابل	hubble
القرش	rechin
القرش	rechinul
كوبر	cooper
الانتصار	victorie
ستوكهولم	stockholm
الاختراع	inventarea
الاختراع	inventie
شرائح	diapozitive
شرائح	felii
يتلقى	primește
الشغب	revolta
الشغب	revoltă
الحضري	urban
الحضري	urbane
الحضري	urbană
الدورية	patrulă
الدورية	patrula
الدورية	patrulare
المطالبة	revendicare
المطالبة	revendică
رباعية	quad
رباعية	cvadruplu
رحيل	plecare
رحيل	plecarea
رحيل	plecări
توظيف	angajare
توظيف	angajarea
توظيف	angajări
مختلفين	diferit
مختلفين	diferite
مختلفين	diferită
مختلفين	diferita
الرسومات	desene
الرسومات	desenele
الرسومات	grafice
الرسومات	grafica
الرسومات	grafică
الاصطناعي	artificiale
الاصطناعي	artificială
الاصطناعي	artificiala
الاصطناعي	artificial
الصوف	lâna
الصوف	lână
الصوف	lâna
الصوف	lână
طقوس	rit
طقوس	ritual
طقوس	ritualul
طقوس	ritual
طقوس	ritualuri
طقوس	ritualurile
الاستهلاك	consumul
الاستهلاك	consum
الاستهلاك	consumului
الاستهلاك	amortizare
سباح	înotătoare
سباح	înotător
باراك	barack
باراك	barak
سبورت	sport
سبورت	sportul
تنام	dormind
تنام	doarme
تنام	dormit
الالعاب	jocuri
الالعاب	jocurile
ماسة	diamond
ماسة	diamantul
ماسة	diamant
متكامل	integrate
متكامل	integrat
متكامل	integrată
ويل	will
ويل	va
صدمة	soc
صدمة	șoc
اكتسبت	dobândite
اكتسبت	dobândită
اكتسبت	dobândit
اكتسبت	achiziționat
عصفور	pasare
عصفور	pasăre
عصفور	pasărea
عصفور	bird
عصفور	vrabie
عصفور	sparrow
مقدسة	sacre
مقدسة	sacru
مقدسة	sacra
مقدسة	sacră
رشح	filtru
رشح	filtrare
رشح	filtrează
رشح	filtrul
رشح	nominalizată
رشح	nominalizat
اليدين	mâini
اليدين	mainile
اليدين	mâinile
الوردي	pink
الوردي	roz
التنافس	rivalitatea
التنافس	rivalitate
المشروبات	băuturile
المشروبات	bauturi
المشروبات	băuturi
فريمان	freeman
ريانا	rihanna
تحلل	analizează
تحلل	descompunerea
تحلل	descompunere
وصفة	rețeta
وصفة	reteta
وصفة	rețetă
كثيفة	dens
كثيفة	densă
ينظم	reglementează
ينظم	organizeaza
الجيولوجي	geolog
الجيولوجي	geologică
الجيولوجي	geologic
الجيولوجي	geologice
ببطء	încet
ذكاء	inteligenta
ذكاء	inteligent
ذكاء	inteligentă
ذكاء	inteligent
ذكاء	destept
ذكاء	smart
ذكاء	inteligentă
مولى	molly
الباكستانية	pakistanez
الباكستانية	pakistanezi
المثقفين	intelectuali
القبر	mormant
القبر	mormânt
القبر	mormântul
القبر	mormant
القبر	mormânt
بيغ	peg
دستورية	constituționale
تاجر	negustor
تاجر	comerciant
تاجر	comerciant
تاجر	traficant
تاجر	dealer
اكبر	akbar
مؤامرة	complot
مؤامرة	intriga
مؤامرة	intrigă
كريستي	christy
رقمي	digitală
رقمي	digitale
رقمي	digital
هالة	hala
هالة	anomalii
هالة	anomalia
هالة	anomalie
هالة	aura
هالة	aură
هالة	halo
برهان	dovezi
برهان	dovadă
برهان	dovada
الحرائق	incendii
الحرائق	incendiile
الحرائق	focuri
الفتنة	răzvrătire
القراصنة	pirati
القراصنة	piratii
مزدوجة	dubla
مزدوجة	dublă
مزدوجة	dublu
مزدوجة	duble
درهم	aed
الاستراتيجي	strategică
الاستراتيجي	strategice
الاستراتيجي	strategic
الفواكه	fructul
الفواكه	fructe
الفواكه	fructele
الفواكه	fruct
الفواكه	fructe
الفواكه	fructele
مير	mir
مير	mer
تسوية	decontarea
تسوية	decontare
تسوية	așezare
تسوية	compromis
تسوية	compromisuri
تسوية	compromisul
الالكتروني	electronice
الالكتروني	electronică
الالكتروني	electronic
الطبري	tabari
الاتحادي	federal
الاتحادي	federale
الاتحادي	federală
حراري	termice
حراري	termică
حراري	termic
الكسندر	alexandru
الكسندر	alexander
نشرة	buletinul
قزوين	caspică
العملي	practice
العملي	practică
العملي	practic
قادرين	capabil
قادرين	capabili
قادرين	capabila
قادرين	capabile
قادرين	capabilă
قادرين	capabil
تجاهل	ignor
تجاهل	ignora
تجاهل	ignoră
تجاهل	ignorate
تجاهل	ignorat
تجاهل	ignorată
هرتز	hertz
استقالة	demisia
استقالة	demisie
محامي	avocată
محامي	avocat
محامي	avocatul
كيفن	kevin
مارسيليا	marsilia
المثالي	ideală
المثالي	ideal
المثالي	ideala
المثالي	ideale
القطعة	bucata
القطعة	piesă
القطعة	bucată
القطعة	segmentul
القطعة	segment
المعارضين	adversari
المعارضين	adversarii
افراد	indivizi
التسمم	otrăvirea
التسمم	otrăvire
حليب	laptele
حليب	lapte
حنبل	hanbal
مطلق	divorțat
مطلق	divortat
النظير	peer
النظير	omologul
القاسمي	qasimi
مناهضة	anti
بندقية	pusca
بندقية	pusca
بندقية	pușcă
المعيشة	living
المعيشة	trăind
الاكتشاف	descoperire
الاكتشاف	descoperiri
الاكتشاف	descoperirea
الاكتشاف	discovery
العقاقير	droguri
العقاقير	drogurile
العقاقير	medicamente
جنائية	infractor
جنائية	criminală
جنائية	criminal
جنائية	penal
السامي	sami
منارة	far
منارة	farul
منارة	baliză
منارة	beacon
منارة	baliza
مذيع	crainic
حفرة	hole
حفرة	gaură
حفرة	gaura
حفرة	groapa
حفرة	groapă
حفرة	pit
اسفل	jos
خلع	dislocat
دوس	dos
متطورة	sofisticate
متطورة	sofisticat
متطورة	sofisticată
هوندا	honda
الجرحى	răniți
الجرحى	ranit
الجرحى	rănită
الجرحى	rănit
الكوميدي	comediant
كلير	claire
تراكم	acumularea
تراكم	acumulare
الناتو	nato
قاسية	aspră
قاسية	aspru
البنا	banna
مؤشرات	indicatoare
مؤشرات	indicatori
مؤشرات	indicatorii
مؤشرات	indicații
واجب	duty
واجب	datorie
واجب	datoria
واجب	teme
الاستثمارات	investitii
الاستثمارات	investițiile
الاستثمارات	investiții
الاستثمارات	investitii
الاستثمارات	investiție
الاستثمارات	investitie
الاستثمارات	investiții
المضيف	gazdă
المضيف	gazda
تقليدي	traditional
تقليدي	tradiţionale
تقليدي	tradițional
تقليدي	tradiţional
تقليدي	tradiţională
تقليدي	clasică
تقليدي	clasic
تقليدي	clasica
تقليدي	classic
غارسيا	garcia
رويال	regal
رويال	regală
رويال	royal
شهيد	shahid
شهيد	martir
العامية	argou
هدية	cadou
هدية	prezente
هدية	prezentul
هدية	prezent
هدية	prezentă
هدية	cadou
هدية	cadoul
انتقادات	critică
انتقادات	critici
انتقادات	critica
انتقادات	criticile
تشعر	simți
تشعر	simte
تشعر	simțiți
تشعر	simt
ملاك	inger
ملاك	înger
ملاك	angel
حشرات	gândaci
حشرات	insecte
حشرات	bugs
يضرب	hituri
يضرب	lovește
تطالب	cerând
الدخان	fum
الجزاء	penalty
الجزاء	pedeapsă
الجزاء	pedeapsa
الجزاء	penalizare
الاعتقال	arestati
الاعتقال	arest
الاعتقال	arestarea
الاعتقال	arestare
الاعتقال	detenție
الزوايا	colturi
الزوايا	unghiuri
الزوايا	unghiurile
المستقيم	rect
خلاصة	abstract
خلاصة	abstractă
الصوفي	mistic
الصوفي	mystic
الوفاق	reconcilierea
الوفاق	reconciliere
الوفاق	împăcare
الوفاق	concord
متصفح	navigator
متصفح	browserul
متصفح	browser
تسرب	scurgere
تسرب	scurgeri
تسرب	scurgeri
دعاء	rugăciune
دعاء	rugăciunea
دعاء	rugaciunea
دعاء	rugaciune
غرامي	grammy
تمدد	intinde
تمدد	întinde
تمدد	întindere
سماء	cerul
سماء	sky
سماء	cer
سماء	ceruri
مهد	leagăn
مهد	leagănul
مهد	leagan
مساكن	locuințe
مساكن	locuinţe
مساكن	cazare
مساكن	carcasă
مساكن	locuințe
مساكن	locuinţe
فو	foo
فو	pho
فو	phu
بنيامين	benjamin
نبيلة	noble
نبيلة	nobil
نبيلة	nobilă
نبيلة	nobili
نبيلة	nobile
الزهري	sifilis
ترمز	simbolizând
ترمز	simbolizează
ترمز	simbolizează
الميثاق	pact
الميثاق	pactul
الميثاق	pactului
الميثاق	compact
الميثاق	cartă
الميثاق	carta
الميثاق	charter
الانتقادات	critică
الانتقادات	critici
الانتقادات	critica
الانتقادات	criticile
باز	buzz
خبز	paine
خبز	pâine
خبز	pâinea
البيضاوي	oval
هجر	abandon
هجر	abandonarea
زيمبابوي	zimbabwe
تقوية	consolida
تقوية	consolidează
تقوية	întărirea
تقوية	consolidare
تقوية	consolidarea
مدفعية	artileria
مدفعية	artilerie
ناس	oamenii
ناس	oameni
ناس	persoane
قزم	elf
قزم	pitic
قزم	pitică
قزم	pitic
قزم	gnome
تشارلي	charlie
بدوي	badawi
حشد	mulțimea
حشد	multime
حشد	mulțime
القيادات	conducerea
القيادات	conducere
فاتح	lumină
فاتح	light
فاتح	lumina
فاتح	fatih
جيرسي	jersey
نيوكاسل	newcastle
ضرر	daune
ضرر	pagube
ضرر	avarii
ضرر	stricăciuni
الموضة	moda
الموضة	modei
الموضة	modă
الموضة	fashion
متكرر	repetat
متكرر	repetată
متكرر	repetate
متكرر	repetitive
متكرر	recurente
متكرر	recurente
التحضير	pregătiri
التحضير	preparat
التحضير	pregatire
التحضير	pregătire
التحضير	pregătirea
التحضير	pregătirea
جوليان	julian
الصنوبر	pine
الصنوبر	pin
توت	boabe
توت	tut
بيني	penny
مولود	nascut
مولود	născută
مولود	născut
العاصفة	furtună
العاصفة	furtuna
العاصفة	storm
الكهنة	preoti
الكهنة	popii
الكهنة	preotii
ميزات	caracteristici
ميزات	trăsături
مربعة	pătrat
مربعة	square
مربعة	patrat
العمالة	muncitoresc
العمالة	angajare
التمثال	statuia
التمثال	statuie
فارغة	gol
فارغة	goale
فارغة	goală
فارغة	goala
الرجم	lapidare
خطية	scrisa
خطية	scris
خطية	scrise
خطية	scrisă
خطية	liniar
خطية	liniare
خطية	liniară
الخميني	khomeini
السموم	otrăvuri
السموم	toxine
السموم	toxinele
انجلترا	anglia
انجلترا	england
وود	lemn
وود	lemnul
وود	wood
وود	lemne
الحزام	curea
الحزام	centură
الحزام	centura
سعيدة	fericita
سعيدة	fericită
سعيدة	happy
سعيدة	fericit
القفز	sărituri
التحرر	emancipare
التحرر	eliberare
التحرر	eliberarea
القوارب	bărci
القوارب	barci
الخنزير	purcel
الخنزير	porc
تدقيق	verific
تدقيق	verificarea
الانسان	umane
الانسان	om
الانسان	umană
الانسان	uman
رونالد	ronald
المنبع	amonte
المعرفية	cognitive
كوين	quinn
لوكاس	lucas
ستين	sixty
كفاية	destul
قاعات	sali
قاعات	săli
التقاط	catch
التقاط	prinde
التقاط	captura
التقاط	captură
التقاط	capturează
التقاط	capturarea
التقاط	captura
التقاط	captură
التقاط	capturare
التقاط	captare
القماش	cârpă
فكرية	intelectuale
فكرية	intelectuali
فكرية	intelectual
فكرية	intelectuală
جرير	greer
الحيتان	balenele
الحيتان	balene
بقعة	pata
بقعة	pată
بقعة	spot
الرقبة	gât
الرقبة	gat
الرقبة	gâtul
المزرعة	ferma
المزرعة	fermă
الطماطم	roșii
الطماطم	roşii
الطماطم	rosii
الطماطم	roșii
الطماطم	tomate
الطماطم	roşii
الطماطم	rosii
اطلاق	lansare
اطلاق	lansarea
اطلاق	lansare
اطلاق	lansează
اطلاق	lansarea
سانتوس	santos
تنظيف	curățenie
تنظيف	curățarea
تنظيف	curățare
تنظيف	curatenie
هرقل	hercules
هرقل	hercule
ستانلي	stanley
التشريعات	legislația
التشريعات	legislație
سمة	tematică
سمة	tematica
سمة	temă
سمة	tema
سمة	caracteristica
سمة	caracteristică
سمة	trăsătură
بارما	parma
محفوظة	rezervată
محفوظة	rezervat
محفوظة	rezervate
يونكس	unix
الملايين	milioane
مطبوع	tipărit
مطبوع	printat
مطبوع	tipărite
مطبوع	tipărită
مطبوع	imprimate
مستقيم	drepte
مستقيم	direct
مستقيم	drept
جبريل	gabriel
جداول	tabelele
جداول	tabele
جداول	mese
جداول	fluxuri
جداول	orare
مفاعل	reactorul
مفاعل	reactor
خديجة	khadija
الذئب	lup
الذئب	wolf
الذئب	lupul
الفخار	ceramica
الفخار	ceramică
سحاب	fermoar
سحاب	nori
سحاب	norilor
سحاب	norii
سحاب	cloud
سحاب	nor
حافلة	bus
حافلة	autocar
حافلة	autobuz
حافلة	autobuzul
الرفع	ridicare
الرفع	ridicarea
مبتدئ	începător
مبتدئ	începătoare
مشعل	baliză
مشعل	beacon
مشعل	baliza
محليا	local
محليا	locale
محليا	localnic
محليا	local
محليا	locală
مكسيكي	mexicana
مكسيكي	mexicani
مكسيكي	mexicană
مكسيكي	mexicane
مكسيكي	mexican
تشو	chu
تشو	cho
اليوتيوب	youtube
الجراثيم	germeni
الجراثيم	microbii
الجراثيم	microbi
مصور	fotograf
الكونية	cosmice
الكونية	cosmică
الكونية	cosmic
باسكال	pascal
فرنسيس	francis
فرنسيس	francisc
العيوب	defecte
العيوب	defecte
رونالدو	ronaldo
مغطاة	acoperit
مغطاة	acoperită
مغطاة	acoperite
بيلا	bella
نزلت	descărcat
نزلت	descarcat
نزلت	descărcată
نزلت	descărcate
ملبورن	melbourne
صيغ	formulele
صيغ	formule
بستان	grove
بستان	livada
بستان	livadă
معاناة	suferință
معاناة	suferinta
معاناة	suferind
العبارات	frazele
العبارات	fraze
العبارات	expresii
البلوغ	pubertate
ثور	thor
اكتسب	dobândite
اكتسب	dobândită
اكتسب	dobândit
اكتسب	achiziționat
القلوب	inimi
القلوب	inimile
فورا	imediat
قلادة	colier
قلادة	colierul
قلادة	pandantiv
سماع	audiere
سماع	auz
سماع	audierea
سماع	auzul
تحطم	accident
تحطم	crash
الدمار	distrugere
الدمار	distrugerea
الدمار	distrugeri
العنصري	rasiste
العنصري	rasistă
العنصري	rasist
كرات	bile
كرات	mingi
ريكاردو	ricardo
الفوج	regimentul
الفوج	regiment
لادن	încărcat
النرويجية	norvegiană
النرويجية	norvegiene
النرويجية	norvegian
الملاحظة	nota
الملاحظة	notă
الملاحظة	observare
الملاحظة	observație
النسبي	rudă
النسبي	relativ
النسبي	ruda
النسبي	relative
النسبي	relativă
خلط	amestecarea
خلط	amestecare
اواخر	tarziu
اواخر	întârziat
اواخر	târziu
الرياضيين	sportivii
الرياضيين	sportivi
صافي	plasa
صافي	net
صافي	netă
صافي	plasă
صافي	fileu
كبر	zoom
اللهم	doamne
اللهم	dumnezeu
النية	intentie
النية	intenția
النية	intenție
النية	intentie
النية	intenția
النية	intenție
الرهبان	călugări
الرهبان	călugării
صداقة	prietenia
صداقة	prietenie
برميل	butoi
وقائع	fapte
وقائع	faptele
وقائع	cronica
وقائع	chronicle
سياسيا	politic
زمالة	bursă
ودية	prietenoasă
ودية	prietenos
ودية	amical
ثقيلة	heavy
ثقيلة	greu
ثقيلة	grele
ثقيلة	grea
ثقيلة	grei
الحقن	injectarea
الحقن	injecție
الحقن	injectare
الصداع	cefalee
زوايا	colturi
زوايا	unghiuri
زوايا	unghiurile
وفاء	fidelitate
وفاء	fidelitatea
وفاء	wafa
وفاء	îndeplinirea
وفاء	loialitate
وفاء	loialitatea
وفاء	împliniri
وفاء	împlinirea
وفاء	împlinire
شارة	insigna
شارة	ecuson
شارة	insignă
الرحمة	mercy
الرحمة	milă
الرحمة	mila
مونت	mont
مونت	monte
خوارزمية	algoritmul
خوارزمية	algoritm
المطارات	aeroporturi
المطارات	aeroporturile
التكاثر	reproducție
التكاثر	reproducere
التكاثر	reproducere
التكاثر	reproducerea
سوس	soos
جيف	jeff
المظهر	aspectul
المظهر	aspect
هندوراس	honduras
ظواهر	fenomen
ظواهر	fenomenele
ظواهر	fenomene
السلاسل	lanțuri
مطاعم	restaurante
مطاعم	restaurantele
المختلطة	amestecate
المختلطة	amestecat
المختلطة	mixt
المختلطة	mixtă
المختلطة	hibrid
الظلم	nedreptatea
الظلم	nedreptate
الجثة	cadavru
الكهوف	pesteri
عناية	îngrijire
عناية	ingrijire
عناية	grija
صغر	mic
صغر	mică
صغر	micii
صغر	mici
شاشات	ecranele
شاشات	ecrane
شاشات	monitoare
عضوة	membru
عضوة	membră
عضوة	membrul
التفاح	mere
راح	will
راح	va
اخترع	inventate
اخترع	inventat
اخترع	inventează
اخترع	inventa
عطاء	licitație
عطاء	tandru
الاحتكاك	frecare
عظمة	oase
عظمة	os
عظمة	osul
عظمة	bone
المعدية	contagioasă
المعدية	contagios
المعدية	contagioase
غراند	grand
لاتينية	latine
لاتينية	latin
لاتينية	latina
لاتينية	latină
لاتينية	latina
النظرة	uite
الممتلكات	proprietate
الممتلكات	proprietatea
الممتلكات	proprietăți
الممتلكات	proprietati
اتجاهات	tendințele
الغاية	scopul
الغاية	scop
باع	vandut
باع	vândute
باع	vândută
باع	vândut
الرعد	thunder
الرعد	tunetul
الرعد	tunete
الرعد	tunet
روميو	romeo
رسومات	desene
رسومات	desenele
رسومات	grafice
رسومات	grafica
رسومات	grafică
مصباح	lampă
مصباح	lampa
مايا	maya
الانقسام	divide
التغطية	acoperire
التغطية	acoperirea
عقيد	colonel
التراجع	retragere
التراجع	retragerea
الزينة	decoraţiuni
الكلوي	renale
الكلوي	renală
الكلوي	renal
السقف	plafon
السقف	tavan
السقف	plafonul
السقف	acoperiş
السقف	acoperis
السقف	acoperiș
فراغ	goliciunea
فراغ	vid
فراغ	vacuum
الطاولة	tabelul
الطاولة	masă
الطاولة	masa
الطاولة	tabel
الطاولة	table
بلاط	gresie
بلاط	plăci
متزوجة	căsătorită
متزوجة	măritată
متزوجة	casatorit
متزوجة	căsătorit
المرات	timpuri
المرات	timpurile
المرات	vremuri
المرات	times
تولد	nascut
تولد	născută
تولد	născut
تولد	rasă
تولد	rasa
تولد	generează
تولد	genera
تمرير	trecând
تمرير	trecerea
تمرير	trecere
تمرير	derulează
تمرير	pergament
تمرير	derulare
تمرير	defilare
تمرير	trece
تمرير	pass
تمرير	pasa
تمرير	pasă
عجلة	roată
عجلة	roata
المثلية	homosexualitatea
الطحالب	algele
الطحالب	alge
تخرجت	absolvit
فاي	faye
فاي	zână
فاي	zâne
مطلقة	divorțat
مطلقة	divortat
مطلقة	absolută
كروية	sferice
ديربي	derby
رون	ron
جيوفاني	giovanni
الكهرومغناطيسية	electromagnetică
الكهرومغناطيسية	electromagnetic
الكهرومغناطيسية	electromagnetice
يشترط	necesită
المدمرة	distrugătorul
المدمرة	distrugător
الحائط	peretele
الحائط	wall
الحائط	zid
الحائط	zidul
الحائط	perete
البيئات	mediile
كاترين	katrine
الكتل	blocuri
زميل	colega
زميل	colegul
زميل	colegă
زميل	coleg
نورمان	norman
رقيق	subtire
رقيق	subțire
الشيشان	cecenia
الشيشان	cecen
يفهم	inteles
يفهم	înțeles
المناخية	climatică
المناخية	climatice
غسل	spăl
غسل	spală
غسل	spala
غسل	wash
غسل	spălare
غسل	spălarea
غسل	spălare
غسل	spalare
دمر	distrusa
دمر	distruse
دمر	distrus
دمر	distrusă
دمر	distruge
القادمين	sosiri
ميزان	solzi
ميزان	cântare
العشاء	cinei
العشاء	cină
العشاء	cina
التذكاري	memorial
التذكاري	memorialul
اهداف	obiectivele
اهداف	obiective
اهداف	obiectivele
اهداف	goluri
اهداف	obiective
اهداف	obiective
الضارة	nocive
الضارة	nociv
الضارة	dăunătoare
الضارة	dăunător
التميز	excelenţă
التميز	excelență
الليبرالي	liberali
الليبرالي	liberale
الليبرالي	liberală
الليبرالي	liberal
امر	comanda
امر	comandă
امر	comanda
امر	ordinea
امر	comandă
امر	ordine
امر	ordin
تعقد	complexitate
تعقد	complexitatea
تصريف	conjugat
تصريف	drenaj
متحدة	unită
