dhe	in
zgjedhja	izbor
zgjedhja	izbiranje
zgjedhja	izbira
out	ven
out	zunaj
banor	prebivalec
rekord	plošča
rekord	rekord
rekord	zapis
përmbajtje	vsebnost
përmbajtje	vsebina
përmbajtje	vsebine
manastiri	samostana
manastiri	samostan
kafshë	živali
kafshë	živalsko
kafshë	živalska
kafshë	žival
kafshë	živali
praktike	praktično
praktike	praktične
praktike	praktičen
praktike	praktična
interesante	zanimiv
interesante	zanimivo
interesante	zanimiva
hungaria	madžarsko
hungaria	madžarska
trupa	čet
trupa	čete
trupa	trupla
trupa	telesa
shpreh	izraža
shpreh	izraziti
shpreh	express
futboll	nogomet
futboll	football
futboll	nogomet
futboll	fuzbal
institucion	nosilec
institucion	zavod
institucion	institucijo
institucion	ustanova
institucion	institucija
organ	organ
organ	orgle
kontributin	prispevek
kontributin	prispevanje
problemeve	problemi
problemeve	težave
femrat	samice
femrat	ženskam
femrat	žensk
femrat	ženske
microsoft	microsoft
blu	modro
blu	modre
blu	modri
blu	modra
deklaroi	prijavljeni
deklaroi	prijavljenih
deklaroi	prijavljena
kontrolluar	preveril
kontrolluar	preverjeno
kontrolluar	preverjena
kontrolluar	nadzorovano
kontrolluar	nadzorovanih
kontrolluar	nadzorovana
kontrolluar	nadzorovan
kontrolluar	nadzorovani
kontrolluar	preiskala
kontrolluar	preiskali
kinë	porcelan
kinë	kitajski
kinë	kitajsko
kinë	kitajska
zakonshëm	navadna
zakonshëm	navadni
fatin	usoda
fatin	usodo
fatin	usoda
fatin	usodo
individuale	individualna
individuale	posamezna
individuale	posamezno
individuale	individualno
individuale	posamezni
individuale	posameznik
las	las
fillestare	začetni
fillestare	začetna
fillestare	začetno
fillestare	novinec
fillestare	začetnica
fillestare	zelenec
punime	dela
punime	deluje
kërkesa	zahteva
kërkesa	prošnja
kërkesa	zahtevek
kërkesa	povpraševanje
kërkesa	zahteva
kërkesa	prošnje
kërkesa	zaprosila
kërkesa	zahteve
udhëheqësit	vodje
udhëheqësit	voditelji
shërbime	storitve
interesat	interesi
pushtuesit	napadalci
pushtuesit	vsiljivci
plani	načrt
plani	plan
bill	bill
times	krat
times	časi
times	times
pranon	priznava
pranon	sprejme
pranon	sprejema
vjenë	dunaj
vjenë	dunajski
vendosjen	postavitev
vendosjen	napotitev
vendosjen	uvajanje
var	obesili
var	obesi
paraqit	predstavljena
paraqit	predstavljeni
paraqit	predstavljeno
paraqit	predstavljene
paraqit	predstavljen
fiset	plemen
fiset	plemena
arsimore	izobraževalnih
arsimore	izobraževalno
arsimore	izobraževalni
arsimore	izobraževanje
mësoi	naučil
origjina	izvor
origjina	poreklo
origjina	poreklo
gjërë	široka
gjërë	široki
gjërë	široko
gjërë	širok
përdorues	uporabnika
përdorues	uporabnik
përdorues	uporabniki
emiri	emir
gurit	stone
gurit	kamna
gurit	kamen
vazhduan	nadaljevanje
vazhduan	nadaljevalo
numrat	številke
numrat	števila
musa	moses
musa	mojzes
musa	musa
dëshiron	hoče
dëshiron	želi
festival	festival
festival	praznik
festival	praznovanje
suprem	vrhovnega
suprem	vrhovni
suprem	vrhovno
malazeze	črnogorski
lojërat	tekme
lojërat	igre
lojërat	igrah
lojërat	igrice
lojërat	iger
ligjeve	zakoni
ligjeve	zakone
olimpike	olimpijski
olimpike	olympic
vjetore	letno
vjetore	letna
vjetore	letne
vjetore	letno
vjetore	letna
vjetore	letni
sant	sant
detyrat	naloge
detyrat	zadolžitve
detyrat	dajatve
detyrat	dolžnosti
turq	turki
partizani	partizan
finalen	finale
përgjigjet	odzivi
përgjigjet	odgovore
përgjigjet	odgovori
përgjigjet	odgovori
fizik	fizično
fizik	fizični
fizik	fizična
brazili	brazilija
qëndronte	stal
qëndronte	stala
pozicion	položaj
pozicion	lega
pozicion	stališče
pozicion	pozicija
kundërshtim	nasprotovanje
kundërshtim	ugovor
youtube	youtube
objekti	predmet
objekti	objekt
gjeografia	zemljepis
majtas	levica
majtas	levi
majtas	levo
majtas	leva
its	its
nganjëherë	včasih
monedha	valuta
monedha	valute
monedha	kovance
monedha	kovanci
monedha	kovanci
monedha	kovanec
prapë	spet
prapë	znova
prapë	ponovno
absolute	absolutni
absolute	absolutno
absolute	absolutna
njerëzor	človeško
njerëzor	človeška
njerëzor	človeški
burrat	možje
burrat	možev
burrat	moške
burrat	možje
burrat	men
burrat	moški
burrat	moška
autorë	avtorji
rrënjët	korenine
françois	francois
françois	françois
themelet	fundacije
themelet	temelje
themelet	temelji
instrument	inštrument
instrument	instrument
bit	bit
zhvilluara	razvita
zhvilluara	razvite
zhvilluara	razvit
zhvilluara	razvito
zhvilluara	razviti
jetonte	živel
jetonte	živeli
jetonte	živela
industrial	industrijsko
industrial	industrijska
industrial	industrijske
industrial	industrijski
natë	noč
përmasa	velikost
përmasa	velikosti
miratuar	odobrena
miratuar	odobrene
miratuar	odobreni
miratuar	odobreno
miratuar	odobren
miratuar	sprejeta
miratuar	sprejet
miratuar	sprejeto
set	nastavi
set	komplet
kështjella	gradove
kështjella	castle
kështjella	grad
kështjella	dvorec
pedro	pedro
pritet	pričakovani
pritet	pričakovana
pritet	pričakovan
pritet	pričakovali
pritet	pričakovano
piano	klavir
shumicë	večina
shumicë	večini
shumicë	večine
përfaqësuesit	predstavniki
përfaqësuesit	zastopniki
kulture	kulture
kulture	kulturo
kulture	kultura
smith	smith
gjuhen	jezik
dora	dora
dora	roki
dora	roka
viktor	viktor
viktor	viktor
viktor	victor
përfundim	izidi
përfundim	izid
përfundim	zaključek
përfundim	sklep
përfundim	ugotovitev
dhene	dano
dhene	danih
sic	sop
sulmi	napadi
sulmi	napad
abdul	abdul
muri	obzidje
muri	zid
muri	stena
muri	steno
anime	anime
lajme	novica
lajme	novice
departamenti	oddelek
autorët	avtorji
përmendim	omenjen
përmendim	omenil
përmendim	omeni
analiza	testi
analiza	preskusi
analiza	preizkusi
analiza	analizo
analiza	analize
analiza	analiza
kontakt	kontakt
kontakt	stik
kontakt	stika
ibrahimi	ibrahim
ibrahimi	abraham
modeli	model
modeli	vzorec
modeli	maneken
mbrojtja	obramba
mbrojtja	obramba
mbrojtja	zaščita
mbrojtja	varstvo
mbrojtja	zaščito
mbrojtja	varovanje
athinë	atene
athinë	atenah
kokën	glavo
kokën	glava
kokën	head
luftërat	vojne
luftërat	vojn
andorra	andora
informacione	info
informacione	informacije
informacione	obveščanje
informacione	podatki
informacione	informacija
informacione	informacije
informacione	podatek
rrezik	tveganje
rrezik	tveganja
rrezik	nevarnost
realizimin	spoznanje
joan	joan
aktorët	igralci
aktorët	akterji
ein	ein
evropa	europe
evropa	evropa
evropa	evropo
evropa	evropi
normal	navadna
normal	normalno
normal	običajno
normal	normalen
normal	normalna
normal	običajna
pritur	pričakovani
pritur	pričakovana
pritur	pričakovan
pritur	pričakovali
pritur	pričakovano
mulla	mula
arsimi	izobrazba
arsimi	izobraževanja
arsimi	izobraževanje
württemberg	württemberg
territori	ozemlje
brazilit	brazilija
vol	vol
ndan	delnice
ndan	deleži
japonez	japonski
japonez	japonsko
japonez	japonci
japonez	japonec
japonez	japonska
fakte	dejstva
fakte	dejstev
bashkësi	komune
provence	provansi
pajisur	opremljen
pajisur	opremljena
pajisur	opremljeno
pajisur	opremljeni
pajisur	opremljene
pajisur	nameščena
pajisur	vgrajen
republikë	republike
republikë	republiko
republikë	republika
rreze	žarki
rreze	žarke
rreze	polmer
kritika	kritika
kritika	kritiko
kritika	kritik
kritika	kritike
filozofik	filozofski
çështja	izdaja
fshehur	skrito
fshehur	skriti
fshehur	skrite
fshehur	skrit
fshehur	skrita
fshehur	skrivanje
fshehur	skriva
liria	svoboda
liria	prostost
liria	svobode
liria	svobodo
garonne	garonne
shi	deževati
shi	dežuje
shi	dežja
shi	rain
shi	dež
shikoni	glej
shikoni	glejte
shikoni	poglej
frank	frank
frank	frenk
han	hana
han	han
vendimet	odločitve
vendimet	odločbe
vendimet	sklepi
pallati	palačo
pallati	palača
main	glavne
main	main
main	glavni
main	glavno
main	glavna
ideja	idejo
ideja	ideja
ideja	zamisel
shpërndarë	razdeljen
shpërndarë	porazdeli
shpërndarë	razdeljeni
masive	maso
masive	mase
masive	mass
masive	masa
masive	ogromen
territoriale	teritorialno
territoriale	teritorialne
territoriale	ozemeljsko
mbretëror	kraljevi
mbretëror	kraljevsko
mbretëror	royal
mbretëror	kraljevo
shtypur	zatirani
shtypur	zdrobljena
shtypur	pritisnil
shtypur	stisnjeni
shtypur	stisnjena
shtypur	tiskani
shtypur	tiskane
shtypur	natisnjeno
shtypur	tiskano
firence	florence
firence	firence
burgu	ječa
burgu	zapor
burgu	zapora
burgu	zapor
aleksandri	aleksandriji
aleksandri	aleksandra
aleksandri	aleksander
aleksandri	alexander
federatës	konfederacija
federatës	konfederacijo
hotel	hotel
kontinente	celine
kontinente	celinah
ullinj	oljke
ullinj	olive
ullinj	oljk
argjentina	argentina
argjentina	argentino
iso	iso
global	svetovna
global	globalni
global	globalno
global	svetovno
krijues	ustvarjalna
krijues	ustvarjalno
krijues	ustvarjalni
krijues	kreativno
krijues	stvarnika
krijues	ustvarjalec
krijues	stvarnik
ditëve	dnevi
ditëve	dni
ditëve	dneve
qark	okrožni
qark	okrožje
qark	okraj
qark	okrožju
qark	okrožje
qark	vezja
qark	vezje
qark	dirkališče
mbyll	zapri
mbyll	zapre
vëllimi	volumen
vëllimi	glasnost
vëllimi	prostornina
vëllimi	zvezek
vëllimi	obseg
urban	urban
urban	mestna
urban	urbana
urban	mestne
pamundur	nemogoče
dollarë	dolarji
dollarë	dolarje
dollarë	dolarja
dollarë	dolar
traditë	tradicije
traditë	tradicijo
traditë	tradicija
kulmin	vrh
qytetarët	meščani
qytetarët	državljane
qytetarët	državljani
perëndimi	zahodna
perëndimi	zahod
perëndimi	zahodno
maqedonisht	makedonski
partizane	partizan
studion	atelje
studion	studio
kishat	cerkva
kishat	cerkve
serial	serijsko
serial	zaporedna
serial	serijski
facebook	facebook
santiago	santiago
brezi	generacija
brezi	generacije
brezi	ustvarjanje
brezi	generacijo
ngjyrat	barve
ngjyrat	barv
ngjyrat	barve
ngjyrat	barv
përmend	omenjen
përmend	omenil
përmend	omeni
përmend	omeni
përmend	omenjen
përmend	omenja
përmend	omembe
përkohshme	začasni
përkohshme	začasno
përkohshme	začasna
përkohshme	začasen
përkohshme	začasni
përkohshme	začasna
përfaqësuar	zastopane
përfaqësuar	zastopani
përfaqësuar	predstavljal
hequr	odstranjena
hequr	odstranjen
hequr	odstranjene
hequr	odstranjeno
rezistencës	upor
rezistencës	odpornost
rezistencës	odpor
rezistencës	upiranje
divizioni	razdelek
divizioni	delitev
divizioni	deljenje
divizioni	oddelek
divizioni	divizija
shërbejnë	služil
shërbejnë	servis
shërbejnë	služi
veprimi	dejanja
veprimi	akcija
veprimi	dejanje
veprimi	ukrepanje
pdf	pdf
qasje	dostop
qasje	pristop
qasje	prilet
qasje	pristopi
dom	dom
pikat	pike
pikat	pikice
pikat	pik
pikat	točki
pikat	točk
pikat	točke
high	visoko
high	visoka
penale	kriminalno
penale	kazensko
penale	kriminalec
penale	kazenskih
njeh	prepozna
kafshët	živali
kafshët	govedo
kafshët	živina
kafshët	goveda
superiore	nadrejeni
regji	režiral
regji	usmerjeno
regji	usmerjeni
regji	usmerjena
francesco	francesco
ton	tona
ton	ton
ton	tone
ton	tone
ton	ton
ton	tone
islamik	islamske
islamik	islamski
islamik	islamskih
denis	dennis
denis	denis
denis	denis
kërkim	iskanje
kërkim	išči
kërkim	pohod
kërkim	iskanje
kërkim	raziskave
kërkim	raziskava
kërkim	raziskovanje
gjini	spol
gjini	ginny
fituese	zmagovalec
fituese	zmagovalka
polonia	poljsko
polonia	poljski
polonia	poljska
dream	sanje
dream	dream
dream	sanjsko
shkaktoi	povzročena
shkaktoi	povzročila
shkaktoi	povzročil
shkaktoi	povzročeno
shkaktoi	sprožen
shkaktoi	sprožilo
shkaktoi	sprožil
shkrimtari	pisec
shkrimtari	pisateljica
shkrimtari	pisatelj
ofruar	zagotovljenih
ofruar	ponujena
ofruar	ponujenih
ofruar	ponujene
ofruar	ponujeni
ofruar	ponujeno
ofruar	ponudil
php	php
body	truplo
body	body
body	telesa
body	telo
muhamed	muhamed
muhamed	muhammad
muhamed	mohamed
muhamed	muhamed
mur	obzidje
mur	zid
mur	stena
mur	steno
zbatimin	izvedba
zbatimin	izvajanje
zbatimin	izvrševanje
armët	orožja
armët	orožje
armët	topovi
armët	puške
armët	orožje
armët	pištole
hans	hans
funksione	funkcije
funksione	funkcij
mungesë	pomanjkljivost
mungesë	pomanjkanje
mungesë	odsotnosti
mungesë	odsotnost
mungesë	pomanjkanje
mbështetjen	podpiranje
deklaruar	prijavljeni
deklaruar	prijavljenih
deklaruar	prijavljena
deklaruar	naveden
organeve	organe
organeve	organi
organeve	organih
organeve	organ
organeve	orgle
rralla	redki
rralla	redko
jack	jack
misioni	misija
misioni	misijo
misioni	poslanstvo
misioni	naloga
japë	razširi
japë	podaljša
fituan	zmagali
fituan	zmagala
fituan	zmagal
interneti	internetni
interneti	internetno
interneti	internet
maqedonas	makedonski
maqedonas	makedonci
shtrirë	raztezanje
shtrirë	polaganje
rrjedhin	tok
rrjedhin	pretok
maksimale	maksimum
maksimale	največja
mësuesit	učiteljev
mësuesit	učitelji
mësuesit	učiteljice
mësuesit	učitelje
mësuesit	profesorji
këmbët	noge
këmbët	stopala
këmbët	stopali
këmbët	nogice
këmbët	noge
këmbët	nog
këmbët	nogice
këmbët	nogi
stampa	stampa
anglia	anglija
anglia	england
anglia	angliji
anglia	anglije
anglia	anglijo
brez	generacija
brez	generacije
brez	ustvarjanje
brez	generacijo
tip	bloke
tip	type
tip	vrsta
tip	tip
tip	namig
tip	nasvet
burri	možek
burri	možiček
burri	soprog
burri	moz
burri	mož
ujore	vodni
ujore	vodnih
komandanti	poveljnik
degët	veje
degët	podružnice
kili	čilu
kili	čile
kili	čila
grekë	grki
autonome	avtonomne
autonome	samostojno
autonome	avtonomna
shef	poglavar
shef	načelnik
shef	bos
shef	šefica
shef	boss
shef	šef
student	dijak
student	študent
student	učenec
student	študentka
student	učenka
kapiten	stotnik
kapiten	kapitan
tony	tony
bateri	baterija
bateri	baterijo
bateri	baterije
bateri	akumulator
bateri	bobni
leka	leka
valë	valovanje
valë	valovni
valë	val
shok	šok
shok	prijatelj
shok	prijateljica
shok	prijateljico
bujqësi	kmetijstvo
pyje	gozdovi
pyje	gozda
pyje	woods
pyje	gozd
pyje	gozdov
pyje	gozdovi
njëherë	nekoč
njëherë	enkrat
ohrit	ohrid
kosta	costa
kosta	kosta
kroat	hrvat
kroat	hrvaška
kroat	hrvaško
kroat	hrvaške
kroat	hrvaški
thellësi	globin
thellësi	globine
thellësi	globina
girona	girona
simon	simon
simon	simona
mor	mor
luftëtar	bojevnica
luftëtar	bojevnik
luftëtar	borka
luftëtar	borca
luftëtar	borec
pedagogjike	pedagoških
klasik	klasika
klasik	klasično
klasik	klasična
klasik	klasičen
klasik	klasični
shfrytëzuar	izkoriščajo
distrikti	okrožje
off	off
off	izklop
rrethana	okoliščine
rrethana	okoliščine
rrethana	okoliščin
traditat	tradicije
traditat	tradicijo
dervish	derviš
ndihmës	pomočnik
ndihmës	pomočnika
ndihmës	pomočnika
ndihmës	pomočnik
ndihmës	asistent
ndihmës	asistentka
ndihmës	pomočnica
strukturat	objekti
strukturat	konstrukcije
strukturat	strukture
qiell	nebes
qiell	nebesa
qiell	sky
qiell	nebo
norvegjia	norveško
norvegjia	norveška
atehere	potem
djathtas	desno
djathtas	right
djathtas	pravica
djathtas	prav
merituar	zasluženo
merituar	zaslužil
merituar	zaslužil
institute	inštituti
përhershëm	trajni
përhershëm	trajen
përhershëm	trajna
përhershëm	trajno
përhershëm	stalna
çlirimin	osvoboditev
çlirimin	osvoboditve
qëndrimi	drža
qëndrimi	obnašanje
qëndrimi	odnos
qëndrimi	drža
qëndrimi	držo
rolet	vloge
rolet	vlog
materialet	materiali
materialet	material
materialet	materialov
jugosllavi	jugoslavija
jugosllavi	jugoslavijo
ahmad	ahmad
kryengritje	upor
kryengritje	upor
tjetra	naslednji
tjetra	naslednja
proceset	procesi
proceset	postopki
proceset	procesov
sëmundjet	bolezen
sëmundjet	bolezni
sëmundjet	bolezni
sëmundjet	bolezen
sëmundjet	bolezni
pasura	bogatejši
organike	organsko
organike	organska
organike	organski
organike	ekološko
pllaka	ploščice
pllaka	tablete
pllaka	tablet
pllaka	tableti
ushtritë	armade
ushtritë	vojske
gradualisht	postopoma
gradualisht	postopno
ulqin	ulcinj
seria	serijo
seria	serije
seria	serija
seria	seria
hapjen	odprtje
hapjen	otvoritev
hapjen	odpiranje
football	football
football	nogomet
football	fuzbal
oscar	oscarja
oscar	oscar
oscar	oskarja
oscar	oskar
oscar	oskarjev
vajzat	punce
vajzat	dekleta
vajzat	punci
vajzat	deklice
klimë	podnebje
napoli	neapelj
napoli	neaplju
napoli	napoli
tradicional	tradicionalna
tradicional	tradicionalni
tradicional	tradicionalne
tradicional	tradicionalen
tradicional	tradicionalno
stema	emblem
dramë	drama
dramë	drame
dramë	dramo
rezultati	zadetek
rezultati	rezultat
rezultati	rezultat
rezultati	izid
simboli	simbol
dërgon	pošlje
dërgon	pošilja
tipi	guy
tipi	tip
drejtimi	smer
drejtimi	uskladitev
drejtimi	poravnava
digjitale	digitalnega
digjitale	digitalna
digjitale	digitalno
digjitale	digitalni
digjitale	digitalne
old	stare
old	star
old	staro
old	stara
old	stari
rruge	ulico
rruge	street
rruge	ulica
rruge	pot
rruge	cesta
vrau	ubitih
vrau	ubit
vrau	ubita
vrau	umorjen
vrau	umorjena
historian	zgodovinar
selia	celia
zgjedhje	volitve
zgjedhje	izvolitev
zgjedhje	volitve
zgjedhje	izbira
pasojat	padavine
pasojat	posledice
chelsea	chelsea
martesa	poroka
martesa	zakon
zgjodhi	izbrala
zgjodhi	izbral
cilen	katero
cilen	kateri
cilen	katere
cilen	katerih
cilen	ki
cilen	katerega
botimi	objava
botimi	objavo
botimi	objavljanje
botimi	izdajanje
botimi	objavo
botimi	objavljanje
false	ponaredki
danimarka	dansko
danimarka	danski
danimarka	danska
ushtarët	vojaki
vështirësi	težavah
vështirësi	oteženo
vështirësi	težave
vështirësi	težave
vështirësi	stisko
qëndrim	drža
qëndrim	drža
qëndrim	obnašanje
qëndrim	odnos
tekste	besedili
tekste	besedila
server	strežniki
server	strežnik
mjek	zdravnik
mjek	zdravnika
mjek	zdravnik
mjek	zdravnika
mjek	zdravnica
mjek	doktor
mjek	bolničar
rrezet	žarki
rrezet	žarke
pre	plen
pre	plena
pre	plen
pre	plen
ruhet	ohranjena
ruhet	ohranjen
ruhet	ohranjeno
teknologji	tehnologije
teknologji	tehnologijo
teknologji	tehnologija
gjelbër	zeleno
gjelbër	zelene
gjelbër	green
gjelbër	zeleni
gjelbër	zelena
gjelbër	zeleni
errët	temna
errët	temni
errët	temno
kujtim	pomnilnik
kujtim	spomini
kujtim	spomin
kujtim	spomina
rajone	regije
rajone	regij
irlanda	irsko
irlanda	irska
irlanda	irski
pasardhës	potomci
pasardhës	semenski
pasardhës	seme
pasardhës	semena
pasardhës	nasledniki
pasardhës	potomcev
pasardhës	potomec
pasardhës	potomce
pasardhës	potomci
pasardhës	potomec
dinamo	dinamo
ditore	dnevno
ditore	dnevna
ditore	dnevni
ane	anne
ane	ana
dvd	dvd
linja	črta
linja	vrstica
prift	svečenik
prift	župnik
prift	duhovnik
posaçërisht	specialno
posaçërisht	posebej
mik	prijatelj
mik	prijateljica
mik	prijateljico
korea	koreja
korea	koreji
korea	korejo
ngriti	vzgojila
ngriti	vzgojen
ngriti	vzgojena
ngriti	postavljeno
kritike	kritični
kritike	kritična
kritike	kritičen
kritike	kritične
kritike	kritično
kinez	kitajske
kinez	kitajski
kinez	kitajsko
kinez	kitajska
kinez	kitajci
kritik	kritični
kritik	kritična
kritik	kritičen
kritik	kritične
kritik	kritično
kritik	kritično
regjistrimi	evidentiranje
regjistrimi	zapisovanje
regjistrimi	snemanje
regjistrimi	registracija
regjistrimi	evidentiranje
administrativ	upravne
administrativ	administrativna
administrativ	upravna
spanjisht	špansko
spanjisht	španščina
spanjisht	španski
spanjisht	španska
kafe	rjavo
kafe	rjavi
kafe	rjave
kafe	rjava
kafe	kavo
kafe	kava
gjeografik	geografski
gjeografik	zemljepisno
gjeografik	geografska
gjeografik	geografsko
fjalor	besednjak
fjalor	slovar
përcakton	definira
përcakton	opredeljuje
falls	slapovi
falls	falls
falls	pade
falls	padci
kompjuter	računalnik
kompjuter	računalniško
kompjuter	računalniška
buzë	ustnic
buzë	ustnice
buzë	robu
buzë	rob
buzë	ostrino
get	dobil
get	dobi
vendimi	sklep
vendimi	odločitev
vendimi	odločba
vendimi	razsodba
vendimi	sodba
vendimi	odločanje
zgjedhjeve	izvolitev
zgjedhjeve	volitve
formohet	oblikovane
formohet	oblikovani
standarde	standarde
standarde	standardi
standarde	standardna
standarde	standardno
standarde	standard
rriten	raste
rriten	rastoče
rriten	gojenje
rriten	rastejo
rriten	rasti
rriten	gojil
rriten	zrasti
nba	nba
shkrimi	pisanje
dëshira	željo
dëshira	želja
dëshira	poželenje
dëshira	željo
dëshira	želja
dëshira	želje
bern	bernu
pasardhësi	naslednika
pasardhësi	naslednica
pasardhësi	naslednik
abbr	abbr
michel	michel
vrasje	umor
vrasje	umori
vrasje	umor
vrasje	ubijanje
vrasje	uboj
dorës	roki
dorës	roka
pat	pat
ludwig	ludwig
ludwig	ludvik
fazë	faza
fazë	fazo
numra	številke
numra	števila
bashkësia	skupnost
bashkësia	skupnosti
studentë	dijaki
studentë	študentje
studentë	študenti
studentë	študente
studentë	učenci
njëzet	twenty
njëzet	dvajset
qafa	vrat
qafa	vratu
qafa	vratove
qafa	vratu
paraqitjen	predstavljamo
shenjat	znamenja
shenjat	znake
shenjat	znaki
shenjat	znakov
austriak	avstrijski
austriak	avstrijska
austriak	avstrijsko
aeroporti	letališče
bernard	bernard
bernard	bernarda
stefan	stefan
hapet	odpre
bullgaria	bolgarija
bullgaria	bolgarijo
popullata	prebivalstvo
popullata	populacija
jon	ionov
jon	ionski
jon	jona
jon	jon
ramiz	ramiz
miguel	miguel
vladimir	vladimir
themeluesit	ustanovitelji
blue	modro
blue	modre
blue	modri
blue	modra
blue	blu
përzier	mešani
përzier	mešana
përzier	mešane
përzier	mešano
përzier	mešanje
poezia	poezija
poezia	poezijo
poezia	poezije
rendi	randy
filozofia	filozofija
filozofia	filozofijo
qeliza	celice
qeliza	celic
mish	mesa
mish	meso
mish	mesni
mish	meso
pushtimi	invazijo
pushtimi	invazija
pushtimi	osvajanja
pushtimi	osvojitev
pushtimi	osvajanje
pushtimi	poklic
verën	summer
verën	poletna
verën	poletni
verën	poletno
verën	poleti
verën	poletje
veshje	obleke
veshje	oblačil
veshje	oblačila
veshje	obleka
veshje	obleko
veshje	obleka
sëmundjeve	bolezni
lot	solza
lot	solze
lot	solza
garat	tekmovanj
garat	tekmovanja
goli	gol
goli	cilj
arab	arabska
arab	arabski
arab	arabec
kushtetutës	ustava
intelektuale	intelektualna
intelektuale	intelektualne
intelektuale	intelektualno
filozof	filozofski
filozof	filozof
mundshëm	možen
mundshëm	možna
mundshëm	možne
mundshëm	možni
mundshëm	možno
mundshëm	verjeten
rregullisht	redno
erë	voh
erë	vonj
erë	vonjave
erë	diši
channel	kanal
plagosur	poškodovanih
plagosur	poškodovan
plagosur	poškodovani
plagosur	poškodovane
plagosur	poškodovana
plagosur	ranjena
plagosur	ranjene
plagosur	ranjen
plagosur	ranjenci
dobi	korist
dobi	ugodnost
dobi	ugodnosti
dëshmon	pričajo
dëshmon	pričal
dëshmon	pričati
terren	teren
terren	tla
terren	tleh
dokumentar	dokumentarec
qëndrueshme	stabilni
qëndrueshme	hlev
qëndrueshme	stabilen
qëndrueshme	stabilno
île	île
bindur	prepričajte
bindur	prepričal
totale	skupaj
totale	skupno
shpirt	duša
shpirt	duši
shpirt	soul
shpirt	dušo
shpirt	otrok
shpirt	punčka
shpirt	dojenček
shpirt	duh
dëshirë	željo
dëshirë	želja
dëshirë	poželenje
dëshirë	željo
dëshirë	želja
unesco	unesco
komedi	komedijo
komedi	komedija
kripë	sol
kripë	soli
belgjika	belgijo
belgjika	belgija
bimët	rastline
bimët	rastlin
bimët	rastline
bimët	rastlina
bimët	obrat
bimët	vegetacije
kaluarën	pretekli
kaluarën	preteklost
kaluarën	preteklosti
profeti	prerok
gazetë	papirja
gazetë	papir
gazetë	časopis
gazetë	časopisi
marko	marko
kuantike	kvantno
kuantike	kvantni
fernando	fernando
prania	prisotnost
prania	prisotnosti
prania	navzočnost
zhdukur	izginil
zhdukur	izginila
qind	centov
qind	cent
kapacitet	zmogljivosti
kapacitet	zmogljivost
kapacitet	kapaciteta
ekzistencën	obstoja
ekzistencën	obstoj
filloj	začetek
filloj	start
filloj	štart
filloj	začni
filloj	zagon
kadri	kadri
bari	bari
bari	trava
bari	trave
bari	travo
topi	žogo
topi	žoga
topi	žogica
qarqe	okrožjih
qarqe	okrožja
mendimet	misli
steve	steve
steve	steva
dini	dini
motive	motivi
motive	motive
motive	motivi
paralele	vzporedno
paralele	vzporedni
paralele	vzporedna
rënie	upadanje
rënie	upad
rënie	upada
jugu	južno
jugu	jug
jugu	južna
shtypi	tiska
shtypi	pritisni
shtypi	tisk
shtypi	novinarji
parku	parkiraj
parku	park
përbërje	spojina
adresa	naslov
qeveritare	vladna
qeveritare	vlado
qeveritare	vladno
qeveritare	vlada
qeveritare	vladni
qeveritare	vlade
zgjedhjen	izbira
zgjedhjen	izbor
zgjedhjen	izbiranje
rajonal	regionalno
rajonal	regionalna
rajonal	regionalni
atomike	atomski
atomike	atomsko
hipi	hipi
hipi	hipiji
arte	umetnost
arte	umetnosti
arte	arte
zvicra	švico
zvicra	švici
zvicra	švice
zvicra	švica
zyra	pisarne
zyra	uradi
zyra	pisarna
zyra	urad
nivele	ravni
nivele	stopnje
nivele	nivoji
mendime	pozoren
mendime	misli
gadishullin	polotok
interesuar	zanima
interesuar	zainteresirani
interesuar	zainteresirana
interesuar	zainteresirane
bregut	shore
bregut	obalo
bregut	obala
prodhon	proizvaja
pemë	jelka
pemë	drevo
pemë	dreves
pemë	drevje
pemë	drevesa
pemë	sadeži
pemë	sadje
pemë	plodovi
jacques	jacques
mat	mat
mat	mat
mat	matt
jusuf	yusuf
medalje	medaljo
medalje	medalja
medalje	medalje
major	major
major	maj
kala	citadele
botuesi	založnik
botuesi	izdajatelj
qytezë	mestu
qytezë	mesto
ajër	zrak
ajër	zračno
ajër	zračna
ajër	air
kimi	kimi
kimi	kemija
kimi	kemijo
plus	plus
festivalit	festival
festivalit	praznik
festivalit	praznovanje
juglindje	jugovzhodno
juglindje	jugovzhodni
juglindje	jugovzhodno
vendimin	sklep
vendimin	odločitev
vendimin	odločba
pesha	uteži
pesha	težo
pesha	utež
pesha	teža
krahun	roka
vazhdueshëm	neprekinjen
vazhdueshëm	neprekinjeno
beri	barry
dinte	vedel
dinte	vedela
veprime	dejanja
veprime	ukrepi
australi	avstralijo
australi	avstralije
australi	avstraliji
australi	avstralija
vëmendje	pozor
vëmendje	pozornost
hyrja	dostop
hyrja	vstop
hyrja	vnos
hyrja	vstop
hyrja	vhod
hyrja	prijava
région	région
shfaqja	pokaži
shfaqja	prikaži
shfaqja	oddaja
torino	torino
torino	torinu
mike	mike
besimtarët	vernikov
besimtarët	verniki
rumania	romunija
holanda	nizozemsko
holanda	nizozemski
holanda	nizozemskem
holanda	nizozemska
holanda	nizozemsko
holanda	holland
holanda	nizozemska
gjeni	genialno
gjeni	genij
meta	meta
mbijetuar	preživelih
mbijetuar	preživeli
