учебник	教科書
мексиканска	メキシコ
мексиканска	メキシカン
урсула	ウルスラ
изпращане	送信
изпращане	派遣
изпращане	発送
изпращане	送信
изпращане	送る
актуализация	アップデート
актуализация	更新
флотилия	艦隊
флотилия	フリート
агресия	侵略
тласък	宣伝
бруклин	ブルックリン
тройно	トリプル
лира	リラ
мани	マニ
ярки	鮮やか
вероника	ヴェロニカ
вероника	ベロニカ
вероника	ベロニカ
тяга	推力
оцеляване	サバイバル
тан	タン
стратегии	戦略
пърл	真珠
определения	定義
алтернативен	オルタナティブ
алтернативен	代替
алтернативен	交互
сакс	サックス
сакс	sax
сакс	サックス
сакс	ザックス
горки	ゴーリキー
изключени	無効
изключени	除外
изключени	退学
изпълнителна	エグゼクティブ
рубин	ルービン
рубин	ルベン
банат	バナト
корали	サンゴ
подаване	ファイリング
подаване	提出
вчера	きのう
вчера	昨日
готви	コック
готви	クック
цитати	引用
цитати	引用
ефективен	効率
ефективен	実効
списанията	雑誌
бойс	ボイシ
пътеки	パス
материята	物質
материята	事柄
топки	ボール
сървъри	サーバ
сървъри	サーバー
оратор	スピーカー
оратор	話し手
оратор	議長
сплави	合金
сантиметра	センチメートル
анджело	アンジェロ
изявление	ステートメント
изявление	声明
промишлен	工業
здраво	きつい
здраво	一生懸命
здраво	ハード
здраво	難しい
рихтер	リヒター
образувание	エンティティ
образувание	実体
транс	トランス
транс	トランス
починала	故人
емисии	排出
етимологията	語源
ида	アイダ
ида	イダ
спектакъл	スペクタクル
екологични	生態学
нормален	普通
нормален	ノーマル
тенор	テナー
рунд	ラウンド
рунд	round
рунд	丸い
улф	ウルフ
улф	オオカミ
предложени	おすすめ
гергьовден	ごちそう
любовница	愛人
любовница	恋人
болката	痛み
болката	疼痛
болката	ペイン
мъдростта	知恵
камила	カミーラ
камила	キャメル
камила	ラクダ
грейс	恩寵
грейс	グレース
грейс	グレイス
меню	メニュー
суверенитет	主権
цвете	flower
цвете	フラワー
предположение	想定
предположение	就任
предположение	予想
благодарност	感謝
благодарност	鑑賞
подводни	水中
бутилки	シリンダー
бутилки	ボトル
рийд	リード
малинов	ラズベリー
максуел	マックスウェル
максуел	マクスウェル
миди	ムール貝
миди	midi
миди	アサリ
миди	ハマグリ
виртуална	バーチャル
виртуална	仮想
кал	マッド
кал	カル
кал	カル
железници	鉄道
железници	鉄道
железници	鉄道
хардуер	金物
хардуер	ハードウェア
коен	コーヘン
коен	コーエン
маски	マスク
дарби	ダービー
търговците	商人
голо	ヌード
членството	会員
домашна	国内
домашна	宿題
домашна	手作り
домашна	自家製
мила	ハニー
мила	はちみつ
мила	蜂蜜
мила	dear
мила	ディア
мила	ベイビー
мила	赤ちゃん
мечки	クマ
демократични	民主主義
дрехите	被服
дрехите	洋服
палас	宮殿
задържане	拘禁
задържане	勾留
задържане	留置
задържане	収容
задържане	持株
празен	空っぽ
празен	空欄
празен	ブランク
хавайски	ハワイアン
разглеждане	閲覧
разглеждане	ブラウズ
разглеждане	審査
разглеждане	試験
разглеждане	検査
разглеждане	取調べ
разглеждане	閲覧
разглеждане	ブラウズ
стол	いす
стол	チェア
стол	椅子
реплика	直線
реплика	ライン
реплика	レプリカ
шверин	シュヴェリーン
джъстин	ジャスティン
излишно	冗長
грац	グラーツ
зает	忙しい
зает	ビジー
насоки	指導
насоки	ガイダンス
насоки	指針
насоки	ガイドライン
насоки	指針
насоки	ガイドライン
сержант	軍曹
монтгомъри	モンゴメリー
картон	カートン
картон	段ボール
картон	ダンボール
кърт	クルト
конфигурация	構成
конфигурация	設定
исмаил	イスマーイール
протеини	タンパク質
протеини	たんぱく質
творческо	クリエイティブ
здрава	ヘルシー
здрава	健康
жерар	ジェラール
жерар	ジェラード
харвард	ハーバード
тренировки	トレーニング
тренировки	講習
тренировки	修行
тренировки	訓練
тренировки	研修
андрети	アンドレッティ
любимите	お気に入り
любимите	好み
любимите	お気に入り
княжества	公国
трупата	劇団
бебе	ベイビー
бебе	赤ちゃん
его	エゴ
билки	ハーブ
говорител	スポークスマン
говорител	スピーカー
говорител	話し手
говорител	議長
очила	ゴーグル
очила	サングラス
очила	メガネ
очила	めがね
очила	眼鏡
сие	ppa
удобен	便利
удобен	快適
удобен	快適
соул	ソウル
соул	霊魂
екватора	赤道
канадска	カナダ
канадска	カナディアン
случайни	ランダム
седмично	毎週
седмично	週間
седмично	週刊
седмично	ウィークリー
доживотен	生涯
доживотен	通算
възход	上昇
достойнство	威厳
достойнство	品格
достойнство	尊厳
съотборник	チームメイト
фест	fest
слонове	ゾウ
слонове	ゾウ
кил	キール
кил	kil
проба	サンプリング
проба	サンプル
нощи	ナイツ
амазонка	amazon
амазонка	アマゾン
злоупотреба	誤用
злоупотреба	横領
злоупотреба	不適切
злоупотреба	誤用
злоупотреба	虐待
терминал	端末
терминал	ターミナル
ограничение	制限
ограничение	制限
ограничение	リミット
ограничение	限界
домакините	主婦
навлизане	エントリー
навлизане	エントリ
романтичен	ロマンチック
ска	スカ
банди	バンド
банди	ギャング
торо	トロ
изброени	上場
стопанства	ホールディングス
подслон	シェルター
подслон	避難所
зора	明け方
зора	夜明け
зора	ドーン
достатъчни	足りる
оптични	光学
бали	バリ
бали	バリ島
круз	クルス
круз	クルーズ
солист	ソリスト
херакъл	ヘーラクレース
стрели	矢印
стрели	アロウズ
подобрение	改善
бедността	貧困
кратера	クレーター
лутер	ルター
очертава	アウトライン
константа	定数
забранен	禁止
дим	薄暗い
дим	スモーク
олово	リード
заплати	給料
заплати	俸給
заплати	給与
заплати	賃金
заплати	給与
чайковски	チャイコフスキー
очакване	期待
заключение	結論
заключение	エンディング
ано	阿野
албер	アルベルト
албер	アルバート
аматьорски	アマチュア
пакети	パッケージ
пакети	パケット
пакети	パック
романтична	ロマンチック
уорън	ウォーレン
усложнения	合併症
усложнения	合併症
французи	フレンチ
французи	フランス語
теорема	定理
дебат	ディベート
нерви	神経
почитатели	ファン
стратегията	戦略
блу	青い
блу	ブルー
блу	青色
плочки	タイル
плочки	タイル
плочки	腹筋
плочки	abs
долар	ドル
долар	yen
тероризъм	テロリズム
тероризъм	テロ
утрехт	ユトレヒト
кристал	crystal
кристал	結晶
кристал	クリスタル
положителна	陽性
положителна	ポジティブ
весела	メリー
пратеник	メッセンジャー
пратеник	messenger
пратеник	使者
пратеник	スケジューラ
пратеник	使徒
гъба	スポンジ
гъба	キノコ
гъба	マッシュルーム
хелън	エレーヌ
хелън	ヘレン
публичен	公衆
публичен	公開
публичен	パブリック
севастопол	セヴァストポリ
дестинация	行き先
дестинация	目的地
дестинация	宛先
любим	お気に入り
любим	お気に入り
любим	恋人
прибори	刃物
подходи	アプローチ
хеликоптер	ヘリコプター
хеликоптер	チョッパー
скокове	ジャンプ
дубай	ドバイ
минни	鉱業
опция	オプション
зайци	ウサギ
диоклециан	ディオクレティアヌス
зависими	依存
касандра	カサンドラ
правосъдие	正義
италианско	イタリアン
вярна	忠実
фашизма	ファシズム
скелет	スケルトン
скелет	骨格
нервни	緊張
нервни	神経質
селскостопанска	農業
линдзи	リンゼイ
линдзи	リンジー
линдзи	リンジー
разрушаване	解体
разрушаване	破壊
масов	ミサ
масов	質量
взвод	分隊
взвод	小隊
алуминий	アルミニウム
алуминий	アルミ
алуминий	アルミニウム
галба	ガルバ
китове	クジラ
китове	クジラ
задържан	拘留
минимални	最小限
премия	ボーナス
премия	プレミアム
балтимор	ボルチモア
шарка	麻疹
портата	ゲート
патент	特許
либертадорес	リベルタドーレス
кливланд	クリーブランド
инсбрук	インスブルック
асоциации	組合
крисчън	クリスチャン
крисчън	キリスト教
крисчън	キリスト教徒
кюри	キュリー
виновен	有罪
виновен	guilty
битие	ジェネシス
мехур	バブル
мехур	膀胱
барт	バート
капитализма	資本主義
ниша	ニッチ
писмен	筆記
отрицателно	ネガティブ
отрицателно	マイナス
отрицателно	ネガ
диксън	ディクソン
променлив	変数
променлив	可変
променлив	交互
променлив	交代
готически	ゴシック
хилс	ヒルズ
астрономията	天文学
смели	グラインドコア
смели	グラインド
смели	ブレイブ
смели	勇者
смели	勇敢
смели	太字
смели	ボールド
безкрайно	インフィニット
демон	daemon
демон	デーモン
демон	悪魔
демон	悪霊
прехвърляне	移転
прехвърляне	転送
прехвърляне	乗り換え
прехвърляне	譲渡
дюк	公爵
дюк	デューク
сиракуза	シラキュース
галактиката	銀河
галактиката	銀河系
шоколад	チョコレート
фигурата	フィギュア
академична	アカデミック
клаудио	クラウディオ
глагол	動詞
отваряне	オープン
отваряне	開館
отваряне	開く
отваряне	開く
отваряне	オープニング
лектор	講師
къртис	カーティス
нси	nsi
функционалност	機能
мол	モール
мол	モル
анализира	parse
неофициално	非公式
неофициално	略式
неофициално	非公式
възстановено	再建
журналистка	ジャーナリスト
материално	素材
материално	材料
материално	マテリアル
строг	厳重
строг	スターン
строг	船尾
книжка	免許
книжка	ライセンス
локално	ローカル
локално	地元
локално	ローカル
локално	地元
даун	明け方
даун	夜明け
даун	ドーン
пушка	小銃
пушка	ライフル
флеминг	フレミング
мъдрост	知恵
лвов	リヴィウ
лампи	街灯
дай	与える
дай	give
разходки	ウォーキング
продължил	続き
продължил	継続
чувствителност	感度
чувствителност	感受性
заето	忙しい
заето	ビジー
заето	占領
крос	十字架
крос	クロス
крос	cross
крос	十字
инсталация	設置
инсталация	インストール
тед	テッド
тед	ted
винченцо	ヴィンチェンツォ
остатък	剰余
ателие	スタジオ
електрическо	エレクトリック
електрическо	電気
незначителни	マイナー
кралете	キングス
проводник	車掌
хмел	ホップ
пишете	書き込み
пишете	書く
пишете	書き込む
наполи	ナポリ
тихо	静けさ
тихо	静か
изтичане	漏れ
изтичане	漏洩
изтичане	リーク
заек	ウサギ
заек	うさぎ
генетични	遺伝
гума	ラバー
гума	ゴム
гума	タイヤ
легло	コット
легло	ベッド
омраза	憎悪
омраза	憎悪
омраза	嫌い
омраза	憎しみ
мюнстер	ミュンスター
хвърляне	投げる
хвърляне	ピッチ
яни	ジャニ
топла	あったかい
топла	暖かい
топла	温かい
тимур	ティムール
диаграма	ダイアグラム
диаграма	チャート
бърнард	ベルナール
клубовете	クラブ
пътешествия	旅行
тулча	トゥルチャ
натура	diverse
забележителна	著しい
мадам	マダム
андите	アンデス
любимци	お気に入り
директна	ダイレクト
бедност	貧困
вика	コーリング
ереван	エレバン
пенсия	年金
морисън	モリソン
хенрик	ヘンリク
гьотинген	ゲッティンゲン
мелница	風車
мелница	ミル
мелница	グラインダー
сделки	取引
сделки	トランザクション
сделки	クーポン
скрито	隠し
треви	トレビ
мисионери	宣教師
потомство	子孫
потомство	子孫
потомство	後裔
потомство	末裔
смесване	ミキシング
смесване	mix
смесване	ミックス
смесване	混ぜる
аналогия	類推
изабел	イサベル
спряно	中断
горещи	熱い
горещи	ホット
горещи	暑い
ракия	ブランデー
интервали	スペース
интервали	音程
интервали	間隔
черепа	髑髏
черепа	頭蓋骨
цитат	引用
цитат	引用
закрила	保護
абдикира	退位
макдоналд	マクドナルド
пик	山頂
пик	ピーク
ара	コンゴウインコ
утвърждаване	検証
гигант	巨人
гигант	ジャイアント
гигант	巨大
сабина	サビーナ
функциониране	機能
функциониране	関数
функциониране	運行
функциониране	作戦
функциониране	運営
функциониране	操作
функциониране	オペレーション
стийв	スティーブ
стийв	スティーヴ
сали	サリー
токелау	トケラウ
график	日程
график	スケジュール
график	時刻表
дарение	募金
дарение	寄付
дарение	募金
дарение	寄付
координация	連携
координация	調整
координация	コーディネート
издадено	発行
пирамиди	ピラミッド
пирамиди	ピラミッド
брук	ブルック
брук	小川
грях	シン
грях	sin
дискография	作品
дискография	ディスコグラフィ
безопасно	セーフ
безопасно	金庫
безопасно	安全
тича	ジョギング
одисей	オデュッセウス
одисей	オデッセイ
царства	レルム
универсален	ユニバーサル
клана	氏族
джули	ジュリー
джули	ジュリ
флойд	フロイド
интериор	内部
интериор	内装
интериор	内面
интериор	インテリア
младо	若い
младо	ヤング
българка	ブルガリア
ферментация	発酵
стока	商品
стока	商品
диабет	糖尿病
индустриална	工業
тавана	屋根裏
тавана	天井
императрицата	皇后
императрицата	女帝
дребно	小売
фрагмент	フラグメント
малина	ラズベリー
рединг	レディング
резервен	スペア
петнадесет	fifteen
петнадесет	十五
разпадане	解散
разпадане	崩壊
разпадане	たたむ
разпадане	崩壊
разпадане	減衰
щраус	シュトラウス
щраус	ダチョウ
канон	カノン
матрица	行列
матрица	マトリックス
батерии	電池
батерии	バッテリー
батерии	バッテリ
батерии	電池
лейн	レーン
лейн	車線
легла	ベッド
легла	寝具
сатира	風刺
доставчик	サプライヤー
доставчик	プロバイダ
доставчик	プロバイダー
неутрален	中性
неутрален	ニュートラル
ода	織田
ода	小田
ода	ode
банк	バンク
банк	銀行
марион	マリオン
луси	ルーシー
приятелството	友情
забележителен	著しい
достатъчен	足りる
курорта	リゾート
версай	ヴェルサイユ
паспорт	パスポート
паспорт	旅券
влажен	しっとり
влажен	湿気
жилищен	住宅
жилищен	住宅地
кармен	カルメン
кимон	鬼門
разрез	切開
генератор	ジェネレータ
изпити	試験
изпити	ファイナル
плутон	冥王星
плутон	プルート
потопен	埋没
настройки	オプション
настройки	セッティング
настройки	設定
изоставена	放棄された
хавиер	ザビエル
хавиер	ハビエル
избиране	選択
избиране	select
мощна	パワフル
спори	胞子
спори	胞子
брада	ひげ
пързаляне	スケート
моделиране	モデリング
моделиране	モデリング
страничен	サイド
холдинг	持株
становище	意見
никсън	ニクソン
помощи	扶助
помощи	援助
авиационна	航空
обяд	昼食
обяд	ランチ
обяд	正午
начален	イニシャル
начален	頭文字
гент	ヘント
гент	ヘント
променена	変更された
фото	フォト
фото	写真
парти	パーティ
парти	パーティー
хомосексуалността	同性愛
бръмбари	バグ
бръмбари	不具合
отрицателен	ネガティブ
отрицателен	マイナス
отрицателен	ネガ
харви	ハービー
харви	ハーヴィー
харви	ハーヴェイ
стаж	インターン
стаж	インターンシップ
потвърждение	確認
потвърждение	確認
логично	論理
лаура	ローラ
обозначение	指定
блясък	光沢
блясък	キラキラ
блясък	グリッター
мъгла	ぼかし
кир	キール
дерек	デレック
дерек	デレク
чък	チャック
офиси	オフィス
цигари	タバコ
цигари	タバコ
робите	奴隷
засилване	強化
засилване	強化
засилване	強化
вояджър	ボイジャー
конър	コナー
удобни	便利
удобни	快適
удобни	快適
нишки	スレッド
нишки	スレッド
осака	大阪
крачка	step
крачка	ステップ
кардиф	カーディフ
ортън	orton
слънчево	晴れ
слънчево	サニー
слънчево	ソーラー
харалд	ハーラル
дебати	ディベート
плейофите	プレーオフ
плейофите	プレーオフ
плейофите	プレイオフ
инциденти	事故
комплект	集合
комплект	セット
комплект	キット
комплект	kit
хоризонт	地平線
хоризонт	ホライズン
хоризонт	水平線
аксел	アクセル
аксел	axl
задължителни	強制
задна	リバース
преграда	バリア
преграда	障壁
бфс	bfu
записване	記録
записване	レコーディング
записване	録音
записване	引受け
записване	購読
месечно	毎月
месечно	月間
месечно	月刊
херта	ヘルタ
надвишава	上回る
играчки	おもちゃ
играчки	オモチャ
играчки	玩具
нашествия	侵攻
крайниците	手足
крайниците	四肢
крайниците	四肢
китка	手首
отпуска	休暇
отпуска	バカンス
отпуска	バケーション
усъвършенстване	改善
холокоста	ホロコースト
опитен	経験
галилео	ガリレオ
студено	風邪
студено	コールド
студено	冷たい
студено	寒い
адвокати	弁護士
адвокати	弁護士
чудеса	奇跡
чудеса	驚異
сегмент	セグメント
сегмент	線分
персей	ペルセウス
гореща	熱い
гореща	ホット
гореща	暑い
невероятно	素晴らしい
невероятно	凄い
невероятно	すごい
фипс	フィップス
тревизо	トレヴィーゾ
основателят	創始者
основателят	開祖
корпусът	船体
корпусът	ハル
идеален	理想
сателит	サテライト
сателит	衛星
спасяването	保存
алтай	アルタイ
харди	ハーディ
погребения	葬儀
горива	燃料
горива	燃料
хоризонтални	水平
ротердам	ロッテルダム
шок	ショック
шок	衝撃
витория	ヴィットリア
изтегляне	ダウンロード
изтегляне	ダウンロード
хънтър	狩人
хънтър	ハンター
панели	パネル
ели	エリー
ели	エリー
девин	デヴィン
девин	デヴォン
меридиан	子午線
увреждане	障害
увреждане	被害
увреждане	ダメージ
увреждане	損傷
увреждане	損害
рис	ボブキャット
рис	リス
рис	lynx
предците	先祖
йерархията	ヒエラルキー
вюрцбург	ヴュルツブルク
земетресения	地震
земетресения	地震
катастрофи	クラッシュ
глоувър	グローヴァー
глоувър	グラヴァー
гняв	怒り
гняв	レイジ
уошингтън	ワシントン
блокада	封鎖
челото	おでこ
строги	厳重
лилия	ユリ
лилия	リリー
празнуват	お祝い
празнуват	祝う
арки	アーチ
ливада	草地
изобретения	発明
заглавията	見出し
звездна	恒星
звездна	星空
заложници	人質
заложници	人質
молекула	分子
звезден	恒星
звезден	スター
звезден	恒星
звезден	star
вена	静脈
химична	化学
законопроект	ビル
разклонение	フォーク
слон	ゾウ
полунощ	ミッドナイト
полунощ	真夜中
почистване	クリーニング
почистване	洗浄
почистване	清掃
почистване	掃除
дсо	dso
стъпала	階段
стъпала	歩数
стъпала	手順
стъпала	ステップ
оръжията	武器
оръжията	兵器
петно	しみ
петно	シミ
петно	スポット
петно	blob
вярност	忠誠
дневна	デイリー
директорът	監督
директорът	ディレクター
директорът	取締役
браян	ブライアン
