категория	kategooria
артър	artur
австралийски	austraalia
племенник	vennapoeg
племенник	õepoeg
заведения	ettevõtted
жертвите	ohvreid
жертвите	ohvrid
магистър	magister
змия	madu
змия	snake
змия	mao
змия	madu
обявено	deklareeritud
обявено	kuulutatud
обявено	teatas
заселници	asunikud
уилсън	wilson
амстердам	amsterdam
амстердам	amsterdami
наблюдения	tähelepanekud
наблюдения	vaatlused
наблюдения	tähelepanek
наблюдения	vaatluse
наблюдения	vaatlus
богдан	bogdan
морис	morris
морис	maurice
направено	tehtud
направено	tehtud
явление	fenomen
явление	nähtus
лацио	lazio
вина	veini
вина	vein
вина	veinid
вина	süü
вина	süüd
вина	süütunne
вина	veinid
алекс	alex
душата	hinge
душата	hing
предназначение	eesmärk
предназначение	otstarve
описани	kirjeldas
описани	kirjeldatud
президенти	presidendid
атлас	atlas
каталог	kataloog
каталог	kataloogi
историческо	ajalooline
историческо	ajalooline
специализирани	spetsialiseerunud
специализирани	spetsialiseerunud
организирани	korraldatud
организирани	organiseeritud
организирани	organiseeritud
артисти	esitajad
артисти	kunstnikud
имоти	omadused
пристигането	saabumine
котка	kass
котка	cat
фен	ventilaator
фен	fänn
джейн	jane
характерен	iseloomulik
сочи	sotši
разузнаване	luure
разузнаване	luure
алфа	alpha
алфа	alfa
алфа	alfa
библиотеки	raamatukogude
масачузетс	massachusetts
клетка	rakk
клетка	lahter
клетка	rakkude
клетка	raku
клетка	lahtri
клетка	box
клетка	kast
клетка	karp
клетка	kasti
клетка	lahter
клетка	puuri
клетка	puur
рене	rené
рене	rene
рене	renee
рене	rené
рене	rene
градско	urban
параклис	kabel
повишен	suurenenud
повишен	suurendatud
повишен	kõrgenenud
повишен	kõrgendatud
организми	organismid
организми	organismide
атакува	rünnakud
атакува	ründamine
отвъд	beyond
орел	eagle
орел	kotkas
същият	sama
същият	samad
породи	tõugude
записани	salvestatud
лаос	laos
българин	bulgaaria
риск	risk
риск	riski
процедура	menetlus
процедура	protseduur
кралицата	kuninganna
кралицата	queen
същества	olendid
същества	olendid
същества	olevused
същества	elukad
пънк	punk
испанска	hispaania
йордания	jordan
йордания	jordaania
архитектурата	arhitektuur
съгласие	nõusolek
съгласие	kokkulepe
съгласие	leping
разбиране	arusaamine
разбиране	mõistmist
разбиране	mõistmine
разбиране	arusaam
филмова	filmi
филмова	film
намеса	sekkumine
намеса	sekkumine
намеса	sekkumise
арменски	armeenia
евгений	jevgeni
мисъл	mõtlesin
мисъл	arvas
мисъл	arvasin
финансова	rahaline
финансова	finants
финансова	rahalised
танкове	tankid
танкове	paagid
бари	bari
бари	barry
буш	bush
буш	põõsas
премиер	premier
известност	populaarsus
известност	avalikustamine
известност	reklaam
купува	ostab
купува	ostes
купува	ostmine
апарати	seadmed
апарати	seadmed
апарати	seade
апарати	aparatuur
апарати	aparaat
мениджър	manager
мениджър	juhataja
мениджър	haldur
съставено	koosneb
съставено	koostatud
механика	mehaanika
механика	mehaanik
овце	lambad
овце	lammas
овце	lambad
ръката	kätt
ръката	käe
ръката	käega
ръката	käsi
коли	autosid
коли	autod
стъпки	sammud
стъпки	jälgedes
стъпки	astmed
стъпки	sammud
възел	sõlm
възел	sõlme
възел	sõlm
възел	sõlme
инж	eng
роджър	roger
улрих	ulrich
редовен	korrapärane
редовен	regulaarsed
редовен	tavaline
редовен	korrapärased
редовен	regulaarne
заседание	seanss
заседание	seansi
заседание	koosolek
заседание	kohtumine
албанци	albaanlased
математически	matemaatiline
математически	matemaatiliselt
калабрия	calabria
критици	kriitikud
електрическа	elektrilised
електрическа	elektriline
електрическа	elektriline
електрическа	elektrilised
електрическа	elekter
записан	salvestatud
марио	mario
почви	muld
почви	mulla
почви	pinnas
почви	muld
чарлс	charles
пожар	tuli
пожар	tulekahju
пожар	tuld
войник	sõdur
преводачи	translators
командващ	komandör
наличие	kohalolek
наличие	kohalolu
разработен	arenenud
разработен	arendatud
потвърждава	kinnitab
поддържаща	toetades
поддържаща	toetamine
зимбабве	zimbabwe
курсове	kursused
гари	garry
гари	gary
гърците	kreeklased
дружества	äriühingud
дружества	firmad
дружества	ettevõtted
юноши	noorukid
архангел	peaingel
птолемей	ptolemaios
реформа	reform
нормално	tavaliselt
нормално	normaalne
обсада	piiramine
връзките	suhted
условие	seisukord
условие	tingimus
условие	seisund
леви	levi
регент	asevalitseja
мнения	arvamused
мнения	kommentaarid
мнения	märkused
мнения	vaated
мнения	seisukohad
кислород	hapnik
кислород	hapnikku
отглеждане	kasvab
отглеждане	kasvavad
отглеждане	kasvav
отглеждане	põllumajandus
отглеждане	kasvatamine
отглеждане	kasvatamise
горни	ülemised
горни	ülemine
горни	ülemiste
пауло	paulo
пауло	paolo
огромно	tohutu
огромно	hiiglaslik
успешни	edukas
успешни	edukad
доказва	tõendab
заснет	filmitud
човечеството	inimlikkus
човечеството	inimkonna
човечеството	inimkond
човечеството	inimkond
разходи	kulu
разходи	maksumus
разходи	kulud
разходи	kulutused
разходи	kulud
разходи	kulutused
разходи	kulud
разходи	kulud
подписан	allkirjastatud
подписан	allkirjastanud
анонимни	anonüümne
андре	andre
андре	andré
загреб	zagreb
съзнание	teadvuse
съзнание	teadvus
съзнание	teadvusel
смесено	segatud
смесено	sega
смесено	segunenud
абатство	abbey
абатство	klooster
следствие	tagajärjeks
следствие	tagajärg
изгнание	pagenduse
изгнание	pagendus
изабела	isabella
спътници	satelliidid
спътници	kaaslased
въздействие	kokkupõrge
въздействие	mõju
въздействие	mõjud
въздействие	mõju
въздействие	toime
въздействие	efekt
въздействие	mõju
въздействие	toime
здравето	tervist
здравето	tervishoid
здравето	tervis
изрази	väljendid
пролет	kevad
мнозинството	enamus
преминаване	läbipääsu
преминаване	kuru
продадени	müüdud
катерина	katerina
катерина	catherine
катерина	katariina
взаимно	vastastikused
взаимно	vastastikune
взаимно	vastastikuse
прояви	ilmingud
вътрешно	sisustus
вътрешно	sisemus
вътрешно	interjöör
вътрешно	sees
вътрешно	sise
вътрешно	sisemised
вътрешно	sisemine
вътрешно	sisemiselt
вътрешно	sisemine
станции	jaamade
станции	jaamad
развита	arenenud
развита	arendatud
практики	tavade
практики	tavad
борби	võitlused
улици	tänavaid
улици	tänavad
химн	hümn
химн	hümn
завет	testament
завет	covenant
завет	pärand
зевс	zeusi
зевс	zeus
жълто	kollase
жълто	kollased
жълто	kollane
спасява	säästab
спасява	päästab
обувки	king
обувки	kinga
обувки	kingad
обувки	jalanõud
обувки	jalanõud
обувки	jalatsid
посещение	külla
посещение	külastus
посещение	visiit
шекспир	shakespeare
равен	võrdsed
равен	võrdne
дисциплини	distsipliinide
бах	pah
бах	bach
буда	buddha
забелязва	teated
датски	taani
милион	mln
милион	miljonit
милион	miljon
милион	miljoni
мисисипи	mississippi
логика	loogika
инспектор	inspektor
инспектор	inspektori
броня	turvis
броня	turvis
нисък	madal
нисък	madala
нисък	madalad
аврелий	aurelius
невъзможно	võimatu
съединение	ühendid
съединение	ühend
данък	maks
галия	gallia
комисар	komissar
комисар	volinik
комисар	komissar
коментари	kommentaarid
коментари	märkused
животно	looma
животно	loom
кавказ	kaukaasia
ивица	triip
биология	bio
биология	bios
биология	bioloogia
люнебург	lüneburg
фифа	fifa
южни	lõuna
юта	utah
противник	vastane
вселената	universum
езикът	keel
езикът	keele
парчета	lõigud
парчета	viilud
парчета	bitti
парчета	tükid
уволнен	vallandatud
уволнен	vallandas
уволнен	vallandati
председатели	presidendid
заслуга	väärivad
днк	dna
феликс	felix
северни	põhja
реакции	reaktsioonid
детайли	detailid
детайли	üksikasjad
дитрих	dietrich
шанс	võimalus
шанс	chance
колеги	kolleegid
аржентински	argentina
богато	rikkaks
богато	rikkad
богато	rikkalik
богато	rich
богато	rikas
проза	proosa
керамика	keraamika
керамика	keraamilised
керамика	keraamika
керамика	keraamika
заменя	asendab
приемане	heakskiitmine
приемане	vastuvõtmine
приемане	vastuvõtmine
приемане	vastuvõtt
строго	rangelt
чарли	charlie
адриан	adrienne
адриан	adrian
свидетелства	tunnistas
кореспондент	korrespondent
лисабон	lissaboni
лисабон	lissabonis
предшественик	eelkäija
предшественик	lähteaine
поета	luuletaja
поета	poeet
улиците	tänavaid
улиците	tänavad
кафе	kohvi
кафе	kohv
служител	töötaja
независим	sõltumatud
независим	iseseisev
независим	sõltumatu
запазен	säilitatud
запазен	säilinud
запазен	konserveeritud
запазен	reserveeritud
композиция	koosseis
композиция	koostis
айрес	aires
одеса	odessa
артист	meelelahutaja
артист	esitaja
артист	artist
артист	kunstnik
масив	massiivi
масив	massiivne
изчезнал	kadusid
изчезнал	kadus
изчезнал	puuduvad
изчезнал	kadunud
изчезнал	puudu
изчезнал	puudub
разрушен	lammutatud
зелени	roheline
разговори	kõnelused
разговори	vestlused
разговори	vestlus
формално	ametlikult
формално	formaalselt
формално	ametlik
формално	ametliku
селяните	külaelanikud
шлезвиг	schleswig
фрагменти	fragmendid
фрагменти	killud
организирана	korraldatud
организирана	organiseeritud
организирана	organiseeritud
жаби	konnad
жаби	kärnkonnad
кирилица	kirillitsa
председателят	esimees
председателят	eesistuja
клод	claude
нил	niiluse
централно	kesksed
централно	kesk
централно	keskosa
централно	keskne
централно	tsentraalselt
камара	kamber
камара	koda
приказки	lood
киселини	happed
крива	kõver
четене	loe
четене	lugemine
четене	loetud
четене	lugemine
четене	lugemist
пекин	pekingi
сама	üksinda
сама	üksi
гама	gamma
завършена	lõpetatud
обсъждане	arutelu
почва	mulla
почва	pinnas
почва	muld
валежи	sademed
цицерон	cicero
частна	reamees
частна	privaatne
частна	era
частна	erasektori
тежък	rasked
тежък	raske
алфонсо	alfonso
метали	metallist
метали	metall
метали	metal
метали	metalli
метали	metallid
посмъртно	postuumne
съвети	nõuanded
съвети	vihjed
съвети	jootraha
съвети	nõuanded
съвети	nõuanne
съвети	nõu
могили	künkad
евровизия	eurovisiooni
прилепи	nahkhiired
убийства	mõrv
убийства	mõrv
убийства	tapmised
убийства	mõrvad
съхранение	hoidla
съхранение	ladustamise
съхранение	säilitamine
съхранение	ladustamine
съхранение	säilitamine
съхранение	säilimine
съхранение	pood
съхранение	poodi
флора	flora
метро	metroo
метро	metroo
метро	metro
бар	baar
бар	bar
бар	baari
данъци	maks
данъци	maksud
преброяване	loenduse
преброяване	loendus
преброяване	loendamine
лили	lili
лили	lilly
лили	lily
акции	jagab
акции	aktsiad
кеш	vahemälu
кеш	sularaha
кеш	cash
филипините	filipiinid
кръстен	ristitud
картаген	kartaago
избягва	väldib
избягва	vältinud
магистрала	kiirtee
магистрала	kiirtee
магистрала	maantee
магистрала	kiirtee
риболов	kalandus
риболов	kalanduse
риболов	kalandus
риболов	kalapüük
риболов	püük
постигане	jõudmine
постигане	jõuda
постигане	saavutamine
фестивали	festivalid
религии	religioonid
приети	vastuvõetud
приети	aktsepteeritud
приети	leppis
еди	eddie
еди	eddy
актрисата	näitleja
актрисата	näitlejanna
кости	kondid
кости	luud
кости	luude
кости	luud
кости	kont
кости	luu
кости	luude
настоява	nõuab
постоянни	alalise
постоянни	alalised
постоянни	alaline
постоянни	püsiv
постоянни	pidev
ограничения	piirangud
ограничения	piirangud
ограничения	piirmäärad
ограничения	piirid
ограничения	piirangud
ограничения	piirangud
бел	belle
бел	bel
бел	kella
бел	belli
бел	bell
отвори	avamine
отвори	ava
отвори	avada
отвори	avatud
харис	harris
избегне	vältida
избегне	väldi
котки	kassid
експерименти	eksperimendid
експерименти	eksperimenteerimise
съветът	nõukogu
влечуго	roomaja
юпитер	jupiter
помещения	ruumid
помещения	ruumid
денят	päev
денят	päeva
теодосий	theodosius
артур	artur
детството	lapsepõlv
детството	lapsepõlve
детството	lapsepõlves
гдр	sdv
дена	päevad
дена	päeva
дена	päevi
операцията	toimimine
операцията	toiming
операцията	operatsioon
нерон	nero
бонд	side
бонд	bond
мануел	manuel
ценности	väärtused
каледония	kaledoonia
мека	meka
мека	pehme
мека	pehmed
клаус	claus
клаус	klaus
диалекти	dialekti
анастасия	anastasia
обяснение	seletus
обяснение	selgitus
антъни	anthony
маршрут	marsruut
инфраструктура	infrastruktuurid
инфраструктура	infrastruktuur
инфраструктура	infrastruktuuri
инфраструктура	taristu
препоръчва	soovitatav
препоръчва	soovitatavad
препоръчва	soovituslik
препоръчва	soovitatud
препоръчва	soovitas
препоръчва	soovitab
диви	wild
диви	metsik
проведе	hoitud
инженери	insenerid
оглед	vaade
почивка	vaheaeg
почивка	murda
почивка	puhkus
почивка	pühal
почивка	puhkus
почивка	puhkama
почивка	puhka
почивка	puhata
документален	dokumentide
религиозна	usklik
религиозна	religioosne
взаимодействие	suhtlemine
взаимодействие	koostoime
армейски	armee
армейски	sõjavägi
игор	igor
балкан	balkani
балкан	balkanil
рязко	äkiline
рязко	järsult
лайпциг	leipzigi
анди	andi
анди	andy
разпределение	jaotamine
разпределение	eraldamine
разпределение	jaotamine
разпределение	jaotus
разпределение	jaotumine
разпределение	jaotamine
склон	kalle
извършени	pühendunud
гробница	krüpti
гробница	haud
гробница	haua
еритрея	eritrea
жана	jeanne
излъчен	eetrisse
интерфейс	liides
интерфейс	liidese
магазин	shop
магазин	pood
магазин	kauplus
магазин	poodi
магазин	poe
магазин	pood
магазин	poodi
последователни	järjestikuse
последователни	järjepidev
последователни	järjekindel
последователни	järjestikused
последователни	järjestikust
последователни	järjestikused
последователни	järjestikuste
повишаване	suurenemine
повишаване	suurendamine
повишаване	suurenda
впечатление	mulje
растеж	kasv
растеж	majanduskasv
ректор	rektor
античността	antiik
традицията	traditsioon
традицията	traditsioonid
джим	jim
бернхард	bernhard
мозък	ajju
мозък	aju
мозък	ajud
вдовица	lesk
вдовица	lesk
валута	valuuta
валута	rahaühik
валута	vääring
рифове	riff
маркс	marx
маркс	märgid
маркс	marks
двойно	topelt
унищожени	hävinenud
унищожени	hävitatud
унищожени	hävinud
тон	tonni
тон	tonn
тон	tuunikala
тон	toon
тон	tooni
критиката	kriitikat
критиката	kriitika
критиката	kriitika
продажба	müüa
продажба	müümine
продажба	müük
различия	erinevused
звездите	staarid
звездите	tähed
звездите	tähtede
гарсия	garcia
гарсия	garcía
изчезва	kaob
прост	lihtne
прост	prost
наскоро	hiljuti
коефициент	koefitsient
коефициент	jagatis
коефициент	suhtarv
коефициент	suhe
коефициент	teguri
коефициент	tegur
коефициент	faktor
подробно	detailne
подробно	üksikasjalikud
подробно	üksikasjalik
слоеве	kihid
ремонт	parandus
ремонт	parandamine
ремонт	remont
ремонт	renoveerimine
ремонт	remonti
убежище	varjupaik
убежище	varjupaiga
убежище	varjupaik
убежище	pelgupaik
явления	nähtused
надписи	krediit
надписи	krediidi
дама	kabe
дама	daam
дама	neiu
дама	leedi
суринам	suriname
сдружение	assotsiatsioon
класирането	edetabel
нападения	rünnakud
мекленбург	mecklenburg
предназначен	mõeldud
балканска	balkani
балканска	balkanil
рус	rus
рус	blondid
рус	blondiin
рус	blond
рус	blondid
рус	blond
отчасти	osaliselt
отчасти	osaliselt
изпълнения	esitus
ядрени	tuuma
ядрени	tuumaenergia
площи	alad
площи	valdkonnad
площи	piirkonnad
ахмед	ahmed
находки	leiud
находки	järeldused
нийл	neil
соло	solo
соло	soolo
преговорите	läbirääkimised
преговорите	läbirääkimiste
преговорите	läbirääkimised
ядрото	core
ядрото	tuum
ядрото	tuuma
ядрото	kerneli
ориентация	orientatsiooni
погребана	maetud
нужди	vajadused
нужди	vajab
хартия	paber
нарушение	rikkumise
нарушение	rikkumine
нарушение	rikkumine
принадлежат	kuuluda
принадлежат	kuuluvad
правни	legaalne
правни	õiguslik
правни	seaduslik
гъби	seened
гъби	seened
гъби	seened
гъби	seene
гранд	grand
валенсия	valencia
завършване	lõpuleviimist
завършване	lõpetamine
завършване	lõpuleviimine
завършване	lõpetamine
завършване	viimistlemine
хамилтън	hamiltoni
хамилтън	hamilton
издател	kirjastaja
издател	väljaandja
джузепе	giuseppe
незабавно	vahetu
незабавно	kohene
шампионка	tšempion
ядро	core
ядро	tuum
ядро	tuuma
кръгове	ringid
кръгове	raundi
признаци	sildid
признаци	märgid
признаци	märke
ситуации	olukordi
ситуации	olukorrad
постове	ametikohtade
постове	postitusi
постове	postitused
постове	ametikohad
моменти	hetki
моменти	hetked
тестове	katsetused
тестове	katsed
тестове	testid
подходящ	sobiv
подходящ	asjakohane
подходящ	kohane
подходящ	sobilik
подходящ	sobiv
подходящ	sobilik
подходящ	sobivad
финали	finaal
финали	finaali
сингъла	vallalised
вратата	uks
военачалник	sõjapealik
ливингстън	livingston
социален	sotsiaalsed
социален	sotsiaalne
учение	puur
учение	puuri
учение	õppus
братство	vennaskonna
братство	korporatsioon
братство	vennaskond
братство	vennaskond
кабинет	kontor
кабинет	büroo
кабинет	kabinet
кабинет	kapp
партньори	partnerid
инцидент	intsident
инцидент	vahejuhtum
инцидент	avarii
инцидент	õnnetus
конче	varss
конче	poni
конче	hobune
конче	hobuse
конче	hobu
момчета	poisid
момчета	poisid
топлина	kuumus
топлина	soojus
топлина	soojuse
топлина	soojus
оста	telg
оста	telg
алкохол	alkohol
алкохол	alkoholi
хамбургер	burger
хамбургер	hamburger
организиран	korraldatud
организиран	organiseeritud
организиран	organiseeritud
аризона	arizona
кода	koda
шарлота	charlotte
горен	ülemised
горен	ülemine
горен	ülemiste
охлюв	tigu
бърз	swifti
бърз	swift
бърз	kiire
бърз	kiiresti
цветя	lilli
цветя	lilled
бремен	bremen
допуска	lubab
допуска	võimaldab
ограничен	piiratud
ограничен	limited
ограничен	piiratud
крит	kreeta
того	togo
протести	protestid
събитието	sündmus
събитието	üritus
джони	johnny
джони	jonny
ева	eva
ева	eve
ева	eeva
живков	živkov
възприема	tajuda
блокове	plokid
блокове	plokkide
блокове	kvartalit
романите	romaane
концепция	mõiste
концепция	kontseptsioon
факултета	õppejõud
факултета	teaduskonna
маси	massey
маси	lauad
маси	tabelid
образец	mudel
образец	modell
образец	näidis
образец	isend
образец	näidis
валери	valeri
валери	valerie
признат	tunnustatud
признат	tunnustatud
признат	tunnistas
признат	tunnustatud
кеч	maadlus
кост	luud
кост	kont
кост	luu
кост	luude
облекло	rõivad
облекло	rõivad
облекло	riietus
облекло	riided
облекло	riietus
техниката	tehnika
териториални	territoriaalne
териториални	territoriaalse
платформа	platvorm
твърдения	nõuded
твърдения	väited
мар	mar
мар	marr
химик	keemik
класове	klassid
класове	tunnid
лек	ravi
сърбите	serblased
селско	maaelu
екваториална	ekvatoriaal
матилда	mathilda
институция	institutsioon
институция	institutsiooni
институция	asutus
лициний	licinius
потенциал	potentsiaal
потенциал	potentsiaali
сибир	siberi
четирима	neli
защитен	kaitstud
денис	denise
денис	dennis
денис	denis
окупация	okupatsiooni
окупация	amet
атмосфера	atmosfääri
атмосфера	atmosfäär
федерацията	ühendus
федерацията	föderatsiooni
федерацията	föderatsioon
запазване	säilita
запазване	säilitamine
запазване	säilimine
запазване	säilita
запазване	säilitamine
рисунки	joonised
рисунки	joonistused
физиката	füüsika
поезията	luule
сумата	summa
красива	kaunist
красива	ilus
красива	kaunid
красива	ilusad
красива	kaunis
планиране	planeerimine
планиране	kavandamine
вануату	vanuatu
покана	kutsu
покана	kutse
покана	kutse
симптоми	sümptomid
поща	mail
поща	post
поща	kirjad
поща	posti
боеве	võitlused
боеве	võitleb
буря	torm
буря	tormi
буря	storm
банки	banks
банки	pangad
холандски	hollandi
сън	uni
сън	maga
сън	magamine
сън	magama
сън	magada
сън	unistus
сън	dream
сън	unenägu
сън	päikest
сън	päike
лидери	liidrid
лидери	juhid
сортове	sortide
сортове	sordid
изтрит	kustutatud
изтрит	kustutanud
жорж	georges
вярно	tõene
вярно	tõsi
андерсън	anderson
андерсън	andersoni
грозде	viinamarja
грозде	viinamarjad
вера	vera
узбекистан	usbekistani
написал	kirjutasin
написал	kirjutasid
написал	kirjutas
герхард	gerhard
герхард	gerhardt
индивидуални	üksikute
индивидуални	individuaalsed
индивидуални	individuaalne
културна	kultuurilised
културна	kultuuriline
туристи	matkajad
туристи	turistid
туристи	turist
райх	reich
мая	maia
мая	maya
мая	pärmi
кристофър	christopher
пара	auru
пара	aur
пара	para
танк	mahuti
танк	paak
танк	tanki
танк	tank
ливади	aasad
завинаги	igaveseks
завинаги	igavesti
последни	viimasena
последни	viimane
обичаи	tolli
обичаи	toll
способности	võimed
способности	võimekus
съгласна	leppis
съгласна	kokkulepitud
съгласна	nõus
графика	päevakava
графика	ajakava
графика	graafik
графика	graafika
щутгарт	stuttgart
еднакви	identne
еднакви	identsed
тъкан	kude
тъкан	koe
тъкан	koed
тъкан	kangas
тъкан	riide
тъкан	kangast
тъкан	riie
дамян	damian
инженерство	inseneri
изпълнени	täitnud
изпълнени	täidetud
трон	troon
трон	trooni
трон	tron
франсис	francis
франсис	frances
портрети	portreed
заловен	püütud
заловен	tabatud
заловен	vangistatud
камен	kamen
лъчи	kiiri
лъчи	kiired
моята	minu
летището	lennujaam
иванович	ivanovitš
смес	segu
смес	segu
майнц	mainz
търговско	kaubanduslik
търговско	reklaam
търговско	kauplemine
търговско	kaubandus
короната	krooni
короната	crown
короната	kroon
борусия	borussia
походи	marsib
мисури	missouri
администратори	haldajad
администратори	administraatoritele
фамилии	perekonnad
фамилии	pered
тереза	teresa
тереза	theresa
сериозна	tõsised
сериозна	tõsine
триене	hõõrdumine
десетилетие	aastakümne
вериги	ahelad
вериги	ketid
вериги	kett
вериги	ketti
вериги	ketid
вериги	ahel
бенин	benini
пита	pita
пита	küsib
пита	palub
мексикански	mehhiko
мексикански	mehhiklane
завръщане	tagasitulek
завръщане	tagasitulek
нигер	niger
нигер	nigeri
устата	suu
желязо	raud
желязо	raua
критерий	kriteerium
кръста	rist
кръста	cross
кръста	risti
хауърд	howard
автономия	autonoomia
автономия	sõltumatus
спортист	sportlane
обвинения	süüdistused
обвинения	laengud
обвинения	süüdistusi
обвинения	süüdistused
въведен	kantud
въведен	sisestatud
въведен	tutvustas
въведен	tutvustati
сирене	juustu
сирене	juust
фиджи	fidži
консенсус	konsensus
консенсус	konsensuse
консенсус	üksmeel
четвърто	neljandaks
четвърто	neljas
четвърто	neljandaks
авторите	autorid
тайни	saladusi
тайни	saladused
винчи	vinci
вечерта	õhtust
вечерта	õhtu
вечерта	õhtused
вечерта	õhtune
шах	shah
шах	male
добив	kaevandamine
добив	saagis
либерия	libeeria
ритъм	peksa
ритъм	rütmi
ритъм	rütm
тридесет	kolmkümmend
сребърни	hõbeda
сребърни	silver
сребърни	hõbe
максимално	maksimaalne
максимално	maksimum
максимално	maksimaalselt
мичиган	michigani
руснаците	venelased
дискусия	arutelu
дъглас	douglas
федерален	föderaalne
федерален	toidetud
сериозен	tõsised
сериозен	tõsine
насочени	suunatud
минерални	mineraal
светец	pühak
светец	saint
площадка	pad
площадка	mänguväljak
типични	tüüpilised
типични	tüüpiline
пустинята	kõrb
мечка	mõmmi
мечка	karu
течения	hoovused
свален	allalaaditud
индиана	indiana
готфрид	gottfried
лион	lyoni
лион	leon
шон	shawn
шон	sean
преход	ülemineku
преход	üleminek
вятър	tuul
вятър	tuule
установено	asutatud
съществено	hädavajalik
подпис	allkirjastatud
подпис	allkirjastanud
подпис	signatuur
подпис	allkiri
гарнизон	garrison
течност	vedeliku
течност	vedelik
течност	vedel
течност	vedelik
преместен	liigutatud
преместен	liigutas
преместен	kolis
преместен	ülekantud
потомци	järglased
минимум	minimaalselt
минимум	miinimum
минимум	minimaalne
себастиан	sebastian
земетресение	maavärin
етническа	etniline
брус	bruce
изтребител	võitleja
легат	legaat
нация	rahvus
змии	maod
франклин	franklin
франклин	franklini
иво	ivo
искане	palve
искане	taotlus
искане	päring
съвпада	sobib
съвпада	tikud
съвпада	sobib
безопасност	turvalisus
безопасност	ohutus
дейв	dave
парма	parma
определение	mõiste
определение	definitsioon
определение	määratlus
творци	esitajad
творци	kunstnikud
отнема	võtab
рос	rossi
рос	ross
съседни	külgnevate
съседни	külgnevate
зелен	roheline
захари	suhkruid
захари	zachary
стратегически	strateegiliselt
стратегически	strateegilised
стратегически	strateegiline
захар	suhkrut
захар	suhkur
руанда	rwanda
фенове	fänne
фенове	fännid
колата	auto
колата	car
предприятие	ettevõtja
предприятие	enterprise
предприятие	ettevõte
предприятие	ettevõtlus
приятелски	sõbralikud
приятелски	sõbralik
пеене	laulmine
кевин	kevin
лгбт	lgbt
присъда	veendumust
присъда	veendumus
присъда	lause
резолюции	resolutsioonid
потребителски	tarbija
потребителски	kasutaja
потребителски	kohandatud
регионални	regionaalne
регионални	piirkondlik
регионални	piirkondlikud
заглавия	pealkirjad
заглавия	pealkirjad
студена	külm
студена	külmad
тринидад	trinidadi
тежи	kaalub
габриел	gabriel
габриел	gabrielle
успоредно	paralleelsed
успоредно	paralleelne
успоредно	paralleelselt
полка	rügement
полка	polka
грей	gray
грей	hall
грей	hallid
грей	hall
грей	grey
киргизстан	kõrgõzstani
дървен	puust
дървен	puidust
дървен	puit
персия	pärsia
славяни	slaavlased
пръстен	rõngas
пръстен	ring
пръстен	sõrmuse
пръстен	sõrmus
ефективно	efektiivne
ефективно	tõhus
ефективно	tõhusad
ефективно	efektiivselt
ефективно	tõhusalt
ефективно	efektiivne
ефективно	tulemuslik
ефективно	tõhus
ефективно	tõhusad
кора	koore
кора	koorik
кора	cora
леонардо	leonardo
киров	kirov
прах	tolmu
прах	tolm
прах	pulber
стратегия	strateegia
пълни	täis
пълни	täielik
титуляр	valdaja
титуляр	omanik
титуляр	starter
враг	vaenlane
враг	vaenlane
върховен	ülim
еми	emmy
еми	eri
тайната	saladus
тайната	salajane
тайната	secret
единство	ühtsus
единство	ühtsuse
копенхаген	kopenhaageni
копенхаген	kopenhaagenis
селяни	külaelanikud
извършено	sooritatud
извършено	läbiviidud
извършено	teostas
извършено	teostatud
извършено	pühendunud
скулптура	skulptuur
поляна	muru
поляна	heinamaa
актове	teod
хол	saal
хол	hall
пета	kand
пета	viies
пета	viiendaks
произношение	hääldus
формации	koosseisud
обстоятелства	asjaolud
обстоятелства	asjaolud
дар	dar
дар	kink
дар	kingitus
протокол	protokoll
порто	porto
физическа	füüsikalised
физическа	füüsiline
физическа	füüsilised
физическа	füüsikaline
физическа	füüsilise
супер	võimas
супер	vägev
супер	äge
супер	super
приятелка	sõbranna
приятелка	tüdruksõber
приятелка	sõber
приятелка	sõbranna
хляб	leib
хляб	leiba
крак	jalg
крак	jalg
крак	jalale
пътешествие	rännak
пътешествие	teekond
пътешествие	reis
пътешествие	trip
пътешествие	reis
минерали	mineraalid
минерали	mineraal
метал	metallist
метал	metall
метал	metal
метал	metalli
торонто	toronto
марката	brand
кафяви	brown
кафяви	pruuniks
кафяви	pruunid
кафяви	pruun
роднини	sugulased
пазари	turud
интересно	huvitav
успешна	edukas
успешна	edukad
алабама	alabama
професионално	professionaal
професионално	professionaalne
професионално	ametialane
професионално	professionaalselt
джамията	mošee
колега	kolleeg
колега	kolleegi
пуерто	puerto
разследване	uurimine
разследване	uurimised
разследване	uuringud
беседка	lehtla
подобрява	parandab
роднина	sugulane
роднина	suhteline
долен	madalam
долен	madalamad
долен	alumine
долен	madalamale
магазини	poed
магазини	poode
магазини	kauplused
магазини	poed
магазини	kauplustes
магазини	poode
магазини	kauplused
образи	piltide
образи	pildid
сфера	sfääri
сфера	kera
сфера	kera
взети	võetud
публицист	publitsist
индивиди	üksikisikute
индивиди	üksikisikud
британия	suurbritannia
британия	britannia
британия	britannia
сдс	udf
забрана	ban
забрана	keeld
забрана	keelustamine
забрана	keeld
забрана	keelustamine
цигулка	viiulit
цигулка	viiul
носа	nina
носа	ninna
богатство	rikkus
богатство	rikkusi
богатство	varandus
богатство	rikkust
богатство	rikkuse
богатство	rikkus
аристотел	aristoteles
секст	sextus
монархия	monarhia
нарушения	rikkumised
