年	tahun
美洲	amerika
恆星	najam
恆星	star
恆星	bintang
恆星	bintang
淑	sook
部長	menteri
挑戰	cabaran
挑戰	cabaran
挑戰	mencabar
挑戰	mencabar
東方	timur
東方	oriental
東方	orient
東方	timur
賈	jia
羽毛球	badminton
幾乎	almost
幾乎	hampir
阿拉	allah
玲	ling
消失	menghilang
例子	contoh
司令	komander
月球	lunar
月球	bulan
月球	moon
地圖	peta
地圖	maps
地圖	peta
杭州	hangzhou
女兒	puteriku
女兒	daughter
結婚	nikah
結婚	jodoh
結婚	perkahwinan
結婚	berkhawin
岳	yue
引用	petikan
引用	dipetik
引用	petikan
引用	kutip
引用	petikan
官員	pejabat
請求	permintaan
請求	pemintaan
請求	request
請求	pinta
請求	permintaan
殖民地	koloni
殖民地	jajahan
殖民地	colony
殖民地	jajahan
原子	atom
原子	atom
菲律賓	filipina
觀眾	khalayak
觀眾	penonton
觀眾	khalayak
觀眾	penonton
進攻	attack
進攻	serangan
進攻	serang
珊	ahd
珊	sun
珊	matahari
珊	mentari
貓	kucing
貓	cat
貓	kucing
吸引	tarikan
測試	test
測試	ujian
測試	cubaan
測試	percubaan
測試	testing
專業	profesional
專業	professional
專業	kerjaya
專業	profesion
專業	kepakaran
旅遊	lawatan
旅遊	tour
旅遊	melancong
旅遊	travel
旅遊	pelancongan
旅遊	kembara
旅遊	pelancongan
旅遊	pelancong
旅遊	tourist
旅遊	melancong
石油	minyak
石油	petroleum
浪	gelombang
浪	ombak
浪	ombak
浪	lambai
浪	wave
浪	gelombang
需求	memerlukan
需求	perlukan
需求	perlu
需求	need
需求	keperluan
需求	permintaan
需求	demand
內部	interior
內部	dalaman
內部	inside
內部	didalam
內部	dalaman
失	lost
失	kehilangan
失	hilang
集合	himpun
集合	berkumpul
方言	loghat
方言	dialek
日文	jepun
特里	terry
犯罪	jenayah
犯罪	jenayah
君主	monarch
君主	berdaulat
君主	kedaulatan
公爵	duke
降低	mengurangkan
降低	kurangkan
私人	swasta
私人	peribadi
私人	persendirian
私人	prebet
軟體	perisian
軟體	software
每日	everyday
每日	harian
每日	daily
拒絕	tolak
拒絕	penafian
拒絕	penolakan
原始	mentah
原始	raw
原始	primitif
原始	original
尖	runcing
潭	tam
警告	amaran
警告	warning
警告	amaran
俱樂部	club
俱樂部	kelab
俱樂部	kelab
敗	tewaskan
敗	kekalahan
貿易	trading
貿易	niaga
貿易	perdagangan
貿易	trade
減少	tolak
減少	mengurangkan
減少	kurangkan
減少	pengurangan
減少	mengurangkan
減少	kurangkan
減少	mengurangkan
減少	terkurang
減少	dikurangkan
知名度	kebolehlihatan
身體	body
身體	bodi
身體	badan
硬	susah
硬	hard
硬	keras
碼頭	labuh
碼頭	jeti
碼頭	dermaga
碼頭	jeti
碼頭	dermaga
女主角	heroin
女主角	pelakon
邱	qiu
恐怖	terror
恐怖	teror
恐怖	seram
恐怖	horror
柴油	diesel
肖	shaw
園	kebun
園	keroh
園	garden
園	taman
生於	lahir
生於	dilahirkan
生於	born
風格	gaya
風格	style
風格	gaya
風格	subjenis
風格	bergaya
風格	stail
這裡	disini
這裡	sini
長度	length
長度	panjang
勝利	win
勝利	menang
勝利	kemenangan
勝利	victory
勝利	kemenangan
勝利	triumph
女王	ratu
女王	queen
女王	permaisuri
蒙特	mont
天皇	maharaja
天皇	kaiser
每天	everyday
邀請	jemput
邀請	mengundang
邀請	menjemput
邀請	dijemput
邀請	jemputan
邀請	undangan
邀請	jemputan
邀請	jemputan
傳說	lagenda
傳說	legend
傳說	lagenda
變化	perubahan
舞台	arena
舞台	gelanggang
舞台	pentas
舞台	panggung
舞台	tahap
實際	sebenar
食物	makanan
食物	makanan
食物	foods
延伸	stretch
延伸	membentangkan
延伸	memanjangkan
延伸	dilanjutkan
延伸	extended
延伸	dipanjangkan
延伸	memanjangkan
廠	tanaman
廠	tumbuhan
廠	kilang
推	push
意外	kemalangan
羽	bulu
前鋒	vanguard
前鋒	striker
收費	caj
收費	cas
收費	caj
收費	charge
收費	libas
收費	yuran
收費	mengecas
收費	pengisian
收費	yuran
巷	lane
巷	lorong
巷	lorong
巷	gang
翔	xiang
翔	shang
翔	sho
圖書館	pustaka
圖書館	perpustakaan
圖書館	library
圖書館	pustaka
圖書館	perpustakaan
突破	diperluaskan
人生	life
人生	hidup
人生	kehidupan
人生	hidupan
通用	generik
通用	lumrah
通用	common
修正	pindaan
修正	meminda
天文	astronomi
天文	astronomi
天文	falak
原創	ketulenan
原創	original
地鐵	subway
地鐵	metro
先後	berturut
瓜	melon
瓜	tembikai
司法	keadilan
花園	kebun
花園	keroh
花園	garden
花園	taman
花園	gardens
玄	xuan
玄	hyun
實驗	eksperimen
實驗	percubaan
實驗	experiment
實驗	eksperimen
實驗	ujikaji
實驗	percubaan
實驗	eksperimen
課程	course
課程	kursus
課程	kurikulum
課程	kursus
課程	curricula
估計	dianggarkan
估計	anggaran
估計	menganggarkan
估計	menganggar
箱	box
箱	kotak
規劃	merancang
規劃	perancangan
伏	volt
配置	penyelarasan
後衛	defender
國內	prt
國內	domestik
海南	hainan
柴	chai
個月	bulan
現場	adegan
現場	scene
尤其是	terutamanya
尤其是	especially
津	tsu
十字	rentas
十字	salib
十字	cross
十字	langar
信仰	iman
信仰	kepercayaan
信仰	kepercayaan
信仰	keyakinan
反應	sahut
反應	reaksi
反應	tindakbalas
反應	reaksi
賞	pahala
賞	ganjaran
賞	reward
卒	bidak
卒	gadai
文明	tamadun
安徽	anhui
價值	nilai
價值	nilai
本地	tempatan
本地	tempatan
案件	kes
銷售	jual
銷售	selling
銷售	menjual
銷售	sales
銷售	jualan
銷售	sale
旅行	melancong
旅行	travel
旅行	pelancongan
旅行	kembara
旅行	melancong
旅行	melancong
旅行	trip
小姐	cikgu
小姐	rindu
小姐	cik
多個	berbilang
多個	pelbagai
考慮	pertimbangkan
靖	jing
波斯	persian
波斯	parsi
退休	bersara
退休	persaraan
退休	pencen
退休	bersara
退休	pencen
路易	louis
冬季	winter
步槍	senapang
步槍	senapang
捷運	mrt
捷運	metro
棋	catur
棋	chess
棋	shogi
久	panjang
久	long
機器	machine
機器	mesin
機器	mesingan
機器	mesin
通道	channel
墨	dakwat
疾病	penyakit
疾病	penyakit
疾病	penyakit
疾病	penyakit
疾病	sickness
含有	mengandungi
逮捕	penangkapan
逮捕	tangkap
逮捕	penangkapan
英里	km
英里	miles
英里	mil
心理	psikologi
心理	psikologi
心理	mental
氣旋	siklon
氣旋	taufan
氣旋	cyclones
生成	menjana
生成	jana
生成	menjana
生成	dijana
生成	dihasilkan
生成	menjana
生成	menjana
每個	setiap
每個	setiap
每個	each
失敗	gagal
失敗	gagal
失敗	gagal
失敗	kegagalan
嘴	mulut
捷克	czech
數位	digital
馬來西亞	malaysia
協議	perjanjian
協議	agreement
協議	persetujuan
支流	tributaries
投降	surrender
投降	menyerah
蕾	lei
蕾	ree
郎	lang
四月	april
蛋白	protein
蛋白	protein
條件	bersyarat
條件	syarat
條件	syarat
條件	kondisi
蘇格蘭	scotland
印尼	indonesian
下降	tolak
下降	gugurkan
下降	drop
名單	senarai
隊長	kapten
霸	bak
戲劇	drama
戲劇	teater
戲劇	teater
創建	mencipta
創建	penciptaan
創建	mencipta
牙	gigi
牙	gigi
吃	makan
吃	makan
首席	chief
首席	ketua
首席	kepala
可靠	dipercayai
強烈	strong
強烈	kukuh
強烈	kuat
芝加哥	chicago
女人	wanita
女人	perempuan
滕	teng
華人	china
華人	cina
繼承	mewarisi
繼承	pusaka
繼承	warisan
繼承	mewarisi
資源	sumber
資源	resources
資源	sumber
平面	flat
平面	satah
重量	timbang
重量	berat
依然	still
依然	masih
依然	pegun
化學	kimia
化學	kimia
乾	kering
蔣	chiang
房屋	rumah
房屋	rumah
基金會	foundation
老師	cikgu
老師	teacher
老師	guru
經紀	broker
經紀	broker
經紀	broker
五十	fifty
堅	caine
刻	terukir
刻	ukiran
合約	mengecut
合約	kontrak
合約	kontrak
合約	contract
平原	dataran
證明	kalis
證明	bukti
證明	buktinya
佔領	pendudukan
領導	mengetuai
領導	leading
領導	terkemuka
領導	kepimpinan
蓮	lotus
蓮	teratai
蓮	lian
幸福	kebahagiaan
靜	jing
弟弟	saudara
弟弟	brother
弟弟	abg
引入	introducing
引入	memperkenalkan
引入	perkenalkan
貝爾	loceng
貝爾	bell
城堡	castle
城堡	istana
奧運	olimpik
奧運	olimpik
歡迎	welcome
泰國	thailand
影像	imej
影像	imej
影像	pengimejan
凌	ling
凌	ram
壽	shou
吻	kisses
吻	cium
吻	kiss
火山	berapi
火山	volcanic
廟	temple
廟	kuil
阿拉伯	arabia
阿拉伯	arab
阿拉伯	arab
腳	kaki
腳	kaki
產業	industries
產業	industri
產業	industri
產業	hartanah
生存	survival
棒	hebat
裝置	peranti
裝置	peranti
現象	fenomena
現象	fenomena
基於	berasaskan
基於	based
女孩	girl
女孩	girls
年輕	khadam
年輕	muda
年輕	young
年輕	mudanya
藤	vine
藤	rotan
早上	morning
商品	product
商品	produk
商品	barangan
商品	komoditi
商品	produk
商品	barangan
商品	dagangan
商品	merchandise
受傷	cedera
受傷	injured
評論	komen
評論	komen
狀況	status
狀況	syarat
狀況	kondisi
小組	panel
承認	pengiktirafan
承認	pengecaman
年齡	usia
年齡	umur
年齡	umur
汀	ting
地名	toponyms
嶺	ridge
嶺	rabung
更改	ubahsuai
更改	perubahan
更改	perubahan
更改	ubah
序	prolog
曉	hiu
泥	lumpur
泥	clay
葵	kwai
中期	uts
研究生	graduan
研究生	lulus
研究生	graduate
提及	mention
提及	sebutan
提及	mentions
提及	mention
提及	sebutan
訪問	lawati
訪問	lawat
訪問	lawatan
訪問	melawat
訪問	lawatan
儘管	sungguhpun
儘管	walaupun
儘管	walau
拳	penumbuk
利益	minat
霞	xia
霞	kasumi
伊拉克	iraq
奧林匹克	olimpik
最低	serendah
最低	terendah
衛星	satelit
衛星	satelit
純	tulen
純	murni
純	pure
海上	sea
海上	laut
正面	positive
正面	positif
愛情	love
愛情	cinta
島嶼	pulau
島嶼	island
島嶼	kepulauan
粗	kasar
蟹	ketam
蟹	ketam
蟹	crab
邨	hartanah
放送	broadcasting
放送	penyiaran
理想	kefahaman
理想	ideal
桃	peach
忽略	abaikan
忽略	abai
忽略	terabai
忽略	diabaikan
忽略	terabai
忽略	pengabaian
忽略	mengabaikan
農業	pertanian
農業	perladangan
農業	bertani
農業	pertanian
農業	pertanian
荃	tsuen
活	live
舞蹈	dance
舞蹈	tarian
舞蹈	menari
舞蹈	gelek
舞蹈	menari
舞蹈	dancing
民主黨	demokrat
誠	makoto
丸	maru
丸	pil
衝突	konflik
衝突	clashes
衝突	clash
衝突	konflik
湖泊	tasik
湖泊	lake
湖泊	tasik
湖泊	danau
確認	confirmed
確認	disahkan
確認	kepastian
確認	pengesahan
確認	sahkan
簡	jane
調整	pelarasan
調整	pelarasan
調整	selaraskan
調整	adjust
調整	laras
崖	tebing
崖	tebing
崖	jurang
崖	cliff
犬	anjing
犬	dog
犬	anjing
編劇	screenplay
編劇	penulis
編劇	screenwriter
版權	hakcipta
版權	hakcipta
勳	hoon
冷	sejukkan
冷	sejuk
粒子	zarah
粒子	zarahan
粒子	zarah
婚姻	nikah
婚姻	jodoh
婚姻	perkahwinan
婚姻	berkhawin
最新	terbaru
最新	terkini
最新	terbaru
成本	kos
成本	kos
祿	loc
祿	roku
接收	menerima
接收	menerima
接收	penerimaan
接收	persandingan
接收	reception
接收	resepsi
數字	angka
數字	tokoh
數字	nombor
數字	nombor
常見	lumrah
常見	common
愛爾蘭	irish
愛爾蘭	ireland
愛爾蘭	ireland
第九	kesembilan
冰川	glasier
冰川	glasier
通知	makluman
通知	pemberitahuan
通知	notis
通知	perasan
通知	notification
通知	makluman
通知	pemberitahuan
通知	pemakluman
鼓	dram
鼓	dram
鼓	gendang
裝甲	armor
裝甲	armor
裝甲	armour
裝甲	berperisai
裝甲	berperisai
惡	dajjal
惡	jahat
惡	maksiat
惡	evil
拉丁	latin
邵	shao
邵	shaw
政治家	pkr
上升	rise
上升	bangkit
丈夫	suaminya
丈夫	suami
布朗	brown
重要性	pentingnya
黃金	golden
黃金	emas
黃金	keemasan
黃金	emas
黃金	gold
醫學	ubat
醫學	perubatan
醫學	medik
醫學	perubatan
到達	kedatangan
到達	ketibaan
到達	tiba
到達	tiba
到達	arrived
山口	yamaguchi
山口	col
紅色	merah
紅色	red
商人	peniaga
商人	pengusaha
商人	usahawan
商人	usahawan
成就	pencapaian
成就	pencapaian
成就	pencapaian
成就	achievement
十月	oktober
十月	october
十月	oct
金屬	logam
金屬	metal
金屬	logam
金屬	logam
金屬	metallic
改編	adapting
改編	disesuaikan
改編	diadaptasi
改編	adaptations
收購	perolehan
收購	pemerolehan
收購	mengambilalih
安裝	pemasangan
安裝	pertabalan
安裝	pemasangan
安裝	memasang
安裝	dipasang
安裝	pasang
大街	avenue
民進黨	dpp
糖	candy
糖	gula
動作	action
動作	tindakan
動作	aksi
動作	laga
動作	moves
半島	semenanjung
分裂	dibagi
分裂	dibahagikan
分裂	dibahagi
分裂	membelah
分裂	memisahkan
分裂	cerai
分裂	split
分裂	bahagikan
分裂	bahagikan
代替	geganti
隊伍	pasukan
隊伍	teams
隊伍	pasukan
隊伍	team
收藏	koleksi
收藏	collection
收藏	collections
收藏	koleksi
措施	mengukur
能源	tenaga
大多	most
大多	paling
大多	kebanyakan
大多	terbanyak
大多	kebanyakannya
暴力	keganasan
暴力	keganasan
人們	people
人們	orang
人們	rakyat
人們	orng
觀測	pemerhatian
面對	menghadap
面對	menghadapi
實際上	sebenarnya
農	nong
暗	gelap
划	kayuh
壁	wall
壁	dinding
知識	ilmu
知識	pengetahuan
粉	pink
粉	serbuk
粉	bedak
預計	diunjurkan
預計	dijangka
顏色	warna
顏色	colour
顏色	warna
顏色	colours
顏色	warna
顏色	warna
補	supplement
譚	tam
譚	tan
控股	holdings
控股	memegang
控股	holding
團隊	pasukan
團隊	teams
團隊	pasukan
團隊	team
碳	carbon
碳	karbon
分支	cawangan
分支	cabang
分支	dahan
分支	cawangan
拆除	pembongkaran
女神	dewi
律師	peguam
律師	peguam
律師	lawyer
年份	tahun
年份	tahun
免費	free
物質	zat
物質	zat
自我	diri
自我	kendiri
自我	ego
家人	family
家人	keluarga
任期	terma
永久	kekal
分配	peruntukan
分配	agihan
分配	pengagihan
分配	pengedaran
幻想	fantasi
幻想	fantasy
幻想	illusi
幻想	ilusi
幻想	ilusi
幻想	fantasi
福州	fuzhou
購買	pembelian
購買	beli
購買	buy
購買	pembelian
購買	pembelian
購買	membeli
購買	dibeli
購買	belian
購買	membeli
經驗	pengalaman
經驗	experience
經驗	pengalaman
航空公司	penerbangan
航空公司	airlines
物種	spesis
物種	spesies
物種	species
廉	lian
火星	martian
火星	marikh
火星	mars
治療	terapeutik
治療	therapy
治療	terapi
治療	rawatan
戀	koi
在一起	bersama
波特	potter
國民黨	kuomintang
國民黨	kmt
玻璃	gelas
玻璃	kaca
玻璃	glass
學術	akademik
學術	academia
三角	triangle
三角	triangular
結合	gabung
結合	menggabungkan
結合	digabungkan
結合	gabungan
結合	menggabungkan
推動	push
港口	pelabuhan
港口	port
港口	pelabuhan
港口	harbour
港口	pelabuhan
港口	port
穩定	kestabilan
穩定	penstabilan
穩定	steady
穩定	mantap
穩定	stabil
氣	gas
法官	hakim
法官	hakim
古典	klasik
古典	klasikal
古典	klasik
古典	classic
喬治	george
市區	downtown
共和	republikan
共和	republik
共和	republik
作曲家	penggubah
作曲家	songwriter
作曲家	penggubah
教宗	paus
教宗	pope
角度	sudut
角度	angles
地址	alamat
地址	alamat
身分	identiti
碼	code
碼	kode
碼	kod
碼	ela
碼	yard
引發	mencetuskan
引發	dicetus
引發	dicetuskan
顏	yan
慕尼黑	munich
感染	jangkitan
感染	dijangkiti
感染	berjangkit
感染	jangkitan
薄	nipis
保障	jaminan
保障	jaminan
保障	guarantee
安娜	anna
原則	prinsip
原則	doktrin
原則	prinsip
收集	mengumpul
收集	koleksi
收集	collection
收集	collect
收集	mengumpul
收集	kutip
收集	dikumpulkan
收集	dikumpul
簡單	simple
簡單	sederhana
簡單	mudah
簡單	mudahnya
男人	men
男人	lelaki
規則	rules
規則	peraturan
潔	jie
化合物	compound
化合物	kompaun
化合物	sebatian
八月	ogos
八月	aug
法庭	tribunal
法庭	court
法庭	mahkamah
貴	gui
貴	mahal
榮譽	honours
榮譽	maruah
榮譽	kehormatan
榮譽	kehormatan
榮譽	honour
榮譽	maruah
聞	berbau
四個	empat
四個	four
出售	sell
出售	jual
出售	sale
民間	rakyat
想要	mahu
共產黨	komunis
防止	mencegah
防止	mencegah
防止	cegah
淳	jun
妹妹	saudari
妹妹	adik
三月	mac
三月	march
表達	ungkapan
表達	expression
表達	ekspresi
無線	wayarles
芒	mans
吸收	menyerap
吸收	penyerapan
吸收	diserap
吸收	menyerap
奧地利	austria
誰	sape
成人	dewasa
成人	dewasa
整合	bersepadu
整合	mengintegrasikan
整合	penyepaduan
跑	lari
跑	run
跑	jalankan
威爾	will
威爾	akan
供應	bekalan
供應	bekalan
泛	pan
祖父	datuk
江南	gangnam
江南	jiangnan
哥哥	saudara
哥哥	brother
哥哥	abg
終於	finally
終於	akhirnya
龜	penyu
龜	tortoise
結	simpulan
結	simpul
二月	februari
二月	feb
醫生	doctor
醫生	doktor
教師	cikgu
教師	teacher
教師	guru
教師	guru
不滿	akuan
不滿	ketidakpuasan
阿里	ali
涉嫌	disyaki
總理	premier
伯爵	kiraan
親王	putera
特徵	characteristic
航天	aeroangkasa
台中	taichung
穿	pakai
改建	alterations
改建	pengubahan
傷	cedera
傷	injured
政黨	parti
相對	relatif
邑	eup
入口	entrance
一半	separa
一半	separuh
一半	haif
一半	half
沙田	shatin
七月	julai
同上	ditto
路口	persimpangan
路口	persilangan
危機	krisis
危機	krisis
指示	arahan
東南	tenggara
揚	jan
軍團	legion
憲法	perlembagaan
憲法	constitutions
天然	natural
天然	semulajadi
打破	break
打破	hentian
打破	rehat
駕駛	pemacu
駕駛	driver
駕駛	pemandu
駕駛	pemacu
駕駛	memandu
駕駛	pemanduan
駕駛	driving
恐龍	dinosaur
恐龍	dinosaur
特性	characteristic
名人	selebriti
名人	celebrity
名人	selebriti
氧化	oksida
腹	abdomen
戰車	chariots
笑	smile
笑	senyum
笑	gelak
笑	ketawa
總督	gabenor
通訊	komunikasi
通訊	comm
通訊	komunikasi
商店	kedai
商店	kedai
商店	stor
商店	store
商店	kedai
延長	dilanjutkan
延長	extended
延長	dipanjangkan
延長	memanjangkan
裝備	equipment
裝備	peralatan
裝備	kelengkapan
裝備	gear
裝備	pakaian
裝備	outfit
司馬	sima
顧問	perunding
顧問	penasihat
顧問	perunding
焦	jiao
醫療	medik
醫療	perubatan
古老	purba
古老	kuno
細胞	sel
細胞	sel
患者	pesakit
患者	pesakitnya
患者	patient
患者	sabar
患者	pesakit
勤	rajin
劇情	drama
劇情	plot
站台	platform
站台	pelantar
斌	bin
依據	asas
抗議	bantahan
急	urgent
急	rush
急	gelojoh
急	berkejar
男主角	pelakon
典型	khas
中間	middle
中間	tengah
中間	pertengahan
文獻	kesusasteraan
文獻	sastera
理查	richard
蜥	biawak
蜥	cicak
多數	most
多數	paling
多數	kebanyakan
多數	terbanyak
多數	majoriti
多數	majority
暫停	tangguh
暫停	suspension
暫停	penggantungan
暫停	jeda
暫停	jeda
原型	prototaip
原型	prototaip
百萬	juta
百萬	million
百萬	jutaan
百萬	berjuta
聲音	sound
聲音	bunyi
聲音	suara
聲音	voice
測量	mengukur
測量	measurement
測量	pengukuran
測量	sukatan
測量	ukur
測量	mengukur
測量	surveying
買	beli
買	buy
買	belian
買	membeli
近代	moden
噸	tonne
噸	tan
噸	ton
噸	ton
噸	tan
噸	ton
噸	tonnes
論文	essay
論文	esei
論文	karangan
論文	tesis
論文	kertas
論文	tesis
論文	thesis
直播	siaran
直播	penyiaran
直播	live
福特	ford
游泳	swim
游泳	berenang
游泳	swimming
游泳	berenang
游泳	renang
九月	september
九月	sept
常常	kerap
常常	sering
常常	kerap
創造	penciptaan
波音	boeing
同步	segerak
同步	penyegerakan
同步	segerak
同步	penyegerakan
經典	klasik
經典	klasik
經典	classic
教學	pengajaran
權力	kuasa
權力	tenaga
權力	power
權力	kuasa
六月	june
六月	jun
公眾	awam
工廠	tanaman
工廠	tumbuhan
工廠	kilang
書院	kolej
澳大利亞	australia
領袖	leader
領袖	pemimpin
軟	soft
軟	lembut
政權	rejim
政權	rejim
政權	regime
標誌	logo
邁	mai
電話	phone
電話	telefon
電話	call
電話	telephone
電話	telefon
晶	jing
那麼	barulah
那麼	then
那麼	kemudiannya
那麼	kemudian
堆	longgokan
堆	timbunan
堆	timbunan
蘋果	epal
蘋果	apple
蘋果	epal
巴基斯坦	pakistan
戰鬥機	pejuang
戰鬥機	petarung
戰鬥機	fighters
肉	daging
臺中市	taichung
規模	skala
超越	beyond
大師	sifu
大師	master
抵達	kedatangan
抵達	ketibaan
抵達	tiba
抵達	tiba
抵達	arrived
會員	member
會員	ahli
本科	undergrad
漢字	kanji
抵抗	perlawanan
抵抗	resistance
任天堂	nintendo
迷	fandom
公車	bas
公車	bas
附加	tambahan
春秋	spring
丹麥	denmark
丹麥	denmark
丹麥	danish
毒	venom
毒	racun
毒	berbisa
毒	racun
哥倫比亞	colombia
沿海	pesisir
沿海	coast
岡	oka
月刊	bulanan
公式	formula
公式	formulae
註冊	berdaftar
註冊	didaftarkan
註冊	register
註冊	pendaftar
註冊	pendaftaran
大衛	daud
大衛	david
定居	penyelesaian
定居	settled
定居	menetap
違反	pelanggaran
非法	haram
積極	active
積極	aktif
積極	positive
積極	positif
性質	alam
性質	tabii
性質	semulajadi
允	yoon
弱	kelemahan
弱	lemah
擴充	diperkukuhkan
沿岸	coast
衍生	terbitan
天體	object
天體	objek
天體	objek
歌唱	sing
歌唱	nyanyi
歌唱	menyanyi
歌唱	bernyanyi
歌唱	nyanyian
當局	berwajib
合唱	chorus
合唱	korus
合唱	choral
行走	berjalan
行走	walking
登陸	landing
登陸	pendaratan
回答	jawapan
強調	stres
強調	stress
強調	tekankan
強調	menekankan
強調	emphasizing
指令	arahan
封面	penutup
封面	cover
封面	meliputi
准	quasi
數學	matematik
數學	matematik
數學	matematik
數學	matematik
指控	tuduhan
人才	bakat
人才	bakat
人才	talent
專家	specialist
專家	pakar
專家	pakar
專家	pakar
玩	play
玩	main
玩	bermain
玩	main
玩	playing
相互	bersama
埠	pelabuhan
埠	port
攝影	cinematography
攝影	fotografi
權利	hak
幫	geng
商場	mall
武裝	bersenjatakan
武裝	bersenjata
性格	aksara
性格	watak
性格	personaliti
成長	berkembang
成長	membesar
成長	pertumbuhan
成長	tumbesaran
成長	membesar
最小	bongsu
最小	bungsu
最小	minima
最小	minimum
坤	kun
坤	gon
星期六	sabtu
工作室	studios
工作室	studio
朝日	asahi
印刷	print
印刷	cetak
印刷	percetakan
印刷	pencetakan
印刷	dicetak
印刷	bercetak
印刷	printed
電力	eletrik
電力	elektrik
電力	tenaga
電力	power
電力	kuasa
起源	asal
起源	asalnya
起源	genesis
情報	intelligence
情報	kecerdasan
情報	perisikan
情報	intel
十二月	disember
十二月	ogos
鈴木	suzuki
賣	sell
賣	jual
賣	jual
賣	sold
賣	terjual
賣	jual
賣	selling
賣	menjual
體重	berat
救援	menyelamat
虹	hong
大多數	most
大多數	paling
大多數	kebanyakan
大多數	terbanyak
已知	known
已知	dikenali
已知	diketahui
磅	kampong
磅	paun
磅	lbs
磅	kg
磅	pon
磅	paun
磅	pon
高原	highland
高原	penara
青少年	pemuda
青少年	belia
青少年	teen
青少年	remaja
青少年	adolescents
青少年	remaja
青少年	adolescent
流浪	sesat
授權	keizinan
授權	authorized
授權	keizinan
策略	taktik
策略	taktik
鷹	eagle
鷹	helang
鷹	hawk
鷹	helang
鷹	helang
最好	terbaik
最好	best
探測	kuar
探測	pengesanan
探測	menyelidik
鋼	baja
鋼	steel
鋼	keluli
蓬	pont
開幕	pembukaan
開幕	opening
籃球	basket
籃球	basketball
文庫	bunko
領土	wilayah
領土	wilayah
替代	geganti
替代	pengganti
替代	penggantian
替代	pengganti
替代	pengganti
替代	penggantian
青山	aoyama
華盛頓	washington
型號	model
型號	model
天空	sky
天空	langit
天空	sora
天空	langit
手機	phone
手機	telefon
青春	pemuda
青春	belia
投手	pitching
黑暗	gelap
黑暗	darkness
黑暗	kegelapan
競爭	bersaing
競爭	persaingan
競爭	kompetitif
競爭	saingan
競爭	persaingan
競爭	pertandingan
運行	running
運行	larian
運行	lari
運行	run
運行	jalankan
拼音	pinyin
內閣	kabinet
尋找	find
智利	chile
繁	shigeru
證實	kepastian
證實	pengesahan
證實	sahkan
壓力	tekanan
壓力	stres
壓力	stress
豆	bean
豆	kacang
豆	kacang
形容	terangkan
鄰	kejiranan
鄰	jiran
校園	kampus
校園	campus
校園	kampus
平衡	seimbang
平衡	imbangan
平衡	baki
平衡	menyeimbangkan
平衡	balancing
平衡	keseimbangan
動力	motivasi
動力	tenaga
動力	power
動力	kuasa
候選人	calon
候選人	calon
候選人	candidate
值得	layak
學園	gakuen
跳	jump
跳	lompat
密度	keamatan
密度	ketumpatan
成果	hasil
成果	keputusan
標題	pengepala
標題	tajuk
標題	gelaran
標題	caption
侵犯	pelanggaran
偏	bias
巴赫	bach
想法	idea
想法	fikiran
想法	pemikiran
一生	lifetime
戀愛	koi
戀愛	love
戀愛	cinta
戀愛	perhubungan
戀愛	hubungan
戀愛	relationship
亞歷山大	iskandariah
亞歷山大	alexandria
亞歷山大	alexander
傳播	diffusion
傳播	merebak
傳播	menyebarkan
傳播	sebarkan
維多利亞	victoria
等級	aras
等級	hierarki
等級	gred
等級	gred
英尺	kaki
英尺	kaki
興趣	minat
興趣	berminat
興趣	minat
興趣	interest
興趣	faedah
允許	diizinkan
允許	dibenarkan
允許	dibenarkan
允許	benarkan
允許	membenarkan
允許	keizinan
允許	izin
理念	konsep
理念	falsafah
理念	konsep
靠近	berhampiran
靠近	near
靠近	dekat
桃園	taoyuan
鼻	hidung
鼻	nose
怪	pelik
怪	pelik
怪	ganjil
對抗	konfrontasi
差異	perbezaan
差異	percanggahan
差異	selisih
差異	perbezaan
路易斯	louis
員工	pekerja
員工	pekerja
格林	green
格林	hijau
綠色	green
綠色	hijau
車隊	armada
車隊	konvoi
單元	modul
單元	modul
單元	module
單元	unit
單元	unit
英吋	inch
英吋	inci
英吋	inchi
英吋	inci
拓	takuya
神秘	misteri
槽	slot
槽	slot
槽	alur
槽	palung
尊重	hormat
尊重	respect
溫度	suhu
溫度	temp
溫度	suhu
基督	christ
基督	kristus
琉球	ryukyu
琉球	okinawa
砲	meriam
星光	starlight
阿富汗	afghanistan
頒獎	anugerah
真實	real
真實	benar
真實	true
援助	aid
援助	bantuan
蜀	shu
蜀	syu
意識	kesedaran
穆斯林	muslim
穆斯林	muslims
穆斯林	muslim
每週	mingguan
每週	weekly
苗	miao
苗	semaian
主流	mainstream
觀點	perspektif
中國國民黨	kuomintang
色彩	warna
色彩	colour
色彩	warna
色彩	colours
色彩	warna
色彩	warna
加強	menguatkan
加強	pengukuhan
加強	penambahbaikan
加強	peningkatan
加強	dipertingkatkan
威脅	ugutan
威脅	ancaman
威脅	ugutan
威脅	ancaman
襲擊	serangan
襲擊	attack
襲擊	serangan
襲擊	serang
撤退	berundur
冒險	kembara
冒險	adventure
冒險	cabaran
冒險	pengembaraan
冒險	adventures
冒險	pengembaraan
懷	huai
辦公室	pejabat
辦公室	office
公告	pengumuman
公告	perisytiharan
公告	pengisytiharan
山東	shandong
立法院	perundangan
儀式	upacara
儀式	rite
儀式	ritual
成熟	matang
成熟	baligh
成熟	kematangan
