πυροβόλο	火器
άλι	盟友
άλι	ally
άλι	阿里
άλι	ali
δάσκαλοι	教師
χάσμα	分裂
χάσμα	分水嶺
χάσμα	鴻溝
χάσμα	分化
χάσμα	間隙
χάσμα	缺口
χάσμα	差距
επιλεγμένη	選取
πίστα	追蹤
πίστα	曲目
πίστα	軌道
πίστα	軌跡
βαγγέλη	vangelis
σιν	申
σιν	shin
σιν	罪孽
σιν	罪過
σιν	罪
σιν	辛
σιν	罪惡
συναλλαγή	交易
ένζυμα	酶
συλλήψεις	逮捕
συλλήψεις	拘捕
θάφτηκε	埋
θάφτηκε	埋葬
αστάθεια	波動
αστάθεια	揮發性
κύλινδρο	缸
λέιζερ	雷射
λέιζερ	鐳射
λέιζερ	鐳射
μανχάταν	曼哈頓
ελλείψεις	缺點
ελλείψεις	短缺
ελλείψεις	缺陷
ανεπίσημη	非正式
ελαφρών	輕量級
γενεαλογία	家譜
πολύτιμη	珍貴
πολύτιμη	珍寶
πολύτιμη	寶貴
πολύτιμη	寶貴
γκουάμ	關島
πάρτι	黨
πάρτι	政黨
πάρτι	宴會
πάρτι	派對
πάρτι	聚會
δεύτερα	秒
δεύτερα	秒數
θόλο	樹冠
θόλο	穹
θόλο	圓頂
οικονομολόγοι	經濟學家
φάουλ	犯規
αδιέξοδο	僵局
αδιέξοδο	僵局
αδιέξοδο	僵持
αδιέξοδο	僵局
μεσογειακή	地中海
ζανζιβάρη	桑給巴爾
δεκ	dec
δεκ	十二月
εθελοντική	自願
εθελοντική	自願性
φορτηγά	卡車
ανταρκτικής	南極洲
ανταρκτικής	南極
ελικόπτερα	直升機
ελικόπτερα	直升飛機
μέιν	緬因州
κοσμικό	世俗
κοσμικό	宇宙
κλείδωμα	鎖定
κλείδωμα	鎖
αρτηρία	動脈
γεωλογία	地質
γεωλογία	地質學
επιστήμονα	科學家
ταϊπέι	臺北
ταϊπέι	台北市
ταϊπέι	台北
βράχια	崖壁
βράχια	懸崖
βράχια	崖
βράχια	岩
βράχια	岩石
αγνή	純潔
αγνή	純純
αγνή	純
αγνή	純粹
εβδομάδων	星期
εβδομάδων	周
εβδομάδων	週數
ναυτικοί	水兵
ναυτικοί	海員
νούμερα	數字
αισθητήρες	感應器
τζένιφερ	jennifer
έντερο	腸
έντερο	腸子
έντερο	大腸
έντερο	腸
έντερο	腸
έντερο	腸子
κρύβεται	隱藏
λίζα	lisa
απάτη	騙局
απάτη	詐騙
απάτη	舞弊
απάτη	詐騙
απάτη	欺詐
απάτη	欺騙
πλάνο	計劃
πλάνο	計畫
αστείο	搞笑
αστείο	好笑
αστείο	笑話
όρθια	站立
όρθια	常備
όρθια	常設
όρθια	直立
συνθετικά	合成
ενεργεί	演戲
ενεργεί	演技
ενεργεί	代理
εξαγωγές	出口
εξαγωγές	出口
πορτογάλοι	葡萄牙語
πορτογάλοι	葡萄牙
φακό	鏡頭
φακό	鏡片
φακό	透鏡
φακό	火把
φακό	火炬
θαυμασμό	欽佩
θαυμασμό	仰慕
λίβανος	黎巴嫩
πολλαπλασιασμό	乘法
πολλαπλασιασμό	倍增
φράγκο	法郎
δαμασκό	大馬士革
δημοσιεύεται	出版
δημοσιεύεται	發表
πάτωμα	下限
πάτωμα	地板
μαλακό	軟軟
μαλακό	柔軟
μαλακό	柔和
μαλακό	軟
κάλεσμα	呼叫
συνοχή	凝聚
συνοχή	凝聚力
συνοχή	一致性
συνοχή	連貫性
συνοχή	一致性
συνοχή	連貫性
συνοχή	一貫性
γονιών	家長
γονιών	父母
εντοπίστηκε	斑點
εντοπίστηκε	位於
αποκαταστήσει	還原
αποκαταστήσει	恢復
ισχυρισμός	索賠
ισχυρισμός	認領
ισχυρισμός	債權
ισχυρισμός	指控
ισχυρισμός	指稱
αναπαραγωγική	生殖
πολεμιστής	戰士
πολεμιστής	勇士
δέσμευση	承諾
εκκένωση	疏散
εκκένωση	撤離
εκκένωση	疏散
εκκένωση	撤離
δημοσιευθεί	出版
δημοσιευθεί	發表
μετατροπής	轉換
μάο	毛
θώρακα	胸
θώρακα	胸部
θώρακα	胸膛
θώρακα	胸口
ταγματάρχης	少校
ταγματάρχης	主要
ταγματάρχης	主修
χόλυγουντ	好萊塢
λειτουργικότητα	功能
άγριο	狂野
άγριο	野
άγριο	野性
άγριο	野生
υδραγωγείο	水道
υδραγωγείο	水渠
λεξικά	詞典
λεξικά	字典
κάθετο	垂直
κάθετο	縱向
λάσπη	泥巴
λάσπη	泥
λάσπη	泥漿
αίγλη	魅力
σομαλίας	索馬利亞
πλάτα	plata
διευκόλυνση	設施
φίλιπς	philips
φίλιπς	飛利浦
αλουμινίου	鋁
λέοναρντ	leonard
κράνος	頭盔
κράνος	盔
διακοσμητικά	裝飾
πομπή	遊行
κυνηγός	獵人
πηλίου	pelion
προετοιμασίες	籌備
φιλοδοξίες	抱負
φιλοδοξίες	野心
φιλοδοξίες	雄心
φιλοδοξίες	志向
φιλοδοξίες	抱負
φιλοδοξίες	野心
φιλοδοξίες	雄心
λέικερς	湖人
βράχους	岩
βράχους	岩石
βραδιά	夜晚
βραδιά	晚上
βραδιά	夜
ισοδύναμα	等效
ισοδύναμα	等效
ισοδύναμα	相當於
βραχίονα	肱骨
βραχίονα	手臂
βραχίονα	臂
βραχίονα	胳膊
λεύκωμα	剪貼簿
εξπρές	快車
εξπρές	明示
εξπρές	express
εξπρές	特快
γνώμες	意見
στάνλεϊ	stanley
ράδιο	電台
ράδιο	廣播
ράδιο	無線電廣播
ράδιο	收音機
ράδιο	廣播電台
ράδιο	無線電
ντετέκτιβ	警探
ντετέκτιβ	偵探
καταναλωτές	消費者
καπέλο	帽
καπέλο	帽子
πάβελ	pavel
ντιτρόιτ	底特律
γιορτάζει	慶祝
τροπικά	熱帶
προμήθειες	傭金
προμήθειες	供應
προμήθειες	用品
άμμου	沙
άμμου	沙子
άμμου	砂
αναχώρηση	出境
αναχώρηση	離境
προτιμούσε	偏好
πολλαπλή	多重
πολλαπλή	多種
πολλαπλή	多個
κατασκευασμένα	製造
κατασκευασμένα	捏造
δείπνο	晚飯
δείπνο	晚餐
σύνθετα	復合
σύνθετα	合成
σύνθετα	複雜
διάλεξη	講課
διάλεξη	講座
διάλεξη	演講
ζεστό	熱
ζεστό	燙
ζεστό	溫暖
ζεστό	暖
δίκαια	公平
λεξιλόγιο	詞彙
λεξιλόγιο	字彙
πρίσμα	稜鏡
αποφεύγοντας	避免
ψέματα	謊言
σοσιαλισμού	社會主義
λεηλασία	掠奪
λεηλασία	劫掠
λεηλασία	掠奪
λεηλασία	侵吞
λεηλασία	搶掠
λεηλασία	掠奪
λεηλασία	劫掠
λεηλασία	掠奪
λεηλασία	掠奪
λεηλασία	劫掠
κεν	ken
κεν	肯
κέιτ	kate
μίλλερ	米勒
μίλλερ	miller
καρχαρίες	鯊魚
χάντμπολ	手球
λογαριασμός	帳號
λογαριασμός	帳戶
τρέχον	電流
τρέχον	現任
τρέχον	目前
γκρέι	灰色
γκρέι	灰
γκρέι	灰色
γκρέι	灰
γκρέι	grey
επισκευή	修復
επισκευή	維修
επισκευή	修理
επισκευή	修繕
επισκευή	維修
επισκευή	修繕
επισκευή	修理
σωλήνες	管道
σωλήνες	水管
λιβερία	賴比瑞亞
αναλογικά	比例
αναλογικά	模擬
αναλογικά	類比
αναλογικά	模擬
αφιερώματα	悼念
θλίψη	悲痛
θλίψη	哀愁
θλίψη	悲傷
θλίψη	悲哀
ένατη	第九
καταργηθεί	廢除
καταργηθεί	廢止
βόλτα	漫步
βόλτα	乘車
βόλτα	騎馬
βόλτα	騎
βόλτα	步行
βόλτα	散步
βόλτα	走路
βόλτα	漫步
τροφές	糧食
τροφές	食品
τροφές	食物
τροφές	食物
τροφές	食品
κράτηση	拘留所
κράτηση	拘禁
κράτηση	拘留
κράτηση	預訂
κράτηση	保留
κράτηση	預定
κράτηση	訂位
κράτηση	訂票
κράτηση	預訂
κράτηση	預約
σαββατοκύριακο	週末
καλώδια	電線
καλώδια	電纜
καλώδια	有線
καλώδια	纜繩
καλώδια	電纜
συνεδριάσεις	會議
μύες	肌肉
μύες	肌
μύες	肌肉
κάθοδο	世系
κάθοδο	血統
κάθοδο	陰極
αντίστοιχος	相應
αντίστοιχος	對應
χορδές	弦樂
χορδές	和弦
αναγκαιότητα	必要性
υδρογονάνθρακες	油氣
υδρογονάνθρακες	碳氫化合物
υδρογονάνθρακες	烴
υδρογονάνθρακες	碳氫化合物
υδρογονάνθρακες	烴
τόνυ	tony
περιβάλλουν	包圍
περιβάλλουν	環繞
ιστ	東
ιστ	東部
ιστ	東方
ιστ	東區
εκμάθηση	學習
εκμάθηση	學
παρόντες	現任
κομήτες	彗星
δίαιτα	節食
δίαιτα	飲食
δίαιτα	節食
δίαιτα	減肥
σταθεί	站立
σταθεί	站
σταθεί	站著
ουρανίου	鈾
επιζώντες	生還者
επιζώντες	幸存者
τεχνητά	人工
τεχνητά	人造
αποβολή	驅逐出境
αποβολή	驅逐
αποβολή	流產
αποβολή	消除
προϋπολογισμός	預算
παράκτιες	沿海
σκηνικά	風景
σκηνικά	道具
σίντνεϊ	雪梨
σίντνεϊ	sydney
εργαζόμενος	僱員
εργαζόμενος	員工
εργαζόμενος	職工
εργαζόμενος	勞動者
εργαζόμενος	工人
ψυχικό	靈媒
ψυχικό	通靈
διάλειμμα	中斷
διάλειμμα	休息
διάλειμμα	打破
ορίζοντας	地平線
κειμήλια	遺跡
κειμήλια	文物
κάλτσες	絲襪
κάλτσες	襪
κάλτσες	襪子
επιτυχημένος	成功
μοιραία	致命
αλιείας	漁業
αλιείας	釣魚
αλιείας	漁業
αλιείας	捕撈
αλιείας	捕魚
ομίχλη	迷霧
ομίχλη	霧
ομίχλη	大霧
ομίχλη	迷霧
ομίχλη	霧
αλουμίνιο	鋁
αλουμίνιο	鋁
εκκίνηση	創業
αφοσίωση	奉獻
αφοσίωση	忠心
αφοσίωση	忠誠
αφοσίωση	奉獻
ανώνυμο	匿名
ανώνυμο	無名氏
δομινικανή	多明尼加
ζυγό	天秤座
ζυγό	天秤
ζυγό	枷鎖
αλκοόλη	醇
αλκοόλη	酒精
αλκοόλη	酒
αλκοόλη	酒類
απογοήτευση	失望
απογοήτευση	沮喪
απογοήτευση	挫折
απογοήτευση	挫折感
εξέδρα	站台
εξέδρα	平台
εξέδρα	講台
εξέδρα	主席台
εξέδρα	鑽機
πολυτελές	奢侈品
πολυτελές	豪華
πολυτελές	奢華
πολυτελές	奢侈
πολυτελές	奢華
πολυτελές	豪華
εκρηκτικά	爆炸性
εκρηκτικά	炸藥
εκρηκτικά	炸藥
ασιατικό	亞洲
αιθανόλη	乙醇
έκτακτη	非凡
ρόι	roy
βιβλική	聖經
κρύσταλλοι	水晶
κρύσταλλοι	晶體
έπιπλα	家俱
έπιπλα	傢具
έπιπλα	傢俱
ναυτικούς	海員
σπλιτ	分裂
σπλιτ	分割
γλυκόζης	葡萄糖
λώρενς	lawrence
λώρενς	勞倫斯
ποντίκια	鼠
έφη	effy
ελαφριά	光線
ελαφριά	光
ελαφριά	燈光
ελαφριά	輕
ελαφριά	光明
ελαφριά	輕量級
πατ	pat
βροχές	雨
βροχές	下雨
βροχές	雨水
καλώδιο	電線
καλώδιο	鋼絲
καλώδιο	鐵絲
καλώδιο	有線
καλώδιο	纜繩
καλώδιο	電纜
απεσταλμένος	特使
απεσταλμένος	密使
μοντέρνο	摩登
μοντέρνο	現代
μοντέρνο	近代
μοντέρνο	現代化
προβολείς	車頭燈
προβολείς	車燈
ενσωματωμένο	嵌入
ενσωματωμένο	嵌入式
φρεγάτα	巡防艦
φρεγάτα	護衛艦
συμβάντα	事件
συμβάντα	事件
συμβάντα	活動
κάπνισμα	吸煙
τηλεσκόπια	望遠鏡
έμμεση	間接
μπράβο	bravo
άσμα	誦經
άσμα	chant
άσμα	聖歌
γουίλ	將
γουίλ	威爾
αναμενόταν	預計
αναμενόταν	預期
άγνοια	無知
ποδηλασία	單車
ποδηλασία	騎車
ποδηλασία	自行車
διεύρυνση	擴大
πάγος	冰塊
πάγος	冰
πάγος	ice
απελευθερώνεται	獲釋
ψαρά	漁民
ψαρά	漁夫
τραπεζίτης	莊
ψυχιατρική	精神科
ανατρέψει	推翻
εικονική	虛擬
καταδικάζεται	判刑
αμφιλεγόμενη	爭議
δικαστή	法官
γόνατο	膝
γόνατο	膝蓋
αναμονή	等候
αναμονή	等待
γκάντι	甘地
προβολές	預測
σλάβοι	斯拉夫人
άρτεμις	artemis
διαιρέσεις	師團
λάρι	larry
μάγισσα	女巫
μάγισσα	魔女
μάγισσα	巫婆
βοηθητικό	輔助
δηλητηρίαση	中毒
μηχανισμοί	機制
πρόβατα	羊
πρόβατα	綿羊
τοπ	頂
τοπ	top
τοπ	頂端
τοπ	熱門
τοπ	最高
εμβέλεια	山脈
εμβέλεια	範圍
εμβέλεια	射程
συμπάθεια	同情
ιατρείο	實踐
ιατρείο	練習
ιατρείο	醫務室
ανιψιά	外甥女
ανιψιά	姪女
μαγαζί	shop
μαγαζί	購物
μαγαζί	店鋪
μαγαζί	店
μαγαζί	商店
μαγαζί	店
μαγαζί	商店
στεριά	陸地
στεριά	土地
κίτρινα	黃色
κίτρινα	黃
ακρόαση	試鏡
ακρόαση	試演
ακρόαση	聽證會
ακρόαση	聽力
ακρόαση	聽覺
φωτεινό	明亮
ηλεκτρικές	電氣
πρόχειρο	剪貼簿
νιώθει	感覺
σκίτσα	素描
σκίτσα	草圖
σκίτσα	圖畫
σκίτσα	圖紙
σκίτσα	繪圖
δάκρυα	淚水
δάκρυα	流淚
δάκρυα	淚
δάκρυα	眼淚
ναυσιπλοΐα	航行
ναυσιπλοΐα	導航
τεντ	ted
μάρκα	品牌
κλασσικό	經典
κλασσικό	古典
σίδηρος	鋼鐵
σίδηρος	鐵
περιορισμένα	有限
περιορισμένα	限量
περιορισμένα	限
περιορισμένα	受限
διατάγματα	法令
διατάγματα	政令
σαμουράι	武士
παράσημα	獎章
παράσημα	勳章
παράσημα	獎牌
πολυτελή	奢華
πολυτελή	豪華
κατάλληλος	適合
κατάλληλος	合適
εγγύηση	擔保
εγγύηση	保固
εγγύηση	保障
εγγύηση	擔保
εγγύηση	保證
πνεύμονες	肺
πνεύμονες	肺部
αφεντικό	boss
αφεντικό	老大
αφεντικό	老闆
ανάμιξη	混合
ανάμιξη	混合
τελεία	點
κλινικές	診所
αρπαγή	狂喜
αρπαγή	搶奪
αξιώσεις	債權
οριζόντιες	橫向
οριζόντιες	水平
σύντομες	簡短
αποκλειστικό	排他性
αποκλειστικό	排他
αποκλειστικό	獨家
αποκλειστικό	專屬
τρομοκρατική	恐怖主義
ψυχαγωγία	娛樂
ψυχαγωγία	休閒
ψυχαγωγία	休閒
ψυχαγωγία	閒暇
ψυχαγωγία	娛樂
γενίκευση	概括
προγραμματισμένη	排定
έλαια	油
γένεση	創世紀
γένεση	創世
γένεση	起源
συνώνυμο	同義詞
συνώνυμο	同義字
θάμνους	灌木叢
γυμνή	裸
γυμνή	赤裸
γυμνή	裸體
γυμνή	裸
γυμνή	裸體
σαντορίνη	santorini
φυλλάδιο	小冊子
φυλλάδιο	傳單
φυλλάδιο	小冊子
φυλλάδιο	小冊子
ηρωίδα	女主角
κέμπριτζ	劍橋
αγγίζει	觸及
σπανίως	極少
αντιβιοτικά	抗生素
περιμένοντας	等候
περιμένοντας	等待
πάχους	厚度
ανατροφή	培育
ανατροφή	撫養
ανατροφή	培養
ανατροφή	養育
ανατροφή	教養
ανατροφή	撫育
σιωπή	寂靜
σιωπή	沈默
σιωπή	緘默
επισκέπτη	訪客
αντιβασιλέας	攝政
κάρμεν	carmen
ευελιξία	靈活
ευελιξία	靈活性
ευελιξία	彈性
αδένες	腺
αγγείο	船隻
εγχώριο	家用
εγχώριο	國內
ακόλουθοι	追隨者
τρίχωμα	皮草
τρίχωμα	皮毛
τρίχωμα	毛皮
ρόμπινσον	魯濱遜
ρόμπινσον	robinson
πρόγνωση	預估
πρόγνωση	預報
πρόγνωση	預測
ούγγροι	匈牙利
ούγγροι	匈牙利語
μηχάνημα	機械
μηχάνημα	機
μηχάνημα	機器
μίλα	聊
αυξημένο	增加
σχημάτων	形狀
σταύρωση	受難
φλόγες	火焰
φλόγες	火焰
κάτοχοι	所有者
κάτοχοι	業主
νόβα	新星
νόβα	nova
πλάσματος	等離子體
πλάσματος	plasma
πλάσματος	血漿
μαρτίν	martine
αλληλουχία	序列
αλληλουχία	數列
αλληλουχία	順序
ασήμι	銀色
ασήμι	銀
ασήμι	白銀
μάθιου	matthew
καταδρομικά	巡洋艦
ενεργοί	積極
ενεργοί	活躍
καταργείται	廢除
καταργείται	廢止
θέαμα	奇觀
υπερ	super
υπερ	超
υπερ	超級
άνθρακας	炭疽
άνθρακας	煤礦
άνθρακας	煤炭
άνθρακας	煤
άνθρακας	碳
άνθρακας	炭
διορισμός	任用
διορισμός	任命
διορισμός	預約
διορισμός	提名
συνδιάσκεψη	會議
ανασυγκρότηση	重建
αντιδραστήρα	核反應堆
αντιδραστήρα	反應堆
αμερικάνος	美式
φωτογραφική	鏡頭
φωτογραφική	照相機
φωτογραφική	相機
φωτογραφική	攝影機
γκέτο	貧民窟
γκέτο	貧民區
σεξουαλικά	性
πλατφόρμες	平台
εφοδιασμού	供應
εφοδιασμού	供給
επιβολής	強制執行
μελβούρνη	墨爾本
σκάλες	梯子
σκάλες	樓梯
σκάλες	階梯
στομάχι	胃
στομάχι	肚子
επίκληση	援引
καρναβάλι	狂歡節
συνδυάζοντας	結合
θησαυρό	珍寶
θησαυρό	寶藏
τότεναμ	tottenham
τοξικό	有毒
τοξικό	毒性
οταν	當
βαρώνος	男爵
καθολικούς	天主教徒
μειονεκτήματα	劣勢
μειονεκτήματα	缺點
συνεργάζονται	合作
αποσύρει	撤回
αποσύρει	收回
επιθυμίες	願望
επιθυμίες	祝願
επιθυμίες	慾望
ψυχολογικό	心理
πρακτορείο	代理商
πρακτορείο	機構
άγγελοι	天使
εξετάσει	考慮
λήγει	末端
λήγει	到期
λήγει	過期
πιάτα	板
πιάτα	菜
ομοφυλοφιλία	同性戀
μπαλέτο	芭蕾
μπαλέτο	芭蕾舞
λαμπρό	輝煌
κυρώσεις	懲罰
κυρώσεις	處罰
κυρώσεις	刑罰
κυρώσεις	制裁
επιτρέπονται	允許
επιτρέπονται	允許
επιτρέπονται	獲准
απουσιάζει	缺席
διδασκαλίες	教義
διδασκαλίες	教導
πιστοποιητικό	憑證
πιστοποιητικό	證書
πυρηνικά	核
πυρηνικά	核子
εγγεγραμμένοι	訂戶
οικόπεδο	密謀
οικόπεδο	陰謀
οικόπεδο	劇情
φόρμες	表格
κλάσεις	類別
κλάσεις	班級
ποτά	飲料
τζος	josh
σκελετό	骷髏
σκελετό	骨架
σκελετό	骨骼
μπαλάντα	民謠
εξερευνητές	探險家
ήπιο	輕度
ήπιο	溫和
φλοιός	吠
φλοιός	樹皮
φλοιός	皮層
πολλαπλασιασμός	乘法
πολλαπλασιασμός	擴散
αποσύνθεση	分解
αποσύνθεση	衰敗
αποσύνθεση	衰減
αποσύνθεση	衰變
βιολογικά	生物
βιολογικά	生物學
βιολογικά	有機
αιτήσεις	申請
αιτήσεις	申請書
αιτήσεις	請求
αιτήσεις	要求
περιηγητές	瀏覽器
εμμονή	迷戀
εμμονή	痴迷
εμμονή	痴迷
εμμονή	迷戀
συντροφιά	伴侶
συντροφιά	同伴
κλοπή	失竊
κλοπή	盜竊
κλοπή	偷竊
κλοπή	偷竊
κλοπή	偷
περίσταση	場合
δημητριακά	穀物
δημητριακά	穀類
δημητριακά	麥片
δημητριακά	穀物
δημητριακά	穀類
κουαρτέτο	四重奏
κουαρτέτο	四方
έλαιο	油
έλαιο	石油
έλαιο	機油
πόρο	資源
μειονότητες	少數民族
καρπό	腕
καρπό	手腕
αποσκοπεί	目的
αποσκοπεί	宗旨
ηρεμία	寧靜
ηρεμία	平靜
ηρεμία	寧靜
δεκαεπτά	十七
δεκαεπτά	seventeen
τρόπαια	獎盃
τρόπαια	獎杯
θρόνος	王座
θρόνος	王位
θρόνος	寶座
κομμουνισμού	共產主義
γκολφ	高爾夫球
φλέβες	血管
φλέβες	靜脈
πρόσθετες	附加
τάι	泰
κατώτερη	更低
κατώτερη	較低
κατώτερη	低
κατώτερη	劣等
αδυναμίες	弱
αδυναμίες	缺點
αδυναμίες	薄弱
αδυναμίες	軟弱
αδυναμίες	弱點
αδυναμίες	弱點
νεύρα	神經
λουίζ	louise
λεπτομερείς	詳細
αίρεση	崇拜
αίρεση	邪教
αίρεση	異端
αίρεση	教派
κέρατα	鹿角
κέρατα	牛角
επιτομή	縮影
πωλείται	賣
πωλείται	售出
ανν	anne
ανν	ann
εισαγωγές	進口
πατριωτικό	愛國
πατριωτικό	愛國主義
εγχειρίδια	課本
εγχειρίδια	教科書
εγχειρίδια	手冊
ζωγραφίζει	繪製
πατινάζ	滑冰
πατινάζ	溜冰
πατινάζ	滑冰
πατινάζ	溜冰
πατινάζ	滑板
παράδεισος	天國
παράδεισος	天堂
παράδεισος	天堂
παράδεισος	樂園
εγγονό	孫子
εγγονό	外孫
καμπότζη	柬埔寨
λαβή	處理
λαβή	刀柄
ακεραιότητα	誠信
ακεραιότητα	完整性
ακεραιότητα	正直
άφθονο	豐富
γούνα	皮草
γούνα	皮毛
γούνα	毛皮
δικτάτορας	獨裁者
συνταγή	藥方
συνταγή	處方
συνταγή	食譜
παθητική	被動
παθητική	消極
μηχανισμών	機制
μεταμόσχευση	移植
μεταμόσχευση	移植
τέρι	特里
τέρι	terry
λονγκ	久
λονγκ	長
ήθος	道德
αγωνία	焦慮
αγωνία	懸念
νορβηγικά	挪威
καράβια	船隻
καράβια	艇
καράβια	船隻
καράβια	船舶
πολιτισμοί	文化
κόλαση	地獄
μετάθεση	轉帳
μετάθεση	轉讓
μετάθεση	轉移
πιόνι	典當
πιόνι	卒
πιόνι	兵卒
πρωινό	早餐
πρωινό	早飯
ωκεανία	大洋洲
αναστροφή	逆
αναστροφή	反轉
αναστροφή	扭轉
αναστροφή	反向
αναστροφή	倒轉
αναστροφή	逆轉
αναστροφή	翻轉
αναστροφή	翻
γενικευμένη	廣義
μπας	低音
μπας	bass
μπας	bash
σωματίδιο	顆粒
σωματίδιο	粒子
σωματίδιο	微粒
άνα	ana
έγκυρη	有效
φρεντερίκ	frederic
σερί	連勝
σερί	紅豆
νήμα	紗
νήμα	線
μαγειρική	做飯
μαγειρική	烹飪
μαγειρική	煮
μαγειρική	烹調
μαγειρική	煮飯
πάρις	巴黎
πάρις	parrish
πάρις	parris
υπεγράφη	簽名
υπεγράφη	署名
υπεγράφη	簽署
οικολογική	生態
εχθρικό	敵對
εχθρικό	敵意
εχθρικό	敵視
μήτρα	子宮
μήτρα	母體
μήτρα	矩陣
μήτρα	子宮
ρητή	明示
ρητή	明文
αλληλεγγύη	聲援
αλληλεγγύη	團結
θόλος	樹冠
θόλος	穹
θόλος	圓頂
αποβλήτων	廢棄物
αποβλήτων	廢物
αποβλήτων	浪費
επιδόσεων	績效
επιδόσεων	業績
κριτές	法官
μυς	肌肉
μυς	肌
μυς	肌肉
σχηματισμούς	編隊
τονίζοντας	強調
μέκκα	麥加
πράκτορα	代理商
πράκτορα	代理人
πράκτορα	特工
πράκτορα	代理
περιήγηση	瀏覽
περιήγηση	游
περιήγηση	遊覽
περιήγηση	導覽
περιήγηση	旅遊
περιήγηση	瀏覽
σαφήνεια	清晰度
σαφήνεια	清晰
φορτ	堡
φορτ	堡壘
φορτ	要塞
έπιασε	抓到
πελάτης	客戶
πελάτης	顧客
πελάτης	客戶
καφενείο	咖啡廳
καφενείο	咖啡館
καφενείο	cafe
παίχτες	球員
παίχτες	玩家
μιλ	磨坊
κατεβαίνει	遞減
κατεβαίνει	降
σεούλ	漢城
κόλιν	colin
συζύγους	配偶
γεωλογική	地質
προσφορές	推廣
προσφορές	促銷
προσφορές	晉升
προσφορές	投標
προσφορές	優惠
κιθ	keith
υπόδειγμα	模範
υπόδειγμα	示範
υπόδειγμα	模型
υπόδειγμα	型號
υπόδειγμα	模特兒
μεταβίβαση	轉帳
μεταβίβαση	轉讓
μεταβίβαση	轉移
νιάτα	青年
νιάτα	青春
νιάτα	青少年
αγωγιμότητα	傳導
αγωγιμότητα	電導
ρητό	座右銘
ρητό	箴言
ρητό	格言
εσωτερικός	內部
μόνιμες	永久
ρου	rue
ρου	roux
προσελκύσει	吸引
αντιθέσεις	反差
αντιθέσεις	矛盾
άδικο	不公
νάρθηκα	夾板
πεζά	小寫
ισοδύναμη	等效
ισοδύναμη	相當於
αρμονική	調和
αρμονική	諧波
ρόμπιν	robin
διείσδυση	滲透
διείσδυση	滲入
διείσδυση	滲透
εικασίες	投機
εικασίες	推測
εικασίες	猜想
καταγγελία	投訴
καταγγελία	申訴
άρρωστος	病
άρρωστος	生病
άρρωστος	病
άρρωστος	生病
τραύματα	傷口
τοντ	todd
αναλογική	比例
αναλογική	模擬
αναλογική	類比
αναλογική	模擬
περίπτερο	館
περίπτερο	pavilion
περίπτερο	亭
έκτος	第六
λευχαιμία	白血病
λευχαιμία	白血病
περίγραμμα	提綱
περίγραμμα	概要
περίγραμμα	大綱
περίγραμμα	輪廓
περίγραμμα	輪廓
εραστής	愛人
εραστής	情人
νήματα	紗
φύλακας	守護神
φύλακας	守護者
φύλακας	守護
φύλακας	監護人
φύλακας	守衛
φύλακας	衛兵
φύλακας	警衛
φύλακας	守護
ενωση	聯盟
ενωση	工會
ηλεκτρισμού	電力
ηλεκτρισμού	供電
ηλεκτρισμού	電
ντέμο	示範
ντέμο	演示
σύρραξη	衝突
νικέλιο	鎳
φλοιού	吠
φλοιού	樹皮
κεραία	空中
κεραία	天線
πολύπλοκο	複雜
συσσώρευση	累積
συσσώρευση	積累
πάνθεον	pantheon
ξίφη	劍
προγόνων	祖先
προγόνων	祖先
μαθαίνοντας	學習
μαθαίνοντας	學
καμπάνα	鐘
καμπάνα	貝爾
καμπάνα	鈴
καμπάνα	bell
αυτοκινητόδρομο	高速公路
αυτοκινητόδρομο	高速公路
αυτοκινητόδρομο	公路
βοηθητικά	輔助
επισκευές	維修
επισκευές	修繕
επισκευές	修理
επισκευές	修復
επισκευές	維修
επισκευές	修理
επισκευές	修繕
κυνηγοί	獵人
ίππος	馬
ίππος	馬匹
τραγουδώντας	歌聲
τραγουδώντας	唱歌
τραγουδώντας	歌唱
αντικαταστάτης	替換
αντικαταστάτης	更換
αντικαταστάτης	置換
αντικαταστάτης	替代
φιλικός	友軍
φιλικός	友好
φιλικός	友善
εχθρική	敵對
εχθρική	敵意
εχθρική	敵視
καρέκλα	椅
καρέκλα	椅子
πειρατεία	盜版
νεανική	少年
νεανική	青春
εφηβεία	青春期
εφηβεία	青春期
ρίου	柳
ρίου	隆
διαθέσιμος	可用
κατάδυση	跳水
κατάδυση	潛水
κατάδυση	俯衝
κατάδυση	跳水
κατάδυση	潛水
αποτροπή	震懾
αποτροπή	威懾
έφεση	上訴
έφεση	呼籲
αστρολογία	占星術
ξυλεία	木
ξυλεία	木材
ξυλεία	wood
ξυλεία	木頭
ξυλεία	木材
αγά	agha
βιόλα	中提琴
αναπόσπαστο	積分
αυλές	碼
τροποποιήθηκε	修改
θεσμοί	機構
τσακ	chuck
ελέφαντες	象
ελέφαντες	大象
ελέφαντες	象
ελέφαντες	大象
ομοιόμορφα	均勻
δεκαδικό	十進位制
δεκαδικό	十進位
διπλωματία	外交
κεφαλαίο	資本
κεφαλαίο	首都
μαορί	毛利
δημοκρατικοί	民主黨
μήνυση	訴訟
μήνυση	官司
υπόστρωμα	基底
είδωλο	偶像
είδωλο	圖示
χάνα	hannah
χάνα	花
χάνα	hanna
