herbert	herbert
anđeli	angelčki
anđeli	angeli
pita	pita
pita	vpraša
prijetnje	grožnje
odobrio	odobrena
odobrio	odobrene
odobrio	odobreni
odobrio	odobreno
odobrio	odobren
odobrio	pooblaščen
odobrio	pooblaščeni
snyder	snyder
dale	dale
pacijent	potrpežljiv
pacijent	bolnik
pacijent	pacient
snova	sanje
snova	sanj
malta	malto
malta	malta
justin	justin
dostignuća	dosežke
dostignuća	dosežki
gradac	gradac
hoffman	hoffman
liber	liber
edgar	edgar
mučenika	mučeniki
bašić	bašić
sesvete	sesvete
koraka	stopnice
koraka	koraki
japanci	japonski
japanci	japonsko
japanci	japonci
japanci	japonec
japanci	japonska
ozbiljne	hude
ozbiljne	hudi
ozbiljne	hudo
ozbiljne	huda
austin	austin
iznimka	izjema
iznimka	izjeme
pogreška	pomota
pogreška	napaka
kriterij	merilo
kriterij	kriterij
kriterij	merilo
kriterij	kriteriji
kriterij	merila
membrane	membrane
marijana	marijana
marijana	marianne
opseg	obseg
opseg	obseg
pobjedio	zmagali
pobjedio	zmagala
pobjedio	zmagal
povezivanje	priključitev
povezivanje	povezava
povezivanje	poveži
povezivanje	povezovanje
ugljik	ogljik
ugljik	ogljika
powell	powell
kontrolira	kontrole
kontrolira	nadzor
slaba	šibki
slaba	šibak
slaba	šibek
slaba	šibka
slaba	šibko
konji	konje
konji	konjev
konji	konji
pristaje	ustreza
pristaje	paše
odobrenje	dovoljenje
odobrenje	pooblastilo
odobrenje	odobritev
odobrenje	odobritve
odobrenje	odobritev
odobrenje	odobritev
odobrenje	pooblastilo
mostova	mostove
mostova	mostov
mostova	mostovi
novinarka	novinarka
novinarka	novinarja
novinarka	novinar
novinarka	novinarka
novinarka	poročevalec
novinarka	poročevalka
novinarka	novinar
flora	flora
propast	propad
propast	pogubo
propast	doom
propast	poguba
promatrati	opazuj
promatrati	opazovati
stilova	styles
hbo	hbo
opremljena	nameščena
opremljena	vgrajen
opremljena	opremljen
opremljena	opremljena
opremljena	opremljeno
opremljena	opremljeni
opremljena	opremljene
izvanredno	izredna
izvanredno	izredni
izvanredno	izredno
tvoj	tvoje
tvoj	tvoji
tvoj	vaš
tvoj	tvoj
tvoj	tvoja
tvoj	vaša
tvoj	tvojo
tvoj	tvoje
tvoj	tvoj
tvoj	tvoji
tvoj	tvoja
velimir	velimir
seattle	seattle
planeti	planete
planeti	planeti
protokol	protokol
terra	terra
umjetna	umetne
umjetna	umetna
umjetna	umetno
umjetna	umetni
umjetna	umetnega
svinja	pujs
svinja	prašič
tesla	tesla
luigi	luigi
metro	metro
kamenje	kamne
kamenje	kamenje
kamenje	kamni
kamenje	skale
kamenje	kamenje
kamenje	kamni
operativne	operativno
operativne	operativnih
operativne	operativna
reinhold	reinhold
pumpe	črpalke
vodoravno	horizontalno
vodoravno	vodoravno
vodoravno	horizontalno
vodoravno	vodoravna
vodoravno	vodoravno
neven	neven
vela	tančico
vela	tančice
vela	vela
golf	golf
sklonost	naklon
sklonost	naklona
sugerira	namiguje
sugerira	predlaga
palazzo	palazzo
većinski	večina
većinski	večini
većinski	večine
optički	optično
optički	optični
optički	optična
optički	optični
napoleona	napoleon
ovaca	ovca
ovaca	ovco
ovaca	ovce
beck	beck
helen	helena
helen	helen
manga	mango
manga	mango
manga	manga
sigurnošću	gotovost
organi	organe
organi	organi
organi	organih
kantona	kantone
kantona	cantona
branitelji	zagovorniki
teritoriji	ozemlje
sutra	jutri
kariba	karibih
maroko	maroko
unutarnja	notranja
unutarnja	interno
unutarnja	notranje
unutarnja	notranji
zapovjednici	poveljnikov
zapovjednici	poveljniki
moguć	možen
moguć	možna
moguć	možne
moguć	možni
moguć	možno
građanima	meščani
građanima	državljane
građanima	državljani
jačanje	krepitev
jačanje	zagon
trinidad	trinidad
alpe	alp
alpe	alpe
alpe	alpah
slučajevi	primeri
slučajevi	primerov
springer	springer
jupitera	jupiter
gif	gif
namjerava	namerava
sebastian	sebastian
sebastian	sebastiana
novinari	tiska
novinari	pritisni
novinari	tisk
novinari	novinarji
novinari	novinarji
novinari	novinarjev
novinari	novinarje
novinari	novinarji
plaže	plaža
plaže	plažo
plaže	obala
plaže	beach
plaže	plaže
masters	gospodarji
masters	mojstri
dekan	dekan
dekan	dean
sony	sony
zec	hare
zec	zajček
zec	zajec
šećer	sladkorja
šećer	sladkor
punta	punta
hentschel	hentschel
sfera	krogla
profesionalna	profesionalno
profesionalna	strokovna
profesionalna	strokovno
profesionalna	poklicna
profesionalna	poklicne
profesionalna	strokovni
sex	seks
sex	spol
sex	sex
invazija	invazijo
invazija	invazija
govornici	govorniki
govornici	zvočnike
genocid	genocid
imenice	samostalnikov
blackmore	blackmore
bare	ribniku
bare	ribnik
bare	ribniki
preporod	oživitev
plodovi	sadeži
plodovi	sadje
plodovi	plodovi
loša	hudo
loša	slaba
loša	slabo
loša	bad
loša	slab
promjeru	premera
promjeru	premer
laboratorij	laboratorij
laboratorij	laboratorijsko
laboratorij	laboratorij
rezidencija	prebivanje
rezidencija	bivališče
rezidencija	bivanje
rezidencija	rezidenca
rezidencija	prebivališče
lange	lange
boca	boca
boca	steklenica
boca	steklenička
boca	steklenico
minas	minas
košarka	košarka
košarka	košarko
tragedija	tragedije
tragedija	tragedijo
tragedija	tragedija
bavarske	bavarski
nominaciju	nominacijo
specifična	specifično
specifična	specifični
dokazano	dokazane
dokazano	dokazano
dokazano	dokazana
divlja	divja
divlja	wild
divlja	divje
divlja	divji
iznenađenje	presenečenje
prikupljanje	pobiranje
prikupljanje	zbiranje
prikupljanje	pobiranje
prikupljanje	zbirka
prikupljanje	kolekcija
prikupljanje	zbirko
prikupljanje	zbiranje
greda	žarek
greda	snop
greda	žarki
ličnost	osebnosti
ličnost	osebnost
božanstva	božanstvo
božanstva	božanstva
elongata	elongata
kukuruza	koruza
kukuruza	koruzo
izričito	izrecno
drukčije	drugačna
drukčije	drugačen
drukčije	drugačni
drukčije	drugačno
tribina	tribuni
panorama	panorama
incident	incident
veleposlanik	veleposlanik
veleposlanik	ambasador
slovaci	slovaki
pijanist	pianist
okupio	sestavljeni
okupio	sestavljena
okupio	sestavljeno
christie	christie
bodovi	točki
bodovi	točk
bodovi	točke
gume	gum
gume	pnevmatike
gume	gume
gume	pnevmatike
turističko	turistična
turističko	turistični
turističko	turistične
turističko	turist
turističko	turistično
gps	gps
mjuzikl	glasbeni
mjuzikl	muzikal
mjuzikl	glasbena
daj	dej
daj	daj
tjedno	tedenska
tjedno	tedenski
tjedno	tedensko
delaware	delaware
baca	meče
baca	vrže
peck	peck
mauzolej	mavzolej
torpedo	torpedo
carvalho	carvalho
zavjet	zaveza
zavjet	zaveza
zavjet	zaobljuba
zavjet	zaobljubo
dante	dante
poljaci	poljaki
englezi	angleško
englezi	angleščina
englezi	angleži
englezi	angleški
tragove	skladbe
tragove	sledi
tragove	tiri
tragove	namige
tragove	namigi
vedran	vedran
salona	salon
hat	kapo
hat	klobuk
hat	kapa
klan	klan
križevci	križevci
stvori	ustvarjati
stvori	ustvariti
stvori	ustvarjanje
stvori	ustvari
venera	venera
bugojno	bugojno
razdvojba	razločitev
gggg	llll
kopno	zemljišča
kopno	dežela
kopno	kopno
kopno	zemljišče
kopno	zemljo
kopno	kopno
kopno	celina
kopno	celino
kopno	kopno
palma	palma
prelazak	prečkanje
prelazak	prehod
publikacija	publikacije
provedena	izvedene
provedena	izveden
provedena	izvedeno
provedena	izvedeni
postignuća	dosežke
postignuća	dosežki
voldemort	mrlakenstein
posuda	plovilo
posuda	posoda
planirao	načrtovan
planirao	načrtovani
planirao	načrtovana
planirao	načrtovano
planirao	načrtovane
otrov	strup
otrov	strup
eksplozija	sunek
eksplozija	eksplozija
eksplozija	eksplozije
eksplozija	eksplozijo
berry	jagoda
berry	berry
poplave	poplave
poplave	poplav
poplave	poplave
poplave	poplav
poplave	poplava
poplave	poplave
poplave	poplavo
poplave	poplava
alt	alt
urtica	urtica
gorski	gorski
dipl	dipl
irena	irena
irena	irena
irena	irene
poljoprivredu	kmetijstvo
susjedi	sosede
susjedi	sosedje
susjedi	sosedi
susjedi	sosedov
susjedi	sosede
susjedi	sosedje
susjedi	sosedi
buna	buna
alkohol	alkohol
alkohol	alkohola
janković	janković
dora	dora
obiteljima	družine
obiteljima	družin
peto	petič
peto	peta
peto	peto
peto	peti
mustafa	mustafa
kamp	taborišče
kamp	kamp
kamp	camp
kamp	tabor
dojke	dojke
dojke	prsi
dojke	dojk
komentara	komentarjev
komentara	komentarji
komentara	opombe
komentara	pripombe
organizirano	organizirani
organizirano	organizirano
organizirano	organiziran
organizirano	organizirana
organizirano	organizirane
organizirano	organizirani
organizirano	organizirano
organizirano	organiziran
organizirano	organizirana
organizirano	organizirane
naglasiti	poudariti
kum	botra
kum	boter
uvale	odprtin
svjedok	priča
živo	živahna
živo	živahen
živo	živahno
aranžman	dogovor
aranžman	aranžma
aranžman	ureditev
aranžman	razporeditev
brojke	številke
brojke	figure
batman	batman
bacio	vrgel
bacio	vrgel
dijalog	dialog
usvojen	sprejeta
usvojen	sprejet
usvojen	sprejeto
rasti	rastejo
rasti	rasti
rasti	gojil
rasti	zrasti
istraživao	raziskana
koloniju	kolonije
koloniju	kolonijo
koloniju	kolonija
pozitivan	pozitiven
pozitivan	pozitivni
pozitivan	pozitivna
pozitivan	pozitivno
pozitivan	pozitivne
drevne	starodavni
drevne	starodavne
odluci	sklep
odluci	odločitev
odluci	odločba
apache	apache
apache	apači
prihvaćanje	sprejemanje
prihvaćanje	sprejemanje
prihvaćanje	sprejetje
prihvaćanje	sprejem
dob	starost
podne	opoldne
podne	poldne
kritizirao	kritiziral
kritizirao	kritiziral
kritizirao	kritizirali
tina	tine
tina	tina
debljina	debeline
debljina	debelino
debljina	debelina
dolar	dolarja
dolar	dolar
sjene	senc
sjene	sence
sjene	senca
sjene	senco
sjene	senci
sjene	sence
staljin	stalin
lopez	lopez
jimi	jimi
rtl	rtl
poteškoća	težavah
poteškoća	oteženo
poteškoća	težave
disanje	dihanje
disanje	dihanje
ogroman	ogromen
ogroman	ogromno
ogroman	ogromna
ogroman	ogromne
ogroman	ogromen
arabije	arabija
predsjedništvo	predsedstvo
predsjedništvo	predsedovanje
olga	olga
jede	jejo
jede	jedel
jede	jé
odgoja	vzgoja
gusto	debelo
gusto	debel
gusto	gosto
gusto	debela
konga	congo
konga	kongo
konga	konga
rekonstrukcija	rekonstrukcijo
rekonstrukcija	obnova
erupcija	izbruha
erupcija	izbruh
šesnaest	šestnajst
šesnaest	sixteen
nicolas	nicolas
kan	khan
kan	kan
kan	kan
sumnja	osumljenci
sumnja	osumljenca
sumnja	sum
sumnja	dvom
sumnja	dvomi
sumnja	pomisleki
sumnja	dvom
sumnja	dvome
sumnja	dvomi
sumnja	dvomov
sumnja	sum
nastanjuje	naseljuje
uživa	uživa
uživa	uživam
uživa	uživanje
uživa	uživa
uživa	uživate
igranje	igrajo
igranje	predvajanje
igranje	igranje
jaki	močan
jaki	močni
jaki	močno
jaki	močna
horn	roga
horn	rog
horn	horn
pobunjenika	upornik
pobunjenika	upornikov
pobunjenika	uporniško
pobunjenika	uporniški
pažljivo	previdno
biblija	biblija
biblija	biblijo
četrnaest	štirinajst
koordinate	koordinate
walesa	wales
sao	sao
stockholm	stockholm
magnetsko	magnetno
magnetsko	magnetni
magnetsko	magnetna
zbunjen	zmedeno
zbunjen	zmedena
zbunjen	zmedeni
zbunjen	zmeden
standardima	standarde
standardima	standardi
kontroverze	polemik
abdul	abdul
margaret	margaret
price	cena
price	zgodb
price	zgodbice
price	zgodbe
stana	stan
stana	stana
stana	stanu
židove	židje
židove	judje
židove	jud
židove	žid
cactaceae	cactaceae
vojislav	vojislav
atlantic	atlantic
atlantic	atlantik
očuvanju	konzerviranje
očuvanju	ohranjanje
očuvanju	ohranitev
blokiran	blokiran
blokiran	blokiral
blokiran	blokirana
svinje	prašiči
platforme	ploščadi
platforme	platforme
arterije	arterije
arterije	arterij
kabine	kabine
kabine	koče
kabine	kabin
aves	aves
plamen	plamen
plamen	plameni
cibona	cibona
uspostavlja	vzpostavlja
beat	ritem
beat	premagal
čuvar	varuh
čuvar	imetnik
čuvar	varuh
čuvar	skrbnik
čuvar	stražar
čuvar	straža
čuvar	čuvaj
čuvar	garda
ratko	ratko
hrast	hrast
hrast	oak
melodije	melodije
melodije	melodije
kiss	poljubček
kiss	kiss
kiss	poljub
optužio	obtožen
optužio	obtožena
optužio	obtoženi
odgovorna	odgovorno
odgovorna	odgovornega
odgovorna	odgovoren
odgovorna	odgovorni
odgovorna	odgovorna
icao	icao
doseg	razpon
doseg	oddaljenost
doseg	doseg
doseg	reach
doseg	doseči
premijeru	premiero
premijeru	premiera
premijeru	premieri
infrastrukture	infrastrukturo
infrastrukture	infrastruktura
okusa	okusi
okusa	okusov
okusa	okus
okusa	okusi
okusa	okus
prekinuta	prekinjen
prekinuta	prekinjeno
prekinuta	prekinjena
osjećaje	občutki
osjećaje	čustev
osjećaje	čustva
osjećaje	občutke
organiziran	organizirani
organiziran	organizirano
organiziran	organiziran
organiziran	organizirana
organiziran	organizirane
organiziran	organizirani
organiziran	organizirano
organiziran	organiziran
organiziran	organizirana
organiziran	organizirane
hipoteza	hipoteze
hipoteza	hipoteza
organiziranje	organiziranje
organiziranje	organiziranje
organiziranje	organizira
obrt	plovilo
obrt	obrti
kylie	kylie
pravno	zakonito
pravno	pravno
pravno	legalno
pravno	zakonsko
pravno	zakonito
pravno	pravna
pravno	pravno
pravno	pravne
zbroj	vsota
zbroj	seštevek
diamond	diamond
diamond	diamant
neil	neil
preživjeti	preživi
preživjeti	preživeti
predlošci	predloge
duncan	duncan
schult	schult
pumpa	črpalko
pumpa	črpalka
fern	fern
airbus	airbus
clara	klara
clara	clara
slijedio	sledili
slijedio	sledilo
slijedio	sledila
slijedio	sledil
pera	pero
pera	peresa
pera	perja
pera	perje
norme	norme
norme	norma
norme	norm
nosa	nosom
nosa	nosu
nosa	nos
bomba	bombo
bomba	bomba
metalni	kovinska
metalni	kovine
metalni	kovina
metalni	kovinsko
metalni	kovinski
metalni	kovin
metalni	kovinski
metalni	kovinsko
tower	stolp
tower	tower
bush	bush
bush	grmovje
bush	grm
ujak	striček
ujak	stric
dokumenta	dokumenti
dokumenta	listine
dokumenta	dokumentov
dokumenta	dokumente
dokumenta	dokumenta
dokumenta	dokument
bauer	bauer
izvorna	prvotna
izvorna	izvirnik
izvorna	izvirno
izvorna	prvotni
izvorna	original
dominiraju	prevladujejo
sara	sarah
sara	sara
sara	sara
lokomotive	lokomotiva
rené	rené
rené	rene
rené	rené
rené	rene
česi	čehi
radoslav	radoslav
neriješeno	neodločeno
neriješeno	kravato
neriješeno	nerešene
neriješeno	nerešenih
sullivan	sullivan
firenca	florence
firenca	firence
slabi	šibki
slabi	šibak
slabi	šibek
slabi	šibka
slabi	šibko
svijetlo	svetlo
svijetlo	svetloba
svijetlo	luč
svijetlo	lahka
svijetlo	svetlo
svijetlo	svetla
braun	braun
preporučuje	priporoča
preporučuje	priporočamo
preporučuje	priporočena
preporučuje	priporočeno
preporučuje	priporočeni
preporučuje	priporočljivo
predsjednici	predsednikov
predsjednici	predsedniki
dodavanja	dodajanje
robovi	sužnji
robovi	sužnje
zadatke	zadolžitve
zadatke	naloge
posjeti	obisk
posjeti	obiščite
posjeti	obiske
posjeti	obiski
posjeti	obiskov
posjeti	obisk
ekonomist	ekonomist
emitiranje	oddajanje
emitiranje	oddaja
emitiranje	oddajanje
kapelan	kaplan
iata	iata
parkova	parke
parkova	parki
parkova	parkov
pločice	ploščice
pločice	ploščice
izrazi	izrazi
vladislav	vladislav
vulkan	vulkan
vulkan	vulkan
jacob	jakob
jacob	jacob
odvodi	odtoke
purcell	purcell
katoličanstvo	katolicizem
vegetacije	vegetacije
naizgled	navidezno
okružuju	okoliških
okružuju	obdaja
okružuju	obkrožajo
inspektor	inšpektor
intervencije	posegi
intervencije	posredovanja
intervencije	intervencije
intervencije	intervencija
intervencije	intervencijo
intervencije	posredovanje
intervencije	intervencije
tucker	tucker
porez	davki
porez	davčna
porez	davek
porez	davke
porez	davki
jame	jamo
jame	brezno
portland	portland
portland	portlandu
rovinj	rovinj
diana	diana
pretpostavka	domneva
pretpostavka	domneve
pretpostavka	domneva
pretpostavka	predpostavka
predgrađu	predmestje
predgrađu	predmestju
predgrađu	predmestje
predgrađu	predmestju
predgrađu	predmestja
isaac	isaac
gljive	gobe
gljive	gobice
gljive	goba
gljive	gobe
pojačanje	okrepitev
pojačanje	okrepitve
pojačanje	okrepitev
pojačanje	okrepitve
logore	taborišča
logore	taboriščih
tumora	tumor
sjeme	semenski
sjeme	seme
sjeme	semena
sjeme	semen
sjeme	seme
sjeme	semena
lucija	lucij
lucija	lucija
lucija	lucia
rožnice	roženice
rožnice	roženice
branitelj	branilec
poljoprivredi	kmetijstvo
preostalo	preostali
preostalo	preostale
preostalo	preostalo
silvio	silvio
majica	srajca
majica	majico
majica	srajco
majica	majica
zur	zur
izgubiti	izgubi
smjernice	smernice
smjernice	vodenje
smjernice	napotki
smjernice	smernicami
smjernice	smernice
srebrni	srebrn
srebrni	srebro
srebrni	srebrno
srebrni	srebrna
srebrni	silver
estonija	estonijo
estonija	estonija
ibrahim	ibrahim
hladno	mraz
hladno	mrzlo
hladno	hladno
hladno	mrzla
hladno	mrzel
duhovno	duhovna
duhovno	duhovni
duhovno	duhovnega
duhovno	duhovne
duhovno	duhovno
duhovno	duhovno
eduardo	eduardo
armenija	armenijo
grace	grace
vladavinu	vladavina
vladavinu	vladavino
vladavinu	vladanje
otte	otte
radar	radar
komentare	komentarjev
komentare	komentarji
komentare	opombe
komentare	pripombe
pérez	pérez
prebivalište	prebivanje
prebivalište	bivališče
prebivalište	bivanje
prebivalište	rezidenca
prebivalište	prebivališče
samobor	samobor
eagle	orel
eagle	eagle
eagle	orla
droga	droge
droga	mamila
droga	zdravila
droga	zdravilo
droga	droga
mlađa	mlajši
mlađa	mlajša
mlađa	mlajše
pogubljen	usmrtili
pogubljen	izvršena
pogubljen	usmrčen
julia	julijo
julia	julia
julia	julija
tin	tin
baba	baba
moto	moto
moto	moto
bombardiranje	bombardiranje
bombardiranje	bombardiranje
goli	gola
goli	nag
goli	goli
goli	golo
goli	goli
goli	gola
goli	golo
moral	moralo
moral	morala
moral	morale
moral	moralo
moral	morale
moral	moralo
moral	morala
jamie	jamie
camus	camus
fiba	fiba
podržavao	podprta
podržavao	podprte
podržavao	podprti
podržavao	podprt
podržavao	podprto
punjenje	polnim
punjenje	polnjenje
andromeda	andromeda
najjači	najmočnejša
najjači	najmočnejši
najjači	najmočnejše
rase	dirk
rase	dirkah
rase	rase
rase	dirke
označena	označena
označena	označeni
označena	označen
označena	označene
označena	označeno
označena	označena
označena	označeni
označena	označene
označena	označeno
valove	valovanje
valove	valovi
con	con
rey	rey
hunter	hunter
hunter	lovec
tajno	skrivaj
tajno	skrivoma
tajno	skrivno
tajno	skrivna
tajno	skrivnost
tajno	skrivno
akt	dejanje
akt	akt
poglavice	poglavarji
seks	seks
seks	spol
seks	sex
locke	locke
melichar	melichar
uha	uho
uha	ušesa
qld	qld
ponuda	ponudbe
ponuda	ponuja
ponuda	ponudba
ponuda	ponudbo
holm	holm
unutra	znotraj
unutra	notri
meč	ujemanje
meč	ujema
familia	familia
jutra	jutra
aplikacije	vloge
aplikacije	prošnje
aplikacije	prijave
aplikacije	aplikacije
aplikacije	aplikacije
čaj	tea
čaj	čaj
ine	online
ames	ames
pokretač	metalec
forma	oblika
forma	obrazec
forma	obliko
inspiracija	navdih
inspiracija	navdiha
neuspješno	neuspešno
neuspješno	neuspešno
neuspješno	neuspešen
neuspješno	neuspešni
puk	regiment
puk	polk
transfer	premestitev
transfer	prenos
veljko	veljko
sateliti	sateliti
lgbt	lgbt
memorije	pomnilnik
memorije	spomini
memorije	spomin
memorije	spomina
pride	ponosa
pride	ponos
italia	italia
rex	rex
kent	kent
kupila	kupljen
kupila	kupljene
kupila	kupljeno
kupila	kupljena
kupila	kupil
floridi	florido
floridi	florida
pratnju	spremstvo
pratnju	spremljevalec
restoran	restavracija
had	had
pješaštvo	pehota
pješaštvo	pehotna
poteškoće	težavah
poteškoće	oteženo
poteškoće	težave
poteškoće	težave
sadašnjost	prisotna
sadašnjost	prisotni
sadašnjost	prisotno
sadašnjost	sedanjost
sadašnjost	prisoten
glina	glynn
glina	gline
glina	glino
glina	clay
homer	homer
perrier	perrier
blizine	bližina
chuck	chuck
chuck	chucka
bis	bis
portreta	portrete
službenik	uradnik
službenik	častnik
službenik	policist
bijelci	belci
sajam	pošteno
sajam	pravično
sajam	sejem
zaustavio	ustavil
zaustavio	ustavljen
garden	garden
garden	vrt
primijetio	obvestilo
primijetio	opazil
primijetio	opazili
primijetio	opazila
prisilno	prisilno
prisilno	prisiljeni
prisilno	prisilil
prisilno	prisiljen
prisilno	prisiljena
prisilno	prisilno
poslovna	poslovanje
poslovna	posel
poslovna	posli
elektrode	lopatice
elektrode	elektrode
elektrode	elektrode
varoš	varoš
uvala	zaliv
uvala	bay
utvrđivanje	določanje
utvrđivanje	določitev
utvrđivanje	odločnost
utvrđivanje	določanje
zabranio	prepovedal
očigledno	očitno
očigledno	očiten
očigledno	očitna
ponos	ponosa
ponos	ponos
zdenka	zdenka
cole	cole
cole	cola
fosila	fosili
mozaik	mozaik
sitne	petty
marsh	močvirja
marsh	marsh
marsh	močvirje
graz	gradcu
graz	gradec
složene	zložen
komponenta	komponenta
komponenta	sestavina
matične	steblo
matične	izvornih
matične	stebla
podružnica	podružnica
naslovi	napisi
naslovi	naslovnice
naslovi	naslovi
naslovi	naslovov
uvid	vpogled
kažnjen	kaznovana
kažnjen	kaznovani
kažnjen	kaznovan
sonata	sonata
ocjene	ocene
ocjene	stopnje
ocjene	ocen
novaka	novak
novaka	začetniki
novaka	novinci
novaka	rekrute
madrida	madrid
postrojenje	objekt
cbs	cbs
cbs	cb
štap	palica
štap	palico
oštećenje	škoda
balkana	balkana
balkana	balkan
urbana	urban
urbana	mestna
urbana	urbana
urbana	mestne
castle	castle
castle	grad
castle	dvorec
romane	rimljan
romane	rimska
romane	roman
romane	romana
romane	rimske
romane	romane
romane	romanov
ratove	vojne
ratove	vojn
zvijeri	zver
zvijeri	zveri
zvijeri	zveri
jurij	yuri
jurij	jurij
elektronički	elektronsko
elektronički	elektronska
elektronički	elektronsko
carmen	carmen
carmen	karmen
zube	zobe
zube	zobje
wheeler	wheeler
nigra	nigra
uspona	ups
ostvaren	doseženo
ostvaren	dosežene
ostvaren	dosežen
ostvaren	dosežena
ostvaren	doseženo
ostvaren	doseženi
oslobođeni	osvobojen
oslobođeni	osvobodili
oslobođeni	osvobojen
oslobođeni	osvobodil
julius	julius
julius	julij
sant	sant
loza	trte
loza	trta
loza	trte
loza	trta
alcock	alcock
albume	albume
albume	albumov
jednaki	enaka
jednaki	enaki
jednaki	enako
indoneziji	indonezije
indoneziji	indonezija
oklopna	oklepna
oklopna	oklepna
vijećnica	svetnica
bjeloruski	beloruske
utvrđeni	utrjen
bugari	bolgari
pozadina	ozadje
izumiranja	izumrtje
helsinkiju	helsinkih
naočale	očala
naočale	kozarci
partneri	partnerji
partneri	partnerja
partneri	partnerjev
partneri	partnerje
terapije	terapija
terapije	terapije
terapije	terapijo
terapije	zdravljenje
piloti	piloti
piloti	pilote
otočića	otočkih
sivi	gray
sivi	siv
sivi	siva
sivi	sivo
sivi	sivi
sivi	sive
sivi	sivo
sivi	sivi
sivi	grey
sivi	siva
temeljito	temeljito
temeljito	temeljito
temeljito	temeljit
temeljito	temeljiti
temeljito	temeljita
nasilno	nasilno
nasilno	nasilen
nasilno	nasilna
nasilno	nasilne
nasilno	nasilni
nasilno	nasilno
sirije	sirija
sirije	sirijo
sirije	siriji
sirije	sirije
luther	luther
uhvatiti	ulov
uhvatiti	ujeti
uhvatiti	ujemi
uhvatiti	zajetje
uhvatiti	zajeti
uhvatiti	zajemanje
xbox	xbox
reputaciju	sloves
reputaciju	ugled
siva	gray
siva	siv
siva	siva
siva	sivo
siva	sivi
siva	sive
siva	sivo
siva	sivi
siva	grey
siva	siva
deklaracija	deklaracija
deklaracija	izjava
wells	wells
harvard	harvardu
harvard	harvard
gubici	izgube
gubici	izguba
gardner	gardner
povlastice	privilegije
povlastice	privilegiji
povlastice	koristi
povlastice	zaslužki
povlastice	dajatve
povlastice	ugodnosti
phillips	phillips
spencer	spencer
žensko	ženska
žensko	ženski
žensko	samica
žensko	žensko
kiseljak	kiseljak
poslovanje	poslovanje
poslovanje	posel
poslovanje	posli
skijaš	smučar
orbitu	orbito
orbitu	orbiti
svetozar	svetozar
break	break
break	zlomil
break	zlomi
primarna	primarno
primarna	primarne
primarna	primarna
primarna	primarni
zarada	dobiček
zarada	dohodki
zarada	zaslužek
zarada	dobiček
zarada	dobički
nivo	nivo
nivo	stopnja
nivo	raven
meadow	travnik
meadow	meadow
jana	jan
jana	jana
jedinstveno	edinstveno
jedinstveno	edinstven
jedinstveno	edinstvena
jedinstveno	enkratna
olovo	svinec
pag	pag
pakrac	pakrac
ostavi	dopust
ostavi	zapusti
kanadu	kanada
kanadu	kanado
tvorac	stvarnik
tvorac	izdelovalec
tvorac	stvarnika
tvorac	ustvarjalec
tvorac	stvarnik
napušten	zapuščen
napušten	zapuščena
napušten	zapuščeni
napušten	zapuščeno
preživjela	preživelih
preživjela	preživeli
kolegama	sodelavci
kolegama	kolegi
stajao	stal
stajao	stala
mia	mia
mia	mio
odabran	izbrano
odabran	izbranih
odabran	izbrani
odabran	izbrane
odabran	izbrana
odabran	izbran
melfi	melfi
lam	lam
hoda	hojo
hoda	hoja
hoda	hoje
hoda	hodi
hoda	peš
hoda	sprehode
hoda	sprehodi
svile	svile
svile	svila
žile	vene
žile	žile
žile	posode
žile	plovil
žile	plovila
div	velikanski
div	ogromen
div	velikan
div	orjaški
div	div
stefana	stefan
neboder	nebotičnik
ostavljajući	odhaja
ostavljajući	odhod
sredina	sredina
sredina	srednji
sredina	srednja
sredina	središče
sredina	center
sedma	sedmi
sedma	sedma
sedma	seventh
sedma	sedmo
sedma	sedmega
sharp	ostri
sharp	oster
sharp	ostra
sharp	ostro
sharp	sharp
rušenje	rušenje
glasovi	glasov
glasovi	glasovi
glasovi	glasovanja
glasovi	glasov
glasovi	glasove
glasovi	glasovi
urednici	uredniki
prostorno	prostorskih
prostorno	prostorsko
prostorno	prostorski
ljubomir	ljubomir
podnijeti	ročaj
podnijeti	uredil
podnijeti	predloži
stao	ustavil
stao	ustavljen
mason	masona
mason	mason
mirovina	upokojitev
mirovina	pokojnina
mirovina	pokojnine
mirovina	pokojnino
vatikan	vatikanu
vatikan	vatikan
pobunjenici	upornikov
pobunjenici	uporniki
parkovi	parke
parkovi	parki
parkovi	parkov
kung	kung
viridis	viridis
carice	carica
carice	cesarica
mornar	mornar
maksimir	maksimir
lucius	lucij
granate	lupine
granate	školjke
granate	granate
granate	granato
granate	granata
che	che
zahtijevao	zahteval
provoditi	uveljavi
cvijeće	rožice
cvijeće	cvetje
cvijeće	cvetovi
cvijeće	rože
kratera	kraterjev
kratera	krater
buffalo	buffalo
licence	licence
hal	hala
hal	hal
tumačenja	razlage
nacionalizam	nacionalizem
predstavljali	zastopane
predstavljali	zastopani
predstavljali	predstavljal
najbliže	najbližji
najbliže	najbližja
najbliže	najbližje
najbliže	najbliže
najbliže	najbližji
najbliže	najbližja
najbliže	najbližje
prethodna	predhodna
prethodna	prejšnja
prethodna	predhodni
prethodna	prejšnji
prethodna	predhodno
carolina	karolini
carolina	karolina
puerto	puerto
herman	herman
tursko	turška
tursko	turški
tursko	turško
benfica	benfica
seta	določa
seta	kompleti
seta	nizi
