से	от
प्रतियोगिता	състезание
प्रतियोगिता	конкурс
प्रतियोगिता	състезание
विद्युत	електроенергия
विद्युत	електричество
विद्युत	ток
विद्युत	електрически
विद्युत	електрическа
विद्युत	електрическо
विद्युत	електрически
विद्युत	електрическа
विद्युत	електрическо
विद्युत	електричество
वायु	вятърна
वायु	вятър
वायु	вятъра
वायु	air
वायु	въздуха
वायु	въздушно
वायु	въздушен
वायु	въздух
निर्भर	зависима
निर्भर	зависими
निर्भर	зависимо
निर्भर	зависим
निर्भर	контингент
आसपास	наблизо
अधिनियम	act
अधिनियम	акт
लिखे	пиши
लिखे	напишете
लिखे	пишете
रूस	русия
विजय	виджай
विजय	победа
बस	автобусът
बस	автобус
बस	бус
बस	просто
बस	само
गुरु	гуру
महाराष्ट्र	махаращра
महिलाओं	дами
महिलाओं	дамски
महिलाओं	женските
महिलाओं	женски
महिलाओं	жени
महिलाओं	жените
हमारे	нашият
हमारे	наша
हमारे	нашия
हमारे	нашата
हमारे	нашите
फ्रांस	франция
धारा	ток
धारा	текущ
धारा	текуща
धारा	текущи
धारा	настоящ
धारा	сечение
धारा	секция
धारा	раздел
धारा	поток
प्रेम	прем
प्रेम	обич
प्रेम	любов
प्रेम	любовта
प्रेम	обичам
इंजन	двигатели
इंजन	двигател
इंजन	двигатели
आंदोलन	възбуда
आंदोलन	вълнение
आंदोलन	придвижване
आंदोलन	движение
अंतरराष्ट्रीय	международно
अंतरराष्ट्रीय	международен
अंतरराष्ट्रीय	интернешънъл
अंतरराष्ट्रीय	международни
अंतरराष्ट्रीय	международна
कृष्णा	кришна
सफलता	успех
सफलता	успехи
विधान	законодателни
विधान	законодателно
विधान	законодателна
विधान	законодателен
विधान	законодателство
रासायनिक	химична
रासायनिक	химически
रासायनिक	химикал
कृष्ण	кришна
चलता	разходки
डॉलर	долари
डॉलर	долар
बच्चे	деца
बच्चे	дете
मन्दिर	темпъл
मन्दिर	храмът
मन्दिर	храм
पर्याप्त	достатъчно
पर्याप्त	адекватно
पर्याप्त	адекватни
पर्याप्त	задоволителна
पर्याप्त	адекватен
पर्याप्त	адекватна
मसीह	христос
पूजा	пуджа
पूजा	пуджа
पूजा	боготворят
भारी	тежка
भारी	тежки
भारी	тежък
भारी	тежко
पत्नी	жена
पत्नी	съпруга
पत्नी	съпругата
मान्यता	валидност
मान्यता	признание
मान्यता	признаване
मान्यता	разпознаване
इंडिया	индия
कप	чашка
कप	чаша
कप	купа
कप	къп
कपूर	капур
अत्यंत	огромен
अत्यंत	огромна
अत्यंत	огромни
अत्यंत	изключително
अत्यंत	извънредно
तरीके	начини
उचित	панаир
उचित	справедлив
उचित	справедливо
उचित	справедлива
उचित	подходящ
उचित	подходяща
उचित	уместно
उचित	подходящи
उचित	подходящо
उचित	разумна
उचित	разумно
उचित	разумни
उचित	разумен
सड़क	улица
सड़क	стрийт
सड़क	street
सड़क	улицата
सड़क	пътят
सड़क	път
सड़क	road
सड़क	пътя
रात	вечер
रात	нощ
रात	нощта
विदेशी	чужбина
विदेशी	чужди
विदेशी	чуждестранни
विदेशी	чужд
विदेशी	чужда
विदेशी	чужденец
कोशिश	опитай
कोशिश	опитайте
सूत्र	формула
सूत्र	сутра
जीव	твари
जीव	създания
जीव	същества
जीव	организъм
डिग्री	градуси
डिग्री	градуса
डिग्री	степени
डिग्री	градус
डिग्री	степен
बाल	косми
बाल	косъм
बाल	коси
बाल	косата
बाल	коса
झील	езерото
झील	лейк
झील	езеро
मामलों	случаи
यद्यपि	макар
ना	naa
स्वामी	собственик
स्वामी	притежател
स्वामी	собственика
स्वामी	свами
स्वामी	притежатели
स्वामी	собственици
स्वामी	собствениците
सिर्फ	само
सिर्फ	единствено
सिर्फ	просто
सिर्फ	само
कश्मीर	кашмир
सुविधा	съоръжение
सुविधा	особеност
सुविधा	характеристика
पिछले	предишна
पिछले	предишни
पिछले	предишен
पिछले	предишно
आयु	аю
आयु	дълголетие
आयु	възраст
आयु	възрасти
प्रचार	повишения
प्रचार	промоции
प्रचार	промоция
प्रचार	насърчаване
प्रचार	повишение
प्रचार	популяризиране
प्रचार	насърчаване
प्रचार	популяризиране
प्रचार	пропаганда
प्रशिक्षण	тренировки
प्रशिक्षण	обучение
प्रशिक्षण	тренировка
फ़रवरी	февруари
फ़रवरी	февруари
उल्लेखनीय	забележително
उल्लेखनीय	забележителен
उल्लेखनीय	забележителна
रेडियो	radio
रेडियो	радиото
रेडियो	радио
डिजाइन	дизайни
डिजाइन	проектиране
डिजाइन	дизайн
कंप्यूटर	компютър
कंप्यूटर	компютъра
कंप्यूटर	компютрите
कंप्यूटर	компютри
मंत्री	министър
मंत्री	министри
मंत्री	министрите
सम्बन्ध	взаимоотношения
सम्बन्ध	отношения
आबादी	населено
आबादी	населен
आबादी	населена
आबादी	населени
आबादी	популация
आबादी	население
तत्व	елементи
तत्व	елемент
दस	десетка
दस	ten
दस	десет
आगरा	агра
भौतिक	физическо
भौतिक	физически
भौतिक	физическа
जिन	дзин
जिन	джин
जिन	джин
आपको	си
आपको	ти
आपको	ви
सहयोग	сътрудничество
सहयोग	съдействие
सहयोग	сътрудничество
गैस	бензин
गैस	газове
गैस	газ
वी	wii
राय	становище
राय	мнение
राय	рай
राय	мнение
राय	становища
राय	мнения
राय	рой
कनाडा	канада
व्यक्तियों	лица
विश्लेषण	разбивка
विश्लेषण	срив
विश्लेषण	анализиране
विश्लेषण	анализи
विश्लेषण	анализ
विश्लेषण	analytics
विश्लेषण	анализатори
विश्लेषण	анализаторите
लक्ष्य	мишени
लक्ष्य	цели
लक्ष्य	цел
लक्ष्य	гол
लक्ष्य	целева
लक्ष्य	мишена
लक्ष्य	цел
लक्ष्य	целта
लक्ष्य	голове
लक्ष्य	цели
शासक	владетел
न्यायालय	съдът
न्यायालय	съд
न्यायालय	корт
तमिल	тамил
अधिकतर	предимно
अधिकतर	главно
मीडिया	медии
मीडिया	медия
मीडिया	медиите
जूलियन	джулиън
जूलियन	хулиан
जूलियन	джулиан
पार्क	парк
पार्क	park
पार्क	паркс
पार्क	паркове
पार्क	парковете
तट	харбър
अधिकारी	официален
अधिकारी	официално
अधिकारी	официална
अधिकारी	офицер
अधिकारी	полицай
अधिकारी	офицери
अधिकारी	полицаи
मिट्टी	глина
मिट्टी	клей
मिट्टी	кал
मिट्टी	калта
मिट्टी	тиня
मिट्टी	кални
तंत्र	система
तंत्र	системата
तंत्र	системни
सितम्बर	септември
सितम्बर	sep
सप्ताह	седмицата
सप्ताह	седмица
सप्ताह	седмици
निकट	предстояща
निकट	предстоящо
निकट	близко
निकट	близо
क्रम	ред
क्रम	поръчка
क्रम	поредица
क्रम	последователност
बनने	ставайки
भवन	изграждане
भवन	сграда
भवन	сградата
भवन	сгради
मिली	намерено
मिली	намерени
मिली	открит
मिली	намерена
मिली	намерен
ग्राम	грама
ग्राम	грам
शायद	вероятно
देख	видя
देख	вижте
देख	виж
लिंक	връзка
लिंक	линк
लिंक	връзки
पाँच	пет
निर्देशक	директорът
निर्देशक	режисьор
निर्देशक	директор
लक्षण	симптоми
लक्षण	симптомите
लक्षण	симптом
लक्षण	табели
लक्षण	признаци
लक्षण	знаци
संपर्क	контакт
संपर्क	контакти
संपर्क	контакти
वित्तीय	финансов
वित्तीय	финансова
वित्तीय	финансово
वित्तीय	финансови
गंगा	ганга
गंगा	ганг
महीने	месеца
महीने	месеци
महीने	месеците
महीने	месец
शर्मा	шарма
सुरक्षित	защитен
सुरक्षित	защитена
सुरक्षित	защитено
सुरक्षित	защитени
सुरक्षित	безопасно
सुरक्षित	безопасен
सुरक्षित	сейф
सुरक्षित	запазено
सुरक्षित	запазен
सुरक्षित	запазена
सुरक्षित	запазени
सुरक्षित	сигурна
पर्यावरण	среда
लगातार	непрекъсната
लगातार	непрекъснати
लगातार	непрекъснат
लगातार	непрекъснато
लगातार	последователно
लगातार	последователни
पद्म	падма
अत्यधिक	изключително
अत्यधिक	извънредно
भूगोल	геометрията
भूगोल	геометрия
भूगोल	глобус
भूगोल	география
मुख्यालय	седалище
मुख्यालय	щаб
मुख्यालय	щаба
मुख्यालय	централа
लिपि	азбука
लिपि	азбуката
लिपि	сценарий
लिपि	сценарии
एल्बम	албум
एल्बम	албуми
एल्बम	албумите
धन	пари
धन	парите
सॉफ्टवेयर	софтуер
योग	сума
योग	сумата
योग	sum
योग	сбор
योग	сум
योग	йога
गुजरात	гуджарат
शीर्ष	top
शीर्ष	топ
शीर्ष	върха
संस्था	институция
औद्योगिक	промишлен
औद्योगिक	индустриален
औद्योगिक	индустриални
औद्योगिक	промишлени
औद्योगिक	индустриална
प्रधान	прайм
प्रधान	шефе
प्रधान	началник
नेता	лидер
नेता	водач
नेता	ръководители
नेता	лидерите
नेता	лидери
नेता	водачи
संविधान	конституция
संविधान	конституцията
अनुमान	оцени
शीर्षक	заглавие
शीर्षक	заглавие
शीर्षक	надпис
शीर्षक	заглавия
शीर्षक	титли
शीर्षक	header
शीर्षक	заглавие
शीर्षक	дял
शीर्षक	титла
अवसर	повод
अवसर	шанс
अवसर	ченс
अवसर	възможност
अवसर	възможности
अंक	цифри
अंक	резултат
अंक	точки
प्रसाद	прасад
शोध	проучване
शोध	проучвания
शोध	изследване
शोध	изследвания
स्पेन	испания
गांधी	ганди
हमेशा	винаги
जोखिम	риск
जोखिम	риска
जोखिम	опасност
तापमान	температурата
तापमान	температура
तापमान	термометър
शाखा	клонове
शाखा	клонки
शाखा	клони
शाखा	бранч
शाखा	клон
शाखा	клонче
शाखा	клонка
प्रतीक	означения
प्रतीक	символи
प्रतीक	символ
प्रतीक	икона
प्रतीक	икони
प्रतीक	иконата
प्रतीक	емблеми
प्रतीक	икони
रायगढ़	raigad
संदर्भ	препратки
संदर्भ	препоръки
संदर्भ	позовавания
संदर्भ	рефер
संदर्भ	препратка
संदर्भ	позоваване
संदर्भ	референтни
संदर्भ	контекст
आयोजन	организиране
करीब	затваряне
करीब	близко
करीब	близо
करीब	близки
चक्र	колело
चक्र	колелото
चक्र	чакра
चक्र	цикли
चक्र	цикъл
चक्र	цикъла
प्राथमिक	първична
प्राथमिक	първични
प्राथमिक	първичен
प्राथमिक	първично
प्राथमिक	предварителна
प्राथमिक	предварителни
प्राथमिक	предварителен
गुण	атрибут
गुण	имот
गुण	собственост
गुण	имущество
गुण	свойство
गुण	имоти
गुण	свойства
गुण	атрибути
ग्रह	планета
ग्रह	планетата
ग्रह	планетите
ग्रह	планети
महल	махал
महल	крепости
महल	палас
महल	двореца
महल	дворец
महल	дворецът
महल	палат
सिद्ध	доказан
सिद्ध	доказана
सिद्ध	доказано
सिद्ध	доказани
बजाय	вместо
निधन	смърт
निधन	смъртта
बराबर	еднакво
बराबर	равно
बराबर	равни
बराबर	равен
बराबर	равно
बराबर	равни
मिनट	минути
मिनट	минути
मिनट	минута
मिनट	мин
मिनट	min
फिल्मों	филми
व्यवसाय	професия
व्यवसाय	бизнес
संरक्षण	опазване
संरक्षण	запазване
संरक्षण	съхранение
संरक्षण	опазване
संरक्षण	защита
संरक्षण	закрила
शो	покажи
शो	показване
प्रस्ताव	предложение
प्रस्ताव	предложенията
प्रस्ताव	предложения
प्रस्ताव	оферта
प्रस्ताव	офертата
प्रस्ताव	предложение
प्रस्ताव	предлагане
प्रस्ताव	предложи
रिपोर्ट	докладване
रिपोर्ट	доклад
रिपोर्ट	отчети
रिपोर्ट	доклади
अंग	орган
हिस्से	част
हिस्से	фракция
मुस्लिम	мюсюлманин
मुस्लिम	мюсюлмански
मुस्लिम	мюсюлмани
मुस्लिम	мюсюлманска
रिकॉर्ड	рекорд
रिकॉर्ड	запис
रिकॉर्ड	архиви
रिकॉर्ड	плочи
रिकॉर्ड	записи
रिकॉर्ड	регистри
सरल	прост
सरल	прости
सरल	проста
सरल	простичко
धातु	метали
धातु	metal
धातु	метъл
धातु	метал
धातु	метали
परिषद	съветът
परिषद	съвет
परिषद	съвета
परिषद	конфедерация
परिषद	конфедерацията
शारीरिक	физическо
शारीरिक	физически
शारीरिक	физическа
शारीरिक	соматични
संघर्ष	антагонизъм
संघर्ष	борба
संघर्ष	конфликт
संघर्ष	конфликти
तकनीक	тех
तकनीक	техниката
तकनीक	техника
तकनीक	технология
तकनीक	технологии
तकनीक	техники
फल	плодове
फल	плод
फल	плодове
कैसे	как
प्रकट	разкриване
प्रकट	разкрие
कार्बनिक	органични
कार्बनिक	органична
कार्बनिक	органичен
कार्बनिक	органично
शाह	шах
विवरण	описание
विवरण	детайли
विवरण	подробности
विवरण	подробност
विवरण	детайл
शादी	женитба
शादी	брака
शादी	брак
शादी	сватба
शादी	бракът
शादी	свадба
शादी	сватба
उप	sub
उप	подводница
उप	подводницата
पात्र	контейнер
वेब	web
वेब	уеб
संसद	парламента
संसद	парламентът
संसद	парламент
सन्दर्भ	препратки
सन्दर्भ	препоръки
सन्दर्भ	позовавания
सन्दर्भ	препратка
सन्दर्भ	позоваване
सन्दर्भ	референтни
सन्दर्भ	контекст
चेन्नई	ченай
परमाणु	ядрено
परमाणु	ядрен
परमाणु	ядрена
परमाणु	атомна
परमाणु	ядрени
परमाणु	молекула
परमाणु	атомна
परमाणु	атомни
परमाणु	атом
परमाणु	атома
आक्रमण	инвазия
आक्रमण	нашествие
आक्रमण	нахлуване
आक्रमण	атака
कार	автомобил
कार	кола
कार	колата
कार	автомобили
कार	коли
केरल	керала
जांच	сонда
जांच	сондата
जांच	разследването
जांच	разследван
जांच	разследване
जांच	изпитване
जांच	тест
पत्थर	каменна
पत्थर	стоун
पत्थर	камък
आठ	осем
विषयों	теми
विषयों	темите
टेनिस	тенис
पारंपरिक	традиционно
पारंपरिक	традиционен
पारंपरिक	традиционна
पारंपरिक	традиционни
अकादमी	академията
अकादमी	академия
सतह	повърхност
सतह	повърхността
देव	дев
देव	deo
आचार्य	ачария
युक्त	украйна
अभियान	кампании
अभियान	кампаниите
अभियान	кампанията
अभियान	кампания
घोषित	обявени
घोषित	обявено
घोषित	обявена
घोषित	обявен
घोषित	декларирани
घोषित	деклариране
घोषित	обяви
घोषित	декларира
घोषित	обявена
घोषित	обявен
घोषित	обяви
घोषित	обявени
घोषित	обявено
लिखी	писмено
लिखी	написана
लिखी	написано
लिखी	писмен
लिखी	писмена
सिस्टम	система
सिस्टम	системата
सिस्टम	системни
सिस्टम	системи
किनारे	ъгли
किनारे	ръбове
किनारे	краища
किनारे	ръба
किनारे	ръб
कार्बन	въглероден
कार्बन	въглерод
प्रतिक्रिया	реакция
प्रतिक्रिया	реагира
प्रतिक्रिया	реактивни
प्रतिक्रिया	реакция
प्रतिक्रिया	отговор
प्रतिक्रिया	повлияване
गणित	математика
गणित	математика
गणित	математик
गणित	аритметика
गणित	математика
मौत	смърт
मौत	смъртта
विवाद	спорове
विवाद	спор
विवाद	противоречия
विवाद	спорове
विवाद	споровете
विवाद	спор
विवाद	спорът
अली	али
ग्रहण	затъмнение
ग्रहण	затъмнението
तकनीकी	технически
तकनीकी	техническа
तकनीकी	техническо
माँ	майки
माँ	майките
माँ	маа
माँ	мамо
माँ	мама
माँ	майка
माँ	майко
विष्णु	вишну
मैदान	равнините
मैदान	равнини
मैदान	равнина
मैदान	plain
मैदान	терена
मैदान	терен
मैदान	терени
मैदान	майдан
मैदान	земя
विमान	авиация
विमान	авиационна
विमान	авиацията
विमान	въздухоплаване
विमान	вс
विमान	самолети
विमान	самолет
सक्षम	включено
सक्षम	включена
सक्षम	способно
सक्षम	способен
सक्षम	способна
सक्षम	способни
वातावरण	среда
वातावरण	атмосфера
लागत	разход
लागत	цена
लागत	разходи
लागत	разходи
सीधे	директно
सीधे	пряко
प्रेस	преса
प्रेस	натиснете
प्रेस	натисни
प्रेस	пресата
रोमन	римски
रोमन	римлянин
रोमन	роман
रोमन	римска
मील	майл
मील	километър
मील	миля
मील	майлс
मील	мили
मील	километри
लोकसभा	парламента
लोकसभा	парламентът
लोकसभा	парламент
अज्ञात	непозната
अज्ञात	неизвестен
अज्ञात	неизвестни
अज्ञात	неизвестно
अज्ञात	непознат
अज्ञात	неизвестна
अज्ञात	анонимни
अज्ञात	анонимна
अज्ञात	анонимен
अज्ञात	анонимно
रेखा	реплика
रेखा	линия
पार	крос
पार	кръст
पार	кръста
लेखन	писания
लेखन	пиша
लेखन	писане
सेंट	цента
बोली	наддаване
बोली	кандидатурата
नष्ट	унищожени
नष्ट	унищожена
नष्ट	разрушени
नष्ट	унищожен
नष्ट	унищожено
नष्ट	разрушава
नष्ट	унищожава
नष्ट	унищожаване
नष्ट	унищожи
परंपरा	традицията
परंपरा	традиция
परंपरा	традиции
राशि	сума
राशि	количество
दृष्टिकोण	подход
भाव	емоциите
भाव	емоции
भाव	жест
भाव	разум
हवा	бриз
हवा	вятърна
हवा	вятър
हवा	вятъра
पाठ	текст
पाठ	рецитиране
वैदिक	ведическа
गठन	рамки
गठन	кадър
गठन	рамка
गठन	образуване
गठन	формиране
गठन	формация
नागरिक	гражданско
नागरिक	граждански
नागरिक	гражданска
नागरिक	гражданин
अस्तित्व	съществуването
अस्तित्व	съществуване
अस्तित्व	преживяемост
अस्तित्व	оцеляване
अस्तित्व	оцеляването
अस्तित्व	екзистенциални
गंभीर	сериозен
गंभीर	сериозно
गंभीर	сериозни
गंभीर	сериозна
गंभीर	критичен
गंभीर	критично
गंभीर	критична
गंभीर	критични
समझ	разбирателство
समझ	разбиране
किस	кис
किस	целувка
प्रशासन	администриране
प्रशासन	администрация
आदेश	мандат
आदेश	разпореждане
आदेश	ред
आदेश	поръчка
आदेश	нареждания
आदेश	заповеди
आदेश	поръчки
सैन्य	военно
सैन्य	военен
सैन्य	военна
सैन्य	военни
अंदर	вътрешно
अंदर	вътре
अंदर	закрито
छह	шестима
छह	шест
ग्रन्थ	текстове
भाषाएँ	езиците
भाषाएँ	езици
भुगतान	изплащане
भुगतान	заплащане
भुगतान	плащане
भुगतान	плащания
उनसे	ги
उनसे	тях
ध्वनि	звук
ध्वनि	звука
ध्वनि	звуци
ध्वनि	звучи
निवास	пребиваване
निवास	резиденция
निवास	жилища
अरबी	арабски
अरबी	арабска
हत्या	покушение
हत्या	атентат
हत्या	убийство
हत्या	убийства
हत्या	убийство
हत्या	убиване
हत्या	убивам
हत्या	убие
हत्या	убивай
दिखाया	показано
दिखाया	показан
दिखाया	показа
पवित्र	свято
पवित्र	свети
पवित्र	свята
पवित्र	свято
पवित्र	свещено
पवित्र	свещена
पवित्र	свещени
पवित्र	свещен
विभाजित	разделена
विभाजित	разделено
विभाजित	разделени
विभाजित	разделен
विभाजित	разделим
विभाजित	разделен
विभाजित	сплит
विभाजित	разделяне
इकाई	звена
इकाई	единици
इकाई	поделение
इकाई	единица
अम्ल	киселина
आए	дойде
प्रबंधक	управител
प्रबंधक	мениджър
प्रबंधक	мениджъри
प्रबंधक	управители
वही	същият
वही	същата
वही	същото
संग्रहालय	музеите
संग्रहालय	музеи
संग्रहालय	музей
जीता	печели
जीता	уон
जीता	спечели
मुद्रा	валута
मुद्रा	поза
मुद्रा	пари
मुद्रा	парите
मतलब	означава
युवा	младежта
युवा	младост
युवा	младеж
युवा	младостта
युवा	младежи
युवा	млада
युवा	младо
युवा	млади
युवा	йънг
युवा	млад
शहरों	градове
शहरों	градовете
अंतरिक्ष	пространство
अंतरिक्ष	космос
अंतरिक्ष	космоса
संचार	комуникация
संचार	общуване
संचार	съобщаване
संचार	комуникации
संचार	комуникации
प्रसारण	излъчване
प्रसारण	предавания
प्रसारण	излъчване
प्रसारण	излъчването
फुटबॉल	футбол
फुटबॉल	футболен
नियमित	редовно
नियमित	редовен
नियमित	редовни
नियमित	редовна
व्याख्या	забележка
व्याख्या	бележка
व्याख्या	тълкуване
व्याख्या	интерпретация
व्याख्या	обяснения
व्याख्या	обяснение
व्याख्या	разяснения
शेष	остатък
शेष	оставащи
शेष	оставащите
शेष	ляво
शेष	ляв
शेष	наляво
दावा	иск
दावा	твърдение
दावा	претенция
दावा	твърди
दावा	искове
दावा	твърдения
दावा	вземания
दावा	претенции
मोबाइल	мобилни
मोबाइल	мобилен
मोबाइल	мобилно
मोबाइल	мобилна
संभावना	шансове
संभावना	вероятност
दिवस	денят
दिवस	ден
विधायक	законодатели
विधायक	законодателите
विधायक	законодател
तर्क	спор
तर्क	аргументи
तर्क	аргумент
तर्क	разсъждение
तर्क	логически
तर्क	логика
आपके	вашият
आपके	твоят
आपके	твоя
आपके	твоята
विरुद्ध	срещу
विरुद्ध	против
परीक्षा	изпитване
परीक्षा	тест
परीक्षा	разглеждане
परीक्षा	изследване
परीक्षा	изпит
परीक्षा	изпит
परीक्षा	изпити
पाई	баница
पाई	пай
महाभारत	маханади
महाभारत	махабхарата
खाद्य	ядливи
भविष्य	бъдеще
भविष्य	бъдещ
भविष्य	бъдещи
भविष्य	бъдещето
भविष्य	бъдеща
बिक्री	продажби
बिक्री	продажбите
बिक्री	разпродажба
बिक्री	продажба
इंटरनेट	интернет
कर्नाटक	карнатака
सम्मेलन	конференция
सम्मेलन	конвенция
सम्मेलन	конгрес
रानी	кралицата
रानी	царица
रानी	кралица
सिटी	град
सिटी	градът
सिटी	сити
सिटी	city
अच्छे	добър
अच्छे	добро
अच्छे	добре
तुम	си
तुम	ти
तुम	ви
सिर	главата
सिर	глава
दबाव	напрежение
दबाव	натиск
दबाव	налягане
बोर्ड	дъски
बोर्ड	дъска
बोर्ड	борд
बोर्ड	борда
ख़ान	кхан
ख़ान	хан
ख़ान	кан
ख़ान	ханство
नियुक्त	назначава
नियुक्त	назначи
नियुक्त	наета
नियुक्त	наети
नियुक्त	нает
नियुक्त	назначени
नियुक्त	назначена
नियुक्त	назначен
फरवरी	февруари
फरवरी	февруари
नेशनल	национална
नेशनल	национални
नेशनल	национален
नेशनल	национално
उर्दू	урду
संसार	свят
संसार	света
संसार	светове
कोलकाता	колката
प्रतिनिधित्व	представителство
प्रतिनिधित्व	делегиран
प्रतिनिधित्व	делегирани
विचारों	идеи
पुरालेख	епиграф
प्रेरित	вдъхновен
प्रेरित	вдъхновена
प्रेरित	вдъхнови
प्रेरित	вдъхновени
प्रेरित	мотивиран
प्रेरित	мотивирани
प्रेरित	мотивирано
समारोह	церемония
समारोह	церемонията
मस्तिष्क	мозъчен
मस्तिष्क	мозък
मस्तिष्क	мозъка
घरेलू	домашен
घरेलू	домашна
घरेलू	домашни
जेम्स	джеймс
प्रायः	обикновенно
प्रायः	обикновено
प्रायः	често
मौसम	сезоните
मौसम	сезони
मौसम	времето
मौसम	сезон
मौसम	сезона
अर्थात्	означава
भावना	емоция
भावना	емоции
भावना	емоцията
भावना	сантименталност
भावना	чувство
भावना	усещане
भावना	дух
गुणवत्ता	качество
गुणवत्ता	качеството
छात्र	студентка
छात्र	ученик
छात्र	ученичка
छात्र	студент
खाना	храни
खाना	храна
मिले	намерено
मिले	намерени
मिले	открит
मिले	намерена
मिले	намерен
मिले	срещна
मिले	мет
कैंसर	рак
कैंसर	ракът
इटली	италия
सिद्धान्त	принципи
सिद्धान्त	теорията
सिद्धान्त	теория
विरोधी	раздвоен
विरोधी	враждебна
विरोधी	враждебни
विरोधी	враждебност
विरोधी	враждебно
विरोधी	враждебен
विरोधी	антагонист
विरोधी	антагонисти
विरोधी	противоположностите
राजवंश	династия
राजवंश	династията
संक्रमण	преход
संक्रमण	заразяване
संक्रमण	инфекция
घाटी	долината
घाटी	долина
घाटी	вали
नियंत्रित	контролирана
नियंत्रित	контролиран
नियंत्रित	контролирани
नियंत्रित	контролирано
विलियम	уилям
विविध	разнообразни
विविध	различни
विविध	разнообразни
विविध	разни
विकल्प	алтернативи
विकल्प	възможности
विकल्प	настройки
विकल्प	опции
विकल्प	опция
विकल्प	вариант
उद्यान	парк
उद्यान	park
होगी	уил
पशु	животни
पशु	животните
पशु	животното
पशु	животно
पशु	животни
पशु	животинска
पशु	животински
ज्यादातर	предимно
ज्यादातर	главно
ईसाई	кристиан
ईसाई	кристиян
ईसाई	крисчън
ईसाई	християнин
प्रमाण	доказателство
प्रमाण	улики
प्रमाण	доказателства
प्रमाण	доказателство
प्रमाण	доказателството
प्रमाण	доказване
प्रमाण	доказателства
याद	запомни
याद	помни
कंपनियों	дружества
कंपनियों	фирми
कंपनियों	компании
मानसिक	екстрасенс
मानसिक	медиум
मानसिक	ясновидец
मानसिक	психично
मानसिक	душевно
मानसिक	психични
मानसिक	психичното
मानसिक	умствена
मानसिक	психически
मानसिक	душевно
मानसिक	мислено
मानसिक	умствено
रसायन	химична
रसायन	химически
रसायन	химикал
रसायन	химикали
रसायन	химия
क्षेत्रफल	зона
क्षेत्रफल	площ
क्षेत्रफल	област
क्षेत्रफल	район
प्रभावी	ефективна
प्रभावी	ефективен
प्रभावी	ефективни
प्रभावी	ефикасно
प्रभावी	ефективно
विज्ञापन	рекламен
विज्ञापन	реклами
विज्ञापन	реклама
विज्ञापन	обява
विज्ञापन	реклама
विज्ञापन	рекламират
विज्ञापन	реклами
ईश्वर	господ
ईश्वर	бог
आसानी	лекота
अमरीका	америка
शिकार	плячка
शिकार	ловен
शिकार	лов
शिकार	жертва
शिकार	жертвата
शिकार	жертви
रोगी	пациентът
रोगी	пациентка
रोगी	търпелив
रोगी	пациент
रूसी	руснак
रूसी	руски
रूसी	руснаци
रूसी	руска
रूसी	руско
क्रांति	революция
अधीन	под
गुप्त	гупта
गुप्त	секретно
गुप्त	тайна
गुप्त	таен
गुप्त	тайната
गुप्त	тайно
गुप्त	кодирани
गुप्त	инкогнито
मंडल	мандала
ब्राह्मण	брамин
ब्राह्मण	брахман
माने	мане
माने	грива
हृदय	сърдечни
हृदय	сърдечен
हृदय	сърдечна
हृदय	сърце
हृदय	сърцето
आयोग	комисии
आयोग	комисионна
आयोग	комисия
हिंदू	хинду
शुद्ध	чисто
शुद्ध	чист
शुद्ध	чиста
तीसरे	трети
तीसरे	трета
तीसरे	трето
चर्च	църкви
चर्च	църквите
चर्च	църква
चर्च	чърч
चर्च	църквата
अपेक्षा	очакване
अपेक्षा	очаквания
कार्यालय	работа
कार्यालय	труд
कार्यालय	работи
कार्यालय	офиси
कार्यालय	офисите
कार्यालय	кабинет
कार्यालय	офисът
कार्यालय	офис
कार्यालय	офиса
परिवहन	транспорт
परिवहन	транспортиране
परिवहन	превоз
परिवहन	транспорт
परिवहन	превоз
परिवहन	транспортиране
स्टार	звезден
स्टार	звезда
वर्षा	валежи
वर्षा	рейн
वर्षा	дъжд
जनरल	обща
जनरल	общи
जनरल	генерал
संदेश	послание
संदेश	съобщение
संदेश	съобщението
संदेश	послания
संदेश	съобщения
मार	убие
मार	убивай
मार	убий
परिचय	въведение
परिचय	въвеждане
परिचय	относно
परिचय	въведение
परिचय	интро
उत्पत्ति	произход
उत्पत्ति	битие
देवता	божество
सोवियत	съветска
सोवियत	съветски
