और	và
लोगो	logo
माह	tháng
माह	tháng
काशी	kashi
सलाह	khuyên
सलाह	salah
सलाह	khuyên
आहार	diêt
गिरजाघर	thờ
गृह	nhà
छवि	nh
छवि	hình
छवि	ảnh
जातियों	xáo
मध्यम	vừa
मध्यम	medium
मध्यम	trung
द्रव	liquid
द्रव	lỏng
जोर	loud
हमारी	plr
विपणन	marketing
वाक्य	câu
वाक्य	câu
डाटा	dữ
अनुरूप	hợp
ध्वज	banner
ध्वज	cờ
ध्वज	cờ
ध्वज	luxembourg
पुल	bridges
पुल	cầu
पुल	cầu
मोहन	mohan
विद्या	vidya
डाल	cast
डाल	fling
फीट	feet
फीट	chân
फीट	mét
पुस्तकें	sách
बहन	sis
बहन	chị
बहन	chị
हल	cày
हल	hull
हल	cày
मास	mas
मास	nhái
मास	mass
पॉल	paul
तारों	star
तारों	stars
करेगा	will
करेगा	sẽ
करेगा	muốn
अधिकारों	quyền
साक्षात्कार	phỏng
काउंटी	quận
काउंटी	hạt
काउंटी	cowboy
सुबह	sáng
हाई	cao
मालिक	hữu
फैला	tán
फैला	tràn
जंगल	rừng
जंगल	jungle
जंगल	rừng
पैर	feet
पैर	chân
पैर	mét
पैर	foot
पैर	bộ
पैर	chân
पैर	xương
पैर	chân
कोरिया	korea
कोरिया	hàn
बालक	con
बीबीसी	bbc
सैनिकों	binh
सैनिकों	saini
मुगल	mughal
सेवन	intake
मौलिक	gốc
मौलिक	tác
अमरीकी	american
अमरीकी	mỹ
बेटे	trai
बेटे	nhi
बेटे	son
कोर्ट	triều
ओपन	download
ओपन	mở
ओपन	má
आवाज	volume
आवाज	voice
आवाज	giọng
रोम	phòng
रोम	rome
रोम	roma
मनोरंजन	entertainment
विलय	trộn
दीवार	wall
दीवार	tường
उत्कृष्ट	đan
सकारात्मक	dương
संभवतः	chu
महात्मा	mahatma
कैलिफोर्निया	california
सरस्वती	sarasvati
सरस्वती	saraswati
रॉबर्ट	robert
वर्ण	varma
वर्ण	sắc
वर्ण	huế
किताब	sách
आपकी	của
रचनाओं	creations
जय	jaya
जय	bum
जय	jay
नायक	heroes
नायक	hero
नायक	hùng
नायक	hoàn
प्रतिनिधि	delegate
आपका	của
भारती	bharati
रास्ते	đường
फैसला	faisalabad
कीमत	price
कीमत	giá
प्रतिमा	tượng
बेटी	gái
मुश्किल	khan
मुश्किल	mẫn
मुश्किल	cứng
मुश्किल	khó
मुश्किल	khổ
मुश्किल	đắng
मुश्किल	khó
परस्पर	chung
पंडित	pandit
तनाव	stress
तनाव	toan
बैठक	họp
वाराणसी	varanasi
जल्द	sớm
जल्द	sắp
मुम्बई	mumbai
हॉल	vắng
हॉल	lang
हॉल	sảnh
हॉल	hall
किंग	king
किंग	guy
किंग	vua
पेरिस	paris
टाइम्स	lần
टाइम्स	times
जवाब	tời
बंदरगाह	cảng
बंदरगाह	cổng
बंदरगाह	port
ग्रुप	group
ग्रुप	nhóm
शून्य	zero
जैविक	organic
भक्ति	bhakti
आश्रम	hospice
आश्रम	ashram
हानि	perdition
आरंभिक	beginner
कण	hạt
कण	hạt
नैतिक	đạo
रॉयल	royal
पुरी	puri
शिखर	pinnacle
शिखर	peak
धरती	đất
नेहरू	nehru
लैटिन	latin
जाँच	test
जाँच	thử
जाँच	tra
सुन्दर	xinh
देखी	thấy
देखी	cưa
देर	sen
देर	trễ
देर	khuya
देर	muộn
आध्यात्मिक	linh
साइट	website
साइट	site
साइट	sites
यहूदी	hebrew
यहूदी	yiddish
तरीका	đường
मुक्ति	salvation
मुक्ति	mukti
प्रजनन	fertility
बॉक्स	hộp
बॉक्स	box
बॉक्स	bốc
बॉक्स	hộp
श्रेय	credit
श्रेय	gmail
स्टेट	bang
ठाकुर	thakur
वेल्स	wales
समकालीन	contemporary
शुक्ल	shukla
गुना	gấp
गुना	guna
प्रारूप	nháp
प्रारूप	format
एक्सप्रेस	express
वजन	cân
चोट	đau
चोट	hại
चोट	thương
हरा	lục
हरा	grenada
प्रवृत्ति	trend
रुचि	vốn
रुचि	lãi
आर्य	aryan
परत	layer
परत	lớp
मछली	tơ
मछली	cá
मछली	tơ
आसान	nhẹ
यान	yến
यान	yan
यान	nhan
कक्ष	phòng
कक्ष	cell
कक्ष	vẹn
कक्ष	phòng
यौन	sex
मशहूर	nổi
विकेट	wicket
राव	rao
पाठ्यक्रम	hải
वेस्ट	tây
गवर्नर	đốc
न्यूनतम	phút
न्यूनतम	min
प्रतिभा	genius
प्रतिभा	tài
प्रशंसा	khen
उत्सव	festival
उत्सव	jamboree
उत्सव	lễ
पुणे	pune
सालों	chèo
सालों	năm
खनिज	khoáng
खनिज	fossil
लम्बी	lâu
लम्बी	dài
लम्बी	long
बुद्धि	pet
विषाणु	virus
विषाणु	virut
फ्रांसीसी	pháp
कठोर	cứng
कठोर	khó
कठोर	khổ
कठोर	đắng
कठोर	nặng
घटक	composite
ऑस्ट्रेलियाई	aussie
दुर्ग	durg
संहिता	code
संहिता	mã
संहिता	samhita
काल्पनिक	fantasy
प्रजाति	loài
चौधरी	choudhary
चौधरी	chaudhary
बातें	điều
नदियाँ	sông
नदियाँ	rivers
कृति	phẩm
सैन	san
अग्नि	lửa
अग्नि	cháy
अग्नि	lứa
अग्नि	agni
ग्रेट	tuyệt
कोश	kosh
आयरलैंड	iceland
आयरलैंड	ireland
दर्जा	rang
दर्जा	rank
असफल	fail
असफल	mài
चन्द्र	chandra
चन्द्र	nen
चन्द्र	nguyệt
चन्द्र	trăng
चन्द्र	moon
गाँधी	gandhinagar
गाँधी	gandhi
अनुप्रयोग	syndication
बचने	tránh
सोने	vàng
सोने	gold
आवास	nhà
आवास	lodging
आवास	lodge
ज़िला	huyện
खड़े	đứng
द्रव्यमान	nhái
द्रव्यमान	mass
लाइव	sống
लाइव	live
आकृति	hình
आकृति	form
कल्याण	kalyan
करेंगे	will
करेंगे	sẽ
करेंगे	muốn
जाय	nutmeg
मुंगेर	munger
पीटर	peter
पीटर	phêrô
खराब	xấu
खराब	bad
खराब	kém
खराब	khiếp
खराब	tệ
एलबम	album
एलबम	album
एलबम	albums
संवाद	thoại
संवाद	thoại
प्रीमियर	premiere
प्रीमियर	premier
चित्रित	sơn
पेट	bụng
पेट	bụng
मोहम्मद	mohamed
फसल	crop
फसल	cắt
फसल	xén
दोस्त	buddy
दोस्त	bạn
दोस्त	hiền
वापसी	comeback
सूरज	nắng
सूरज	cn
सेन	sen
छः	six
छः	sáu
लंबा	cao
लंबा	lâu
लंबा	dài
लंबा	long
विशेषज्ञ	chuyên
नौकरी	nghề
नौकरी	việc
आकाश	trời
आकाश	sky
तिब्बत	tibet
बचाव	cọc
बचाव	hedge
बचाव	cứu
ईरानी	irani
ईरानी	iran
सिंगापुर	singapore
मादा	nữ
खरीद	mua
उत्सर्जन	excretion
दोष	trách
अवतार	kiếp
अवतार	thịnh
अवतार	avatar
हाथी	voi
युगल	couples
युगल	đôi
युगल	cặp
युगल	couple
युगल	đôi
टीका	commentaries
टीका	vaccine
रिलीज	release
रिलीज	nhả
अदालत	triều
इस्पात	thép
झारखंड	jharkhand
सुपर	super
सुपर	siêu
जंगली	wild
जंगली	hoang
जंगली	savage
जंगली	haggard
आर्ट	art
शनि	saturn
शनि	ngồi
शनि	sat
श्वेत	trắng
श्वेत	white
श्वेत	bạch
नमक	muối
बातों	điều
बिलियन	tỷ
बिलियन	tỉ
एकीकृत	integrated
पत्रकार	khmer
वस्त्र	dệt
वस्त्र	dệt
जानवरों	vật
आपस	usurp
आगमन	đến
कन्या	virgo
शास्त्री	sastri
शास्त्री	shastri
लम्बे	lambe
पर्व	festival
पर्व	fiesta
साफ	xoã
साफ	cai
साफ	sạch
गरम	ấm
प्रतिरोध	vây
प्रतिरोध	cự
सदा	luôn
डिस्क	đĩa
डिस्क	đĩa
खड़ा	đứng
खड़ा	dọc
खड़ा	dọc
पोस्ट	đăng
मेला	mela
मेला	fair
वायरस	virus
वायरस	virut
रिचर्ड	richard
सिख	sikh
मगर	trừ
मगर	nhưng
महीनों	tháng
सेल	cell
मुख	miệng
मुख	mồm
सीज़न	mùa
सीज़न	seasons
पाठक	reader
नाथ	nath
आनन्द	joy
उन्नत	thiệp
सर्वर	observer
सर्वर	phục
सर्वर	server
पीड़ित	khổ
श्रेणियों	guild
राजकुमार	rajkumar
राजकुमार	hoàng
राजकुमार	prince
उम्मीद	mong
उम्मीद	mong
उम्मीद	xoa
मास्टर्स	masters
वरिष्ठ	sr
वरिष्ठ	senior
स्कॉटलैंड	scotland
विकिरण	xạ
बदला	thù
बदला	thưởng
कलकत्ता	calcutta
काला	đen
पंक्ति	line
पंक्ति	dòng
पंक्ति	hàng
पंक्ति	hàng
ओलंपिक	olympic
ओलंपिक	olympics
मथुरा	mathura
बर्फ	tuyết
बर्फ	snow
बर्फ	băng
बर्फ	đá
बर्फ	is
शिशु	bé
शिशु	babies
मार्क	mác
मार्क	mark
मार्क	marc
ब्रह्म	brahman
ब्रह्म	brahma
ट्रैक	vết
ट्रैक	rãnh
ट्रैक	vết
ट्रैक	rãnh
गर्मी	summer
गर्मी	hè
गर्मी	nhiệt
मैन	người
मैन	man
स्रोतों	fountains
कोण	góc
ईस्ट	đông
अफ्रीकी	afrikaans
खतरा	nguy
चिंता	lo
मोटे	béo
मोटे	mập
मोटे	fat
घरों	nhà
घरों	nhà
मार्शल	marshall
उदय	rise
उदय	uday
पहुंचा	đa
मेक्सिको	mexico
बिग	lớn
बिग	to
बिग	đúc
बिग	đại
बिग	big
बिग	bigg
प्रार्थना	đậu
प्रार्थना	nguyện
लाहौर	lahore
बम	bam
बम	bomb
बम	bom
बम	bom
आदिवासी	tribal
हैरी	harry
देहरादून	dehradun
पंचायत	panchayat
दुर्घटना	nạn
उपनाम	nick
उपनाम	nickname
घायल	thương
सहारा	sahara
चेतना	consciousness
सारा	sarah
सारा	sara
पट्टी	bar
पट्टी	patti
गोवा	goa
रास्ता	đường
रास्ता	rasta
सोच	nghĩ
टाटा	tata
पृष्ठभूमि	backgrounds
पृष्ठभूमि	nền
पृष्ठभूमि	background
टन	tấn
टन	tấn
दर्शनीय	scenic
ऋतु	mùa
ऋतु	season
शाम	tối
मार्टिन	martin
नामकरण	christening
किसान	quê
पतन	relapse
पतन	sập
पतन	sáp
पतन	rơi
पतन	sút
पतन	ngã
स्वाभाविक	chích
जोधपुर	jodhpur
स्नान	tắm
स्नान	bad
स्नान	bath
स्नान	tắm
सफ़ेद	trắng
सफ़ेद	white
सफ़ेद	bạch
हरे	lepus
हरे	hare
सोलहवीं	sixteenth
फ़ाइल	tệp
फ़ाइल	tệp
फ़ाइल	file
पक्षियों	chim
गोली	phát
गोली	bắn
गोली	pil
गोली	viên
आयुर्वेद	ayurveda
एकता	unity
मतदान	bầu
नेपाली	nepal
नील	chàm
पृष्ठों	trang
दुर्लभ	hiếm
उपनिषदों	upanishads
चावल	gạo
चावल	cơm
गहरा	dark
गहरा	tối
गहरा	deep
गहरा	sâu
गहरा	darker
बारह	twelve
यादव	yadav
खड़ी	đứng
लड़की	chick
लड़की	girl
लड़की	gái
अपनाया	nuôi
हुसैन	hussain
भट्ट	furnace
भट्ट	bhatt
सुख	sướng
निहित	ngầm
अहमद	ahmed
अहमद	ahmad
वर्गीकृत	assorted
लॉस	los
आकर्षक	duyên
संतुलन	equilibrium
यमुना	yamuna
स्क्रीन	bày
पकड़	grip
पकड़	grep
पकड़	giựt
पथ	banner
शिक्षक	thầy
नोट	note
पेज	page
पेज	trang
पेज	trang
सजा	câu
सजा	whipping
परम	bast
परम	ultimate
गिर	gir
गिर	sáp
गिर	rơi
गिर	sút
गिर	ngã
अर्जित	vung
अमर	immortal
अमर	amar
खुला	download
खुला	mở
खुला	má
बनती	banti
नकारात्मक	âm
नकारात्मक	ám
वक्त	gian
वक्त	thời
समृद्ध	vương
समृद्ध	giàu
समृद्ध	rich
प्रताप	pratap
बांग्ला	bangla
बहादुर	bahadur
गौरव	ngạo
गौरव	vinh
स्लैम	slam
ऑक्सीजन	ôxi
ऑक्सीजन	oxygen
ऑक्सीजन	oxy
ऑक्सीजन	ôxy
टैग	tag
टैग	thẻ
टैग	thẻ
टैग	tags
जोड़ी	cặp
जोड़ी	ghép
जोड़ी	đôi
जोड़ी	cặp
जोड़ी	couple
जोड़ी	đôi
समाप्ति	end
समाप्ति	kết
व्यापारी	buôn
व्यापारी	buôn
पूंजी	vốn
मद्रास	madras
पड़े	nghi
संगम	confluence
संगम	sangam
चार्ट	chart
गरीब	nghèo
गरीब	nghiệp
औषधि	thuốc
औषधि	herb
मांस	thịt
बिन्दु	chấm
बिन्दु	dot
बिन्दु	beat
बिन्दु	chấm
बिन्दु	điểm
पराजित	bại
बहु	nhiều
बहु	poly
कप्तान	trưởng
रानीखेत	ranikhet
जिब्राल्टर	gibraltar
खूबसूरत	đẹp
संयंत्र	gieo
संयंत्र	trồng
संयंत्र	cấy
अकेले	độc
किशोर	teens
अणु	hạt
अणु	nguyên
अणु	atom
ब्लू	xanh
ब्लू	blues
क्रेडिट	credit
क्रेडिट	gmail
द्वीपसमूह	archipelago
द्वीपसमूह	đảo
स्कोर	điểm
स्कोर	điểm
गुजराती	gujarati
चेतावनी	cảnh
गोत्र	clan
गोत्र	tộc
दंड	penalty
दंड	phạt
दंड	phạt
हिट	trúng
हिट	đánh
पढ़ाई	học
जैक	bồi
जैक	jack
पहाड़	núi
बांध	dam
बांध	đập
बांध	pier
मठ	matha
आउट	ra
आउट	tứ
गिटार	guitar
गिटार	ghita
जोशी	joshi
लोहे	sắt
कवर	bìa
कवर	cover
कवर	che
कवर	covers
अस्थायी	temp
कमल	lotus
कमल	kamal
नागरिकों	open
नागरिकों	nationals
प्रमाणित	certified
एसिड	axit
एसिड	acid
एसिड	axít
बुक	sách
हथियार	khí
हथियार	súng
हथियार	khí
माप	đo
थॉमस	thomas
कानपुर	kanpur
एडवर्ड	edward
कागज	giấy
कागज	trát
चुनौती	thạch
चुनौती	thách
ओलम्पिक	olympic
गणेश	ganesh
गणेश	ganesha
वसा	fats
वसा	béo
वसा	mập
वसा	fat
पाता	xạo
कमजोर	yếu
कमजोर	nhược
नजर	eye
नजर	mắt
सीधा	thẳng
सीधा	sảnh
सीधा	direct
सीधा	trực
सृष्टि	tạo
ग्रीन	lục
स्वस्थ	healthy
भागीदारी	tooltip
स्टॉक	kho
मर	chết
बच्चन	bachchan
गहरी	deep
गहरी	sâu
लिंक्स	xích
लिंक्स	links
लिंक्स	lynx
विस्फोट	nổ
जावा	java
हॉकी	hockey
सोडियम	natri
घास	lawn
घास	cỏ
नामांकित	nominees
ज्वालामुखी	volcanoes
बैंकों	banks
सुल्तान	sultan
सिविल	civil
शेर	lions
शेर	lion
शेर	sher
हनुमान	hanuman
असामान्य	abnormal
कमरे	phòng
कमरे	phòng
मंत्र	mantra
स्वाद	nếm
स्वाद	hương
विद्यार्थी	bmi
पेय	uống
पेय	ly
पेय	uống
चक	chak
चक	chuck
गौतम	gautama
गौतम	gautam
लक्ष्मी	lakshmi
तार	dây
तार	chuỗi
तार	strings
मनोज	manoj
पृथक	reel
पृथक	isolated
पृथक	skill
ओम	ohm
डर	sợ
करियर	nghiệp
शुक्र	fri
शुक्र	venus
जानवर	beast
जानवर	tã
जानवर	vật
जानवर	vật
आना	ana
चेहरे	mặt
चेहरे	face
चेहरे	mặt
चरम	extreme
केन्द्रित	giữa
कर्ण	karna
सरदार	sardar
निर्यात	xuất
स्मिथ	smith
गाड़ी	car
गाड़ी	xe
उड़ीसा	orissa
भर्ती	tuyển
स्तंभ	khe
स्तंभ	cột
स्तंभ	cột
कार्यकाल	tiếng
कार्यकाल	giờ
ताल	đánh
ताल	phật
आजादी	do
मलेशिया	malaysia
अंडे	trứng
बनाम	versus
बनाम	vs
गुफा	cave
गुफा	hang
साहब	sếp
महाकाव्य	huyền
प्लास्टिक	nhựa
प्लास्टिक	nhựa
प्लास्टिक	plastic
प्रकरण	tập
प्रकरण	episode
मुनि	muni
ब्रह्मा	brahman
ब्रह्मा	brahma
पूर्णिमा	purnima
वयस्क	mature
ब्लॉक	chặn
ब्लॉक	khối
ब्लॉक	block
ब्लॉक	chặn
प्लेट	đĩa
प्लेट	dĩa
मुसलमान	muslim
प्रचलन	vogue
स्वीकृति	swat
पटेल	patel
पीने	nhậu
पीने	uống
असली	real
असली	thực
असली	thật
असली	thiệt
असली	gốc
असली	tác
पैसे	tiền
पैसे	tien
उद्यम	entrepreneurship
उद्यम	enterprise
शुष्क	lau
शुष्क	khô
शुष्क	husky
शुरुआती	beginner
मेट्रो	metro
गर्मियों	summer
गर्मियों	hè
गाय	kua
गाय	bò
महादेव	mahanadi
खाली	rỗng
खाली	trống
खाली	trống
खाली	blank
वर्तनी	spell
किसानों	nông
प्रतिष्ठा	đồn
हार्ट	hart
चाय	trà
चाय	tea
छत	rooftop
छत	mái
छत	tèo
छत	trần
होली	holly
मारा	mara
प्रवासी	expatriate
माइक्रोसॉफ्ट	microsoft
आवाज़	vol
आवाज़	volume
आवाज़	voice
आवाज़	giọng
चाल	trick
चाल	bịp
चाल	lừa
चाल	dời
चाल	chuyển
चाल	moves
गीता	gita
गीता	geeta
कोलंबिया	columbia
कोलंबिया	colombia
देशी	vernacular
देशी	native
दुर्गा	durga
रथ	ratha
रहें	stay
ध्रुव	cực
ध्रुव	pole
ध्रुव	cột
भोपाल	bhopal
ड्राइव	chạy
ड्राइव	cán
कोर	lõi
कोर	hạt
कोर	nhân
नियुक्ति	hẹn
नियुक्ति	hẹn
विटामिन	vitamin
विटामिन	vitamin
खून	máu
खून	huyết
एड्स	aids
एड्स	sida
बाग	bagh
बाग	vườn
बाग	garden
बर्मा	burma
बर्मा	miến
डच	bản
डच	hoà
डच	dutch
चौथी	mùng
प्रभावों	impressionism
रत्न	ratna
रत्न	gemstone
ग्रहों	tinh
रूपांतरण	biến
खन्ना	khanna
भ्रष्टाचार	nhũng
मैसूर	mysore
पठार	ngưỡng
कन्नड़	kannada
सीता	sita
चलचित्र	phim
नोकिया	nokia
चमक	shine
चमक	nến
चमक	glowing
हिल	đồi
हिल	ngổn
हिल	hill
हिल	hoan
अद्भुत	amazing
एकत्रित	thu
एकत्रित	men
तोड़	smash
शाखाओं	cành
खतरे	nguy
टूर	tour
हमारा	plr
पाल	paul
पाल	buồm
पाल	pal
निर्दिष्ट	chất
जोड़े	couples
मौका	hội
चौहान	chauhan
समर्थक	supporter
पॉप	tía
पॉप	bốp
पॉप	pop
खबर	tin
स्कूलों	trường
कणों	hạt
विभक्त	chia
उत्तराधिकारी	ngai
एयरलाइंस	airlines
एयरलाइंस	airline
श्रीमती	bà
गण	gana
हाँ	vâng
हाँ	dạ
राहुल	rahul
प्राण	prana
प्राण	pran
राजीव	rajiv
शिकागो	chicago
विकी	wiki
गुरू	guru
दौड़	gân
दौड़	đua
दौड़	nhung
दौड़	xáo
दौड़	đua
छाया	bóng
छाया	shading
छाया	bóng
छाया	shadow
छाया	râm
छाया	khuất
समक्ष	foreground
मैरी	merry
मैरी	mary
तैयारी	prep
फाउंडेशन	quỹ
फाउंडेशन	foundation
फाउंडेशन	nọc
विक्टोरिया	victoria
पब्लिक	công
बोल	bol
कान	ear
कान	tai
कान	kan
कान	tai
महर्षि	maharishi
परिवारों	gia
फैल	tán
फैल	tràn
मेले	fair
शांत	cai
शांत	tỉnh
चीज़	cheese
प्रिय	hon
प्रिय	cưng
रेड	raid
रेड	đỏ
स्व	self
स्व	tự
सृजन	tạo
करो	karo
अनाज	lúa
अनाज	hạt
विलियम्स	williams
यूनियन	union
यूनियन	hợp
बच	bach
उर्जा	lượng
यौगिकों	compounds
लेन	lane
लेन	làn
बुलाया	goi
बाढ़	lụt
बाढ़	gượng
बाढ़	lụt
शत्रु	địch
शत्रु	thù
शत्रु	địch
अनुच्छेद	đoạn
आयात	nhập
आयात	danh
आधा	nửa
बेल	belle
बेल	vine
बेल	chuông
बेल	bell
सेंट्रल	trung
सेंट्रल	central
मास्टर	thầy
तस्वीर	ảnh
पहल	initiative
राजपूत	rajput
सच	thật
सच	đúng
सच	thật
पाउंड	lbs
पाउंड	pao
पाउंड	bảng
पाउंड	pound
पाउंड	lb
पाउंड	pound
पाउंड	lb
पाउंड	kg
प्राधिकरण	bang
कीट	insects
गाना	hát
गाना	hót
गाना	song
अतीत	qua
अतीत	past
वेतन	lương
आखिरी	cuối
शिवाजी	shivaji
ब्याज	vốn
ब्याज	lãi
घोड़े	ngựa
घोड़े	ngựa
माला	maldives
माला	garland
माला	mala
तेलुगु	telugu
दीवारों	walls
दीवारों	tường
दीवारों	graffiti
ऊतक	mô
रात्रि	đêm
बेस	bess
बेस	base
बेस	bass
फलन	hàm
चोटी	pinnacle
चंद्र	lunar
ऊष्मा	nhiệt
ऊष्मा	ấm
कारों	oto
कारों	ôtô
रेस	đua
रेस	nhung
तालाब	ao
बृहस्पति	jupiter
प्रोत्साहन	incentives
मामला	case
इंदिरा	indira
निष्क्रिय	tắt
निष्क्रिय	tắt
लौह	sắt
सोनी	sony
रॉय	roy
गायन	hát
गायन	hót
गायन	thanh
गायन	vocal
सकल	ghê
साहिब	sahib
साहिब	shihab
उठाने	nâng
उठाने	lifting
साउथ	nam
गहन	deep
गहन	sâu
बाघ	tiger
बाघ	cọp
बाघ	hổ
टिकट	vé
टिकट	vé
पैरों	feet
पैरों	chân
पैरों	mét
पैरों	chân
पैरों	xương
ब्लॉग	blog
ब्लॉग	blogger
कांडा	canda
जाल	web
जाल	net
जाल	lưới
जाल	mesh
मिलान	khớp
मिलान	diêm
मिलान	milan
मिलान	milano
मिलान	khớp
मिलान	thủ
मिलान	khớp
रिकार्ड	album
साझा	chia
पड़ी	padi
विफल	mài
संदेह	reo
किरण	kiran
ऋग्वेद	rigveda
रिंग	ring
रिंग	nhẫn
ऑपरेशन	thao
आपसी	chung
पवन	pawan
पवन	gió
पुराणों	puranas
अमीर	emir
अमीर	vương
अमीर	giàu
अमीर	rich
समतल	phẳng
बस्ती	phố
बस्ती	basti
जड़	root
जड़	chủ
जड़	rễ
उदयपुर	udaipur
बोस	bose
निकलता	sườn
स्वर्ग	thiên
चोपड़ा	chopra
अहमदाबाद	ahmedabad
माया	maya
तिब्बती	tibet
संजय	sanjay
अयोध्या	ayodhya
अतिथि	khách
अतिथि	khách
लें	lấy
लें	bắt
लें	chụp
शानदार	brilliant
शानदार	diệu
शानदार	fabulous
शानदार	superb
डाक	mail
डाक	evolution
डाक	thư
प्रतिद्वंद्वी	opponents
मनु	manu
कविताओं	thơ
वेदों	vedas
तरंग	ripple
तरंग	sóng
तरंग	wave
उठाया	vung
पेटेंट	patent
क्रिस	chris
क्रिस	kris
क्रिस	cris
परिचित	quen
इंडोनेशिया	indonesia
अब्दुल	abdul
तत्काल	ngay
तत्काल	instant
तत्काल	tức
तत्काल	tức
चित्रकला	tranh
चित्रकला	sơn
गेट	gate
गेट	cổng
बाबू	bố
लक्ष्मण	laxman
राधा	radha
गुप्ता	gupta
लाखों	triệu
मुखर्जी	mukherjee
भाप	steam
भाप	lết
बेस्ट	nhất
गलती	sai
गलती	lỗi
भ्रूण	phôi
भ्रूण	fetus
गोपाल	gopal
चेक	séc
ब्राजील	brazil
ब्राजील	brasil
ब्राजील	bra
राग	giai
राग	melody
राग	raga
ख्याति	fame
कोष	repositories
सिन्हा	sinha
सिंध	sindh
वैध	lệ
टॉम	tom
जूनियर	nhỏ
जूनियर	junior
बादशाह	king
बादशाह	guy
बादशाह	vua
मुखपृष्ठ	nhà
ट्रस्ट	tin
उपर	nắp
उपर	top
उपर	đỉnh
अद्वितीय	unique
त्यौहार	festival
परिमाण	magnitude
संक्रमित	nhiễm
देखना	xem
देखना	xem
देखना	pass
ख़ास	cống
गोस्वामी	goswami
माँग	đòi
महारानी	hậu
भारतीयों	indians
त्रुटि	lỗi
त्रुटि	sai
त्रुटि	lỗi
ब्रज	braj
ऊँची	cao
आराम	comfort
आराम	nghỉ
रवि	sudan
रवि	nắng
रवि	cn
रवि	ravi
रवि	reunion
संजीव	sanjiv
भाजपा	bjp
पिछली	trước
बेटा	beta
बेटा	trai
बेटा	nhi
बेटा	son
उपमहाद्वीप	subcontinent
टुकड़े	rách
क्रिस्टल	crystal
चौथा	mùng
प्रसन्न	jolly
प्रसन्न	phúc
प्रसन्न	vui
पड़ोसी	xóm
पड़ोसी	xóm
गाया	sang
गोल्ड	vàng
गोल्ड	gold
सारणी	bảng
सारणी	bàn
ग्वालियर	gwalior
बीकानेर	bikaner
लिखना	viết
लिखना	ghi
लिखना	gõ
पाप	sin
गले	ôm
सिद्धार्थ	siddhartha
सिद्धार्थ	siddharth
स्वचालित	auto
स्वचालित	động
स्वचालित	tự
खेत	farm
नागपुर	nagpur
दर्शक	spectator
इनपुट	nhập
पार्वती	parvati
क्लास	hạng
क्लास	lớp
लीला	leila
लीला	leela
कलात्मक	nghệ
उपनिषद	upanishads
शुभ	tốt
शुभ	hay
शुभ	ngon
बैटरी	pháo
बैटरी	pin
बैटरी	bình
बैटरी	pin
कहानियाँ	truyện
कहानियाँ	tin
पुष्प	hoa
पुष्प	flower
पुष्प	hoa
मियामी	miami
सम्पर्क	lạc
दृश्यों	cảnh
कार्यवाही	proceedings
संक्षेप	brevity
क्लिक	click
क्लिक	nhấn
क्लिक	nhấp
क्लिक	ấn
क्लिक	bấm
लेबल	nhãn
लेबल	thẻ
लेबल	nhãn
नीला	xanh
पोर्ट	cảng
पोर्ट	cổng
पोर्ट	port
विधेयक	bill
स्टील	thép
स्टील	steele
रोशन	roshan
यूनान	greece
थोड़े	hơi
ऑस्टिन	austin
एकड़	acres
एकड़	acre
सेकंड	giây
सेकंड	giây
आलेख	thị
दिव्य	liêng
दिव्य	divine
फ्लोरिडा	florida
कहाँ	đâu
आवरण	bì
आवरण	bìa
आवरण	cover
आवरण	che
मौर्य	maurya
फोटो	photo
फोटो	foto
फोटो	ảnh
फोटो	ảnh
चोरी	chôm
चोरी	trộm
चोरी	bóc
जगदीश	jagdish
क्लोराइड	clo
क्लोराइड	chlorine
हरी	lục
हरी	hari
मुंह	miệng
मुंह	mồm
विनाश	điêu
विनाश	perdition
पाक	pak
बेल्जियम	bỉ
वितरित	nộp
श्रेणियाँ	guild
शाब्दिक	literal
खूब	chà
खूब	ừm
आतंकवादी	khủng
प्रतिबंधित	cấm
न्यूटन	newton
पारस्परिक	chung
अद्यतन	update
बैठे	ngồi
नवाब	nawab
सिक्किम	sikkim
सैद्धांतिक	huấn
पौधा	gieo
पौधा	trồng
पौधा	cấy
माई	mai
होम	nhà
होम	nhà
सिक्के	xu
ट्यूब	ống
बन्द	off
बन्द	tắt
बन्द	đóng
बन्द	close
बन्द	đóng
बन्द	gần
बन्द	kín
कब	khi
तारीख	ngày
खुदाई	dig
खुदाई	đào
खुदाई	khoan
भरत	bharat
भरत	bharata
वस्तुएँ	mục
वस्तुएँ	tượng
शिकायत	than
टेलीविज़न	tv
टेलीविज़न	tivi
अन्ना	anna
गोरखपुर	gorakhpur
ध्रुवीय	cực
पार्श्व	sườn
पार्श्व	bên
पार्श्व	phe
पार्श्व	trang
रोशनी	đèn
रोशनी	châm
रोशनी	đèn
रोशनी	nhạt
डीएनए	adn
डीएनए	dna
नाना	nana
महावीर	mahavir
महावीर	mahavira
स्पर्श	touch
स्पर्श	ống
स्पर्श	sờ
स्पर्श	chạm
विहार	vihar
अमरेली	amreli
वनों	deforestation
वनों	rừng
वनों	rừng
जीते	won
जीते	thắng
कबीर	kabir
आमंत्रित	mời
शिल्प	shillong
शिल्प	craft
हिन्दुस्तान	hindustan
पीला	vàng
पीला	nhát
सीधी	sidhi
सीधी	thẳng
सीधी	sảnh
श्लोक	verse
किलो	kilo
बादल	mây
