ausscheiden	звільнення
zerstörte	знищені
zerstörte	знищено
zerstörte	зруйновано
zerstörte	знищили
materie	речовина
jason	джейсон
jason	ясон
alaska	аляска
lies	прочитайте
lies	читати
lies	прочитані
lies	читайте
lies	прочитати
lies	читання
soul	душу
soul	душа
soul	soul
soul	душею
schaut	погляд
schaut	вигляд
schaut	подивитися
schaut	дивіться
schaut	дивися
schaut	дивись
naturwissenschaften	наука
naturwissenschaften	науки
naturwissenschaften	наук
barocke	бароко
vermitteln	передати
matthew	матвія
matthew	матвій
matthew	метью
argentinischer	аргентинець
argentinischer	аргентинське
argentinischer	аргентини
positiven	позитивне
positiven	позитивні
positiven	позитивний
positiven	позитивно
positiven	позитив
positiven	спрацьовування
dunkle	темні
dunkle	темна
dunkle	темний
dunkle	темне
dunkle	темно
floh	блоха
floh	втік
floh	утік
floh	втекли
floh	втекла
helene	гелен
helene	хелен
relief	рельєф
relief	полегшенням
vogt	війт
vogt	бальї
angela	ангела
margarete	маргарет
margarete	маргарита
deutet	відзначено
ruprecht	руперт
religionen	релігії
religionen	релігій
religionen	релігійна
religionen	релігійні
religionen	релігія
religionen	релігії
mitwirkung	участь
mitwirkung	участі
mitwirkung	участь
romanische	романський
freigegeben	випустили
freigegeben	випущено
freigegeben	розчистили
freigegeben	відрізали
head	head
head	голова
head	голівка
leonard	леонард
disney	дісней
disney	disney
helm	проведених
helm	шолом
ruinen	руїни
entscheidenden	рішучий
weißer	кавказька
orientierte	орієнтовані
offenbach	оффенбах
sky	небом
sky	небо
afrikanischen	африканська
afrikanischen	африканський
afrikanischen	африканські
afrikanischen	африканських
zeitalter	віки
zeitalter	епоха
externen	зовнішнє
externen	зовнішні
externen	зовнішній
externen	зовнішня
vision	видіння
vision	зір
vision	vision
vision	бачення
auswertung	інтерпретація
auswertung	тлумачення
auswertung	оцінювання
auswertung	аналіз
jorge	хорхе
kilogramm	кілограми
kilogramm	кілограмів
kilogramm	грамів
kilogramm	кілограм
kilogramm	кіло
rumänischer	румунська
messung	вимірювання
messung	вимірювання
bassist	бас
bassist	басс
schwert	лезо
schwert	клинок
schwert	шаблі
schwert	мечі
schwert	мечем
schwert	меч
elsass	ельзас
schlagen	били
schlagen	біт
schlagen	побили
schlagen	бити
schlagen	побиття
schlagen	бити
schlagen	удару
schlagen	кидок
schlagen	удар
phoenix	фенікс
italia	italia
glaubens	віра
gewerkschaft	union
gewerkschaft	союз
gewerkschaft	юніон
gewerkschaft	профспілки
gewerkschaft	профспілок
touristen	туристів
touristen	туристи
touristen	туристичний
touristen	туристичні
touristen	турист
touristen	туристичне
geschwister	родичі
oregon	орегон
christina	крістіна
christina	христина
rks	ркс
normen	нормам
normen	стандартів
normen	стандартами
normen	стандартам
normen	стандарти
ansässig	жителька
erkrankungen	недуг
erkrankungen	хвороби
erkrankungen	хворобу
erkrankungen	хвороб
erkrankungen	захворювань
erkrankungen	захворювання
erkrankungen	розлади
agentur	агенція
agentur	агентство
iwan	іван
iwan	іванко
schreiber	писар
schreiber	шрайбер
blüte	цвітіння
blüte	краєвидом
blüte	квітки
blüte	квітка
blüte	цвіте
blüte	блум
punk	панк
ausländische	іноземних
ausländische	іноземні
ausländische	іноземний
dell	dell
dell	делл
digitalen	цифрове
digitalen	digital
digitalen	цифрова
digitalen	цифровий
joan	іванна
joan	джоан
enger	ближче
enger	міцніше
enger	посилити
tabellen	столи
tabellen	столики
tabellen	таблиці
tabellen	таблиць
überprüft	сплачено
überprüft	перевірив
überprüft	перевірено
überprüft	позначено
überprüft	перевірено
überprüft	переглянули
überprüft	розглянули
westlicher	західному
einladung	запрошую
einladung	запросити
einladung	запрошення
einladung	запрошення
stadtverwaltung	муніципалітет
stadtverwaltung	край
stadtverwaltung	муніципальна
stadtverwaltung	муніципальний
slowenien	словенії
slowenien	словенія
disziplinen	дисципліни
disziplinen	дисципліна
disziplinen	дисциплін
finnischer	фінська
alltag	щоденне
alltag	щоденного
alltag	щоденна
alltag	everyday
ausländischen	іноземних
ausländischen	іноземні
ausländischen	іноземний
gesungen	співав
gesungen	співали
gesungen	заспівав
gesungen	співала
gesungen	заспівали
gesungen	спів
gesungen	співати
gesungen	співає
gesungen	сон
gesungen	авторська
jerry	джері
jerry	джеррі
türken	турка
türken	турок
türken	турки
hawaii	гаваї
zeitweilig	тимчасово
zeitweilig	тимчасове
zeitweilig	тимчасові
zeitweilig	тимчасова
zeitweilig	тимчасово
zeitweilig	тимчасовий
jules	жуль
jährlichen	щорічно
jährlichen	річну
jährlichen	річна
jährlichen	щороку
jährlichen	річні
jährlichen	річний
akademische	академічна
akademische	навчального
akademische	академічний
gelehrten	вчених
gelehrten	популяризацію
gelehrten	історик
gelehrten	вченим
mine	копальня
mine	моє
mine	мій
mine	міна
fachhochschule	політехнічний
überleben	пережити
überleben	виживають
überleben	вижити
überleben	виживання
überleben	пережити
école	еколь
école	ecole
stimmung	настрій
stimmung	стрій
stimmung	налагодження
anpassung	корекція
anpassung	коригування
anpassung	адаптацію
anpassung	коригування
anpassung	адаптація
anpassung	адаптації
anpassung	пристосування
flach	рівна
flach	мілка
entwickler	розробникам
entwickler	розробники
entwickler	розробник
entwickler	розробника
schwedisch	шведська
kostenlos	freeware
kostenlos	вільна
kostenlos	безкоштовне
kostenlos	вільний
kostenlos	безкоштовно
kostenlos	вільно
under	під
under	under
tausende	тисячі
anwesenheit	приїзд
anwesenheit	присутність
liedern	пісень
liedern	пісні
liedern	songs
israelischen	ізраїльська
freude	радості
freude	радість
freude	щастя
freude	ласки
freude	задоволенням
freude	задоволення
prototyp	прототип
rotterdam	роттердам
unterzeichnete	підписано
unterzeichnete	підписав
unterzeichnete	підписали
effekte	ефекти
effekte	ефект
gletscher	льодовик
gletscher	льодовики
indische	індійська
indische	індійський
offs	оф
offs	злетів
bekämpfung	combat
bekämpfung	бійця
bekämpfung	комбат
bekämpfung	бойове
essay	есе
essay	твори
operationen	дії
operationen	операцій
operationen	операції
operationen	хірургія
haute	от
stetig	стабільний
stetig	рівно
stetig	стабільно
montana	монтана
kleinste	найменша
kleinste	найменший
kleinste	найменше
kontinuierlich	неодноразово
kontinuierlich	продовження
kontinuierlich	постійно
wayne	вейн
gleise	платформи
gleise	доріжок
gleise	слідкує
gleise	композиції
gleise	доріжки
gleise	сліди
dessau	дессау
erobert	підкорили
erobert	завойовник
erobert	підкорити
erobert	підкорення
verwundet	поранених
verwundet	поранені
verwundet	поранений
klöster	монастир
klöster	монастирях
anfänge	початки
kaiserin	імператриця
meier	meier
soundtrack	саундтрек
morris	морріс
gertrud	гертруда
malte	намалювала
malte	малюють
hitlers	гітлера
hitlers	гітлер
übergab	передав
pkw	автомобілі
pkw	тачки
pkw	автомобілі
pkw	автомобілем
pkw	автомобілем
pkw	машина
pkw	авто
pkw	автомобіль
größen	розміри
geographischen	географічні
geographischen	географічний
geographischen	географічне
dnb	dnb
öffnung	апертура
öffnung	відкритість
öffnung	відкриття
öffnung	відкривання
öffnung	відкривається
öffnung	відкриваємо
petra	петра
lateinisch	латинська
lateinisch	латинської
lateinisch	латинські
geschlossene	взяті
geschlossene	вкладені
geschlossene	закрита
geschlossene	закрито
geschlossene	закриті
geschlossene	зачинено
betreuung	підтримка
betreuung	підтримую
betreuung	підтримати
betreuung	нагляду
betreuung	опіки
betreuung	нагляд
betreuung	піклування
betreuung	догляд
lebensmittel	харчування
lebensmittel	їжа
lebensmittel	foods
lebensmittel	продукти
lebensmittel	продуктовий
objektiv	лінзи
objektiv	лан
objektiv	ціллю
objektiv	ціль
objektiv	мета
objektiv	лінзи
objektiv	лінз
objektiv	єктивно
personenverkehr	пасажир
geometrie	геометрія
geometrie	геометричних
bosnien	боснія
bosnien	боснії
now	тепер
now	зараз
wright	райт
sergei	сергій
sergei	сергій
bonner	боннер
wohnsitz	жителька
wohnsitz	резиденція
alpha	alpha
alpha	альфа
studiert	вчився
studiert	вивчав
studiert	вивчила
studiert	навчався
berkeley	берклі
illustrationen	ілюстрації
illustrationen	ілюстрацій
richtungen	напрямки
schnee	сніг
gerald	джеральд
angel	янгол
angel	ангел
vorgeschichte	prehistory
vorgeschichte	тло
vorgeschichte	тла
funk	funk
herrmann	геррманн
troll	троль
troll	тролі
mythos	міф
schumacher	шумахер
schmalen	вузький
schmalen	вузькі
schmalen	slim
schmalen	струнка
stausee	гребля
stausee	озеро
stausee	озера
stausee	водосховище
tenor	тенор
befehlshaber	комендант
befehlshaber	командуванням
befehlshaber	commander
befehlshaber	командира
befehlshaber	командувача
befehlshaber	командир
hochladen	вивантаження
hochladen	вивантаження
sin	гріхом
sin	гріха
sin	гріх
begangen	вчинив
begangen	скоїв
ansätze	наближається
designer	дизайнери
designer	дизайнерів
designer	designer
designer	дизайнер
designer	дизайнера
wirft	піднімає
wirft	підносить
wirft	виховує
wirft	кидає
möge	травнева
möge	травня
möge	травневі
möge	травні
möge	травень
verstand	sanity
verstand	mind
verstand	розум
verstand	спеціалістами
verstand	свідомість
fühlt	почувається
fühlt	відчувається
türen	брами
türen	воріт
türen	ворота
türen	двері
valentin	валентин
valentin	валентина
begegnungen	могил
begegnungen	зустріч
brandt	брандт
oklahoma	оклахома
gerettet	збережені
gerettet	збережених
gerettet	збережено
gerettet	збережений
gerettet	врятований
ignoriert	ігнорувати
ignoriert	ігнорування
ignoriert	ігнорується
ignoriert	ігнорує
überwachung	спостереження
überwachung	моніторинг
überwachung	спостереження
überwachung	спостерігати
überwachung	варан
überwachung	монітор
überwachung	нагляду
überwachung	опіки
überwachung	нагляд
achter	восьмий
achter	вісімки
chinesisch	китайсько
chinesisch	китайською
chinesisch	китайські
chinesisch	китайська
chinesisch	китайці
chinesisch	китайський
gerechtigkeit	справедливість
gerechtigkeit	правосуддя
gerechtigkeit	праведність
gerechtigkeit	рахунки
gerechtigkeit	акцій
folglich	отже
folglich	отже
folglich	тому
bett	ліжок
bett	ліжка
bett	ліжко
bett	постіль
vorarlberg	форарльберг
verlangen	бажання
verlangen	вимагати
schreibe	записати
schreibe	напишіть
schreibe	пишіть
schreibe	виписати
schreibe	написати
schreibe	написання
schreibe	запис
schreibe	писати
schreibe	запису
angemessen	засобів
angemessen	відповідний
angemessen	відповідні
angemessen	відповідну
angemessen	адекватна
angemessen	оснащені
angemessen	забезпечувати
dynamo	dynamo
dynamo	динамо
drehen	крути
drehen	обертання
drehen	обертати
drehen	обернути
drehen	повернути
drehen	повернули
drehen	здавати
drehen	хід
drehen	черга
drehen	повернути
angeben	вказують
angeben	позначають
angeben	вказати
angeben	вкажіть
dazwischen	поміж
dazwischen	між
venezuela	венесуели
experiment	експеримент
astronom	астрономи
astronom	астроном
reinbek	reinbek
nina	ніна
theoretische	теоретична
ingrid	інгрід
industriellen	промислові
industriellen	промислова
industriellen	промисловий
krüger	крюгер
gerichtet	орієнтований
gerichtet	направлена
gerichtet	звернувся
gerichtet	засудили
gerichtet	судом
rechtswissenschaft	закон
rechtswissenschaft	право
umwandlung	перетворення
umwandlung	конверсія
umwandlung	перетворення
umwandlung	трансформація
umwandlung	перетворення
umwandlung	перетворити
umwandlung	перетворення
rosenberg	розенберг
chaos	безлад
chaos	жах
chaos	хаос
xaver	ксавер
xaver	xavier
ansiedlung	поселення
zoo	зоопарк
gestiftet	наділені
bezahlt	тару
bezahlt	платить
bezahlt	сплачено
bezahlt	платне
cornelius	корнелій
bobby	боббі
interne	внутрішнє
interne	внутрішній
interne	внутрішня
interne	внутрішні
besetzte	зайнятого
besetzte	зайняте
besetzte	зайнято
imo	imo
käfer	жуків
käfer	вад
käfer	вади
käfer	ваду
käfer	вада
käfer	жук
hinterlassen	залиште
hinterlassen	leave
hinterlassen	залишити
gem	acc
gem	альпіністів
weihnachten	різдво
weihnachten	новорічний
reguläre	формальні
reguläre	регулярний
reguläre	звичайний
reguläre	формальний
fachbereich	департамент
fachbereich	відділ
fachbereich	факультету
fachbereich	факультет
beobachtungen	спостереження
beobachtungen	спостережень
beobachtungen	спостереження
dekan	дін
ausgeliefert	доставили
ausgeliefert	доставлено
ausgeliefert	постачається
häftlinge	засуджені
häftlinge	затримані
häftlinge	полонених
russen	російська
russen	російською
russen	російську
russen	руські
russen	росіян
russen	росіяни
allee	проспект
allee	avenue
allee	еллі
allee	алея
allee	провулок
basilika	базиліка
zyklus	циклів
zyklus	цикл
konzepte	концепції
konzepte	принципи
ganzes	цілу
ganzes	цілий
ganzes	ціла
heiliger	святі
heiliger	святі
heiliger	святе
heiliger	свята
heiliger	священні
heiliger	святий
heiliger	святий
heiliger	saint
heiliger	сен
heiliger	святе
heiliger	священна
heiliger	священні
tendenz	тренд
garcía	гарсія
garcía	гарсія
beibehalten	збереглося
beibehalten	тримай
beibehalten	збережена
beibehalten	утримати
beibehalten	підтримання
beibehalten	зберігати
beibehalten	підтримувати
orleans	орлеан
orleans	орлеан
anstieg	rise
österreicher	австрійці
österreicher	австрійська
österreicher	австрійський
eddie	едді
vorbereitet	готовий
vorbereitet	напоготові
vorbereitet	готові
vorbereitet	готове
vorbereitet	готовність
vorbereitet	готова
vorbereitet	підготувала
vorbereitet	суспільно
vorbereitet	підготовлено
vorbereitet	підготував
stürzte	розбився
stürzte	згорнуто
einheitliche	уніфіковані
einheitliche	універсальний
einheitliche	унітарна
einheitliche	форма
landschaften	краєвид
landschaften	пейзажів
landschaften	пейзажі
landschaften	ландшафт
landschaften	краєвид
landschaften	пейзаж
landschaften	ландшафтний
festland	материка
baltimore	балтимор
kannte	знала
kannte	знало
kannte	знали
kannte	знав
fotografen	фотографи
fotografen	фотографів
fotografen	фотограф
einverstanden	згідний
einverstanden	домовилися
einverstanden	домовились
einverstanden	погодився
einverstanden	згодна
einverstanden	згоден
einverstanden	згодні
einverstanden	погоджуюсь
einverstanden	погоджуюся
einverstanden	погодьтеся
mund	рот
mund	рота
mund	роті
mund	рот
mund	устами
inkl	вкл
berthold	бертольд
soziales	соціальне
soziales	соціальні
soziales	соціальна
soziales	соціальний
xiv	xiv
reformen	реформи
reformen	реформа
reformen	реформи
sklaven	раб
sklaven	підлеглий
sklaven	раба
sklaven	рабів
sklaven	раби
weinbau	виноградник
weinbau	виноградники
weinbau	вина
weinbau	вино
griechen	греки
griechen	грецька
griechen	грецький
griechen	грецьке
griechen	грек
griechen	грецькі
individuelle	окремих
individuelle	індивідуальна
individuelle	індивідуальні
individuelle	індивідуальне
individuelle	окремі
individuelle	індивідуальний
individuelle	змінена
fair	ярмарок
fair	справедливо
fair	справедлива
fair	справедливий
scheitern	провал
scheitern	невдача
scheitern	відмова
scheitern	провал
scheitern	помилка
scheitern	поразку
scheitern	невдач
scheitern	поразок
scheitern	помилки
spitzen	мереживо
spitzen	вершин
spitzen	вершини
aussieht	виглядає
mohammed	мухаммед
mohammed	мухаммед
mohammed	мухаммад
mohammed	мухаммед
mohammed	мохаммед
mohammed	мохамед
marktplatz	крамниця
marktplatz	marketplace
arkansas	арканзасу
erwerben	отримання
indonesien	індонезія
indonesien	індонезії
indonesien	індонезійський
reagieren	реагувати
reagieren	виводять
reagieren	відповісти
reagieren	реагує
reagieren	відповідає
bedingung	умові
bedingung	умовні
bedingung	умова
paolo	паоло
tagebuch	журнал
tagebuch	journal
tagebuch	щоденник
tagebuch	щоденник
tagebuch	щоденники
entsprechender	відповідний
ethik	етичних
ethik	етика
ausgewählte	вибраний
ausgewählte	обрані
ausgewählte	вибрані
ausgewählte	вибране
ausgewählte	вибрано
britisch	британці
britisch	британська
britisch	британські
britisch	british
britisch	англієць
entdecken	discovering
entdecken	огляд
entdecken	дослідити
entdecken	виявляти
entdecken	виявити
entdecken	виявлення
entdecken	знайдіть
entdecken	відкриття
entdecken	знахідка
gestapo	гестапо
beginnend	початок
beginnend	захопити
frequenz	частоту
frequenz	частота
lit	літ
auffällig	поліпшити
auffällig	помітні
auffällig	автобусів
verlinkung	гіперпосилання
verlinkung	посиланням
verlinkung	посилання
verlinkung	link
verlinkung	лінк
verlinkung	причетність
seltene	рідкісна
seltene	рідкісні
seltene	рідкісний
seltene	рідкість
seltene	рідкісне
marshall	маршалл
marshall	маршал
marshall	маршал
wortes	словом
wortes	слово
most	найцікавіше
most	більшість
grosse	великі
grosse	великих
grosse	grosse
jederzeit	everytime
jederzeit	завжди
geeignete	відповідний
geeignete	відповідні
geeignete	відповідну
geeignete	підходить
contest	конкурс
contest	євробачення
houston	houston
adrian	адріан
reichlich	надлишку
gefallenen	впала
gefallenen	провалився
gefallenen	падали
kaffee	кава
kaffee	кафе
kaffee	cafe
gedenkstätte	меморіал
agent	агент
zagreb	загреб
fokus	фокус
fokus	фокусування
fokus	focus
verbesserungen	вдосконалення
verbesserungen	покращення
verbesserungen	удосконалення
gegenseitig	взаємопов
schien	здалося
schien	здавалося
modellen	models
modellen	моделі
modellen	моделей
turnieren	турніри
turnieren	турнірів
grey	сіра
grey	сірий
grey	грей
krakau	краків
krakau	краківське
krakau	краків
krakau	кракові
krakau	краків
gedenken	згадувати
gedenken	згадуючи
gedenken	вшанувати
gesendet	надіслано
gesendet	надіслані
gesendet	опубліковано
gesendet	опубліковані
zypern	зімбабве
zypern	кіпр
zypern	кіпрі
zypern	кіпру
zypern	мальта
anleitung	вказівки
anleitung	інструкція
anleitung	підручник
anleitung	ручний
anleitung	ручна
anleitung	ручне
anleitung	вручну
anleitung	довідок
anleitung	підручник
anleitung	навчальної
anleitung	навчання
anleitung	інструкції
anleitung	настанови
anleitung	вказівки
jeff	джефф
staatsbürgerschaft	нації
staatsbürgerschaft	країна
staatsbürgerschaft	націю
staatsbürgerschaft	громадянство
staatsbürgerschaft	нація
staatsbürgerschaft	громадянство
zwang	примусово
zwang	змусили
zwang	вимушена
zwang	примусом
germania	германія
unterart	підтип
unterart	підвид
kürzer	коротше
kürzer	виступи
komplexe	кластерами
komplexe	складність
komplexe	комплекс
komplexe	складні
verbündeten	союзники
verbündeten	союзників
monats	щомісяця
monats	місячного
monats	місячний
monats	місяця
monats	місяць
türme	вежі
türme	вежа
türme	tower
türme	башта
hut	капелюхи
hut	шапочки
hut	шапка
hut	капелюх
verbleib	місцезнаходження
verbleib	доля
verbleib	долі
verbleib	долю
milch	молочні
milch	молоко
milch	молока
milch	milk
langjährigen	багаторічну
kommerziellen	комерційне
kommerziellen	комерційного
kommerziellen	комерційні
kommerziellen	комерційна
kommerziellen	комерційний
jon	йон
jon	джон
schmitt	шмітт
bestände	акціями
bestände	запас
bestände	стада
weswegen	чому
weswegen	нащо
weswegen	навіщо
hills	пагорби
baptist	баптистська
anfänglich	спочатку
beeinflussen	вплине
beeinflussen	вплинути
beeinflussen	впливати
beeinflussen	перебіг
beeinflussen	впливати
beeinflussen	вплив
bug	ваду
bug	вада
bug	уклін
bug	арку
bug	лук
meilen	миля
meilen	кілометрів
taten	вчинками
farm	ферма
oberstleutnant	полковнику
oberstleutnant	полковник
oberstleutnant	підполковник
ermitteln	розслідує
ermitteln	розглядаємо
ermitteln	розслідування
ermitteln	перевіряли
ermitteln	виявляти
ermitteln	виявити
ermitteln	виявлення
ermitteln	ідентифікація
ermitteln	ідентифікувати
wta	wta
freizeit	відпочинок
freizeit	дозвілля
freizeit	відпочинку
freizeit	спорт
freizeit	спортивні
freizeit	спорту
drum	барабан
motorrad	велосипеди
motorrad	байки
motorrad	мотоциклі
motorrad	велосипед
motorrad	велосипедом
motorrad	мотоцикл
motorrad	мото
motorrad	коляскою
motorrad	мотоцикл
lutherische	лютеранська
aktueller	поточні
aktueller	поточний
aktueller	поточна
aktueller	течія
aktueller	струм
peer	вузол
peer	декларацій
wellen	шахти
wellen	вали
wellen	сплеск
wellen	хвилі
wellen	хвилями
maßstab	масштаб
maßstab	шкала
ständige	постійний
ständige	постійна
ständige	стала
ständige	постійний
sopran	сопрано
schoss	колі
schoss	постріл
schoss	застрелив
fachliteratur	література
philosophische	філософська
klassiker	класика
klassiker	класику
klassiker	класична
klassiker	класична
klassiker	класичні
klassiker	класичний
klassiker	класика
klassiker	класичне
burgund	бургундія
partnerschaft	партнерства
partnerschaft	партнерство
erfordert	вимагаючи
erfordert	потребує
erfordert	вимагає
pauli	паулі
brot	хліба
brot	хліб
ukrainischen	український
ukrainischen	українець
ukrainischen	українська
xiii	xiii
lehren	уроки
lehren	вчить
lehren	навчальні
lehren	навчати
lehren	викладати
lehren	навчити
marseille	марсель
hugh	гуго
chen	чен
chen	чень
leon	леон
ostseite	схід
höfe	господарствах
höfe	двори
höfe	суди
höfe	судів
beethoven	бетховен
mönche	монахи
krefeld	крефельд
tommy	томмі
tommy	томі
ungarisch	угорська
ungarisch	угорський
rgb	rgb
tool	засіб
tool	інструмент
görlitz	герліц
glatt	plain
glatt	простий
glatt	скромні
glatt	рівнина
glatt	звичайний
glatt	плавне
glatt	згладжування
glatt	плавні
glatt	плавно
glatt	гладкий
beauftragte	делегат
beauftragte	уповноваженого
aussicht	prospect
aussicht	outlook
aussicht	переглядів
aussicht	погляди
aussicht	перегляди
aussicht	перегляд
aussicht	вигляд
aussicht	view
aussicht	вид
aussicht	переглянути
erwerb	поглинання
erwerb	купити
erwerb	придбати
erwerb	покупка
erwerb	придбання
erwerb	покупку
erwerb	збору
passage	проїзд
passage	пасаж
passage	переїзд
niedriger	нижній
niedriger	опустити
niedriger	нижня
niedriger	нижча
portugiesischer	португальська
run	запускати
run	запустити
run	run
run	виконати
saudi	саудівська
anime	аніме
kairo	каїр
reformierten	квітку
bittet	запрошує
bittet	запрошення
bittet	запитує
bittet	питає
olaf	олаф
bewusstsein	сумління
bewusstsein	совісті
bewusstsein	совість
bewusstsein	обізнаність
bewusstsein	свідомість
berufliche	професійно
apostolischen	апостольська
erlauben	ввімкнути
erlauben	увімкнути
erlauben	дозволити
erlauben	дозволяти
erlauben	дозволити
erlauben	дозволяють
porträts	портрети
porträts	портрет
porträts	книжкова
ausgegangen	датоване
avenue	проспект
avenue	avenue
motors	motors
motors	рушії
let	хай
let	нехай
schumann	шуман
remix	remix
trikot	джерсі
lorenzo	лоренцо
gescheitert	невдало
gescheitert	невдача
gescheitert	збій
gescheitert	помилка
masters	магістри
opern	opera
opern	опера
opern	опер
tschechisch	чеською
tschechisch	чеської
tschechisch	чеська
tschechisch	чех
angebote	особливі
angebote	спеціальні
angebote	просування
angebote	заохочення
angebote	пропонує
angebote	пропозиції
angebote	договорів
zugewiesen	призначена
zugewiesen	оргкомітет
zugewiesen	призначені
zugewiesen	виділено
zugewiesen	виділив
zugewiesen	віддано
grundlegend	принципово
grundlegend	основне
grundlegend	фундаментальні
kriegen	війн
kriegen	війни
reifen	шини
reifen	tyres
reifen	шина
reifen	колесо
reifen	тіра
reifen	зріла
wolfram	розжарювання
wolfram	вольфрам
roberts	робертс
komitee	комітету
komitee	комітет
komitee	comité
hirsch	олень
hirsch	олень
hirsch	олені
hirsch	оленя
hirsch	гірш
ludwigs	людвіг
umstand	обставин
unterarten	підвид
ermittlungen	розслідувань
ermittlungen	розслідування
ermittlungen	розслідувати
ermittlungen	слідство
speicher	зберігання
speicher	носії
speicher	сховище
speicher	спогад
nancy	ненсі
verwechseln	збивати
verwechseln	плутайте
hunter	мисливець
verschieden	different
verschieden	інше
verschieden	різні
verschieden	різних
verschieden	відмінні
verschieden	особливі
verschieden	різноманітні
verschieden	різні
verschieden	parus
krieger	воїни
krieger	крігер
krieger	воїн
umstände	обставин
umstände	обставини
systematisch	систематично
systematisch	systematic
eichstätt	айхштет
ehepaar	пара
ehepaar	парочка
delta	дельта
delta	delta
durchführen	виконують
durchführen	виконати
durchführen	виконання
armin	армін
brockhaus	брокгауз
ivan	іван
ivan	іванко
stichwort	cue
erwünscht	бажану
erwünscht	бажаного
erwünscht	бажано
erwünscht	цінувати
erwünscht	вдячністю
erwünscht	оцінила
erwünscht	хотів
erwünscht	захотіли
erwünscht	хотіли
erwünscht	хотіла
konzentriert	зосереджена
konzentriert	фокусується
konzentriert	фокусі
edwin	едвін
kent	кент
matthäus	матвія
matthäus	матвій
matthäus	метью
bond	бонд
aluminium	алюміній
aluminium	алюміній
dimension	вимір
schönheit	краса
sauerstoff	киснем
sauerstoff	кисень
erstellte	зібрані
erstellte	зібрано
erstellte	створено
erstellte	створені
erstellte	створене
erstellte	створена
mitchell	мітчелл
marion	маріон
rasse	расової
rasse	ставлять
rasse	розмноження
rasse	породи
rasse	порода
rasse	перегони
rasse	забіг
rasse	раса
schwarzwald	шварцвальд
ingolstadt	інгольштадт
geäußert	вимовив
geäußert	дзвінкий
inschriften	написів
inschriften	текстами
zähne	зуб
zähne	зубна
zähne	зуби
zähne	зуби
basierend	засновані
basierend	засновано
basierend	заснований
cottbus	котбус
freuen	радіти
freuen	неволі
gültig	чинного
gültig	дійсний
gültig	чинний
gültig	чинну
statthalter	губернатора
statthalter	губернатор
sri	шрі
systematische	systematic
satelliten	супутники
satelliten	супутник
umgehen	ухилення
umgehen	обходити
umgehen	обійти
symbole	символів
symbole	символи
symbole	піктограми
symbole	ікони
symbole	піктограм
germanischen	германські
theo	тео
medaillen	медаль
medaillen	медалі
abbruch	аборт
abbruch	перервати
abbruch	знесення
spannungen	напругу
spannungen	напруга
spannungen	заворушення
resultat	результат
bricht	перерв
bricht	рветься
bricht	настає
sony	sony
verarbeitung	опрацювання
verarbeitung	обробки
verarbeitung	обробку
verarbeitung	обробка
sechste	шоста
sechste	шостий
sechste	шосте
empfohlen	рекомендації
empfohlen	запропоновані
empfohlen	рекомендовані
empfohlen	рекомендовано
empfohlen	рекомендовані
empfohlen	рекомендується
empfohlen	рекомендований
empfohlen	порадив
empfohlen	порадила
vernichtet	знищені
vernichtet	знищено
vernichtet	зруйновано
vernichtet	знищили
vernichtet	знищить
vernichtet	знищити
vernichtet	знищені
frühling	весняна
frühling	весна
frühling	весняний
frühling	весняні
frühling	весні
romanischen	романський
raf	раф
akzeptieren	згодна
akzeptieren	прийняттям
akzeptieren	прийняти
akzeptieren	прийміть
akzeptieren	приймаємо
akzeptieren	погодитися
akzeptieren	приймаю
gräber	могили
renovierung	запровадження
renovierung	реконструкція
collins	коллінз
collins	коллін
einander	взаємопов
übersehen	пропустила
übersehen	пропустили
übersehen	пропустив
übersehen	оглядова
wäldern	лісі
wäldern	ліси
wäldern	лісах
wäldern	лісами
analysis	числення
terry	террі
gleichung	рівняння
sockel	шапка
sockel	кап
sockel	сокет
sockel	гнізда
sockel	socket
sockel	lga
sockel	socket
sockel	гнізд
sockel	гнізда
erlaubte	дозволили
erlaubte	дозволено
erlaubte	дозволено
erlaubte	дозволені
vergeblich	марно
mögen	сподобалась
mögen	подобатися
mögen	потреб
mögen	подобається
mögen	зразок
mögen	like
mögen	уподобання
mögen	уподобань
mögen	подобається
mögen	вподобань
mögen	вподобання
schulze	шульце
traditionen	традиції
traditionen	традиція
traditionen	традиції
behauptete	забрала
six	шість
six	шестеро
hunde	псів
hunde	собак
hunde	собаки
hunde	пси
hunde	собака
hunde	собачка
hunde	пес
krebs	кребс
krebs	рак
verfolgen	стеження
virus	вірус
girls	дівчатка
girls	дівчата
unit	юніт
unit	одиниці
unit	одиниця
fett	жирний
fett	жирним
fett	жирний
fett	жиру
fett	жирна
fett	жири
direkter	пряма
direkter	прямий
direkter	direct
direkter	прямі
anzeigen	відображення
anzeigen	дисплей
anzeigen	показати
anzeigen	показ
anzeigen	показувати
anzeigen	перегляд
anzeigen	вигляд
anzeigen	view
anzeigen	вид
anzeigen	переглянути
anzeigen	оголошення
anzeigen	реклами
anzeigen	рекламу
anzeigen	ads
anzeigen	реклама
anzeigen	показати
anzeigen	шоу
anzeigen	показувати
anzeigen	show
alain	ален
blättern	лист
blättern	листок
blättern	leaf
blättern	листочки
blättern	листя
blättern	прокручування
blättern	прокручування
angetrieben	вивезли
wiederholen	повторюється
wiederholen	повторювати
wiederholen	повторити
