usne	lábios
dođu	venha
attr	attr
operacijama	operações
drina	drina
hepburn	hepburn
ribolov	pescaria
ribolov	pesca
ribolov	pescar
naboj	cobrar
siva	gray
siva	cinzento
siva	cinza
siva	cinzenta
siva	cinzento
siva	cinza
siva	grey
siva	cinzentos
kane	kane
šupljina	cavidade
pokrivaju	cobertura
pokrivaju	cover
pokrivaju	cubra
pokrivaju	cobrir
pokrivaju	capa
osmi	oitava
osmi	oitavo
hamlet	hamlet
bekr	bakr
wimbledon	wimbledon
udata	casou
udata	casada
udata	casado
udata	casados
skladištenje	armazenagem
skladištenje	armazenamento
idejama	ideias
idejama	idéias
obnovio	renovada
obnovio	renovado
obnovio	renovados
obnovio	renovadas
ponuda	ofereça
ponuda	oferta
ponuda	oferecer
ekspedicija	expedição
rumunski	romeno
rumunski	romenos
rumunski	romena
tvorac	criador
tvorac	criadora
studijama	estudos
upravnik	carcereiro
upravnik	warden
upravnik	diretor
budizam	budismo
čovječnosti	humanidade
potpuna	completa
potpuna	completos
potpuna	complete
potpuna	completo
kasiopeja	cassiopeia
logos	logos
logos	logotipos
princeton	princeton
izdavačke	publicar
izdavačke	edição
izdavačke	publicação
izdavačke	publicando
arheološka	arqueológica
arheološka	arqueológico
arheološka	arqueológicos
arheološka	arqueológicas
arheološka	arqueologia
levi	levi
mečeva	partidas
mečeva	correspondências
mečeva	fósforos
brz	rápido
brz	fast
javi	javi
leslie	leslie
uzorak	amostra
uzorak	amostras
melbourne	melbourne
vjerskim	religiosos
vjerskim	religiosa
vjerskim	religioso
vjerskim	religiosas
govornika	falantes
govornika	oradores
odabran	seleccionado
odabran	selecionadas
odabran	selecionado
odabran	selecionada
odabran	selecionados
izvrši	executar
izvrši	execute
izvrši	executem
izloženi	exposta
izloženi	expostos
izloženi	expostas
izloženi	exposto
basic	básicas
basic	básica
basic	basic
basic	básico
basic	básicos
wallis	wallis
držala	realizada
držala	realizado
držala	segurou
ograničeni	confinados
ograničeni	confinado
ograničeni	confinada
gómez	gómez
kornjača	tartaruga
čeljusti	garras
jabuke	maçãs
jedinstveno	únicos
jedinstveno	único
jedinstveno	única
jedinstveno	únicas
uzimajući	levando
uzimajući	tomando
tajno	secretamente
ravnoteža	equilíbrio
jutro	manhã
jutro	morning
roosevelt	roosevelt
arg	arg
pokrenuta	lançado
pokrenuta	lançou
pokrenuta	lançada
deutsche	deutsche
auguste	auguste
roberts	roberts
vista	vista
lociran	localizada
lociran	localizado
lociran	localizados
jednakost	igualdade
advokat	advogada
advokat	advogado
advokat	procurador
advokat	jurista
advokat	advogada
advokat	advogado
shell	concha
shell	casca
shell	shell
shell	carapaça
mehanika	mecânicos
mehanika	mecânica
fer	fer
fer	justo
fer	fair
fer	feira
prolaza	corredor
ltd	lda
ltd	ltd
carlsen	carlsen
naizgled	aparentemente
nazvane	nomeada
nazvane	nomeado
svjestan	consciente
svjestan	cientes
svjestan	ciente
svjestan	conscientes
objavljivanje	publicação
sony	sony
avanture	aventuras
avanture	adventures
bros	broche
bros	alfinete
bros	bros
bros	manos
organska	orgânicas
organska	orgânica
organska	orgânico
organska	orgânicos
trend	tendência
trend	tendências
bogovima	deuses
pažljivo	cuidadosamente
uništenja	destruição
ramos	ramos
baka	baka
baka	vó
baka	vovó
baka	avó
josy	josy
vjerska	religiosos
vjerska	religiosa
vjerska	religioso
vjerska	religiosas
utvrđenje	forte
utvrđenje	fortaleza
utvrđenje	fort
zagradi	parênteses
zagradi	suportes
zagradi	parêntesis
dominantni	dominante
dominantni	dominador
dominantni	dominantes
logika	lógico
logika	lógica
wesley	wesley
proizvedena	fabricados
proizvedena	fabricado
proizvedena	fabricada
proizvedena	fabricadas
ubijena	assassinado
ubijena	assassinadas
ubijena	assassinada
ubijena	assassinados
ubijena	morto
ubijena	matou
vene	veias
vene	veios
rastao	cresceram
rastao	crescia
rastao	cresceu
moldavija	moldávia
ogromna	enormes
ogromna	enorme
relacija	equivalência
misle	pense
misle	pensem
misle	pensa
misle	pensar
olympique	olympique
vlažnost	humidade
vlažnost	umidade
šalju	manda
šalju	envie
šalju	mandem
šalju	enviar
šalju	envia
alge	algas
alge	alga
hebrejski	hebraico
hebrejski	hebraica
hebrejski	hebreu
hebrejski	hebreus
rect	rect
augustin	augustin
pivo	beer
pivo	cerveja
pivo	cervejas
enciklopedije	enciclopédia
granate	cascas
granate	conchas
šerif	sheriff
šerif	xerife
smallville	smallville
ograničenje	limite
ograničenje	limitar
boško	bosko
kukuruz	milho
iupac	iupac
turner	turner
psihologija	psicologia
geometrija	geometria
pravno	juridicamente
pravno	legalmente
alfons	afonso
alfons	alfonso
kut	kut
libija	líbia
klarinet	clarinete
prebačen	transferida
prebačen	transferido
prebačen	transferidos
prebačen	transferidas
zadatke	atribuições
ostavi	deixe
ostavi	sair
ostavi	deixar
einar	einar
nog	nog
sistematski	sistematicamente
jamie	jamie
izložena	exposta
izložena	expostos
izložena	expostas
izložena	exposto
specifičnosti	características
nafta	petróleo
nafta	nafta
željeznički	ferroviário
željeznički	carril
željeznički	ferrovia
željeznički	ferroviária
luz	luz
šesnaest	dezesseis
šesnaest	sixteen
šesnaest	dezasseis
stanković	stankovic
sarađivao	colaboraram
sarađivao	colaborou
sarađivao	cooperou
sarađivao	coopera
sarađivao	cooperar
bomba	bomba
lloyd	lloyd
stop	parar
stop	pára
kuba	cuba
elektronska	electrónico
elektronska	eletrônica
elektronska	electrónica
elektronska	eletrônicos
elektronska	eletrônico
hrv	hrv
dole	down
instrumente	instrumentos
navare	viana
zapošljava	emprega
poručnik	tenente
iure	jure
zaustavlja	parar
zaustavlja	pára
nestala	ausente
nestala	faltam
nestala	falta
nestala	faltando
odsustvo	ausência
tragova	pegadas
slobodi	solto
slobodi	frouxo
slobodi	solta
okružena	cercados
okružena	cercada
okružena	rodeada
okružena	rodeado
okružena	cercado
spomenut	mencionado
spomenut	mencionados
spomenut	mencionou
spomenut	mencionada
ponedjeljak	segunda
arhitektonski	arquitectónico
zvonimir	zvonimir
px}}	px}}
ofanziva	ofensivos
ofanziva	ofensivo
ofanziva	ofensiva
ofanziva	ofensivas
geometrijski	geométrico
geometrijski	geométrica
postotak	porcentagem
postotak	percentual
postotak	percentagem
panama	panamá
spriječi	evitar
spriječi	prevenir
spriječi	impedir
datumi	datas
interese	interesses
tajvan	taiwan
tajvan	formosa
panzer	panzer
izložen	exposta
izložen	expostos
izložen	expostas
izložen	exposto
kenneth	kenneth
izdavača	editoras
izdavača	editores
carska	imperiais
carska	imperial
tame	trevas
tame	escuridão
tame	domar
počast	honra
počast	tributo
počast	tributos
počast	homenagem
ozbiljne	sério
ozbiljne	séria
ozbiljne	serio
ozbiljne	grave
vice	vício
vice	vice
franaka	francos
nuklearni	nuclear
nuklearni	nucleares
prisiljeni	forçadas
prisiljeni	forçada
prisiljeni	forçado
prisiljeni	forçou
prisiljeni	forçados
hronika	crónicas
hronika	crônicas
hronika	crônica
hronika	chronicle
hronika	crónica
prezentacija	apresentação
metan	metano
dubai	dubai
friends	friends
friends	amigos
friends	amigas
kancelar	chanceler
britannica	britannica
born	born
born	nascido
born	nascida
born	nasceu
poplave	enchentes
poplave	inundação
poplave	inundações
ukrajinci	ucranianos
vezivanje	subordinação
vezivanje	amarrar
demokratija	democracia
vivo	vivo
schmidt	schmidt
reforma	reformar
reforma	reforma
reforma	reformas
usmjeren	dirigiu
usmjeren	direcionado
usmjeren	dirigido
profesionalne	professional
profesionalne	profissionais
profesionalne	profissional
andersson	andersson
doors	portas
znajući	conhecendo
znajući	sabendo
talasi	ondas
jože	jože
pobunjenika	rebeldes
pobunjenika	rebeldes
pobunjenika	rebelde
hronologija	timeline
hronologija	cronograma
hronologija	cronologia
lane	lane
nowrap	nowrap
sljedbenici	seguidores
zalihe	suprimentos
zalihe	fornecimentos
baterije	baterias
baterije	pilhas
delfin	golfinho
delfin	dolphin
delfin	golfinhos
crtež	sketch
crtež	esboço
crtež	desenho
crtež	desenhar
crtež	desenhando
grah	feijão
grah	bean
grah	feijão
grah	feijões
grah	favas
plata	plata
darwin	darwin
oklopnih	blindada
oklopnih	blindados
oklopnih	blindado
inteligencija	inteligência
hassan	hassan
memorija	memória
memorija	lembrança
memorija	memoria
dizel	diesel
dizel	gasóleo
izgubiti	perder
izgubiti	perca
izgubiti	percam
izgubiti	perde
strategije	estratégias
koalicije	coligações
trave	capim
trave	grama
trave	erva
trave	relva
sirius	sirius
karbonat	carbonato
unix	unix
romi	roma
ključanja	ebulição
ključanja	fervendo
planova	planos
dem	dem
laboratorija	labs
laboratorija	laboratórios
laboratorija	laboratório
laboratorija	laboratórios
laboratorija	laboratório
laboratorija	lab
doza	doses
doza	dosagem
doza	dose
robovi	escravos
robovi	escravas
din	din
din	dean
din	reitor
din	decano
din	reitora
predaja	ditos
predaja	ditados
predaja	provérbios
predaja	rendição
predaja	render
obnovu	renovação
obnovu	restauro
obnovu	restauração
obnovu	reabilitação
ključa	chaves
ključa	teclas
senegal	senegal
receptore	receptores
chase	perseguição
chase	chase
predviđa	prevê
nadh	nadh
sergei	sergei
sergei	sérgio
otrov	veneno
otrov	venenos
otrov	veneno
sutra	amanha
sutra	amanhã
pogodan	adequado
pogodan	adequados
pogodan	adequada
konzul	cônsul
autorska	copyright
diane	diana
diane	diane
diane	dianne
zahtjevi	solicitações
zahtjevi	requisições
zahtjevi	pedidos
zahtjevi	exigências
zahtjevi	requisitos
zahtjevi	prescrições
zahtjevi	demandas
zahtjevi	exigências
mostovi	bridges
mostovi	pontes
opremljen	equipados
opremljen	equipada
opremljen	equipadas
opremljen	equipado
povuče	retire
povuče	retirar
bon	bon
počeci	começos
počeci	inícios
počeci	primórdios
nasilje	violencia
nasilje	violência
povećane	aumentado
povećane	aumentados
povećane	aumentou
povećane	aumentada
nekako	gentil
nekako	bondoso
nekako	tipo
tooltip	tooltip
poljaci	postes
poljaci	polos
poljaci	poloneses
poljaci	polacos
poljaci	pólos
tehnička	técnicos
tehnička	técnico
tehnička	técnica
beskonačno	infinitos
beskonačno	infinito
beskonačno	infinita
beskonačno	infinitas
beskonačno	infinitamente
ljubomir	ljubomir
everton	everton
adp	adp
wells	poços
wells	wells
fran	fran
dalmacija	dalmácia
legio	legio
fragmenti	fragmentos
završenog	completar
završenog	completando
kate	kate
abo	abo
procjenu	apreciação
procjenu	avaliação
mirsad	mirsad
move	mover
baterija	pilha
baterija	bateria
socijalno	socialmente
blogs	blogs
blogs	blogues
kuvajt	kuwait
kuvajt	koweit
puk	regimento
spontano	espontâneos
spontano	espontâneo
spontano	espontânea
spontano	espontâneas
spontano	espontaneamente
uništi	destruam
uništi	destrua
uništi	destrói
uništi	destruir
promocija	promoção
ispunjava	enche
ispunjava	preenche
mil	mil
gvatemala	guatemala
individualne	indivíduo
individualne	individual
individualne	individuais
sfere	esferas
oštećenje	dano
oštećenje	danos
oštećenje	estrago
palo	palo
stanislav	stanislav
uspješnu	sucesso
arterije	artérias
afrička	africana
afrička	africanos
afrička	africano
slavni	famosa
slavni	famosas
slavni	famosos
slavni	famoso
samir	samir
rum	cachaça
rum	rum
antigeni	antigénios
marx	marx
oktavijan	otávio
oktavijan	octávio
deklaracija	declaração
alpsko	alpina
alpsko	alpino
honduras	honduras
vole	vole
eriksson	eriksson
spasi	salvar
spasi	salva
spasi	save
spasi	salve
spasi	guardar
fan	ventilador
fan	torcedor
fan	fã
fan	ventoinha
glagola	verbos
ppm	ppm
ein	ein
muller	muller
hrom	chrome
hrom	cromo
hrom	crómio
hrom	cromo
violine	violinos
caroline	caroline
caroline	carolina
svile	seda
izbornom	eleitoral
drive	conduzir
drive	conduza
drive	conduz
drive	drive
barij	bário
direktni	directa
direktni	direta
direktni	diretos
direktni	direct
direktni	direto
instalacija	montagem
instalacija	instalação
instalacija	instala
instalacija	instalação
instalacija	instalar
instalacija	instale
primirje	tréguas
primirje	trégua
poteškoće	dificuldades
služiti	sirva
služiti	servir
služiti	serve
služiti	servi
uran	urano
dell	dell
adis	adis
vođen	guiada
vođen	guiados
vođen	guiado
mrtvi	morta
mrtvi	morto
mrtvi	mortos
mrtvi	dead
reaktora	reactores
reaktora	reatores
stepenu	licenciatura
stepenu	grau
stepenu	graus
šok	chocantes
šok	chocante
šok	choque
dijalekt	dialeto
dijalekt	dialecto
čudovišta	monstros
julian	julian
julian	juliano
julian	julián
koper	koper
meša	mesa
take	pega
take	levar
take	take
take	pegue
take	toma
take	leve
abdullah	abdullah
cvjeta	florescer
oksidacije	oxidação
neill	neill
slavio	comemorando
slavio	celebrando
veli	veli
utisak	impressão
infrastruktura	infraestruturas
infrastruktura	infraestrutura
serravalle	serravalle
helij	hélio
građanin	cidadã
građanin	cidadão
niš	niš
čitava	inteiras
čitava	inteiros
čitava	inteiro
dodajte	adicione
dodajte	adiciona
dodajte	add
dodajte	adicionar
sizedefault	sizedefault
camille	camille
giorgio	giorgio
mašinski	mecânico
mašinski	mecânicos
mašinski	mecânica
pčela	abelha
pčela	abelhas
pčela	bee
cole	cole
siemens	siemens
aspx	aspx
zagorje	zagorje
izmir	izmir
parkovi	parques
kolonijalne	colonial
kolonijalne	coloniais
vilnius	vilnius
selby	selby
formata	formato
formata	formatar
formata	formatação
angelo	angelo
angelo	ângelo
neslaganja	desentendimentos
neslaganja	divergências
imuni	imune
imuni	imunes
neda	ned
neda	neda
lorenzo	lorenzo
lorenzo	lourenço
trovanja	envenenamento
trovanja	intoxicação
izumio	inventou
izumio	invenção
izumio	inventado
izumio	inventada
izumio	inventei
sihr	feitiçaria
sihr	bruxaria
sihr	mágica
sihr	mágico
sihr	magic
sihr	mágicas
sihr	magia
plivanju	natação
plivanju	nadar
masi	multidão
razvijao	desenvolver
razvijao	desenvolvendo
razvijao	desenvolvido
razvijao	desenvolvidas
razvijao	desenvolvidos
razvijao	desenvolvida
razvijao	desenvolveu
biblije	bíblias
inicijativa	iniciativa
urbana	urban
urbana	urbano
urbana	urbana
urbana	urbanas
urbana	urbanos
žiri	jurado
žiri	juri
žiri	jurados
žiri	júri
ragbi	rugby
ragbi	râguebi
havaji	havaí
havaji	hawaii
havaji	havai
federalni	federal
federalni	federais
prepreka	obstáculos
prepreka	entraves
prepreka	obstáculo
prepreka	obstáculos
prepreka	obstáculo
preglednik	navegador
preglednik	browser
baptiste	baptiste
lancaster	lancaster
birmingham	birmingham
xvii	xvii
mogućnostima	possibilidades
proton	prótons
proton	próton
proton	protões
commons	commons
commons	comuns
protoka	caudal
protoka	flow
protoka	fluxo
gradec	gradec
takmičar	concorrente
takmičar	concorrente
takmičar	competidor
detalje	pormenores
detalje	detalhes
soko	falcon
soko	falcão
soko	gavião
soko	falcão
soko	hawk
vega	vega
hunter	caçador
hunter	caçadora
hunter	hunter
louvre	louvre
vlasništva	apropriação
vlasništva	propriedade
vlasništva	posse
ujedinjena	unidas
ujedinjena	unida
ujedinjena	united
ujedinjena	unidos
erectus	erectus
srednjim	mídia
srednjim	médio
srednjim	média
srednjim	meio
srednjim	médium
bacač	lançador
bacač	arremessador
bacač	jarro
nordijska	nórdica
nordijska	nórdico
nordijska	nórdicos
nordijska	nórdica
nordijska	nórdico
nordijska	nórdicos
fokus	focar
fokus	focus
fokus	foco
ratko	ratko
emisiju	mostra
emisiju	espetáculo
emisiju	mostrar
emisiju	show
kasparov	kasparov
wide	wide
wide	ampla
wide	amplo
prost	prost
mama	mama
mama	mamãe
mama	mamã
mama	mãezinha
mama	mamãe
mama	mamã
mama	mãe
mama	mamãe
celje	celje
kariba	caribe
kariba	caraíbas
platforma	plataforma
césar	césar
namjere	intenções
namjere	intenções
namjere	intento
namjere	intenção
spojena	fundido
spojena	fundidos
spojena	fundiu
menadžera	gerentes
menadžera	gestores
sposobni	capaz
sposobni	capazes
rogers	rogers
maccabi	maccabi
robu	bens
robu	mercadoria
robu	mercadorias
joachim	joaquim
joachim	joachim
pereira	pereira
olivier	olivier
hat	chapéu
hat	cartola
hat	hat
lucija	lúcia
lucija	lucia
doze	doses
garda	guarda
garda	garda
promijenjen	mudado
promijenjen	alterado
promijenjen	mudou
promijenjen	alterada
promijenjen	mudei
složio	acordado
složio	concordou
desi	desi
amazonas	amazonas
desetine	rte
desetine	dezenas
desetine	dezenas
desetine	dúzias
desetine	pontuação
desetine	pontuações
ciudad	ciudad
običnih	ordinário
običnih	vulgar
običnih	ordinária
potvrdila	confirmaram
potvrdila	confirmado
potvrdila	confirmou
potvrdila	confirmados
potvrdila	confirmada
claudio	claudio
claudio	cláudio
tvoj	seu
tvoj	sua
mhc	mhc
stavljen	colocar
stavljen	coloca
stavljen	pôr
stavljen	posta
stavljen	coloque
sekcije	secções
sekcije	seções
odobrio	aprovada
odobrio	aprovados
odobrio	aprovadas
odobrio	aprovado
tragedija	tragédia
tragedija	tragédias
anđeo	angelina
anđeo	anjinho
anđeo	ángel
anđeo	anjo
anđeo	angel
branislav	branislav
kent	kent
joel	joel
betty	betty
pojavljivanja	aparências
pojavljivanja	aparições
lim	lim
algoritam	algoritmo
exd	exd
bande	gangues
bande	gangs
bande	bandos
bande	gangue
bande	gang
bande	quadrilha
bande	bando
fenerbahçe	fenerbahçe
pomagao	ajudado
pomagao	ajudada
pomagao	auxiliado
pomagao	ajudados
luna	luna
mrtva	morta
mrtva	morto
mrtva	mortos
mrtva	dead
imenovana	nomeados
imenovana	nomeado
kreiranje	crie
kreiranje	criar
kreiranje	cria
kreiranje	criando
kreiranje	criar
kreiranje	criação
preostala	remanescente
preostala	restante
preostala	restantes
preostala	permanecendo
republikanske	republicana
republikanske	republicanos
republikanske	republicano
poslanici	mensageiros
poslanici	apóstolos
poslanici	pms
poslanici	deputados
poslanici	legisladores
oluje	tempestades
oksidi	óxido
oksidi	óxidos
kopnena	land
kopnena	terrenos
kopnena	terras
kopnena	terra
kopnena	ground
kopnena	terreno
flora	flora
signale	sinais
violina	violino
trgovaca	vendedores
milwaukee	milwaukee
anglo	anglo
bavili	noiva
bavili	noivos
bavili	noivo
raj	raj
raj	paraiso
raj	paraíso
raj	paradise
intervencije	intervenções
intervencije	intervenção
slava	slava
slava	glórias
slava	glória
slava	glory
uvid	perspicácia
blizak	fecha
blizak	feche
blizak	perto
blizak	close
blizak	fechar
stručni	perito
stručni	expert
stručni	especialista
minus	menos
uzrokujući	causando
uzrokujući	causar
uzrokujući	provocando
širokog	vasto
širokog	ampla
širokog	amplo
pobijedi	win
pobijedi	ganhe
pobijedi	ganhar
pobijedi	vencer
pobijedi	vitória
bundeslige	bundesliga
menadžment	gerência
menadžment	gestão
menadžment	gerenciamento
bubanj	tambor
poklon	dádiva
poklon	presente
poklon	dom
graf	graf
jod	iodo
carla	carla
ekvivalent	equivalentes
ekvivalent	equivalente
kompletna	completa
kompletna	completos
kompletna	complete
kompletna	completo
moon	lua
moon	moon
erwin	erwin
gay	gays
gay	gay
gay	homossexual
poplava	enchente
poplava	flood
poplava	inundações
poplava	dilúvio
poplava	inundação
poplava	enchentes
poplava	inundação
poplava	inundações
poplava	enchentes
poplava	cheias
poplava	inundações
ada	ada
kew	estalagem
csstext	csstext
esej	redação
esej	ensaio
slabosti	fraquezas
slabosti	insuficiências
slabosti	deficiências
harvey	harvey
ismail	ismail
korisne	utilidade
korisne	útil
korisne	úteis
virgin	virgin
virgin	virgens
virgin	virgem
happel	happel
srednjih	secundárias
srednjih	secundária
srednjih	secundário
srednjih	secundários
vijetnamski	vietnamitas
vijetnamski	vietnamita
nikozija	nicósia
grace	graça
grace	grace
portala	portais
spremnika	clips
spremnika	clipes
díaz	díaz
bazilika	basílica
tamne	dark
tamne	escura
tamne	sombrio
tamne	escuro
definisati	definir
definisati	defina
definisati	define
platon	platão
rfc	rfc
tata	pai
tata	papai
tata	papá
tata	pai
tata	daddy
tata	papai
tata	paizinho
timor	timor
kapital	capitais
kapital	capital
desktop	ecrã
desktop	desktop
nosač	operadora
nosač	transportadora
nosač	portadora
nosač	transportador
dragutin	dragutin
počinio	cometeu
počinio	empenhado
počinio	comprometida
počinio	comprometido
počinio	cometido
uzela	levou
uzela	tirou
uzela	demorou
uzela	levaram
snimljene	gravou
snimljene	gravado
snimljene	registrado
snimljene	gravados
ulaganja	investimento
ulaganja	investimentos
staljin	stalin
staljin	estaline
katastrofa	catástrofe
katastrofa	desastres
katastrofa	desastre
katastrofa	catástrofe
otkrivene	descobriram
otkrivene	descoberta
otkrivene	descoberto
otkrivene	descobertos
rhode	rhode
plemići	aristocratas
uređuje	rege
uređuje	governa
svg}}	svg}}
amy	amy
okončan	terminou
okončan	acabou
brooks	brooks
izazov	desafio
izazov	challenge
čarobnjaka	wizard
čarobnjaka	mágico
čarobnjaka	assistente
čarobnjaka	mago
čarobnjaka	feiticeiro
savezi	alianças
tropske	tropical
webb	webb
sen	sen
adem	adem
sugerira	sugere
redovi	filas
sfera	esfera
mikroskop	microscópios
mikroskop	microscópio
jetra	fígado
odbacuje	rejeitados
odbacuje	rejeita
robot	robô
robot	robot
umre	morre
cvijeće	flores
galileo	galileo
galileo	galileu
alexandre	alexandre
porazila	derrotou
porazila	derrotado
porazila	vencido
porazila	derrotada
porazila	derrotados
mahmud	mahmoud
mahmud	mahmud
pokemon	pokemon
atomskih	atômica
atomskih	atómica
atomskih	atómico
atomskih	atômico
sportsko	desporto
sportsko	esportes
sportsko	desportos
svinje	porcos
svinje	suínos
tretmana	tratamentos
kapi	pingos
kapi	gotas
kapi	colírio
metale	metais
prijateljstva	amizades
prijateljstva	amizades
prijateljstva	amizade
poslali	enviada
poslali	enviadas
poslali	enviados
poslali	enviou
poslali	enviado
generali	generais
projekcija	projeção
projekcija	projecção
projekcija	projeções
projekcija	projecções
projekcija	saliências
otrovan	venenosa
otrovan	venenosas
otrovan	venenosos
otrovan	venenoso
otrovan	envenenou
otrovan	envenenados
otrovan	envenenado
otrovan	envenenada
denver	denver
standardi	normas
standardi	padrões
nestali	gone
nestali	ido
nestali	sumido
nestali	ausente
nestali	faltam
nestali	falta
nestali	faltando
izričito	explicitamente
proteinima	proteínas
kompozitori	compositores
jenson	jenson
blaga	tesouros
blaga	ligeiro
blaga	suave
blaga	ameno
blaga	ligeira
diskusija	discussões
diskusija	discussão
diskusija	discussões
prst	dedo
xbox	xbox
imovinu	propriedade
imovinu	imóvel
imovinu	propriedades
lihtenštajn	liechtenstein
lihtenštajn	listenstaine
egipćani	egípcios
konkretno	especificamente
četrdeset	forty
četrdeset	quarenta
susjeda	vizinha
susjeda	vizinho
susjeda	vizinhos
susjeda	vizinha
susjeda	vizinho
prijetnje	ameaças
teku	caudal
teku	flow
teku	fluxo
teku	fluindo
nastava	instruções
nastava	instrução
pluton	plutão
pluton	pluto
gledao	assisti
gledao	assistido
gledao	assistiu
gledao	assistiram
rom	rom
teoretski	teórica
teoretski	teórico
teoretski	teóricos
teoretski	teóricas
teoretski	teoricamente
linnaeus	linnaeus
reci	conte
reci	diz
reci	diga
pčele	abelhas
osvojena	venceu
osvojena	won
osvojena	ganhou
osvojena	ganhado
jemen	iêmen
jemen	iémen
odsustvu	ausência
diviziji	divisão
nemanja	nemanja
ione	ione
deportivo	deportivo
antike	antiguidade
uživao	curti
izrađen	redigida
izrađen	redigido
izrađen	trabalhada
spomenuta	mencionado
spomenuta	mencionados
spomenuta	mencionou
spomenuta	mencionada
berkeley	berkeley
springfield	springfield
truman	truman
eugen	eugen
prevedena	traduzida
prevedena	traduzidas
prevedena	traduzido
naglasak	ênfase
lijekovima	medicação
ocjene	graus
trnava	trnava
tesla	tesla
podizanje	levantar
podizanje	levantem
podizanje	levante
arterija	artéria
brooklyn	brooklyn
prijetnja	ameaças
prijetnja	ameaça
gottfried	gottfried
ist	ist
austin	austin
uslovom	condição
uslovom	estado
vožnje	conduzir
vožnje	dirigindo
vožnje	condução
vožnje	conduzindo
nicholson	nicholson
obradi	processamento
obradi	transformação
obradi	processando
pravaca	rotas
pravaca	itinerários
pravaca	percursos
pravaca	direcções
pravaca	direções
pravaca	indicações
earl	earl
earl	conde
based	baseado
based	baseados
lud	doida
lud	louca
lud	maluco
lud	doido
lud	louco
zaključuje	conclui
sulfid	sulfureto
sulfid	sulfeto
milica	milica
antologija	antologia
proučavao	estudou
proučavao	estudados
proučavao	estudado
proučavao	estudada
nicholas	nicolás
nicholas	nicholas
nicholas	nicolau
evanđelje	evangelho
evanđelje	gospel
honda	honda
rotacija	rodízio
rotacija	rotação
mehanizmi	mecanismos
pigment	pigmentação
pigment	pigmentos
pigment	pigmento
pacifiku	pacífico
pacifiku	pacifico
pacifiku	pacific
dante	dante
coppola	coppola
pascal	pascal
učenjaka	erudito
učenjaka	estudioso
srži	medula
herman	herman
optužio	acusado
optužio	acusada
optužio	acusadas
optužio	acusados
proširuje	expande
irving	irving
duboke	profunda
duboke	profundo
duboke	deep
duboke	profundo
duboke	profunda
izrazi	expressões
marketing	marketing
marketing	comercialização
očne	oculares
očne	ocular
univerzitetima	universidades
dijeljenje	partilhar
dijeljenje	compartilhamento
dijeljenje	compartilhando
dijeljenje	compartilhar
dijeljenje	partilha
johansson	johansson
diana	diana
odabrana	seleccionado
odabrana	selecionadas
odabrana	selecionado
odabrana	selecionada
odabrana	selecionados
gradijent	gradiente
moli	orar
moli	ore
moli	rezar
moli	molly
podiže	levanta
prethodnim	anterior
prethodnim	anteriores
solun	salónica
solun	tessalônica
telefon	fone
telefon	telemóvel
telefon	telefone
telefon	telefone
poglavlje	capitulo
poglavlje	capítulo
vođenje	gerir
vođenje	gerenciamento
vođenje	executando
vođenje	running
vođenje	correndo
rotor	rotor
rotor	curl
luther	luther
luther	lutero
balkanski	bálcãs
balkanski	balcãs
kulin	ban
kulin	banimento
kulin	banir
kulin	proibição
visual	visual
visual	visuais
grude	caroço
korejski	coreana
korejski	coreano
korejski	coreanos
opisivanje	descrever
opisivanje	descreve
opisivanje	descreva
malfoy	malfoy
ground	ground
ground	terreno
konfiguracija	configuração
luči	segrega
jaki	forte
jaki	strong
jaki	fortes
medici	médicis
medici	medici
medici	médici
čekao	esperaram
čekao	esperei
čekao	esperou
zamjene	substitutos
zamjene	substituições
dokumente	documentos
malcolm	malcolm
malcolm	malcom
burkina	burkina
pierce	pierce
dragi	querido
dragi	queridos
dragi	querida
dragi	querido
dragi	darling
dragi	querida
bogatim	ricas
bogatim	rico
bogatim	ricos
bogatim	rich
bogatim	rica
remi	remi
remi	remy
siro	siro
sluga	serva
sluga	servo
opterećenja	fardos
nadzorom	supervisão
pokretač	lançador
pokretač	iniciador
koch	koch
zadovoljan	satisfeito
zadovoljan	satisfeitos
zadovoljan	satisfeita
zadovoljan	satisfeito
zadovoljan	satisfeita
her	herr
izbjeglice	refugiados
gvajana	guiana
nemogućnosti	incapacidade
aziz	aziz
štampa	imprensa
štampa	pressione
štampa	prints
štampa	estampas
parametri	parâmetros
glenn	glenn
tumače	interprete
tumače	interpretar
tumače	interpreta
harvard	harvard
kuhinja	culinária
kuhinja	cozinha
kuhinja	gastronomia
kuhinja	cozinha
antoaneta	antonieta
antoaneta	antoinette
provesti	implementar
provesti	implementa
provesti	aplicar
provesti	gasto
provesti	gastar
provesti	gaste
provesti	gasta
provesti	gastos
provesti	passar
thank	agradecer
clarke	clarke
adler	adler
patent	patente
patent	patentes
malik	malik
osvojen	conquistou
osvojen	conquistaram
osvojen	conquistado
osvojen	conquistada
osvojen	conquistados
osvojen	venceu
osvojen	won
osvojen	ganhou
osvojen	ganhado
eine	eine
winter	winther
neretva	neretva
masne	gorducho
masne	gordos
masne	gordinho
masne	gordo
sastojci	ingredientes
pravci	rotas
pravci	itinerários
pravci	percursos
pravci	direcções
pravci	direções
pravci	indicações
policajac	cop
policajac	policia
policajac	policial
jez	jez
ramat	ramat
travi	capim
travi	grama
travi	erva
travi	relva
sunčev	solares
sunčev	solar
