文字通り	字面上
除名	驅逐出境
除名	驅逐
磁石	磁鐵
磁石	磁鐵
インストラクター	教員
イノベーション	革新
イノベーション	創新
イノベーション	革新
イノベーション	創新
窃盗	失竊
窃盗	盜竊
窃盗	偷竊
窃盗	偷竊
窃盗	偷
合図	訊號
コンビネーション	組合
マーフィー	murphy
ソフィー	sophie
いとこ	表姐
いとこ	表妹
いとこ	表弟
いとこ	表哥
本屋	書店
本屋	書店
シャロン	sharon
シャロン	沙龍
スリム	苗條
スリム	瘦
前奏曲	前奏曲
前奏曲	前奏
前奏曲	序幕
ディスカバリー	發現
ディスカバリー	探索
ドイル	doyle
伐採	伐木
海事	海事
三崎	美咲
四肢	肢體
四肢	四肢
四肢	肢
思春期	青春期
ネスト	築巢
バリア	屏障
ロッテルダム	鹿特丹
ダイアモンド	金剛石
ダイアモンド	鑽石
外傷	損傷
外傷	創傷
外傷	外傷
パルプ	紙漿
エイドリアン	adrian
カイル	kyle
朝食	早餐
朝食	早飯
脂質	磷脂
湖南省	湖南
累積	累積
累積	累計
テツ	哲也
化身	化身
カルテット	四重奏
カルテット	四方
小文字	小寫
同棲	同居
紫外線	紫外線
紫外線	紫外
アルカリ	鹼
散布	散布
散布	散射
予告編	預告
予告編	拖車
予告編	預告片
揖斐	ibi
ロウ	lowe
シルク	蠶絲
シルク	絲
シルク	絲綢
アフマド	ahmad
善意	仁愛
ユリア	julia
ジプシー	吉普賽人
ジプシー	吉普賽
ジプシー	吉卜賽人
車いす	輪椅
緑化	綠化
マリーナ	marina
興味深い	有趣
フリーズ	冷凍
フリーズ	凍結
スパイラル	螺旋
サハラ	撒哈拉
疑念	疑問
疑念	懷疑
疑念	疑慮
疑念	疑慮
アソシエーション	結社
アソシエーション	協會
バリトン	男中音
ギル	gil
アッバース	abbas
失望	失望
租税	稅收
租税	稅務
租税	納稅
租税	稅務
租税	稅收
租税	稅
租税	稅金
オウム	鸚鵡
廊下	走廊
廊下	走廊
インターセプト	攔截
インターセプト	截獲
整形	格式
整形	格式化
インパルス	衝動
アイデンティティ	身分
アイデンティティ	身份
ヨーコ	葉子
渤海	渤海
キツネ	狐
キツネ	狐狸
キツネ	fox
フォート	堡
フォート	堡壘
フォート	要塞
ハイジャック	劫持
ハイジャック	劫機
ハイジャック	劫持
ハイジャック	劫機
プロパガンダ	宣傳
ハーモニカ	口琴
イージー	容易
イージー	輕鬆
イージー	簡單
風邪	冷冷
風邪	寒冷
風邪	冷
ストレージ	儲存
ストレージ	貯存
シチュエーション	情況
サンスクリット	梵語
スノーボード	滑雪板
スノーボード	滑雪板
厳重	嚴格
厳重	嚴謹
青銅	青銅
青銅	銅
貯蓄	儲蓄
貯蓄	節省
貯蓄	節約
キャラメル	焦糖
船尾	船尾
船尾	stern
冊子	小冊子
いくらか	一些
いくらか	有些
パラシュート	降落傘
アレイ	陣列
アレイ	陣列
九龍	九龍
ツバメ	燕
ツバメ	燕子
ツバメ	吞
全裸	裸露
全裸	裸體
腎臓	腎臟
腎臓	腎
抑圧	壓迫
抑圧	打壓
抑圧	鎮壓
抑圧	壓制
覇権	霸權
覇権	霸權主義
コックス	cox
義隆	yoshitaka
炭化	碳化
炭化	碳化物
リアリティ	現實
温室	溫室
稼ぐ	掙
稼ぐ	賺取
稼ぐ	賺
うつ病	蕭條
うつ病	抑鬱
うつ病	抑鬱症
うつ病	沮喪
会報	通訊
ジェット機	噴射
ジェット機	噴氣
ベンゼン	苯
シック	別緻
社交	交際
多分	或許
多分	也許
接吻	接吻
接吻	吻
接吻	親
接吻	親親
接吻	kiss
接吻	親吻
メイソン	梅森
メイソン	mason
湿度	濕潤
湿度	濕度
ボリューム	體積
ボリューム	音量
サプライ	供應
サプライ	供給
ボンネット	hood
食肉	肉
食肉	肉食
食肉	肉類
生き物	生物
生き物	生物
マーカー	標記
酵母	酵母
酵母	酵母菌
無責任	不負責任
土産	紀念品
土産	紀念品
土産	紀念
ムーンライト	月光
ジャガイモ	土豆
ジャガイモ	馬鈴薯
ジャガイモ	土豆
ジャガイモ	馬鈴薯
瀕死	垂死
ゴッホ	gogh
砂丘	沙丘
カヌー	獨木舟
加速度	加速度
加速度	加速
新居	nii
執政官	領事
執政官	執政官
女帝	皇后
エイズ	愛滋病
エイズ	aids
気絶	暈倒
気絶	暈
気絶	昏倒
気絶	微弱
気絶	昏倒
ハノイ	河內
推論	推論
推論	推理
推論	推斷
推論	推理
推論	推斷
モルガン	morgan
ホームレス	無家可歸
プラネタリウム	天文館
ハニー	蜂蜜
やむを得ない	無可避免
やむを得ない	不可避免
やむを得ない	無可避免
やむを得ない	不可避免
ゆっくりと	慢慢地
大理石	大理石
大理石	彈珠
アイリス	iris
健介	kensuke
焼肉	燒烤
焼肉	烤肉
サガン	sagan
シュナイダー	schneider
略語	縮寫
ブレア	blair
ウォリアーズ	勇士
おっぱい	山雀
治癒	治癒
カラフル	色彩繽紛
カラフル	色彩繽紛
チャイム	風鈴
失業	失業
失業	失業率
大根	蘿蔔
大根	蘿蔔
精算	結賬
バリュー	價值
バリュー	數值
バリュー	值
残高	平衡
残高	結餘
残高	均衡
残高	餘額
フセイン	hussein
フセイン	hussain
弾性	彈性
セレモニー	儀式
フロート	漂浮
フロート	浮動
フロート	浮點
風習	海關
風習	關稅
風習	定制
風習	自訂
台座	基座
エピック	史詩
カイト	風箏
新太郎	shintaro
ノーザン	北方
ノーザン	北部
腐食	腐蝕
友愛	友愛
友愛	互助會
友愛	博愛
内面	內政
内面	內部
内面	內地
内面	內心
内面	內
内面	內在
孫娘	孫女
孫娘	外孫女
ブランク	空白
刺青	紋身
刺青	刺青
刺青	紋身
ポリシー	政策
ポリシー	政策
重度	嚴重
重度	重度
ベーカー	貝克
ブレット	bret
ブレット	brett
新入生	新生
書写	轉錄
未確認	不明
ヴェルナー	werner
福建省	福建
ウォーキング	步行
ウォーキング	散步
ウォーキング	行走
ウォーキング	走路
作り方	食譜
レボリューション	革命
節約	儲蓄
節約	節省
節約	節約
乳房	胸
乳房	胸部
乳房	乳房
クルアーン	可蘭經
クルアーン	古蘭經
トレンド	趨勢
トレンド	趨向
トレンド	熱門
ハイキング	遠足
ハイキング	徒步
ハイキング	遠足
ハイキング	登山
野心	抱負
野心	野心
野心	雄心
野心	野心
野心	雄心
野心	雄心勃勃
野心	抱負
野心	野心
野心	雄心
野心	志向
インスタント	即時
インスタント	瞬間
伝染病	流行病
伝染病	傳染
伝染病	感染
人柄	人格
人柄	性格
人柄	個性
ソーダ	汽水
ソーダ	蘇打
ヘレナ	helena
四角	正方形
四角	平方
四角	方塊
四角	方形
四角	廣場
ミニチュア	微型
ミニチュア	迷你
落札	賣
落札	售出
ひぐらし	日暮
悟り	啓蒙
衝動	敦促
衝動	敦促
バーニー	bernie
略記	縮寫
刀剣	劍
フュージョン	融合
グロリア	gloria
従者	鄉紳
従者	侍從
レックス	rex
インコ	鸚鵡
ミランダ	miranda
ストリップ	脫衣
ストリップ	脫
ストリップ	脫衣舞
ストリップ	地帶
カウンセリング	輔導
カウンセリング	咨詢
カウンセリング	咨詢
カウンセリング	輔導
偽名	別名
偽名	別名
偽名	假名
ウール	羊毛
無実	無辜
閉会	閉幕
配管	管道
ソケット	插座
ソケット	socket
ソケット	插座
シーサイド	海邊
閉じる	關閉
閉じる	駁回
トランジスタ	電晶體
ジュディ	judy
プリンター	印表機
アーマー	盔甲
アーマー	鎧甲
アーマー	裝甲
チャペル	禮拜堂
ヴィクター	victor
過失	過失
過失	疏忽
過失	過失
過失	疏忽
ジェニー	珍妮
ジェニー	jenny
菌類	真菌
菌類	真菌
球形	球體
攘夷	joi
メイヤー	mayer
メイヤー	meyer
海辺	海邊
清国	青
清国	清
配送	送貨
配送	投放
配送	交付
配送	交貨
配送	遞送
配送	運費
配送	出貨
配送	航運
ジャネット	janet
答弁	回答
答弁	答
答弁	答案
密輸	違禁品
密輸	走私
密輸	偷渡
密輸	走私
密輸	走私
スロープ	坡
スロープ	斜坡
スロープ	山坡
スロープ	斜坡
本能	本能
ガザ	加沙
用例	舉例
用例	例子
用例	範例
ゼウス	宙斯
不規則	不規則
コロンブス	哥倫布
口頭	口頭
口頭	口服
口頭	口腔
スパン	跨度
ヘラクレス	大力士
後見	監護
光度	強度
光度	密度
ビューティフル	漂亮
ビューティフル	美
ビューティフル	美女
ビューティフル	美麗
ナオミ	naomi
ホロコースト	大屠殺
タタール	韃靼
ソリューション	溶液
同情	慈悲
同情	同情心
同情	同情
同情	同情
コーエン	cohen
挙動	行為
挙動	行為
ムアン	勐
トワイライト	曙光
トワイライト	黃昏
サムスン	三星
ルネッサンス	復興
ルネッサンス	文藝復興
足場	斷頭台
谷間	河谷
谷間	谷
谷間	山谷
谷間	谷地
ダリ	大理
ダリ	dali
交尾	交配
伝言	留言
伝言	訊息
伝言	信件
武士道	武士道
タブー	禁忌
タブー	禁忌
ニーナ	nina
成都	成都
伍長	下士
サーフィン	衝浪
サーフィン	衝浪
シリウス	天狼星
アンドロイド	android
青海	青海
憎悪	仇視
憎悪	仇恨
憎悪	hater
憎悪	憎恨
憎悪	恨
憎悪	討厭
憎悪	仇恨
シャドー	影
シャドー	影子
シャドー	陰影
シャドー	暗影
キャブレター	化油器
花崗岩	花崗岩
サガ	佐賀
球面	球體
まっすぐ	直直
まっすぐ	直
弁論	雄辯
弁論	口才
フランキー	frankie
イタズラ	惡作劇
えりか	erika
手作り	手工
手作り	自制
購読	訂閱
購読	訂閱
購読	認購
購読	訂閱
アクシデント	意外
アクシデント	事故
井手	ide
クルマ	車
クルマ	汽車
変性	退化
傾き	坡
傾き	斜坡
傾き	傾斜
傾き	山坡
傾き	斜坡
傾き	傾斜
傾き	斜
潰し	砸
宣誓	宣誓
宣誓	誓
宣誓	誓言
宣誓	誓詞
リョウ	亮
エルヴィス	貓王
衣類	成衣
衣類	成衣
シリコン	矽
証書	地契
証書	契約
証書	憑證
証書	證書
お化け	鬼魂
お化け	鬼
お化け	幽靈
ご飯	大米
ご飯	米
ご飯	米飯
ご飯	飯
ビーバー	海狸
行き先	目的地
狩人	獵人
フィーチャー	功能
フィーチャー	特色
フィーチャー	特徵
雲南省	雲南
グルコース	葡萄糖
パラドックス	矛盾
ヒョウ	豹子
ヒョウ	豹
ヒョウ	獵豹
クレイジー	瘋狂
クレイジー	瘋
クレイジー	瘋了
耐久性	耐用
公理	公理
評定	估價
評定	評價
評定	評估
服従	服從
士気	士氣
実演	示範
実演	演示
実演	示威
スイート	套房
スイート	套房
スイート	suites
磁性	磁
磁性	磁力
磁性	磁性
二回	兩次
占星術	占星術
ドルフィン	海豚
シェイク	搖晃
シェイク	搖動
シェイク	搖
障壁	壁壘
障壁	屏障
障壁	障礙
障壁	屏障
スムーズ	光滑
スムーズ	順利
スムーズ	平滑
スムーズ	平穩
無力	無奈
チューニング	調音
アバター	神通
アバター	化身
標語	座右銘
標語	箴言
標語	格言
ハロゲン	鹵
ハロゲン	鹵素
湖北省	湖北
酪農	乳製品
漏洩	漏
漏洩	洩漏
頭上	頭頂
しっぽ	尾巴
しっぽ	尾
しっぽ	尾
しっぽ	背面
しっぽ	反面
利子	興趣
利子	利息
リコール	召回
チェイス	追
チェイス	大通
チェイス	追逐
レザー	皮革
レザー	皮
ドーハ	多哈
プジョー	標緻
抗原	抗原
抗原	抗原
恵美子	emiko
ネプチューン	海王星
砂浜	沙灘
砂浜	海灘
団子	餃子
団子	水餃
団子	餃子
団子	水餃
寛容	容忍
寛容	寬容
分隊	班長
分隊	班
分隊	小隊
異説	異端
探究	查詢
石鹸	香皂
石鹸	皂
石鹸	肥皂
石鹸	肥皂劇
ムガル	mogul
ムガル	大亨
金魚	金魚
シーザー	凱撒
アロマ	香味
アロマ	芳香
アロマ	香氣
ピーナッツ	花生
ピーナッツ	花生
トランク	樹幹
ストール	停滯
被覆	覆蓋
被覆	封面
被覆	掩護
マントル	地幔
オートマチック	自動
ファンキー	時髦
メールアドレス	電子郵件
メールアドレス	email
ドリフト	漂移
安室	namie
寒い	冷冷
寒い	寒冷
寒い	冷
侵食	侵蝕
地誌	地形
ラッピング	包裝
ラッピング	包裹
ラッピング	包裝
エマニュエル	emanuel
エマニュエル	emmanuel
フレッチャー	fletcher
資質	素質
資質	品質
混沌	混沌
混沌	混亂
ホック	hoch
ボリシェヴィキ	布爾什維克
ボリシェヴィキ	布爾什維克
柔らかい	招標
柔らかい	投標
柔らかい	溫柔
柔らかい	軟軟
柔らかい	柔軟
柔らかい	柔和
柔らかい	軟
フィジー	斐濟
オマーン	阿曼
景品	保費
景品	保險費
景品	贈品
カルタゴ	迦太基
ショートカット	捷徑
ショートカット	捷徑
グレアム	graham
ファウル	犯規
杭州	杭州
メッセンジャー	messenger
メッセンジャー	信使
矢印	箭頭
矢印	箭
矢印	箭頭
矢印	箭號
矢印	箭
マーサ	martha
チャーター	包租
ヒルトン	希爾頓
金持ち	富人
金持ち	富
金持ち	豐富
金持ち	富有
断崖	懷疑
波形	波形
石灰岩	石灰岩
形質	特質
ローブ	長袍
ローブ	袍
プルトニウム	鈽
ソングライター	作曲家
ユートピア	烏托邦
ユートピア	空想
勃起	勃起
ボイコット	抵制
冥王星	冥王星
両足	英尺
両足	腳
大豆	大豆
大豆	大豆
賛美	表揚
賛美	贊美
賛美	稱贊
手書き	筆跡
手書き	手寫
手書き	字跡
生殖	生殖
生殖	複製
生殖	繁殖
生殖	生殖
クラゲ	水母
アゲイン	再次
気質	音律
気質	氣質
サボテン	仙人掌
横行	猖獗
洗剤	洗滌劑
洗剤	清潔劑
精子	精子
撲滅	鏟除
撲滅	根除
持分	股權
持分	股本
持分	公平
ガルフ	海灣
ノヴァ	新星
ノヴァ	nova
サイクロン	氣旋
サイクロン	旋風
グレース	恩典
グレース	grace
調味料	調味料
調味料	調味
チャーム	魅力
エヴァンス	evans
被曝	暴露
被曝	曝光
被曝	曝露
スクラップ	廢料
ブレイン	blaine
ファクター	因子
ファクター	因數
ガールフレンド	女友
ガールフレンド	女朋友
ネガティブ	負面
ネガティブ	負
ネガティブ	否定
ネガティブ	陰性
ネガティブ	消極
メッキ	鍍
着る	戴
着る	穿
ピアース	pierce
カタリナ	catalina
カタリナ	catarina
カタリナ	katarina
裁縫	縫紉
裁縫	縫
スプーン	匙
スプーン	勺
スプーン	勺子
スプーン	湯匙
ハサン	hassan
ハサン	哈桑
ハサン	hasan
陝西省	陝西
暗示	建議
高分子	聚合物
高分子	高分子
プリマ	prima
塗料	畫
塗料	油漆
塗料	顏料
塗料	油漆
塗料	顏料
トピック	題目
トピック	話題
トピック	專題
トピック	主題
トピック	題目
トピック	議題
トピック	專題
トピック	主題
村民	村民
ワイヤレス	無線
献身	奉獻
献身	奉獻
宝くじ	彩票
無意識	潛意識
無意識	無意識
進捗	進步
進捗	進度
ウィザード	巫師
ウィザード	魔法師
ウィザード	巫師
ウィザード	奇才
スラング	俗語
スラング	俚語
バッタ	蚱蜢
バッタ	蝗蟲
バッタ	蚱蜢
中性	中性
中性	中立
盗難	失竊
盗難	盜竊
盗難	偷竊
サケ	鮭魚
殺菌	絕育
カリブ	加勒比
デービス	davis
ピアス	pierce
ピアス	穿孔
ピアス	穿孔
会費	會費
ニット	針織
ネイチャー	大自然
ネイチャー	自然
ネイチャー	性質
エディタ	編輯
コンペ	競爭
コンペ	競賽
ネクタイ	領結
ネクタイ	平局
ネクタイ	領帶
ネクタイ	領帶
陶磁器	陶瓷
幻覚	幻覺
慣性	慣性
慣性	慣性
慣性	惰性
君主制	君主
君主制	君主制
君主制	君主政體
便器	馬桶
便器	廁所
便器	洗手間
便器	廁
群衆	人群
群衆	人群
群衆	群眾
修二	shuji
スウィート	甜蜜
スウィート	甜
求人	招聘
求人	招募
求人	工作
求人	職業
ローレン	lauren
リーダーシップ	領導
騒乱	擾動
顔料	色素
顔料	顏料
贅沢	奢侈品
贅沢	豪華
贅沢	奢華
贅沢	奢侈
ミイラ	木乃伊
ミイラ	木乃伊
たぶん	或許
たぶん	也許
アレッサンドロ	alessandro
ぶどう	葡萄
ぶどう	葡萄
アンドロメダ	仙女座
実例	舉例
実例	例子
実例	範例
孔子	孔子
ブランドン	brandon
ラング	朗
ラング	郎
東風	東風
衰弱	弱
衰弱	缺點
衰弱	薄弱
衰弱	軟弱
衰弱	弱點
スマッシュ	砸
スマッシュ	打碎
スマッシュ	粉碎
グラフィティ	塗鴉
取り除く	刪除
取り除く	移除
オースチン	austin
オースチン	奧斯汀
ビジター	訪客
ビジター	遊客
ビジター	訪客
リベリア	賴比瑞亞
感性	感性
感性	敏感
感性	敏感性
靴下	襪子
靴下	襪
靴下	襪子
サイゴン	西貢
ヒーローズ	英雄
飢餓	飢餓
インペリアル	帝王
温帯	溫帶
スタミナ	耐力
ホンジュラス	宏都拉斯
悲惨	悲劇
悲惨	悲慘
冷蔵庫	冰箱
冷蔵庫	冰箱
道教	道教
財宝	珍寶
財宝	寶藏
コットン	棉花
コットン	棉
コットン	棉質
呼出	傳喚
呼出	傳票
呼出	傳訊
散策	漫步
ナッツ	堅果
ナッツ	堅果
カウンセラー	參贊
カウンセラー	輔導員
円錐	錐
ゼリー	果凍
スタント	特技
スタント	特技
ドラマチック	戲劇性
弾劾	彈劾
スミ	秀美
イチゴ	草莓
イチゴ	草莓
プロダクト	商品
プロダクト	產品
プロダクト	產物
プロダクト	商品
プロダクト	產品
美味	美味
美味	好吃
書き込む	撰寫
書き込む	寫
書き込む	寫信
書き込む	寫入
書き込む	寫作
木工	木工
木工	木工
墓場	墓地
お祭り	節
お祭り	節慶
お祭り	節日
まめ	mame
サンゴ	珊瑚
サファイア	藍寶石
良心	良知
良心	良心
研修生	學員
ラバ	騾子
ラバ	騾
水星	水星
水星	水銀
水星	汞
エキスパート	專家
スラブ	平板
プランテーション	種植園
プランテーション	種植園
ジー	吱吱
落書き	塗鴉
周遊	遊覽
周遊	遠足
キャッスル	城堡
キャッスル	castle
キャッスル	城
音程	間隔
音程	區間
音程	間歇
音程	間隔
そこそこ	適度
疫病	鼠疫
疫病	瘟疫
六月	六月份
六月	六月
ドラッグストア	藥店
ウォード	ward
ウォード	病房
ハビエル	javier
ジュネーブ	日內瓦
錯体	複雜
スピッツ	spitz
オーバーホール	大修
オーバーホール	檢修
親切	善良
親切	善良
アルティメット	終極
ナイツ	騎士
ナイツ	夜晚
ナイツ	夜
アイリッシュ	愛爾蘭
植生	植被
コミッション	委員會
コミッション	傭金
激励	鼓舞
激励	鼓勵
執着	痴迷
執着	迷戀
国庫	國庫
国庫	金庫
国庫	財政部
シュテファン	stefan
インナー	內心
インナー	內
インナー	內在
彫像	雕像
彫像	塑像
彫像	雕像
彫像	雕塑
彫像	塑像
ミキサー	攪拌機
ミキサー	攪拌機
ツツジ	杜鵑
ジェラール	gérard
返信	回覆
返信	回覆
返信	答復
焼く	烘
焼く	烘焙
焼く	烤
焼く	烘烤
焼く	烘焙
焼く	烘烤
消化器	消化
消化器	文摘
子午線	子午線
ボルボ	富豪
引き出す	撤回
引き出す	收回
四月	四月
四月	四月份
メアリ	mary
メアリ	瑪麗
メアリ	瑪莉
甘粛	甘肅
雑草	雜草
雑草	大麻
雑草	雜草
ボーダー	邊界
ボーダー	邊框
ボーダー	邊境
ユン	尹
ユン	允
ユン	雲
水門	水門
アナル	肛門
アナル	肛交
缶詰	罐裝
缶詰	canning
長所	優點
長所	優點
長所	長處
長所	優勢
ピッチャー	投手
ピッチャー	投手
ドミンゴ	domingo
ミキシング	混合
シャッフル	洗牌
プロファイル	剖析
後見人	守護神
後見人	守護者
後見人	守護
後見人	監護人
後見人	監護
後見人	守護者
後見人	監護人
フリオ	julio
射精	射精
点滅	閃動
点滅	閃爍
点滅	閃動
点滅	閃爍
点滅	眨眼
点滅	眨
点滅	閃爍
点滅	眨眼
ヴァル	val
ヴァル	瓦爾
整合性	誠信
整合性	完整性
整合性	正直
皮質	皮層
砂利	礫石
情事	外遇
ジーンズ	牛仔褲
書き直し	改寫
シビック	公民
刃物	刀鋒
刃物	刀片
刃物	餐具
刃物	刀具
横領	侵吞
横領	貪污
ジョーイ	joey
積み重ね	堆疊
屈辱	羞辱
屈辱	屈辱
冗長	多餘
手首	腕
手首	手腕
ヨガ	瑜伽
ヨガ	瑜珈
マトリックス	母體
マトリックス	矩陣
ジョーン	瓊
ジョーン	joan
藤林	fujibayashi
簿記	記賬
簿記	簿記
フーリエ	傅立葉
パイナップル	鳳梨
パイナップル	鳳梨
パイナップル	菠蘿
洋菓子	糕點
旦那	丈夫
算術	算術
夕食	晚飯
夕食	晚餐
夕食	晚餐
スミレ	紫羅蘭
フリップ	翻轉
フリップ	翻
デレク	derek
疑似	偽
憎しみ	憎恨
憎しみ	恨
憎しみ	討厭
憎しみ	仇恨
引越し	搬家
引越し	感動
マッピング	繪圖
マッピング	製圖
縄張り	領地
縄張り	領土
インディペンデント	獨立
歪み	歪曲
歪み	失真
歪み	扭曲
パイル	堆
啓示	啓示
キャロライン	caroline
南極大陸	南極洲
南極大陸	南極
ビースト	野獸
ビースト	獸
ビースト	怪獸
恥ずかしい	尷尬
恥ずかしい	尷尬
ビショップ	主教
ビショップ	bishop
レア	稀有
レア	難得
レア	罕見
ゴンドラ	纜車
パトリシア	patricia
ベーコン	培根
ベーコン	熏肉
のりこ	紀子
ボトム	下方
ボトム	底
ボトム	底部
ボトム	底下
終端	終止
ブータン	不丹
クラシカル	古典
ウェバー	webber
オーム	歐姆
髪の毛	頭髮
髪の毛	毛髮
髪の毛	髮型
髪の毛	發
オイゲン	eugen
教会堂	教會
教会堂	教堂
悪徳	惡習
線量	劑量
エンパイア	帝國
靭帯	韌帶
真奈美	愛美
儒教	儒家
儒教	儒學
儒教	儒家
ジェンダー	性別
ペニー	penny
ペニー	便士
新生児	新生兒
プログレッシブ	漸進
プログレッシブ	進步
プログレッシブ	累進
プログレッシブ	逐步
チラシ	傳單
チラシ	傳單
チラシ	傳單
結び目	結
