est	rytų
plein	pilnas
plein	visu
opposition	opozicijos
franco	franco
simplement	tiesiog
simplement	tik
simplement	tiesiog
abbé	abatas
abbé	abbé
gérard	gerard
familles	šeimų
familles	šeima
familles	šeimos
familles	šeimyna
expérience	eksperimentas
expérience	bandymą
gardien	globėjas
gardien	laikytojas
gardien	vartininkas
appelle	vadina
dramatique	drama
dramatique	dramos
dramatique	dramatiška
extérieur	lauko
extérieur	lauke
extérieur	išorės
restauration	maitinimo
restauration	maitinimas
restauration	atkūrimas
restauration	atstatymas
restauration	atkūrimo
médecine	vaistas
établissement	įsteigimas
régional	regionų
prison	kalėjimas
prison	kalėjimą
prison	kalėjimas
capacité	geba
capacité	pajėgumas
capacité	pajėgumai
capacité	talpa
capacité	gebėjimas
capacité	gebėjimą
littéraire	literatūros
écoles	mokykla
tradition	tradicijos
tradition	tradicijomis
tradition	tradicija
tradition	tradicijų
réalité	tikrovė
réalité	realybe
réalité	realybės
réalité	realybė
étoile	žvaigždės
étoile	žvaigždė
étoile	star
marche	vaikšto
jaune	geltona
serbie	serbija
traitement	gydymas
arc	rainbow
arc	lanko
tombe	krenta
tombe	kapas
tombe	kapo
risque	pavojus
socialiste	socialistų
vrai	tikras
vrai	tiesa
vrai	tikra
armées	ginkluotas
armées	ginkluoti
baseball	kamuoliukas
baseball	beisbolo
arabe	arabų
arthur	arturas
arthur	artūras
live	gyva
live	live
live	gyvi
live	gyventi
live	gyvos
grèce	graikija
civile	civilinė
civile	civilinės
civile	civilinis
civile	civilių
essai	bandymai
essai	bandymo
essai	bandomoji
essai	bandymas
anglaise	anglų
albums	albumai
héros	didvyriai
permis	licencijos
permis	licencija
permis	leidimai
permis	leidimus
filles	mergaitės
filles	mergaites
filles	merginos
filles	zina
filles	dukros
midi	vidurdienį
midi	vidurdienį
midi	midi
aura	aura
géographique	geografiniai
géographique	geografinis
géographique	geografinė
ciel	dangaus
ciel	dangus
ciel	ciel
ciel	dangaus
ciel	dangus
rang	perspektyvas
occidentale	vakarų
occidentale	vakarai
occidentale	vakarų
maladie	ligos
maladie	ligos
maladie	liga
king	karalius
dictionnaire	žodynas
autorité	institucija
préfecture	prefektūra
futur	ateitis
objectif	tikslas
objectif	lęšiai
objectif	tikslas
objectif	paskirtis
cap	žaliojo
ingénieur	inžinieriai
ingénieur	inžinierius
actes	aktus
irlande	airija
peine	liūdesys
peine	sielvarto
peine	sankcija
peine	bausmę
peine	bauda
peine	bausmė
peine	nuobauda
peine	skausmas
britanniques	britanijos
britanniques	britai
britanniques	britų
guerres	karai
sociétés	bendrovės
sociétés	įmonėse
sociétés	bendrovių
chanteuse	dainininkė
crise	krizė
crise	krizės
brigade	būrys
brigade	brigada
cordialement	nuoširdžiai
cordialement	dėkui
cordialement	ačiū
circuit	trasa
circuit	grandinė
japonaise	japonijos
japonaise	japonų
banque	bankininkystė
banque	bankininkystės
banque	bankas
danse	šokio
danse	šoka
danse	šokiai
danse	šokis
danse	šokti
genève	genève
élèves	mokiniai
élèves	mokinių
fleuve	upės
fleuve	upė
villages	kaimų
villages	kaimai
critiques	kritika
critiques	kritikos
critiques	kritiką
critiques	kritikai
critiques	esminė
vraiment	tikrai
vraiment	išties
vraiment	tikrai
argentine	argentinoje
argentine	argentina
argentine	argentinos
salon	lounge
écriture	rašant
écriture	rašysena
libération	išlaisvinimo
entièrement	visiškai
entièrement	pilnai
die	mirti
jazz	džiazo
caractéristiques	charakteristikos
caractéristiques	ypatumai
caractéristiques	savybės
trente	trente
trente	trento
julien	julien
chasse	medžioti
chasse	medžioklė
chasse	medžioklės
chasse	medžioti
gaz	dujos
gaz	gaz
gaz	dujos
orléans	orleano
mixte	sumaišyti
gmina	palenkės
juan	juan
véritable	tikras
véritable	tikros
véritable	tikra
véritable	tiesa
véritable	tikra
lee	li
lee	lee
lee	ly
rapide	greitas
rapide	greitas
rapide	greita
rapide	greiti
rapide	greitai
rapide	greit
rapide	greitas
rapide	greita
rapide	greitai
traduit	išversti
traduit	išversti
chœur	choro
chœur	choras
décret	dekretas
léon	léon
léon	leonas
léon	leono
résidence	gyventi
fusion	sandorį
fusion	sintezės
fusion	lydymosi
critères	kriterijus
choses	daiktai
choses	dalykai
sang	dainavo
sang	kraujas
jeanne	džeine
yeux	akimis
yeux	akys
yeux	akis
yeux	akies
yeux	akių
yeux	akis
yeux	eye
retraite	pensija
retraite	pensijos
retraite	atsitraukti
retraite	pajėgų
retraite	trauktis
description	apibūdinimas
ferroviaire	geležinkelis
ferroviaire	geležinkelis
ferroviaire	geležinkelių
ferroviaire	geležinkeliai
ferroviaire	geležinkelis
emploi	užimtumas
emploi	įdarbinimas
promotion	skatinimas
promotion	propagavimas
promotion	skatinimo
alliance	aljanso
unités	vienetai
quel	kas
quel	ko
quel	kokie
faune	laukinių
faune	faunos
faune	vaikščiojimo
participé	dalyvavo
actions	dalys
contributeurs	bendradarbiai
biographie	biografija
bosnie	bosnija
égypte	egipte
égypte	egipto
égypte	egiptas
blocage	blokavimo
blocage	blokavimas
nœud	mazgas
serbe	serbų
événements	renginiai
événements	įvykiai
événements	įvykių
christophe	christopher
christophe	christophe
atelier	seminaras
atelier	atelier
auguste	auguste
devrait	turėtų
francis	pranciškus
bout	bout
cent	šimtai
agent	agentas
disney	disney
chute	krioklys
chute	krenta
communiste	komunistų
communiste	komunistai
étranger	ateivių
étranger	svetimas
étranger	užsienio
cartes	korteles
cartes	kortos
cartes	žemėlapiai
sièges	sėdynės
sièges	vietų
secret	paslapties
secret	slaptumas
couple	pora
col	col
col	pulkininkas
métro	metro
mines	kasyba
mines	kasybos
mines	kasyklų
mines	kasyklose
conférence	konferencija
conférence	paskaita
alfred	alfredas
locaux	patalpose
locaux	patalpos
publiée	nustačiusi
soir	vakaras
soir	vakaro
soir	vakare
coureur	bėgikė
coureur	racer
différence	skirtumas
bateau	valties
bateau	valtis
musicale	muzikos
enregistré	išgelbėjo
députés	pavaduotojai
députés	parlamentarai
vite	greitas
vite	greita
vite	greitai
vite	greitas
vite	greita
vite	greiti
vite	greitai
vite	greit
vite	greitai
diocèse	diecezija
rhin	reino
identité	tapatybę
identité	tapatybė
identité	tapatybės
identité	tapatumas
normandie	normandie
normandie	normandie
variation	variacijos
romans	romanus
sportive	sportui
sportive	sporto
sportive	sportas
rejoindre	prisijungti
hommage	duoklę
collecte	rinkimo
transports	transportas
juge	teisėjas
francisco	francisco
francisco	franciskas
lille	lilio
complexe	kompleksas
complexe	sudėtingas
universitaire	universitetas
universitaire	akademinių
titulaire	turėtojas
diffusée	skleidžiama
contact	paskiria
contact	kontaktas
vis	varžtai
vis	sraigtai
vis	velniop
concert	koncerto
concert	koncertas
lois	įstatymai
lois	luis
ferme	farm
édouard	edouard
édouard	édouard
massif	kietu
massif	tvirtas
massif	masiškai
massif	didžiulis
vente	pardavimai
vente	pardavimas
vente	parduotas
athlétisme	athletic
culte	cult
culte	maldos
répartition	sunaikinimo
répartition	paskirstymas
répartition	platinimas
répartition	paskirstymo
répartition	paskirstymas
répartition	pasiskirstymas
matériel	medžiaga
matériel	hardware
matériel	įrangos
matériel	įranga
avocat	advokatas
avocat	advokato
avocat	teisininkas
avocat	advokatas
bras	ginklų
bras	rankos
bras	ginklai
bras	rankos
épreuves	testai
épreuves	bandymai
nice	gražiai
nice	gražus
nice	gražūs
nice	gražu
visite	aplankyti
visite	kelionių
visite	ekskursija
visite	kelione
volley	tinklinis
portes	vartus
portes	vartai
portes	durys
portes	duris
portes	durų
conception	projektavimas
conception	dizaino
conception	dizainas
mur	sienos
mur	siena
scientifiques	mokslininkai
tourisme	turizmo
tourisme	turizmas
passant	passant
luc	lukas
façade	fasadas
façade	fasadu
statue	statula
construire	statybos
contrairement	priešingai
liège	lježo
huile	naftos
huile	alyva
huile	aliejus
orient	rytų
tourné	filmavo
dessin	projektavimas
dessin	dizaino
dessin	dizainas
barcelone	barselonoje
manuel	rankinis
espagnole	ispanų
espagnole	ispaniškai
espagnole	ispanijos
pression	slėgis
pression	slėgio
faux	klaidingai
faux	netikra
faux	netikras
colombie	kolumbija
colombie	kolumbijos
baie	uoga
baie	įlanka
athlète	sportininkas
bourgogne	bourgogne
contraire	priešingai
champs	laukai
vierge	mergelės
vierge	mergelių
vierge	tuščia
vierge	tuščias
température	temperatūrą
température	temperatūra
température	temperatūra
enfance	vaikystės
acteurs	aktoriai
acteurs	veikėjai
candidat	kandidatas
candidat	kandidatės
essais	testai
essais	bandymai
essais	bandymai
essais	esė
aider	padeda
arrêt	sustabdyti
agence	agentūra
mari	vyru
mari	vyro
mari	vyras
élément	elementas
cycle	ciklas
chemins	kelius
chemins	keliai
renaissance	renesanso
renaissance	atgimsta
hall	salėje
hall	salė
hall	lobistų
attention	dėmesį
attention	dėmesio
jones	jones
marin	marin
marin	jūrų
marin	jūrinė
domaines	laukai
usine	gamykla
usine	augaliniai
usine	augalas
usine	augalų
usine	fabrikas
usine	gamykloje
usine	gamykla
fontaine	fontanas
fontaine	fontaine
roland	rolandas
printemps	pavasario
printemps	pavasaris
printemps	pavasariais
printemps	printemps
prêtre	kunigas
étoiles	žvaigždės
étoiles	žvaigždė
étoiles	star
étoiles	žvaigždžių
réforme	reformacijos
réforme	reformos
gabriel	gabriel
xixe	xix
monastère	vienuolyno
monastère	vienuolynas
organisé	organizuotu
dos	nugarų
noël	noël
noël	kalėdų
anomalie	nenormali
anomalie	nenormalus
anomalie	nenormalūs
anomalie	anomalija
ign	ign
beau	graži
beau	gražu
beau	gražuolis
beau	gražus
montage	montažas
montage	montavimo
montage	montavimas
montage	įrenginio
montage	diegimas
montage	įrenginys
montage	įrengimas
montage	montavimas
dollars	dolerių
dollars	doleris
dollars	dolerių
professionnelle	profesinės
professionnelle	profesionalus
masculin	patinas
masculin	patinų
masculin	vyrai
masculin	vyras
cantons	kantonai
branche	filialas
branche	šaka
batterie	baterija
batterie	akumuliatorius
batterie	baterijos
batterie	baterijų
batterie	akumuliatoriai
batterie	baterijos
batterie	būgno
batterie	būgnas
batterie	būgnai
pointe	pointe
thèse	disertacija
thèse	disertaciją
démocratique	demokratinė
démocratique	demokratinis
démocratique	demokratinės
démocratique	demokratinėje
géographie	geografija
amateur	mėgėjų
assurer	apdrausti
sait	žino
caroline	karolina
caroline	karolina
participer	dalyvaujančios
test	bandymo
test	bandomoji
test	bandymas
test	bandymai
west	vakarų
west	vakarai
exemplaires	pavyzdinį
exemplaires	kopijas
versions	versijos
versions	versijų
venir	ateik
venir	ateina
venir	ateinu
venir	ateis
gilles	giles
bataillon	bataillon
bataillon	bataliono
vin	vin
spécialiste	specialistų
vivant	gyventi
vivant	gyvenimo
vivant	gyvos
vivant	gyva
vivant	live
vivant	gyvi
vivant	gyventi
vivant	gyvos
vivant	gyva
vivant	gyvi
vivant	gyvas
ressources	ištekliai
ressources	išteklių
rencontres	encounters
rencontres	susirinkimai
rencontres	susitikimai
rencontres	posėdžiai
rencontres	pažintys
demander	klausti
demander	paprašyti
israël	izraelis
israël	izraelio
tué	nužudytas
généraux	generolai
généraux	bendri
généraux	bendra
généraux	bendrieji
revanche	keršto
revanche	kerštas
recueil	rengimo
recueil	recueil
napoléon	napoleonas
net	grynasis
net	grynoji
net	grynosios
net	grynieji
intervention	intervencija
bob	bobas
bob	bob
océan	vandenynas
idées	idėjų
idées	idėjos
combats	kovų
combats	kovoti
corée	korėja
tokyo	tokijo
finales	finalo
bus	autobusas
bus	autobuso
bus	autobusų
comprendre	supratimas
vivre	gyventi
vivre	gyvenimo
vivre	gyvos
vivre	gyva
vivre	live
vivre	gyvi
vivre	gyventi
vivre	gyvos
arme	ginklų
arme	ginklas
arme	ginklai
arme	pistoletas
arme	ginklą
arme	ginklas
dynastie	dinastija
publications	postų
publications	pareigybės
publications	įrašai
coll	rink
organisme	kūno
organisme	kūnas
organisme	organizmas
faculté	fakulteto
génération	karta
expédition	ekspedicija
expédition	išsiuntimo
expédition	siuntimas
expédition	laivybos
expédition	laivyba
expédition	shipping
expédition	siunta
expédition	krovinys
expédition	siuntimas
google	google
européens	europiečiai
arbre	medžio
walter	walter
euros	euras
euros	euro
eugène	eugène
eugène	eugenijus
avions	lėktuvai
avions	orlaivis
avions	orlaiviai
avions	lėktuvas
archevêque	arkivyskupas
dvd	dvd
dvd	dvd
artillerie	artilerijos
mesures	matavimas
mesures	matavimai
mesures	matavimo
mesures	matavimas
mesures	matavimai
occupation	profesija
occupation	užsiėmimas
vent	akių
vent	vėjas
danemark	danija
danemark	danijoje
danemark	danijos
administrateur	administratorius
administrateur	administratorius
vos	tavo
vos	savo
vos	jūsų
bruno	bruno
travailler	darbas
travailler	darbingo
travailler	darbo
églises	bažnyčios
églises	bažnyčių
mouvements	judesiai
mouvements	judėjimo
mouvements	judėjimas
princesse	princesė
princesse	princese
princesse	princesės
volonté	bus
germain	germain
oiseaux	oiseaux
oiseaux	paukščiai
race	veislės
race	veislė
sûr	saugi
sûr	tikras
totalement	visiškai
totalement	pilnai
continentale	continental
continentale	žemyninės
ski	slidinėjimo
ski	slidinėjimas
ouvre	atveria
échelle	kopėčios
échelle	kils
machine	įranga
manche	mova
buteur	spragtukas
dimanche	sekmadieniais
dimanche	sekmadienis
dimanche	sekmadienį
dimanche	sekmadienio
électronique	elektronikos
électronique	elektroninių
électronique	elektroniniai
fil	pašarų
fil	pašaras
fil	pašarai
fil	vielos
fil	laido
fil	viela
fil	verpalai
fil	siūlai
fil	siūlus
sixième	šeštoji
sixième	šešta
sixième	šeštasis
sixième	šeštosios
accident	avarija
accident	avarijos
cérémonie	ceremonijoje
cérémonie	ceremonijos
cérémonie	ceremonija
discours	pasisakymai
bill	bilas
finaliste	finalistas
humaine	žmonijos
humaine	žmogaus
humaine	žmogus
échange	keitimosi
échange	mainai
étrangères	užsienio
riche	turtingas
complète	pilnas
complète	visu
néo	neo
langage	kalbos
langage	kalba
feuilles	lapų
feuilles	lakštai
répondre	atsakymas
répondre	atsakyti
répondre	atsakymas
répondre	atsakyti
répondre	atsakymai
répondre	atsakymą
moulin	moulin
moulin	malūnas
débat	diskusijos
débat	debatai
débat	diskusijas
débat	diskusijos
débat	aptarimas
débat	diskusija
débat	diskusijos
débat	debatai
numérique	skaitmeninis
rendu	lydyti
musicien	muzikantas
league	lygos
league	lyga
disparu	dingo
disparu	trūksta
biens	savybė
biens	turtas
biens	nuosavybė
biens	prekės
rouges	raudona
ouverte	atverti
tar	deguto
big	didelės
big	dideli
big	didysis
big	didelis
montagnes	kalnai
montagnes	kalnuose
montagnes	kalnų
montagnes	kalnas
louise	luiza
supprimer	ištrinti
aventure	nuotykiai
aventure	nuotykis
aventure	nuotykių
harry	haris
harry	hari
harry	harry
claire	clare
claire	kler
religieuse	religinių
guide	vadove
anna	ana
anna	anna
adjoint	ass
adjoint	asistentas
adjoint	padėjėjas
actif	aktyviai
actif	aktyvi
actif	aktyvus
actif	turtas
actif	turtas
actif	turto
fonctionnement	eksploatavimas
fonctionnement	veikimas
fonctionnement	operacija
rennes	elnio
exception	išimtys
extrême	ekstremalus
populations	populiacijos
populations	populiacijoms
populations	populiacijų
contributions	įnašai
contributions	įmokos
civil	civilinė
civil	civilinės
civil	civilinis
civil	civilių
tunisie	tunisą
tunisie	tunise
tunisie	tunisas
tunisie	tuniso
élus	išrinkti
élus	išrinktas
élus	išrinkta
lancer	lancer
lancer	pikis
porté	dėvėti
quelle	kas
quelle	ko
quelle	kokie
interprète	atlikėjas
interprète	aiškinant
tony	tony
tony	tonis
réalisée	realizuotas
introduction	intro
porter	porter
reconnaissance	žvalgybos
boston	boston
eric	erikas
eric	eric
provinces	provincijos
pose	kelia
orange	apelsinų
adam	adamas
fleurs	gėlės
fleurs	gėlių
fleurs	gėlė
matin	ryto
matin	rytas
matin	ryte
missions	komandiruotės
missions	misijų
missions	misijos
flotte	laivyno
flotte	laivynas
dessins	dizaino
dessins	piešiniai
dessins	brėžiniai
côtes	šonkaulių
côtes	šonkaulių
chefs	virėjai
amateurs	mėgėjai
amateurs	mėgėjų
turquie	turkiją
turquie	turkija
turquie	turkijos
origines	kilmė
origines	kilme
nef	nef
blason	blason
émile	emilis
émile	émile
pouvoirs	jėgos
césar	cezario
césar	cesar
suédois	švedas
victimes	aukas
victimes	aukos
victimes	aukų
mille	tūkst
mille	mille
couronne	vainikas
couronne	karūna
attaquant	puola
attaquant	spragtukas
mini	mini
appareil	įrenginys
appareil	kamera
appareil	prietaisas
appareil	prietaisas
appareil	aparatas
appareil	prietaisai
appareil	aparatūra
appareil	aparatai
commons	commons
complet	pilnas
complet	visu
florence	florencijos
trophée	trofėjus
trophée	trophée
paroles	tekstus
paroles	tekstai
contributeur	bendradarbiai
humain	žmonijos
humain	žmogaus
humain	žmogus
info	info
septième	septintasis
septième	septintoji
maillot	džersio
dispute	ginčas
dispute	ginčai
lune	palydovas
orbite	orbitą
championne	čempione
championne	čempionas
interieur	viduje
interieur	interjero
scènes	scenų
amiral	admirolas
francs	frankų
francs	frankų
modifications	pakeitimai
corse	korsika
mario	mario
autonome	savarankiška
cup	taurė
marguerite	marguerite
marguerite	deizė
améliorer	atnaujinimas
améliorer	atnaujinta
sénateur	fantastika
sénateur	senatorius
montpellier	montpellier
morte	miręs
serge	serge
profondeur	gylis
partage	akcija
partage	dalintis
partage	dalys
partage	dalintis
partage	kaupimo
partage	dalijimasis
croissance	augimas
croissance	augimo
interne	praktikantas
interne	vidaus
stations	stotys
hans	hans
maximum	daugiausiai
maximum	didžiausias
cabinet	kabineto
toi	tu
saône	sona
ère	amžiaus
ère	amžius
présidence	kėdė
présidence	kėdės
présidence	pirmininkavimas
voyageurs	keliautojams
voyageurs	keliautojai
sculpteur	skulptorius
alexander	aleksandras
alexander	aleksandro
alexander	alexander
forêts	miškais
forêts	miškai
forêts	miškininkystė
forêts	miškas
étapes	etapai
étapes	etapai
étapes	orientyrai
étapes	žingsniai
céleste	celeste
associations	asociacijos
associations	asociacijoms
grade	perspektyvas
modifier	pakeisti
protéger	apsaugoti
pacifique	ramiojo
pacifique	ramu
pacifique	taikus
pacifique	taikaus
madame	ledi
madame	dama
madame	damos
madame	madam
grecque	graikų
sébastien	sebastianas
sébastien	sébastien
défenseur	gynėjas
œil	akies
œil	akių
œil	akis
œil	eye
diplôme	diplomas
récit	pasaka
récit	istorijos
récit	pasakojimas
récit	istorija
récit	pasakojimo
cyclisme	dviračiu
fabrication	gamyba
fabrication	gamyba
nucléaire	branduolinės
nucléaire	branduolinis
karl	karlas
karl	karl
chevaux	arklių
chevaux	arkliai
chevaux	arklius
chevaux	žirgas
chevaux	arklys
chevaux	arkliai
chevaux	arklio
partis	dingo
climat	klimato
climat	klimatas
climat	orai
climat	oras
respectivement	atitinkamai
automne	rudenį
automne	ruduo
automne	krenta
trains	traukiniai
grenoble	grenoble
animal	pet
animal	gyvūnai
animal	gyvuliai
animal	gyvūnas
animal	gyvūno
animal	gyvūnų
victime	aukai
victime	auka
reconnu	pripažintos
rues	gatvės
rues	gatvėse
rues	gatvė
rues	gatvės
garonne	garona
interprétation	išaiškinimas
interprétation	aiškinimo
interprétation	aiškinimas
interprétation	aiškinant
considérée	laikoma
proposé	siūlomas
emmanuel	emmanuel
plante	gamykla
plante	augaliniai
plante	augalas
plante	augalų
interdit	draudžiama
interdit	draudžiamos
interdit	draudžiamas
interdit	draudžiama
interdit	uždraustos
angle	kampas
contemporain	šiuolaikinio
preuve	įrodymai
preuve	įrodymas
barrage	dam
anvers	antverpene
giovanni	giovanni
courses	lenktynes
courses	lenktynių
sable	smėlio
sable	smėlis
sable	smėlio
toronto	toronto
courte	trumpa
courte	trumpi
courte	trumpai
courte	trumpas
aime	myliu
aime	meile
aime	meilės
aime	meilė
aime	lyg
aime	kaip
aime	dievina
aime	mėgsta
aime	myli
aime	patinka
aime	mėgsta
routes	keliai
routes	maršrutai
routes	maršrutų
orientale	orientale
orientale	rytų
orientale	rytų
flore	floros
noblesse	inertinių
policier	policija
policier	policijos
policier	policininkas
policier	faras
toile	drobė
évaluation	vertinimas
évaluation	vertinimas
évaluation	įvertinimas
classification	klasifikavimas
classification	klasifikacija
détruit	naikina
disparition	dingimo
bistro	bistro
échec	gedimas
échec	nesėkmė
échec	nepakankamumas
rédaction	rašant
rédaction	redakcinė
rédaction	rengiant
serveur	serveriai
hausse	energijai
trône	sostą
trône	sosto
profit	pelnas
profit	pelno
chien	suo
chien	šuo
urss	tsrs
urss	urss
ruisseau	upelio
ruisseau	stream
françoise	françoise
spécial	specialių
foi	tikėjimą
professionnels	specialistams
professionnels	profesionalai
professionnels	profesinės
professionnels	profesionalus
munich	miuncheno
voici	čia
voici	cia
vii	vii
pêche	žuvininkystė
pêche	žvejyba
pêche	žvejybos
complètement	visiškai
complètement	pilnai
nation	tauta
notion	sąvoka
symbole	simbolis
symbole	pulkininkas
catalogue	katalogo
catalogue	katalogas
tir	šaudymo
tir	kadras
puits	velenai
puits	wells
salles	kambariai
unies	jungtinės
unies	jungtinė
philosophe	filosofas
appellation	paskyrimas
facilement	lengvai
benoît	benediktas
benoît	benoît
souhaite	norai
étage	grindys
étage	grindų
coups	perversmų
coups	pučia
hongrois	vengrijos
rois	karaliai
modification	pakeitimas
mineures	nedideli
pensée	galvoju
phénomène	reiškinius
bel	bel
engage	samdo
vaste	platus
roy	rojus
marins	jūreiviai
marins	jūreivių
marins	jūrų
marins	jūrinė
poèmes	eilėraščiai
tendance	tendencija
libéral	liberalų
libéral	liberalai
xxx	xxx
street	gatvė
street	gatvės
multiples	kartotiniai
indien	indas
indien	indijos
calendrier	globos
clocher	varpinę
avenir	ateitis
mécanique	mechanika
mécanique	mechaninis
mécanique	mechaninė
jérusalem	jeruzalės
étrangers	svetimi
étrangers	ateiviai
étrangers	užsieniečių
étrangers	užsieniečiai
réel	tikras
cavalerie	kavalerija
écran	ekranas
écran	ekrano
concerts	koncertai
organise	organizuoja
jim	džimas
rester	likti
consommation	suvartojimas
consommation	sunaudojimas
mauvais	blogai
mauvais	bloga
mauvais	blogas
mauvais	blogi
plaine	žemumų
plaine	lygumų
aires	airėse
méthodes	metodai
impact	poveikio
candidats	kandidatas
candidats	kandidatės
victoria	viktorija
lauréat	laimėtojas
attaques	išpuoliai
attaques	išpuolių
portée	vados
oscar	oskaras
romains	romos
compétitions	varžybose
compétitions	varžybų
quantité	kiekis
conseillers	patarėjai
conseillers	konsultantai
conseillers	konsultantų
versailles	versalis
anniversaire	jubiliejus
conservateur	konservantas
conservateur	konservatorių
estime	pagarbą
couverture	danga
couverture	aprėpties
cuisine	virimo
arbres	medžio
arbres	medžiai
émissions	transliacijas
disposition	išdėstymo
disposition	išdėstymas
racing	lenktynių
conservatoire	konservatorijos
parallèle	lygiagrečiai
sénat	senato
sénat	senatas
humains	žmonijos
humains	žmogaus
humains	žmogus
ray	ray
bertrand	bertrand
blues	bliuzo
modernes	moderni
réseaux	tinklų
réseaux	tinklai
réseaux	tinklų
édité	redaguota
duché	kunigaikštystė
hameau	hamletas
alliés	sąjungininkų
alliés	sąjungininkai
hauts	aukštumas
dragon	dragon
canons	ginklus
canons	ginklų
canons	ginklai
vandalisme	vandalizmo
difficultés	sunkumai
difficultés	sunkumas
difficultés	sunkumų
difficultés	sudėtingumas
difficultés	sunkumai
difficultés	sunkumų
religieuses	religinių
religieuses	vienuolės
penser	galvoju
penser	manau
tableaux	piešiniai
tableaux	paveikslai
personnelle	asmeninis
vaisseau	erdvėlaivių
vaisseau	erdvėlaivis
vaisseau	laivas
vaisseau	indas
vaisseau	erdvėlaivis
café	kavos
café	kava
café	cafe
café	kavinė
cher	brangi
cher	brangioji
cher	brangus
cher	cher
inscription	užrašas
inscription	registracija
inscription	registracijos
inscription	registravimas
isabelle	izabelė
isabelle	izabele
propriétés	ypatybės
aventures	nuotykiai
aventures	nuotykių
aventures	nuotykiai
aventures	nuotykis
aventures	nuotykių
instruments	instrumentai
conserve	konservai
départements	departamentai
finances	finansų
finances	finansai
finances	finansai
finances	finansus
moteurs	motors
moteurs	varikliai
pleine	pilnas
pleine	visu
noirs	juodai
noirs	juodas
noirs	juodi
noirs	juoda
célèbres	žymi
dimensions	matmenys
pertes	nuostoliai
ontario	ontarijas
document	dokumentas
qualification	kvalifikacijos
qualification	kvalifikacija
éric	éric
éric	erikas
éric	eric
condamné	nuteistas
oncle	dėdė
oncle	dėde
génie	genijus
génie	inžinerija
génie	inžinieriai
génie	inžinerijos
génie	džinas
contemporaine	šiuolaikinio
jackson	jackson
blancs	baltieji
best	geriausi
best	geriausia
best	aukščiausia
best	geriausios
best	geriausias
démocrate	demokratinė
démocrate	demokratinis
démocrate	demokratinės
démocrate	demokratinėje
démocrate	demokratų
démocrate	demokratai
démocrate	demokratų
plage	beach
drame	drama
drame	dramos
drame	tragedijos
drame	tragedija
vide	tuščia
vide	tuščias
musiciens	muzikantai
saints	šventieji
félix	feliksas
félix	félix
revenir	grįžimas
revenir	grįžti
revenir	grąžos
reims	reims
canon	alyvos
canon	canon
collections	kolekcijos
anthony	antanas
active	aktyviai
active	aktyvi
active	aktyvus
organisée	organizuotu
ali	ali
sculpture	skulptūra
chance	galimybė
attendre	laukiu
attendre	laukia
attendre	laukimas
destruction	naikinimo
destruction	sunaikinimas
samuel	samuel
dir	dir
amsterdam	amsterdamo
auvergne	auvergne
enregistrement	įrašas
enregistrement	įrašymo
enregistrement	registravimas
enregistrement	įrašymas
enregistrement	registracija
enregistrement	registracijos
enregistrement	registravimas
quotidien	kasdienio
trafic	eismas
auto	auto
auto	automatinė
spécifique	konkrečių
peau	oda
peau	odos
ferdinand	ferdinandas
duo	duetas
duo	duo
impossible	neįmanoma
ukraine	ukrainoje
ukraine	ukraina
vieille	senas
vieille	vieille
incendie	ugnies
incendie	gaisro
incendie	gaisras
incendie	ugnis
acide	rūgštis
gilbert	gilbert
poule	višta
poule	vištiena
poule	vištos
poule	vištienos
poule	vištų
technologie	technologijos
technologie	technologija
technologie	technologijų
kim	kim
utile	naudinga
saut	šuolis
pré	pieva
enceinte	nėščia
enceinte	gaubtas
enceinte	gaubto
conservation	išsaugojimo
conservation	išsaugojimas
hugo	hugo
sacré	šventa
sacré	švento
affluent	intakas
ministres	ministrai
ministres	ministrų
stephen	stephen
urbain	urban
urbain	miesto
xiii	xiii
préfet	prefektas
essentiel	esminius
essentiel	esminis
essentiel	essentials
stéphane	stéphane
stéphane	stephen
laboratoire	laboratorijos
laboratoire	laboratorinis
laboratoire	laboratorijoje
laboratoire	laboratorija
équipage	įgula
équipage	įgulos
tuer	žudo
tuer	žudymas
tuer	nužudyti
logique	logiška
logique	loginis
logique	logika
impression	spausdinti
impression	įspūdį
habitat	buveinių
habitat	buveinė
breton	breton
photographe	fotografė
photographe	fotografas
autoroute	greitkelis
autoroute	greitkelis
ponts	tiltai
taylor	taylor
vérité	tiesa
vérité	tiesos
mérite	nusipelno
mérite	verti
mérite	nusipelno
mérite	nusipelnė
médaillé	medalininkai
jérôme	jérôme
jérôme	jerome
assistant	ass
assistant	asistentas
assistant	padėjėjas
assistant	vedlys
assistant	burtininkas
bavière	bavarijos
marié	vedęs
marié	ištekėjusi
samedi	šeštadienį
samedi	šeštadienis
chili	čili
moindre	mažoji
boîte	dėžė
boîte	langelyje
boîte	dėžutė
rôles	vaidmenys
rôles	vaidmenis
alice	alisa
saxe	sachsen
saxe	saksonijos
intermédiaire	tarpininkas
distinctions	pagyrimu
gares	stotys
installation	įrenginio
installation	diegimas
installation	įrenginys
installation	įrengimas
installation	montavimas
installation	diegiamos
circulation	eismas
circulation	apyvartą
chinoise	kinų
chinoise	kinijos
chinoise	kinas
tournage	filmavimo
tournage	šaudymo
pierres	akmenų
pierres	akmenys
pierres	akmens
pierres	uolos
pierres	akmenų
pierres	akmenys
