پایانه	terminal
شعرای	teksta
شعرای	tekstova
شعرای	tekstove
شعرای	lirika
شعرای	stihovima
آوانگاری	fonetska
استوک	stoke
زباله	otpad
آشیانه	gnijezdo
جوندگان	glodara
توهم	halucinacije
توهم	iluzija
توهم	iluziju
آنتون	anton
آشامیدنی	piju
آشامیدنی	pio
آشامیدنی	piće
الاهلی	komercijalne
الاهلی	komercijalni
الاهلی	reklama
پانزدهمین	petnaestog
هیدروکسی	hidroksilna
کاران	karan
آبزی	vodene
آزادسازی	oslobodilački
آزادسازی	oslobođenje
شکلات	čokolada
ژنوم	genom
الک	elk
الک	alek
الک	alec
رقبای	rivala
آفتابی	sunčan
آفتابی	sani
ترجیحات	sak
چهارچوب	framework
چهارچوب	okvir
استثنایی	posebna
استثنایی	specijalno
استثنایی	specijalni
استثنایی	izuzetnim
استثنایی	izuzetne
استثنایی	izuzetno
استثنایی	izuzetan
تاجیک	tadžički
بوت	booth
پابلو	pablo
جابر	jaber
پالاس	pallas
ائوسن	eocene
چیبا	chiba
باربادوس	barbadosa
بلیک	blake
انفجاری	eksplozija
انفجاری	eksplozivnih
نزدیکترین	najbliži
نزدیکترین	najbliži
نزدیکترین	najbliža
گیت	kapije
گیت	gate
گیت	kapiji
گیت	kapija
گیت	kapiju
گیت	git
گیت	gates
عرف	mores
انتحاری	samoubistva
انتحاری	samoubistvo
اوکراینی	ukrajinski
قلمروی	teritorije
قلمروی	teritorija
ترانزیستور	tranzistor
سیریلیک	ćirilici
امتناع	odbijanja
امتناع	odbijanje
بازل	basel
مهمانی	stranka
مهمانی	partija
مهمانی	banketa
رویت	okrenuti
رویت	pretvaranje
رویت	turn
رویت	pretvoriti
مفاصل	zglobova
پیشانی	čelo
وفور	obilja
کاسپین	kaspijskog
کاسپین	kaspijski
قلع	kalaj
بگو	kažu
بگو	reci
بگو	tell
بگو	reći
آزاده	free
پدران	očeva
پدران	preci
متین	met
متین	metin
حیفا	haifa
داغستان	dagestan
پگاه	ranim
توفان	typhoon
توفان	oluja
قطعا	definitivno
هویدا	evidentno
اژدهای	zmaj
اژدهای	dragon
یاسر	yasser
بالتیمور	baltimore
بعدا	kasnije
ملوک	molučka
اولاً	ula
نژادپرستی	rasizam
اینتل	intel
استرس	stres
استرس	naglasio
استرس	naglašeno
ناب	nab
ناب	čisti
ناب	čisto
ناب	čista
مفسر	prevodilac
مفسر	komentator
آندرا	andrea
آندرا	andhra
متعارف	konvencionalna
متعارف	canonical
بیهوده	vanity
بیضی	ovalna
بیضی	elipsa
بیضی	eliptična
کمرنگ	pale
اور	orr
کلسترول	holesterol
مدفوع	izmet
هلیکوپتر	helikopter
هلیکوپتر	helikoptera
شیوا	shiva
یونی	ion
گلو	grlo
گلو	grla
سریالی	serijske
سریالی	serijski
سریالی	serijskog
سریالی	serijska
ندیده	vidjeli
ندیده	viđena
ندیده	vidio
ندیده	viđen
بطن	abdomen
ارسلان	arslan
آهو	jelen
آهو	aho
آهو	gazele
دونتسک	donjeck
منگنز	mangan
کاذب	lažnih
جگوار	jaguar
فازی	faze
فازی	faza
فازی	fuzzy
امینم	eminem
یوکوهاما	yokohama
جذابیت	atrakcija
جذابیت	privlačnost
جذابیت	atrakciju
سوفی	sophie
ویو	viv
موقتی	privremeno
موقتی	privremeno
موقتی	privremenu
موقتی	privremene
موقتی	temperatura
ایمی	amy
روشنگری	perspektivna
مضر	štetnih
مضر	štetan
مضر	štetno
هود	hud
هود	hood
فیورنتینا	fiorentina
شلوار	pantalone
شلوار	pantalone
شلوار	hlače
سیتروئن	citroën
شکمی	abdominalna
پذیرد	prima
پذیرد	prihvata
سوزوکی	suzuki
گای	tip
رادیکال	radikal
رادیکال	radikalna
سنسور	senzor
خازن	kondenzator
لیتل	malu
لیتل	malo
لیتل	mali
لیتل	mala
ورونا	verona
خطاهای	grešaka
خطاهای	greške
خرابی	neuspjeh
خرابی	uništavanje
خرابی	uništenja
خرابی	uništenje
خرابی	propao
خرابی	propali
بوسه	ljubi
بوسه	poljubac
بوسه	kiss
پالمیراس	palmeiras
اعماق	duboka
اعماق	duboke
اعماق	duboko
اعماق	dubok
اعماق	deep
بخشیده	oprošteni
جنت	janet
کامپایلر	compiler
ونوس	venera
دانته	dante
آقایی	gospodin
فرزانه	mudra
میترا	mitra
برومند	sazrio
ویستا	vista
پرستون	preston
اذعان	prizna
چیدمان	raspored
جنگجویان	ratnici
هروی	hervé
الکترومغناطیس	elektromagnetno
الکترومغناطیس	elektromagnetne
الکترومغناطیس	elektromagnetni
الکترومغناطیس	elektromagnetna
الکترومغناطیس	elektromagnetizam
بازگرداندن	vraćanje
زاد	potomaka
گرومن	grumman
لوران	laurent
پردازی	obrade
پردازی	obradu
پردازی	obradi
سرم	serum
روبن	robben
روبن	reuben
روبن	ruben
حضورش	prisustvo
تزار	car
تزار	cara
گرانده	grande
پلانک	planckova
پلانک	plank
رانندگان	vozači
ناپولی	napoli
دمی	demme
دمی	demi
مبارزان	boraca
مبارزان	borci
مبارزان	borac
ماهه	meseci
ماهه	mjesecima
تشریفات	svečanostima
تشریفات	svečani
جوراب	sock
جوراب	čarape
سیلور	srebro
تحرک	pokret
تحرک	mobilnost
لیتیم	litij
نئو	neo
دفعات	puta
پیکره	corpus
لطیف	suptilna
لطیف	latif
ساعتی	sat
محرومیت	lišavanje
خورش	dinstanje
کما	koma
پره	pun
پره	full
پره	puna
پره	punom
پره	puni
پره	punu
بحثش	diskusija
ارتشی	vojska
ارتشی	vojska
ارتشی	armija
داوطلبان	dobrovoljaca
داوطلبان	volonteri
ناتوان	slabi
ناتوان	slaba
ناتوان	slab
مکی	maki
خیز	vigil
خیز	edem
بزودی	ubrzo
بزودی	uskoro
آشفته	problematične
آشفته	uzrujana
غرور	ponos
غرور	vanity
سونامی	cunami
نامعتبر	nevažeće
نامعتبر	nevažeći
مدیون	zaduženih
لویس	luis
ساب	saab
رائول	raoul
ساندرلند	sunderland
چریکی	gerilsko
کوارتز	kvarc
سولفید	sulfida
سولفید	sulfid
شوری	salinitet
کورین	corinne
تلمود	talmud
کشتیرانی	otpreme
امتیازی	koncesije
رومانیایی	rumunski
گلف	golf
ارتدوکس	pravoslavna
ارتدوکس	pravoslavni
آماندا	amanda
ول	val
ویلن	violina
صحابه	ashabi
کریکت	kriket
مینو	minho
مینو	mino
آغوش	prihvati
آغوش	oružje
آغوش	grli
فیلترینگ	filtriranja
پناهندگان	izbjeglica
پناهندگان	izbjeglice
انریکه	enrique
موصل	mosul
آشفتگی	haos
آشفتگی	konfuzije
توسکانی	toskanski
توسکانی	toskana
زیباست	lijepe
زیباست	lijepa
اکتشافی	heuristika
خسارات	gubitke
خسارات	gubici
تبلور	kristalizacija
دردسر	nevolje
تکانه	zamajac
دیل	dale
پروستات	prostate
داون	dawn
داون	zore
داون	zora
نزدیکان	rodbina
امداد	olakšanje
سواره	jahanje
سواره	konjica
بزمجه	monitor
بزمجه	monitora
بزمجه	monitoru
هیدروکسید	hidroksid
گرنت	grant
دیلی	dili
دیلی	svakodnevne
دیلی	dnevnik
دیلی	svakodnevni
دیلی	dnevni
گردهمایی	okupljanje
بیگانگان	strancima
توپولف	tupoljev
دبیرخانه	sekretarijat
دوقلو	blizanac
دوقلو	blizanci
چاقو	nož
استات	acetat
اورژانس	vanredna
کانت	kant
دانکن	duncan
فایرفاکس	firefox
لادن	laden
تعمیرات	popravke
رقمی	digitalnu
رقمی	digitalna
رقمی	digitalne
رقمی	digitalni
رقمی	digitalnoj
بروکس	brooks
شورولت	chevrolet
آدینه	petak
رستگاری	spas
آلکس	alex
برمودا	bermudi
وایادولید	valladolid
دلیجان	trener
دلیجان	selektor
نپتون	neptun
فمینیست	feminist
گمرک	carina
گمرک	carinska
معرف	predstavlja
کلکته	kolkata
کلکته	calcutta
نهی	zabranjeno
بریتانیکا	britannica
توپولوژی	topologija
پرسید	pitali
پرسید	upitan
پرسید	zatražio
گنجه	ganja
گنجه	preparata
هک	heck
گوتینگن	göttingen
نیکولای	nikolay
نیکولای	nikolaj
گیج	gage
کال	kal
گلدار	blooming
فوکر	fokker
ناتالی	natalie
رویا	san
رویا	sna
رویا	dream
رویا	snu
واکنشی	reaguju
واکنشی	reakcija
میلتون	milton
کارآگاه	detektiv
مرجانی	koralno
مرجانی	korala
مرجانی	koralni
افتتاحیه	premijeru
افتتاحیه	premijerno
افتتاحیه	inauguracije
افتتاحیه	otvaranje
نیترات	nitrat
کالینز	collins
تجار	trgovci
گابن	gabona
ضمنی	implicitni
مزه	okus
سریا	soria
سهند	sahand
بلاک	blokirati
بیستمین	twentieth
اتیل	etil
مائو	mao
منیزیم	magnezij
کراس	krst
مقوله	kategoriju
مقوله	kategorija
لیما	lima
مینیرو	mineiro
پالنسیا	palencia
فامیل	porodica
فامیل	porodično
ستم	nepravda
ستم	nepravdu
ستم	nepravde
خوآن	juan
مرخصی	odmor
ماکسول	maxwell
برونئی	brunej
طارق	tarika
طارق	tarik
سرخرگ	arterija
آتاری	atari
حوصله	raspoloženje
اسماعیلیه	ismailia
همون	ista
همون	isti
همون	isto
شار	shar
شار	fluks
جوئل	joel
قبولی	prihvatanje
گهواره	cradle
پینگ	ping
بریتنی	bretanje
گدار	godard
آفت	pest
آفت	štetočine
توانا	sposoban
توانا	sposobni
توانا	moćna
توانا	moćan
توانا	svemogući
توانا	nadležne
آخرالزمان	apokalipsa
سپاسگزارم	grateful
مادران	majke
مادران	majki
گواه	svjedok
باتلر	butler
آوایی	fonetska
سوختن	burn
سوختن	paljenje
معترض	kritičara
معترض	kritičar
سامرست	somerset
عبدالحمید	abdelhamid
نمایه	profil
نمایه	indeks
فنجان	kup
عالیه	velikih
هابل	hubble
روکش	pads
روکش	deka
ژولیوس	julije
تریاک	opijum
کاونتری	coventry
عایشه	aiša
استیت	država
بیوک	buick
همسایگان	susjedima
همسایگان	susjeda
همسایگان	susjedi
همسایگان	susjedima
برخورداری	uživanje
تامس	thomas
آندرس	andres
آندرس	andrés
آندرس	andersa
آندرس	anders
بندیکت	benedikt
بندیکت	benedikta
پیوستگی	kontinuitetu
پیوستگی	kontinuitet
دکستر	dexter
استوانه	cilindar
سافت	meka
سافت	meku
آلبیون	albion
ولد	vlad
ولد	weld
مدلهای	modeli
فارو	faro
فارو	farrow
فارو	farska
لوور	louvre
مجرم	krivično
مجرم	kriv
مجرم	krivicu
مجرم	krivima
مجرم	kriva
مجرم	krivim
مست	napije
سکاها	skiti
سهل	sahl
فیسبوک	facebook
برادری	bratstvo
الا	ella
الا	ela
الا	ala
شرلی	shirley
فریزر	fraserovo
داگ	dag
قلیایی	bazno
قلیایی	metale
قلیایی	metali
تاک	tak
میهمان	gost
میهمان	gostiju
میهمان	gosti
روسو	rosso
روسو	rusko
روسو	rousseau
بیسائو	bisao
مالکوم	malcolm
عدل	pravda
عدل	pravde
عدل	adl
والا	walla
والا	visoko
والا	visoki
والا	vala
والا	uzvišenom
جدیدتر	noviji
جدیدتر	novije
تندی	tandy
مشعل	baklja
توسل	žalbi
آسایش	udobnost
رویای	san
رویای	sna
رویای	dream
رویای	snu
مارین	marin
مارین	morskih
مارین	morski
مارین	marine
سواران	jahači
سواران	konjica
استقامت	izdržljivost
استقامت	pacijent
تشبیه	metafora
کاست	kasta
جکی	džeki
جکی	jackie
کتابها	knjige
کتابها	knjiga
دهانی	usmena
خاله	tetka
نینا	nina
آذرخش	bolt
آذرخش	munja
تجسم	visualization
لوین	levin
کوارک	kvark
تشکل	bloka
تجارب	iskustava
تجارب	iskustva
فتنه	progon
فتنه	fitna
فتنه	iskušenja
مدونا	madonna
کثیف	prljavi
سرآغاز	uvod
سرآغاز	prolog
مسجدی	džamija
استانداردها	standardi
استانداردها	standarde
استانداردها	standarda
آفرین	bravo
متروپولیتن	mitropolit
متروپولیتن	metropolitan
سالوادور	salvador
جدال	kontroverza
جدال	kontroverzu
جدال	kontroverze
جدال	sporenja
جدال	spor
دکترین	doktrina
طبقاتی	predavanje
اشلی	ashley
کشمکش	bori
کشمکش	sukob
کشمکش	konflikt
مشروعیت	legitimitet
مشروعیت	legitimnosti
جابز	jobs
جابز	poslovi
خیره	plavnice
نورپردازی	rasvjetu
واحدها	jedinice
واحدها	jedinica
تامپسون	thompson
نیوتون	njutn
نیوتون	newton
یکپارچگی	integracija
تخلص	pseudonim
دیگ	pot
نمکی	so
همبند	vezivno
جریانی	potok
فوربز	forbs
درمانگاه	klinika
سرامیک	keramika
سرامیک	keramika
قانونگذاری	zakonodavnom
قانونگذاری	zakonodavne
قانونگذاری	zakonodavnim
قانونگذاری	zakonodavstva
قانونگذاری	zakonodavstvo
کرالا	kerala
زیرزمین	underground
زیرزمین	podzemni
زیرزمین	podzemna
نگهبانان	čuvari
عقرب	scorpio
عقرب	škorpija
رایس	rice
رایس	reiss
دمکرات	demokrata
آمارهای	statistika
تریسی	tracy
لمور	lemura
بون	bon
بون	bun
سوزنی	akupunktura
تسلیت	saučešće
مجارستانی	mađarski
طاعون	kuge
طاعون	kuga
دعوا	bori
جولیان	julian
جولیان	juliana
جولیان	julijanski
متا	meta
متا	mete
اسپرینگز	izvorima
نوارهای	trake
تروئل	teruel
براندنبورگ	brandenburg
اکسپلورر	istraživač
اکسپلورر	explorer
گرو	grove
لبنانی	libanska
سرگردان	luta
الکترود	elektroda
خدیجه	hatidža
خیزش	ustanak
پذیرفتن	prihvatanju
پذیرفتن	prihvatanje
پذیرفتن	prihvatanje
نشنال	nacionalni
نشنال	nacionalna
تریس	tris
باتیستا	bautista
باتیستا	battista
باتیستا	batista
فدایی	kompenzacije
فدایی	kompenzaciju
فدایی	naknadu
فدایی	naknade
اتباع	državljane
اتباع	državljani
اتباع	državljanima
اتباع	državljana
اهریمن	demon
اهریمن	demona
سیرک	cirkus
دیود	dioda
دیود	addy
بنک	banke
بنک	banka
مصباح	mesbah
ولید	waleed
پنی	peni
اوبونتو	ubuntu
دوحه	doha
کازان	kazanj
مادرزادی	urođene
کارگزاران	rukovodioci
کارگزاران	rukovodiocima
شبی	night
خریدار	kupac
خریدار	nabavku
خریدار	kupovina
خریدار	kupovne
خریدار	kupljene
خریدار	kupljeno
خریدار	kupljeni
خریدار	kupila
خریدار	kupili
نیچه	nietzsche
فنول	fenol
برگی	list
نگارگری	krštenje
ترمز	brake
ایستا	statike
پائول	paul
دالی	dalija
دالی	dolly
تورینگن	tiringija
کلانتر	šerif
یهودا	judo
یهودا	judas
یهودا	judah
مناسبات	pogodan
متروک	napuštenom
متروک	napušteno
ویتوریا	vittoria
پنگوئن	pingvin
سیلیکون	silikon
سیلیکون	silicij
سریانی	sirijski
برخاسته	porasla
تیک	tic
ستوان	poručnik
لمباردی	lombardija
ثروتمندترین	najbogatiji
ثروتمندترین	najbogatijih
ثروتمندترین	najbogatija
میلانی	milani
ادیسون	addison
ادیسون	edison
فرای	fry
رودولف	rudolph
رودولف	rudolf
ایوب	posao
گودال	rupa
گودال	jarak
گودال	goodall
چله	ljetne
برنزی	bronzana
برنزی	bronza
وا	wah
خلاق	kreativne
خلاق	kreativna
خلاق	kreativno
خلاق	kreativni
مدلی	medley
آشپزخانه	kuhinje
آشپزخانه	kuhinja
آشپزخانه	kuhinji
آنتالیا	antalya
کارمن	carmen
سیرا	sierra
جیبوتی	džibutija
هوس	lust
هوس	želju
هوس	želja
دوما	drugo
دوما	dumas
شکارچیان	lovci
فرمی	fermi
کلاهک	kap
کلاهک	payload
سفینه	brod
عناصری	elemenata
عناصری	elementima
عناصری	elementa
عناصری	elemente
عناصری	elementi
سرکه	sirće
جانز	johns
مانه	manet
مهیا	pripremljene
مهیا	pripremljen
مهیا	pripremljena
مهیا	pripremio
مهیا	pripremila
سکو	platforma
سکو	platformi
سکو	platformu
سکو	platforme
کود	đubriva
لوسیا	lucije
لوسیا	lucija
لوسیا	lucia
اولیویرا	oliveira
پناهی	pješačko
پناهی	utočište
لاری	larry
آلمریا	almería
پافشاری	insistiranjem
پافشاری	insistiranje
قطعیت	neizvjesnosti
قطعیت	neizvjesnost
نهادی	institucionalne
نهادی	institucionalni
نهادی	institucionalnih
سرطانی	rak
پیل	pil
پیل	peel
دیپلماسی	diplomatija
عواقب	posljedice
عواقب	posledica
تیروئید	štitna
کاردیف	cardiff
ژوزه	josé
آدلاید	adelaide
سنگفرش	čime
هیمالیا	himalaji
هیمالیا	himalayan
سینگ	singh
بازاری	tržište
بازاری	tržišta
دیون	dion
شعاعی	radijalna
اورا	evra
اورا	ora
نگهبانی	garda
چرم	koža
بیتلز	beatles
بیابد	pronalazi
بیابد	nađe
بیابد	nalazi
جیک	jake
مهد	cradle
اجساد	tela
اجساد	tijela
ریچاردسون	richardson
سبد	korpe
نورون	neuron
نورون	neuroni
نورون	neurona
نورون	neurone
نورون	neuronima
تیسفون	ktesifon
ساندویچ	sendvička
مرشد	mentor
طلسم	talisman
طلسم	šarma
میگل	miguel
دانشگاههای	univerzitetima
دانشگاههای	univerziteti
اسقفی	episcopal
عادلانه	fer
عادلانه	sajam
بازگشته	vraćen
بازگشته	vratio
بازگشته	vratili
روشنفکری	intelektualno
روشنفکری	intelektualac
روشنفکری	intelektualnu
ارغوانی	ljubičasti
پارکینگ	parking
قنطورس	centauri
خلوت	privatno
خلوت	privatne
خلوت	privatni
خلوت	privatna
خلوت	privatnost
اپراتور	operatora
اپراتور	operater
اشتیاق	strast
زحل	saturn
سامورایی	samuraj
تون	ton
آنهالت	anhalt
ایزابل	isabel
رگ	reg
رگ	vena
پرز	perez
ویلیس	willis
نوترون	moderator
نوترون	neutronske
پلکان	stepenica
پلکان	stepenice
معایب	mane
رسوبی	sedimentne
نوآر	noir
لحظات	trenutaka
لحظات	trenucima
خلأ	praznina
خلأ	praznine
خلأ	vakuum
سهمیه	kvota
خیار	krastavac
امت	emmet
امت	zajednica
امت	ummet
لیزا	lisa
گوشتی	meso
گوشتی	meso
پاکستانی	pakistanski
پاکستانی	paki
قضات	sudaca
قضات	sudije
قضات	suci
ریسمان	užadi
جاویدان	besmrtna
دیکتاتور	diktator
چاره	rješenje
چاره	rješenja
چاره	rešenje
بخاری	buhari
اریش	erich
اورانوس	uran
چن	cen
آمریکن	američki
آمریکن	amerikanac
طبی	medicinska
طبی	medicinski
طبی	medical
امشب	tonight
امشب	večeras
فرخزاد	farrokhzad
دایناسورها	dinosaurusa
بطلمیوس	ptolemej
توازن	mjerilo
توازن	bilans
برادوی	broadwayu
ویس	vis
امیلیا	emilia
امیلیا	amelia
کارنگی	carnegie
کنیسه	sinagoga
زبانها	jezici
زبانها	jezike
کوردوبا	córdoba
کوردوبا	kordobi
تابوت	kovčeg
نارضایتی	nezadovoljstvo
نارضایتی	nezadovoljstvo
ترانس	trans
آرتمیس	artemida
پک	pek
پک	pac
پک	pakovanje
پک	pack
تفسیری	commentary
عذاب	doom
نقاب	maska
رنگارنگ	šarena
ولورهمپتون	wolverhampton
اولیور	oliver
دومینیک	dominic
فردریش	friedrich
جانگ	jang
اوون	owen
برومویچ	bromwich
پروتئینی	proteina
چانگ	chang
چانگ	chung
سلتیک	celtic
صهیونیسم	cionizam
آلو	plum
آلو	aloe
چیس	chase
پلیمر	polimera
خلاء	vakuum
پشتون	plemena
ثانوی	sekundarna
ثانوی	sekundarni
ثانوی	srednjih
ثانوی	srednje
ادواردو	eduardo
مارتن	martin
مارتن	maarten
مای	mai
مای	mae
آیزاک	isak
تلف	otpad
آلان	allan
آلان	alan
آلان	alan
اکسل	axel
کجای	gdje
کجای	gde
کینه	neprijateljstva
کینه	mržnja
کینه	mržnjom
کینه	mržnje
کینه	osveta
کینه	osvetu
کینه	malice
زیرگونه	podvrsta
نیمکره	hemisfera
نیمکره	hemisferu
حکاکی	graviranje
حکاکی	carving
ساکورا	sakura
رقصنده	plesači
رقصنده	dancer
یهودستیزی	antisemitizam
نش	nash
مکانهای	lokacija
مکانهای	lokacijama
مکانهای	lokacije
ماکسیمیلیان	maksimilijan
ماکسیمیلیان	maximilian
اعترافات	priznanja
سوزاندن	burn
سوزاندن	paljenje
مارمولک	gušter
حمص	humus
حمص	homs
امگا	omega
پالرمو	palermo
زنانی	žene
ماکیان	labud
ماکیان	cygni
خار	thistle
