par	za
ēriks	erik
ēriks	erik
somijā	finske
somijā	finska
ģitāra	gitaru
ģitāra	gitare
ģitāra	gitara
pols	pavao
pols	pavle
pols	paul
music	muzika
music	glazba
dienām	dane
dienām	danima
dienām	dana
dienām	dani
veiksmīgi	uspješno
veiksmīgi	uspješna
veiksmīgi	uspješan
veiksmīgi	uspješno
veiksmīgi	uspjeh
mājaslapā	sajt
fakultātes	fakultet
fakultātes	fakulteta
fakultātes	nastavnici
priekšā	prednja
augstākais	gornja
augstākais	gornji
augstākais	gornje
augstākais	najviša
lācis	medvjed
lācis	medo
lācis	bear
operas	opera
operas	operi
operas	opere
papildu	dodatna
papildu	dodatno
papildu	dodatni
papildu	dodatne
papildu	ekstra
papildu	extra
tilta	most
tilta	bridge
apstiprināja	potvrdio
apstiprināja	potvrđeno
rezerves	pričuve
rezerves	pričuva
rezerves	rezerve
rezerves	poštedi
rezerves	rezervni
rezerves	rezervna
rezerves	rezervi
rezerves	rezerva
runā	govor
runā	govori
dolāru	dolar
kvalifikācijas	kvalifikacije
kvalifikācijas	kvalifikacije
kvalifikācijas	kvalifikacija
versijas	verzije
procesā	postupak
procesā	proces
apraksts	opis
apraksts	opisa
biedrība	asocijacije
biedrība	udruženje
biedrība	udruga
uzdevums	zadatak
esošo	postojeći
esošo	postojeće
žurnāla	dnevnik
skatuves	scena
skatuves	prizor
deivids	david
nespēja	nemogućnost
nespēja	nesposobnost
skaitlis	broj
paraksts	potpis
portugāles	portugalski
sērija	serije
sērija	serija
slavas	slava
slavas	slave
slavas	slavu
kristus	krist
atsevišķu	odvoji
atsevišķu	odvojeno
atsevišķu	odvojeni
atsevišķu	razdvoji
platības	područja
ietekme	utjecaj
ietekme	udar
ietekme	utjecaj
ietekme	uticaj
ietekme	učinci
ietekme	efekti
ietekme	efekt
ietekme	efekta
ietekme	efekat
ietekme	učinak
vēsturi	povijest
vēsturi	istorija
veidots	izgrađen
veidots	izgrađena
veidots	izgrađeno
veidots	izgradio
notikumi	događaji
notikumi	događaja
notikumi	događaje
tomass	tomas
tomass	thomas
uzņēmumi	poduzeća
uzņēmumi	tvrtke
uzņēmumi	poduzeća
uzņēmumi	tvrtke
uzņēmumi	kompanije
uzņēmumi	firme
acis	oci
acis	oči
ieguvēji	pobjednici
ieguvēji	dobitnici
atmosfēras	atmosfera
atmosfēras	atmosferu
atmosfēras	atmosferski
maikls	mihael
maikls	michael
līdzīga	slično
līdzīga	slični
līdzīga	slične
līdzīga	slična
līdzīga	slicno
literatūra	književnosti
literatūra	literature
literatūra	književnost
literatūra	bibliografija
pakāpeniski	postupno
pakāpeniski	postepeno
pakāpeniski	postupno
pakāpeniski	postepeno
flotes	flote
flotes	flota
flotes	flote
piedalījusies	sudjelovalo
piedalījusies	sudjelovao
piedalījusies	sudjelovala
piedalījusies	sudjelovali
četriem	četiri
pietiekami	dosta
redzams	vidljiv
redzams	vidljiva
redzams	vidljive
redzams	vidljivo
redzams	vidljivi
kopienas	zajednice
kopienas	zajednica
kopienas	zajednice
augi	bilje
augi	biljke
augi	bilje
augi	bilja
apvienības	asocijacije
apvienības	udruge
apvienības	saveze
raksturīgs	tipični
raksturīgs	tipičan
raksturīgs	tipično
daudziem	mnoge
daudziem	mnogi
pakāpes	ocjene
minēts	naveo
minēts	spomenuto
minēts	spomenuo
uzvārds	prezime
baltā	bijeli
baltā	bijela
baltā	bijelo
rūpnīca	biljke
rūpnīca	biljka
rūpnīca	tvornica
rūpnīca	fabrike
rūpnīca	tvornici
rūpnīca	tvornice
mazais	malo
mazais	mala
mazais	male
mazais	mali
mācības	trening
mācības	obuka
mācības	treniranje
politikas	polica
politikas	politika
politikas	police
argentīnas	argentinaca
argentīnas	argentinski
ernests	ernest
mežu	woodland
piemīt	izlošci
putns	ptica
putns	bird
skolotājs	učiteljica
skolotājs	nastavnik
skolotājs	učitelj
ēģiptes	egipatski
purvs	fen
purvs	močvara
purvs	močvaru
purvs	močvari
purvs	močvare
purvs	močvara
purvs	močvare
pietekas	pritoka
islāma	islamske
islāma	islamski
islāma	islama
islāma	islam
augsta	visoko
augsta	visok
augsta	visoka
aprīļa	april
aprīļa	travanj
aprīļa	travnja
laukumā	trgu
laukumā	trg
laukumā	kvadrat
ražošana	proizvodnja
ražošana	produkcija
ražošana	proizvodnja
love	ljubavi
love	volim
love	ljubav
melnā	crna
melnā	crni
melnā	crnac
melnā	crne
melnā	crno
idejas	ideje
īrijas	irac
īrijas	irski
īrijas	irci
priekšsēdētāja	predsjednik
priekšsēdētāja	predsjednica
priekšsēdētāja	predsjedavajući
tūkstošiem	tisuće
alfrēds	alfred
profesija	profesija
profesija	profesiju
profesija	struke
profesija	zanimanje
profesija	okupacije
profesija	zanimanje
barību	hraniti
barību	hrani
barību	nahrani
international	international
international	međunarodna
international	međunarodni
tramvaju	tramvaj
spēkā	valjan
spēkā	valjano
spēkā	silom
spēkā	prisili
spēkā	sile
spēkā	sila
sekoja	slijedio
sekoja	pratio
priekšnieks	načelnik
priekšnieks	šef
priekšnieks	upravitelj
priekšnieks	upravitelju
priekšnieks	gazda
priekšnieks	šef
pozīcijas	pozicije
pozīcijas	catalogue
grupām	grupe
savienojumi	veze
savienojumi	spojnice
savienojumi	spojeva
instrumenti	instrumenti
instrumenti	instrumente
instrumenti	alat
instrumenti	alati
instrumenti	instrumentacija
sievas	zena
sievas	supruga
sievas	žena
sievas	supruge
federācija	federacija
federācija	federacije
augsts	visoko
augsts	visok
augsts	visoka
darbos	djela
pleskavas	pskov
pārvalde	administratori
pareizticīgo	pravoslavne
militāro	vojno
militāro	vojska
militāro	vojni
spēka	snagu
spēka	snaga
spēka	snage
spēka	silom
spēka	prisili
spēka	sile
spēka	sila
kosmonauts	kozmonaut
kosmonauts	astronaut
cenšas	pokuša
cenšas	pokušavajući
cenšas	pokušavam
zvaigznes	zvijezde
zvaigznes	zvezde
zvaigznes	zvjezdice
vēsturnieks	povjesničar
ādolfs	adolf
ādolfs	adolfa
live	uživo
live	live
meistars	majstor
meistars	učitelju
deputāti	članove
deputāti	članice
deputāti	članovi
deputāti	članova
termins	termin
termins	pojam
termins	izraz
nesējs	nosilac
nesējs	nosač
objekts	predmet
objekts	objekt
objekts	predmet
objekts	subjekt
dibinātājs	osnivač
lika	naredio
lika	naređeno
riga	rigi
uzņēmējs	operater
uzņēmējs	biznismen
uzņēmējs	trgovac
tuvu	zatvori
tuvu	blizu
atbrīvošanas	oslobođenja
atbrīvošanas	oslobodilačke
atbrīvošanas	oslobođenje
spēks	snagu
spēks	snaga
spēks	snage
spēks	silom
spēks	prisili
spēks	sile
spēks	sila
normas	norme
pasugas	podvrsta
ierindojās	rangirani
chessgames	chessgames
slovākijas	slovački
saraksti	liste
lidojums	leta
lidojums	letu
lidojums	let
laikraksta	novine
uzvara	pobjeda
uzvara	pobeda
uzvara	pobjede
uzvara	pobjeda
brāļu	bratska
kreisā	lijevo
kreisā	lijeva
persona	osobi
persona	osoba
persona	osobe
ieroču	ruke
atjaunošanas	rekonstrukciju
atjaunošanas	obnova
atjaunošanas	rekonstrukcija
atjaunošanas	renoviranje
atjaunošanas	obnova
soda	kazna
soda	penal
soda	soda
tag	označi
tag	oznaku
tag	tag
tag	oznaka
tag	oznake
virzieni	upute
lietas	stvari
lietas	slučajevi
lietas	slučajeva
izvēlējās	odabrao
izvēlējās	izabrao
izvēlējās	birao
berlīnē	berlin
berlīnē	berlina
berlīnē	berlinu
ieviesa	uveo
ieviesa	uvela
ieviesa	predstavio
teorija	teorija
harijs	harry
čikāgas	chicagu
čikāgas	chicago
ostas	port
ostas	luka
ostas	lukama
banka	banka
banka	banke
plašu	široka
iekļauti	uključeno
iekļauti	uključen
ivans	ivan
ivans	ivana
ivans	ivane
rūdolfs	rudolf
valdnieks	vladara
valdnieks	vladar
misijas	misijama
misijas	misije
misijas	zadatak
misijas	misija
vadība	uprava
vadība	upravljanje
vadība	menadžment
vadība	naredba
vadība	vodstvo
artilērijas	artiljerija
artilērijas	topništvo
iekaroja	osvojio
ministra	ministar
ministra	ministre
ministra	ministrica
tūrisma	turističko
tūrisma	turista
tūrisma	turistička
tūrisma	turist
tūrisma	turistički
nepieciešama	potrebna
nepieciešama	potrebno
nepieciešama	neophodna
nepieciešama	potrebno
nepieciešama	neophodno
augšējā	gornja
augšējā	gornji
augšējā	gornje
augšējā	top
augšējā	vrh
parkā	parka
parkā	park
kanāls	kanal
kanāls	kanal
kanāls	channel
hermanis	hermann
progress	napredak
tev	ti
seko	pratite
seko	slijedi
ilgi	duga
ilgi	long
ilgi	dugo
bibliotēkas	knjižnice
bibliotēkas	biblioteke
bibliotēkas	knjižnica
bibliotēkas	biblioteka
šosejas	autoceste
šosejas	autoputu
šosejas	autoput
šosejas	autocesta
doktora	doktorata
doktora	doktorat
iekšlietu	unutrašnjost
iekšlietu	unutarnjih
zināma	znan
zināma	poznat
zināma	poznata
zināma	poznato
zināma	poznati
krimas	krim
krimas	krimski
beļģijas	belgijski
paziņots	obavijestio
paziņots	obaviješteni
paziņots	najavio
paziņots	objavio
paziņots	najavili
dāņu	danske
dāņu	danski
oglekļa	ugljika
oglekļa	ugljik
māksla	umjetnosti
māksla	art
māksla	umjetnost
pārējie	drugi
pārējie	drugo
pārējie	druga
pārējie	ostali
pārējie	drugi
pārējie	druge
teorijas	teorije
decembra	prosinac
decembra	prosinca
decembra	prosincu
dzejas	stihovi
dzejas	stihove
dzejas	poezija
dzejas	poeziju
dzejas	poezije
uzbruka	napadnuti
uzbruka	napadnut
uzbruka	napadnuta
uzbruka	napadnuti
uzbruka	napadnut
uzbruka	napadnuta
noteikt	popraviti
noteikt	popravi
noteikt	odrediti
galvu	glavu
galvu	glava
savvaļā	divlja
savvaļā	divlji
savvaļā	divlje
veikti	uzeto
apkopoti	sastavio
akadēmijā	akademija
akadēmijā	akademiji
līcis	zaljev
līcis	zaljevu
līcis	zaljev
līcis	uvala
līcis	bay
locekļi	članove
locekļi	članice
locekļi	članovi
locekļi	članova
okeānā	okean
okeānā	ocean
aste	rep
aste	repa
zemēm	sleti
turpina	nastavi
skats	prikaži
skats	pogled
skats	prikaz
kalifornijas	california
kalifornijas	kalifornija
kalifornijas	kaliforniji
dibināšanas	osnivanja
dibināšanas	formacija
dibināšanas	formiranje
gaiši	svjetlo
gaiši	svijetlo
gaiši	svjetlost
gaiši	blijeda
gaiši	blijedo
gaiši	blijedi
lauka	polje
attīstās	evoluira
attīstās	razvija
attīstās	razvija
zaļā	zeleno
zaļā	zeleni
zaļā	zelen
zaļā	zelene
zaļā	zelena
vecā	stara
vecā	staro
vecā	stari
sasniegumi	dostignuća
sasniegumi	postignuća
apvieno	spaja
apvieno	kombinira
žans	jean
žans	žan
pilots	pilot
dienvidaustrumu	jugoistočnoj
dienvidaustrumu	jugoistočno
dienvidaustrumu	jugoistoku
preses	press
preses	pritisnite
preses	pritisni
preses	novinari
preses	pritisne
tallinas	tallinn
zivis	riba
zivis	ribica
zivis	ribe
zivis	ribice
novērot	promatrati
novērot	promatranje
tostarp	uključujući
šķirnes	sorte
šķirnes	raznolikost
faktiski	zapravo
līdzīgs	slično
līdzīgs	slični
līdzīgs	slične
līdzīgs	slična
līdzīgs	slicno
atgādina	nalikuje
uzbrukumu	napadni
uzbrukumu	napad
stāsts	priča
stāsts	prica
aleksejs	aleksej
bāze	baza
bāze	osnova
palīdz	asistencija
palīdz	pomaže
vietējo	materinji
žurnāls	magazin
žurnāls	časopis
mazāks	manje
mazāks	manjim
mazāks	manja
mazāks	manji
indijā	indija
indijā	indije
indijā	indiji
pakalpojumu	usluge
pakalpojumu	usluga
uzņemts	priznao
uzņemts	primljena
uzņemts	primljen
pabeigta	završeno
pabeigta	dovršeno
pabeigta	završena
pabeigta	završio
pabeigta	završeno
pabeigta	potpuna
pabeigta	kompletan
pabeigta	kompletna
plāna	plan
plāna	plana
cīņa	bitku
cīņa	boj
cīņa	bitka
cīņa	borbe
cīņa	borba
apvienība	asocijacije
apvienība	udruženje
apvienība	udruga
conf	conf
igors	igor
kapi	grobovi
kapi	graves
kapi	grobove
kapi	groblju
kapi	groblje
izmantošana	uporaba
izmantošana	upotreba
izmantošana	korištenje
izmantošana	koristi
izmantošana	iskoristi
izmantošana	upotrebi
izmantošana	upotrijebi
savstarpēji	uzajamno
savstarpēji	obostrano
sports	sport
sports	sportski
sports	sportovi
sports	sport
life	life
life	zivot
life	život
ziemeļaustrumu	sjeveroistoku
ziemeļaustrumu	sjeveroistočno
bēgļu	izbjeglica
konference	konferencije
konference	konferencija
konference	konferenciji
spānija	španjolska
spānija	španjolskoj
spānija	španjolske
zālē	hall
zālē	dvorana
zālē	hodnik
filozofijas	filozofija
filozofijas	filozofiju
filozofijas	filozofije
rakstīja	napisala
rakstīja	pisao
rakstīja	napisao
karaliene	queen
karaliene	matica
karaliene	kraljice
karaliene	kraljica
sekretārs	tajnica
sekretārs	tajnik
sekretārs	sekretarica
ieņem	zauzima
sešas	šest
novgorodas	novgorod
itālija	italija
rakstīšanas	kucanje
apzīmējums	termin
apzīmējums	pojam
apzīmējums	izraz
kalna	mount
kalna	planina
nākamo	sljedeća
dienās	dane
dienās	danima
dienās	dana
dienās	dani
ķīniešu	kinezi
ķīniešu	kinesko
ķīniešu	kineski
ķīniešu	kinez
ķīniešu	kineska
vietnieks	alternativni
vietnieks	alternativne
vietnieks	zamjenik
saņem	primi
saņem	primite
saņem	prima
arēna	arena
arēna	arene
henrijs	henrik
henrijs	henry
elseif	elseif
stenlija	stanley
filips	filipa
filips	philip
filips	filip
kari	kari
kari	ratovi
kari	ratove
kari	ratova
attīstījās	evoluirao
attīstījās	evoluirali
militārā	vojno
militārā	vojska
militārā	vojni
tehnoloģijas	tehnologije
tehnoloģijas	tehnologija
problēmu	problem
viņai	joj
viņai	nju
dienvidslāvijas	jugoslaviji
dienvidslāvijas	jugoslavija
dienvidslāvijas	jugoslaviju
dienvidslāvijas	jugoslavije
nāciju	narodi
nāciju	nacije
attēli	slike
attēli	slike
attēli	fotografije
attēli	slike
vii	vii
treneri	trener
treneri	treneru
elements	element
citur	drugdje
pieci	pet
sienas	zid
sienas	zida
sienas	zidovi
sienas	zidine
sienas	zidove
sienas	zidova
stāvoklī	trudna
stāvoklī	trudnica
gadsimts	vijek
gadsimts	stoljeće
gadsimts	stoljeća
teodors	theodore
teodors	theodor
kādreiz	ikada
kādreiz	ikad
kultūra	kulture
kultūra	kultura
kultūra	usjevi
kultūra	obrezivanje
kultūra	usjeva
tituls	naslov
tituls	naziv
celtniecība	radovi
celtniecība	izgradnja
celtniecība	konstrukcija
celtniecība	gradnja
celtniecība	izgradnju
kalnos	planine
kalnos	planina
atjaunota	vraćena
atjaunota	obnovljen
atjaunota	obnovljena
atjaunota	vraćeno
artūrs	arthur
artūrs	artur
izstājās	odrekao
glezna	slikarstvo
glezna	slikanje
nelielas	manja
koris	zbor
radīt	stvori
radīt	stvoriti
birojs	zavod
birojs	biro
birojs	kancelarija
birojs	ured
oskars	oscar
oskars	oskar
oskars	oskar
ierakstīts	ušlo
ierakstīts	ušao
ierakstīts	unijeli
ierakstīts	ušli
sibīrijas	sibirski
vērtības	vrednosti
vērtības	vrijednosti
pdf	pdf
rakstīt	pišite
rakstīt	napiši
rakstīt	piši
rakstīt	napišite
atgriešanās	povratak
karavīri	vojnici
smilšu	pijesak
smilšu	sand
smilšu	pješčana
garas	duga
garas	long
garas	dugo
atdala	razdvaja
atdala	odvaja
atzīta	priznao
atzīta	prepoznao
atzīta	prepoznat
atzīta	prepoznala
atzīta	prepoznali
atzīta	prepoznao
atzīta	prepoznat
atzīta	priznata
lidmašīnas	zrakoplov
lidmašīnas	zrakoplova
lidmašīnas	letjelica
lidmašīnas	zrakoplovi
lidmašīnas	avione
lidmašīnas	zrakoplovi
lidmašīnas	avioni
saksijas	saska
prēmija	premium
roka	ruka
roka	ruka
roka	ruku
rinda	redak
rinda	veslaj
rinda	red
zīme	označi
zīme	marko
zīme	marka
zīme	mark
pārtrauca	zaustavio
pārtrauca	prestalo
pārtrauca	zaustavljen
pārtrauca	stao
gregora	gregorian
divreiz	dvaput
alus	piva
alus	pivo
alus	pivu
alus	pive
alus	piva
alus	pive
zinātnieks	znanstvenik
zinātnieks	znanstvenica
zinātnieks	naučnik
gaisā	zrakom
ezeri	jezera
nogalināja	ubijen
krājums	zalihe
krājums	dionice
redaktors	urednica
redaktors	urednik
matemātikas	matematike
matemātikas	matematički
matemātikas	matematiku
matemātikas	matematika
ņemot	uzimanje
ņemot	uzimajući
ņemot	uzimam
metode	metoda
metode	metod
nodrošināt	osigurati
izdevums	izdanje
federālā	federalna
autori	autori
autori	autora
iesaistījās	zaručeni
iesaistījās	zaručen
lielāki	veća
lielāki	veći
lielāki	veće
lielāki	veće
lielāki	veći
lielāki	veci
lielāki	veće
runāt	pričaj
runāt	govori
google	google
popularitāti	popularnosti
popularitāti	popularnost
palīgs	pomoćnik
palīgs	pomoćnica
palīgs	asistent
palīgs	pomagač
priekš	za
roku	ruka
roku	ruku
populārs	popularni
populārs	popularna
populārs	popularan
populārs	popularne
populārs	popularno
sarunas	pregovaranje
sarunas	pregovori
sarunas	pregovora
sarunas	razgovor
sarunas	razgovori
sarunas	pregovori
sarunas	pregovora
sarunas	pregovore
sarunas	razgovore
sarunas	razgovori
sarunas	razgovorima
bijusī	bivši
gala	završni
līderi	vođe
līderi	lideri
līderi	čelnici
līderi	lider
līderi	vođa
kājām	noge
kājām	stopala
orbītas	orbitalni
sākums	pocetak
sākums	početak
sākums	početku
sākums	pocetak
sākums	početak
uzdevumu	zadatak
diriģents	kondukter
diriģents	dirigent
akadēmija	akademija
akadēmija	akademiji
vidusjūras	mediterana
vidusjūras	mediteranske
pieejama	dostupno
pieejama	dostupan
pieejama	dostupne
pieejama	dostupna
pieejama	dostupni
suns	psa
suns	pas
suns	dog
suns	psu
gaita	hod
turpinājās	nastavak
sabiedrība	društvo
sabiedrība	drustvo
sabiedrība	društvo
sabiedrība	drustvo
sabiedrība	tvrtka
sabiedrība	kompanija
fonda	fond
dienvidrietumu	jugozapadno
doma	misao
doma	mislio
doma	ideja
doma	zamisao
jaunākais	juniore
jaunākais	junior
jaunākais	mlađi
jaunākais	najnoviji
jaunākais	najnovije
dzimuši	rođeni
dzimuši	rođen
dzimuši	rođena
vietējā	lokalni
vietējā	lokalno
bostonas	boston
bostonas	bostona
bostonas	bostonu
pieejams	dostupno
pieejams	dostupan
pieejams	dostupne
pieejams	dostupna
pieejams	dostupni
uzvarētāji	pobjednici
uzvarētāji	dobitnici
ričards	richard
lietotāja	korisnik
lietotāja	korisnika
dome	kupola
vecākā	najstariji
vecākā	najstarije
vecākā	najstarija
kompozīcijas	kompozicije
lielākas	veća
lielākas	veći
lielākas	veće
lielākas	veći
lielākas	veci
lielākas	veće
šveicē	švicarska
šveicē	švicarskoj
krievi	rusi
krievi	rusima
krievi	ruse
zāles	lijek
zāles	lijekovi
zāles	medicina
pieauga	rasla
jans	jan
jans	jana
youtube	youtube
osta	port
osta	luka
čehu	češke
čehu	češki
čehu	češka
romā	rim
kāpēc	zašto
stāvoklis	situacija
stāvoklis	situacije
stāvoklis	stanje
stāvoklis	uvjet
elizabete	elizabeta
elizabete	elizabeth
elizabete	elizabeta
elizabete	elisabeth
apmeklēja	posjetili
apmeklēja	posjetio
torņa	tower
torņa	kula
torņa	toranj
meži	šuma
meži	woods
meži	šume
meži	šume
meži	šuma
meži	šume
meži	forest
datoru	računalo
fotogrāfijas	fotografije
fotogrāfijas	slike
uzskaitījums	lista
uzskaitījums	popis
noteikta	popravio
noteikta	fiksna
noteikta	fiksne
noteikta	fiksni
noteikta	popravljen
vērtība	vrijednost
vērtība	vrijednosti
uguns	vatra
ieejas	unos
ieejas	ulaz
tradicionāli	tradicionalna
tradicionāli	tradicionalni
tradicionāli	tradicionalno
tradicionāli	tradicionalno
īsi	ukratko
īsi	kratko
īsi	nakratko
īsi	ukratko
īsi	kratki
īsi	kratko
īsi	kratka
īsi	kratko
kora	cora
uzbrukums	napadni
uzbrukums	napad
uzbrukums	napad
apkalpo	služiti
apkalpo	služenje
svētais	sveti
svētais	svetac
svētais	saint
svētais	sveta
svētais	sveti
svētais	sveto
atpūtas	odmaranje
atpūtas	odmara
rangs	rang
cieši	čvrsto
zīmes	znakove
zīmes	znakovi
zīmes	znakova
zīmes	likovi
zīmes	znakovi
zīmes	marks
zīmes	maraka
katedrāle	katedrala
planētas	planet
planētas	planeta
planētas	planetarne
planētas	planete
planētas	planeta
planētas	planeti
saule	sunca
saule	sunce
saule	sunce
css	css
opera	opera
opera	operi
opera	opere
asociācijas	asocijacije
asociācijas	udruge
dzīvnieks	životinja
skaitīšanas	računajući
skaitīšanas	brojim
skaitīšanas	brojanje
skaitīšanas	brojimo
fizikas	fiziku
fizikas	fizika
karoga	zastava
pussargs	veznjak
ķīmiķis	kemičar
palīdzēja	pomogla
palīdzēja	pomogli
palīdzēja	pomogao
palīdzēja	pomoglo
edvards	edvard
edvards	edward
domē	duma
vilcienu	vlakom
vilcienu	voz
vilcienu	vlak
daudzus	mnoge
daudzus	mnogi
sportisti	sportaši
ungāru	mađari
ungāru	mađarski
bar	šank
pētniecības	istraživanje
pētniecības	istraživanja
relatīvi	rođak
relatīvi	relativno
relatīvi	relativno
microsoft	microsoft
braucienā	putovanje
valign	valign
viela	supstanca
viela	tvar
sarkano	crveno
sarkano	crvena
sarkano	crven
sarkano	crveni
konstantīns	konstantin
konstantīns	konstantin
konstantīns	constantine
zonde	sonda
portāls	portala
portāls	portal
līdzīgas	slično
līdzīgas	slični
līdzīgas	slične
līdzīgas	slična
līdzīgas	slicno
parlaments	parlament
parlaments	sabor
skotijas	škotskoj
skotijas	škotsku
skotijas	škotske
skotijas	škotska
skotijas	škotska
skotijas	škot
skotijas	škotski
muzejā	muzej
asociācija	asocijacije
asociācija	udruženje
asociācija	udruga
gari	maxi
gari	duhovi
uzvarētājs	pobednik
uzvarētājs	pobjednik
krita	pala
krita	pao
sastāvēja	sastojao
kartes	kartice
kartes	karte
kartes	mape
novērojumu	promatranje
celtnes	građevine
celtnes	zgrade
kongo	kongu
rokas	ruke
rokas	ruke
parastā	uobičajeno
ass	oštar
ass	oštri
ass	oštro
ass	oštra
ass	sharp
ass	osovine
ass	osovina
ass	osi
ass	osovine
ass	os
ciltis	plemena
dzīvot	uživo
dzīvot	live
meksikas	meksička
meksikas	meksički
meksikas	meksikanac
meksikas	meksiko
meksikas	meksiku
meksikas	mexico
avoti	izvori
avoti	izvore
zināšanas	znanja
zināšanas	poznavanje
zināšanas	znanje
profesionālā	profesionalni
profesionālā	profesionalno
profesionālā	profesionalac
profesionālā	profesionalna
nākamā	sljedeća
ziņu	poruku
ziņu	poruka
tropu	tropske
vislabāk	najbolji
vislabāk	najbolje
vislabāk	najbolja
dārzs	vrta
dārzs	garden
dārzs	vrt
lakers	lakersa
spēkus	sile
vēlējās	tražen
vēlējās	traženi
vēlējās	htio
vēlējās	poželio
vēlējās	poželjela
portālā	portala
portālā	portal
automātiski	automatski
automātiski	automatsko
automātiski	automatski
izglītība	obrazovanje
izglītība	edukacije
izglītība	školovanje
vajag	treba
vajag	potreban
vajag	potrebna
vajag	potrebno
vajag	trebam
vajag	treba
vajag	potrebe
str	str
elementi	ćelije
elementi	stanice
elementi	elementi
degvielas	gorivo
degvielas	goriva
jelgava	jelgava
kalpo	služiti
kalpo	služenje
kalpo	služiti
kalpo	služi
maza	maleno
maza	male
maza	mali
maza	malo
maza	mala
maza	male
maza	mali
čārlzs	charles
čārlzs	karlo
čehoslovākijas	čehoslovačkoj
stadionā	stadion
materiāli	materijal
materiāli	materijale
materiāli	materijal
materiāli	materijali
riteņbraukšanas	biciklizam
sacīkšu	utrka
sacīkšu	trke
sacīkšu	utrke
kalni	planine
kalni	planina
apvienotā	united
apvienotā	ujedinjeni
jurijs	yuri
jurijs	jurij
nāk	dolazim
nāk	dolazi
labs	dobro
labs	dobar
mēra	izmjerio
balts	bijeli
balts	bijela
balts	bijelo
mainās	mijenjanje
mainās	mijenjam
nedēļu	tjedna
nedēļu	nedelja
nedēļu	tjedan
nedēļu	sedmica
ideja	ideja
ideja	zamisao
kosmiskā	kozmičke
komplekss	složeno
komplekss	kompleks
komplekss	složena
mazās	maleno
mazās	male
mazās	mali
kalpoja	služio
stils	stil
stils	style
stils	stila
atšķirības	diff
atšķirības	razlika
atšķirības	razlika
atšķirības	razlike
komisija	povjerenstvo
komisija	komisija
komisija	komisije
komisija	provizije
kontrolē	kontrolirano
krusts	križ
krusts	cross
krusts	krst
krusts	kros
atmiņas	sjećanja
atmiņas	uspomene
atmiņas	uspomena
atmiņas	memorije
atmiņas	memorija
atmiņas	sjećanje
atmiņas	uspomena
vakarā	večer
vakarā	veče
indekss	indeks
stikla	čaša
stikla	stakla
stikla	staklo
antons	anton
antons	antona
baterijas	baterija
baterijas	baterije
baterijas	baterije
bumbas	kuglice
bumbas	muda
bumbas	lopte
bumbas	loptice
bumbas	bombe
biedri	druže
biedri	drug
biedri	drugovi
biedri	članove
biedri	članice
biedri	članovi
biedri	članova
pasaule	world
pasaule	svijeta
pasaule	svijet
tīkls	mreže
tīkls	mreža
publicēts	objavljen
publicēts	objavljeno
publicēts	objavljeni
rumānijas	rumunjski
absolūtais	apsolutna
struktūras	struktura
struktūras	strukture
struktūras	tijela
novērots	promatrao
nato	nato
jautājums	pitanje
konkurss	natječaj
konkurss	natječaj
konkurss	natjecanje
ārzemju	strani
ārzemju	strano
zviedrija	švedska
zviedrija	švedskoj
zviedrija	švedski
zviedrija	švedske
lietuva	litve
tradīcijas	tradicije
tradīcijas	tradicije
tradīcijas	tradicija
smagi	teška
smagi	težak
smagi	teški
smagi	ozbiljne
smagi	teške
smagi	tvrdo
smagi	tesko
smagi	teško
jauni	novo
jauni	nova
jauni	novi
jauni	mladi
jauni	mlad
jauni	mlada
jauni	mlade
jauni	mlado
apstiprināts	potvrdio
apstiprināts	potvrđeno
apstiprināts	odobrena
apstiprināts	odobrio
apstiprināts	odobreno
apstiprināts	odobren
šaurums	tjesnaca
paaudzes	generacija
paaudzes	generacije
paaudzes	generacija
paaudzes	generacije
paaudzes	generacijama
ludvigs	ludwig
neatkarīgi	nezavisno
neatkarīgi	neovisna
neatkarīgi	neovisno
neatkarīgi	samostalna
neatkarīgi	nezavisno
neatkarīgi	neovisno
korporācijas	korporacija
korporācijas	korporacije
spiediena	pritisak
spiediena	tlak
paaugstināts	povećana
paaugstināts	povećan
paaugstināts	povišen
ceturtais	četvrti
ceturtais	četvrta
ceturtais	četvrto
smadzeņu	cerebralni
smadzeņu	mozak
sadarbības	suradnja
sadarbības	suradnju
plašāk	širi
plašāk	šire
kvalitātes	kvalitet
kvalitātes	kvalitetno
kvalitātes	kvaliteta
pavadoņi	mjeseci
pavadoņi	mjesece
pavadoņi	mjeseca
dzīvības	živi
dzīvības	životi
dzīvības	živote
garais	magareći
garais	duga
garais	long
garais	dugo
princis	prince
princis	kraljević
princis	princ
lietotājs	korisnik
lietotājs	korisnika
toronto	toronto
toronto	torontu
šķira	razred
šķira	klase
šķira	klasa
atkarīgs	ovisni
spēcīgi	snažno
spēcīgi	jaki
spēcīgi	jak
spēcīgi	jaka
spēcīgi	moćno
spēcīgi	moćna
spēcīgi	moćan
spārni	krila
spārni	krilima
spārni	krilca
apkārt	oko
izplatīts	distribuira
ligzdas	gnijezda
ligzdas	duplje
bāka	svjetionik
bāka	svjetionika
bāka	beacon
neizdevās	propali
neizdevās	neuspjelo
neizdevās	propala
labākie	najbolji
labākie	najbolje
labākie	najbolja
papīra	papira
papīra	papir
četrus	četiri
jautājumu	pitanje
american	američki
american	american
american	amerikanac
