मिसाल	przypowieść
बुराई	zła
टाइपिंग	pisanie
टाइपिंग	pisać
टाइपिंग	wpisanie
उत्तेजक	prowokacyjne
दशमलव	dziesiętny
काई	kai
क्रूर	okrutna
क्रूर	okrutny
क्रूर	okrucieństwo
क्रूर	okrutne
क्रूर	brutalny
क्रूर	brutalna
क्रूर	brutalne
जोनाथन	jonathan
हस्त	hasta
फ्लाइट	lotu
फ्लाइट	lot
निकटता	bliskość
निकटता	bliskość
निकटता	bliskości
सैर	promenadzie
सैर	spacery
सैर	spacer
सैर	chodzić
सैर	walk
चिकनी	gładkie
चिकनी	gładka
चिकनी	gładki
चिकनी	sprawne
चिकनी	tłuste
कैनेडी	kennedy
टाई	remis
टाई	krawat
विदेशियों	cudzoziemców
विदेशियों	obcokrajowców
अनुवादित	przetłumaczone
करोड़ों	niezliczone
इंजीनियरों	inżynierowie
इंजीनियरों	inżynieria
इंजीनियरों	inżynierów
गा	sing
गा	śpiewaj
पूछताछ	zapytanie
पूछताछ	dochodzenie
पूछताछ	dochodzenia
पूछताछ	zapytania
पूछताछ	dochodzenia
सर्पिल	spirala
परिशिष्ट	dodatek
परिशिष्ट	wyrostek
परिशिष्ट	załącznik
परिशिष्ट	dodatku
गवाही	zeznawać
गवाही	zeznanie
गवाही	zeznania
वॉकर	walker
वॉकर	walkera
लेआउट	układ
लेआउट	rozmieszczenie
कैदियों	więźniowie
कैदियों	więźniów
फिजी	fidżi
हुक	haczyk
हुक	hook
हुक	hak
हुक	haka
हुक	haku
रिटर्न	zwraca
रिटर्न	powraca
रिटर्न	zwroty
रिटर्न	wróć
रिटर्न	zwrot
रिटर्न	zamian
रिटर्न	powrót
प्लैटिनम	platyny
फिल	phila
फिल	phil
फिलीपींस	filipiny
दीवारें	mury
दीवारें	ścian
दीवारें	ściany
सपाट	mieszkanie
नक़ल	kopia
नक़ल	skopiuj
नक़ल	kopiuj
नक़ल	kopiowanie
नक़ल	kopie
नक़ल	egzemplarze
फ्रेमवर्क	ramy
देशभक्ति	patriotyzm
केन्या	kenii
बर्बाद	marnowanie
बर्बाद	odpady
बर्बाद	odpadów
कस्टम	celne
कस्टम	cła
कस्टम	cło
कस्टम	zwyczaj
कस्टम	niestandardowych
कस्टम	niestandardowe
कस्टम	własny
अकादमिक	akademickich
अकादमिक	akademickie
शेन	shane
असीम	nieskończenie
असीम	nieskończone
एकजुट	zjednoczyć
कोलेस्ट्रॉल	cholesterolu
कोलेस्ट्रॉल	cholesterol
दांते	dante
किंगफिशर	kingfisher
बगीचे	ogrodu
बगीचे	ogród
बगीचे	ogródek
बगीचे	ogrodzie
मुराद	murad
ईमान	wierze
ईमान	faith
ईमान	wiara
ईमान	wiary
ईमान	wiarę
भट्टी	piec
पोटैशियम	potasu
केली	kelly
लोकगीत	folklor
सर्बिया	serbii
सर्बिया	serbia
स्प्रिंगस्टीन	springsteen
धर्मनिरपेक्ष	świeckich
दृष्टिगोचर	widoczna
दृष्टिगोचर	widoczny
दृष्टिगोचर	widoczne
तोप	armata
तोप	armaty
तोप	działo
दूरभाष	telefon
शेंगेन	schengen
दुल्हन	narzeczona
आंत्र	tyfus
ओबेरॉय	oberoi
जस्ता	cynku
जस्ता	cynk
उड़	fly
उड़	latać
उड़	leć
गुजरता	przechodzi
गुजरता	przemija
गुजरता	przepustki
गुजरता	mija
गुजरता	wejściówki
माली	malediwy
माली	mołdawia
माली	ogrodnikiem
माली	ogrodnik
माली	ogrodnika
माली	mali
परियोजनाएं	projektów
परियोजनाएं	projekty
सिएटल	seattle
प्रिया	priya
टायर	opon
टायर	opony
टायर	opon
टायर	opony
टायर	opony
टायर	opona
टायर	opona
बाँस	bambusa
अठारह	eighteen
अठारह	osiemnaście
उत्खनन	wykopaliska
उन्नयन	aktualizacja
उन्नयन	aktualizacji
उन्नयन	modernizacja
उन्नयन	ulepszenie
उन्नयन	uaktualnienie
पेंशन	renta
पेंशन	emerytury
पेंशन	emerytura
पेंशन	renty
पेंशन	pensjonat
गरिमा	godność
गरिमा	godności
धागे	przędzy
धागे	przędza
सिलेंडर	butle
सिलेंडर	cylindry
मैक्सिकन	meksykanie
मैक्सिकन	meksykańskie
मैक्सिकन	meksykański
मैक्सिकन	meksykańska
देशो	krajów
देशो	kraje
उर्वर	żywiołowy
खोपड़ी	czaszka
खोपड़ी	czaszki
खोपड़ी	czaszkę
कोलम्बिया	kolumbii
कोलम्बिया	kolumbia
विद्रोहियों	rebeliantów
विद्रोहियों	rebelianci
विद्रोहियों	buntowników
पट्टिका	palety
कैसा	jak
स्टीवन	stevena
स्टीवन	steven
टेल	opowieść
टेल	ogon
टेल	tail
टेल	ogonie
कबीले	plemienia
कबीले	plemię
कबीले	szczep
रणनीतिक	strategicznych
रणनीतिक	strategiczne
रणनीतिक	strategiczny
रणनीतिक	strategicznie
रणनीतिक	taktyczny
रणनीतिक	taktyczne
झटके	wstrząsy
रीड	reed
प्रक्षेप	rzut
प्रक्षेप	projekcji
पर्यवेक्षण	nadzór
पर्यवेक्षण	nadzoru
एमी	amy
एमी	emmy
प्लेटो	platon
कनाडाई	kanady
कनाडाई	kanadyjski
रिसाव	przecieków
रिसाव	przeciek
रिसाव	wyciek
अनावरण	odsłonięty
निषिद्ध	zabronione
निषिद्ध	zakazany
निषिद्ध	zakazane
निषिद्ध	niedozwolone
निषिद्ध	zabronione
निषिद्ध	zakazany
निषिद्ध	zakazane
सेम	fasola
सेम	bean
सेम	fasola
सेम	fasolki
सेम	fasoli
सेम	sem
रॉन	rona
रॉन	ron
शोधन	rafinacji
बरसात	prysznic
बरसात	deszczowe
बरसात	deszczowy
बरसात	deszcz
बरसात	rain
बनर्जी	banerjee
फास्ट	szybkie
फास्ट	szybki
फास्ट	szybka
फास्ट	szybko
यथार्थवाद	realizm
बाह	bah
तालिबान	talibów
दर्शनशास्त्र	filozofia
दर्शनशास्त्र	filozofii
स्वादिष्ट	smaczny
स्वादिष्ट	smaczne
स्वादिष्ट	pycha
स्वादिष्ट	mniam
स्वादिष्ट	smaczne
स्वादिष्ट	pyszny
ज्वाला	płomienie
ज्वाला	płomień
ईंटों	brick
ईंटों	cegła
ईंटों	cegły
कर्ज	długi
कर्ज	długu
कर्ज	dług
कर्ज	zadłużenie
सलाद	sałaty
सलाद	sałata
सलाद	sałatki
सलाद	sałaty
सलाद	sałata
सलाद	sałatki
सलाद	sałatka
जलन	zazdrosny
जलन	zazdrość
जलन	zazdrosna
जलन	zapalnych
जलन	podrażnienie
शौकिया	amator
अनूठा	unikalne
अनूठा	unikatowe
अनूठा	unikalny
अनूठा	wyjątkowy
अनूठा	niepowtarzalny
कैरी	carrie
कैरी	carey
पेशावर	peszawarze
पहेली	puzzle
पहेली	układanki
पहेली	zagadki
पहेली	puzzle
पहेली	układanki
पहेली	zagadka
पहेली	enigma
रक्तस्राव	krwawienia
रक्तस्राव	krwotok
चादर	szal
चादर	arkusz
चादर	arkusze
जामा	jama
फ्रैंकलिन	franklin
फ्रैंकलिन	franklina
एथिलीन	etylenu
सेकेंड	sekund
सेकेंड	sekundy
सेकेंड	druga
सेकेंड	drugi
सेकेंड	drugie
आयुध	ordnance
आयुध	artyleria
चढ़ाव	upadki
मानविकी	humanistycznych
महापौर	burmistrz
महापौर	burmistrza
आयताकार	prostokąt
आयताकार	prostokątne
प्रस्तावना	wprowadzanie
प्रस्तावना	wstęp
प्रस्तावना	wprowadzenie
प्रस्तावना	prologu
प्रस्तावना	preambuły
मैनहटन	manhattanie
मैनहटन	manhattanu
मैनहटन	manhattan
मॉरीशस	mauritius
लावा	lawa
बाधाओं	barier
बाधाओं	bariery
बाधाओं	przeszkody
बाधाओं	przeszkód
बाधाओं	przeszkody
माइग्रेन	migreny
माइग्रेन	migrena
परिधान	suknia
परिधान	sukienka
परिधान	sukienki
परिधान	kostiumy
परिधान	stroje
गोलीबारी	strzelanina
गोलीबारी	strzelanina
गोलीबारी	strzelać
गोलीबारी	strzelanie
जग	świat
जग	swiat
जग	świata
जग	świecie
जग	world
जग	jag
पम्प	pompy
पम्प	pompa
बायर	bayer
नाल	podkowa
पवित्रता	świętość
पवित्रता	świętości
पवित्रता	czystości
पवित्रता	czystość
पवित्रता	świętość
लाभप्रद	zyskiem
रोचेस्टर	rochester
श्रेष्ठता	wyższości
श्रेष्ठता	przewaga
डोनाल्ड	donalda
डोनाल्ड	donald
रमन	raman
सीढ़ी	drabinę
सीढ़ी	drabiny
सीढ़ी	drabina
प्रतिकृति	wzorzec
प्रतिकृति	wzór
प्रतिकृति	replika
प्रतिकृति	repliki
ताड़	dłoni
ताड़	palm
ताड़	dłoń
धमाके	bang
सीटी	gwizdek
परोसा	serwowane
परोसा	służył
कार्टर	carter
कट्टर	wściekłe
उपनिवेशवाद	kolonializm
उपनिवेशवाद	kolonia
उपनिवेशवाद	kolonii
उपनिवेशवाद	kolonię
सैंडविच	kanapki
सैंडविच	kanapka
सैंडविच	kanapki
चिप्स	chrupki
चिप्स	frytki
चिप्स	żetony
गुड़	melasy
चन्द	chand
चन्द	rozmówcy
उद्योगपति	przemysłowiec
विधियां	sposoby
विधियां	metody
विधियां	metod
बिखरे	rozproszone
वेस्टमिंस्टर	westminster
सुनाया	wymawia
शैतान	diabła
शैतान	diabeł
शैतान	szatana
शैतान	szatan
शीट	arkusz
शीट	arkusze
शीट	arkusze
शीट	pościel
शीट	arkuszy
उद्धार	dostarczyć
उद्धार	uratować
उद्धार	ratowanie
उद्धार	ratunek
पैकेजिंग	opakowania
पैकेजिंग	pakowanie
पैकेजिंग	opakowanie
म्यूनिख	monachium
शरीफ	sharif
बिस्तर	łoże
बिस्तर	łóżka
बिस्तर	łóżko
बिस्तर	łóżku
दोहराया	powtarza
दोहराया	powtórzyć
बोल्ट	piorun
गुम्बद	kopuły
गुम्बद	dome
गुम्बद	kopuła
गुम्बद	kopuły
सेवानिवृत्ति	emeryturę
सेवानिवृत्ति	emerytura
जश्न	uroczystości
जश्न	obchody
जश्न	świętowanie
जश्न	uroczystości
जश्न	święto
जश्न	świętowania
जश्न	uroczystość
जश्न	jamboree
नोबल	noble
नोबल	szlachetnych
नोबल	szlachetne
नोबल	szlachetna
नोबल	szlachetny
टायसन	tyson
लहरों	fal
लहरों	fale
टंडन	tandon
अस्थिरता	niestabilności
अस्थिरता	niestabilność
संग्रहीत	zarchiwizowane
सीसा	ołów
सीसा	prowadź
सीसा	ołowiu
तना	łodygi
तना	macierzystych
सदाबहार	evergreen
कंकाल	szkieletu
कंकाल	szkielet
नाइट्राइट	azotyn
समीर	samir
ऑर	orr
तांबे	miedzi
तांबे	miedź
समतुल्य	równowartość
समतुल्य	odpowiednik
समतुल्य	równoważny
समतुल्य	ekwiwalent
समतुल्य	równoważne
जिन्ना	jinnah
फेरारी	ferrari
माईस्पेस	myspace
एमआईटी	mit
भ्रामक	mylące
भ्रामक	mylące
संभावनाओं	możliwości
नगण्य	trywialne
केक	tort
केक	ciastko
केक	ciasta
केक	ciasto
केक	ciacho
साख	życzliwość
जिज्ञासा	ciekawość
अन्याय	niesprawiedliwości
अन्याय	niesprawiedliwość
अनुसूची	grafik
अनुसूची	rozkład
अनुसूची	harmonogram
एनिमेशन	animacji
एनिमेशन	animacje
एनिमेशन	animacji
हिम्मत	odwagi
हिम्मत	odwagę
हिम्मत	odwaga
प्रमाणपत्र	certyfikaty
प्रमाणपत्र	świadectwa
प्रमाणपत्र	zaświadczenie
प्रमाणपत्र	certyfikat
प्रमाणपत्र	świadectwo
प्रमाणपत्र	certyfikaty
सांकेतिक	symboliczne
सांकेतिक	symbol
सत्रहवीं	siedemnastego
असमानता	nierówności
आमदनी	dochód
आमदनी	przychód
आमदनी	przychody
आमदनी	dochodów
आमदनी	dochody
टिन	tin
टिन	puszka
चारा	pastewnych
चारा	pasza
चारा	przynęty
चारा	przynętę
चारा	przynęta
ओलिवर	olivera
ओलिवर	oliver
डिब्बे	puszek
डिब्बे	puszki
घनी	gruby
घनी	grubo
घनी	gruba
घनी	grube
एस्पिरिन	aspiryna
एस्पिरिन	aspiryny
जनजातीय	plemienia
सोर्स	źródło
सोर्स	źródła
पीर	peer
विश्लेषक	analityk
चेल्सी	chelsea
बाजरा	proso
पाम	pam
इच्छाओं	pragnienia
इच्छाओं	pragnień
रिश्तों	związki
रिश्तों	relacje
महाप्रभु	mahaprabhu
संन्यास	emeryturę
संन्यास	emerytura
पुनर्वास	odwyk
पुनर्वास	rehabilitację
पुनर्वास	rehabilitacji
प्रोसेसर	procesora
प्रोसेसर	procesor
स्ट्रीम	strumienie
स्ट्रीम	strumieni
स्ट्रीम	potok
स्ट्रीम	strumień
स्ट्रीम	stream
वक्तव्य	deklaracja
वक्तव्य	oświadczenie
वक्तव्य	oświadczenia
वक्तव्य	stwierdzenie
कृत्यों	funkcji
कृत्यों	funkcje
बारहवीं	xii
बारहवीं	twelfth
बारहवीं	dwunastej
स्टुअर्ट	stuart
अचार	ogórki
अचार	ogórek
प्रदाताओं	dostawców
प्रदाताओं	dostawcy
फेंकने	rzucać
फेंकने	rzucanie
शर्तें	warunki
शर्तें	warunki
शर्तें	terminy
मॉड्यूल	modułów
मॉड्यूल	moduły
मॉड्यूल	modułu
मॉड्यूल	moduł
हिरण	jelenie
हिरण	jelenia
हिरण	jeleń
हिरण	karibu
पिकनिक	piknik
जमींदार	właściciele
ईसाइयों	chrześcijanie
ईसाइयों	chrześcijan
सईद	saeed
प्रेषित	wysłany
प्रेषित	wysłane
प्रेषित	wysłano
ज़िन्दगी	zindagi
ज़िन्दगी	zycie
ज़िन्दगी	life
ज़िन्दगी	życia
ज़िन्दगी	dożywocie
ज़िन्दगी	życie
बॉय	boy
बॉय	chłopak
बॉय	chłopiec
अपघटन	rozkładu
अपघटन	rozkład
इब्राहिम	ibrahim
स्टेरॉयड	sterydów
स्टेरॉयड	sterydy
संवेदी	sensorycznej
कार्लो	karol
कार्लो	carlo
चावला	chawla
स्वार्थ	egoizm
तपेदिक	gruźlica
तपेदिक	gruźlicę
तपेदिक	gruźlicy
पुर	pur
फिल्मफेयर	filmfare
वीजा	wiz
वीजा	wizy
वीजा	wizę
वीजा	wizy
वीजा	visa
वीजा	wiza
बैनर	banner
याहू	yahoo
वेदी	ołtarz
वेदी	ołtarzu
वेदी	ołtarza
प्रलय	katastrofa
रिले	riley
रिले	przekaźnik
चुनौतियों	wyzwania
अनवर	anwar
देवगन	devgan
फर्ग्यूसन	ferguson
हालात	sytuacje
हालात	sytuacji
हालात	sytuacja
हालात	szanse
हालात	okoliczności
भैंस	buffalo
महाद्वीपों	kontynentach
इस्लामाबाद	islamabadzie
लेनिन	lenin
समाचारपत्र	gazety
समाचारपत्र	gazeta
समाचारपत्र	gazetę
साम्य	podobieństwo
संतोषजनक	satysfakcjonujące
संतोषजनक	zadowalający
संतोषजनक	zadowalające
संतोषजनक	satysfakcjonujące
संतोषजनक	zadowalające
रनवे	wybiegu
सफ़र	podróż
नसीरुद्दीन	naseeruddin
विवेचना	obrady
मनोरोग	psychiatryczny
मनोरोग	psychiczne
परेश	paresh
खींचा	wyciągnął
खींचा	narysował
खींचा	drew
सल्फर	siarki
सल्फर	siarki
स्क्वैश	squasha
लॉक	zamknij
लॉक	zablokuj
लॉक	zamek
एबीसी	abc
वाल्टर	waltera
वाल्टर	walter
डाकू	banita
डाकू	rabuś
पीएचडी	doktorat
फ़ुटबॉल	football
फ़ुटबॉल	futbol
गॉर्डन	gordon
गॉर्डन	gordona
बांस	bambusa
वाटसन	watson
सहिष्णुता	tolerancja
सहिष्णुता	tolerancji
लूथर	luther
परिपक्वता	dojrzałości
परिपक्वता	dojrzałość
पूज्य	czcigodny
निरंतरता	ciągłości
निरंतरता	ciągłość
निरंतरता	trwałość
पनामा	panama
पनामा	panamy
लॉरेंस	lawrence
हिरासत	opieka
लड़	walka
लड़	walki
गुणात्मक	jakościowych
गुणात्मक	jakościowe
बौना	karzeł
रेखाचित्र	wykresy
रेखाचित्र	rysunek
रेखाचित्र	losowanie
स्वदेश	narodu
स्वदेश	naród
सुपरमैन	supermana
सुपरमैन	superman
बुल	buldog
बुल	byka
बुल	byk
बुल	bull
धब्बे	plastry
धब्बे	plamki
अमूल्य	bezcenny
अमूल्य	bezcenne
विकिस्रोत	wikiźródła
निक	nick
निक	nicka
पीढी	pokolenie
पीढी	wytwarzanie
पीढी	generacja
पीढी	generowanie
माउस	myszy
माउस	myszki
माउस	mysz
माउस	myszka
क्राउन	koronę
क्राउन	crown
क्राउन	korony
क्राउन	korona
साड़ी	sari
बहुमुखी	wielokrotne
बहुमुखी	wiele
बहुमुखी	wielu
बहुमुखी	uniwersalne
बहुमुखी	uniwersalny
बहुमुखी	wszechstronny
पहियों	wta
पहियों	felgi
पहियों	kółka
पहियों	koła
स्पीयर्स	włóczni
स्पीयर्स	spears
बहू	narzeczona
छठा	szóstej
छठा	szóste
छठा	szósta
छठा	szósty
स्पा	spa
स्पा	spa
मातृभूमि	ojczyzny
मातृभूमि	ojczyzna
मातृभूमि	ojczyznę
मातृभूमि	ojczyzna
मातृभूमि	ojczyzny
मशीनें	maszyny
पनडुब्बी	podwodna
पनडुब्बी	podwodne
मुखर	vocal
काउंटर	licznik
पूर्णांक	integer
शौक	hobby
शौक	hobby
निचला	niższy
निचला	niżej
निचला	lower
निचला	niższa
निचला	dolna
वानर	małpa
नौकर	służący
नौकर	służąca
नौकर	sługa
बोवी	bowie
अफगान	afgańskie
दोहा	doha
टार्ज़न	tarzan
राजमहल	pałac
राजमहल	pałacu
राजमहल	palace
बसों	autobusy
मॉर्गन	morgana
मॉर्गन	morgan
सतहों	powierzchnie
रसेल	russel
रसेल	russell
रसेल	russella
संगीतमय	muzyczne
संगीतमय	musical
संगीतमय	muzyczny
टिक	tik
टिक	tik
टिक	tic
क्राइस्ट	chryste
क्राइस्ट	chrystus
अनुप्रस्थ	poprzeczne
प्रायोजक	sponsorem
प्रायोजक	sponsor
प्रायोजक	sponsora
प्रायोजक	sponsorów
प्रायोजक	sponsorzy
ब्रिगेड	brygada
ब्रिगेड	brygady
पॉलिसी	polityka
पॉलिसी	polityki
दस्त	biegunka
कलाई	nadgarstek
कलाई	nadgarstka
संभोग	stosunek
संभोग	stosunki
अल्फ्रेड	alfreda
अल्फ्रेड	alfred
वेल्श	welsh
वेल्श	braille
कराटे	karate
ग्रंथियों	gruczoły
ट्रैफिक	ruch
ट्रैफिक	korki
सिखाया	nauczył
सिखाया	uczył
लिबरल	liberalne
खंडहर	szczątki
खंडहर	ruin
खंडहर	ruiny
कर्क	nowotwory
कर्क	raka
कर्क	rak
कर्क	nowotwór
प्रेरण	indukcji
लामा	lama
लेज़र	laserowe
लेज़र	laser
बाइबल	biblia
बाइबल	biblię
बाइबल	biblii
क्रमांक	numer
क्रमांक	liczba
धक्का	push
आविष्कारक	wynalazców
आविष्कारक	wynalazca
गोपनीय	zakodowane
गोपनीय	zaszyfrowane
गोपनीय	sekret
गोपनीय	secret
गोपनीय	tajne
गोपनीय	tajemnica
गोपनीय	poufne
प्रेत	zombie
प्रेत	zombi
स्थलीय	lądowe
स्थलीय	naziemne
स्थलीय	lądowych
सप्ताहांत	weekendy
सप्ताहांत	weekendu
सप्ताहांत	weekend
कब्रिस्तान	cmentarze
कब्रिस्तान	cmentarzu
कब्रिस्तान	cmentarz
बुल्गारिया	bułgaria
बुल्गारिया	bułgarii
पासपोर्ट	paszport
पासपोर्ट	paszportu
प्रज्ञा	wywiad
प्रज्ञा	wywiadu
प्रज्ञा	inteligencja
बेशक	rzeczywiście
आइसलैंड	islandia
आइसलैंड	islandii
लोप	lop
प्रमाणीकरण	autoryzacja
प्रमाणीकरण	uwierzytelniania
टोयोटा	toyota
ब्लाक	bloku
ब्लाक	zablokuj
ब्लाक	zablokować
ब्लाक	blok
सत्यापन	zweryfikować
सत्यापन	autoryzacja
सत्यापन	uwierzytelniania
सत्यापन	sprawdzenie
सत्यापन	weryfikacja
सत्यापन	weryfikacji
रेशों	jedwabiu
रेशों	jedwab
वृहद	większa
वृहद	większe
वृहद	większy
वृहद	większej
ग्रैमी	grammy
लॉन्च	startów
लॉन्च	uruchamia
लॉन्च	start
लॉन्च	uruchomienie
लॉन्च	startu
बीट	beat
बीट	pokonać
इमेजिंग	obrazowania
लटका	hung
लटका	powieszony
कैटरीना	katrina
डिस्ट्रिक्ट	okręg
डिस्ट्रिक्ट	dzielnicy
डिस्ट्रिक्ट	dystrykt
डिस्ट्रिक्ट	dzielnica
डिस्ट्रिक्ट	rejon
डिस्ट्रिक्ट	powiat
काठमांडू	katmandu
अरोड़ा	arora
सीखना	nauka
वेश	ubrany
वेश	ubrana
वेश	ubrani
वेश	ubrane
डॉक्टरों	lekarze
डॉक्टरों	doktorzy
डॉक्टरों	lekarzy
गला	gardło
गला	gardła
गला	kark
गला	szyja
गला	szyi
हैदर	haider
सुगमता	dostępność
सुगमता	dostępności
स्ट्रॉस	strauss
गार्सिया	garcia
निद्रा	śpi
निद्रा	spać
बहाने	usprawiedliwienia
एक्सप्लोरर	explorer
छल	nękanie
छल	prześladowanie
छल	molestowanie
आलम	alam
बिज़नेस	biznes
बिज़नेस	interesy
बिज़नेस	business
बिज़नेस	interes
प्रतिबद्ध	popełnił
प्रतिबद्ध	zaangażowana
प्रतिबद्ध	zaangażowany
कॉलोनी	kolonia
कॉलोनी	kolonii
कॉलोनी	kolonię
आवंटन	przydział
आवंटन	przydziały
आवंटन	przydziału
आवंटन	przydział
आवंटन	przydziału
बाला	bala
कार्लोस	carlos
अनीता	alicja
अनीता	alice
अनीता	anita
अनोखा	unikalne
अनोखा	unikatowe
अनोखा	unikalny
अनोखा	wyjątkowy
अनोखा	niepowtarzalny
अनोखा	powieść
अनोखा	powieści
रिएक्टर	reaktor
रिएक्टर	reaktora
करीना	karina
कपाल	czaszka
कपाल	czaszki
कपाल	czaszkę
श्रोता	słuchaczy
श्रोता	słuchaczem
श्रोता	odbiorcy
श्रोता	publiczność
श्रोता	odbiorców
कॉमन	wspólnej
कॉमन	wspólny
कॉमन	częste
कॉमन	często
कॉमन	wspólne
आपेक्षिकता	względności
लेम्बोर्गिनी	lamborghini
प्याज	cebulę
प्याज	cebuli
प्याज	cebula
प्याज	cebulę
प्याज	cebuli
प्याज	cebula
असीमित	nieskończona
असीमित	nieskończenie
असीमित	nieskończone
असीमित	nieskończoność
असीमित	nieskończonej
असीमित	niezwiązanego
असीमित	nieograniczone
असीमित	nieograniczony
असीमित	nieograniczone
माउंटबेटन	mountbatten
बग	robak
बग	bug
बग	robaki
बग	błędy
बग	owady
मॉस्को	moskwy
मॉस्को	moskwie
मॉस्को	moskwa
बूटी	łup
बूटी	booty
बूटी	łupy
सोम	soma
सोम	som
सोम	mon
चन्द्रशेखर	chandrasekhar
टर्नर	turner
टर्नर	turnera
हिमानी	lodowiec
हिमानी	himalajach
ट्रांस	trans
मेहमान	gości
मेहमान	goście
मेहमान	goście
मेहमान	gość
नियमन	regulacje
नियमन	regulacja
नियमन	rozporządzenie
नियमन	rozporządzenia
नियमन	regulamin
जहर	trucizny
जहर	truciznę
जहर	trucizna
जहर	trujący
मगरमच्छ	krokodyla
मगरमच्छ	krokodyl
गतिज	kinetycznej
तन	tan
यूटीसी	utc
वेनिस	wenecji
वेनिस	wenecja
खांसी	kaszel
आईएसओ	iso
युगांडा	ugandzie
संख्याएँ	numery
संख्याएँ	cyfry
संख्याएँ	liczby
जब्त	przejęte
सुगंध	zapachowych
सुगंध	zapachy
सुगंध	aromat
जस्टिन	justin
जस्टिन	justyna
सरकारें	rządy
सरकारें	rządów
अहंकार	ego
ज़ाहिर	ujawnić
ठेठ	typowe
ठेठ	typowa
ठेठ	typowo
ठेठ	typowy
फ़ोर्स	siły
फ़ोर्स	siła
फ़ोर्स	force
उलट	odwrócony
सुमात्रा	sumatra
छड़ी	patyk
सीरम	surowicy
सीरम	serum
दाम	ceny
दाम	price
दाम	cena
नहरें	kanał
नहरें	rzek
नहरें	rzeki
नहरें	rivers
हमलावर	napastników
नॉर्मन	norman
नॉर्मन	normana
लैंडिंग	lądowania
लैंडिंग	wyładunku
लैंडिंग	lądowanie
माँगा	manga
नाविक	marynarz
नाविक	nawigator
स्थायित्व	wytrzymałości
स्थायित्व	wytrzymałość
हावर्ड	howard
साम्यवाद	komunizmu
साम्यवाद	komunizm
पैमाना	zakres
पैमाना	skali
पैमाना	skala
तंबाकू	tytoń
तंबाकू	tytoniu
चिड़िया	ptaka
चिड़िया	ptak
चिड़िया	bird
चिड़िया	ptaszek
पराग	pyłek
सूर	sur
उमा	uma
प्री	pre
मैथुन	stosunek
मैथुन	stosunki
मैथुन	płci
मैथुन	płeć
मैथुन	seksu
मैथुन	seks
मैथुन	sex
ग्राफिक्स	grafiki
ग्राफिक्स	grafika
पराबैंगनी	ultrafioletowe
ताम्र	miedzi
ताम्र	miedź
केल्विन	kelvin
अल्पकालिक	efemeryczne
अनुपस्थित	nieobecny
अनुपस्थित	nieobecność
अनुपस्थित	nieobecna
अनुपस्थित	brak
अनुपस्थित	brakuje
अनुपस्थित	brakujące
अनुपस्थित	zaginiony
अनुपस्थित	zaginął
फाई	fi
फाई	phi
मर्सिडीज	mercedes
मर्सिडीज	mercedesa
कीटनाशक	pestycydy
कीटनाशक	pestycydów
लार	ślina
लार	śliny
सुनहरे	blondynka
सुनहरे	blond
आगंतुक	odwiedziny
आगंतुक	odwiedzający
आगंतुक	gość
फ़ॉर्मूला	wzór
फ़ॉर्मूला	formuła
चीज़ें	rzeczy
ग्राफिक	grafiki
ग्राफिक	graficzny
ग्राफिक	grafika
ग्राफिक	graficzne
लूप	pętli
लूप	pętla
पेरी	peri
पेरी	perry
फिल्माया	nakręcony
सम्मिश्रण	mieszania
सम्मिश्रण	mieszanie
चम्मच	łyżeczka
चम्मच	łyżka
चम्मच	łyżki
ग्रा	gras
दुकानें	sklepy
दुकानें	sklepy
दुकानें	stragany
दुकानें	stoiska
अनुपयुक्त	niewykorzystane
विरोधाभास	paradoks
जैम	zam
जैम	jam
जैम	dżem
चेयरमैन	przewodniczący
चेयरमैन	prezes
चेयरमैन	przewodniczącego
चेयरमैन	prezesie
रिश्तेदार	względne
रिश्तेदार	krewni
रिश्तेदार	krewny
रिश्तेदार	względna
रिश्तेदार	krewni
रिश्तेदार	krewnych
कचरा	śmieci
कचरा	śmieć
कचरा	kosz
कचरा	śmieci
कचरा	śmieć
थैली	woreczek
प्रतियोगियों	konkurencja
प्रतियोगियों	konkurencyjne
प्रतियोगियों	zawodnicy
प्रतियोगियों	konkurenci
प्रतियोगियों	konkurentów
असिमोव	asimov
स्प्रिंग	wiosenny
स्प्रिंग	spring
स्प्रिंग	wiosny
स्प्रिंग	wiosna
पिज़्ज़ा	pizzy
पिज़्ज़ा	pizzę
पिज़्ज़ा	pizza
कुलकर्णी	kulkarni
दैवी	oracle
दैवी	wyrocznia
दैवी	bosko
दैवी	boskie
दैवी	boska
दैवी	boski
साइबर	cyber
ग़रीब	biedny
ग़रीब	biedne
ग़रीब	biedna
छात्रवृत्ति	stypendium
विषैले	jadowity
लिखें	piszcie
लिखें	pisać
लिखें	napisać
लिखें	napisz
लिखें	pisz
लिखें	komponować
लिखें	płonie
लिखें	spalić
लिखें	spal
देवों	devon
सोडा	napój
सोडा	soda
हुकूमत	królestwie
हुकूमत	królestwa
हुकूमत	królestwo
हुकूमत	dominacji
डॉक्टरेट	doktorat
डॉक्टरेट	doktoranckich
विला	willi
विला	wille
विला	willa
विला	villa
सटीकता	dokładność
सटीकता	dokładności
कोला	colombo
कोला	cola
धमनियों	tętnic
प्रतिजन	antygenu
अदालतों	sądy
चोंच	dziób
ग्राहम	grahama
ग्राहम	graham
सर्वोपरि	paramount
प्लेटों	talerze
