kategória	category
veže	towers
novembri	november
kusov	pieces
ríme	rome
hlasov	votes
hlasov	voices
olympijské	olympic
manželky	wives
firma	firm
firma	company
bas	bas
štart	start
štart	takeoff
štart	startup
štart	launch
japonsko	japan
time	time
maria	maria
stanici	station
časopisu	magazine
socha	sculpture
socha	statue
hudbu	music
festival	festival
technické	technical
nato	nato
úsek	stretch
úsek	section
úsek	compartment
úsek	segment
severne	north
noviny	newspaper
noviny	newspapers
stáva	becoming
skoro	almost
skoro	early
objekt	object
apollo	apollo
slnko	sun
lodí	ships
mapy	maps
mapy	map
účastníci	participants
účastníci	attendees
autorov	authors
znova	again
slúžil	served
politika	policy
politika	politics
špeciálne	special
liptovský	liptovský
zloženie	composition
poskytuje	provides
učiteľ	teacher
zlatá	cute
zlatá	gold
zlatá	golden
národov	nations
národov	peoples
dôvodov	reasons
hlas	voice
hodnota	value
kmeň	strain
kmeň	stem
kmeň	tribe
automaticky	auto
automaticky	automatic
automaticky	automatically
vlastne	actually
herečky	actresses
iso	iso
stretnutia	sessions
stretnutia	encounters
stretnutia	meetings
stretnutia	appointments
stretnutia	meeting
aktivity	activities
aktivity	activity
grécko	greece
ostrovov	islands
zámky	locks
dušan	dusan
dušan	dušan
provincii	province
meria	measured
meurthe	meurthe
comté	comté
výraz	expression
španielsky	spanish
mil	mil
roman	roman
červená	red
správne	right
správne	correct
svetla	light
doubs	doubs
čierna	black
vidieť	seeing
vidieť	see
hore	awake
hore	upstairs
značne	considerably
hnutie	movement
doslova	literally
bunky	cell
bunky	cells
administratívne	clerical
administratívne	administrative
administratívne	administratively
športové	sporting
športové	sport
športové	sports
čoskoro	soon
skratka	abbreviation
skratka	acronym
skratka	shortcut
kanada	canada
prahy	thresholds
prahy	prague
posledná	last
hrať	play
hrať	playing
ferdinand	ferdinand
sezóna	season
london	london
bitky	fights
bitky	battles
bitky	beatings
one	one
slovan	slovan
používané	used
motora	engine
tatry	tatry
ríma	rome
boj	struggle
boj	combat
boj	fight
porazil	defeated
vecí	things
júni	june
pásmo	band
dĺžku	length
nižšie	below
nižšie	lower
divákov	spectators
divákov	viewers
úspešne	successfully
viedeň	vienna
hádzanej	handball
vzťahu	relationship
panna	virgo
panna	virgin
tvorili	formed
dna	dna
pilot	pilot
marián	marián
gironde	gironde
provincia	province
žena	woman
žena	female
žena	wife
situácia	situation
predpokladá	assumed
predpokladá	foresees
predpokladá	presupposes
predpokladá	assumes
sila	strength
sila	force
dieťa	baby
dieťa	kid
dieťa	child
dordogne	dordogne
ústav	institute
mierne	slight
mierne	moderately
mierne	mild
mierne	slightly
iss	iss
navigačné	nav
vedenie	management
vedenie	leadership
vedenie	lead
arena	arena
stredná	medium
stredná	central
stredná	moderate
skončila	ended
skončila	expired
referencie	references
referencie	reference
plochy	surfaces
plochy	areas
plochy	desktops
plochy	desktop
schopnosť	capability
schopnosť	ability
končí	ends
jediným	sole
svetlo	light
doba	period
doba	time
medzinárodný	international
relatívne	relative
budov	buildings
vnútri	inside
vnútri	intra
príklad	example
group	group
futbal	soccer
futbal	football
galéria	gallery
potreby	needs
osoba	person
osady	settlements
kanade	canada
mohla	could
astronómia	astronomy
dvd	dvd
dvd	dvds
hrala	played
vlastný	own
vlastný	custom
názor	opinion
isère	isère
postava	character
švajčiarsko	switzerland
vytvorili	created
škoda	pity
škoda	shame
škoda	škoda
autora	author
švédsko	sweden
pohára	cup
gólov	goals
fakulty	faculties
fakulty	faculty
trate	lines
trate	tracks
znaky	characters
znaky	signs
star	star
čierny	black
post	post
objavila	discovered
objavila	appeared
indre	indre
petr	petr
pracuje	works
pracuje	working
maďarský	hungarian
plocha	area
plocha	desktop
karl	carl
karl	karl
zbierka	fundraiser
zbierka	collection
biely	white
umiestnené	located
umiestnené	housed
umiestnené	placed
vstup	entrance
vstup	input
vstup	entry
histórie	history
povstania	uprising
povstania	uprisings
povstania	insurgency
hodiny	hours
hodiny	clocks
hodiny	clock
roussillon	roussillon
francúzske	french
múzea	museums
múzea	museum
johann	johann
pôvodné	original
languedoc	languedoc
hrali	played
ruská	russian
chrámu	temple
obrany	defense
novín	newspapers
novín	newspaper
str	str
vienne	vienne
rieke	river
parlamentu	parliament
hranicu	border
podujatia	events
ústavu	constitution
kardinál	cardinal
majstrov	masters
majstrov	champions
mesiace	months
mesiace	moons
dramatik	playwright
výšky	heights
výšky	height
free	free
zmena	modification
zmena	change
úroveň	level
chce	wants
county	county
britská	british
súd	trial
súd	court
súd	tribunal
ročník	vintage
prostredie	environment
rýchlosti	speed
rýchlosti	speeds
biela	white
dedina	village
jar	spring
club	club
dvaja	two
dáta	data
podstate	essence
značka	brand
značka	mark
značka	tag
don	don
ľahko	easily
ľahko	easy
puy	puy
španielska	spain
španielska	spanish
santa	santa
zbrane	weapons
zbrane	guns
zbrane	arms
toky	streams
toky	flows
nemal	had
pravidelne	regularly
pravidelne	regular
pravidelne	periodically
motorov	engines
kráľovná	queen
ľadový	iceberg
ľadový	ice
dát	data
hlavy	heads
filip	philip
filip	filip
autori	writers
autori	authors
pravidlá	rules
vzdelanie	education
poprad	poprad
kozmonaut	cosmonaut
holandsko	netherlands
fotografie	photographs
fotografie	photography
fotografie	photos
vojsko	military
vojsko	troops
vojsko	army
island	iceland
navrhol	suggested
mier	peace
washington	washington
opis	description
patrila	belonged
preteky	races
preteky	race
preteky	racing
tlak	pressure
vysoký	high
vysoký	tall
poitou	poitou
paríža	paris
west	west
vosges	vosges
stroj	machine
konal	acted
filozofi	philosophers
štít	shield
štít	shields
stroje	machinery
stroje	machines
chemik	chemist
patrili	belonged
budúcnosti	future
ťažko	hard
ťažko	hardly
ťažko	difficult
štruktúra	texture
štruktúra	structure
budapešti	budapest
priebeh	progress
publicista	publicist
princíp	principle
profesionálny	professional
evanjelický	lutheran
používali	used
operácie	operations
operácie	operation
operácie	surgeries
ryby	fishes
ryby	pisces
ryby	fish
semifinále	semifinals
semifinále	semifinal
meuse	meuse
inžinier	engineer
súčasnej	contemporary
orne	orne
life	life
vedúci	manager
vedúci	lead
afrike	africa
muž	male
muž	man
marek	marek
mix	mix
gitarista	guitarist
žiline	žilina
kameň	stone
kameň	rock
pôdy	soils
pôdy	land
pôdy	soil
správu	message
stanislav	stanislav
vhodné	appropriate
vhodné	suitable
gymnázium	grammar
gymnázium	gymnasium
pink	pink
dobré	good
systémov	systems
osobný	personal
zmluva	contract
zmluva	treaty
dlhá	long
sprava	right
tony	tony
tony	tonnes
tony	tons
zvyšok	residue
zvyšok	rest
charentes	charentes
úlohy	tasks
úlohy	roles
úlohy	assignments
úlohy	task
úlohy	homework
klávesy	keys
klávesy	keyboards
novinár	journalist
nikto	nobody
trhu	marketplace
trhu	market
údajne	supposedly
údajne	allegedly
linky	lines
linky	links
diaľnica	motorway
diaľnica	highway
schopný	able
schopný	capable
trh	market
prevádzky	operations
prevádzky	establishments
prevádzky	installations
láska	love
hotel	hotel
index	index
štruktúry	structures
problémov	problems
americké	american
edward	edward
rezervácie	bookings
rezervácie	reservations
rezervácie	booking
rezervácie	reservation
adam	adam
fakulta	faculty
king	king
látok	substances
európsky	european
hmotnosti	masses
hmotnosti	weight
píše	writes
kapela	band
písomná	written
katedrála	cathedral
vojenský	military
plán	plan
auvergne	auvergne
tretia	third
podobný	similar
výskumu	research
účely	purposes
atmosféry	atmosphere
osi	osi
osi	axes
osi	axis
dôme	dôme
mars	mars
stredisko	centre
dĺžky	lengths
dĺžky	length
synov	sons
milióna	million
yonne	yonne
gers	gers
oceánu	ocean
členenie	breakdown
členenie	breakdowns
maine	maine
čína	china
spisovateľka	writer
osem	eight
postaviť	build
prišli	arrived
prišli	came
štátne	state
dosiahnuť	reach
dosiahnuť	achieve
povedal	said
povedal	told
medailu	medal
škôl	schools
žiarenia	radiation
prijal	embraced
každého	everyone
každého	each
straty	loss
straty	losses
straty	casualties
pes	dog
american	american
minister	minister
momentálne	currently
predchodca	predecessor
mori	mori
mori	sea
domy	houses
domy	homes
služieb	services
polovica	half
lety	flights
techniky	techniques
sopka	volcano
kariéru	career
eduard	edward
eduard	eduard
prešove	prešov
zlaté	cute
zlaté	golden
white	white
súčasná	concurrent
súčasná	contemporary
isté	certain
alexandra	alexandra
stupňa	instance
wta	wta
starší	elders
starší	elder
starší	elderly
starší	older
karty	cards
karty	tabs
karty	card
študentov	students
mike	mike
určený	determined
určený	designated
frank	frank
pomenovanie	term
pomenovanie	naming
pomenovanie	denomination
vznikajú	arise
minimálne	minimum
minimálne	minimal
simon	simon
dolárov	bucks
dolárov	dollars
metódy	methods
útočník	attacker
útočník	striker
podniky	enterprises
podniky	businesses
podniky	undertakings
základ	foundation
základ	base
obyčajne	usually
street	street
nástroj	instrument
nástroj	tool
bibliografia	bibliography
radio	radio
tarn	tarn
európske	european
rozšírenie	extension
rozšírenie	expansion
rozšírenie	enlargement
rozšírenie	expand
rozšírenie	widening
nemci	germans
jazera	lake
friedrich	friedrich
výstup	exit
výstup	output
vozidiel	vehicles
slová	words
vesmíre	universe
vesmíre	cosmos
maximálna	max
maximálna	maximum
obsahujú	contain
teploty	temperatures
teploty	temperature
nástupca	successor
zomrela	died
zostal	stayed
zostal	remained
dostať	get
pravda	true
pravda	truth
pracovník	worker
vysoko	high
vysoko	highly
austrália	australia
príležitosti	occasions
príležitosti	opportunity
príležitosti	opportunities
príležitosti	occasion
kráľov	kings
ťažké	heavy
ťažké	hard
ťažké	tough
ťažké	difficult
fakt	fact
fakt	really
prekladateľ	translator
big	big
doma	home
rozdelenie	breakdown
rozdelenie	division
rozdelenie	subdivision
rozdelenie	split
rozdelenie	distribution
ďalšia	another
ďalšia	next
metóda	method
cieľ	objective
cieľ	aim
cieľ	destination
cieľ	goal
cieľ	target
ročný	yearly
ročný	annual
mnohí	many
mohlo	could
auto	car
auto	truck
auto	auto
fáza	phase
fáza	stage
stránku	page
vrstvy	layers
definitívne	definitely
definitívne	definite
definitívne	definitive
obsahu	content
obsahu	contents
známych	acquaintances
tlaku	pressure
vii	vii
vytvorenie	creation
vytvorenie	creating
ardennes	ardennes
politiky	policy
politiky	politics
politiky	policies
porovnaní	compared
funguje	works
josé	jose
josé	josé
generácie	generation
generácie	generations
židov	jews
dome	dom
návrat	comeback
návrat	return
fínsko	finland
slovákov	slovaks
zbor	choir
zbor	corps
spolupracoval	collaborated
spolupracoval	cooperated
upravené	edited
upravené	adjusted
upravené	customized
vstúpil	entered
strely	missiles
strely	shots
strely	drones
venuje	devotes
útvary	departments
pomer	ratio
poslanec	member
červený	reds
červený	red
výskyt	occurrence
výskyt	incidence
kapitán	captain
blue	blue
desať	ten
čile	chile
smith	smith
revolúcie	revolution
revolúcie	revolutions
gold	gold
ocenenie	awards
ocenenie	appreciation
ocenenie	valuation
ocenenie	award
league	league
scenárista	screenwriter
závislosti	addictions
závislosti	dependence
závislosti	dependencies
množstva	quantity
viktor	victor
viktor	viktor
hmoty	matter
knižnica	library
úspechy	achievements
úspechy	successes
úspechy	accomplishments
bus	bus
aube	aube
tvare	shape
výšku	height
prvok	widget
prvok	feature
prvok	element
aude	aude
igor	igor
rovnaký	equal
rovnaký	same
dolné	lower
mieru	peace
koncert	concert
poslanci	parliamentarians
poslanci	meps
poslanci	members
poslanci	mps
krídla	wings
iní	others
jasné	clear
andy	andy
pomoci	aid
produkcia	output
produkcia	production
predsedu	chairperson
predsedu	chairman
dcéry	daughters
literárny	literary
existencie	existence
obchod	shop
obchod	commerce
obchod	trade
obchod	store
grammy	grammy
odvodené	derived
fyzika	physics
písmeno	letter
rovnomennej	eponymous
boje	fights
boje	fighting
boje	battles
boje	struggles
písma	fonts
kanadský	canadian
henry	henry
slobody	liberties
slobody	freedom
slobody	liberty
slobody	freedoms
okolia	surroundings
okolia	neighborhood
okolia	ambient
západné	west
západné	western
samuel	samuel
listy	leaves
listy	letters
listy	sheets
lásky	love
číne	china
ministerstvo	ministry
využitie	usage
využitie	utilisation
využitie	utilization
hráčom	gamer
jednoducho	easily
jednoducho	simply
albumov	albums
neustále	constant
neustále	constantly
neustále	continually
jersey	jersey
banky	banks
banky	flasks
banky	bank
energia	energy
umelcov	artists
sedlo	saddle
futbalisti	footballers
náboženstvo	religion
lesy	woods
lesy	forests
variant	variant
rumunsko	romania
úrovne	levels
úrovne	level
automobily	cars
automobily	automobiles
automobily	automotive
kríž	cross
chicago	chicago
pápeža	pope
peniaze	money
dolný	lower
dolný	bottom
vydané	issued
miery	rates
rímsky	roman
zase	again
ženský	feminine
pozornosť	attention
asteroid	asteroid
dobrý	good
švédsky	swedish
oficiálny	official
otázky	issues
otázky	questions
otázky	queries
dráha	runway
britské	british
chris	chris
nesie	bears
nesie	carries
zaradené	included
celok	whole
predstaviteľ	representative
roger	roger
majetok	estate
majetok	property
majetok	assets
zbraní	arms
encyklopédia	encyclopedia
vyhrala	won
víťazov	winners
belgicko	belgium
červenej	red
sainte	sainte
poli	poli
vládol	reigned
vládol	ruled
paris	paris
použitia	uses
vedecké	scientific
basketbal	basketball
sav	sav
každoročne	yearly
každoročne	annually
rodičia	parents
ciele	objectives
ciele	goals
ciele	targets
povstanie	uprising
povstanie	insurrection
povstanie	insurgency
povstanie	rebellion
vzťahov	relationships
zuzana	zuzana
zuzana	susan
schopnosti	abilities
schopnosti	ability
schopnosti	capabilities
plzeň	plzeň
viliam	william
žijúci	living
zahraničí	abroad
ruské	russian
stretol	met
vec	thing
úpravy	modifications
úpravy	adaptations
úpravy	adjustments
úpravy	edits
sobota	saturday
rovnaké	equal
rovnaké	same
areál	campus
dance	dance
ain	ain
sezónu	season
návrhu	motion
premiéra	premiere
high	high
lewis	lewis
pochádzajú	originate
wilhelm	wilhelm
otto	otto
internet	internet
postavené	built
postavené	erected
gray	gray
matematika	mathematics
matematika	math
php	php
verziu	version
vojaci	soldiers
vojaci	troops
mladá	young
sociálne	socially
sociálne	social
priemysel	industry
zdeněk	zdeněk
hranica	frontier
hranica	threshold
hranica	boundary
hranica	border
pevnosť	strength
pevnosť	fortress
pevnosť	fort
haut	haut
heinrich	heinrich
odpor	resistance
palube	board
palube	deck
skutočne	indeed
skutočne	truly
obaja	both
podpísal	signed
dokázal	proved
pojmy	terms
pojmy	concepts
moskve	moscow
nech	let
šiestich	six
columbia	columbia
zoznamu	list
hans	hans
gréci	greeks
rozlišovacie	distinctive
rozlišovacie	distinguishing
pochovaný	buried
klavír	piano
použitý	used
zboru	choir
zboru	corps
naozaj	really
národa	nation
predstavitelia	leaders
predstavitelia	representatives
vyrába	manufactures
vyrába	produces
dostupné	available
zodpovedá	corresponds
viii	viii
ľudské	human
sama	alone
sama	sam
ružomberok	ružomberok
skúsenosti	experienced
skúsenosti	experiences
skúsenosti	experience
automobil	automobile
východne	east
tma	tma
tma	darkness
emil	emil
žiarenie	radiation
častíc	particles
častíc	particle
historický	historic
historický	historical
noc	night
ústí	ústí
anglicka	england
carl	carl
joe	joe
font	font
tatra	tatra
lodi	boat
todor	todor
trvalo	permanently
zlato	gold
karpaty	carpathians
náboženské	religious
váha	weighting
váha	weight
týždeň	week
port	port
kam	where
kam	kam
absolventi	alumni
absolventi	graduates
zmenil	changed
ton	tonnes
ton	tons
ton	ton
steve	steve
kláštora	monastery
skončilo	ended
sochár	sculptor
postavili	built
rozsahu	scale
rozsahu	range
sarthe	sarthe
staroveku	antiquity
krátke	short
krátke	brief
našli	found
gól	goal
steny	wall
steny	walls
fyziky	physics
okamžite	immediately
okamžite	instant
okamžite	immediate
okamžite	instantly
celkový	total
azur	azur
európa	europe
koní	horses
koní	horsepower
redaktorov	editors
každé	each
žiadny	none
sin	sin
sochy	sculpture
sochy	statues
sochy	sculptures
jaskyňa	cave
jaskyňa	caves
podnik	enterprise
oddelenie	separation
oddelenie	department
oddelenie	compartment
technika	technician
technika	technique
technika	technology
out	out
egypta	egypt
literatúru	literature
spoločné	joint
uefa	uefa
energiu	energy
biele	white
typické	typical
zvierat	animals
zvierat	animal
galaxie	galaxies
galaxie	galaxy
akcie	action
akcie	promotions
akcie	shares
akcie	actions
základy	basics
základy	essentials
základy	fundamentals
základy	bases
základy	foundations
erupcia	eruption
motorom	engine
nim	nim
bežne	routinely
bežne	commonly
bežne	normally
politický	political
zväčša	mostly
významná	significant
christian	christian
lokátor	locator
typov	types
regiónu	region
prechod	gradient
prechod	transition
prechod	migration
prípad	case
komisie	commission
prosím	please
priestory	premises
priestory	spaces
priestory	enclosures
priestory	space
veta	veta
veta	sentence
veta	theorem
veta	phrase
skutočnosť	fact
skutočnosť	reality
paliva	fuel
mládež	youth
mimoriadne	exceptional
mimoriadne	extraordinary
mimoriadne	extremely
nasadený	deployed
kyseliny	acids
kyseliny	acid
vydania	editions
vydania	releases
tabuľka	table
operácia	operation
operácia	surgery
ázii	asia
básne	poems
austrálii	australia
osobné	personal
linka	line
výbor	committee
opera	opera
použitím	using
štvrtý	fourth
konštrukcie	constructions
konštrukcie	structures
stretnutí	meetings
nádrž	tank
vnútra	interior
miestne	locally
miestne	local
madrid	madrid
režimu	regime
bývalé	former
arcibiskup	archbishop
schmidt	schmidt
dôvod	reason
lee	lee
chemické	chemical
dopravné	traffic
dopravné	transport
raketa	rocket
raketa	missile
značky	brands
značky	brand
značky	marks
značky	signs
značky	tags
allium	allium
sankt	sankt
viedlo	led
pokus	attempted
pokus	experiment
pokus	attempt
objektu	object
jakub	jacob
jakub	james
jakub	jakub
prehľad	overview
prehľad	synopsis
hall	hall
zvuk	sound
zvuk	audio
mig	migs
mig	mig
royal	royal
spolok	coven
spolok	society
spolok	guild
foto	photo
severné	north
severné	northern
hlasovania	votes
hlasovania	voting
parametra	parameter
živočíchy	animals
côtes	côtes
tok	tok
tok	flow
band	band
samostatné	discrete
samostatné	separate
stanicu	station
vozidlá	vehicles
vozidlá	vehicle
právnik	lawyer
modely	models
združenie	consortium
združenie	association
obchodné	commercial
obchodné	business
song	song
martine	martine
google	google
gard	gard
harry	harry
vyhlásené	promulgated
vyhlásené	proclaimed
softvér	software
filozofické	philosophical
spôsobuje	causing
spôsobuje	causes
tábor	camp
vyplýva	stems
vyhlásená	declared
vyhlásená	proclaimed
mexiko	mexico
hot	hot
zbierky	collectibles
zbierky	collections
oltár	altar
krídlo	flank
krídlo	wing
min	min
stone	stone
ponúka	offers
ponúka	offering
pamätník	memorial
pamätník	monument
technológie	technologies
technológie	technology
day	day
žili	lived
tradície	traditions
tradície	tradition
pleso	pleso
krista	krista
krista	christ
bridge	bridge
vytvorený	created
prospech	benet
strávil	spent
kyselina	acid
objem	volume
kanál	channel
náklady	cost
náklady	costs
katarína	catherine
katarína	katarina
paláca	palace
buniek	cells
sekúnd	seconds
kontrolu	checking
barcelona	barça
barcelona	barcelona
budapešť	budapest
deux	deux
grécke	greek
minerály	minerals
arthur	arthur
jeseň	autumn
jeseň	fall
údolí	valleys
reakcie	reactions
reakcie	responses
reakcie	reaction
knihu	book
vytvorené	created
umiestnený	located
pravidiel	rules
častice	particles
častice	particulates
častice	particle
dali	dali
dali	gave
mestský	urban
rozhodnutie	decision
scott	scott
corse	corse
západná	west
západná	western
osobne	personally
obranca	defender
základný	basic
back	back
olomouc	olomouc
zvíťazil	conquered
zvíťazil	won
zvíťazil	triumphed
bývalá	former
lès	lès
urobil	did
urobil	done
juhovýchodnej	southeast
robí	doing
robí	does
robí	makes
cyklus	cycle
inline	inline
prenos	transmission
prenos	transfer
zložky	ingredients
červené	reds
červené	red
divadelné	theatrical
silné	powerful
silné	strong
divízia	division
valign	valign
materiálov	materials
boris	boris
matky	moms
matky	mothers
dohody	deals
dohody	agreements
domáce	home
domáce	domestic
domáce	homemade
otvorené	open
franz	franz
umelecké	artistic
river	river
záznam	recording
záznam	record
róbert	robert
róbert	róbert
rodné	maiden
témy	themes
témy	topics
témy	subjects
prúd	stream
berlín	berlin
dej	plot
dej	dej
chodník	path
chodník	sidewalk
chodník	pavement
chodník	trail
bývalí	exes
bývalí	former
jacques	jacques
japonska	japan
glóbus	globe
pásma	bands
prúdu	mainstream
vancouver	vancouver
bob	bob
rozsiahle	extensive
písať	write
písať	typing
písať	writing
will	will
podpora	support
blues	blues
hraníc	borders
hraníc	border
našiel	found
populácie	population
populácie	populations
znakov	characters
scenár	screenplay
scenár	scenario
scenár	script
adresa	address
útoky	attacks
útoky	assaults
prostriedky	resources
prostriedky	means
can	can
nedostatok	deficiency
nedostatok	shortages
nedostatok	lack
nedostatok	shortage
drôme	drôme
stredné	medium
stredné	moderate
brazília	brazil
kozmické	cosmic
príklady	examples
medaily	medals
vedenia	leadership
vedenia	lead
ccd	ccd
konštrukcia	construction
konštrukcia	design
konštrukcia	structure
modul	module
modul	plugin
lokalita	site
lokalita	location
lokalita	locality
požiadavky	requests
požiadavky	requirements
požiadavky	demands
povedať	say
povedať	tell
road	road
voľný	free
ille	ille
vilaine	vilaine
interwiki	interwiki
rúk	hands
zmien	changes
ľudských	human
konala	acted
alžbeta	elizabeth
alžbeta	elisabeth
textov	texts
textov	lyrics
krvi	blood
praxi	practice
orgánov	organs
letectva	aeronautics
áno	yep
áno	yes
áno	yeah
katolíckej	catholic
ekonóm	economist
žiadosť	application
žiadosť	request
hlasovanie	vote
hlasovanie	voting
sestra	sister
sestra	nurse
berlíne	berlin
trest	penalty
trest	punishment
front	front
front	queue
hradec	hradec
allier	allier
kultúrna	cultural
podporuje	supports
podporuje	promotes
andré	andré
robiť	doing
gróf	count
vodný	water
vodný	aquatic
trvá	runs
trvá	insists
trvá	lasts
predstavujú	represent
predstavujú	pose
predstavujú	posing
manžel	husband
walter	walter
end	end
plne	fully
letov	flights
írska	irish
írska	ireland
vodná	water
vodná	aquatic
vodná	hydro
alfa	alpha
alfa	alfa
atlét	athlete
atlét	jock
gemini	gemini
myšlienky	ideas
myšlienky	thoughts
doc	doc
rue	rue
použitá	used
matej	matej
matej	matthias
zaznamenal	noted
hérault	hérault
voľne	wild
voľne	freely
loh	loh
národy	nations
národy	peoples
olej	oil
ríši	empire
loiret	loiret
vozidla	vehicle
vie	knows
vie	vie
floyd	floyd
vojvoda	duke
texas	texas
všetkým	everyone
historicky	historically
historicky	historical
beh	running
vozidlo	vehicle
ardèche	ardèche
generácia	generation
tretie	third
marcel	marcel
zmysel	meaning
zmysel	sense
východné	east
východné	eastern
ukrajina	ukraine
prítomnosť	present
prítomnosť	presence
landes	landes
východná	east
východná	eastern
pán	mister
prehry	losing
prehry	losses
green	green
misia	mission
námestia	squares
net	net
aké	what
fifa	fifa
kapacita	capacity
asistent	assistant
nemecky	german
jaskyne	caves
jaskyne	cave
indie	indie
indie	india
kostoly	churches
okruh	circuit
umiestnená	located
umiestnená	positioned
umiestnená	placed
egypte	egypt
správanie	behaviour
správanie	behavior
ústave	constitution
antonín	antonín
volejbal	volleyball
stadion	stadion
bojové	martial
bojové	combat
odmietol	declined
odmietol	refused
vnútorné	internal
vnútorné	indoor
vnútorné	inner
funkcií	functions
následok	consequence
pobrežia	coasts
súboru	file
mosty	bridges
zriedkavo	rarely
zóny	zones
delenie	division
delenie	partitioning
delenie	subdivision
delenie	divide
delenie	splitting
young	young
jednoduché	simple
jednoduché	easy
chorvátsku	croatia
trasa	path
trasa	route
trasa	itinerary
obsahom	contents
kalibru	caliber
kalibru	calibre
železničnej	rail
únia	union
podujatie	event
stanley	stanley
death	death
štatistika	statistics
štatistika	statistic
fyziku	physics
reprezentuje	represents
formálne	formally
formálne	formal
nádrže	reservoirs
nádrže	tanks
občanov	citizens
billboard	billboard
afrika	africa
plynu	gas
pomenované	named
hodnosť	rank
podnikateľ	businessman
podnikateľ	entrepreneur
nutné	necessary
spracovanie	processing
spracovanie	treatment
používanie	usage
používanie	using
používanie	use
atlas	atlas
giovanni	giovanni
schopné	able
schopné	capable
menovaný	appointed
menovaný	nominated
stratovulkán	stratovolcano
rgb	rgb
adolf	adolf
neskoršie	later
stranách	sides
izrael	israel
prítoky	tributaries
samostatný	separate
vyjadruje	expresses
spisovateľov	writers
belgická	belgian
spravuje	manages
spravuje	administers
brána	gate
brána	gateway
korlević	korlević
dukla	dukla
zabezpečuje	ensures
zabezpečuje	provides
zvyšky	residue
zvyšky	leftovers
zvyšky	residues
asp	asp
ročne	yearly
ročne	annually
ročne	annual
vzhľad	appearance
vzduch	air
cestujúcich	passengers
cestujúcich	travellers
cestujúcich	passenger
brian	brian
pomaly	slowly
pravidlo	rule
vrátiť	revert
vrátiť	return
vrstva	layer
super	awesome
super	super
super	great
super	cool
wikimedia	wikimedia
dnešné	today
objav	discovery
traja	three
silne	strongly
silne	heavily
jadra	kernel
jadra	nucleus
jadra	core
scény	scenes
občas	sometimes
občas	occasionally
kosti	bones
kosti	bone
bulharsko	bulgaria
dať	give
dáva	giving
dáva	gives
mary	mary
prepis	transcription
prepis	transcript
prepis	transliteration
vážne	serious
vážne	seriously
vážne	really
zlúčeniny	compounds
komunikácie	communications
komunikácie	communication
určite	certainly
určite	definitely
určite	surely
určite	sure
massachusetts	massachusetts
vtáky	birds
microsoft	microsoft
rozdelené	divided
rozdelené	distributed
nástrojov	instruments
nástrojov	tools
knižnice	libraries
knižnice	bookcase
knižnice	library
týždňov	weeks
teplice	teplice
vodných	aquatic
umelec	artist
básnici	poets
ariège	ariège
denis	dennis
denis	denis
reakcia	reaction
reakcia	response
rozsah	scope
rozsah	range
poznámka	note
celku	whole
prix	prix
pobrežie	shore
pobrežie	coastline
pobrežie	coastal
pobrežie	coast
modrá	blue
sapiens	sapiens
príslušnosť	affiliation
príslušnosť	jurisdiction
chorvátsko	croatia
bratia	brothers
bratia	bros
situácie	situations
látka	substance
kvality	quality
sergej	sergei
sergej	sergey
hlavu	head
mesiaci	moon
patrilo	belonged
portrét	portrait
portrét	sketch
slováci	slovaks
verejné	public
viesť	lead
začne	begins
začne	starts
ženské	female
zákony	laws
jav	phenomena
jav	phenomenon
pozostatky	remains
pozostatky	remnants
iná	different
iná	other
obvody	circuits
obvody	districts
bay	bay
antonio	antonio
navštevoval	attended
jones	jones
zvýšenie	increase
zvýšenie	increased
nikolaj	nikolai
nikolaj	nicolai
orgány	authorities
orgány	organs
orgány	bodies
riadenie	management
riadenie	governance
sèvres	sèvres
astronaut	astronaut
formát	format
pripomína	recalls
dala	gave
siedmich	seven
vytvorená	created
moderné	modern
tower	tower
kritériá	criteria
symboly	symbols
diaľnice	highways
diaľnice	motorway
diaľnice	motorways
diaľnice	highway
národnosť	nationality
národnosť	ethnicity
vedci	scientists
považovať	considered
kráľovské	royal
švédska	swedish
švédska	sweden
južný	southern
južný	south
andrew	andrew
hlava	head
hlava	headache
hlava	heads
hlava	title
carlos	carlos
gabriel	gabriel
súčasné	current
súčasné	concurrent
súčasné	simultaneous
súčasné	contemporary
rusi	russians
prístav	harbor
prístav	port
prístav	harbour
volieb	election
volieb	elections
letné	summer
svätých	saints
dvor	courtyard
dvor	yard
dvor	court
dvor	backyard
ponožky	sock
ponožky	socks
mladší	younger
rio	rio
technickej	technical
citroën	citroën
komisia	commission
venovať	dedicate
venovať	devote
medaila	medal
medaila	medals
aveyron	aveyron
india	india
mužský	male
mužský	masculine
michel	michel
alsasko	alsace
diskusie	discussions
diskusie	discussion
diskusie	debates
vladimir	vladimir
prichádza	comes
prichádza	coming
koná	acting
koná	acts
tabuľa	tablet
tabuľa	blackboard
tabuľa	pane
historická	historic
historická	historical
spočíva	rests
silu	strength
fázy	phase
fázy	phases
fázy	stages
opery	opera
ochranné	protective
rozmery	sizes
rozmery	dimensions
rozmery	dimension
nièvre	nièvre
oscara	oscar
dokument	document
dokument	documentary
jackson	jackson
okresov	districts
sun	sun
saturn	saturn
zostava	assembly
zostava	lineup
tepla	heat
služba	service
štvrť	neighborhood
štvrť	neighbourhood
prípravy	preparations
plus	plus
obehu	circulation
obehu	circulate
