din	no
inclus	iekļāva
inclus	iekļauta
inclus	iekļauti
inclus	iekļautas
inclus	iekļauts
satu	satu
volum	apjoms
volum	tilpums
muntenegru	melnkalne
max	max
max	maks
max	makss
meciuri	atbilst
baia	tualete
baia	vannasistaba
arthur	arturs
arthur	artūrs
corp	ķermeņa
corp	ķermenis
servicii	dienesti
servicii	pakalpojumi
servicii	serviss
servicii	apkalpošana
servicii	pakalpojumu
servicii	dienests
servicii	pakalpojums
colecția	savākšanas
colecția	kolekcijas
colecția	vākšana
colecția	savākšana
colecția	kolekcija
importanță	svarīgums
importanță	nozīmīgums
lupte	cīnās
lupte	cīņas
victorie	win
victorie	laimē
victorie	uzvarēt
victorie	uzvara
victorie	uzvaras
scriitorilor	rakstnieki
prof	prof
walter	valters
veneția	venēcijas
desfășurat	izvietots
creștere	pieaugums
creștere	palielināt
creștere	palielināšana
creștere	palielinājums
creștere	pieaugums
creștere	augšana
creștere	izaugsme
oradea	oradea
dacia	dacia
house	māja
house	mājā
caracter	rakstzīme
caracter	raksturu
caracter	raksturs
valign	valign
numără	skaitīt
numără	saskaitīt
numără	skaits
teritoriu	teritorija
speciale	īpaša
speciale	īpašais
speciale	īpašs
speciale	īpašā
speciale	īpaši
south	dienvidu
south	dienvidos
south	dienvidi
înlocuit	nomainīts
înlocuit	aizstāts
gehrels	gērelss
săptămâni	nedēļas
săptămâni	nedēļām
săptămâni	nedēļās
alias	segvārdu
marin	marine
marin	jūras
albume	albumus
holmes	holmes
producția	ražošana
producția	produkcija
css	css
oscar	oskars
conflict	konflikts
conflict	konflikti
organizarea	organizācija
capul	vadītājs
capul	galvu
capul	galvas
capul	galva
ivan	ivans
nimeni	neviens
arheologic	arheoloģijas
apărare	aizstāvība
apărare	aizsardzība
apărare	aizsardzības
apărare	aizstāvība
apărare	aizsardzība
alexander	aleksandrs
sensul	nozīme
sensul	jēga
următor	next
următor	nākamais
următor	nākamā
următor	nākamo
următor	nākošais
jocuri	spēles
revoluția	revolūcija
smith	smith
smith	smits
rivne	rivne
categorii	kategoriju
categorii	kategorija
categorii	kategorijā
categorii	kategorijās
categorii	kategorijām
categorii	kategorijas
noapte	nakts
noapte	naktī
noapte	nakti
acces	piekļūt
acces	pieeja
acces	piekļuve
matematică	matemātikā
matematică	matemātika
matematică	matemātika
matematică	matemātikas
matematică	matemātika
specifice	specifiskas
specifice	īpašie
primește	saņemt
primește	saņem
primește	saņem
centrale	centrālā
centrale	centrālais
centrale	centrālās
lee	lī
povestiri	stāsti
scor	score
red	sarkani
red	sarkano
red	sarkana
red	sarkanais
red	sarkans
red	sarkanā
comunități	kopienas
portugalia	portugālē
portugalia	portugāle
wiki	wiki
vlad	vlad
guvern	valdība
guvern	valdības
occidental	rietumu
occidental	western
anglo	anglo
propus	ierosināts
propus	ierosinātā
propus	ierosināta
propus	piedāvātais
propus	ierosinātie
barcelona	barselonas
barcelona	barselona
posibilitatea	iespēja
adevărat	patiesība
adevărat	taisnība
adevărat	patiess
adevărat	patiesa
austro	austroungārijā
midi	midi
realizarea	realizācija
realizarea	realizētu
copiii	bērni
copiii	bērnus
copiii	bērniem
copiii	bērni
google	google
studiul	pētījums
studiul	izpēte
studiul	pētījuma
cuvânt	vārdu
făcută	izgatavots
făcută	made
armate	armijas
dinamo	dinamo
construcții	celtniecība
construcții	būve
construcții	uzbūve
construcții	būvniecība
construcții	konstrukcija
refuzat	liegts
refuzat	noraidīts
refuzat	liegta
refuzat	atteikts
refuzat	atteikta
refuzat	samazinājās
refuzat	samazinājies
refuzat	noraidīts
refuzat	atteikta
refuzat	atteikts
refuzat	atteicās
oferit	piedāvātie
oferit	piedāvātas
oferit	piedāvātais
oferit	piedāvāts
regină	dāma
regină	karaliene
regină	queen
regină	karalienes
independent	neatkarīgais
independent	neatkarīgi
independent	neatkarīga
independent	neatkarīgs
independent	neatkarīgas
independent	neatkarīgi
independent	patstāvīgi
terminat	pabeigti
terminat	pabeigts
terminat	pabeigta
terminat	gatavo
sprijinul	atbalstīt
sprijinul	atbalstu
sprijinul	atbalsts
sprijinul	atbalsta
ali	ali
modernă	mūsdienu
modernă	modernā
modernă	moderni
modernă	moderns
modernă	moderna
calificat	kvalificēts
calificat	kvalificētu
calificat	kvalificēta
calificat	kvalificēti
sydney	sidnejas
pictura	gleznu
pictura	krāsošana
pictura	zīmēšana
pictura	glezna
puternică	stiprs
puternică	spēcīgs
puternică	stipra
puternică	spēcīgi
puternică	stipri
puternică	spēcīga
volînia	volīnijas
foto	photo
foto	foto
foto	fotogrāfijā
ridicată	izvirzīja
jan	jan
jan	jans
xii	xii
scorul	score
bazat	balstīts
relații	attiecības
relații	attiecības
fifa	fifa
north	ziemeļi
north	ziemeļos
north	ziemeļu
ordine	pasūtījums
ordine	kārtība
ordine	pasūtīt
ordine	rīkojums
ordine	secība
ordine	rīkojumi
ordine	pasūtījumu
ordine	pavēle
ordine	pasūtījumi
ordine	pasūtījumus
democrat	demokrātiskas
democrat	demokrātisko
democrat	demokrātiskā
democrat	demokrātiska
democrat	demokrātu
democrat	demokrātu
democrat	demokrātiem
democrat	demokrāti
html	html
italiană	itāļu
italiană	itāliešu
italiană	itālijas
ternopil	ternopiļas
elisabeta	elizabete
elisabeta	elizabetes
elisabeta	elizabete
elisabeta	elisabeth
popa	popa
trăit	dzīvoja
trăit	dzīvojis
seine	vads
seine	vadi
pro	pro
pro	plusi
milano	milānas
milano	milāna
milano	milano
parțial	daļēji
parțial	daļēja
parțial	daļēji
parțial	daļējs
parțial	daļējas
parțial	daļēji
forța	piespiest
forța	spēkā
forța	spēka
forța	spēks
modern	mūsdienu
modern	modernā
modern	moderni
modern	moderns
modern	moderna
largă	plašs
largă	plaša
critic	kritiķis
critic	kritiskie
critic	kritiski
critic	kritisko
critic	kritiska
critic	kritisks
programul	programmā
programul	programma
programul	programmu
programul	programmā
programul	programma
programul	programmu
programul	grafiks
formatul	formāts
asociația	apvienība
asociația	biedrība
asociația	asociācija
spectatori	skatītājiem
spectatori	skatītāji
spectatori	skatītājiem
spectatori	skatītājus
spectatori	skatītāji
personaje	rakstzīmes
personaje	zīmes
trupa	josla
trupa	joslas
înaltă	augstā
înaltă	augstu
înaltă	augsts
înaltă	augsta
înaltă	garš
formarea	veidošanos
formarea	dibināšana
formarea	veidošanās
formarea	dibināšanas
formarea	veidošana
disc	diska
disc	disks
disc	disku
disc	diska
disc	disks
iulia	džūlija
participă	piedalās
participă	piedalās
participă	piedalīties
activități	darbības
activități	aktivitātes
suferit	cietuši
suferit	cietusi
suferit	cieta
suferit	cietis
prinț	princis
champagne	šampanieti
eric	eric
eric	ēriks
influența	ietekme
air	gaiss
dunării	donava
dunării	donavas
comerciale	komerciāls
comerciale	komerciālais
comerciale	komerciālie
comerciale	komerciālā
comerciale	komerciāli
autonomă	autonoms
autonomă	autonomā
autonomă	autonomais
autonomă	autonoma
autonomă	autonomi
învins	pieveica
marius	marius
premiu	balva
premiu	balvu
premiu	apbalvošana
premiu	balva
premiu	piešķiršana
premiu	piešķiršanas
mark	atzīmēt
mark	zīme
mark	marks
educație	izglītība
coa	coa
recunoscut	atzina
recunoscut	atzīta
recunoscut	atzīts
recunoscut	atzītā
recunoscut	atzītas
recunoscut	atzīta
recunoscut	atzīti
recunoscut	atzīts
recunoscut	atzītas
recunoscut	atzīta
recunoscut	atzīti
recunoscut	atzīts
așezare	norēķini
așezare	norēķinu
legătura	saikne
legătura	saite
dimensiuni	dimensijas
dimensiuni	izmēri
dimensiuni	gabarīti
dimensiuni	izmēri
activ	aktīvais
activ	aktīvs
activ	aktīvi
activ	aktīva
activ	aktīvā
hans	hans
hans	hanss
grad	pakāpes
grad	pakāpe
grad	grad
grad	grādu
grad	grāds
interviu	intervijas
interviu	intervijā
interviu	interviju
interviu	intervija
simon	simons
tratat	ārstēti
tratat	apstrādāta
tratat	apstrādāts
tratat	apstrādāti
tratat	līgums
maximă	maksimālais
maximă	maksimums
maximă	maksimālā
maximă	maksimāli
sisteme	sistēmas
arbitru	ref
intre	starp
jocul	spēle
încredere	uzticību
încredere	pārliecība
încredere	uzticība
încredere	uzticēšanās
încredere	uzticēties
încredere	uzticēšanās
încredere	uzticība
încredere	uzticību
încredere	ticu
carl	kārlis
cântec	dziesma
ajutor	palīgā
ajutor	palīdzība
ajutor	palīdzēt
ajutor	help
titular	turētājs
titular	īpašnieks
foc	ugunsgrēks
foc	uguns
foc	uguni
lege	tieslietas
lege	likums
curent	pašreizējais
curent	pašreizējo
curent	pašreizējie
curent	strāva
curent	pašreizējā
funcții	funkcijas
exterior	ārējais
exterior	ārējā
exterior	ārējais
exterior	ārējs
exterior	ārējā
exterior	ārējais
exterior	ārējā
exterior	ārpuses
exterior	ārējie
catedrala	katedrāle
starea	statuss
maghiar	ungāru
maghiar	ungārijas
frank	frenks
închisoare	cietumā
închisoare	cietuma
închisoare	cietums
scriitori	rakstnieki
ținut	turēta
ținut	turēti
școli	skolas
școli	skolām
grand	grand
ilie	elija
britanică	britu
britanică	briti
britanică	british
britanică	lielbritānijas
hitler	hitlers
hitler	hitlera
secțiunea	iedaļa
secțiunea	sadaļa
secțiunea	sekcija
șterge	izdzēst
șterge	dzēst
premiera	pirmatskaņojums
construite	celta
construite	būvēts
construite	uzbūvēts
construite	veidots
construite	būvēti
construite	būvēta
personale	personiska
personale	personīgie
personale	personīgais
personale	personīgā
personale	personīga
istoricul	vēsture
istoricul	vēstures
istoricul	vēsturi
istoricul	vēsturē
personaj	rakstzīme
personaj	raksturu
personaj	raksturs
făcând	dari
făcând	darām
făcând	dara
cezar	cēzara
cere	ask
cere	prasīt
cere	jautāt
cere	lūgt
cere	jautā
relațiile	attiecības
relațiile	attiecības
avioane	lidmašīnas
avioane	lidaparāti
avioane	lidmašīnas
avioane	lidmašīnas
avioane	plaknes
colegiul	koledža
colegiul	kolēģija
colegiul	koledžā
colegiul	kolēģijas
colegiul	koledžas
securitate	drošība
securitate	drošības
catalina	catalina
originea	izcelsmi
originea	izcelsme
muntele	kalns
muntele	kalnu
muntele	kalna
inginer	inženieris
gura	muti
gura	mutē
gura	mutes
gura	mute
datele	datumi
datele	dati
problemă	problēmu
problemă	problēma
problemă	problēmas
problemă	emitēt
problemă	izdot
finlanda	somija
finlanda	somijā
natură	daba
natură	raksturs
natură	dabu
sovietic	padomju
anual	gada
anual	ikgadēja
anual	ikgadēji
anual	ikgadējais
anual	gada
marginea	malas
marginea	malu
marginea	mala
luxemburg	luksemburgu
luxemburg	luksemburgā
luxemburg	luksemburga
cercetări	pētījumi
cercetări	pētniecības
cercetări	pētniecība
cercetări	izpēte
teritoriile	teritorijas
titluri	virsraksti
titluri	virsrakstos
titluri	virsraksti
galeria	galerija
galeria	galerijā
galeria	galerijas
dovedit	pierādīts
dovedit	pierādīts
dovedit	pierādīta
existente	esošie
existente	esošo
existente	esošā
existente	esošās
piesă	gabaliņš
piesă	gabals
piesă	gab
căsătorie	laulība
căsătorie	laulībā
căsătorie	laulību
căsătorie	laulības
linii	līnijas
linii	rindas
filozofie	filozofijas
filozofie	filozofija
east	austrumos
east	austrumu
east	austrumi
cauză	cēlonis
cauză	izraisīt
litere	vēstulēs
litere	vēstules
litere	burti
locală	vietējie
locală	vietējā
locală	vietējais
locală	lokāla
locală	lokālā
lipsă	pietrūkst
lipsă	trūkst
lipsă	pazudusi
lipsă	pazudis
practic	praktiska
practic	praktisks
practic	praktiski
practic	pamatā
practic	būtībā
practic	praktiski
cam	cam
protejată	aizsargāta
protejată	aizsargāti
protejată	aizsargāts
protejată	aizsargātas
noaptea	nakts
noaptea	naktī
noaptea	nakti
arabă	arābu
arabă	arābu
părinții	vecāki
părinții	vecākiem
arhitectură	arhitektūra
regiunile	reģioni
egipt	ēģipte
scenă	skatuves
scenă	skatuve
feminin	sieviete
feminin	sievietes
feminin	sieviešu
considerate	uzskatīja
considerate	uzskatīts
considerate	apsvērta
considerate	uzskatīta
scădere	samazinājums
scădere	samazināt
forță	piespiest
forță	spēkā
forță	spēka
forță	spēks
soție	sievas
soție	sieva
drepturi	tiesības
cimitirul	kapi
cimitirul	kapsētu
spaniolă	spāņu
spaniolă	spānijas
practică	praktiska
practică	praktisks
practică	praktiski
practică	prakse
practică	praksi
discuţie	pārrunas
discuţie	apspriešana
discuţie	diskusijas
discuţie	diskusija
sute	simtu
sute	simtiem
sute	simti
magazine	glabātavas
magazine	veikalos
magazine	noliktavas
magazine	veikali
magazine	veikalos
magazine	veikali
clădiri	ēkas
clădiri	celtnes
cotă	kvotas
cotă	kvota
unitatea	vienotība
unitatea	vienība
leon	leons
lumină	gaismu
lumină	gaišs
lumină	gaismas
lumină	gaisma
lumină	gaiši
regală	royal
regală	karaļa
act	akts
act	act
act	rīkoties
lake	ezera
lake	ezers
editor	izdevējs
editor	redaktors
exemple	piemērus
exemple	piemēri
rowspan	rowspan
alegeri	izvēles
alegeri	vēlēšanās
alegeri	vēlēšanas
alegeri	ievēlēšana
alegeri	vēlēšanās
alegeri	vēlēšanas
serviciul	serviss
serviciul	apkalpošana
serviciul	pakalpojumu
serviciul	dienests
serviciul	pakalpojums
crăciun	ziemassvētkos
crăciun	ziemassvētku
crăciun	ziemassvētkus
crăciun	ziemassvētki
personală	personiska
personală	personīgie
personală	personīgais
personală	personīgā
personală	personīga
larg	plašs
larg	plaša
poezii	dzejoļi
poezii	dzeja
poezii	dzejas
viitorul	nākotnes
viitorul	nākotne
viitorul	nākotnē
viitorul	nākotni
necesar	nepieciešami
necesar	nepieciešama
necesar	prasīts
necesar	pieprasīts
necesar	nepieciešams
necesar	nepieciešami
necesar	nepieciešama
necesar	nepieciešams
stalin	staļins
ofițer	amatpersona
ofițer	virsnieks
ofițer	virsnieka
ben	bens
ben	ben
iarnă	ziemā
iarnă	ziema
iarnă	ziemai
link	saikne
link	saite
ruși	krievi
roger	sapratu
roger	rodžers
administrator	administrators
administrator	administratora
administrator	administrators
administrator	administratora
civile	civilā
civile	civiliem
civile	civilās
catolic	katoļu
bizantin	bizantijas
piață	tirgus
piață	tirgū
problemele	problēmas
natura	daba
natura	raksturs
natura	dabu
columbia	kolumbija
columbia	kolumbijas
columbia	kolumbija
columbia	kolumbijas
polonez	poļu
polonez	polijas
episcopul	bīskaps
cucerit	iekaroja
ministerului	ministrijas
ministerului	ministrija
cartierul	apkārtne
presă	spied
presă	nospiest
presă	preses
presă	nospied
presă	prese
presă	media
presă	mediji
presă	mediju
petrecut	iztērēti
petrecut	iztērēts
petrecut	izlietota
petrecut	izlietoti
petrecut	pavadīts
imperiu	impērija
secret	secret
secret	slepeni
secret	slepens
secret	noslēpums
fondată	dibināta
fondată	dibināts
ruse	ruse
oficiale	amatpersona
oficiale	ierēdnis
adam	adam
curând	drīzumā
curând	drīz
stația	stacija
stația	stacijā
stația	stacijas
închis	slēgta
închis	slēgti
închis	slēgts
închis	slēgtas
element	postenis
element	elementa
element	elements
element	elementam
element	elementā
roșii	tomātu
roșii	tomāti
roșii	tomāti
munca	darbs
funcționează	būvdarbi
funcționează	darbi
persoana	cilvēks
persoana	persona
str	str
localizare	vieta
localizare	novietojums
localizare	lokalizācija
contact	saskarē
contact	sazināties
contact	kontakti
contact	kontakts
ordin	pasūtījums
ordin	kārtība
ordin	pasūtīt
ordin	rīkojums
ordin	secība
capacitate	jauda
capacitate	ietilpība
capacitate	spēja
capacitate	kapacitāte
capacitate	spēja
capacitate	spēju
arme	ieročus
arme	ieroči
arme	ieročiem
arme	šautenes
stele	zvaigznes
napoleon	napoleons
instituții	institūcijas
instituții	iestādes
cântece	dziesmas
adoptat	pieņemts
adoptat	pieņemta
adoptat	pieņemtais
federația	federācija
federația	federācijas
windows	windows
windows	logus
windows	logi
comercial	komerciāls
comercial	komerciālais
comercial	komerciālie
comercial	komerciālā
comercial	komerciāli
crește	pieaugums
crește	palielināt
crește	palielināšana
crește	palielinājums
crește	augt
rss	rss
calitatea	kvalitāte
calitatea	kvalitātes
antonio	antonio
jucători	spēlētāji
jucători	atskaņotāji
trecerea	tuvo
varianta	varianta
varianta	variants
varianta	variantu
nova	nova
statuia	statuja
profesorul	profesore
profesorul	profesors
tipul	tips
tipul	veids
liberal	liberāļu
pădurea	meža
pădurea	meži
pădurea	mežs
contract	līgums
contract	līguma
croația	horvātija
repede	ātri
repede	ātra
repede	ātrā
repede	ātrs
repede	ātri
repede	ātra
repede	ātrs
repede	strauji
repede	fast
repede	ātri
mary	marija
mary	mērija
condamnat	nosodīta
condamnat	nosodīja
condamnat	notiesāti
condamnat	notiesāts
condamnat	lemts
podul	tilts
podul	tilta
rău	slikts
rău	slikta
rău	slikti
limbile	valodas
descris	aprakstīts
descris	aprakstītas
descris	aprakstīta
descris	raksturotas
descris	aprakstītais
lungimea	garums
mediul	vide
mîkolaiiv	nikolajeva
tronul	troni
ansamblul	ansamblis
electric	elektriskas
electric	elektriskie
electric	elektrisko
electric	elektriskās
electric	elektriskais
electric	elektriskās
electric	elektriskie
electric	elektriskā
electric	elektrisko
rezultatul	rezultāts
recent	nesen
recent	nesenā
recent	nesen
înapoi	muguru
înapoi	atpakaļ
înapoi	mugura
societate	sabiedrība
protecție	aizsardzība
scoția	skotijas
scoția	skotija
concert	koncerts
concert	koncertā
carieră	karjeru
carieră	karjera
carieră	karjeras
carieră	karjera
carieră	karjers
arena	arena
arena	arēnā
arena	arēna
motor	dzinējs
motor	motors
motor	motora
motor	mehānisko
grupa	grupu
grupa	grupa
grupa	grupas
redactor	redaktors
proiecte	projekti
canalul	kanāls
pirinei	pireneju
obiect	objekts
obiect	iebilst
ioana	džoanna
royal	royal
royal	karaļa
tineri	jauni
nordică	ziemeļvalstu
nordică	ziemeļu
harry	harijs
companii	uzņēmējsabiedrības
companii	kompānijas
companii	uzņēmumi
cartier	apkārtne
cartier	kartjē
cartier	kaimiņvalstis
cartier	kaimiņattiecību
cartier	kaimiņi
specialitate	speciālie
aspect	izskats
aspect	aspekts
clădire	ēkas
clădire	ēka
creată	radīta
creată	radīts
creată	izveidots
creată	radīti
creată	izveidota
dealul	kalnā
determinat	noteiktais
guvernator	regulators
guvernator	gubernators
episod	epizode
episod	epizodi
centre	centri
centre	centrus
henri	henri
acțiunile	darbības
crede	noticēt
crede	tici
crede	ticu
josé	hosē
josé	josé
noastră	mūsu
acceptat	pieņemts
acceptat	pieņemta
acceptat	pieņemti
debut	pirmizrādi
episodul	epizode
episodul	epizodi
religioasă	reliģisko
religioasă	reliģiskās
praga	prāgas
praga	prāga
praga	prāgā
critică	kritika
critică	kritiku
critică	kritiskie
critică	kritiski
critică	kritisko
critică	kritiska
critică	kritisks
ține	turēt
ține	paturēt
necesară	nepieciešami
necesară	nepieciešama
necesară	prasīts
necesară	pieprasīts
necesară	nepieciešams
necesară	nepieciešami
necesară	nepieciešama
necesară	nepieciešams
baden	bādene
cambridge	kembridžas
artiști	mākslinieku
artiști	māksliniekiem
artiști	izpildītāji
artiști	mākslinieki
regional	reģionālie
regional	reģionāla
regional	reģionāli
regional	reģionālā
regional	reģionālās
regional	reģionālais
americani	amerikāņi
georg	georgs
regimentul	pulka
paginile	lapas
paginile	lappuses
înscris	guva
înscris	uzņemti
utc	utc
net	neto
net	net
francisc	francis
câmp	lauks
câmp	lauka
câmp	laukā
sigur	drošs
sigur	pārliecināts
faza	fāze
faza	posms
faza	etaps
alfred	alfrēds
laureat	laureāts
atacat	uzbruka
memoria	atmiņa
memoria	atmiņas
mâna	roku
mâna	roka
will	būs
rezultatele	rezultāti
rezultatele	rezultātus
geografice	ģeogrāfiskais
geografice	ģeogrāfiskās
geografice	ģeogrāfiskā
geografice	ģeogrāfisko
geografice	ģeogrāfiskais
geografice	ģeogrāfiskā
domenii	sfēras
domenii	jomās
domenii	lauki
domenii	laukiem
domenii	laukus
domenii	jomas
domenii	apgabali
domenii	teritorijas
domenii	platības
fondator	dibināšanas
fondator	dibinātāja
fondator	dibinātājs
pădure	mežā
pădure	meži
pădure	meža
pădure	meži
pădure	mežs
apele	ūdeņi
fosta	bijusī
fosta	bijušie
fosta	bijušais
eduard	edvard
eduard	edvards
eduard	eduards
asemănătoare	līdzīgs
asemănătoare	līdzīgi
asemănătoare	līdzīgas
asemănătoare	līdzīga
pur	tīra
pur	tīri
pur	tīrs
pur	pure
document	dokuments
document	dokumentu
evreilor	ebreji
evreilor	ebrejiem
concurs	konkurence
concurs	konkurss
sol	augsne
sol	augsnes
sol	sol
sol	zeme
sol	malti
sol	zemes
proprii	paša
proprii	pašu
viteza	ātrums
viteza	ātrumu
viteza	apgriezieni
statut	statuss
nave	kuģi
nave	kuģiem
nave	kuģus
nave	kuģi
nave	trauki
cat	kaķi
cat	kaķis
legat	piesaistīta
legat	piesaistīti
legat	piesaistīts
mijloc	vidū
mijloc	tuvie
mijloc	vidējie
durata	ilgums
conduce	vada
lucruri	lietas
lucruri	mantas
austriac	austrijas
locuit	apdzīvo
japonez	japānas
japonez	japāņu
înconjurătoare	apkārtējo
mașini	automašīnas
mașini	cars
mașini	automobiļi
mașini	automašīnām
mașini	mašīnas
liste	sarakstus
liste	saraksti
liste	sarakstiem
constantinopol	konstantinopoles
campion	čempions
puține	maz
masa	galds
masa	galdiņš
masa	tabula
masa	galda
masa	masas
masa	masa
masa	maltītes
masa	ēdiens
masa	ēdienreizes
masa	milti
masa	maltīte
vândut	pārdoti
vândut	pārdod
vândut	pārdots
ducele	hercogs
youtube	youtube
campionilor	čempioni
dumneavoastră	tavas
dumneavoastră	tavu
dumneavoastră	tavs
dumneavoastră	jūsu
dumneavoastră	tava
dedicat	veltīta
dedicat	veltīts
vede	redz
incluse	iekļāva
incluse	iekļauta
incluse	iekļauti
incluse	iekļautas
incluse	iekļauts
relația	attiecības
relația	saistība
varșovia	varšavas
varșovia	varšavā
minim	minimālā
minim	minimālais
minim	minimums
minim	minimāls
minim	minimāla
minim	minimāli
frații	brāļi
frații	brāļi
intrare	ieeja
intrare	ievade
intrare	ievades
intrare	ieejas
intrare	ieraksts
străine	ārvalstu
străine	ārzemju
frumos	skaists
frumos	skaistas
frumos	skaista
frumos	skaisti
frumos	skaistā
frumos	patīkami
frumos	smuka
frumos	jauki
frumos	jauka
frumos	nice
întotdeauna	vienmēr
giovanni	giovanni
atestare	apliecinājums
pământul	zemi
pământul	zeme
pământul	zemes
episoade	epizodes
stea	star
stea	zvaigzne
remarcat	pamanīju
remarcat	atzīmēja
mereu	vienmēr
limita	ierobežot
limita	robeža
limita	limits
limita	ierobežojums
implicat	iesaistīts
implicat	iesaistīta
implicat	iesaistītas
implicat	iesaistīts
implicat	iesaistīta
districte	apgabali
districte	rajoni
thailanda	taizeme
françois	françois
lot	sērija
lot	partija
lot	partija
papă	pāvests
ordinea	pasūtījums
ordinea	kārtība
ordinea	pasūtīt
ordinea	rīkojums
ordinea	secība
jet	jet
jet	lidmašīna
denumire	vārds
denumire	nosaukums
poloneză	poļu
poloneză	polijas
jackson	jackson
născută	dzimuši
născută	dzimis
născută	dzimusi
williams	williams
cer	debesis
cer	sky
utilizate	izmanto
utilizate	lietots
utilizate	izmantotais
utilizate	izmantots
utilizate	lietoti
utilizate	lietota
regal	regal
regal	royal
regal	karaļa
tradus	tulkots
străinătate	aizjūras
străinătate	ārvalstīs
străinătate	ārzemēm
străinătate	ārvalstīm
străinătate	ārzemēs
străinătate	ārvalstu
străinătate	ārzemju
sicilia	sicīlijas
algeria	alžīrija
românii	rumāņu
românii	rumāņiem
utc+	utc+
comisia	komisijas
comisia	komisija
adevăr	patiesība
adevăr	patiesību
adevăr	patiesības
jacques	žaks
jacques	jacques
capitală	kapitāls
capitală	galvaspilsēta
trupe	joslas
trupe	karaspēku
trupe	karaspēks
vietnam	vjetnama
angeles	angeles
luca	luka
hotărât	izlēma
hotărât	nolēma
hotărât	nolēmusi
hotărât	izlemts
hotărât	nolemts
marian	marian
scena	skatuves
scena	skatuve
științific	zinātniskā
științific	zinātniska
științific	zinātniskais
științific	zinātnisks
capacitatea	jauda
capacitatea	ietilpība
capacitatea	spēja
capacitatea	kapacitāte
capacitatea	spēja
capacitatea	spēju
economie	ekonomika
economie	ekonomikā
economie	ekonomika
temperatura	temperatūras
temperatura	temperatūra
modificări	pārveidojumi
modificări	modifikācijas
modificări	grozījumi
modificări	izmaiņas
modificări	pārmaiņas
profil	profilu
profil	profila
profil	profils
mexic	meksika
mexic	meksikas
mexic	meksikā
software	programmatūru
software	programmatūra
software	programmatūrai
software	programmatūras
soțul	laulātā
soțul	laulātais
soțul	vīrs
corect	tiesības
corect	labās
corect	pareizi
corect	pareiza
corect	pareizi
corect	pareizu
corect	pareizs
corect	pareizas
corect	godīgi
corect	taisnīgs
corect	taisnīgi
corect	taisnīga
corect	godīgu
corect	godīgs
dans	dejas
dans	dejo
dans	deju
dans	dejot
dans	deja
dans	dejas
dans	dejo
dans	dejošana
independența	neatkarība
val	val
val	viļņu
val	vilnis
val	viļņa
côte	côte
evoluat	attīstījušās
evoluat	attīstījās
evoluat	attīstījusies
evoluat	attīstījies
last	pēdējo
last	pēdējais
last	pēdējā
last	pēdējās
last	pēdējoreiz
scott	skots
angajat	darbinieka
angajat	darbinieks
angajat	nodarbināti
angajat	nodarbinātas
angajat	nodarbināta
angajat	nodarbināts
angajat	nolīga
poarta	vārtus
poarta	vārti
poarta	vārtiem
tour	ekskursija
tour	tūre
tour	tour
rolurile	lomas
big	liels
big	lielais
big	lieli
big	liela
big	lielā
hill	kalnā
rhin	elzasas
lemmon	lemons
apărarea	aizstāvība
apărarea	aizsardzība
apărarea	aizsardzības
apărarea	aizstāvība
apărarea	aizsardzība
durată	ilgums
comandantul	kapteinis
comandantul	komandiera
comandantul	komandieris
comandantul	komandieri
leopold	leopolds
juan	juan
rețea	tīkls
rețea	tīkla
utilizatori	izmantotāji
utilizatori	lietotāji
spring	pavasaris
voturi	balsis
teritoriale	teritoriālā
teritoriale	teritoriālie
teritoriale	teritoriālais
teritoriale	teritoriālo
silver	sudrabs
silver	sudraba
silver	silver
toamna	rudens
toamna	rudenī
toamna	krist
toamna	kritiens
toamna	kritums
toamna	krīt
texas	teksasas
situație	situācija
situație	stāvoklis
valori	vērtības
vânătoare	slayer
vânătoare	medības
vânătoare	medību
vânătoare	medībās
vânătoare	medības
alex	aleksa
alex	alekss
alex	aleks
iacob	džeimss
iacob	džeims
evenimentele	notikumi
evenimentele	notikumiem
evenimentele	pasākumi
sectorul	nozare
sectorul	sektors
francisco	francisco
distrus	iznīcināta
distrus	iznīcināts
distrus	iznīcināti
distrus	iznīcina
grande	grande
may	var
may	drīkst
may	maijs
back	muguru
back	atpakaļ
back	mugura
scăzut	zema
scăzut	zemā
scăzut	mazs
scăzut	zems
line	līnija
independente	neatkarīgais
independente	neatkarīgi
independente	neatkarīga
independente	neatkarīgs
independente	neatkarīgas
normal	normāla
normal	normāli
normal	normāls
termină	pabeigt
termină	finišs
termină	pabeidz
create	radīta
create	radīts
create	izveidots
create	radīti
create	izveidota
tone	tonnas
tone	tonnas
tone	toņa
tone	toni
tone	tonis
tone	tonnu
tone	tonna
tone	tonnas
football	futbols
aria	ārija
rece	saaukstēšanās
rece	auksts
rece	auksti
rece	aukstā
rece	aukstums
insulă	sala
similar	līdzīgs
similar	līdzīgi
similar	līdzīgas
similar	līdzīga
similar	līdzīgi
angajați	nodarbinātie
angajați	darbinieki
irlanda	īrija
irlanda	īrijā
nationalyears	nationalyears
nationalteam	nationalteam
green	zaļas
green	zaļa
green	zaļā
green	zaļš
green	zaļi
can	var
can	varam
michel	michel
tehnice	tehniskais
tehnice	tehniskā
nostru	mūsu
serviciu	serviss
serviciu	apkalpošana
serviciu	pakalpojumu
serviciu	dienests
serviciu	pakalpojums
romani	romieši
râu	upe
râu	upes
căsătoria	laulība
