زئوس	zeus
قحطی	kebuluran
ماسک	mask
ماسک	topeng
ماسک	topeng
میگیرد	takes
مکانیزم	mekanisme
شهدا	syuhada
قرض	loan
قرض	hutang
قرض	pinjam
استوا	khatulistiwa
دشواری	kesukaran
دشواری	kesukaran
دشواری	kesusahan
رحمان	rahman
محفظه	kapsul
دول	dul
دول	dole
دول	dol
مشاوران	perunding
احتراق	pembakaran
احتراق	nyalaan
تختی	hers
تختی	miliknya
درواقع	sebenarnya
کلک	helah
گرده	debunga
متخصصین	pakar
متخصصین	tek
متخصصین	tech
تریپل	triple
فسیلی	fosil
فسیلی	fossil
مهاجرین	migran
مهاجرین	pendatang
مهاجرین	penyeludupan
پروسه	process
پروسه	proses
گوهر	pati
گوهر	essence
گوهر	intipati
تراشه	chip
تراشه	cip
تحقیر	dihina
تحقیر	dimalukan
تحقیر	penghinaan
تحقیر	penghinaan
پوینت	takat
پوینت	point
جراح	jarrah
نورنبرگ	nürnberg
نورنبرگ	nuremberg
اتمسفر	atmosfera
اتمسفر	suasana
قفس	sangkar
قفس	cage
قفس	kandang
شهوانی	erotic
جاسوس	spy
جاسوس	perisik
ندا	neda
دوجانبه	bilateral
پروتون	proton
لورا	laura
آشکارا	jelas
ساسکاچوان	saskatchewan
لکه	comot
لکه	noda
لکه	tompok
لکه	kabur
لکه	blur
سوارکاری	riding
سوارکاری	berkuda
سوارکاری	menunggang
سوارکاری	ekuestrian
متریک	metrik
جاش	josh
بحر	sea
بحر	laut
راینلاند	rhineland
انسانها	insan
انسانها	manusia
حسابرسی	audit
حسابرسی	perakaunan
قناری	canaries
قناری	kenari
گلوکز	glukosa
یگان	unit
قرارگاه	penyelesaian
قرارگاه	penginapan
پشتوانه	membiayai
پشتوانه	endowment
بوریس	boris
گروگان	tebusan
تدارک	preparation
تدارک	persiapan
جووانی	giovanni
دینار	dinar
انور	enver
انور	anwar
زاهدی	zahedi
ویک	vic
استارک	stark
اتلاف	buangan
اتلاف	membazir
بای	teluk
بای	bay
رس	rass
مونترال	montreal
کعبه	kaabah
ابدی	abadi
پتر	peter
پتر	petr
نورآباد	nurabad
مهری	mohor
مهری	meterai
مهری	seal
مواجهه	konfrontasi
نزول	pendaratan
عسکری	askari
پروتستان	protestant
سرعتی	speedy
تجلیل	perayaan
زحمات	akta
سپر	perisai
سپر	perisainya
سپر	bumper
فرات	euphrates
ایزدی	providence
اسکیت	skating
اسکیت	luncur
اسکیت	skate
آراسته	menarik
آراسته	dihiasi
بورلی	beverly
چهارراه	persimpangan
چهارراه	persilangan
فراطبیعی	paranormal
سلاطین	kings
سایمون	simon
سایمون	simón
والاس	wallace
دیکتاتوری	diktator
سویی	sui
اندلس	andalusia
بدخشان	badakhshan
لوسی	lucy
خشکسالی	kebuluran
خشکسالی	kemarau
خشکسالی	kekeringan
اولاد	zuriat
سمفونیک	symphonic
الموت	alamut
ریکاردو	riccardo
ریکاردو	ricardo
کلوپ	club
کلوپ	kelab
کلوپ	klopp
پوشیدن	pakai
کلاب	club
کلاب	kelab
تایی	tae
لایپزیگ	leipzig
نفرت	kebencian
نفرت	benci
نفرت	benci
برخاست	berlepas
هالی	holly
چهاردهمین	fourteenth
ادواردز	edwards
نواری	pita
نواری	reben
مونته	monte
هافمن	hoffmann
هافمن	hoffman
غزنوی	ghaznavi
غزنوی	ghazni
آشتی	gencatan
تروریست	pengganas
تروریست	terrorist
تروریست	mengganas
تروریست	pengganas
تروریست	penganas
انصار	ansar
سیستانی	sistani
ارگان	organ
ارگان	organ
مخروطی	conical
مخروطی	kon
بازجویی	mempersoalkan
انبساط	perluasan
انبساط	pengembangan
قفسه	rak
قفسه	almari
پرتقال	orange
پرتقال	jeruk
نایت	knight
نایت	satria
نایت	wira
کامیون	lori
کامیون	trak
اکبری	akbari
بلاغ	bolagh
اسپرت	sukan
جواهرات	permata
جواهرات	kemas
جواهرات	perhiasan
جواهرات	perhiasan
وانگ	wang
بیا	come
بیا	jom
کورپوریشن	perbadanan
کورپوریشن	corporation
کورپوریشن	korporat
کورپوریشن	syarikat
قزل	qezel
ویلی	willie
عماد	imad
عماد	emad
کیارستمی	kiarostami
مارپیچ	labirin
مارپیچ	berselirat
مارپیچ	serpentine
مارپیچ	pilin
مارپیچ	helix
ترنر	turner
میکروسکوپ	mikroskop
نکا	neckar
بیم	warner
سگا	sega
سگا	anjing
کهریز	kahriz
نهر	nahr
نهر	creek
پارما	parma
جزیی	remeh
گوارشی	gastrointestinal
گوارشی	pencernaan
سوسک	lipas
سوسک	kumbang
بزرگسال	dewasa
بزرگسال	dewasa
لیبرالیسم	liberalisme
وجوه	dana
غشای	membran
غشای	selaput
فلیکس	felix
پیکربندی	penyelarasan
پیکربندی	config
شنی	pasir
دخیل	terlibat
کلیولند	cleveland
صوری	formal
بنفیکا	benfica
شیرجه	diving
شیرجه	terjun
شیرجه	menyelam
شیرجه	dive
شیرجه	menyelam
قسمتهای	episod
تریلیون	trilion
جدیدترین	terbaru
جدیدترین	terkini
جدیدترین	terbaru
باشکوه	megah
تصدیق	kepastian
تصدیق	pengesahan
تصدیق	sahkan
تصدیق	diakui
تصدیق	mengesahkan
تصدیق	pengesahan
تصدیق	penentusahan
رویارویی	konfrontasi
گرگوری	gregory
کلارا	clara
کلارا	klara
جاوید	javid
جاوید	javed
جاوید	abadi
کینگز	kings
سوشی	sushi
واتسون	watson
استن	stan
کریستف	christof
کریستف	christoph
کثیر	kathir
رصد	observatory
رصد	pemerhatian
سوژه	subjek
بلد	balad
تاخت	gallop
تنباکو	tembakau
فنلاندی	finland
منحرف	cabul
آلکساندر	alexandre
مونرو	monroe
ارل	earl
گنجشک	pipit
گاردین	guardian
گاردین	wali
زوال	berkurangan
فروید	freud
کارزین	karzin
اسلو	oslo
بلکبرن	blackburn
جردن	jordan
فاستر	foster
تراژدی	tragedi
سباستین	sebastian
رؤیای	mimpi
رؤیای	dream
بتهوون	beethoven
نمین	namin
وردی	verdi
کانونی	fokus
فلوئورید	fluorida
دوزیستان	amfibia
موریتانی	mauritania
استهبان	estahban
کلاوس	klaus
گراند	grande
گراند	rb
گراند	grand
شاهدخت	puteri
شاهدخت	princess
برمه	burma
برمه	burma
واعظ	pengkhutbah
واعظ	penceramah
خر	keldai
هانوفر	hanover
هانوفر	hannover
ریگ	rig
اندر	ender
پیشگام	perintis
پیشگام	pioneer
الکترو	electro
کریگ	craig
فشاری	tekanan
غریبه	strangers
غریبه	asing
شمشیربازی	berpedang
معلول	kecacatan
هیروشیما	hiroshima
آپارتمان	apartment
آپارتمان	pangsapuri
شیمیدان	chemist
سفت	ketat
سفت	erat
ولت	volt
تاین	tyne
نیش	sengat
نیش	sengat
لیژ	liège
سرخه	sorkheh
دیروز	kelmarin
دیروز	kemarin
کیوتو	kyoto
اوژن	eugène
اوژن	eugene
عیب	kecacatan
عیب	defect
ریل	rail
ریل	rel
تعالیم	ajaran
تعالیم	doktrin
معابد	kuil
ماهیگیری	pancing
ماهیگیری	memancing
پیرس	menembusi
هولمز	holmes
ظلم	penindasan
ظلم	tertindas
ظلم	kekejaman
ظلم	kezaliman
ظلم	ketidakadilan
تمرینات	latihan
تمرینات	training
خرچنگ	ketam
خرچنگ	lobster
خرچنگ	ketam
خرچنگ	crab
کشنده	mematikan
کشنده	fatal
بوته	semak
بوته	bush
ناظری	pemerhati
کاتالان	catalan
کاتالان	catalonia
مورفی	murphy
خوارزم	khwarezm
گرسنگی	kelaparan
گرسنگی	kebuluran
گرسنگی	kebulur
گرسنگی	hunger
گرسنگی	berlapar
پالایش	penapis
پالایش	tapisan
پالایش	penapisan
پالایش	menapis
رمزی	ramsey
شاهکار	stunt
شاهکار	karya
شاهکار	feat
ادریس	idris
نمانده	almost
نمانده	hampir
رسوب	sediment
صافی	safi
داش	dash
ریچل	rachel
دریافتی	inbox
شیلا	sheila
شیلا	silla
عبدی	abdi
جغد	owl
جغد	reban
عمرو	amr
تاثیرات	kesan
احتمالات	kebarangkalian
احتمالات	kebarangkalian
یتیم	yatim
دوس	dos
شفا	heal
شفا	sembuh
شفا	menyembuhkan
شفا	penyembuhan
مغازه	kedai
کنکور	peperiksaan
کنکور	pemeriksaan
نهفته	latent
نهفته	tertanam
نهفته	terbenam
نهفته	dibenamkan
روانپزشکی	psikiatri
روانپزشکی	psikiatri
چیره	didominasi
بلوچی	bellucci
گلکسی	galaxy
گلکسی	galaksi
آزادانه	berleluasa
پاها	kaki
خواهران	sisters
خواهران	saudari
خواهران	beradik
ریخت	tumpah
اکو	eco
اکو	eko
اکو	eko
اکو	gema
اکو	echo
نظرآباد	nazarabad
قبله	kiblat
استبداد	kezaliman
خوشبختانه	mujurlah
خوشبختانه	semoga
شیدا	shida
تیتراژ	kredit
ولفگانگ	wolfgang
وزنه	timbang
وزنه	berat
اجداد	leluhur
اجداد	ancestor
پت	pet
پت	pat
پاپی	poppy
پاپی	papi
ثریا	soraya
قیصر	kaiser
پایش	pengimbasan
پایش	mengimbas
پایش	pemantauan
پایش	memantau
پایش	dipantau
پایش	memantau
پایش	diperhati
آلیکانته	alicante
فانی	fanny
فانی	fana
پهلو	sisi
پهلو	sampingan
پهلو	samping
پهلو	sisinya
اکسپرس	express
اکسپرس	luahkan
اسکس	essex
نخبگان	elit
نخبگان	elite
فینیکس	kapsul
فینیکس	phoenix
کرو	gagak
ترتیبی	ordinal
ترتیبی	berjujukan
کرایسلر	chrysler
هوتن	hutton
هوتن	houten
هوتن	houghton
گیلکی	gilaki
صفا	safa
تاجگذاری	pertabalan
فسفر	fosforus
بولتون	bolton
چشمی	eye
چشمی	mata
اوتار	uttar
اوا	eva
اوا	ewa
هلسینکی	helsinki
آندورا	andorra
اجبار	force
اجبار	paksa
اجبار	paksaan
اجبار	dipaksa
اجبار	terpaksa
معقول	rasional
معقول	saguhati
معقول	munasabah
بارگیری	download
بارگیری	memuatkan
بارگیری	loading
بارگیری	download
مذکر	jantan
مذکر	male
مذکر	maskulin
دایناسور	dinosaur
بقا	survival
تورینو	torino
متفرقه	misc
متفرقه	pelbagai
متفرقه	category
آدریان	adrian
هیچکدام	tiada
برشی	ricih
اویل	minyak
گیبسون	gibson
استثنای	pengecualian
خنج	khonj
هراس	terror
هراس	teror
هراس	fobia
آوازی	vokal
مغولی	mongolia
استفن	stefan
استفن	steffen
رسوایی	scandal
رسوایی	skandal
رسوایی	aib
سوخو	sukhoi
آویزان	hung
آویزان	berjuntai
آویزان	hang
آویزان	penggantungan
آویزان	gantung
آویزان	hanging
طغیان	pemberontakan
نیاکان	leluhur
نیاکان	ancestor
الزامی	wajib
نخجوان	nakhchivan
نخجوان	sharur
سپهسالار	generalisimo
عجیبی	pelik
حمد	hamad
حمد	pujian
حمد	puji
حمد	terpuji
نوشیدن	minum
نوشیدن	minuman
نوشیدن	minum
سفره	table
سفره	jadual
سفره	meja
مالدیو	maldives
هل	cardamom
هل	mendorong
هل	hal
اشمیت	schmidt
اشمیت	schmitt
لوتر	luther
راهبرد	guideline
راهبرد	strategi
استنباط	disimpulkan
رمزگذاری	penyulitan
فرانچسکو	francisco
فرانچسکو	francesco
زا	penjana
مصادره	disita
سازندگی	construction
سازندگی	pembinaan
سازندگی	binaan
وارث	pewaris
وارث	waris
روزولت	roosevelt
قصبه	mukim
قصبه	jemaah
قصبه	paroki
قصبه	casbah
دماغه	cape
دماغه	jubah
اولا	ola
قدردانی	syukur
قدردانی	appreciation
قدردانی	penghargaan
ویتنی	whitney
کوستا	costa
غزالی	ghazali
دیم	dim
دیم	kelam
دیم	redup
راش	rush
راش	gelojoh
راش	berkejar
ققنوس	phoenix
اوراسیا	eurasia
مرگبار	mematikan
مرگبار	fatal
کابین	cabin
کابین	pondok
کابین	kabin
چمران	chamran
جوجه	ayam
بهبودی	pemulihan
بهبودی	recovery
بهبودی	pembaikan
بهبودی	peningkatan
عینک	goggle
عینک	kacamata
عینک	glasses
هومبولت	humboldt
بریدن	cutting
مارکسیسم	marxisme
متابولیسم	metabolisme
میرود	goes
کج	bengkok
کج	italik
ناکام	kecewa
دهنو	dehnow
شمع	candle
شمع	lilin
شمع	lilin
تاد	todd
پشتو	pashto
توبه	taubat
توبه	bertaubat
مترادف	sinonim
مترادف	sinonim
شلوغ	busy
شلوغ	sibuk
شلوغ	bising
شلوغ	ramai
ژولیت	juliette
ژولیت	juliet
بنیامین	benjamin
گنبدی	fiddler
فال	keberuntungan
فال	fortune
فال	petanda
پارسا	parsa
ونسان	vincent
لوکا	luca
لوکا	luka
مرکبات	limau
یوجین	eugene
فیس	facebook
هاروی	harvey
توییتر	twitter
ید	iodin
فرج	faraj
تنور	oven
تنور	tenor
بیاورند	produce
بیاورند	hasilkan
توگو	togo
عصبانی	angry
عصبانی	marah
جوآن	joan
شعرای	lirik
آوانگاری	fonetik
استوک	stoke
صفار	saffar
زباله	buangan
زباله	membazir
زباله	sampah
زباله	sampah
آشیانه	sarang
آشیانه	hangar
توهم	halusinasi
توهم	illusi
توهم	ilusi
آنتون	anton
آشامیدنی	minum
الاهلی	komersial
الاهلی	komersil
پانزدهمین	fifteenth
کاران	karan
آبزی	aquatic
آبزی	akuatik
آزادسازی	pembebasan
شکلات	coklat
شکلات	chocolate
ژنوم	genom
الک	saringan
الک	alec
رقبای	saingan
آفتابی	sunny
ترجیحات	keutamaan
ترجیحات	bac
جوشکاری	kimpalan
جوشکاری	welding
چهارچوب	framework
ختنه	sunat
استثنایی	istimewa
استثنایی	special
تاجیک	tajik
بوت	booth
پابلو	pablo
جابر	jaber
پالاس	pallas
ائوسن	eosen
چیبا	chiba
باربادوس	barbados
بلیک	blake
انفجاری	letupan
انفجاری	letupan
نزدیکترین	terdekat
نزدیکترین	terhampir
نزدیکترین	terdekat
نزدیکترین	terhampir
گیت	gate
گیت	git
گیت	gates
عرف	istiadat
اوکراینی	ukraine
قلمروی	wilayah
ترانزیستور	pnp
ترانزیستور	transistor
امتناع	menolak
رحمانی	rahmani
بازل	basel
مهمانی	parti
مهمانی	kenduri
رویت	turn
مفاصل	sendi
پیشانی	dahi
پیشانی	kening
وفور	abundance
کاسپین	caspian
قلع	timah
قلع	tin
بگو	ckp
بگو	cakap
آزاده	free
پدران	leluhur
متین	metin
حیفا	haifa
داغستان	dagestan
کاناگاوا	kanagawa
پگاه	early
پگاه	dini
پگاه	awal
توفان	taufan
توفان	ribut
توفان	storm
اژدهای	dragon
اژدهای	naga
یاسر	yasir
یاسر	yasser
بالتیمور	baltimore
بعدا	later
بعدا	kemudiannya
بعدا	nanti
ملوک	maluku
اولاً	ula
فیلمسازی	filmmaking
تسهیلات	utiliti
نژادپرستی	perkauman
اینتل	intel
استرس	stres
استرس	stress
استرس	stress
ناب	nab
ناب	tulen
ناب	murni
ناب	pure
مفسر	pentafsir
مفسر	pengulas
آندرا	andrea
آندرا	andhra
نادو	nadu
مطبوع	savory
بلخی	balkhi
متعارف	konvensional
متعارف	berkanun
متعارف	kanun
متعارف	canonical
منار	minar
بیهوده	sia
بیهوده	keangkuhan
بیهوده	kesombongan
بیهوده	batil
بیضی	oval
بیضی	elips
سروستان	sarvestan
کمرنگ	pale
کمرنگ	pucat
اور	orr
کلسترول	kolestrol
کلسترول	kolesterol
مدفوع	bangku
پسته	pistachio
هلیکوپتر	helikopter
هلیکوپتر	helikopter
هلیکوپتر	chopper
شیوا	shiva
یونی	ion
گلو	tekak
گلو	kerongkong
سریالی	bersiri
ندیده	dilihat
ندیده	seen
بطن	ventrikel
بطن	abdomen
ارسلان	arslan
منو	menno
آهو	rusa
آهو	aho
آهو	kijang
دونتسک	donetsk
منگنز	mangan
برگه	breguet
برگه	helaian
کاذب	palsu
کاذب	false
جگوار	jaguar
فازی	fasa
فازی	fuzzy
فازی	fuzz
فازی	fozzie
امینم	eminem
یوکوهاما	yokohama
جذابیت	tarikan
سوفی	sophie
سرگرم	kelakar
ویو	viv
موقتی	sementara
موقتی	temp
ایمی	amy
روشنگری	pencerahan
روشنگری	mencerahkan
روشنگری	berwawasan
مضر	merbahaya
مضر	berbahaya
هود	hud
هود	tudung
فیورنتینا	fiorentina
شلوار	seluar
شلوار	seluar
سیتروئن	citroën
شکمی	abdomen
شکمی	perut
پذیرد	menerima
فاریاب	faryab
سوزوکی	suzuki
گای	miang
گای	guy
رادیکال	radikal
سنسور	penderia
سنسور	sensor
خازن	pemuat
خازن	kapasitor
لیتل	kecik
طیب	bridal
طیب	tayyip
ورونا	verona
خطاهای	ralat
خرابی	gagal
خرابی	kegagalan
خرابی	kemusnahan
خرابی	gagal
بوسه	kisses
بوسه	cium
بوسه	kiss
پالمیراس	palmeiras
اعماق	kedalaman
اعماق	deep
لاو	lao
لاو	laos
لاو	luv
بخشیده	dimaafkan
جنت	janet
جنت	jannat
کامپایلر	pengkompil
ونوس	venus
دانته	dante
آقایی	gentleman
آقایی	mithali
فرزانه	bijak
فرزانه	wise
ویستا	vista
اسهال	cirit
پرستون	preston
اذعان	mengakui
اذعان	memperakui
چیدمان	bentangan
چیدمان	rekabentuk
جنگجویان	warriors
جنگجویان	pejuang
هروی	hervé
الکترومغناطیس	elektromagnetik
الکترومغناطیس	elektromagnet
الکترومغناطیس	keelektromagnetan
سجاد	sajjad
کران	pekak
بازگرداندن	pulih
بازگرداندن	memulihkan
بازگرداندن	memulih
زاد	zad
زاد	zuriat
گرومن	grumman
لوران	laurent
پردازی	pemprosesan
سرم	serum
روبن	robben
روبن	reuben
روبن	ruben
حضورش	kehadiran
تزار	tsar
گرانده	grande
پلانک	planck
پلانک	papan
رانندگان	pemacu
رانندگان	driver
ناپولی	nap
ناپولی	napoli
دمی	demme
دمی	demi
مبارزان	pejuang
مبارزان	petarung
مبارزان	fighters
مبارزان	fighter
ماهه	bulan
اینترناسیونال	internacional
تشریفات	formaliti
جوراب	stokin
جوراب	stokin
جوراب	socks
سیلور	perak
تحرک	gerakan
تحرک	pergerakan
تحرک	mobiliti
لیتیم	litium
افتد	dicelup
خانات	kekhanan
نئو	neo
دفعات	times
پیکره	corpus
زار	zar
لطیف	halus
لطیف	latif
الیکایی	wren
ساعتی	jam
خورش	rebus
خورش	rebusan
کما	koma
پره	full
پره	kenyang
پره	penuh
بحثش	perbincangan
بحثش	diskusi
ارتشی	ketenteraan
ارتشی	tentera
ارتشی	tentera
ارتشی	army
داوطلبان	sukarelawan
ناتوان	lemah
مکی	mackie
مکی	berbintik
مکی	maki
خیز	berjaga
خیز	sembap
بزودی	segera
بزودی	soon
آشفته	bermasalah
آشفته	diganggu
آشفته	terganggu
آشفته	marah
آشفته	gusar
آشفته	keliru
آشفته	bingung
آشفته	confused
واگنر	wagner
غرور	kebanggaan
غرور	pride
غرور	maruah
غرور	keangkuhan
غرور	kesombongan
غرور	batil
سونامی	tsunami
مدیون	berhutang
مستحکم	diperkaya
لویس	luis
ساب	saab
ساب	sub
رائول	raoul
ساندرلند	sunderland
چریکی	gerila
کوارتز	kuarza
سولفید	sulfida
شوری	kemasinan
کورین	corinne
تلمود	talmud
کشتیرانی	penghantaran
امتیازی	kelonggaran
اسپین	spin
رومانیایی	romania
آرایشی	solekan
آرایشی	makeup
آرایشی	mekap
گلف	golf
ارتدوکس	ortodoks
آماندا	amanda
ول	val
ویلن	biola
صحابه	sahabah
کریکت	kriket
مینو	minho
مینو	mino
آغوش	merangkul
آغوش	lengan
آغوش	peluk
فیلترینگ	penapisan
فیلترینگ	menapis
دوقطبی	bipolar
دوقطبی	dipole
پناهندگان	penyeludupan
انریکه	enrique
موصل	mosul
آشفتگی	pergolakan
آشفتگی	gelora
آشفتگی	kekacauan
آشفتگی	kekusutan
آشفتگی	kekeliruan
آشفتگی	kekalutan
توسکانی	tuscan
توسکانی	tuscany
سلیمانیه	sulaymaniyah
ریتمیک	berirama
مهتاب	moonlight
زیباست	cantik
زیباست	indah
اکتشافی	heuristik
اکتشافی	exploratory
خسارات	kerugian
دردسر	buai
دردسر	masalah
دردسر	menyusahkan
گچی	plaster
تنگستان	tangestan
فلامستید	flamsteed
تکانه	momentum
دیل	dale
پروستات	prostat
داون	subuh
داون	fajar
نزدیکان	kerabat
امداد	paramedik
امداد	kelegaan
امداد	lega
امداد	melegakan
سواره	riding
سواره	berkuda
سواره	menunggang
سیاستهای	dasar
بزمجه	pantau
بزمجه	monitor
بزمجه	pemantau
بزمجه	ornate
هیدروکسید	hidroksida
شریفی	sharifi
گرنت	grant
گرنت	hibah
گرنت	geran
دیلی	dili
دیلی	harian
دیلی	daily
گردهمایی	reunion
بیگانگان	alien
توپولف	tupolev
حبیبی	habibi
دبیرخانه	sekretariat
توصیفی	deskriptif
دوقلو	kembar
دوقلو	twin
دوقلو	kembar
چاقو	pisau
استات	asetat
اورژانس	kecemasan
اورژانس	emergency
کانت	kant
دانکن	duncan
