secrets	secretos
montpeller	montpellier
assassí	killer
assassí	asesino
assassí	asesina
assassí	matador
precipitacions	lluvias
precipitacions	precipitaciones
precipitacions	precipitación
eficiència	eficiencia
eficiència	eficacia
sencera	entera
sencera	enteras
sencera	enteros
sencera	entero
entesa	entendiendo
entesa	comprender
entesa	comprensión
entesa	comprendiendo
entesa	entendimiento
coberts	cubiertos
stanford	stanford
info	info
info	información
info	informacion
virgili	virgili
virgili	virgilio
classic	clásicos
classic	clásica
classic	clasico
classic	classic
classic	clásico
cràter	cráter
esquadró	escuadra
esquadró	escuadrón
suprema	supremo
suprema	supremos
suprema	suprema
antologia	antología
franquícia	franquicias
franquícia	franquicia
declaracions	declaraciones
declaracions	afirmaciones
declaracions	afirmaciones
mecànic	mecánico
mecànic	mecánicos
mecànic	mecánica
mecànic	mecánico
mecànic	mecánicos
mecànic	mecánica
mecànic	mecánicas
explorar	explorar
explorar	explore
explorar	explora
hereva	heredera
wei	wei
diferencial	diferencial
diferencial	diferenciales
martell	martell
esplendor	esplendor
baker	panadero
baker	baker
turistes	turistas
calcària	caliza
revela	revela
leiden	leiden
limitacions	limitaciones
annals	anales
consola	consola
consola	consolas
partició	partición
postura	postura
tribunals	tribunales
tribunals	cortes
tribunals	juzgados
cortés	cortés
sagristia	sacristía
descomposició	descomposición
significativament	significativamente
conreus	cosechas
conreus	cultivos
respostes	respuestas
respostes	respuestas
respostes	respuestas
conservadors	conservadores
candidatures	nominaciones
candidatures	candidaturas
biol	biol
mariners	marineros
mariners	marinos
suportar	aguantar
suportar	soportar
horari	programación
horari	programar
horari	horario
horari	calendario
horari	horarios
annexió	anexión
kurdistan	kurdistán
devoció	dedicación
devoció	devoción
kent	kent
remei	remedio
portals	portales
melodies	melodías
mixta	mixtas
mixta	mixta
mixta	mixto
mixta	mixtos
mixta	mezclado
mosaic	mosaico
mosaic	mosaicos
proa	moño
proa	reverencia
proa	arco
proa	proa
proa	bow
sostenir	sostener
auxiliars	auxiliares
auxiliars	auxiliar
desenes	rte
desenes	decenas
atacant	atacar
atacant	atacando
agnès	inés
agnès	ines
agnès	agnes
evans	evans
utrecht	utrecht
infeccions	infecciones
infeccions	infección
explotar	explote
explotar	explotar
explotar	explotan
lliurement	libremente
olivier	olivier
genèric	genérica
genèric	genérico
gendarmeria	gendarmería
vocació	vocación
successives	sucesivas
successives	sucesivos
complement	complemento
complement	plugin
cornellà	cornellà
estesa	acostado
estesa	tendido
slam	slam
graham	graham
prosperitat	prosperidad
tràcia	tracia
savi	sabia
savi	sabios
savi	wise
savi	sabias
savi	sabio
andes	andes
cantàbria	cantabria
gutiérrez	gutiérrez
gutiérrez	gutiérrez
gutiérrez	gutierrez
belgrad	belgrado
ingredients	ingredientes
advocats	juristas
advocats	abogados
advocats	letrados
acadèmics	académicos
sorgit	surgido
sorgit	emergió
sorgit	surgió
mills	molinos
mills	fresas
mills	fábricas
mills	mills
elegits	elegidas
elegits	elegidos
elegits	electo
elegits	elegido
elegits	elegida
fuga	fuga
fuga	escapada
fuga	escapar
fuga	fuga
fuga	escapa
fuga	escape
rom	rom
rom	ron
miralles	miralles
louise	luisa
louise	louise
hospitals	hospitales
obligació	obligación
esteban	esteban
trastorn	trastorno
trastorn	desorden
sara	sara
villanueva	villanueva
panzer	panzer
sarsuela	zarzuela
imam	imam
imam	imán
oslo	oslo
prevenció	prevención
mussolini	mussolini
bombarders	bombarderos
comparar	comparar
comparar	compare
comparar	comparación
comparar	compara
vespre	tardes
vespre	tarde
vespre	noche
vespre	velada
morales	morales
jeff	jeff
descans	break
descans	descanso
descans	romper
descans	resto
descans	descanso
descans	descansar
descans	reposo
descans	descansen
actuant	actuar
actuant	actuando
actuant	actuación
bryan	bryan
tallada	tallados
tallada	tallado
tallada	tallada
radar	radar
radar	radares
sopar	cenas
sopar	cenar
sopar	cena
sopar	cena
contingent	contingente
contingent	contingentes
residencial	residencial
residencial	residenciales
johan	johan
caracteritzat	caracterizó
caracteritzat	caracterizada
caracteritzat	caracterizado
caracteritzat	caracterizados
lisa	lisa
plasma	plasma
ratolí	ratón
ratolí	mouse
folk	folk
basilea	basilea
corbes	curvas
correcció	rectificación
correcció	corrección
correcció	exactitud
àvia	abuela
cooper	cooper
internacionalment	internacionalmente
guillermo	guillermo
mostrat	mostrada
mostrat	mostrado
mostrat	demostrado
mostrat	mostrados
mostrat	exhibido
mostrat	mostrados
mostrat	mostrado
néta	nieta
folklore	folklore
folklore	folclore
gant	gante
seine	sena
seine	seine
raïm	uvas
raïm	uva
solo	solo
hot	caliente
hot	hot
hot	calientes
hot	calor
administracions	administraciones
conqueridor	conquistador
enciclopèdic	enciclopédico
trossos	trozos
trossos	pedazos
herman	herman
werner	werner
rituals	rituales
discursos	discursos
bust	busto
amfibis	anfibios
sts	sts
perseguir	perseguir
detinguts	detenidas
detinguts	detenidos
desenvolupats	desarrollados
desenvolupats	desarrollado
desenvolupats	desarrollada
desenvolupats	desarrolladas
mikhaïl	mijaíl
mikhaïl	mikhail
caledònia	caledonia
detenció	detención
detenció	arresto
detenció	detenciones
detenció	detención
entrevistes	entrevistas
audiovisual	audiovisual
audiovisual	audiovisuales
subespècie	subespecies
subespècie	subespecie
sofre	azufre
sofre	sulfuro
aïllada	aisladas
aïllada	aislada
aïllada	aislado
aïllada	aislados
manhattan	manhattan
hopkins	hopkins
haia	haya
melbourne	melbourne
sociologia	sociología
estratègic	estratégico
estratègic	estratégica
estratègic	estratégicos
estratègic	estratégicas
teva	tuya
teva	tuyo
teva	tuyos
teva	suya
teva	tuyas
teva	suyo
jerry	jerry
namíbia	namibia
renfe	renfe
ramos	ramos
teòrica	teórica
teòrica	teórico
teòrica	teóricos
teòrica	teóricas
timbre	campana
timbre	timbre
timbre	bell
acumulació	acumulación
magatzems	almacenes
magatzems	depósitos
magatzems	bodegas
mali	malí
mali	mali
banyoles	banyoles
weimar	weimar
pous	pozos
pous	wells
taverna	taberna
husayn	husayn
montblanc	montblanc
true	cierto
true	true
true	verdadera
true	verdad
true	verdadero
connecticut	connecticut
impost	fiscalidad
impost	impuesto
impost	tributación
impost	impuestos
aurora	aurora
deux	deux
terrat	azotea
terrat	tejado
darwin	darwin
institucional	institucional
institucional	instituciones
institucional	institucionales
lugo	lugo
coets	cohetes
romàntic	romántico
romàntic	románticas
romàntic	románticos
romàntic	romántica
precipitació	precipitación
precipitació	precipitaciones
executiva	executive
executiva	ejecutiva
executiva	ejecutivos
executiva	ejecutivas
executiva	ejecutivo
eure	eure
matthew	matthew
matthew	mateo
acb	acb
preservar	conservar
preservar	preservar
preservar	preservar
preservar	preservando
preservar	preservación
intermedi	intermedios
intermedi	intermediario
intermedi	intermedio
intermedi	intermedias
beatriu	beatrice
beatriu	beatriz
polígon	polígono
corregir	correcto
corregir	corregir
corregir	corrija
corregir	correcta
traspàs	transferencia
traspàs	transfer
traspàs	traslado
traspàs	traslados
traspàs	traspaso
traspàs	traspaso
compartit	compartidas
compartit	compartida
compartit	compartido
compartit	compartidos
desapareguda	desaparecido
desapareguda	desaparecidos
desapareguda	ausente
desapareguda	falta
desapareguda	desaparecida
butlletí	boletines
butlletí	boletín
butlletí	newsletter
butlletí	boletín
hercegovina	herzegovina
groenlàndia	groenlandia
inca	inca
inca	incas
maquinari	hardware
maquinari	ferretería
oceania	oceanía
studio	estudio
studio	studio
nadiu	nativas
nadiu	nativa
nadiu	autóctona
nadiu	nativo
nadiu	nativos
shadow	sombras
shadow	sombra
shadow	shadow
obtinguts	obtenida
obtinguts	obtenidos
obtinguts	obtenidas
obtinguts	obtenido
indo	indo
indo	indochina
faccions	facciones
aixeca	ascensores
aixeca	elevadores
zoologia	zoología
efectius	tropas
efectius	contingentes
efectius	efectivos
efectius	tropa
toro	toro
campanes	timbres
campanes	campanas
extraordinària	extraordinarias
extraordinària	extraordinaria
extraordinària	extraordinario
extraordinària	extraordinarios
basar	bazar
vuitè	octava
vuitè	octavo
ron	ron
migració	migración
migració	emigración
migració	migraciones
antropologia	antropología
princeton	princeton
baptiste	baptiste
carro	carreta
carro	carrito
carro	carro
estatuts	estatuto
estatuts	estatutos
estatuts	leyes
contínuament	continuamente
assignat	asignadas
assignat	asignada
assignat	asignado
assignat	asignados
solana	solana
solana	sunshine
solana	sol
precisa	exacto
precisa	exacta
precisa	precisa
precisa	precisos
turner	turner
palaus	palacios
erigir	erecto
consistori	consistorio
mesopotàmia	mesopotamia
pradesh	pradesh
tiges	tallos
vestuari	armario
vestuari	ropero
vestuari	guardarropa
vestuari	vestuario
vestuari	disfraces
vestuari	trajes
vestuari	vestuario
copeia	copeia
renúncia	dimisión
renúncia	resignación
renúncia	renuncia
caigut	caído
caigut	caido
caigut	caídos
disset	diecisiete
disset	seventeen
controlada	controladas
controlada	controlada
controlada	controlado
controlada	controlados
circumferència	circunferencia
circumferència	círculo
circumferència	circle
circumferència	circulo
circumferència	circunferencia
epidèmia	epidemia
epidèmia	epidemias
prehistòria	prehistoria
transversal	transversal
transversal	transversales
divulgació	revelación
divulgació	divulgación
salvatges	salvajes
naturalista	naturalista
moderat	moderado
moderat	moderados
moderat	moderadas
moderat	moderar
moderat	moderada
moderat	moderado
moderat	moderada
moros	páramo
moros	moros
moros	páramos
abolició	supresión
abolició	abolición
guillaume	guillaume
meca	meca
tve	tve
visitant	visitante
visitant	visitantes
visitant	visitando
visitant	visitas
visitant	visitar
visitant	visita
dolç	dulces
dolç	sweet
dolç	dulce
derivar	derive
derivar	derivan
derivar	derivar
torrents	torrents
blanes	blanes
géry	géry
larry	larry
patent	patente
patent	patentes
twitter	twitter
wayne	díaz
wayne	wayne
cerimònies	ceremonia
cerimònies	ceremonias
fictici	ficticia
fictici	ficticio
escates	balanza
escates	escamas
escates	balanzas
escates	escalas
vocabulari	vocabulario
pila	pila
pila	montón
pila	pila
pila	stack
dick	polla
dick	verga
dick	dick
dick	pito
montseny	montseny
prior	prior
prior	previo
prior	previa
edimburg	edinburgh
edimburg	edimburgo
narbona	narbona
motocicletes	motocicletas
motocicletes	motos
arsenal	arsenal
transformacions	transformaciones
desapareix	desaparece
acusació	acusación
delictes	crímenes
delictes	delitos
delictes	crimenes
afirmació	afirmación
ortiz	ortiz
avenç	avance
cia	cia
cia	cla
cia	cia
cia	cla
pink	pink
pink	rosada
pink	rosado
pink	rosa
diocesi	diocesi
dave	dave
ventre	útero
ventre	vientre
hannover	hanover
hannover	hannover
submarí	submarino
submarí	submarinos
llibertats	libertades
llibertats	libertad
servidors	servidores
excepcions	excepciones
zwick	zwick
jamaica	jamaica
letó	letón
letó	letonia
evolucionar	evolucionar
evolucionar	evoluciona
generat	generadas
generat	generada
generat	generados
generat	generado
sals	sales
ken	ken
observador	observador
observador	observadora
tiberi	tiberio
fotogràfica	fotográfico
fotogràfica	fotográfica
controlat	controladas
controlat	controlada
controlat	controlado
controlat	controlados
almeria	almería
almeria	almería
quintana	quintana
valoració	valoración
valoració	tasación
dany	dany
interaccions	interacciones
interaccions	interacción
pesant	pesado
pesant	heavy
pesant	pesadas
pesant	pesados
pesant	pesada
atlanta	atlanta
substitueix	sustituya
substitueix	sustituir
substitueix	reemplazar
substitueix	reemplazo
recomana	recomendamos
recomana	recomendar
recomana	recomiendo
recomana	recomienda
recomana	recomendado
recomana	recomienda
houston	houston
singapur	singapur
deure	duty
deure	deber
assíria	asiria
aprenent	aprendices
aprenent	aprendiz
rubí	rubí
rubí	ruby
northern	norte
northern	septentrional
northern	northern
northern	norteña
sul	sul
fritz	fritz
cantatas	cantatas
marxista	marxista
edgar	edgar
fallida	quiebras
fallida	bancarrota
fallida	quiebra
pietat	mercy
pietat	clemencia
pietat	misericordia
pietat	piedad
phil	phil
andreas	andreas
somme	somme
joies	joyas
antecedents	trasfondo
antecedents	antecedentes
antecedents	fondo
ryan	ryan
versalles	versalles
murals	murales
pica	lucio
pica	pike
qualificació	calificar
qualificació	clasificación
qualificació	habilitación
qualificació	calificación
qualificació	rating
búlgar	búlgara
búlgar	búlgaro
búlgar	búlgaros
borrell	borrell
deutsche	deutsche
albacete	albacete
repúbliques	repúblicas
susan	susana
susan	susan
convidats	huéspedes
convidats	invitados
bàrbara	barbara
bàrbara	bárbara
infern	hell
infern	infierno
infern	infierno
revolucionaris	revolucionarios
lost	perdido
lost	lost
lost	perdida
lost	perdidos
lost	perdió
lost	perdidas
mini	mini
operar	operar
consonants	consonantes
filòsofs	filósofos
rosario	rosario
buits	brechas
buits	lagunas
buits	vacíos
salvat	salvados
salvat	salvado
salvat	salvó
salvat	guardado
salvat	guardados
carbonell	carbonell
permanents	permanente
permanents	permanentes
modest	modesta
modest	modesto
modest	modestos
segments	segmentos
mansur	mansur
nikolai	nikolai
nikolai	nikolái
nikolai	nikolái
marcos	marcos
gestionar	administra
gestionar	gestionar
gestionar	gestione
gestionar	administrar
amplitud	amplitud
inter	inter
especialitzats	especializados
especialitzats	especializado
especialitzats	especializada
geologia	geología
avaluar	evalúe
avaluar	evalúa
avaluar	evaluar
maragall	maragall
banca	banca
banca	banca
banca	banco
llars	hogares
gall	gallito
gall	gallo
desnivell	pendiente
desnivell	ladera
aristocràcia	aristocracia
piscina	billar
piscina	alberca
piscina	piscina
piscina	pool
atles	atlas
imdb	imdb
allegro	allegro
clars	claro
clars	despejado
acusats	acusados
acusats	demandados
artesans	artesanos
suplent	alternativo
suplent	suplente
suplent	suplentes
suplent	alternar
suplent	alternativa
gehrels	gehrels
participacions	comparte
participacions	acciones
vescomtat	vizcondado
marató	maratón
ànimes	almas
cec	ciegos
cec	ciego
cec	ciega
cec	ciegas
secretària	secretaria
secretària	secretaría
secretària	secretario
feliç	feliz
feliç	felices
feliç	contenta
feliç	contento
feliç	happy
exiliats	exiliados
distribuïts	distribuidas
distribuïts	distribuido
distribuïts	repartido
distribuïts	distribuida
dalí	dalí
localitzar	localice
localitzar	localizar
localitzar	localiza
marino	marino
madame	señora
madame	madame
emigració	emigración
multimèdia	multimedia
multimèdia	multimedios
creades	creó
creades	creado
creades	creados
creades	creadas
creades	creada
fosfat	fosfato
fosfat	fosfatos
ipa	ipa
ipa	opi
enclavament	enclave
ferrara	ferrara
mag	maga
mag	mago
mag	mag
act	ley
act	acta
act	acto
act	act
autobusos	ómnibus
autobusos	autobuses
autobusos	buses
ovelles	ovino
ovelles	ovinos
ovelles	ovejas
ovelles	oveja
confirma	confirmar
confirma	confirma
confirma	confirme
confirma	confirmo
mariner	marinero
mariner	marinera
mariner	marino
adjacent	contiguo
adjacent	adyacente
adjacent	adyacentes
matilde	matilde
matilde	matilde
matilde	matilda
gloria	gloria
logotip	logo
logotip	logotipo
infinit	infinita
infinit	infinito
infinit	infinitos
infinit	infinitas
infinit	infinidad
infinit	infinito
infinit	infinity
jason	jasón
jason	jason
guerrer	guerrero
guerrer	guerrera
purament	puramente
römer	römer
revestiment	revestimiento
revestiment	recubrimiento
revestiment	revestimientos
pineda	pineda
hist	hist
comandants	comandantes
perfecta	perfect
perfecta	perfectos
perfecta	perfecto
perfecta	perfecta
perfecta	perfectas
charlotte	charlotte
charlotte	carlota
actualització	actualizar
actualització	actualización
rectes	recto
rectes	directo
rectes	recta
rectes	directamente
rectes	heterosexual
cromosoma	cromosomas
cromosoma	cromosoma
diccionaris	diccionarios
predominant	predominante
predominant	predominantes
coca	coque
coca	coca
coca	coca
inundacions	inundación
inundacions	inundaciones
inundacions	inundando
sanz	sanz
salts	buceo
salts	bucear
salts	submarinismo
salts	saltos
salts	salta
groeneveld	groeneveld
gregorio	gregorio
zur	zur
milícia	milicianos
milícia	milicia
milícia	milicias
helen	helena
helen	elena
sergent	sargento
narrador	narrador
ambulància	ambulancia
ambulància	ambulancias
peña	peña
excavació	excavación
excavació	excavaciones
barons	barones
legions	legiones
kosovo	kosovo
emès	emitidos
emès	expedido
emès	expedida
emès	emitido
gots	godos
vaca	vaca
econòmicament	económicamente
sebastián	sebastian
sebastián	sebastián
ciment	cemento
cadira	cátedra
cadira	silla
transbordador	ferry
transbordador	transbordador
transbordador	transbordadores
làser	laser
làser	láser
làser	láseres
claudio	claudio
apòstol	apóstol
coloració	coloración
coloració	colorante
coloració	colorantes
coloració	colorear
progressiva	progresivo
progressiva	progresivas
progressiva	progresista
progressiva	progresivos
progressiva	progresiva
quaderns	portátiles
quaderns	cuadernos
evita	evita
adhesió	membresía
adhesió	miembros
adhesió	pertenencia
adhesió	afiliación
fum	fumar
fum	humo
fum	humos
niu	nido
niu	nidos
niu	niu
equivalents	equivalentes
consolat	consulados
consolat	consulado
neoclàssic	neoclásico
masters	masters
masters	máster
masters	maestros
wallace	wallace
amos	amos
amos	masters
amos	máster
amos	maestros
pretendent	pretendiente
peó	empeño
peó	peón
comissionat	comisaria
comissionat	comisionada
comissionat	comisionado
comissionat	comisario
infraphylum	infraphylum
dotzena	duodécima
dotzena	duodécimo
significatius	significativos
significatius	significativas
significatius	significativo
significatius	significativa
significatius	significante
mon	mon
mon	lun
vendrell	vendrell
erosió	erosión
verona	verona
sabor	sabor
sabor	sabor
civilitzacions	civilizaciones
hugh	hugo
lara	lara
butaca	sillón
simpson	simpson
implementació	implementación
implementació	aplicación
guido	guido
robinson	robinson
cabells	cabello
cabells	pelo
cabells	cabellos
cabells	peinado
bemoll	plano
bemoll	piso
bemoll	plana
arturo	arturo
divuit	dieciocho
divuit	eighteen
acabats	acabados
bobby	bobby
consonant	consonante
revelació	revelación
revelació	apocalipsis
estrasburg	estrasburgo
hort	huerto
hort	huerta
inventar	inventar
inventar	inventa
inventar	inventamos
raúl	raúl
horda	horda
ibáñez	ibáñez
complutense	complutense
ajuntaments	ayuntamientos
ajuntaments	municipios
ajuntaments	municipalidades
adolfo	adolfo
gneu	gneo
occitània	occitania
budisme	budismo
cretaci	cretácico
volant	volando
volant	flying
volant	vuelo
volant	volar
sostingut	afilada
sostingut	sharp
sostingut	agudo
sostingut	afilado
sostingut	sostenido
sostingut	sostenida
sostingut	sostenidos
bakr	bakr
oceans	océano
oceans	océanos
consorci	consorcio
otan	nato
otan	otan
denominacions	denominaciones
denominacions	designaciones
denominacions	denominaciones
strunz	strunz
honda	honda
pastures	pastos
pastures	pasto
pastures	pastizales
pastures	pastos
pastures	prados
empat	tie
empat	ate
empat	empate
empat	corbata
desena	décima
desena	décimo
aguda	aguda
aguda	agudos
aguda	agudas
aguda	agudo
compatible	compatible
compatible	compatibles
pastors	pastores
telecomunicacions	telecomunicación
telecomunicacions	telecomunicaciones
precursor	precursor
precursor	precursores
morris	morris
side	lateral
side	side
side	costado
side	laterales
side	lado
consentiment	consentir
consentiment	consentimiento
pàdua	padua
charente	charente
paradís	paraiso
paradís	paraíso
paradís	paradise
caserna	barracón
caserna	barracas
caserna	barraca
caserna	cuarteles
caserna	barracones
caserna	cuartel
presentant	presentando
presentant	presentamos
múltiple	múltiple
múltiple	múltiples
múltiple	multiples
laos	laos
kara	kara
respectius	respectivo
respectius	respectivas
respectius	respectiva
respectius	respectivos
llegendari	legendario
llegendari	legendaria
llegendari	legendarios
fires	ferias
adaptada	adaptados
adaptada	adaptado
adaptada	adaptada
adaptada	adaptadas
cristall	cristal
cristall	crystal
duo	dúo
duo	duo
musa	musa
musa	musa
transparent	transparentes
transparent	transparente
olimpíada	olimpiada
martiri	martirio
acusacions	acusaciones
auguste	auguste
potassi	potasio
espiral	espiral
feminista	feminismo
feminista	feminista
feminista	feministas
einstein	einstein
bitllets	entradas
bitllets	billetes
bitllets	boletos
bitllets	tickets
companya	acompañante
companya	compañera
companya	compañero
escolta	escuchen
escolta	escuche
escolta	escuchar
escolta	escucha
warren	madriguera
warren	warren
forçat	obligado
forçat	forzado
forçat	forzados
forçat	forzada
forçat	forzar
quars	cuarzo
quentin	quentin
garantia	garantía
garantia	garantía
eficient	eficiente
eficient	eficaz
eficient	eficientes
trilogia	trilogía
tonalitat	hue
destacable	notable
electrodomèstics	electrodomésticos
electrodomèstics	aparatos
consecutives	consecutivas
consecutives	consecutivo
consecutives	consecutiva
consecutives	consecutivos
gironès	platja
forjat	forjado
forjat	falsificado
forjat	forjado
forjat	forja
forjat	forjar
forjat	forjando
palerm	palermo
mòduls	módulos
sorprenent	sorprendente
sorprenent	sorprendentes
arrebossat	bateador
formentera	formentera
combatents	combatientes
pedrera	cantera
remodelació	remodelación
nenes	muchachas
nenes	girls
nenes	niñas
nenes	chicas
xbox	xbox
gaudeix	disfrute
gaudeix	enjoy
gaudeix	disfruten
gaudeix	disfruta
gaudeix	disfrutar
correus	emails
correus	correos
llenç	lona
llenç	canvas
llenç	lienzo
operatius	operacional
operatius	operativo
operatius	operacionales
operatius	operativa
atòmica	atómicos
atòmica	atómica
atòmica	atómico
atòmica	atómicas
exiliat	exiliado
exiliat	exiliados
compliment	cumplimiento
compliment	observancia
compliment	conformidad
vladimir	vladímir
vladimir	vladimir
adolescent	adolescente
mònaco	mónaco
mònaco	monaco
estalvis	ahorrar
estalvis	ahorros
estalvis	economías
estalvis	ahorro
vie	vie
erik	erik
erik	erick
firma	firma
firma	firmas
diversa	variado
diversa	diversa
diversa	diverso
balcans	balcanes
conversa	conversación
somnis	dreams
somnis	sueños
müller	müller
palmas	palmas
castilla	castilla
yusuf	yusuf
bari	bario
bari	bari
besalú	besalú
estratègies	estrategias
heidelberg	heidelberg
concedida	concedida
concedida	concedidos
concedida	otorgado
concedida	concedido
adaptacions	adaptaciones
homo	homo
margarita	margarita
minories	minoría
minories	minorías
esprint	sprint
visigots	visigodos
conducció	conduciendo
conducció	conducción
conducció	manejando
conducció	conducir
xocolata	chocolates
xocolata	chocolate
disposicions	disposiciones
disposicions	provisiones
rèptils	reptiles
acompanya	acompaña
edita	edición
edita	edita
edita	editar
decoratius	decorativos
decoratius	decorativas
decoratius	decorativo
torreta	torreta
noció	noción
vacant	vacante
vacant	vacantes
vacant	vacante
vacant	vacantes
quintet	quinteto
descripcions	descripciones
disminueix	descensos
disminueix	disminuciones
disminueix	disminuye
bossa	bolso
bossa	bolsa
stark	stark
processador	procesador
processador	transformador
nan	nan
württemberg	wurtemberg
württemberg	württemberg
capitalisme	capitalismo
delegats	delegadas
delegats	delegados
ambientals	ambientales
ambientals	medioambiente
ambientals	medioambiental
ambientals	ambiental
springs	muelles
springs	springs
springs	resortes
springs	manantiales
hispano	hispano
yuan	yuan
prešov	prešov
barbus	barbus
begudes	bebidas
begudes	bebe
begudes	tragos
begudes	bebidas
begudes	bebida
begudes	copas
regionalista	regionalista
thakur	thakur
challenge	impugnación
challenge	challenge
challenge	reto
challenge	desafio
challenge	desafío
cilindres	cilindros
amants	amantes
amants	enamorados
hàbit	hábito
derrotes	derrotas
derrotes	derrota
argila	clay
argila	arcilla
argila	barro
tunis	túnez
grossa	grossa
gremi	gremio
prades	prades
oblidar	olvido
oblidar	olvidar
oblidar	olvidando
dallas	dallas
criminals	criminales
criminals	delincuentes
immediat	inmediato
immediat	inmediatas
immediat	inmediatos
immediat	inmediata
viatgers	viajeros
patinatge	patinaje
patinatge	patinando
patinatge	patinar
dennis	dennis
reims	reims
etimologia	etimología
rotterdam	rotterdam
panteó	panteón
bàltic	báltica
bàltic	báltico
bàltic	bálticos
ronald	ronald
fórmules	fórmulas
fórmules	fórmulas
antàrtida	antártica
antàrtida	antártida
intèrprets	intérpretes
intèrprets	intérpretes
intèrprets	artistas
mènsules	modillones
pioners	pioneros
fossa	fosa
eddie	eddie
platnick	platnick
sentits	sentidos
calent	caliente
calent	hot
calent	calientes
calent	calor
bateries	baterías
bateries	pilas
bateries	acumuladores
montgomery	montgomery
trencat	rota
trencat	broken
trencat	rotos
trencat	roto
trencat	quebrado
aleix	alejo
coronada	coronado
coronada	coronada
comunisme	comunismo
irene	irene
vilar	vilar
satisfer	satisfacer
mnac	mnac
positius	positivos
positius	positivo
positius	positiva
positius	positivas
núñez	nunez
núñez	nuñez
núñez	núñez
strauss	strauss
cerro	cerro
fabricat	fabricados
fabricat	fabricado
fabricat	fabricada
fabricat	manufacturados
rècords	actas
rècords	registros
rècords	discos
rècords	records
ecologia	ecología
baltimore	baltimore
nantes	nantes
plomes	plumas
bisbal	bisbal
sistemàtica	sistemático
sistemàtica	sistemáticas
sistemàtica	sistemáticos
sistemàtica	sistemática
tit	tito
tit	titus
brabant	brabante
combinacions	combinaciones
colin	colin
llemosí	limousin
estructurals	estructurales
estructurals	estructural
lliura	libra
lliura	libra
rita	rita
cries	descendientes
cries	descendencia
diocesà	diocesano
finalitats	propósitos
finalitats	objetivos
finalitats	finalidades
romanen	permanezca
romanen	permanece
romanen	permanezcan
romanen	permanecer
transformada	transformarse
transformada	transformada
transformada	transformación
transformada	transformar
transformada	transforma
simètrica	simétrica
simètrica	simétrico
simètrica	simétrica
simètrica	simétrico
wellington	wellington
frescos	frescas
frescos	fresh
frescos	frescos
frescos	fresco
frescos	fresca
admetre	admitir
admetre	admita
admetre	admite
admetre	admiten
significatives	significativos
significatives	significativas
significatives	significativo
significatives	significativa
significatives	significante
bush	bush
bush	arbusto
defensiu	defensiva
defensiu	defensivo
defensiu	defensivos
recompensa	recompensa
romàntica	romántico
romàntica	románticas
romàntica	románticos
romàntica	romántica
cavitat	cavidad
cavitat	caries
cavitat	cavidades
exactes	exacto
exactes	exacta
exactes	exactos
pardo	pardo
