les	the
antoine	anthony
antoine	antony
antoine	antoine
daniel	daniel
cœur	jantung
cœur	hati
cœur	heart
cœur	core
cœur	inti
cœur	hati
cœur	hearts
îles	kepulauan
pris	tertangkap
pris	took
pris	direbut
pris	diambil
pris	taken
marine	navy
marine	marin
marine	marine
bâtiment	bangunan
bâtiment	membina
peter	peter
juste	hany
juste	cuma
juste	hanya
fondé	diasaskan
der	der
vient	comes
seine	seine
amour	love
amour	cinta
mont	gunung
mont	mount
mont	lekap
mont	mont
statistiques	statistik
statistiques	statistik
science	ilmu
science	sains
personnages	aksara
personnages	watak
bonjour	hello
marc	marc
altitude	altitud
altitude	ketinggian
altitude	ketinggian
économique	ekonomi
unité	unity
unité	kesatuan
unité	perpaduan
unité	unit
particulièrement	terutamanya
particulièrement	terutamanya
particulièrement	especially
lignes	garisan
traité	treatise
traité	perjanjian
montre	watch
montre	tonton
montre	tunjuk
montre	papar
idée	idea
éditeur	penerbit
éditeur	penyunting
éditeur	editor
littérature	kesusasteraan
littérature	sastera
attaque	lejang
attaque	stroke
attaque	strok
attaque	attack
attaque	serangan
attaque	serang
records	rekod
principaux	utama
sol	tanah
sol	tanahnya
sol	sol
sol	lantai
sol	floor
chaîne	jirah
chaîne	rantai
chaîne	channel
chaîne	string
chaîne	rentetan
ouvrage	ouvrage
fondée	diasaskan
pourrait	could
pourrait	mampukah
pourrait	might
fond	bawah
fond	bawahnya
fond	latarbelakang
format	format
mode	fesyen
mode	mod
original	original
espagnol	sepanyol
producteur	pengeluar
artiste	artis
artiste	artist
créer	mencipta
créer	mencipta
composition	komposisi
composition	gubahan
composition	penggubahan
los	los
décide	putuskan
garde	garde
garde	guard
garde	pengawal
garde	jagaan
votre	your
sécurité	sekuriti
sécurité	keselamatan
sécurité	keselamatan
fédération	persekutuan
quatrième	keempat
junior	junior
police	fon
police	polis
comédie	comédie
comédie	komedi
albert	albert
bruxelles	bruxelles
bruxelles	brussels
empereur	maharaja
empereur	kaiser
xxe	twentieth
infanterie	infanterie
infanterie	infantri
ministère	kementerian
rejoint	disertai
rejoint	joined
rejoint	menyertai
rejoint	menyertai
chevalier	knight
chevalier	satria
chevalier	wira
chevalier	chevalier
armes	lengan
armes	senjata
armes	senapang
livres	books
livres	buku
livres	livres
principales	utama
personnalités	personaliti
unique	single
unique	bujang
unique	singel
unique	unik
unique	unique
capitaine	kapten
large	lebar
large	luas
large	luas
guillaume	william
guillaume	guillaume
tel	tel
parce	kerana
parce	sebab
commission	komisen
commission	suruhanjaya
commission	commission
demandé	dipinta
demandé	meminta
demandé	diminta
demandé	ditanya
divers	pelbagai
divers	category
décision	decision
décision	keputusannya
décision	keputusan
actuelle	semasa
classique	klasik
classique	klasikal
classique	klasik
classique	classic
présent	hadirkan
présent	hadir
fit	muatkan
fit	fit
passé	past
passé	melepasi
mandat	waran
mandat	mandat
berlin	berlin
isbn	isbn
taux	kadar
taux	rate
taux	kadar
surface	permukaan
surface	surface
architecture	arkitek
architecture	rekabentuk
architecture	senibina
inscrit	berdaftar
inscrit	didaftarkan
astéroïde	asteroid
astéroïde	asteroid
transport	pengangkutan
transport	pengangkutan
transport	transport
sort	jampi
sort	eja
rené	rené
rené	rene
alexandre	alexandre
alexandre	alexander
oui	ya
oui	yes
oui	iya
oui	yeah
annonce	pengumuman
annonce	iklan
annonce	pengiklanan
pièce	coin
pièce	syiling
pratique	memudahkan
pratique	latihan
pratique	latih
pratique	amalan
pratique	praktikal
pratique	practical
conseiller	penasihat
conseiller	perunding
conseiller	kaunselor
conseiller	penasihat
conseiller	advisor
portail	portal
terrain	land
terrain	tanah
terrain	darat
terrain	kontang
usage	penggunaan
usage	kegunaan
comprend	memahami
comprend	termasuk
comprend	merangkumi
secrétaire	setiausaha
tennis	tenis
donner	donner
donner	derma
donner	give
donner	kasi
chose	perkara
chose	hal
chose	thing
pièces	syiling
pièces	bahagian
fonctions	function
fonctions	fungsi
fonctions	fungsi
accès	dalat
accès	capaian
informations	maklumat
marché	pasar
marché	market
marché	pasaran
charge	muatkan
charge	cas
charge	caj
charge	charge
charge	libas
charge	muatan
alpes	alps
alpes	alpes
sites	tapak
basket	keranjang
basket	bakul
basket	basket
basket	basketball
utiliser	menggunakan
utiliser	guna
économie	ekonomi
économie	ekonomi
longueur	length
longueur	panjang
légende	caption
légende	lagenda
légende	legend
pense	fikir
pense	rase
pense	fikirkan
vingt	twenty
vingt	vingt
arrivée	kedatangan
arrivée	ketibaan
conditions	syarat
élection	election
élection	pilihanraya
protection	perlindungan
scénariste	penulis
scénariste	screenwriter
bibliothèque	library
bibliothèque	pustaka
bibliothèque	perpustakaan
commerce	dagang
commerce	perdagangan
commerce	niaga
commerce	perdagangan
commerce	trade
influence	pengaruh
énergie	tenaga
publique	awam
petits	kecik
petits	kecil
parties	bahagian
parties	parti
fiction	fiksyen
intérêt	minat
intérêt	interest
intérêt	faedah
structure	struktur
laurent	laurence
laurent	daud
laurent	david
laurent	laurent
laurent	lawrence
kilomètres	kilometer
kilomètres	km
kilomètres	miles
kilomètres	mil
kilomètres	kilometer
jeunesse	pemuda
jeunesse	belia
régions	kawasan
majorité	majoriti
majorité	majority
passer	passing
passer	melepasi
passer	lulus
enseignement	pengajaran
enseignement	pendidikan
seigneur	tuhan
seigneur	lord
veut	wants
veut	mahukan
exposition	pameran
exposition	pameran
exposition	dedahan
poids	timbang
poids	berat
santé	sorakan
santé	ceria
santé	kesihatan
heure	jam
heure	waktu
heure	masa
heure	time
feu	api
italienne	itali
atteint	dijangkau
atteint	dicapai
atteint	dicapai
profession	kerjaya
profession	profesion
profession	pendudukan
trouver	find
voyage	melancong
voyage	travel
voyage	pelancongan
voyage	kembara
voyage	trip
supérieur	upper
supérieur	superior
supérieur	tinggi
supérieur	higher
logo	logo
gestion	pengurusan
gestion	management
permettant	membolehkan
derniers	last
derniers	terkini
derniers	terbaru
localité	lokasi
localité	location
localité	tempatan
arrière	belakang
arrière	punggung
arrière	rear
arrière	belakang
régime	diet
régime	rejim
régime	regime
black	black
black	hitam
henry	henry
autriche	austria
résultat	result
couleurs	warna
couleurs	colour
couleurs	warna
couleurs	warna
couleurs	colours
couleurs	warna
comment	caranya
central	pusat
signe	tanda
signe	petanda
signe	sign
signe	tandatangan
apparaît	appears
apparaît	muncul
orchestre	band
orchestre	kugiran
orchestre	orkestra
concours	contest
concours	kejohanan
concours	saingan
concours	persaingan
concours	pertandingan
concours	peraduan
moderne	moden
moderne	modem
longue	panjang
longue	long
termine	selesaikan
termine	finish
liées	terikat
liées	diikat
wikipedia	wikipedia
phase	fasa
problèmes	masalah
problèmes	persoalan
problèmes	isu
journaliste	wartawan
journaliste	wartawan
record	rakam
record	rekod
célèbre	famous
doivent	mesti
musical	muzikal
musical	musical
mariage	nikah
mariage	jodoh
mariage	perkahwinan
mariage	berkhawin
mariage	wedding
mariage	kahwin
mariage	perkahwinan
mariage	kawin
devenir	become
svg	svg
powiat	powiat
architecte	arkitek
architecte	arkitek
message	mesej
mêmes	sama
mêmes	same
artistes	artis
artistes	artist
artistes	artis
artistes	seniman
constitution	perlembagaan
nos	our
roger	roger
presque	almost
presque	hampir
presque	hampir
certain	certain
certain	tertentu
affaire	kes
propose	proposes
esprit	esprit
esprit	mind
esprit	minda
esprit	roh
esprit	semangat
esprit	spirit
suivi	follow
suivi	tracking
suivi	menjejaki
suivi	penjejakan
suivi	pengesanan
suivi	pemantauan
suivi	memantau
moteur	engine
moteur	enjin
moteur	motor
relations	perhubungan
relations	hubungan
relations	hubungan
ouverture	pembukaan
ouverture	opening
ouverture	keterbukaan
ouverture	open
désormais	sekarang
désormais	skrg
désormais	now
désormais	kini
alain	michael
alain	alain
alain	alan
alain	daud
alain	david
séries	series
séries	siri
séries	seri
vienne	vienna
galerie	galeri
galerie	gallery
découvert	menemui
parlement	parlimen
zip	zip
étudiant	pelajar
étudiant	student
maria	maria
techniques	teknikal
techniques	teknik
théorie	teori
doute	syak
doute	kemusykilan
doute	ragu
doute	keraguan
doute	musykil
suppression	pemadaman
suppression	pembuangan
suppression	penyingkiran
suppression	memadam
mémoire	ingatan
mémoire	memory
ait	ait
ami	ami
ami	rakan
ami	sahabat
super	hebat
super	super
super	awesome
super	hebat
super	mantap
françaises	perancis
françaises	françaises
arrive	tiba
images	imej
images	pictures
images	gambar
éducation	pendidikan
magazine	magazine
magazine	majalah
don	derma
don	derma
don	don
pourquoi	mengapa
pourquoi	sebabnya
officier	pegawai
officier	perwira
officier	officer
note	note
note	nota
hauteur	ketinggian
hauteur	tinggi
hauteur	height
morts	dead
morts	mati
morts	kematian
camp	kem
camp	perkhemahan
camp	kemah
considéré	dianggap
considéré	dipertimbangkan
secteur	sektor
probablement	kemungkinannya
probablement	berkemungkinan
probablement	kemungkinan
social	social
social	sosial
représentant	mewakili
représentant	perwakilan
représentant	wakil
saisons	musim
saisons	musim
temple	temple
temple	kuil
forêt	hutan
forêt	hutan
forêt	forêt
importance	pentingnya
importance	bererti
maintenant	sekarang
maintenant	skrg
maintenant	now
maintenant	kini
forte	forte
forte	strong
forte	kukuh
forte	kuat
conflit	konflik
conflit	konflik
conflit	pertikaian
conflit	pertikaikan
commandant	pengkhususan
commandant	mejar
commandant	major
commandant	komander
ben	ben
docteur	doctor
docteur	doktor
christian	christian
christian	kristian
gouverneur	gabenor
artistique	seni
artistique	kesenian
artistique	artistik
loin	far
loin	jauh
loin	away
loin	jauhnya
collège	collège
collège	kolej
utilise	guna
utilise	kegunaan
bassin	pelvis
bassin	besen
victoires	menang
victoires	kemenangan
victoires	victory
bureau	pejabat
bureau	office
bureau	desktop
contrat	kontrak
contrat	contract
féminin	feminine
féminin	feminin
féminin	betina
féminin	wanita
féminin	perempuan
romain	romain
romain	roman
romain	rom
professionnel	profesional
professionnel	professional
marseille	marseille
marseille	marseille
arbitre	pengadil
arbitre	ruj
arbitre	ref
justice	keadilan
directement	direct
directement	langsung
directement	directly
appel	banding
appel	rayuan
appel	call
semaine	minggu
pied	kaki
you	anda
you	kau
chanteur	penyanyi
chanteur	singer
neuf	sembilan
européen	eropah
photographie	fotograf
photographie	fotografi
principe	prinsip
latin	latin
victor	victor
connue	known
connue	dikenali
connue	diketahui
bord	onboard
bord	tepi
bord	bord
distribution	agihan
distribution	pengagihan
distribution	pengedaran
environnement	persekitaran
canadien	kanada
utilisée	diguna
utilisée	digunakan
entreprises	perniagaan
entreprises	bisnes
entreprises	syarikat
entreprises	enterprises
entreprises	perniagaan
lumière	ringan
lumière	cahaya
lumière	light
lumière	lampu
supérieure	superior
supérieure	upper
frères	saudara
frères	brothers
automobile	jalanraya
automobile	automotif
train	keretapi
train	kereta
train	latih
soviétique	soviet
lieutenant	leftenan
textes	teks
royale	royale
royale	royal
royale	diraja
moitié	separa
moitié	separuh
moitié	haif
moitié	half
pilote	pemacu
pilote	driver
pilote	pemandu
pilote	pilote
pilote	juruterbang
pilote	pilot
josé	jose
josé	josé
josé	josé
studio	studio
réponse	jawapan
réponse	reply
réponse	respon
reine	ratu
reine	queen
reine	permaisuri
patrick	patrick
chacun	setiap
chacun	each
physique	fizik
physique	jasmani
physique	fizikal
auteurs	penulis
auteurs	pengarang
auteurs	penulis
chansons	lagu
chansons	songs
compris	disertakan
compris	termasuk
compris	difahami
étienne	stephen
étienne	étienne
représente	mewakili
via	via
via	melalui
via	menerusi
via	menerusi
via	melalui
californie	california
volume	isipadu
volume	jilid
militaires	ketenteraan
militaires	tentera
pape	pape
pape	paus
pape	pope
quoi	alahai
quoi	ape
questions	soalan
questions	pertanyaan
parle	menuturkan
parle	bincang
parle	bercakap
parle	bercakap
parle	cakap
courant	semasa
lire	baca
lire	bacaan
lire	reading
lire	pembacaan
lire	membaca
ouvrages	books
ouvrages	buku
industrie	industri
lettre	huruf
lettre	letter
terres	lands
terres	tanah
terres	land
terres	tanah
terres	darat
terres	kontang
denis	dennis
denis	denis
brésil	brazil
man	lelaki
opération	operasi
opération	transaksi
piste	trek
piste	runut
piste	landasan
piste	setapak
paix	ketenangan
paix	peace
vieux	tua
vieux	old
vieux	vieux
propriétaire	pemilik
faible	lemah
faible	rendah
faible	low
pyrénées	pyrenees
algérie	algeria
algérie	algérie
journée	hari
chargé	sarat
chargé	laden
chargé	muatkan
chargé	dimuatkan
chargé	dicaj
chargé	dicas
chargé	mengecas
chargé	didakwa
cathédrale	katedral
participation	kehadiran
participation	penyertaan
puissance	tenaga
puissance	power
puissance	kuasa
zones	zon
final	muktamad
final	final
simon	simon
simon	simón
endémique	endemik
formule	formula
néanmoins	namun
sœur	sis
sœur	kak
sœur	saudari
sœur	adik
rendre	terap
opéra	opera
puisque	semenjak
puisque	since
puisque	sejak
reçu	diterima
reçu	resit
reçu	roger
joué	dimain
derrière	belakang
locale	lokal
locale	lokaliti
locale	tempatan
piano	piano
gros	besar
gros	gemuk
gros	lemak
gros	borong
montagne	gunung
montagne	mountain
montagne	pergunungan
montagne	ganang
montagne	banjaran
montagne	pergunungan
diverses	category
diverses	pelbagai
découverte	teroka
découverte	terokai
découverte	menerokai
découverte	terokai
découverte	teroka
découverte	penerokaan
découverte	penemuan
découverte	discovery
front	front
front	depan
front	hadapan
front	dahi
front	kening
front	kening
front	brow
circonscription	divisyen
circonscription	pembahagian
circonscription	bahagian
poète	penyair
poète	pujangga
marcel	marcel
champ	bidang
champ	medan
champ	champ
val	val
religieux	agama
religieux	agama
religieux	keagamaan
archives	arkib
archives	arkib
vote	undilah
vote	undian
vote	undi
vote	mengundi
vote	undian
vote	undi
vote	mengundi
vote	pengundian
projets	projek
formes	borang
lycée	lycée
proximité	closeness
proximité	berhampiran
proximité	berdekatan
intitulé	bertajuk
appelée	disebut
appelée	dipanggil
romaine	romaine
romaine	roman
romaine	rom
alt	alt
obtenir	mendapatkan
obtenir	getting
obtenir	dapatkan
blanche	blanche
blanche	white
blanche	putih
angeles	angeles
belle	cantik
belle	indah
belle	belle
belle	jelita
motif	motif
motif	pattern
motif	corak
motif	pola
motif	motif
aire	aire
continue	berterusan
continue	teruskan
chant	lagu
chant	song
chant	chant
chant	vokal
chant	vokal
chant	menyanyi
chant	bernyanyi
chant	nyanyian
mondial	worldwide
mondial	world
mondial	dunia
mondial	mondial
mondial	sejagat
mondial	global
colonel	kolonel
longtemps	panjang
longtemps	long
congrès	kongres
congrès	congresses
chinois	china
chinois	cina
frédéric	friedrich
frédéric	frédéric
frédéric	frederick
frédéric	frederic
soleil	ahd
soleil	sun
soleil	matahari
soleil	mentari
soleil	sunshine
utilisateur	penguna
utilisateur	user
utilisateur	pengguna
allemands	jerman
allemands	jerman
moscou	moscow
sportif	sport
sportif	sukan
amis	rakan
amis	rakan
amis	sahabat
lnh	nhl
toulouse	toulouse
peinture	cat
peinture	melukis
peinture	lukisan
peinture	mengecat
légion	legion
légion	légion
inclinaison	condong
figure	figure
mexique	mexico
limite	batas
limite	hadkan
limite	had
limite	hadkan
limite	had
limite	limit
dernières	last
dernières	terkini
dernières	terbaru
cinquième	kelima
gens	people
gens	orang
gens	rakyat
gens	orng
guitare	guitar
guitare	gitar
liberté	freedom
liberté	kebebasan
liberté	liberté
liberté	kebebasan
liberté	liberty
html	html
contenu	kandungan
contenu	kandungannya
contenu	kandungan
star	star
star	bintang
fête	festival
fête	perayaan
fête	parti
rhône	rhône
photo	photo
photo	foto
photo	picture
photo	gambar
canal	canal
canal	canai
canal	terusan
canal	channel
vincent	vincent
jouer	play
jouer	main
jouer	bermain
jouer	main
jouer	playing
jules	jules
jules	julius
précédente	terdahulu
précédente	sebelumnya
précédente	previous
polonais	polish
polonais	poland
polonais	patok
polonais	kutub
polonais	kutub
polonais	pole
polonais	galah
polonais	tiang
analyse	analisis
noire	noire
noire	black
noire	hitam
recherches	carian
recherches	carian
recherches	gelintar
recherches	research
recherches	kajian
recherches	penyelidikan
côtés	sisinya
offre	menawarkan
offre	tawaran
offre	menawarkan
offre	tawaran
sauf	kecuali
frontière	sempadan
max	max
américains	american
américains	amerika
existence	kewujudan
indépendance	kemerdekaan
eaux	air
eaux	perairan
eaux	air
bâtiments	bangunan
love	love
love	cinta
uniquement	sahaja
entière	integer
résistance	kekuatan
résistance	perlawanan
résistance	resistance
dessous	dessous
dessous	dibawah
smith	smith
caractère	aksara
caractère	watak
contient	mengandungi
bleu	blue
bleu	biru
bleu	bleu
asie	asia
jack	jek
jack	jack
classé	penarafan
classé	ranked
classé	difailkan
www	www
guy	miang
guy	guy
signifie	bermaksud
signifie	bererti
signifie	ertinya
tome	jilid
objets	objek
sommet	summit
sommet	kemuncak
border	sempadan
faits	fakta
construite	dibina
construite	dibina
licence	lesen
licence	lesen
juifs	yahudi
juifs	yahudi
suit	mengikut
médecin	doktor
médecin	doctor
médecin	doktor
écrire	tulis
écrire	tulisan
écrire	menulis
écrire	penulisan
lance	lance
lance	lembing
fonds	dana
fonds	fund
fonds	dana
besoin	diperlukan
besoin	needed
besoin	memerlukan
besoin	perlukan
besoin	perlu
besoin	need
fondateur	pengasas
avance	advance
grec	greek
grec	yunani
bordeaux	bordeaux
règles	rules
règles	peraturan
soldats	perajurit
soldats	tentera
soldats	askar
mark	tanda
mark	mark
chicago	chicago
provence	provence
publie	menerbitkan
publie	terbit
publie	publish
publie	terbitkan
religion	agama
successeur	penerus
cimetière	cimetière
cimetière	kuburan
cimetière	perkuburan
cimetière	perkuburan
composée	terdiri
somme	somme
somme	sum
formé	dibentuk
formé	dilatih
formé	terlatih
formé	latih
éviter	menghindari
éviter	elakkan
éviter	mengelakkan
réserve	reservation
réserve	tempahan
réserve	rizab
défaite	ditewaskan
défaite	dikalahkan
défaite	defeated
défaite	tewaskan
défaite	kekalahan
sports	sukan
ceci	ni
maritime	maritime
maritime	maritim
épreuve	cobaan
épreuve	test
cardinal	kardinal
exploitation	eksploitasi
sert	hidang
encyclopédie	encyclopédie
encyclopédie	ensiklopedia
encyclopédie	encyclopaedia
résumé	abstrak
résumé	rumusan
résumé	ringkasan
lorraine	lorraine
lutte	gusti
lutte	lawan
lutte	berlawan
lutte	bergaduh
lutte	fight
lutte	perjuangan
parents	ibubapa
parents	induk
parents	parent
parents	ibubapa
tournée	lawatan
tournée	tour
tournée	touring
rose	pink
rose	rose
disque	cakera
disque	cakera
philosophie	falsafah
hôpital	hospital
hôpital	hospital
propriété	property
propriété	hartanah
propriété	pemilikan
cycliste	cyclist
cycliste	cycliste
collaboration	kolaborasi
ouvert	open
ouvert	dibuka
ouvert	dibuka
parler	bercakap
parler	bincang
parler	bercakap
parler	bercakap
parler	cakap
expression	ungkapan
expression	expression
expression	ekspresi
astéroïdes	asteroid
astéroïdes	asteroid
nécessaire	diperlukan
nécessaire	needed
nécessaire	dikehendaki
nécessaire	diperlukan
nécessaire	diperlukan
suède	sweden
difficile	susah
difficile	hard
difficile	keras
difficile	sukar
tom	tom
champions	juara
champions	champion
modèles	model
meilleurs	better
meilleurs	terbaik
meilleurs	best
animaux	haiwan
cheval	kuda
cheval	kuda
cheval	cheval
soutien	sokongan
soutien	support
soutien	sokong
navires	kapal
navires	ships
navires	pembuluh
débuts	debut
milan	milan
milan	milano
rive	rive
animation	animasi
animation	animation
raymond	raymond
méthode	kaedah
communication	komunikasi
petites	kecik
petites	kecil
commun	lumrah
commun	common
jardin	kebun
jardin	keroh
jardin	garden
jardin	taman
min	min
avion	pesawat
avion	aircraft
avion	satah
avion	pesawat
paroisse	mukim
paroisse	jemaah
paroisse	paroki
internes	dalaman
mots	perkataan
portugal	portugal
vert	green
vert	hijau
vert	vert
personnel	personal
personnel	peribadi
personnel	kakitangan
personnel	kakitangan
personnel	staf
personnel	staff
local	tempatan
frank	frank
olivier	oliver
olivier	olivier
catherine	catherine
inde	inde
inde	india
relation	kaitan
relation	perhubungan
relation	hubungan
relation	relationship
crée	mencipta
crée	dicipta
suivantes	mengikuti
suivantes	following
navire	kapal
navire	wadah
navire	kapal
navire	ship
baptiste	baptiste
baptiste	baptist
étudiants	pelajar
étudiants	murid
étudiants	pelajar
étudiants	student
maisons	rumah
apparition	penampilan
apparition	kemunculan
apparition	rupa
manque	kekurangan
manque	hilang
plein	full
plein	kenyang
plein	penuh
naturel	natural
naturel	semulajadi
opposition	pertentangan
franco	franco
simplement	hany
simplement	cuma
simplement	hanya
essentiellement	kebanyakannya
essentiellement	terutamanya
essentiellement	dasarnya
pourtant	namun
adaptation	adaptasi
abbé	pendeta
abbé	abbé
gérard	gérard
gérard	gerard
argument	hujah
semaines	minggu
semaines	minggu
familles	families
familles	keluaga
familles	keluarga
familles	family
familles	keluarga
expérience	percubaan
expérience	experiment
expérience	eksperimen
expérience	ujikaji
expérience	experience
expérience	pengalaman
gardien	guardian
gardien	wali
gardien	guard
gardien	pengawal
gardien	keeper
gardien	goalkeeper
appelle	call
dramatique	drama
dramatique	dramatik
extérieur	luar
extérieur	diluar
extérieur	outdoor
extérieur	luaran
extérieur	luaran
restauration	katering
restauration	pemulihan
restauration	restoration
draft	draf
draft	merangka
médecine	ubat
médecine	perubatan
établissement	penubuhan
établissement	pendirian
marne	marne
régional	serantau
thème	topic
thème	tema
prison	penjara
prison	penjara
distance	jarak
capacité	keupayaan
capacité	kemampuan
capacité	kapasiti
capacité	kebolehan
capacité	keupayaan
capacité	kemampuan
littéraire	sastera
écoles	sekolah
écoles	mazhab
écoles	windsurfing
arrêté	ditahan
arrêté	ditangkap
tradition	tradisi
réalité	kenyataan
réalité	reality
réalité	realiti
savoie	savoie
savoie	savoy
connaissance	berkenalan
connaissance	ilmu
connaissance	pengetahuan
étoile	star
étoile	bintang
marche	marche
marche	berjalan
marche	walking
marche	mac
marche	march
marche	walk
marche	berjalanlah
jaune	kuning
serbie	serbia
permettent	benarkan
permettent	membenarkan
traitement	pemprosesan
traitement	rawatan
masse	jisim
arc	rainbow
arc	pelangi
arc	lengkung
arc	arc
arc	lengkok
arc	cra
arc	berjemaah
arc	busur
arc	bow
tombe	terjun
tombe	falls
tombe	pusara
tombe	makam
tombe	kubur
risque	risiko
risque	hazard
socialiste	sosialis
réalise	sedar
notables	noteworthy
vrai	real
vrai	benar
vrai	true
armées	bersenjatakan
armées	bersenjata
baseball	besbol
arabe	arab
arabe	arab
arabe	arabian
acte	akta
acte	act
acte	lakonan
acte	bertindak
acte	akta
arthur	arthur
live	live
grèce	yunani
grèce	greece
major	pengkhususan
major	mejar
major	major
santa	santa
civile	civil
civile	sivil
essai	essay
essai	esei
essai	karangan
essai	cubaan
essai	percubaan
essai	testing
essai	test
décrit	menghuraikan
décrit	dihuraikan
décrit	digambarkan
décrit	diterangkan
anglaise	inggeris
écosse	scotland
albums	album
héros	heroes
héros	pahlawan
héros	wira
héros	hero
héros	wira
reprend	resume
termes	terma
permis	permit
permis	lesen
permis	lesen
permis	permit
nantes	nantes
filles	girls
filles	babes
filles	daughters
midi	zuhur
midi	tengahari
midi	tengahari
midi	midi
aura	aura
pdf	pdf
géographique	geografi
ciel	heaven
ciel	syurga
ciel	ciel
ciel	sky
ciel	langit
anti	anti
rang	darjat
rang	pangkat
rang	rank
rang	kayuh
occidentale	west
occidentale	barat
occidentale	barat
occidentale	western
washington	washington
rurale	pedalaman
maladie	penyakit
maladie	penyakit
maladie	sickness
maladie	penyakit
aéroport	airport
aéroport	bandara
king	raja
king	king
dictionnaire	dictionnaire
dictionnaire	kamus
autorité	autoriti
autorité	authority
autorité	amf
portant	bearing
officielle	rasmi
officielle	official
objectif	objektif
objectif	lens
objectif	purpose
objectif	gol
objectif	matlamat
objectif	goal
objectif	sasaran
objectif	target
cap	cape
cap	jubah
cap	cap
cap	tudung
sorte	susun
ingénieur	jurutera
ingénieur	jurutera
irlande	ireland
occupe	occupies
hongrie	hungary
peine	hukuman
peine	kalimat
peine	duka
peine	penalti
peine	kepedihan
peine	sakit
peine	keperitan
peine	kesakitan
peine	pain
britanniques	british
absence	ketiadaan
importants	penting
guerres	peperangan
guerres	wars
guerres	perang
yves	yves
yves	stanley
sociétés	syarikat
chanteuse	penyanyi
chanteuse	singer
crise	krisis
brigade	skuad
brigade	briged
chapitre	bab
tient	memegang
madrid	madrid
cordialement	ikhlas
cordialement	terimakasih
cordialement	thanks
cordialement	syukur
drapeau	bendera
utilisés	diguna
utilisés	digunakan
application	aturcara
application	aplikasi
application	app
application	aplikasi
responsable	bertanggungjawab
responsable	penyelenggara
responsable	penyenggara
circuit	circuit
circuit	litar
japonaise	jepun
banque	banking
banque	perbankan
banque	bank
décédé	died
décédé	almarhum
décédé	mendiang
décédé	allahyarham
danse	dance
danse	tarian
danse	menari
danse	gelek
danse	menari
danse	dancing
désigner	calonkan
genève	genève
genève	geneva
développé	dikembangkan
développé	dibangunkan
systèmes	sistem
élèves	pelajar
élèves	murid
officiellement	officially
remplacé	digantikan
remplacé	digantikan
remplacé	diganti
fleuve	sungai
fleuve	river
univers	universe
univers	semesta
critiques	kritikan
critiques	pengkritik
critiques	kritik
critiques	semakan
critiques	kritikal
vraiment	truly
vraiment	sungguh
argentine	argentina
argentine	argentina
salon	lounge
salon	salon
écriture	tulisan
écriture	menulis
écriture	penulisan
libération	pembebasan
libération	lepaskan
libération	pelepasan
libération	dedahkan
libération	release
entièrement	fully
entièrement	sepenuhnya
entièrement	sepenuhnya
largement	meluas
die	die
die	mati
jazz	jazz
jazz	jaz
réunion	perjumpaan
réunion	rapat
réunion	mesyuarat
réunion	meeting
réunion	reunion
trente	trente
trente	trento
julien	julian
julien	julien
chasse	memburu
chasse	pemburuan
chasse	memburu
chasse	hunt
chasse	pemburuan
paru	muncul
processus	process
processus	proses
processus	proses
gaz	gas
gaz	gaz
gaz	gas
orléans	orleans
orléans	orléans
catégories	kategori
catégories	kategori
propres	sendiri
mixte	bercampur
mixte	campuran
mixte	mixed
mixte	dicampur
régulièrement	teratur
gmina	gmina
juan	juan
véritable	real
véritable	asli
véritable	tulen
véritable	genuine
véritable	benar
véritable	true
lee	lee
rapide	rapid
rapide	laju
rapide	cepat
agriculture	pertanian
traduit	translates
traduit	diterjemah
traduit	menterjemahkan
traduit	terjemah
traduit	menterjemah
chœur	koir
chœur	chorus
chœur	korus
décret	dekri
décret	ketetapan
décret	dekrit
léon	léon
léon	leon
léon	leo
naturelle	natural
naturelle	semulajadi
plantes	tanaman
plantes	tumbuhan
permettre	benarkan
permettre	membenarkan
nommée	bernama
résidence	residence
résidence	kediamannya
résidence	kediaman
fusion	penyatuan
fusion	gabung
fusion	cantuman
fusion	cantum
fusion	fusion
fusion	melting
fusion	meleleh
fusion	leleh
fusion	mencair
critères	kriteria
commandement	arahan
commandement	perintah
portrait	potret
portrait	portrait
mairie	mairie
choses	perkara
jan	jan
sang	sang
sang	blood
sang	darah
jeanne	jane
jeanne	jeanne
indique	menunjukkan
yeux	mata
yeux	eye
yeux	mata
all	semua
types	jenis
moyens	bermaksud
moyens	bererti
moyens	ertinya
reprise	resume
reprise	reprise
prédécesseur	awalan
retraite	persaraan
retraite	pencen
retraite	bersara
retraite	pencen
retraite	pencen
retraite	berundur
description	description
ferroviaire	rail
ferroviaire	rel
table	table
table	jadual
table	meja
antonio	antonio
magnitude	magnitud
emploi	jobs
emploi	pekerjaan
promotion	promosi
promotion	promosi
québécois	québécois
québécois	quebec
alliance	perikatan
alliance	persekutuan
alliance	pakatan
obtenu	diperoleh
obtenu	diperolehi
unités	unit
quel	alahai
quel	ape
importantes	penting
brun	brown
faune	wildlife
faune	fauna
faune	hiking
faite	diperbuat
faite	made
faite	bancuh
faite	done
participé	dihadiri
participé	menghadiri
actions	kongsian
actions	perkongsian
actions	tindakan
baron	baron
contributeurs	penyumbang
contributeurs	penyumbang
biographie	bio
biographie	biodata
biographie	biografi
effets	kesan
effets	effect
effets	kesan
bosnie	bosnia
explique	explain
explique	terangkan
explique	menjelaskan
