முன்னோர்கள்	пращурів
விரிவாக்கி	сміливість
திறக்கும்	відкриття
திறக்கும்	відкривання
திறக்கும்	відкривається
திறக்கும்	відкриваємо
ராபர்ட்ஸ்	робертс
கிரி	гірі
பிரைவேட்	рядовий
அசிட்டேட்டு	ацетат
மருமகன்	племінник
பக்தர்களின்	упа
கிரகங்கள்	планети
தோழன்	мате
தோழன்	мат
நாட்டியம்	танці
நாட்டியம்	танцюй
நாட்டியம்	танець
நாட்டியம்	танцювальна
நாட்டியம்	танок
நிறைவுற்ற	насичені
கடனை	борг
கடனை	боргу
சாஹிப்	сахіб
உபரி	додатки
அனுபவ	exp
குட்டிகள்	цуценят
ஓவியத்தை	малювання
ஓவியத்தை	картина
ஓவியத்தை	живопис
மணமகள்	наречена
சின்னப்பர்	фів
நிரூபிக்க	довести
ஜூலி	juli
ஜூலி	джулі
சொல்லாட்சி	риторика
அலங்கரிக்கப்பட்ட	прикрасили
அலங்கரிக்கப்பட்ட	нагороджений
ஒலிகள்	звуки
ஒலிகள்	звучить
ஜோர்டான்	йорданії
ஜோர்டான்	джордан
பிரபஞ்சம்	всесвіт
பிரபஞ்சம்	галактика
சிறுநீரகம்	нирки
மறக்க	забувати
மறக்க	забути
மறக்க	забудь
பிளாங்க்	планка
சுயசரிதை	біографія
சுயசரிதை	біографію
ரூபி	ruby
அத்தை	тітка
அத்தை	тьотя
துரோகம்	зрада
துரோகம்	зрада
சீரோ	сіро
சரியா	правий
சரியா	права
சரியா	право
சரியா	праворуч
பிட்டு	біт
கார்லோ	карло
நடக்கின்றன	відбувається
நடக்கின்றன	відбувалися
பக்கத்து	сусід
கருச்சிதைவு	викидень
ஆரியர்	арії
பண்பேற்றம்	модуляція
திரி	tri
டேம்	дам
படுக்கையில்	ліжко
படுக்கையில்	постіль
விவசாயி	фермер
வழங்குநர்	вузол
வழங்குநர்	ведуча
வழங்குநர்	постачальника
பதினொன்று	одинадцять
வெளிநாட்டில்	закордоном
வெளிநாட்டில்	закордон
திறமைகளை	таланти
திறமைகளை	здібності
நிற்பது	стоїть
நிற்பது	стоячи
நிற்பது	стоять
இரகசியமாக	таємно
முன்னேற்றத்தை	прогрес
முன்னேற்றத்தை	поступ
முகமூடி	маску
முகமூடி	маска
கோல்ட்மேன்	голдман
எலியட்	еліот
வியாபாரிகள்	крамнички
மொழிபெயர்க்கப்பட்டது	перекладено
பட்லர்	батлер
காட்டப்பட்டது	відхилити
காட்டப்பட்டது	скасувати
காட்டப்பட்டது	відкинути
காட்டப்பட்டது	показана
காட்டப்பட்டது	показані
காட்டப்பட்டது	показано
தந்தையர்	отці
தந்தையர்	батьки
முபாரக்	мубарак
வயர்லெஸ்	бездротовий
குளூனி	клуні
பென்னி	пенні
பென்னி	бенні
லூக்	люк
ஹன்னிபால்	ганнібал
வில்லி	віллі
பொய்யான	false
பொய்யான	фальшивий
பொய்யான	підробка
படத்தைப்	світлину
படத்தைப்	світлина
படத்தைப்	світлині
படத்தைப்	фото
முற்றத்தில்	дворі
தேவாலயங்கள்	церкви
தேவாலயங்கள்	церквах
தேவாலயங்கள்	храми
தேவாலயங்கள்	церков
மல்யுத்தம்	боротьба
டோ	металевим
பெட்ரோ	педро
பிம்பம்	зображення
இறுக்கம்	стиснення
இறுக்கம்	стискання
இழப்பீடு	компенсація
கோலங்கள்	креслення
கோலங்கள்	малюнки
நீட்டிப்பு	розширювати
நீட்டிப்பு	похмілля
வினைச்சொல்	дієслово
பிசுமத்	вісмут
ஜாகுவார்	jaguar
கிராமத்திற்கு	село
பாணிகள்	стилів
பாணிகள்	стилі
அல்ஜீரியா	алжиру
அல்ஜீரியா	алжир
குளிர்காலம்	зима
குறிப்பான	конкретних
குறிப்பான	певне
குறிப்பான	конкретні
காத்துக்	очікування
காத்துக்	чекаю
செதுக்கப்பட்ட	вирізали
ஜெனிபர்	дженніфер
டோம்	купол
ஆராய்ச்சியாளர்	дослідників
நதியா	надя
நதியா	nadia
பத்திரிக்கையாளர்	журналіст
இர்வின்	ірвін
புரூக்	брук
புரூக்	брук
உற்பத்தியாளர்	виробник
புதன்கிழமை	середа
கொரியன்	корейська
முன்னொட்டு	префікс
விவகாரம்	скандал
விவகாரம்	випуск
விவகாரம்	видання
முதலாளித்துவ	спалахнув
அடித்தளமாக	покараний
பயோடீசல்	біодизель
பாடு	співають
பாடு	співай
பாடு	співаю
ஆளில்லா	безпілотний
பண்டார	pandora
தமன்	даман
பாகா	баха
கிடங்கு	склад
கிடங்கு	сховище
சோடா	сода
நாஷ்	неш
நாஷ்	рівновага
பயங்கரமான	лякає
பயங்கரமான	страшна
பயங்கரமான	страшно
பயங்கரமான	страшне
பயங்கரமான	страшний
பயங்கரமான	жахливий
பயங்கரமான	жахливо
பயங்கரமான	жахливе
பயங்கரமான	жахлива
பொறுத்தே	залежить
பொறுத்தே	правильніше
சிறப்பானது	обрані
வெனிலா	ваніль
உரையாற்றினார்	звернувся
வழித்தடங்கள்	шляхи
வழித்தடங்கள்	маршрутів
வழித்தடங்கள்	маршрути
துறவறம்	святий
துறவறம்	saint
துறவறம்	сен
குடிக்கும்	пили
குடிக்கும்	пити
குடிக்கும்	пиття
குடிக்கும்	алкогольні
பார்க்கப்பட்டது	бачили
பார்க்கப்பட்டது	бачив
பார்க்கப்பட்டது	дивились
பார்க்கப்பட்டது	дивилися
பார்க்கப்பட்டது	дивився
காப்பாளர்	супровід
மேனி	мені
கையாளுதல்	поводження
கையாளுதல்	обробка
கையாளுதல்	маніпуляція
வழங்குவதில்	надання
அடித்தள	підвал
கார்டர்	картер
ரைடர்ஸ்	вершники
குடிமகன்	житель
குடிமகன்	громадянин
பேராசிரியர்கள்	професорів
பால்டிக்	балтійське
ஏற்கப்பட்டது	прийнято
ஏற்கப்பட்டது	прийняті
ஏற்கப்பட்டது	прийняли
ஏற்கப்பட்டது	прийнятий
அரசுகளும்	уряди
மொசாம்பிக்	мозамбіку
ஒட்டுண்ணி	паразитів
சுடும்	шутер
சுடும்	стрілок
ஃபெராரி	феррарі
ஃபெராரி	ferrari
ஜாதி	каста
நிறுத்தங்கள்	припиняється
நிறுத்தங்கள்	зупинки
நிறுத்தங்கள்	припиняє
நிறுத்தங்கள்	зупиняє
நிறுத்தங்கள்	зупинок
பர்	бурр
ஈரம்	мокра
ஈரம்	мокрий
அடுக்கி	укладач
மிருகங்கள்	звірі
மிருகங்கள்	тварини
விதிவிலக்கு	винятки
பொறுமை	терпіння
குறிப்பை	зауваження
குறிப்பை	примітки
குறிப்பை	зауважте
குறிப்பை	примітка
குறிப்பை	нота
ஜார்ஜியா	грузія
ஜார்ஜியா	грузії
ஜார்ஜியா	грузію
சிறகுகள்	пір
சிறகுகள்	крила
காகம்	corvus
காகம்	crow
காகம்	ворона
ஜிகாத்	джихад
பையன்	хлопчик
பையன்	закохалася
பையன்	гай
பையன்	гі
பையன்	хлопець
மெய்யான	оригінал
மெய்யான	оригінальна
மெய்யான	оригінальне
மெய்யான	початкове
மெய்யான	оригінальний
கோர்டன்	гордон
ஹாரிசன்	гаррісон
சுற்றுகள்	раунди
சுற்றுகள்	раундів
குறும்படங்கள்	піктограми
குறும்படங்கள்	ікони
குறும்படங்கள்	піктограм
குரல்கள்	голоси
சிண்ட்ரெல்லா	попелюшка
மோ	мо
தோட்டக்கலை	рослинництво
தோட்டக்கலை	садівництво
தீவுக்கூட்டம்	архіпелаг
இஞ்சி	джинджер
கணவனை	чоловічок
காசநோய்	туберкульозу
பிரான்	браун
பிரான்	піран
ஏபெல்	абель
பெல்ஜிய	бельгійські
பெல்ஜிய	бельгійський
சமரசம்	компроміс
பணியாளர்களின்	співробітників
பணியாளர்களின்	працівників
பணியாளர்களின்	працівники
பணியாளர்களின்	службовців
பணியாளர்களின்	персонал
பணியாளர்களின்	штаб
முந்திரி	горішок
தோராயமான	шалена
தோராயமான	суворий
தோராயமான	важкий
தோராயமான	rough
திறமைகள்	навички
திறமைகள்	уміння
திறமைகள்	навики
திறமைகள்	таланти
விஷம்	отрути
விஷம்	отруту
விஷம்	отрута
பீங்கான்	порцеляна
கரோலின்	кароліна
கரோலின்	керолайн
மதிப்புறு	буквальному
விஸ்கி	віскі
விஸ்கி	віскі
பேனா	перо
பேனா	ручка
பேனா	opengl
திணிப்பு	скидання
திணிப்பு	дамп
ஸல்	сел
ஸல்	селе
மாஸ்	маса
மாஸ்	mass
குத்து	удару
குத்து	кидок
குத்து	удар
நட்டு	горіх
ஊழி	епоха
ஊழி	епохи
ஊழி	епоху
சொகுசு	розкішний
சொகுசு	розкішні
சொகுசு	розкіш
சொகுசு	luxury
நம்பத்தகுந்த	вірно
யே	ура
குங்	кунг
சேகரிக்க	зібрати
சேகரிக்க	збирати
சிதறல்	розсіяння
சிதறல்	розсіювання
ஆலம்	алам
சுவடுகள்	сліди
உகாண்டா	уганда
கருக்கலைப்பு	аборт
உருப்படிகள்	елементів
உருப்படிகள்	пункти
உருப்படிகள்	елементи
வெளியாகிறது	знято
கர்ப்பப்பை	шийки
கரீம்	карім
காத்மாண்டு	катманду
இரவுகள்	ночі
இரவுகள்	ночей
ஷர்மா	шарма
வைமாக்ஸ்	wimax
செவ்வாய்க்கிழமை	вівторок
பரிசுத்த	святі
பரிசுத்த	святе
பரிசுத்த	свята
பரிசுத்த	священні
பரிசுத்த	святий
சியாங்	сян
வரதட்சணை	придане
அகலமான	ширше
சர்வாதிகாரி	диктатор
புதர்	густі
பீஸ்	піс
முகில்	хмара
கிட்மேன்	кідман
கிராமங்களை	селах
கிராமங்களை	села
கிராமங்களை	сіл
பூசி	тепло
பூசி	теплі
பூசி	тепла
முடுக்கம்	прискорення
இருக்கும்போதே	поки
கடத்தப்பட்ட	викрали
சோர்ஸ்	соареш
இறுக்கமாக	міцно
இறுக்கமாக	туго
விரும்பத்தகாத	неприємна
இசைக்கு	мелодії
இசைக்கு	мелодію
இத்தாலியன்	італійською
இத்தாலியன்	італійський
இத்தாலியன்	італієць
இத்தாலியன்	італійська
இத்தாலியன்	італійської
ஒயிட்	білий
ஒயிட்	біла
ஒயிட்	біле
ஒயிட்	білі
ஒயிட்	вайт
தொந்தரவு	шокує
தொந்தரவு	переслідування
தொந்தரவு	турбувати
தால்	dal
சான்டா	санта
கேளுங்கள்	слухайте
கேளுங்கள்	прослухати
கேளுங்கள்	слухати
கேளுங்கள்	слухай
ஃபிராங்கண்ஸ்டைன்	франкенштейн
கிடைமட்ட	горизонтальний
கிடைமட்ட	горизонтальна
கிடைமட்ட	горизонтальне
கிடைமட்ட	горизонтально
கேன்ஸ்	канни
கிளாஸ்கோ	glasgow
மட்டு	модульний
ஹாலந்து	голландії
ஹாலந்து	голландія
வடிகால்	дренаж
ஆக்ஸிஜன்	киснем
ஆக்ஸிஜன்	кисень
செருகி	додатком
செருகி	додаток
அடுப்பு	плита
அடுப்பு	піч
புல்வெளி	газон
அடிமைத்தனம்	рабство
தொடர்புடையவை	схожі
ஷேக்ஸ்பியர்	шекспір
மெர்ரில்	меррілл
அன்ரன்	антон
ஜாஸ்	джаз
ஜாஸ்	jazz
ஜாஸ்	джазу
அன்பும்	любов
அன்பும்	кохаю
அன்பும்	кохання
கலவைகள்	нараховують
வைரல்	вірусний
சகாப்தம்	епоха
தானியம்	зерна
தானியம்	зерно
தானியம்	пластівці
மூ	му
ரூஸ்வெல்ட்	рузвельт
டொபாகோ	тобаго
செப்பெலின்	zeppelin
ஆர்டர்	замовила
ஆர்டர்	замовив
ஆர்டர்	замовили
ஆர்டர்	замовляв
ஆர்டர்	замовляли
ஆர்டர்	замовити
ஆர்டர்	ордер
ஆர்டர்	наказ
ஆர்டர்	порядок
மதுவிலக்கு	заборони
மதுவிலக்கு	заборона
பயணிகளும்	подорожніх
கரங்கள்	рук
கரங்கள்	руками
கரங்கள்	руки
அரசியலிலும்	зосереджені
படிவங்கள்	форм
படிவங்கள்	форми
நிறைவடைந்தது	завершено
நிறைவடைந்தது	завершені
நிறைவடைந்தது	закінчено
நிறைவடைந்தது	закінчиться
நிறைவடைந்தது	закінчив
நெடுந்தீவு	делфт
பலமாக	сильнішим
பலமாக	сильніші
பலமாக	сильніше
பலமாக	сильнішою
பலமாக	сильніший
தீர்மானிக்கிறது	визначає
திருடன்	злодія
திருடன்	злодій
கபில	каштан
ஜோவி	jovi
நாற்காலி	крісло
நாற்காலி	стілець
விற்பனையாளர்	продавця
விற்பனையாளர்	продавець
ஓநாய்	вовк
வர்ண	пігмент
பாகு	баку
பீட	плато
கிராமத்து	село
உத்திகளை	стратегії
ஹாப்	гоп
ஹாப்	hop
ஹாப்	хоп
தேவதைகள்	фей
தேவதைகள்	нерозуміння
தேவதைகள்	янголи
தேவதைகள்	angels
தேவதைகள்	ангели
கோர்ட்	судові
கோர்ட்	суд
அஸ்ஸாம்	ассам
லூனா	луна
ஆண்டனி	ентоні
ஆண்டனி	антоні
அருளும்	благодать
அருளும்	милість
நறுமணம்	пахощі
சுயமாக	власна
சுயமாக	власний
தேனீக்கள்	бджіл
தேனீக்கள்	бджоли
அறிக்கைகளை	заяви
அறிக்கைகளை	судження
அறிக்கைகளை	виписки
அறிக்கைகளை	заяв
உரங்கள்	добрива
பெண்டிர்	дами
பெண்டிர்	леді
பெண்டிர்	дівчатка
பெண்டிர்	пані
நெறிகள்	протоколи
நெறிகள்	протоколів
நார்மாண்டி	нормандія
எல்லாவற்றிலும்	everything
எல்லாவற்றிலும்	все
எல்லாவற்றிலும்	усе
ஃபேஸ்புக்	фейсбук
ஃபேஸ்புக்	facebook
ஜோனாஸ்	йонас
செய்தித்தாள்கள்	газетах
செய்தித்தாள்கள்	газети
ஜேக்கப்	якоб
ஜேக்கப்	джейкоб
ஜேக்கப்	яків
நெற்றி	чоло
நெற்றி	лоб
உணர்தல்	реалізації
உணர்தல்	реалізація
சந்தித்தனர்	знайомство
சந்தித்தனர்	зустрічаються
பூசாரி	священик
வணிகங்கள்	підприємцям
வணிகங்கள்	бізнесу
வணிகங்கள்	компаніями
லாலா	ляля
பிங்	бінг
பிங்	локацію
கபீர்	кабір
திருப்பு	віддзеркалення
திருப்பு	перевернути
ஆணி	nail
டிஸ்கவரி	відкриття
டிஸ்கவரி	знахідка
ஆத்தர்	артур
சத்ய	сатья
குறைத்தது	зведена
கலந்துகொண்டனர்	поїхала
கலந்துகொண்டனர்	ходив
கலந்துகொண்டனர்	поїхав
கலந்துகொண்டனர்	відвідали
இல்லாமலே	без
மதீனா	медіна
மோர்கன்	морган
மன்மதன்	купідон
வீனஸ்	венера
பெய்லி	бейлі
தொகுக்கப்பட்டது	зібрані
தொகுக்கப்பட்டது	зібрано
எளிமை	простота
மினாக்	міноуг
எஸ்தர்	естер
டூர்	гастролі
டூர்	tour
டூர்	тур
சுற்றிப்	around
சுற்றிப்	довкола
சுற்றிப்	навколо
சுழலி	турбіна
ஆய்வக	лабораторія
நெபுலா	туманність
கிரியை	працює
பாதிக்கப்பட்டவர்கள்	жертв
பாதிக்கப்பட்டவர்கள்	жертви
பாதிக்கப்பட்டவர்கள்	жертвами
பாதிக்கப்பட்டவர்கள்	постраждалих
பாதிக்கப்பட்டவர்கள்	постраждалим
வெற்றிடம்	вакуум
கலந்துகொண்ட	відвідали
வினாடி	другий
வினாடி	друге
வினாடி	друга
வினாடி	секунда
பத்திரிகையாளர்கள்	журналіст
பத்திரிகையாளர்கள்	журналістів
பத்திரிகையாளர்கள்	журналісти
டோன்	тонус
டோன்	тон
டோன்	тоне
பிக்காசோ	пікассо
பீட்	піт
தேடிய	шукали
அடைவு	каталог
அடைவு	тека
பிடியில்	зчеплення
துளி	крапля
துளி	викинути
துளி	скинути
துளி	кинути
கெல்லர்	келлер
கணித்த	передбачав
பரிந்துரையை	рекомендацію
அகதி	біженців
ஆதாம்	адам
அவென்யூ	проспект
அவென்யூ	avenue
கோழிகள்	годує
கோழிகள்	курей
கோழிகள்	кури
மறுக்கப்பட்டது	відмовлено
மறுக்கப்பட்டது	заборонено
பெல்லி	бель
நலத்துறை	дотації
குத்தகை	лізинг
குத்தகை	ліз
ரஸ்புடின்	юхимович
தியோடர்	теодор
ஹார்வர்டு	гарварду
கண்டியில்	канді
புத்தம்	бренду
புத்தம்	бренд
புத்தம்	brand
வனவிலங்குகள்	природу
கேட்டது	почув
கேட்டது	чув
கேட்டது	почула
கேட்டது	чули
கேட்டது	чула
பத்மா	падма
பொலிவு	лісовий
ஒட்டாவா	оттава
தோற்றது	невдало
தோற்றது	невдача
தோற்றது	збій
தோற்றது	помилка
மூலை	кутку
மூலை	куточок
மூலை	куті
இமாலய	гімалайська
அஃப்லெக்	аффлек
நொதித்தல்	бродіння
ஆஸ்கர்	оскар
டேவி	дейві
ஜகார்த்தா	джакарта
மீறும்	порушує
கார்ட்	віз
கார்ட்	візок
காக்ஸ்	кокс
பாஷா	баша
பாஷா	паша
எக்செல்	excel
முட்கள்	колючки
வினாக்கள்	запитань
வினாக்கள்	питань
வினாக்கள்	вопросы
வினாக்கள்	запитання
வினாக்கள்	питання
செயலற்ற	простій
செயலற்ற	бездіяльність
கைரேகை	відбиток
இலினொய்	іллінойс
எத்தியோப்பியா	ефіопії
வாக்களிக்கும்	голосування
கண்ணுக்குத்	невидимі
கண்ணுக்குத்	невидимий
பெல்லா	белла
லாரா	лора
லாரா	лаура
லாரா	лара
பிரான்சுவா	francois
பிரான்சுவா	франсуа
அற்புதம்	чудові
அற்புதம்	красень
அற்புதம்	дивовижна
பெர்க்லி	берклі
மொழிபெயர்க்க	переклад
மொழிபெயர்க்க	перекласти
மொழிபெயர்க்க	перекладати
அதிசயம்	диво
அதிசயம்	чудо
அதிசயம்	цікаво
மீனின்	вступили
எபிசோட்	епізод
கியோட்டோ	кіото
கச்சேரிகள்	концерти
எடி	едді
எடி	едді
இஸ்லாமியர்கள்	мусульмани
ஆப்கான்	афганський
அப்துல்லாஹ்	абдулла
அல்பேனியா	албанії
அல்பேனியா	албанія
பிலாத்து	пилат
மகிமை	славу
மகிமை	слава
பாத்	ванна
பாத்	ванни
போதகர்	проповідник
கோபா	кубок
நரகம்	hell
நரகம்	пекло
நரகம்	чорти
சிரிப்பு	сміх
சிரிப்பு	сміх
சிரிப்பு	сміятися
டைட்டானிக்	титанік
கேஸ்	регістр
கேஸ்	справа
கேஸ்	випадок
கேஸ்	випадку
கேஸ்	газова
கேஸ்	газу
கேஸ்	газ
லெவி	леві
என்றென்றும்	назавжди
என்றென்றும்	forever
என்றென்றும்	навіки
கேல்	гейл
படுகை	басейн
வாழைப்பழம்	банан
கிடைக்காது	недоступний
கிடைக்காது	недоступні
கிடைக்காது	недоступна
கிடைக்காது	недоступне
பவுண்டுகள்	кілограми
பவுண்டுகள்	фунтів
பவுண்டுகள்	фунти
நிச்சயமற்ற	невизначеність
மாறு	перемикання
மாறு	перемикач
சேர்க்கவும்	додавання
சேர்க்கவும்	додавати
சேர்க்கவும்	додати
சேர்க்கவும்	включення
சேர்க்கவும்	включити
சேர்க்கவும்	включати
வடம்	дріт
வடம்	кабель
சாரணர்	розвідник
வெள்ளப்பெருக்கு	повінь
அழகை	краса
குள்ள	карлик
குள்ள	гном
குவியம்	фокус
குவியம்	фокусування
குவியம்	focus
லெப்டினன்ட்	лейтенант
லெப்டினன்ட்	лейтенанта
பாதுகாக்கிறது	захищає
இரிடியம்	іридій
அங்கோலா	анголи
வைத்திருக்கிறது	тримає
நார்மன்	норман
எதற்காக	чому
எதற்காக	нащо
எதற்காக	навіщо
பீனிக்ஸ்	фенікс
லேன்	вуличка
குமட்டல்	нудота
நிமிர்ந்து	примусово
நிமிர்ந்து	змусили
நிமிர்ந்து	вимушена
விக்கிகள்	wikis
சினி	кіноклуб
மாண்டரின்	mandarin
மாண்டரின்	мандарин
திராவிடம்	дравідійські
ஆரியன்	арії
பராகுவே	парагвай
கடுகு	гірчиця
குத்திக்	пірсинг
விசாரிக்க	розслідування
விசாரிக்க	перевіряли
காசோலை	чек
நண்டுகள்	краби
ரகசியமாக	таємно
காண்கிறார்	дивиться
காண்கிறார்	дивитися
காண்கிறார்	дивлюсь
பலேடியம்	паладій
கருத்தைப்	коментар
கருத்தைப்	коментувати
கருத்தைப்	прокоментувати
ஹரோல்ட்	гарольд
வாரிசாக	успадкувати
உலோகவியல்	металургія
ஹாமில்டன்	гамільтон
விகுதி	чисельник
பிரதிபலிக்கிறது	представляє
பிரதிபலிக்கிறது	відображаються
மைனர்	мінор
மைனர்	незначна
மைனர்	молодший
மைனர்	незначний
மைனர்	молодші
ஆமாம்	yes
ஆமாம்	так
தன்னார்வலர்கள்	волонтери
தன்னார்வலர்கள்	волонтерів
தன்னார்வலர்கள்	добровольці
மடகாஸ்கர்	мадагаскар
கேள்	запитати
கேள்	питати
கேள்	запитувати
கேள்	попросити
கேள்	спитати
கேள்	ask
கேள்	слухайте
கேள்	прослухати
கேள்	слухати
கேள்	слухай
சோயா	сої
துணிகளை	одяг
உதவுவது	допомогу
உதவுவது	допомагати
உதவுவது	допомагають
பஜார்	базар
உடம்பு	хворим
உடம்பு	хворі
உடம்பு	хвора
உடம்பு	хворий
உடம்பு	захворіла
கண்களால்	очі
கண்களால்	очей
கண்களால்	очам
மாத்திரைகள்	таблетки
மாத்திரைகள்	пігулки
கோல்ஃப்	гольф
அரக்கு	maroon
வாட்ச்மென்	хранителі
வாடி	ваді
மாதாந்திர	щомісяця
மாதாந்திர	місячного
மாதாந்திர	місячний
பாலிடெக்னிக்	політехнічний
எழுது	записати
எழுது	напишіть
எழுது	пишіть
எழுது	виписати
எழுது	написати
எழுது	написати
எழுது	спалити
எழுது	записати
எழுது	burn
பிரயன்	брайан
பிரயன்	браян
பிரயன்	браян
ராஜினாமா	звільнення
பவள	coral
பவள	корал
பவள	кораловий
நைஜல்	найджел
ஆதாயம்	підсилення
ஆதாயம்	заробити
அறிவிப்புகள்	сповіщень
அறிவிப்புகள்	сповіщення
ஓரம்	поле
ஓரம்	рамки
ஓரம்	обрамлення
ஓரம்	межа
ஓரம்	кордон
ஓரம்	рамка
பிளேர்	блер
பயனும்	безрезультатно
ஐன்ஸ்டீன்	ейнштейн
சந்தர்ப்பத்தில்	нагоди
கிளீசு	gj
தொண்டர்கள்	волонтери
தொண்டர்கள்	волонтерів
தொண்டர்கள்	добровольці
அரட்டை	спілкування
அரட்டை	балачки
அரட்டை	чат
நடத்தல்	ходити
நடத்தல்	прогулянка
நடத்தல்	прогулянки
உணரி	датчик
பேரம்	угоди
ஏவல்	імператив
குயின்	цариці
குயின்	королева
குயின்	queen
குயின்	краля
குயின்	цариця
பாக்தாத்	багдада
சட்டவிரோத	незаконними
சட்டவிரோத	незаконно
சட்டவிரோத	незаконне
சட்டவிரோத	незаконні
சட்டவிரோத	незаконний
சிக்கலானது	складність
சிக்கலானது	критична
சிக்கலானது	критичні
சிக்கலானது	критичний
சிக்கலானது	складне
சிக்கலானது	складно
சிக்கலானது	складною
ட்விட்டர்	twitter
ட்விட்டர்	тремтіння
புறக்கணிப்பு	бойкот
முகவர்கள்	агенти
வில்வித்தை	поцілив
உணர்	feel
உணர்	відчуваю
உணர்	відчути
கோகோ	коко
கோகோ	коко
கையடக்க	кпк
பிளஸ்	плюс
பிளஸ்	plus
பாசிச	фашист
பரிவு	симпатії
பரிவு	співчуття
பரிவு	симпатія
ஏந்திய	тримала
ஏந்திய	плакатами
எமினெம்	eminem
மேம்பாலம்	шляхопровід
பாப்லோ	пабло
தூக்கம்	сонна
தூக்கம்	сонний
தூக்கம்	сліпі
தூக்கம்	сон
தூக்கம்	спати
மீட்பர்	спас
மீட்பர்	рятівника
மீட்பர்	спаситель
கழி	відняти
சமஸ்கிருதத்தில்	санскрит
வடிவமைக்கப்பட்டுள்ளன	деревні
மாலுமிகள்	матроса
கவர்	обкладинку
கவர்	cover
கவர்	обкладинка
கவர்	обкладинки
அண்ட்ராய்டு	android
ருவாண்டா	руанди
வியர்வை	поту
கென்னத்	кеннет
சந்ததி	offspring
ஞானத்தை	мудрості
ஞானத்தை	мудрість
புரட்சிகரமான	революційний
குறிக்கோள்கள்	цілі
குறிக்கோள்கள்	голи
பொதுவானது	публічний
பொதுவானது	громадське
பொதுவானது	паблік
பொதுவானது	відкритий
பொதுவானது	публічна
பொதுவானது	громадського
தோமசு	томас
எல்லிஸ்	елліс
விக்	перуку
விக்	вік
நிரப்பு	заповнення
நிரப்பு	заповнювати
நிரப்பு	заповнити
வெறி	розпачі
வெறி	відчайдушні
மருமகள்	племінниця
டாய்	дай
பாலும்	молоко
பாலும்	молока
பாலும்	milk
அந்தோணி	ентоні
அந்தோணி	антоні
அடித்தல்	ліхтарик
அடித்தல்	ударів
அடித்தல்	батіг
கில்பர்ட்	гілберт
குழப்பமான	хаос
குழப்பமான	неприємні
ராசி	зодіак
வரிவிதிப்பு	оподаткування
கொக்கோ	какао
எட்கர்	едгар
பலவீனம்	слабкість
பலவீனம்	слабкості
அழைப்பிதழ்	запрошення
விரதங்கள்	віра
பந்துவீச்சு	боулінг
வெளியீட்டாளர்	видавець
வெளியீட்டாளர்	видавець
சோபியா	софійська
சோபியா	софія
சோபியா	софія
நொடிகள்	сек
நொடிகள்	секундах
நொடிகள்	секунд
நொடிகள்	секунди
நொடிகள்	сек
கடல்கள்	моря
கடல்கள்	морів
வடிவமைத்தல்	форматування
டிசைன்	проектування
டிசைன்	дизайн
டிசைன்	розробка
வரம்புகள்	обмеження
வரம்புகள்	границі
வரம்புகள்	межі
வரம்புகள்	обмеження
பிசின்	смола
நேப்பியர்	napier
மார்ஸ்	марс
மார்ஸ்	mars
பேச்சுக்கள்	розповідає
பேச்சுக்கள்	розмовляє
பேச்சுக்கள்	говорить
உடைகளை	одяг
சேத்	сет
துயரம்	горя
துயரம்	горе
குணமாகும்	зажила
சுட்டிக்காட்டி	індикатор
பசை	клей
புதுப்பித்தல்	поновити
புதுப்பித்தல்	оновити
புதுப்பித்தல்	оновлення
சிமோன்	симона
சிமோன்	сімон
டெனிஸ்	деніз
டெனிஸ்	деніс
டெனிஸ்	денис
ராய்ட்டர்ஸ்	reuters
ரெனே	рене
சைனா	china
சைனா	китаї
சைனா	китаю
சைனா	китай
வினவல்	діалог
வினவல்	запиту
வினவல்	запит
பாதுகாவலர்	захисники
பாதுகாவலர்	захист
விருந்தோம்பல்	гостинності
விருந்தோம்பல்	гостинність
எக்குவடோர்	еквадор
மிமி	мімі
ஸ்டுடியோஸ்	studios
கார்ட்டர்	картер
அணிகலன்	прикраси
அணிகலன்	орнамент
தன்னம்பிக்கை	впевнено
தன்னம்பிக்கை	довіра
தன்னம்பிக்கை	впевненість
வாரிசுகள்	заразом
வாரிசுகள்	спадкоємець
வாரிசுகள்	нащадок
வாரிசுகள்	нащадків
மரியானா	mariana
ஜெஃப்ரி	джеффрі
சாட்சிகள்	свідки
விறகு	дрова
கடன்களை	борги
கேட்ஸ்	брами
கேட்ஸ்	воріт
கேட்ஸ்	ворота
கேட்ஸ்	коти
கேட்ஸ்	кішки
மைக்கலாஞ்சலோ	мікеланджело
மகளின்	донька
மகளின்	дочка
வளைவுகள்	кривих
வளைவுகள்	криві
டட்லி	дадлі
கடி	шматочок
ஸ்கேன்	сканування
ஸ்கேன்	сканувати
கற்பிக்க	навчити
சஹாரா	сахара
நேட்டோ	нато
மெஸ்ஸி	мессі
கிராபிக்ஸ்	графіки
கிராபிக்ஸ்	графіка
கிராபிக்ஸ்	графічні
கிராபிக்ஸ்	графіку
மண்டல்	мандал
டாங்	тан
உனது	твій
உனது	твоя
உனது	твої
உனது	твоє
உனது	ваша
உனது	ваші
வெளிப்படுத்தல்	нерозголошення
வெளிப்படுத்தல்	приховування
நெருக்கம்	стиснення
நெருக்கம்	стискання
உண்பது	їли
உண்பது	їм
உண்பது	їсти
