மற்றும்	och
கூகுள்	google
கூகுள்	googles
கூகுள்	googla
மரியா	mary
மரியா	maria
மரியா	maria
மலர்	blomma
மலர்	blomman
இடைப்பட்ட	emellan
இடைப்பட்ட	mellan
விரைவில்	snart
பாடகர்	singer
பாடகர்	sångare
பாடகர்	sångerska
ஏற்பாடு	organiserat
ஏற்பாடு	organiserade
ஏற்பாடு	organiserad
ஏற்பாடு	arrangemang
ஏற்பாடு	arrangemanget
ஏற்பாடு	ordna
ஏற்பாடு	arrangera
நிறைந்த	fulla
நிறைந்த	fullständig
நிறைந்த	full
நிறைந்த	fullt
கட்டிடக்கலை	arkitektur
ஆட்டம்	spel
ஆட்டம்	spelet
ஆட்டம்	game
ஆட்டம்	match
ஆட்டம்	vilt
ஆட்டம்	matchning
ஆட்டம்	match
ஆட்டம்	matchar
ஆட்டம்	matcha
மண்	jord
மண்	sand
குழுக்கள்	grupper
குழுக்கள்	grupperna
தொடர்பாக	angående
சூரியன்	sön
சூரியன்	sun
சூரியன்	sol
இந்திரா	indira
இந்திரா	indra
தீ	fire
தீ	brand
தீ	eld
சேர்ந்தார்	anslöt
உருவாக்கிய	sammansatt
உருவாக்கிய	består
கடற்கரை	stranden
கடற்கரை	beach
கடற்கரை	strand
முற்றிலும்	absolut
வீட்டில்	hemmagjord
வீட்டில்	hemmagjorda
இயக்கிய	riktat
இயக்கிய	regi
இயக்கிய	riktad
எடை	tyngd
எடை	vikt
யின்	yin
உருவான	bildas
உருவான	bildade
உருவான	bildats
உருவான	bildat
உருவான	bildades
வழங்குகிறது	tillhandahåller
ஜனதா	janata
தொடர்ச்சியாக	fortlöpande
தொடர்ச்சியாக	kontinuerligt
தொடர்ச்சியாக	oavbrutet
பெற்றோர்	föräldraskap
பெற்றோர்	föräldrar
பெற்றோர்	föräldrars
பெற்றோர்	föräldrarna
பெற்றோர்	överliggande
பெற்றோர்	förälder
ஒற்றை	enda
ஒற்றை	ensamstående
ஒற்றை	single
ஒற்றை	singel
ஒற்றை	enstaka
அச்சு	axeln
அச்சு	axel
ஆஸ்திரேலியா	australien
கட்டப்பட்ட	byggt
கட்டப்பட்ட	byggda
கட்டப்பட்ட	byggd
கட்டப்பட்ட	byggde
கட்டப்பட்ட	konstruerade
கட்டப்பட்ட	konstruerat
கட்டப்பட்ட	konstruerad
பார்த்து	tittar
வழங்கிய	förutsatt
வழங்கிய	tillhandahålls
வழங்கிய	tillhandahöll
கடவுளின்	gudar
கடவுளின்	gudars
கடவுளின்	gudarna
கடவுளின்	gud
வேளாண்மை	jordbruket
வேளாண்மை	jordbruk
வேளாண்மை	lantbruk
ஐரோப்பா	eu
ஐரோப்பா	europe
ஐரோப்பா	europa
முடியவில்லை	misslyckades
முடியவில்லை	misslyckad
எழுத	skriva
எழுத	skriv
அறிஞர்கள்	lärda
புலவர்கள்	poeter
பிரான்ஸ்	frankrike
பிரான்ஸ்	france
ஜெர்மனி	tyskland
கொண்டே	behåll
கொண்டே	keep
பயன்படுத்தப்பட்டது	använda
பயன்படுத்தப்பட்டது	använt
பயன்படுத்தப்பட்டது	begagnad
பயன்படுத்தப்பட்டது	används
பயன்படுத்தப்பட்டது	begagnade
விரிவான	detaljerade
விரிவான	detaljerat
விரிவான	detaljerad
விரிவான	utförlig
தலைநகரம்	huvudstad
தலைநகரம்	kapitalet
தலைநகரம்	capital
தலைநகரம்	huvudstaden
தலைநகரம்	kapital
வட்டார	lokala
வட்டார	lokalt
வட்டார	lokal
வட்டார	local
பிரபல	berömt
பிரபல	kända
பிரபல	berömd
பிரபல	känd
பிரபல	berömda
பார்வை	räckvidden
பார்வை	reach
பார்வை	nå
பார்வை	räckvidd
பார்வை	utsikt
பார்வை	vy
பார்வை	visa
தகுதி	berättigande
தகுதி	förtjänar
தகுதி	kvalifikationer
தகுதி	kvalificering
தகுதி	berättigade
பாகம்	delen
பாகம்	del
பாகம்	modulen
பாகம்	modul
மரபணு	gene
மரபணு	gen
மரபணு	genen
எல்லை	gräns
எல்லை	kant
எல்லை	border
எல்லை	inramning
எல்லை	gränsen
எல்லை	gräns
எல்லை	gräns
எல்லை	begränsa
எல்லை	gränsvärde
எல்லை	avstånd
எல்லை	range
எல்லை	intervall
நடு	medelväg
நடு	mitten
நடு	mellersta
நடு	middle
வேறுபாடு	skillnad
வேறுபாடு	skillnaden
வேறுபாடு	kontrasten
வேறுபாடு	kontrast
உறுப்பு	term
உறுப்பு	termen
உறுப்பு	elementet
உறுப்பு	element
நெடுஞ்சாலைகள்	motorvägar
மருத்துவர்	läkare
மருத்துவர்	läkares
மருத்துவர்	läkaren
மருத்துவர்	doctor
மருத்துவர்	läkare
மருத்துவர்	doktor
இடத்தை	ställe
இடத்தை	place
இடத்தை	placera
இடத்தை	plats
எதிர்த்து	emot
எதிர்த்து	mot
ஏற்ற	mount
ஏற்ற	montera
ஏற்ற	berget
புதினம்	novell
புதினம்	romanen
புதினம்	roman
இடையிலான	emellan
இடையிலான	mellan
இலக்கணம்	grammer
இலக்கணம்	litteratur
இலக்கணம்	litteraturen
இலக்கணம்	grammatik
லண்டன்	london
கோப்பை	trophy
கோப்பை	pokalen
கோப்பை	trofén
கோப்பை	trofé
கோப்பை	mugg
கோப்பை	kopp
கோப்பை	bägare
கோப்பை	cup
அலி	ali
வினை	reaktion
வினை	reaktioner
கருத்தில்	överväger
கண்டி	kandy
உள்ளடக்கிய	inkluderande
வகுப்பு	klass
வகுப்பு	klassen
இறுதியாக	slutligen
இறுதியாக	äntligen
பொருளாதாரம்	ekonomiskt
பொருளாதாரம்	ekonomisk
பொருளாதாரம்	ekonomiska
பொருளாதாரம்	ekonomi
பொருளாதாரம்	ekonomiskt
பொருளாதாரம்	finansiellt
பொருளாதாரம்	finansiell
பொருளாதாரம்	finansiella
பொருளாதாரம்	sparsamhet
பொருளாதாரம்	ekonomin
பொருளாதாரம்	ekonomi
தவறான	felaktigt
தவறான	inkorrekt
தவறான	oriktig
தவறான	felaktig
தவறான	fel
உச்ச	högste
உச்ச	högsta
ஆப்பிரிக்க	afrikanskt
ஆப்பிரிக்க	afrikaner
ஆப்பிரிக்க	afrikansk
ஆப்பிரிக்க	afrikanska
முகம்மது	mohammad
முகம்மது	mohamed
முக்கியமாக	främst
முக்கியமாக	huvudsakligen
முடிகிறது	avslutar
முடிகிறது	slutar
முடிகிறது	avslutas
நடந்து	walking
நடந்து	gående
நடந்து	vandrande
நடந்து	promenerar
நடந்து	promenad
விளைவு	resultat
விளைவு	resultatet
விளைவு	verkan
விளைவு	effekten
விளைவு	effekt
விளைவுகள்	effekter
விளைவுகள்	verkningar
இத்தாலி	italien
இணையத்தளம்	webbplatsen
இணையத்தளம்	webbsida
இணையத்தளம்	hemsidan
இணையத்தளம்	hemsida
இணையத்தளம்	webbplats
உருவாக்கம்	skapande
உருவாக்கம்	skapelsen
உருவாக்கம்	skapelse
உருவாக்கம்	skapandet
அமைதி	frid
அமைதி	freden
அமைதி	peace
அமைதி	fridens
அமைதி	fred
அமைதி	tysta
அமைதி	tyst
அமைதி	tiga
அமைதி	lugna
அமைதி	lugnet
அமைதி	lugn
ஐந்தாம்	femtedel
ஐந்தாம்	femma
ஐந்தாம்	femte
ஐந்தாம்	fifth
வழக்கமான	regelbundet
வழக்கமான	regelbundna
வழக்கமான	regelbunden
வழக்கமான	ordinarie
நன்றாக	fine
பண்பாட்டு	kulturella
பண்பாட்டு	kulturellt
பண்பாட்டு	kulturell
இருபது	twenty
இருபது	tjugo
பீட்டர்	petrus
பீட்டர்	peter
விஜய்	vijay
வேகம்	hastighet
வேகம்	snabbhet
வேகம்	speed
வேகம்	varvtal
வேகம்	växlad
வேகம்	snabbt
வேகம்	snabb
வேகம்	snabba
உளவியல்	psykologi
சதவீதம்	procent
சதவீதம்	procentsats
சதவீதம்	procent
மகா	maha
பாலியல்	sexuellt
பாலியல்	sexuell
பாலியல்	sexuella
பாலியல்	sexuellt
அருங்காட்சியகம்	museum
அருங்காட்சியகம்	museet
காட்டுகிறது	visar
காட்டுகிறது	shower
காட்டுகிறது	visar
புவி	jorden
புவி	earth
புவி	jord
மன	psykiskt
மன	mentala
மன	mental
மன	psykiska
சிவாஜி	shivaji
இரும்பு	strykjärn
இரும்பு	iron
இரும்பு	järn
நடந்தது	hänt
நடந்தது	inträffade
நடந்தது	hände
பழமையான	legenden
பழமையான	legend
பழமையான	klassiker
பழமையான	klassisk
பழமையான	klassiskt
பழமையான	classic
பழமையான	klassiska
செயற்கை	syntetiskt
செயற்கை	syntetisk
செயற்கை	syntetiska
செயற்கை	konstgjord
செயற்கை	konstgjorda
செயற்கை	artificiellt
செயற்கை	konstgjort
செயற்கை	artificiell
நீதி	justice
நீதி	rättvisa
நீதி	rättskipning
முடிந்தது	slutfört
முடிந்தது	avslutad
முடிந்தது	avslutade
முடிந்தது	slutförd
முடிந்தது	avslutat
முடிந்தது	avslutade
முடிந்தது	klar
முடிந்தது	avslutat
முடிந்தது	färdiga
முடிந்தது	färdig
முடிந்தது	avklarat
முடிந்தது	done
முடிந்தது	gjort
முடிந்தது	färdig
முறைமை	läge
தண்டனை	påföljd
தண்டனை	straff
தண்டனை	bestraffning
தண்டனை	straff
ஒன்றும்	ingenting
ஒன்றும்	inget
நாவல்	novell
நாவல்	romanen
நாவல்	roman
ஜப்பான்	japan
உதவுகிறது	hjälper
சந்திப்பு	förordnande
சந்திப்பு	möte
சந்திப்பு	utnämning
சந்திப்பு	tillsättning
சந்திப்பு	sammanträde
சந்திப்பு	möte
சந்திப்பு	mötet
சந்திப்பு	träffas
சந்திப்பு	mötas
சந்திப்பு	möt
சந்திப்பு	möts
சந்திப்பு	träffa
நாயக்கர்	nayak
மன்றங்கள்	fora
மன்றங்கள்	forum
வாயு	gasa
வாயு	gas
வாயு	gaser
ராபர்ட்	robert
வழிபாடு	dyrka
வழிபாடு	gudstjänst
வழிபாடு	tillbedjan
வழிபாடு	tillbe
வழிபாடு	dyrkan
தொல்லியல்	arkeologiska
தொல்லியல்	arkeologi
உயரமான	längre
அறிவிக்கப்பட்டது	tillkännagav
அறிவிக்கப்பட்டது	meddelat
அறிவிக்கப்பட்டது	meddelade
அறிவிக்கப்பட்டது	aviserat
கணக்கெடுப்பு	folkräkning
கணக்கெடுப்பு	räkning
கணக்கெடுப்பு	uppräkning
மனிதர்கள்	människor
மலையாளம்	malayalam
பரிமாற்றங்கள்	transaktioner
அரங்கம்	theater
அரங்கம்	teater
அரங்கம்	stadion
அரங்கம்	stadium
அரங்கம்	aulan
சூழலில்	omgivning
சூழலில்	miljön
சூழலில்	miljö
காணப்பட்டது	upptäckta
காணப்பட்டது	såg
காணப்பட்டது	fläckig
மரங்கள்	träd
எடுத்துக்காட்டு	exempel
மாதங்கள்	månaderna
மாதங்கள்	månader
மாதங்கள்	månaders
வடக்கே	norr
வடக்கே	norra
வடக்கே	norrut
வடக்கே	nord
தூரம்	avstånd
தூரம்	distans
அவசியம்	obligatoriskt
அவசியம்	krävs
மாநாடு	konferensen
மாநாடு	konferens
மாநாடு	toppmöte
மாநாடு	toppmötet
மாநாடு	konventet
மாநாடு	konventionen
மாநாடு	konvent
மாநாடு	konvention
ஆண்டுதோறும்	årligen
சொல்லும்	say
சொல்லும்	säg
சொல்லும்	säga
சொல்லும்	berättar
விலங்கு	djur
தயாரிப்பாளர்	producent
தயாரிப்பாளர்	tillverkare
தயாரிப்பாளர்	tillverkaren
படுகொலை	lönnmord
படுகொலை	massakern
படுகொலை	massakrer
படுகொலை	massaker
அல்லாத	icke
அல்லாத	non
பூ	blomma
பூ	blomman
பூ	bu
பூ	boo
யானை	elefanten
யானை	elefant
யானை	elefanter
வணிகம்	reklamfilm
வணிகம்	kommersiell
வணிகம்	kommersiella
வணிகம்	kommersiellt
வணிகம்	affärsverksamhet
வணிகம்	affärer
வணிகம்	business
வணிகம்	företag
வணிகம்	näringsliv
வணிகம்	handeln
வணிகம்	handel
கல்	sten
அமைந்திருக்கும்	ligger
அமைந்திருக்கும்	lokaliserad
அமைந்திருக்கும்	belägen
அமைந்திருக்கும்	lokaliserat
மண்டபம்	salen
மண்டபம்	hallen
மண்டபம்	hall
இசையமைத்த	sammansatt
இசையமைத்த	består
நூறு	hundra
நூறு	hundred
பாலம்	bridge
பாலம்	bro
பாலம்	bron
பாலம்	brygga
பாலம்	bryggan
சார்	sir
சார்	herrn
சுற்றுச்சூழல்	omgivning
சுற்றுச்சூழல்	miljön
சுற்றுச்சூழல்	miljö
சுற்றுச்சூழல்	miljömässiga
சுற்றுச்சூழல்	miljömässigt
கல்வெட்டு	inskription
தாயார்	mor
தாயார்	moder
தாயார்	mamma
தாயார்	mother
அதிகாரி	tjänsteman
அதிகாரி	officiell
அதிகாரி	officiellt
அதிகாரி	officiella
அதிகாரி	polisman
அதிகாரி	officer
புள்ளிகள்	points
புள்ளிகள்	poäng
புள்ளிகள்	punkter
புள்ளிகள்	punkterna
புள்ளிகள்	score
புள்ளிகள்	poäng
மைக்கேல்	mikael
மைக்கேல்	michael
புத்தகம்	bok
புத்தகம்	boka
புத்தகம்	book
கட்டிடங்கள்	fastigheter
கட்டிடங்கள்	byggnaderna
கட்டிடங்கள்	byggnader
மதம்	religion
ஈடுபாடு	interaktioner
ஈடுபாடு	förlovning
ஈடுபாடு	interaktion
ஈடுபாடு	engagemang
ஈடுபாடு	delaktighet
ஈடுபாடு	engagemang
ஈடுபாடு	inblandning
பள்ளிகள்	skolor
பள்ளிகள்	skolorna
வீடியோ	filmklipp
வீடியோ	videon
வீடியோ	video
வீடியோ	videoklipp
வெளியில்	ut
வெளியில்	out
வெளியில்	ute
விவரங்கள்	detaljer
புதுச்சேரி	puducherry
பறவை	fågel
பறவை	fågeln
பறவை	fink
பறவை	finch
எடுக்கப்பட்ட	tagit
எடுக்கப்பட்ட	tagen
எடுக்கப்பட்ட	togs
எடுக்கப்பட்ட	tagna
பகுப்பாய்வு	analytics
பகுப்பாய்வு	analyser
பகுப்பாய்வு	analys
உடனடியாக	omgående
உடனடியாக	omedelbart
உடனடியாக	genast
உடனடியாக	ögonblickligen
உடனடியாக	omedelbart
வரையறை	definition
வரையறை	definitionen
இணையம்	internet
கடும்	heavy
கடும்	tungt
கடும்	tung
கடும்	tunga
எளிதாக	lätta
எளிதாக	enkelt
எளிதாக	lätt
எளிதாக	easy
விசை	tangent
விசை	nyckel
விசை	key
விசை	nyckeln
அழகிய	vackra
அழகிய	vacker
அழகிய	vackert
நாட்டை	exil
அழைக்கப்பட்டது	bjuden
அழைக்கப்பட்டது	inbjudna
அழைக்கப்பட்டது	bjöd
அழைக்கப்பட்டது	inbjuden
பொதுமக்கள்	civila
வேகமாக	snabbt
வேகமாக	snabb
வேகமாக	snabba
மாற்றப்பட்டது	förändrad
மாற்றப்பட்டது	ändrat
மாற்றப்பட்டது	bytt
மாற்றப்பட்டது	byttes
மாற்றப்பட்டது	förändrats
மாற்றப்பட்டது	ändrats
மாற்றப்பட்டது	modifierat
மாற்றப்பட்டது	modifierade
மாற்றப்பட்டது	ändrad
மாற்றப்பட்டது	modifierad
மாற்றப்பட்டது	ändrat
அட்டவணை	bordet
அட்டவணை	bord
அட்டவணை	tabell
அட்டவணை	tidsplan
அட்டவணை	tidtabell
அட்டவணை	schema
தீர்வு	lösning
மதிப்பீடு	betyg
அருகிலுள்ள	närliggande
அட்டை	kort
அட்டை	kortet
கிடைத்த	fick
கிடைத்த	got
முன்பே	redan
முன்பே	tidigare
ராக்	klippan
ராக்	klippa
ராக்	sten
ராக்	rocka
ராக்	rock
செல்கிறது	going
செல்கிறது	går
கட்டுப்பாடு	control
கட்டுப்பாடு	kontroll
கட்டுப்பாடு	kontrollera
கட்டுப்பாடு	bestämmande
தவிர்த்து	exklusive
சோழர்	chola
சிக்கல்	utfärdande
சிக்கல்	emission
சிக்கல்	problem
சிக்கல்	problemet
சிக்கல்	problematiskt
பழங்குடி	tribal
யூத	judinna
யூத	judiskt
யூத	judiska
யூத	judisk
பொறுப்பு	ansvarsfullt
பொறுப்பு	ansvariga
பொறுப்பு	ansvarsfull
பொறுப்பு	ansvarig
பொறுப்பு	ansvarigt
பொறுப்பு	ansvar
பொறுப்பு	ansvarighet
பொறுப்பு	ansvarstagande
பொறுப்பு	ansvar
நேர்	positivt
நேர்	positiv
நேர்	positiva
நேர்	straight
நேர்	rakt
நேர்	rak
நேர்	raka
நேர்	vägledning
நேர்	vägledningen
ஷா	sha
ஷா	shah
ஷா	shaw
நடுவில்	medelväg
நடுவில்	mitten
நடுவில்	mellersta
நடுவில்	middle
ஜெர்மன்	tyska
ஜெர்மன்	tysk
ஜெர்மன்	tyskt
ஜெர்மன்	grammatik
முகமது	mohammad
முகமது	mohammed
முகமது	muhammed
நபர்	person
நபர்	personen
ஐந்தாவது	femtedel
ஐந்தாவது	femma
ஐந்தாவது	femte
ஐந்தாவது	fifth
மத்தியப்	madhya
வெப்பம்	heat
வெப்பம்	värme
ராஜ்	raj
பெருமை	högmod
பெருமை	stolthet
பெருமை	pride
பெருமை	stolt
பெருமை	stolta
பாடசாலை	skola
பாடசாலை	skolan
சா	cha
சா	shah
தங்க	guld
ஜோசப்	joseph
ஜோசப்	josef
நாடாளுமன்றம்	parlamentet
நாடாளுமன்றம்	riksdagen
நாடாளுமன்றம்	riksdag
நாடாளுமன்றம்	parlament
கூட்டம்	sammankomst
கூட்டம்	samlar
கூட்டம்	samlas
கூட்டம்	insamling
கூட்டம்	sammanträde
கூட்டம்	möte
கூட்டம்	mötet
கூட்டம்	publiken
கூட்டம்	publik
கூட்டம்	folkmassa
அலை	vågor
அலை	våg
அலை	vinka
அலை	wave
இந்தியன்	indiska
இந்தியன்	indier
இந்தியன்	indisk
இந்தியன்	indiskt
இந்தியன்	indian
ஆசிரியர்கள்	lärare
ஆசிரியர்கள்	lärarna
ஆசிரியர்கள்	författarna
ஆசிரியர்கள்	upphovsmän
ஆசிரியர்கள்	författare
இலண்டன்	london
பந்து	bal
பந்து	ball
பந்து	boll
சாதி	kast
ஆறுகள்	floder
ஆறுகள்	vattendrag
ஆறுகள்	floderna
ஆறுகள்	rivers
மூர்த்தி	murthy
வென்றது	vunna
வென்றது	won
வென்றது	vunnit
வென்றது	vann
சன்	sön
சன்	sun
சன்	sol
கலிபோர்னியா	kalifornien
கலிபோர்னியா	california
தத்துவம்	ordspråk
தத்துவம்	filosofin
தத்துவம்	filosofi
தத்துவம்	principen
தத்துவம்	princip
இரா	lra
இரா	ira
அதிகாரிகள்	officerare
அதிகாரிகள்	ämbetsmän
அதிகாரிகள்	tjänstemän
அனைவருக்கும்	allihopa
அனைவருக்கும்	alla
மருந்துகள்	läkemedel
மருந்துகள்	droger
மருந்துகள்	knark
மருந்துகள்	narkotika
சென்	chen
சென்	sen
சிக்கலான	kritisk
சிக்கலான	kritiskt
சிக்கலான	kritiska
சாதனை	registrera
சாதனை	rekord
சாதனை	record
சாதனை	prestation
அடுக்கு	slot
அடுக்கு	lager
அடுக்கு	skikt
பின்னாளில்	senare
இசுலாம்	islams
இசுலாம்	islam
மேரி	mary
மேரி	maria
சோடியம்	natrium
பல்	tandvård
பல்	tandläkare
பல்	tanden
பல்	tand
ஓவியங்கள்	målningar
ஓவியங்கள்	tavlor
விரைவாக	snabbt
விரைவாக	snabb
விரைவாக	snabba
விரைவாக	snabbt
விரைவாக	snabb
விரைவாக	snabba
விரைவாக	snabbt
பண்புகள்	attribut
பண்புகள்	fastigheter
பண்புகள்	egendomar
பண்புகள்	egenskaper
கலந்த	blandat
கலந்த	blandad
கலந்த	blandade
பருவம்	årstid
பருவம்	säsong
பருவம்	säsongen
பருவம்	parva
பொருள்கள்	saker
பொருள்கள்	teman
பொருள்கள்	objekt
பொருள்கள்	föremål
பொருள்கள்	poster
பொருள்கள்	objekt
பொருள்கள்	föremål
அடைந்து	uppnådda
அடைந்து	nått
அடைந்து	nås
அடைந்து	nådd
அடைந்து	nåtts
நெருங்கிய	närmaste
நெருங்கிய	närmast
நெருங்கிய	närmsta
பரப்பு	yt
பரப்பு	yta
பரப்பு	area
பரப்பு	område
பரப்பு	området
பரப்பு	yta
ஆய்வாளர்கள்	analytiker
ஏதாவது	någon
ஏதாவது	nånting
ஏதாவது	något
ஏதாவது	någonting
ஏதாவது	nåt
வழங்க	tillhandahålla
வழங்க	tillhandahåller
ஏற்று	ladda
ஏற்று	last
ஏற்று	belastning
ஏற்று	mount
ஏற்று	montera
ஏற்று	berget
ஏற்று	exporterar
ஏற்று	exportera
ஏற்று	export
ஹென்றி	henrik
ஹென்றி	henry
சுதந்திரம்	friheten
சுதந்திரம்	frihet
சுதந்திரம்	freedom
தலைமையகம்	huvudkontor
தலைமையகம்	huvudkontoret
தலைமையகம்	högkvarter
தலைமையகம்	högkvarteret
சர்	sir
சர்	herrn
முனிவர்	salvia
முனிவர்	sage
கட்டிடம்	building
கட்டிடம்	byggnad
கட்டிடம்	bygga
அணை	dam
அணை	dammen
அணை	damm
அணை	iväg
அணை	off
நல்லது	positivt
நல்லது	positiv
நல்லது	positiva
நல்லது	duktiga
நல்லது	god
நல்லது	duktig
நல்லது	gott
நல்லது	bra
சுற்று	rotera
கருத்தை	kommentera
கருத்தை	kommentar
வேறுபாடுகள்	olikheter
வேறுபாடுகள்	meningsskiljaktigheter
வேறுபாடுகள்	skillnader
அழற்சி	provocerande
அழற்சி	inflammatoriska
அழற்சி	inflammatorisk
அழற்சி	inflammation
அழற்சி	kolit
தொன்மவியல்	mytologi
மையமாக	medium
மையமாக	medelhög
மையமாக	medellång
மையமாக	medelstor
முன்னதாக	tidigare
ஆஸ்திரேலிய	australisk
ஆஸ்திரேலிய	australiska
வடிவங்கள்	formar
வடிவங்கள்	former
வடிவங்கள்	mönster
வடிவங்கள்	format
சுய	self
சுய	själv
குருதி	blodet
குருதி	blod
குருதி	blood
படைப்புகள்	skrifter
படைப்புகள்	skapelser
குதிரை	riddare
குதிரை	knight
குதிரை	springare
குதிரை	hästen
குதிரை	häst
குதிரை	ponny
குறைந்து	down
குறைந்து	neråt
குறைந்து	nere
குறைந்து	nedåt
குறைந்து	ner
மத	religiöst
மத	religiösa
மத	religiös
வெளிநாட்டு	utrikes
வெளிநாட்டு	utländska
வெளிநாட்டு	utländsk
வெளிநாட்டு	utländskt
வெளிநாட்டு	främmande
சந்திர	chandra
சந்திர	lunar
வண்டி	bilindustri
வண்டி	automotive
வண்டி	fordonsindustrin
வண்டி	truck
வண்டி	lastbil
வண்டி	vagn
வண்டி	kärra
வண்டி	fordon
வண்டி	fordonets
வண்டி	fordonet
ஊர்கள்	städer
பங்களிப்பு	bidrag
பங்களிப்பு	deltagit
பங்களிப்பு	deltog
பங்களிப்பு	medverkade
அணிகள்	arbetslag
அணிகள்	lag
அணிகள்	team
கூகிள்	google
கூகிள்	googles
கூகிள்	googla
பசிபிக்	pacific
பசிபிக்	stillahavsområdet
விதிகள்	regler
விதிகள்	bestämmelser
விதிகள்	termer
விதிகள்	begrepp
விதிகள்	villkor
சுல்தான்	sultan
இயல்பு	normalt
இயல்பு	normala
இயல்பு	normal
உப்பு	salta
உப்பு	salt
கட்சிகள்	fester
கட்சிகள்	parter
கட்சிகள்	partier
கட்சிகள்	parterna
கொள்கைகள்	principerna
கொள்கைகள்	principer
கொள்கைகள்	politik
கொள்கைகள்	policyer
கொள்கைகள்	principen
கொள்கைகள்	princip
அடைய	uppnå
அடைய	uppnår
விழுக்காடு	procent
விழுக்காடு	procentsats
விழுக்காடு	procent
வலி	smärta
வலி	pain
வலி	smärtor
வலி	värk
வலி	smärtsamt
வலி	smärtsamma
வலி	smärtsam
குறைவு	låga
குறைவு	lågt
குறைவு	low
குறைவு	låg
குறைவு	mindre
குறைவு	färre
நடைமுறையில்	praktiskt
நிரல்	programmera
நிரல்	program
நிரல்	programmet
பிரேசில்	brasilien
பிரேசில்	brasilianska
வருகை	närvaro
வருகை	deltagande
வருகை	besöker
வருகை	besöka
வருகை	besökande
வருகை	besöker
வருகை	besöka
வருகை	besök
வருகை	anländer
அரிய	sällsynta
அரிய	sällsynt
லாஸ்	los
லாஸ்	las
பிரிந்து	separerad
பிரிந்து	åtskilda
பிரிந்து	separerat
பிரிந்து	separerade
பிரிந்து	avskilda
தீவிர	seriös
தீவிர	seriöst
தீவிர	allvarliga
தீவிர	allvarlig
தீவிர	allvarligt
கொழுப்பு	fet
கொழுப்பு	fett
கொழுப்பு	tjock
குழாய்	pipe
குழாய்	rör
குழாய்	pipa
குழாய்	rör
குழாய்	tub
கொடுக்கும்	ger
கொடுக்கும்	skänker
தனியாக	ensamt
தனியாக	ensam
தனியாக	ensamma
யாரும்	ingen
தடுப்பு	frihetsberövande
தடுப்பு	förvar
தற்பொழுது	nu
மைசூர்	mysore
வீச்சு	avstånd
வீச்சு	range
வீச்சு	intervall
உயிரினங்கள்	organismer
உயிரினங்கள்	varelser
இறந்தார்	dog
இறந்தார்	dött
கூடுதலான	ytterligare
நீல	blå
நீல	blue
நீல	blåa
நீல	blått
நாடகங்கள்	dramer
கப்பல்கள்	fartyg
கப்பல்கள்	skepp
கப்பல்கள்	kryssningar
பரந்த	vidsträckt
வெளிப்புற	utomhus
வெளிப்புற	extern
வெளிப்புற	externt
வெளிப்புற	yttre
வெளிப்புற	externa
தெளிவாக	klart
தெளிவாக	tydligt
அரை	slipa
அரை	grind
அரை	halvt
அரை	half
அரை	hälften
அரை	halva
அரை	halv
ஏக்கர்	tunnland
தெரியும்	synlig
தெரியும்	synligt
தெரியும்	synliga
தெரியும்	visste
தெரியும்	kände
தெரியும்	viste
தெரியும்	vet
தெரியும்	know
தெரியும்	veta
தெரியும்	vet
நடை	stil
நடை	style
நடை	promenad
நடை	promenera
நடை	walk
திருமண	bröllop
பஞ்சாபி	punjabi
நெல்	nell
நெல்	rice
நெல்	ris
நெல்	nel
நெல்	paddy
டச்சு	holländsk
டச்சு	holländare
டச்சு	holländska
டச்சு	nederländska
காட்டு	visa
காட்டு	show
காட்டு	visa
காட்டு	display
காட்டு	uppvisning
காட்டு	utsikt
காட்டு	vy
காட்டு	visa
ஏறக்குறைய	nästan
முறையான	giltigt
முறையான	giltiga
முறையான	giltig
முறையான	giltighet
மார்க்	markera
மார்க்	märke
மார்க்	mark
பேரரசர்	kejsaren
பேரரசர்	kejsare
வை	vai
மைக்ரோசாப்ட்	microsoft
வளர்ந்த	vuxit
வளர்ந்த	växt
வளர்ந்த	odlas
வளர்ந்த	vuxen
பாரதிய	bharatiya
கோல்	cole
கோல்	mål
தோன்றியது	verkade
தோன்றியது	verkade
தோன்றியது	tycktes
போதுமான	nog
போதுமான	tillräckligt
நேரு	nehru
குஜராத்	gujarat
கருத்துக்கள்	anmärkningar
கருத்துக்கள்	kommentarer
கருத்துக்கள்	synpunkter
அருள்	ynnest
அருள்	gunst
அருள்	favör
அருள்	arul
வெறும்	plain
வெறும்	slätt
வெறும்	bara
முயற்சிகள்	insatser
முயற்சிகள்	ansträngningar
கோபுரம்	tower
கோபுரம்	torn
கோபுரம்	tornet
அரண்மனை	palatset
அரண்மனை	palats
அரண்மனை	palace
அரண்மனை	slott
வெற்றிகரமாக	framgångsrikt
வெற்றிகரமாக	lyckat
ஆகஸ்டு	august
ஆகஸ்டு	augusti
பெரு	peru
அறை	cell
அறை	cellen
அறை	rummet
அறை	rum
மணம்	doftande
மணம்	lukt
மணம்	lukta
மணம்	luktar
நிறை	massa
நிறை	mässan
நிறை	mässa
நிறை	mass
மோசமான	bad
மோசமான	dåligt
மோசமான	dåliga
மோசமான	dålig
மோசமான	värsta
மோசமான	värst
மோசமான	sämsta
மோசமான	sämst
மோசமான	otäck
மை	bläck
மை	ink
எரிபொருள்	drivmedel
எரிபொருள்	bränsle
இறந்து	dö
இறந்து	die
