историографии	историографија
заговора	заговор
заговора	завера
противники	противници
противники	противниците
противники	противници
противники	опоненти
тула	tula
грузинская	грузиски
расчёт	пресметка
расчёт	пресмета
расчёт	пресметување
расчёт	пресметува
хотела	баран
хотела	сакаше
чудо	марвел
чудо	чудо
юристы	правници
юристы	адвокати
четвёртая	четврто
четвёртая	четвртата
четвёртая	четвртото
четвёртая	четвртиот
четвёртая	четврти
четвёртая	четврта
рак	рак
рак	канцер
редкие	ретки
редкие	реткост
редкие	ретко
редкие	редок
редкие	ретка
доходы	приход
доходы	приходи
доходы	приход
доходы	приходи
доходы	примања
миссури	мисури
алматы	алмати
первоначальный	почетен
первоначальный	првичните
первоначальный	првични
первоначальный	почетно
поддерживается	поддржан
поддерживается	поддржани
поддерживается	поддржана
поддерживается	поддржано
поддерживается	поддржува
потребления	потрошувачка
потребления	конзумирање
женское	женски
женское	женка
женское	женско
женское	женски
женское	женска
университеты	универзитети
привлечения	привлече
привлечения	привлекуваат
привлечения	привлекување
привлечения	привлекувањето
привлечения	привлекувајќи
привлечения	привлекување
вместимость	капацитет
венесуэла	венецуела
заговор	заговор
заговор	парцела
заговор	завера
заговор	заговор
заговор	завера
добавлен	додадена
добавлен	додаде
добавлен	додадени
добавлен	додадено
добавлен	додаден
монтаж	монтиран
монтаж	монтажа
монтаж	уредување
монтаж	уредувањето
программирование	програмирање
программирование	програмски
защищал	одбрани
защищал	бранеше
торжественно	свечен
торжественно	свечена
торжественно	свечено
священников	свештеници
священников	попови
вселенная	вселена
вселенная	универзум
панели	панели
панели	комисија
панели	панел
бизнесмен	бизнисмен
резерва	резерва
резерва	резерват
зимние	зима
бич	бука
бич	бич
бич	плажа
бич	бич
оливер	оливер
оливер	oliver
слышал	слушнал
слышал	слушнале
слышал	слушнав
макаров	макаров
сун	сонце
сун	сонцето
горький	горка
горький	горки
горький	горчлив
горький	жестоки
удобно	погодни
удобно	згодно
удобно	поволна
удобно	удобно
удобно	комотно
удобно	удобни
удобно	пријатно
удобно	удобна
удобно	хенди
лёгкие	дробови
послание	пораката
послание	порака
послание	послание
препарат	дрога
произведено	произведена
произведено	произведени
произведено	произведено
океании	океанија
скрипка	виолина
скрипка	виолината
избежание	избегнување
избежание	избегнувајќи
избежание	избегнување
молекулы	молекул
молекулы	молекули
скрипач	виолинист
азербайджанская	азербејџански
допускается	дозволени
допускается	дозволено
допускается	дозволена
допускается	дозволени
допускается	дозволено
романович	романович
формах	формулари
формах	форми
собраний	собранија
померания	померанија
терминологии	терминологија
сложнее	потешко
сложнее	посилно
сложнее	потешка
монреаль	монтреал
вены	вени
вены	вените
вены	виена
бонус	бонус
ирак	ирак
стамбул	istanbul
стамбул	истанбул
кнессета	кнесет
изобретения	пронајдоци
изобретения	изуми
гнездо	гнездо
индию	индија
стратегия	стратегија
специальность	специјализирана
специальность	специјалитет
специальность	специјалност
специальность	специјалност
парламентские	парламентарни
парламентские	парламентарно
парламентские	парламентарна
парламентские	парламентарен
важная	важна
важная	битно
важная	важно
важная	битен
важная	важни
холокоста	холокаустот
холокоста	холокауст
никарагуа	никарагва
массе	масовен
массе	масовно
массе	маса
массе	масовни
массе	миса
представительство	застапник
представительство	претставништво
представительство	претставување
представительство	застапеност
местная	локален
местная	локално
местная	локални
местная	локална
порты	пристаништа
сообщили	пријавена
сообщили	пријавени
перес	перес
перес	перез
реагирует	реагира
маркус	маркус
маркус	маркус
энрике	енрике
уничтожен	уништен
уничтожен	уништени
уничтожен	уништено
уничтожен	уништена
розы	ружи
розы	рози
розы	розите
национальностей	националности
батарей	акумулатори
батарей	батерии
батарей	батериите
визит	посета
визит	посети
празднования	прослави
уругвай	уругвај
акад	akad
готова	спремно
готова	спремни
готова	подготвен
готова	спремна
готова	подготвени
готова	спремен
виконт	виконт
индиана	индијана
зайцев	зајцев
пабло	пабло
канзас	канзас
цветной	обоен
цветной	обоени
цветной	обоен
цветной	обоени
самолета	летала
самолета	авионски
конференций	конференции
разрушение	рушење
разрушение	демолирање
разрушение	деструкција
разрушение	уништување
дина	дина
обновления	ажурирања
обновления	новости
обновления	ажурирање
колонна	колумни
колонна	колумна
колонна	колона
колонна	конвој
колонна	конвојот
ахмад	ахмад
объявления	соопштенија
объявления	огласи
объявления	реклами
персидского	персиска
персидского	персиски
предположения	претпоставка
предположения	претпоставки
рики	рики
живет	животи
живет	живота
спасает	заштедува
спасает	спасува
спасает	зачувува
полости	шуплина
монголия	монголија
перемещения	иселувањето
гамма	гама
ссылаясь	потсетувајќи
профсоюзов	синдикатите
профсоюзов	синдикати
посвященный	посветен
посвященный	посветена
посвященный	посветено
забыл	заборавено
забыл	заборавен
забыл	заборавени
забыл	заборавена
забыл	заборавиле
забыл	заборавил
забыл	заборавив
последовало	следев
последовало	следена
последовало	следени
последовало	следеше
тропических	тропски
тропических	тропска
изменилась	променето
изменилась	променет
долг	должност
долг	должноста
долг	долг
долг	задолжување
долг	долгови
ален	ален
колебаний	двоумење
бернар	бернард
беременности	бременост
беременности	бременоста
полезные	корисен
полезные	корисно
полезные	корисни
полезные	корисна
совместное	заедничка
совместное	заеднички
совместное	џоинт
совместное	здружени
лонг	лонг
лонг	долги
лонг	долго
лонг	долга
равнины	рамнина
равнины	рамнини
полезно	корисен
полезно	корисно
полезно	корисни
полезно	корисна
санчес	санчез
санчес	санчез
гэри	гери
гэри	гари
гэри	кери
инфраструктура	инфраструктура
металл	метал
уход	грижата
уход	грижлив
уход	грижа
уход	нега
ребята	момци
ребята	дечки
шире	поширок
шире	пошироки
шире	поширока
шире	пошироки
шире	поширока
шире	поширок
неизвестен	непознати
неизвестен	непознато
неизвестен	непозната
неизвестен	непознат
скалы	карпи
скалы	камења
скалы	карпи
домашний	дом
домашний	дома
домашний	домот
домашний	home
домашний	домашно
комиссара	комесарот
комиссара	началник
комиссара	комесар
оскорбление	навредливи
оскорбление	навреда
оскорбление	навредување
оскорбление	навредливо
оскорбление	навреда
марс	марс
перечислены	наведен
перечислены	наведени
перечислены	заведен
перечислены	наведена
расти	расти
расти	расте
расти	растат
моды	фешн
моды	мода
моды	модни
применить	аплицирање
применить	примени
башкирская	башкирски
преподавания	наставата
преподавания	настава
сервера	сервери
сервера	сервер
сервера	серверот
зарегистрировано	регистриран
зарегистрировано	регистрирана
зарегистрировано	регистрирано
зарегистрировано	регистрирани
единое	обединето
единое	обединет
единое	обединета
этнографии	етнографија
рекомендую	препорача
рекомендую	препорачувам
рекомендую	препорачуваме
комбинации	комбинации
комбинации	комбинација
указатель	индекс
указатель	покажувачот
рог	хорн
рог	рогот
рог	рог
поместье	manor
поместье	имот
различие	разлика
различие	разлика
зла	злото
зла	зла
зла	зли
зла	зло
окружение	средина
окружение	околина
окружение	опкружување
окружение	околина
адриан	адриен
адриан	адријан
адриан	адриан
порода	сорта
порода	раса
альманах	алманах
хранение	опседнатост
хранение	поседување
хранение	магацин
хранение	складирање
хранение	складиште
возможен	можно
возможен	можни
возможен	возможно
возможен	можен
жертву	жртвување
жертву	жртва
коалиция	коалиција
спорить	расправаат
спорить	тврдејќи
спорить	расправаше
документальных	документарец
правильное	точен
правильное	исправи
правильное	точна
исследовал	испитана
исследовал	истражувал
пропаганда	пропаганда
зубы	заби
зубы	забите
треки	траки
треки	траги
треки	трагови
опасаясь	стравувајќи
специализированных	специјализирана
специализированных	специјализирани
специализированных	специјализирана
специализированных	специјализирани
кучу	куп
кучу	купче
ущелье	клисура
ущелье	клисурата
ущелье	клисура
ущелье	клисурата
доминик	доминик
доминик	доминик
доминик	доминик
доминик	доминик
шахматы	чес
шахматы	шаховска
шахматы	шах
будапешт	будимпешта
фактором	фактор
казимир	казимиров
животное	животинско
животное	животно
животное	животински
тюрингия	тирингија
дракона	змеј
углерода	јаглероден
углерода	карбон
углерода	јаглерод
свидетелей	сведоци
свидетелей	очевидци
свидетелей	сведоците
преодолеть	надминати
преодолеть	надминување
преодолеть	надмине
преодолеть	надминат
усиление	зајакнување
усиление	засилување
атаковали	нападнати
атаковали	нападнат
атаковали	нападната
легион	легија
легион	легијата
дискография	дискографија
взвод	одред
взвод	вод
точная	прецизна
точная	прецизен
точная	прецизни
точная	точна
точная	прецизен
точная	точен
точная	прецизно
точная	точна
точная	точната
гоголя	гогољ
богатства	богатства
богатства	богатство
рейна	рајна
рейна	реина
организм	организам
организм	организмот
обряд	ритуал
обряд	обред
личинки	црви
личинки	ларви
личинки	напаѓачот
сообщается	пријавена
сообщается	пријавени
панорама	панорама
исключить	изостави
исключить	исклучи
исключить	исклучување
исключить	бришење
исключить	избриши
опер	опери
монахи	монаси
монахи	монасите
белок	протеини
белок	протеин
свердловская	свердловск
временный	привремено
временный	привремена
временный	привремен
временный	привремени
временный	привремен
временный	привремена
завершена	заврши
завершена	завршено
завершена	завршив
завершена	заврши
завершена	завршена
завершена	завршено
консульство	конзулат
кастро	кастро
матрицы	матрица
матрицы	матрикс
упадок	пад
упадок	опаѓање
взрослые	возрасни
взрослые	возрасните
взрослые	возрасна
взрослые	возрасни
взрослые	возрасен
арестованы	уапсен
арестованы	уапсени
арестованы	уапсена
документальные	документарни
документальные	документарци
медичи	медичи
медичи	медичи
ранний	рано
ранний	ран
исчезновения	исчезнувањето
исчезновения	исчезнување
знакомство	познаник
иисус	исус
иисус	хесус
итальянские	италијанска
итальянские	италијански
итальянские	италијанецот
итальянские	италијанец
компонент	компонента
объяснил	објасни
объяснил	објаснето
искренне	искрено
удобства	погодности
вэй	веи
хорхе	хорхе
спутники	сателитите
спутники	сателити
спутники	сателитот
спутники	сателитски
спутники	сателит
спутники	сателитска
спутники	месечини
опытом	искуства
рон	роан
рон	рон
наблюдение	мониторинг
наблюдение	набљудување
наблюдение	надзор
наблюдение	надгледување
деда	дедо
деда	дедото
деда	прадедо
деда	дедо
черепа	черепи
черепа	череп
черепа	черепот
герберт	херберт
якоб	jacob
якоб	јакоб
якоб	џејкоб
якоб	јакоб
словакия	словачка
интеграции	интеграција
женщину	жената
женщину	жено
женщину	жена
актер	глумец
актер	актер
мальчиков	дечки
мальчиков	момци
мальчиков	момчиња
мальчиков	машки
марке	марке
успешного	успешните
успешного	успешни
успешного	успешно
успешного	успешна
успешного	успешен
костей	коските
костей	коски
парков	паркс
парков	паркови
парков	парковите
сделки	трансакции
сделки	тргува
сделки	договори
сделки	зделки
попробуйте	пробајте
попробуйте	пробај
избирательного	селективно
избирательного	селективна
девиз	мото
девиз	слоган
сек	сек
салон	салон
греческая	грчки
греческая	грчка
греческая	грк
тысячелетия	милениум
серийный	сериски
земледелия	земјоделска
земледелия	земјоделие
земледелия	земјоделство
лекарственных	лековити
частное	приватно
частное	приватен
частное	приватна
частное	приватни
риска	ризик
риска	ризикува
зеркало	огледалце
зеркало	огледало
беседы	разговори
беседы	интервјуа
пересадка	трансплантација
пересадка	трансплантација
регулярный	редовна
регулярный	регуларен
регулярный	регуларно
регулярный	редовни
регулярный	редовен
регулярный	регуларни
рассказать	кажи
рассказать	кажувај
грей	сив
грей	сиво
грей	сива
грей	греј
грей	сиви
райт	рајт
вертолёт	хелихоптер
вертолёт	хеликоптер
мали	мали
мали	mali
реакций	реакции
реакций	реакциите
независимая	независни
независимая	независна
независимая	независен
независимая	независно
грузовых	товарниот
украшения	накит
украшения	накит
украшения	декорации
украшения	украси
правду	вистината
уровни	нивоа
организатором	организатор
организатором	организаторот
священники	свештеници
священники	попови
влиятельных	влијателниот
влиятельных	влијателен
влиятельных	влијателна
влиятельных	влијателни
разнообразие	разновидност
разнообразие	разновидноста
разнообразие	разновидност
хирург	хирург
брони	оклоп
признано	признаен
признано	призната
признано	признаена
признано	признат
признано	препознаен
признано	препознаат
признано	призната
признано	признат
признано	препознаен
патрон	касета
патрон	патрон
зомби	зомбиња
зомби	зомби
зомби	зомбиња
зомби	зомби
поворот	пресврт
поворот	сврти
поворот	ротација
поворот	pivot
гражданства	националност
молитвы	молитви
молитвы	молитвите
ботанический	ботаничка
босния	босна
конечной	крајна
дэйв	дејв
алжир	алжир
алжир	алжир
коричневые	кафеава
коричневые	браун
коричневые	кафеав
коричневые	кафена
саймон	simon
саймон	сајмон
саймон	симон
нила	нил
нила	нил
бтр	бтр
саид	саид
саид	сајед
саид	рече
саид	рекол
саид	саед
декан	дин
декан	dean
низким	ниско
низким	ниски
низким	ниска
низким	низок
повсеместно	сеприсутна
повсеместно	насекаде
повсеместно	сегде
повсеместно	секаде
феномен	феномени
феномен	феномен
феномен	појава
руды	руда
исправления	корекции
электрических	електрично
истины	вистини
джеффри	џефри
джеффри	џефри
блюз	блуз
ценные	вредно
ценные	вредни
эмблемы	грб
нефть	нафта
нефть	масло
нефть	петролеум
нефть	нафта
существенное	значајни
существенное	значителна
существенное	значајно
существенное	значајна
существенное	значителен
существенное	значаен
снег	снег
снег	снег
виа	виа
виа	преку
виа	via
детройт	детроит
детройт	дистрикт
показывать	покажи
показывать	прикажи
целые	цела
целые	целина
преступников	одметници
преступников	криминалците
преступников	криминалци
преступников	злосторници
воля	ке
воля	вил
воля	ќе
экономии	штедење
теннесси	тенеси
дженнифер	џенифер
форд	форд
форд	ford
шар	балон
шар	топка
шар	бал
шар	топката
шар	топче
шар	сферата
подарок	сегашност
подарок	сегашна
подарок	поклон
подарок	присутни
подарок	претстави
подарок	подарок
подарок	дар
подарок	поклон
подарок	подарок
очко	оценка
очко	резултат
очко	поен
очко	точка
группировка	фракцијата
группировка	фракција
группировка	групирање
стрелка	стрелец
стрелка	шутер
стрелка	стрелка
стрелка	стрела
жидкость	течност
жидкость	течна
жидкость	течни
жидкость	течност
свойство	имот
свойство	сопственост
этаж	спрат
этаж	кат
этаж	подот
этаж	партер
выполнено	исполнета
выполнено	исполнети
выполнено	постигнато
выполнено	остварена
филологии	филолошки
сербов	србин
сербов	србинка
сербов	српски
сербов	срби
сербов	србите
контекста	контекст
тяжести	сериозноста
луга	ливадите
люксембурга	луксембург
эна	ena
соловьёв	соловјов
курорт	ресорт
курорт	одморалиште
вектор	вектор
фантастический	фантастичен
фантастический	фантастично
леона	леона
закончить	заврши
закончить	финиш
мирное	мирна
мирное	мирно
мирное	мирни
мирное	мирен
саха	јакутски
присоединение	пристапување
присоединение	приклучуваат
присоединение	здружување
присоединение	приклучување
барабанщик	тапанарот
барабанщик	тапанар
нож	нож
трудах	записи
тянет	извлекува
тянет	влече
тянет	извлекуваат
тянет	влечење
акция	дејство
акция	акција
изобретение	изумот
изобретение	изум
изобретение	пронајдок
навыки	вештини
навыки	способности
навыки	вештини
навыки	вештина
грубо	непристојно
грубо	груба
грубо	непристоен
грубо	груби
грубо	некултурно
бранденбург	бранденбург
уменьшение	намалување
уменьшение	редукција
уменьшение	намали
уменьшение	намалување
уменьшение	опаѓање
санкции	казни
санкции	пенали
санкции	санкции
физическая	физичко
физическая	физичка
физическая	физички
ботаника	ботанички
рей	рае
рей	ре
рей	реи
рей	реј
викимедиа	викимедија
индивидуальные	поединец
индивидуальные	индивидуален
индивидуальные	индивидуална
индивидуальные	индивидуа
индивидуальные	индивидуални
спасение	спасување
спасение	зачувување
спасение	штедење
спасение	зачувувањето
спасение	спасување
спасение	спас
спасение	спасувачки
спасение	спас
спасение	спасението
спасение	спасение
мичиган	мичиген
минас	минас
кросс	крос
кросс	крстот
кросс	крст
нельсон	нелсон
снимок	снимка
кисти	четки
западное	вестерн
западное	западни
западное	западна
фильтр	филтер
герцогиня	војвотка
электроники	електроника
квебек	квебек
сотрудничает	соработува
колеса	тркало
колеса	тркалото
колеса	воланот
колеса	тркала
аудио	аудио
лукас	лукас
лукас	лукас
пал	другар
пал	паднат
пал	паднатиот
пал	падната
пал	паднати
мужские	машко
мужские	машки
компакт	компактна
вычисления	пресметај
вычисления	информатика
вычисления	computing
продал	продадени
продал	продадено
продал	продадена
продал	продаден
акул	ајкули
реализм	реализам
химическая	хемиско
химическая	хемиски
правильный	точен
правильный	исправи
правильный	точна
операторов	оператори
поляки	полјаци
тереза	тереза
тереза	тереза
тереза	тереса
держит	чува
четверть	четврт
четверть	кварт
приобрести	купување
приобрести	стекнување
повысить	зајакнување
повысить	boost
повысить	поттик
защищает	заштитува
защищает	штити
особая	посебно
особая	специјален
особая	специјално
особая	специјални
особая	посебна
особая	специјална
буддизм	будизмот
ген	џин
ген	ген
ген	ген
ген	генерал
смешанные	мешани
смешанные	мешано
смешанные	мешан
смешанные	мешана
смешанные	помешани
призы	награди
призы	трофеи
адамс	адамс
мятеж	револт
мятеж	бунт
мятеж	побуна
мятеж	бунтот
мятеж	бунт
мятеж	побуна
социальное	социјална
социальное	социјално
социальное	општествени
просмотр	прелистување
просмотр	гледање
просмотр	разгледување
просмотр	прелистување
просмотр	поглед
подъёма	самогласка
максимальное	максимална
максимальное	максимално
максимальное	максимален
максимальное	максимум
рика	рик
рика	рика
телефоны	телефони
телефоны	телефоните
телефоны	телефони
неизвестный	непознати
неизвестный	непознато
неизвестный	непозната
неизвестный	непознат
социалистов	социјалисти
социалистов	социјалистите
шарлотта	шарлот
шарлотта	шарлота
буш	грмушка
буш	грмушки
буш	буш
тайвань	тајван
миф	мит
убежище	засолниште
убежище	прибежиште
убежище	засолниште
убежище	светилиште
убежище	азил
убежище	прибежиште
убежище	засолниште
мышь	глушец
мышь	глувче
тенденция	тренд
тенденция	тенденција
биг	големо
биг	голем
биг	голема
биг	големи
биг	бих
тезис	тезата
тезис	теза
тезис	тези
богини	божици
потребности	потреби
потребности	услови
потребности	барања
автомат	автомат
катера	бродови
катера	чамци
кен	ken
кен	кен
дольше	подолго
дольше	подолга
дольше	подолг
дольше	подолги
подтверждена	потврдено
подтверждена	потврди
подтверждена	потврдена
подтверждена	потврден
координации	координатен
рождество	божиќ
рождество	божик
рождество	крисмас
ральф	ralf
ральф	ралф
стандартный	стандард
стандартный	стандардна
стандартный	стандардни
стандартный	стандарден
стандартный	стандардно
отделений	канцелариите
отделений	канцеларии
отделений	филијали
отделений	претставништва
отделений	гранки
отделений	ограноци
отделений	гранките
сул	сул
поло	polo
поло	поло
чистый	прочистена
чистый	net
чистый	нето
чистый	нет
чистый	чиста
чистый	чисто
чистый	чисти
чистый	чист
чистый	исчисти
чистый	чисто
чистый	чист
чистый	чиста
тепло	топлина
тепло	жештина
тепло	грее
тепло	топло
тепло	топли
тепло	топол
тепло	топла
тепло	топлината
тепло	топлина
мартинес	мартинез
мартинес	мартинез
таджикистан	таџикистан
погода	времето
удаляется	отстранета
удаляется	отстранет
удаляется	отстранети
суды	судови
суды	судовите
бака	бака
приобрел	стекнат
приобрел	стекнато
приобрел	стекнати
джейми	џејми
предпочитает	преферира
предпочитает	претпочита
банкноты	банкноти
раннее	рано
раннее	ран
орды	орди
орды	толпи
болота	мочуриште
болота	мочуришта
избегать	избегнување
избегать	избегнувајќи
избегать	избегнете
избегать	избегнувајте
избегать	избегнување
избегать	избегне
магистр	magister
магистр	магистер
окружности	кругови
соединяет	поврзува
пригороде	предградие
пригороде	предградија
пригороде	предградие
пригороде	предградијата
празднование	славиме
празднование	славење
празднование	празнува
празднование	слави
празднование	прославување
празднование	прослави
празднование	одбележување
празднование	комеморација
празднование	комеморацијата
празднование	прослава
празднование	прославата
спорных	спорни
спорных	спорно
спорных	спорен
спорных	спорни
спорных	спорен
спорных	контроверзна
спорных	контроверзни
спорных	контроверзниот
спорных	контроверзен
спорных	контроверзно
римлян	римјани
римлян	римјаните
длинная	лонг
длинная	долги
длинная	долго
длинная	долга
дождь	врни
дождь	врне
дождь	дожд
рено	режинал
рено	рено
рено	рино
рено	рено
уменьшается	намалува
уменьшается	намалува
продать	продаде
продать	продавај
продать	продажба
колесо	тркало
колесо	тркалото
колесо	воланот
коренные	домородни
коренные	домородците
федеральное	федерално
федеральное	федерални
федеральное	сојузниот
заготовки	жетва
заготовки	берење
клиент	муштерија
клиент	клиентот
клиент	клиент
таллин	талин
прибыла	пристигнаа
прибыла	пристигнал
прибыла	пристигна
быков	бикови
сохранять	зачувување
сохранять	зачува
сохранять	спаси
сохранять	зачувај
сохранять	зачувување
коллективов	колективи
лингвист	лингвист
шум	врева
шум	бучава
шум	бука
шум	галама
шум	шум
сталь	челик
говард	хауард
говард	ховард
скот	скот
скот	говедата
скот	говеда
скот	стока
скот	добиток
выделил	истакна
выделил	истакната
выделил	истакнато
кусок	делче
кусок	парче
органических	органски
органических	органско
органических	органска
серп	срп
кальция	калциум
робот	робот
ева	ева
ева	ива
ева	ив
ева	ева
ева	eve
паркер	паркер
бурбон	бурбон
вызова	свикување
вызова	повикување
филиппины	филипините
филиппины	филипини
восстановлено	обновен
восстановлено	обновени
восстановлено	обновено
заболевание	болест
заболевание	заболување
заболевание	болест
заболевание	болести
ствол	буре
ствол	барел
ствол	пушка
ствол	пиштол
шер	шер
справедливо	фер
справедливо	саем
справедливо	панаѓур
тренеров	тренери
мирза	мирза
запрещены	забрането
запрещены	забрани
запрещены	забранета
запрещены	забранети
братства	братство
разрушена	уништени
разрушена	уништена
цифра	цифрен
цифра	фигура
цифра	бројка
отражения	рефлексија
отражения	размислувања
неясно	нејасно
кэти	кети
кэти	кати
кэти	кети
кэти	кети
кэти	кејти
кэти	кети
кэти	кејти
либертадорес	либертадорес
водителя	шофер
водителя	возачот
водителя	управувач
водителя	возач
лиссабон	лисабон
металлургии	металургија
серого	сив
серого	греј
серого	сиво
серого	сиви
серого	grad
осуществление	спроведување
осуществление	имплементација
величайших	најголемо
величайших	најголема
творческих	креативна
творческих	креативен
творческих	креативни
творческих	креативно
джорджия	грузија
джорджия	џорџија
спектра	спектар
норт	северно
норт	север
норт	северот
домохозяйства	домаќинствата
домохозяйства	домаќинства
домохозяйства	домаќинство
домохозяйства	домаќинството
нести	носи
нести	носам
нести	носење
побег	бегање
побег	бегајќи
побег	бегство
побег	избега
визита	посета
визита	посети
ввод	внес
ввод	влезни
ввод	пишувате
ввод	влегување
ввод	влегуваме
ввод	влегува
ввод	внеси
ввод	внесете
атомов	атоми
измерений	мерења
документация	документација
бордо	бордо
спора	оспори
спора	спор
производительность	изведба
производительность	перформанс
производительность	перформанси
производительность	настап
производительность	продуктивност
производительность	продуктивноста
верди	верди
заняты	зафатен
заняты	зафатено
заняты	зафатена
заняты	зафатени
существенные	значителен
существенные	значителна
существенные	значителни
существенные	значајни
существенные	значителна
существенные	значајно
существенные	значајна
существенные	значителен
существенные	значаен
регент	регент
двигаться	помести
двигаться	премести
двигаться	преселба
двигаться	селење
двигаться	преместување
двигаться	движење
лена	лена
уважение	респект
уважение	почит
эскадрилья	ескадрила
подтверждаю	потврдено
подтверждаю	потврди
подтверждаю	потврдена
подтверждаю	потврден
капитаны	капетани
капитаны	предводници
воздушная	воздушно
воздушная	воздушни
самоубийство	самоубиство
самоубийство	самоубиства
томпсон	томсон
томпсон	томпсон
определены	дефинирано
определены	дефинирана
определены	дефиниран
определены	дефинирани
определены	определен
определены	решен
определены	одлучен
определены	одлучно
определены	одлучни
определены	одлучна
голландский	дач
голландский	холандска
голландский	холандскиот
голландский	холандски
мемуары	мемоари
мемуары	мемоар
блокады	блокади
блокады	блокада
подземный	подземјето
подземный	подземје
подземный	подземен
живые	живите
живые	живеејќи
живые	живеење
живые	лајвли
живые	жива
живые	живи
живые	жив
фбр	fbi
фбр	фби
винсент	винсент
варвара	варвара
мар	april
мар	мар
обитатели	жители
рикардо	рикардо
змей	змија
змей	змиски
змей	змија
змей	змии
авария	несреќа
авария	сообраќајка
авария	судар
авария	краш
авария	падот
вождь	шеф
вождь	главен
вождь	шефот
вождь	началник
миграции	миграција
миграции	миграции
предприниматели	претприемачи
квартале	четврт
квартале	кварт
включено	вклучени
включено	вклучено
включено	овозможен
включено	овозможена
включено	овозможено
костюмы	костими
костюмы	костуми
костюмы	одела
костюмы	костуми
бан	забрани
бан	забрана
бан	бан
повстанцы	бунтовници
повстанцы	бунтовници
повстанцы	бунтовниците
ромео	ромео
доводы	аргументи
удэ	уде
бронза	бронзена
бронза	бронзен
бронза	бронза
бронза	бронзени
редактировать	измени
редактировать	уредување
редактировать	уреди
шаги	чекори
вставить	вметнување
вставить	вметни
вставить	вметни
вставить	paste
квартет	квартет
вину	вина
вину	вината
алжира	алжирски
алжира	алжир
филип	филип
филип	филип
филип	filip
николя	николас
николя	никола
квалификация	квалификациите
квалификация	квалификации
квалификация	квалификација
сантос	сантос
организаторы	организаторите
организаторы	организатори
организаторы	организаторите
организаторы	организатори
организаторы	домаќини
переводить	преведување
переводить	преведува
переводить	преведи
переводить	преведе
грамотности	писменост
коллегами	колегите
коллегами	колеги
коллегами	колешки
походы	зголемувања
походы	кампување
походы	планинарење
моряков	морнари
моряков	морнари
потеря	губат
потеря	губење
потеря	губејќи
потеря	губење
потеря	губиток
потеря	загуба
профессионально	професионално
кентукки	кентаки
получен	примен
получен	добиени
получен	доби
получен	примена
получен	примиле
французское	французи
французское	француски
имеющихся	достапно
имеющихся	достапни
имеющихся	достапен
имеющихся	достапна
секрет	тајна
электрические	електрично
иерархии	хиерархија
камеру	камера
камеру	апарат
сопровождал	придружени
сопровождал	придружуваше
сопровождал	придружена
сопровождал	придружен
сопровождал	придружувани
этнических	етничка
этнических	етнички
этнических	етничко
зимы	зими
чужой	вонземско
чужой	вонземјанин
чужой	вонземјани
чужой	вонземски
чужой	туѓинец
чужой	странец
излучение	зрачење
излучение	радијација
излучение	радиација
принести	донеси
принести	донесе
принести	донесете
методика	методологија
семян	семе
прекращено	прекинат
электрический	електрично
электрический	електричен
электрический	електрицитет
электрический	електрично
комплект	сет
комплект	комплет
комплект	сетот
комплект	постави
комплект	прибор
комплект	кит
чэнь	чен
лоуренс	лоренс
лоуренс	лоренс
полицейские	полицајците
полицейские	полицајци
полицейские	полицајци
полицейские	полицијата
полицейские	полиција
бутана	бутански
вытекает	произлегува
утвержден	одобрено
утвержден	одобрен
утвержден	одобрени
утвержден	одобри
утвержден	одобрена
префектуре	префектурата
сухопутные	копнени
сухопутные	копнен
собственная	сопствени
собственная	сопствено
собственная	сопствена
собственная	сопствен
богиня	божица
проход	преминот
рид	рид
рид	трска
рид	рид
аппараты	машини
отпуск	одмор
мэттью	метју
мэттью	матеј
мэттью	метју
медицинское	медицински
замки	замоци
замки	брави
эрнест	ернест
уверены	уверен
уверены	уверени
уверены	самоуверен
уверены	убеден
треугольник	триаголник
дональд	доналд
дональд	пајо
автоматического	автоматски
автоматического	автоматска
автоматического	автоматско
мыши	глувци
мыши	глушец
мыши	глувче
лагерей	логори
лагерей	кампови
реабилитации	рехабилитација
реабилитации	рехабилитација
симона	симон
симона	симона
рик	рик
рик	рик
оригинальная	оригинал
богатый	богата
богатый	богато
богатый	богат
богатый	богати
богатый	рич
богатый	богати
грэм	греам
необходимое	неопходни
необходимое	неопходно
необходимое	неопходна
необходимое	потребно
призыв	жалба
призыв	апел
чехов	чехов
чехов	чехов
чехов	чеков
ибрагим	ибрахим
протокола	протокол
толедо	толедо
канадская	канадска
канадская	канадски
послов	амбасадорите
послов	амбасадори
ходит	прошетки
моисей	мојсеј
моисей	мозес
моисей	муса
предки	претци
предки	предци
дайте	дајте
дайте	давај
дайте	дај
записано	сними
записано	снимено
теоретические	теоретски
теоретические	теоретска
корень	корен
черный	црн
черный	црна
черный	црно
черный	црни
черный	црнец
коллегой	колега
аполлон	аполон
аполлон	аполо
кении	кенија
иностранный	странски
иностранный	странска
шансы	шансите
шансы	шанси
шансы	шансите
раса	трка
раса	раса
точные	прецизна
точные	прецизен
точные	прецизни
точные	точна
точные	прецизен
точные	точен
точные	прецизно
обещал	ветено
обещал	ветив
обещал	ветена
обещал	вети
ближнем	средина
ближнем	среден
бондаренко	бондаренко
решительно	остро
решительно	силно
решительно	одлучно
решительно	решително
непрерывно	постојано
непрерывно	континуирано
непрерывно	непрекинато
непрерывно	континуирано
