年	taon
西藏	tibet
俄羅斯	rusya
俄羅斯	russia
節	festival
分析	mapanuring
分析	pagsusuri
分析	pagtatasa
榮	rong
偉	wai
旗	bandila
旗	watawat
旗	banner
行星	planeta
行星	planetary
行星	planets
作者	manunulat
作者	manunulat
作者	author
北海道	hokkaido
北海道	hokkaidō
皇家	royal
電子	elektron
電子	elektronikong
電子	electronic
電子	elektronika
電子	electronics
三十	tatlumpung
三十	medya
倫敦	london
倫敦	londres
範圍	saklaw
範圍	hanay
黨	partido
黨	party
黨	pagdiriwang
黨	pagtitipon
缺乏	kapos
微	micro
教堂	simbahan
教堂	iglesia
教堂	simbahan
教堂	church
警察	pulisya
警察	pulis
絲	sutla
絲	silk
趙	zhao
趙	cho
帝國	imperyo
帝國	monggol
原本	originally
娛樂	paglilibang
娛樂	libangan
娛樂	alang
娛樂	nakakaaliw
娛樂	libangan
娛樂	entertainment
坡	libis
坡	poe
方案	program
方案	programa
屋	bahay
部隊	hukbo
詞	salitang
詞	salita
詞	salita
洞	butas
洞	cave
洞	kuweba
洞	dong
宮	palasyo
影	anino
影	shadow
影	anino
速	bilis
黎	lai
會議	conference
會議	pagpupulong
會議	pagpupulong
會議	miting
會議	pulong
會議	pagkakakilala
會議	pagpupulong
資訊	impormasyon
豐	yutaka
戰鬥	labanan
戰鬥	aaway
戰鬥	fighting
戰鬥	lumaban
項目	project
項目	proyekto
項目	taumbayan
項目	proyekto
項目	item
玩家	player
玩家	manlalaro
玩家	manlalaro
限制	paghihigpit
限制	limitasyon
限制	pagbabawal
限制	limitasyon
限制	limitahan
電腦	kompyuter
電腦	computer
電腦	kompyuter
電腦	computer
電腦	ekolohiya
如何	paano
如何	pano
創作	paglikha
創作	paggawa
創作	creation
創作	creative
創作	malikhain
引擎	engine
引擎	makina
執行	maipatupad
執行	pagpapatupad
英雄	heroes
英雄	hero
英雄	bayani
下午	tanghali
下午	hapon
透過	through
反對	pagtutol
反對	pagsalungat
興	xing
小時	oras
小時	oras
昂	aung
體育	palakasan
體育	sport
體育	isport
體育	palakasan
體育	isports
體育	sports
洲	chau
投入	input
投入	ipinasok
投入	inputs
有些	ilang
有些	ilan
元素	elemental
元素	element
元素	elementong
元素	elemento
宇	woo
任命	appointment
解	lutasin
跨	trans
王朝	awan
區域	zone
區域	lugar
區域	area
區域	lawak
區域	rehiyon
區域	rehiyon
以前	noon
以前	dati
以前	bago
報	diyaryo
報	pahayagan
分子	biyolohiyang
分子	molecule
分子	molecules
隧道	tunnel
孫	sun
孫	araw
崔	choi
崔	cui
禮	rite
申	shin
湖南	hunan
雜誌	magazine
雜誌	magasin
雜誌	magasin
有效	valid
有效	bisang
有效	epektibo
有效	epektibong
有效	effective
有效	mabisa
平台	platform
平台	plataporma
平台	platform
概念	konsepto
概念	konsepto
議會	parlyamento
傳統	tradisyunal
傳統	tradisyonal
傳統	kaugalian
傳統	tradisyon
傳統	tradisyon
夏季	summer
照片	picture
照片	larawan
照片	photograph
照片	litrato
照片	picture
照片	photos
照片	larawan
照片	itrato
照片	larawan
照片	litrato
照片	litratong
核	nuclear
核	nucleus
更名	renaming
停止	tma
停止	tumigil
停止	itigil
停止	tigil
停止	huminto
公開	publiko
公開	pampubliko
仙	fairy
仙	xian
劍	espada
劍	tabak
劍	espada
劍	sword
機構	ahensiya
機構	agency
機構	institusyon
機構	institusyon
帶	magdala
帶	magdadala
帶	dalhin
帶	sinturon
帶	belt
操作	operation
操作	operasyong
操作	operasyon
取消	pagkansela
人類	pantao
人類	tao
人類	makatao
人類	human
市場	marketplace
市場	merkado
市場	merkado
市場	palengke
市場	pamilihan
市場	market
飛	bangaw
飛	fly
飛	lumipad
飛	lumilipad
軍事	military
軍事	pangmilitar
軍事	militar
協助	tulong
協助	assist
協助	assisted
橋	tulay
橋	tulay
調查	imbestigasyon
調查	pagsisiyasat
調查	survey
調查	imbestigahan
投	cast
投	itayo
投	pitch
忠	chung
澳洲	australian
主教	bishop
主教	obispo
孟	meng
紀念	memorial
紀念	remembrance
地點	lugar
地點	venue
地點	lugar
地點	pook
地點	kinalalagyan
地點	lokasyon
地點	places
颱風	typhoons
颱風	bagyong
決賽	pinal
決賽	pangwakas
決賽	final
決賽	panghuling
決賽	finals
大臣	ministro
大臣	minister
柳	yoo
柳	ryu
沈	shen
沈	shim
人工	artipisyal
人工	artificial
守	mamoru
移動	gumalaw
移動	move
移動	ilipat
移動	galawin
陸軍	hukbo
陸軍	army
法院	courts
留	mananatiling
留	manatili
留	manatiling
留	stay
電	elektrisidad
電	kuryente
電	electric
運動員	atleta
運動員	athlete
運動員	atleta
夢	dream
夢	pinapangarap
夢	panaginip
夢	pangarap
夢	dreams
夢	pangarap
祥	xiang
羅馬	rome
羅馬	roma
科學	science
科學	agham
東北	isan
烏克蘭	ukraine
啟用	paganahin
啟用	pinapagana
啟用	pinagana
啟用	activate
啟用	buhayin
皇后	emperatris
皇后	queen
皇后	reyna
肯	ken
九龍	kowloon
柱	hanay
柱	haligi
柱	pillar
動物	hayop
動物	animal
動物	hayop
佛教	budismo
佛教	budista
精神	espirituwal
精神	spiritual
精神	diwa
精神	mental
精神	kaisipan
企業	negosyong
企業	negosyo
企業	enterprise
核心	ubod
核心	core
核心	nucleus
核心	kernel
環境	kapaligiran
河南	henan
冰	yelo
冰	ice
第七	ikapitong
甘	gan
飛機	eroplano
飛機	plane
飛機	eroplano
飛機	airplane
飛機	eroplano
應該	dapat
太陽	sun
太陽	araw
太陽	solar
深圳	shenzhen
瑞典	sweden
瑞典	suwesya
廳	hall
關	guan
關	off
竹	bamboo
竹	kawayan
福建	fujian
選擇	selection
選擇	pagpili
選擇	pumili
選擇	pumili
選擇	piliin
選擇	pagpili
選擇	pagpipilian
選擇	pinili
選擇	choice
珠	kuwintas
比較	paghahambing
比較	ikumpara
比較	ihambing
比較	paghambingin
比較	anatomiyang
比較	paghahambing
類似	kapareho
類似	magkatulad
類似	katulad
眼	mata
眼	mata
妻子	asawa
秋	taglagas
秋	autumn
雨	ulan
雨	umulan
編號	numbering
編號	bilang
亭	kiosk
溫	wen
思想	inakala
思想	akala
思想	naisip
思想	kala
思想	thoughts
思想	saloobin
破壞	destruction
重建	manumbalik
重建	tatag
第六	ikaanim
基督教	christian
基督教	kristiyano
基督教	kristiyanismo
南方	katimugang
南方	southern
南方	timog
洋	hiroshi
洋	karagatan
公民	civic
公民	mamamayan
公民	mamamayan
公民	citizen
燕	lunukin
燕	yan
改善	pagpapabuti
改善	pagpapahusay
改善	pagpapabuti
改善	pagpapahusay
改善	pinagandang
改善	pinahusay
改善	pinabuting
改善	mapabuti
改善	pagbutihin
改善	pagpapabuti
鐵道	railway
鐵道	riles
鐵道	riles
蘇聯	ussr
烈	yeol
製造	paggawa
製造	manufactured
製造	panindang
製造	paggawa
製造	manufacturing
製造	pagmamanupaktura
敏	min
網路	web
網路	internet
網路	networking
網路	network
炮	cannon
炮	baril
岩	bato
岩	bato
岩	rock
排	platoon
排	hilera
排	row
朋友	kaibigan
朋友	magkaibigan
朋友	kaibigan
朋友	makipagkaibigan
離開	umalis
離開	iwan
離開	iwanan
十六	xvi
十六	sixteen
生命	buhay
找到	natagpuan
找到	nahanap
找到	nakita
找到	nakahanap
十五	kinse
油	langis
油	oil
狀態	status
狀態	katayuan
調	tune
賢	hyun
更新	updated
更新	update
更新	updates
更新	update
彈	dula
彈	play
彈	makipaglaro
彈	maglaro
艦	barko
層	layers
層	patong
主題	tema
主題	paksa
主題	theme
主題	tema
主題	paksa
主題	sasailalim
主題	paksa
主題	subject
球場	stadium
返回	pagbabalik
返回	returns
返回	bumalik
返回	pagbabalik
宇宙	sansinukob
宇宙	universe
宇宙	cosmic
醫院	hospital
醫院	ospital
醫院	ospital
平方	parisukat
批准	apruba
批准	pagpayag
批准	approval
批准	aprubahan
批准	inaprubahan
批准	naaprubahan
瑞士	switzerland
大道	boulevard
大道	avenue
大道	abenida
旅客	pasahero
旅客	pasahero
旅客	travelers
酒店	otel
酒店	hotel
酒店	hotel
順	shun
西方	west
西方	kanluran
西方	kanluranin
西方	western
現代	makabagong
現代	modern
現代	modernong
現代	makabago
未來	kinabukasan
未來	hinaharap
未來	mirai
營	battalion
營	kampo
芳	fang
著作	writings
鯉	karpa
金融	pinansyal
金融	financial
任務	assignment
任務	pagtatalaga
任務	gawain
任務	gawain
任務	misyon
商業	commerce
商業	pangkalakal
商業	commercial
商業	komersyal
商業	komersiyal
商業	negosyong
商業	negosyo
雄	woong
基金	fund
基金	pondong
基金	pondo
空間	space
空間	kalawakan
空間	puwang
空間	espasyo
亮	ryo
零	sero
零	zero
詩	tula
詩	tulang
詩	tula
詩	poetry
詩	tula
慶	kyung
巨	giant
巨	higante
過去	nakaraan
過去	nakalipas
過去	nakaraang
董	tung
董	dong
存	deposito
存	deposit
提高	pagtaas
提高	dagdagan
提高	taasan
嚴重	seryoso
嚴重	malubha
嚴重	severe
嚴重	malubhang
論	panukala
論	teoriya
論	teorya
俊	hunyo
俊	jun
俊	joon
母親	nanay
母親	ina
訓練	pagsasanay
熙	hee
葡萄牙	portuguese
葡萄牙	portuges
葡萄牙	portugal
行為	gawi
行為	ugali
行為	inasal
行為	gawi
行為	asal
喬	joe
朝鮮	joseon
朝鮮	korea
工業	industriya
工業	industrial
工業	industriyal
蓋	gai
慧	hye
坦克	tank
坦克	tangke
坦克	tangke
劇場	sinehan
劇場	theater
劇場	teatro
劇場	tanghalan
授予	award
授予	iginawad
水域	waters
茂	mau
茂	shigeru
茂	moo
參考	sanggunian
參考	reperensiya
健	jian
韓	han
台北市	taipei
收入	kita
收入	kinita
收入	kita
收入	earnings
收入	kita
收入	income
珍	jane
成績	achievements
成績	nagawa
成績	grades
成績	grado
成績	nakamit
成績	achievement
姓	apelyido
盛	sheng
菜	ulam
菜	ulam
菜	pagkain
菜	lutong
菜	pinggan
古代	ancient
古代	sinaunang
灰	gray
灰	abo
灰	ash
灰	grey
灰	ashes
工具	kasangkapan
工具	kasangkapan
寬	lapad
寬	malawak
寬	malapad
提升	upgrade
提升	angat
楚	chu
新疆	xinjiang
退	retiro
退	retreat
十八	eighteen
持續	tuloy
品牌	tatak
品牌	branding
品牌	tatak
卓	cheuk
翻譯	pagsasalin
翻譯	translators
翻譯	isinalin
翻譯	translation
翻譯	pagsalin
翻譯	pagsasalin
翻譯	translate
翻譯	isalin
目標	layunin
目標	goals
目標	layunin
目標	pinupuntirya
目標	target
基礎	base
基礎	basehan
自動	awtomatiko
自動	auto
自動	awtomatiko
自動	awtomatikong
自動	awtomatiko
自動	automated
群島	kapuluan
群島	kapuluang
理論	panukala
理論	teoriya
理論	teorya
理論	doktrina
理論	doctrine
理論	theories
軍隊	hukbo
軍隊	army
宣	xuan
鏡	salamin
鏡	gayahin
鏡	mirror
注意	atensyon
注意	pansin
大樓	gusali
出口	umalis
出口	lumabas
出口	exports
出口	export
地震	lumindol
地震	lindol
地震	paglindol
地震	lindol
地震	paglindol
平方米	sqm
關於	tungkol
海外	overseas
海外	offshore
高速公路	lansangan
高速公路	highway
高速公路	highway
產品	produkto
產品	produkto
條約	treaties
條約	tratado
條約	kasunduan
助理	assistant
助理	katulong
畫	paint
畫	pintura
畫	gumuhit
畫	painting
畫	pinta
舞	sayaw
舞	sayawan
舞	sumayaw
舞	nagsasayaw
舞	sumasayaw
舞	pagsasayaw
荷蘭	netherlands
獸	beast
汽車	kotse
汽車	sasakyan
汽車	kotse
避免	iwas
避免	umiiwas
避免	iwasan
避免	iwasan
命令	utos
命令	command
命令	utos
命令	order
命令	orders
遠	malayo
遠	kalayo
遠	malayong
結構	istruktura
結構	architecture
結構	arkitektura
結構	istraktura
埃及	ehipto
字母	alpabeto
字母	letra
字母	letters
字母	titik
字母	sulat
字母	liham
字母	letter
大陸	kalapagang
大陸	mainland
大陸	kontinente
可可	coco
可可	tsokolate
海岸	shore
海岸	baybayin
海岸	baybayin
水平	pahigang
水平	pahalang
輝	fai
輝	huy
墨西哥	mehiko
都市	metropolis
學習	aral
學習	learning
學習	matutunan
學習	matuto
學習	aralan
學習	malaman
賴	lai
阮	nguyễn
阮	nguyen
動	gumalaw
動	move
動	ilipat
動	galawin
樂團	banda
樂團	orchestra
材料	materyal
材料	materyales
材料	materyales
以後	mamaya
士兵	sundalo
士兵	kawal
士兵	sundalo
容易	madali
容易	madaling
容易	easy
魔法	salamangka
魔法	magic
彼得	pedro
彼得	peter
大阪	osaka
茶	tsaa
茶	tsa
孩子	anak
孩子	bata
代理	ahente
代理	agent
代理	acting
代理	kumikilos
代理	proxy
組合	kumbinasyon
組合	kombinasyon
組合	mix
組合	halo
組合	ihalo
正常	normal
北京市	beijing
王子	prinsipe
王子	prince
模型	models
模型	modelo
模型	model
夜	nights
夜	gabi
乘客	pasahero
乘客	pasahero
錦標賽	championships
錦標賽	tournament
錦標賽	torneo
錦標賽	kampeonato
錦標賽	championship
禁止	pagbawalan
禁止	forbidden
禁止	ipinagbabawal
禁止	ipinagbabawal
禁止	bawal
禁止	pinagbabawal
禁止	pagbabawal
重播	replay
宣傳	propaganda
宣傳	propaganda
宣傳	advocacy
巨大	napakalaki
蛇	ahas
蛇	snakes
紫	purple
紫	ube
紫	lila
紫	violet
週	linggo
週	lingguhan
週	lingo
完整	busog
完整	full
完整	buo
完整	buong
完整	complete
完整	kumpletuhin
完整	kompleto
完整	kumpleto
爆	sabog
翁	weng
上市	nakalista
上市	inilista
上市	listahan
上市	listing
德里	delhi
森林	kagubatan
森林	gubat
森林	kagubatan
介紹	ipinakikilala
介紹	intro
介紹	pagtatanghal
白色	maputi
白色	puti
晚上	evening
晚上	gabi
晚上	gabi
國王	king
國王	hari
國王	haring
袁	yuan
欣	xin
耳	tainga
耳	tenga
耳	tainga
改變	palitan
改變	magbabago
改變	pagbabago
改變	baguhin
改變	change
廣場	parisukat
廣場	piazza
廣場	plaza
市民	mamamayan
市民	mamamayan
市民	citizen
樹	puno
樹	puno
大西洋	atlantic
聯邦	federal
聯邦	pederal
聯邦	pederasyon
聯邦	kompederasyon
麻	hemp
土耳其	turkey
土耳其	turkiya
酸	maasim
酸	acid
酸	asido
酸	acids
董事	direktor
外交	diplomatic
外交	diplomasya
夫人	madam
公斤	kilos
公斤	kilogramo
公斤	kilo
效果	effect
效果	epekto
效果	effects
效果	epekto
說明	paglalarawan
資格	qualification
連續	tuloy
連續	continuum
晚	late
晚	huli
輪	gulong
輪	gulong
輪	round
輪	bilog
記錄	pagtatala
記錄	recording
記錄	record
記錄	talaan
記錄	rekord
記錄	records
記錄	talaan
作戰	combat
作戰	labanan
寫	magsulat
寫	sumulat
寫	isulat
寫	pagsusulat
鹿	usa
地理	geographic
地理	heograpikong
地理	heograpiya
孝	hyo
姜	kang
姜	jiang
姜	luya
最近	kamakailan
最近	lately
最近	kamakailan
最近	kamakailan
最近	recent
咸	maalat
網頁	website
秘密	sikreto
秘密	secret
秘密	lihim
變	palitan
變	magbabago
變	pagbabago
變	baguhin
變	change
人大	npc
開放	buksan
開放	bukas
開放	open
主持人	moderator
主持人	tagapamagitan
主持人	host
移民	imigrante
移民	imigrasyon
移民	pandarayuhan
移民	immigration
移民	paglilipat
移民	migration
運輸	transportasyon
運輸	sasakyan
運輸	transportasyon
運輸	sasakyan
背	likod
背	bumalik
背	balikan
背	balik
第八	ikawalong
姚	yao
大小	laki
大小	sukat
演唱會	konsiyerto
演唱會	concert
演唱會	konsiyerto
錫	tin
錫	lata
頂	tuktok
頂	nangunguna
頂	itaas
柏林	berlin
三個	tatlong
三個	tatlo
今天	ngayon
符	anting
親	halik
親	kiss
兒子	anak
兒子	son
骨	bones
骨	buto
骨	buto
加州	california
人口普查	census
戰役	labanan
戰役	battles
電台	radio
電台	radyo
墓	puntod
墓	libingan
墓	puntod
墓	libingan
墓	grave
北方	north
北方	hilagang
北方	hilaga
北方	hilagang
活躍	active
活躍	aktibong
活躍	aktibo
星期一	lunes
星期一	monday
首播	pangunahin
首播	premiered
業務	negosyong
業務	negosyo
射	shoot
射	bumaril
射	barilin
射	kumuha
前身	predecessor
啟	kai
極	polar
極	labis
野	wild
野	ligaw
投資	pamumuhunan
投資	namumuhunan
投資	mamuhunan
投資	invest
投資	puhunan
投資	pamumuhunan
投資	investment
投資	investments
海洋	karagatan
類型	genre
類型	type
類型	uri
機會	pagkakataon
機會	chance
機會	pagkakataon
機會	opportunity
機會	pagkakataon
機會	oportunidad
錯誤	pagkakamali
錯誤	mali
錯誤	pagkakamali
錯誤	pagkakamali
錯誤	error
儀	yee
總部	headquarters
總部	headquarter
健康	healthy
健康	malulusog
健康	malusog
健康	kalusugan
股	yunit
股	unit
身高	taas
身高	height
熱	hot
熱	mainit
熱	init
空中	aerial
空中	makalipad
空中	hangin
空中	himpapawid
工人	manggagawa
工人	manggagawa
輕	liwanag
輕	magaan
輕	ilaw
輕	lighter
經常	madalas
經常	regular
經常	madalas
經常	kadalasan
經常	madalas
滿	mitsuru
滿	busog
滿	full
滿	buo
滿	buong
負	negatibong
負	negatibo
負	negative
粵語	kanton
亨利	enrique
亨利	henry
交易	transaksiyon
交易	transaksyon
交易	trading
交易	pakikitungo
交易	deal
黑色	itim
爆炸	sabog
爆炸	pagsabog
喜歡	parang
喜歡	like
喜歡	gustuhin
警方	pulisya
警方	pulis
十七	seventeen
尹	yoon
能量	enerhiya
酒	alak
酒	alkohol
酒	alak
地面	ibabaw
地面	lupa
地面	ground
太平	taiping
普遍	universal
普遍	unibersal
十年	dekada
然後	then
然後	pagkatapos
十四	katorse
鬼	ghost
鬼	multo
昆	kun
中山	zhongshan
鼠	rat
鼠	daga
鼠	mouse
鼠	daga
鼠	mice
必要	kinakailangan
俄	rusya
俄	russia
彩	chae
山西	shanxi
南極洲	antarctica
南極洲	antartiko
小型	liit
小型	maliit
退出	lumabas
退出	umalis
退出	lumabas
以色列	israel
兒童	anak
兒童	bata
東部	silangan
東部	east
東部	silangang
逐漸	unting
逐漸	unti
博物館	museo
固定	naayos
固定	inayos
固定	galaw
對話	usapan
對話	uusap
對話	dialogue
對話	dialogues
琴	violin
階段	phase
階段	phases
階段	yugto
階段	entablado
階段	yugto
階段	stage
江西	jiangxi
游	lumangoy
游	lumalangoy
游	swimming
薛	xue
病	ill
病	karamdaman
病	sakit
病	nagkasakit
病	maysakit
病	sick
問	hilingin
問	ask
問	magtanong
問	tanungin
問	itanong
翡翠	jade
維持	mapanatili
維持	maintain
維持	magpanatili
維持	pagpapanatili
維持	pagpapanatili
維持	maintenance
格式	format
事故	aksidente
臺北	taipei
互	kapwa
藝人	artiste
藝人	entertainers
藝人	artista
藝人	artist
藝人	entertainer
天使	angels
天使	anghel
天使	anghel
天使	angel
表面	ibabaw
池	pond
池	lawa
池	pool
圖片	picture
圖片	larawan
圖片	picture
圖片	larawan
圖片	imahe
建設	konstruksiyon
建設	construction
建設	konstruksyon
風暴	bagyo
定義	definition
定義	katuturan
定義	kahulugan
定義	tukuyin
定義	kahulugan
步兵	infantry
指定	specifies
指定	designation
指定	itinalagang
指定	designated
指定	tukuyin
解決	lutasin
熊	bears
熊	madala
熊	oso
熊	kinaya
休	hugh
國語	mandarin
火箭	rockets
火箭	rocket
騎士	knight
騎士	knights
指揮	command
指揮	utos
指揮	konduktor
安排	kaayusan
安排	arrangement
實	minoru
象	elepante
象	elephant
明星	bituin
明星	star
明星	stars
爆發	pagkalat
現任	current
現任	kasalukuyan
現任	kasalukuyang
現任	kasalukuyan
潮	tide
你的	iyong
你的	your
匈牙利	hungary
匈牙利	hungarian
羊	tupa
羊	kambing
河流	ilog
河流	ilog
出席	dadalo
出席	pumasok
出席	pinapasukan
出席	dumalo
改造	makeover
車輛	sasakyan
京都	kyoto
五月	mayo
五月	maaaring
上午	umaga
上午	morning
河北	hebei
馮	feng
使用者	gumagamit
使用者	user
鄧	deng
機械	makina
機械	makinarya
機械	makina
爭議	nasuri
爭議	tumutol
爭議	controversy
爭議	alitan
爭議	kontrobersyal
爭議	alitan
爭議	pagtutol
發射	ilunsad
發射	paglulunsad
首先	unang
首先	muna
入侵	pagsalakay
同盟	league
同盟	liga
同盟	alyansa
同盟	allies
轉換	convert
轉換	conversion
轉換	transform
轉換	pagbabagong
轉換	transformation
疑似	hinihinalang
疑似	pinaghihinalaang
唱	sing
唱	kumanta
蕭	shaw
血	blood
血	dugo
努力	efforts
努力	pagsusumikap
努力	pagsisikap
事情	bagay
監督	oversight
監督	supervised
監督	binabantayan
監督	pagbabantay
軌道	track
軌道	subaybayan
軌道	orbital
軌道	track
軌道	orbita
軌道	orbits
今日	ngayon
狼	lobo
狼	wolf
尼斯	ganda
尼斯	sarap
尼斯	nice
部門	kagawaran
部門	departamento
部門	sektor
部門	sector
汗	khan
汗	pawis
沿	along
南極	antartiko
南極	antarctica
綜合	sintesis
廣播	broadcast
廣播	pagsasahimpapawid
廣播	pagsasahimpapawid
廣播	broadcasting
廣播	radio
廣播	radyo
比例	ratio
比例	proporsyon
比例	pantay
偶像	idol
側	patagilid
側	gilid
側	tabi
側	karamay
側	tagiliran
父母	parents
父母	magulang
父母	magulang
它們	sila
它們	nila
鍾	orasan
廖	liao
渡	wataru
飛行	lumilipad
飛行	flight
飛行	lipad
統一	unified
統一	unity
統一	pagkakaisa
統一	reunification
統一	unification
冬	taglamig
冬	winter
恢復	ibalik
恢復	pagpapanumbalik
恢復	pagbawi
恢復	pagbangon
恢復	paggaling
恢復	recovery
恢復	ipagpatuloy
恢復	ituloy
恢復	itutuloy
綠	midori
綠	berdeng
綠	green
綠	berde
設施	pasilidad
設施	pasilidad
設施	facility
退役	retired
框	box
框	kahon
框	frame
框	frame
住宅	residential
住宅	tirahan
住宅	residences
住宅	paninirahan
住宅	residence
住宅	tirahan
伊朗	iran
伊朗	iranian
圍	wai
混合	hybrid
混合	mix
混合	halo
混合	ihalo
混合	blending
混合	mixed
混合	magkahalong
混合	timpla
混合	paghahalo
殺	pumatay
殺	patayin
山脈	bundok
山脈	saklaw
山脈	hanay
上海市	shanghai
莫斯科	moscow
食品	pagkain
王國	kaharian
王國	lupain
王國	kaharian
希臘	gresya
深度	lalim
高雄	kaohsiung
法案	kuwenta
法案	bill
法案	bayarin
法案	bills
有限	limitado
有限	limitadong
有限	limited
有限	finite
學者	academics
學者	iskolar
戰士	sundalo
戰士	kawal
戰士	warrior
戰士	mandirigma
被迫	pinilit
被迫	sapilitang
湖北	hubei
合成	synthetic
合成	pinaghalo
合成	sintesis
四十	apatnapu
基因	gene
基因	genes
罪	kasalanan
鳥	ibon
鳥	birds
鳥	ibon
教練	coach
展示	showcase
展示	magpakita
展示	ipakita
展示	pakita
展示	show
展示	ipakita
展示	ipapakita
展示	display
湘	xiang
槍	baril
錦	kam
只要	lng
只要	nalang
只要	basta
義大利	italya
義大利	italian
義大利	italyano
讀	mabasa
讀	nabasa
讀	basahin
讀	pagbabasa
讀	binabasa
很快	nagtagal
很快	soon
成都	chengdu
追	chase
厚	makapal
拍	shoot
拍	bumaril
拍	barilin
拍	kumuha
統治	reign
藩	domain
部落	tribo
部落	tribal
部落	tribes
圓	bilog
圓	round
圓	bilog
幫助	tulong
幫助	tulungan
教會	simbahan
教會	iglesia
教會	simbahan
教會	church
連結	kumokonekta
連結	pagkonekta
連結	kinokonekta
連結	link
連結	ikonekta
連結	kumonekta
設定	set
設定	itakda
設定	setting
記者	mamamahayag
記者	reporter
數量	dami
星系	galaxies
星系	galaxy
鳳	phoenix
假	maling
假	false
假	peke
假	fake
感	kahulugan
感	sense
留下	mananatiling
留下	manatili
留下	manatiling
留下	stay
方便	maginhawa
程式	program
程式	programa
校長	headmaster
校長	principal
合理	makatwiran
合理	makatwirang
挪威	norwegian
挪威	norway
步	hakbang
步	step
勇	yong
所在地	kinalalagyan
所在地	lokasyon
解釋	paliwanag
解釋	explain
解釋	ipaliwanag
十九	nineteen
刀	tabak
刀	espada
刀	sword
刀	kutsilyo
批評	kritika
批評	punahin
太子	prinsipe
太子	prince
檔案	files
檔案	file
檔案	archives
檔案	tipunan
檔案	magsampa
檔案	talaksan
檔案	file
檔案	arkibo
檔案	archive
爵士	jazz
狗	aso
狗	dog
國會	parlyamento
國會	kongreso
病毒	virus
病毒	virus
富士	fuji
阿根廷	argentina
當選	inihalal
當選	hinalal
計算	kalkulahin
計算	kinakalkula
計算	computing
計算	pagkalkula
計算	kalkulasyon
對手	karibal
對手	karibal
對手	kalaban
碧	bea
湯	sopas
湯	sabaw
一天	araw
廣州	guangzhou
錢	pera
錢	salapi
碑	stele
碑	monumento
食用	nakakain
食用	makakain
晉	jin
晉	jinn
廣東	guangdong
廣東	kanton
棒球	baseball
中立	neutrality
中立	neutral
質量	mass
質量	misa
質量	masa
質量	kalidad
質量	quality
化石	fossils
化石	fossil
持有	pagkontrol
持有	holdings
持有	hawak
理解	naintindihan
理解	intindi
理解	unawa
其實	actually
波蘭	poland
美洲	amerika
美洲	america
美洲	amerika
恆星	stellar
恆星	bituin
恆星	star
恆星	stars
淑	sook
部長	ministro
部長	minister
挑戰	challenges
挑戰	hamunin
挑戰	challenge
挑戰	hamon
挑戰	naghahamon
東方	silangan
東方	east
東方	oriental
東方	orient
東方	silangang
賈	jia
羽毛球	badminton
幾乎	halos
阿拉	allah
玲	ling
消失	mawala
消失	nawawala
例子	halimbawa
司令	commander
月球	lunar
月球	buwan
月球	moon
地圖	mapa
地圖	maps
地圖	mapa
杭州	hangzhou
女兒	daughter
結婚	kasal
結婚	pagpapakasal
結婚	kasalan
岳	yue
引用	quote
引用	quotes
官員	officials
請求	hiling
請求	hilingin
請求	kahilingan
請求	hiling
請求	request
請求	humiling
殖民地	kolonya
原子	atoms
原子	atomic
原子	atom
菲律賓	pinas
菲律賓	philippines
菲律賓	pilipinas
觀眾	audience
觀眾	tagapanood
觀眾	madla
觀眾	makakakita
進攻	attack
進攻	atake
珊	sun
珊	araw
貓	pusa
貓	cat
吸引	attraction
吸引	akit
吸引	maakit
吸引	akit
測試	pagsubok
測試	subukan
測試	pagsusulit
測試	pagsusulit
測試	pagsubok
測試	testing
測試	sinusubukan
專業	professional
專業	propesyonal
專業	propesyon
專業	specialty
旅遊	bumiyahe
旅遊	travel
旅遊	paglalakbay
旅遊	tourism
旅遊	turismo
旅遊	turista
旅遊	byahe
旅遊	naglalakbay
石油	langis
石油	oil
石油	petroleum
浪	alon
浪	alon
需求	need
需求	kailangan
需求	pangangailangan
需求	pangangailangan
需求	demand
內部	panloob
內部	inside
內部	loob
內部	panloob
內部	internal
內部	internally
集合	tipunin
集合	magtipon
方言	dialect
方言	dialects
日文	hapon
日文	japanese
日文	hapones
特里	terry
犯罪	krimen
君主	monarch
君主	monarkiya
公爵	duke
降低	bumaba
降低	bawasan
私人	pribado
私人	pribadong
軟體	software
每日	daily
拒絕	tanggihan
拒絕	maiksing
拒絕	pagtanggi
原始	raw
原始	hilaw
原始	orihinal
潭	tam
警告	babala
俱樂部	club
俱樂部	samahan
敗	pagkatalo
貿易	trading
貿易	kalakalan
貿易	ipagpalit
貿易	magnegosyo
貿易	trade
減少	tanggihan
減少	bawasan
減少	reduction
減少	perwisyo
減少	bumaba
減少	bawasan
減少	pagbabawas
減少	nabawasan
知名度	nakikita
身體	katawan
硬	hard
硬	mahirap
碼頭	pantalan
碼頭	pantalan
碼頭	pier
碼頭	daungan
女主角	heroine
女主角	aktres
女主角	artista
女主角	actress
恐怖	terror
恐怖	kilabot
恐怖	horror
柴油	diesel
肖	shaw
園	hardin
生於	ipinanganak
生於	pinanganak
風格	styles
風格	istilo
風格	estilo
風格	istilo
風格	style
風格	estilo
這裡	rito
這裡	dito
這裡	nandito
長度	haba
勝利	manalo
勝利	tagumpay
勝利	pagtatagumpay
女王	queen
女王	reyna
蒙特	mont
