категорија	kategorya
можни	posibleng
кампања	kampanya
барања	hiling
барања	kinakailangan
барања	requirements
барања	demands
канали	channels
канали	channel
ирак	iraq
леон	león
леон	leon
југословенски	yugoslav
души	kaluluwa
петка	dap
словенски	slavonic
полски	polish
кожа	leather
кожа	balat
концепт	konsepto
кипар	cyprus
фази	phases
фази	yugto
аспекти	aspeto
хуан	juan
симптоми	sintomas
даниел	daniel
спрема	hinahanda
диск	disk
диск	disc
количество	halaga
количество	dami
споменици	monuments
мерење	pagsukat
користени	ginamit
користени	nagamit
користени	ginagamit
менаџер	namamahala
менаџер	manager
менаџер	tagapamahala
нил	neal
нил	neil
доктор	doktor
доктор	doctor
исламот	islam
германска	aleman
словачка	eslobako
словачка	slovakia
исти	parehong
исти	same
балканска	balkan
комитетот	komite
комитетот	committee
кралеви	kings
кралеви	hari
табелата	tsart
табелата	chart
користен	ginamit
користен	nagamit
користен	ginagamit
честопати	madalas
честопати	madalas
честопати	kadalasan
недостаток	kakulangan
едната	isa
едната	one
идентитет	pagkakakilanlan
идентитет	pagkakilanlan
идентитет	katauhan
претходник	predecessor
претходник	precursor
силни	malakas
силни	strong
исланд	iceland
франкфурт	frankfurt
орган	organo
орган	organ
отвори	buksan
отвори	bukas
отвори	open
минува	pumasa
широка	malapad
широка	malawak
грчко	greco
мерка	sukatin
мерка	masukat
вила	fairy
вила	villa
контекст	konteksto
контекст	context
дин	dean
епархија	diocese
вози	magmaneho
вози	drive
вози	nagmamaneho
вози	pagmamaneho
вози	itaboy
бело	maputi
бело	puti
лазар	lazar
кристофер	christopher
кнез	duke
фигури	personalidad
здравје	kalusugan
замок	mangarap
замок	kastilyo
околина	kapaligiran
околина	paligid
пристаниште	pantalan
пристаниште	daungan
гости	panauhin
активен	active
активен	aktibong
активен	aktibo
одреди	matukoy
активни	active
активни	aktibong
активни	aktibo
претставен	ipinapakita
претставен	iharap
претставен	iniharap
спомен	memorya
спомен	alaala
отпор	pigilan
отпор	paglaban
отпор	pagtutol
формат	format
стандард	pamantayan
стандард	karaniwang
стандард	standard
дозвола	pahintulutan
дозвола	permit
дозвола	lisensiya
дозвола	lisensya
дозвола	pahintulot
дозвола	permiso
прусија	prussia
браун	brown
браун	kayumanggi
југоисточна	southeast
југоисточна	southeastern
истоимениот	eponymous
болница	hospital
болница	ospital
пар	pares
равенка	equation
домен	domain
планови	plano
популарност	kasikatan
популарност	katanyagan
рунда	round
рунда	bilog
јадрото	ubod
јадрото	core
здружение	association
долина	lambak
долина	valley
даден	binigay
даден	given
даден	ibinigay
трудови	papeles
трудови	papers
објаснува	nagpapaliwanag
обезбедување	security
обезбедување	seguridad
днк	dna
служат	magsilbi
служат	paglingkuran
служат	serve
служат	maglingkod
темели	pundasyong
темели	foundation
темели	pundasyon
темели	pundasyon
елба	elbe
елба	elba
соседните	karatig
вино	alak
биографија	talambuhay
откривање	detection
откривање	pagtuklas
откривање	pagtuklas
откривање	pagkatuklas
европско	europeo
европско	european
елизабета	elizabeth
механика	mechanics
хартии	papeles
хартии	papers
отворени	buksan
отворени	bukas
отворени	open
повреда	injury
повреда	pinsala
формиран	itinatag
формиран	nabuo
натпреварување	paligsahan
натпреварување	kompetisyon
патека	track
патека	subaybayan
патека	landas
патека	path
патека	trail
мустафа	mustafa
џонс	jones
џонс	johns
франциско	francisco
водени	guided
водени	ginagabayan
карактеристика	katangian
карактеристика	tampok
карактеристика	itampok
влијанија	epekto
влијанија	nakakaimpluwensiya
влијанија	impluwensya
празници	pasko
празници	holidays
празници	bakasyon
празници	kapaskuhan
курс	kurso
курс	course
кратка	maiksi
кратка	maikli
кратка	short
кратка	pandak
кратка	maikling
веруваат	magtiwala
веруваат	pinagkakatiwalaan
веруваат	tiwala
веруваат	trust
веруваат	naniniwala
веруваат	maniwala
автоматски	awtomatiko
автоматски	auto
автоматски	awtomatiko
автоматски	awtomatikong
автоматски	awtomatiko
соба	silid
соба	kuwarto
соба	kwarto
бајконур	baikonur
настапува	gumaganap
промоција	promotion
промоција	promosyon
поход	krusada
вработени	employed
вработени	nagtatrabaho
вработени	pinagkakakitaan
силата	lakas
силата	tibay
највисок	pinakamataas
ранг	rank
ранг	ranggo
шеф	chief
шеф	hepe
шеф	bossing
шеф	amo
шеф	boss
долж	along
гранка	sangay
јајца	itlog
британска	british
наполеон	napoleon
логика	lohika
логика	logic
социјална	panlipunan
социјална	social
социјална	sosyal
азербејџан	azerbaijan
азербејџан	aserbayan
пијано	piano
престолнина	capital
престолнина	kabisera
престолнина	kapital
епизода	episode
жанр	genre
физичар	pisiko
украински	ukranyano
сонце	sun
сонце	araw
сонце	sunshine
револуционерно	revolutionary
лансирање	ilunsad
лансирање	paglulunsad
крис	chris
крис	kris
порака	mensahe
порака	message
триаголник	tatsulok
дворец	palasyo
финансиска	pinansyal
финансиска	financial
математички	matematikal
подршка	suportahan
подршка	support
подршка	sumusuporta
подршка	suporta
подршка	sumuporta
подршка	sinusuportahan
подршка	backup
пекинг	beijing
академијата	academia
новинар	mamamahayag
новинар	reporter
четвртиот	ikaapat
четвртиот	fourth
протокол	protocol
транспорт	transportasyon
транспорт	sasakyan
транспорт	transportasyon
транспорт	sasakyan
туризам	tourism
туризам	turismo
очекува	inaasahang
очекува	inaasahan
очекува	inasahan
одделни	hiwalay
атракции	attractions
еврејски	jewish
еврејски	griyego
еврејски	ebreo
еврејски	hebreo
наводно	kuno
наводно	daw
наводно	reportedly
проток	kipot
проток	daloy
проток	batis
проток	daloy
неодамна	kamakailan
истакнува	highlight
истакнува	highlights
издавање	issuing
победници	winners
дозволува	nagpapahintulot
годишен	taunang
спектар	spectrum
живеење	buhay
живеење	tinitirahan
живеење	pamumuhay
маж	asawa
маж	lakay
маж	lalaking
маж	lalaki
маж	man
независно	malayang
независно	independent
независно	malaya
уметности	sining
добивање	pagkuha
катедрала	katedral
количина	dami
флорида	florida
ница	ganda
ница	sarap
ница	nice
лекување	healing
лекување	paggamot
лудвиг	ludwig
домаќинства	kabahayan
интереси	interes
интереси	turing
интереси	interes
интереси	patubo
дадени	binigay
дадени	given
дадени	ibinigay
куче	aso
куче	dog
херкул	hercules
печат	pindutin
печат	stamp
печат	seal
содржини	nilalaman
содржини	nilalaman
теренот	itayo
теренот	pitch
јавна	publiko
јавна	pampubliko
возачот	driver
возачот	drayber
гради	suso
гради	dibdib
гради	dibdib
гради	suso
гради	toe
херој	hero
херој	bayani
јавен	publiko
јавен	pampubliko
ерменија	armenia
цицачи	mammals
цицачи	mamalya
плати	pay
плати	bayaran
плати	magbayad
заедничка	karaniwan
заедничка	karaniwang
заедничка	dugtong
заедничка	pinagsamang
фотографија	itrato
фотографија	larawan
фотографија	litrato
фотографија	litratong
фотографија	photography
списание	magazine
списание	magasin
поразен	natalo
поразен	bagsak
постојана	permanente
постојана	permanent
лето	summer
кралски	royal
анти	anti
нозе	talampakan
нозе	paa
нозе	binti
нивни	kanila
нивни	kanilang
риба	isda
инструмент	pinapalo
инструмент	instrumento
научник	siyentipiko
опсег	scope
опсег	saklaw
опсег	saklaw
опсег	hanay
опсег	maaabot
опсег	maabot
опсег	naabot
опсег	naaabot
опсег	abot
опсег	abutin
полиција	pulisya
полиција	pulis
насилство	karahasan
кафе	kape
кафе	coffee
забележано	mapapansin
забележано	noted
забележано	kilala
хектари	hectares
комедија	katatawanan
комедија	comedy
чиле	chile
мандат	term
мандат	termino
мандат	kataga
мандат	tenure
мандат	kautusan
студио	studio
статистиката	istatistika
статистиката	stats
христијанство	kristiyanismo
многумина	maraming
многумина	marami
собирање	pangongolekta
собирање	pagtitipon
очи	mata
тапани	tambol
тапани	drum
тапани	drum
тапани	drums
пакистан	pakistan
објаснување	paliwanag
тешка	mabigat
тешка	matigas
тешка	mahirap
монети	barya
отомански	imperyong
рано	maagang
рано	maaga
става	inilalagay
црвено	pula
црвено	red
освоено	nanalo
освоено	panalo
понудата	alok
понудата	offer
убиство	homicide
убиство	murder
машини	makinarya
машини	machine
торино	torino
торино	turin
весници	diyaryo
весници	pahayagan
весници	papeles
весници	papers
камени	bato
опасност	panganib
опасност	danger
опасност	panganib
опасност	hazard
насловот	caption
насловот	paliwanag
основање	gusali
основање	pagtatatag
основање	amang
сопруг	asawa
сопруг	lakay
енциклопедија	encyclopedia
списанија	magasin
снимање	pagtatala
снимање	recording
снимање	nasusunog
стилови	styles
стилови	istilo
стилови	estilo
адреса	tirahan
адреса	address
современи	kapanahon
знамиња	banner
додавање	idinadagdag
додавање	pagdagdag
додавање	idinaragdag
додавање	magdagdag
додавање	add
додавање	idagdag
вокал	vocals
вокал	vocal
алфа	alpha
алфа	alfa
напишано	isinulat
напишано	nakasulat
напишано	sinulat
напишано	naisulat
чувство	feeling
чувство	pakiramdam
чувство	nararamdaman
турскиот	turko
уметник	artista
уметник	artist
влакна	hair
влакна	buhok
влакна	hibla
влакна	fiber
влакна	fibers
современа	kapanahon
способности	skills
способности	kakayahan
кошарка	basketbol
кошарка	basketball
стрелец	shooter
стрелец	sagittarius
стрелец	archer
запис	record
запис	talaan
запис	rekord
родителите	parents
родителите	magulang
јадро	ubod
јадро	core
јадро	nucleus
историчари	historians
земјоделство	agrikultura
земјоделство	pagsasaka
земјоделство	agrikultura
петербург	petersburgo
раѓање	kapanganakan
индонезија	indonesia
дедо	lolo
дедо	lolo
црвен	pula
црвен	red
критичари	critics
критичари	kritiko
свештеник	pari
катерина	katerina
катерина	catherine
катерина	caterina
класична	classical
класична	klasiko
класична	classic
класична	klasikong
класична	klasiko
рана	rana
рана	sugat
епизоди	episodes
момче	lad
момче	boy
подолу	ibaba
ткиво	tissue
премин	tawiran
премин	tatawid
премин	gateway
огромна	napakalaki
вкупна	kabuuang
вкупна	kabuuan
концерти	konsiyerto
обука	pagsasanay
подразбира	nagpapahiwatig
ставови	attitudes
ставови	pagtingin
гробот	puntod
гробот	libingan
гробот	grave
статистички	santino
статистички	statistical
тито	tito
карпи	cliffs
карпи	bato
концерт	konsiyerto
концерт	concert
дисциплина	disiplina
внатрешна	panloob
внатрешна	internal
горен	itaas
горен	upper
кристијан	christian
кристијан	kristiyano
уапсен	lagot
уапсен	naaresto
уапсен	arestado
уапсен	inaresto
анри	enrique
анри	henry
анри	henri
секако	sure
документ	dokumento
изведува	gumaganap
изведува	gumaganap
гранд	grand
психологија	sikolohiya
николај	nikolay
николај	nikolaj
фиренца	florence
носител	carrier
носител	hawak
носител	panghawakan
носител	holder
носител	bearer
институција	institusyon
јан	jan
јан	yan
јан	lan
јан	ian
брисел	brussels
стјуарт	stewart
стјуарт	stuart
одбил	tumanggi
стив	steve
аспект	aspeto
аспект	aspect
граматика	grammar
несреќа	kamalasan
несреќа	aksidente
камења	bato
камења	bato
претставени	kinakatawan
опсада	siege
опсада	paglusob
раса	lahi
раса	lahi
осигурување	seguro
осигурување	insurance
појаснување	paglilinaw
појаснување	paglilinaw
појаснување	linaw
прага	praga
прага	prague
умира	dies
умира	namatay
умира	dying
умира	naghihingalo
богата	mayaman
богата	rich
богата	mayayaman
материја	matter
еднакви	pantay
оган	fire
оган	sunog
оган	apoy
амстердам	amsterdam
редови	ranks
редови	frontline
организми	organismo
организми	organism
потрага	quest
понуда	tawad
понуда	bid
понуда	alok
понуда	offer
речник	talasalitaan
речник	diksiyunaryo
речник	dictionary
речник	diksyunaryo
грузија	georgia
внатре	inside
внатре	loob
земјоделски	agrikultura
куба	cuba
суштества	nilalang
насекаде	saanman
насекаде	dako
инсекти	insekto
инсекти	barang
рамнотежа	balanse
мисија	misyon
будимпешта	budapest
континентална	kalapagang
теодор	theodore
теодор	theodor
настанот	pangyayari
настанот	kaganapan
настанот	event
поезијата	tula
поезијата	poetry
синглови	singles
ѕидови	pader
ален	allen
ален	alan
птиците	birds
птиците	ibon
легенда	alamat
легенда	legend
резерви	taglay
сулејман	suleiman
сулејман	suleyman
кули	towers
класи	pasok
вечер	evening
вечер	gabi
вечер	gabi
приходи	kita
приходи	kita
приходи	income
метали	metals
дрва	kahoy
дрва	wood
дрва	puno
маало	lokalidad
литванија	lithuania
длабоко	malalim
длабоко	deep
организмот	organismo
данок	buwis
координати	coordinate
илјадници	libong
илјадници	libo
илјадници	libo
конго	ehipto
конго	congo
конго	congolese
детали	detalye
детали	detalye
студија	aral
парохија	parokya
срце	baby
срце	sanggol
срце	heart
срце	puso
срце	sweetheart
базилика	basilika
историска	makasaysayang
историска	makasaysayang
социјалистичка	soviet
кентаур	centauri
одговори	sumagot
одговори	sagutin
одговори	sagot
одговори	sumagot
одговори	reply
одржан	hinawakan
одржан	gaganapin
белорусија	belarus
поседуваат	angkinin
напаѓач	jeanne
зачувани	save
вистинска	real
сума	sum
сума	kabuuan
сума	halaga
последици	kahihinatnan
проценти	percentages
проценти	porsiyento
проценти	porsyento
проценти	percentage
проценти	porsiyento
проценти	percent
варијанти	variants
популарна	popular
популарна	sikat
популарна	nauuso
популарна	trending
исклучително	labis
исклучително	natatanging
финале	finale
финале	finals
додава	naidagdag
додава	idinadagdag
додава	nadagdag
верувања	paniniwala
информација	impormasyon
познатата	famous
познатата	sikat
хитлер	hitler
компјутери	pcs
компјутери	kompyuter
компјутери	computer
компјутери	ekolohiya
направено	done
пошта	mail
пошта	sulat
пошта	koreo
симон	simone
симон	simon
антички	antique
антички	ancient
антички	sinaunang
дејвис	davis
дејвис	davies
градско	lungsod
градско	siyudad
градско	city
плен	manghuli
одред	squad
станици	istasyon
граѓанската	civic
решавање	paglutas
решавање	lutasin
античка	ancient
античка	sinaunang
гроб	puntod
гроб	libingan
гроб	puntod
гроб	libingan
гроб	grave
отворање	pagbubukas
отворање	binubuksan
отворање	opening
историчар	historian
стави	nilagay
стави	ilagay
врнежи	precipitation
врнежи	paliguan
преговори	negotiations
карлос	carlos
поврзување	koneksyon
поврзување	connection
поврзување	kumokonekta
поврзување	pagkonekta
поврзување	kinokonekta
паркови	parke
паркови	parks
постави	set
постави	itakda
прифати	tanggapin
прифати	accept
чува	mapigil
тома	toma
тома	thomas
научниците	scientist
научниците	siyentipiko
глумци	actors
глумци	aktor
филипините	pinas
филипините	philippines
филипините	pilipinas
турска	turko
зелена	berdeng
зелена	green
зелена	berde
одредено	tukoy
одредено	tiyak
одредено	partikular
критериум	criterion
критериум	pamantayan
унгарски	hungarian
минато	nakaraan
минато	nakalipas
минато	nakaraang
забележи	pansinin
забележи	paunawa
особини	katangian
особини	personalities
особини	un
надворешна	panlabas
сигурност	security
сигурност	seguridad
сигурност	maaasahan
сигурност	kaligtasan
сигурност	katiyakan
раната	sugat
нула	sero
нула	zero
дипломатски	diplomatic
имаа	ay
имаа	had
имаа	nagkaroon
бад	bad
бад	masamang
бад	masama
бад	bud
слоеви	layers
прилог	kalakip
прилог	attachment
авганистан	afghanistan
играчот	player
играчот	manlalaro
агенција	ahensiya
агенција	agency
јавност	publiko
јавност	pampubliko
скала	ladder
скала	hagdan
скала	scale
скала	scala
принц	prinsipe
принц	prince
министерство	ministry
соодветни	naaangkop
соодветни	angkop
математиката	matematika
математиката	math
кралица	queen
кралица	reyna
спроведување	conducting
спроведување	pagsasagawa
спроведување	pagpapatupad
специфични	tukoy
специфични	tiyak
специфични	partikular
фронт	harapan
фронт	harap
дунав	danubio
приклучи	sumali
приклучи	sasali
приклучи	sali
лука	luka
лука	luca
честа	karangalan
нападите	umaatake
пазари	merkado
нозете	binti
природна	likas
природна	natural
заштитен	pinoprotektahan
заштитен	protektado
мнозинство	majority
мнозинство	karamihan
мнозинство	nakararami
северозападно	northwest
уред	device
уред	aparato
издадени	inisyu
потенцијал	posibleng
ливерпул	liverpool
хановер	hanover
хановер	hannover
служел	served
служел	nagsilbi
служел	hinahatid
последно	huling
последно	huli
последно	last
професионална	professional
професионална	propesyonal
доселеници	settlers
одговорност	pananagutan
одговорност	responsibilidad
осуден	nahatulang
осуден	nahatulan
франц	franz
напори	efforts
напори	pagsusumikap
напори	pagsisikap
напори	effort
напори	pagsisikap
повреди	injury
повреди	pinsala
повреди	nasaktan
милер	miller
милер	muller
напушта	aalis
напушта	umaalis
заменет	pinagpalit
заменет	pinalitan
монако	monako
војски	armies
јосиф	joseph
јосиф	josephus
пишувал	sinulat
пишувал	wrote
пишувал	nagsulat
цени	presyo
цени	pagpepresyo
пејачи	singers
компјутер	host
компјутер	kompyuter
компјутер	computer
успеси	tagumpay
испратен	naipadala
испратен	ipinadala
испратен	nagpadala
измени	edit
измени	pagbabago
измени	nagbabago
измени	nababago
измени	palitan
измени	magbabago
измени	pagbabago
измени	baguhin
измени	change
анадолија	anatolia
андреј	andrei
авиони	jets
инвазија	pagsalakay
фигура	pigura
фигура	personalidad
фигура	figure
патеки	landas
патеки	trek
колонија	kolonya
спортисти	athlete
спортисти	atleta
малезија	malaysia
валута	currency
валута	pera
валута	pananalapi
прочитајте	mabasa
прочитајте	nabasa
прочитајте	basahin
популарни	popular
популарни	sikat
популарни	nauuso
популарни	trending
работење	working
работење	pagtatrabaho
работење	gumagana
работење	nagtatrabaho
тексас	texas
локална	lokal
цезар	caesar
цезар	cesar
австро	austro
паѓа	bumabagsak
паѓа	talon
паѓа	falls
александров	alexandrov
варира	vary
варира	naiba
обврски	obligasyon
обврски	pananagutan
обврски	obligasyon
најстариот	oldest
напредок	progreso
бригада	brigada
принуден	pinilit
принуден	sapilitang
жив	buhay
добиени	natanggap
добиени	nagmula
штаб	headquarters
парагвај	paraguay
страв	takot
црвени	pula
црвени	red
највисоката	matataas
команда	command
команда	utos
мајстор	master
најголемо	pinakamalaking
најголемо	pinakamalaking
најголемо	greatest
најголемо	pinakamalaking
ран	maagang
ран	maaga
традиции	tradisyon
кинг	king
кинг	hari
кинг	haring
бор	pino
механизам	mekanismo
стратегија	estratehiya
стратегија	diskarte
борци	fighters
формално	formally
формално	pormal
сами	alone
сами	magisa
сами	sami
диплома	diploma
диплома	degree
диплома	antas
јустинијан	justiniano
гласање	boto
гласање	bumoto
гласање	pagboto
гласање	voting
гласање	boboto
компоненти	sangkap
компоненти	components
успеа	pinamamahalaan
успеа	pinamamahalaang
успеа	nagtagumpay
електрони	electrons
интер	inter
кујна	ulam
кујна	pagkain
кујна	lutong
кујна	kusina
почит	respect
почит	respeto
почит	paggalang
лекар	physician
лекар	doktor
лекар	doctor
покажа	nagpakita
покажа	pinakita
бања	spa
бања	banyo
бања	paliguan
бања	naliligo
играше	naglaro
играше	nilalaro
играше	nilaro
вести	balita
вести	news
хартија	papel
чита	nagbabasa
гласот	boses
објасни	explain
објасни	ipaliwanag
објасни	ipinaliwanag
детроит	detroit
погрешно	mali
кислород	oxygen
коски	bones
коски	buto
различно	ibang
признание	confession
планирање	pagplano
планирање	planning
планирање	pagpaplano
постигнат	naabot
успешен	matagumpay
успешна	matagumpay
позитивни	positive
позитивни	positibong
позитивни	positibo
изрази	ipinahayag
изрази	nagpahayag
изрази	nakiramay
традицијата	kaugalian
традицијата	tradisyon
соодветна	naaangkop
соодветна	angkop
правда	katarungan
правда	hustisya
популарен	popular
популарен	sikat
маркетинг	pamimili
маркетинг	marketing
составени	binubuo
променлива	variable
менаџмент	management
менаџмент	pamamahala
менаџмент	tagapamahala
сао	sao
мисла	inakala
мисла	akala
мисла	naisip
мисла	kala
снимки	footage
снимки	recording
бдп	gdp
бдп	gnp
членка	miyembro
топлина	init
топлина	init
топлина	kainitan
лајпциг	leipzig
продавници	tindahan
есента	taglagas
есента	autumn
стотици	daang
забава	masaya
забава	katuwaan
забава	partido
забава	party
забава	pagdiriwang
забава	pagtitipon
забава	libangan
забава	entertainment
списоци	listahan
нашиот	ating
нашиот	aming
откритија	discoveries
откритија	natuklasan
обичаи	kaugalian
обичаи	customs
поврзаност	koneksyon
гробови	graves
вон	von
вон	vaughn
извештаи	ulat
чисто	pulos
чисто	panay
чисто	burahin
чисто	malinaw
чисто	purong
чисто	pure
чисто	dalisay
чисто	malinis
остварување	accomplishment
остварување	nakamit
остварување	achievement
остварување	makakamit
остварување	makamit
остварување	achieve
остварување	pagkamit
карти	baraha
карти	tiket
поставува	sets
бен	ben
тејлор	taylor
судан	sudan
успеала	pinamamahalaan
успеала	pinamamahalaang
кампанија	campania
спојување	merger
спојување	pagsamahin
спојување	nagsasama
мечот	tabak
мечот	espada
мечот	sword
целост	sini
кандидат	nominee
кандидат	kandidato
кандидат	candidate
унеско	unesco
масло	langis
масло	oil
пее	kumakanta
пее	kantahan
пее	pagkanta
волта	volta
сон	dream
сон	pinapangarap
сон	panaginip
сон	pangarap
листови	dahon
листови	sheet
сцени	tanawin
ученик	pupil
ученик	studyante
ученик	student
ученик	estudyante
машина	makina
повремено	paminsan
повремено	paminsan
процент	porsiyento
процент	porsyento
процент	percentage
процент	porsiyento
процент	percent
натпреварувања	competitions
болка	sakit
болка	kirot
затворени	nakasara
затворени	sarado
затворени	saradong
иницијатива	inisyatiba
ридот	burol
арабија	arabia
организирани	maayos
претставена	kinakatawan
претставена	ipinapakita
претставена	iharap
претставена	iniharap
двојна	dobleng
двојна	double
двојна	doble
установи	pasilidad
џејн	jane
атоми	atoms
нормално	normal
демократија	demokrasya
равенки	equation
трупи	hukbo
трупи	tropa
извршил	nakatuon
блок	harangin
блок	harang
блок	block
дол	dole
дол	dol
дол	dahl
самостојно	standalone
бек	beck
кембриџ	cambridge
шекспир	shakespeare
демографија	demograpiko
трева	pot
трева	palayok
трева	damo
филозофи	pilosopong
костур	kalansay
опера	opera
политичко	pulitikal
политичко	politikal
политичко	pampulitika
дон	don
нација	nation
огромни	napakalaki
задржи	panatilihin
фифа	fifa
избегне	iwasan
длабочина	lalim
среќа	ligaya
среќа	saya
среќа	kaligayahan
архитекти	arkitekto
отстранување	alisin
отстранување	pagtanggal
отстранување	pagtatanggal
архиепископија	archdiocese
работна	working
работна	pagtatrabaho
работна	gumagana
работна	nagtatrabaho
лошо	bad
лошо	masamang
лошо	masama
жак	jacques
сигурно	tiyak
највисока	pinakamataas
највисока	matataas
потрошувачите	consumer
потрошувачите	mamimili
потрошувачите	consumers
свири	dula
свири	play
свири	makipaglaro
свири	maglaro
свири	gumaganap
свири	paglalaro
свири	naglalaro
експерименти	eksperimento
прогласена	ipinahayag
прогласена	idineklara
прогласена	proclaimed
алатки	kasangkapan
сопствени	sarili
сопствени	sariling
сопствени	custom
заливот	golpo
заливот	gulf
заливот	look
заливот	bay
четврта	ikaapat
четврта	fourth
раѓањето	kapanganakan
филозофски	pilosopiko
имам	nakuha
трансфер	paglilipat
трансфер	ilipat
трансфер	transfer
основен	basic
евро	euro
глумец	artista
глумец	actor
глумец	aktor
историско	makasaysayang
историско	makasaysayang
словени	slavs
класик	classic
класик	klasikong
класик	klasiko
разбирање	intindi
разбирање	unawa
дозволи	pahintulutan
дозволи	payagan
дозволи	pahintulot
ниски	mababang
ниски	mababa
ниски	low
решенија	solusyon
соната	sonata
алкохол	alak
алкохол	alkohol
петта	ikalimang
петта	panglima
развиена	binuo
престој	paninirahan
престој	residence
престој	tirahan
бендови	bands
коста	costa
коста	kosta
лента	lane
лента	tape
лента	ribbon
лента	laso
естонија	estonia
танц	sayaw
танц	sayawan
танц	sumayaw
танц	nagsasayaw
танц	sumasayaw
танц	pagsasayaw
очигледно	halata
очигледно	obviously
мотор	engine
мотор	makina
мотор	bike
мотор	motor
мотор	motorsiklo
мотор	motor
двојки	couples
двојки	doubles
уништување	destruction
републиката	republika
монархија	monarkiya
значења	kahulugan
сол	asin
завршена	tapos
бета	beta
служби	serbisyo
тумба	tumba
дур	flat
дур	patag
еднаков	pantay
проф	prof
доделена	assigned
доделена	kagustuhang
доделена	itinalaga
доделена	nakatalaga
доделена	iginawad
закана	banta
вистината	katotohanan
критичарите	critics
колекција	koleksiyon
колекција	koleksyon
атанасиј	athanasius
водич	patnubay
водич	gabay
химна	himno
химна	awit
ману	manu
пракса	pagsasanay
пракса	practice
пракса	praktis
богат	mayaman
богат	rich
богат	mayayaman
замени	replacement
замени	pinagpalit
замени	pinalitan
замени	palitan
сопствена	sarili
сопствена	sariling
инспирација	inspirasyon
инспирација	inspiration
брајан	brian
брајан	bryan
помошник	assistant
помошник	katulong
помошник	helper
завет	tipan
завет	tipan
капетан	captain
капетан	kapitan
капетан	kapitana
зима	taglamig
зима	winter
коментари	komentaryo
коментари	comments
ретки	bihirang
ретки	bihira
дадено	binigay
дадено	given
дадено	ibinigay
настава	pagtuturo
настава	pasok
оптички	optical
основано	itinatag
патријаршија	patriarchate
читање	mabasa
читање	nabasa
читање	basahin
читање	pagbabasa
читање	binabasa
сликари	painters
обединето	unified
обединето	united
обединето	nagkakaisa
кан	kahn
кан	khan
кан	kan
кан	cannes
водолија	aquarius
југоисточно	southeast
југоисточно	southeastern
ограничена	limitado
ограничена	limitadong
ограничена	limited
фондови	pondo
редовен	regular
тутун	tabako
пристигнал	dumating
напиша	sinulat
напиша	wrote
напиша	nagsulat
часовник	watch
часовник	panoorin
часовник	relo
часовник	orasan
адам	adam
адам	adan
мотиви	motifs
подготовка	paghahanda
подготовка	hinahanda
подготовка	naghahanda
подготовка	paghahanda
подготовка	inihahanda
одбрани	pinili
одмор	bakasyon
одмор	vacation
развиени	binuo
персија	persia
атп	atp
напред	sulong
напред	pasulong
напред	ipasa
напред	harapan
напред	harap
алан	allan
алан	alan
френк	frank
победникот	nagwagi
победникот	winner
победникот	pagandahan
шаховска	ahedres
шаховска	chess
одгледување	breeding
одгледување	aanak
одгледување	paglilinang
железо	bakal
железо	iron
виетнам	vietnam
виетнам	nam
тајна	sikreto
тајна	secret
тајна	lihim
следење	sinusubaybayan
следење	sumusunod
следење	sinusundan
следење	pagsubaybay
конструкција	konstruksiyon
конструкција	construction
конструкција	konstruksyon
жолта	dilaw
жолта	yellow
изгради	bumuo
изгради	magtayo
потполно	lubos
помине	pumasa
помине	pumasa
помине	ipasa
помине	pass
терапија	therapy
професионални	professional
професионални	propesyonal
следува	sinusubaybayan
следува	sumusubaybay
следува	sumusunod
следува	sinusundan
следува	sasama
следува	darating
панк	punk
дознава	natututo
ослободен	pinakawalan
правилно	maayos
локално	lokal
етничка	etniko
изведена	gumanap
изведена	ginanap
спас	kaligtasan
спас	pagsagip
спас	pagligtas
спас	rescue
хип	hip
хип	balakang
чувства	nadarama
чувства	damdamin
чувства	feelings
сериозно	seryoso
асистент	assistant
асистент	katulong
потпишан	pinirmahan
потпишан	sealed
меморија	memorya
меморија	alaala
руско	russian
руско	ruso
руско	russo
воведување	pagpapakilala
воведување	panimula
воведување	ipinakikilala
третман	paggamot
стивен	stephen
стивен	esteban
стивен	steven
практика	pagsasanay
практика	practice
практика	praktis
шири	nagkakalat
шири	spread
шири	kumalat
шири	pagkalat
шири	kumakalat
видел	seen
видел	nakita
возрасните	matanda
искористи	gamitin
турнири	torneo
доменот	domain
финансирање	financing
финансирање	pagpopondo
финансирање	pananalapi
алжир	algeria
примерок	sample
примерок	halimbawa
примерок	specimen
племе	tribo
предава	nagtuturo
алекс	alex
борбите	aaway
борбите	fighting
везир	vizier
примени	apply
примени	ilapat
цирих	zurich
изговор	excuse
изговор	pagbigkas
изговор	bigkas
букурешт	bucharest
џозеф	joseph
шарл	charles
тенденција	tendency
североисточно	isan
јаглерод	karbon
јаглерод	carbon
нашол	natagpuan
нашол	nahanap
нашол	nakita
нашол	nakahanap
лет	flight
лет	lipad
учи	matutunan
учи	matuto
учи	aralan
учи	malaman
коњи	kabayo
достигна	naabot
шведски	swedish
шведски	suweko
чекори	hakbang
чекори	steps
контролира	pagkontrol
контролира	kinokontrol
боб	bob
игор	igor
членство	membership
волја	paghahangad
бога	god
бога	diyos
господ	god
господ	diyos
маси	mesa
маси	sambayanan
акт	act
акт	kikilos
акт	kumilos
млада	bata
тежок	mabigat
тежок	mahirap
топката	bola
умот	isip
геометрија	heometriya
