جانسن	johnson
لاتاری	lotaría
آلمانیها	alemáns
ابلهانه	unha
ابلهانه	parvos
ابلهانه	parvadas
ابلهانه	parva
ابلهانه	unha
ابلهانه	parvada
داروغه	mariscal
وینچنزو	vincenzo
نجوا	na
نجوا	besbellei
سایگون	saigón
جانم	querido
جانم	querida
همنشینی	compañeira
همنشینی	camarada
همنشینی	compañeiro
کانیون	canón
تفاله	servizo
فلت	plano
لیموترش	limón
شتران	camel
میبیند	ve
میبیند	viu
میبیند	xigante
میبیند	vexa
بخاک	soterrar
اسپیندل	fusiforme
پاتریوت	patriota
لایک	gusta
لایک	gústalle
لایک	como
لایک	coma
لایک	así
حام	xamón
غیور	ciumento
غیور	celosa
فرمایشات	proposta
فرمایشات	proposición
کهکشانها	galaxias
موقعیتهای	posicións
پنکه	fan
باست	bassett
کلاهبردار	fraude
دوجین	ducias
دوجین	ducias
دوجین	ducia
دوجین	de
سرها	cabezas
ساعتها	horas
ساعتها	ve
ساعتها	reloxos
ساعتها	mira
بمانید	quedar
بمانید	ficar
بمانید	queda
طاس	dados
الگوریتمهای	algoritmos
ناشیانه	incómodo
لیمویی	limón
یونیفرم	uniforme
معدنچی	mineiros
معدنچی	obreiros
میکروفن	micrófono
میکروفن	micrófono
داینامیک	dinámica
مارگرت	margaret
تویتر	twitter
کلاسها	clases
استخوانها	ósos
تانر	tanner
هولدر	titular
ذکاوت	talento
استراحتگاه	recorren
استراحتگاه	recorrer
اینده	futuro
اشتری	camel
سندیکا	sindicato
میورا	miura
سوانسون	swanson
اوردن	a
اوردن	traendo
اوردن	estábaa
برنچ	póla
برنچ	sucursal
آدمها	xente
آدمها	persoas
آدمها	a
آدمها	pobo
هرولد	harold
روزای	días
اجل	termo
اجل	prazo
اجل	período
درشکه	fantasma
رقصهای	bailes
پیغمبری	profeta
سوپرمارکت	supermercado
پارانویا	paranoide
برنامۀ	programa
برنامۀ	de
برنامۀ	programar
ویدیوها	vídeos
هانگ	hong
والکر	andador
والکر	walker
سوهو	soho
کمونیستها	os
کمونیستها	comunistas
جیگر	bebé
جیگر	nena
جیگر	rapaz
ماته	oficial
غصه	dor
غصه	pena
هزارتو	labirinto
خوف	medo
شلوارهای	pantalóns
شلوارهای	pantalón
دامپزشک	veterinario
ترکیدن	serea
پرن	perrin
دفت	parvo
دفت	deficiente
مکدونالد	mcdonald
مکدونالد	macdonald
چاقویی	coitelo
چاقویی	navalla
چاقویی	mackie
فلاکت	miseria
جوره	variedade
جوره	de
شکمش	estómago
شکمش	ventre
شکمش	barriga
اسپرینگر	springer
یارو	tipo
یارو	home
حسود	ciumento
حسود	celosa
راهبر	guía
راهبر	director
تعمیرگاه	garaxe
نفسه	aspiración
نفسه	obxetivo
ایزیدور	isidore
خندیدن	rir
خندیدن	risa
خندیدن	rían
شرافتمندانه	honorábel
میلیگرم	miligramos
پلزنت	agradábel
آبجوی	cervexa
مؤدب	educado
مؤدب	educados
غافلگیری	sorpresa
غافلگیری	sorprenda
غافلگیری	unha
خودخواهی	egoísta
اوولوشن	evolución
میتوانست	podía
میتوانست	podería
منتظرم	agardando
منتظرم	espera
منتظرم	a
منتظرم	esperar
منتظرم	esperando
منتظرم	agardar
راهها	formas
راهها	xeitos
راهها	xeito
راهها	maneiras
راهها	de
راهها	forma
پرایم	primeiro
نیشی	nishi
میشناسند	recoñecer
میشناسند	te
میشناسند	recoñecera
کنیاک	brandy
دزدها	ladróns
نورونها	neuronas
ژنها	xenes
ژنها	os
ژنها	xenéticas
ژنها	xene
ژنها	xenes
ژنها	xen
خطاست	falta
درونِ	emerxentes
گزارشها	informes
گزارشها	sobre
لیمون	limón
آبلیمو	limoada
بپوشد	cobre
مورداک	murdock
گامهای	pasos
اعدامی	execución
پوز	poder
بادیگارد	garda
مانوئلا	manuela
بلندیهای	terras
بلندیهای	altas
تق	toc
تق	knock
تق	vouche
شمارشگر	mostrador
وزیدن	o
اماده	listos
اماده	lista
اماده	preparados
اماده	listo
اماده	preparado
پرخاش	brutalidade
فیصله	decisión
بخونید	cantar
بخونید	canta
بخونید	cante
پیکدیلی	picadilly
مودب	educado
مودب	educados
دلداری	felicidade
زانوها	xeonllos
آگست	de
آگست	agosto
نامریی	invisibles
نامریی	invisible
درستکاری	honestidade
گدایان	moinantes
گدایان	esmoleiros
ازادی	liberdade
ازادی	a
اقیانوسها	océanos
وگل	vogelöd
وگل	vogel
بخورید	comer
بخورید	come
بخورید	comen
کروکودیل	crocodilo
عداوت	odio
یکتاپرست	pé
سربازخانه	barracas
سرگشته	eses
سرگشته	fillo
سرگشته	de
زنجیرها	cadeas
زنجیرها	cadeas
زنجیرها	as
مسول	responsable
مسول	responsables
مسول	responsábeis
مسول	responsábel
زبون	lingua
بونز	ósos
دایرکت	directa
یادشان	esquecer
یادشان	esquezas
یادشان	o
پریود	período
پریود	periodo
پریود	tempo
پریود	a
پریود	adolescencia
خزیدن	panteras
پرشده	disecado
پرشده	de
پرشده	cheos
میرم	vou
میرم	vai
میرم	imos
میرم	vas
استقلالی	independencia
استعدادها	talento
اندازۀ	tamaño
اندازۀ	do
شاخصهای	indicadores
بروکلی	brócoli
مورفین	morfina
منگنه	ponche
منگنه	unha
خدمتکاری	criada
آتئیست	ateo
عیال	muller
عیال	esposa
عیال	dona
داراییهای	bens
گریستن	chorando
گریستن	choraba
گریستن	chorar
گریستن	vergoña
گریستن	choras
گریستن	choran
ماشینها	coches
ماشینها	coche
ماشینها	autos
ماشینها	as
ماشینها	máquinas
ماشینها	lavadoras
استی	st
بلوکهای	mazás
بلوکهای	de
دلها	corazóns
دلها	corazón
تکبر	orgullo
تکبر	orgulloso
دودل	indecisión
برسنس	brassens
بخشندگی	xenerosa
فینگر	dedo
فینگر	o
دلتنگ	morriña
دلتنگ	da
دلتنگ	casa
الباقی	resto
الباقی	descansar
الباقی	demais
الباقی	descanso
بونه	bonnet
خوابم	sono
خوابم	durmir
خوابم	durme
خامس	james
اشنا	familiar
اشنا	familiarizados
اشنا	familiares
اشنا	coñeces
سپاسگذار	agradecido
موفقیتهای	éxito
فقیران	pobre
فقیران	pobres
اعدامش	execución
اینورنس	inverness
جفا	expandíndose
نتیجۀ	consecuencia
نتیجۀ	resultado
عبارتهای	frases
عبارتهای	expresións
دلگرم	seguros
دلگرم	seguro
قهار	todopoderoso
هزارها	myriad
هزارها	miles
هزارها	milleiros
نرمه	suave
جوانک	tipo
جوانک	mariñeiro
عورت	partes
فردایی	mañá
کشتیها	barco
اسراف	lixo
اسراف	residuos
اسراف	perda
اسراف	perder
اسراف	tempo
بیجی	bg
تورنس	florence
تفنگی	arma
تفنگی	pistola
تفنگی	revólver
کنترول	control
کنترول	controlar
هروز	cotiá
بلندتری	máis
بلندتری	altos
بلندتری	alto
رل	rol
رل	papel
غرایز	instintos
بلاخره	fin
بلاخره	finalmente
بلاخره	por
بلاخره	final
بلاخره	ao
بدرخش	brillar
وَن	van
وَن	pham
پدرانشان	devanceiros
پدرانشان	os
اوم	um
اوم	chame
مسرت	ledicia
مسرت	alegría
مسرت	desfrute
مسرت	da
بزرگترها	adultos
بزرگترها	os
بخرید	mercar
بخرید	comprar
استدیو	estudio
واش	lavado
واش	lavan
واش	lavar
واش	lava
واش	lavalo
پلها	bridges
پلها	pontes
مطلقا	realmente
مطلقا	absolutamente
مطلقا	totalmente
مطلقا	é
قشنگه	bonito
قشنگه	ben
قشنگه	bonita
قشنگه	bo
قشنگه	boa
خوشبین	optimistas
خوشبین	optimista
مارج	marge
نگارهای	gráficos
وایر	de
بیگناهی	inocente
بیگناهی	inocentes
بیگناهی	inocencia
آمریکاییها	os
آمریکاییها	estadounidenses
آمریکاییها	americanos
آمریکاییها	ianquis
تداوی	medicamentos
تداوی	medicamento
تداوی	medicación
تداوی	mellor
تداوی	menciña
کنترلهای	controla
خائنان	traidores
آزمایشگاههای	laboratorios
کاپوت	bonnet
خوراندن	comer
خوراندن	alimentar
خوراندن	poderán
خوراندن	de
خوراندن	manter
بابانوئل	santa
ویبریو	vibrio
کوارتر	cuarto
اجرت	salarios
سرنخی	pista
سرنخی	idea
لینکن	lincoln
جنتلمن	cabaleiro
جنتلمن	cabaleiros
جنتلمن	señor
جنتلمن	home
میگرد	civís
میگرد	xente
قصدش	intención
ملاس	melaza
پسندید	gustaba
پسندید	lle
پسندید	gustara
پسندید	gustou
پسندید	me
پسندید	gustáballe
کامیونی	camión
کارترایت	cartwright
ارزشها	valores
وفای	lealdade
مُرده	mortos
مُرده	morto
مُرده	morta
مُرده	morreu
بازوان	brazos
بازوان	armas
پروردگارا	señor
پروردگارا	deus
پروردگارا	lord
زندانبان	carcereiro
دیونه	tola
دیونه	tolos
دیونه	tolas
دیونه	tolo
بساز	construír
بساز	crear
بساز	construir
ھم	whisky
ھم	güisqui
گوشهای	oídos
گوشهای	orellas
پیامها	mensaxes
علاقمندی	me
علاقمندی	interesaba
علاقمندی	interesábame
علاقمندی	interesados
علاقمندی	interesado
علاقمندی	interese
علاقمندی	interesa
علاقمندی	interesada
لباسشویی	roupa
سربازها	soldados
سربازها	os
بیرو	despacho
مغزهای	cerebro
مغزهای	cerebros
مغزهای	os
قربانگاه	altar
لباسها	roupa
لباسها	roupas
پرنیان	seda
پرنیان	de
دهانشان	boca
دهانشان	bocas
اسبها	cabalos
اسبها	os
عمیقا	profundamente
درختها	árbores
درختها	das
تاریخهای	datas
تندرست	san
تندرست	saúde
تندرست	sans
تندرست	saudable
دروغگوی	mentiroso
دروغگوی	mentireira
بمبهای	bombas
بمبهای	as
کاغذها	papeis
کاغذها	prensa
کاغذها	os
کاغذها	xornal
کاغذها	xornais
تغییرپذیر	mutante
شرافتی	de
شرافتی	honra
کثیفی	porca
کثیفی	sucio
دمید	a
کرمیت	gustavo
افکارش	pensamentos
افکارش	pensamento
افکارش	que
دلواپسی	ansiedade
پیرتر	máis
پیرتر	vella
پیرتر	vello
پیرتر	os
پیرتر	maior
پیرتر	ancián
پیرتر	sexa
پیرتر	maiores
پیرتر	crecen
لندری	landry
سردسازی	refrixeración
مارگارین	margarina
محدودیتها	limita
محدودیتها	límites
آغازه	fogar
آغازه	casa
آغازه	á
آغازه	na
گرنیکا	gernika
بارونس	baronesa
گدای	moinantes
بریتون	britton
بدکاران	malo
بدکاران	malvada
مهارتش	habilidades
دمپایی	zapato
حتى	nin
حتى	incluso
حتى	aínda
حتى	mesmo
حتى	sequera
مرکزش	centro
مرکزش	center
مرکزش	de
کادو	regalo
کادو	agasallo
موشکها	mísiles
زیک	zeke
زیک	de
اگو	ego
مؤدبانه	educado
مؤدبانه	educados
اوریجینال	orixinal
اوریجینال	orixinais
دکترها	os
دکترها	médicos
دکترها	doutores
دکترها	médico
صورتحساب	billetes
صورتحساب	contas
صورتحساب	as
صورتحساب	facturas
مدادی	lapis
هاوی	howie
توهمی	alucinacións
توهمی	alucinación
کامیونت	camión
شیش	seis
شیش	6
بشناسید	recoñecer
بشناسید	te
بشناسید	recoñecera
بنوشید	beber
بنوشید	bebe
بنوشید	copa
وقتِ	coidado
بکوب	filatelia
بکوب	selo
اسپیکر	relatores
اسپیکر	♪
اسپیکر	falante
سرخدار	yew
پایت	filatelia
پایت	selo
بمیرم	morren
بمیرم	morre
بمیرم	morrer
صندوقدار	caixeiro
تنر	tanner
بزدل	covarde
ماژیک	teas
یونیفورم	uniforme
عیسو	esaú
راههایی	formas
راههایی	xeitos
راههایی	xeito
راههایی	maneiras
راههایی	de
راههایی	forma
پرفکت	perfecto
پرفکت	perfecta
پرفکت	perfectos
آیرا	ira
حافظۀ	memoria
تبسم	sorriso
تبسم	sorrir
تبسم	sorrí
بخورم	comer
بخورم	come
بخورم	comen
عمیقتر	máis
متنفرم	odio
متنفرم	os
متنفرم	o
متنفرم	a
بکشی	matar
بکشی	a
حسودی	ciumento
حسودی	celosa
فل	caeu
فل	namorou
فل	caín
فل	adormeceu
تفاوتها	diferenzas
استووی	stewie
موآی	moai
جالی	moi
موندن	quedar
موندن	aquí
موندن	noite
موندن	quedará
موندن	na
عموهای	tíos
ارام	aram
نیورو	nuoro
لایی	chabola
لایی	de
رختشویی	roupa
درونت	dentro
درونت	interior
ادکلن	perfume
ادکلن	colonia
فریادها	prantos
فریادها	chora
فریادها	os
زمستون	no
زمستون	inverno
زمستون	o
باطری	batería
دیوونه	tola
دیوونه	tolos
دیوونه	tolas
دیوونه	tolo
وادا	wada
وادا	o
یاداوری	que
یاداوری	lémbrolle
یاداوری	lembrareille
یاداوری	lembrar
یاداوری	lembrarlle
یاداوری	lémbranme
یاداوری	lembrarlles
بادالامنتی	badalamenti
ژنده	farrapos
دستنوشته	guión
پیرهن	camisas
جهالت	ignorancia
جهالت	a
ایدیت	edith
ژامبون	xamón
وحشیگری	brutalidade
قایقهای	barcos
دندون	dentes
دندون	os
اجازۀ	permite
گوشها	oídos
گوشها	orellas
ردۀ	clase
ردۀ	da
مهمانسرا	inn
مهمانسرا	hotel
نامۀ	correo
نامۀ	envía
نامۀ	envíe
کارتها	tarxetas
کارتها	cartas
کارتها	naipes
کارتها	as
کارتها	ás
خاکه	terra
تادئوش	tadeusz
آنفولانزا	gripe
بزار	imos
بزار	déixame
بزار	vamos
قرنه	século
قرنه	xiii
دارلین	darlene
رگها	vasos
رگها	sanguíneos
رگها	frota
نکبت	mal
پالتو	abrigo
پالتو	o
پالتو	chaqueta
مینر	mineiro
هارگریوز	hargreaves
هارگریوز	o
مادرها	nais
ساول	saúl
پیژامه	pixama
پیژامه	pixamas
انتحار	suicidio
انتحار	suicidarse
نمونۀ	exemplo
بینالمللی	international
بینالمللی	internacional
بینالمللی	internacionais
بیپ	beep
بزانسون	besançon
بخون	cantar
بخون	canta
بخون	cante
بپرس	pedir
بپرس	preguntar
بپرس	pregunte
بنگله	cabana
ثروتمندتر	máis
ثروتمندتر	rica
ثروتمندتر	ricos
ثروتمندتر	rico
کالودن	culloden
ماچ	bico
ماچ	bícame
ماچ	bicar
ماچ	un
ماچ	biquiño
رخسار	rostros
رخسار	caras
فزون	exceso
فزون	de
میفرستد	envía
کراهت	non
عصرانه	cea
تانکها	tanques
بخرم	mercar
بخرم	comprar
زرنگی	intelixente
زرنگی	intelixentes
زرنگی	listos
زرنگی	moi
زرنگی	listo
اطاق	sala
اطاق	habitación
اطاق	cuarto
آرمانشهر	utopía
بدهکاری	lle
بدهکاری	debo
بدهکاری	debe
بدهکاری	debémosche
بدهکاری	a
بدهکاری	debes
انسلادوس	encélado
متقلب	fraude
متواضع	humilde
متواضع	humildes
استم	células
استم	nai
گرگوار	grégoire
داوسن	dawson
بیچارگی	miseria
کرمها	vermes
مرغها	galiñas
مرغها	polos
اسکاچ	escocés
اسکاچ	dobre
ویتامینهای	vitaminas
مولیگان	mulligan
آیدی	de
آیدی	identidade
جنده	puta
نشستم	eu
نشستم	sentei
نشستم	sentouse
نشستم	senteime
نشستم	sentou
نشستم	onda
نشستم	sentado
نشستم	sentados
برادرهای	irmáns
برادرهای	os
خاسته	reivindicacións
پروویدنسیا	providencia
یادداشتها	notas
شبا	as
شبا	noites
شبا	noite
شبا	polas
آتیش	lume
آتیش	fogo
لبها	beizos
لبها	os
لبها	boca
پروگرام	programa
پروگرام	de
پروگرام	programar
بیشک	seguramente
بیشک	que
مهمند	importante
مهمند	importantes
درخشیدن	brillar
لرزیدن	a
فاک	carallo
فاک	vai
فاک	merda
فاک	ao
فاک	queres
فاک	fodan
فاک	malfodida
دلخوشی	luxo
لایزا	liza
میخواستند	quería
میخواستند	que
میخواستند	quixen
خریدی	mercou
خریدی	merquei
خریدی	merqueino
خریدی	merqueille
خریدی	comprou
الگانس	elegans
تحریمهای	sancións
خائنین	traidores
مادهای	substancia
زندگى	vida
زندگى	a
ایمانش	fe
ایمانش	confiar
بدبختانه	desgrazadamente
بدبختانه	por
بدبختانه	desgraza
بدبختانه	desafortunadamente
یوشیکو	yoshiko
سَم	sam
واقعآ	realmente
واقعآ	moi
واقعآ	que
واقعآ	en
واقعآ	verdade
ریشش	barba
ریشش	home
یوریکا	eureka
ملیح	engaiolante
ملیح	encantadora
ملیح	que
ملیح	encantador
ملیح	encantado
ملیح	querida
دردآور	doloroso
بشوی	nunha
بشوی	ser
بشوی	en
بشوی	se
احساسش	sensación
احساسش	sentir
احساسش	sentimento
شونه	ombro
شونه	ombreiro
بگیرن	coller
بگیرن	pescar
اختراعش	invento
اختراعش	invención
خودشیفته	trastorno
خودشیفته	desorde
راچستر	rochester
بوسیده	biquei
گرووز	groves
گرووز	miña
گرووز	esposa
گرووز	vinnie
گرووز	sra
انتخابهای	opcións
انتخابهای	decisións
هنوزم	aínda
هنوزم	segue
دستورالعملها	instrucións
تاینی	diminutos
تاینی	pequena
تاینی	pequenos
تاینی	diminuto
تاینی	pequeno
تاینی	minúsculas
تاینی	diminuta
تاینی	pequenas
پولداری	ricos
پولداری	rica
پولداری	rico
انگشتش	dedo
انگشتش	o
خبرنگارها	xornalistas
مارسلین	marceline
بارن	barón
بارن	ao
وضعیتهای	condicións
وضعیتهای	patoloxías
وضعیتهای	as
هیپوکامپ	hipocampo
میخچه	millo
میخچه	trigo
کارگرها	traballadores
کارگرها	os
کارگرها	obreiros
دزده	ladrón
بیرحمی	crueldade
پاسخها	respostas
پاسخها	as
گرایشها	tendencias
اپریل	abril
اپریل	de
دیوک	duque
دردم	dor
دردم	moito
اجری	pago
قهوهای	brown
قهوهای	marróns
قهوهای	marrón
قهوهای	claro
پیتزای	pizza
بجنگ	loitar
بجنگ	contra
بجنگ	loita
تاکتیکهای	táctica
بنشینم	senta
بنشینم	sente
بنشینم	sentar
مدهوش	entrada
نق	todo
فنیکس	phenix
فنیکس	cidade
درمانش	cura
درمانش	curación
درمانش	interesábame
درمانش	curar
درمانش	tratamento
درمانش	tratamentos
درمانش	trato
درمانش	tratar
درمانش	tratas
درمانش	trátame
بعضیها	algúns
بعضیها	algunhas
بعضیها	algo
بعضیها	de
بعضیها	un
خشمناک	enfadado
خشمناک	anoxados
خشمناک	anoxado
خشمناک	enfadada
موشهای	ratos
موشهای	démoslles
موشهای	ratas
هدفگیری	obxectivo
هدفگیری	obxectivo
اِمی	amy
تبی	mourka
تبی	a
اندورفین	endorfinas
خریدم	mercou
خریدم	merquei
خریدم	merqueino
خریدم	merqueille
خریدم	comprou
چونه	mandíbula
چونه	queixo
کاپشن	chaqueta
کاپشن	da
کیهانشناسی	cosmoloxía
هوآن	huan
بهترش	mellor
بهترش	mellores
خیابون	rúa
خیابون	street
خودخواهانه	egoísta
آکرومگالی	acromegalia
اکه	se
تابستون	verán
تابستون	no
احوالپرسی	saudar
شایدم	se
شایدم	cadra
شایدم	quizais
شایدم	pode
شایدم	talvez
مصیبتی	desastre
برنن	brennan
ششها	pulmóns
غمت	dor
غمت	pena
شادترین	máis
تلسکوپهای	telescopios
خوشتیپ	guapos
خوشتیپ	guapo
خوشتیپ	guapa
خوشتیپ	moi
تاتسو	tatsuo
بى	sen
زشته	fea
زشته	feo
تپل	graxa
تپل	gorda
تپل	gordo
تپل	gordos
تپل	o
بلندپروازی	ambición
رمانتیکی	romántico
رمانتیکی	románticos
شاهدین	testemuñas
جوابها	respostas
جوابها	repostas
عکسه	foto
عکسه	imaxe
عکسه	fotografía
موجها	ondas
عقبگرد	revés
مادۀ	isto
مادۀ	cousas
مادۀ	material
پدرها	pais
پدرها	os
پدرها	pai
بسازی	construír
بسازی	crear
بسازی	construir
شادو	sombra
پائولت	paulette
برزخی	barreira
مَرد	home
مَرد	meu
خموش	silencio
هیولاهایی	monstros
ذخیرة	reservistas
جوون	nova
جوون	mozos
جوون	mozo
جوون	novo
جوون	moza
لبخندهای	sorrí
آنتونینو	antonino
بگذشت	pasaran
بگذشت	morreu
بگذشت	aprobouse
بگذشت	transmitiron
بگذشت	pasou
بگذشت	pasar
پلانکتون	plancto
تشخیصش	diagnóstico
تشخیصش	diagnose
تحریمها	sancións
تونلها	túneles
دیسی	washington
دقیقأ	exactamente
دقیقأ	mesmo
دقیقأ	o
پاروکستین	paroxetina
میمیرد	morre
بخند	sorriso
بخند	sorrir
بخند	sorrí
بخند	rir
بخند	risa
بخند	rían
برسان	información
اسکید	skid
اسکید	row
دلبند	amado
دلبند	querido
شکلها	formas
شکلها	figuras
آمیگدال	amígdala
مارکیت	mercado
مارکیت	mercados
مارکیت	esa
مارکیت	feira
براو	bravo
تدوینگران	editores
نرمافزار	software
سوارت	stuart
سوارت	estuardo
منتظریم	agardando
منتظریم	espera
منتظریم	a
منتظریم	esperar
منتظریم	esperando
منتظریم	agardar
بوگیمن	pantasma
استراتن	stratton
استراتن	favor
استراتن	ao
فصلها	estacións
لیموناد	limoada
قدرش	aprezar
قدرش	apreciaría
قدرش	estivese
قدرش	gustaríame
کرهای	esfera
سیگارها	tabaco
سیگارها	cigarros
زاویۀ	ángulo
درده	dor
درده	moito
ارگانیزم	organismo
دوربینها	cámaras
دلواپس	ansioso
روباتها	robots
شکافها	déficits
شادتر	feliz
شادتر	máis
شادتر	alegre
نمایانی	visibilidade
چراغها	luces
چراغها	as
چراغها	luz
چراغها	apaguen
اشلوس	o
اشلوس	castelo
بگرداند	resulta
بگرداند	que
بگرداند	volta
قصّه	abraham
ازمایشگاه	laboratorio
ازمایشگاه	no
میفرمایند	lonxe
چتایی	jute
کیکه	torta
کیکه	pastel
گاوه	vaca
پلامب	plumb
بشناس	que
بشناس	notei
بشناس	conta
بشناس	de
بشناس	decatei
چربیها	fats
قیمتش	prezos
قیمتش	prezo
قیمتش	precio
قیمتش	caché
قیمتش	valor
قیمتش	incalculábel
چارمینگ	engaiolante
چارمینگ	encantadora
چارمینگ	que
چارمینگ	encantador
چارمینگ	encantado
چارمینگ	querida
برنبرگ	bernburg
برنبرگ	a
ظرفها	louza
ظرفها	pratos
هفتۀ	semana
هفتۀ	á
نوسفراتو	nosferatu
خندیدم	rir
خندیدم	risa
خندیدم	rían
ایگ	dos
ایگ	ig
روزالی	a
بنوش	beber
بنوش	bebe
بنوش	copa
اِدی	eddie
میکروارگانیسمها	microorganismos
وزندگی	vivo
وزندگی	vivir
وزندگی	vivindo
وزندگی	vida
بریزه	derramamento
کامیونها	camións
آتشسوزی	lume
آتشسوزی	fogo
آتشسوزی	lumes
بیمارها	pacientes
بیمارها	os
بیمارها	doentes
میمونها	monos
کاکاسیاه	negrata
کاکاسیاه	ese
کاکاسیاه	negratas
کاکاسیاه	merda
کاکاسیاه	de
کاکاسیاه	negros
کاکاسیاه	negro
کاکاسیاه	os
لاچلان	lachlan
خانما	señoras
خانما	damas
خانما	mozas
خانما	señores
خانما	señoritas
خانما	donas
خانما	as
سارتوری	sartori
سوپرایز	sorpresa
سوپرایز	sorprenda
سوپرایز	unha
بمبها	bombas
بمبها	as
دهانت	boca
باوفا	leal
وزد	o
چندش	desagradable
چندش	noxento
چندش	porcallada
ایشالا	esperanza
ایشالا	espero
گرونه	caro
گرونه	caros
گرونه	cara
ذخیرۀ	aforrando
ذخیرۀ	salvar
ذخیرۀ	aforro
ذخیرۀ	aforraban
مشهوره	famoso
مشهوره	famosos
مشهوره	famosa
گونههای	especie
گونههای	especies
تیورینگ	test
تیورینگ	turing
ارزون	barato
خوشمزگی	humor
راهبند	barreira
انتن	sinal
نابکار	malo
نابکار	malvada
مهمونی	festa
مهمونی	partido
جُرم	delito
جُرم	crime
جُرم	criminalidade
جُرم	crimes
جُرم	delincuencia
ماروتا	marotta
بیصدا	silencio
عمیقترین	máis
عمیقترین	profundo
عمیقترین	profunda
پروژههای	proxectos
پروژههای	os
بفروشید	vender
بفروشید	vende
بپوشید	levar
بپوشید	levo
بپوشید	levas
بپوشید	non
بپوشید	as
پسرا	rapaces
پسرا	nenos
پسرا	os
پسرا	mozos
کرمچاله	verme
گروهبندی	grupo
گروهبندی	de
مسلمانها	musulmáns
فرمون	roda
بزدلی	covardía
اشکها	bágoas
اشکها	chorar
اشکها	aburrimento
آقایون	señores
آقایون	cabaleiros
آقاى	señor
آقاى	mr
آقاى	o
تهش	fondo
تهش	final
تهش	do
تهش	inferior
تهش	abaixo
تهش	todo
پولدارترین	máis
پولدارترین	ricos
تجلّی	expresión
اورسلا	ursula
توریستهای	turistas
طرحواره	de
پدیدهای	fenómeno
نفست	hálito
نفست	respiro
نفست	alento
نفست	respiración
نفست	folgos
نفست	tempo
نفست	respirar
پنیسیلین	penicilina
پنیسیلین	a
خواهانم	de
جسدها	cadáveres
کورتیزون	cortisona
گسترۀ	de
گسترۀ	rango
گسترۀ	cadea
گسترۀ	montañosa
گسترۀ	abano
پاکم	limpa
پاکم	limpo
پاکم	limpar
مضنون	sospeitoso
لبۀ	do
لبۀ	fronteira
ماریتزا	marizza
جلق	masturbación
قایقها	barcos
هرکدوم	entre
هرکدوم	cada
هرکدوم	uns
هرکدوم	un
خوشنودی	pracer
خوشنودی	encantado
خوشنودی	gusto
خوشنودی	placer
ارزوی	gustaríame
ارزوی	desexo
ارزوی	desexaría
ارزوی	oxalá
یهویی	súpeto
یهویی	de
یهویی	repente
برنستین	bernstein
میچنر	michener
ملافه	sabas
روانپریشی	psicose
صرفأ	só
ارزو	gustaríame
ارزو	desexo
ارزو	desexaría
ارزو	oxalá
مالکش	dono
بستۀ	paquete
رافرتی	rafferty
