تسهيل	அம்சங்களுக்கும்
محاصيل	பயிர்கள்
صبغة	சாயம்
صبغة	வர்ணம்
صبغة	வர்ண
دلهي	டில்லி
دلهي	டெல்லி
دلهي	தில்லி
شارون	ஷரோன்
جنسي	கவர்ச்சியாக
جنسي	கவர்ச்சியான
جنسي	பாலியல்
التوفيق	வெற்றி
التوفيق	வெற்றியை
التجزئة	சில்லறை
الحزن	துயரம்
الحزن	வருத்தத்தை
الحزن	சோகம்
الحزن	சோகத்தை
تلاميذ	pupils
تلاميذ	சீடர்கள்
الرسل	தூதர்கள்
الرسل	தூதர்கள்
مختبرات	லேப்ஸ்
مختبرات	ஆய்வகங்கள்
كمبوديا	கம்போடியா
بورتلاند	portland
خريجي	பட்டதாரிகள்
راو	ராவ்
مراسم	விழா
شيدت	கட்டப்பட்ட
ناميبيا	நமிபியா
القاموس	அகராதி
القاموس	அகராதியை
كيبيك	quebec
منتديات	அவ்வமைப்பு
منتديات	மன்றங்கள்
مختلطة	கலந்த
مختلطة	கலவை
مختلطة	கலப்பு
فم	வாய்
توتنهام	ஸ்பர்ஸ்
مجهود	முயற்சி
التضخم	பணவீக்கம்
فرانكو	பிராங்கோ
اضطهاد	துன்புறுத்தல்
المساهمات	பங்களிப்பு
المساهمات	பங்களிப்புகள்
ترينيداد	டிரினிடாட்
جاز	ஜேஸ்
جاز	ஜாஸ்
المطالب	demands
فتى	பாய்
فتى	சிறுவன்
فتى	பையன்
فتى	பையா
التشفير	மறையாக்கம்
المرشد	வழிகாட்டி
قدرت	பாராட்டப்பட
كلي	சாப்பிட
كلي	உண்
المكاتب	அலுவலகங்கள்
رولز	ரோல்ஸ்
خيارات	விருப்பத்தேர்வுகள்
خيارات	விருப்பங்கள்
خيارات	தேர்வுகள்
خيارات	தெரிவுகள்
الحاسبات	கணினிகள்
ده	தன்
ده	அவருடைய
ده	அவனது
ده	அவரின்
ده	அவரது
الجيب	பாக்கெட்
الجيب	ஜீப்
طفرة	mutation
الكؤوس	cups
مخترع	கண்டுபிடிப்பாளர்
قارب	படகு
جرح	காயமடைந்த
جرح	புண்
جرح	காயத்தை
جرح	காயம்
الفوسفات	பாசுபேட்டு
للاستثمار	முதலீடு
سونيك	சோனிக்
النشطة	இயங்கும்
النشطة	செயல்பாட்டில்
النشطة	செயலில்
النشطة	செயல்படும்
العاب	விளையாட்டுகள்
العاب	கேம்கள்
العاب	கேம்ஸ்
العاب	விளையாட்டுக்கள்
العاب	பொம்மைகள்
الاقتراح	proposal
الاقتراح	பரிந்துரை
سيلفا	சில்வா
الفطرية	innate
فينيكس	பீனிக்ஸ்
كيت	கேட்
الخرسانة	கான்கிரீட்
ناقصة	முடிவற்ற
ناقصة	முழுமையற்ற
باطن	சோல்ஸ்
موقعة	கையெழுத்திட்ட
تنبيه	அலாரம்
تنبيه	எச்சரிக்கை
تنبيه	நினைவூட்டல்
ثري	பணக்காரன்
رينو	ரெனோ
رينو	ரெனால்ட்
قلق	கவலை
قلق	பதட்டம்
قلق	படபடப்பு
قلق	பதற்றம்
الدبلوماسي	ராஜதந்திர
فضيحة	ஊழல்
فضيحة	விவகாரம்
موتورز	மோட்டார்ஸ்
مطابقة	பொருத்துதல்
مطابقة	பொருந்தும்
مطابقة	போட்டி
مطابقة	ஆட்டம்
مطابقة	பொருத்தம்
المعسكر	முகாம்
السل	காசநோய்
اقليم	மாகாணம்
اقليم	பிராந்தியம்
اقليم	மண்டலம்
اقليم	பகுதி
المصاحبة	ஒத்திசை
الحلويات	இனிப்புகள்
الحلويات	இனிப்புகள்
مقهى	கஃபே
مقهى	அருந்தகம்
مقهى	கபே
المختلط	கலந்த
المختلط	கலவை
المختلط	கலப்பு
حامية	பாதுகாவலன்
الربح	லாபம்
الربح	இலாபம்
ابتكار	கண்டுபிடிப்பு
عيادة	கிளினிக்
عيادة	மருத்துவமனை
الديدان	புழுக்கள்
باكو	பாலகுமாரன்
باكو	பாகு
لونغ	லாங்
لونغ	long
لونغ	நீண்ட
النحت	சிற்பம்
لورين	லாரன்
ماضي	கடந்தகாலம்
ماضي	கடந்த
ماضي	கடந்தது
السدود	dams
السدود	அணைகள்
الحنجرة	தொண்டை
الاجتماعات	சந்திப்புகள்
الاجتماعات	கூட்டங்கள்
الحلو	இனிமை
الحلو	இனிமையான
الحلو	இனிப்பு
الحلو	இனிமையாக
الكروم	chrome
الكروم	குரோமியம்
الركبة	முழங்கால்
الركبة	முட்டி
جمل	ஒட்டகம்
عروس	மணமகள்
عروس	மணப்பெண்
الشراكة	partnership
تباع	விற்கப்பட்டது
الثعلب	நரி
الثعلب	ஃபாக்ஸ்
الزئبق	புதன்
نيك	நிக்
الموضع	நிலை
الموضع	பதவி
مملوكة	சொந்தமானது
بعثات	பயணங்கள்
بعثات	expeditions
نية	உள்நோக்கம்
سمر	சம்மர்
سمر	கோடை
الناقل	transporter
الناقل	கேரியர்
خطير	ஆபத்தானது
خطير	அபாயகரமானது
خطير	ஆபத்தான
نورس	கடற்பறவை
الطبخ	சமையல்
الريش	சிறகுகள்
رقعة	ஒட்டு
افلام	திரைப்படங்கள்
مهارة	திறன்
مهارة	திறமை
غابرييل	கேப்ரியல்
اللقاح	தடுப்பூசி
تؤخذ	எடுக்கப்பட்டது
تؤخذ	எடுத்தது
تؤخذ	எடுத்துக்
تؤخذ	எடுக்கப்பட்ட
التعدين	சுரங்க
التعدين	சுரங்கம்
انضمام	சேர்
انضمام	இணை
انضمام	சேர
انضمام	இணைந்து
انضمام	accession
بودابست	புடாபெஸ்ட்
ستوديو	ஸ்டுடியோ
ستوديو	ஸ்டூடியோ
البركة	குளம்
مجد	மகிமை
الموجه	நெறியம்
الرخام	பளிங்கு
الندوة	கருத்தரங்கில்
الندوة	கருத்தரங்கு
الندوة	கருத்தரங்கம்
ملازم	லெப்டினன்ட்
ييل	யேல்
مون	mun
ديفيس	டேவிஸ்
المثانة	சிறுநீர்ப்பை
هجومية	தாக்குதல்
تتابع	ரிலே
دونالد	டொனால்ட்
بيض	முட்டைகள்
بيض	முட்டை
صادر	பறிமுதல்
صادر	பறிமுதல்
افضل	சிறப்பாக
افضل	பரவாயில்லை
افضل	சிறந்தவை
افضل	சிறந்தது
افضل	சிறப்பாக
افضل	சிறந்த
فين	ஃபின்
رطل	பவுண்ட்
رطل	பவுண்டு
الحلبة	அரங்கில்
ديك	டிக்
ثمار	கனி
ثمار	பழங்கள்
حوت	திமிங்கலம்
الانتظار	காத்துக்
الانتظار	காத்திருக்கிறோம்
الانتظار	காத்திருத்தல்
الانتظار	காத்திருக்கிறேன்
الانتظار	காத்திருக்கிறது
الانتظار	காத்திரு
الكونت	எண்ணிக்கை
الكونت	எண்
فتيات	பெண்களின்
فتيات	பெண்கள்
فتيات	பெண்களுக்கு
الجذب	ஈர்ப்பு
الجذب	ஈர்ப்புகள்
نصير	நசீர்
نصير	ரசிகன்
نصير	ரசிகர்
نصير	விசிறி
العرف	விருப்பப்படி
العرف	தனிப்பயன்
العرف	வழக்கம்
العرف	ஆயத்த
لقاح	தடுப்பூசி
الباشا	பாஷா
فلاش	ஃபிளாஷ்
فلاش	பிளாஷ்
البلدات	ஊர்கள்
الخضروات	காய்கறிகள்
عدسة	லென்ஸ்
مصارع	கிளாடியேட்டர்
بريستول	பிரிஸ்டல்
جود	ஜூட்
حضرية	நகர்ப்புற
الموسمية	பருவகால
العز	தனிமையில்
العز	தனிமை
الرئتين	நுரையீரல்
سميرة	சமீர
سميرة	சமீரா
يتعلم	கற்று
يتعلم	கற்க
يتعلم	அறிக
تعليمي	பயிற்சி
تعليمي	பாடம்
عميل	வாடிக்கையாளரின்
عميل	வாடிக்கையாளர்
عميل	உறுப்பினர்
عميل	கிளையன்ட்
عميل	முகவர்
عميل	ஏஜென்ட்
امين	ஆமென்
الصمت	மௌனம்
الصدور	உறுப்புக்கள்
المخلوقات	உயிரினங்கள்
التعاقد	ஒப்பந்தம்
التعاقد	பணியமர்த்தல்
الحظر	தடை
الحظر	embargo
الحظر	மதுவிலக்கு
التبرعات	பங்களிப்பு
التبرعات	பங்களிப்புகள்
التبرعات	நன்கொடைகளை
التبرعات	நன்கொடைகள்
قبضة	பிடியில்
قبضة	ஃபிஸ்ட்
الثور	ரிஷபம்
الثور	காளை
مستخدمين	பயன்படுத்துபவர்
مستخدمين	பயனர்கள்
الدافع	ஊக்கம்
تاي	தாய்
رابعة	நான்காம்
رابعة	நான்காவது
احياء	உயிருடன்
احياء	உயிரோடு
الاكتشافات	கண்டுபிடிப்புகள்
شهير	பிரபல
رالف	ரால்ப்
انقسام	பிரி
انقسام	ஊர
النجاة	பிழைப்பு
كثيف	அடர்ந்த
التجميع	திரட்டுதல்
التجميع	தொகுத்தல்
النافذة	சாளரம்
التوثيق	உரிமம்
التوثيق	அணுகல்
التوثيق	ஆவணங்கள்
السائق	டிரைவர்
السائق	இயக்கி
سراج	சிராஜ்
الرؤساء	ஜனாதிபதிகள்
الرؤساء	தலைவர்களைப்
قاذفة	துவக்கி
فتحات	வேலைவாய்ப்புகள்
كيوتو	கியோட்டோ
العولمة	உலகமயமாதல்
نادرا	அரிதாக
الكفاح	போராட்டம்
الفريد	அல்பிரட்
الرسام	ஓவியர்
الخنازير	பன்றிகள்
العنكبوت	சிலந்தி
بابلو	பாப்லோ
سمية	நச்சு
تعويض	இழப்பீடு
ماديسون	மேடிசன்
خلافات	தரப்பிலும்
التزام	அர்ப்பணிப்பு
ميسي	மெஸ்ஸி
اجزاء	பகுதிகள்
اجزاء	பிட்ஸ்
الضحية	பாதிக்கப்பட்டவர்
الضحية	பாதிக்கப்பட்ட
التماثيل	சிலைகள்
ممتلكات	பண்பு
ممتلكات	உடைமை
ممتلكات	சொத்து
واين	வெய்ன்
خسرت	தொலைத்த
خسرت	தொலைந்து
خسرت	இழந்ததை
خسرت	தொலைந்த
خسرت	இழந்த
مغلق	மூடப்பட்ட
مغلق	மூடிய
مغلق	மூடியது
مغلق	மூடப்பட்டது
مغلق	மூடப்பட்டுள்ளது
كونراد	கொன்ராட்
تمكين	இயக்கு
تمكين	அதிகாரம்
تمكين	இயக்குகிறது
ربح	லாபம்
ربح	இலாபம்
المزمنة	தீராத
مسلمين	இஸ்லாமியர்கள்
مسلمين	முஸ்லிம்கள்
منتجع	ஸ்பா
منتجع	ரிசார்ட்
يناقش	விவாதிக்க
احتراق	combustion
احتراق	எரியும்
احتراق	எழுதுதல்
احتراق	எழுதும்
مومباي	மும்பை
العداء	கொள்ளும்
رقص	நாட்டியம்
رقص	நடனம்
رقص	ஆடும்
بحار	மாலுமி
الصقر	falcon
الصقر	ஹாக்
الهيليوم	ஹீலியம்
سجناء	கைதி
سجناء	கைதிகள்
تدوير	சுற்று
تدوير	சுழற்று
الشراء	வாங்குதல்
الشراء	வாங்கு
روحي	ஆன்மாவை
روحي	ஆத்மா
روحي	ஆன்மா
روحي	மனிதனும்
البرازيلية	பிரேசிலிய
مختلط	கலந்த
مختلط	கலவை
مختلط	கலப்பு
الدبابة	டேங்க்
النبيذ	மது
النبيذ	வைன்
النبيذ	ஒயின்
الاذاعة	ஒலிபரப்பு
الاذاعة	ரேடியோ
الاذاعة	வானொலி
السطر	வரி
السطر	கோடு
المقارن	ஒப்பீட்டு
طفلة	குழந்தை
الهواة	அமெச்சூர்
الصفوف	வகுப்புக்கள்
الصفوف	வகுப்புகள்
الصفوف	வரிகள்
وعي	விழிப்புணர்வு
المقدرة	கணக்கிடப்பட்ட
ليستر	லெஸ்டர்
قصب	பிரம்பு
ميادين	புலங்கள்
مثالية	சரியானதாக
مثالية	சரியான
مثالية	கச்சிதமான
دنفر	டென்வர்
العريضة	மனு
لينا	லேனா
ليرة	லிரா
الانجليزية	ஆங்கிலம்
العمدة	மேயர்
عضوي	இயல்பான
عضوي	ஆர்கானிக்
باغ	வழு
باغ	பக்
فيراري	ஃபெராரி
استبعاد	தவிர
استبعاد	தவிர்ப்புத்
استبعاد	சேர்க்கப்படாத
هامش	ஓரம்
العدسة	லென்ஸ்
رودولف	ருடால்ப்
رودولف	ருடோல்ப்
المعتقد	நம்பிக்கை
طفيفة	கொஞ்சம்
شقة	தட்டை
شقة	தட்டையான
شقة	அபார்ட்மெண்ட்
يحفظ	சேமிப்புகள்
الشفوية	வாய்வழி
الدوريات	ரோந்து
خاطئ	தவறாக
خاطئ	தப்பு
خاطئ	தவறு
خاطئ	தவறான
الاستقبال	வரவேற்பு
رواندا	ருவாண்டா
الملحن	அமைப்பாளர்
الملحن	தொகுப்பி
الملحن	பாடலாசிரியர்
الملحن	உருவாக்கி
المؤدي	performer
بند	உருப்படி
بند	clause
دبلن	டப்லின்
العد	எண்ணிக்கை
العد	எண்
العد	எண்ணும்
المؤشر	சுட்டிக்காட்டி
رقصة	நாட்டியம்
رقصة	நடனம்
الفنلندي	பின்லாந்து
الفنلندي	பின்னிஷ்
نيكس	நிக்ஸ்
بوست	இடுகையில்
بوست	இடுகை
بوست	பதிவு
الشجر	மரங்கள்
تضمين	பரப்பிக்
تضمين	சேர்க்கவும்
تضمين	சேர்த்து
الصافي	net
الصافي	நெட்
اللؤلؤ	முத்துக்கள்
اللؤلؤ	முத்து
الضريح	திருத்தலம்
الضريح	mausoleum
الراهب	துறவி
الصربية	செர்பியன்
الوسطي	medial
لينكولن	லிங்கன்
الشهرية	மாதந்தோறும்
الشهرية	மாதாந்திர
الشهرية	மாத
الانتخاب	தேர்தலில்
الانتخاب	தேர்தல்
شابة	இளமையான
شابة	இளம்
شابة	இளமையாக
المستقل	சுதந்திர
عداء	ரன்னர்
عداء	ஓட்டம்
عداء	கொள்ளும்
الثقب	குத்திக்
العنق	கழுத்தில்
العنق	கழுத்து
كارا	காரா
مستطيل	நீள்சதுரம்
مستطيل	நீள்சதுர
الرضع	குழந்தை
حقيبة	bag
حقيبة	பை
نطاقات	ஆரஞ்சு
محمول	மடிக்கணினி
محمول	லேப்டாப்
محمول	போர்ட்டபிள்
الاغتيال	படுகொலை
الدمية	கைப்பாவை
الدمية	பொம்மையை
الدمية	பொம்மை
غريغوري	கிரிகோரி
رمزية	symbolism
المستوطنين	settlers
الخيام	கூடாரங்கள்
هربرت	ஹெர்பர்ட்
المقياس	அளவுகோல்
المقياس	அளவு
صراحة	நேர்மையாக
استثمار	முதலீடு
استثمار	முதலீடு
الام	தாய்
الام	தாயார்
الام	அன்னை
الام	தாயின்
الام	அம்மா
المؤامرة	சதி
المؤامرة	சூழ்ச்சி
المؤامرة	சதி
الادارة	துறை
الادارة	மேலாண்மை
الادارة	நிர்வாகம்
الادارة	நிர்வாகம்
موجب	நல்லது
موجب	நேர்மறை
موجب	நேர்
كولونيا	கொலோன்
فساد	ஊழல்
الجواب	விடை
الجواب	பதிலைப்
الجواب	பதில்
الجواب	பதிலை
روزفلت	ரூஸ்வெல்ட்
الفتوحات	conquests
الافتراضي	முன்னிருப்பு
الافتراضي	இயல்பிருப்பு
الافتراضي	முன்னிருந்த
الافتراضي	இயல்புநிலை
الافتراضي	மெய்நிகர்
خيبر	கைபர்
استثناء	தவிர
يوري	யூரி
حساسة	முக்கியமானவை
حساسة	உணர்வுள்ள
البطاقات	கார்டுகள்
البطاقات	அட்டைகள்
البنزين	பெட்ரோல்
البنزين	பெட்ரோல்
تجريبي	டெமோ
مها	மகா
مها	மஹா
تلة	குன்று
تلة	ஹில்
هارولد	ஹரோல்ட்
جاف	வறண்டு
جاف	வறண்ட
جاف	உலர்
جاف	உலர்ந்த
جاف	காய்ந்த
الخيارات	விருப்பத்தேர்வுகள்
الخيارات	விருப்பங்கள்
الخيارات	தேர்வுகள்
الخيارات	தெரிவுகள்
صن	சூரியன்
صن	சன்
صن	ஞாயிறு
صن	சென்
عملاء	வாடிக்கையாளர்கள்
عملاء	வாடிக்கை
عملاء	முகவர்கள்
راكب	பயணி
الرفض	நிராகரிப்பு
النوافذ	சாளரங்கள்
النوافذ	விண்டோஸ்
الطوب	செங்கற்கள்
ريان	ரியான்
الفلاح	peasant
كرتون	கார்ட்டூன்
سبعين	எழுபது
لى	லீ
المتجددة	புதுப்பிக்கத்தக்க
شراكة	partnership
كريستال	கிரிஸ்டல்
الزلزال	நிலநடுக்கம்
مستخدمون	பயன்படுத்துபவர்
مستخدمون	பயனர்கள்
التسوق	கொள்வனவு
التسوق	ஷாப்பிங்
الترويج	விளம்பரம்
الترويج	விளம்பரப்படுத்துதல்
الترويج	விளம்பரம்
الترويج	மேம்படுத்து
الترويج	பூஸ்ட்
الترويج	விளம்பரப்படுத்துதல்
قفل	லாக்
قفل	பூட்டு
تفكير	நினைத்து
تفكير	நினைத்துக்
تفكير	நினைத்துக்கொண்டு
تفكير	சிந்தனை
خصيصا	குறிப்பாக
مسبار	விசாரணை
الاخيرة	கடைசி
الاخيرة	கடைசியாக
الاخيرة	கடந்த
العقوبة	வேதனை
العقوبة	தண்டனை
العقوبة	வேதனையை
العقوبة	வேதனை
العقوبة	தண்டனை
السيليكون	சிலிகான்
السيليكون	திடமான
السيليكون	சிலிக்கான்
الرؤوس	தலைகள்
اعلان	அறிவிப்பு
اعلان	விளம்பரம்
اعلان	விளம்பரப்படுத்தல்
اعلان	விளம்பரப்படுத்துதல்
اعلان	பிரகடனம்
ميمون	மேமன்
الجبن	சீஸ்
المقاطع	அசைகள்
سحابة	மேகம்
سحابة	மேக
سحابة	முகில்
القبور	விட்டனர்
مارتين	மார்டின்
مارتين	மார்ட்டின்
الخسارة	இழப்பு
الياس	எலியாஸ்
النقاشات	விவாதங்கள்
عيب	வெட்கம்
عيب	அவமானம்
المتوقعة	எதிர்ப்பார்த்த
المتوقعة	எதிர்பார்த்த
المتوقعة	எதிர்பார்க்கப்படுகிறது
برونو	bruno
الطرد	தொகுப்பு
الفوري	உடனடி
الفوري	உடனடி
الخصوصية	அந்தரங்கம்
الخصوصية	தனியுரிமை
تيسير	அம்சங்களுக்கும்
بوبي	பாபி
السرد	உயிரூட்டப்பட்ட
السرد	கதைகள்
شهود	சாட்சிகள்
التباين	வேறுபாடு
التباين	வித்தியாசம்
امبراطور	பேரரசர்
سهم	அம்புக்குறி
كريستينا	கிறிஸ்டினா
بكرة	ரீல்
بكرة	நாளைக்கு
بكرة	நாளைய
بكرة	நாளை
كريت	இதமான
طالبة	மாணவன்
طالبة	மாணவர்
الصادرات	ஏற்றுமதி
الصادرات	ஏற்று
التيتانيوم	டைட்டானியம்
الالبوم	ஆல்பம்
الالبوم	ஆல்பத்தை
الالبوم	ஆல்பத்தைப்
راحة	ஆறுதல்
راحة	வசதி
راحة	ஓய்வு
الاحترام	மரியாதை
الاحترام	மரியாதையை
الاستحقاق	மெரிட்
الاستحقاق	முதிர்ச்சி
الاستحقاق	நன்மை
الاستحقاق	பலனும்
الاستحقاق	பலன்
الاستحقاق	பயன்
التعقيد	சிக்கலானது
البروتوكول	நெறிமுறை
الشواطئ	கடற்கரைகள்
الميزات	அம்சங்கள்
فوهة	கிண்ணக்குழி
سياتل	சியாட்டில்
البارود	பொடி
البارود	பவுடர்
خور	பயல்
بنز	பென்ஸ்
دارفور	தார்ஃபூர்
كبريتات	சல்பேட்டு
لحوم	இறைச்சி
شيرين	சீரீன்
مقيم	resident
جار	உறவினர்
المفردات	சொல்வள
جولي	ஜூலி
الدعاء	பிரார்த்தனை
الدعاء	தொழுகையை
الدعاء	ஜெபம்
الدعاء	பிரார்த்தனை
الدعاء	பிரார்த்தனைகள்
عرس	திருமணம்
عرس	திருமண
عرس	கல்யாணம்
ليما	லீமா
الشقيق	உடன்பிறப்பு
الستار	திரைச்சீலை
الجحيم	நரகம்
السورة	sura
نسل	சந்ததி
الجسيم	துகள்
الضربة	வேலைநிறுத்தம்
تسارع	முடுக்கம்
طوابق	தரைகள்
الموعد	தேதி
الموعد	அனுமதி
الموعد	சந்திப்பு
الندوات	கருத்தரங்குகள்
كلاسيكية	பாரம்பரிய
كلاسيكية	பழமையான
كلاسيكية	தொன்மையான
كلاسيكية	கிளாசிக்
دمية	பொம்மையை
دمية	பொம்மை
المنظور	முப்பரிமாண
الحصون	கோட்டைகள்
الخطي	நேரான
الخطي	நேரியல்
القديسين	புனிதர்கள்
التبت	திபெத்திய
التبت	திபெத்
نوم	தூக்கம்
نوم	தூக்கத்தை
نوم	உறக்கம்
نوم	உறங்கும்
نوم	உறங்க
نوم	உறங்கும்
نوم	தூங்கி
نوم	தூங்கும்
هيت	வெப்பம்
هيت	வெப்பத்தை
هيت	வெயிலின்
جذر	வேர்
المصير	தலைவிதி
المصير	விதி
واحده	ஒன்று
واحده	ஒன்றை
واحده	ஒரு
لورانس	லாரன்ஸ்
المؤثرات	விளைவுகள்
المؤثرات	தூண்டுதல்
دينا	தீனா
طاجيكستان	தஜிகிஸ்தான்
التفوق	சிறப்பை
اللاسلكية	வயர்லெஸ்
الفاطمية	பாத்திம
الاهلي	சிவில்
تمديد	விரிவாக்கம்
الجيولوجيا	நிலவியல்
حجري	stony
الفيس	எல்விஸ்
الفرن	உலைக்களம்
الفرن	அடுப்பில்
الفرن	ஓவன்
هال	hai
بيرد	பறவை
غذاء	உணவு
غذاء	சாப்பாடு
شاي	தேநீர்
شاي	தேயிலை
شاي	டீ
تقاعد	ஓய்வு
تقاعد	ஓய்வை
تقاعد	ஓய்வுபெற்ற
شغب	கலகம்
شغب	கலவரம்
ملا	நிரப்பப்பட்ட
ملا	நிரப்பிய
ملا	நிரப்பு
ملا	நிரப்ப
غاندي	காந்தி
المسارات	பாதைகள்
المسارات	தடங்களை
المسارات	தடங்கள்
اكتب	எழுத
اكتب	எழுது
اكتب	எழுதவும்
اكتب	எழுதுகிறது
اكتب	எழுத்து
اكتب	எழுதுதல்
حاجي	ஹாஜி
سقراط	சாக்கிரட்டீசு
جاهزة	தயாராக
جاهزة	தயார்
سبل	வழிகள்
عرق	பந்தயம்
عرق	இனம்
عرق	வியர்வை
اهتمامات	ஆர்வங்கள்
هيرمان	ஹெர்மன்
بيريز	பெரேஸ்
بيريز	பெரெஸ்
معدية	தொற்றும்
الليمون	எலுமிச்சை
القمع	suppression
كولومبوس	கொலம்பஸ்
الشجاعة	தைரியம்
اقتباس	மேற்கோள்
جاد	தீவிர
جاد	சீரியஸ்
علاجات	சிகிச்சைகள்
المستعمرة	காலனி
ين	yin
ين	யின்
ين	யென்
استوديو	ஸ்டுடியோ
استوديو	ஸ்டூடியோ
كو	கூ
مداخل	நுழைவாயில்கள்
مداخل	உள்ளீடுகள்
ديب	டெப்
حلو	இனிமை
حلو	இனிமையான
حلو	இனிப்பு
حلو	இனிமையாக
حلو	அருமை
الاستماع	கேட்டு
الاستماع	கவனித்தல்
الاستماع	கேட்டுக்
الاستماع	கேள்
الاستماع	கவனி
الاستماع	கேளுங்கள்
المتبادل	பரஸ்பர
المتبادل	பரஸ்பரம்
السهم	அம்புக்குறி
القطارات	ரயில்கள்
المنظم	அமைப்பாளர்
المنظم	நிறுவனர்
يخلق	உருவாக்குகிறது
يخلق	உருவாக்கு
يخلق	உருவாக்குக
القضيب	ஆண்குறி
القضيب	சேவல்
وردة	ரோஸ்
وردة	ரோஜா
وردة	மலர்
وردة	பூ
وردة	மலர்களால்
بابوا	பப்புவா
دومينيك	டோமினிக்
رمي	தூக்கி
الاصطناعية	செயற்கை
المعين	நியமனம்
صحن	டிஷ்
صحن	தட்டில்
صحن	தட்டு
العظمة	மேன்மையை
بطارية	பேட்டரி
حواسيب	கணினிகள்
البند	உருப்படி
الملازم	லெப்டினன்ட்
مطلوبة	தேவை
مطلوبة	தேவையானவை
مطلوبة	தேவையான
مطلوبة	அவசியம்
مطلوبة	தேவைப்படுகிறது
رايس	நெல்
رايس	சாதம்
رايس	அரிசி
رايس	சோறு
عطا	அத்த
متصل	இணைக்கப்பட்டது
شهرا	மாதம்
شهرا	மாசம்
السمنة	பருமன்
الشرح	தலைப்பு
الشرح	வர்ணனை
متوفر	கிடைக்கும்
متوفر	கிடைக்க
متوفر	உண்டு
متوفر	இருக்கிறது
متوفر	உள்ளது
صالون	சலூன்
صالون	சலூன்
مكثف	அடர்த்தியாக
حمولة	ஏற்று
حمولة	உள்வாங்கு
حمولة	சுமை
حمولة	சரக்கு
حمولة	பேலோட்
عزيزي	அன்புள்ள
عزيزي	அன்பே
المفيد	பயனுள்ள
المفيد	பயனுள்ளது
المفيد	பயனுள்ளதாக
غوغل	கூகுள்
غوغل	கூகிள்
غوغل	google
التفجير	detonation
التفجير	குண்டுவெடிப்பு
قلم	எழுதுகோல்
قلم	பேனா
سورينام	சுரினாம்
صراعات	முரண்பாடுகள்
صراعات	குழப்பங்கள்
صراعات	போராட்டங்கள்
الحساسة	முக்கியமானவை
الحساسة	உணர்வுள்ள
موكب	அணிவகுப்பு
موكب	அணிவகுப்பில்
موكب	ஊர்வலம்
الرحيل	புறப்பாடு
الرحيل	புறப்படும்
محايد	தெரியவில்லை
محايد	நடுநிலை
رامون	ரமோன்
البطاقة	கார்டு
البطاقة	அட்டை
البطاقة	சீட்டு
العجلات	சக்கரங்கள்
الجر	traction
ثار	vendetta
ترغب	ஆசை
المقاييس	அளவியல்
المقاييس	தரநிலைகளை
المقاييس	தரநிலைகளைப்
المقاييس	தரநிலைகள்
خطرة	ஆபத்தானது
خطرة	அபாயகரமானது
خطرة	ஆபத்தான
مخزن	கிடங்கு
مخزن	சேமிப்பு
مخزن	சேமிப்பகம்
مخزن	ஸ்டோர்
مخزن	கடை
مخزن	சேமிக்க
التكرار	அதிர்வெண்
التكرار	எண்ணிக்கை
بزاوية	கோணம்
بزاوية	கோணத்தில்
هيدروكسيد	ஐதராக்சைடு
ينضم	இணைகிறார்
مروحيات	ஹெலிகாப்டர்கள்
الهرمونات	ஹார்மோன்கள்
كريك	கிரிக்
ماهي	மகி
البقعة	ஸ்பாட்
البقعة	நீக்கம்
البقعة	தெளிவின்மை
المعلقة	நிலுவையில்
المعلقة	நிலுவை
محاور	அச்சுகள்
ماكسويل	மேக்ஸ்வெல்
الصومالية	சோமாலி
المؤهلة	தகுதியுள்ள
اسرة	படுக்கைகள்
اسرة	குடும்பத்தினர்
اسرة	குடும்பம்
اسرة	குடும்பத்தார்
متاح	கிடைக்கும்
متاح	கிடைக்க
متاح	உண்டு
متاح	இருக்கிறது
متاح	உள்ளது
بنود	உருப்படிகள்
بنود	பொருட்கள்
بنود	பொருள்கள்
شادي	ஷேடி
وضوح	தெளிவு
عشوائي	குறிப்பிலா
عشوائي	நிலையில்லாத
عشوائي	ஒழுங்கற்ற
عشوائي	சீரற்ற
الجلوس	அமர்ந்து
بوينت	புள்ளி
الترك	டர்க்
التوعية	விழிப்புணர்வு
الثوم	பூண்டு
الحلق	தொண்டை
المصمم	வடிவமைப்பாளர்
المصمم	டிசைனர்
الغزاة	ஆக்கிரமிப்பாளர்கள்
ناعم	மென்மையான
ناعم	மென்மை
علق	கருத்தைப்
علق	குறிப்புரை
علق	கருத்தை
علق	கருத்து
بهجت	பகத்
فطر	காளான்கள்
فطر	காளான்
مسافر	பயணி
مسافر	traveller
مسافر	பயணத்தில்
مسافر	பயணிக்கிறார்
مسافر	பயணிக்கும்
عقار	போதைப்பொருள்
اضغط	அழுத்து
اضغط	அழுத்த
اضغط	பிரஸ்
اضغط	அழுத்தவும்
اضغط	பத்திரிகை
اضغط	செய்தியாளர்
اضغط	தட்டி
اضغط	சொடுக்கு
اضغط	க்ளிக்
اضغط	கிளிக்
خوف	அஞ்சி
خوف	அச்சம்
خوف	பயம்
خوف	பயமும்
سباحة	நீந்தி
سباحة	நீச்சல்
سباحة	நீந்த
سباحة	நீச்சல்
حيوانية	விலங்கு
معبر	அபராதம்
معبر	கடக்கும்
كلوب	மன்றம்
كلوب	கிளப்
مبين	தெளிவு
مبين	அழி
مبين	தெளிவான
عقلية	மன
