نيبال	nepalu
بار	bar
قراصنة	piraci
قراصنة	piratów
ثالثة	trzecia
ثالثة	trzeci
ثالثة	trzecie
سويدي	szwedzki
سويدي	szwedzkie
سويدي	szwedzka
الضرب	mnożenie
ملح	sól
ملح	soli
بوخارست	bukareszcie
حبيبي	baby
حبيبي	dziecko
حبيبي	kochanie
فقرات	kręgów
مزدوج	duplex
مزدوج	bliźniak
مزدوج	podwójny
مزدوج	podwójna
مزدوج	podwójne
مزدوج	podwójnie
كلود	klaudia
كلود	claude
العمق	głębokość
العمق	głębokości
مصنوع	wykonane
مصنوع	made
مصنوع	zrobione
غازات	gazu
غازات	gaz
غازات	gazy
داروين	darwin
كارول	carol
تطبق	zastosowano
تطبق	stosowane
تطبق	zastosowane
تطبق	stosowana
تطبق	zastosowana
تطبق	zastosowany
تطبق	zastosować
تطبق	stosować
كوسوفو	kosowo
كوسوفو	kosowa
المستحيل	niemożliwa
المستحيل	niemożliwe
الدجاج	kurczak
الدجاج	tchórz
الدجاج	kurczaki
الدجاج	kurczaka
السباقات	wyścigi
السباقات	ras
السباقات	rasy
السباقات	wyścig
السباقات	racing
السباقات	wyścigi
السباقات	ściganie
التحديات	wyzwania
كريمة	śmietana
كريمة	śmietanki
كريمة	krem
كريمة	śmietanka
جونغ	jung
ساكن	mieszkańców
ساكن	mieszkańcy
ساكن	statyczne
شهيرة	sławne
شهيرة	znana
شهيرة	znany
شهيرة	sławny
شهيرة	sławna
التجديد	innowacyjność
التجديد	innowacja
التجديد	innowacje
التجديد	innowacji
التجديد	remont
التجديد	renowacji
التجديد	odnowienia
التجديد	przedłużenie
التجديد	odnowienie
المدرعة	opancerzony
المدرعة	opancerzone
تروي	troy
تروي	troi
طلعت	talat
ميغيل	miguela
ميغيل	miguel
المتقدم	zaliczki
المتقدم	zaawansowanych
المتقدم	zaawansowane
المتقدم	zaawansowana
المتقدم	zaawansowany
لوحظ	obserwowany
لوحظ	obserwowanych
لوحظ	obserwowane
لوحظ	obserwowana
لوحظ	zauważył
لوحظ	zauważyć
لوحظ	odnotowane
لوحظ	odnotowano
لوحظ	stwierdzone
عداد	metr
عداد	metrów
عداد	licznik
عداد	miernik
يسمع	usłyszeć
يسمع	słyszy
مسحوق	proszek
مسحوق	proch
موجه	skierowany
موجه	skierowana
موجه	reżyseria
موجه	skierowane
موجه	wektor
بطن	brzucha
بطن	brzuch
بطن	brzucha
بطن	brzuch
السعر	ceny
السعر	price
السعر	cena
المهرة	wykwalifikowanych
المهرة	wykwalifikowany
تصفية	filtry
تصفية	filtr
تصفية	likwidacja
تصفية	likwidację
تصفية	likwidacji
التذاكر	bilety
التذاكر	mandat
التذاكر	kupon
التذاكر	bilet
الكتيبة	batalion
الكتيبة	batalionu
المشاهير	sława
المشاهير	sławna
المشاهير	gwiazda
المشاهير	sławy
المشاهير	gwiazdy
المشاهير	osobistości
التفتيش	inspekcja
التفتيش	kontrola
التفتيش	inspekcje
التفتيش	inspekcji
المعتاد	zazwyczaj
المعتاد	zwykle
سوار	bransoletka
سوار	bransoletki
تكشف	ujawnić
تكشف	ujawnia
تكشف	odkrywa
نيلسون	nelson
المحاولات	próby
الزنك	cynku
الزنك	cynk
استيعاب	absorpcji
استيعاب	wchłanianie
استيعاب	asymilacji
سحر	magiczne
سحر	czary
سحر	magic
سحر	magii
سحر	magia
تنشيط	aktywacji
تنشيط	aktywacja
تنشيط	aktywować
تنشيط	aktywacja
الورقة	papier
الورقة	arkusz
الورقة	arkusze
لوثر	luther
شطرنج	szachy
متجر	zakupy
متجر	sklep
متجر	sklepie
متجر	sklep
متجر	store
التنس	tenis
المتطلبات	wymagania
المتطلبات	wymogi
النسر	orła
النسر	eagle
النسر	orzeł
النسر	sęp
فرعي	zależnej
فرعي	sub
استئصال	zwalczanie
استئصال	zwalczania
الموالية	lojalistów
مهددة	zagrożony
مهددة	groził
مهددة	zagrożona
مهددة	zagrożone
جوني	johny
جوني	johnny
ضفدع	ropucha
ضفدع	żaba
ضفدع	żaby
جزئية	częściowa
جزئية	częściowo
جزئية	częściowy
جزئية	częściowe
المتطوعين	chętnych
المتطوعين	ochotnicy
المتطوعين	wolontariuszy
المتطوعين	ochotników
المشاركون	uczestników
المشاركون	uczestnikom
المشاركون	uczestnicy
اجتماعات	zebrania
اجتماعات	spotkania
اجتماعات	spotkań
اجتماعات	posiedzenia
تذكارية	okolicznościowych
فضيلة	cnota
فضيلة	cnoty
فضيلة	cnotę
التغلب	przezwyciężenia
التغلب	pokonać
منهجية	metodyki
منهجية	metodologia
منهجية	metodologii
منهجية	systematyczny
منهجية	systematycznie
منهجية	systematyczne
منهجية	metodyczny
المعادلات	równanie
المعادلات	równania
البلطيق	bałtyckiego
تحفيز	stymulować
تحفيز	stymulowanie
تحفيز	pobudzić
السويسرية	szwajcarski
السويسرية	szwajcarską
السويسرية	szwajcaria
زائد	plus
زائد	dodatkowo
خشب	drewno
خشب	wood
خشب	drewna
خشب	drewno
خشب	drewna
تشييد	konstrukcja
تشييد	budowa
تشييد	budownictwo
المساحات	przestrzenie
المساحات	wycieraczki
ضيقة	ciasne
ضيقة	ciasno
ضيقة	mocno
الحوت	wieloryb
الحوت	wieloryba
ياسمين	jasmine
مفتي	mufti
لوبيز	lópez
لوبيز	lopez
ادعى	twierdził
ادعى	twierdziło
ادعى	twierdziły
ادعى	twierdziła
المساء	wieczór
المساء	wieczorem
المساء	wieczorny
بسام	bassam
جوليا	julii
جوليا	julia
الكل	wszystkie
الكل	wszystko
الكل	all
الكل	wszyscy
المعاملة	transakcje
المعاملة	transakcji
المعاملة	transakcja
المعاملة	traktowanie
المعاملة	leczenie
المعاملة	kuracja
المعاملة	obróbka
شريان	tętnicy
شريان	tętnica
المتغير	zmienna
المتغير	zmiennej
المتغير	zmienne
المتغير	zmienny
شارلوت	charlotte
ديانا	diana
منتزه	parki
منتزه	parka
منتزه	park
حمادة	hamada
الوفاء	spełniające
الوفاء	spełnianie
الوفاء	spełnić
الوفاء	wierności
الوفاء	wierność
الوفاء	spełnienie
الوفاء	wypełnienie
الوفاء	spełnienia
تسهيل	ułatwianie
تسهيل	ułatwienia
تسهيل	ułatwień
تسهيل	ułatwienie
تسهيل	ułatwianie
تسهيل	ułatwienia
تسهيل	ułatwienie
تسهيل	ułatwić
تسهيل	ułatwienia
تسهيل	ułatwia
تسهيل	ułatwiają
تسهيل	ułatwienie
انتقد	skrytykował
انتقد	krytykować
انتقد	skrytykował
الاحتفالات	uroczystości
الاحتفالات	obchody
فرعون	faraon
فرعون	faraona
يفسر	wyjaśnia
يفسر	tłumaczy
شكر	dzieki
شكر	dziękujemy
شكر	dzięki
تلقائيا	automat
تلقائيا	automatycznie
تلقائيا	automatyczne
تلقائيا	automatyczny
تلقائيا	automatyczna
تلقائيا	automatycznie
زائر	odwiedziny
زائر	odwiedzający
زائر	gość
معتمد	akredytowanych
معتمد	certyfikat
معتمد	kwalifikowanego
الكوارث	katastrofy
الكوارث	klęsk
الكوارث	katastrof
الكوارث	katastrofy
الكوارث	katastrofa
الكوارث	klęska
ميديا	medea
تلسكوب	teleskop
التنقل	mobilności
التنقل	mobilność
سمعة	reputacji
سمعة	reputację
سمعة	reputacja
هانز	hans
هانز	hansa
جسيم	cząsteczki
جسيم	cząstki
جسيم	cząstek
جسيم	cząstka
حنا	hanny
حنا	hanna
فدان	akrów
فدان	acre
تامر	tamer
الاعلى	top
الاعلى	szczyt
الاعلى	góra
الاعلى	wyżej
الاعلى	wyższe
الاعلى	wyższy
الاعلى	wyższa
تفقد	sprawdź
تفقد	zaznacz
تفقد	sprawdzanie
امبراطورية	imperium
امبراطورية	empire
تلبية	poznać
تلبية	poznaj
تلبية	spotkanie
بخار	opary
بخار	parowa
بخار	pary
بخار	para
الاصابة	szkody
الاصابة	urazy
الاصابة	uraz
الاصابة	obrażenia
الاصابة	uszkodzenie
العلمانية	świeckich
دائري	okrągły
دائري	okrągłe
التدقيق	sprawdzamy
التدقيق	sprawdzam
التدقيق	sprawdzanie
التدقيق	sprawdzenie
الاراضي	ziemie
الاراضي	terytoriów
الاراضي	terytoria
الاراضي	kraina
الاراضي	land
الاراضي	ląd
الاراضي	grunty
الاراضي	ziemia
المكسيكي	meksykanie
المكسيكي	meksykańskie
المكسيكي	meksykański
المكسيكي	meksykańska
مضاعفات	powikłania
مضاعفات	komplikacje
العينات	próbek
العينات	próbki
عادات	nawyki
عادات	zwyczaje
عادات	przyzwyczajenia
مدرعة	opancerzony
مدرعة	opancerzone
مطلوب	potrzebny
مطلوب	potrzebna
مطلوب	potrzebne
مطلوب	wymagana
مطلوب	wymagane
مطلوب	wymagany
مطلوب	poszukiwana
مطلوب	chciał
مطلوب	poszukiwany
مطلوب	poszukiwani
جدوى	wykonalności
هارت	hart
الحبشة	abisynii
التزلج	narciarstwo
التزلج	narty
الكمال	idealna
الكمال	idealne
الكمال	idealnie
الكمال	idealny
الكمال	ideał
الكمال	doskonałości
الكمال	perfekcji
الكمال	doskonałość
الجسور	mosty
الجسور	mostów
اللاهوت	teologii
مهن	zawodów
مهن	kariera
مهن	kariery
مهن	zawodów
بيتش	plaża
بيتش	peach
مترجمة	przetłumaczone
مترجمة	tłumacz
مترجمة	tłumacza
الجين	genu
الجين	gene
الجين	gen
الجين	geny
الوصل	podłączenie
الوصل	łączące
الوصل	łączenie
الوالدين	rodzicami
الوالدين	rodziców
الوالدين	rodzice
وعاء	statek
وعاء	pojemnik
وعاء	statku
وعاء	naczynie
وعاء	trawka
وعاء	garnek
وعاء	miski
وعاء	bowl
وعاء	miska
ميرزا	mirza
يشهد	zeznawać
يشهد	zeznawać
المفصل	szczegółowy
المفصل	szczegółowe
جيبوتي	dżibuti
لاحظت	zauważył
لاحظت	zauważyłem
لاحظت	zauważyłam
فاكهة	owoce
فاكهة	owoców
فاكهة	owoc
عتبة	próg
نولان	nolan
موراي	moray
موراي	murray
ارتداء	noszenia
ارتداء	noszenie
ارتداء	załóż
ارتداء	nosić
نادية	nadia
تكامل	integralną
تكامل	integracja
تكامل	integracji
تكامل	integrację
المنفذ	portu
المنفذ	port
معتدل	umiarkowany
معتدل	umiarkowanego
معتدل	umiarkowanie
معتدل	umiarkowanym
معتدل	umiarkowane
عجز	niepełnosprawności
عجز	niepełnosprawność
عجز	deficytu
عجز	deficyt
المسافات	odległości
رفيع	szczupła
رفيع	cienkie
رفيع	cienka
رفيع	chudy
رفيع	cienki
رائدة	pionierskie
رائدة	pioneer
ديف	dave
ديف	dev
استعراض	recenzja
استعراض	przeglądu
استعراض	przegląd
استعراض	rewizja
ذكريات	wspomnienia
ذكريات	wspomnień
ذكريات	pamięci
هوك	haczyk
هوك	hook
هوك	hak
هوك	haka
هوك	haku
هوك	jastrząb
هوك	hawk
الصمام	zawór
الزواحف	gada
الزواحف	gady
الزواحف	gady
صمام	zawór
المثليين	gejów
المثليين	geje
المثليين	lgbt
فضة	srebro
فضة	srebrny
فضة	srebra
فضة	srebrne
فضة	srebrna
فضة	silver
السلف	poprzednik
السلف	zaliczki
القلاع	zamki
القلاع	zamków
القلاع	fortece
عشوائية	przypadkowe
عشوائية	przypadkowa
عشوائية	przypadkowy
عشوائية	losowo
عشوائية	losowe
السعي	poszukiwanie
السعي	quest
السعي	wyprawa
السعي	pościgu
السعي	pogoń
السعي	pościg
الخادم	służący
الخادم	służąca
الخادم	sługa
الخادم	serwer
الخادم	server
الخادم	serwera
الخادم	serwery
انتباه	uwaga
اعتراف	spowiedzi
اعتراف	spowiedź
اعتراف	wyznanie
فلو	flo
البولندي	polsko
البولندي	polskie
البولندي	polski
الفئران	myszki
الفئران	myszy
ارض	kraina
ارض	land
ارض	ląd
ارض	grunty
ارض	ziemia
تصدير	wywóz
تصدير	eksport
تصدير	przedmowa
ناقل	przewoźnik
ناقل	przewoźnika
ناقل	nośnik
ناقل	transporter
ناقل	transportera
ناقل	przewoźnik
ناقل	wektor
اربعة	czterech
اربعة	cztery
الفعال	efektywne
الفعال	skuteczny
الفعال	efektywna
الفعال	efektywny
الفعال	skuteczne
البنكرياس	trzustki
تيودور	theodore
تيودور	tudor
يعنى	znaczenie
يعنى	rozumieniu
يعنى	środki
يعنى	oznacza
تضخم	inflacji
تضخم	inflacja
المحامي	adwokat
المحامي	prawnik
المحامي	adwokat
المحامي	prawnika
المحامي	prawnik
شلل	porażenie
شلل	paraliż
الفعاليات	aktorów
الفعاليات	aktorzy
الفعاليات	zdarzenia
الفعاليات	wydarzenia
الفعاليات	imprezy
الفعاليات	wydarzeń
الفعاليات	imprez
ضع	umieść
ضع	umieścić
نوبة	drgawki
نصيحة	rady
نصيحة	porady
نصيحة	tip
نصيحة	cynk
نصيحة	wskazówka
كتل	bloków
كتل	klocki
كتل	bloki
منشور	post
منشور	poczta
منشور	opublikowane
منشور	opublikowany
منشور	opublikowano
منشور	publikacja
منشور	publikowane
سنوي	rocznie
سنوي	roczne
سنوي	roczna
سنوي	coroczne
سنوي	roczny
سنوي	roczne
سنوي	rocznie
سنوي	roczna
سنوي	snowy
المؤمن	ubezpieczony
المؤمن	wierzący
فاسو	faso
انفصال	zerwanie
انفصال	rozstanie
انفصال	zerwania
انفصال	rozdzielenie
انفصال	separacji
انفصال	oddzielenie
المواهب	talenty
المواهب	talentu
المواهب	talent
التقاعد	emeryturę
التقاعد	emerytura
نايت	nate
استعداد	gotowy
استعداد	gotowe
استعداد	przygotowane
استعداد	przygotowany
استعداد	przygotowana
جثة	body
جثة	ciało
جثة	nadwozia
جثة	ciała
جثة	zwłoki
الزي	kostium
الزي	kostiumy
الزي	strój
المتمردين	rebeliantów
المتمردين	rebelianci
المتمردين	buntowników
المتمردين	rebeliantów
كلهم	wszystkie
كلهم	wszystko
كلهم	all
كلهم	wszyscy
المؤلفين	autorzy
المؤلفين	autorów
برو	prue
برو	zawodowiec
برو	pro
العناوين	tytułów
العناوين	tytuły
العناوين	adresów
العناوين	adresy
الغبار	kurzu
الغبار	pył
الغبار	kurz
بوركينا	burkina
مادية	materializm
جزيء	cząsteczka
جزيء	molekuły
الفخذ	uda
الفخذ	udo
غامضة	tajemnicze
غامضة	tajemnicza
غامضة	tajemniczy
المرجانية	coral
الاقتراع	sondaże
سويفت	swift
العبور	przekraczania
العبور	tranzytowe
العبور	tranzytu
العبور	tranzyt
زامبيا	zambii
زامبيا	zambijski
جارية	trwających
ليبي	libby
داني	danny
نمت	spał
نمت	spała
رويس	royce
تخصصات	majors
تخصصات	specjalności
تخصصات	specjalności
اشتباكات	starcia
مرادفات	synonimy
شجر	drzewa
كوب	puchar
كوب	kubek
كوب	kielich
كوب	cup
المدربين	trenerów
المدربين	instruktorów
المدربين	trenerów
المواطنة	obywatelstwa
المواطنة	obywatelstwo
دوت	kropka
دوت	dot
بلورات	kryształy
بلورات	kryształów
الاسلامية	islamskiej
البركانية	wulkanicznego
الهرب	uciec
الهرب	ucieczka
الهرب	ucieczki
منظم	organizatorem
منظم	organizator
منظم	organizatora
الحرجة	krytyczne
الحرجة	krytyczna
الحرجة	krytyczny
الحرجة	krytycznych
عريض	szeroki
عريض	szeroka
عريض	szeroko
عريض	szerokie
عريض	śmiała
عريض	odważne
عريض	śmiałe
عريض	odważny
عريض	śmiały
عريض	szeroka
عريض	szerokie
عريض	szeroki
عريض	szerokiej
كهف	jaskinia
كهف	jaskini
النمل	mrówka
النمل	mrówki
النمل	mrówki
برية	wild
برية	dziki
برية	dziko
برية	dzika
برية	dzikie
برية	dziczy
سرد	narracja
سرد	narracji
المصرف	banku
المصرف	bankowe
المصرف	bank
النازي	naziści
النازي	nazistowskich
مرسيدس	mercedes
مرسيدس	mercedesa
متكررة	powtarza
متكررة	powtórzyć
متكررة	powracający
متكررة	okresowe
متكررة	częste
متكررة	często
الحلم	marzenie
الحلم	dream
الحلم	marzenia
الحلم	sen
الحلم	sen
الحلم	marzy
وزارات	ministerstwa
وزارات	ministerstw
نيكولاي	nikołaj
نيكولاي	nicolae
شريحة	kawałek
شريحة	segmenty
شريحة	segmentu
شريحة	odcinek
شريحة	segment
العتيقة	antyk
العتيقة	antyki
المقاتلين	zawodnicy
المقاتلين	myśliwce
المقاتلين	wojownicy
المقاتلين	bojowników
مشغل	operator
مشغل	operatora
مشغل	player
مشغل	gracz
مشغل	zawodnik
مشغل	gracza
مشغل	odtwarzacz
سويسري	szwajcarski
سويسري	szwajcarską
سويسري	szwajcaria
مهاجمة	atakują
مهاجمة	atakuje
يدير	biegnie
يدير	biega
دفعت	płatny
دفعت	zapłacił
دفعت	płatne
نعمة	błogosławieństwa
نعمة	błogosławieństwo
نعمة	łaska
نعمة	grace
نعمة	łaski
ستانفورد	stanford
اندماج	fuzja
اندماج	połączenie
اندماج	łączenie
اندماج	fuzja
اندماج	fusion
السقوط	spadające
السقوط	upadek
السقوط	jesień
داون	świt
داون	dawn
العزل	izolacji
العزل	izolacja
العزل	izolacji
العزل	izolacja
العزل	segregacji
احتفالات	uroczystości
احتفالات	obchody
هابل	hubble
القرش	rekiny
القرش	rekina
القرش	rekin
كوبر	coopera
كوبر	cooper
الانتصار	zwycięstwa
الانتصار	zwycięstwo
ستوكهولم	sztokholmu
ستوكهولم	sztokholmie
الاختراع	wynalezienie
الاختراع	wynalazek
شرائح	slajdy
شرائح	slajdów
شرائح	plastry
يتلقى	otrzymuje
الشغب	zamieszki
الشغب	zamieszek
الحضري	urban
الحضري	miejskie
الحضري	miejski
الحضري	miejskich
الحضري	miejska
الدورية	patrole
الدورية	patrol
المطالبة	roszczenia
المطالبة	roszczenie
المطالبة	twierdzenie
المطالبة	twierdzą
رباعية	quad
رباعية	czterokrotnie
رباعية	poczwórne
رحيل	wyjazd
رحيل	wylot
رحيل	odjazd
رحيل	odlot
توظيف	wynajęcie
توظيف	zatrudnienie
توظيف	zatrudniania
مختلفين	inna
مختلفين	różne
مختلفين	inny
مختلفين	różnych
الرسومات	rysunki
الرسومات	szkice
الرسومات	grafiki
الرسومات	grafika
الاصطناعي	sztuczna
الاصطناعي	sztuczny
الاصطناعي	sztuczne
الصوف	runo
الصوف	wełny
الصوف	wełna
نفسك	siebie
طقوس	rytuał
طقوس	rytuał
طقوس	rytuały
طقوس	rytuały
الاستهلاك	konsumpcja
الاستهلاك	zużycie
الاستهلاك	spożycie
الاستهلاك	konsumpcji
الاستهلاك	amortyzacji
سباح	pływak
باراك	barack
باراك	barak
سبورت	sport
تنام	spanie
تنام	śpi
تنام	spać
تنام	śpiący
الالعاب	mecze
الالعاب	gier
الالعاب	gry
البكر	pierworodnego
ماسة	diament
ماسة	diamond
ماسة	diamenty
متكامل	zintegrowana
متكامل	zintegrowane
متكامل	zintegrowany
ويل	will
ويل	willa
ويل	będzie
صدمة	szoku
صدمة	szok
صدمة	wstrząs
اكتسبت	pozyskane
اكتسبت	zdobyte
اكتسبت	nabyte
عصفور	ptaka
عصفور	ptak
عصفور	bird
عصفور	ptaszek
عصفور	wróbel
عصفور	sparrow
مقدسة	świętość
مقدسة	święty
مقدسة	święte
رشح	filtry
رشح	filtr
رشح	nominowany
اليدين	ręce
اليدين	dłonie
الوردي	różowy
الوردي	różowa
الوردي	róż
الوردي	różowe
الوردي	różowo
التنافس	rywalizacja
التنافس	rywalizacji
المشروبات	napoje
المشروبات	napojów
فريمان	freeman
ريانا	rihanna
تحلل	analizować
تحلل	rozkładu
تحلل	rozkład
وصفة	receptę
وصفة	przepisu
وصفة	przepis
كثيفة	gęste
ينظم	reguluje
ينظم	organizuje
الجيولوجي	geolog
الجيولوجي	geologiczne
ببطء	powoli
ذكاء	wywiad
ذكاء	wywiadu
ذكاء	inteligencja
ذكاء	inteligentna
ذكاء	inteligentny
ذكاء	inteligentne
ذكاء	mądry
ذكاء	mądrze
ذكاء	mądra
ذكاء	inteligentne
ذكاء	smart
مولى	molly
الباكستانية	pakistanu
المثقفين	intelektualistów
القبر	grobie
القبر	nagrobek
القبر	grób
القبر	grobowiec
القبر	grobie
القبر	grób
القبر	grobu
بيغ	peg
دستورية	konstytucyjności
دستورية	konstytucyjnego
تاجر	merchant
تاجر	kupiec
تاجر	handlarz
تاجر	przedsiębiorca
تاجر	sprzedawca
تاجر	dilera
تاجر	handlarz
تاجر	diler
تاجر	dealer
اكبر	akbar
اكبر	większy
اكبر	większa
اكبر	większego
اكبر	większe
مؤامرة	działka
مؤامرة	spisek
مؤامرة	działki
مؤامرة	spisek
كريستي	christy
رقمي	cyfrowy
رقمي	cyfrowa
رقمي	cyfrowe
رقمي	digital
هالة	hala
هالة	anomalia
هالة	anomalii
هالة	aura
برهان	dowód
برهان	dowody
الحرائق	ognie
الحرائق	pożary
القراصنة	piraci
القراصنة	piratów
مزدوجة	podwójny
مزدوجة	podwójna
مزدوجة	podwójne
مزدوجة	podwójnie
درهم	aed
الاستراتيجي	strategicznych
الاستراتيجي	strategiczne
الاستراتيجي	strategiczny
الفواكه	owoce
الفواكه	owoców
الفواكه	owoc
الفواكه	owoce
الفواكه	owoców
مير	mir
مير	mer
تسوية	osady
تسوية	ugoda
تسوية	rozliczenie
تسوية	osada
تسوية	rozrachunku
تسوية	kompromis
تسوية	kompromisu
الالكتروني	elektroniczne
الالكتروني	elektroniczna
الالكتروني	elektroniczny
الاتحادي	federalny
الاتحادي	federalnej
الاتحادي	federalne
الاتحادي	federalna
حراري	termiczne
الكسندر	aleksandr
الكسندر	aleksandra
الكسندر	aleksander
الكسندر	alexander
نشرة	biuletyn
نشرة	biuletynie
قزوين	kaspijskiego
العملي	praktyczne
العملي	praktyczna
العملي	praktyczny
قادرين	zdolne
قادرين	zdolna
قادرين	zdolny
قادرين	zdolne
قادرين	zdolna
قادرين	zdolny
المطبوعة	wydruku
المطبوعة	wydruk
تجاهل	zignorować
تجاهل	ignorować
تجاهل	wyrzucić
تجاهل	odrzucić
تجاهل	zignorował
هرتز	hertz
استقالة	rezygnacja
استقالة	rezygnacji
استقالة	rezygnację
محامي	adwokat
محامي	prawnika
محامي	prawnik
كيفن	kevina
كيفن	kevin
كيفن	kevinem
مارسيليا	marsylii
المثالي	idealna
المثالي	idealne
المثالي	ideał
المثالي	idealny
القطعة	kawałek
القطعة	kawałku
القطعة	segmenty
القطعة	segmentu
القطعة	odcinek
القطعة	segment
المعارضين	przeciwnicy
المعارضين	przeciwników
التسمم	zatrucie
التسمم	zatrucia
حليب	mleka
حليب	mleko
المعتقلين	zatrzymani
المعتقلين	zatrzymanych
مطلق	rozwód
مطلق	rozwiedziony
النظير	peer
النظير	odpowiednik
القاسمي	kasimi
مناهضة	anty
بندقية	strzelba
بندقية	strzelbę
بندقية	karabin
بندقية	strzelba
المعيشة	żyjący
المعيشة	żywe
الاكتشاف	odkrycia
الاكتشاف	odkrywanie
الاكتشاف	odkrycie
الاكتشاف	discovery
العقاقير	prochy
العقاقير	narkotyki
العقاقير	leki
جنائية	kryminalne
جنائية	karnego
جنائية	przestępcy
جنائية	przestępca
جنائية	kryminalista
السامي	sami
منارة	latarni
منارة	beacon
منارة	latarnia
مذيع	nadawca
حفرة	otwór
حفرة	dołek
حفرة	dziura
حفرة	dziury
حفرة	pit
اسفل	dół
المستوطنات	osiedla
المستوطنات	osady
المستوطنات	ugody
دوس	dos
متطورة	wyrafinowane
متطورة	wyrafinowany
متطورة	wyszukane
هوندا	honda
الجرحى	ranna
الجرحى	ranny
الجرحى	zraniony
الجرحى	ranni
الكوميدي	komik
كلير	claire
تراكم	akumulacji
الناتو	nato
مؤشرات	wskaźniki
مؤشرات	wskaźników
مؤشرات	oznaczeń
مؤشرات	wskazania
واجب	obowiązek
واجب	obowiązki
واجب	cło
الاستثمارات	inwestycje
الاستثمارات	inwestycja
الاستثمارات	inwestycji
الاستثمارات	inwestycje
الاستثمارات	inwestycji
الاستثمارات	inwestycja
الاستثمارات	inwestycyjne
الاستثمارات	inwestowanie
المضيف	gospodarza
المضيف	przyjmujące
المضيف	organizator
المضيف	gospodarz
تقليدي	tradycyjnie
تقليدي	tradycyjne
تقليدي	tradycyjna
تقليدي	tradycja
تقليدي	tradycyjny
تقليدي	tradycyjnych
تقليدي	klasyk
تقليدي	klasyka
تقليدي	klasyczny
تقليدي	classic
تقليدي	klasyczne
غارسيا	garcia
رويال	królewska
رويال	królewski
رويال	królewskie
رويال	royal
شهيد	shahid
شهيد	męczennika
بالتحديد	konkretnie
بالتحديد	specjalnie
العامية	slang
هدية	obecny
هدية	teraźniejszość
هدية	obecni
هدية	obecna
هدية	prezent
هدية	obecne
هدية	prezentu
هدية	podarunek
هدية	prezent
هدية	dar
هدية	prezenty
انتقادات	krytyka
انتقادات	krytyki
انتقادات	krytykę
انتقادات	krytyki
تشعر	czuję
تشعر	czuć
ملاك	anioł
ملاك	aniele
ملاك	aniołek
ملاك	angel
حشرات	robaki
حشرات	błędy
حشرات	owady
يضرب	trafień
يضرب	trafienia
يضرب	uderza
تطالب	wymagający
تطالب	wymagająca
تطالب	wymagających
تطالب	wymagające
الدخان	dym
الدخان	palenie
الدخان	pal
الجزاء	karne
الجزاء	kara
الجزاء	karny
الجزاء	sankcji
الجزاء	sankcje
الاعتقال	areszt
الاعتقال	aresztowanie
الاعتقال	aresztowany
الاعتقال	areszt
الاعتقال	zatrzymania
الاعتقال	zatrzymanie
الزوايا	rogi
الزوايا	rogach
الزوايا	kąty
المستقيم	odbytnicy
المستقيم	odbyt
خلاصة	abstrakcyjne
الصوفي	mystic
الوفاق	uzgodnienia
الوفاق	pojednania
الوفاق	uzgodnienie
الوفاق	pojednanie
الوفاق	concord
متصفح	przeglądarka
متصفح	przeglądarkę
متصفح	przeglądarki
متصفح	przeglądarce
تسرب	przeciek
تسرب	wyciek
تسرب	przeciek
تسرب	wyciek
دعاء	modlitwie
دعاء	modlitwy
دعاء	modlitwę
دعاء	modlitwa
غرامي	grammy
تمدد	stretch
سماء	niebo
سماء	niebie
سماء	sky
سماء	nieba
سماء	niebo
سماء	nieba
حقا	naprawdę
مهد	kołyski
مساكن	rezydencja
مساكن	rezydencje
مساكن	mieszkalnictwa
فو	foo
فو	pho
فو	phu
بنيامين	benjamin
بنيامين	benjamina
نبيلة	noble
نبيلة	szlachetnych
نبيلة	szlachetne
نبيلة	szlachetna
نبيلة	szlachetny
يثير	podnosi
الزهري	syfilis
ترمز	symbolizują
ترمز	symbolizuje
الميثاق	pakt
الميثاق	paktu
الميثاق	compact
الانتقادات	krytyka
الانتقادات	krytyki
الانتقادات	krytykę
الانتقادات	krytyki
باز	buzz
خبز	chleba
خبز	pieczywo
خبز	chleb
البيضاوي	owalne
هجر	porzucenie
زيمبابوي	łotwa
زيمبابوي	zimbabwe
تقوية	wzmocnić
تقوية	wzmocnienia
تقوية	umocnienie
تقوية	wzmocnienie
تقوية	wzmacnianie
تقوية	wzmocnienia
تقوية	wzmocnienie
تقوية	wzmacnianie
مدفعية	artyleria
ناس	ludzi
ناس	osoby
ناس	people
ناس	ludzie
قزم	elf
قزم	karzeł
قزم	karzeł
قزم	gnome
تشارلي	charlie
تشارلي	charliego
بدوي	badawi
حشد	tłumy
حشد	tłum
القيادات	przewodnictwo
القيادات	kierownictwo
القيادات	przywództwa
القيادات	przywódcy
القيادات	przywództwo
فاتح	light
فاتح	światło
فاتح	światła
فاتح	lekka
فاتح	lekki
فاتح	fatih
جيرسي	jersey
نيوكاسل	newcastle
ضرر	zniszczenia
ضرر	uszkodzenie
ضرر	szkody
ضرر	uszkodzenia
الموضة	moda
الموضة	fashion
الموضة	mody
متكرر	powtarza
متكرر	powtórzyć
متكرر	powtarzalne
متكرر	powracający
متكرر	okresowe
متكرر	częste
متكرر	często
التحضير	przygotowanie
التحضير	preparat
التحضير	przygotowania
التحضير	przygotowywanie
التحضير	przygotowanie
التحضير	przygotowywanie
جوليان	julian
جوليان	juliana
