частная	privaat
маяковского	majakofski
нормандии	normandië
синод	synod
нумерация	nommering
приют	skuiling
приют	weeshuis
депрессии	depressie
входящие	inkomende
никитич	nikititsj
устранить	elimineer
редактирование	wysig
редактирование	redigeer
редактирование	verstrek
редактирование	redigering
редактирование	wysiging
калининград	kaliningrad
глубокое	diep
адаптации	aanpasbare
адаптации	aanpassing
устойчивость	volhoubaarheid
отмена	kanselleer
отмена	verander
отмена	staak
отмена	kansellasie
отмена	herroep
орбите	orbiting
душанбе	doesjanbe
размножения	voortplanting
минеральных	mineraal
отменены	gekanselleer
раскрыта	uitgewys
присоединилась	aangesluit
стилей	styles
стилей	uitsonderings
стилей	style
боуи	bowie
сена	hay
сена	hooi
сена	sena
сена	seine
авив	aviv
кружка	mug
платон	plato
шанхай	shanghai
этнический	etniese
этнический	etnies
религиозная	godsdienstige
религиозная	religieuse
религиозная	gelowige
стоять	staan
мелодии	melodies
остин	austen
остин	austin
клэр	clare
клэр	claire
затраты	koste
затраты	kos
кон	cohn
кон	con
справедливость	geregtigheid
справедливость	justice
справедливость	justisie
справедливость	equity
остаток	saldo
остаток	balans
худ	hood
плод	vrug
плод	vrugte
плод	fetus
окончательного	finale
окончательного	finaal
окончательного	definitiewe
эванс	evans
пролива	strait
восхождение	ascension
восхождение	klim
восхождение	bestyging
стс	sts
куб	cube
куб	kubus
пустынь	woestyne
палестины	palestina
классические	klassieke
классические	klassiek
классические	klassieke
настройки	stellings
настройки	verstellings
нсдап	nsdap
жанров	genres
объявлена	verklaar
объявлена	aangekondig
творческая	kreatief
невеста	bride
невеста	bruid
критические	kritieke
критические	krities
критические	kritiese
критические	kritiek
паралимпийских	paralimpiese
занято	besig
занято	beset
подозрение	suspicion
записали	opgeneem
платье	rok
павлова	pavlova
репрессии	lyke
стенки	mure
добавлено	bygevoeg
алгоритмы	algorithms
скрыть	versteek
скрыть	verberg
тоннель	tonnel
масштаб	skaal
масштаб	zoem
раскол	skei
раскол	skisma
петь	eer
петь	sang
петь	sing
петь	singing
петь	singende
мотив	motive
впечатления	besoeke
впечатления	indrukke
впечатления	indruk
впечатления	besoek
вере	geloof
череп	skedel
череп	skull
прибрежных	coastal
аарон	aaron
ответили	geantwoord
ответили	beantwoord
изгнании	exile
традиционное	tradisioneel
традиционное	tradisionele
достаточное	voldoende
достаточное	voldoende
сожгли	geskryf
турецкие	turkse
турецкие	turkish
марти	marty
марти	marti
императоров	keisers
дай	gee
неподалеку	nabye
неподалеку	nabygeleë
неподалеку	naby
вильнюс	vilnius
повторить	herhaal
боковой	laterale
травы	gras
лицевой	gelaatstrekke
вспомнить	herroep
софи	sofi
софи	sophie
аспект	dimensie
аспект	dimension
аспект	aspek
мадонна	madonna
пиво	bier
пиво	beers
покупки	aankoop
покупки	aankope
покупки	inkopies
покупки	shopping
покупки	aankope
албания	albanië
славянский	slawiese
вариации	variasies
вариации	variasie
солнечная	sunny
солнечная	sonnige
солнечная	sonnig
солнечная	solar
трека	volg
трека	snit
трека	baan
трека	spoor
кобаяси	kobayashi
отзыв	terugvoer
деннис	dennis
специализированные	specialized
совести	bewussyn
мадриде	madrid
прием	ontvangs
роуз	roos
достопримечательностей	attraksies
значимый	betekenisvolle
значимый	betekenisvol
нестор	nestor
нестор	néstor
тонкие	maer
тонкие	dun
обратная	inverse
обратная	omgekeer
обратная	reverse
обратная	agteruit
казино	casino
терапия	therapy
губ	lips
губ	lippe
компьютеры	rekenaars
умение	vaardigheid
умение	vermoë
умение	vermoeë
пас	paz
пас	verbygaan
леонард	leonard
адресов	adresse
ущерба	prejudice
ущерба	skadevergoeding
инициатива	inisiatief
дэниел	daan
дэниел	daniel
дэниел	daniël
огромная	huge
боец	fighter
тунис	russies
тунис	tunisië
тунис	tunis
астана	astana
белграде	belgrado
готовность	gereedheid
десант	troopers
зарубежные	overseas
зарубежные	oorsese
вольф	wolfe
вольф	wolf
электрическая	elektriese
электрическая	elektriese
основанное	gestig
фаза	phase
фаза	fase
помогите	help
помогите	hulp
академических	akademiese
академических	akademies
стабилизации	stabilisering
ось	axis
тяги	traction
прохождение	deurkom
прохождение	aangee
белгород	belgorod
региональная	streek
эмоции	emosie
эмоции	emosioneel
эмоции	emosies
аналогичная	soortgelyke
мавзолей	mausoleum
независимое	independent
независимое	onafhanklike
независимое	onafhanklik
независимое	selfstandige
законопроект	noot
духов	geeste
духов	spirits
опоры	aambeeld
катарина	catarina
шашки	checkers
сильная	sterk
волейбол	volleyball
стабильности	stabiliteit
напали	aangeval
джулия	giulia
джулия	magda
джулия	julia
маркс	marx
маркс	merke
смотрел	gekyk
богатство	riches
богатство	rykdom
алексий	alexius
молоко	melk
гомес	gomez
гомес	gómez
сидней	sidney
сидней	sydney
либеральной	liberale
барт	bart
барт	barth
исмаил	ismail
мягкая	sagte
мягкая	sag
измерение	dimensie
измерение	dimension
измерение	meting
измерение	mate
измерение	mates
измерение	maatreëls
патрулирование	patrollie
бурятия	boerjatië
принятых	geneem
настроения	bui
настроения	gemoed
настроения	gemoedstoestand
франклин	franklin
доступно	beskikbaar
сток	stoke
клан	clan
насилие	geweld
хаджи	hadji
хаджи	haji
обязательства	laste
обязательства	verpligtinge
обязательства	verbintenisse
обязательства	verbintenis
обязательства	commitment
слои	lae
представляющий	random
изготовитель	vervaardiger
странная	weird
странная	vreemd
странная	vreemd
смертельно	deadly
смертельно	fatale
пересечение	crossing
пение	sang
пение	sing
пение	singing
пение	singende
мины	myne
портов	poorte
запах	reuk
запах	ruik
снижает	verminder
заряд	hef
заряд	lading
заряд	heffing
заряд	charge
изменился	gewysig
скопление	cluster
спорные	omstrede
коричневый	bruin
телескоп	teleskoop
выразить	express
эдмунд	edmund
калгари	calgary
стивенс	stephens
стивенс	stevens
уголь	kole
уголь	steenkool
профессоров	professors
бмп	bmp
счастья	geluk
аббатство	abdy
аббатство	abbey
опубликованные	gepubliseer
душе	stort
странный	weird
странный	vreemd
странный	vreemd
сальвадор	salvador
сжатия	kompressie
базовая	basies
базовая	basic
базовая	basiese
думает	dink
сунь	son
начального	primêr
начального	primary
начального	primêre
начального	belangrikste
вправо	regterkant
вправо	regs
митинг	rally
митинг	saamtrek
фредди	freddy
фредди	freddie
поёт	sing
полина	paulina
полина	pauline
присвоение	toeskrywing
сосна	pinus
кристоф	christophe
кристоф	christof
сложная	komplekse
сложная	kompleks
сложная	complicated
сложная	ingewikkeld
волокна	vesel
волокна	fibre
исполняющий	toneelspel
исполняющий	waarnemende
исполняющий	optree
кампо	campo
ливана	lebanese
ливана	libanon
предисловие	preface
мустафа	mustafa
прочность	sterkte
обуви	skoen
обуви	skoene
обуви	skoene
брюссель	brussels
брюссель	brusselse
брюссель	brussel
достоверность	egtheid
достоверность	betroubaarheid
сокол	falcon
прибывает	aankoms
прибывает	arriveer
кент	kent
евангелие	gospels
евангелие	evangelie
мельницы	windpompe
камере	sel
вирус	virus
кпп	ppc
кпп	checkpoint
кпп	kat
крайний	uiters
крайний	extreme
тобаго	tobago
узлы	knope
поговорить	praat
иностранцев	aliens
иностранцев	buitelanders
отразить	herhaal
отразить	reflekteer
растительности	plantegroei
этики	etiek
закрытие	afsluiting
цирк	sirkus
цирк	circus
лори	laurie
лори	lori
харви	harvey
коронации	coronation
николь	nicole
делла	della
предупредить	waarsku
жук	fout
жук	beetle
посредник	mediator
подписать	teken
подписать	onderteken
сок	sap
арабы	arabiere
встретиться	ontmoet
стрела	pyl
живая	lively
живая	lewendig
бэй	bae
бэй	baai
бэй	bay
знакомых	kennisse
выстрел	skoot
базовые	basies
базовые	basic
базовые	basiese
включительно	inklusiewe
странные	weird
странные	vreemd
странные	vreemd
преобразованы	omgeskakel
коробки	bokse
коробки	kassies
каталонии	katalaanse
каталонии	katalonië
грецию	griekeland
болеслав	bolesław
соответствующая	ooreenstemmend
постановил	regeer
экзамен	ondersoeke
экзамен	eksamen
артиллеристы	gunners
приобретения	aanwins
инициативы	ondernemings
инициативы	inisiatiewe
виолончели	tjello
ангела	engel
ангела	angel
ана	ana
президиум	bureau
президиум	presidium
президиум	presidensie
католики	katolieke
католики	katoliek
конной	gekoppelde
конной	gemonteer
конной	geheg
обстоятельство	omstandighede
герцоги	dukes
судана	sudanese
субботу	saterdag
наполовину	halfway
наполовину	half
демократический	demokratiese
любимый	gunsteling
любимый	gunsteling
любимый	beloved
налоги	belasting
налоги	belastings
комплексной	geïntegreerde
абсолютный	absolute
королевские	koninklike
королевские	royal
южное	suidelike
двойные	dubbel
двойные	dubbele
стамбуле	istanbul
стамбуле	istanboel
обосновать	regverdig
нкр	nkr
травм	beserings
шварц	schwarz
шварц	schwartz
филадельфии	philadelphia
вологда	wologda
рефери	skeidsregter
калинин	kalinin
кальвадос	calvados
эра	era
эра	eras
бесконечно	onbepaald
кубе	cuba
кубе	kuba
робинсон	robinson
подробные	gedetailleerde
подробные	gedetaileerde
рэнди	randy
стандартные	standaard
рождественский	kersfees
начальники	chiefs
тратить	spandeer
тратить	besteding
чебоксары	tsjeboksari
совещания	meetings
совещания	vergaderings
джордан	jordan
джордан	jordaan
атмосфера	atmosfeer
натали	natalie
профессиональное	professioneel
профессиональное	professionele
пустыне	woestyn
байт	greep
байт	grepe
некролог	huldeblyk
растительность	plantegroei
извинения	verskoning
днем	middag
алонсо	alonso
алонсо	alonzo
лёд	ys
баха	baja
баха	baha
баха	bach
мусора	puin
сона	sona
сербская	serwies
предпринимательства	onderneming
санаторий	sanatorium
болото	natalse
опыты	eksperimente
вагнер	wagner
сингапур	singapoer
естественный	natuurlike
намеренно	opsetlik
существующий	bestaande
испытание	toets
испытание	toets
дик	dick
эли	ely
эли	eli
эли	elie
эли	ali
убивать	doodmaak
жерайс	gerais
кук	cook
кук	cooke
превосходство	oppergesag
превосходство	superioriteit
мелодия	melody
мелодия	melodie
мелодия	tune
гастроли	toer
гастроли	tour
гастроли	touring
груз	besending
крушение	wrak
барьер	barrier
мод	maude
мод	maud
мод	mou
гавань	hawe
гавань	harbour
фокс	jakkals
фокс	fox
опасения	fears
клиента	kliënt
лоу	lowe
посредничество	bemiddeling
отходов	afval
зоопарк	dieretuin
зоопарк	zoo
тона	skakerings
фольклор	folklore
загрузить	aflaai
загрузить	laai
загрузить	las
периодов	tydperke
периодов	periods
периодов	periodes
калмыкии	kalmikië
венера	venus
манча	mancha
успешный	suksesvol
успешный	suksesvolle
лагерях	kampe
остановился	opgehou
остановился	gestop
остановился	gestaak
тренировки	oefen
тренировки	training
бело	belo
отображение	vertonings
отображение	vertoon
отображение	vertoon
отображение	aansig
вила	vila
эмилия	emilia
облака	wolke
облака	wolk
забыть	vergeet
первоначального	aanvanklike
первоначального	oorspronklik
первоначального	oorspronklike
олимпия	olympia
зарегистрированных	geregistreer
фонды	foundations
фонды	fondse
преступники	misdadigers
преступники	oortreders
въезд	inskrywing
коррупции	korrupsie
инструкция	instruksie
инструкция	instruksies
картинка	prent
картинка	prent
картинка	beelde
острые	skerp
неаполь	napels
марафон	marathon
марафон	maraton
знаменитая	bekende
знаменитая	beroemd
знаменитая	famous
словения	slowenië
плату	fee
плату	fooi
моделирование	nabootsers
моделирование	simulasie
рейд	reid
рейд	raid
рейд	inval
симеон	simeon
идентификации	identifikasie
храбрость	moed
храбрость	dapperheid
шины	tyres
конституционный	ingryping
конституционный	konstitusionele
конституционный	grondwetlike
голые	naked
голые	bare
дени	denis
конечности	ledemate
тёмный	donker
живым	lewendig
федеральные	federale
федеральные	federal
духовные	geestelik
верю	glo
налог	belasting
номенклатура	nomenclature
пляж	strand
слух	verhoor
слух	hoor
слух	gehoor
слух	aanhoor
слух	hearing
майка	mike
рога	horing
рога	horings
челюсти	jaws
последователи	volgelinge
публиковать	publiseer
канцлер	chancellor
месть	vengeance
месть	wraak
месть	revenge
рекомендует	beveel
краски	verf
колин	colin
привод	aandrywer
боеприпасы	ammunisie
кошек	katte
кошек	cats
этимология	etimologie
коннектикут	connecticut
сингапура	singapoer
монашество	kloosterlewe
пещере	cave
пещере	grot
аризона	arizona
ископаемые	fossiel
принятые	aangeneem
сменить	veranderings
сменить	verander
сменить	wysig
ванкувере	vancouver
пан	pan
грегори	gregory
грегори	gregorius
абсолютной	absolute
венеры	venus
японское	japannese
японское	japannees
айдахо	idaho
вечерний	aand
вечерний	naand
пояснения	verduideliking
пояснения	verduidelikings
пояснения	clarification
повседневной	alledaagse
суши	sushi
избранный	elected
избранный	verkose
лейпциге	leipzig
оптических	optiese
элеонора	eleanor
элеонора	eleonora
доллар	dollar
протоколы	protokolle
