έφορος	кустосот
άξονες	оски
άξονες	секири
αυτοκινητόδρομος	автопат
αυτοκινητόδρομος	автопат
αυτοκινητόδρομος	автопат
βίβλο	библија
πιέτρο	пјетро
μπρόντγουεϊ	бродвеј
κάθετη	вертикален
κάθετη	вертикално
κάθετη	вертикални
βίκτωρ	виктор
βίκτωρ	виктор
πράσινα	зелен
πράσινα	зелена
πράσινα	зелено
πράσινα	зелени
θιβέτ	тибетска
θιβέτ	тибет
υποσχέθηκε	ветено
υποσχέθηκε	ветив
υποσχέθηκε	ветена
υποσχέθηκε	вети
σχεδιαστές	дизајнери
σχεδιαστές	планерите
λευκορωσίας	белоруски
καλλιτεχνικές	уметнички
καλλιτεχνικές	уметничко
προσωπικός	лично
προσωπικός	личен
προσωπικός	личното
προσωπικός	лична
αναλογίες	размери
αναλογίες	пропорции
αναλογίες	коефициенти
δωρεές	донации
δωρεές	донациите
ακριβές	прецизна
ακριβές	прецизен
ακριβές	прецизни
ακριβές	точна
ακριβές	прецизен
ακριβές	точен
ακριβές	прецизно
ακριβές	точна
ακριβές	точната
μεσοποταμία	месопотамија
νοσοκομεία	болници
νοσοκομεία	болниците
καρδινάλιος	кардинал
καρδινάλιος	кардиналот
επώνυμα	брендирани
παραδοσιακός	традиционални
παραδοσιακός	традиционално
παραδοσιακός	традиционална
παραδοσιακός	традиционален
αποφασιστική	решителен
αποφασιστική	решавачки
αποφασιστική	одлучувачки
αποφασιστική	одлучна
επιλεγμένα	избрани
επιλεγμένα	избрано
επιλεγμένα	избрана
επιλεγμένα	одбрано
επιλεγμένα	избран
αγγελική	анџелика
αγγελική	ангелски
προτιμήσεις	прилагодувања
προτιμήσεις	параметри
έλξης	привлекувањето
έλξης	атракција
έλξης	привлечност
έλξης	привлекување
ψήφισαν	гласале
ψήφισαν	гласаше
ψήφισαν	изгласана
ψήφισαν	гласаа
ψήφισαν	гласал
τσώρτσιλ	черчил
ομαλή	мазна
ομαλή	мазно
κληρικοί	свештеници
εξυπηρέτηση	сервисирање
εξυπηρέτηση	услуги
εξυπηρέτηση	служба
εξυπηρέτηση	сервис
εξυπηρέτηση	услуга
τζέρι	гери
τζέρι	џери
τζέρι	џери
παραμύθια	бајки
παραμύθια	приказни
ρούζβελτ	рузвелт
κανόνια	топови
κανόνια	топ
κανόνια	топот
γάμους	венчавки
γάμους	свадби
γάμους	бракови
μελετήσει	студираше
μελετήσει	студирал
μελετήσει	учела
φαινομενικά	навидум
φαινομενικά	наизглед
παρασκευάζεται	произведена
παρασκευάζεται	произведен
γλυκά	слатки
γλυκά	слатки
γλυκά	бомбони
γλυκά	кенди
γλυκά	слатко
γλυκά	слатка
αδριατική	јадран
αδριατική	јадранот
αδριατική	јадранската
αδριατική	јадранско
αδριατική	јадрански
αδριατική	јадранска
ολόκληρα	цела
ολόκληρα	целина
ταφή	погреб
εκπομπών	емисиите
φλοιό	лаат
φλοιό	кортекс
μακάμπι	макаби
ανώνυμη	анонимни
ανώνυμη	анонимен
ανώνυμη	анонимно
ομιλητές	говорници
ομιλητές	звучници
εισοδήματος	приход
εισοδήματος	приходи
εισοδήματος	примања
μεγαλώνει	расте
μεγαλώνει	растат
μεγαλώνει	растечки
μεγαλώνει	расне
μεγαλώνει	расте
δανιήλ	даниел
φαρμακευτική	фармација
φαρμακευτική	фармацевтски
φαρμακευτική	фармација
συνδρομή	помош
συνδρομή	претплата
καππαδοκίας	кападокија
ετιέν	етиен
παραδόθηκαν	доставени
παραδόθηκαν	доставена
πεδιάδες	рамнина
πεδιάδες	рамнини
κορμό	торзото
ακυρώθηκε	откажана
ακυρώθηκε	откажани
ακυρώθηκε	откажано
ακυρώθηκε	откажан
ακυρώθηκε	откажа
ακυρώθηκε	откажаа
ακυρώθηκε	откажани
ακυρώθηκε	откажана
ακυρώθηκε	откажано
ακυρώθηκε	откажа
δραματικά	драматичен
δραματικά	драматично
δραματικά	драматична
δραματικά	драматични
δραματικά	драматично
ναυτικά	наутички
τροία	трој
τροία	троја
ιωνία	јонија
κατάλαβε	разберете
κατάλαβε	разбере
κατάλαβε	сфати
κατάλαβε	разбери
αμμωνία	амонијак
διευκολύνει	олеснува
διευκολύνει	олесни
καθολικών	католиците
καθολικών	католици
τρότσκι	троцки
αρετή	доблест
αρετή	доблести
ηφαίστεια	вулкани
κωμωδίες	комедии
σουτ	застрелан
σουτ	истрел
σουτ	погодок
αντικαθιστά	заменува
εντυπώσεις	импресии
εντυπώσεις	впечатоци
εντυπώσεις	прегледи
συγκεντρώθηκαν	собрани
συγκεντρώθηκαν	собрал
αιχμαλώτους	заробеници
θεμελιώδεις	фундаментални
θεμελιώδεις	основните
κλικ	кликнете
κλικ	клик
κλικ	кликнување
κλικ	кликање
κλικ	кликни
θρύλο	легенда
προτροπή	cta
επιτυχής	успешните
επιτυχής	успешни
επιτυχής	успешно
επιτυχής	успешна
επιτυχής	успешен
επιτυχής	успех
επιτυχής	успеси
δεκαέξι	шеснаесет
φρεντ	фред
μπραντ	бред
έλεν	елен
έλεν	хелен
έλεν	елена
κομητείες	окрузи
χαμ	хем
χαμ	хем
χαμ	пршута
χαμ	шунка
εκκεντρότητα	eccentricity
διάσωσης	спасување
διάσωσης	спас
διάσωσης	спасувачки
σιγκαπούρη	сингапур
δασκάλους	учители
δασκάλους	наставниците
δασκάλους	наставници
λάρνακα	ларнака
κολοράντο	колорадо
λαχανικά	зеленчук
απαγορεύει	забранува
απαγορεύει	забранува
ευτυχία	среќа
συνδεδεμένο	поврзани
συνδεδεμένο	поврзано
συνδεδεμένο	поврзан
συνδεδεμένο	поврзани
συνδεδεμένο	поврзано
συνδεδεμένο	поврзан
κρεβάτι	кревет
κρεβάτι	ноќевање
τομπάγκο	тобаго
ξύλινα	дрвено
ξύλινα	дрвена
ξύλινα	дрвен
ξύλινα	дрвени
βικτόρια	викторија
μειονέκτημα	хендикеп
μειονέκτημα	недостаток
υποβιβαστεί	деградиран
υεμένης	јемен
βέλος	стрелка
βέλος	стрела
μαγεία	магија
μαγεία	вештерство
αστυνομικός	полицаец
αστυνομικός	полицаец
σίδνεϊ	сиднеј
εστιάζει	фокусира
θερμά	топло
επιχειρησιακή	оперативно
επιχειρησιακή	оперативен
επιχειρησιακή	оперативни
επιχειρησιακή	оперативна
ικανή	способно
ικανή	способен
ικανή	способни
ικανή	способна
έβανς	еванс
απομνημονεύματα	мемоари
απομνημονεύματα	мемоар
βίκι	вики
βίκι	вики
μήνας	месецот
μήνας	месец
μήνας	месечно
μήνας	месечен
ανεπίσημα	неофицијален
ανεπίσημα	неофицијални
ανεπίσημα	неофицијална
ανεπίσημα	неофицијално
φυσιολογικά	обично
στάθμη	ниво
απότομα	стрмни
απότομα	нагло
απότομα	ненадејно
ρουμανική	романскиот
ρουμανική	романска
ρουμανική	романски
στέλλα	стела
δικηγόροι	адвокати
δικηγόροι	правници
δικηγόροι	адвокати
κατάλοιπα	остаток
κατάλοιπα	преостанати
σπουδαστές	студенти
σπουδαστές	ученици
σπουδαστές	студентите
παύση	пауза
λετονία	латвија
αργίες	одмори
αργίες	празници
εισαγγελέας	обвинител
νταβίντ	дејвид
νταβίντ	david
νταβίντ	давид
περιστάσεις	околности
γραφική	графикон
κατερίνη	катерини
κάρολ	керол
κάρολ	карол
κάρολ	керол
κάρολ	карол
χωρισμένη	разведена
χωρισμένη	разведен
χωρισμένη	разведени
μπαρμπούντα	барбуда
διαφορετικοί	различен
διαφορετικοί	различно
διαφορετικοί	поинакво
διαφορετικοί	различна
διαφορετικοί	поинаку
διαφορετικοί	поинаков
χένρυ	анри
χένρυ	хенри
συμβολική	симболичен
συμβολική	симболично
συμβολική	симболички
συμβολική	симболична
κλειστά	затвори
κλειστά	затворен
κλειστά	затворена
κλειστά	затворени
κλειστά	затворено
ρύζι	ориз
ρύζι	рајс
σελίμ	селим
χαβάη	хаваи
χαβάη	хаваите
αποζημίωση	компензација
αποζημίωση	надоместок
πρόσφατο	неодамнешно
πρόσφατο	неодамнешни
πρόσφατο	скорешни
πρόσφατο	неодамнешна
πρόσφατο	неодамнешните
κόμβος	јазол
επιθυμητό	посакуваната
επιθυμητό	посакуваните
επιθυμητό	посакувана
επιθυμητό	пожелно
πρίγκηπας	принцот
πρίγκηπας	принц
κωμικός	стрип
κωμικός	комедијантот
κωμικός	комичар
κρατήρα	кратер
καλησπέρα	вечер
μάη	мајски
μάη	мај
χάγη	хашки
χάγη	хаг
υποδομές	инфраструктура
καθοριστικό	решителен
καθοριστικό	решавачки
καθοριστικό	одлучувачки
καθοριστικό	одлучна
ρέιντζερς	ренџери
σκι	скии
σκι	скијачки
σκι	ски
σκι	скијање
σκι	скијањето
εβδομαδιαία	неделно
εβδομαδιαία	неделник
εβδομαδιαία	неделни
εβδομαδιαία	неделна
καθορίζουν	дефинира
ρόμα	ром
ρόμα	роми
ρόμα	рома
ρόμα	ромите
μίτσελ	мичел
βανουάτου	вануату
πλούσιος	богата
πλούσιος	богато
πλούσιος	богат
πλούσιος	богати
πλούσιος	рич
πλούσιος	богати
παρακολούθησης	мониторинг
ευημερία	благосостојба
ευημερία	просперитет
φυματίωση	туберкулоза
αυστραλός	австралиска
αυστραλός	австралиски
βρυξελλών	брисел
υποκατηγορίες	поткатегории
προηγήθηκε	претходеа
ανάσταση	воскресение
ανάσταση	воскреснување
μπαρμπάντος	барбадос
τρινιντάντ	тринидад
απασχόληση	вработувања
απασχόληση	вработување
τζόναθαν	џонатан
κληρονόμησε	наследи
κληρονόμησε	наследен
αδελφότητα	сестринството
αδελφότητα	братство
αδελφότητα	братство
συντηρητικό	конзервативен
συντηρητικό	конзервативно
συντηρητικό	конзервативна
συντηρητικό	конзервативни
βορειοδυτικό	северозападна
βορειοδυτικό	северозападно
βορειοδυτικό	северозапад
διαχειρίζεται	успева
περιορισμός	рестрикција
ψήφισε	гласале
ψήφισε	гласаше
ψήφισε	изгласана
ψήφισε	гласаа
ψήφισε	гласал
κράμα	легура
πανεπιστημίων	универзитети
φιλίπ	филипе
φιλίπ	филип
φιλίπ	филип
φιλίπ	filip
κάμπος	кампос
τόγκο	того
κατώτερο	послаб
κατώτερο	инфериорни
γάτες	мачки
ριντ	рид
ριντ	трска
ριντ	рид
νόμιμη	легитимна
νόμιμη	легитимни
νόμιμη	легитимно
νόμιμη	легитимен
νόμιμη	законско
νόμιμη	легално
νόμιμη	законска
νόμιμη	легална
νόμιμη	правна
νόμιμη	легален
νόμιμη	правен
νόμιμη	законски
νόμιμη	законска
χρήσιμα	корисен
χρήσιμα	корисно
χρήσιμα	корисни
χρήσιμα	корисна
γυμναστική	вежбање
γυμναστική	вежбањето
γυμναστική	гимнастика
ανάβαση	вознесението
ανάβαση	качување
ανάβαση	искачување
ανάβαση	качување
ανάβαση	искачување
λιμένες	пристаништа
κόμβους	центри
κόμβους	чворови
κόμβους	јазли
κόμβους	јазли
παρθένος	девица
παρθένος	девица
λίβανο	либан
δεξαμενές	резервоарите
δεξαμενές	резервоари
δεξαμενές	резервоари
δεξαμενές	тенкови
εγκρίνει	одобрува
εγκρίνει	одобрува
εγκρίνει	одобри
οσμή	мирис
οσμή	мирисни
οσμή	мирисаат
οσμή	миризба
τήρηση	обреди
καίσαρ	цезар
εμποδίζει	спречува
συμπλήρωση	довршување
συμπλήρωση	завршување
συμπλήρωση	комплетирање
συμπλήρωση	надополнување
συμπλήρωση	дополни
συμπλήρωση	дополнување
συμπλήρωση	додаток
κλαύδιος	клаудиј
κλαύδιος	клавдиј
στίχος	стих
πρόσληψη	регрутација
πρόσληψη	регрутирање
πρόσληψη	вработување
κυβερνήτες	гувернери
κυβερνήτες	капетани
κυβερνήτες	предводници
κυβερνήτες	владетели
μπιπ	бип
επισκέψεις	посети
επέζησε	преживеа
επέζησε	преживее
επέζησε	преживуваат
επέζησε	преживува
επέζησε	преживеа
επέζησε	преживеала
επέζησε	преживеаја
επέζησε	преживеал
σοσιαλιστικής	социјалистичка
σοσιαλιστικής	социјалист
σοσιαλιστικής	социјалистичко
σοσιαλιστικής	социјалистички
θύρα	капија
θύρα	гејт
θύρα	порта
θύρα	пристаништето
θύρα	порт
θύρα	порта
θύρα	пристаниште
ζημιά	оштетен
ζημιά	оштети
ζημιά	оштетено
ζημιά	оштетена
ζημιά	оштетени
ζημιά	штети
ζημιά	оштетување
γιούρι	јуриј
γιούρι	јури
γιούρι	јури
λίρα	лира
λίρα	лири
λίρα	фунта
σκοτεινό	мрак
σκοτεινό	темница
σκοτεινό	темно
σκοτεινό	темен
λεωφορεία	автобуси
πρόσθετα	приклучоци
πλούτωνα	плутон
κρατίδια	länder
τζέι	џеј
αμοιβαία	взаемна
αμοιβαία	заеднички
αμοιβαία	взаемно
αναλόγως	соодветно
καταιγίδα	сторм
καταιγίδα	бура
καταιγίδα	олуја
καταιγίδα	невреме
λιβάδια	ливадите
τόξου	лак
βυθίστηκε	потона
βυθίστηκε	потона
ενδιαφέρουσα	интересни
ενδιαφέρουσα	интересно
ενδιαφέρουσα	интересна
ενδιαφέρουσα	интересен
διαφάνεια	фолија
διαφάνεια	транспарентноста
διαφάνεια	транспарентност
αντιρρήσεις	приговори
δημιουργοί	креатори
δημιουργοί	креаторите
δημιουργοί	креаторите
δημιουργοί	авторите
δημιουργοί	автори
μπουτάν	бутан
αιώνια	вечен
αιώνια	вечна
αιώνια	вечни
αιώνια	вечен
αιώνια	вечно
ενθουσιασμό	возбуда
ενθουσιασμό	ентузијазам
λοατ	лгбт
γιοχάνες	јоханес
ανακατασκευή	реконструкција
ανακατασκευή	реконструкција
αξιωματούχοι	функционери
νύφη	невеста
νύφη	невесто
νύφη	невестата
βασανιστήρια	мачење
βασανιστήρια	тортура
βασανιστήρια	измачување
καλημέρα	сабајле
καλημέρα	утро
καλημέρα	утринска
καλημέρα	утринско
καλημέρα	утрински
κάλτσιο	калчо
κρατούμενοι	затвореници
κρατούμενοι	затвореници
χαλκιδική	махала
διερεύνηση	истрага
σύνθετο	комплекс
σύνθετο	комплексен
μειονότητα	малцински
μειονότητα	малцинство
ήπια	благи
ήπια	блага
ήπια	благ
ήπια	пиела
ήπια	пиеле
προσωρινός	привремениот
προσωρινός	привремено
προσωρινός	привремена
προσωρινός	привремен
προσωρινός	привремени
προσωρινός	условно
προσωρινός	привремени
προσωρινός	привремен
προσωρινός	привремена
χειμώνας	зима
κυριαρχούν	доминираат
προκήρυξη	проглас
όνειρα	сон
όνειρα	dream
όνειρα	сонови
όνειρα	соништа
όνειρα	соништата
όνειρα	соновите
συμμαχικές	сојузничките
συμμαχικές	сојузничка
συμμαχικές	сојузнички
βασικού	основно
βασικού	основни
βασικού	башиќ
βασικού	основна
βασικού	основен
βασικού	основните
αποκαταστάθηκε	обновен
αποκαταστάθηκε	обновени
αποκαταστάθηκε	обновено
σιβηρία	сибир
απορρόφηση	апсорпција
αναβάθμιση	модернизација
αναβάθμιση	надградба
αναβάθμιση	надградба
μογγολία	монголија
οχυρώσεις	тврдини
διαλύεται	раствори
διαλύεται	распуштање
διαλύεται	распушти
τελικοί	финале
τελικοί	финалето
χωριστά	одвоено
χωριστά	одделно
χωριστά	одделни
χωριστά	одделно
χωριστά	одвоени
φίσερ	фишер
φίσερ	фишер
συσχέτιση	корелација
πολωνικά	полски
πολωνικά	полска
πολωνικά	полирање
πολωνικά	полско
κέιν	кејн
κατηγοριοποιούνται	категоризирани
ορθογώνιο	правоаголник
ορθογώνιο	правоаголна
λάος	лаос
πανοραμική	панорамски
πανοραμική	панорама
κοινωνιολογία	социологија
φτώχεια	сиромаштија
φτωχή	сиромашен
φτωχή	сиромашните
φτωχή	сиромашни
φτωχή	сиромав
στίχο	стих
φρανκφούρτη	франкфурт
ιουστινιανού	јустинијан
κύριε	господине
κύριε	сер
μυστήρια	мистерии
θάλαμο	комората
θάλαμο	комора
θάλαμο	одаја
καταδίκασε	осудени
καταδίκασε	осуден
καταδίκασε	осуди
καταδίκασε	осудена
καταδίκασε	осудена
καταδίκασε	осуден
καταδίκασε	осуди
περιφερειακά	регионален
περιφερειακά	регионалната
περιφερειακά	регионално
περιφερειακά	регионални
περιφερειακά	регионална
νύμφη	нимфа
βιογραφίες	биографии
κάμερα	камера
κάμερα	апарат
βαβυλώνα	вавилон
τραγικό	трагична
τραγικό	трагичен
τραγικό	трагично
δίκης	судење
ανθρωπότητα	хуманост
ανθρωπότητα	хуманоста
ανθρωπότητα	човечност
ανθρωπότητα	човештвото
ανθρωπότητα	човештво
παπά	проповедник
παπά	свештеник
παπά	свештеникот
αντιπρόσωποι	претставници
αντιπρόσωποι	преставници
αντιπρόσωποι	делегати
αντιπρόσωποι	делегатите
ναυάγιο	бродолом
ναυάγιο	крш
επιβεβαιώνεται	потврдено
επιβεβαιώνεται	потврди
επιβεβαιώνεται	потврдена
επιβεβαιώνεται	потврден
παράγωγο	дериват
ζυρίχη	zürich
ζυρίχη	цирих
ζυρίχη	цирих
συγνώμη	извини
συγνώμη	извинете
σχετικότητας	релативност
στέψη	крунисување
λουκ	лук
απαίτησε	бараа
βομβαρδισμό	бомбардирање
βομβαρδισμό	бомбардирањето
βομβαρδισμό	бомбардирање
βομβαρδισμό	бомбардирањето
βομβαρδισμό	бомбардирање
βίαιη	насилно
βίαιη	насилен
βίαιη	насилна
βίαιη	насилни
τρένα	возови
ιονίου	јонскиот
ιονίου	јонското
φωλιές	гнезда
κέπλερ	кеплер
καπετάνιος	капетанот
καπετάνιος	капетане
καπετάνιος	капетан
καπετάνιος	скипер
κυκλικό	испукување
κυκλικό	циклични
κυκλικό	кружни
κυκλικό	кружен
φίλε	друже
φίλε	маж
φίλε	чоек
φίλε	човек
φίλε	мен
φίλε	човекот
ηφαιστειακή	вулкански
ηφαιστειακή	вулканска
παπούτσια	чевли
παπούτσια	обувки
ηθικά	морално
χόφμαν	хофман
χόφμαν	хофман
οντάριο	онтарио
προσεκτικά	внимателно
βατικανό	ватикан
χρησιμότητα	корисноста
ακούσει	слушнал
ακούσει	слушнале
ακούσει	слушнав
παρουσιάζοντας	претставувајќи
φυλάσσεται	чувана
φυλάσσεται	чувани
φυλάσσεται	чуваат
φυλάσσεται	чуван
γουίλσον	вилсон
ηρώδη	ирод
υποψηφίων	кандидатите
υποψηφίων	кандидати
υποψηφίων	кандидатки
επαρκώς	адекватно
επαρκώς	соодветно
στηβ	steve
στηβ	стив
πολύτιμα	драгоцено
πολύτιμα	скапоцено
πολύτιμα	скапоцен
πολύτιμα	скапоцени
πολύτιμα	драгоцена
πράκτορες	агенси
πράκτορες	агентите
πράκτορες	агенти
ομοιότητα	сличност
ομοιότητα	сличност
διαφημίσεις	огласи
διαφημίσεις	реклами
οπλισμό	поставеност
φυσιολογική	нормален
φυσιολογική	нормално
φυσιολογική	нормална
φυσιολογική	нормални
δεκαετιών	декади
δεκαετιών	децении
σταυροφόροι	крстоносци
γουόλτερ	волтер
γουόλτερ	валтер
άνετα	удобно
άνετα	комотно
άνετα	удобни
άνετα	пријатно
άνετα	удобна
τζούλια	giulia
τζούλια	јулија
τζούλια	џулија
τζούλια	julia
οξφόρδη	оксфорд
απορρίπτει	отфрла
ατλάντα	атланта
μον	мон
μον	мон
μον	mon
γνωριμία	познаник
προσωρινό	привремено
προσωρινό	привремена
προσωρινό	привремен
προσωρινό	привремени
προσωρινό	условно
προσωρινό	привремени
πληροί	запознава
πληροί	исполнува
λιοντάρια	лавовите
λιοντάρια	лавови
μαρίνο	марино
έντυπο	форма
τριλογία	трилогија
μεταλλική	метално
μεταλλική	метален
μεταλλική	метална
μονοπάτια	патеки
μονοπάτια	патеки
μονοπάτια	траги
πακέτα	пакети
πακέτα	пакети
πακέτα	пакувања
συνεχές	континуирано
συνεχές	континуиран
συνεχές	континуирани
συνεχές	континуум
επιφανειακή	површна
επιφανειακή	површно
επιφανειακή	површен
πνεύματα	духовите
πνεύματα	духови
αντουάν	антоан
λοίμωξη	инфекција
λοίμωξη	зараза
εμίλ	емил
εμίλ	емил
απόπειρες	обиди
τηλέφωνο	телефон
τηλέφωνο	телефонот
τηλέφωνο	телефон
τηλέφωνο	телефонски
επαρκή	адекватни
επαρκή	адекватен
επαρκή	доволни
επαρκή	доволен
εβραϊκά	хебрејски
εβραϊκά	еврејски
ασυνήθιστο	невообичаени
ασυνήθιστο	необично
ασυνήθιστο	необични
ασυνήθιστο	невообичаено
ασυνήθιστο	необична
ασυνήθιστο	необичен
ασυνήθιστο	несекојдневно
έγκυος	бремена
έγκυος	трудна
έγκυος	бремени
κριμαία	крим
λάνκαστερ	ланкастер
σύμμαχος	сојузник
καθίσματα	седење
καθίσματα	места
καθίσματα	седишта
χαρτοφυλακίου	ресор
χαρτοφυλακίου	портфолио
διανέμεται	дистрибуирани
διανέμεται	распределени
διασποράς	јато
άρνολντ	арнолд
σπόρους	семиња
αρχιεπισκοπή	архиепископија
μπέιζμπολ	безбол
μπέιζμπολ	бејзбол
κατέθεσε	сведочеше
κατέθεσε	сведочеа
κατέθεσε	сведочел
επεκτάσεις	продолжетоци
τζιμπουτί	џибути
επίτευγμα	достигнување
επίτευγμα	остварување
επίτευγμα	достигнување
επίτευγμα	остварување
πιστεύοντας	верување
πιστεύοντας	верувајќи
αντιτορπιλικό	уништувач
όψεις	страни
τζούνιορ	јуниор
τζούνιορ	џуниор
τζούνιορ	junior
φεγγάρι	месечина
φεγγάρι	месечева
φεγγάρι	месечината
συνήθης	вообичаени
συνήθης	вообичаеното
συνήθης	обично
συνήθης	вообичаено
συνήθης	вообичаен
τηλεπικοινωνιών	телекомуникации
τηλεπικοινωνιών	телекомуникациски
δημιουργική	креативна
δημιουργική	креативен
δημιουργική	креативни
δημιουργική	креативно
στεφάνι	хоп
στεφάνι	венец
κουν	кун
σκληρότητα	суровост
ανοικοδόμηση	реконструкција
ανοικοδόμηση	реконструкција
μότσαρτ	моцарт
στρατηγούς	генерали
ρένα	рина
εξηγήσεις	објаснувања
αλμπέρτο	алберто
πληρωμή	плати
πληρωμή	исплата
πληρωμή	плаќање
λύσει	решавање
λύσει	реши
υπόσχεση	вети
υπόσχεση	ветување
τουβαλού	тувалу
τόνγκα	тонга
μπροστινό	преден
μπροστινό	предни
μπροστινό	предна
μπροστινό	фронт
μπροστινό	напред
φόρου	данок
βερόνα	верона
πάρκερ	паркер
γερουσιαστές	сенатори
γερουσιαστές	сенаторите
ενωμένη	соединети
ενωμένη	јунајтед
ενωμένη	обединета
ενωμένη	обединето
ενωμένη	обединети
κινητά	мобилен
κινητά	мобилни
κινητά	мобиле
λίθιο	lithium
διάβασε	читај
διάβασε	читам
διάβασε	читање
διάβασε	читајте
διάβασε	прочитај
διάβασε	прочитајте
στάλθηκαν	испратени
στάλθηκαν	испрати
στάλθηκαν	испратено
στάλθηκαν	испратена
στάλθηκαν	пратен
στάλθηκαν	испратен
θουκυδίδης	тукидид
αρχίζοντας	почнувам
αρχίζοντας	почнувајќи
αρχίζοντας	почетна
ανάρτηση	суспензија
ανάρτηση	прекин
μετράει	броиме
μετράει	броење
μετράει	пребројување
ελπίδες	надежи
ελπίδες	надева
φάλαγγα	фаланга
φάλαγγα	конвој
φάλαγγα	конвојот
δέσμη	бовча
δέσμη	сноп
εξερευνητής	истражувач
άντον	антон
λισαβόνας	лисабон
αστικές	урбан
αστικές	урбана
αστικές	урбано
αστικές	урбани
λευκάδα	лефкада
ορατή	видливо
ορατή	видлива
ορατή	видлив
ορατή	видливи
συναισθηματική	емотивно
συναισθηματική	емоционална
συναισθηματική	емотивен
συναισθηματική	емоционален
συναισθηματική	емотивна
συναισθηματική	сентиментални
συναισθηματική	сентиментална
συναισθηματική	сентиментален
πείνα	глад
πείνα	глад
πείνα	глад
πιθανότητας	веројатност
ενδιαφέρονται	заинтересираните
ενδιαφέρονται	заинтересиран
ενδιαφέρονται	заинтересирани
ενδιαφέρονται	заинтересирана
χειρισμό	ракување
χέρμπερτ	херберт
σεμινάρια	семинари
ύψη	хајтс
ύψη	височини
μπόμπι	боби
πρίγκιπες	принцови
ομάρ	омар
μπορντό	бордо
απόφοιτος	дипломиран
τζέισον	џејсон
καταλανικά	каталонски
αυτόνομο	автономни
αυτόνομο	автономен
αυτόνομο	автономна
αιτιολογία	оправдание
αιτιολογία	оправдување
μεθάνιο	метан
τάκη	таки
ανάμειξη	мешање
απόρριψη	отфрлање
απόρριψη	одбивање
απόρριψη	отпушти
απόρριψη	отфрлен
απόρριψη	одбиен
απόρριψη	одбиена
απόρριψη	одбиено
απόρριψη	отфрли
ζητήθηκε	бараниот
ζητήθηκε	побара
ζητήθηκε	бараната
ζητήθηκε	побарано
ισπανούς	шпанците
παράδοξο	парадокс
οχτώ	eight
οχτώ	осуммина
οχτώ	осум
βαλτική	балтичките
αγοράστηκε	купени
αγοράστηκε	купена
αγοράστηκε	купено
αγοράστηκε	купен
αγοράστηκε	купена
αγοράστηκε	купи
αγοράστηκε	купено
αγοράστηκε	купила
κέιμπριτζ	кембриџ
μεταλλικά	метал
μεταλλικά	метално
μεταλλικά	метален
μεταλλικά	метална
κεμάλ	кемал
εστιατόρια	ресторани
προτείνεται	препорачан
προτείνεται	препорачаа
προτείνεται	препорачано
προτείνεται	препорачани
προτείνεται	препорача
εφαρμόστηκε	применет
εφαρμόστηκε	применети
εφαρμόστηκε	применета
εφαρμόστηκε	имплементиран
εφαρμόστηκε	имплементирана
εφαρμόστηκε	спроведени
σύντροφος	партнер
σύντροφος	партнерка
σύντροφος	другар
σύντροφος	другарот
σύντροφος	сопатник
σύντροφος	придружник
γονίδια	гените
γονίδια	гени
ακραίες	екстремен
ακραίες	екстремно
ακραίες	екстремни
ακραίες	екстремна
τούρκου	турку
έτοιμο	спремно
έτοιμο	спремни
έτοιμο	подготвен
έτοιμο	спремна
έτοιμο	подготвени
έτοιμο	спремен
συνεχίζονται	продолжуваме
συνεχίζονται	продолжува
μπερνάρ	бернард
ραψωδία	рапсодија
ψυχική	видовит
ψυχική	ментален
ψυχική	ментално
ψυχική	ментална
ψυχική	ментални
πρόωρα	прерано
πρόωρα	предвреме
πρόωρα	предвремено
πρόωρα	прерано
πρόωρα	предвремено
πρόωρα	предвремена
απασχολεί	вработува
ενήλικα	возрасна
ενήλικα	возрасни
ενήλικα	возрасен
λογότυπα	логоа
καταστρέφει	уништува
γαμπρός	младоженец
γαμπρός	младоженец
γαμπρός	зетот
σομαλία	сомалија
σεμπάστιαν	себастијан
χορηγός	спонзорирање
χορηγός	спонзорирано
χορηγός	спонзорирани
χορηγός	спонзорираше
χορηγός	спонзорирана
χορηγός	покровител
χορηγός	спонзор
χορηγός	спонзорот
αντιστοιχία	поклопување
αντιστοιχία	натпревар
αντιστοιχία	совпаѓање
ντόπιοι	мештаните
ντόπιοι	домородците
διέλευση	преминување
διέλευση	премин
διέλευση	транзитна
διέλευση	транзит
μερίδιο	сподели
ουγκάντα	уганда
σχεδιάσει	планирана
σχεδιάσει	планирани
σχεδιάσει	планирано
σχεδιάσει	планирале
σχεδιάσει	планиран
σχεδιάσει	планираното
πυρετό	грозница
πυρετό	треска
αποκαλύψει	откриваат
ζάχαρη	шеќер
παράγραφο	параграф
παράγραφο	пасус
διευθέτηση	населба
χρησιμοποίηση	употреба
χρησιμοποίηση	искористи
χρησιμοποίηση	користи
βέρνερ	вернер
εξαφανίστηκε	исчезнал
εξαφανίστηκε	исчезна
αντίστροφη	рикверц
ενέπνευσε	инспирираше
ενέπνευσε	инспириран
ενέπνευσε	инспирирани
ενέπνευσε	инспирирана
δικαστές	судиите
δικαστές	судии
ράλι	рели
ράλι	собир
ράλι	митинг
συγγένεια	сродност
συγγένεια	роднински
τζουζέπε	џузепе
μπρούνο	бруно
δημόσιος	јавно
δημόσιος	јавни
δημόσιος	јавен
δημόσιος	јавна
δημόσιος	јавност
δημόσιος	public
