tulburări	διαταραχές
five	five
five	πεντε
five	πέντε
portrete	πορτρέτα
pictate	βαμμένα
pictate	βαμμένη
pictate	ζωγράφισε
aleksandr	αλεξάντρ
parcuri	παρκς
parcuri	πάρκα
pozitivă	θετικές
pozitivă	θετικά
pozitivă	θετικός
pozitivă	θετικό
pozitivă	θετική
tipărit	τυπωμένο
tipărit	τυπωμένα
sângele	αίμα
sângele	blood
marchiz	μαρκήσιος
yemen	υεμένης
yemen	υεμένη
cântând	τραγουδάει
cântând	τραγουδάμε
cântând	τραγούδι
cântând	τραγουδώντας
cântând	τραγουδούν
stiluri	στυλ
stiluri	στάιλς
norvegian	νορβηγική
norvegian	νορβηγικό
norvegian	νορβηγικές
norvegian	νορβηγικά
împușcat	βολή
împușcat	πυροβόλησε
împușcat	σουτ
împușcat	πυροβολήθηκε
împușcat	πυροβολισμός
sălbatică	αγρια
sălbatică	άγρια
sălbatică	άγριος
sălbatică	άγριο
sălbatică	άγριες
teamă	φόβος
teamă	φόβο
statui	αγάλματα
sâmbătă	σάββατο
profesioniști	επαγγελματίες
irlandez	ιρλανδικά
irlandez	ιρλανδοί
irlandez	ιρλανδική
irlandez	irish
irlandez	ιρλανδός
consilieri	συμβούλους
consilieri	σύμβουλοι
consilieri	σύμβουλοι
consilieri	σύμβουλοι
bunica	γιαγιά
bunica	γιαγιά
bunica	γιαγιά
lituaniei	λιθουανίας
lituaniei	λιθουανία
limitate	limited
limitate	περιορισμένη
limitate	περιορισμένα
limitate	περιορισμένο
limitate	περιορισμένος
pereți	τοίχους
pereți	τείχη
pereți	τοίχοι
sándor	sándor
perry	πέρρυ
perry	perry
perry	πέρι
sept	διάφραγμα
sept	σεπτ
distincție	διάκριση
platformă	πλατφόρμα
platformă	εξέδρα
platformă	αποβάθρα
cronici	χρονικά
rugăciune	προσευχή
luther	λούθερ
personalitatea	προσωπικότητα
atelierul	ημερίδα
atelierul	εργαστήριο
atelierul	εργαστήρι
cook	μάγειρα
cook	μαγείρισσα
cook	μάγειρας
cook	κουκ
cook	μαγείρεμα
tara	χωρα
tara	χώρα
tara	τάρα
blois	μπλουά
abur	ατμός
abur	ατμό
abur	ατμού
oleg	όλεγκ
respectarea	συμμόρφωσης
respectarea	συμμόρφωση
vama	τελωνείο
vama	τελωνειακές
vama	τελωνεία
interimar	προσωρινός
interimar	ενδιάμεσες
interimar	ενδιάμεση
adult	ενήλικο
adult	ενήλικας
adult	ενήλικα
adult	ενήλικος
adult	ενήλικες
adult	ενηλίκων
împarte	διαχωρισμός
împarte	διάσπαση
împarte	σπλιτ
împarte	διαίρεση
împarte	μοιρασιά
experimental	πειραματικό
experimental	πειραματική
experimental	πειραματικά
experimental	πειραματικές
logica	λογική
helsinki	ελσίνκι
julia	τζούλια
julia	χούλια
julia	julia
mussolini	μουσολίνι
scooby	σκούμπι
faimos	διάσημο
faimos	διάσημος
faimos	διάσημη
faimos	διάσημοι
nuntă	γάμο
nuntă	γάμος
magdalena	magdalena
anastasia	αναστασία
studiourile	στούντιο
posterior	οπίσθια
bat	νυχτερίδα
bat	ρόπαλο
bat	μπατ
apr	απρ
mintea	νου
mintea	μυαλό
dmitri	ντιμίτρι
americanii	αμερικάνοι
americanii	αμερικανοί
alexei	αλεξέι
sârb	σέρβος
sârb	σέρβο
sârb	σερβικό
sârb	σερβική
sârb	σερβικά
sârb	σέρβος
documentul	έγγραφο
baba	μπάμπα
codreanu	κοντρεάνου
brusc	ξαφνικά
brusc	ξαφνικό
brusc	ξαφνική
brusc	αιφνίδια
debehogne	ντεμπεόν
japonezi	γιαπωνέζικα
japonezi	ιαπωνικά
japonezi	ιάπωνες
japonezi	γιαπωνέζοι
japonezi	γιαπωνέζικο
inspirată	εμπνευσμένη
inspirată	εμπνευσμένο
inspirată	ενέπνευσε
paraguay	παραγουάη
jennifer	τζένιφερ
jennifer	jennifer
facto	facto
izolat	μόνωση
izolat	απομονωμένος
izolat	απομονωμένο
izolat	απομονωμένα
izolat	απομονωμένη
berg	μπεργκ
anulat	ακυρώθηκε
anulat	ακυρώνεται
anulat	ακυρώθηκε
anulat	ακυρώνεται
precizează	προσδιορίζει
evaluare	βαθμολογία
evaluare	αξιολόγηση
evaluare	εκτίμηση
evaluare	αξιολόγηση
evaluare	αποτίμησης
evaluare	αποτίμηση
asediu	πολιορκία
divizat	διαιρεμένη
divizat	διχασμένη
divizat	διαιρείται
divizat	διαχωρισμός
divizat	διάσπαση
divizat	σπλιτ
divizat	διαίρεση
divizat	μοιρασιά
bergamo	bergamo
taxe	φόρους
taxe	φόροι
taxe	τέλη
taxe	αμοιβές
novo	novo
încurajat	ενθαρρυνθεί
încurajat	ενθάρρυνε
încurajat	ενθαρρύνεται
enterprise	εντερπράιζ
enterprise	επιχείρηση
inamic	εχθρός
inamic	εχθρό
vehicul	όχημα
botanică	βοτανολογία
botanică	βοτανική
arma	όπλο
arma	όπλο
arma	πιστόλι
diferențele	διαφορές
servi	υπηρετώ
hanul	inn
hanul	ιν
hanul	πανδοχείο
presupus	υποτίθεται
presupus	υποθετικά
presupus	υποτιθέμενη
presupus	εικαζόμενη
presupus	εικάζεται
presupus	εικαζόμενη
nagy	nagy
musulmane	μουσουλμανική
musulmane	μουσουλμάνος
musulmane	μουσουλμάνοι
modificată	τροποποιημένο
modificată	τροποποιημένα
modificată	τροποποιήθηκε
modificată	τροποποιημένη
modificată	τροποποιημένος
modificată	τροποποιηθεί
modificată	τροποποιημένο
modificată	τροποποιείται
modificată	τροποποιημένα
modificată	τροποποιήθηκε
definitivă	οριστικές
definitivă	οριστικά
definitivă	οριστική
definitivă	οριστικός
definitivă	οριστικό
rasa	ράτσα
rasa	κούρσα
rasa	φυλή
rasa	αγώνα
rasa	race
rasa	αγώνας
restaurarea	αποκατάσταση
emerit	ομότιμος
cafenea	καφετέρια
cafenea	cafe
cafenea	καφενείο
cafenea	cafe
permanente	μόνιμες
permanente	μόνιμο
permanente	μόνιμος
permanente	μόνιμη
permanente	μόνιμα
vizibilă	ορατό
vizibilă	ορατά
vizibilă	ορατή
vizibilă	ορατός
vizibilă	ορατές
asociație	σύνδεσης
asociație	ένωση
asociație	association
index	δείκτης
index	δείκτη
obișnuită	συνηθισμένο
obișnuită	συνηθισμένος
moral	ηθικά
moral	ηθικός
moral	ηθικό
moral	ηθική
kenneth	κένεθ
trofee	τρόπαια
asigurări	ασφάλιση
asigurări	ασφάλεια
asigurări	ασφάλειες
dispute	διενέξεις
dispute	διαφορές
dispute	διαφωνίες
dispute	αμφισβητήσεις
dispute	διαφορών
portughez	πορτογαλική
portughez	πορτογαλικά
portughez	πορτογαλικό
portughez	πορτογάλοι
haiti	αϊτή
sindromul	σύνδρομο
locație	τόπος
locație	τοποθεσία
prezență	παρουσία
prezență	παρουσια
eugene	γιουτζίν
traseu	μονοπάτι
traseu	οδός
traseu	διαδρομή
traseu	δρομολόγιο
îmbunătățit	βελτιώθηκε
îmbunătățit	βελτιωμένη
îmbunătățit	βελτιωμένο
îmbunătățit	βελτιώθηκαν
îmbunătățit	βελτιωθεί
îmbunătățit	ενισχυμένη
îmbunătățit	ενισχυμένες
vinde	πούλα
atlantique	atlantique
logic	λογική
logic	λογικό
logic	λογικές
logic	λογική
precizie	ακρίβεια
precizie	ακριβείας
precizie	ακρίβεια
precizie	ορθότητα
meyer	μάγιερ
măsoară	μέτρο
dom	θόλος
dom	θόλο
dom	ντομ
fame	φήμη
fame	δόξα
controlat	ελεγχόμενη
controlat	ελέγχεται
controlat	ελεγχόμενο
controlat	ελεγχόμενες
acționat	ενήργησε
coleg	συνάδελφος
coleg	συνάδελφός
coleg	συνάδελφό
coleg	συνάδελφο
coleg	συνάδελφος
coleg	συνάδελφο
coleg	συνεργάτης
express	εξπρές
express	express
express	εκφράσω
amt	amt
nel	nel
baltice	βαλτική
baltice	βαλτικής
mustafa	μουσταφά
ardere	καύση
ardere	καύσης
ardere	καύση
ardere	κάψιμο
cost	cost
cost	κόστος
modifică	τροποποίηση
boeing	boeing
întoarcere	επιστροφή
cercetătorii	ερευνητές
peșteră	σπήλαιο
peșteră	σπηλιά
senat	γερουσία
senat	σύγκλητος
gay	ομοφυλόφιλοι
gay	γκέι
gay	ομοφυλόφιλος
gay	gay
creta	κρήτης
creta	κρήτη
creta	κιμωλία
ming	μινγκ
montgomery	μοντγκόμερι
egiptean	αιγυπτιακό
egiptean	αιγυπτιακή
variabile	μεταβλητό
variabile	μεταβλητή
variabile	μεταβλητές
mediterană	μεσογειακή
mediterană	μεσογείου
mediterană	μεσόγειο
mediterană	μεσόγειος
metale	μεταλλικό
metale	μέταλλο
metale	μέταλλα
metale	metal
metale	μεταλλικά
metale	μέταλλα
pană	φτερό
bush	bush
bush	μπους
bush	θάμνος
bush	θάμνο
standardele	πρότυπα
daneză	δανικό
daneză	δανοί
daneză	δανική
daneză	δανικά
verticală	κατακόρυφο
verticală	κάθετη
verticală	κάθετο
verticală	κατακόρυφη
verticală	κατακόρυφα
renunță	ακύρωση
azerbaidjan	αζερμπαϊτζάν
niveluri	βαθμίδες
niveluri	επίπεδα
mitchell	mitchell
mitchell	μίτσελ
notat	σημειώθηκε
notat	σημείωσε
strategică	στρατηγικό
cambodgia	καμπότζης
cambodgia	καμπότζη
pablo	πάμπλο
morris	μόρις
morris	morris
morris	μόρρις
lent	αργά
lent	αργή
lent	αργός
lent	αργό
prevăzută	προβλεπόμενο
academice	ακαδημαϊκή
academice	ακαδημαϊκά
academice	ακαδημαϊκό
ice	πάγος
ice	πάγο
ice	ice
kate	κέιτ
kate	kate
aurora	aurora
oregon	όρεγκον
bănci	μπανκς
bănci	τράπεζες
bănci	παγκάκια
restaurant	εστιατόριο
afectate	επηρεάστηκαν
afectate	επηρεάζεται
afectate	επηρέασε
baltă	λακκούβα
pavia	παβία
structurile	δομές
structurile	κατασκευές
structurile	διαρθρώσεις
impuse	επιβλήθηκαν
impuse	επέβαλε
impuse	επιβλήθηκε
silezia	σιλεσία
uriaș	γίγαντας
uriaș	γιγάντια
uriaș	γίγαντα
uriaș	γιγαντιαίο
tabere	στρατόπεδα
tabere	κατασκηνώσεις
alma	άλμα
atribuie	εκχώρηση
formulă	formula
formulă	τύπος
formulă	φόρμουλα
kentucky	κεντάκι
mărfuri	φορτίο
mărfuri	εμπορεύματα
mărfuri	αγαθά
mărfuri	εμπορευμάτων
mărfuri	εμπορεύματα
belle	μπελ
grâu	σιταριού
grâu	σιτάρι
grâu	σίτου
cuantică	κβαντική
văzute	δει
văzute	εθεάθη
walt	γουόλτ
dublin	δουβλίνο
festivaluri	φεστιβάλ
ball	μπαλάκι
ball	μπάλα
rusesc	ρωσική
rusesc	ρώσικα
rusesc	ρωσικά
rusesc	ρώσος
concepte	έννοιες
padova	πάδουα
echivalentul	ισοδύναμα
echivalentul	ισοδύναμη
echivalentul	ισοδύναμος
echivalentul	ισοδύναμο
fani	ανεμιστήρες
fani	θαυμαστές
fani	οπαδοί
postum	μεταθανάτια
postum	μεταθανάτια
plovdiv	πλόβντιβ
participanții	συμμετέχοντες
mandate	εντάλματα
morminte	τάφους
morminte	τάφοι
morminte	τάφους
morminte	τάφοι
morminte	γκρέιβς
colegi	συναδέλφους
colegi	συνάδελφοι
colegi	συναδέλφους
colegi	συνάδελφοι
colegi	συνάδελφοί
colegi	συνεργάτες
potențialul	δυνατότητες
potențialul	δυναμικό
exactă	ακριβής
exactă	ακριβές
horror	φρίκη
horror	τρόμου
horror	τρόμος
vizibile	ορατό
vizibile	ορατά
vizibile	ορατή
vizibile	ορατός
vizibile	ορατές
uss	uss
flash	φλας
flash	λάμψη
flash	flash
flash	αναλαμπή
duminica	κυριακές
duminica	κυριακή
srl	llc
srl	srl
srl	ltd
materia	ύλη
persia	περσία
elementare	στοιχειώδη
elementare	στοιχειώδες
elementare	δημοτικό
christina	χριστίνα
christina	κριστίνα
arhipelagul	αρχιπέλαγος
datorat	χρωστούσε
succesiunea	διαδοχή
protocol	πρωτόκολλο
update	ενημέρωση
update	επικαιροποίηση
execută	εκτελέσει
execută	εκτέλεση
ecuador	εκουαδόρ
bull	bull
bull	ταύρος
bull	ταύρο
bull	μπουλ
kenya	κένυα
ntupdate	ntupdate
îngropat	θάφτηκε
îngropat	θαμμένα
îngropat	θαμμένος
îngropat	θαμμένο
îngropat	θαμμένη
november	νοεμβρίου
november	νοέμβριο
november	νοέμβριος
locații	τοποθεσίες
biblie	βίβλος
biblie	βίβλο
fabricat	κατασκευάζεται
fabricat	κατασκευασμένα
fabricat	κατασκευασμένο
fabricat	παρασκευάζεται
fabricat	κατασκευάστηκαν
fabricat	κατασκευάζονται
fabricat	κατασκευασμένες
fabricat	κατασκευασμένα
durere	άλγος
durere	πόνο
durere	πόνος
întâlniri	συσκέψεις
întâlniri	συναντήσεις
întâlniri	συνεδριάσεις
întâlniri	σύνοδοι
întâlniri	συναντήσεις
recomandat	συνιστώμενη
recomandat	προτεινόμενη
recomandat	συνιστάται
recomandat	προτεινόμενο
recomandat	προτείνεται
lucrând	δουλεύοντας
taiwan	ταϊβάν
dramatică	δραματικά
dramatică	δραματικός
dramatică	δραματικό
dramatică	δραματική
populată	κατοικημένες
tereza	τερέζα
tereza	τερέζα
semifinale	ημιτελικά
semifinale	ημιτελικούς
semnată	υπογεγραμμένο
semnată	υπογεγραμμένη
semnată	υπογραφή
semnată	υπέγραψε
semnată	υπεγράφη
baptiste	μπαπτίστ
stelele	άστρα
stelele	αστέρια
stelele	stars
stelele	αστεράκια
emisă	εκδόθηκε
emisă	εκδοθέν
emisă	εξέδωσε
emisă	εκδίδεται
emisă	εκπεμπόμενου
compuși	ενώσεις
sovieticii	σοβιετικοί
praf	σκόνη
praf	σκόνη
haga	χάγης
haga	χάγη
zeus	δία
zeus	δίας
animat	καρτούν
animat	κινούμενα
animat	κινούμενο
nintendo	nintendo
locuită	κατοικείται
semnal	σινιάλο
semnal	σήμα
semnal	σημα
ceas	δείτε
ceas	ρολόι
ceas	ρολόι
democrație	δημοκρατια
democrație	δημοκρατία
alfa	alpha
alfa	άλφα
alfa	αλφα
alfa	alfa
alfa	άλφα
alfa	αλφα
expune	εκθέσει
fantastică	φανταστικός
fantastică	φανταστικό
fantastică	φανταστική
fantastică	φανταστικά
partener	συνεργάτης
partener	σύντροφος
partener	συνεργάτη
partener	εταίρος
partener	συνέταιρος
cerințele	απαιτήσεις
occidentali	δυτικούς
occidentali	δυτικοί
amenințare	απειλή
inventator	εφευρέτης
bolta	θησαυροφυλάκιο
bolta	κρύπτη
lovituri	κλωτσάει
lovituri	κλωτσιές
lovituri	χτυπήματα
lovituri	φυσάει
lovituri	βαθουλώματα
vizitează	επισκεφθείτε
vizitează	επίσκεψη
vizibil	ορατό
vizibil	ορατά
vizibil	ορατή
vizibil	ορατός
vizibil	ορατές
rgb	rgb
sporturi	αθλήματα
sporturi	σπορ
sporturi	αθλητισμός
sporturi	αθλητικά
informatii	info
informatii	πληροφορίες
informatii	πληροφορίες
informatii	πληροφορία
informatii	πληροφόρηση
observație	παρατήρηση
observație	παρατήρηση
parker	πάρκερ
parker	parker
zeilor	θεούς
zeilor	θεοί
liechtenstein	λιχτενστάιν
discovery	ανακάλυψη
găsiți	βρείτε
găsiți	βρες
găsiți	βρω
dur	τραχύ
dur	σκληροί
dur	σκληρός
dur	σκληρό
dur	σκληρή
tăiat	κόψτε
tăiat	κομμένα
tăiat	κόψιμο
tăiat	κόψω
etajul	δάπεδο
etajul	όροφο
etajul	πάτωμα
etajul	όροφος
chapelle	σαπέλ
chapelle	σαπέλ
strategie	στρατηγική
peisaj	τοπίο
attila	αττίλα
experiment	πείραμα
finalizată	ολοκληρώθηκαν
finalizată	ολοκληρωθεί
finalizată	ολοκληρώθηκε
finalizată	ολοκληρωμένα
vinci	βίντσι
vinci	vinci
reptile	ερπετό
reptile	ερπετά
reptile	ερπετά
constat	συνίστατο
constat	αποτελούνταν
convinge	πείσω
sportul	σπορ
sportul	αθλητισμός
sportul	άθλημα
leul	λιοντάρι
leul	λέων
personalul	προσωπικό
personalul	προσωπικού
personalul	προσωπικό
preveni	αποτρέψει
plată	καταβολή
plată	πληρωμής
plată	πληρωμή
prize	υποδοχές
won	κέρδισα
won	γουόν
won	κέρδισε
integrarea	ολοκλήρωση
integrarea	ένταξη
integrarea	ενσωμάτωση
integrarea	ενοποίηση
reci	ψυχρή
reci	κρύος
reci	κρύο
reci	κρύα
integrat	ολοκληρωμένη
integrat	ολοκληρωμένα
integrat	ολοκληρωμένο
integrat	ολοκληρωμένες
fabricate	κατασκευάζεται
fabricate	κατασκευασμένα
fabricate	κατασκευασμένο
fabricate	παρασκευάζεται
fabricate	κατασκευάστηκαν
fabricate	κατασκευάζονται
fabricate	κατασκευασμένες
fabricate	κατασκευασμένα
roosevelt	ρούσβελτ
roosevelt	ρούζβελτ
nuvela	novella
vasili	βασίλι
aviație	αεροπορία
spanioli	ισπανούς
spanioli	ισπανοί
spanioli	ισπανοί
spanioli	ισπανός
spanioli	ισπανικά
spanioli	ισπανική
heinz	heinz
petit	petit
thompson	thompson
thompson	τόμπσον
thompson	τόμσον
wallace	wallace
wallace	γουάλας
monarh	μονάρχης
beethoven	μπετόβεν
ploaie	βροχή
ploaie	ρέιν
ploaie	βροχές
islamului	ισλάμ
bremen	βρέμη
zagora	ζαγκόρα
artificial	τεχνητή
artificial	τεχνητά
artificial	τεχνητό
artificial	τεχνητές
solară	ηλιακές
solară	ηλιακό
solară	ηλιακή
disponibilă	διαθέσιμος
disponibilă	διαθέσιμα
disponibilă	διατίθεται
disponibilă	διαθέσιμο
disponibilă	διαθέσιμη
reprezentative	αντιπροσωπευτική
reprezentative	αντιπρόσωπος
reprezentative	αντιπροσωπευτικές
reprezentative	εκπρόσωπος
marino	μαρίνο
fetele	κορίτσια
primită	ελήφθη
primită	έλαβε
guvernat	διέπονται
strategia	στρατηγική
transmise	διαβιβάζονται
transmise	διαβιβάζεται
culmea	κορυφογραμμή
culmea	ριτζ
identice	πανομοιότυπα
identice	ίδια
identice	πανομοιότυπο
fotografia	φώτο
fotografia	photo
fotografia	φωτογραφία
fotografia	φωτο
fotografia	φωτό
fotografia	φωτογραφια
fotografia	φωτογραφίας
fotografia	φωτογραφία
locuite	κατοικείται
albrecht	άλμπρεχτ
aia	αυτό
aia	ότι
aia	that
separarea	διαχωρισμός
separarea	χωρισμός
separarea	διαχωρισμού
datoria	δασμός
datoria	καθήκον
interpretări	ερμηνείες
scrisoarea	επιστολή
scrisoarea	γράμμα
scrisoarea	γραμμα
eroul	ήρωας
eroul	ήρωα
aviației	αεροπορία
rupt	σπασμένη
rupt	σπασμένα
rupt	σπασμένο
rupt	σπασμένος
rupt	άρπαξαν
integrate	ολοκληρωμένη
integrate	ολοκληρωμένα
integrate	ολοκληρωμένο
integrate	ολοκληρωμένες
panama	παναμά
afc	εκα
afc	afc
utilizări	χρήσεις
utilizări	χρησιμοποιεί
utilizări	χρήσεων
greaca	ελληνική
greaca	ελληνικά
greaca	ελληνίδα
greaca	ελληνικό
greaca	ελληνικα
nancy	νάνσι
nancy	νάνσυ
comisie	προμήθεια
comisie	επιτροπή
comisie	επιτροπη
westfalia	βεστφαλίας
arkansas	αρκάνσας
sinteza	σύνθεση
aripa	πτέρυγα
aripa	wing
aripa	φτερό
cauzele	προκαλεί
cauzele	αιτίες
cauzele	αίτια
graz	γκρατς
veniturile	έσοδα
veniturile	εισόδημα
veniturile	έσοδα
veniturile	εισοδήματα
veniturile	εισοδήματος
atomic	ατομική
clinton	κλίντον
clinton	clinton
continuând	συνεχίζονται
continuând	συνέχιση
continuând	συνεχίζεται
împărăteasă	αυτοκράτειρα
integrare	ολοκλήρωση
integrare	ένταξη
integrare	ενσωμάτωση
integrare	ενοποίηση
districtele	συνοικίες
miercurea	τετάρτη
miercurea	τετάρτες
scenele	σκηνές
dramatice	δραματικά
dramatice	δραματικός
dramatice	δραματικό
dramatice	δραματική
transmiterea	μετάδοση
transmiterea	διαβίβαση
ralph	ράλφ
ralph	ραλφ
hunter	χάντερ
hunter	κυνηγός
hunter	hunter
armeni	αρμένιοι
armeni	αρμενίων
vera	βέρα
sferturi	τρίμηνα
sferturi	τέταρτα
demo	demo
demo	δοκιμαστικό
demo	ντέμο
standarde	πρότυπα
minimă	ελάχιστη
minimă	ελάχιστα
minimă	ελάχιστες
minimă	ελάχιστο
minimă	ελάχιστος
minimă	ελάχιστο
minimă	ελάχιστα
minimă	ελάχιστη
minimă	ελάχιστος
simț	αίσθηση
desemna	ορίσει
pătruns	διαπέρασε
utilă	χρήσιμο
utilă	χρήσιμες
utilă	χρήσιμα
utilă	χρήσιμη
utilă	χρήσιμος
utilă	χρήσιμο
utilă	χρήσιμη
montferrat	μομφερράτου
dotat	προικισμένη
dotat	προικισμένος
dotat	χαρισματικός
dotat	προικισμένος
păstrată	διατηρημένο
păstrată	διατηρημένα
păstrată	διατηρήθηκαν
clape	πλήκτρα
isabella	ιζαμπέλα
predare	διδασκαλία
airlines	αερογραμμές
airlines	airlines
sănătatea	υγεία
transfermarkt	transfermarkt
rareori	σπανίως
rareori	σπανίως
rareori	σπάνια
zimbru	ζίμπρου
climă	κλίμα
pătrat	τετράγωνο
pătrat	πλατεία
raze	ακτίνες
epic	επική
epic	επικό
grație	γκρέις
avere	περιουσία
avere	τύχη
avere	πλούτος
avere	πλούτο
avere	πλούτη
windsor	γουίντσορ
prevede	παρέχει
fin	πτερύγιο
fin	fin
fin	φιν
birou	γραφείο
secretul	μυστικός
secretul	μυστικό
secretul	μυστική
trilogia	τριλογία
aniversare	γενέθλια
aniversare	επέτειος
aniversare	επέτειο
gonzaga	γκονζάγκα
pib	αεπ
frumusețea	ομορφιά
executată	εκτελέστηκαν
executată	εκτελέστηκε
executată	εκτελείται
executată	εκτελεστεί
musulmană	μουσουλμανική
musulmană	μουσουλμάνος
musulmană	μουσουλμάνοι
rob	rob
rob	ρομπ
mehmed	μεχμέτ
concret	τσιμέντο
concret	σκυροδέματος
concret	σκυρόδεμα
frumusețe	ομορφιά
laboratorul	εργαστήριο
laboratorul	εργαστηριακά
laboratorul	εργαστήριο
mâini	χέρια
ala	αλα
ala	ala
batalionul	τάγμα
decorative	διακοσμητικά
decorative	διακοσμητικό
conștient	συνειδητή
sectoare	κλάδοι
sectoare	τομείς
șansă	ευκαιρία
șansă	τσανς
autostrada	αυτοκινητόδρομος
autostrada	αυτοκινητόδρομο
autostrada	αυτοκινητόδρομος
autostrada	λεωφόρος
autostrada	αυτοκινητόδρομο
compozitori	συνθέτες
fabricație	κατασκευή
fabricație	μεταποίηση
alegere	επιλογή
notre	notre
moștenire	κληρονομιά
moștenire	κληρονομιά
mode	λειτουργία
mode	mode
negocierile	διαπραγματεύσεις
linda	λίντα
split	διαχωρισμός
split	διάσπαση
split	σπλιτ
split	διαίρεση
split	μοιρασιά
cascada	καταρράκτη
lev	λεβ
colin	κόλιν
colin	colin
legendele	θρύλοι
legendele	θρύλους
legendele	μύθοι
măsurile	μετρα
măsurile	μέτρα
germana	γερμανοί
germana	γερμανός
germana	γερμανικό
germana	γερμανικά
germana	γερμανική
gruparea	ομαδοποίηση
intenționat	σκόπιμη
intenționat	σκοπίμως
intenționat	σκόπιμα
iulius	τζούλιους
virusul	ιού
virusul	ιός
virusul	ιό
tribul	φυλή
petrolul	πετρέλαιο
petrolul	λάδι
petrolul	έλαιο
petrolul	πετρελαίου
erori	σφάλματα
erori	λάθη
unghiul	γωνία
egipteană	αιγυπτιακό
egipteană	αιγυπτιακή
implementarea	εφαρμογή
implementarea	υλοποίηση
cuneo	cuneo
jakob	jakob
organizațiile	οργανώσεις
organizațiile	οργανισμοί
msg	msg
masacrul	σφαγή
patria	πατρίδα
patria	πατρίδα
aval	κατάντη
capitole	κεφάλαια
hessa	hessen
hessa	έσσε
transferată	μεταφέρθηκαν
transferată	μεταφερθεί
transferată	μεταφέρθηκε
musulman	μουσουλμανική
musulman	μουσουλμάνος
musulman	μουσουλμάνοι
omagiu	αφιέρωμα
runda	στρογγυλό
runda	γύρο
runda	στρογγυλά
runda	στρογγυλή
runda	γύρος
negativă	αρνητικά
negativă	αρνητικός
negativă	αρνητικό
negativă	αρνητική
manuale	εγχειρίδια
manuale	εγχειρίδια
otomani	οθωμανούς
estimează	εκτίμηση
dezvăluit	γνωστοποιούνται
dezvăluit	αποκάλυψε
dezvăluit	αποκαλύφθηκε
dezvăluit	αποκάλυψε
dezvăluit	αποκαλύπτεται
nixon	νίξον
zborul	φυγή
zborul	πτήση
arcade	arcade
voluntar	εθελοντική
voluntar	εκούσια
voluntar	εθελοντικά
voluntar	εθελοντής
voluntar	εθελόντρια
tramvai	τραμ
responsabilitatea	ευθύνη
responsabilitatea	υπευθυνότητα
ceh	τσεχική
elias	ηλία
elias	ελάιας
elias	ηλίας
stâncă	rock
stâncă	πέτρα
stâncă	ροκ
stâncă	βράχος
sfert	quarter
sfert	τρίμηνο
violente	βίαιοι
violente	βίαιος
violente	βίαιη
violente	βίαια
violente	βίαιο
colț	γωνιακό
colț	γωνιά
colț	γωνία
aducând	φέρνοντας
succesive	διαδοχικές
succesive	διαδοχικά
eșec	αποτυχία
eșec	απέτυχε
eșec	αστοχία
eșec	αποτυχία
cannes	κάννες
trib	φυλή
anatomie	ανατομία
varna	βάρνα
currentclub	currentclub
confirmă	επιβεβαιώνω
confirmă	επιβεβαιώσει
confirmă	επιβεβαίωση
houston	χιούστον
yeung	γιουνγκ
eficientă	αποτελεσματική
eficientă	αποτελεσματικό
eficientă	αποδοτικό
eficientă	αποδοτική
eficientă	αποτελεσματική
eficientă	αποτελεσματικός
eficientă	αποτελεσματικό
eficientă	αποτελεσματικά
împărăteasa	αυτοκράτειρα
proiectare	σχεδιασμό
proiectare	σχεδίαση
proiectare	design
proiectare	σχέδιο
proiectare	σχεδιασμός
marche	marche
sancho	σάντσο
violență	βία
violență	βια
eleanor	έλενορ
deșert	έρημο
deșert	έρημος
oferta	προσφορά
favorabile	ευνοϊκές
favorabile	ευνοϊκή
castro	κάστρο
geologice	γεωλογική
geologice	γεωλογική
franc	φράγκο
flavius	φλάβιος
koch	κοκ
koch	koch
koch	κοχ
israeliene	ισραηλινοί
israeliene	ισραηλινό
israeliene	ισραηλινή
furtună	καταιγίδα
furtună	στορμ
furtună	θύελλα
vatican	βατικανό
ken	ken
ken	κεν
remarcabil	αξιοσημείωτα
remarcabil	αξιοσημείωτο
remarcabil	αξιοσημείωτη
remarcabil	εκκρεμή
subdivizate	υποδιαιρείται
subdivizate	υποδιαιρούνται
biologice	βιολογικό
biologice	βιολογική
biologice	βιολογικά
biologice	βιολογικός
biologice	βιολογικές
știut	ήξερε
regulate	τακτικά
regulate	τακτική
regulate	κανονική
regulate	κανονικός
regulate	κανονικό
lusignan	λουζινιάν
rwanda	ρουάντα
biblioteci	βιβλιοθήκες
ciudat	παράξενος
ciudat	παράξενο
ciudat	περίεργο
ciudat	παράξενο
ciudat	περίεργα
ciudat	περίεργο
ciudat	παράξενο
productions	παραγωγές
națiune	έθνος
sinteză	σύνθεση
mal	μαλ
adăpost	καταφύγιο
status	κατάσταση
status	status
status	καθεστώς
status	κατασταση
tower	πύργος
tower	πύργο
pradă	θηράματα
pradă	θήραμα
pradă	λεία
regiment	σύνταγμα
feb	φεβ
artista	καλλιτέχνη
artista	καλλιτέχνης
titan	τιτανίου
titan	τιτάνιο
titan	τιτάνα
mărci	μάρκες
mărci	μαρκς
mărci	σημάδια
ordinele	παραγγελίες
ordinele	διαταγές
ordinele	εντολές
ozn	ατια
ozn	ufo
fortificații	οχυρώσεις
excepții	εξαίρεση
excepții	εξαιρέσεις
excepții	εξαιρέσεις
excepții	απαλλαγές
explicații	εξηγήσεις
