les	เดอะ
peur	fear
prague	ปราก
prague	ปราง
administratif	ธุรการ
peuples	ชนชาติ
nomination	นัด
crime	อาชญากรรม
chrétienne	คริสเตียน
américaines	อเมริกัน
respect	เคารพ
respect	นับถือ
mobile	mobile
chiffres	ตัวเลข
chiffres	ตัวเลข
chiffres	หมายเลข
sœurs	สองพี่น้อง
vendredi	ศุกร์
spéciale	พิเศษ
commentaire	หมายเหตุ
véhicule	พาหนะ
catholiques	คาทอลิก
apparaissent	ปรากฏ
transfert	โอน
blessé	ทำร้าย
blessé	เจ็บ
annoncé	ประกาศ
aile	ปีก
aile	วิง
aile	aile
carré	carré
carré	ตาราง
dimension	มิติ
dimension	ขนาด
dimension	มิติ
juive	ยิว
lit	นอน
lit	ที่นอน
lit	เตียง
floride	ฟลอริดา
fera	พิน
fera	จะ
fera	วิล
servi	เสิร์ฟ
seuil	เกณฑ์
milliers	พัน
milliers	พัน
dirigeant	ไม้บรรทัด
loup	loup
loup	หมาป่า
détroit	ช่องแคบ
classiques	คลาสสิค
classiques	คลาสสิค
classiques	classic
minimum	minimal
minimum	น้อย
révolutionnaire	ปฏิวัติ
nécessaires	ต้องการ
nécessaires	จำเป็น
grave	จริงจัง
grave	รุนแรง
grave	สาหัส
tourne	เลี้ยว
tourne	หัน
tourne	พลิก
tourne	เปิด
tourne	หมุน
tourne	ปั่น
faute	ฟาวล์
million	ล้าน
poème	กลอน
poème	กวี
extrait	คลาย
hill	เนิน
rivières	ลำน้ำ
rivières	แม่น้ำ
directe	ตรง
directe	โดยตรง
directe	direct
inférieure	ลด
inférieure	ต่ำ
inférieure	ล่าง
inférieure	ด้อย
gris	เทา
gris	เทา
clément	clément
euro	ยูโร
euro	ยูโร
léger	สว่าง
léger	เบา
léger	ไลท์
léger	แสง
léger	เบา
danger	อันตราย
plate	แพลตฟอร์ม
similaire	คล้าย
municipalités	เทศบาล
cordes	เชือก
golden	golden
golden	โกลเด้น
golden	ทองคำ
détail	ปลีก
dan	dan
dan	แดน
hypothèse	สันนิษฐาน
hypothèse	สมมติฐาน
hypothèse	สมมุติฐาน
hypothèse	สมมติฐาน
hypothèse	สมมุติฐาน
matériaux	วัสดุ
matériaux	วัตถุดิบ
matériaux	วัสดุ
risques	เสี่ยง
charlotte	ชาร์ล็อตต์
charlotte	ชาร์ล็อต
charlotte	ชาร์ลอตต์
jury	ลูกขุน
révolte	กบฏ
monnaie	เงิน
renommée	เกียรติยศ
révèle	เผย
mac	แมค
mac	mac
mac	แม็ค
mac	แมก
vendu	ขาย
dirigeants	ผู้นำ
jane	jane
jane	เจน
frontières	ขอบเขต
frontières	พรมแดน
frontières	ขอบ
frontières	กรอบ
frontières	ชายแดน
ailes	ปีก
ailes	ปีก
ailes	วิง
machines	เครื่องจักร
machines	เครื่องจักร
institution	สถาบัน
organisations	องค์กร
compter	จำนวนนับ
compter	นับ
normale	ปรกติ
normale	ธรรมดา
normale	ปกติ
pilotes	ไดรเวอร์
pilotes	นักบิน
pilotes	นักบิน
conquête	ชัยชนะ
conquête	เอาชนะ
conquête	พิชิต
rowspan	rowspan
colonie	อาณานิคม
colonie	นิคม
hélène	hélène
hélène	เฮเลนา
besoins	ต้องการ
genres	แนว
genres	ประเภท
inférieur	ลด
inférieur	ต่ำ
inférieur	ล่าง
inférieur	ด้อย
tenir	ถือ
tenir	กุม
cannes	กานต์
neige	หิมะ
postes	โพสต์
discussions	อภิปราย
discussions	อภิปราย
défaut	ปริยาย
défaut	บกพร่อง
discipline	วินัย
paysage	บรรยากาศ
paysage	ทัศนียภาพ
paysage	ทิวทัศน์
poissons	ฟิช
poissons	ปลา
coût	ต้นทุน
bains	อ่างอาบน้ำ
bains	อาบ
espoirs	โฮป
espoirs	หวัง
comics	การ์ตูน
africain	แอฟริกา
bandes	วง
cellules	เซลล์
cellules	เซลล์
fosse	หลุม
fosse	บ่อ
espoir	โฮป
espoir	หวัง
actuels	ปัจจุบัน
jardins	สวน
jardins	สวน
jardins	garden
déclaration	คำแถลง
colonne	คอลัมน์
populaires	นิยม
populaires	เด่น
monaco	โมนาโก
mises	mises
fêtes	เทศกาล
gagner	earn
gagner	ขวนขวาย
gagner	win
gagner	ชนะ
invité	เชิญ
invité	แขก
affiche	โปสเตอร์
affiche	แสดง
prêt	พร้อม
mauvaise	แย่
mauvaise	ร้าย
mauvaise	bad
mauvaise	เลว
violon	ไวโอลิน
violon	violon
élevée	high
élevée	สูง
élevée	ไฮ
traditionnelle	ดั้งเดิม
remplacement	แทนที่
remplacement	แทน
remplacement	แทนที่
remplacement	ทดแทน
islam	อิสลาม
battu	จังหวะ
battu	ตี
battu	เอาชนะ
battu	ชนะ
battu	พ่าย
envoie	ส่ง
réduit	ลด
war	สงคราม
créateur	designer
expliquer	อธิบาย
juridique	กฎหมาย
intérêts	ดอกเบี้ย
intérêts	สนใจ
marais	บึง
moines	พระ
kong	ฮ่องกง
chimie	เคมี
prenant	การพา
poisson	ฟิช
poisson	ปลา
inter	inter
inter	อินเตอร์
passion	กิเลส
passion	ตัณหา
soi	ซอย
secours	บรรเทา
secours	กู้ภัย
chat	แชต
chat	แชท
chat	แคท
chat	แมว
stratégie	ยุทธศาสตร์
stratégie	กลยุทธ์
stratégie	ยุทธวิธี
retrait	ถอน
compagnies	บริษัท
géorgie	จอร์เจีย
géorgie	จอร์เจีย
âme	วิญญาณ
gothique	กอธ
bloc	บล็อก
bloc	บล็อค
clan	ตระกูล
clan	เผ่า
capital	พระนคร
capital	ทุน
surnom	ฉายา
express	express
veux	veux
veux	ต้องการ
veux	อยาก
électricité	ไฟฟ้า
mit	mit
mit	mit
facile	ง่าย
facile	ง่ายๆ
facile	ง่ายดาย
davantage	อื่นๆ
davantage	มากกว่า
différent	ต่าง
découvrir	สำรวจ
découvrir	สำรวจ
changements	เปลี่ยนแปลง
changements	เปลี่ยนแปลง
changements	เปลี่ยน
fred	เฟร็ด
fred	fred
chrétien	คริสเตียน
croatie	โครเอเชีย
croatie	croatia
ange	เทวดา
ange	นางฟ้า
robin	robin
agricoles	การเกษตร
agricoles	เกษตรกรรม
agricoles	เกษตร
bonnes	เก่ง
bonnes	ดี
classements	อันดับ
classements	จุดยืน
récompenses	รางวัล
récompenses	รางวัล
xiv	xiv
remplace	แทนที่
remplace	แทน
cultures	พืชพันธุ์
cultures	พืช
étudier	เรียน
étudier	เรียน
étudier	ศึกษา
lundi	จันทร์
viii	viii
limitée	จำกัด
universités	มหาวิทยาลัย
virginie	virginie
virginie	เวอร์จิเนีย
avantage	ประโยชน์
monts	ภูเขา
appui	สนับสนุน
appui	รองรับ
engagé	จ้าง
engagé	หมั้น
objectifs	วัตถุประสงค์
ann	แอน
ann	ann
écossais	สกอตแลนด์
métier	อาชีพ
soirée	พรรค
soirée	ปาร์ตี้
soirée	เย็น
soirée	ไนท์
soirée	ค่ำคืน
soirée	คืน
soirée	ราตรี
mélange	ผสม
mélange	มิกซ์
mélange	ผสม
mélange	กลมกลืน
mine	เหมือง
disques	แผ่น
disques	ดิสก์
sydney	ซิดนีย์
caractéristique	คุณสมบัติ
caractéristique	คุณลักษณะ
caractéristique	ฟีเจอร์
nba	nba
communautaire	ชุมชน
guitariste	กีตาร์
évêques	บิชอป
maires	เทศมนตรี
performances	ประสิทธิภาพ
autrichien	ออสเตรีย
étrangère	ต่างด้าว
occupé	ยุ่งๆ
occupé	ยุ่ง
archéologique	archéologique
archéologique	โบราณคดี
musées	พิพิธภัณฑ์
musées	พิพิธภัณฑ์
traversée	ข้าม
réussi	สำเร็จ
antiquité	โบราณ
antiquité	โบราณ
brésilien	บิ
brésilien	บิท
brésilien	บราซิล
brésilien	บิว
produite	ผลิต
rêve	ฝัน
rêve	dream
rêve	ฝัน
dérivés	ดัดแปลง
simples	ง่าย
simples	ง่ายๆ
plaque	ทะเบียน
plaque	จาน
plaque	จุลินทรีย์
ffffff	ffffff
nez	nez
nez	จมูก
nez	จมูก
quai	quay
quai	อู่
quai	ท่าเรือ
quai	แพลตฟอร์ม
démocratie	ประชาธิปไตย
barre	นำร่อง
barre	บาร์
barre	แถบ
meilleures	best
métropole	métropole
métropole	เมโทรโปลิส
métropole	มหานคร
minute	นาที
applications	แอป
applications	แอพ
aîné	อาวุโส
aîné	senior
verre	กระจก
verre	แก้ว
verre	ดื่ม
équipement	อุปกรณ์
abandon	สละ
abandon	ละทิ้ง
queue	คิว
queue	จู๋
queue	หาง
queue	หาง
queue	ก้อย
ivoire	งาช้าง
hong	ฮอง
hong	ฮง
design	ดีไซน์
design	ออกแบบ
pistes	ลาด
tenue	ชุด
revenu	รายรับ
gamme	ช่วง
gamme	ระยะ
dessinateur	designer
jimmy	jimmy
arrêter	เลิก
arrêter	หยุด
amitié	มิตรภาพ
colspan	colspan
dossier	โฟลเดอร์
dossier	แฟ้ม
maladies	โรค
maladies	โรค
oiseau	oiseau
oiseau	นก
oiseau	เบิร์ด
maximale	สูงสุด
verte	เขียว
citer	อ้างอิง
citer	คำคม
constructeur	constructor
péninsule	คาบสมุทร
campagnes	แคมเปญ
budapest	บูดาเปส
budapest	บูดาเปสต์
ambassadeur	ทูต
souvenir	อนุสรณ์
souvenir	memory
forteresse	ป้อม
forteresse	ปราการ
ennemis	ข้าศึก
ennemis	ศัตรู
ennemis	ศัตรู
sections	ส่วน
viens	มา
positions	จุดยืน
positions	ตำแหน่ง
languedoc	languedoc
localités	รีสอร์ท
hectares	เอเคอร์
golfe	อ่าว
commandeur	commandeur
douglas	ดักลาส
listes	รายการ
listes	รายการ
boy	บอย
lecteur	ไดรฟ์
lecteur	ไดร์ฟ
idem	idem
remise	ส่วนลด
tire	ยิง
tire	ถ่าย
hop	ฮ็อป
hop	ฮอป
maintenir	เก็บ
réduire	ย่อ
réduire	ลด
réduire	ลด
goût	รส
goût	ชิม
goût	รสนิยม
goût	รสชาติ
morceaux	ชิ้น
sélectionné	เลือก
venus	วีนัส
dédié	ทุ่มเท
exil	exil
exil	เนรเทศ
construits	สร้าง
fixe	ตายตัว
fixe	ซ่อมแซม
sncf	sncf
relative	สัมพันธ์
relative	ญาติ
cancer	มะเร็ง
donald	donald
parallèlement	ขนาน
fréquence	ความถี่
dure	แรง
dure	โหม
dure	ลำบาก
dure	หนัก
dure	ฮาร์ด
dure	ยาก
scrutin	โพล
scrutin	โพลล์
vins	ไวน์
vins	สุรา
employés	ลูกจ้าง
employés	พนักงาน
out	ออก
forum	forum
lanceur	เหยือก
solaire	สุริยะ
solaire	สุ
alimentation	อาหาร
alimentation	โภชนาการ
neutre	ฉนวน
empêcher	ป้องกัน
citoyens	ประชาชน
citoyens	พลเมือง
stadium	สนาม
pseudonyme	นามแฝง
pseudonyme	ฉายา
pseudonyme	นามแฝง
humanité	มนุษยชาติ
humanité	มนุษยธรรม
clé	กุญแจ
clé	คีย์
manuscrit	เลื่อน
défaites	ปราบ
défaites	ปราชัย
colline	เนิน
who	ผู้
who	ใคร
dédiée	ทุ่มเท
longues	ยาว
longues	นาน
régionales	ภูมิภาค
continent	ทวีป
naturelles	natural
naturelles	ธรรมชาติ
trésor	สมบัติ
trésor	คลัง
technologies	เทคโนโลยี
technologies	วิทยาการ
technologies	เทคโนโลยี
précis	แม่นยำ
précis	แม่นยำ
picardie	picardie
ombre	เงามืด
ombre	เงา
ombre	shadow
ombre	เงา
maritimes	maritimes
cousin	ญาติ
cousin	cuz
équipements	อุปกรณ์
vapeur	steam
interview	interview
interview	สัมภาษณ์
bay	อ่าว
colonnes	คอลัมน์
colonnes	คอลัมน์
pôle	เสา
attribué	จัดสรร
stanley	สแตนลีย์
garçon	บอย
garçon	บ๋อย
vérifier	ยืนยัน
vérifier	เช็ค
vérifier	ตรวจ
proposer	แนะนำ
soldat	ทหาร
canadiens	แคนาดา
sénégal	เซเนกัล
pluie	เรน
pluie	ฝน
commentaires	หมายเหตุ
commentaires	คอมเมนท์
poitou	poitou
touche	กุญแจ
touche	คีย์
touche	touch
touche	แตะ
touche	ทัช
touche	สัมผัส
automatique	อัตโนมัติ
automatique	auto
automatique	อัตโนมัติ
compétences	ทักษะ
compétences	ชำนาญ
compétences	skill
compétences	ทักษะ
commerciale	พาณิชย์
commerciale	โฆษณา
publicité	ประชาสัมพันธ์
publicité	โฆษณา
souverain	ไม้บรรทัด
souverain	อภิสิทธิ์
chargée	โหลด
chronique	chronicle
chronique	คอลัมน์
chronique	เรื้อรัง
frais	สด
frais	สดๆ
frais	สดชื่น
traite	ค้า
pérou	เป
pérou	เปรู
pérou	เปเป
bloqué	บล็อก
bloqué	บล็อค
judiciaire	ตุลาการ
judiciaire	ตุลาการ
indépendante	อิสระ
indépendante	เอกราช
tramway	กระเช้า
tramway	ราง
amie	friend
amie	เพื่อน
alias	นามแฝง
alias	นามแฝง
intention	เจตนา
nombres	ตัวเลข
nombres	หมายเลข
précision	แม่นยำ
degré	ปริญญา
degré	องศา
degré	ปริญญา
espagnols	สเปน
correspondance	แมตช์
tim	ทิม
organismes	องค์กร
sauver	บันทึก
sauver	ประหยัด
sauver	ออม
juniors	junior
juniors	เยาวชน
visage	ใบหน้า
visage	หน้า
visage	หน้าตา
visage	face
future	ต่อๆ
future	future
future	อนาคต
danois	เดนมาร์ก
danois	เดนมาร์ก
montrer	โชว์
montrer	แสดง
conférences	ประชุม
paramètres	พารามิเตอร์
actualité	ข่าวสาร
actualité	ข่าว
aube	รุ่งอรุณ
logements	ที่พัก
mariée	bride
mariée	แต่งงาน
meuse	meuse
billy	billy
répertoire	directory
suffisamment	พอ
admissibilité	สิทธิ์
poser	โพส
poser	ท่า
traditionnel	ดั้งเดิม
lacs	ทะเลสาบ
musulmans	มุสลิม
musulmans	มุสลิม
ain	อัยน์
autorisation	อนุญาต
échanges	แลก
échanges	เทรด
échanges	ค้า
procédé	กระบวนการ
sexe	เพศ
sexe	เพศ
sexe	เซ็กซ์
sexe	sex
séjour	อยู่
andy	andy
norme	มาตรฐาน
appareils	กล้อง
appareils	อุปกรณ์
ordinateur	คอม
ordinateur	คอมพิวเตอร์
graphique	กราฟ
graphique	กราฟิก
graphique	แผนภูมิ
graphique	ชาร์ต
graphique	ภูมิ
graphique	กราฟิก
repose	พัก
ligues	ลีก
nick	nick
nick	นิค
nick	นิก
surprise	เซอร์ไพรส์
juif	ยิว
juif	ยิว
efficace	ประสิทธิ์
efficace	ประสิทธิผล
bulgarie	บัลแกเรีย
grecs	กรีก
grecs	กรีก
perdre	แพ้
perdre	เสีย
puy	puy
contes	นิทาน
contes	นิยาย
longs	ยาว
longs	นาน
votes	โหวต
supplémentaires	พิเศษ
pavillon	pavillon
pavillon	ธงชาติ
pavillon	ธง
pavillon	ศาลา
will	พิน
will	จะ
will	วิล
gagné	วอน
gagné	ชนะ
retirer	ถอน
retirer	ลบ
xviiie	eighteenth
den	ถ้ำ
den	เดน
four	เตา
garder	เก็บ
venezuela	เวเนซุเอลา
manoir	แมนชั่น
manoir	คฤหาสน์
continuer	ต่อ
propriétaires	เจ้าของ
créés	สร้าง
roussillon	roussillon
vacances	holiday
treize	treize
treize	thirteen
démographique	ประชากรศาสตร์
plat	จาน
plat	แบน
plat	แฟลต
azur	azur
columbia	โคลัมเบีย
bons	เก่ง
bons	ดี
choisir	เลือก
choisir	เลือก
spécialisée	เชี่ยวชาญ
global	โกลบอล
global	global
bruce	bruce
bruce	บรูซ
sauvage	wild
sauvage	ดุดัน
sauvage	เถื่อน
sauvage	รกร้าง
clip	คลิป
clip	clip
occidental	occidental
augmenter	เพิ่ม
instant	ทันใจ
pourraient	สามารถ
phare	ประภาคาร
différente	ต่าง
revenus	รายรับ
désert	ร้าง
musiques	มิวสิค
musiques	เพลง
musiques	ดนตรี
naturels	natural
naturels	ธรรมชาติ
nam	นัม
nam	nam
enseignant	คุณครู
enseignant	อาจารย์
enseignant	ครู
enseignant	ครู
bourse	ทุน
territoriale	หวง
territoriale	อาณาเขต
dépôt	มัดจำ
exactement	เป๊ะ
hollywood	ฮอลลีวู้ด
tunis	ตูนิส
peint	วาด
peint	ทาสี
littéraires	วรรณกรรม
littéraires	วรรณคดี
froid	หนาว
froid	เย็น
froid	เย็นๆ
froid	ชิล
froid	chill
not	ไม่
not	ไม่ใช่
syrie	ซีเรีย
fréquemment	บ่อย
fréquemment	บ่อยๆ
lublin	lublin
ronde	กลม
ronde	กลมๆ
ronde	รอบ
colonies	อาณานิคม
riches	ริช
riches	รวย
riches	คนรวย
riches	ร่ำรวย
riches	ร่ำรวย
riches	มั่งคั่ง
pékin	beijing
pékin	ปักกิ่ง
pékin	ปักกิ่ง
academy	สถาบัน
academy	academy
apparence	ลักษณะ
retrouvé	พบ
retrouvé	เจอ
fortune	วาสนา
fortune	ลาภ
changé	เปลี่ยน
châteaux	ปราสาท
line	เส้น
line	บรรทัด
line	line
master	อาจารย์
dizaine	โหล
dragons	มังกร
dragons	dragon
numéros	ตัวเลข
numéros	หมายเลข
provisoire	ชั่วคราว
veuve	หม้าย
veuve	แม่หม้าย
veuve	หม้าย
apporter	นำ
soins	แคร์
soins	สน
soins	สนใจ
linguistique	ภาษาศาสตร์
héritier	ทายาท
bot	บ็อต
bot	bot
botanique	botanic
amoureux	คู่รัก
amoureux	lover
amélioration	ปรับปรุง
manchester	manchester
spécifiques	เจาะจง
vouloir	ต้องการ
vouloir	อยาก
virus	ไวรัส
virus	ไวรัส
iso	iso
fermeture	zip
fermeture	รูด
fermeture	ซิบ
fermeture	ซิป
poursuivre	ต่อ
spécialisé	เชี่ยวชาญ
soutenu	สนับสนุน
marchand	พ่อค้า
marchand	marchand
remarquable	ค้าง
universelle	universal
universelle	สากล
hugues	hugues
hugues	ฮิว
abandonné	ร้าง
franche	franche
tribu	เผ่า
belges	belges
belges	เบลเยียม
belges	เบลเยี่ยม
rotation	หมุน
apporte	นำ
attitude	ท่าที
attitude	attitude
attitude	ทัศนคติ
transféré	โอน
jugement	ตัดสิน
bible	ไบเบิ้ล
bible	ไบเบิล
clark	คล๊าก
rayon	คาน
rayon	beam
rayon	บีม
rayon	ลำแสง
rayon	รัศมี
paulo	เปาโล
civils	พลเรือน
nécessité	ต้องการ
têtes	หัว
têtes	เฮด
têtes	หัว
têtes	head
immeuble	ตึก
immeuble	อาคาร
métal	โลหะ
métal	เหล็ก
facteur	factor
facteur	ตัวประกอบ
facteur	ปัจจัย
épée	ดาบ
salut	สวัสดี
salut	hello
salut	เฮ้
salut	เฮ
banlieue	ชานเมือง
banlieue	ชานเมือง
banlieue	ชานเมือง
courts	สั้น
courts	สั้นๆ
courts	เตี้ย
pic	รูป
pic	พีค
fantasy	จินตนาการ
jouant	เล่น
devoir	duty
devoir	หน้าที่
bleue	น้ำเงิน
bleue	สีน้ำเงิน
bleue	บลู
irak	อิรัก
bruges	brugge
soixante	sixty
tonnes	ตัน
tonnes	ตัน
tonnes	ton
poche	ถุง
copie	สำเนา
copie	สำเนา
jason	jason
surnommé	ฉายา
chimique	เคมีภัณฑ์
chimique	เคมี
carbone	carbon
carbone	คาร์บอน
modifié	แก้ไข
mâle	ตัวผู้
ouvrir	เปิด
pétrole	น้ำมัน
normal	ปรกติ
normal	ธรรมดา
normal	ปกติ
attaché	แนบ
corporation	คอร์ปอเรชั่น
gras	หนา
gras	อ้วน
gras	อ้วนๆ
gras	อ้วน
hervé	hervé
cible	เป้า
africaine	แอฟริกา
extra	พิเศษ
morceau	แทร็ก
morceau	แทร็ค
morceau	ชิ้น
morceau	พีซี
morceau	พีซ
dixième	tenth
pyramide	พีระมิด
pyramide	พีรามิด
pasteur	หลวง
apprentissage	ฝึกงาน
kelly	kelly
actifs	ทรัพย์สิน
actifs	สินทรัพย์
volontaires	อาสา
arrête	หยุด
plaisir	เพลิดเพลิน
plaisir	สนุก
plaisir	สนุกสนาน
époux	ผัว
époux	สามี
bateaux	เรือ
lisa	lisa
lisa	ซ่า
soutient	สนับสนุน
soutient	รองรับ
croire	เชื่อ
croire	ศรัทธา
moto	มอเตอร์ไซค์
curé	นักบวช
tunnel	อุโมงค์
échapper	หนี
équilibre	สมดุล
équilibre	สมดุล
équilibre	สมดุล
variable	ตัวแปร
statistique	สถิติ
paramètre	พารามิเตอร์
psychologie	จิตวิทยา
fouilles	excavations
diplômé	บัณฑิต
sel	เค็ม
sel	เกลือ
examen	สอบ
examen	ข้อสอบ
examen	วิจารณ์
examen	รีวิว
héritage	มรดก
héritage	มรดก
héritage	มรดก
commencer	เริ่ม
commencer	เริ่ม
madagascar	มาดากัสการ์
candidature	candidature
candidature	แอพพลิเคชัน
théorème	ทฤษฎีบท
télé	โทรทัศน์
télé	ทีวี
expériences	ทดลอง
expériences	ประสบการณ์
expériences	ประสบการณ์
étudié	ศึกษา
jeff	เจฟ
jeff	เจฟฟ์
potentiel	ศักยภาพ
free	ฟรี
free	อิสระ
free	ว่าง
free	เสรี
free	free
présidente	ประธาน
présidente	ประธานาธิบดี
thérèse	thérèse
grotte	ถ้ำ
grotte	ถ้ำ
grotte	grotto
pain	ขนมปัง
toit	หลังคา
toit	ดาดฟ้า
entraineur	coach
entraineur	โค๊ช
entraineur	โค้ช
suivie	ตาม
death	ตาย
réduction	ส่วนลด
réduction	ส่วนลด
tension	ตึงเครียด
tension	ตึง
chaînes	ช่อง
chaînes	โซ่
soviétiques	โซเวียต
soviétiques	โซเวียต
secrets	secret
secrets	ลับ
secrets	ลับๆ
rythme	จังหวะ
voulait	ต้องการ
écart	แปรผัน
rupture	พัก
vague	คลุมเครือ
vague	คลื่น
vague	เวฟ
vague	โบกมือ
vague	โบก
das	das
décor	ตกแต่ง
signal	สัญญาณ
accords	คอร์ด
ter	ter
hollande	เนเธอร์แลนด์
hollande	ฮอลแลนด์
ier	ier
crédit	credit
crédit	เครดิต
xvi	xvi
librairie	ไลบรารี
audio	เสียง
vosges	vosges
fuite	รั่ว
fuite	หนี
dôme	โดม
associée	คู่หู
christianisme	คริสเตียน
parcs	สวน
hasard	มั่ว
hasard	สุ่ม
hasard	บังเอิญ
hasard	กาศ
hasard	โอกาส
dispositif	อุปกรณ์
acier	เหล็ก
traditions	ประเพณี
traditions	ธรรมเนียม
traditions	ประเพณี
traditions	ธรรมเนียม
générique	ทั่วไป
générique	เครดิต
civilisation	อารยธรรม
réellement	จริงๆ
réellement	จริง
silence	เงียบ
verts	เขียว
détruite	ทำลาย
définit	กำหนด
définit	นิยาม
publier	โพสต์
publier	โพส
arguments	อาร์กิวเมนต์
lait	นม
lait	น้ำนม
institute	สถาบัน
matt	แม็ท
matt	แมทท์
matt	แม็ต
matt	แมตต์
matt	แมต
matt	แมท
charbon	ถ่าน
charbon	ถ่านหิน
charbon	ถ่าน
léopold	léopold
maxi	แม็กซ์
maxi	แม๊กซ์
maxi	แม็ก
archéologie	โบราณคดี
agir	ทำตัว
agir	ทำท่า
financement	เงินผ่อน
financement	ไฟแนนซ์
financement	ทุน
financement	ไฟแนนซ์
soutenir	สนับสนุน
traducteur	ล่าม
miami	miami
propositions	propositions
dur	โหด
dur	แรง
dur	โหม
dur	ลำบาก
dur	หนัก
dur	ฮาร์ด
dur	ยาก
dur	ร้าย
dénomination	ชื่อ
constante	คงที่
inclus	รวม
two	สอง
two	two
montant	จำนวน
légère	สว่าง
légère	เบา
légère	ไลท์
légère	แสง
légère	mild
légère	อ่อน
légère	เบา
miguel	miguel
clients	ลูกค้า
clients	ลูกค้า
souvenirs	memory
bad	แย่
bad	ร้าย
bad	bad
bad	เลว
bad	afdb
insectes	แมลง
prisonnier	นักโทษ
prisonnier	เชลย
interdiction	แบน
durable	ยั่งยืน
durable	ทนทาน
mar	มาร์
mar	อังคาร
intelligence	ปัญญา
photographies	ภาพถ่าย
photographies	ภาพถ่าย
photographies	รูปภาพ
payer	จ่าย
payer	ชำระ
chaleur	ร้อน
blog	blog
blog	บล็อก
square	ตาราง
ingénieurs	วิศวกร
indonésie	อินโดนีเซีย
chaussée	ทางเท้า
urgence	ฉุกเฉิน
urgence	ภาวะฉุกเฉิน
passent	ผ่าน
loisirs	นันทนาการ
loisirs	สันทนาการ
loisirs	leisure
loisirs	สันทนาการ
liquide	ของเหลว
liquide	เหลว
officiels	ทางการ
officiels	official
présidents	ประธานาธิบดี
femelle	หญิง
néerlandaise	ดัตช์
beauté	งาม
indépendants	อิสระ
indépendants	เอกราช
indépendants	independents
achat	ซื้อ
achat	ซื้อ
achat	เลี้ยง
achat	ซื้อ
camps	ค่าย
camps	ค่าย
marques	ยี่ห้อ
marques	แบรนด์
marques	marques
marques	เครื่องหมาย
solutions	โซลูชัน
gaulle	โกล
apparaître	ปรากฏ
apparaître	ปรากฏ
traiter	ปฏิบัติ
traiter	เลี้ยง
graves	จริงจัง
graves	รุนแรง
graves	สาหัส
cuba	คิวบา
attaquer	โจมตี
prévue	วางแผน
seize	sixteen
décoration	ตกแต่ง
fermé	ปิด
développée	พัฒนา
alphabet	อักษร
jordan	จอร์แดน
jordan	jordan
supplémentaire	พิเศษ
supplémentaire	เสริม
schéma	แผนภาพ
campus	วิทยาลัย
campus	วิทยาเขต
campus	มหาวิทยาลัย
pie	พาย
dis	กล่าว
dis	พูด
solide	ทึบ
solide	ของแข็ง
solide	มั่นคง
solide	solid
solide	แข็ง
charges	โหลด
bureaux	สำนักงาน
bureaux	ออฟฟิศ
bureaux	สำนักงาน
bureaux	ออฟฟิศ
atmosphère	บรรยากาศ
réelle	real
réelle	จริง
ajout	เพิ่ม
ajout	เพิ่ม
dave	เดฟ
mourir	ตาย
témoin	พยาน
règlement	ระเบียบ
pirates	แฮกเกอร์
occident	เวสต์
inclut	รวม
évènements	เหตุการณ์
évènements	กิจกรรม
clés	กุญแจ
clés	กุญแจ
clés	คีย์
revues	นิตยสาร
revues	วารสาร
morale	คุณธรรม
morale	จริยธรรม
adultes	ผู้ใหญ่
adultes	ผู้ใหญ่
spectacles	แสดง
ours	หมี
ours	แบก
ours	หมี
wild	wild
wild	ดุดัน
limité	จำกัด
chevaliers	อัศวิน
chevaliers	chevaliers
chevaliers	ไนท์
chevaliers	อัศวิน
bla	ลาบ
normes	มาตรฐาน
récits	นิทาน
récits	นิยาย
pauvres	คนจน
pauvres	ยากจน
nourriture	อาหาร
facteurs	ปัจจัย
balle	ลูกบอล
balle	บอล
balle	ลูกปืน
balle	กระสุน
partenaire	คู่หู
ross	รอส
branches	กิ่ง
branches	สาขา
aragon	aragón
consulter	ปรึกษา
zéro	ศูนย์
biais	อคติ
fra	fra
fra	eng
identique	เดียวกัน
clôture	รั้ว
cheveux	ขน
cheveux	เส้นผม
respecter	เคารพ
respecter	นับถือ
apparemment	เห็นๆ
bbc	bbc
communistes	คอมมิวนิสต์
communistes	คอมมิวนิสต์
lourd	หนักๆ
lourd	หนัก
sérieux	จริงจัง
sérieux	จริงจัง
fermée	ปิด
explosion	ระเบิด
esclaves	ทาส
esclaves	บ่าว
esclaves	ทาส
désir	ปรารถนา
désir	ปรารถนา
désir	ราคะ
désir	ตัณหา
physiques	กายภาพ
culturels	วัฒนธรรม
sec	แห้ง
sec	แล้ง
sec	แห้งๆ
sec	วินาที
sec	sec
divisé	หาร
indice	ดัชนี
indice	เงื่อนงำ
indice	ใบ้
paysans	ชาวนา
complexes	ปม
complexes	complex
noyau	เคอร์เนล
noyau	หลัก
noyau	แกน
flux	ลำธาร
flux	ไหล
flux	กระแส
sportifs	นักกีฬา
forts	เข้ม
forts	strong
forts	แรง
forts	แข็งแกร่ง
forts	ปราการ
familiale	ตระกูล
familiale	ครอบครัว
familiale	family
motifs	บริเวณ
lisbonne	ลิสบอน
lisbonne	lisbon
fleur	blossom
fleur	ดอกไม้
fleur	flower
dizaines	โหล
séance	เซสชั่น
séance	เซสชัน
turc	ตุรกี
charentes	charentes
tirer	ยิง
tirer	ถ่าย
tirer	ดึง
