है	האי
विद्यार्थी	תלמידים
विद्यार्थी	סטודנט
विद्यार्थी	תלמידה
विद्यार्थी	תלמיד
विद्यार्थी	סטודנטית
पेय	משקה
पेय	משקאות
पेय	שתייה
पेय	משקה
पेय	שתה
पेय	משקאות
पेय	שתייה
पेय	משקאות
पेय	שתיה
अनुक्रम	הסדר
अनुक्रम	הזמנה
अनुक्रम	סדר
अनुक्रम	פקודה
अनुक्रम	סדרה
अनुक्रम	רצף
पत्रकारिता	עיתונות
पत्रकारिता	עיתונאות
सूचीबद्ध	רשום
सूचीबद्ध	רשומה
माध्यमिक	משנית
माध्यमिक	משני
गौतम	גאוטמה
तार	תיל
तार	חוט
तार	כבל
तार	קווית
तार	חוטים
तार	מיתרים
तार	מחרוזת
पृथक	מובהק
पृथक	מבודד
पृथक	מבודדים
पृथक	מבודדת
पृथक	נפרד
पृथक	בנפרד
पृथक	נפרדים
ओम	אוהם
अचानक	לפתע
अचानक	פתאום
अचानक	פתאומי
अचानक	פתאומיות
अचानक	פתאומית
डर	פחד
डर	הפחד
डर	חשש
डर	מפחד
डर	פוחדת
डर	מפחדת
डर	חוששת
करियर	קריירה
करियर	הקריירה
करियर	קריירה
करियर	קריירות
शुक्र	ונוס
शुक्र	נוגה
जानवर	בהמה
जानवर	חיה
जानवर	ביסט
जानवर	חיות
जानवर	בהמות
जानवर	בהמה
जानवर	חיה
आना	אנה
चेहरे	פרצופים
चेहरे	פנים
चेहरे	פניה
चेहरे	פרצוף
चेहरे	פנים
चेहरे	פייס
अंग्रेज	אנגלי
अंग्रेज	אנגלית
चिन्ह	סמלים
चरम	קיצוניות
चरम	קיצוני
चरम	אקסטרים
चरम	קיצונית
केन्द्रित	ממוקדת
केन्द्रित	ממוקד
केन्द्रित	מרוכז
केन्द्रित	התמקד
निर्यात	יצוא
निर्यात	היצוא
निर्यात	ייצוא
निर्यात	ייצא
निर्यात	יצוא
स्मिथ	סמית
गाड़ी	הרכב
गाड़ी	מכונית
गाड़ी	רכב
उड़ीसा	אוריסה
हिंसा	אלימות
भर्ती	גיוס
भर्ती	מגייסת
भर्ती	מגייס
भर्ती	גיוס
भर्ती	גייס
भर्ती	לגייס
भर्ती	לשכור
स्तंभ	הטור
स्तंभ	טור
स्तंभ	טורים
स्तंभ	עמודים
स्तंभ	עמודות
कार्यकाल	שעות
कार्यकाल	קביעות
नहर	התעלה
नहर	תעלת
ताल	פעימה
आजादी	חופש
आजादी	החופש
आजादी	חירות
बोध	התפיסה
बोध	תפיסה
मलेशिया	מלזיה
अंडे	ביצים
अंडे	אגס
जीवनी	ביוגרפיה
जीवनी	הביוגרפיה
मजबूर	כפייה
मजबूर	הכריח
मजबूर	כפה
मजबूर	מאולץ
अधिग्रहण	רכישה
गुफा	מערה
साहब	אדוני
महाकाव्य	אפיק
महाकाव्य	אפי
परिणामों	תוצאות
परिणामों	התוצאות
प्लास्टिक	פלסטיק
प्लास्टिक	ניילון
प्लास्टिक	פלסטיק
प्रकरण	פרק
प्रकरण	הפרק
मानकों	סטנדרטים
मानकों	התקנים
ब्रह्मा	ברהמן
ब्रह्मा	ברהמה
वयस्क	בוגרת
वयस्क	בוגר
वयस्क	מבוגר
वयस्क	בוגר
वयस्क	בוגרת
ब्लॉक	חסימות
ब्लॉक	רחובות
ब्लॉक	בלוקים
ब्लॉक	חסימה
ब्लॉक	בלוק
ब्लॉक	חסום
ब्लॉक	לחסום
समुदायों	קהילות
प्लेट	צלחת
मुसलमान	המוסלמי
मुसलमान	מוסלמים
मुसलमान	מוסלמית
मुसलमान	מוסלמי
मुसलमान	מוסלמים
सम्पादन	עריכה
संगठित	מאורגן
संगठित	מאורגנת
संगठित	מאורגן
संगठित	מסודרת
संगठित	מאורגנת
संगठित	מאורגנים
भव्य	מרהיב
भव्य	מפואר
प्रचलन	ווג
समन्वय	לרבנות
समन्वय	תיאום
स्वीकृति	קבלה
स्वीकृति	השלמה
स्वीकृति	לאשר
स्वीकृति	אשרי
पटेल	פאטל
पीने	שותה
पीने	שותים
पीने	שתייה
पीने	שתיה
असली	ריאל
असली	אמיתי
असली	אמיתית
असली	אמיתיים
असली	אמיתיות
असली	מקוריות
असली	מקוריים
असली	מקורית
असली	מקורי
असली	המקורי
पैसे	כסף
उद्यम	יזמות
उद्यम	אנטרפרייז
शुष्क	יבשים
शुष्क	יבש
शुष्क	יבשה
शुष्क	חסון
मेट्रो	מטרו
गर्मियों	סאמר
गर्मियों	קיץ
गर्मियों	הקיץ
प्रकाशक	מפרסם
स्वीडन	שוודיה
स्वीडन	שבדיה
गाय	פרה
गाय	פרת
प्रशांत	פסיפיק
प्रशांत	השקט
खाली	ריקה
खाली	ריק
खाली	בלאנק
वर्तनी	איות
वर्तनी	כתיב
वर्तनी	בלחש
वर्तनी	לחש
वर्तनी	כישוף
वर्तनी	הכישוף
किसानों	איכרים
किसानों	חקלאים
किसानों	חוואים
प्रतिष्ठा	יוקרה
प्रतिष्ठा	מוניטין
हार्ट	הארט
मुद्दे	נושאים
मुद्दे	סוגיות
मुद्दे	בעיות
चाय	תה
छत	תקרה
छत	התקרה
छत	תקרת
छत	גג
छत	מרפסת
छत	טרסה
छत	גג
अनुमानित	מוערך
अनुमानित	משוער
होली	הולי
गिरफ्तार	מעצר
गिरफ्तार	נעצרו
गिरफ्तार	נעצרה
गिरफ्तार	נעצר
मारा	מארה
माइक्रोसॉफ्ट	מיקרוסופט
आवाज़	vol
आवाज़	נפח
आवाज़	כרך
आवाज़	קולי
आवाज़	הקול
आवाज़	קול
चाल	טריק
चाल	תכסיס
चाल	תעלול
चाल	תחבולה
चाल	זוז
चाल	מהלך
चाल	תנועות
चाल	מהלכים
गीता	גיטה
कोलंबिया	קולומביה
कोलंबिया	קולומביה
देशी	יליד
देशी	ילידים
प्रायद्वीप	פנינסולה
मौखिक	אוראלי
मौखिक	מילולית
मौखिक	מילולי
रथ	מרכבה
चलाया	להורג
गर्भ	רחם
रहें	תשאר
रहें	תישאר
रहें	הישאר
ध्रुव	קוטב
ध्रुव	מוט
विनिमय	החלפה
भोपाल	בופאל
बहस	דיון
बहस	ויכוח
बहस	עימות
कथित	לכאורה
कथित	כביכול
ड्राइव	דרייב
ड्राइव	נסיעה
ड्राइव	כונן
कोर	מקהלה
कोर	ליבה
कोर	ליבת
कोर	הליבה
नियुक्ति	פגישה
नियुक्ति	מינוי
नियुक्ति	פגישות
नियुक्ति	תורים
नियुक्ति	תעסוקה
बहती	זורמת
बहती	זורם
बहती	זורמת
बहती	זורמים
बहती	זורם
विटामिन	ויטמין
विटामिन	ויטמינים
विटामिन	ויטמין
खून	דם
उपयोगकर्ताओं	משתמשים
एड्स	איידס
बाग	הגינה
बाग	גן
बाग	הגן
बाग	גינה
बर्मा	בורמה
डच	הולנדית
डच	הולנדי
डच	ההולנדי
चौथी	רביעי
चौथी	רביעית
चौथी	fourth
चौथी	הרביעית
चौथी	הרביעי
वंशज	צאצא
गठबंधन	הברית
गठबंधन	ברית
उम्मीदवार	מועמדות
उम्मीदवार	מועמדים
उम्मीदवार	המועמד
उम्मीदवार	מועמדת
उम्मीदवार	מועמד
प्रभावों	אימפרסיוניזם
बिलकुल	לגמרי
बिलकुल	לחלוטין
बिलकुल	בהחלט
ग्रहों	פלנטה
ग्रहों	פלאנט
ग्रहों	כוכבים
रूपांतरण	המרות
रूपांतरण	המרה
भ्रष्टाचार	שחיתות
मैसूर	מייסור
सलाहकार	ייעוץ
सलाहकार	יועץ
सलाहकार	יועצת
जनजाति	שבט
जनजाति	השבט
पठार	סף
पठार	מפתן
पठार	הסף
सीता	סיטה
चलचित्र	סרט
चलचित्र	קולנוע
नोकिया	נוקיה
बहुमत	רוב
बहुमत	הרוב
चमक	לזרוח
चमक	זוהרים
चमक	זורח
चमक	זוהרת
चमक	זוהר
हिल	היל
हिल	גבעת
हिल	גבעה
नैदानिक	קליני
नैदानिक	קלינית
नैदानिक	אבחון
अद्भुत	מדהים
अद्भुत	מדהימות
अद्भुत	מדהימה
अद्भुत	מדהימים
अद्भुत	נפלאים
अद्भुत	נפלא
अद्भुत	לתפארת
अद्भुत	נפלאה
एकत्रित	אסף
एकत्रित	נאסף
एकत्रित	לאסוף
इकाइयों	יחידות
तोड़	סמאש
तोड़	לרסק
तोड़	מרסק
शाखाओं	ענפים
शाखाओं	סניפים
शाखाओं	ענפי
दशकों	עשורים
खतरे	איומי
खतरे	איום
खतरे	איומים
खतरे	סכנה
टूर	סיור
हमारा	שלנו
पाल	פאול
पाल	פול
पाल	מפרש
पाल	להפליג
पाल	פאל
निर्दिष्ट	שצוין
निर्दिष्ट	צוין
जोड़े	זוגי
जोड़े	זוגות
निर्माताओं	יצרני
बजट	התקציב
बजट	תקציב
मौका	הזדמנות
मौका	סיכוי
समर्थक	תומכים
समर्थक	תומכי
समर्थक	תומך
पॉप	פופ
खबर	חדשות
खबर	בשורות
मासिक	חודשי
मासिक	חודשיים
मासिक	חודשית
कणों	חלקיקים
कणों	חלקיק
प्रबल	דומיננטי
आलोचकों	מבקרים
तकनीकों	טכניקות
विभक्त	מחולק
विभक्त	מחולקת
उत्तराधिकारी	יורש
उत्तराधिकारी	צאצא
जीवाणु	חיידקים
जीवाणु	חיידק
हाँ	כן
हाँ	כן
प्राण	פראנה
प्राण	פראן
शिकागो	שיקגו
विकी	ויקי
इंग्लैण्ड	באנגליה
इंग्लैण्ड	אנגליה
गुरू	גורו
दौड़	ריצות
दौड़	מרוץ
दौड़	גזע
दौड़	מירוץ
दौड़	הגזע
दौड़	גזעים
दौड़	מירוצים
दौड़	מרוץ
दौड़	מירוץ
दौड़	מירוצים
जातीय	אתני
छाया	צללים
छाया	הצללים
छाया	הצללה
छाया	הצל
छाया	שאדו
छाया	צל
छाया	צל
मैरी	מרי
मैरी	מארי
तैयारी	הכנות
तैयारी	ההכנה
तैयारी	הכנה
तैयारी	מתכוננת
तैयारी	מתכוננים
तैयारी	מתכונן
तैयारी	מכין
तैयारी	הכן
शासनकाल	שלטונו
फाउंडेशन	הקרן
फाउंडेशन	קרן
विक्टोरिया	ויקטוריה
कार्यकर्ता	פועל
कार्यकर्ता	עובד
सिंचाई	השקיה
सिंचाई	שטיפה
पहलू	צד
पहलू	צדדים
पहलू	היבט
रोजगार	תעסוקה
पब्लिक	ציבורית
पब्लिक	ציבורי
पब्लिक	ציבור
पब्लिक	הציבור
कान	אוזן
कान	האוזן
कान	אזניים
कान	אוזניים
कान	האוזניים
बनवाया	בנויה
बनवाया	נבנתה
बनवाया	נבנה
बनवाया	בנה
बनवाया	בנוי
महर्षि	מהרישי
परिवारों	משפחות
फैल	התפשטות
फैल	התפשט
फैल	להפיץ
मेले	הוגן
मेले	הוגנת
मेले	יריד
शांत	מפוכח
शांत	פיכח
शांत	רגועה
शांत	רוגע
शांत	רגוע
शांत	שקטה
शांत	שקט
उद्घाटन	פתיחות
उद्घाटन	ההשבעה
सौंदर्य	היופי
चीज़	גבינה
प्रोग्रामिंग	תכנות
प्रिय	יקירי
प्रिय	יקירה
प्रिय	יקרים
प्रिय	היקר
प्रिय	יקירתי
प्रिय	יקר
रेड	הפשיטה
रेड	פשיטת
रेड	פשיטה
रेड	רד
रेड	אדום
रेड	אדומים
रेड	אדומה
स्व	סלף
स्व	עצמי
सृजन	היצירה
सृजन	הבריאה
सृजन	יצירה
सृजन	יצירתיות
करो	קארו
अनाज	גרגיר
अनाज	תבואה
अनाज	דגן
विलियम्स	ויליאמס
विलियम्स	וויליאמס
परिपथ	מחשבון
यूनियन	האיחוד
यूनियन	איגוד
यूनियन	איחוד
भावनाओं	רגשות
बच	שרד
बच	שרדה
बच	שרדו
बच	באך
उर्जा	אנרגיה
सोसायटी	החברה
छोड़ने	נטישה
यौगिकों	תרכובות
सेनानी	לוחמי
सेनानी	לוחמות
सेनानी	לוחמים
सेनानी	לוחמת
सेनानी	לוחם
रणनीति	אסטרטגיות
रणनीति	אסטרטגיה
लेन	ליין
बुलाया	נקרא
वध	טבח
बाढ़	מבול
बाढ़	שיטפון
बाढ़	להציף
बाढ़	הצפה
शत्रु	האויב
शत्रु	אוייב
शत्रु	אויב
शत्रु	עויין
शत्रु	עוין
शत्रु	עוינות
शत्रु	עוינת
शत्रु	אויבים
शत्रु	אויבי
एक्शन	פעולה
एक्शन	עשייה
एक्शन	אקשן
अनुच्छेद	פסקה
अनुच्छेद	פסקאות
आयात	ייבוא
आयात	יבא
आधा	מחצית
आधा	חצי
धन्यवाद	תודה
बेल	בל
बेल	הגפן
बेल	גפן
बेल	פעמון
बेल	בל
सेंट्रल	סנטרל
सेंट्रल	מרכזית
सेंट्रल	מרכז
सेंट्रल	מרכזי
घातक	קטלנית
घातक	קטלניים
घातक	קטלניות
घातक	קטלני
घातक	ממארת
मास्टर	מאסטר
मास्टर	אדון
मास्टर	מסטר
तस्वीर	התמונה
तस्वीर	תמונה
पहल	היוזמה
पहल	יוזמה
परे	שמעבר
परे	מעבר
वाहनों	רכבים
सच	נכונות
सच	אמת
सच	נכון
सच	האמת
सच	אמת
पाउंड	לירה
पाउंड	פאונד
पाउंड	קילו
पाउंड	קילוגרם
पाउंड	פאונד
इण्डिया	הודו
इण्डिया	אינדיה
प्राधिकरण	רשויות
प्राधिकरण	הרשויות
प्राधिकरण	רשות
प्राधिकरण	סמכות
प्राधिकरण	הרשות
प्राधिकरण	הרשאה
कीट	חרקים
कीट	חרק
गाना	שרים
गाना	שירה
गाना	שר
गाना	שיר
गाना	השיר
धातुओं	מתכות
अतीत	העבר
अतीत	עבר
समाजवादी	הסוציאליסטית
समाजवादी	סוציאליזם
समाजवादी	סוציאליזם
वेतन	המשכורת
वेतन	שכר
वेतन	משכורת
वाणिज्य	מסחר
आखिरी	אחרונה
आखिरी	אחרונות
आखिरी	האחרון
आखिरी	אחרונים
आखिरी	אחרון
धूम्रपान	עישון
धूम्रपान	מעשנת
धूम्रपान	מעשנים
धूम्रपान	מעשן
धूम्रपान	לעשן
ब्याज	ריבית
ब्याज	עניין
ब्याज	אינטרס
घोड़े	סוסים
घोड़े	סוס
माला	המלדיביים
माला	גרלנד
माला	מאלה
लेखा	חשבונאות
तेलुगु	טלוגו
दीवारों	חומות
दीवारों	קירות
दीवारों	גרפיטי
ऊतक	רקמה
ऊतक	רקמות
रात्रि	לילה
बेस	בס
बेस	בסיס
बेस	בס
बेस	באס
फलन	פונקציה
चोटी	פינקל
सतत	עקבית
सतत	עקבי
सतत	עקביות
सतत	מתמשך
सतत	רציף
ऊष्मा	חימום
ऊष्मा	היט
ऊष्मा	חום
ऊष्मा	חמימות
ऊष्मा	חום
कारों	מכוניות
रेस	מרוץ
रेस	גזע
रेस	מירוץ
रेस	הגזע
तालाब	אגם
तालाब	בריכה
तालाब	פונד
बृहस्पति	צדק
प्रोत्साहन	תמריצים
प्रोत्साहन	תמריץ
प्रोत्साहन	עידוד
टीमों	קבוצות
टीमों	צוותי
टीमों	צוותים
मामला	תיק
मामला	קייס
मामला	מקרה
इंदिरा	אינדירה
निष्क्रिय	אינרטי
निष्क्रिय	לנטרל
निष्क्रिय	מושבת
निष्क्रिय	נכים
निष्क्रिय	מושבתת
निष्क्रिय	נכה
निष्क्रिय	מנוטרל
निष्क्रिय	סרק
निष्क्रिय	בטלה
लौह	איירון
लौह	ברזל
सोनी	סוני
रॉय	רועי
रॉय	רוי
बनावट	מרקמים
बनावट	מרקם
गायन	שרים
गायन	שירה
गायन	שר
गायन	קולי
आवेदन	יישום
आवेदन	אפליקציה
आवेदन	יישומים
सकल	גרוס
सकल	גועל
सकल	דוחה
सकल	מגעיל
सकल	ברוטו
कमाई	מרוויחה
कमाई	להרוויח
कमाई	מרוויח
कमाई	רווחים
विश्वविद्यालयों	אוניברסיטאות
विश्वविद्यालयों	אוניברסיטה
विश्वविद्यालयों	האוניברסיטה
साहिब	שיהאב
उठाने	הרמת
उठाने	מרימה
साउथ	דרום
साउथ	דרומה
साउथ	הדרום
गहन	עמוקים
गहन	עמוקה
गहन	עמוק
बाघ	נמר
बाघ	טייגר
बाघ	טיגריס
टिकट	כרטיסים
टिकट	לכרטיסים
टिकट	כרטיס
राजशाही	המלוכה
पैरों	רגל
पैरों	מטר
पैरों	רגליים
पैरों	רגלי
पैरों	רגלים
पैरों	רגליים
ब्लॉग	בלוג
ब्लॉग	בלוגים
सड़कों	הכבישים
सड़कों	דרכים
सड़कों	כבישים
उद्देश्यों	יזם
उद्देश्यों	יזמות
जाल	רשת
जाल	נטו
मिलान	גפרורים
मिलान	התאמות
मिलान	מילאנו
मिलान	מילאן
मिलान	התאמה
मिलान	תואם
मिलान	תואמים
मिलान	התאמת
मिलान	גפרור
मिलान	התאמה
मिलान	התאמת
प्रावधान	אספקה
सदस्यता	מנוי
सदस्यता	מינוי
रिकार्ड	תקליט
रिकार्ड	שיא
साझा	שיתפו
साझा	שיתף
साझा	משותף
साझा	משותפת
साझा	שיתופים
साझा	מניות
स्वतन्त्रता	עצמאות
अधिकृत	מורשה
अधिकृत	מוסמך
सापेक्ष	יחסי
विफल	נכשל
विफल	נכשלה
संदेह	ספק
संदेह	בספק
संदेह	ספקות
आग्रह	בקשי
आग्रह	הבקשה
आग्रह	בקשה
आग्रह	בקשת
आग्रह	בקש
किरण	קירן
कारोबार	עסק
कारोबार	עסקים
रिंग	צלצל
रिंग	טבעת
ऑपरेशन	מבצע
ऑपरेशन	המבצע
आपसी	הדדית
आपसी	הדדי
पवन	הרוח
पवन	רוח
छूट	הנחה
छूट	הנחות
बाधा	מכשול
अमीर	אמירות
अमीर	אמיר
अमीर	עשיר
अमीर	עשירים
अमीर	עושר
अमीर	עשירה
समतल	דירה
समतल	שטוחה
समतल	במול
समतल	שטוח
समतल	מישור
समतल	מטוס
बस्ती	טאון
बस्ती	עיירה
बस्ती	עיר
बस्ती	העיר
कठिनाई	קשיים
कठिनाई	הקושי
कठिनाई	קושי
पुर्तगाली	פורטוגזית
पुर्तगाली	בפורטוגזית
जड़	שורש
जड़	רוט
जड़	שורשי
जड़	שורשים
बौद्धिक	אינטלקטואלי
बौद्धिक	אינטלקטואלית
निकलता	צלעות
स्वर्ग	עדן
प्रोटोकॉल	פרוטוקול
प्रोटोकॉल	הפרוטוקול
प्रोटोकॉल	פרוטוקולים
व्यय	הוצאה
व्यय	הוצאות
व्यय	הוצאה
गणतंत्र	רפובליקה
गणतंत्र	הרפובליקה
माया	מאיה
तिब्बती	טיבטי
तिब्बती	טיבט
आत्महत्या	התאבדות
मतभेद	הבדלים
मतभेद	ההבדלים
अतिथि	אורחים
अतिथि	אורחת
अतिथि	אורח
लें	קח
लें	לקחת
शानदार	מבריקה
शानदार	גאוני
शानदार	מבריק
डाक	דואר
प्रतिद्वंद्वी	יריבה
प्रतिद्वंद्वी	יריב
प्रतिद्वंद्वी	היריב
प्रतिद्वंद्वी	יריב
प्रतिद्वंद्वी	היריבים
प्रतिद्वंद्वी	יריבים
मनु	מנו
संयोग	מקריות
कविताओं	שירים
तरंग	אדווה
तरंग	גל
उठाया	גידלה
अंतराल	מרווח
अंतराल	הפגרה
पेटेंट	פטנט
क्रिस	כריס
क्रिस	קריס
क्रिस	קריס
परिचित	מוכרת
परिचित	מוכר
परिचित	מכרים
परिचित	מכר
परिचित	היכרות
इंडोनेशिया	אינדונזיה
विश्वसनीय	אמין
विश्वसनीय	אמינות
विश्वसनीय	אמינה
विश्वसनीय	אמין
विश्वसनीय	אמינה
विश्वसनीय	אמינות
विश्वसनीय	אמינים
विश्वसनीय	מהימן
विश्वसनीय	בטחה
अब्दुल	עבדול
तत्काल	מיד
तत्काल	מיידית
तत्काल	מייד
तत्काल	בדחיפות
तत्काल	מיידי
तत्काल	מיידית
तत्काल	מיידי
तत्काल	בהול
तत्काल	דחוף
तत्काल	דחופה
चित्रकला	צביעה
चित्रकला	ציור
पहलुओं	היבטים
गेट	שער
चैंपियनशिप	אליפות
बाबू	אבא
पैदल	מדרכה
पैदल	דוושת
रहकर	נשארת
रहकर	נשאר
रहकर	נשארים
संतान	צאצאים
संतान	צאצא
जर्नल	יומן
गुप्ता	גופטה
लाखों	מליונים
लाखों	מיליונים
शैक्षणिक	חינוכית
शैक्षणिक	חינוכי
खोला	נפתח
खोला	פתחתי
खोला	נפתחה
भाप	אדים
भाप	קיטור
बेस्ट	best
गलती	שגיאה
गलती	שגיאת
गलती	טעות
भ्रूण	העובר
भ्रूण	עובר
भंग	להמיס
चेक	המחאה
ब्राजील	ברזיל
राग	לחן
राग	מלודי
राग	מנגינה
ख्याति	תהילה
पंजीकृत	רשום
पंजीकृत	רשומה
सिंध	סינד
वैध	תקף
वैध	בתוקף
वैध	תקפה
वैध	תוקף
टॉम	טום
टॉम	תום
संकल्प	החלטות
जूनियर	זוטר
चुम्बकीय	מגנטיים
चुम्बकीय	מגנטי
चुम्बकीय	מגנטיות
बादशाह	המלך
बादशाह	קינג
बादशाह	מלך
रचनात्मक	יצירתית
रचनात्मक	יצירתי
रचनात्मक	יצירתיות
रचनात्मक	קריאייטיב
मुखपृष्ठ	הביתה
मुखपृष्ठ	הום
मुखपृष्ठ	בבית
मुखपृष्ठ	הבית
मुखपृष्ठ	בית
मुखपृष्ठ	home
ट्रस्ट	לבטוח
ट्रस्ट	אמון
प्रस्तुति	הצגה
प्रस्तुति	מצגת
प्रस्तुति	המצגת
उपर	טופ
उपर	עליון
धरोहर	מורשת
भूल	השכחה
भूल	שכחה
अद्वितीय	ייחודיים
अद्वितीय	ייחודיות
अद्वितीय	ייחודית
अद्वितीय	ייחודי
सरकारों	ממשלות
खतरनाक	מסוכנים
खतरनाक	מסוכנת
खतरनाक	מסוכן
त्यौहार	הפסטיבל
त्यौहार	פסטיבל
त्यौहार	פסטיבלים
त्यौहार	חגיגית
त्यौहार	חגיגי
परिमाण	פרמטרים
संक्रमित	נגועה
संक्रमित	נגועים
संक्रमित	נגוע
देखना	צפיה
देखना	צפייה
देखना	שעון
देखना	צפו
देखना	צפה
देखना	לצפות
ख़ास	ספיישל
ख़ास	מיוחדת
ख़ास	מיוחדים
ख़ास	מיוחדות
ख़ास	מיוחד
माँग	דרישה
माँग	ביקוש
माँग	דורש
स्पेनिश	ספרדי
स्पेनिश	ספרדית
महारानी	מלכה
महारानी	המלכה
जिम्मेदारी	אחריות
रंगमंच	תיאטרון
भारतीयों	אינדיאנים
भारतीयों	הודים
भारतीयों	האינדיאנים
त्रुटि	שגיאות
त्रुटि	שגיאה
त्रुटि	שגיאת
ऊँची	גבוה
ऊँची	גבוהה
ज्यामिति	גאומטריה
ज्यामिति	גיאומטריה
आराम	רגועה
आराम	נינוח
आराम	רגוע
आराम	נוחות
आराम	נחמה
आराम	להירגע
आराम	לנוח
आराम	השאר
आराम	מנוחה
आराम	נוחי
आराम	תנוח
रवि	סודאן
रवि	השמש
रवि	שמש
रवि	סון
रवि	סאן
रवि	ראבי
रवि	האיחוד
रवि	איחוד
भाजपा	bjp
तलाश	חפש
बेटा	ביתא
बेटा	בטא
बेटा	בני
बेटा	בן
टुकड़े	פיסות
टुकड़े	חתיכות
टुकड़े	חלקים
क्रिस्टल	גביש
क्रिस्टल	בדולח
क्रिस्टल	קריסטל
चौथा	רביעי
चौथा	רביעית
चौथा	fourth
चौथा	הרביעית
चौथा	הרביעי
प्रसन्न	עליז
प्रसन्न	מרוצה
प्रसन्न	מרוצה
प्रसन्न	מאושר
प्रसन्न	שמחה
प्रसन्न	שמח
प्रसन्न	מאושרת
सार	מופשט
सार	מופשטת
पड़ोसी	שכנה
पड़ोसी	שכן
पड़ोसी	שכנות
पड़ोसी	שכנים
पड़ोसी	השכנים
पड़ोसी	שכנים
पड़ोसी	שכנה
पड़ोसी	שכן
पड़ोसी	השכן
गाया	שרתי
गाया	סאנג
भ्रम	בלבול
भ्रम	האשליה
भ्रम	אשליה
राजनेता	פוליטיקאים
राजनेता	פוליטיקאי
गोल्ड	זהב
गोल्ड	גולד
भिन्नता	ההבדל
भिन्नता	הבדל
रविवार	ראשון
सारणी	השולחן
सारणी	שולחן
सारणी	טבלה
नाभिकीय	גרעין
नाभिकीय	גרעינית
नाभिकीय	גרעיני
अपवाद	חריגות
अपवाद	חריגה
लिखना	כתיבה
लिखना	כותבת
लिखना	כותב
लिखना	הקלדה
लिखना	להקליד
लिखना	מקליד
पाप	חטא
पाप	החטא
गले	מחבקת
गले	חיבוק
गले	חיבוקים
सिद्धार्थ	סידהרתא
जनक	הורה
स्वचालित	אוטומטי
स्वचालित	אוטו
स्वचालित	אוטומטיים
स्वचालित	אוטומטי
स्वचालित	אוטומט
स्वचालित	אוטומטית
खेत	חוות
खेत	חווה
सेमी	חצי
अपील	ערעור
अपील	הערעור
दर्शक	מציג
दर्शक	צופה
दर्शक	הצופה
दर्शक	קהל
दर्शक	הקהל
दर्शक	משקיף
दर्शक	הצופים
दर्शक	צופים
इनपुट	קלט
इनपुट	הקלט
सैकड़ों	מאות
क्लास	רמה
क्लास	כיתה
क्लास	מעמד
लीला	ליילה
कलात्मक	אומנותי
कलात्मक	אמנותי
कलात्मक	אמנותית
मंगोल	מונגולים
मंगोल	מונגוליה
शुभ	טובה
शुभ	טוב
शुभ	יופי
स्वीकृत	התקבלה
स्वीकृत	התקבל
स्वीकृत	קיבל
स्वीकृत	שהתקבלו
स्वीकृत	מקובלת
स्वीकृत	מקובל
स्वीकृत	מקבל
स्वीकृत	מאושר
स्वीकृत	אושר
स्वीकृत	אושרו
स्वीकृत	אושרה
बैटरी	מצבר
बैटरी	סוללה
बैटरी	סוללות
बैटरी	בטריות
कहानियाँ	סיפורים
पुष्प	פרחים
पुष्प	פרח
सुविधाएं	מתקנים
सुविधाएं	מתקני
अक्षांश	רוחב
मियामी	מיאמי
सम्पर्क	מגע
सम्पर्क	קשר
सम्पर्क	קשרים
दृश्यों	סצנות
दृश्यों	סצינות
कार्यवाही	הליכים
कार्यवाही	ההליכים
आतंकवाद	טרור
परिस्थिति	סיטואציה
परिस्थिति	מצב
परिस्थिति	נסיבות
लोकतंत्र	דמוקרטיה
लोकतंत्र	הדמוקרטיה
उपलब्धि	הישגים
उपलब्धि	הישג
कुश्ती	היאבקות
क्लिक	לחיצות
क्लिक	קליקים
क्लिक	לחצי
क्लिक	לחיצה
क्लिक	קליק
क्लिक	לחץ
लेबल	תוויות
लेबल	תווית
लेबल	התווית
फैशन	אופנה
फैशन	fashion
फैशन	פאשן
फैशन	האופנה
पैलेस	הארמון
पैलेस	ארמון
नीला	כחולה
नीला	בלו
नीला	כחול
पोर्ट	נמל
पोर्ट	פורט
पोर्ट	נמלים
विधेयक	ביל
विधेयक	שביל
बलों	כוחות
बलों	הכוחות
स्टील	פלדה
स्टील	סטיל
रोशन	רושאן
यूनान	יוון
थोड़े	במעט
थोड़े	מעט
थोड़े	במקצת
ऑस्टिन	אוסטין
एकड़	דונם
एकड़	אקר
एकड़	עכו
एकड़	אקר
सेकंड	שניות
सेकंड	שניה
सेकंड	שנייה
सेकंड	שני
सेकंड	שנית
अवयव	הרכיב
अवयव	רכיב
अवयव	מרכיב
अवयव	יסוד
अवयव	אלמנט
आलेख	כתבה
आलेख	המאמר
आलेख	מאמר
आलेख	מאמרים
आलेख	גרף
दिव्य	אלוהית
दिव्य	אלוהי
दिव्य	אלהי
दिव्य	האלוהי
फ्लोरिडा	פלורידה
साक्ष्य	ראיות
साक्ष्य	ראיה
साक्ष्य	ראייה
कहाँ	לאן
कहाँ	איפה
कहाँ	היכן
आवरण	מעטפת
आवरण	מעטפה
आवरण	כיסוי
आवरण	כסה
आवरण	חיפוי
आवरण	מכסה
आवरण	לכסות
निकला	נגזר
आंकड़े	סטטיסטיקה
आंकड़े	הסטטיסטיקה
आंकड़े	סטטיסטיקה
आंकड़े	דמויות
उपदेश	מטיף
