čtvrtí	naseljima
plavidel	plovila
deutscher	deutscher
koloniální	kolonijalne
koloniální	kolonijalnog
muhammad	muhammed
hop	hop
ovce	ovca
ovce	ovce
superpohár	supercup
konfederace	konfederaciju
konfederace	konfederacija
účetní	računovodstvo
účetní	računovođa
náboženský	vjerski
náboženský	vjersko
náboženský	vjerskim
náboženský	vjerska
náboženský	vjerskih
náboženský	vjerske
hluboký	duboka
hluboký	duboke
hluboký	duboko
hluboký	dubok
hluboký	deep
synovec	nećak
pokusů	pokušaji
pokusů	pokušaja
pokusů	pokušaje
pokusů	pokušajima
marketing	marketing
hymna	himna
hymna	himne
rozšířená	proširili
rozšířená	proširena
potrubí	naftovod
potrubí	gasovoda
potrubí	cevi
potrubí	cijev
potrubí	vodovod
zatčení	hapšenje
zatčení	hapšenja
nutná	neophodni
nutná	neophodno
nutná	neophodna
nutná	neophodan
nutná	neophodnih
nutná	neophodnu
položek	predmeta
položek	predmete
položek	stavke
položek	predmeti
zpětně	retroaktivno
frederick	fridrik
frederick	frederick
frederick	frederik
odborníci	profesionalci
odborníci	profesionalaca
odborníci	stručnjaci
odborníci	specijalisti
portugalské	portugalski
stanovena	ustanovljen
stanovena	uspostavljena
stanovena	ustanovljene
stanovena	ustanovljena
stanovena	fiksni
gov	gov
panorama	panorama
panorama	skyline
kancléř	kancelara
kancléř	kancelar
kancléř	kancelarka
alpha	alpha
alpha	alfa
mercury	merkur
jet	jet
arménie	armenije
mozek	mozak
mozek	mozak
zločin	kriminal
převod	transfer
převod	prijenos
kanálů	kanali
kanálů	kanala
kanálů	kanale
ničení	uništavanje
ničení	uništenja
ničení	uništenje
zveřejnil	postavljenim
návštěvníky	posjetioci
dosáhli	postigli
dosáhli	postignutim
balet	balet
porýní	rajna
porýní	porajnje
systematicky	sistematski
systematicky	sistematskog
systematicky	sistematsko
unit	jedinica
virginia	virginia
bomby	bombe
předchůdci	prethodnika
chicagu	chicago
hdp	bdp
mořských	morskih
mořských	morski
mořských	marine
normálně	obično
rfc	rfc
pozemek	land
pozemek	kopnena
pozemek	zemlja
zúčastnit	prisustvovati
zúčastnit	prisustvuju
kazatel	sveštenik
kongo	kongo
připraven	spremno
připraven	spreman
připraven	spremni
ostré	oštrim
ostré	oštre
ostré	oštru
ostré	oštrog
adrian	adrian
zeměpisné	geografske
zeměpisné	geografska
zeměpisné	geografski
drak	zmaj
drak	dragon
dosah	domet
dosah	dometa
dosah	dostići
překvapivě	iznenađujuće
chemický	hemijska
chemický	hemikalija
chemický	hemijsko
chemický	hemijski
melzer	melzer
astronomie	astronomija
přirozený	prirodno
allmusic	allmusic
cokoliv	god
cokoliv	išta
citroën	citroën
uhlíku	ugljik
lyon	lyon
dělník	workman
dělník	radnik
potkal	upoznao
ramena	ramena
zvuky	zvuči
zvuky	zvukova
zvuky	sounds
alexandre	alexandre
bibli	biblija
reed	trska
reed	reed
požadoval	zahtijevao
palestině	palestinu
palestině	palestina
výpočetní	računarstvo
kvitová	kvitová
marshall	maršal
prezidentských	predsjednički
bankovní	bankarstvo
bankovní	bankarske
bankovní	banka
buňka	ćelija
gama	gama
gama	gamma
jevgenij	yevgeny
proteinů	proteine
proteinů	proteinima
proteinů	proteini
duši	duša
zveřejnění	objavljivanja
zveřejnění	objavljivanje
zveřejnění	izdavačka
zveřejnění	izdavačke
zveřejnění	izdavačkom
pat	pat
pat	pat
írán	iran
jar	jar
hitlera	hitler
držet	hold
držet	održati
držet	drže
porazit	pobijedio
porazit	pobedi
porazit	poraz
porazit	poraza
ukázky	demonstracija
ukázky	demonstracije
ukázky	demonstracijama
ukázky	uzorci
porucha	poremećaj
emma	ema
emma	emma
schválen	odobrena
schválen	odobrio
schválen	odobreni
schválen	odobren
schválen	approved
léky	medicina
léky	droga
léky	lijekova
léky	lijekovi
léky	lijekovima
léky	lijekove
ledové	ledeni
ledové	ledenih
krajinu	pejzaž
pohřební	sahrane
drobná	petite
metr	metar
metr	metra
tón	ton
slavík	nightingale
basketbal	košarka
smrk	smrča
zima	hladno
zima	zima
nicole	nicole
frankfurtu	frankfurt
hnědý	brown
nepochybně	nesumnjivo
sporné	upitna
sporné	osporio
extrémní	ekstremni
extrémní	krajnjem
extrémní	ekstremne
extrémní	ekstremnim
vyvinutý	razvijao
vyvinutý	razvijene
vyvinutý	razvio
vyvinutý	razvio
vyvinutý	evoluirala
vyvinutý	evoluirao
vyvinutý	evoluirali
vyvinutý	razvijen
éra	eru
éra	ere
éra	era
signály	signali
signály	signale
holý	bare
středa	srijeda
ideologie	ideologije
ideologie	ideologije
école	école
odhad	procjena
odhad	procjenjuje
pacienta	pacijent
irské	irski
prázdná	prazan
prázdná	prazna
vystupovat	izvode
osa	osi
dvojí	dvostruku
dvojí	dvostruka
převodovka	prenos
chybějící	nestala
chybějící	nestale
chybějící	missing
chybějící	nestao
chybějící	nestali
chybějící	nedostaje
pohřebiště	groblje
schneider	schneider
habsburské	habsburška
habsburské	habsburg
paolo	paolo
strop	plafonu
zemře	umire
zemře	umre
údržbu	održavanje
plnit	ispuniti
portugalská	portugalski
rozcestí	raskrsnice
rozcestí	raskrsnica
výdělek	profit
výdělek	dobit
výdělek	prihodi
výdělek	zarada
granollers	granollers
porozumění	shvatanje
porozumění	razumijevanje
biblické	biblijsku
nabídka	tender
nabídka	nastojanje
nabídka	ponuda
nadpis	headline
nadpis	titula
bosna	bosna
leon	lion
leon	leon
nasazený	startuje
hole	klubovi
hole	klubova
klarinet	klarinet
heinz	heinz
vlčí	wolf
vlčí	vuk
vlčí	vuka
patent	patent
absence	odsutan
absence	odsustva
absence	odsustvo
absence	odsustvu
koupila	kupio
opus	opus
komunisté	komunisti
komunisté	komunista
řádně	pravilno
proveden	pogubljen
army	vojska
army	armija
mag	mag
počítat	računaju
počítat	grof
počítat	broji
počítat	broji
benz	benz
biologické	biološke
biologické	biološku
biologické	biološki
biologické	biološka
kapacity	kapacitete
kapacity	kapacitet
kapacity	kapaciteti
děla	top
poklad	blago
upravuje	regulira
regiony	regije
povstalci	pobunjenicima
povstalci	pobunjenici
povstalci	pobunjenika
křesťané	hrišćani
slonoviny	slonovače
vyvinut	razvijao
vyvinut	razvijene
vyvinut	razvio
výuka	učenje
výuka	tutorial
fed	fed
miguel	miguel
vyrovnání	naselje
pistole	pistols
pistole	pištolj
pistole	pištolj
vzácný	rijetki
vzácný	rijetko
postupů	procedura
postupů	procedure
sung	sung
kings	kraljevi
empire	carstvo
know	zna
know	znaju
know	know
investice	investiranje
investice	ulaganjima
investice	ulaganja
investice	investicija
investice	investicije
investice	investicija
flash	flash
bližší	bliže
bližší	bliža
collins	collins
navštívit	posjetu
navštívit	posjeta
norem	normi
norem	normama
norem	standardi
norem	standarde
norem	standarda
soares	soares
dokázat	dokazuju
dokázat	dokaže
dokázat	dokazati
dokázat	dokazali
dokázat	dokazuju
slavnost	festival
pomocný	pomoćna
ronald	ronald
cti	počast
cti	čast
cti	časti
cti	čast
hlasuje	glasove
hlasuje	glasova
hlasuje	glasa
hlasuje	glasovima
soundtrack	soundtrack
potřeboval	potrebni
potřeboval	potrebno
potřeboval	potrebna
potřeboval	potreban
potřeboval	potrebne
justin	justin
čekal	očekivao
čekal	očekivali
čekal	očekivano
čekal	čekao
poručík	poručnik
chung	chung
ruka	ruka
ruka	šaka
kolekce	kolekcije
kolekce	zbirke
kolekce	zbirka
kolekce	kolekcija
kolekce	collection
federaci	federacija
sólo	solo
vyvolává	povećava
vyvolává	podiže
křídy	krede
jater	jetra
dílčí	djelimična
dílčí	djelimični
kritérií	kriteriji
schváleno	odobrena
schváleno	odobrio
schváleno	odobreni
schváleno	odobren
schváleno	approved
vyřazení	eliminacijska
sie	sie
odstavec	paragraf
tendenci	tendencija
nedávné	nedavne
nedávné	nedavni
nedávné	nedavna
nedávné	nedavnim
sloučenin	jedinjenja
kansas	kansas
povoleno	omogućena
povoleno	omogućio
povoleno	dozvoljena
povoleno	dozvoljena
povoleno	dozvoljeno
povoleno	dozvoljen
povoleno	dozvolio
flora	flora
mitsubishi	mitsubishi
ráj	raj
polák	poljski
polák	pol
esa	esa
nancy	nancy
protein	proteina
nfl	nfl
moravec	moravec
kohout	cock
kohout	pijetao
vily	vile
vily	villas
vily	vila
vily	villa
chemická	hemijska
chemická	hemikalija
chemická	hemijsko
chemická	hemijski
létající	leteći
důsledek	posljedica
účetnictví	računovodstvo
čtenářů	čitaocima
působnost	opseg
mare	mare
sloučit	spoje
sloučit	spajanje
sloučit	spojeni
sloučit	spojena
reforma	reforma
odlišuje	razlikuje
očekává	očekuje
žádoucí	poželjno
proteiny	proteina
proteiny	proteine
proteiny	proteinima
proteiny	proteini
england	engleska
hlášení	izveštaj
hlášení	izvještaj
hlášení	javlja
hlášení	izvještavanje
hlášení	izvještaje
hlášení	izvještajima
hlášení	izveštaji
hlášení	izvještaji
odstraňování	otklanjanje
odstraňování	uklanjanje
paralelní	paralelnost
paralelní	paralelna
paralelní	paralelnih
paralelní	paralelne
paralelní	paralelni
paralelní	paralelno
raketoplán	šatl
přesnost	tačnost
přesnost	preciznost
přesnost	preciznosti
přesnost	tačnost
přesnost	preciznost
kraus	kraus
vertikální	vertikalna
dramaturg	dramaturg
podnět	tužba
podnět	tužbi
podnět	tužbe
podnět	stimulans
podnět	podsticaj
podnět	inicijativa
vytvořeno	kreirana
vytvořeno	stvoreno
vytvořeno	stvorena
vytvořeno	stvoren
vytvořeno	stvorio
ball	lopta
popularitu	popularnosti
popularitu	popularnost
dramatické	dramatičnog
dramatické	dramatična
dramatické	dramatičnim
dramatické	dramatičnu
dramatické	dramatičan
příslušný	nadležne
železná	željezo
eleonora	eleonora
zabití	ubistvo
zabití	ubijanje
mont	mont
ilegální	nelegalno
ilegální	ilegalni
ilegální	ilegalno
ilegální	ilegalne
deutschen	deutschen
čistá	čistu
čistá	čistim
čistá	čista
čistá	čist
čistá	čistom
čistá	čisti
čistá	čisto
čistá	čista
řekla	rekli
vydaný	izdat
vydaný	izdana
vydaný	izdale
vydaný	izdata
vydaný	izdali
sta	sta
toky	teče
toky	tokovima
dialog	dijalog
expanze	proširenje
zkoumá	istražuje
istanbulu	istanbul
derby	derbi
příkop	hendeku
příkop	jarak
tržní	tržište
tržní	tržišta
bas	bas
dean	din
campbell	campbell
obnovy	oporavak
obnovy	oporavka
ulrich	ulrich
životnost	vijek
životnost	životne
životnost	životni
radar	radar
alain	alain
pochopil	razumiju
pochopil	shvatili
pochopil	razumije
omylem	slučajno
mapování	mapiranje
expozici	izloženost
expozici	izlaganje
tábory	logori
tábory	logora
tábory	logore
tábory	logorima
mrtvý	mrtva
mrtvý	mrtvi
mrtvý	mrtvo
mrtvý	mrtav
vysílat	emitovanje
vysílat	emitovati
týdnech	sedmica
phoenix	phoenix
dosáhne	dostiže
dosáhne	dostigne
anti	anti
nahrazuje	zamjenjuje
konstantinopole	konstantinopolj
řez	rez
řez	smanjila
řez	rez
vyhnanství	egzil
boulevard	boulevard
boulevard	bulevar
pořádek	naređenje
pořádek	naredbu
pořádek	reda
pořádek	red
cruz	cruz
turci	turci
tepelné	toplotna
tepelné	toplotne
tepelné	toplotno
tanečnice	plesači
tanečnice	dancer
monografie	monografija
porušování	kršenje
prodat	sell
prodat	prodati
prodat	prodaje
prodat	proda
dennis	dennis
palais	kongresna
rumunské	rumunski
respekt	poštovanje
pete	pete
cska	cska
objektivní	cilj
objektivní	objektivan
kometa	kometa
optimální	optimalna
optimální	optimum
různí	različite
různí	različita
různí	razni
různí	razne
různí	raznim
různí	raznih
servery	servere
libanonu	liban
překvapení	iznenađenje
překvapení	iznenađenja
minimum	minimalno
minimum	minimum
minimum	minimalna
galaxií	galaksija
prach	prašine
prach	prašina
prach	prašinu
prach	prah
prach	praha
fotografka	fotografa
blesk	flash
blesk	munja
edgar	edgar
koni	konj
productions	produkcije
productions	produkcija
vývojové	razvojni
vývojové	razvojna
mir	mir
lorenzo	lorenzo
maximum	maksimalna
maximum	maksimalni
maximum	maksimalne
maximum	maksimum
maximum	maksimalno
třináct	trinaest
těžší	teži
těžší	teže
melo	melo
ochoten	voljni
ochoten	voljne
tváře	lica
optické	optički
optické	optičko
úpadek	pad
úpadek	stečaj
vystaven	izložena
vystaven	izloženi
vystaven	izložen
hollywood	hollywood
houston	houston
ovlivněna	uticala
ovlivněna	uticali
ovlivněna	uticao
jakob	jakob
molekulární	molekularni
molekulární	molekularnom
molekulární	molekularne
molekulární	molekulska
molekulární	molekularnu
tvrdě	hard
tvrdě	teško
jámy	jama
gott	gott
vlasů	dlaka
izolace	izolaciju
izolace	izolacija
izolace	izolaciju
izolace	izolacije
kyslík	kisik
riga	rigi
money	novac
colin	colin
colin	kolin
skotské	škotski
sochu	kip
modifikace	modifikacije
indonésie	indonezija
synagogy	sinagoga
synagogy	sinagoga
synagogy	sinagoge
umožnit	omogućili
umožnit	omogući
umožnit	omogućiti
umožnit	dozvoliti
umožnit	omogućile
umožnit	dozvoljavaju
umožnit	dopusti
kriminální	krivično
předávání	prenos
slovinské	slovenački
loďstvo	flota
koupit	kupi
koupit	kupiti
standardy	standardi
standardy	standarde
standardy	standarda
had	zmija
had	zmija
had	zmijsko
eseje	eseje
nemožné	nemoguća
nemožné	nemoguće
domény	domena
domény	domen
infrastruktury	infrastruktura
zřetelně	jasno
šedá	gray
šedá	siva
šedá	sive
šedá	sivi
šedá	siva
glasgow	glasgow
muslimové	muslimani
učitelka	nastavnik
učitelka	učitelj
vzdálená	udaljenim
vzdálená	udaljeni
vzdálená	udaljene
vzdálená	daleki
vzdálená	udaljeni
vzdálená	udaljene
argo	argo
pont	pont
pochopit	razumiju
pochopit	razumije
pochopit	shvati
bonus	bonus
ryba	ribe
rádio	radio
samantha	samantha
jeskyni	pećina
tenor	tenor
eugen	eugen
polskem	poljska
měny	valuta
měny	valute
guillaume	guillaume
indiáni	indijci
indiáni	indijanci
verdasco	verdasco
maxe	max
modernizaci	modernizacije
modernizaci	modernizacija
modernizaci	modernizaciju
synonymum	synonym
geografické	geografske
geografické	geografska
geografické	geografski
melodie	melodija
kostýmy	kostim
auguste	auguste
břišní	abdominalna
dinosaurů	dinosaurusa
police	police
sultán	sultan
fra	fra
gravitační	gravitaciono
gravitační	gravitacija
parker	parker
dinosaura	dinosaurusi
schumacher	schumacher
bezpečí	bezbjednost
bezpečí	bezbjednosti
bezpečí	sigurnost
řízené	uspjeli
řízené	uspjela
řízené	uspio
řízené	kontrolira
řízené	kontrolom
účty	račune
účty	novčanice
účty	bills
účty	računa
toma	toma
elektřiny	elektricitet
brigáda	brigada
vrtulníků	helikoptera
watson	watson
venkovské	ruralni
venkovské	ruralne
otroctví	ropstva
registrace	registracije
registrace	registracija
registrace	registraciju
registrace	registracije
nalezeno	našla
nalezeno	pronađen
nalezeno	pronađena
nalezeno	pronašli
nalezeno	pronašao
nalezeno	utvrdila
becker	becker
trhy	tržišta
novinářka	novinar
návštěvníci	posjetioci
pracovníci	radnici
pracovníci	radnika
rovná	jednako
chorvatska	hrvatska
pravidelný	redovni
pravidelný	redovnog
pravidelný	redovan
pravidelný	redovna
pravidelný	redovnom
pravidelný	redovnim
munice	municija
munice	municiju
munice	municije
munice	municije
munice	municiju
munice	municijom
munice	municije
munice	municiju
komisař	povjerenika
komisař	komesar
komisař	komesar
zábradlí	tračnica
značná	značajne
značná	značajni
značná	značajne
značná	značajnom
značná	značajna
značná	značajan
značná	značajno
značná	značajnu
čtyřicet	forty
čtyřicet	četrdeset
justice	pravda
justice	pravde
justice	pravosuđa
justice	pravosuđe
justice	pravosuđu
podrobnosti	opširnije
podrobnosti	detalje
podrobnosti	detalji
ruda	ruda
ruda	rud
výměnu	razmjenu
výměnu	razmjena
průběžně	kontinuirano
bojovníků	ratnici
bojovníků	boraca
bojovníků	borci
anonymní	anonimno
osmé	osmi
osmé	osmo
čte	glasi
africké	afrički
africké	afričke
africké	afričkih
africké	afrička
dary	darova
dary	donacija
dary	donacije
greg	greg
malajsie	malezija
malajsie	malezijski
snáší	polaže
pacific	pacifik
pacific	pacifika
pacific	pacifički
pacific	pacifiku
kosmická	kosmičke
kosmická	kosmičkim
kosmická	kosmička
kosmická	kosmičkih
odznak	badge
shodné	identičan
shodné	identične
shodné	identični
klienta	klijent
příjezdu	dolazak
kompaktní	compact
úlohy	zadaci
úlohy	uloge
rakovinu	rak
magdalena	magdalena
platformy	platformi
platformy	platforma
platformy	platformi
platformy	platformu
platformy	platforme
dramatický	dramatičnog
dramatický	dramatična
dramatický	dramatičnim
dramatický	dramatičnu
dramatický	dramatičan
vektor	vektor
kritérium	kriterij
molekul	molekula
molekul	molekuli
molekul	molekule
morris	morris
walker	walker
pokoje	sobe
fasáda	fasada
popisující	opisujući
monumentální	monumental
mléko	mlijeko
malíři	slikara
malíři	slikar
otvory	rupe
otvory	rupa
ralph	ralph
oblíbená	popularna
oblíbená	popularan
oblíbená	popularni
oblíbená	favorit
oblíbená	miljenika
oblíbená	omiljeni
oblíbená	miljenik
oblíbená	omiljeno
baptiste	baptiste
kamery	kamere
uznal	priznao
příloha	pripajanje
příloha	aneks
bass	bas
helsinkách	helsinki
jupiter	jupiter
kazachstán	kazahstan
dobývání	osvajanja
dobývání	osvajanje
dobývání	osvajanju
kolegů	kolege
turbo	turbo
pomohla	pomogla
pomohla	pomogao
negativně	negativno
android	android
koření	začina
koření	začin
sůl	so
abstraktní	apstraktna
abstraktní	apstraktni
maxima	maximus
maxima	maksim
krvi	krv
mozart	mozart
laurent	laurent
mini	mini
happy	sretan
happy	sretna
happy	happy
vinci	vinci
christoph	christoph
zaplatit	platiti
zaplatit	plaćaju
zaplatit	plati
zaplatit	plate
sigmund	sigmund
kin	kinima
hunter	lovac
hunter	hunter
hunter	lovca
postupné	postepenu
postupné	postepenom
postupné	postepene
postupné	postepeno
postupné	progresivni
termíny	datira
termíny	datuma
termíny	datumi
termíny	pojmove
termíny	uslovi
jezdce	jahači
tbilisi	tbilisi
putování	putovanje
putování	luta
nacional	nacional
kapitál	kapital
navigační	navigational
navigační	nav
stack	steka
okamžik	trenutak
okamžik	momenat
okamžik	moment
dědeček	djed
dědeček	dedo
dědeček	djed
dědeček	dedo
zločiny	zločini
zločiny	zločine
střechu	krov
střechu	krovu
pen	pen
pen	pero
pen	hemijsku
sodný	natrijum
sodný	natrij
prázdné	prazan
prázdné	prazna
prázdné	prazna
etapy	etapa
etapy	stadijuma
abú	ebu
abú	abu
zavést	uvesti
nepřetržitě	kontinuirano
nepřetržitě	neprekidno
nepřetržitě	stalno
vzdušné	airy
dominika	dominic
dominika	dominika
dominika	dominika
dutiny	šupljina
ponožky	čarape
nahrazení	zamijenivši
nahrazení	zamjena
mechaniky	mehanika
rozsudek	sud
rozsudek	presuda
rozsudek	presudu
rozsudek	sudnji
rozsudek	kaznu
rozsudek	rečenica
rozsudek	kazna
rozsudek	presudom
pokoj	sobu
pokoj	soba
pokoj	sobe
bush	bush
sofia	sofija
rasy	trkama
rasy	rasa
rasy	utrka
rasy	utrke
náhrobek	tombstone
geologické	geološka
nepřítel	neprijatelj
nepřítel	neprijatelj
odmítnutí	odbijanja
odmítnutí	odbijanje
odmítnutí	odbacivanje
odmítnutí	odbijanje
přijímat	primaju
stalin	staljin
babička	nana
babička	baka
trénoval	trenirao
trénoval	trenirao
trénoval	obučenih
trénoval	obučeni
evoluce	evolucija
schopná	sposoban
schopná	sposobni
familia	familia
costa	costa
astronaut	astronaut
účinné	efikasno
účinné	efikasnom
účinné	efikasan
účinné	efikasna
účinné	efikasan
účinné	efikasno
buffalo	buffalo
zachrání	spašava
houba	gljive
houba	gljiva
informatiky	informatika
byty	apartmana
byty	stanova
byty	stanova
zneužití	zloupotreba
zneužití	zlostavljanja
zneužití	zlostavljanje
zneužití	zloupotrebu
kapitol	poglavlja
prachu	prašine
prachu	prašina
prachu	prašinu
havárie	nesreća
havárie	sudar
havárie	pad
havárie	nezgoda
kennedy	kenedi
kennedy	kennedy
paes	paes
miles	miles
miles	milja
miles	km
vlhké	vlažne
vlhké	damp
lès	lès
poslání	misija
křížek	krst
rozměr	dimenzija
rozměr	dimenziju
spojence	saveznici
spojence	saveznike
spojence	saveznica
spojence	saveznik
vězeň	zatvorenik
vězeň	zatvorenik
mléka	mlijeko
lloyd	lloyd
oslo	oslo
cohen	cohen
homer	homer
maxim	maksim
kláštery	manastire
rovné	pravo
rovné	jednaki
rovné	jednakih
rovné	jednake
rovné	jednaka
sekvence	sekvenci
sekvence	niz
prohlížeč	posmatrač
prohlížeč	pregledač
prohlížeč	pregledač
prohlížeč	preglednik
marion	marion
zažil	iskusila
zažil	doživjelo
zažil	doživio
zažil	doživjela
ekonomicky	ekonomski
splnit	ispuniti
propagační	promotivni
binární	binarni
seznamů	liste
utekl	pobjegla
utekl	pobjegao
seminář	radionica
seminář	radionice
seminář	radionici
seminář	radionicu
seminář	seminaru
seminář	seminar
fanoušky	navijači
fanoušky	navijača
požadované	zatražio
požadované	zatražila
požadované	tražio
požadované	potrebnih
oltáři	altar
politici	političari
natrvalo	trajno
iva	iva
uzavřený	zatvorena
uzavřený	zatvoreno
uzavřený	zatvorio
zakládající	osnivački
zakládající	osnivanja
rozchod	raspada
terminál	terminal
vodopád	vodopad
hansen	hansen
ffa	ffa
lockheed	lockheed
jede	jed
čaj	čaj
simpsonovi	simpsons
lovci	lovci
operátor	operatora
operátor	operater
torpédoborec	razarač
životy	živi
životy	živote
železnic	željeznice
železnic	željeznica
připomínky	posmatranja
připomínky	komentari
připomínky	komentarima
námitky	protivljenje
odpovědnosti	nadležnosti
odpovědnosti	odgovornosti
blanka	blanka
nsdap	nsdap
čištění	čišćenje
originál	originalni
originál	originalna
originál	prvobitni
originál	originalne
originál	original
irc	irc
minulost	prošlost
nos	nos
vinice	loza
haute	haute
přispěla	doprinijela
přispěla	doprinijeli
přispěla	doprinio
přispěla	doprinijelo
mírné	blaga
mírné	blagi
mírné	blaži
mírné	blage
mírné	umjerene
závislý	zavisna
strážce	čuvar
strážce	guardian
arcivévoda	nadvojvoda
slavoj	slavoj
past	zamku
konkurence	takmičari
konkurence	takmičenje
přesvědčil	uvjeren
botanické	botanical
nákup	nabavku
nákup	kupovina
nákup	kupovinu
nákup	kupovne
nákup	kupovinom
peklo	pakao
objevení	otkrivanje
honda	honda
napadl	napadnuta
napadl	napali
napadl	napao
personální	personal
bach	bacha
bach	bach
vězni	zarobljenike
vězni	zatvorenici
vězni	zatvorenika
fish	ribe
haly	vijećnica
haly	dvorana
haly	hall
roztok	rješenje
roztok	rješenja
roztok	rešenje
susan	susan
rozum	razum
produkuje	proizvodi
nepřátelské	neprijateljski
nepřátelské	neprijateljskog
cukru	šećer
rotace	rotacija
rotace	rotate
blogu	blog
beat	pobijedio
beat	pobedi
sdílení	dijeljenje
sdílení	podijeli
sdílení	dionica
sdílení	dijeli
předpoklady	pretpostavke
kresba	crtež
propagace	promocije
propagace	promocija
postižení	invalidnost
občanský	civilno
občanský	civilna
číslice	brojke
etiopie	etiopiji
divoká	divljeg
divoká	divlji
divoká	wild
divoká	divlja
sny	sanja
sny	snovi
api	api
api	apis
křižáci	krstaši
zpívala	pjevao
gilbert	gilbert
bristol	bristol
magie	sihr
étienne	étienne
palace	palata
palace	palača
simone	simone
simone	simon
čistý	jasni
čistý	jasnih
čistý	jasno
čistý	jasna
čistý	jasan
čistý	čisti
čistý	čisto
čistý	čista
čistý	čistu
čistý	čistim
čistý	čista
čistý	čist
čistý	čistom
vládci	vladari
keř	bush
keř	žbun
pokračovalo	nastavljena
pokračovalo	nastavila
pokračovalo	nastavljen
pokračovalo	nastavio
nicholas	nicholas
terénní	terenu
sean	sean
nikola	nikola
spuštěn	pokrenula
spuštěn	pokrenut
spuštěn	lansirana
spuštěn	pokrenuta
pákistánu	pakistan
maine	maine
dell	dell
ovzduší	atmosfera
ovzduší	atmosferu
ovzduší	vazduh
craig	craig
boty	shoes
boty	boots
modlitby	molitvi
modlitby	molitve
upravený	mijenjati
upravený	modificirana
upravený	modifikovan
plavidlo	brod
podrobný	detaljan
podrobný	detaljne
veterinární	veterinarski
skvrny	mrlje
puška	puška
dcer	kćerke
dcer	kćerkama
dcer	kćeri
schody	koraka
schody	koraci
schody	stepenica
schody	stepenice
pochybnosti	sumnja
pochybnosti	sumnje
pochybnosti	sumnju
pochybnosti	sumnjaju
pochybnosti	sumnja
pochybnosti	sumnje
salzburg	salzburg
jezdit	prevoz
pec	peć
pec	peć
pec	pec
pec	peć
živý	živa
sezení	sjede
sezení	sjednicu
sezení	sjednici
sezení	sjednica
sezení	sjednica
hladké	glatki
hladké	glatka
hladké	glatke
nastavit	postavku
nastavit	setu
nastavit	set
nastavit	postavio
nastavit	postavljeni
nastavit	podesi
fresky	freske
mluvící	pričao
přistál	sletio
fan	navijač
fan	fan
archeologie	arheologija
archeologie	arheologija
vyráběné	proizvedena
rezidence	boravka
rezidence	stambenih
klasifikaci	klasifikacija
zvyšování	povećava
zvyšování	povećanju
zvyšování	podizanje
