irmandade	veljeskunta
mann	mann
kathy	kathy
alicia	alice
alicia	liisa
alicia	itsensä
won	voitin
won	voitti
won	voittanut
heavy	raskasta
heavy	painava
heavy	raskas
heavy	raskaat
wey	wei
cora	cora
doutora	tohtori
doutora	lääkäri
envioume	lähetetty
envioume	lähetetyt
envioume	lähetti
conquistar	valloittaa
equipos	ryhmät
equipos	joukkueet
procede	tulee
procede	alkaen
procede	from
vise	näin
vise	näki
vise	nää
vise	katso
refírome	ilkeä
refírome	tarkoita
debates	keskusteluissa
debates	keskustelut
debates	keskusteluja
debates	keskusteluissa
debates	keskustelujen
debates	keskustelut
debates	keskusteluja
redes	verkkoja
redes	verkot
redes	verkostot
redes	verkkojen
redes	verkot
investigadores	tutkijoita
investigadores	tutkijoiden
investigadores	tutkijat
utilidade	käyttää
utilidade	käyttö
utilidade	käytä
utilidade	käytettävä
utilidade	hyöty
entretemento	viihdettä
entretemento	viihde
diapositiva	liukua
trampas	ansoja
soben	tuo
soben	että
vense	ovat
vense	ovatko
decatei	tajusi
cometeu	sitoutuneet
cometeu	sitoutunut
cometeu	sidotut
cometeu	sitoutui
cometeu	tehdyt
cometeu	tehty
cometeu	valmistettu
cometeu	made
favoritos	suosikki
favoritos	lempi
favoritos	suosikit
comparten	jakaa
comparten	osuus
comparten	jaa
volvía	takaisin
volvía	selkä
volvía	taaksepäin
musical	musikaali
musical	musiikkia
musical	musiikin
musical	music
musical	musiikki
funcionamento	miten
funcionamento	kuinka
detector	ilmaisin
illado	eristetty
illado	eristyksissä
illado	tuo
illado	että
xuízos	tuomiot
xuízos	tuomioiden
xuízos	oikeudenkäynnit
xuízos	kokeet
causas	aiheuttaa
causas	syyt
causas	syitä
bate	hakkaa
substituír	korvata
substituír	korvataan
substituír	korvaa
substituír	varajäsen
substituír	korvike
substituír	korvaava
substituír	varten
debuxo	piirustus
debuxo	piirros
debuxo	piirtää
rostros	naamat
rostros	ilmeet
rostros	kasvoja
rostros	kasvot
rostros	ilme
rostros	naama
rostros	kasvot
rostros	naamaa
rostros	face
aula	huoneen
aula	huone
aula	luokan
aula	luokka
sentirse	tunne
sentirse	tuntea
sentirse	tuntuu
campá	bell
saíde	hanki
saíde	saada
saíde	saa
saíde	hae
saíde	ulos
corrupción	korruptio
corrupción	lahjontaa
corrupción	korruption
corrupción	korruptiota
elo	tuo
elo	että
preguntarnos	kysyä
preguntarnos	kysy
preguntarnos	pyydä
entrando	into
corvos	varikset
corvos	ravens
prestar	maksaa
prestar	maksa
prestar	palkka
prestar	maksaa
prestar	maksettava
persoais	henkilökohtaisia
persoais	henkilökohtaiset
persoais	henkilökohtainen
persoais	henkilökohtaista
herdanza	kulttuuriperintö
herdanza	perintöä
herdanza	perintö
herdanza	perintö
herdanza	perinnön
defecto	oletus
eléctrica	sähköllä
eléctrica	sähkö
eléctrica	sähköinen
eléctrica	sähköiset
eléctrica	teho
eléctrica	power
eléctrica	voima
eléctrica	voimia
eléctrica	valta
eléctrica	valtaa
prestado	lainaa
prestado	lainata
prestado	lainattu
prestado	lainasi
interiores	sisäinen
traxes	itä
traxes	itäinen
traxes	puku
traxes	mekko
traxes	puvut
traxes	pukuja
limitado	limited
limitado	rajattu
limitado	rajoitettu
limitado	rajallinen
ancián	vanhat
ancián	vanhoja
ancián	vanha
ancián	vanhaa
ancián	mies
ancián	äijä
infección	tulehdus
infección	infektio
infección	infektiot
infección	tartunta
radicais	radikaalit
radicais	radikaaleja
radicais	radikaalia
radicais	radikaali
recente	viimeaikainen
recente	viimeaikaiset
recente	viimeisimmät
recente	äskettäin
italianos	italialaiset
italianos	italiaksi
italianos	italialainen
italianos	italia
italianos	italian
italianos	italialaiset
italianos	italialaisia
xeracións	sukupolvet
xeracións	sukupolvien
barreira	este
barreira	esteen
ouviu	kuultu
ouviu	kuullut
ouviu	kuulin
ouviu	kuuli
ouviu	sinä
ouviu	kuulla
ouviu	kuule
jamie	jamie
ido	mennyt
ido	poissa
arruinar	pilaa
arruinar	pilata
toquei	koskenut
toquei	kosketti
toquei	koske
toquei	koskea
toquei	koskettaa
toquei	kosketus
toquei	kosketa
concertos	konsertteja
pecho	lähellä
pecho	sulje
virus	virukset
virus	virus
virus	viruksen
virus	virusta
pulmóns	keuhkot
extremadamente	äärimmäisen
extremadamente	erittäin
fármacos	huumeet
fármacos	huumeita
fármacos	lääkkeet
microbios	mikrobeja
prácticas	käytännöt
prácticas	käytäntöjä
prácticas	käytännöllistä
prácticas	käytännöllinen
prácticas	käytännön
estudios	studios
axuden	apua
axuden	ohje
hackers	hakkerit
arrecifes	coral
arrecifes	riuttoja
éramos	olivat
éramos	olivatko
ondas	aallot
ondas	aaltoja
acabará	loppu
acabará	loppua
acabará	päättyy
acabará	lopussa
acabará	päättynyt
acabará	will
acabará	tahto
ártico	arktisen
mortas	kuolleet
mortas	kuollut
egoísta	itsekäs
crecín	kasvoi
crecín	kasvanut
crecín	kasvatettu
crecín	kasvatti
crecín	nostettu
crecín	kasvatit
crecín	kasvanut
tratei	yritetty
tratei	yritti
tratei	kokeiltu
tratei	yritin
camiñas	kävellä
camiñas	kävellen
camiñas	kävelyllä
camiñas	kävely
camiñas	kävelee
camiñas	sinä
camiñas	kävellä
camiñas	kävely
entramos	käveli
entramos	kävellyt
claridade	selvästi
claridade	selkeästi
rescate	pelastaa
rescate	pelastus
rescate	pelastaminen
rescate	lunnaita
rescate	lunnaat
racismo	rasismia
racismo	rasismin
racismo	rasismi
esposo	aviomiehen
esposo	aviomies
disposta	halukkaita
disposta	halukas
disposta	valmis
disposta	valmiina
grecia	kreikka
xove	nuori
xove	nuoret
xove	youngin
xove	young
demáis	muut
demáis	toiset
demáis	muita
xenético	geneettistä
xenético	geneettinen
tecidos	kudosten
frecuencia	usein
frecuencia	usein
caeron	pudotti
kilos	kiloa
agradecido	kiitollinen
agradecido	kiitollisia
aburrida	kyllästynyt
aburrida	tylsää
aburrida	tylsää
aburrida	tylsä
tentan	kokeile
tentan	yritä
tentan	ne
tentan	he
tentan	yrittää
tentan	yritän
axencia	toimisto
axencia	kemikaalivirasto
axencia	viraston
axencia	virasto
motel	motelliin
motel	motelli
responsables	vastuullinen
responsables	vastuussa
responsables	vastuuntuntoinen
responsables	velvollisuus
responsables	vastuu
responsables	vastuun
responsables	vastuuta
responsables	varten
responsables	kuka
responsables	ketä
responsables	who
responsables	joka
nobel	nobelin
nobel	nobel
nobel	palkintoa
nobel	palkinto
nobel	palkinnon
bonos	postimerkkejä
sentiu	teki
sentiu	tunne
sentiu	tuntea
sentiu	tuntuu
sentiu	tunsi
sentiu	tuntui
sentiu	huopa
sentiu	tuntenut
sentiu	ne
sentiu	he
falen	puhuu
falen	puhuminen
falen	puhuva
falen	puhetta
memorias	muistot
memorias	muistoja
cultivar	kasva
cultivar	kasvaa
cultivar	kasvata
cultivar	kasvattaa
industriais	teollinen
industriais	tehtaan
industriais	tehtaassa
industriais	tehdas
desigualdade	eriarvoisuutta
desigualdade	epätasa
desigualdade	eriarvoisuus
ameazas	uhkauksia
ameazas	uhat
ameazas	uhkia
ameazas	uhka
belfast	belfast
posesión	hallussapidosta
posesión	hallussa
posesión	hallussapito
poderiades	sinä
poderiades	vois
poderiades	voisi
poderiades	saattaa
poderiades	saattaisi
curva	käyrä
curva	mutka
curva	kaari
curva	käänny
entradas	liput
entradas	lippuja
entradas	lippujen
pasas	sinä
pasas	kuluttaa
pasas	viettää
incriblemente	uskomattoman
cultivo	kulttuuria
cultivo	kulttuuri
tratamentos	hoito
tratamentos	hoitoa
tratamentos	hoidon
tratamentos	käsittely
tratamentos	kohtelu
tratamentos	hoitoja
tratamentos	hoitojen
tratamentos	hoidot
tratamentos	ovat
tratamentos	ovatko
almacéns	liikkeet
almacéns	varastot
almacéns	kaupat
almacéns	osasto
almacéns	säilytä
almacéns	kaupassa
almacéns	kaupan
almacéns	kauppa
meteu	sai
meteu	sain
mecanismo	mekanismi
mecanismo	mekanismia
mecanismo	laite
mecanismo	laitetta
mecanismo	laitteen
taylor	taylor
quinto	viidenneksi
quinto	viides
quinto	helvetti
mandei	lähetetty
mandei	lähetetyt
mandei	lähetti
divino	jumalainen
divino	jumalallinen
xoguetes	lelun
xoguetes	lelu
xoguetes	lelut
xoguetes	leluja
vilas	kaupunkien
vilas	kaupungit
vilas	kylien
vilas	kyliä
viñetas	piirrettyjä
arquivos	kansiot
arquivos	tiedostojen
arquivos	tiedostoja
arquivos	tiedostot
arquivos	arkistojen
arquivos	arkistoja
arquivos	arkisto
arquivos	arkistot
cambiaron	muutettu
cambiaron	muuttunut
cambiaron	muutti
cambiaron	vaihdettu
encargo	tilata
encargo	tilaus
encargo	järjestys
encargo	tilaa
encargo	ottaa
encargo	ota
encargo	otetaan
empece	lakko
empece	ulos
asiáticos	aasian
asiáticos	aasialainen
asiáticos	aasialaiset
factor	tekijä
factor	tekijää
labor	työn
labor	työ
labor	työt
labor	työtä
labor	tehtävän
labor	tehtävä
queimado	poltti
queimado	palanut
queimado	paloi
queimado	poltettu
déronlle	ne
déronlle	he
déronlle	oli
déronlle	oliko
perpetua	life
perpetua	elämää
perpetua	elämän
perpetua	elämä
perpetua	ikuinen
aparencia	katso
aparencia	ulkonäkö
aparencia	ulkonäön
aparencia	ulkoasu
mesas	pöydät
mesas	taulukoissa
mesas	taulukot
abraham	abraham
temer	pelkoa
temer	pelko
temer	pelkää
temer	pelkää
cinto	vyö
cinto	vyön
camiñamos	käveli
camiñamos	kävellyt
camiñamos	kävellä
camiñamos	kävely
lectura	lukema
lectura	käsittelyssä
lectura	lukeminen
lectura	lukemista
lectura	luettu
lectura	lukea
lectura	lue
batallas	taistelut
bendiga	siunaa
bendiga	siunausta
bendiga	siunatkoon
bendiga	sinä
propietaria	omistajan
propietaria	omistaja
bonitos	kaunista
bonitos	kaunotar
bonitos	kaunis
bonitos	kauniit
bonitos	mukavaa
bonitos	hienot
bonitos	hieno
bonitos	kiva
esperade	varten
usaba	käytetyt
usaba	käytetty
usaba	käytettyjä
ida	ida
matamos	tappaa
matamos	tappamista
matamos	tappaminen
matamos	tappo
matamos	tapettu
matamos	tappanut
matamos	tappoi
sentou	istui
sentou	istuin
mates	tapa
mates	tappaa
mates	tappakaa
mates	matematiikka
mates	matematiikkaa
mates	matematiikan
carl	carl
columnas	sarakkeet
furgoneta	van
furgoneta	pakettiauto
numerosos	monet
numerosos	monia
numerosos	monta
numerosos	moni
reforma	uudistaminen
reforma	uudistukset
reforma	uudistus
reforma	uudistuksen
incendio	tuli
incendio	tulipalo
estuda	tutkimus
estuda	tutkimuksen
estuda	opiskelu
estuda	tutkimuksessa
estuda	opiskella
estuda	opiskelee
estuda	opiskelu
estuda	opiskella
decepción	pettymyksen
decepción	pettymystä
decepción	pettymys
reportaxe	kertomus
reportaxe	mietinnön
reportaxe	raportin
reportaxe	raportti
ooh	ooh
móvese	muutto
móvese	liikkeellä
móvese	liikkuvat
móvese	liikkuu
leopardo	leopardi
elvis	elvis
europea	euroopan
mona	mona
ruína	pilaa
ruína	pilata
ruína	hajosi
ruína	rikkoi
ruína	katkesi
ruína	rikki
alzhéimer	alzheimer
oracións	rukoukset
xentes	ihmiset
xentes	ihmisiä
xentes	henkilöt
radiación	säteilyä
radiación	säteilyn
radiación	säteily
marco	maahan
marco	ruutu
marco	kehys
marco	kehykset
marco	marco
viena	wien
viena	wienin
viena	wienissä
rumbo	kurssi
modesto	vaatimaton
modesto	vaatimatonta
vestíbulo	aulaan
vestíbulo	aulassa
vestíbulo	aula
vestíbulo	sali
vestíbulo	halliin
vestíbulo	hall
vestíbulo	halli
burguesa	porvari
ave	lintu
ave	linnun
ave	bird
ave	ave
voa	kärpäset
voa	lentää
voa	kärpäsiä
chegado	mukaan
chegado	mukana
chegado	with
chegado	kanssa
cosmos	kosmos
transición	siirtyminen
transición	siirtymä
usou	käytetyt
usou	käytetty
usou	käytettyjä
actuando	näyttelemistä
caldeiro	vankila
caldeiro	vankilaan
caldeiro	ämpäri
paulo	paulo
atopaba	oli
atopaba	oliko
atopaba	löydä
atopaba	etsi
atopaba	etsiä
atopaba	löytää
bandas	bändiä
delincuencia	rikos
delincuencia	rikokset
delincuencia	rikollisuus
delincuencia	rikoksen
delincuencia	rikollisuuden
capa	viitta
permitirei	will
permitirei	tahto
permitirei	ei
permitirei	voitin
permitirei	voitti
permitirei	voittanut
permitirei	hänen
iii	iii
levareite	ottaa
levareite	ota
levareite	otetaan
levareite	sinä
prométocho	lupaus
prométocho	lupaa
prométocho	luvata
prométocho	sinä
choras	ovat
choras	ovatko
choras	sinä
choras	itku
choras	itkeä
choras	itkee
choras	itken
choras	itkeä
choras	itku
choras	huuto
choras	itke
pagalo	maksa
pagalo	palkka
pagalo	maksaa
pagalo	maksettava
pagalo	varten
peste	vitsaus
peste	rutto
peste	ruttoa
peste	pestin
estrañas	outoa
estrañas	outo
representantes	edustajat
representantes	edustajien
representantes	edustajia
representantes	edustajat
representantes	valtuutetut
envexa	kateus
mel	häämatka
mel	kulta
mel	hunajaa
mel	hunaja
cuartel	toimipaikka
cuartel	pääkonttori
cuartel	päätoimipaikka
cuartel	päämaja
cuartel	parakit
calmo	tyyni
calmo	rauhallinen
afecto	hellyyttä
mineiros	kaivosmiehet
coide	katso
coide	ottaa
coide	ota
coide	otetaan
coide	välitä
culler	lusikka
disparan	tuli
disparan	tulipalo
fianza	takuut
mantas	huopia
entendiches	ymmärrä
entendiches	ymmärtää
entendiches	sai
entendiches	sain
pálida	vaalea
pálida	kalpea
continúe	jatkaa
continúe	jatkakaa
continúe	jatka
continúe	jatkuu
fresca	tuore
fresca	tuoreet
fresca	tuoretta
fresca	siisti
fresca	siistiä
fresca	cool
alice	alice
alice	liisa
volverás	sinä
volverás	uudestaan
volverás	uudelleen
volverás	taas
volverás	jälleen
honrado	kunnia
honrado	kunnioitettu
honrado	rehellistä
honrado	rehellinen
braun	braun
levarei	ottaa
levarei	ota
levarei	otetaan
serpe	käärme
serpe	snake
serpe	käärme
valen	ovat
valen	ovatko
valen	arvoinen
valen	kannattaa
strand	strand
garrett	garrett
víchelo	näin
víchelo	näki
víchelo	hänet
víchelo	sinä
walter	walterin
walter	valtteri
walter	walter
bebo	juoma
bebo	juo
bebo	juoda
dicides	sano
dicides	sinä
paras	sinä
paras	lopeta
abundancia	runsaasti
pelota	pallo
pelota	pallon
pelota	kuula
pelota	tanssiaiset
pagaron	maksetut
pagaron	maksettu
pagaron	maksanut
pagaron	maksoi
chamaches	sinä
chamaches	kutsuttu
chamaches	nimeltään
chamaches	soitti
cheminea	savupiipun
peggy	peggy
criticar	kritisoi
criticar	arvostella
criticar	kritisoida
semellas	sinä
semellas	katso
estragar	pilaa
estragar	pilata
debiches	sinä
debiches	pitäisi
debiches	pitäis
debiches	pitäisikö
debiches	täytyy
patrulla	partio
£	neljännes
£	neljäsosa
£	miljoona
£	miljoonaa
salta	hyppy
salta	hypätä
salta	hyppää
rematará	loppu
rematará	loppua
rematará	päättyy
rematará	lopussa
rematará	päättynyt
rematará	will
rematará	tahto
alabama	alabaman
desexas	sinä
desexas	haluu
milicia	miliisi
morrese	kuolla
morrese	kuole
morrese	kuolin
morrese	kuoli
morrese	kuolivat
norton	norton
serea	sireeni
serea	räjäyttää
serea	puhaltaa
chamando	soittaa
chamando	kutsuu
prepara	sinä
gustouche	teki
gustouche	sinä
gustouche	tykkää
gustouche	kuten
gustouche	kuin
comerciantes	kauppiaat
comerciantes	kauppiaiden
comerciantes	välittäjät
comerciantes	kauppiaat
comerciantes	kauppiaiden
comerciantes	kauppiaita
arrestado	pidätetty
arrestado	pidätettynä
arrestado	pidätettiin
facela	make
facela	tee
facela	tehdä
facela	hänen
varón	mies
varón	uros
varón	poika
probábel	luultavasti
probábel	todennäköisesti
probábel	varmaan
probábel	epätodennäköistä
giuseppe	giuseppe
indio	intian
indio	intialainen
indio	intiaani
indio	intialaista
liras	liiraa
berce	kehto
traficante	kauppias
traficante	välittäjä
benditos	siunattu
benditos	miten
benditos	kuinka
benditos	ovat
benditos	ovatko
boden	boden
estuardo	stuart
reféns	panttivankeja
reféns	panttivangit
putos	vittu
putos	vitun
dios	jumala
dios	sakea
dios	jeesus
frota	laivaston
frota	laivue
frota	kalusto
frota	laivasto
celoso	kateellisia
celoso	kateellinen
celoso	mustasukkainen
serventes	palvelijat
serventes	palvelijoita
seo	seo
punishment	rangaistuksen
punishment	rangaistusta
punishment	rangaistus
mercadorías	hyödykkeiden
mercadorías	hyödykkeet
mercadorías	tavara
mercadorías	tavarat
mercadorías	tavaran
mercadorías	tavaroiden
anano	kääpiö
anano	mies
anano	äijä
gueto	ghetto
drummer	rumpali
esmeralda	esmeralda
mali	malin
mali	takaisin
mali	selkä
mali	taaksepäin
daenerys	daenerys
impulso	pulssi
corán	koraani
dígolles	kerro
dígolles	sinä
clínicas	kliiniset
clínicas	kliininen
rifles	kiväärit
lombo	takaisin
lombo	selkä
lombo	taaksepäin
parei	pysähtyi
parei	lopetti
parei	pysäytetty
procedemento	toimenpide
procedemento	menettelytapa
procedemento	menettely
custo	kustannukset
custo	maksaa
custo	hinta
custo	kulut
custo	kustannus
aforros	säästöjä
aforros	säästöt
aforros	säästöjen
previr	estä
previr	estettävä
previr	ehkäistä
previr	estää
chiste	vitsi
tigre	tiger
tigre	tiikeri
crecen	kasva
crecen	kasvaa
crecen	kasvata
crecen	kasvattaa
crecen	hanki
crecen	saada
crecen	saa
crecen	hae
crecen	ne
crecen	he
crecen	vanhempia
crecen	vanhempi
crecen	vanhempaa
cáncer	syöpää
cáncer	syöpä
empezan	ne
empezan	he
empezan	alku
empezan	aloita
empezan	alkaa
empezan	aloittaa
empezan	käynnistä
conectados	kytketty
conectados	yhdistetty
conectados	yhteydessä
conectados	liitetty
tradución	käännös
tradución	kääntäminen
tradución	käännökset
tradución	käännöstä
cuxo	jonka
cuxo	joiden
cuxo	kenen
pintar	maalit
pintar	maali
pintar	maalia
pintar	maalaa
colectivo	kollektiivinen
instintos	vaistot
instintos	vaisto
básicos	perus
alimentación	ruokaa
alimentación	elintarvikkeet
alimentación	ruoka
alimentación	vaatteet
alimentación	vaatetus
alimentación	vaate
alimentación	vaatteita
doulle	antaa
doulle	annetaan
loitas	taistella
loitas	taistele
loitas	ottelu
loitas	taistelu
bunker	bunkkeri
bunker	bunkkereita
favorito	suosikki
favorito	lempi
básico	perus
camboxa	kambodžan
defensores	puolustajia
defensores	puolustajat
axencias	toimistot
axencias	virastot
axencias	virastojen
axencias	toimisto
axencias	kemikaalivirasto
axencias	viraston
axencias	virasto
pausa	pysäytä
pausa	tauko
celas	solujen
celas	soluja
celas	solut
celas	kennot
alfombra	matto
alfombra	maton
alfombra	matto
alfombra	mattoa
alfombra	maton
botarlle	ottaa
botarlle	ota
botarlle	otetaan
visións	näyt
visións	näkyjä
conceptos	käsitteet
conceptos	käsitteitä
xenéticas	gene
xenéticas	geeni
xenéticas	geneettistä
xenéticas	geneettinen
asociados	liitetty
asociados	liittyvät
asociados	mukaan
asociados	mukana
asociados	with
asociados	kanssa
confuso	hämmentynyt
confuso	sekava
confuso	sekaisin
confuso	menettänyt
confuso	kadonnut
confuso	hukassa
confuso	hävisi
confuso	hävinnyt
confuso	menetetty
empregar	käyttää
empregar	käyttö
empregar	käytä
empregar	käytettävä
oposición	vastustus
oposición	opposition
oposición	oppositio
mecánica	mekaanisen
mecánica	mekaaninen
mecánica	mekaaniset
agochados	piilossa
agochados	piilossa
agochados	kätketty
agochados	piilotettu
pesados	raskasta
pesados	painava
pesados	raskas
pesados	raskaat
buraco	reikä
buraco	aukko
buraco	kuoppa
buraco	reiän
chamámoslle	kutsu
chamámoslle	soita
chamámoslle	puhelu
inevitable	väistämätön
inevitable	väistämätöntä
elevado	high
elevado	korkea
elevado	korkeat
elevado	korkealla
direccións	suuntaa
direccións	suuntaan
direccións	suunta
direccións	suunnan
situacións	tilanteita
situacións	tilanteet
situacións	tilanteisiin
odia	vihata
odia	vihaa
odia	vihaan
odia	viha
odia	vihan
odia	inhoaa
susan	susanin
susan	susan
facerte	make
facerte	tee
facerte	tehdä
facerte	sinä
continúan	ja
continúan	jatkaa
continúan	jatkakaa
continúan	jatka
continúan	jatkuu
mundiais	maailmassa
mundiais	maailma
mundiais	maailmaa
mundiais	maailman
mundiais	world
mundiais	maailmaan
tentarei	kokeile
tentarei	yritä
tentarei	hanki
tentarei	saada
tentarei	saa
tentarei	hae
prioridade	etusijalla
prioridade	ensisijainen
prioridade	prioriteetti
descuberto	löydetty
descuberto	löydettiin
pensabamos	luulin
pensabamos	ajatus
pensabamos	luuli
revistas	lehti
revistas	lehden
revistas	lehtiä
revistas	lehdet
bocas	suut
lograr	hanki
lograr	saada
lograr	saa
lograr	hae
lograr	make
lograr	tee
lograr	tehdä
distinguir	kerro
lévanos	into
lagos	lagos
lagos	järvien
lagos	järvet
recentes	viimeaikainen
recentes	viimeaikaiset
recentes	viimeisimmät
recentes	äskettäin
funcione	työn
funcione	työ
funcione	työt
funcione	työtä
certificado	todistusta
certificado	todistus
certificado	todistuksen
pipa	putki
pipa	piippu
conversas	keskustelut
conversas	keskusteluja
vivendas	koteihin
vivendas	koteja
radical	radikaalia
radical	radikaali
cuando	kun
cuando	milloin
cadrado	torille
cadrado	square
cadrado	aukio
cadrado	neliö
cadrado	torilla
prosperidade	vauraus
prosperidade	hyvinvointia
prosperidade	vaurautta
prosperidade	hyvinvointi
exilio	maanpaossa
palma	palm
relativamente	suhteellisen
gráficos	grafiikka
órganos	elinten
órganos	elimet
decatarse	ilmoitus
decatarse	huomaa
comunicarse	kommunikoida
apple	applen
apple	omenaa
apple	apple
apple	omenan
apple	omena
apple	on
funcións	toiminnot
domina	hallitsee
modernos	moderni
modernos	modernia
modernos	modernit
modernos	nykyaikainen
colonial	colonial
exceso	alkaen
exceso	from
exceso	ylimääräinen
ostras	ostereita
vermellas	punaiset
vermellas	punainen
vermellas	punaista
vermellas	red
ocupados	kiire
ocupados	kiireinen
avanzada	kehittynyt
avanzada	edistynyt
avanzada	kehittyneet
cascos	kypärät
darvos	antaa
darvos	annetaan
darvos	sinä
darvos	tykkää
darvos	kuten
darvos	kuin
botóns	nappeja
botóns	napit
interésame	kiinnostuneita
interésame	kiinnostunut
interésame	kiinnostaa
interésame	kiinnostuneet
afirmación	julkilausuma
afirmación	lausunto
afirmación	lausuma
emocionado	jännittää
emocionado	innoissaan
emocionado	innostunut
champaña	samppanjaa
champaña	samppanja
lanzou	heitti
inda	vielä
inda	vieläkin
inda	edelleen
inda	yhä
nalgo	jotakin
nalgo	jotain
chamaría	olisi
chamaría	kutsu
chamaría	soita
chamaría	puhelu
austria	itävalta
austria	itävallassa
austria	itävallan
agricultura	maatalous
unidas	yhdistyneiden
unidas	yhdistynyt
unidas	yhdistyneet
unidas	united
unidas	yhtenäinen
unidas	kimpassa
unidas	yhdessä
ratos	hiiri
ratos	hiiret
ratos	hiirillä
ratos	hiiriä
ratos	rottien
ratos	rottia
ratos	rotilla
ratos	rotat
dispoñible	saatavissa
dispoñible	käytettävissä
dispoñible	tarjolla
dispoñible	saatavilla
dispoñible	saatavana
plataforma	alusta
plataforma	foorumi
plataforma	alustan
plataforma	laituri
celebración	juhla
celebración	juhlaa
celebración	juhlinta
soubera	tiesi
soubera	tiesivät
soubera	tietää
soubera	tiedä
provén	tulee
provén	alkaen
provén	from
avós	isovanhemmat
namorada	rakasta
namorada	rakkautta
namorada	rakastaa
namorada	love
namorada	rakkaus
namorada	mukaan
namorada	mukana
namorada	with
namorada	kanssa
enfadado	vihainen
enfadado	vihainen
enfadado	mad
enfadado	hullu
enviado	lähetetty
enviado	lähetetyt
enviado	lähetti
demasiadas	liian
demasiadas	too
demasiadas	monet
demasiadas	monia
demasiadas	monta
demasiadas	moni
dígoo	vain
impórtalle	välitä
impórtalle	sinä
impórtalle	mielen
impórtalle	mieli
evidencias	näyttö
evidencias	todisteet
evidencias	todistusaineisto
evidencias	todisteita
preocupados	huolestunut
preocupados	huolissaan
preocupados	huolissani
preocupados	noin
secundaria	high
secundaria	korkea
secundaria	korkeat
secundaria	korkealla
secundaria	koulussa
secundaria	koulun
secundaria	koulu
secundaria	koulua
secundaria	school
secundaria	toissijainen
primas	materiaaleja
primas	materiaali
primas	ainekset
primas	materiaalien
primas	materiaalit
irlanda	irlanti
irlanda	irlannissa
irlanda	irlannin
seguín	meni
seguín	seurasi
seguín	seurannut
seguín	seurattu
seguín	seurasin
seguín	pidetty
mercou	osti
mercou	ostettu
escritores	kirjailijoita
universidades	yliopistoja
universidades	yliopistot
universidades	yliopistojen
universidades	korkeakoulut
universidades	korkeakoulu
universidades	yliopisto
ridícula	naurettava
ridícula	naurettavaa
podre	mätä
calcetíns	sinun
calcetíns	sukat
calcetíns	sukkia
buscamos	varten
anual	vuosittain
anual	vuotuinen
anual	vuosittaiset
anual	vuosittainen
partidos	osapuolet
partidos	asianosaiset
partidos	puolueet
partidos	ottelut
partidos	tulitikkuja
partidos	täsmää
necesarias	tarpeellisia
necesarias	tarpeen
necesarias	tarpeellista
necesarias	tarpeelliset
necesarias	tarpeellinen
necesarias	välttämätön
posiblemente	mahdollisesti
delicado	herkkää
ofrecerlle	tarjota
ofrecerlle	tarjous
ofrecerlle	tarjouksen
ofrecerlle	tarjoa
durmas	uni
durmas	nuku
durmas	nukkua
durmas	hereillä
repito	toista
repito	toistan
repito	ohi
repito	yli
crían	uskoivat
crían	uskoi
crían	ne
crían	he
crían	uskoa
crían	uskoo
crían	usko
atoparse	tapaaminen
atoparse	tavata
atoparse	tapaa
mensaxeiro	messenger
mensaxeiro	messengerin
respiro	riko
respiro	rikkoa
respiro	tauko
respiro	henkäys
respiro	lepo
respiro	lepää
respiro	levätä
respiro	lepoa
controla	tarkastukset
controla	valvontaa
controla	ohjaimet
combustible	polttoaineen
combustible	polttoaineet
combustible	polttoaine
combustible	polttoainetta
sutil	hienovarainen
crendo	uskoa
crendo	uskoo
crendo	usko
crendo	ajattelun
crendo	ajattelu
crendo	miettii
crendo	ajattelua
crendo	uskoen
crendo	uskoo
adoitaban	käytetyt
adoitaban	käytetty
adoitaban	käytettyjä
adoitaban	ne
adoitaban	he
alexander	aleksanteri
alexander	alexander
mortalidade	kuolleisuus
mortalidade	kuolleisuuden
mortalidade	kuolemaa
mortalidade	death
mortalidade	kuoleman
mortalidade	kuolema
accidentes	onnettomuudet
accidentes	onnettomuuksia
accidentes	onnettomuuksien
accidentes	onnettomuuksista
accidentes	vahinko
accidentes	tapaturma
accidentes	onnettomuus
inclúe	sisältää
seco	kuivaa
seco	kuivat
seco	kuiva
materias	raakana
materias	raaka
materias	raa
misericordioso	armollinen
xesucristo	jeesus
xesucristo	kristus
tradicións	perinteet
tradicións	perinteitä
tradicións	perinteitä
tradicións	perinteet
tradicións	perinne
alcohol	alkoholiin
alcohol	alkoholin
alcohol	alkoholia
alcohol	alkoholi
alivio	helpotusta
alivio	helpotus
insectos	hyönteiset
insectos	hyönteisiä
insectos	hyönteisten
túnel	tunneli
túnel	tunnelin
duelo	kaksintaistelu
mares	meri
mares	meret
vivas	asuminen
vivas	elävä
vivas	elää
vivas	eläminen
vivas	elävät
viaxando	matkustaa
viaxando	matkustaminen
viaxando	matkoilla
artística	taiteellinen
artística	suuntaa
artística	suuntaan
artística	suunta
artística	suunnan
marxe	huoneen
marxe	huone
resolución	päätöslauselman
resolución	päätöslauselma
ensinou	opetti
ensinou	opetettu
ensinou	opettanut
cegos	sokeita
cegos	sokeaa
cegos	sokea
feixe	kasa
feixe	pino
feixe	nukka
rexistros	levyt
rexistros	records
focas	sinetit
globo	ilmapallo
choraba	itku
choraba	itkeä
choraba	itkee
choraba	itken
choraba	itki
