категорія	категорија
дорога	road
дорога	пат
театрі	театар
бароко	барок
творчість	креативност
творчість	креативноста
творчість	нарација
користь	корист
користь	потешкотии
користь	тешкотии
цар	крал
цар	кинг
цар	кралот
цар	цар
захисник	бранител
захисник	заштитник
єпископ	бискуп
єпископ	бишоп
єпископ	владика
важко	тешко
важко	тежок
важко	тешка
важко	тешки
марка	печат
руки	оружје
руки	раце
руки	рацете
місяця	месецот
місяця	месец
місяця	месечно
місяця	месечен
місяця	месечина
місяця	месечева
місяця	месечината
документи	docs
документи	документи
усе	сè
усе	се
усе	све
усе	сѐ
заявив	инсистираше
заявив	инсистирал
заявив	сведочеше
заявив	сведочеа
заявив	сведочел
проблема	проблем
температури	температури
захворювання	растројство
захворювання	нереди
захворювання	пореметување
захворювання	заболување
захворювання	болест
захворювання	болести
захворювання	болести
захворювання	заболувања
визнання	прифаќање
визнання	исповед
визнання	признание
визнання	признавање
визнання	препознавање
вільям	вилијам
сучасні	модерен
сучасні	модерно
сучасні	модерни
сучасні	современ
сучасні	модерна
переможець	добитник
переможець	победничка
переможець	победникот
переможець	победник
літаків	летала
літаків	авионски
змагань	натпреварувања
змагань	натпревари
керував	координатен
фортеці	тврдини
фортеці	тврдина
фортеці	тврдината
піренеї	пиринеи
закладів	институции
хмельницької	хмелничка
одразу	веднаш
одразу	одма
кольори	бои
кольори	бои
спорт	sport
спорт	спорт
спорт	спортови
спорт	спортски
спорт	спорт
брата	брате
брата	брат
порівняно	споредено
порт	пристаништето
порт	порт
порт	порта
порт	пристаниште
петербург	петербург
петербург	петерсбург
вздовж	долж
кораблів	бродови
кораблів	бродовите
застосовується	важи
канал	канал
канал	канал
бельгії	белгија
звільнення	ослободи
звільнення	ослободување
звільнення	ослободителната
звільнення	оставка
звільнення	грабливки
економіка	економија
економіка	економија
східна	источна
східна	источни
східна	источно
східна	источен
прийняття	усвојувањето
прийняття	усвојување
прийняття	посвојување
білі	бело
білі	бели
білі	бел
білі	бела
білі	вајт
чоловіка	маж
чоловіка	сопруг
чоловіка	мажот
запропонував	понуди
запропонував	понудија
запропонував	понуден
запропонував	понудено
запропонував	понудени
запропонував	понудена
математики	математичари
математики	математика
математики	математиката
молодший	помладо
молодший	помлади
молодший	помлад
молодший	помлада
молодший	малолетник
молодший	помали
значну	значителен
значну	значителна
значну	значителни
нижня	долна
нижня	пониско
нижня	долен
визначається	дефинирано
визначається	дефинирана
визначається	дефиниран
визначається	дефинирани
неодноразово	постојано
неодноразово	континуирано
неодноразово	непрекинато
обслуговування	одржувањето
обслуговування	одржување
проектів	проекти
віталій	витали
віталій	виталиј
віталій	витали
групу	група
групу	групно
групу	групни
групу	групна
біла	biała
біла	бело
біла	бели
біла	бел
біла	бела
біла	вајт
біла	bila
власні	сопствени
власні	сопствено
власні	сопствена
власні	сопствен
православної	православна
православної	православно
православної	православен
православної	православни
кордон	кордон
кордон	граница
місцеві	локален
місцеві	локално
місцеві	локални
місцеві	локална
місцеві	мештаните
ідея	замисла
ідея	поим
ідея	идеја
ідея	идеа
клубів	клубови
вимоги	услови
вимоги	барања
типи	типови
веде	води
стосовно	однесуваат
князівства	кнежевствата
почесний	почесен
їхні	нивно
їхні	нивни
їхні	нивна
казахстан	казахстан
тисячі	илјадници
червона	црвен
червона	црвена
червона	црвено
червона	црвени
вважає	смета
короткий	кратки
короткий	кратко
короткий	кратка
короткий	краток
короткий	кус
провулок	уличка
провулок	уличката
причини	причини
причини	предизвикува
проводиться	битие
переїхав	преместена
степан	стјепан
степан	степан
степан	стивен
працівників	работниците
працівників	работници
працівників	вработени
працівників	вработените
євреїв	евреите
євреїв	евреи
конструкції	структури
конструкції	градби
метро	метро
примітки	белешка
примітки	забелешка
примітки	нота
примітки	белешки
примітки	забелешки
примітки	ноти
сад	градината
сад	градина
ніч	вечер
ніч	нок
ніч	ноќ
ніч	night
німецька	германски
німецька	герман
німецька	германска
окупації	окупација
окупації	занимање
заходи	мерки
заходи	процедурите
заходи	процедури
марк	марк
вища	повисок
вища	повисоко
вища	повисок
вища	повисока
вища	повисоки
лікар	лекар
лікар	доктор
лікар	лекар
лікар	докторка
найбільша	најголемо
найбільша	најголем
найбільша	најголема
найбільша	најголема
найбільша	најголемо
пар	пара
пар	парови
лев	лав
лев	лев
лев	лео
лев	лав
валерій	валери
валерій	валери
довгий	лонг
довгий	долги
довгий	долго
довгий	долга
драми	драмски
драми	драма
польоту	летање
польоту	лет
змі	мултимедија
змі	медиуми
богородиці	девица
богородиці	theotokos
споруд	преселба
слави	слава
перетворення	трансформации
перетворення	конверзија
перетворення	преобрази
перетворення	трансформираат
перетворення	трансформација
перетворення	трансформира
перетворення	трансформирање
перетворення	претворање
перетворення	трансформации
перетворення	трансформација
перетворення	преобразба
реалізації	спроведување
реалізації	имплементација
реалізації	имплементирање
реалізації	реализација
боротьбі	борбите
боротьбі	борба
газ	плин
газ	бензин
газ	гас
газ	газ
аеропорт	аеродром
здатність	способност
костел	црква
героїв	јунаци
героїв	херои
жили	живееја
жили	живеел
жили	живееше
жили	живеев
жили	живееле
залізнична	железничка
залізнична	железница
альпи	алпи
альпи	алпи
жінка	жената
жінка	жено
жінка	жена
жінка	женка
жінка	женско
жінка	женски
жінка	женска
дійсно	стварно
дійсно	навистина
португалії	португалија
дочка	ќерко
дочка	ќерка
назад	наназад
назад	наназад
назад	грб
назад	назад
органи	органите
органи	органи
хвороби	болест
хвороби	заболување
хвороби	болест
хвороби	болести
процеси	процеси
наступних	престојните
угоди	зделка
принцип	просечноста
принцип	начело
принцип	принцип
анна	ен
анна	ане
анна	ана
анна	ana
сценарист	сценарист
англійська	англиски
увійшов	внесени
увійшов	влегоа
увійшов	внесена
увійшов	влегле
надзвичайно	екстремно
надзвичайно	исклучително
надзвичайно	извонредна
надзвичайно	извонредно
надзвичайно	извонреден
течії	струи
течії	низводно
мужність	машкост
мужність	храброст
мужність	храброста
мужність	смелост
молдови	молдавските
молдови	молдавски
молдови	молдавија
спроби	обиди
спроби	обидуваат
причиною	кауза
причиною	предизвика
солдат	војник
солдат	војникот
відкрита	отворено
відкрита	отворени
відкрита	отворена
відкрита	отворен
відкрита	опен
відкрита	отвори
повний	полни
повний	целосна
повний	полна
повний	полн
повний	комплетен
повний	комплетна
повний	завршено
кошти	акумулираните
кошти	трошоци
випуску	ослободи
випуску	ослободување
написання	пишување
написання	запишување
ситуації	ситуација
основою	базата
основою	база
загін	одред
особисто	лично
пройшов	донесен
пройшов	помина
родин	домаќинствата
родин	домаќинства
родин	семејствата
родин	фамилии
родин	семејства
жодного	ниеден
жодного	никој
жодного	ниедна
надалі	сеуште
надалі	уште
надалі	сепак
факт	факт
народ	народе
народ	народ
народ	луѓе
рідко	ретко
рідко	ретко
герої	јунаци
герої	херои
збірка	збирка
збірка	колекција
долина	dolina
долина	долината
долина	долина
долина	котлина
леонід	леонид
леонід	леонид
спостереження	мониторинг
спостереження	монитор
спостереження	набљудување
введення	влегување
введення	влегуваме
введення	влегува
введення	пишувате
сторінок	страници
санта	санта
остання	последно
остання	последни
остання	последен
остання	последна
остання	последниот
остання	најнови
остання	најнова
остання	најново
гравців	играчи
найбільший	најголемо
найбільший	најголем
найбільший	најголема
морі	мори
зміст	содржина
зміст	содржини
зміст	toc
зміст	содржина
зміст	содржини
нам	виетнам
зберігання	опседнатост
зберігання	поседување
зберігання	магацин
зберігання	складирање
зберігання	складиште
невдовзі	непосредно
високий	високиот
високий	висок
високий	висока
високий	хај
високий	високо
високий	high
високий	висок
високий	висока
обробки	процесирање
обробки	обработка
використовували	распоредена
використовували	распоредени
використовували	распореден
силами	моќи
силами	овластувања
силами	ингеренции
польські	полски
польські	полска
польські	полирање
польські	полско
вірменії	ерменија
архів	архивирани
архів	архив
архів	архива
архів	архивата
банк	банка
стіни	ѕидови
стіни	ѕидини
стіни	зидови
світло	светлината
світло	светол
світло	светло
світло	светлина
світло	светлост
світло	светла
популярність	популарност
попередній	претходен
попередній	претходно
попередній	претходна
попередній	претходни
естонії	естонија
природно	природно
літаки	авионите
літаки	авиони
грузії	грузија
грузії	џорџија
чехії	czechia
виграв	добиена
виграв	победи
виграв	освои
виграв	победија
виграв	освоено
дорівнює	еднакво
дорівнює	еднаков
дорівнює	еднакви
дорівнює	еднаквите
будучи	битие
авторів	авторите
авторів	автори
пише	пишува
авіації	воздухопловство
авіації	авијација
федір	федор
федір	фјодор
телебачення	телевизија
мабуть	очигледно
найкращі	најдобар
найкращі	најдобро
найкращі	најдобри
найкращі	најдобра
найкращі	бест
японія	јапонија
японія	јапан
зміна	менувам
зміна	менување
зміна	менува
зміна	измени
зміна	промени
зміна	промена
зміна	смени
зміна	измени
хтось	секого
хтось	некој
хтось	секој
хтось	некој
хтось	некого
хтось	некому
хтось	некој
залишки	останува
залишки	остатоци
залишки	остатоци
залишки	остаток
збірник	компилација
бригада	бригада
риб	риби
риб	фиш
риб	риба
підписав	потпишана
підписав	потпишани
підписав	потпишано
підписав	потпишан
випадків	случаи
випадків	случаеви
щорічний	буџетски
щорічний	буџетска
автори	авторите
автори	автори
тетяна	татјана
технічні	технички
технічні	техничко
характеру	обврска
характеру	посветеност
метал	метал
ситуація	ситуација
будівель	градби
будівель	згради
музичний	музички
музичний	музичка
музичний	мјузикл
музичний	музичко
стоїть	стои
стоїть	стоечки
стоїть	стојам
стоїть	стоејќи
стоїть	стоење
стоїть	стои
стоїть	трибините
середнього	просечен
середнього	просечни
середнього	просечно
середнього	просек
середнього	просечна
зустрічі	средба
зустрічі	состанок
зустрічі	состаноци
зустрічі	назначувања
башкортостан	башкортостан
залишився	останаа
залишився	останале
залишився	останав
залишився	остана
залишився	останал
надає	пружа
надає	обезбедува
могила	гроб
могила	гробница
могила	гробот
могила	гроб
могила	могила
могила	mogila
малий	малечко
малий	мала
малий	мал
малий	мали
малий	мало
малий	мали
малий	mali
румуни	романци
румуни	романците
маси	маси
птахи	птиците
птахи	птици
птахи	птица
перехід	скокни
перехід	скок
перехід	скокај
перехід	транзиција
китаї	кина
міжнародна	international
міжнародна	меѓународна
міжнародна	интернационална
міжнародна	меѓународни
міжнародна	меѓународен
функція	функција
гармати	топ
гармати	топот
тур	тура
тур	турнеја
тур	тур
тур	обиколка
військо	армија
військо	војска
кордону	обрач
селяни	селанец
селяни	селска
селяни	селанка
селяни	селани
селяни	селаните
селяни	земјоделци
селяни	фармери
селяни	земјоделците
селяни	селани
селяни	селаните
китай	кина
тернопіль	тернополска
воєводство	војводство
пер	pers
пер	пер
пер	per
розміри	димензии
розміри	величини
розміри	големини
реформи	реформи
реформи	реформи
реформи	реформа
дивізіон	дивизија
дивізіон	поделба
зовнішні	надворешен
зовнішні	надворешно
зовнішні	надворешни
зовнішні	надворешна
тривала	траеше
тривала	издржа
тривала	траен
дороги	патишта
дороги	блокади
срібний	сребрено
срібний	сребрен
срібний	сребрена
срібний	сребро
срібний	сребрени
скульптор	скулптор
дель	дел
дель	del
ринок	маркет
ринок	пазар
столиця	престолнина
столиця	капитал
каталог	именик
каталог	папка
каталог	каталог
каталог	каталог
виконує	извршува
виконує	спроведува
виконує	изведува
виконує	настапува
нарешті	конечно
нарешті	најпосле
власний	сопствено
власний	сопствени
власний	сопствени
власний	сопствено
власний	сопствена
власний	сопствен
оператор	оператор
джордж	џорџ
джордж	џорџе
джордж	george
більша	поголеми
більша	поголема
більша	поголемо
більша	поголем
фінляндії	финска
династія	династијата
династія	династија
хімічний	хемиско
хімічний	хемиски
хорватії	хрватска
трав	билки
списки	списоци
списки	листи
списки	списоците
значний	значајни
значний	значителна
значний	значајно
значний	значајна
значний	значителен
значний	значаен
безліч	бројни
безліч	бројните
дисертацію	тезата
дисертацію	теза
дисертацію	тези
технічного	технолошки
технічного	технолошко
технічного	технолошка
договору	договор
договору	спогодба
програмування	кодирање
програмування	програмирање
програмування	програмски
етап	пресвртница
глядачів	гледачи
глядачів	гледачите
сказав	рече
сказав	рекол
командуванням	командири
командуванням	команданти
чоловіки	мажи
чоловіки	мажите
чоловіки	луѓе
чоловіки	машки
падіння	падови
падіння	паѓање
падіння	пад
падіння	падот
падіння	есен
падіння	падне
охорона	чувари
охорона	стражари
охорона	стража
охорона	гарда
охорона	стражар
охорона	чувар
єгипту	египет
база	базата
база	база
ярослав	јарослав
ярослав	јарослав
викладав	научено
викладав	учени
викладав	научени
викладав	учеше
міжнародні	international
міжнародні	меѓународна
міжнародні	интернационална
міжнародні	меѓународни
міжнародні	меѓународен
дія	дејство
дія	акција
дія	операција
дія	операцијата
дія	дејност
дія	активност
дія	активности
девід	дејвид
девід	david
девід	давид
мер	градоначалникот
мер	градоначалник
мер	mer
взаємодії	интеракција
взаємодії	интеракции
видно	видливо
видно	видлива
видно	видлив
видно	видливи
обидві	двајцата
взяти	земање
взяти	земи
взяти	земете
години	часови
години	саати
години	час
знань	познавање
знань	знаењето
знань	познавања
знань	знаење
знань	знаења
простору	простор
простору	вселена
простору	просторот
дякую	фала
дякую	благодарам
бажання	желба
бажання	посакувам
бажання	желба
бажання	посакуваат
фортепіано	пијано
інтер	интер
цикл	циклус
вирішення	раствор
вирішення	решение
вирішення	решенија
олімпійський	олимписки
олімпійський	олимпик
здійснює	одржува
огляд	резиме
огляд	преглед
огляд	прегледај
огляд	преглед
огляд	истражуваме
огляд	истражи
огляд	истражува
загальне	генерички
загальне	општ
загальне	општи
загальне	општа
загальне	општо
загальне	генерал
єпархії	епархија
національну	етничка
національну	етнички
національну	етничко
бізнес	бизнис
французька	французи
французька	француски
аніме	аниме
рим	рим
каналу	канал
футбол	фудбал
футбол	фудбал
джона	џона
околиці	предградија
околиці	предградие
околиці	предградијата
околиці	предградијата
околиці	периферијата
здається	изгледа
наталія	наталија
наталія	наталија
почалося	почна
почалося	започна
почалося	почнал
почалося	почнаа
західний	вестерн
західний	западни
західний	западна
тонн	тона
співачка	пејачка
співачка	пеач
співачка	пејач
співачка	сингер
успіх	успех
успіх	успеси
проекти	проекти
найбільші	најголемо
найбільші	најголем
найбільші	најголема
найбільші	најголема
найбільші	најголемо
навпаки	спротивно
навпаки	спротивност
навпаки	спротивна
навпаки	спротивно
навпаки	спротивни
навпаки	спротивен
запоріжжя	запорожје
українець	украински
дерево	дрво
дерево	стебло
померла	почина
померла	умре
померла	умрел
померла	починал
померла	умрела
померла	мртво
померла	мртов
померла	мртви
померла	мртва
мешканці	жители
мешканці	патниците
мешканці	жителите
мешканці	жители
збірки	колекции
яні	јани
грати	пушти
грати	играј
грати	свири
спеціально	специјално
спеціально	поточно
спеціально	специфично
спеціально	конкретно
очок	точки
очок	поенти
очок	поени
подібні	слично
подібні	сличен
подібні	слична
подібні	слични
актриса	глумица
актриса	актерка
натомість	наместо
покриття	покривањето
покриття	покриеност
покриття	покривање
реакції	реакции
реакції	реакциите
заслуги	заслуги
покровитель	патрон
нідерландів	холандија
мета	објективни
мета	мета
мета	намена
мета	автогол
мета	цел
мета	гол
існували	постоеле
існували	постоела
існували	постоеше
існували	постоело
існували	постоел
існували	постоеја
матір	мајко
матір	мајката
матір	мајка
статі	полови
статі	пол
статі	полот
місцевість	опкружување
місцевість	околина
місцевість	терен
місцевість	терени
місцевість	област
місцевість	подрачје
обмеження	ограничувања
обмеження	рестрикции
обмеження	ограничувања
обмеження	граници
обмеження	ограничувања
обмеження	ограничување
обмеження	ограничи
обмеження	ограничувања
кола	кругови
кола	кока
кола	кокаин
кола	kola
чернівці	черновечка
очевидно	очигледно
очевидно	очигледен
очевидно	очигледно
очевидно	очигледни
очевидно	очигледна
очевидно	очигледно
знищення	уништувајќи
знищення	истребување
знищення	истребување
знищення	деструкција
знищення	уништување
співак	пејачка
співак	пеач
співак	пејач
співак	сингер
мир	спокој
мир	мир
низку	кулминација
низку	климакс
італійський	италијанска
італійський	италијански
італійський	италијанецот
італійський	италијанец
ват	ват
ват	ват
представлена	претставена
представлена	презентиран
представлена	претставено
представлена	претстави
представлена	претставен
породи	сорта
породи	раса
данії	данска
наступ	напад
наступ	атак
наступ	офанзивата
наступ	навредливи
наступ	офанзива
наступ	навредлива
композиції	траки
композиції	траги
композиції	трагови
оцінки	гледаност
оцінки	рејтинзи
оцінки	пласманот
оцінки	проценка
оцінки	процени
оцінки	процена
оцінки	проценуваат
запису	пишување
запису	запишување
святий	светец
святий	свети
святий	сеинт
святий	света
святий	свето
святий	света
сторін	страни
міністерство	министерство
національні	национални
національні	национална
національні	национален
національні	национално
щорічно	годишно
могла	може
конфлікт	конфликт
металів	згрутчувањето
визначає	одредува
визначає	дефинира
зроблено	преземено
зроблено	сликани
зроблено	сликано
зроблено	заврши
зроблено	done
зроблено	направено
зроблено	сторено
зроблено	завршено
зброя	оружје
зброя	оружја
зброя	оружје
зброя	пиштоли
зброя	пушки
розробка	развој
розробка	развие
розробка	развивање
розробка	дизајн
розробка	проектирање
розробка	дизајнирање
крила	крила
крила	крилја
крила	крилца
андрія	андрија
хмельницький	хмелницки
хмельницький	хмелничка
музику	музика
техніка	инженерство
техніка	инженеринг
техніка	техника
техніка	апарати
техніка	машинерија
техніка	машини
дохід	приход
дохід	приходи
дохід	приход
дохід	приходи
дохід	примања
музиканти	музичари
одружений	женет
одружений	омажена
одружений	мажена
одружений	венчани
одружений	оженет
спеціальні	специјалитети
спеціальні	посебно
спеціальні	специјален
спеціальні	специјално
спеціальні	специјални
спеціальні	посебна
спеціальні	специјална
іноземних	странски
іноземних	странска
координати	координатите
координати	координати
майкл	михаел
майкл	мајкл
майкл	михаил
майкл	michael
блок	рамка
блок	блокирај
блок	блок
генрі	анри
генрі	хенри
подальшому	воспоставен
подальшому	утврден
подальшому	формирана
подальшому	воспоставено
подальшому	формиран
подальшому	воспоставена
томас	томас
томас	томас
томас	тома
томас	thomas
вод	води
рослина	билка
рослина	растение
рослина	централа
абсолютно	крајно
станіслав	станислав
норвегії	норвешка
лондон	london
лондон	лондон
лондон	лондонски
територій	територии
інколи	некогаш
інколи	понекогаш
серіалу	hbo
часі	влошат
клімат	клима
командира	командант
командира	командир
напрямок	правец
напрямок	насока
групі	кривина
групі	bend
вибір	селекција
вибір	избор
вибір	избирање
вибір	селектирај
вибір	одбери
вибір	изберете
вибір	избирање
вибір	избери
вибір	избор
певних	одредени
певних	определени
найкраща	најдобар
найкраща	најдобро
найкраща	најдобри
найкраща	најдобра
найкраща	бест
запис	пишување
запис	запишување
запис	снимање
запис	рекорд
запис	запис
запис	влез
запис	ставка
запис	влезна
відмовився	одбиено
відмовився	одбил
відмовився	одбила
відмовився	одби
публікації	расказ
публікації	сторија
публікації	приказна
публікації	раскази
публікації	приказни
бар	бар
бар	bar
гір	гир
мережа	мрежа
мережа	мрежи
мережа	network
виявлено	откриен
виявлено	откриена
очі	очи
доступ	пристапот
доступ	пристап
доступ	пристапено
катерина	кетрин
катерина	кетрин
катерина	катрин
катерина	катерин
катерина	катерина
катерина	екатерина
катерина	кет
виробів	текстил
редагування	монтажа
редагування	уредување
редагування	уредувањето
перевагу	предност
мар	april
мар	мар
зберігається	зачувана
зберігається	спасување
зберігається	зачувување
зберігається	штедење
зберігається	зачувувањето
картина	сликарство
картина	сликање
картина	слика
фауна	фауна
звідки	каде
австрія	австриска
австрія	австрија
молодий	младите
молодий	млад
молодий	јанг
молодий	young
молодий	млади
молодий	млада
квітень	април
перекладач	преведувач
батьки	татковци
батьки	татковците
батьки	родители
батьки	родителите
батьки	родител
донька	ќерко
донька	ќерка
якість	квалитетно
якість	квалитет
листя	листови
листя	лисјата
листя	остава
листя	лисја
медичних	медицински
східного	североисточна
ірина	ирина
батальйон	батаљон
батальйон	баталјон
колектив	колективни
колектив	колектив
колектив	колективна
колектив	колективно
колектив	колективен
канаді	канада
створює	креира
створює	создава
створює	генерира
проводить	троши
грає	претставите
грає	свири
грає	свирење
грає	играње
грає	свири
цілі	голови
цілі	цели
швеція	шведска
пропонує	нуди
пропонує	понуди
пропонує	тргува
точка	точка
басейн	басен
басейн	билјард
басейн	базен
зменшення	психијатар
зменшення	смалување
зменшення	намалува
володіє	поседува
володіє	поседува
точно	дефинитивно
доля	судбината
доля	судбина
доля	судбината
доля	судбина
окремо	индивидуално
окремо	поединечно
окремо	независно
окремо	одвоено
окремо	одделно
рівняння	равенка
рівняння	равенки
рівняння	равенки
пір	пердуви
георгій	ѓорѓи
георгій	георги
георгій	георгиј
георгій	георгиј
георгій	георги
георгій	џорџ
георгій	џорџе
георгій	george
окремий	впечатливи
класі	одделение
класі	оцена
класі	училницата
класі	училници
класі	училница
стосується	загриженост
стосується	важи
пари	двојки
пари	парови
пари	пар
пари	пара
пари	парови
перемога	победа
одиниці	единици
одиниці	единица
камінь	камени
камінь	камен
камінь	стон
камінь	лепче
зробили	дали
бої	boi
бої	борби
бої	тепачки
стара	stara
стара	стара
стара	старо
стара	стари
стара	стар
стара	стара
необхідність	потреба
говорить	разговори
говорить	зборува
говорить	говори
ворота	капија
ворота	гејт
ворота	порта
ворота	порти
ворота	гејтс
англія	англија
хвилі	бранови
певні	одредени
певні	определени
переміг	добиена
переміг	победи
переміг	освои
переміг	победија
переміг	освоено
угорщина	унгарија
культур	култури
культур	културите
кабінету	кабинет
кабінету	креденец
прошу	прашувам
прошу	прашува
торонто	торонто
чикаго	чикаго
чикаго	chicago
варіанти	алтернативи
варіанти	варијанти
варіанти	варијации
варіанти	опции
мій	мое
мій	рудник
мій	моја
мій	мој
оформлення	креативна
оформлення	креативен
оформлення	креативни
оформлення	креативно
лист	лист
лист	писмо
лист	буква
історики	историчари
історики	историчарите
довжини	должина
вилучити	отстранување
вилучити	отстрани
вилучити	бришење
вилучити	избриши
закони	законите
закони	закони
соціальна	социјална
соціальна	социјално
соціальна	општествени
нхл	нхл
ефект	ефект
ефект	негативност
тарас	тарас
бог	богот
бог	бога
бог	бог
бог	господ
схема	шема
експедиції	истражувањата
зовнішній	надворешен
зовнішній	надворешно
зовнішній	надворешни
зовнішній	надворешна
наших	nos
продовження	континуитет
продовження	продолжение
продовження	континуирано
продовження	континуиран
продовження	континуирани
націй	нациите
націй	нации
кампанії	кампањи
кампанії	кампања
колонії	колонии
вивчав	студираше
вивчав	студирал
вивчав	учела
скорочення	кратенки
скорочення	скратеници
скорочення	кратенка
британія	британија
викладач	наставник
викладач	професорка
викладач	наставничка
викладач	учител
викладач	професор
ерік	ерик
ерік	eric
ерік	ерик
поширені	обичен
поширені	заедничка
поширені	заеднички
поширені	вообичаено
поширені	општо
правда	вистинито
правда	вистина
хотів	баран
хотів	сакаше
справі	аферата
справі	афера
власник	сопственик
власник	сопственост
власник	сопственоста
власник	сопствеништво
побудовано	изграден
побудовано	изградена
побудовано	изградени
побудовано	изградено
побудовано	изграден
побудовано	изградени
побудовано	изградено
організацію	организирање
вторгнення	инвазија
неможливо	невозможни
неможливо	невозможно
неможливо	невозможен
поети	поетите
поети	поети
підтримка	подршка
підтримка	поддршка
підтримка	support
дослідники	истражувачи
оголосив	прогласи
оголосив	прогласена
оголосив	прогласен
вогонь	оган
вогонь	пожар
максимальна	максимална
максимальна	максимално
максимальна	максимален
максимальна	максимум
механізм	механизам
опір	одолее
опір	отпор
опір	отпорност
опір	отпорот
опір	отпор
прийшов	дошол
прийшов	дојде
прийшов	дојдоа
сторінку	страница
сторінку	страницата
компаній	корпорациите
компаній	корпорации
компаній	претпријатија
компаній	компании
законів	законите
законів	закони
стадії	фази
головне	главни
головне	главен
головне	главна
головне	главното
захопили	фатено
