williamsi	williams
pan	frigideira
pan	pan
pan	pã
reguleeritud	regulamentado
reguleeritud	regulada
reguleeritud	regulamentados
reguleeritud	regulado
reguleeritud	regulamentada
lendu	voo
lendu	vôo
augsburgi	augsburg
stephan	stephan
abstraktne	abstrato
abstraktne	abstracto
abstraktne	abstracta
abstraktne	resumo
abstraktne	abstrata
plaanitud	planeado
plaanitud	planejou
plaanitud	planejado
plaanitud	planejada
plaanitud	planeada
valle	valle
puudused	deficiências
puudused	insuficiências
puudused	lacunas
puudused	deficiências
puudused	fraquezas
puudused	insuficiências
puudused	deficiências
todd	todd
olympic	olympic
olympic	olímpico
olympic	olímpica
olympic	olímpicos
wilde	wilde
leiba	pães
leiba	pão
kontserdid	concertos
kontserdid	shows
newcastle	newcastle
õpetlane	erudito
õpetlane	estudioso
volinik	comissária
volinik	comissário
pioneer	pioneiros
pioneer	pioneiro
pioneer	pioneira
pioneer	pioneer
ravenna	ravena
tapab	mata
arendus	desenvolvimento
arendus	evolução
raskused	dificuldade
raskused	dificuldades
raskused	dificuldades
raskused	quagmire
sotsialismi	socialismo
grupid	grupos
nael	prego
nael	unha
nael	unhas
nürnbergi	nuremberga
nürnbergi	nuremberg
veerand	quarter
veerand	trimestre
püssi	espingarda
püssi	carabina
püssi	fuzil
püssi	rifle
irl	irl
konstrueeritud	construída
konstrueeritud	construídos
konstrueeritud	construído
anglikaani	anglicana
mix	mistura
mix	mix
mix	mixagem
mix	misture
mix	misturar
vari	sombras
vari	sombra
vari	shadow
grete	grete
derek	derek
vesinik	hidrogénio
vesinik	hidrogênio
usd	usd
reed	palheta
reed	reed
reed	cana
motiiv	motivo
motiiv	motivo
motiiv	característica
motiiv	funcionalidade
usbeki	uzbeque
björn	bjorn
björn	björn
veebisait	website
veebisait	site
adobe	adobe
positiivselt	positivamente
oswald	oswald
oswald	osvaldo
galileo	galileo
galileo	galileu
liigne	excessiva
liigne	excessivas
liigne	excessivos
liigne	excessivo
kuuli	bullet
kuuli	bala
evelyn	evelyn
serblased	sérvios
rabas	mouro
rabas	charneca
nahka	pele
nahka	skin
hõim	tribo
hõim	tribos
haydn	haydn
tiiger	tiger
tiiger	tigresa
tiiger	tigres
tiiger	tigre
rostovi	rostov
sood	pântanos
bahreini	barém
bahreini	bahrein
vega	vega
küljed	laterais
küljed	lados
winkler	winkler
nõude	reclamar
nõude	reivindicar
nõude	reivindicação
nõude	alegação
võimed	habilidades
võimed	capacidades
võimed	potências
võimed	poderes
võimed	powers
võimed	competências
vastukaaluks	contrapeso
vastukaaluks	contrabalançar
küllastunud	saturado
küllastunud	saturados
ever	ever
ever	nunca
raoul	raul
raoul	raoul
kile	película
kile	filmes
kile	películas
kile	filme
mägismaa	highlands
cohen	cohen
oodatud	esperava
oodatud	esperado
oodatud	esperados
oodatud	esperada
kartis	temida
kartis	temia
kartis	temido
marilyn	marylin
marilyn	marilyn
osake	partícula
sara	sara
zeus	zeus
energeetika	energia
energeetika	energias
act	agir
act	ato
act	acto
act	act
anto	anto
häda	calamidade
parandab	melhora
parandab	corrige
chang	chang
horst	horst
walt	walt
harmoonia	harmony
harmoonia	harmonia
harmoonia	harmônicos
suhtumist	atitudes
mahler	mahler
muld	solo
muld	solos
muld	sujidade
muld	sujeira
muld	dirt
muld	solos
pinged	tensão
pinged	tensões
pinged	tensões
võidelnud	lutou
kontroller	controle
kontroller	controladora
kontroller	controlador
bock	bock
arve	bill
arve	fatura
arve	faturas
arve	factura
tõstetud	criado
austin	austin
klassid	classes
klassid	turmas
klassid	aulas
laser	laser
laser	lasers
varese	varese
jessica	jéssica
jessica	jessica
romaane	novelas
romaane	romances
hardcore	hardcore
informaatika	informática
informaatika	computação
informaatika	informática
laienemine	alargamento
laienemine	expansão
marguerite	marguerite
delegatsioon	delegação
col	col
molotovi	molotov
õiglus	justiça
õiglus	justice
õiglus	imparcialidade
deutschland	deutschland
kolooniad	colônias
kolooniad	colónias
ülalt	topo
ülalt	top
formaat	formato
formaat	formatar
formaat	formatação
freudi	freudiana
iru	iru
berger	berger
hannover	hannover
hannover	hanôver
vöönd	zona
vöönd	zone
pühitsetud	consagrado
pühitsetud	consagradas
pühitsetud	consagrados
pühitsetud	consagrada
hetk	momento
telefon	fone
telefon	telemóvel
telefon	telefone
telefon	telefone
carol	carol
arktika	ártico
arktika	arctic
arktika	árctico
locke	locke
spektri	espectro
soomlased	finlandeses
mag	mag
minevik	passadas
minevik	passados
minevik	passado
luksemburg	luxemburgo
luksemburg	luxembourg
gerard	gérard
gerard	gerard
teadvus	consciência
lasku	descer
lasku	desça
aadel	nobreza
faktor	factor
faktor	fator
tähtkuju	constelação
tegur	factor
tegur	fator
lepingud	contratos
lepingud	tratados
lepingud	acordos
curie	curie
veterinaaria	veterinária
veterinaaria	veterinários
veterinaaria	veterinário
räägi	conte
räägi	diz
räägi	diga
räägi	conversar
räägi	fala
räägi	falar
räägi	fale
räägi	conversa
räägi	falem
räägi	fala
räägi	falar
räägi	fale
valima	escolhe
valima	escolha
valima	escolher
valima	selecionar
valima	seleciona
valima	seleccionar
valima	selecione
üleriigilise	nacionalmente
oksad	sucursais
oksad	galhos
oksad	ramos
oksad	filiais
portreed	retratos
lahkumine	partida
lahkumine	saindo
lahkumine	partindo
lahkumine	deixando
lahkumine	deixar
eelistatud	preferência
eelistatud	preferencial
eelistatud	preferida
eelistatud	preferido
demo	demonstração
demo	demo
efektiivsus	eficiência
efektiivsus	eficácia
efektiivsus	efectividade
efektiivsus	eficiência
efektiivsus	eficácia
efektiivsus	eficácia
ülesehitus	reconstrução
ülesehitus	estrutura
norbert	norbert
esperanto	esperanto
roth	roth
resolutsiooni	resolução
tuuri	passeios
tuuri	tours
reformid	reformas
laskemoona	munições
laskemoona	munição
väljund	output
väljund	saída
clara	clara
ligipääs	acessar
ligipääs	acessos
ligipääs	acesso
psühholoogiline	psicológico
psühholoogiline	psicológica
ekvatoriaal	equatorial
tsivilisatsiooni	civilização
tsivilisatsiooni	civilização
saun	sauna
presidendid	presidentes
komponendi	componente
domineerib	domina
kirjutised	escritos
asendus	substituto
asendus	substituição
asendus	substituir
asendus	substituto
asendus	substituta
asendus	substituir
asendus	substitui
asendus	substitua
asendus	substituição
davidson	davidson
maksud	imposições
maksud	impostos
elmo	elmo
päikest	sun
päikest	sol
päikest	sunshine
päikest	sol
võidetud	venceu
võidetud	won
võidetud	ganhou
võidetud	ganhado
võidetud	derrotou
võidetud	derrotado
võidetud	vencido
võidetud	derrotada
võidetud	derrotados
mõjukas	influente
mõjukas	influentes
laua	tabela
laua	mesa
laua	quadro
illustraator	ilustrador
harta	charter
ursula	ursula
ursula	úrsula
nõudmised	solicitações
nõudmised	requisições
nõudmised	pedidos
nõudmised	demandas
nõudmised	exigências
kriteeriumid	critérios
kriteeriumid	critério
allkiri	assinatura
maas	down
ten	dez
ten	ten
otsustav	decisivo
otsustav	determinante
otsustav	decisiva
palub	pede
mainis	mencionado
mainis	mencionados
mainis	mencionou
mainis	mencionada
meteoroloogia	meteorologia
stepan	stepan
demokraadid	democratas
näljahäda	fome
motiivid	motivos
vastuvõetud	aceitos
vastuvõetud	aceites
vastuvõetud	aceitado
vastuvõetud	aceite
vastuvõetud	aceita
vastuvõetud	aceito
vastuvõetud	adoptado
vastuvõetud	adotou
vastuvõetud	adotado
vastuvõetud	aprovado
vastuvõetud	adotada
xxiii	xxiii
teodor	teodor
baleriin	bailarina
ipod	ipod
krooniline	crónicas
krooniline	crônica
krooniline	crónica
krooniline	crônicas
edwards	edwards
kraater	cratera
kauge	distante
kauge	distantes
istus	sab
istus	sentei
istus	sentado
istus	sáb
istus	sat
tapmist	matança
tapmist	chacina
tapmist	massacre
tapmist	abate
claudio	claudio
claudio	cláudio
coli	coli
ajakirjad	diários
ajakirjad	revistas
turner	turner
nähtamatu	invisível
nähtamatu	invisíveis
nähtamatu	invisível
haamer	hammer
haamer	martelo
jätkati	continuaram
jätkati	continuação
jätkati	continuado
jätkati	continuou
luxembourg	luxemburgo
luxembourg	luxembourg
piip	apitar
piip	tubo
piip	cano
piip	cachimbo
piip	pipe
piip	canos
clément	clément
vastuolud	incoerências
vastuolud	inconsistências
tõstmine	elevação
tõstmine	levantar
tõstmine	levantamento
tõstmine	levantando
connor	conner
connor	connor
kilogrammi	quilogramas
kilogrammi	quilograma
baer	baer
sas	sas
raamatukogude	bibliotecas
masti	mastros
masti	mastro
kümnes	décima
kümnes	tenth
kümnes	décimo
jahu	farinha
jahu	farinhas
jahu	farinha
jahu	refeições
jahu	refeição
täiustatud	melhorada
täiustatud	melhorado
täiustatud	melhorou
täiustatud	avançados
täiustatud	avançado
täiustatud	avançada
täiustatud	advanced
täiustatud	avançadas
blu	blu
zeusi	zeus
ajad	vezes
ajad	tempos
ajad	times
marine	marinha
marine	marine
marine	marinho
marine	marinhos
agentuur	agencia
agentuur	agência
entomoloog	entomologista
kuulis	ouviu
kuulis	ouviram
kuulis	ouvido
kuulis	ouvi
rocca	rocca
mesopotaamia	mesopotâmia
tuuleveski	moinho
karabahhi	karabakh
prima	prima
peegeldab	reflete
peegeldab	reflecte
peegeldab	reflita
natura	natura
blackberry	amora
blackberry	blackberry
uskumused	crenças
nõid	feiticeira
nõid	bruxo
nõid	bruxa
maandus	desembarcado
maandus	aterrou
maandus	desembarcaram
maandus	desembarcou
sõltuvust	dependência
sõltuvust	dependências
sõltuvust	dependência
steel	aço
steel	siderurgia
isabella	isabella
isabella	isabela
mozilla	mozilla
teatab	anuncia
teatab	declara
olivier	olivier
eurooplaste	europeus
alexis	alexis
kohtunud	met
kohtunud	conheceu
kohtunud	conheci
mürk	veneno
mürk	venenos
mürk	veneno
emilie	emilie
igavesti	forever
igavesti	eternamente
heidi	heidi
unustatud	esquecida
unustatud	esqueceu
unustatud	esquecido
unustatud	esquecidos
reform	reformar
reform	reforma
reform	reformas
tseremoonia	cerimónia
tseremoonia	cerimônia
tseremoonia	cerimónias
tõlk	tradutor
tõlk	tradutora
tõlk	interprete
tõlk	intérprete
registrisse	regista
registrisse	registro
registrisse	registrar
registrisse	registo
registrisse	registar
raadius	raio
iowa	iowa
kasvajate	tumores
antonius	antónio
antonius	antony
antonius	antônio
jesse	jesse
kesklinn	downtown
walther	walther
murdis	quebrou
murdis	partiu
muudatus	alteração
muudatus	emenda
muudatus	mudar
muudatus	mudança
muudatus	mudanças
muudatus	troco
nõrgad	fracos
nõrgad	fraco
nõrgad	fraca
nõrgad	fracas
einstein	einstein
ice	ice
ice	gelo
kann	jarro
santi	santi
juur	raízes
juur	raiz
juur	root
juur	raíz
tundlik	sensíveis
tundlik	sensível
tundlik	sensibilidade
diplomaatia	diplomacia
elupaikade	habitats
elupaikade	habitats
elupaikade	habitat
väärib	merece
väärib	merecedor
väärib	merecedora
väärib	merecedores
tõhus	eficiente
tõhus	eficientes
tõhus	efectivo
tõhus	eficazes
tõhus	efetivo
tõhus	eficaz
kalduvus	propensão
kalduvus	tendência
hingamisteede	respiratória
hingamisteede	respiratório
hingamisteede	respiratórias
täiendav	adicional
täiendav	adicionais
täiendav	complementares
täiendav	complementar
täiendav	complementaridade
täiendav	complementar
täiendav	suplementar
värvitud	pintado
värvitud	pintada
värvitud	pintadas
värvitud	pintados
värvitud	pintou
värvitud	tintos
ertshertsog	arquiduque
janne	janne
tööriist	ferramenta
rikutud	corrompida
rikutud	corromper
rikutud	corrompidos
rikutud	corrompido
rikutud	arruinada
rikutud	arruinou
rikutud	arruinados
rikutud	estragou
rikutud	arruinado
rikutud	mimado
rikutud	estragado
rikutud	mimada
rikutud	violada
rikutud	violou
rikutud	violados
rikutud	violado
kohustuse	empenho
kohustuse	compromisso
kohustuse	empenhamento
kohustuse	comprometimento
protesti	protesto
protesti	protestar
protesti	protestos
hüppas	pulou
hüppas	saltou
tonga	tonga
edit	edit
edit	edita
edit	editar
edit	edite
gaboni	gabão
gaboni	gabão
gaboni	gabonesa
reageerivad	reagir
reageerivad	reagindo
reageerivad	reagir
reageerivad	reaja
reageerivad	reage
vaenlased	inimigos
vaenlased	inimigas
khan	cã
khan	khan
terra	terra
doc	doc
doc	doutora
doc	doutor
eeldus	presunção
eeldus	premissa
eeldus	premissas
mitmekordne	múltiplas
mitmekordne	múltiplos
mitmekordne	múltipla
mitmekordne	múltiplo
haute	haute
kandidaadid	candidatas
kandidaadid	candidatos
dom	dom
girls	girls
girls	miúdas
girls	garotas
girls	raparigas
girls	meninas
césar	cesar
césar	césar
césar	césar
teras	aço
teras	siderurgia
benedetto	benedetto
nool	flecha
nool	seta
nool	arrow
veronika	veronika
tasand	nivel
tasand	nível
tasand	level
eeskiri	regra
allveelaeva	submarino
allveelaeva	submarinos
detailid	pormenores
detailid	detalhes
unikaalne	únicos
unikaalne	único
unikaalne	única
unikaalne	únicas
švaabimaa	suábia
arkadi	arkady
kasvatatud	crescido
kasvatatud	cultivados
kasvatatud	crescida
kasvatatud	criado
bluetooth	bluetooth
järsk	íngreme
pomm	bomba
automaatne	auto
automaatne	automático
automaatne	automáticos
automaatne	automático
automaatne	automática
automaatne	automáticas
tagama	assegurar
vaene	coitado
vaene	pobre
vaene	pobres
pseudonüüm	pseudônimo
pseudonüüm	pseudónimo
loomaarst	efp
loomaarst	veterinário
loomaarst	veterinária
loomaarst	veterinário
pidamine	mantendo
pidamine	manter
parandamine	melhorar
parandamine	melhoria
parandamine	melhorando
parandamine	conserto
parandamine	reparar
parandamine	reparações
parandamine	reparo
parandamine	reparação
parandamine	rectificação
parandamine	correção
parandamine	correcção
parandamine	rectificação
parandamine	retificação
parandamine	melhoramento
parandamine	aperfeiçoamento
parandamine	melhoria
parandamine	melhorias
eile	ontem
popper	popper
hella	hella
volta	volta
polüneesia	polinésia
polüneesia	polinésia
tagumine	retaguarda
tagumine	traseiro
tagumine	traseiros
tagumine	traseira
rikkumine	infrações
rikkumine	infracções
rikkumine	infração
rikkumine	infracção
rikkumine	violação
enrique	enrique
tamara	tamara
rob	rob
rob	roubar
tln	tln
basel	basileia
basel	basileia
lamp	lâmpada
lamp	candeeiro
lamp	abajur
seisu	classificações
võistleja	concorrente
betty	betty
kullast	ouro
kullast	gold
kullast	dourado
ellis	ellis
institutsioon	instituição
lint	fita
lint	cassete
sissepääs	entrada
tabeli	planilha
sõrmuse	ring
sõrmuse	ringue
sõrmuse	anel
pilvede	nuvens
hurda	greyhound
philips	philips
preestrid	padres
preestrid	sacerdotes
jälgimine	rastreio
jälgimine	rastreamento
jälgimine	seguimento
jälgimine	acompanhamento
jälgimine	acompanhamento
jälgimine	monitorização
jälgimine	monitoramento
väärtuslik	valiosas
väärtuslik	valiosa
väärtuslik	valioso
väärtuslik	valiosos
teaduslikud	científico
teaduslikud	científica
aruba	aruba
argumendi	argumento
argumendi	argumentação
argumendi	argumentar
argumendi	argumentos
konkurents	concurso
konkurents	competição
konkurents	concorrência
kurjategija	criminoso
kurjategija	criminal
kurjategija	criminosa
kurjategija	penal
kurjategija	agressor
teemant	diamond
teemant	diamante
teemant	diamantes
laava	lava
kaitsjad	defesas
kaitsjad	defensores
kaitsjad	protectores
kaitsjad	protetores
kaitsjad	guardiões
kaitsjad	guardiães
kaitsjad	tutores
argumendid	argumentos
argumendid	argumentação
asjaolud	circunstâncias
asjaolud	circunstância
asjaolud	circunstancias
asjaolud	circunstâncias
regioonide	cr
regioonide	cor
nordisk	nordisk
türklased	turcos
türklased	turcas
vask	cobre
theodore	theodore
theodore	teodoro
alpes	alpes
unistus	sonhar
unistus	dream
unistus	sonho
järeldus	conclusão
kvartalis	trimestrais
kvartalis	trimestralmente
kvartalis	trimestre
kvartalis	trimestral
konsultant	consultora
konsultant	consultor
konstruktsioon	construção
konstruktsioon	construções
ilona	ilona
vaikselt	calmamente
vaikselt	silenciosamente
vaikselt	silenciosamente
tõrjuda	repelir
kattub	sobreposições
kattub	sobrepostos
kattub	sobreposição
kattub	sobrepostas
kattub	sobreposições
soovitab	recomenda
soovitab	sugere
platoo	planalto
córdoba	córdoba
córdoba	córdova
malmö	malmö
chuck	chuck
lambert	lambert
silvio	silvio
dialoogi	diálogo
dialoogi	dialogar
dialoogi	diálogos
dialoogi	diálogo
dialoogi	janela
süüdistuse	acusação
vaz	vaz
kristian	kristian
ramón	ramón
ramón	ramon
seinad	paredes
seinad	muralhas
seinad	muros
uss	verme
uss	minhoca
uss	vermes
uss	worm
ümmargune	redonda
ümmargune	redondo
ümmargune	ronda
ümmargune	round
ümmargune	rodada
next	seguinte
next	próximo
next	próxima
next	next
ravida	curar
ravida	cura
katki	quebrada
katki	quebrado
katki	broken
taktika	tácticas
taktika	táticas
taktika	táctica
taktika	tática
taktika	táctica
taktika	tática
takistuse	obstáculo
takistuse	obstáculos
skandaali	escândalo
skandaali	escândalos
amadeus	amadeu
amadeus	amadeus
teenus	serviço
vedel	liquido
vedel	líquidos
vedel	líquido
vedel	líquida
partner	sócio
partner	parceira
partner	parceiro
partner	associada
partner	associado
partner	associados
partner	associar
alalise	permanente
alalise	permanentes
namiibia	namíbia
lõhn	odor
lõhn	cheiro
lõhn	cheirar
lõhn	cheira
lõhn	cheiro
lõhn	odor
lõhn	aroma
lõhn	perfume
zeit	zeit
seadusandlik	legislativos
seadusandlik	legislativo
seadusandlik	legislativa
seadusandlik	legislatura
pruunid	marrom
pruunid	brown
pruunid	castanhos
pruunid	castanhas
pruunid	castanha
pruunid	castanho
pruunid	browns
etnoloog	etnólogo
allutatud	subordinado
allutatud	subordinada
allutatud	subordinados
allutatud	subordinação
allutatud	subordinado
allutatud	subordinada
allutatud	subordinados
cia	cia
cia	cia
cia	cla
saarlased	ilhéus
algebra	cálculo
algebra	álgebra
vastastikune	mútua
vastastikune	mútuo
vastastikune	reciprocidade
vastastikune	recíprocos
vastastikune	recíproco
vastastikune	recíproca
vastastikune	recíprocas
armand	armand
bakuu	baku
läbiviidud	realizada
läbiviidud	realizado
tag	marcar
tag	marca
tag	marque
tag	etiqueta
tag	tag
ostsid	comprei
ostsid	comprou
ostsid	comprada
ostsid	comprado
ostsid	comprados
vabanenud	lançado
vabanenud	libertado
vabanenud	liberado
vabanenud	liberada
vabanenud	divulgado
vabanenud	solto
nupp	botão
nupp	button
annie	annie
kotzebue	kotzebue
reich	reich
sisend	input
sisend	entrada
tadžikistani	tajiquistão
hillary	hillary
harvard	harvard
jyväskylä	jyväskylä
dong	dong
luige	swan
luige	cisne
neljakordne	quádruplo
areneda	evoluir
istanbuli	istambul
kalevala	kalevala
kübar	chapéu
kübar	cartola
kübar	hat
peatub	paradas
peatub	paragens
lao	lao
plaane	planos
libeeria	libéria
libeeria	liberiano
libeeria	libéria
lõigu	segmento
monarh	monarca
monarh	monarcas
palka	contratar
puutumata	intocada
luna	luna
ehitaja	construtor
heidelbergi	heidelberg
hollywoodi	hollywood
lilla	roxo
lilla	roxa
lilla	púrpura
publik	público
publik	audiência
publik	platéia
publik	plateia
publik	multidão
kaovad	desaparecer
kaovad	desaparece
kaovad	sumir
kaovad	desapareça
laupäeval	sábados
laupäeval	sábado
laupäeval	sabado
lahendamine	resolvendo
lahendamine	resolução
fin	fin
fin	barbatana
ehitab	constrói
kaevatud	dug
acer	acer
lööb	sucessos
lööb	hits
lööb	acertos
lööb	batidas
lööb	bate
vastavusse	alinhar
vastavusse	alinhamento
rubens	rubens
tugevdada	reforçar
tugevdada	fortalece
tugevdada	fortalecer
tugevdada	reforçar
algoritm	algoritmo
populatsioon	população
alias	alias
alias	pseudónimo
identne	idênticas
identne	idêntica
identne	idêntico
identne	idênticos
hero	manivela
hero	herói
hero	heroi
hero	hero
tõuke	ímpeto
grupis	grupo
grupis	agrupar
indutseeritud	induzido
indutseeritud	induzidas
indutseeritud	induzidos
indutseeritud	induzida
baikali	baikal
kepler	kepler
mõrv	homicídios
mõrv	homicídio
mõrv	assassinato
mõrv	assassínio
mõrv	homicídio
ahvenamaa	åland
filtri	filtro
filtri	filtrar
filtri	filtros
esivanemad	ancestrais
esivanemad	antepassados
armas	encantador
armas	encantadora
armas	adorável
veenis	persuadido
veenis	convenceu
veenis	persuadidos
pass	passaporte
õuna	maçã
õuna	maçãs
õuna	maça
õuna	apple
château	château
jenny	jenny
umberto	humberto
umberto	umberto
henryk	henryk
kentucky	kentucky
pilved	nuvens
pilved	nuvens
pilved	nuvem
pilved	cloud
mer	mer
lipnik	alferes
padova	pádua
franki	frank
tähendusi	significados
osaleja	participante
osaleja	participante
õlu	beer
õlu	cerveja
õlu	cervejas
paratamatu	inevitáveis
paratamatu	inevitável
reklaam	publicidade
reklaam	comerciais
reklaam	comercial
reklaam	publicidade
selma	selma
adelaide	adelaide
romana	romana
kogemused	experiências
kogemused	experiência
kogemused	experiencia
kogemused	vivência
tagurpidi	inverter
tagurpidi	reverter
tagurpidi	inverso
ümar	arredondada
ümar	arredondado
ümar	arredondados
ümar	redonda
ümar	redondo
ümar	ronda
ümar	round
ümar	rodada
genfis	genebra
kuulas	ouviu
kuulas	escutou
kuulas	ouvia
vaatluse	observação
aspekti	aspecto
sünagoog	sinagoga
paigal	congelar
paigal	congela
kolmnurk	triângulo
lõksu	cilada
lõksu	armadilha
regulaarne	regulares
regulaarne	regular
sümmeetria	simetria
paleontoloog	paleontólogo
teadust	ciências
teadust	ciência
stig	stig
edith	edith
edith	edite
aspektid	aspetos
aspektid	aspectos
hahn	hahn
organisatsioone	organizações
organisatsioone	organizações
positiivsed	positivos
positiivsed	positivas
positiivsed	positivo
positiivsed	positiva
tsitaat	citar
tsitaat	citação
tsitaat	citação
tsitaat	cotação
liepāja	liepāja
valdkonnad	áreas
pearl	pearl
pearl	pérola
viasat	viasat
joonas	joonas
joonas	jonas
joonas	jonah
silmapaistev	pendentes
liitumine	fusão
liitumine	concentração
liitumine	juntando
ohutu	inofensivas
ohutu	inofensiva
ohutu	inofensivo
ohutu	inofensivos
ohutu	seguros
ohutu	cofre
ohutu	seguro
ohutu	segura
iraak	iraque
györgy	györgy
bissau	bissau
janet	janet
viktoria	viktoria
legendaarne	legendário
legendaarne	lendários
legendaarne	lendário
legendaarne	lendária
rudolph	rodolfo
rudolph	rudolph
petra	petra
motors	motores
motors	motors
brad	brad
kubrick	kubrick
ühendused	conexões
ühendused	ligações
ühendused	associações
ühendused	interconexões
ühendused	interligações
kaksikud	gemini
kaksikud	gêmeos
kaksikud	gémeos
kaksikud	gémeas
kaksikud	gêmeos
kaksikud	gêmeas
mängitud	jogado
mängitud	jogou
mängitud	tocou
mängitud	joguei
mängitud	jogaram
seisnes	consistiu
seisnes	consistiam
seisnes	consistia
monroe	monroe
tuuled	ventos
tingimusteta	incondicionalmente
tingimusteta	incondicional
kitsad	estreito
kitsad	estreita
kitsad	estreitas
eeliseid	vantagens
selgitab	explica
omanduses	propriedade
häiritud	perturbado
häiritud	perturbada
häiritud	perturbados
häiritud	incomodado
nathan	nathan
liiklus	trânsito
liiklus	tráfego
nicola	nicola
hoidja	guardião
hoidja	detentor
müüt	mito
müüt	mitos
leben	leben
rääkinud	falados
rääkinud	falou
rääkinud	falado
rääkinud	falada
rääkinud	faladas
mosambiigi	moçambique
mõõdukas	moderar
mõõdukas	moderado
mõõdukas	moderados
mõõdukas	moderada
renate	renate
sforza	sforza
konteksti	contexto
kihid	camadas
pühakute	santos
pühakute	saints
kama	kama
toledo	toledo
plii	chumbo
plii	lead
plii	liderar
tais	tailândia
liivakivi	arenito
küsib	pede
väljakujunenud	liquidada
laused	frases
laused	frases
laused	sentenças
sarnasus	semelhança
sarnasus	semelhança
scsi	scsi
ardo	ardo
palavik	febre
sanders	sanders
vallandati	disparado
vallandati	despedido
vallandati	despedida
vallandati	demitido
hääldatakse	pronunciado
hääldatakse	pronunciada
patareid	baterias
patareid	pilhas
ohver	vitima
ohver	vítima
tycho	tycho
kiirabi	ambulância
raúl	raúl
hääletus	votação
hääletus	voto
hääletus	vote
hääletus	votem
hääletus	votar
hääletus	votação
hääletus	votando
hääletus	votações
hääletus	voto
hääletus	votar
marcello	marcello
vastupidav	duradouros
vastupidav	duradouro
vastupidav	duradoura
vastupidav	durável
tähevärav	stargate
pereira	pereira
säde	centelha
säde	faísca
toni	toni
varade	activos
varade	ativos
reuters	reuters
aianduse	horticultura
tantsud	danças
tantsud	bailes
cannes	cannes
dieter	dieter
larissa	larisa
larissa	larissa
pane	colocar
pane	coloca
pane	pôr
pane	posta
pane	coloque
isiksus	personalidade
olendid	seres
olendid	criaturas
kanalid	canais
kanalid	canais
kanalid	canal
kanalid	channel
põletatud	queimado
põletatud	queimada
põletatud	queimadas
põletatud	queimou
põletatud	queimados
põletatud	queimados
põletatud	queimado
põletatud	queimadas
põletatud	queimou
põletatud	queimada
sain	got
smirnov	smirnov
kontaktid	contactos
kontaktid	contatos
suremus	mortalidade
juhend	guia
juhend	instruções
moe	moe
usbekistani	uzbequistão
usbekistani	usbequistão
osce	osce
pankur	banqueiro
claire	claire
stefano	stefano
kana	frango
kana	galinhas
kana	galinha
kana	chicken
kana	frangos
kana	galinha
täitmine	execução
täitmine	preenchimento
täitmine	recheio
täitmine	enchimento
täitmine	preenchendo
täitmine	execução
koopad	grutas
koopad	cavernas
nebraska	nebraska
keeld	ban
keeld	banimento
keeld	banir
keeld	proibição
keeld	proibições
keeld	interdição
keeld	proibição
täiendavad	adicional
täiendavad	adicionais
hart	hart
komplekt	conjunto
komplekt	definir
komplekt	set
komplekt	definido
komplekt	estojo
komplekt	kit
alfons	alfons
qui	qui
kolju	caveira
kolju	crânio
pms	tpm
pms	pms
kadusid	desapareceram
kadusid	desaparecido
kadusid	sumiu
kadusid	desapareceu
abdul	abdul
winston	winston
alabama	alabama
arendaja	construtor
arendaja	desenvolvedores
arendaja	programador
arendaja	desenvolvedor
otsad	pontas
otsad	termina
otsad	extremidades
mõneti	razoavelmente
löök	sopra
löök	golpe
löök	soprar
löök	exploda
löök	percussão
löök	strike
löök	greve
löök	pontapé
löök	chute
löök	chuta
löök	kick
löök	chutar
tundsid	sentiram
tundsid	senti
tundsid	feltro
tundsid	sentiu
fbi	fbi
pzkpfw	panzer
bismarck	bismarck
uks	porta
teadlikult	conscientemente
teadlikult	conscientemente
wells	poços
wells	wells
athena	atena
athena	athena
leiutatud	inventou
leiutatud	invenção
leiutatud	inventado
leiutatud	inventada
leiutatud	inventei
susi	susi
paal	paal
kõrva	orelha
kõrva	ouvidos
kõrva	orelhas
kõrva	ouvido
pippin	pippin
liikumised	movimentos
soovitav	desejável
soovitav	desejáveis
vietnam	vietname
vietnam	vietnam
vietnam	vietnã
veronica	veronica
veronica	verónica
rahaühik	divisa
rahaühik	moeda
greg	greg
auru	vapor
auru	steam
auru	vapores
auru	vapor
alto	alto
houston	houston
kukub	cai
kukub	quedas
kukub	cataratas
kukub	falls
ibrahim	ibrahim
küpros	chipre
galaktikate	galáxias
pealkirjad	manchetes
pealkirjad	cabeçalhos
pealkirjad	títulos
kõrvad	orelhas
kõrvad	ouvidos
luisa	luisa
luisa	luísa
atlantis	atlantis
atlantis	atlântida
louisiana	louisiana
louisiana	luisiana
fauna	fauna
göteborgis	gotemburgo
laos	laos
vabrik	fabrica
vabrik	factory
vabrik	fábrica
kloostrid	mosteiros
mathias	mathias
mathias	matias
sõiduki	veículo
sõiduki	veiculo
mehhanismid	mecanismos
kehti	aplicar
kehti	aplique
paaris	emparelhado
paaris	pares
ash	ash
ash	cinza
ash	cinzas
mauritiuse	maurícia
mauritiuse	maurício
raport	relatório
raport	denunciar
raport	relatar
süüdistatud	acusado
süüdistatud	acusada
süüdistatud	acusadas
süüdistatud	acusados
pavia	pavia
vie	vie
nõudlus	procura
nõudlus	exigir
nõudlus	demanda
erapooletu	abstenção
erapooletu	imparciais
erapooletu	imparcial
erapooletu	imparciais
erapooletu	imparcial
