par	pour
cieta	massif
cieta	solide
cieta	rigide
cieta	rigides
cieta	rigidité
cieta	subie
cieta	souffert
ilgst	dure
salām	îles
salām	iles
kompānijas	compagnies
kompānijas	entreprises
kompānijas	sociétés
nezināms	inconnue
nezināms	inconnu
nezināms	inconnus
nezināms	inconnues
ekspedīcija	expédition
ekspedīcija	expedition
īpašnieks	propriétaire
īpašnieks	titulaire
īpašnieks	porteur
īpašnieks	détenteur
apbalvots	décorées
apbalvots	décorée
apbalvots	décorés
apbalvots	décoré
kustība	motion
kustība	mouvement
kustība	mouvements
kustība	movement
kustība	mouvement
galvaspilsētu	majuscules
galvaspilsētu	capitales
kapos	tombes
kapos	tombeaux
kapos	graves
kapos	fosses
satversmes	constitutionnelle
satversmes	constitutionnel
satversmes	constitutionnels
brīvi	librement
brīvi	couramment
gāzes	gaz
gāzes	gaz
saruna	conversation
noteikumi	règles
noteikumi	regles
noteikumi	dispositions
noteikumi	provisions
izraēlas	israélien
izraēlas	israélienne
izraēlas	israéliens
izraēlas	israéliennes
pašas	pareil
pašas	meme
pašas	identique
pašas	mêmes
pašas	même
neviens	personne
pašvaldības	communes
pašvaldības	municipalités
dažiem	certains
dažiem	certaines
dažiem	quelques
unesco	unesco
eiro	euro
eiro	euros
eiro	euros
eiro	euro
oto	otto
madonas	madona
baznīcā	église
baznīcā	eglise
ilga	duré
dziedātājs	chanteur
dziedātājs	chanteuse
dievs	god
dievs	dieu
satiksmes	trafic
satiksmes	circulation
literatūrā	littérature
pamata	basiques
pamata	élémentaire
pamata	basique
pamata	basic
dzīvniekiem	animaux
tāds	tels
tāds	tel
tāds	telle
tāds	telles
karavīru	soldats
attīstība	developpement
attīstība	développement
attīstība	evolution
attīstība	évolution
attīstība	développements
sts	sts
vispirms	première
vispirms	premières
vispirms	premier
vispirms	premiers
iepriekšējā	précédentes
iepriekšējā	précédente
iepriekšējā	précédent
iepriekšējā	précédents
parka	parc
darboties	opérer
līderis	meneur
līderis	leader
klases	classes
veidnes	modèles
veidnes	gabarits
veidnes	moules
veidnes	moisissures
veidnes	moules
ford	gué
ford	ford
matemātiķis	mathématicien
meitas	filles
spārnu	escadre
spārnu	aile
spārnu	ailier
spārnu	wing
spārnu	ailes
pašvaldība	municipalité
profesionāls	professionnels
profesionāls	professionnelle
profesionāls	professionnel
profesionāls	professionnelles
platums	latitude
platums	latitudes
platums	largeur
platums	largeurs
arena	arena
arena	aréna
arena	arène
vairums	most
daugava	daugava
prēmijas	bonus
prēmijas	primes
prēmijas	primes
sasniedzot	atteignant
sasniedzot	atteindre
statistika	statistiques
statistika	statistique
statistika	stats
statistika	statistiques
programmu	programme
programmu	programme
saukts	appelée
saukts	appelé
saukts	appelés
skaņu	sound
skaņu	sonore
skaņu	son
zāle	pelouse
zāle	graminées
zāle	gazon
zāle	herbe
amats	fonctions
amats	fonction
amats	position
amats	publier
amats	poste
amats	publication
georgs	georg
februāra	fevrier
februāra	février
februāra	fév
februāra	février
sergejs	sergey
sergejs	sergueï
sergejs	sergei
sergejs	sergueï
sergejs	serge
japāna	japon
valters	walter
krastu	rive
krastu	rivages
krastu	shore
krastu	rivage
paralēli	parallèlement
paralēli	parallèles
paralēli	parallèle
balta	blanche
balta	blancs
balta	blanches
balta	blanc
izskats	apparence
izskats	apparition
izskats	aspect
pulkvedis	colonel
pašreizējais	actuel
pašreizējais	courant
pašreizējais	actuels
pašreizējais	actuelle
pašreizējais	actuel
pašreizējais	présent
pašreizējais	présents
pašreizējais	présente
pašreizējais	présenter
vienlaikus	simultané
vienlaikus	simultanées
vienlaikus	simultanément
vienlaikus	simultanés
vienlaikus	simultanée
vienlaikus	simultanément
vienlaikus	simultané
māris	māris
biedru	mate
žurnālists	journaliste
tīmekļa	web
tīmekļa	enchaînement
masas	masses
masas	messes
masas	masse
masas	messe
standarta	norme
standarta	standard
piemērs	exemple
praktiski	pratique
praktiski	virtuellement
praktiski	quasiment
praktiski	pratiquement
praktiski	pratiquement
praktiski	quasiment
neliels	légère
marks	marquer
marks	marque
marks	mark
marks	marc
pasludināja	proclamée
pasludināja	proclamés
pasludināja	proclamé
vajadzētu	devrait
vajadzētu	devraient
vajadzētu	devrais
bērziņš	bērziņš
augstu	élevée
augstu	hautes
augstu	haut
augstu	haute
augstu	élevé
uzmanību	attention
teksts	textes
teksts	texte
iekārtas	équipements
iekārtas	équipement
iekārtas	equipements
iekārtas	matériel
iekārtas	equipement
iekārtas	machinerie
iekārtas	machines
iekārtas	installations
mākslinieku	artistes
ēriks	éric
ēriks	eric
ēriks	erik
somijā	finlande
ģitāra	guitare
ģitāra	guitares
pols	paul
music	musiques
music	musique
dienām	jours
dienām	journées
veiksmīgi	réussi
veiksmīgi	réussie
veiksmīgi	succes
veiksmīgi	succès
veiksmīgi	success
veiksmīgi	réussite
mājaslapā	site
fakultātes	facultés
fakultātes	professeurs
fakultātes	faculté
priekšā	front
priekšā	avant
priekšā	devant
augstākais	supérieure
augstākais	supérieur
lācis	ours
lācis	bear
operas	opéra
papildu	supplémentaire
papildu	supplémentaires
papildu	additionnel
papildu	supplémentaires
papildu	supplémentaire
papildu	extra
papildu	supplémentaire
papildu	complémentaire
papildu	supplémentaire
gaujas	gauja
tilta	bridge
tilta	pont
tilta	passerelle
apstiprināja	confirmé
apstiprināja	confirmées
apstiprināja	confirmés
apstiprināja	confirmée
rezerves	réserve
rezerves	réserves
rezerves	rechange
rezerves	épargner
rezerves	réserve
rezerves	réserver
runā	parler
runā	parlant
runā	discours
runā	allocution
runā	parlez
runā	parler
runā	parle
dolāru	dollars
dolāru	dollar
kvalifikācijas	qualifications
kvalifikācijas	qualifications
kvalifikācijas	qualification
versijas	versions
procesā	processus
procesā	procédé
apraksts	descriptif
apraksts	description
biedrība	sororité
biedrība	association
uzdevums	tâche
esošo	existantes
esošo	existant
esošo	existants
žurnāla	bûche
skatuves	ouf
skatuves	scène
deivids	alain
deivids	laurent
deivids	sylvie
deivids	david
nespēja	impossibilité
nespēja	incapacité
skaitlis	nombre
skaitlis	numéro
paraksts	signature
kustību	mouvements
kustību	movement
kustību	mouvement
portugāles	portugaise
portugāles	portugais
sērija	série
sērija	séries
sērija	lot
slavas	célébrité
slavas	renommée
slavas	gloire
slavas	fame
kristus	christ
atsevišķu	distinct
atsevišķu	séparés
atsevišķu	séparé
atsevišķu	séparées
atsevišķu	séparer
platības	domaines
platības	zones
ietekme	impact
ietekme	incidence
ietekme	influence
ietekme	influencer
ietekme	effets
ietekme	effets
ietekme	effet
vēsturi	histoire
vēsturi	historique
veidots	façonné
veidots	façonnés
veidots	façonnée
veidots	construite
veidots	construit
veidots	bâti
veidots	construits
notikumi	évènements
notikumi	evénements
notikumi	evenements
notikumi	événements
tomass	thomas
uzņēmumi	entreprises
uzņēmumi	compagnies
uzņēmumi	entreprises
uzņēmumi	sociétés
uzņēmumi	établissements
uzņēmumi	entreprises
acis	yeux
ieguvēji	lauréats
ieguvēji	gagnants
ieguvēji	vainqueurs
atmosfēras	atmosphère
atmosfēras	ambiance
atmosfēras	atmosphériques
atmosfēras	atmosphérique
maikls	alain
maikls	michael
maikls	michel
līdzīga	similaires
līdzīga	similaire
līdzīga	semblables
līdzīga	analogue
līdzīga	semblable
izraisīja	provoqués
izraisīja	provoqué
izraisīja	provoquée
izraisīja	provoquées
literatūra	littérature
literatūra	bibliographie
pakāpeniski	progressif
pakāpeniski	graduelle
pakāpeniski	graduel
pakāpeniski	progressive
pakāpeniski	progressivement
pakāpeniski	graduellement
flotes	flotte
flotes	flottes
piedalījusies	participé
četriem	quatre
pietiekami	suffisamment
pietiekami	assez
pietiekami	suffisantes
pietiekami	suffisants
pietiekami	suffisamment
pietiekami	suffisant
pietiekami	suffisante
redzams	visible
redzams	visibles
kopienas	communautés
kopienas	collectivités
kopienas	communaute
kopienas	communautaire
kopienas	communauté
kopienas	collectivité
augi	plantes
augi	végétaux
augi	herbes
apvienības	associations
apvienības	alliances
raksturīgs	typiques
raksturīgs	typique
daudziem	nombreux
daudziem	beaucoup
daudziem	nombreuses
daudziem	plusieurs
pakāpes	grade
pakāpes	grades
minēts	citées
minēts	cités
minēts	citée
minēts	mentionnée
minēts	mentionné
minēts	mentionnés
uzvārds	nom
uzvārds	patronyme
baltā	blanche
baltā	blancs
baltā	blanches
baltā	blanc
rūpnīca	végétal
rūpnīca	usine
rūpnīca	plante
rūpnīca	fabrique
rūpnīca	usine
mazais	petit
mazais	peu
mazais	petite
mācības	formation
mācības	entraînement
politikas	politiques
politikas	politique
politikas	politiques
argentīnas	argentins
argentīnas	argentin
argentīnas	argentins
argentīnas	argentin
argentīnas	argentine
ernests	ernest
ernests	ernests
mežu	boisé
piemīt	expositions
putns	oiseau
putns	oiseaux
putns	bird
skolotājs	professeur
skolotājs	enseignante
skolotājs	enseignant
skolotājs	institutrice
ēģiptes	égyptiens
ēģiptes	égyptienne
ēģiptes	égyptien
skonto	skonto
purvs	fen
purvs	marécage
purvs	marais
purvs	marécage
pietekas	affluents
islāma	islamiste
islāma	musulman
islāma	islamique
islāma	islam
augsta	élevée
augsta	hautes
augsta	haut
augsta	haute
augsta	élevé
aprīļa	avril
laukumā	carré
laukumā	carrés
laukumā	square
laukumā	carrées
ražošana	fabrication
ražošana	production
ražošana	fabrication
love	aime
love	amour
love	aimer
love	love
pussalas	péninsule
īpašumā	possédée
īpašumā	appartenant
īpašumā	possédé
īpašumā	possédés
melnā	noire
melnā	black
melnā	noires
melnā	noir
melnā	noirs
idejas	idées
īrijas	irlandaise
īrijas	irlandais
priekšsēdētāja	présidente
priekšsēdētāja	président
priekšsēdētāja	président
tūkstošiem	milliers
tartu	tartu
alfrēds	alfred
profesija	métier
profesija	profession
profesija	profession
profesija	occupation
barību	nourrir
barību	fil
international	international
international	internationaux
international	internationale
tramvaju	tram
tramvaju	tramways
tramvaju	tramway
tramvaju	tramways
tramvaju	tramway
spēkā	valables
spēkā	valide
spēkā	valable
spēkā	valides
spēkā	force
spēkā	forcer
sekoja	suivis
sekoja	suivit
sekoja	suivie
sekoja	suivies
priekšnieks	chef
priekšnieks	boss
priekšnieks	patron
priekšnieks	patronne
pozīcijas	positions
pozīcijas	rubriques
grupām	groupes
savienojumi	raccordements
savienojumi	connexions
savienojumi	raccords
savienojumi	composés
instrumenti	instruments
instrumenti	outillage
instrumenti	outils
instrumenti	instrumentation
sievas	épouse
sievas	epouse
sievas	femme
sievas	épouses
federācija	fédération
augsts	élevée
augsts	hautes
augsts	haut
augsts	haute
augsts	élevé
darbos	actes
pleskavas	pskov
pārvalde	administrateurs
pareizticīgo	orthodoxe
pareizticīgo	orthodoxie
pareizticīgo	orthodoxes
militāro	armée
militāro	militaire
militāro	militaires
spēka	résistance
spēka	solidité
spēka	force
spēka	force
spēka	forcer
kosmonauts	cosmonaute
cenšas	essayant
cenšas	essayer
zvaigznes	etoiles
zvaigznes	vedettes
zvaigznes	étoiles
vēsturnieks	historien
ādolfs	adolphe
ādolfs	adolf
live	live
live	vivant
live	vivre
meistars	maitre
meistars	master
meistars	maître
iebruka	envahis
iebruka	envahi
iebruka	envahit
iebruka	envahie
deputāti	députés
deputāti	membres
deputāti	adhérents
termins	terme
nesējs	porteur
nesējs	transporteur
objekts	objet
objekts	objet
objekts	sujet
dibinātājs	fondateur
dibinātājs	fondatrice
lika	lika
lika	commandés
lika	ordonné
lika	commandé
lika	commandée
lika	ordonnée
natvar	natvar
riga	riga
uzņēmējs	exploitant
uzņēmējs	opérateur
uzņēmējs	négociant
uzņēmējs	trader
uzņēmējs	opérateur
uzņēmējs	commerçant
tuvu	fermer
tuvu	proche
tuvu	proche
tuvu	près
atbrīvošanas	liberation
atbrīvošanas	libération
spēks	résistance
spēks	solidité
spēks	force
spēks	force
spēks	forcer
normas	normes
tma	tma
aparāts	appareil
aparāts	appareillage
ierindojās	classés
ierindojās	classées
ierindojās	classé
chessgames	chessgames
slovākijas	slovaque
slovākijas	slovaques
slovākijas	slovaque
slovākijas	slovaques
saraksti	listes
lidojums	vol
laikraksta	journal
uzvara	victoire
uzvara	victoires
uzvara	gagnante
uzvara	gagner
uzvara	gagnant
brāļu	fraternel
kreisā	gauche
persona	personne
ieroču	bras
ieroču	armes
atjaunošanas	reconstitution
atjaunošanas	reconstruction
atjaunošanas	rénovation
atjaunošanas	rénovations
soda	pénalités
soda	peine
soda	pénalité
soda	sanction
soda	soude
soda	soda
tag	étiquette
tag	tag
tag	balise
tag	identifications
tag	balises
tag	étiquettes
tag	tags
virzieni	itinéraire
virzieni	directions
lietas	choses
lietas	cas
izvēlējās	choisit
izvēlējās	choisi
izvēlējās	opté
berlīnē	berlin
ieviesa	introduit
ieviesa	introduits
ieviesa	introduites
teorija	théories
teorija	théorie
harijs	harry
čikāgas	chicago
ostas	port
ostas	ports
banka	banques
banka	banque
plašu	large
iekļauti	incluses
iekļauti	inclus
iekļauti	incluse
iekļauti	compris
iekļauti	inline
ivans	ivan
rūdolfs	rodolphe
rūdolfs	rudolf
valdnieks	règle
valdnieks	dirigeant
valdnieks	souverain
misijas	missions
misijas	mission
vadība	management
vadība	gestion
vadība	commandement
vadība	commande
vadība	leadership
artilērijas	artillerie
iekaroja	vaincu
iekaroja	conquis
iekaroja	conquise
ministra	ministre
tūrisma	touriste
nepieciešama	exigée
nepieciešama	exigé
nepieciešama	requise
nepieciešama	nécessaire
nepieciešama	obligatoire
nepieciešama	requis
nepieciešama	nécessaires
nepieciešama	nécessaire
augšējā	supérieure
augšējā	supérieur
augšējā	top
augšējā	haut
parkā	parc
kanāls	canal
kanāls	canal
kanāls	chaîne
kanāls	chenal
kanāls	channel
hermanis	hermann
progress	progrès
progress	progression
progress	progresser
progress	avancement
tev	vous
tev	tu
tev	toi
tev	you
seko	suivre
seko	suivez
seko	suivi
ilgi	longues
ilgi	longs
ilgi	longue
ilgi	longtemps
ilgi	long
bibliotēkas	bibliothèques
bibliotēkas	bibliothèque
bibliotēkas	librairie
šosejas	route
šosejas	autoroute
šosejas	autoroutes
doktora	doctorats
doktora	doctorat
iekšlietu	interieur
iekšlietu	intérieur
iekšlietu	intérieurs
zināma	connues
zināma	connue
zināma	connus
zināma	connu
krimas	crimée
krimas	crimée
beļģijas	belge
beļģijas	belges
paziņots	averti
paziņots	notifiés
paziņots	notifiée
paziņots	notifié
paziņots	annoncé
paziņots	annoncés
paziņots	annoncées
paziņots	annoncée
dāņu	danoises
dāņu	danois
dāņu	danoise
oglekļa	carbone
māksla	arts
māksla	art
māksla	artistique
pārējie	autre
pārējie	autres
pārējie	autres
teorijas	théories
decembra	décembre
decembra	decembre
dzejas	versets
dzejas	poésie
uzbruka	agressée
uzbruka	agressé
uzbruka	attaqués
uzbruka	agressé
uzbruka	agressée
uzbruka	attaqué
uzbruka	attaquée
noteikt	fix
noteikt	correctif
noteikt	réparer
noteikt	déterminer
noteikt	détermine
galvu	head
galvu	tête
galvu	têtes
savvaļā	wild
savvaļā	sauvage
savvaļā	sauvages
veikti	prises
veikti	taken
veikti	pris
veikti	prise
apkopoti	compilés
apkopoti	compilé
apkopoti	compilées
akadēmijā	académie
akadēmijā	academy
līcis	golfe
līcis	gulf
līcis	baie
līcis	bay
locekļi	membres
locekļi	adhérents
okeānā	océan
aste	queue
aste	filature
aste	tail
zemēm	terres
turpina	poursuit
turpina	continue
turpina	continuer
turpina	continue
turpina	continuons
turpina	continuez
turpina	poursuivre
skats	afficher
skats	vue
skats	voir
skats	affichage
skats	visualiser
kalifornijas	californie
kalifornijas	californienne
dibināšanas	fondatrice
valdis	valdis
gaiši	lumiere
gaiši	lumière
gaiši	légère
gaiši	léger
gaiši	pâles
gaiši	pale
gaiši	pâle
lauka	champ
lauka	domaine
attīstās	évolue
attīstās	évolutif
attīstās	évoluer
attīstās	développe
zaļā	verte
zaļā	vert
zaļā	vertes
vecā	ancienne
vecā	anciens
vecā	ancien
vecā	vieux
vecā	vieille
sasniegumi	réussites
sasniegumi	accomplissements
sasniegumi	réalisations
apvieno	fusionne
apvieno	combine
žans	jean
pilots	pilot
pilots	pilote
pilots	pilotes
preses	appuyez
preses	presse
preses	presses
tallinas	tallinn
zivis	poissons
zivis	pêcher
zivis	poisson
novērot	observe
novērot	observez
novērot	observer
novērot	observer
novērot	observant
tostarp	incluant
tostarp	comprenant
šķirnes	races
šķirnes	cépages
šķirnes	variétés
šķirnes	variété
līdzīgs	similaires
līdzīgs	similaire
līdzīgs	semblables
līdzīgs	analogue
līdzīgs	semblable
atgādina	rappels
atgādina	rappelle
atgādina	ressemble
šūnu	cellulaire
šūnu	cellulaires
uzbrukumu	attaquez
uzbrukumu	attaque
uzbrukumu	attentat
uzbrukumu	attack
uzbrukumu	attaquer
stāsts	récit
aleksejs	alexei
aleksejs	alexeï
aleksejs	alexeï
bāze	base
bāze	base
bāze	fondement
palīdz	assiste
vietējo	indigènes
vietējo	natif
vietējo	indigène
vietējo	autochtone
žurnāls	revue
žurnāls	magazine
žurnāls	magasine
indijā	inde
indijā	indes
pakalpojumu	service
uzņemts	admise
uzņemts	avoué
uzņemts	admis
uzņemts	admises
pabeigta	fini
pabeigta	terminée
pabeigta	finis
pabeigta	terminé
pabeigta	complété
pabeigta	terminée
pabeigta	achevés
pabeigta	achevé
pabeigta	terminées
pabeigta	terminé
pabeigta	complète
pabeigta	complets
pabeigta	complètes
pabeigta	complet
plāna	planifier
plāna	plan
cīņa	bataille
cīņa	combat
cīņa	lutte
cīņa	combats
cīņa	combat
cīņa	bagarre
cīņa	lutte
cīņa	combattre
cīņa	combat
cīņa	bagarre
apvienība	association
conf	conf
igors	igor
kapi	tombes
kapi	tombeaux
kapi	graves
kapi	fosses
kapi	cimetière
izmantošana	utilisation
izmantošana	usage
izmantošana	utilisation
izmantošana	utiliser
izmantošana	utilise
izmantošana	utilisez
savstarpēji	mutuellement
sports	sportif
sports	sportive
sports	sport
sports	sport
sports	sports
life	vie
bēgļu	réfugiés
bēgļu	réfugiées
bēgļu	réfugiée
bēgļu	réfugié
konference	conférences
konference	conférence
spānija	espagne
zālē	hall
filozofijas	philosophique
filozofijas	philosophie
rakstīja	écrivit
rakstīja	écrit
karaliene	reine
karaliene	queen
sekretārs	greffier
sekretārs	secrétaire
ieņem	occupe
sešas	six
novgorodas	novgorod
itālija	italie
rakstīšanas	dactylographie
rakstīšanas	taper
apzīmējums	terme
apzīmējums	désignation
apzīmējums	dénomination
apzīmējums	appellation
kalna	monter
kalna	mont
kalna	monture
nākamo	prochain
nākamo	suivante
nākamo	suivant
nākamo	prochaine
nākamo	next
dienās	jours
dienās	journées
ķīniešu	chinois
ķīniešu	chinoise
vietnieks	suppléant
vietnieks	alterner
vietnieks	adjoint
vietnieks	député
vietnieks	adjointe
saņem	reçois
saņem	reçoivent
saņem	recevez
saņem	recevoir
saņem	reçoit
arēna	arena
arēna	aréna
arēna	arène
henrijs	henri
henrijs	henry
elseif	elseif
stenlija	yves
stenlija	stanley
filips	philippe
filips	philip
kari	kari
kari	guerres
attīstījās	évolué
militārā	armée
militārā	militaire
militārā	militaires
tehnoloģijas	technologies
tehnoloģijas	technologique
tehnoloģijas	technologies
tehnoloģijas	technologie
problēmu	problème
problēmu	problématique
viņai	her
dienvidslāvijas	yougoslave
dienvidslāvijas	yougoslavie
nāciju	nations
attēli	images
attēli	images
attēli	photos
attēli	photos
attēli	photographies
vii	vii
raksturo	caractériser
treneri	coach
treneri	entraineur
treneri	entraîneur
elements	element
elements	élément
citur	ailleurs
pieci	five
pieci	cinq
sienas	paroi
sienas	muraille
sienas	mur
sienas	murs
stāvoklī	enceinte
stāvoklī	enceintes
gadsimts	siecle
gadsimts	siècle
gadsimts	century
teodors	theodore
teodors	théodore
teodors	theodor
kādreiz	jamais
kādreiz	ever
kultūra	culture
kultūra	récolte
tituls	titre
celtniecība	construction
kalnos	montagnes
kalnos	monts
kalnos	montagne
atjaunota	restaurée
atjaunota	restaurés
atjaunota	rétabli
atjaunota	restauré
artūrs	arthur
izstājās	renoncé
glezna	peinture
glezna	peintures
nelielas	mineures
nelielas	mineure
nelielas	mineur
nelielas	légère
koris	chœur
koris	chœurs
koris	chorale
koris	choeur
radīt	créer
radīt	créez
radīt	crée
radīt	créent
birojs	bureaux
birojs	bureau
oskars	oscar
oskars	oskar
ierakstīts	entré
ierakstīts	entrés
sibīrijas	sibérie
vērtības	valeurs
pdf	pdf
augstumā	altitude
rakstīt	écrivez
rakstīt	ecrire
rakstīt	écrire
rakstīt	rédiger
atgriešanās	retourner
atgriešanās	retour
atgriešanās	revenir
karavīri	soldats
smilšu	sables
smilšu	sable
garas	longues
garas	longs
garas	longue
garas	longtemps
garas	long
atdala	sépare
atzīta	reconnu
atzīta	reconnue
atzīta	reconnus
atzīta	reconnu
atzīta	reconnues
atzīta	reconnue
atzīta	reconnus
atzīta	reconnu
atzīta	reconnues
atzīta	reconnue
atzīta	reconnus
lidmašīnas	aéronefs
lidmašīnas	avion
lidmašīnas	avions
lidmašīnas	avions
lidmašīnas	avions
saksijas	saxe
prēmija	prime
prēmija	primes
prēmija	premium
roka	bras
roka	arm
roka	main
roka	hand
rinda	queue
rinda	file
rinda	rangées
rinda	ligne
rinda	rang
rinda	rangée
zīme	signer
zīme	signe
zīme	panneau
zīme	signez
zīme	marquer
zīme	marque
zīme	mark
pārtrauca	stoppé
gregora	grégorien
alus	bières
alus	biere
alus	bière
alus	bières
alus	bière
zinātnieks	scientifique
gaisā	airborne
gaisā	aéroportée
ezeri	lacs
ezeri	laques
nogalināja	tué
nogalināja	tuée
nogalināja	tués
krājums	stock
redaktors	rédacteur
redaktors	éditeur
redaktors	rédactrice
redaktors	editeur
matemātikas	maths
matemātikas	mathématique
matemātikas	mathématiques
ņemot	prendre
ņemot	prenant
metode	méthode
nodrošināt	assurez
izdevums	edition
izdevums	édition
federālā	fédéral
federālā	fédérale
federālā	fédéraux
federālā	fédérales
autori	auteurs
iesaistījās	fiancé
iesaistījās	fiancée
iesaistījās	engagés
iesaistījās	fiancés
iesaistījās	engagée
iesaistījās	engagé
runāt	parler
runāt	parle
runāt	talk
runāt	parlez
runāt	parlez
runāt	parler
runāt	parle
google	google
popularitāti	popularité
palīgs	assistant
palīgs	adjointe
palīgs	adjoint
palīgs	assistante
priekš	pour
roku	main
roku	hand
populārs	populaires
populārs	populaire
sarunas	négociations
sarunas	négociation
sarunas	conversation
sarunas	pourparlers
sarunas	négociations
sarunas	conversations
bijusī	ancien
bijusī	ancienne
gala	définitif
gala	finale
gala	final
gala	définitive
līderi	meneurs
līderi	leaders
līderi	dirigeants
līderi	meneur
līderi	leader
kājām	pieds
orbītas	orbitale
orbītas	orbital
sākums	démarrer
sākums	commencer
sākums	début
sākums	commencement
sākums	début
uzdevumu	tâche
diriģents	conducteur
akadēmija	académie
akadēmija	academy
vidusjūras	méditerranéen
vidusjūras	méditerranéenne
vidusjūras	méditerranée
pieejama	dispo
pieejama	disponible
pieejama	disponibles
suns	chiens
suns	chien
suns	chienne
gaita	démarche
turpinājās	continué
sabiedrība	société
sabiedrība	compagnie
sabiedrība	entreprise
sabiedrība	société
fonda	fonds
doma	réfléchi
doma	pensais
doma	pensé
doma	pensée
doma	idée
jaunākais	juniors
jaunākais	junior
jaunākais	dernier
jaunākais	dernières
jaunākais	derniers
jaunākais	dernière
dzimuši	naître
dzimuši	né
dzimuši	naissance
dzimuši	née
dzimuši	born
vietējā	locale
vietējā	local
vietējā	locales
vietējā	locaux
bostonas	boston
pieejams	dispo
pieejams	disponible
pieejams	disponibles
uzvarētāji	lauréats
uzvarētāji	gagnants
uzvarētāji	vainqueurs
ričards	richard
lietotāja	utilisateur
lietotāja	usager
dome	dôme
dome	coupole
dome	dome
galvaspilsētas	majuscules
galvaspilsētas	capitales
vecākā	aîné
kompozīcijas	compositions
šveicē	suisse
krievi	russes
zāles	médecine
zāles	médicament
zāles	médicaments
jans	jan
jans	yann
youtube	youtube
osta	port
čehu	tchèque
čehu	tchèques
romā	rome
kāpēc	pourquoi
kāpēc	why
stāvoklis	situation
stāvoklis	état
stāvoklis	condition
elizabete	elizabeth
elizabete	élisabeth
elizabete	élisabeth
elizabete	elisabeth
atgriežas	retours
atgriežas	retourne
atgriežas	retournant
atgriežas	revenant
apmeklēja	visités
apmeklēja	visitée
apmeklēja	visité
torņa	tour
torņa	tower
attēlo	dépeint
meži	woods
meži	forêts
meži	forêt
meži	forestier
meži	forêts
meži	forêt
meži	foret
datoru	ordinateurs
datoru	ordinateur
fotogrāfijas	photographies
fotogrāfijas	photos
fotogrāfijas	photographies
uzskaitījums	liste
uzskaitījums	listes
noteikta	corrigé
noteikta	fixe
noteikta	fixes
noteikta	fixé
noteikta	réparé
vērtība	valeur
uguns	feu
uguns	incendie
uguns	incendies
tradicionāli	traditionnelles
tradicionāli	traditionnel
tradicionāli	traditionnelle
tradicionāli	traditionnels
tradicionāli	traditionnellement
īsi	brièvement
īsi	courte
īsi	court
īsi	courts
īsi	courtes
īsi	bref
īsi	brèves
īsi	brève
kora	cora
kora	caro
telpās	intérieure
telpās	intérieur
uzbrukums	attaquez
uzbrukums	attaque
uzbrukums	attentat
uzbrukums	attack
uzbrukums	attaquer
uzbrukums	agression
uzbrukums	assaut
uzbrukums	agressions
apkalpo	servant
apkalpo	portion
apkalpo	servir
svētais	sainte
svētais	saint
svētais	saintes
svētais	sainte
svētais	sacré
svētais	saint
atpūtas	reposant
rangs	palmarès
rangs	classements
cieši	serrée
cieši	serré
cieši	serrés
cieši	étroit
cieši	étroitement
cieši	étroitement
zīmes	signes
zīmes	panneaux
zīmes	personnages
zīmes	caractères
zīmes	marks
zīmes	marques
katedrāle	cathédrale
katedrāle	cathédrales
planētas	planete
planētas	planète
planētas	planétaire
planētas	planétaires
planētas	planete
planētas	planètes
saule	dim
saule	soleil
saule	sunshine
saule	soleil
saule	ensoleillement
css	css
opera	opéra
asociācijas	associations
liepāja	liepāja
dzīvnieks	animale
dzīvnieks	animal
skaitīšanas	comptage
skaitīšanas	compter
skaitīšanas	décompte
fizikas	physique
karoga	pavillon
karoga	flag
karoga	drapeau
karoga	drapeaux
pussargs	milieu
ķīmiķis	chimiste
ķīmiķis	pharmacien
palīdzēja	aidé
palīdzēja	aidés
edvards	edvard
edvards	edward
edvards	édouard
domē	douma
vilcienu	train
daudzus	nombreux
daudzus	beaucoup
daudzus	nombreuses
daudzus	plusieurs
sportisti	athlètes
sportisti	sportifs
populācijas	populations
ungāru	hongrois
ungāru	hongroise
ungāru	hongroises
ungāru	hongrois
bar	barreau
bar	bar
bar	barre
pētniecības	recherches
pētniecības	recherche
relatīvi	relatif
relatīvi	relative
relatīvi	parent
relatīvi	relativement
microsoft	microsoft
pagaidām	provisoirement
pagaidām	entretemps
braucienā	voyage
braucienā	journey
braucienā	parcours
valign	valign
viela	substance
sarkano	rouges
sarkano	roux
sarkano	rouge
konstantīns	constantin
konstantīns	konstantin
konstantīns	constantin
konstantīns	constantine
zonde	sonde
zonde	sondes
portāls	portal
portāls	portail
līdzīgas	similaires
līdzīgas	similaire
līdzīgas	semblables
līdzīgas	analogue
līdzīgas	semblable
parlaments	parlement
kilometru	kilomètre
skotijas	écosse
skotijas	ecosse
skotijas	ecossais
skotijas	écossaise
skotijas	écossais
būtiski	essentiel
būtiski	indispensable
būtiski	essentielles
būtiski	essentielle
būtiski	essentiels
retāk	rare
muzejā	musées
muzejā	musée
asociācija	association
gari	maxi
gari	spiritueux
gari	alcools
gari	esprits
uzvarētājs	vainqueur
uzvarētājs	gagnants
uzvarētājs	gagnante
uzvarētājs	gagnant
uzvarētājs	lauréat
krita	tombé
krita	tombée
krita	tomba
sastāvēja	consistait
kartes	cartes
kartes	cartes
kartes	graphiques
kartes	diagrammes
novērojumu	observation
celtnes	bâtiments
