политехнический	polytechnic
тимофей	timofej
ирак	irak
стамбул	istanbul
кнессета	knesset
изобретения	oppfinnelser
гнездо	reir
гнездо	rede
индию	india
стратегия	strategi
специальность	spesialitet
важная	viktig
холокоста	holocaust
никарагуа	nicaragua
массе	masse
массе	messe
представительство	representasjon
местная	lokale
местная	lokalt
местная	lokal
местная	local
порты	havner
сообщили	rapportert
сообщили	rapporterte
перес	peres
перес	perez
перес	pérez
реагирует	reagerer
маркус	marcus
маркус	markus
адъютант	adjutant
энрике	enrique
энрике	henrique
уничтожен	ødelagt
уничтожен	ødelegges
уничтожен	tilintetgjort
розы	roser
розы	roses
розы	rosene
национальностей	nasjonaliteter
батарей	batterier
визит	besøke
визит	besøk
празднования	feiringer
празднования	feiringen
уругвай	uruguay
акад	akad
готова	klare
готова	klar
трактат	avhandling
индиана	indiana
пабло	pablo
канзас	kansas
цветной	farga
цветной	farget
самолета	fly
разрушение	riving
разрушение	ødeleggelse
разрушение	tilintetgjørelse
дина	dinah
дина	dina
обновления	oppdateringer
обновления	oppdateringen
обновления	oppdater
обновления	oppdatere
обновления	oppdatering
колонна	kolonnen
колонна	kolonne
колонна	søyle
колонна	konvoi
колонна	konvoien
ахмад	ahmad
объявления	kunngjøringer
объявления	annonser
персидского	persisk
персидского	persiske
персидского	perser
предположения	antakelse
предположения	antagelser
предположения	antakelser
рики	ricky
живет	lives
спасает	redder
спасает	lagrer
полости	hulrom
монголия	mongolia
перемещения	forskyvning
гамма	gamma
гроссмейстер	stormester
посвященный	dedikert
забыл	glemt
забыл	glemte
забыл	glemt
полос	kjørefelt
полос	lanes
последовало	skygget
последовало	fulgte
последовало	fulgt
последовало	følges
тропических	tropisk
изменилась	endret
изменилась	forandret
изменилась	skiftet
изменилась	endra
изменилась	forandra
долг	plikt
долг	gjeld
ален	allen
ален	alain
колебаний	nøling
бернар	bernard
беременности	svangerskap
беременности	graviditet
полезные	nyttige
полезные	nyttig
полезные	brukbart
полезные	nyttig
полезные	hjelpsom
полезные	behjelpelig
полезные	nyttige
совместное	joint
лонг	lenge
лонг	lang
лонг	lange
лонг	lengter
лонг	long
равнины	plains
полезно	nyttige
полезно	nyttig
полезно	brukbart
полезно	nyttig
полезно	hjelpsom
полезно	behjelpelig
полезно	nyttige
санчес	sanchez
санчес	sánchez
гэри	gary
инфраструктура	infrastruktur
металл	metall
металл	metal
уход	omsorg
уход	omsorgsfull
уход	pleie
уход	omsorg
уход	stell
уход	bryr
уход	care
ребята	gutter
ребята	karer
ребята	folkens
ребята	guys
шире	bredere
шире	bredere
неизвестен	ukjent
неизвестен	ukjente
неизвестен	uvisst
скалы	klipper
скалы	steiner
скалы	bergart
скалы	rocks
домашний	hjemme
домашний	heime
домашний	hjem
домашний	hjemmet
домашний	home
домашний	hjemmelaget
лунный	lunar
комиссара	politisjef
комиссара	kommissær
оскорбление	krenkende
оскорбление	fornærmer
оскорбление	fornærmende
оскорбление	fornærmelse
оскорбление	krenkelse
оскорбление	fornærme
марс	mars
перечислены	oppført
перечислены	listet
расти	rusten
расти	rusty
расти	rustne
расти	gror
расти	voks
расти	vokse
моды	mote
моды	mods
применить	gjelder
применить	søk
применить	bruk
применить	søke
преподавания	undervisning
преподавания	underviser
преподавания	undervise
преподавания	lærer
сервера	servere
сервера	server
зарегистрировано	registrerte
зарегистрировано	registrert
единое	unified
единое	forent
этнографии	etnografi
рекомендую	anbefale
рекомендую	anbefaler
комбинации	kombinasjoner
комбинации	kombinasjon
указатель	indeks
указатель	pekeren
рог	horn
поместье	manor
поместье	gods
поместье	godset
поместье	kongsgård
различие	skillet
различие	forskjell
зла	ondskapen
зла	evil
зла	ondskap
окружение	miljø
окружение	omgivelsene
окружение	omgivelser
адриан	adrien
адриан	hadrian
адриан	adrian
порода	breed
порода	rase
порода	oppdretter
альманах	almanakk
хранение	besittelse
хранение	besettelse
хранение	lagring
хранение	lagringsplass
хранение	oppbevaring
возможен	mulige
возможен	mulig
жертву	ofring
жертву	oppofrelse
коалиция	koalisjon
коалиция	koalisjonen
спорить	krangling
спорить	krangler
документальных	dokumentar
документальных	dokumentarfilm
правильное	riktig
правильное	korriger
правильное	korrekt
правильное	korrigere
правильное	riktige
исследовал	utforsket
исследовал	undersøkt
пропаганда	propaganda
зубы	tenner
треки	spor
треки	spora
специализированных	spesialisert
кучу	haug
ущелье	juvet
ущелье	kløfta
доминик	dominic
доминик	dominique
доминик	dominik
шахматы	chess
шахматы	sjakk
будапешт	budapest
фактором	factor
фактором	faktor
казимир	kasimir
казимир	casimir
животное	animal
животное	dyrisk
животное	dyr
животное	dyret
тюрингия	thüringen
дракона	drage
дракона	dragon
углерода	karbon
углерода	carbon
свидетелей	vitne
свидетелей	vitner
кпм	pcf
преодолеть	overvinne
преодолеть	overvunnet
усиление	styrking
усиление	forsterkninger
атаковали	angrepet
атаковали	angrep
легион	legion
дискография	diskografi
взвод	avdeling
взвод	squad
взвод	troppen
взвод	tropp
точная	presis
точная	presise
точная	presist
точная	presis
точная	nøyaktig
точная	saklig
точная	korrekt
точная	nøyaktige
точная	eksakte
точная	eksakt
гоголя	gogol
богатства	rikdommer
богатства	formuer
богатства	rikdom
богатства	velstand
рейна	rhinen
рейна	rhein
рейна	reina
заключить	konkludere
организм	organisme
обряд	ritus
личинки	larver
личинки	striker
сообщается	rapportert
сообщается	rapporterte
панорама	panorama
исключить	ekskluderer
исключить	ekskludere
исключить	slette
исключить	slett
опер	operaer
монахи	munker
белок	protein
свердловская	sverdlovsk
временный	midlertidig
временный	midlertidige
временный	temp
завершена	fullført
завершена	gjennomført
завершена	fullførte
завершена	ferdige
завершена	fullførte
завершена	avsluttet
завершена	ferdig
груневельд	groeneveld
консульство	konsulatet
консульство	konsulat
кастро	castro
матрицы	matrise
матрицы	matrix
вызывать	tilkalle
вызывать	tilkaller
вызывать	innkalle
упадок	avslå
упадок	nedgang
взрослые	voksne
взрослые	voksen
взрослые	voksent
взрослые	voksne
арестованы	arresterte
арестованы	arrestert
арестованы	anholdt
арестованы	pågrepet
документальные	dokumentarer
медичи	medici
ранний	early
ранний	tidig
ранний	tidlig
ранний	tidlige
ранний	tidleg
исчезновения	forsvinningen
исчезновения	forsvinning
знакомство	kjennskap
знакомство	kjenning
знакомство	bekjentskap
знакомство	bekjent
иисус	jesus
итальянские	italiener
итальянские	italienske
итальянские	italiensk
компонент	komponenten
компонент	komponent
объяснил	forklares
объяснил	forklarte
объяснил	forklart
искренне	oppriktig
искренне	genuint
удобства	fasilitetene
вэй	wei
хорхе	jorge
спутники	satellitter
спутники	satellittene
спутники	satellitt
спутники	måner
опытом	erfaringer
опытом	opplevelser
рон	roan
рон	ron
рон	ronny
наблюдение	overvåking
наблюдение	overvåker
наблюдение	observasjon
наблюдение	overvåkning
наблюдение	overvåking
наблюдение	observerer
деда	farfar
деда	bestefar
деда	farfar
деда	farfaren
деда	bestefar
черепа	skaller
черепа	skallen
черепа	hodeskalle
черепа	skull
черепа	skalle
герберт	herbert
якоб	jacob
якоб	jakob
якоб	jakob
словакия	slovakia
словакия	slovakias
интеграции	integrering
интеграции	integrasjon
женщину	woman
женщину	kvinne
актер	aktør
актер	skuespiller
мальчиков	boys
мальчиков	gutter
мальчиков	guttene
агломерации	agglomeration
марке	marche
успешного	vellykket
успешного	vellykkede
костей	bones
костей	knokler
парков	parkene
парков	parker
парков	parks
сделки	transaksjoner
сделки	transaksjonene
сделки	bytter
сделки	tilbud
сделки	avtaler
сделки	tilbudene
попробуйте	prøv
попробуйте	forsøk
попробуйте	try
попробуйте	prøve
черт	damn
избирательного	selektiv
девиз	motto
девиз	slagord
девиз	parolen
сек	sek
сек	sec
салон	salong
греческая	gresk
тысячелетия	årtusen
тысячелетия	millennium
серийный	seriemorder
земледелия	landbruk
частное	menig
частное	privat
частное	enerom
частное	private
риска	risiko
риска	risikere
зеркало	speil
беседы	samtaler
беседы	intervjuer
пересадка	transplantasjon
регулярный	regulært
регулярный	regelmessige
регулярный	vanlig
рассказать	fortelle
рассказать	fortell
грей	grå
грей	grey
райт	wright
вертолёт	helikopter
мали	mali
реакций	reaksjoner
независимая	independent
независимая	uavhengige
независимая	uavhengig
независимая	selvstendig
грузовых	frakt
украшения	smykke
украшения	smykker
украшения	juveler
украшения	smykker
украшения	dekorasjoner
украшения	dekorasjonene
правду	sannhet
уровни	nivåer
организатором	arrangør
священники	prestene
священники	prester
влиятельных	innflytelsesrike
влиятельных	innflytelsesrik
разнообразие	mangfold
разнообразие	variasjon
хирург	kirurg
брони	rustning
брони	panser
признано	gjenkjent
признано	anerkjent
признано	anerkjent
признано	gjenkjent
признано	anerkjente
признано	anerkjent
патрон	beskytter
зомби	zombie
зомби	zombier
поворот	twist
поворот	vending
поворот	snu
поворот	skru
поворот	roter
поворот	pivot
гражданства	nasjonalitet
молитвы	bønner
ботанический	botanisk
босния	bosnia
конечной	ypperste
конечной	ultimate
дэйв	dave
алжир	alger
алжир	algerie
коричневые	brown
коричневые	brune
коричневые	brunt
коричневые	brun
саймон	simon
саймон	simón
нила	neil
нила	nilen
бтр	btr
саид	sayid
саид	syed
саид	sakt
саид	sa
саид	said
саид	sagt
саид	saeed
декан	dekanus
декан	dean
низким	lavmål
низким	lav
низким	lavt
низким	low
низким	lave
повсеместно	overalt
феномен	fenomen
феномен	fenomener
феномен	fenomenet
феномен	fenomen
руды	malm
руды	ore
истины	sannheter
джеффри	geoffrey
джеффри	jeffrey
блюз	blues
ценные	verdifull
ценные	verdifulle
ценные	verdifullt
нефть	olje
нефть	petroleum
существенное	betydelig
существенное	vesentlig
существенное	betydningsfullt
снег	snør
снег	snøvær
снег	snø
виа	via
детройт	detroit
показывать	vis
показывать	vise
показывать	show
целые	helhet
целые	hel
целые	whole
преступников	lovløse
преступников	fredløse
преступников	forbrytere
преступников	forbryterne
преступников	kriminelle
воля	will
экономии	nøysomhet
теннесси	tennessee
дженнифер	jennifer
форд	ford
шар	røye
шар	ballong
шар	ball
шар	orb
подарок	nåværende
подарок	presentere
подарок	presang
подарок	nåtid
подарок	tilstede
подарок	gaven
подарок	gave
очко	poeng
очко	score
очко	poengsum
очко	snes
очко	poeng
очко	punkt
очко	point
группировка	fraksjon
группировка	fraksjonen
группировка	gruppering
стрелка	shooter
стрелка	skytter
стрелка	pil
стрелка	arrow
жидкость	væske
жидкость	flytende
жидкость	væske
свойство	eiendom
этаж	etasje
этаж	etg
этаж	gulv
гранди	grandi
гродно	hrodna
выполнено	oppfylt
выполнено	fullført
выполнено	utført
заявив	konstaterer
сербов	serbere
сербов	serberne
контекста	kontekst
контекста	sammenheng
контекста	konteksten
луга	meadows
люксембурга	luxembourgs
люксембурга	luxemburg
люксембурга	luxembourg
эна	ena
соловьёв	solovjov
курорт	resort
курорт	feriested
вектор	vektor
фантастический	fantastic
леона	leona
закончить	avslutt
закончить	finish
закончить	avslutte
мирное	fredfull
мирное	fredfylt
мирное	fredelig
мирное	fredfullt
мирное	fredelige
саха	saha
присоединение	tiltredelse
барабанщик	trommis
барабанщик	trommeslager
нож	kniv
трудах	skrifter
тянет	trekker
тянет	trekker
акция	action
акция	aksjon
акция	handling
изобретение	oppfinnelse
навыки	skills
навыки	ferdighetene
навыки	ferdigheter
навыки	ferdighet
грубо	frekk
грубо	uhøflig
грубо	frekt
грубо	uforskammet
бранденбург	brandenburg
уменьшение	reduksjon
уменьшение	reduserer
уменьшение	reduser
уменьшение	minsk
уменьшение	nedgang
уменьшение	redusere
санкции	straffer
санкции	sanksjoner
физическая	fysikalsk
физическая	fysisk
ботаника	botanikk
рей	rey
рей	rae
рей	rei
рей	ray
викимедиа	wikimedia
индивидуальные	individuelle
индивидуальные	individuell
индивидуальные	individ
индивидуальные	individet
спасение	lagring
спасение	lagrer
спасение	sparer
спасение	sparing
спасение	rescue
спасение	unnsetning
спасение	redningen
спасение	redning
спасение	redde
спасение	frelse
мичиган	michigan
минас	minas
кросс	kryss
кросс	cross
кросс	krysse
кросс	kors
нельсон	nelson
снимок	øyeblikksbilde
снимок	skjermbilde
кисти	børster
западное	vestlig
западное	vest
западное	vestlige
западное	western
фильтр	filter
фильтр	filteret
фильтр	filtrere
герцогиня	hertuginne
закончилось	sluttet
закончилось	avsluttet
закончилось	endt
закончилось	endte
электроники	elektronikk
квебек	québec
квебек	quebec
колеса	hjul
колеса	hjulet
колеса	hjul
аудио	lyd
лукас	lucas
лукас	lukas
пал	pal
пал	fallen
пал	falt
мужские	mannlige
мужские	mannlig
мужские	hann
компакт	kompakt
вычисления	computing
вычисления	informatikk
продал	solgte
продал	selges
продал	solgt
акул	haier
реализм	realisme
химическая	kjemisk
правильный	riktig
правильный	korriger
правильный	korrekt
правильный	korrigere
правильный	riktige
операторов	operatører
поляки	polakker
поляки	polene
тереза	therese
тереза	teresa
тереза	theresa
четверть	kvart
приобрести	kjøpet
приобрести	kjøp
приобрести	anskaffe
приобрести	skaffe
повысить	fremme
повысить	frem
повысить	fremming
повысить	brekk
повысить	fremmer
повысить	boost
защищает	beskytter
особая	spesielt
особая	special
особая	spesiell
особая	spesielle
особая	spesial
буддизм	buddhisme
ген	gene
ген	gen
смешанные	blanda
смешанные	blandet
призы	premier
призы	trofeer
адамс	adams
мятеж	mytteri
мятеж	mytteriet
мятеж	opprør
социальное	sosialt
социальное	sosiale
социальное	sosial
просмотр	visning
просмотр	surfing
просмотр	visning
просмотр	utsikt
просмотр	vis
подъёма	vokal
максимальное	maksimum
максимальное	maksimalt
максимальное	maks
максимальное	maksimal
рика	rick
рика	rica
телефоны	telefoner
телефоны	telefonene
телефоны	telefoner
неизвестный	ukjent
неизвестный	ukjente
неизвестный	uvisst
социалистов	sosialister
социалистов	sosialistene
шарлотта	charlotte
буш	busk
буш	bush
буш	busken
тайвань	taiwan
миф	myte
миф	myten
убежище	husly
убежище	ly
убежище	fristed
убежище	tilfluktssted
убежище	helligdom
убежище	asyl
убежище	tilfluktssted
убежище	tilflukt
мышь	mouse
мышь	musen
мышь	mus
тенденция	trend
тенденция	trenden
тенденция	tendens
биг	big
биг	store
биг	stor
биг	stort
биг	bih
тезис	masteroppgave
тезис	avhandling
богини	gudinner
потребности	behov
потребности	krav
потребности	kravene
катера	båter
кен	ken
дольше	lenger
дольше	lengre
дольше	lengere
подтверждена	bekreftet
координации	koordinere
рождество	jula
рождество	julen
рождество	jul
рождество	christmas
рождество	xmas
ральф	ralf
ральф	ralph
ральф	rolf
стандартный	standard
отделений	kontor
отделений	kontorer
отделений	greiner
поло	polo
чистый	renset
чистый	net
чистый	nett
чистый	netto
чистый	rein
чистый	reint
чистый	ren
чистый	rydde
чистый	rent
чистый	pur
чистый	ren
чистый	rent
чистый	pure
тепло	varmekabler
тепло	heat
тепло	heten
тепло	varme
тепло	varm
тепло	warm
тепло	varmt
мартинес	martinez
мартинес	martínez
таджикистан	tadsjikistan
погода	weather
погода	været
погода	vær
удаляется	fjernet
удаляется	fjerna
суды	domstolene
суды	domstoler
герцогства	hertugdømmet
бака	baka
приобрел	ervervet
приобрел	anskaffet
джейми	jamie
предпочитает	foretrekker
банкноты	pengesedler
демонстрирует	demonstrerer
раннее	early
раннее	tidig
раннее	tidlig
раннее	tidlige
раннее	tidleg
днепропетровск	dnipropetrovsk
орды	horder
орды	hordene
болота	sumpen
болота	sump
болота	myrene
болота	sumpene
избегать	unngå
избегать	unngår
избегать	unngå
магистр	magister
окружности	sirkler
окружности	omkrets
соединяет	forbinder
пригороде	forstad
пригороде	forstaden
пригороде	forstad
пригороде	forstedene
празднование	feirer
празднование	feire
празднование	feiring
празднование	feiringer
празднование	feiringen
празднование	feiring
туркменистана	turkmensk
спорных	omstridt
спорных	omstridte
спорных	kontroversielle
спорных	kontroversiell
спорных	kontroversielt
римлян	romerne
римлян	romere
длинная	lenge
длинная	lang
длинная	lange
длинная	lengter
длинная	long
дождь	regner
дождь	regn
дождь	rain
рено	renaud
рено	reno
рено	renault
вов	wwii
уменьшается	minsker
продать	sell
продать	selg
продать	selge
продать	seige
колесо	hjul
колесо	hjulet
федеральное	føderalt
федеральное	føderale
федеральное	federal
федеральное	føderal
клиент	kunde
клиент	klient
клиент	kunde
таллин	tallinn
прибыла	ankom
прибыла	kommet
прибыла	ankommet
быков	okser
быков	bulls
сохранять	bevare
сохранять	bevar
сохранять	lagre
ударных	perkusjon
шум	støy
шум	bråk
сталь	stål
говард	howard
скот	scott
скот	buskap
скот	kveg
скот	storfe
скот	kyr
выделил	fremhevet
кусок	bit
кусок	stykke
органических	organisk
органических	økologisk
серп	sigd
кальция	kalsium
робот	robot
ева	eva
ева	eva
ева	eve
паркер	parker
бурбон	bourbon
филиппины	philippines
филиппины	filippinene
филиппины	filippinenes
восстановлено	gjenopprettet
восстановлено	restaurert
заболевание	sykdom
ствол	tønne
ствол	pistol
ствол	gun
ствол	revolver
шер	cher
справедливо	rettferdig
справедливо	fair
тренеров	trenere
тренеров	trenerne
мирза	mirza
запрещены	forbudte
запрещены	bannlyst
запрещены	utestengt
запрещены	forbudt
запрещены	forbød
братства	brorskap
братства	broderskap
братства	brorskapet
разрушена	ødelagt
разрушена	ruinert
цифра	sifret
цифра	figur
отражения	refleksjoner
отражения	reflections
неясно	uklart
неясно	utydelig
неясно	uklar
кэти	kathy
кэти	cathy
кэти	katy
кэти	katti
кэти	katie
либертадорес	libertadores
водителя	sjåfør
лиссабон	lisboa
серого	gray
серого	grå
серого	grått
осуществление	implementering
осуществление	gjennomføringen
величайших	størst
величайших	største
величайших	flotteste
величайших	greatest
творческих	kreativ
творческих	kreativt
творческих	kreative
джорджия	georgia
спектра	spekteret
спектра	spektrum
спектра	spectrum
норт	nordover
норт	north
норт	nord
домохозяйства	husholdninger
домохозяйства	husholdning
домохозяйства	husstand
нести	bære
побег	flykter
побег	rømmer
побег	rømme
побег	flukt
побег	flukten
побег	escape
визита	besøke
визита	besøk
ввод	innspill
ввод	inndata
ввод	skriver
ввод	entrer
ввод	oppgi
ввод	angi
ввод	enter
атомов	atomer
измерений	målinger
документация	dokumentasjon
документация	dokumentasjonen
бордо	bordeaux
спора	strides
спора	tvist
спора	tvisten
производительность	opptreden
производительность	resultater
производительность	forestilling
производительность	performance
производительность	ytelse
производительность	produktivitet
заняты	travle
заняты	travel
заняты	busy
заняты	opptatt
заняты	travelt
существенные	betydelig
существенные	vesentlig
существенные	betydningsfullt
регент	regent
двигаться	flytte
двигаться	flytt
двигаться	flytting
двигаться	flytte
двигаться	flytter
лена	lena
уважение	respekt
эскадрилья	skvadron
эскадрилья	skvadronen
подтверждаю	bekreftet
капитаны	kapteinene
капитаны	kapteiner
самоубийство	selvmord
томпсон	thompson
определены	defineres
определены	definerte
определены	definert
определены	besluttsom
определены	målbevisst
определены	bestemt
голландский	nederlandsk
голландский	nederlendere
голландский	hollandsk
захаров	zakharov
снаряда	prosjektil
мемуары	memoarer
мемуары	memoarer
блокады	blokaden
блокады	blokade
подземный	underground
подземный	undergrunnen
подземный	underjordisk
живые	bodd
живые	levende
живые	livlige
живые	livlig
живые	levende
живые	alive
фбр	fbi
винсент	vincent
варвара	varvara
мар	mar
рикардо	ricardo
противостоять	konfronterer
противостоять	konfrontere
ходил	vandret
ходил	gikk
ходил	gått
ходил	gjekk
змей	slange
змей	snake
змей	slanger
авария	ulykke
авария	uhell
авария	crash
авария	krasje
авария	krasj
вождь	høvding
миграции	migrasjon
предприниматели	gründere
квартале	kvart
включено	inkluderes
включено	inkluderte
включено	inkludert
включено	aktivert
костюмы	kostymer
костюмы	drakter
костюмы	dresser
бан	ban
бан	forby
бан	forbud
бан	bolle
повстанцы	opprørere
повстанцы	opprørere
повстанцы	rebeller
повстанцы	opprørerne
ромео	romeo
доводы	argumenter
удэ	ude
бронза	bronse
невозможности	umulighet
редактировать	redigere
редактировать	rediger
редактировать	edit
редактировать	redigering
шаги	trinnene
шаги	skritt
шаги	steg
шаги	trinn
шаги	fotspor
вставить	insert
квартет	kvartett
вину	skyld
вину	skyldfølelse
алжира	algerisk
алжира	algerie
филип	philip
филип	filip
филип	filip
николя	nicolas
николя	nicholas
николя	nicola
квалификация	kvalifikasjoner
квалификация	kvalifisering
сантос	santos
организаторы	organisatorene
организаторы	arrangører
организаторы	verter
переводить	oversette
переводить	oversett
интеллигенции	intelligentsia
коллегами	kollegene
коллегами	kolleger
коллегами	kollegaer
коллегами	kollegaene
коллегами	kollegaer
коллегами	kolleger
коллегами	kollegaene
коллегами	medarbeidere
походы	camper
походы	camping
походы	fotturer
походы	fjellturer
походы	hiking
моряков	sjømenn
моряков	sjøfolk
потеря	taper
потеря	tape
потеря	mister
потеря	savn
потеря	tap
профессионально	profesjonelt
кентукки	kentucky
получен	mottok
получен	mottatte
получен	mottatt
французское	fransk
имеющихся	tilgjengelige
имеющихся	tilgjengeleg
имеющихся	ledig
имеющихся	tilgjengelig
секрет	hemmelige
секрет	hemmelighet
секрет	secret
секрет	hemmelig
иерархии	hierarki
иерархии	hierarkier
камеру	kamera
сопровождал	ledsaget
зимы	vintrene
зимы	winters
зимы	vintrer
чужой	alien
чужой	romvesen
чужой	fremmede
чужой	fremmed
излучение	stråling
принести	bring
принести	bringe
семян	sæd
семян	frø
прекращено	avviklet
прекращено	avsluttet
электрический	elektrisk
комплект	set
комплект	satt
комплект	angi
комплект	sett
комплект	angitt
комплект	kit
чэнь	chen
лоуренс	laurence
лоуренс	lawrence
полицейские	politifolk
полицейские	politimenn
полицейские	politifolk
полицейские	politimenn
полицейские	politi
полицейские	police
полицейские	politiet
бутана	bhutansk
утвержден	godkjente
утвержден	godkjent
префектуре	prefektur
сухопутные	terrestrisk
собственная	own
собственная	eget
собственная	eie
собственная	egen
богиня	gudinne
проход	midtgangen
проход	passasje
рид	reid
рид	reed
аппараты	automater
аппараты	maskiner
отпуск	ferie
мэттью	mathew
мэттью	matthew
мэттью	matteus
медицинское	medisinsk
замки	slott
замки	låser
эрнест	ernest
уверены	selvsikker
треугольник	trekant
дональд	donald
автоматического	automatisk
автоматического	automatgir
мыши	musene
мыши	mus
мыши	mouse
мыши	musen
мыши	mus
лагерей	leirene
лагерей	leirer
реабилитации	rehabilitering
реабилитации	rehab
реабилитации	rehabilitering
симона	simone
симона	simona
рик	rick
рик	ric
оригинальная	originalt
оригинальная	originalen
оригинальная	opprinnelig
оригинальная	originale
оригинальная	opprinnelige
оригинальная	original
богатый	rikt
богатый	rike
богатый	rik
богатый	rich
богатый	rike
богатый	rik
богатый	velstående
грэм	graeme
грэм	graham
необходимое	nødvendig
необходимое	nødvendige
призыв	appell
призыв	anke
призыв	klage
чехов	chekhov
чехов	chekov
ибрагим	ibrahim
протокола	protokoll
толедо	toledo
канадская	canadisk
канадская	kanadisk
послов	ambassadører
ходит	går
моисей	moses
моисей	musa
предки	forfedrene
предки	forfedre
дайте	gir
дайте	give
дайте	gjev
дайте	gje
дайте	gi
записано	innspilt
записано	registrert
теоретические	teoretisk
корень	root
корень	rot
невский	nevskij
черный	sort
черный	svarte
черный	svart
черный	black
коллегой	motstykket
аполлон	apollo
кении	kenya
иностранный	utenlandske
иностранный	utenlandsk
шансы	sjanser
шансы	odds
раса	kappløp
раса	rase
раса	race
точные	presis
точные	presise
точные	presist
точные	presis
точные	nøyaktig
точные	saklig
точные	korrekt
точные	nøyaktige
обещал	lovde
обещал	lovet
обещал	lovte
обещал	lovt
ближнем	middle
ближнем	midtre
ближнем	midten
бондаренко	bondarenko
решительно	sterkt
непрерывно	kontinuerlig
непрерывно	kontinuerlig
непрерывно	fortløpende
непрерывно	sammenhengende
прованс	provence
определять	avgjør
определять	avgjøre
определять	fastslå
определять	bestem
определять	bestemme
низами	nizami
опасных	dangerous
опасных	farlig
опасных	farlige
опасных	livsfarlig
опасных	farlig
недопустимо	uakseptabel
недопустимо	uakseptabelt
филиппин	philippines
филиппин	filippinene
филиппин	filippinenes
филиппин	filippinenes
предпринимателей	gründere
пятое	femte
пятое	fifth
подозрения	mistanke
подозрения	mistanke
подозрения	mistanker
шеф	chef
шеф	kjøkkensjef
шеф	kokk
шеф	kokken
шеф	høvding
исчезает	forsvinner
исчезает	forsvinner
исчезает	flyktige
фестивалей	festivaler
физически	fysisk
инди	indie
инди	indy
пособия	manualer
пособия	dagpenger
пособия	fordeler
пособия	goder
покрытием	belagt
активисты	aktivister
ничто	ingenting
новость	nyheter
новость	news
новость	hendelse
новость	story
новость	historie
вводит	introduserer
петрограде	petrograd
чешской	tsjekkisk
чешской	tsjekkiske
идеология	ideologi
идеология	ideologien
идеология	ideologier
двина	dvina
вилла	villa
нейтральной	nøytralt
нейтральной	nøytrale
нейтральной	nøytral
тень	skygge
тень	shadow
тень	skyggen
тень	skygge
рассуждения	resonnement
терминал	terminal
терминал	terminalen
племен	stammer
активистов	aktivister
консоли	konsoll
бин	bin
бин	bean
бин	bønne
тепла	varmekabler
тепла	heat
тепла	heten
тепла	varme
традиционная	tradisjonelt
традиционная	tradisjonelle
традиционная	tradisjonell
купол	kuppel
купол	kuppelen
миссисипи	mississippi
конкуренции	konkurranse
бернард	bernard
симферополь	simferopol
смита	smith
маска	maske
дели	delhi
обширные	omfattende
увеличивает	øker
киров	kirov
ионов	ioner
референдум	folkeavstemning
пейзаж	landskap
пейзаж	liggende
задних	bakre
принимая	tar
платить	betaler
платить	betale
платить	betal
враги	fiende
враги	uvenner
враги	fiender
мексиканский	meksikansk
кошки	cats
кошки	katter
кошки	kattene
исход	exodus
протесты	protest
протесты	protestere
протесты	protester
строка	strek
строка	linje
строка	line
строка	streng
строка	rad
требовал	forlangte
требовал	forlangt
требовал	krevde
соломон	salomon
соломон	solomon
соломон	salomo
сторонник	supporter
сторонник	tilhenger
мягко	varsomt
мягко	forsiktig
альбрехт	albrecht
публикует	publiseringer
передние	front
передние	foran
миров	verdener
миров	worlds
колебания	nøling
колебания	oscillasjon
колебания	svingninger
томе	tomé
томе	tomé
помогло	hjulpet
помогло	hjalp
молдова	moldovas
молдова	moldova
листов	laken
листов	sengetøy
мэй	mai
мэй	may
мэй	mae
мэй	mei
трофей	trophy
трофей	trofeet
трофей	trofé
бригад	brigader
оксана	oksana
спасителя	frelseren
спасителя	frelser
спасителя	redningsmann
сохраняет	redder
сохраняет	lagrer
призрак	ghost
призрак	spøkelse
призрак	phantom
призрак	fantomet
акцент	aksent
текущее	gjeldende
текущее	nåværende
ожидания	forventningene
ожидания	forventninger
ожидания	forventning
ранены	skadet
ранены	skadd
ранены	skadde
ранены	skada
ранены	skadd
ранены	såret
ранены	skadde
пациента	tålmodig
пациента	pasient
серые	gray
серые	grå
серые	grått
серые	grå
серые	grey
восприятие	persepsjon
восприятие	oppfatninger
джоан	joan
помогли	hjulpet
помогли	hjalp
самец	mannlige
самец	mannlig
самец	hann
хелен	helene
хелен	helene
хелен	helen
симптомы	symptomer
лошадь	horse
лошадь	hest
лошадь	hesten
ника	nick
ника	nika
солнечный	solfylt
солнечный	solrikt
солнечный	sunny
солнечный	sol
солнечный	solrik
диана	diana
диана	diane
уэйн	wayne
вернер	verner
вернер	werner
арабские	arabiske
арабские	araber
коммерческие	reklamefilm
коммерческие	kommersielt
коммерческие	kommersiell
даллас	dallas
миллиардов	milliarder
завершение	fullføring
завершение	ferdigstillelse
завершение	fullfører
завершение	avslutter
испанцы	spanjoler
атаковал	angrepet
атаковал	angrep
джесси	jessie
джесси	jesse
хуана	juan
временные	midlertidig
временные	midlertidige
дмитриев	dmitrijev
перси	percy
гамильтон	hamilton
тимошенко	tymosjenko
рамон	ramón
рамон	ramon
рамон	ramone
рамон	ramón
рамон	ramon
обзора	review
обзора	omtale
обзора	anmeldelse
обзора	gjennomgang
обзора	gjennomgå
павильон	paviljong
неофициальный	uoffisiell
неофициальный	uoffisielle
неофициальный	uformelt
агентов	agenter
