задняя	zadní
португальский	portugalské
португальский	portugalská
низкий	nízko
низкий	nízký
низкий	nízké
низкий	nízká
никуда	nikam
никуда	nikde
древесины	dřevo
древесины	dřeva
уменьшить	omezit
уменьшить	snížit
уменьшить	pokles
уменьшить	snížit
уменьшить	snížení
уменьшить	zmenšit
типичный	typický
типичный	typická
типичный	typické
геолог	geolog
мобильных	mobil
мобильных	mobilní
получены	přijata
получены	přijaté
получены	obdržené
получены	obdržel
получены	obdržela
азота	dusík
усовершенствования	zlepšení
усовершенствования	zdokonalení
усовершенствования	vylepšení
усовершенствования	vylepšení
дань	hold
дань	pocta
мозг	mozku
мозг	mozková
мозг	mozek
мозг	mozky
мозг	mozků
мозг	mozek
поднял	vychován
поднял	vychoval
бред	brada
бред	brad
бред	delirium
бред	bludy
дэнни	danny
дэнни	dany
дэнни	dannyho
дэнни	denny
секция	sekci
секция	úsek
секция	oddíl
секция	sekce
десятка	desítka
десятка	deset
десятка	tucet
нацистской	nacista
нацистской	nacistické
господин	dominus
богатых	bohaté
богатых	bohatí
богатых	bohatá
богатых	rich
богатых	bohatý
богатых	bohaté
богатых	bohatý
сау	sau
биология	biologie
акулы	žraloci
акулы	žraloků
акулы	žraloka
акулы	žralok
диалектов	nářečí
сложность	obtíže
сложность	obtížích
сложность	obtíž
сложность	obtížné
сложность	potíže
сложность	složitosti
сложность	složitost
прибытия	příjezdu
прибытия	příjezd
прибытия	příchod
прибытия	přílet
осло	oslo
осло	osla
расписание	harmonogram
расписание	rozvrh
расписание	naplánovat
расписание	harmonogram
расписание	rozpis
введено	zavedené
введено	zavedena
введено	představil
введено	zavedená
введено	zavedený
квантовой	kvantová
квантовой	kvantové
джонатан	jonathan
разрыв	rozchod
разрыв	prasknutí
разрыв	mezeru
разрыв	mezery
разрыв	mezera
пошла	šel
греки	řekové
греки	řeky
греки	řecký
греки	řecká
греки	řecké
богослов	teolog
эволюция	evoluci
эволюция	vývoj
эволюция	evoluce
подписания	podepsání
подписания	podpisu
подписания	podpis
леонардо	leonardo
дипольный	dipól
водитель	řidiče
водитель	řidič
водитель	řidiči
постоянная	trvalý
постоянная	trvalá
постоянная	permanentní
постоянная	trvalé
постоянная	stálá
постоянная	konstantní
постоянная	stálý
постоянная	neustálé
постоянная	stálé
постоянная	stálá
монахов	mniši
монахов	mnichy
монахов	mnichů
паоло	paolo
завоевать	dobýt
вино	víno
вино	vína
бокс	box
бокс	boxu
прожил	žila
прожил	žilo
прожил	žili
прожил	žil
рабов	otroci
рабов	otroky
формируется	formování
формируется	tvořící
формируется	tvoří
боливии	bolivijské
боливии	bolívie
боливии	bolívie
популярная	oblíbená
популярная	oblíbené
популярная	populární
популярная	oblíbený
желающие	přání
желающие	přejí
желающие	přejeme
шейх	šejk
шейх	šejk
охлаждения	chladící
охлаждения	chlazení
охлаждения	chladicí
охлаждения	chlazení
путешественник	cestovatel
путешественник	cestovatel
гаити	haiti
арсенал	arzenál
арсенал	arsenal
отбор	výběr
заменена	nahrazen
заменена	nahrazeno
заменена	nahrazena
автономии	autonomie
автономии	autonomii
мадам	madam
мадам	paní
мадам	madam
мадам	madame
молока	mléko
молока	mléčná
молока	mléka
специалиста	odborník
специалиста	specialista
словари	slovníky
длительность	trvání
окончательный	konečná
окончательный	závěrečná
окончательный	konečné
окончательный	finále
окончательный	konečný
мера	opatření
мера	změřit
новичков	nováčci
фазы	fáze
рекорды	záznamy
рекорды	rekordy
рекорды	desky
рекорды	records
меню	menu
меню	menu
белград	bělehradu
вилли	willy
вилли	willi
вилли	willie
хлеба	pečivo
хлеба	chleba
хлеба	chléb
владельцев	vlastníky
владельцев	vlastníci
владельцев	majitelé
кислот	kyselin
кислот	kyseliny
дословно	doslovně
археологических	archeologické
археологических	archeologické
сорока	čtyřicet
сорока	forty
сорока	straka
соблюдать	pozorovat
наталия	natálie
наталия	natalie
приносит	přináší
инициатором	iniciátorem
дерби	derby
глеб	gleb
голода	hladovění
голода	hlad
испанию	španělsko
ассамблеи	sestavy
ассамблеи	montáž
ассамблеи	sestava
ассамблеи	shromáždění
фернандес	fernandez
фернандес	fernández
фернандес	fernandes
снаружи	vně
снаружи	mimo
снаружи	venku
археолог	archeolog
отмечена	označené
отмечена	označen
отмечена	označený
отмечена	označeno
отмечена	označeny
отмечена	označená
отмечена	označené
отмечена	označeno
баскетбол	basket
баскетбол	basketbal
константинополь	konstantinopole
гектаров	hektarů
предпочтение	přednost
предпочтение	preference
предпочтение	raději
предпочтение	přednost
общение	sdělení
общение	komunikační
общение	komunikace
общение	sdělování
общение	komunikace
встретились	splněno
встретились	met
встретились	potkal
джефф	geoff
джефф	jeffa
джефф	jeff
абд	abd
луч	paprsek
противоречия	rozpory
противоречия	rozpor
аст	ast
амстердам	amsterdam
амстердам	amsterdamu
эми	amy
антуан	antoine
цветок	kytka
цветок	květ
цветок	květina
философские	filozofické
частная	soukromé
частная	privátní
частная	soukromá
частная	soukromý
цру	cia
цру	cia
калия	draslíku
калия	draslík
калия	draselný
ленте	krmení
ленте	krmivo
ленте	krmiva
ленте	nakrmit
морган	morganová
морган	morgana
морган	morgan
прокурор	žalobce
прокурор	prokurátor
мигель	miguel
равных	rovni
равных	rovný
равных	rovné
равных	rovná
коммуне	obec
сомали	somálsku
сомали	somálských
арк	arku
арк	oblouk
арк	archu
арк	archy
арк	archa
арк	arše
чай	čaje
чай	čaj
чай	tea
этапы	fáze
этапы	fázích
этапы	etapy
этапы	stádia
этапы	stadia
этапы	kroků
этапы	schody
этапы	kroky
этапы	milníky
родственники	příbuzných
родственники	příbuzné
родственники	příbuzní
содержащий	obsahující
доверие	důvěru
доверие	sebevědomí
доверие	důvěra
доверие	důvěru
доверие	věřit
доверие	důvěra
интерьер	interiér
интерьер	vnitra
кинематическая	kinematické
уничтожено	zničeno
уничтожено	zničen
уничтожено	zničena
мэтт	matt
мэтт	matta
блоки	bloků
блоки	bloky
михаэль	michaela
михаэль	michaeli
михаэль	michal
михаэль	michael
аргентинский	argentinských
хью	hugh
леопольд	leopold
склоне	sklon
склоне	svahu
нормальная	normální
нос	nos
произношение	výslovnost
наследника	dědic
наследника	dědice
пит	pete
пит	peta
пит	piet
адама	adam
адама	adama
ионизации	ionizace
кишинёв	chișinău
уверенно	sebevědomý
абрамович	abramovič
кукол	panenky
луций	lucie
луций	lucius
зерна	obilí
зерна	zrna
зерна	zrní
зерна	zrna
еврейские	židovská
еврейские	židovský
еврейские	žid
еврейские	židovské
габриэль	gabriel
габриэль	gabriela
габриэль	gabrieli
габриэль	gabriela
габриэль	gabrielle
дракон	draku
дракон	drak
тенденции	trendy
тенденции	tendence
монархии	monarchie
разбил	rozbil
пекин	peking
девочек	dívky
девочек	holčičky
девочек	holky
девочек	děvčata
дарья	dario
жозе	jose
жозе	josé
жозе	josé
поставки	zásilky
поставки	zásobování
поставки	dodávky
поставки	zásoby
поставки	zásobování
поставки	dodávky
грудь	hruď
грудь	hrudi
грудь	hrudníku
грудь	hrudník
грудь	truhla
грудь	prsa
грудь	prsu
грудь	ňadra
грудь	prsa
грудь	poprsí
новиков	novikov
интересует	zájem
интересует	zajímá
интересует	zajem
бросил	opuštěné
бросил	opuštěná
бросил	opustil
бросил	opuštěný
бросил	kopačky
бросил	hodil
самолет	letoun
самолет	letadla
самолет	letadlo
самолет	rovina
самолет	letadlo
самолет	letadlo
картер	carterová
картер	carter
противостояние	konfrontace
противостояние	konfrontaci
противостояние	opozice
противостояние	nesouhlas
противостояние	odpor
изабелла	isabel
изабелла	isabella
союзники	spojence
союзники	spojenci
заговора	konspirace
заговора	spiknutí
противники	protivníci
противники	soupeři
противники	odpůrci
тула	tula
грузинская	gruzínské
грузинская	gruzie
расчёт	výpočtu
расчёт	výpočet
расчёт	vypočítat
расчёт	spočítat
хотела	chtěl
хотела	hledaný
чудо	marvel
чудо	zázrak
чудо	zázrak
чудо	divu
чудо	wonder
юристы	právníci
юристы	právníky
юристы	právníků
юристы	advokáti
четвёртая	čtvrtý
четвёртая	čtvrté
четвёртая	čtvrtá
рак	rakovina
рак	rakovinu
рак	rakoviny
редкие	vzácný
редкие	vzácné
редкие	vzácná
доходы	příjmy
доходы	výnosy
доходы	příjem
доходы	příjmy
доходы	výnosy
доходы	příjem
доходы	příjmy
миссури	missouri
алматы	almaty
первоначальный	úvodní
первоначальный	počáteční
поддерживается	podpořil
поддерживается	podporovaných
поддерживается	podporované
поддерживается	podporováno
поддерживается	podporuje
потребления	spotřeba
потребления	konzumace
потребления	spotřebu
женское	samice
женское	ženská
женское	žena
университеты	univerzity
привлечения	přitahují
привлечения	přilákat
привлечения	přitáhnout
привлечения	přilákání
вместимость	kapacitu
вместимость	kapacity
вместимость	kapacita
венесуэла	venezuele
венесуэла	venezuely
заговор	děj
заговор	spiknutí
заговор	konspirace
заговор	spiknutí
добавлен	přidáno
добавлен	přidána
добавлен	přidané
добавлен	přidán
добавлен	přidány
монтаж	montáž
монтаж	montáž
монтаж	úpravy
монтаж	úprava
монтаж	střih
программирование	programování
защищал	bránil
торжественно	slavnostní
торжественно	slavnostně
священников	kněží
вселенная	vesmíru
вселенная	vesmír
панели	panely
панели	panelů
панели	panel
панели	panelu
панели	panel
бизнесмен	obchodník
бизнесмен	podnikatel
резерва	rezervovat
резерва	rezervy
резерва	rezerva
зимние	zimní
зимние	zima
зимние	winter
бич	beech
бич	pláži
бич	pláže
бич	pláž
оливер	olivera
оливер	oliver
слышал	slyšel
макаров	makarov
сун	sun
сун	slunce
горький	gorkého
горький	hořké
удобно	výhodné
удобно	příhodné
удобно	pohodlné
удобно	pohodlné
удобно	pohodlná
удобно	pohodlný
удобно	komfortní
удобно	pohodlné
удобно	pohodlí
удобно	pohodlný
удобно	šikula
удобно	šikovný
лёгкие	plíce
лёгкие	plic
лёгкие	plicní
лёгкие	plíce
лёгкие	plic
послание	zpráva
послание	poselství
послание	zprávu
послание	vzkaz
препарат	drog
препарат	drogy
препарат	droga
произведено	vyrobené
произведено	vyrobeno
океании	oceánie
скрипка	housle
избежание	zamezení
молекулы	molekuly
молекулы	molekuly
молекулы	molekul
скрипач	houslista
скрипач	šumař
азербайджанская	ázerbájdžánské
допускается	povolené
допускается	povolena
допускается	povolen
допускается	povoleno
допускается	povolené
допускается	povoleno
допускается	přípustná
романович	romanovič
формах	formy
формах	formuláře
собраний	sestavy
померания	pomořansku
терминологии	terminologie
сложнее	těžší
монреаль	montrealu
вены	žíly
вены	vídni
вены	vídeň
бонус	bonus
бонус	prémie
бонус	bonusy
бонус	příplatek
ирак	irák
ирак	iráku
стамбул	istanbulu
кнессета	knesetu
изобретения	vynálezy
гнездо	hnízdo
гнездо	hnízda
индию	indie
индию	india
индию	indii
стратегия	strategie
стратегия	strategii
специальность	specialita
специальность	specializace
специальность	specialita
парламентские	parlamentní
важная	důležitý
важная	důležitá
важная	důležité
важная	důležití
холокоста	holocaustu
никарагуа	nikaragui
массе	hmota
массе	mše
массе	hmotnosti
массе	hmotnost
представительство	zastupování
представительство	reprezentace
представительство	zastoupení
местная	lokální
местная	místní
порты	přístavů
порты	přístavy
сообщили	hlášeny
перес	peres
перес	perez
перес	pérez
реагирует	reaguje
маркус	marcus
маркус	marcuse
маркус	markus
адъютант	pobočník
энрике	enrique
энрике	henrique
уничтожен	zničeno
уничтожен	zničen
уничтожен	zničena
розы	růže
национальностей	národností
национальностей	národnosti
батарей	baterie
батарей	baterky
визит	návštěvu
визит	navštívit
визит	návštěva
визит	navštivte
празднования	oslavy
уругвай	uruguay
готова	připraven
готова	připravena
готова	připraveno
виконт	vicomte
виконт	vikomt
индиана	indiana
зайцев	zajcev
пабло	pablo
канзас	kansas
канзас	kansasu
цветной	barevné
цветной	barevný
цветной	barevný
самолета	letoun
самолета	letadla
самолета	letadlo
конференций	konference
разрушение	demolice
разрушение	zkáza
разрушение	zničení
разрушение	ničení
разрушение	destrukce
дина	dinah
дина	dina
обновления	aktualizace
обновления	aktualizace
обновления	aktualizovat
колонна	sloupek
колонна	sloupec
колонна	sloupci
колонна	sloupce
колонна	sloup
колонна	konvoje
колонна	konvoj
ахмад	ahmad
объявления	oznámení
объявления	inzeráty
объявления	inzerce
объявления	inzeráty
объявления	reklamy
персидского	perské
предположения	předpoklad
предположения	domněnka
предположения	předpoklady
предположения	předpokladů
предположения	domněnky
рики	rickyho
рики	ricky
живет	žije
живет	životy
живет	životů
спасает	šetří
спасает	zachrání
спасает	zachraňuje
спасает	uloží
полости	dutiny
монголия	mongolsko
гамма	gamma
гамма	gama
профсоюзов	odbory
гроссмейстер	velmistr
посвященный	oddaná
посвященный	oddaný
забыл	zapomenuto
забыл	zapomenuté
забыл	zapomněl
забыл	zapomněli
забыл	zapomněli
забыл	zapomněl
полос	pruhy
последовало	následovalo
последовало	následovala
последовало	sledoval
последовало	následoval
методики	metodiky
тропических	tropické
изменилась	změněna
изменилась	změněné
изменилась	změněno
долг	clo
долг	povinnost
долг	povinnosti
долг	dluhy
долг	dluh
долг	zadlužení
ален	allen
ален	allena
ален	alain
колебаний	zaváhání
колебаний	váhání
бернар	bernard
беременности	těhotenství
полезные	užitečná
полезные	užitečný
полезные	užitečné
полезные	užitečná
полезные	užitečný
полезные	užitečné
совместное	kloub
совместное	společné
совместное	joint
лонг	dlouho
лонг	dlouhá
лонг	dlouhý
лонг	dlouhé
равнины	plains
равнины	roviny
равнины	pláně
полезно	užitečná
полезно	užitečný
полезно	užitečné
полезно	užitečná
полезно	užitečný
полезно	užitečné
санчес	sanchez
санчес	sánchez
гэри	garyho
гэри	gary
инфраструктура	infrastruktury
инфраструктура	infrastrukturu
инфраструктура	infrastruktura
металл	kovy
металл	metal
металл	kov
уход	péče
уход	péče
уход	péči
ребята	borci
ребята	kluci
ребята	lidi
ребята	chlapi
цех	manufaktury
шире	širší
шире	širší
неизвестен	neznámá
неизвестен	neznámý
неизвестен	neznámé
скалы	útesy
скалы	kamení
скалы	kameny
скалы	skal
скалы	skály
романенко	romaněnko
домашний	doma
домашний	domov
домашний	domácí
домашний	domů
домашний	domácí
лунный	lunární
комиссара	komisař
комиссара	komisaře
комиссара	komisaři
оскорбление	urážka
оскорбление	urážlivý
оскорбление	urážlivé
оскорбление	urážet
оскорбление	urážka
марс	marsu
марс	mars
перечислены	uvedených
расти	rusty
расти	růst
расти	rostou
моды	módní
моды	fashion
моды	móda
моды	módy
моды	mody
применить	aplikovat
применить	uplatnit
преподавания	vyučování
преподавания	učení
преподавания	výuka
преподавания	výuky
сервера	serverů
сервера	servery
сервера	serveru
сервера	server
зарегистрировано	zapsaný
зарегистрировано	registrované
зарегистрировано	zapsané
зарегистрировано	registrovaná
зарегистрировано	registrovaný
единое	jednotné
единое	jednotná
этнографии	etnografie
рекомендую	doporučujeme
рекомендую	doporučuji
рекомендую	doporučit
комбинации	kombinace
комбинации	kombinaci
комбинации	kombinace
указатель	index
указатель	rejstřík
указатель	ukazatel
рог	roh
рог	horn
поместье	panství
поместье	manor
различие	rozlišování
различие	rozlišovat
различие	rozdíl
зла	zlý
зла	zlo
зла	zlá
окружение	prostředí
окружение	okolí
адриан	adrien
адриан	adriano
адриан	adriana
адриан	adrian
порода	plemeno
альманах	almanach
хранение	přechovávání
хранение	držení
хранение	sklad
хранение	úložiště
хранение	uchovávání
хранение	skladování
возможен	možné
возможен	možný
жертву	obětovat
жертву	oběť
жертву	obětování
коалиция	koalice
коалиция	koalici
спорить	hádání
документальных	dokumentární
документальных	dokument
правильное	správné
правильное	správná
правильное	opravte
правильное	správně
исследовал	prozkoumali
пропаганда	propaganda
зубы	zubů
зубы	zuby
зубы	zoubky
треки	tratě
треки	stopy
треки	skladby
треки	koleje
специализированных	specializované
специализированных	specializované
кучу	hromada
кучу	hromadu
кучу	hromádka
ущелье	rokle
ущелье	rokle
доминик	dominik
доминик	dominic
доминик	dominika
доминик	dominique
доминик	dominik
шахматы	šachy
будапешт	budapešti
будапешт	budapešť
фактором	činitel
фактором	faktor
казимир	casimir
животное	zvířecí
животное	zvíře
животное	zvířat
тюрингия	durynsko
дракона	draku
дракона	drak
экспозиция	expozice
углерода	uhlíku
углерода	uhlík
углерода	uhlíkové
свидетелей	svědky
свидетелей	svědci
свидетелей	svědkové
кпм	pcf
преодолеть	překonat
преодолеть	překonání
усиление	posílení
усиление	posilování
усиление	posílení
атаковали	napaden
атаковали	napadena
атаковали	napadl
атаковали	napadli
легион	legie
дискография	diskografie
взвод	oddíl
взвод	družstvo
взвод	četa
точная	přesné
точная	přesná
точная	precizní
точная	přesný
точная	přesné
точная	přesná
точная	přesný
точная	přesné
точная	přesná
точная	přesný
гоголя	gogol
богатства	bohatství
богатства	bohatství
рейна	porýní
рейна	reina
примечательно	pozoruhodně
организм	organismu
организм	organismus
обряд	obřad
личинки	červi
личинки	červy
личинки	larvy
личинки	larvy
сообщается	hlášeny
панорама	panorama
исключить	vyloučit
исключить	vyjmout
исключить	smazat
исключить	odstranit
исключить	vymazat
опер	opery
монахи	mniši
монахи	mnichy
монахи	mnichů
белок	protein
белок	proteiny
белок	bílkoviny
белок	bílkovin
свердловская	sverdlovsk
временный	dočasné
временный	dočasná
временный	dočasně
временный	dočasný
временный	teplota
завершена	dokončeno
завершена	ukončeno
завершена	dokončené
завершена	dokončen
завершена	dokončena
завершена	dokončeno
завершена	dokončené
завершена	skončil
завершена	hotovo
груневельд	groeneveld
консульство	konzulát
консульство	konzulátu
кастро	castro
матрицы	matrice
матрицы	matice
матрицы	matrice
матрицы	matice
матрицы	matrix
вызывать	přivolat
упадок	pokles
упадок	odmítnout
упадок	úpadek
упадок	zamítnout
взрослые	dospělé
взрослые	dospělí
взрослые	dospělých
взрослые	dospělé
взрослые	dospělá
взрослые	dospělí
взрослые	dospělý
арестованы	zatčený
арестованы	zatčen
документальные	dokumentární
медичи	medici
ранний	časně
ранний	rané
ранний	brzy
исчезновения	zmizení
исчезновения	zmizení
знакомство	známý
знакомство	známá
знакомство	známost
иисус	ježíši
иисус	ježíš
итальянские	italské
итальянские	itálie
итальянские	italská
итальянские	italský
итальянские	italsky
компонент	složka
компонент	komponent
объяснил	vysvětleno
объяснил	vysvětlil
объяснил	vysvětlila
искренне	upřímně
удобства	pohodlí
вэй	wei
хорхе	jorge
спутники	satelity
спутники	družice
спутники	družice
спутники	satelitní
спутники	satelit
спутники	měsíců
спутники	měsíce
опытом	zkušenosti
опытом	zážitky
рон	ron
наблюдение	sledování
наблюдение	monitorování
наблюдение	pozorování
наблюдение	pozorovací
наблюдение	postřeh
наблюдение	sledování
наблюдение	dohled
наблюдение	dozor
наблюдение	pozorování
деда	dědeček
деда	děda
деда	dědečku
деда	dědeček
деда	děda
черепа	lebek
черепа	lebky
черепа	lebku
черепа	lebky
черепа	lebka
герберт	herbert
якоб	jacob
якоб	jakub
якоб	jakuba
якоб	jakob
словакия	slovensko
словакия	slovakia
интеграции	integraci
интеграции	začlenění
интеграции	integrační
интеграции	integrace
женщину	ženská
женщину	žena
актер	herec
актер	herce
мальчиков	kluky
мальчиков	hoši
мальчиков	kluci
мальчиков	chlapci
марке	marche
успешного	úspěšná
успешного	úspěšně
успешного	úspěšné
успешного	úspěšný
костей	kosti
костей	kostí
парков	parků
парков	parky
сделки	transakce
сделки	dohody
сделки	zabývá
попробуйте	zkuste
попробуйте	vyzkoušejte
черт	sakra
избирательного	selektivní
девиз	motto
девиз	slogan
сек	sek
сек	sec
салон	kadeřnictví
салон	salon
салон	salón
греческая	řecký
греческая	řecká
греческая	řecké
тысячелетия	tisíciletí
серийный	sériový
серийный	sériová
серийный	sériové
земледелия	zemědělství
земледелия	chov
лекарственных	léčivé
частное	soukromé
частное	privátní
частное	soukromá
частное	soukromý
риска	riskovat
риска	rizika
риска	riziko
риска	risk
зеркало	zrcátko
зеркало	zrcadla
зеркало	zrcadlo
беседы	rozhovory
беседы	konverzace
беседы	rozhovory
беседы	výslechy
пересадка	transplantace
пересадка	transplantace
пересадка	transplantaci
регулярный	pravidelně
регулярный	pravidelné
регулярный	pravidelná
регулярный	pravidelný
грей	šedá
грей	grey
грей	šedé
грей	greyová
грей	šedý
грей	šedivý
райт	wright
вертолёт	vrtulníku
вертолёт	helikoptéra
вертолёт	helikoptéru
вертолёт	vrtulník
мали	mali
реакций	reakce
независимая	nezávislá
независимая	nezávisle
независимая	nezávislé
независимая	nezávislý
независимая	nezávislí
грузовых	nákladní
украшения	šperk
украшения	šperky
украшения	klenoty
украшения	klenotnictví
украшения	šperk
украшения	šperky
украшения	klenoty
украшения	dekorace
правду	pravda
правду	pravdu
уровни	hladiny
уровни	úrovně
организатором	organizátor
священники	kněží
влиятельных	vlivný
разнообразие	různorodost
разнообразие	rozmanitost
разнообразие	rozmanitosti
разнообразие	odrůdy
разнообразие	odrůda
хирург	chirurg
брони	brnění
брони	zbroj
признано	uznáno
признано	uznávaný
признано	uznána
признано	uznávané
признано	uznané
признано	uznala
признано	uznal
признано	uznáno
признано	poznal
признано	uznávané
признано	uznané
патрон	náplň
патрон	patrona
патрон	patron
зомби	zombie
зомби	zombie
поворот	zvrat
поворот	otočit
поворот	proměnit
поворот	otočit
поворот	rotace
поворот	čepu
царей	carů
гражданства	národnosti
молитвы	modlitba
молитвы	modliteb
молитвы	modlitby
ботанический	botanické
босния	bosně
босния	bosna
дэйв	dave
дэйв	dava
алжир	alžíru
алжир	alžírsko
коричневые	hnědá
коричневые	hnědý
коричневые	brown
коричневые	hnědé
саймон	simone
саймон	simon
саймон	simona
нила	neila
нила	neil
нила	nilu
бтр	btr
саид	řekla
саид	řekl
саид	říkal
саид	saeed
декан	deane
декан	děkan
декан	dean
низким	nízko
низким	nízký
низким	nízké
низким	nízká
повсеместно	všudypřítomný
повсеместно	všude
повсеместно	vsude
феномен	jevy
феномен	fenomén
феномен	jev
феномен	fenomén
руды	ruda
руды	rudy
руды	rudy
исправления	opravy
исправления	korekce
электрических	elektrická
электрических	elektrický
электрических	elektrické
истины	pravdy
джеффри	geoffrey
джеффри	jeffrey
блюз	blues
ценные	cenný
ценные	cenná
ценные	cenné
ценные	hodnotné
эмблемы	znak
нефть	oleje
нефть	ropa
нефть	olej
нефть	ropné
нефть	ropa
нефть	ropný
нефть	ropná
существенное	významná
существенное	značná
существенное	významné
существенное	významný
снег	sněží
снег	sníh
снег	sněhu
виа	prostřednictvím
виа	via
виа	přes
детройт	detroitu
детройт	detroit
показывать	ukázat
показывать	zobrazit
показывать	představení
показывать	show
целые	celý
целые	celou
целые	celá
целые	celé
водный	vodný
преступников	psanci
преступников	zločinci
воля	will
воля	vůle
воля	bude
экономии	úsporná
теннесси	tennessee
дженнифер	jennifer
форд	ford
шар	char
шар	balónek
шар	balón
шар	balon
шар	míč
шар	míček
шар	ples
шар	ball
подарок	dárek
подарок	přítomnost
подарок	přítomen
подарок	dárek
подарок	dar
очко	skóre
очко	bod
очко	point
группировка	frakce
группировка	uskupení
группировка	seskupení
стрелка	střelec
стрелка	šíp
стрелка	šipku
стрелка	arrow
стрелка	šipka
жидкость	tekutiny
жидкость	tekutina
жидкость	tekutý
жидкость	tekutina
жидкость	tekuté
жидкость	kapalina
свойство	majetek
свойство	nemovitost
свойство	nemovitosti
свойство	vlastnost
этаж	patře
этаж	podlaha
этаж	poschodí
этаж	podlaží
этаж	patro
гранди	grandi
выполнено	splněno
выполнено	splněno
выполнено	splněna
филологии	filologie
сербов	srbské
сербов	srbové
контекста	souvislosti
контекста	kontext
контекста	kontextu
тяжести	závažnost
тяжести	závažnosti
тяжести	přísnost
луга	louky
люксембурга	lucembursko
эна	ena
соловьёв	solovjov
курорт	resort
вектор	vektor
фантастический	fantastický
фантастический	fantastické
леона	leona
закончить	dokončit
мирное	mírové
мирное	klidné
саха	saha
присоединение	přistoupení
барабанщик	bubeník
нож	nůž
трудах	spisy
тянет	vytáhne
тянет	tahání
акция	akce
акция	akční
акция	akci
изобретение	vynález
навыки	dovednosti
навыки	dovednost
навыки	dovednosti
грубо	hrubý
бранденбург	brandenburg
уменьшение	snižování
уменьшение	snížení
уменьшение	redukce
уменьшение	zmenšení
уменьшение	pokles
уменьшение	snížit
уменьшение	snížení
санкции	sankce
санкции	pokuty
санкции	penále
санкции	tresty
санкции	sankce
физическая	fyzické
физическая	fyzická
физическая	fyzikální
физическая	fyzický
ботаника	botaniky
рей	rey
рей	rae
рей	rei
рей	paprsek
рей	ray
викимедиа	wikimedia
индивидуальные	jednotlivec
индивидуальные	individuální
индивидуальные	jedinec
спасение	záchrana
спасение	ukládání
спасение	úspory
спасение	záchranu
спасение	uložení
спасение	záchrana
спасение	záchranu
спасение	spasení
спасение	spása
спасение	spásu
мичиган	michigan
мичиган	michiganu
минас	minas
кросс	křížem
кросс	křížek
кросс	kříž
кросс	přejít
кросс	cross
нельсон	nelson
нельсон	nelsona
кисти	štětce
западное	západ
западное	western
западное	západní
фильтр	filtru
фильтр	filtr
герцогиня	vévodkyně
закончилось	skončilo
закончилось	skončil
электроники	elektronika
электроники	elektroniky
квебек	quebecu
сотрудничает	spolupracuje
колеса	kolo
колеса	kolečko
колеса	kolečka
колеса	koly
колеса	kol
колеса	kola
аудио	zvuk
аудио	audio
лукас	lucas
лукас	lukas
лукас	lukáš
пал	padlý
пал	padl
пал	padlé
мужские	samec
мужские	mužské
мужские	muž
мужские	mužský
компакт	kompaktní
вычисления	vypočítat
вычисления	spočítat
вычисления	výpočet
вычисления	výpočetní
продал	prodané
продал	prodán
продал	prodal
продал	prodáno
акул	žraloci
акул	žraloků
реализм	realismus
химическая	chemická
химическая	chemikálie
химическая	chemické
химическая	chemický
правильный	správné
правильный	správná
правильный	opravte
правильный	správně
операторов	operátory
операторов	operátoři
операторов	provozovatelé
поляки	poláci
тереза	therese
тереза	teresa
тереза	tereza
тереза	theresa
тереза	tereza
держит	udržuje
четверть	čtvrtletí
четверть	čtvrtina
приобрести	nákupu
приобрести	koupě
приобрести	nákup
приобрести	zakoupit
приобрести	získat
приобрести	nabýt
повысить	propagovat
защищает	chrání
особая	zvláštní
особая	speciální
особая	speciál
особая	special
буддизм	buddhismus
ген	gene
ген	gen
ген	gen
смешанные	smíšená
смешанные	smíšené
смешанные	smíšený
призы	ceny
призы	trofeje
адамс	adamsová
адамс	adams
мятеж	vzpoura
мятеж	vzpoura
мятеж	vzpoura
мятеж	povstání
социальное	společenské
социальное	sociální
социальное	společenský
социальное	společenská
просмотр	prohlížet
просмотр	procházení
просмотр	prohlížení
просмотр	procházet
просмотр	prohlížení
просмотр	procházení
просмотр	prohlížení
просмотр	zobrazení
просмотр	zobrazit
просмотр	výhled
просмотр	pohled
подъёма	samohláska
максимальное	maximální
максимальное	maximálně
максимальное	maximální
максимальное	maximum
рика	rick
рика	ricka
рика	rica
телефоны	telefony
телефоны	telefony
неизвестный	neznámá
неизвестный	neznámý
неизвестный	neznámé
социалистов	socialisté
социалистов	socialistů
шарлотта	charlotte
буш	křoví
буш	bush
буш	bushe
буш	keř
буш	bushova
тайвань	taiwanu
миф	mýtus
убежище	přístřeší
убежище	útulek
убежище	útulku
убежище	přístřešek
убежище	kryt
убежище	úkryt
убежище	svatyně
убежище	útočiště
убежище	azyl
убежище	útočiště
мышь	myš
мышь	myší
мышь	myška
мышь	myši
тенденция	trend
тенденция	sklon
тенденция	tendence
тенденция	tendenci
кузьмин	kuzmin
биг	velký
биг	velké
биг	velká
биг	big
биг	bih
тезис	teze
богини	bohyně
потребности	potřeb
потребности	potřebuje
потребности	potřeby
потребности	požadavky
катера	lodě
катера	čluny
кен	ken
дольше	déle
дольше	delší
подтверждена	potvrzené
подтверждена	potvrzen
подтверждена	potvrzena
подтверждена	potvrzeno
координации	koordinovat
рождество	vánoce
рождество	vánoční
ральф	ralf
ральф	ralpha
ральф	ralph
стандартный	norma
стандартный	standardní
