вогези	vosges
купити	kupiti
олесь	ales
геральдика	heraldika
цивільний	civilno
цивільний	civilna
цивільний	civilno
цивільний	civilna
цивільний	civilni
потяги	vozove
потяги	vozovi
потяги	vozova
принцеси	princeze
доставки	otpreme
підводного	podvodni
практичне	praktične
практичне	praktična
практичне	praktični
завершується	završava
завершується	okončanju
редакторів	urednika
організаціях	nvo
шини	gume
шини	autobus
переробка	reciklaža
дане	dane
житель	građanin
брокгауза	efron
демократичний	demokratski
демократичний	demokratska
демократичний	demokrata
погіршення	pogoršanje
сирія	sirija
індіана	indiana
боже	allah
боже	allaha
боже	allahu
боже	bog
ситуаціях	situacijama
зараження	inficirani
зараження	ispadanje
захисників	branioci
форд	ford
фірмі	firma
юхимович	rasputin
лід	olova
лід	olovo
лід	led
соціалістів	socijaliste
соціалістів	socijalista
соціалістів	socijalistima
дунай	dunav
демо	demo
прибрати	čistu
прибрати	čistim
прибрати	čista
прибрати	čist
прибрати	čistom
прибрати	uklanjanju
прибрати	ukloni
палаті	ward
палаті	odjeljenju
нагірно	nagorno
темний	tamne
темний	dark
темний	mraku
темний	tamna
темний	mračna
мусульмани	muslim
мусульмани	musliman
мусульмани	muslimani
видобування	izvlačenje
видобування	ripper
облога	opsada
ходів	poteza
ніколас	nicolás
ніколас	nicholas
брами	gates
уфа	ufa
баррі	barry
лувр	louvre
фішер	fišer
фішер	fischer
додаткова	dodatni
додаткова	dopunske
казані	kazanj
гарно	nice
геологічних	geološka
корі	kori
корі	cory
трудові	porođaj
поставлені	postignuća
перемагає	osvojivši
перемагає	pobjednički
перемагає	dobijanje
перемагає	poraza
груди	grudi
груди	dojke
чекати	sačeka
чекати	čekati
чекати	wait
допоміжні	pomoćnici
вченим	učenjaka
вченим	učenjak
стадія	faza
стадія	bina
повідомили	obavijestio
ззовні	izvan
рейд	upada
пояснив	pojasnio
пояснив	objasnio
автоматична	automatsko
партизани	partizani
отвори	rupe
отвори	rupa
сухі	suha
сухі	suho
поповнення	zamjene
поповнення	trupe
жива	živa
фасо	faso
фізично	fizički
дивитися	posmatra
дивитися	posmatranje
дивитися	posmatrao
жанна	jeanne
таємниця	misterija
таємниця	tajna
таємниця	tajnosti
творців	kreatori
істини	istine
коротко	nakratko
коротко	kratko
вагон	vagon
тяжко	hard
тяжко	teško
нагляду	nadzorom
ректора	rektor
молодша	mlađi
описи	opise
описи	opisa
куб	kocka
напали	napali
напали	napao
універсальний	ujedinjene
універсальний	universal
універсальний	univerzalno
універсальний	univerzalnih
універсальний	univerzalni
універсальний	univerzalne
універсальний	univerzalna
подивитися	vidi
подивитися	jie
подивитися	vide
подивитися	vidjeti
подивитися	see
подивитися	vidimo
подивитися	vidi
очікується	očekivao
очікується	očekivali
очікується	očekivano
очікується	očekuju
матвій	matthew
членство	članstvo
оригінальне	originalni
оригінальне	originalna
оригінальне	prvobitni
оригінальне	originalne
оригінальне	original
повітряна	vazdušna
повітряна	vazduh
подають	služio
подають	služi
битв	ratište
битв	bojnom
ірак	irak
гомер	homer
орда	horde
орда	horda
смирнов	smirnov
степ	stepa
пострілів	strijelaca
тінь	sjeni
переглянути	pregledanje
переглянути	pregled
переглянути	vidi
переглянути	jie
переглянути	vide
переглянути	vidjeti
переглянути	see
переглянути	vidimo
переглянути	pogled
антологія	antologija
інтенсивність	intenzitet
інтенсивність	snage
інтенсивність	snaga
християни	hrišćanski
християни	christian
християни	hrišćanska
християни	kršćanska
християни	hrišćanin
християни	kristijan
християни	hrišćani
паша	paša
знімок	presjek
простіше	lakši
простіше	lakše
простіше	jednostavnija
укладання	zaključivši
олівер	oliver
фундамент	foundation
фундамент	fondacija
фундамент	temelj
окреме	odvojenih
окреме	odvojene
окреме	odvojiti
позов	tužbu
оподаткування	oporezivanja
оподаткування	oporezivanju
нагляд	nadzorom
ходити	walking
заборонені	zabranjeno
хоккайдо	hokaido
волтер	valter
волтер	walter
орест	orest
ключі	ključeve
ключі	ključa
салоні	kabine
салоні	kolibe
землеробство	poljoprivreda
бак	bak
бак	bak
бак	sak
самка	ženka
таблиць	tabele
гарольд	harold
турин	torino
скрізь	svuda
меблі	namještaj
відзначено	ukazuje
платон	platon
чия	cije
грудей	dojke
збережені	spasio
сенатор	senator
буш	bush
глибокий	duboka
глибокий	duboke
глибокий	duboko
глибокий	dubok
глибокий	deep
просте	jednostavna
просте	jednostavne
просте	jednostavan
просте	jednostavni
просте	jednostavnih
просте	jednostavno
хутро	krzno
зареєстрований	registrovan
зареєстрований	registrovana
іванова	ivanova
чеської	češki
дано	dat
поліпшити	primjetna
скандал	skandal
скандал	skandala
скандал	skandali
арабські	arapski
кей	kay
реп	predstavnik
реп	rep
астронавти	astronauti
обеліск	obelisk
збирає	prikuplja
збирає	gradi
референдум	referendum
патент	patent
супер	super
аматорів	amateri
аматорів	amatere
їсти	jede
їсти	jedi
їсти	eat
їсти	jede
їсти	jedu
відправлення	odlazak
прихід	dolazak
строго	strogo
чверть	četvrtina
чверть	kvartal
чверть	četvrt
чверть	četvrtinu
протест	protest
фермі	fermi
інтенсивно	intenzivne
інтенсивно	intenzivan
меню	menu
меню	menus
брюссель	brisel
забезпечувати	adekvatno
яйце	jaje
боснія	bosna
турецькі	turski
побачила	vidio
складна	hard
складна	teško
владимир	vladimir
сир	sir
трилер	triler
путіна	putin
півфіналі	polufinale
всесвітньо	poznati
сніг	snijeg
піднявся	marširali
необхідним	neophodni
необхідним	neophodno
необхідним	neophodna
необхідним	neophodan
необхідним	neophodnih
необхідним	neophodnu
мануель	manuel
луганський	lugansk
дейв	dave
дейв	dava
візит	posjetu
візит	posjeta
чинний	važeći
чинний	validnost
напої	piće
напої	pića
напої	pije
куль	bullets
куль	metaka
співає	pjeva
співає	pjevanje
діалектів	dialects
альфонсо	alfons
альфонсо	alfonsa
класичні	klasični
класичні	classic
класичні	klasik
картах	mapa
картах	mape
грант	grant
співав	pjevao
фінансова	finansijski
надані	obezbjeđen
надані	obezbijeđen
надані	obezbijedila
надані	obezbjeđena
ведмідь	medvjed
сьомий	sedma
сьомий	sedmi
протока	moreuz
імператриця	carica
контролює	kontroliše
контролює	kontrolira
ісландія	island
компаніями	preduzeća
компаніями	kompanije
еро	hérault
заворушення	tenzija
безперервно	opetovano
логічно	logički
анджей	andrzej
вдова	udovica
кан	kang
кан	kahn
кан	kan
ботаніка	botanika
надійності	pouzdanosti
грін	greene
фрази	fraze
суха	suha
суха	suho
нормандії	normandie
гая	gaia
розрахунків	naselja
негативний	negativan
негативний	negativne
негативний	negativni
негативний	negativno
вказівки	uputa
вказівки	smjernice
вказівки	uputstvu
вказівки	uputstva
вказівки	upute
вказівки	instrukcije
здобич	plen
цезар	cezar
географ	geograf
боббі	bobi
боббі	bobby
боббі	bobbi
організовані	organizovana
організовані	organizovane
організовані	organizovani
організовані	organizovano
організовані	organizovan
номера	broj
озброєні	naoružani
озброєні	oružane
анголи	angole
приймав	radnik
вінсент	vincent
нікола	nikola
традиційне	tradicionalna
традиційне	tradicionalne
традиційне	tradicionalno
підземний	underground
підземний	podzemni
підземний	podzemna
підземний	podzemlja
голосувати	glasanje
екологічний	ekološka
юра	jura
домашній	dom
домашній	home
різноманіття	raznovrsnost
різноманіття	različitosti
різноманіття	raznolikost
кримінальний	krivično
запиту	query
соціальне	društvena
соціальне	društvene
соціальне	društvenu
соціальне	socijalna
будує	gradi
буддизм	budizam
описати	opisati
описати	opisivanje
вихідного	porijeklom
практичні	praktične
практичні	praktična
практичні	praktični
палермо	palermo
готовність	spremno
готовність	spreman
готовність	spremni
готовність	spremnost
узбекистан	uzbekistana
залишиться	ostaje
черепа	lobanja
геометрія	geometrija
учасникам	učesnici
християнська	hrišćanski
християнська	christian
християнська	hrišćanska
християнська	kršćanska
християнська	hrišćanin
християнська	kristijan
справжня	real
справжня	pravi
ледве	jedva
шум	buke
базиліка	bazilika
віа	putem
віа	preko
релігій	religija
конвенція	konvenciji
конвенція	konvencija
конвенція	konvenciju
архіпелаг	arhipelag
прорив	proboj
прорив	iskorak
маркетинг	marketing
джоан	joan
джекі	džeki
джекі	jackie
інвестиції	ulaganja
інвестиції	investicija
інвестиції	investicije
інвестиції	investicija
альберто	alberto
муніципальний	općinskom
муніципальний	općinsko
футів	stopala
футів	stopa
пейзажі	krajolike
рекорди	rekordi
рекорди	zapisi
дикі	divljeg
дикі	divlji
дикі	wild
дикі	divlja
нести	prenose
їжа	hrana
християнський	hrišćanski
християнський	christian
християнський	hrišćanska
християнський	kršćanska
християнський	hrišćanin
християнський	kristijan
морально	moralno
морально	socijalno
чеська	češki
показані	pokazao
показані	pokazale
показані	pokazala
показані	pokazalo
показані	pokazali
показані	prikazana
показані	pokazivao
повертаються	vraća
повертаються	povratka
думав	misao
меценат	mecena
громадське	javni
громадське	javnost
громадське	javna
громадське	javno
перевал	proći
перевал	pass
білок	proteina
гвинтівка	puška
бергамо	bergamo
юнацтва	omladina
злочинців	zločinaca
вопросы	pitanja
рідина	tečnost
натхнення	inspiracija
репутацію	ugled
чимось	nešto
надійність	pouzdanosti
надійність	bliski
джеррі	gerry
джеррі	jerry
грузинська	gruzijski
прагнули	nadali
спинний	kičmena
спинний	kičmeni
персональний	ličnu
персональний	ličnim
персональний	lične
персональний	lična
персональний	lično
персональний	lični
командири	nadređenih
землетрус	potres
богу	allah
богу	allaha
богу	allahu
богу	bog
невідоме	nepoznata
невідоме	nepoznat
невідоме	nepoznati
регулярний	redovni
регулярний	redovnog
регулярний	redovan
регулярний	redovna
регулярний	redovnom
регулярний	redovnim
мартен	maarten
покращити	unaprijediti
покращити	poboljšaju
покращити	improve
робітника	radnik
мюллер	müller
мюллер	mueller
мюллер	muller
рой	roy
рой	roj
лампи	lampe
еріка	erika
еріка	erika
еріка	erica
клієнта	klijent
допомогли	pomogla
допомогли	pomogao
чесно	iskreno
медики	sanitet
найближча	najbliži
запах	miris
запах	miris
гострий	oštrim
гострий	oštre
гострий	oštru
гострий	oštrog
деніел	danijel
деніел	daniel
деніел	danijela
циклів	ciklusi
циклів	ciklusa
робін	robin
робін	robyn
закрити	zatvori
закрити	blizu
закрити	bliskoj
закрити	bliski
закрити	blizak
закрити	bliska
стануть	postati
стануть	postanu
стануть	postale
стануть	postao
експерт	stručna
експерт	ekspertni
експерт	stručni
експерт	stručnjak
експерт	ekspert
мається	implicira
гетто	geto
голуб	pigeon
маркус	markus
маркус	marcus
монгольська	mongolski
брюсселі	brisel
мовний	jezičke
явка	leech
модулів	modula
плита	peć
плита	peći
присягу	zakletva
ініціатива	inicijativa
саундтрек	soundtrack
робот	robot
визначати	definisati
визначати	definisanje
обрати	odabrao
обрати	biraju
обрати	birati
обрати	izabere
обрати	izabrao
фред	fred
зворотний	reverse
вузькі	uski
вузькі	uske
професорів	profesora
професорів	profesori
лоуренс	lawrence
глибокі	najdublje
дощ	kiša
навігації	navigaciju
навігації	plovidbe
балет	balet
джин	džin
джин	jean
джин	gen
взаємодію	interakcije
оману	oman
маямі	miami
виставку	izložba
увійти	prijava
увійти	ući
залишилось	preostali
залишилось	preostalih
залишилось	preostala
залишилось	preostale
плату	takse
плату	naknadu
ранок	jutro
освітні	obrazovna
аллен	allen
аллен	alen
презентації	prezentacija
презентації	prezentacije
отруєння	trovanja
вайт	bijela
вайт	bijeli
штурму	proboj
штурму	kršenje
гвардія	garda
овочі	povrće
овочі	povrće
овочі	povrća
неаполь	napulj
абсолютний	apsolutni
абсолютний	apsolutna
ахмед	ahmed
вимагати	tvrde
вимагати	tvrdnju
вимагати	zahtijevaju
політично	politički
пагорб	brdo
горіння	sagorijevanje
франциска	franziska
танкові	oklopnih
танкові	oklopno
рейси	letovi
бін	grah
корону	kruna
корону	krunu
росс	ros
росс	ross
реалізм	realizam
темна	tamne
темна	dark
темна	mraku
темна	tamna
темна	mračna
ернест	ernest
певне	specifične
певне	konkretne
певне	specifična
канзас	kansas
ринків	tržišta
розробили	razvijao
розробили	razvijene
розробили	razvio
варіації	varijacije
артиста	feat
майбутні	predstojeće
майбутні	predstojeći
подорожей	putuje
подорожей	putovanja
леві	levi
леві	lévy
консенсусу	konsenzus
заповнення	padding
заповнення	popunjavaju
заповнення	napuni
допоможе	pomaže
загрожує	ugrožava
встановлювати	ustanovljavanje
встановлювати	uspostavljanje
встановлювати	uspostavljanju
встановлювати	zasnivanje
дужках	parentheses
кваліфікація	kvalifikacije
лініями	linije
нікарагуа	nikaragve
митець	umjetnik
алея	centar
алея	aleja
початковій	elementarna
космонавт	astronaut
обладнанням	hardversko
потенційно	potencijalno
заколот	pobuna
напій	piće
боках	oznake
сумніву	sumnja
сумніву	sumnje
сумніву	sumnju
сумніву	sumnjaju
александер	aleksandar
александер	alexander
мінор	manja
колегія	izbornom
колегія	collegium
кілометри	kilometara
біхор	bihor
оплати	plaćanje
оплати	isplata
джонатан	jonathan
конкакаф	concacaf
зруйнували	uništenog
безвісти	mia
безвісти	mija
ном	nom
товар	proizvod
товар	produkt
невже	stvarno
гострі	oštrim
гострі	oštre
гострі	oštru
гострі	oštrog
сплави	legura
дозвілля	rekreativnih
франсіско	francisco
видала	izdat
видала	izdana
видала	izdale
видала	izdata
видала	izdali
забрали	uzela
забрали	uzeo
оае	uae
конкуренції	takmičarski
повідомила	upozorio
проїзд	prevoz
проїзд	prolaz
рококо	rokoko
хотіла	tražen
хотіла	želio
математична	matematički
математична	matematička
факто	facto
живим	živa
бабуся	nana
бабуся	baka
навчальна	obrazovna
сигізмунд	sigismund
кішки	mačke
кішки	cats
кішки	mačaka
катастрофа	katastrofe
катастрофа	katastrofa
катастрофа	katastrofe
катастрофа	katastrofa
ідеологія	ideologije
тренто	trento
різноманітність	raznovrsnost
різноманітність	različitosti
різноманітність	raznolikost
різноманітність	raznovrsnost
різноманітність	različitih
тонкий	suptilna
тонкий	tanke
компетенції	nadležnosti
компетенції	nadležnost
христина	christina
христина	kristin
христина	christine
крісті	kristi
крісті	kristi
крісті	christie
крісті	kristi
анти	anti
мадам	madam
бал	bal
бал	lopta
бал	ocjenjivanje
ралі	skupu
ралі	skup
темп	tempo
дружині	supruga
дружині	žena
пережив	preživjeli
павел	pawel
павел	paweł
павел	pavel
вероніки	berenices
переїхали	preselio
бізнесмен	biznismen
верде	verde
підкорення	osvajanja
підкорення	osvajanje
заєць	hare
акцент	akcenat
жертва	žrtvuje
жертва	žrtva
туркменістану	turkmenistana
анімаційний	animirani
надруковано	štampanih
надруковано	štampana
надруковано	štampani
угорці	mađari
назовні	iz
назовні	out
креслення	zavjera
креслення	ploter
креслення	crtežima
креслення	crteži
креслення	zavjeru
креслення	crtež
силі	jakih
японці	japanski
ініціатор	inicijator
націоналізм	nacionalizam
лівану	liban
моніторинг	praćenje
моніторинг	monitoring
ізоляції	izolaciju
ангел	anđeo
організатори	organizatori
юнайтед	ujedinjene
юнайтед	united
юнайтед	ujedinjena
юнайтед	ujedinjeni
успішний	uspješan
успішний	uspješnu
успішний	uspješne
успішний	uspješna
успішний	uspješni
прокурор	tužilac
кроків	koraka
кроків	koraci
данте	dante
снаряд	municija
снаряд	municiju
снаряд	municije
снаряд	projektil
біблія	biblija
поттер	potter
гамільтон	hamilton
старіння	starenje
старіння	starenja
старіння	starenje
подавати	služe
подавати	služiti
подавати	emituju
юань	juana
ресурсу	resurs
рейс	reyes
рейс	leta
рейс	let
рейс	barbarosa
рейс	reis
вимога	obaveza
круглий	rundu
круглий	kružni
оснащені	adekvatnih
оснащені	adekvatno
знайомство	ispuniti
киргизстану	kirgistan
ніколя	nicolas
типова	default
типова	uobičajeni
типова	uobičajena
типова	tipično
типова	tipičan
дракон	zmaj
дракон	dragon
звірі	zvijeri
звірі	životinje
просив	pitali
просив	upitan
просив	zatražio
ногу	nogu
ногу	noga
фінська	finski
уважно	pažljivo
сек	sekundi
колін	colleen
колін	colin
колін	kolin
пляж	plaža
батальйони	bataljoni
батальйони	bataljona
базова	baza
заплановано	zakazana
заплановано	planirani
заплановано	planirano
заплановано	planirana
заплановано	planirane
резонанс	rezonanca
перешкоди	prepreka
перешкоди	prepreke
яскраві	bright
яскраві	bistra
кімнат	sobe
кук	cook
кук	cooke
черги	queue
черги	redovi
розрахунки	računanje
розрахунки	proračunima
народами	plemena
канадська	kanadski
каное	kanu
ньюкасл	newcastle
домашня	domaće
домашня	domaćem
домашня	domaća
домашня	domaći
піт	pete
піт	znojenje
піт	piet
канцлер	kancelara
канцлер	kancelar
канцлер	kancelarka
даллас	dallas
оболонка	ljuske
оболонка	shell
оболонка	koža
розмовляють	govoriti
розмовляють	govori
мусить	moraju
мусить	mora
рекламу	ads
рекламу	reklame
кароль	carole
телескопа	teleskop
готова	spremno
готова	spreman
готова	spremni
скрипка	violina
складати	podići
складати	podigne
складати	podizanje
волков	volkov
перевели	prebačen
перевели	prebačena
бот	bot
ключа	token
тех	tech
мінімальна	minimalno
мінімальна	minimum
мінімальна	minimalna
мінімальна	minimalno
мінімальна	minimalni
боєць	borac
есперанто	esperanto
пейдж	page
пейдж	stranica
юність	omladina
джеффрі	geoffrey
джеффрі	jeffrey
втрату	gubitak
сонячний	sunčan
сонячний	sani
сонячний	solarni
сонячний	sunčev
сонячний	solarne
протоколи	protokoli
виді	vrsta
гонок	trkama
гонок	rasa
гонок	utrka
гонок	utrke
налагодження	debug
ціла	cijelobrojni
ціла	cijela
ціла	čitava
ціла	cijela
ціла	čitave
єрусалим	jerusalem
приїхали	stigao
приїхали	stigli
приїхали	stigla
стамбулі	istanbul
залізна	željezo
денний	daytime
бернард	bernard
ногами	stopala
ногами	stopa
нормальний	normalno
нормальний	normalan
нормальний	normalni
нормальний	normalne
нормальний	normalna
відмінностей	razlika
відмінностей	razlike
пацієнта	pacijent
атлантичний	atlantski
атлантичний	atlantika
атлантичний	atlantska
нестор	nestor
сера	sera
береза	beech
береза	betula
береза	birch
судан	sudan
картер	carter
ніка	nika
ніка	niku
ніка	nike
базар	bazar
грам	gram
палаццо	palazzo
лілія	ljiljan
гасло	slogan
гасло	sloganom
вантажу	payload
квартет	kvarteta
квартет	kvartet
гуго	hugo
гуго	hugh
піраміда	piramida
скарб	blago
незначна	manja
щелепи	vilice
щелепи	vilica
саймон	simon
григор	gregor
виходи	izlaze
морозов	morozov
кенії	kenija
ваза	vaza
маска	maska
недолік	riješen
недолік	riješiti
зазначені	navedena
прихильник	navijač
прихильник	fan
морган	morgan
віруючих	vjernika
віруючих	vjernici
маркс	marksa
маркс	marx
відокремлення	razdvajanje
профспілки	sindikati
терористи	terorista
терористи	teroristi
бельгійський	belgijski
зуміли	uspjeli
зуміли	uspjela
зуміли	uspio
імператорський	carsku
імператорський	carska
імператорський	carske
мігель	miguel
домінік	dominic
домінік	dominique
домінік	dominik
пабло	pablo
точна	tačan
точна	tačan
краз	kraz
мобільного	mobilni
мобільного	mobilne
адамс	adams
стіну	zid
хірург	hirurg
ударних	udaraljke
безробіття	nezaposlenost
аспектів	aspekata
аспектів	aspektima
аспектів	aspekti
демократія	demokratija
багаторічну	dugogodišnji
зоряні	zvijezda
дакота	dakota
аліса	alice
збережених	spasio
тримали	održano
тримали	držala
тримали	održana
тримали	održan
вантажівки	kamione
вантажівки	kamioni
вантажівки	kamiona
пруссія	pruska
ост	ost
томмі	tommy
перекладено	prevedene
перекладено	preveden
перекладено	prevedena
інцидент	incident
соколов	sokolov
граматики	gramatika
ісаак	isak
спартак	spartak
спартак	spartak
брайан	brian
бренд	marka
сербів	srbi
продавати	sell
продавати	prodati
продавати	prodaje
продавати	proda
дієслова	glagola
томпсон	thompson
комітетів	komiteti
дасть	voljni
дасть	voljne
мей	mae
мей	mei
гарсія	garsija
гарсія	garcía
мір	mir
альбрехт	albrecht
чий	cije
декларація	deklaracija
декларація	proglašenje
труды	trudy
людство	čovječnosti
людство	čovječanstvo
людство	čovječanstva
конституційний	ustavna
конституційний	ustavni
тадеуш	tadeusz
зло	zlo
видатним	neriješenim
множення	množenje
франциск	francis
франциск	franjo
сонячна	solarni
сонячна	sunčev
сонячна	solarne
заклик	žalbi
аул	aul
вказаний	dat
вказаний	navedena
блокувати	blokirati
павлов	pavlov
виконавця	resurs
богданович	bogdanovich
нямц	neamț
куті	ugao
справедливість	pravda
справедливість	pravde
урал	ural
наталі	natalie
метт	met
метт	matt
