que	to
cercles	krugovi
auxiliar	pomoćno
auxiliar	pomoćni
fresc	svježe
fresc	svježa
presidents	predsjednici
coordinació	koordinaciju
formacions	ansambala
formacions	formacije
tractaments	tretmani
tractaments	tretmana
tractaments	tretmane
opcions	odrednice
opcions	opcije
opcions	mogućnosti
paolo	paolo
paolo	paola
corrupció	korupcija
corrupció	korupcije
corrupció	korupciju
alfa	alpha
alfa	alfa
conrad	conrad
disminució	smanji
interfície	sučelje
pintat	slikala
pintat	naslikao
canes	cannesu
fang	fang
reconstruir	obnovi
considerablement	znatno
obrers	radnice
obrers	radnika
obrers	radnici
obrers	radnicima
kennedy	kennedy
turons	brda
turons	hills
anal	analni
galeries	galerije
activista	aktivista
activista	aktivist
prado	prado
parker	parker
toni	toni
sessions	sesije
sessions	sjednice
sessions	sesija
sessions	seanse
concloure	zaključiti
mongols	mongoli
copenhaguen	kopenhagenu
veí	susjed
veí	susjeda
veí	susjed
veí	susjeda
receptors	prijemnika
mariano	mariano
fabricant	proizvođač
contenir	sadržavati
contenir	sadrže
incident	incident
incident	izgred
pàtria	domovine
pàtria	domovinska
pàtria	domovinu
pàtria	domovina
pàtria	domovinu
elizabeth	elizabeta
elizabeth	elizabeth
enzim	enzima
enzim	enzim
mental	mentalni
mental	mentalno
mental	mentalna
edificació	grade
edificació	zgrada
edificació	zgradi
despeses	troškove
despeses	troškovi
oregon	oregonu
oregon	oregon
religions	religije
cria	uzgoj
cria	razmnožavanje
corredor	bjegunac
corredor	trkač
corredor	koridor
corredor	hodnik
incorporat	incorporated
publi	publije
prosa	proze
louisiana	louisiani
louisiana	louisiana
contaminació	zagađenje
necessàries	neophodna
necessàries	potrebno
necessàries	neophodno
creences	uvjerenja
creences	vjerovanja
colonització	kolonizaciju
bàsiques	osnovno
bàsiques	osnovne
bàsiques	osnove
bàsiques	osnovni
codis	kodove
codis	kodovi
codis	šifre
destinació	odredište
destinació	destinacija
destinació	sudbine
destinació	destiny
destinació	sudbina
assistent	pomoćnik
assistent	pomoćnica
assistent	asistent
assistent	čarobnjak
líbia	libiji
garriga	gariga
osca	huesca
malàisia	maleziji
ottawa	ottawe
minut	minuta
minut	minut
minut	minutu
psc	psc
tennessee	tennessee
demogràfica	demografske
bailey	bailey
catorze	četrnaest
maurici	mauricijus
cròniques	kronike
suite	apartman
gra	žita
gra	žito
gra	zrno
alumini	aluminij
alumini	aluminija
alumini	aluminij
alumini	aluminija
fide	fide
xifres	brojke
xifres	figure
wolfgang	wolfgang
processó	povorka
processó	procesija
rics	bogata
rics	rich
rics	bogat
rics	bogati
foix	foix
reforçar	ojačati
teatres	kazališta
cross	križ
cross	cross
cross	krst
cross	kros
escorça	kore
escorça	kora
llibreria	knjižari
llibreria	knjižara
liu	liu
enregistrament	snimanje
evangeli	evanđelja
evangeli	evanđelje
flauta	flautu
flauta	flauta
transcripció	transkript
pacient	pacijent
pacient	strpljiv
pacient	pacijentica
sibèria	sibir
sibèria	sibiru
ivori	bjelokosti
arnold	arnold
salvatge	divlja
salvatge	divlji
salvatge	divlje
salvatge	divljak
salvatge	savage
diplomàtic	diplomat
diplomàtic	diplomata
mexicana	mexicana
weber	weber
cinturó	remen
cinturó	pojas
plats	jela
plats	posuđe
bassa	splav
test	test
test	ispit
party	tulum
party	zabava
party	stranka
party	party
sisena	šesta
sisena	sixth
sisena	šesto
sisena	šesti
nebraska	nebraski
flamenc	flamenko
flamenc	flamanski
extracció	izvlačenje
extracció	vađenje
varsòvia	varšavi
down	dolje
mercuri	živa
mercuri	merkur
teula	teja
personalment	osobno
mèdica	medicinski
mèdica	medicinska
cabal	tijek
cabal	tok
cabal	protok
ordenació	sortiranje
cartago	carthage
setè	sedmi
setè	sedmo
setè	sedma
monges	redovnice
oposat	nasuprot
oposat	suprotno
hàbitats	staništa
myers	myers
sinònim	sinonim
castillo	castillo
parells	vršnjaka
parells	pari
parells	parova
endèmica	endemična
puntes	lace
fra	fra
puc	puc
representava	zamišljao
rao	rao
sentiments	osjećaji
sentiments	osjećaje
sentiments	osjećanja
acceptat	prihvaćeno
acceptat	prihvatio
acceptat	prihvaćen
acceptat	prihvaćena
prim	prim
avançada	napredne
avançada	napredno
avançada	napredni
avançada	napredna
sòls	tla
sòls	podovi
sòls	podove
discussions	diskusije
discussions	rasprave
vides	živi
vides	životi
vides	živote
expedicions	ekspedicije
primo	primo
finançament	financiranja
finançament	financiranje
finançament	sredstva
finançament	financiranja
finançament	financiranje
plom	vodi
plom	olova
plom	olovo
ment	um
zuric	zurichu
fotògraf	fotografa
fotògraf	fotograf
canviant	mijenjanje
canviant	mijenjam
disney	disney
wii	wii
òptica	optika
penal	kriminalac
penal	kazneno
newton	newton
estrany	čudno
hamilton	hamilton
líban	libanonu
polar	polarni
hammond	hammond
murray	murray
blog	blog
cereals	žitarice
cereals	žitarica
cereals	žitarice
cereals	pahuljice
pitjor	najgori
pitjor	najgore
pitjor	najgora
traductor	prevoditelj
traductor	prevodilac
aleksandr	aleksandr
lleuger	lagani
lleuger	lagana
resident	stanovnik
jugat	igrao
bolonya	bologna
bolonya	salama
emmagatzematge	skladištenje
emmagatzematge	spremište
emmagatzematge	skladište
militants	ateisti
militants	militanata
saturn	saturn
uicn	iucn
jiménez	jiménez
funcional	funkcionalan
verb	glagol
sport	sport
temporalment	privremeno
assessor	savjetnik
formatge	sira
formatge	sir
formatge	sirom
shakespeare	shakespeare
shakespeare	shakespearea
tenerife	tenerife
quebec	quebec
ciceró	cicero
sencer	cijeli
sencer	cijela
sencer	cijele
franklin	franklin
bombardeig	bombardiranje
ducs	dukes
ducs	vojvode
stuttgart	stuttgart
classificats	povjerljivo
jonathan	jonathan
solista	solist
campus	kampusa
campus	kampusu
campus	kampus
vector	vektor
aixecament	dizanje
algorisme	algoritam
metre	metar
metre	metar
abraham	abraham
abraham	abrahama
etiqueta	etiketa
etiqueta	oznaka
poètica	poetski
duran	duran
pen	olovka
pen	olovku
pen	pen
pen	pero
hola	pozdrav
segre	segre
billy	billy
primitiu	primitivan
primitiu	primitivni
primitiu	primitivno
primitiu	primitivna
parents	rodbina
parents	rodbini
parents	rođaci
sigles	akronim
redueix	smanjuje
socks	čarape
socks	čarapa
malalt	bolesna
malalt	bolestan
malalt	bolesno
malalt	bolesnik
beethoven	beethoven
creença	vjerovanje
creença	uvjerenje
grant	podari
grant	grant
athletic	atletski
avantatges	prednosti
avantatges	profesionalci
utah	utah
defensors	branitelji
ross	ros
ross	ross
molina	molina
cotó	pamuk
cotó	cotton
emplaçament	plasman
emplaçament	lokacija
emplaçament	lokaciju
sporting	sportski
antena	antena
antena	antene
antena	antenu
juntes	daske
apple	apple
apple	jabuka
crèdits	krediti
crèdits	kredite
convocar	sazvati
gerard	gerard
stanley	stanley
seda	svile
seda	svilu
seda	svila
seda	svileni
superfamilia	superfamilia
creats	stvoreni
creats	stvoreno
creats	stvorena
creats	stvoren
creats	stvorio
panorama	panorama
connecta	povezivanje
connecta	spoji
bombes	crpke
bombes	pumpe
bombes	bombe
faraó	faraon
faraó	faraona
calci	kalcij
calci	kalcija
sonda	sonda
dissabte	subotu
dissabte	subota
lectors	čitatelji
academia	akademija
academia	akademiji
bec	bec
bec	kljun
adequada	adekvatno
adequada	adekvatan
aletes	peraje
hispània	hispaniju
aguilar	aguilar
estònia	estonija
territorials	teritorijalni
quelcom	nesto
quelcom	nešto
notació	notacija
clark	clark
nitrogen	dušik
main	main
main	glavni
main	glavno
main	glavna
kelly	kelly
botànica	botaniku
reflexió	odraz
reflexió	odsjaj
pasqua	pasha
màrtirs	mučenici
màrtirs	mučenika
escenaris	scenarije
oberts	otvori
requisits	zahtjevi
convergència	konvergencije
rebuig	odbijanja
rebuig	odbacivanje
rebuig	odbijanje
corneli	cornelius
hermann	hermann
opus	opus
protestes	prosvjedi
protestes	prosvjede
protestes	prosvjeda
regulació	propis
regulació	propisi
simultàniament	istovremeno
simultàniament	istodobno
pequín	peking
pequín	pekingu
administradors	administratori
realisme	realizam
eixos	sjekire
benjamin	benjamin
convidat	gost
lincoln	lincoln
lincoln	lincolna
somàlia	somaliji
defecte	defekt
lleialtat	odanost
lleialtat	lojalnost
lleialtat	vjernost
demòcrata	demokrata
issn	issn
matèries	materijale
matèries	materijal
matèries	materijali
periodistes	novinari
germain	germain
berga	bergi
córdoba	córdoba
armeni	armenski
soroll	buka
soroll	buku
soroll	buke
off	isključeno
off	off
armament	naoružanje
mel	med
mel	dušo
morgan	morgana
morgan	morgan
planificació	planiranja
planificació	planirati
planificació	planiram
planificació	planiranje
planificació	planira
islàndia	island
islàndia	islanda
perfecte	savršen
perfecte	savršeno
charlie	charlie
armat	naoružan
armat	naoružani
armat	naoružana
guy	tip
guy	guy
guy	momak
localitzat	lokaliziran
kim	kim
queensland	queensland
documentals	dokumentarce
discs	diskovi
considerades	smatra
adquirit	nabavio
adquirit	stekao
protesta	protest
protesta	prosvjed
protesta	protesta
noruec	norveški
rarament	rijetko
rarament	retko
negatiu	negativan
negatiu	negativna
negatiu	negativno
negatiu	negativni
meta	meta
extrema	ekstremna
extrema	ekstremni
extrema	ekstremno
ahmed	ahmed
islàmic	islamske
islàmic	islamski
filial	podružnica
míssils	rakete
míssils	projektili
som	som
fonaments	osnove
glòria	gloria
glòria	glorija
glòria	slava
glòria	slavu
glòria	slave
bloqueig	zaključavanje
bloqueig	zaključavanje
portaven	nosili
portaven	nosio
portaven	nosila
assolit	postignut
camperols	seljake
camperols	seljacima
camperols	seljaci
gràfics	grafika
constants	stalna
constants	konstantno
constants	konstanta
astrònom	astronom
helena	helena
europe	europe
europe	evropa
europe	europa
respon	odgovor
respon	odgovori
für	für
pins	pines
contraforts	spursa
eta	eta
recollida	prikupljanje
recollida	zbirka
recollida	kolekcija
trastorns	poremećaje
trastorns	poremećaja
ghana	gane
relíquies	relikvija
relíquies	relikvije
alex	alex
alex	aleks
lanka	lanke
canadenc	kanadska
canadenc	kanadski
físics	fizičari
utilitat	komunalnih
dell	dell
estàndards	standarde
estàndards	standardi
estàndards	standarda
estàndards	standardima
orelles	uši
orelles	usi
restaurat	vraćena
restaurat	obnovljen
restaurat	obnovljena
restaurat	vraćeno
positiva	pozitivni
positiva	pozitivna
positiva	pozitivno
positiva	pozitivan
norman	norman
establint	uspostavljanje
malalts	bolesna
malalts	bolestan
malalts	bolesno
malalts	bolesnik
fina	tanak
fina	tanko
fina	tanka
fina	mršav
fina	mršava
exposar	razotkriti
exposar	izložiti
exposar	izlagati
càmeres	kamere
trio	trio
iemen	jemenu
divendres	petak
circ	cirkus
corpus	corpus
islàmica	islamske
islàmica	islamski
potent	moćno
potent	moćna
potent	moćan
barça	barça
creta	kreti
garona	garonne
àrbitre	sudija
àrbitre	sudac
visibles	vidljiv
visibles	vidljiva
visibles	vidljive
visibles	vidljivo
visibles	vidljivi
amiga	amiga
conductor	vozač
galàxies	galaksije
galàxies	galaksija
volcà	vulkan
ferides	rane
intèrpret	prevoditelj
intèrpret	prevodilac
casc	kaciga
casc	kacigu
oficis	obrta
divina	božanski
divina	božansko
divina	divina
tribú	tribune
determina	određuje
orbital	orbitalni
combina	kombinira
realitzant	obavljanje
realitzant	nastupa
realitzant	izvođenje
suspensió	suspenzije
suspensió	suspenzija
alsàcia	alsace
alternatiu	alternativni
alternatiu	alternativa
alternatiu	alternativni
alternatiu	alternativne
governants	vladari
nevada	nevadi
nevada	nevada
nevada	nevade
toronto	toronto
toronto	torontu
escollida	odabrani
escollida	odabrana
escollida	izabrani
escollida	izabran
bastida	skele
analitzar	analizirati
leo	lea
leo	leo
robin	robin
coet	raketa
abundants	izobilju
accent	akcent
accent	naglasak
pilastres	pilastrima
controvèrsia	kontroverze
controvèrsia	spor
controvèrsia	spora
alí	alija
fidelitat	vjernost
focus	fokus
emperadriu	carice
emperadriu	carica
blanco	blanco
pura	čista
pura	cista
pura	čisto
queen	queen
queen	matica
queen	kraljice
queen	kraljica
lesió	ozljede
lesió	povrede
lesió	ozljeda
lesió	povreda
lesió	lezije
roland	roland
operador	operater
simó	simone
simó	simon
simó	simona
crim	zločin
crim	kriminal
dionís	dioniz
dionís	dionizije
mite	mitu
mite	mit
mer	mer
adonar	shvatio
enzims	enzimi
inspecció	inspekcija
barroca	barokna
productors	producenti
zeus	zeus
suárez	suarez
directes	izravno
directes	direktno
directes	izravna
directes	direct
frases	fraze
frases	rečenice
estel	zvjezdica
estel	star
estel	zvijezda
estel	zvezda
barbara	barbara
cercador	tragač
cercador	tragača
acceptació	prihvaćanje
mari	mari
semicircular	polukružnom
plàstic	plastične
plàstic	plastika
malament	krivo
malament	pogrešno
donald	donald
donald	donalda
enfocament	pristup
enfocament	pristupi
expressions	izrazi
tanzània	tanzaniji
extremadura	ekstremadura
guanyadora	pobednik
guanyadora	pobjednik
núvols	oblaci
núvols	oblake
núvols	oblaka
dewey	dewey
telescopi	teleskop
dissenyada	dizajnirana
dissenyada	dizajnirani
dissenyada	osmišljen
dissenyada	dizajniran
dissenyada	dizajnirao
zhang	zhang
bros	bros
dimitir	ostavku
dimitir	ostavka
conselleria	savjetovanje
útils	korisno
jutjat	sudnica
bengala	bengalskog
reconeguts	prepoznao
reconeguts	prepoznat
reconeguts	prepoznala
reconeguts	prepoznali
convencional	konvencionalne
consideració	razmatranje
consideració	obzir
consideració	razmatranja
procediments	procedura
procediments	procedure
gradualment	postupno
gradualment	postepeno
pobre	jadna
pobre	jadan
pobre	jadno
fantasia	fantasy
fantasia	fantazije
fantasia	fantazija
mongòlia	mongoliji
prohibició	prohibicije
adquisició	stjecanje
restaurada	vraćena
restaurada	obnovljen
restaurada	obnovljena
restaurada	vraćeno
quins	što
quins	sta
quins	šta
extra	ekstra
extra	extra
interpretacions	tumačenja
cable	žica
cable	žicu
cable	žice
cable	kabel
cable	cable
afrique	afrique
blasco	blasco
especialitat	specijalitet
especialitat	specijalnost
barres	rešetaka
barres	rešetke
barres	barovi
músculs	mišići
músculs	mišiće
lunar	lunar
mons	mons
lesions	ozljede
lesions	ozlijede
lesions	povrede
dominació	dominacija
abc	abc
educatiu	poučno
educatiu	obrazovne
educatiu	obrazovni
automàticament	automatski
radicals	radikali
johnny	džoni
johnny	johnny
dissenyador	dizajner
asteroide	asteroida
asteroide	asteroid
beat	beat
elena	elena
elena	elenu
roberts	roberts
porc	prase
porc	svinja
solidaritat	solidarnost
solidaritat	solidarnosti
maçoneria	zidanje
kevin	kevin
pluges	kiše
innovació	inovacije
innovació	inovacija
legals	pravni
legals	pravna
legals	pravno
legals	legalno
barca	barca
ortografia	pravopis
roy	roy
roy	roj
complexes	složeno
complexes	kompleks
complexes	složena
nois	momci
nois	dečki
nois	momci
nois	drustvo
nois	dečki
atemptat	atentat
dictador	diktatora
dictador	diktator
prima	bratić
prima	rodica
prima	rođak
anarquista	anarhista
presos	zarobljenici
presos	zatvorenici
preguntes	pitanja
nena	nena
domènec	dominik
domènec	dominic
teu	tvoje
teu	tvoj
teu	tvoja
hessen	hesse
afectat	zabrinuto
afectat	zabrinuta
afectat	zabrinut
afectat	zabrinuti
regularment	redovito
regularment	redovno
avançat	napredne
avançat	napredno
avançat	napredni
avançat	napredna
alessandro	alessandro
extens	opsežna
neteja	vedro
neteja	jasno
neteja	čisto
neteja	čišćenje
supercopa	supercopa
disparar	pucaj
jules	jules
disposats	voljan
disposats	voljna
jaime	jaime
afluents	pritoka
causant	preminuli
causant	preminuo
causant	pokojni
supervivents	preživjele
supervivents	preživjeli
supervivents	preživjelih
malik	malik
galàxia	galaksije
galàxia	galaksiji
galàxia	galaksija
galàxia	galaxy
galàxia	galaksiju
complexitat	složenosti
biografies	biografije
edificacions	građevine
edificacions	zgrade
cremar	gori
cremar	spali
cremar	spaliti
cremar	izgori
culpa	krivnja
sodi	natrij
barret	hat
barret	kapa
barret	šešir
forestal	šumarstva
elx	elche
níger	niger
nepal	nepalu
processament	obrada
estimat	voljeni
estimat	voljena
estimat	volio
giacomo	giacomo
financer	financijske
financer	financijsko
financer	financijska
financer	financijski
soci	partner
soci	partnera
soci	partnerica
soci	partneru
like	kao
comparteix	podijeli
sabia	znao
romanès	rumunjski
esparta	sparta
fongs	gljivice
renovar	obnovi
johannes	johannes
economista	ekonomist
rossini	rossini
seguí	slijedio
seguí	pratio
traïció	izdaje
traïció	izdaja
paco	paco
estrictament	strogo
estrictament	striktno
leftarm	leftarm
censura	cenzura
combustió	izgaranje
koch	koch
comprensió	shvaćanje
comprensió	razumijevanje
seqüències	sekvence
calcula	izračunati
pantà	močvara
pantà	močvaru
pantà	močvari
pantà	močvare
pantà	marsh
revelar	otkrij
fitxers	datoteke
mit	mit
fortaleses	tvrđave
serrano	serrano
taxes	naknada
taxes	naknade
txec	češke
txec	češki
txec	češka
modernisme	modernizam
aïllat	izolirani
aïllat	izolirana
aïllat	izoliran
aïllat	izolirano
necessàriament	nužno
rehabilitació	rehabilitacija
rehabilitació	rehabilitacije
rehabilitació	rehabilitaciju
veient	gledam
veient	gledamo
veient	gleda
veient	gledajući
veient	gledanje
immigració	imigracije
hab	viv
tracte	dogovoreno
protestant	protestantska
casals	casals
obtenció	blagajni
minor	manja
jutges	suci
jutges	sudije
jutges	žiri
jutges	suce
montana	montana
montana	montanu
mercaderies	dobara
mercaderies	robe
mercaderies	robu
mercaderies	roba
mercaderies	teretni
filip	philippus
filip	filip
caritat	milosrđe
caritat	dobrotvorni
ions	iona
avís	upozorenje
avís	upozorenja
filologia	filologija
alice	alisa
alice	alice
melodia	melody
melodia	melodija
frederick	frederick
vanguardia	prethodnica
hemisferi	hemisferi
vera	vera
vera	veri
vera	vere
ruptura	raspad
ruptura	prekid
costos	košta
costos	troškove
costos	troškovi
infraestructures	infrastrukturu
infraestructures	infrastrukture
infraestructures	infrastruktura
facebook	facebooku
facebook	facebook
veïna	susjed
veïna	susjeda
sanç	sancho
decidit	odlučio
decidit	odlučila
decidit	odlučili
decidit	odlučeno
normals	normalno
normals	normalan
normals	normalna
normals	normalni
campana	zvono
campana	zvonce
campana	bell
félix	félix
havana	havani
teòric	teoretski
rec	rec
centenari	stogodišnjica
kilòmetres	milje
kilòmetres	miles
kilòmetres	milja
artístics	umjetničko
artístics	umjetnička
artístics	umjetnički
secrets	tajne
secrets	tajni
marges	rubovi
marges	margine
steven	steven
pesta	kuge
pesta	kuga
playstation	playstation
excés	višak
four	četiri
guanyadors	pobjednici
guanyadors	dobitnici
fifa	fifa
literàries	književni
drogues	droge
drogues	drogu
drogues	lijekovi
drogues	droga
triangular	trokutaste
wright	wright
tanc	tenk
tanc	spremnik
tanc	tank
deute	duga
deute	dugovi
deute	dug
percepció	percepcije
percepció	percepcija
moll	doku
moll	pristanište
moll	mol
moll	molu
moll	pristanište
fuster	stolar
fuster	carpenter
fletxa	strijela
fletxa	strelica
fletxa	strelice
gibraltar	gibraltar
intens	intenzivno
intens	napeto
intens	intenzivna
intens	intenzivan
soiuz	sojuz
dubtes	sumnja
dubtes	dvojbe
dubtes	sumnje
telèfon	mobitel
telèfon	telefon
telèfon	telefon
unificació	ujedinjenje
unificació	ujedinjenja
bad	loše
bad	bad
bad	loša
bad	lose
miranda	miranda
esperanto	esperanto
gravació	snimanje
erc	erc
anime	anime
diagnòstic	dijagnoza
diagnòstic	dijagnoze
infantesa	djetinjstvo
infantesa	djetinjstva
decorat	uređena
decorat	odlikovan
tim	tim
tim	tima
restants	preostali
restants	preostala
restants	preostalo
nas	nosa
nas	nos
úniques	jedinstvena
úniques	jedinstveni
úniques	jedinstveno
úniques	jedinstven
gijón	gijón
armats	naoružan
armats	naoružani
armats	naoružana
canceller	kancelara
canceller	kancelar
canceller	kancelaru
observat	promatrao
expert	stručnjak
expert	ekspert
perduda	izgubljeni
perduda	izgubljena
perduda	izgubljeno
perduda	izgubljen
emperadors	carevi
canta	pjeva
canta	peva
andy	andy
boys	momci
boys	dečki
ventura	ventura
borja	borja
mancomunitat	commonwealtha
fortificacions	utvrde
diòxid	dioksid
diana	diana
diana	dijana
diana	dajana
heretar	naslijediti
burgesia	buržoaziju
dresden	dresden
tetra	tetra
manxa	bellows
augusta	augusta
socialisme	socijalizam
corporació	korporacija
cervesa	piva
cervesa	pivo
cervesa	pivu
cervesa	pive
churchill	churchill
churchill	churchilla
fugida	bijeg
eslovènia	slovenija
alto	alto
breument	ukratko
breument	kratko
breument	nakratko
gaspar	gaspar
finalista	finalist
tragèdia	tragedije
tragèdia	tragedija
serp	zmija
serp	snake
casino	kazino
casino	kasino
casino	casino
casino	kasina
paula	paula
riga	rigi
albània	albanija
fals	lažni
fals	lažno
chapelle	chapelle
semi	polu
constantment	konstantno
constantment	stalno
constantment	neprestano
casanova	casanova
nueva	nueva
fracció	djelić
miami	miami
modificat	modificirani
investigador	istraživač
ocasionalment	povremeno
rescat	spasiti
rescat	spašavanje
crims	zločini
crims	zločine
restriccions	ograničenja
tours	ture
guadalajara	guadalajari
teclat	tipkovnica
teclat	tipkovnice
alfredo	alfredo
ses	ses
mus	mus
sensibilitat	osjetljivost
kentucky	kentucky
abundància	izobilju
abundància	obilje
sergio	sergio
inspirar	inspirirati
atacat	napadnuti
atacat	napadnut
atacat	napadnuta
tràfic	promet
clínica	klinika
cervantes	cervantes
ian	lan
ian	ian
bus	bus
bus	autobus
bus	autobusom
pasqual	pasqual
fabricants	proizvođači
walker	walker
sar	sar
calç	limun
calç	lime
julia	julia
office	kancelarija
office	ured
fisiologia	fiziologija
llacuna	laguna
crani	lubanja
crani	lubanje
crani	lubanju
inspector	inspektor
senzills	singla
consultar	konzultirati
xoc	šok
proclamació	proglas
teodor	theodore
fèlix	felix
parr	parr
menezes	menezes
càstig	kaznu
càstig	kazna
forçar	prisiljavajući
linux	linux
precedent	presedana
precedent	presedan
elit	elita
elit	elite
magatzem	skladišta
magatzem	skladište
targeta	karticu
targeta	kartica
cultius	usjeve
cultius	usjevi
superficial	plitka
superficial	plitak
superficial	plitko
acceptada	prihvaćeno
acceptada	prihvatio
acceptada	prihvaćen
acceptada	prihvaćena
ira	ira
romanticisme	romantizam
coincideix	podudaranja
coincideix	odgovara
coincideix	šibice
subjectes	predmet
subjectes	subjekt
conspiració	urota
conspiració	zavjere
conspiració	zavjera
profeta	prorok
profeta	poslanik
fibres	vlakna
arn	rnk
zaragoza	zaragozi
rioja	rioja
fluid	tekućine
fluid	tekućina
legend	legende
legend	legenda
marià	marianus
cessió	zadatak
componen	sastavi
emma	ema
emma	emma
ultramar	inozemstvo
ferrocarrils	željeznice
ferrocarrils	željeznica
privats	privatno
privats	private
privats	privatni
ingrés	prihod
ingrés	prihodi
ingrés	primanja
ingrés	dohodak
envia	pošaljite
envia	šalji
envia	pošalji
neutral	neutralna
neutral	neutralni
neutral	neutralan
adopció	usvajanje
adopció	usvajanja
adopció	posvajanje
pasta	pasta
pasta	tjestenina
pasta	tjesteninu
carreres	karijere
comunica	komunicira
corall	coral
corall	koral
explorador	skaut
explorador	izviđač
explorador	istraživač
nominal	nominalna
promogut	unaprijeđen
mural	mural
louvre	louvre
converses	razgovore
converses	razgovori
converses	razgovorima
plató	platon
representats	predstavljali
representats	predstavljao
tensions	napetosti
tensions	tenzije
tensions	tenzija
plataformes	platforme
identifica	identificira
quàntica	kvantna
earth	zemlja
àlgebra	algebra
carter	carter
enterrament	pokop
rodrigo	rodrigo
michigan	michigan
michigan	michiganu
kazakhstan	kazahstanu
esquerres	ljevičarske
miss	gospođice
miss	miss
miss	gospođica
diagonal	dijagonalno
degradació	degradaciju
afectats	pogođeni
desenvolupant	razvija
desenvolupant	razvoju
desenvolupant	razvijanje
cantata	kantatu
emergència	hitno
núria	nuria
sarah	sarah
sarah	sara
misteri	misterija
misteri	misterij
campbell	campbell
wolf	vuce
wolf	wolf
wolf	vuk
wolf	vuka
aïllament	izolacija
aïllament	izolacije
reforços	pojačanje
reforços	pojačanja
estudiat	studirala
estudiat	studirao
pur	čista
pur	cista
pur	čisto
marcador	semafor
clot	ugrušak
bissau	bissau
herois	heroji
herois	junaci
partícula	čestica
miracle	čudo
guix	gips
nerviós	nervozna
segment	segment
violoncel	čelo
febre	temperatura
febre	groznica
febre	groznicu
abasta	pokriva
treva	primirje
tortuga	turtle
tortuga	kornjača
irregulars	nepravilno
pan	pana
pan	pan
comissions	provizije
rebutjat	odbio
rebutjat	odbijena
rebutjat	odbijeno
rebutjat	odbačeno
rebutjat	odbijen
rebutjat	odbačen
rebutjat	odbijena
virginia	virginiji
virginia	virginia
virginia	virginiju
fils	lanci
benito	benito
gaèlic	galski
confirmat	potvrdio
confirmat	potvrđeno
balls	plesove
balls	pleše
danses	plesove
danses	pleše
txecoslovàquia	čehoslovačkoj
prefecte	prefekt
mississipí	mississippi
conjunta	joint
conjunta	zajedničke
farina	brašna
farina	brašno
larves	larve
nicaragua	nikaragvi
atracció	atrakcija
atracció	privlačnost
detecció	otkrivanje
salomó	solomon
subministrament	opskrba
subministrament	zaliha
presentada	podnijela
presentada	podnio
vladímir	vladimira
vladímir	vladimir
borneo	borneo
nus	čvor
inclinació	sklonost
inclinació	sklonosti
formigó	konkretno
formigó	beton
formigó	betona
cirurgia	kirurgija
cirurgia	operacija
semblança	sličnost
semblança	sličnost
enderrocar	zbaciti
espectador	spectator
lenin	lenjin
fibra	vlakno
fibra	vlakna
aficionats	amateri
bordeus	bordeaux
ètica	etike
ètica	etika
ètica	etiku
geogràfic	geographic
mou	premjesti
àrtic	arktički
agafa	zgrabi
mirall	zrcalo
mirall	ogledalo
güell	güell
vacances	odmor
vacances	praznici
vacances	blagdani
vacances	praznike
precedents	presedana
precedents	presedan
estratègica	strateške
estratègica	strateški
interval	doseg
interval	raspon
interval	daljina
interval	dometu
interval	interval
brandenburg	brandenburg
vitamina	vitamina
vitamina	vitamin
vitamina	vitamini
amenaces	prijetnje
amenaces	prijetnji
ideals	ideale
ideals	idealno
ideals	ideal
ideals	idealan
ideals	idealna
preocupació	zabrinutost
rendició	predaja
alcalá	alcalá
humida	vlažno
humida	mokar
humida	mokro
humida	mokra
humida	mokri
lambert	lambert
reich	reich
arxiduc	nadvojvoda
cannes	cannesu
recepció	primanje
recepció	prijem
recepció	prijam
punk	punk
aristòtil	aristotel
glucosa	glukoze
parlava	progovorio
parlava	govorio
llombardia	lombardiji
òxid	oksid
esculls	grebena
entertainment	zabava
transports	transporter
transports	prevoz
transports	prijevoz
transports	transport
ocean	okean
ocean	ocean
tons	tonova
aterratge	slijetanja
aterratge	iskrcavanje
aterratge	slijetanje
inclusió	uključivanje
auto	automatski
cabra	kozu
cabra	jarac
cabra	koza
percussió	udaraljke
polonesos	poljaci
badajoz	badajoz
oise	oise
gosse	gosse
celta	celta
celta	keltski
preparat	spremni
empleats	zaposleni
empleats	zaposlenima
empleats	zaposlenici
empleats	zaposlenika
supressió	brisanje
supressió	uklanjanje
entén	razumije
benestar	wellness
benestar	dobrobit
serbi	srpsko
serbi	srbin
serbi	srpska
serbi	srpski
serbi	srbije
eficàcia	učinkovitost
eficàcia	efikasnost
oració	molitva
oració	molitvu
raf	raf
vores	rubovi
vores	rubove
vores	granice
vores	granica
perímetre	perimetar
plini	plinije
acadèmica	akademske
acadèmica	akademski
fruites	voće
fruites	plodovi
fruites	voce
mirant	gledam
mirant	gledamo
mirant	gleda
mirant	gledajući
mirant	gledanje
domenico	domenico
álvaro	álvaro
giorgio	giorgio
tria	odaberite
tria	izaberite
tèrmica	termalne
lachner	lachner
aiguamolls	močvare
narració	pripovijedanje
babilònia	babilon
matemàtics	matematičari
progressista	napredna
adjunt	privrženost
adjunt	privitak
adjunt	prilog
adjunt	zamjenik
subministraments	zalihe
subministraments	opskrba
subministraments	namirnice
subministraments	potrepštine
públicament	javno
nick	nick
terol	teruel
patit	pretrpio
patit	patio
patit	patila
