žagatas	sroki
beidzies	wygasła
fiat	fiat
glonass	glonass
ceturtdaļfinālā	ćwierćfinale
dubnas	dubna
gregorijs	grzegorz
trans	trans
vārnas	kruki
vārnas	wrony
atdalīta	rozdzielone
atdalīta	oddzielone
bundeslīgas	bundesligi
atzītas	rozpoznał
atzītas	uznany
atzītas	uznawane
atzītas	uznane
atzītas	uznana
atzītas	uznane
atzītas	uznawane
atzītas	uznany
atzītas	uznana
skolēniem	uczniowie
skolēniem	źrenice
skolēniem	uczniów
žils	jules
džims	jim
džims	jima
asambleja	zgromadzenie
asambleja	montaż
kāzas	śluby
kāzas	ślubów
kāzas	wesela
kāzas	ślub
kāzas	wesele
kāzas	weselny
zane	zane
vidējs	średnio
vidējs	średnie
vidējs	średni
vidējs	średnia
tehniski	technicznie
mēģinājumu	próba
mēģinājumu	próbę
britannica	britannica
žogs	ogrodzenia
žogs	płot
žogs	ogrodzenie
salavat	saławat
flāmu	flamandzkiej
gazprom	gazprom
silts	ciepła
silts	ciepło
silts	ciepły
karogi	flag
karogi	flagi
gārnis	czapla
rita	rity
rita	rita
disciplīnas	dyscyplin
stadijas	etapy
stadijas	etapach
delfi	delphi
pamiers	rozejm
pamiers	rozejm
linu	lnu
linu	len
akmeņi	kamienie
akmeņi	skały
akmeņi	kamienie
honda	honda
abba	abba
aes	aes
signālus	sygnały
galatasaray	galatasaray
sodīts	ukarany
sodīts	ukarana
sodīts	karany
pacers	pacers
mati	włosy
mati	sierść
mati	włosów
senas	starożytny
senas	starożytnych
senas	starożytni
senas	starożytna
senas	starożytne
eric	eryk
eric	eric
budistu	buddyjskich
džeralds	gerald
parakstīt	podpisz
parakstīt	znak
donalds	donalda
donalds	donald
irāka	irak
irāka	iraku
biologs	biolog
anita	anita
jeruzalemes	jerozolimy
jeruzalemes	jerozolimie
dens	dan
neparasti	niezwykła
neparasti	niespotykane
neparasti	nietypowe
neparasti	niezwykłe
bioloģiskā	biologicznych
bioloģiskā	biologiczne
bioloģiskā	biologiczna
bioloģiskā	biologiczny
vienalga	cokolwiek
piektajā	piątej
piektajā	piąte
piektajā	piąta
piektajā	piąty
hdi	hdi
tipisks	typowe
tipisks	typowa
tipisks	typowo
tipisks	typowy
niedru	reed
vēlu	późna
vēlu	późny
vēlu	późno
hipotēze	hipoteza
platumā	szerokość
platumā	szerokości
manuels	manuel
dienvidi	południe
ražoti	wyprodukowane
ražoti	wyprodukowano
ražoti	wyprodukowany
ražoti	produkowane
ražoti	wyprodukowane
ražoti	wytworzone
ražoti	wyprodukowano
ražoti	wyprodukowany
ražoti	produkowane
medībās	poluje
medībās	polowania
medībās	polowanie
abinieku	płazów
lūiss	lewis
lūiss	lewisa
paaugstināta	zwiększone
paaugstināta	zwiększona
paaugstināta	zwiększony
paaugstināta	zwiększenie
zviedriem	szwedów
pieraksts	notacji
pieraksts	subskrypcji
locītavas	złącza
locītavas	stawy
locītavas	stawów
mao	mao
trīspadsmit	trzynastu
trīspadsmit	trzynaście
trīspadsmit	thirteen
drošu	sejf
drošu	bezpieczne
drošu	bezpieczny
drošu	bezpieczna
sēru	żałobę
sēru	żałoby
sēru	żałobie
fantāzijas	fantazji
fantāzijas	fantasy
fantāzijas	fantazja
fantāzijas	fantazje
fantāzijas	fantazji
fantāzijas	fantazje
lauksaimniecība	hodowla
lauksaimniecība	rolnictwo
lauksaimniecība	rolnictwa
lauksaimniecība	rolnictwo
apzināti	świadomie
apzināti	umyślnie
apzināti	celowo
apzināti	umyślnie
apzināti	celowo
apzināti	świadomie
apzināti	zamierzone
apzināti	celowe
ievads	wprowadzanie
ievads	wstęp
ievads	wprowadzenie
čaulas	powłoka
čaulas	powłoki
čaulas	shell
čaulas	skorupy
čaulas	muszle
čaulas	liniowce
čaulas	liniowej
avangard	awangard
laikus	terminowe
dziļu	głębokie
ana	ana
kopīgas	udostępnił
kopīgas	udostępnione
kopīgas	wspólny
kopīgas	udostępniony
kopīgas	wspólne
senioru	seniorów
milzīga	ogromny
milzīga	ogromna
milzīga	ogromne
milzīga	ogromny
milzīga	ogromne
milzīga	ogromna
milzīga	ogromne
milzīga	ogromny
lāci	miś
lāci	misiek
lāci	misia
lāci	misiu
lāci	niedźwiedź
pagrīdes	boardwalk
radošo	kreatywny
radošo	kreatywność
radošo	creative
grīnbergs	grünberg
bobsleja	bobsleje
pārtrauc	przerywa
pārtrauc	przerwania
sūtīt	wysyłanie
sūtīt	wyślij
sūtīt	wysłać
iekšējais	wnętrze
iekšējais	wnętrz
iekšējais	wnętrza
iekšējais	wewnętrzne
iekšējais	wewnętrzny
iekšējais	wewnętrznego
iekšējais	wewnętrzne
iekšējais	wewnętrzna
iekšējais	wewnętrzny
iekšējais	wewnętrzna
sandra	sandra
pārtraukums	break
pārtraukums	przerwa
pārtraukums	złamać
pārtraukums	przerwanie
pārtraukums	przerywa
slēpjas	ukrywanie
ķirurgs	chirurg
ķirurgs	chirurga
cēlušies	zstąpił
dzeltenais	żółte
dzeltenais	żółta
dzeltenais	żółty
silver	srebro
silver	srebrny
silver	srebra
silver	srebrne
silver	srebrna
silver	silver
augumu	wysokości
augumu	wzrost
augumu	wysokość
oriģinālā	oryginalna
oriģinālā	pierwotnym
oriģinālā	oryginalny
oriģinālā	oryginał
oriģinālā	oryginalne
peldēšanas	pływania
peldēšanas	pływanie
pētnieku	naukowiec
pētnieku	badacz
sacenšas	konkurować
sacenšas	rywalizować
sacenšas	konkurencyjnych
sacenšas	konkurencyjne
kristāliska	krystaliczny
rasu	rasowej
rasu	rasowe
kritēriji	kryterium
kritēriji	kryteria
mareks	marek
svītras	paski
siltāks	cieplej
zēns	boy
zēns	chłopak
zēns	chłopiec
palestīniešu	palestyńskich
paskaidrojumi	wytłumaczenia
paskaidrojumi	wyjaśnienia
paskaidrojumi	wyjaśnień
baltastes	bulwer
sargā	pilnuje
brīvs	wolne
brīvs	wolna
brīvs	wolny
brīvs	bezpłatne
brīvs	free
bagātīgi	obfite
bagātīgi	obfite
pazuda	zniknął
iegādāts	kupione
iegādāts	kupiony
iegādāts	zakupione
peldēšana	pływania
peldēšana	pływanie
golden	złote
golden	golden
golden	złoty
golden	złota
alejas	galerie
līdakas	pike
izstrādāti	rozwijane
izstrādāti	rozwiniętych
izstrādāti	opracowane
izstrādāti	rozwinięte
izstrādāti	opracowany
katastrofas	katastrofy
katastrofas	klęsk
katastrofas	katastrof
pavēlnieks	panie
vienādojumu	równanie
organisms	organizmy
organisms	organizm
organisms	organizmu
eca	eto
sudānas	sudanu
plānota	zaplanowane
plānota	zaplanowano
plānota	zaplanowany
plānota	planowane
plānota	zaplanowana
plānota	zaplanowane
plānota	planowana
plānota	planowany
plānota	planowane
plānota	zaplanowany
slēgt	zamknij
slēgt	zablokuj
slēgt	zamek
hēlija	hel
hēlija	helu
#ff	#ff
atpazīstamību	renomy
bayer	bayer
piepilsētas	podmiejskich
piepilsētas	przedmieścia
strēlnieki	łucznicy
sadalīšanas	rozwarstwienie
piesaistīt	przyciągnąć
piesaistīt	przyciągać
kopija	kopia
kopija	skopiuj
kopija	kopiuj
kopija	kopiowanie
balasta	osieroconych
balasta	balast
pievienotas	dołączony
pievienotas	załączony
pievienotas	dołączone
vīrusu	wirusowe
vīrusu	wirusy
vīrusu	wirusów
vīrusu	wirus
vīrusu	wirusy
vīrusu	wirusa
būtiskas	zasadnicze
laikapstākļi	pogoda
laikapstākļi	pogody
izpratni	zrozumienie
izpratni	rozumienie
izpratni	zrozumienia
laima	lyme
laima	wapna
sulu	juice
sulu	sok
sulu	soku
sulu	soki
asamblejas	zgromadzenie
asamblejas	montaż
sēdes	siedzenie
sēdes	siedzący
sēdes	siedzi
sēdes	zebrania
sēdes	spotkania
sēdes	spotkań
sēdes	posiedzenia
sēdes	posiedzenia
sēdes	przesłuchania
sēdes	przesłuchań
bot	boty
vienādojums	równanie
pateikt	powiedz
mākslīgā	sztuczna
mākslīgā	sztuczny
mākslīgā	sztuczne
akli	ślepe
akli	niewidomy
akli	ślepy
akli	ślepa
akli	ślepo
pierre	pierre
dinaburg	dinaburg
regulāra	zwykły
regulāra	regularne
regulāra	regularnie
regulāra	regularny
uzlabo	poprawa
uzlabo	poprawę
uzlabo	poprawy
uzlabo	zwiększa
uzlabo	poprawia
uzlabo	polepsza
uzlabo	poprawy
uzlabo	poprawa
plāksnes	talerze
plāksnes	tablice
plāksnes	płyty
plāksnes	płytka
plāksnes	talerz
plāksnes	płyta
kēnigsbergas	królewcu
reikenens	räikkönen
sistemātika	systematics
garīgais	duchowy
garīgais	duchowego
garīgais	duchowym
garīgais	duchowej
garīgais	duchowe
džonijs	johny
džonijs	johnny
džonijs	jonny
aptieka	apteka
aptieka	apteki
ronis	pieczęć
cēzara	caesar
cēzara	cezara
cēzara	cezar
oksīdu	tlenku
oksīdu	tlenek
juridiski	legalnie
juridiski	prawnie
absolūti	absolutnie
tēvam	ojcze
tēvam	ojciec
civilā	cywilne
civilā	obywatelskiego
civilā	cywilny
civilā	cywilne
civilā	cywile
civilā	cywilny
civilā	cywil
civilā	cywilnej
masīva	masyw
misisipi	missisipi
misisipi	mississippi
atrisināt	rozwiązany
atrisināt	rozwiązana
atrisināt	rozwiązane
atrisināt	rozwiązać
atrisināt	rozwiązać
nvs	cis
nvs	sic
datori	komputery
datori	komputerów
reģistrētas	zarejestrowany
reģistrētas	zarejestrowano
reģistrētas	zarejestrowana
reģistrētas	zarejestrowane
reģistrētas	zarejestrowanych
ieiet	wchodzi
ieiet	wejdź
ieiet	enter
drošība	bezpieczeństwa
drošība	ochrona
drošība	bezpieczeństwo
drošība	bezpieczeństwa
drošība	bezpieczeństwo
atkarību	zależność
atkarību	uzależnienie
atkarību	zależności
procesora	procesora
procesora	procesor
procesora	procesora
procesora	procesor
atcelt	odwołać
atcelt	anuluj
talantu	talenty
talantu	talentu
talantu	talent
zīmēšanas	rysunek
zīmēšanas	losowanie
piens	mleka
piens	mleko
vidzeme	inflantach
avīzē	gazety
avīzē	gazeta
avīzē	gazetę
tavu	twoje
tavu	twój
tavu	twoja
tavu	twojego
tavu	twoim
īsāks	krótszy
īsāks	krócej
īsāks	krótsze
civilās	cywilne
civilās	obywatelskiego
civilās	cywilny
civilās	cywilne
civilās	cywile
civilās	cywilny
civilās	cywil
civilās	cywilnej
precīzs	dokładne
precīzs	precyzyjnie
precīzs	precyzyjne
precīzs	dokładny
precīzs	dokładna
precīzs	dokładne
precīzs	dokładna
precīzs	dokładny
precīzs	dokładne
precīzs	dokładny
precīzs	dokładna
diplomātiskās	dyplomatycznych
diplomātiskās	dyplomatyczne
diplomātiskās	dyplomatyczny
diplomātiskās	dyplomatycznej
reperis	raper
trauku	danie
luna	luna
lerijs	larry
parakstīšanas	podpisania
parakstīšanas	podpisanie
rīki	narzędzia
rīki	biegów
rīki	biegi
zonās	stref
zonās	strefy
intervijā	wywiad
intervijā	wywiady
intervijā	przesłuchanie
intervijā	rozmowa
rīkles	gardło
rīkles	gardła
garāka	wyższa
garāka	wyższy
gazols	gasol
toyota	toyota
apturēta	wstrzymane
apturēta	wstrzymana
apturēta	zawieszona
apturēta	zawiesił
apturēta	zawieszone
apturēta	zawieszony
atzīmē	nuty
atzīmē	noty
atzīmē	notatek
atzīmē	notatki
atzīmē	zauważa
aicina	wzywa
aicina	powołanie
aicina	zaproszeń
aicina	zaprasza
aicina	zaproszenia
skaitļošanas	informatyka
aizliegums	ban
aizliegums	zablokuj
aizliegums	zakazu
aizliegums	zakaz
aizliegums	zakazu
aizliegums	zakazy
aizliegums	zakaz
klārks	clarke
klārks	clarka
klārks	clark
koncepciju	koncepcja
koncepciju	pojęcie
koncepciju	koncepcji
vienmērīgi	jednolicie
vienmērīgi	równo
vienmērīgi	równomiernie
ieroci	broń
ieroci	pistolet
ieroci	gun
slepkavību	morderstwa
slepkavību	zabójstwo
slepkavību	morderstwo
las	las
gaga	gaga
samazinājies	upadły
samazinājies	odmówił
samazinājies	odrzucona
šūmahers	schumacher
grenlandes	grenlandii
normandijas	normandii
garšu	smak
garšu	gust
garšu	smaku
pauda	spółgłoska
step	step
step	krok
veikalā	zakupy
veikalā	sklep
pašreizējie	prąd
pašreizējie	bieżące
pašreizējie	aktualne
pašreizējie	bieżący
pašreizējie	aktualny
procedūras	procedury
procedūras	zabiegi
atlikušās	pozostało
atlikušās	pozostały
atlikušās	pozostała
tuberkulozes	gruźlica
tuberkulozes	gruźlicę
tuberkulozes	gruźlicy
skeleta	szkieletu
skeleta	szkielet
ulrihs	ullrich
jostas	pasy
jostas	paski
porsche	porsche
zināt	know
bazilika	basil
bazilika	bazylika
dala	podzielona
dala	dzielone
dala	podzielone
dala	podzielony
kurland	kurland
izšķilšanās	powstanie
izšķilšanās	wystąpienie
orientalis	orientalis
izcili	genialne
izcili	genialny
izcili	zaległe
izcili	wybitny
izcili	doskonała
izcili	doskonale
apvienotais	połączone
apvienotais	połączona
apvienotais	łączone
līknes	krzywe
joahims	joachim
zebiekste	łasica
konfederāciju	konfederacji
konfederāciju	konfederacja
salīdzināt	porównanie
salīdzināt	porównaj
salīdzināt	porównać
tiesneši	sędziów
tiesneši	sędziowie
rex	rex
aģents	agentka
aģents	agencie
aģents	agent
žurnāliste	dziennikarstwo
žurnāliste	dziennikarz
žurnāliste	dziennikarka
romans	rzymski
romans	roman
romans	rzymskie
elektriskais	elektryczny
elektriskais	elektryczne
elektriskais	electric
ieee	ieee
palīdzot	pomaganie
palīdzot	pomagam
atpazīt	poznaje
atpazīt	rozpoznają
atpazīt	rozpoznaje
atpazīt	rozpoznać
atpazīt	rozpoznawalny
atpazīt	uznać
atpazīt	rozpoznają
atpazīt	uznają
atpazīt	uznawać
made	wykonane
made	made
made	zrobione
uzrakstīts	napisane
uzrakstīts	pisemne
uzrakstīts	napisano
uzrakstīts	zapisane
taisnstūra	prostokąt
taisnstūra	prostokątne
deklarācijas	zgłoszenia
deklarācijas	deklaracje
deklarācijas	oświadczenia
ūdenskritums	wodospadu
ūdenskritums	wodospad
personība	tożsamości
personība	tożsamość
personība	osobowość
personība	osobowości
intensīva	intensywna
intensīva	intensywny
intensīva	intensywne
intensīva	intensywny
intensīva	intensywna
intensīva	intensywne
intensīva	intensywnie
maņu	sensorycznej
pēcnācējiem	potomstwa
pēcnācējiem	potomek
pēcnācējiem	potomstwo
ērti	wygodnie
ērti	wygodna
ērti	wygodne
ērti	wygodny
ērti	wygodnie
ērti	wygodny
ērti	komfortowe
ērti	wygodne
ērti	wygodna
amsterdamas	amsterdam
modifikācija	modyfikacja
modifikācija	modyfikacje
modifikācija	modyfikacji
gudrības	mądrości
gudrības	mądrość
mute	mouth
mute	usta
mute	gęba
ziemeļi	północnej
ziemeļi	północ
ziemeļi	north
sarkani	czerwień
sarkani	czerwony
sarkani	czerwona
sarkani	czerwone
optisko	optyczne
optisko	optyczny
sauss	suchy
sauss	pralnia
sauss	sucha
sauss	suche
sauss	sucho
noliktava	magazyn
noliktava	magazynie
sazināties	kontakt
sazināties	kontakty
praksi	praktyce
praksi	trening
praksi	praktyki
praksi	ćwiczenia
praksi	praktyka
nodoklis	obowiązek
nodoklis	obowiązki
nodoklis	cło
nodoklis	podatki
nodoklis	podatek
dobumu	ubytków
alvis	alvis
kandidatūru	kandydatury
kandidatūru	kandydaturę
hop	hop
dāma	królowej
dāma	królowa
dāma	queen
dāma	królowo
dāma	królową
dāma	pani
dāma	dama
ražotāji	producenci
ražotāji	producentów
ražotāji	producentom
ražotāji	wytwórców
ražotāji	producentów
ražotāji	wytwórcy
ražotāji	producenci
solis	step
solis	krok
iedzīvotājs	rezydenta
iedzīvotājs	mieszkaniec
vērts	warto
vērts	warte
vērts	worth
vērts	warta
vērts	wart
vērts	godny
vērts	godne
vērts	godna
kuģniecības	wysyłki
vakuuma	odkurzacz
vakuuma	próżni
hipotēzi	hipoteza
apvienojas	łączenie
apvienojas	połączyć
apvienojas	łączenie
palikusi	lewy
palikusi	lewo
apsūdzēja	oskarżony
apsūdzēja	oskarżonych
apsūdzēja	oskarżeni
apsūdzēja	oskarżona
florida	florydy
florida	floryda
matricas	macierz
matricas	matrix
matricas	matrycy
kopenhāgenā	kopenhagi
kopenhāgenā	kopenhadze
visilgāk	najdłużej
visilgāk	najdłuższy
luhanskas	ługańsk
izīrēts	wynajęty
izīrēts	wynajął
finansiāli	finansowo
kaķiem	kotów
kaķiem	kotki
kaķiem	koty
arheologs	archeolog
laulība	ślub
laulība	małżeństwo
laulība	małżeństwa
ieviešana	realizacji
ieviešana	realizacja
ieviešana	wdrożenie
ieviešana	wykonanie
ieviešana	wdrażanie
sasniegumu	osiągnięcie
sasniegumu	osiągnięcia
sasniegumu	osiąganie
gaz	gaz
uzskaitītas	wymienionych
uzskaitītas	wymienione
nigērijas	nigerii
profesore	profesor
profesore	profesorze
prefektūra	prefektura
iecirknis	komora
iecirknis	przedział
iecirknis	przedziale
tcp	tcp
muti	mouth
muti	usta
muti	gęba
gmbh	gmbh
agrākā	najwcześniej
fails	plik
fails	pliku
redakcijas	wersji
redakcijas	wersjach
redakcijas	wersje
gulbji	łabędzie
slovēnija	słowenia
copa	copa
peldēt	pływać
solaris	solaris
obama	obamy
obama	obama
apdares	kończy
organizētas	zorganizowana
organizētas	organizowane
organizētas	zorganizowane
organizētas	zorganizowany
spuras	płetwy
marie	marie
lībekas	lübeck
īzaks	isaac
dārzos	ogrody
dārzos	ogrodów
veicinātu	foster
veicinātu	promować
veicinātu	promowanie
pelēkas	siwy
pelēkas	szary
pelēkas	szara
pelēkas	szare
pelēkas	grey
pērkons	grom
pērkons	piorun
pērkons	grzmot
sabruka	upadł
inspektors	inspektor
inspektors	inspektorze
ķirzakas	jaszczurki
likvidēt	wyeliminować
dejotāja	tancerz
dejotāja	tancerka
olimpiskajā	olimpijski
olimpiskajā	olympic
olimpiskajā	olimpijskie
luters	luther
vāgners	wagner
kursos	kursy
tuksnesis	pustyni
tuksnesis	pustynia
atzīti	uznane
atzīti	uznawane
atzīti	uznany
atzīti	uznana
atzīti	rozpoznał
atzīti	uznany
atzīti	uznawane
atzīti	uznane
atzīti	uznana
teritoriālais	terytorialnej
teritoriālais	terytorialna
teritoriālais	terytorialne
pasaka	opowiada
dziļš	głęboka
dziļš	głęboki
dziļš	głęboko
dziļš	głębokie
dziļš	deep
piesaista	przyciągają
piesaista	przyciąga
piesaista	przyciągnąć
piesaista	przyciągać
žaunu	gill
dana	dany
dana	dana
dārziņš	ogrodu
dārziņš	ogród
dārziņš	ogródek
dārziņš	ogrodzie
silvija	sylvia
silvija	sylwia
silvija	silvia
silvija	sylwia
izpildītāji	wykonawcy
izpildītāji	wykonawców
izpildītāji	artystów
izpildītāji	artyści
izpildītāji	wykonawcy
pavlovs	pawłow
sausā	suchy
sausā	pralnia
sausā	sucha
sausā	suche
sausā	sucho
pacientiem	pacjenci
pacientiem	pacjentów
asp	asp
vienādu	jednolite
vienādu	jednolita
vienādu	uniform
vienādu	jednolity
vienādu	mundur
avārijā	podjeździe
avārijā	podjazd
izzūd	zniknie
izzūd	znika
vadims	wadim
mini	mini
sekcija	sekcję
sekcija	sekcji
sekcija	dział
sekcija	sekcja
sekcija	zatoka
sekcija	zatoki
sekcija	bay
adams	adams
adams	adamsa
ethernet	ethernet
digitālā	cyfrowy
digitālā	cyfrowa
digitālā	cyfrowe
digitālā	digital
gāzts	obalony
bioloģija	biologii
bioloģija	biologia
eļļa	oleje
eļļa	oleju
eļļa	olej
eļļa	oliwa
frakcija	ułamek
frakcija	frakcja
saturēt	zawiera
saturēt	zawierają
saturēt	zawierać
bahs	bach
interjers	wystrój
atbalstītāji	zwolennicy
atbalstītāji	zwolenników
definīcija	definicja
definīcija	definicji
definīcija	definicje
labāks	lepsza
labāks	lepiej
labāks	lepsze
palīgā	pomoc
palīgā	pomocy
dzīvsudraba	mercury
dzīvsudraba	rtęci
dzīvsudraba	rtęć
fiksēts	stałe
fiksēts	stały
fiksēts	stała
fiksēts	ustalone
fiksēts	ustalona
mākslīgais	sztuczna
mākslīgais	sztuczny
mākslīgais	sztuczne
lādiņu	pocisk
cieņu	godność
cieņu	godności
cauna	marten
paplašināta	rozszerzone
paplašināta	rozszerzona
paplašināta	rozszerzony
paplašināta	przedłużony
paplašināta	rozszerzonej
paplašināta	powiększone
paplašināta	rozszerzona
paplašināta	rozszerzone
paplašināta	rozszerzony
paplašināta	rozszerzona
veselas	całość
veselas	cały
veselas	cała
veselas	całe
apvalks	tunika
falco	falco
frakciju	frakcji
frakciju	frakcja
biļetes	bilety
dimantu	diament
dimantu	diamond
dimantu	diamenty
izplatīšanās	rozmnażania
izplatīšanās	dystrybucji
izplatīšanās	dystrybucja
izplatīšanās	rozkład
atveres	przenoszenie
atveres	otwory
nikolass	nicholas
nikolass	mikołaj
gadījuma	przypadkowe
gadījuma	przypadkowa
gadījuma	przypadkowy
gadījuma	losowo
gadījuma	losowe
gadījuma	swobodne
gadījuma	casual
gadījuma	swobodny
aux	liwrów
amerikāņi	amerykanie
amerikāņi	amerykanów
tīra	czysty
tīra	czysta
tīra	czyste
tīra	czyści
tīra	sprząta
tīra	czysty
tīra	czysta
tīra	czyste
baumas	plotki
baumas	pogłoski
baumas	plotka
baumas	pogłoski
izabella	isabel
izabella	izabela
izabella	izabela
izabella	isabella
izabella	isabelle
prāga	pradze
prāga	praga
nieres	nerki
nieres	nerki
nieres	nerka
nieres	nerek
pasākuma	środek
pasākuma	środka
pasākuma	miara
pasākuma	miary
patērē	zużyte
patērē	zużywają
zālamana	salomon
zālamana	solomon
zālamana	salomona
apsūdzēts	oskarżony
apsūdzēts	oskarżonych
apsūdzēts	oskarżeni
apsūdzēts	oskarżona
reklāma	rozgłos
reklāma	reklamy
reklāma	reklama
reklāma	reklamę
vikingi	wikingowie
sidnejas	sydney
munīcijas	amunicja
munīcijas	amunicję
munīcijas	amunicji
plānā	plan
muguru	back
muguru	wstecz
muguru	powrót
mūris	ściany
mūris	ściana
mūris	mur
mūris	mury
mūris	ścianie
mūris	tablica
apzīmējumi	warunki
apzīmējumi	terminy
apzīmējumi	legendę
apzīmējumi	legendy
apzīmējumi	legend
apzīmējumi	legenda
porto	porto
turēt	zachowaj
polo	polo
laivas	łodzi
laivas	łódki
laivas	łodzie
ģenētiski	genetycznie
interscope	interscope
svētdienas	niedziele
mainsnak	mainsnak
eksperimenti	eksperymentów
eksperimenti	eksperymenty
eksperimenti	eksperymenty
ievada	wprowadzające
ievada	wstępne
clippers	clippers
leonards	leonarda
leonards	leonard
atpūta	wypoczynek
atpūta	odpoczynek
atpūta	rekreacji
atpūta	rozrywka
atpūta	wypoczynek
atpūta	wypoczynek
atpūta	odpoczynek
nirnbergas	norymberdze
dzemdes	macicy
dzemdes	macicy
dzemdes	łonie
dzemdes	łono
dzemdes	łona
saimnieki	mistrzowie
saimnieki	masters
saimnieki	gospodarzy
tarkovskis	tarkowski
gods	honoru
gods	zaszczyt
gods	honor
gods	honoru
gods	zaszczyt
gods	honor
gods	honorem
skaļi	głośne
skaļi	głośno
skaļi	głośny
algu	pensja
algu	zarobki
algu	wynagrodzenie
algu	wynagrodzenia
veru	võru
uzplaukums	boom
uzplaukums	bum
piramīdas	piramida
piramīdas	piramidy
piramīdas	piramidy
augstākas	wyżej
augstākas	wyższe
augstākas	wyższy
augstākas	wyższa
publikācija	publikacja
publikācija	publikacji
publikācija	publikowanie
publikācija	publikacje
publikācija	wydawnictwo
publikācija	publikacja
publikācija	wydawnictwa
publikācija	publikacje
publikācija	publikowania
publikācija	publikowanie
gps	gps
elo	elo
risinājumi	roztwory
risinājumi	rozwiązania
risinājumi	rozwiązań
teju	prawie
uzraudzības	obserwacja
uzraudzības	nadzór
uzraudzības	nadzoru
tīrs	czysty
tīrs	czysta
tīrs	czyste
tīrs	czysty
tīrs	czysta
tīrs	czyste
konflikti	konflikty
konflikti	konfliktów
konflikti	konflikt
konflikti	konflikty
konflikti	konfliktu
konflikti	konflikt
sārmu	alkalicznych
mijiedarbība	interakcje
mijiedarbība	współdziałanie
mijiedarbība	interakcji
mijiedarbība	interakcje
kritiski	krytyczne
kritiski	krytyczna
kritiski	krytyczny
kritiski	krytycznych
markss	marx
markss	marks
tulkots	przetłumaczone
nintendo	nintendo
jfk	jfk
sertificēts	certyfikat
sertificēts	kwalifikowanego
sertificēts	certyfikowany
internazionale	internazionale
kurši	kurowie
piecpadsmit	fifteen
piecpadsmit	piętnaście
mācīja	nauczył
mācīja	uczył
tipiski	zazwyczaj
tipiski	zwykle
tipiski	typowo
tipiski	typowe
tipiski	typowa
tipiski	typowo
tipiski	typowy
teritoriāli	terytorialnie
spartaks	spartakus
laukiem	fields
laukiem	pola
blīvi	gęsto
urālu	ural
mir	mir
sems	sama
sems	sam
viltus	fałsz
viltus	fałszywa
viltus	fałszywe
viltus	nieprawdziwe
viltus	fałszywy
viltus	fałszywy
viltus	fałszywe
viltus	fałszywa
maisījums	mix
maisījums	mieszać
maisījums	mieszanka
maisījums	wymieszać
maisījums	mieszaniny
maisījums	mieszanka
maisījums	mieszanina
maisījums	mieszanka
dalīšanās	podziału
dalīšanās	udostępnienie
dalīšanās	udostępnianie
automašīna	auto
automašīna	samochód
automašīna	car
pievienojies	dołącz
extra	dodatkowa
extra	ekstra
extra	dodatkowe
extra	dodatkowy
extra	extra
lēna	lena
lēna	powoli
lēna	wolno
plānus	planów
plānus	planuje
plānus	plany
aizstāvji	obrońcy
aizstāvji	obrońców
amsterdamā	amsterdam
sīrija	syria
sīrija	syrii
jaunieši	młodzież
jaunieši	młodzieży
jaunieši	młodości
jaunieši	młodość
milzīgs	ogromny
milzīgs	ogromna
milzīgs	ogromne
adatas	igłę
adatas	igły
adatas	igła
adatas	igieł
adatas	igły
tūre	zwiedzanie
tūre	tour
tūre	wycieczka
novērtēt	ocenić
novērtēt	oceni
intensitāte	natężenie
intensitāte	intensywności
intensitāte	intensywność
intensitāte	intensywności
ovis	ovis
jūdžu	mile
jūdžu	mila
riteņbraukšana	kolarstwo
kļūmes	niepowodzenia
kļūmes	porażki
kļūmes	usterki
tulkojumi	tłumaczeń
tulkojumi	tłumaczenia
allmusic	allmusic
sajūta	uczucie
sajūta	czucie
aizdomas	podejrzany
aizdomas	podejrzana
aizdomas	podejrzenia
aizdomas	podejrzenie
aizdomas	podejrzenia
aizdomas	podejrzenie
aizdomas	podejrzeń
unikāls	unikalne
unikāls	unikatowe
unikāls	unikalny
unikāls	wyjątkowy
unikāls	niepowtarzalny
tic	tik
tic	tic
domāja	myślałem
domāja	myślał
domāja	myśl
domāja	pomyślał
pretinieki	przeciwnicy
pretinieki	przeciwników
pretinieki	wrogów
pretinieki	wrogowie
alba	alba
garsija	garcia
indes	trucizny
pieaugušiem	dorosłe
pieaugušiem	dorośli
pieaugušiem	dorosłych
keita	kasia
keita	kate
vienkāršā	prosty
vienkāršā	prosta
vienkāršā	proste
vienkāršā	podstawowy
vienkāršā	podstawowej
drēzdenes	dresden
cieš	cierpienia
cieš	cierpienie
cieš	cierpieć
sitiens	zastrzelony
sitiens	postrzelony
sitiens	ujęcie
sitiens	strzał
pasliktinājās	pogorszeniu
pasliktinājās	pogorszeniu
adrijas	adriatyku
zemāks	niższy
zemāks	niżej
zemāks	lower
zemāks	niższa
zemāks	dolna
stratēģiski	strategicznie
stratēģiski	strategicznych
stratēģiski	strategiczne
stratēģiski	strategiczny
haizivs	rekiny
haizivs	rekina
haizivs	rekin
kabeļu	kabel
kabeļu	kable
interjera	wnętrze
interjera	wnętrz
interjera	wnętrza
interjera	wewnętrzne
apmatojums	włosy
apmatojums	sierść
apmatojums	włosów
sadalīšanās	podziału
sadalīšanās	rozkładu
sadalīšanās	rozkład
hornets	szerszenie
itunes	itunes
lūdz	pyta
