les	เดอะ
star	ดารา
star	ดาว
fête	เทศกาล
fête	ฉลอง
fête	พรรค
fête	ปาร์ตี้
photo	รูป
photo	ภาพถ่าย
photo	รูปภาพ
photo	รูป
photo	ภาพ
canal	คลอง
canal	ช่อง
jouer	เล่น
jouer	เล่น
polonais	โปแลนด์
polonais	ขั้ว
polonais	เสา
analyse	วิเคราะห์
noire	ดำ
recherches	ค้นหา
recherches	ค้นคว้า
recherches	วิจัย
côtés	ด้าน
côtés	ข้าง
offre	เสนอ
sauf	ยกเว้น
frontière	ขอบ
frontière	กรอบ
frontière	ชายแดน
max	แม็กซ์
max	แม๊กซ์
max	แม็ก
américains	อเมริกัน
américains	อเมริกัน
indépendance	อิสรภาพ
indépendance	เอกราช
eaux	น้ำ
eaux	นํ้า
bâtiments	ตึก
bâtiments	อาคาร
love	ชอบ
love	รัก
uniquement	เท่านั้น
uniquement	เฉพาะ
entière	จำนวนเต็ม
smith	สมิทธ์
smith	สมิธ
contient	บรรจุ
bleu	น้ำเงิน
bleu	สีน้ำเงิน
bleu	บลู
asie	เอเชีย
jack	แจ๊ค
jack	แจ๊ก
jack	แจ็ค
jack	jack
jack	แจ็ก
classé	ยื่น
www	www
guy	กาย
objets	วัตถุ
border	ขอบ
border	กรอบ
border	ชายแดน
construite	สร้าง
juifs	ยิว
juifs	ยิว
suit	ติดตาม
médecin	แพทย์
médecin	ดอกเตอร์
médecin	หมอ
médecin	แพทย์
écrire	เขียน
écrire	เขียน
lance	ทวน
lance	หอน
lance	หอก
fonds	กองทุน
fonds	กองทุน
besoin	ต้องการ
besoin	ต้องการ
avance	advance
grec	กรีก
règles	กฏ
règles	กติกา
règles	กฎ
soldats	ทหาร
mark	เครื่องหมาย
mark	มาร์ค
chicago	ชิคาโก
chicago	chicago
religion	ศาสนา
cimetière	สุสาน
cimetière	ป่าช้า
composée	แต่ง
somme	somme
somme	ซำ
formé	ฝึก
éviter	เลี่ยง
éviter	เลี่ยง
réserve	จอง
réserve	สำรอง
défaite	พ่าย
défaite	ปราบ
défaite	ปราชัย
sports	สปอร์ต
sports	กีฬา
ceci	นี้
ceci	นี่
ceci	ดิส
épreuve	สอบ
épreuve	ทดสอบ
encyclopédie	encyclopédie
encyclopédie	สารานุกรม
encyclopédie	encyclopaedia
résumé	นามธรรม
résumé	สรุป
lutte	ต่อสู้
lutte	สู้
lutte	ดิ้นรน
tournée	ทัวร์
rose	pink
rose	ชมพู
rose	สีชมพู
rose	rose
rose	กุหลาบ
rose	โรส
rose	โร
disque	ดิสก์
disque	แผ่น
disque	ดิสก์
philosophie	ปรัชญา
propriété	คุณสมบัติ
propriété	ทรัพย์สิน
propriété	ทรัพย์
propriété	กรรมสิทธิ์
cycliste	cycliste
ouvert	เปิด
parler	คุย
parler	พูด
parler	พูด
expression	สำนวน
nécessaire	ต้องการ
nécessaire	จำเป็น
règne	reign
suède	สวีเดน
difficile	แรง
difficile	โหม
difficile	ลำบาก
difficile	หนัก
difficile	ฮาร์ด
difficile	ยาก
difficile	ยาก
tom	ทอม
tom	tom
champions	แชมเปี้ยน
modèles	รุ่น
modèles	ต้นแบบ
meilleurs	best
animaux	สัตว์
cheval	ม้า
cheval	ม้า
soutien	สนับสนุน
soutien	รองรับ
navires	เส้นเลือด
rive	ชายฝั่ง
rive	ฝั่ง
communication	สื่อสาร
petites	เล็ก
commun	สามัญ
commun	ทั่วไป
jardin	สวน
jardin	garden
min	min
min	มิน
avion	อากาศยาน
internes	ภายใน
mots	คำ
mots	ลมปาก
portugal	โปรตุเกส
vert	เขียว
personnel	บุคลากร
personnel	พนักงาน
inde	inde
inde	อินเดีย
relation	สัมพันธ์
crée	สร้าง
crée	สร้าง
crée	สร้าง
suivantes	ติดตาม
navire	ภาชนะ
navire	เรือ
navire	ยาน
étudiants	นักเรียน
étudiants	นักศึกษา
étudiants	นักเรียน
étudiants	นักศึกษา
apparition	ลักษณะ
manque	ขาด
manque	หาย
manque	ขาด
plein	เต็ม
plein	ฟู
naturel	natural
naturel	ธรรมชาติ
opposition	ค้าน
simplement	เพียง
simplement	แค่
essentiellement	หลักๆ
adaptation	ดัดแปลง
abbé	abbé
semaines	อาทิตย์
semaines	สัปดาห์
semaines	อาทิตย์
semaines	สัปดาห์
familles	ตระกูล
familles	ครอบครัว
familles	family
expérience	ทดลอง
expérience	ประสบการณ์
gardien	องครักษ์
appelle	โทร
dramatique	ดราม่า
dramatique	ละคร
extérieur	นอก
extérieur	ภายนอก
extérieur	outdoor
extérieur	ภายนอก
extérieur	ภายนอก
restauration	ฟื้นฟู
restauration	ซ่อมแซม
draft	ร่าง
médecine	เวชศาสตร์
médecine	ยา
établissement	ตำหนัก
établissement	สถาปนา
régional	ภูมิภาค
thème	หัวข้อ
thème	ธีม
prison	คุก
prison	คุก
littéraire	วรรณกรรม
littéraire	วรรณคดี
écoles	โรงเรียน
tradition	ประเพณี
tradition	ธรรมเนียม
réalité	เรียลลิตี้
étoile	ดวงดาว
étoile	ดารา
étoile	ดาว
marche	เดิน
marche	มีนาคม
marche	มาร์ช
marche	march
marche	เดิน
jaune	เหลือง
permettent	อนุญาต
masse	มวล
masse	ก้อน
arc	สายรุ้ง
arc	เรนโบว์
arc	รุ้ง
arc	อาร์ค
arc	arc
arc	กราบ
arc	ธนู
arc	นู๋
arc	โบว์
tombe	น้ำตก
tombe	ฟอลส์
tombe	สุสาน
risque	เสี่ยง
socialiste	สังคมนิยม
réalise	ตระหนัก
vrai	real
vrai	จริง
vrai	ทรู
vrai	true
vrai	จริง
vrai	แท้
baseball	เบสบอล
arabe	อาหรับ
arabe	อาหรับ
acte	ทำท่า
acte	โฉนด
live	สด
grèce	กรีซ
major	เมเจอร์
santa	ต้า
santa	santa
civile	แพ่ง
civile	ประชา
civile	พลเรือน
essai	ทดสอบ
essai	สอบ
essai	ทดสอบ
anglaise	อังกฤษ
écosse	สกอตแลนด์
albums	อัลบั้ม
héros	วีรบุรุษ
héros	heroes
héros	ฮีโร่
héros	วีรบุรุษ
héros	ฮีโร่
termes	เงื่อนไข
filles	สาว
filles	สาวๆ
filles	ลูกสาว
filles	ธิดา
midi	บ่าย
midi	เที่ยง
midi	midi
aura	aura
pdf	pdf
géographique	ภูมิศาสตร์
géographique	ภูมิศาสตร์
ciel	สวรรค์
ciel	sky
ciel	ท้องฟ้า
ciel	ฟ้า
anti	anti
rang	อันดับ
rang	แถว
occidentale	เวสต์
washington	วอชิงตัน
rurale	ชนบท
maladie	โรค
king	กษัตริย์
king	king
king	ราชา
king	คิง
dictionnaire	dictionnaire
dictionnaire	พจนานุกรม
autorité	อำนาจ
autorité	amf
portant	สวม
portant	ใส่
officielle	ทางการ
officielle	official
futur	ต่อๆ
futur	future
futur	อนาคต
objectif	วัตถุประสงค์
objectif	เลนส์
objectif	วัตถุประสงค์
objectif	เป้า
cap	แหลม
cap	เคป
cap	หมวก
cap	cap
sorte	เรียง
ingénieur	วิศวกร
ingénieur	วิศวกร
irlande	ไอร์แลนด์
hongrie	ฮังการี
peine	ประโยค
peine	ปวด
britanniques	บริติช
britanniques	อังกฤษ
importants	สำคัญ
yves	yves
yves	สแตนลีย์
sociétés	บริษัท
crise	วิกฤตการณ์
crise	วิกฤติ
crise	วิกฤต
brigade	ทีม
brigade	squad
brigade	หน่วย
brigade	หมู่
brigade	กองพล
chapitre	บท
madrid	มาดริด
madrid	madrid
cordialement	ขอบคุณ
drapeau	ธงชาติ
drapeau	ธง
utilisés	ใช้
application	แอพพลิเคชัน
application	แอป
application	แอพ
circuit	วงจร
japonaise	ญี่ปุ่น
banque	ธนาคาร
banque	ธนาคาร
banque	แบงค์
banque	แบงก์
danse	เต้นรำ
danse	เต้น
danse	เต้นรำ
danse	เต้น
genève	genève
développé	พัฒนา
systèmes	ระบบ
élèves	นักเรียน
élèves	นักศึกษา
élèves	ม่านตา
remplacé	แทนที่
fleuve	แม่น้ำ
univers	ภพ
univers	จักรวาล
univers	จักรภพ
villages	หมู่บ้าน
critiques	วิจารณ์
critiques	วิจารณ์
critiques	รีวิว
critiques	วิกฤติ
critiques	วิกฤต
vraiment	จริงๆ
vraiment	จริง
argentine	อาร์เจนตินา
argentine	อาร์เจนตินา
salon	lounge
écriture	เขียน
écriture	ลายมือ
libération	ปล่อย
entièrement	ครบ
entièrement	สมบูรณ์
die	ตาย
jazz	แจ๊ซ
jazz	แจ๊ส
caractéristiques	คุณลักษณะ
caractéristiques	ลักษณะ
caractéristiques	คุณสมบัติ
réunion	พบปะ
réunion	ประชุม
chasse	ล่า
chasse	ฮันท์
processus	กระบวนการ
gaz	แก๊ส
gaz	ก๊าซ
gaz	น้ำมัน
mixte	ผสม
gmina	gmina
juan	ควน
juan	ฮวน
véritable	real
véritable	จริง
véritable	ทรู
véritable	true
véritable	จริง
véritable	แท้
lee	ลี
lee	lee
rapide	รถไฟฟ้า
rapide	รวดเร็ว
rapide	เร็ว
rapide	ด่วน
rapide	fast
rapide	ไว
rapide	รวดเร็ว
rapide	ด่วน
rapide	ไว
agriculture	การเกษตร
agriculture	เกษตรกรรม
traduit	แปล
traduit	แปล
léon	ออน
léon	สิงห์
léon	leo
naturelle	natural
naturelle	ธรรมชาติ
plantes	พืช
permettre	อนุญาต
résidence	ที่พัก
fusion	ฟิวชั่น
fusion	ละลาย
critères	เกณฑ์
mairie	mairie
choses	สิ่งของ
jan	แจน
jan	ยัน
sang	แซง
sang	ซัง
sang	ซาง
sang	โลหิต
sang	เลือด
jeanne	jane
jeanne	เจน
yeux	นัยน์ตา
yeux	ดวงตา
yeux	สายตา
yeux	ตา
yeux	ดวงตา
yeux	สายตา
yeux	ตา
all	ทั้งหมด
all	ทุก
types	ชนิด
types	ประเภท
reprise	ต่อ
retraite	เกษียณ
retraite	เกษียน
retraite	เกษียณ
retraite	บำนาญ
table	ตาราง
table	โต๊ะ
emploi	งาน
promotion	โปรโมท
promotion	โปรโมชัน
québécois	québécois
alliance	พันธมิตร
unités	ยูนิต
unités	หน่วย
quel	อะไร
importantes	สำคัญ
faite	ทำให้
faite	จบ
actions	แชร์
actions	หุ้น
baron	บารอน
biographie	ประวัติ
biographie	ชีวประวัติ
bosnie	บอสเนีย
explique	อธิบาย
égypte	อียิปต์
blocage	บล็อก
blocage	บล็อก
blocage	บล็อค
dominique	โดมินิกา
nœud	เงื่อน
nœud	ปม
événements	เหตุการณ์
événements	กิจกรรม
christophe	chris
raisons	เหตุผล
raisons	เหตุ
raisons	เหตุผล
raisons	สาเหตุ
devrait	ควร
atlantique	แอตแลนติก
voiture	รถยนต์
voiture	รถ
agent	ตัวแทน
agent	เอเย่นต์
disney	ดิสนีย์
écrite	เขียน
chute	น้ำตก
chute	ล้ม
chute	หล่น
chute	ตก
chute	ร่วง
communiste	คอมมิวนิสต์
étranger	ต่างด้าว
documentaire	สารคดี
cartes	บัตร
cartes	การ์ด
cartes	ไพ่
cartes	maps
cartes	แผนที่
cartes	แผนที่
secret	secret
secret	ลับ
secret	ลับๆ
couple	คู่
couple	คู่รัก
publics	สาธารณชน
publics	public
publics	สาธารณะ
col	ปลอกคอ
métro	เมโทร
mary	แมรี่
mary	แมรี
mines	เหมือง
mines	เหมือง
conférence	ประชุม
conférence	บรรยาย
palmarès	อันดับ
mains	มือ
alfred	อัลเฟร็ด
publiée	โพสต์
soir	เย็น
soir	ไนท์
soir	ค่ำคืน
soir	คืน
soir	ราตรี
coureur	runner
coureur	racer
bateau	เรือ
musicale	มิวสิค
enregistré	บันทึก
connexe	เกี่ยวข้อง
changement	เปลี่ยนแปลง
changement	เปลี่ยน
députés	mps
commencé	เริ่ม
électrique	ไฟฟ้า
électrique	รถไฟฟ้า
électrique	ไฟฟ้า
opérations	ธุรกรรม
vite	รวดเร็ว
vite	ด่วน
vite	ไว
vite	รวดเร็ว
vite	เร็ว
vite	ด่วน
vite	fast
vite	ไว
culturel	วัฒนธรรม
variation	แปรผัน
variation	แปรผัน
romans	โรมัน
romans	นิยาย
romans	นวนิยาย
sportive	สปอร์ต
sportive	sport
sportive	กีฬา
sportive	สปอร์ต
bourg	bourg
hommage	คารวะ
hommage	ส่วย
hommage	บรรณาการ
faveur	เอาใจ
faveur	บุญ
faveur	โปรดปราน
faveur	โปรดปราน
transports	ขนส่ง
transports	ขนส่ง
seuls	ลำพัง
rio	rio
juge	ตัดสิน
néerlandais	ดัตช์
complexe	ปม
complexe	complex
und	und
concept	แนวคิด
concept	concept
universitaire	มหาวิทยาลัย
universitaire	วิชาการ
contexte	บริบท
contact	ติดต่อ
vis	สุดวิสัย
concert	concert
concert	คอนเสิร์ต
lois	กฎหมาย
douze	twelve
ferme	farm
ferme	ไร่
ferme	ฟาร์ม
one	เดียว
one	หนึ่ง
hautes	high
hautes	สูง
hautes	ไฮ
massif	ทึบ
massif	ของแข็ง
massif	มั่นคง
massif	solid
massif	แข็ง
vente	จำหน่าย
vente	ขาย
athlétisme	นักกีฬา
athlétisme	กรีฑา
culte	ลัทธิ
culte	บูชา
culte	นมัสการ
matériel	วัสดุ
matériel	ฮาร์ดแวร์
matériel	อุปกรณ์
avocat	ทนายความ
avocat	ทนาย
bras	แขน
bras	แขน
bras	arm
épreuves	ทดสอบ
appartenant	กรรมสิทธิ์
perdu	หลง
perdu	แพ้
perdu	เสีย
nice	สวย
visite	ทัวร์
volley	วอลเล่ย์
volley	วอลเลย์บอล
informatique	คอมพิวเตอร์
conception	ดีไซน์
conception	ออกแบบ
mur	กำแพง
scientifiques	วิทยาศาสตร์
passant	passant
luc	ลุค
luc	ลูค
façade	ซุ้ม
statue	อนุสาวรีย์
photos	ภาพถ่าย
photos	รูปภาพ
photos	รูป
photos	รูป
photos	แม่ค้า
construire	สร้าง
tente	เต็นท์
scott	สก็อตต์
scott	สก็อต
scott	สก๊อต
scott	สกอต
huile	น้ำมัน
dessin	ดีไซน์
dessin	ออกแบบ
manuel	คู่มือ
joe	โจ
joe	joe
espagnole	สเปน
pression	กดดัน
maroc	maroc
faux	ธรรม
faux	ผิด
faux	เท็จ
faux	ปลอม
faux	แกล้ง
faux	ปลอม
colombie	โคลัมเบีย
colombie	โคลัมเบีย
baie	อ่าว
documents	เอกสาร
athlète	นักกีฬา
bourgogne	bourgogne
champs	ฟิลด์
champs	ช่อง
vierge	virgo
vierge	เวอร์จิน
vierge	จิ้น
vierge	ว่าง
lesquels	ซึ่ง
température	อุณหภูมิ
température	ชั่วคราว
température	อุณหภูมิ
cercle	วงกลม
essais	ทดสอบ
essais	ทดสอบ
aider	ช่วย
arrêt	หยุด
perd	แพ้
perd	เสีย
mari	สามี
mari	mari
mari	ผัว
mari	สามี
élément	ธาตุ
pouvait	สามารถ
cycle	วัฏจักร
cycle	วงจร
cycle	รอบ
chemins	ถนน
sais	รู้
sais	ทราบ
hall	ฮอล
hall	ฮอลล์
hall	ล็อบบี้
attention	ใส่ใจ
attention	สนใจ
marin	นาวิก
domaines	โดเมน
domaines	ฟิลด์
domaines	ช่อง
domaines	บริเวณ
domaines	พื้นที่
usine	โรงงาน
usine	ต้นไม้
usine	พืช
usine	โรงงาน
fontaine	น้ำพุ
parlementaire	รัฐสภา
printemps	spring
printemps	สปริง
printemps	printemps
prêtre	นักบวช
étoiles	ดวงดาว
étoiles	ดารา
étoiles	ดาว
étoiles	ดวงดาว
étoiles	ดารา
étoiles	ดาว
réforme	ปฏิรูป
chris	chris
élevé	high
élevé	สูง
élevé	ไฮ
xixe	xix
monastère	วัด
monastère	อาราม
dos	กลับ
noël	noël
noël	คริสต์มาส
enquête	สอบถาม
enquête	สำรวจ
trouvé	พบ
trouvé	เจอ
majeur	เมเจอร์
beau	สวยๆ
beau	สวย
beau	สวยงาม
beau	งดงาม
beau	บัว
beau	beau
beau	หล่อ
villa	คฤหาสน์
lecture	อ่าน
lecture	อ่าน
montage	แก้ไข
dollars	ดอลลาร์
dollars	ดอลลาร์
professionnelle	professional
professionnelle	วิชาชีพ
masculin	ตัวผู้
branche	สาขา
batterie	แบตเตอรี่
batterie	แบตเตอรี่
batterie	กลอง
batterie	กลอง
pointe	ทิป
thèse	วิทยานิพนธ์
thèse	thesis
thèse	วิทยานิพนธ์
démocratique	ประชาธิปไตย
géographie	ภูมิศาสตร์
nancy	nancy
autorités	ทางการ
clair	เคลียร์
clair	ล้าง
clair	ชัดเจน
test	สอบ
test	ทดสอบ
test	ทดสอบ
west	เวสต์
exemplaires	สำเนา
versions	เวอร์ชัน
versions	เวอร์ชั่น
venir	มา
venir	ที่มา
laisser	ทิ้ง
plateau	ถาด
plateau	ที่ราบสูง
bataillon	bataillon
bataillon	กองพัน
vin	vin
vin	ไวน์
vin	สุรา
vivant	สด
ressources	ทรัพยากร
ajouter	เพิ่ม
rencontres	ประชุม
demander	ถาม
demander	สอบถาม
demander	ขอ
demander	คำขอ
demander	ร้องขอ
israël	อิสราเอล
généraux	ขุนพล
généraux	ทั่วไป
généraux	แม่ทัพ
siècles	ศตวรรษ
png	png
mike	ไมค์
net	ตาข่าย
net	net
net	สุทธิ
net	เน็ต
net	ถ้วน
intervention	แทรกแซง
auparavant	ก่อน
bob	บ็อบ
océan	ทะเล
océan	มหาสมุทร
océan	ocean
idées	แนวคิด
combats	สู้
corée	เกาหลี
tokyo	โตเกียว
totale	รวม
totale	ทั้งหมด
bus	รถเมล์
vivre	สด
arme	อาวุธ
arme	ปืน
dynastie	ราชวงศ์
publications	โพสต์
organisme	body
organisme	ร่าง
organisme	กาย
organisme	ร่างกาย
faculté	คณาจารย์
faculté	คณะ
génération	รุ่น
génération	ยุค
tchèque	เช็ก
européens	ยุโรป
arbre	ต้น
arbre	ต้นไม้
tribunal	ศาล
tribunal	สำนัก
tribunal	ศาล
règle	ไม้บรรทัด
règle	ปกครอง
règle	กฏ
règle	กฎ
euros	ยูโร
euros	ยูโร
avions	อากาศยาน
dvd	dvd
dvd	ดีวีดี
dvd	dvd
dvd	ดีวีดี
mesures	มาตรการ
occupation	อาชีพ
vent	สายลม
vent	ลม
logiciel	ซอฟต์แวร์
logiciel	ซอฟแวร์
logiciel	ซอฟท์แวร์
définition	นิยาม
danemark	เดนมาร์ก
travailler	ทำงาน
travailler	งาน
travailler	ทำงาน
églises	โบสถ์
mouvements	ขบวนการ
volonté	พิน
volonté	จะ
volonté	วิล
oiseaux	oiseaux
oiseaux	นก
oiseaux	นก
oiseaux	เบิร์ด
race	พันธุ์
race	แข่ง
sûr	เซฟ
sûr	ปลอดภัย
totalement	ครบ
totalement	สมบูรณ์
totalement	สุดๆ
continentale	ทวีป
ski	สกี
ski	สกี
échelle	บันได
machine	เครื่องจักร
machine	แมชชีน
machine	เครื่อง
sujets	หัวข้อ
sujets	วิชา
législatives	นิติบัญญัติ
luxembourg	luxemburg
antique	โบราณ
manche	manche
manche	sleeve
canadienne	แคนาดา
dimanche	อาทิตย์
électronique	อิเล็กทรอนิกส์
électronique	อิเล็กทรอนิกส์
fil	ฟีด
fil	ลวด
fil	ด้าย
suivre	ติดตาม
suivre	ตาม
sixième	sixth
accident	อุบัติเหตุ
accident	คว่ำ
accident	ตก
cérémonie	พิธีการ
cérémonie	พิธี
discours	สุนทรพจน์
discours	สุนทรพจน์
bill	บิล
bill	bill
humaine	มนุษย์
échange	แลก
échange	เทรด
échange	ค้า
échange	สลับ
échange	แลก
étrangères	ต่างด้าว
nationales	national
nationales	ชาติ
usa	สหรัฐอเมริกา
usa	สหรัฐฯ
usa	usa
riche	ริช
riche	รวย
riche	คนรวย
riche	ร่ำรวย
riche	ร่ำรวย
riche	มั่งคั่ง
complète	เต็ม
complète	ฟู
complète	สมบูรณ์
complète	ครบ
néo	neo
langage	ภาษา
feuilles	ใบไม้
feuilles	ใบไม้
feuilles	ผ้าปูที่นอน
maréchal	maréchal
répondre	ตอบ
spectacle	โชว์
spectacle	แสดง
plans	แผน
moulin	moulin
débat	อภิปราย
débat	โต้วาที
numérique	ดิจิตอล
numérique	digital
rendu	render
champagne	แชมเปญ
league	สันนิบาต
league	ลีก
disparu	หาย
disparu	ขาด
biens	คุณสมบัติ
biens	ทรัพย์สิน
biens	ทรัพย์
biens	สินค้า
rouges	reds
rouges	แดง
rouges	เรด
poésie	กลอน
poésie	กวี
ouverte	เปิด
valeurs	ค่า
accueil	บ้าน
accueil	home
accueil	บาน
tar	tar
big	บิ๊ก
big	ใหญ่
big	big
montagnes	ภูเขา
montagnes	ภูผา
montagnes	ภูเขา
supprimer	ลบ
supprimer	ลบ
harry	harry
consacré	อุทิศ
consacré	ทุ่มเท
religieuse	ศาสนา
dirigé	กำกับ
carlos	คาร์ลอส
guide	คู่มือ
guide	แนวทาง
adjoint	ปลัด
steve	steve
initialement	เดิมที
actif	ทรัพย์สิน
actif	สินทรัพย์
actif	สินทรัพย์
événement	เหตุการณ์
événement	กิจกรรม
extrême	สุดขีด
populations	ประชากร
associé	คู่หู
civil	แพ่ง
civil	ประชา
civil	พลเรือน
connaître	รู้
connaître	ทราบ
lancer	lancer
commande	ลำดับ
quelle	อะไร
interprète	ล่าม
tony	โท
standard	มาตรฐาน
médias	สื่อ
introduction	บทนำ
approche	เข้าหา
metal	โลหะ
metal	เหล็ก
boston	บอสตัน
boston	boston
liés	เกี่ยวข้อง
provinces	จังหวัด
pose	โพส
pose	ท่า
orange	ส้ม
adam	อดัม
adam	adam
fleurs	ดอกไม้
fleurs	ดอกไม้
fleurs	flower
matin	เช้า
matin	morning
missions	ทูต
missions	ภารกิจ
dessins	ดีไซน์
monsieur	เซอร์
monsieur	มิสเตอร์
côtes	ซี่โครง
côtes	ซี่โครง
turquie	ตุรกี
localisation	localisation
localisation	ตำแหน่งที่ตั้ง
localisation	ตำแหน่ง
gagne	ชนะ
origines	ต้นทาง
origines	ที่มา
origines	กำเนิด
indépendant	อิสระ
indépendant	เอกราช
nef	nef
blason	blason
écrits	เขียน
pouvoirs	พลัง
commercial	พาณิชย์
commercial	โฆษณา
bat	ค้างคาว
bat	จังหวะ
bat	beats
suédois	สวีเดน
mille	พัน
direct	ตรง
direct	โดยตรง
direct	direct
couronne	crown
couronne	มงกุฎ
mini	mini
mini	จิ๋ว
réaliser	บรรลุ
appareil	อุปกรณ์
appareil	กล้อง
considère	พิจารณา
complet	เต็ม
complet	ฟู
complet	สมบูรณ์
complet	ครบ
trophée	ถ้วย
finlande	ฟินแลนด์
aspect	ลักษณะ
aspect	สัดส่วน
envoyé	ส่ง
tôt	ต้น
comportement	พฤติกรรม
comportement	พฤติกรรม
humain	มนุษย์
info	ข้อมูล
signé	เซ็น
texas	เทกซัส
texas	เท็กซัส
russes	รัสเซีย
russes	รัสเซีย
pascal	pascal
dispute	ทะเลาะ
lune	พระจันทร์
lune	มูน
lune	เพ็ญ
vois	เห็น
vois	ดู
championne	champ
championne	แชมป์
championne	แชมป์
développer	พัฒนา
interieur	ภายใน
scènes	ฉาก
murs	ผนัง
murs	กำแพง
modifications	เปลี่ยนแปลง
norvège	นอร์เวย์
prises	ถ่าย
initiative	ริเริ่ม
initiative	initiative
autonome	standalone
cup	คัพ
cup	ถ้วย
mathématiques	คณิตศาสตร์
mathématiques	คณิตศาสตร์
mathématiques	คณิตศาสตร์
mathématiques	คณิตศาสตร์
mathématiques	คณิต
mathématiques	เลขคณิต
mathématiques	เลข
améliorer	ปรับปรุง
améliorer	อัพเกรด
améliorer	ปรับปรุง
solo	เดี่ยว
morte	ตาย
partage	แชร์
partage	แชร์
partage	หุ้น
partage	แชร์
changer	เปลี่ยนแปลง
changer	เปลี่ยน
interne	ฝึกงาน
interne	ภายใน
portugais	โปรตุเกส
stations	สถานี
peux	สามารถ
peux	สา
profil	โปรไฟล์
hans	ฮันส์
maximum	แม็กซ์
maximum	แม๊กซ์
maximum	แม็ก
maximum	สูงสุด
cabinet	ตู้
toi	เจ้า
toi	คุณ
toi	เธอ
ère	อายุ
ère	ยุค
présidence	เก้าอี้
demeure	ซาก
vision	นิมิตร
miss	คิดถึง
miss	มิส
miss	พลาด
miss	นางงาม
forêts	ป่า
forêts	ฟอเรส
forêts	ฟอเรสต์
associations	สมาคม
grade	เกรด
grade	อันดับ
sam	แซม
sam	sam
modifier	แก้ไข
modifier	แก้ไข
modifier	เปลี่ยนแปลง
modifier	เปลี่ยน
dehors	นอก
dehors	ภายนอก
dehors	ออก
servir	เสิร์ฟ
servir	เสริฟ
protéger	ป้องกัน
protéger	ปกป้อง
baisse	ปฏิเสธ
baisse	ลด
pacifique	แปซิฟิก
pacifique	แปซิฟิค
pacifique	สงบ
pacifique	สันติ
madame	มาดาม
madame	คุณนาย
madame	เลดี้
madame	มาดาม
grecque	กรีก
agricole	การเกษตร
agricole	เกษตรกรรม
agricole	เกษตร
œil	ดวงตา
œil	สายตา
œil	ตา
diplôme	ปริญญา
diplôme	ประกาศนียบัตร
lié	ผูกพัน
lié	เกี่ยวข้อง
récit	เรื่อง
réaction	ปฏิกิริยา
fabrication	ผลิต
nucléaire	นิวเคลียร์
chevaux	ม้า
chevaux	ม้า
climat	อากาศ
représentants	ตัวแทน
automne	ล้ม
automne	หล่น
automne	ตก
automne	ร่วง
trains	รถไฟ
grenoble	grenoble
animal	pet
animal	สัตว์
roumanie	โรมาเนีย
victime	เหยื่อ
rues	ถนน
rues	street
véhicules	พาหนะ
interprétation	ตีความ
interprétation	ทำนาย
considérée	พิจารณา
proposé	แนะ
proposé	แนะนำ
papier	หนังสือพิมพ์
papier	กระดาษ
gray	เทา
plante	โรงงาน
plante	ต้นไม้
plante	พืช
plante	plante
interdit	แบน
entier	จำนวนเต็ม
angle	มุม
barrage	เขื่อน
immédiatement	ทันที
anvers	antwerp
courses	แข่ง
sable	ทราย
présents	ปัจจุบัน
toronto	toronto
courte	สั้น
courte	สั้นๆ
courte	เตี้ย
domicile	บ้าน
domicile	home
domicile	บาน
aime	ชอบ
aime	รัก
aime	ชอบ
aime	เหมือน
aime	แบบ
aime	ถูกใจ
aime	ไลค์
aime	อย่าง
aime	ถูกใจ
routes	ถนน
routes	ทางหลวง
orientale	orientale
programmes	โปรแกรม
budget	งบ
policier	ตำรวจ
précise	แม่นยำ
toile	canvas
toile	ผ้าใบ
chercher	ค้นหา
évaluation	ประเมิน
détruit	ทำลาย
quartiers	ย่าน
quartiers	เขต
chacune	แต่ละ
échec	ขัดข้อง
rédaction	เขียน
rédaction	บรรณาธิการ
serveur	บ๋อย
signature	เซ็น
trône	บัลลังก์
carl	คาร์ลอ
carl	คาร์ล
produire	ผลิต
profit	กำไร
chien	หมา
chien	หมาก
chien	สุนัข
chien	หมา
chien	สุนัข
urss	urss
nul	null
nul	ว่าง
nul	nul
bandeau	คาด
nationaux	national
nationaux	ชาติ
marqué	แท็ก
secondes	วินาที
requête	สอบถาม
requête	ขอ
requête	คำขอ
requête	ร้องขอ
ruisseau	รีก
ruisseau	ลำธาร
ruisseau	ลำธาร
publiques	สาธารณชน
publiques	public
publiques	สาธารณะ
remplacer	แทนที่
remplacer	แทน
org	org
spécial	พิเศษ
foi	ศรัทธา
professionnels	professional
professionnels	วิชาชีพ
récemment	ล่าสุด
institutions	สถาบัน
pêche	ประมง
pêche	ท้อ
pêche	พีช
pêche	ประมง
pêche	ประมง
complètement	ครบ
complètement	สมบูรณ์
complètement	สุดๆ
nation	ชาติ
nation	เนชั่น
nation	nation
symbole	สัญลักษณ์
prisonniers	นักโทษ
prisonniers	เชลย
tir	ยิง
puits	เอ้อ
puits	ก็
puits	เออ
puits	ดี
puits	ก้อ
puits	อืม
salles	ห้อง
emplacement	ตำแหน่งที่ตั้ง
emplacement	ตำแหน่ง
unies	สามัคคี
unies	ยูไนเต็ด
unies	united
philosophe	ปรัชญา
européennes	ยุโรป
appellation	appellation
facilement	ง่ายดาย
benoît	benoît
souhaite	หวัง
souhaite	ประสงค์
