ترغیب	overtalelse
پذیرایی	resepsjonen
پذیرایی	resepsjon
پذیرایی	mottak
پذیرایی	underholdning
پذیرایی	entertainment
عروسک	dukker
عروسک	dokker
عروسک	dolls
عروسک	dukke
عروسک	dokka
عروسک	dokke
چیزها	ting
چیزها	things
تزیین	pynter
یقین	viss
یقین	visshet
یقین	usikre
یقین	usikkert
یقین	usikker
قاطع	avgjørende
قاطع	besluttsom
اریتره	eritrea
اریتره	eritreas
دهقان	bondejente
هریسون	harrison
بولونیا	bologna
گریت	griet
حک	gravering
حک	gravere
انشعاب	fork
انشعاب	gaffel
انشعاب	grein
انشعاب	gren
انشعاب	grenen
انشعاب	branch
وایمار	weimar
گردنه	bratt
گردنه	bratte
مارسل	marcel
کسر	fradrag
کسر	deduksjon
کسر	brøk
کسر	underskudd
کسر	brøkdel
عبادت	tilber
عبادت	tilbedelse
عبادت	tilbe
متراکم	tett
جنایات	forbrytelser
جنایات	forbrytelsene
آئودی	audi
ترمینال	terminal
ترمینال	terminalen
نامحدود	uendelig
نامحدود	uendelige
نامحدود	ubegrensede
نامحدود	ubegrenset
سرنگون	velte
سرنگون	styrte
آپاچی	apache
مشروط	kontingent
عرضی	landskap
عرضی	liggende
عرضی	tverrgående
ذرت	maisen
ذرت	mais
بدانید	vet
بدانید	kjenner
بدانید	know
بدانید	kjenn
وبر	weber
وبر	webber
تعاونی	samarbeidsvillige
تعاونی	samarbeidsvillig
تکنیکی	teknisk
تکنیکی	tekniske
زی	zee
نفی	deportasjon
گسیل	emisjon
داوطلبانه	frivillig
داوطلبانه	frivillig
خائن	forræder
شعارهای	mottoer
رویس	royce
گریگوری	gregory
گریگوری	gregor
کنراد	conrad
کنراد	konrad
بالتیک	østersjøen
بالتیک	baltiske
آیوی	ivy
راجرز	rogers
میرسد	ankommer
ادوین	edwin
رنگهای	farger
اطفال	barn
هسن	hessen
یونس	younes
یونس	jonah
یونس	younis
همسایگی	nabolaget
همسایگی	nabolag
همسایگی	strøket
همسایگی	nabolaget
همسایگی	nabolag
همسایگی	strøk
همسایگی	nærområde
فرضی	hypotetisk
فرضی	hypotese
راو	raw
راو	rå
راو	rått
متناظر	tilsvarende
آهسته	hviskende
آهسته	hvisker
آهسته	slow
آهسته	treg
آهسته	tregt
آهسته	langsom
آهسته	langsomt
آهسته	sakte
زاگرب	zagreb
نوی	neu
نیکول	nicole
گوگ	gogh
فری	ferry
فری	ferge
فری	frey
فری	frøy
فری	fray
تقطیر	destillasjon
آلتو	alto
نیکلای	nikolaj
نیکلای	nikolai
نیکلای	nikolaj
رؤیا	drømmen
رؤیا	drømme
رؤیا	dream
رؤیا	drøm
اهدای	donor
پرل	perle
پرل	pearl
پرل	perl
رفیق	duden
رفیق	dude
رفیق	kompis
رفیق	kamerat
رفیق	buddy
رفیق	kompis
بدانند	vet
بدانند	kjenner
بدانند	know
بدانند	kjenn
عظمت	storhet
مناظره	debatt
مناظره	debatter
میکرو	micro
میکرو	mikro
ادراک	persepsjon
بادهای	vind
بادهای	vinder
تاب	svingende
تاب	huska
تاب	sving
تاب	swing
ناتینگهام	nottingham
بیاورید	bring
بیاورید	bringe
صمیمی	hjertelig
صمیمی	intim
صمیمی	intime
صمیمی	intimt
زینب	zainab
قربان	sir
سوءاستفاده	misbruk
سوءاستفاده	overgrep
سوءاستفاده	misbruk
سوءاستفاده	mishandling
جنوا	genova
گنگ	dumt
گنگ	dum
گنگ	gjeng
گنگ	gjengen
مچ	håndleddet
مچ	håndledd
یخی	frost
یخی	is
یخی	ice
قحطی	hungersnød
قحطی	sult
ماسک	maske
ماسک	masker
میگیرد	tar
میگیرد	mottar
مکانیزم	mekanisme
شهدا	martyrene
شهدا	martyrer
قرض	lån
قرض	gjeld
قرض	låner
قرض	låne
استوا	ekvator
دشواری	vanskeligheter
دشواری	vansker
مهمات	ammunisjon
رحمان	rahman
محفظه	kapsel
دول	dole
دول	dol
مشاوران	konsulenter
مشاوران	rådgivere
احتراق	forbrenning
احتراق	tenning
تختی	hennes
درواقع	egentlig
درواقع	faktisk
کلک	falskhet
کلک	triks
کلک	knep
گرده	pollen
متخصصین	eksperter
متخصصین	tech
متخصصین	spesialister
تریپل	triple
تریپل	trippel
فسیلی	fossil
مهاجرین	innvandrerne
مهاجرین	innvandrere
مهاجرین	flyktning
مهاجرین	flyktningene
مهاجرین	flyktninger
پروسه	prosess
پروسه	prosessen
گوهر	essensen
گوهر	essens
تراشه	chip
تحقیر	ydmyket
تحقیر	ydmykende
تحقیر	ydmykelse
تحقیر	forakt
عنکبوتی	edderkopp
عنکبوتی	edderkoppen
عنکبوتی	spider
پوینت	poeng
پوینت	punkt
پوینت	point
جراح	kirurg
نورنبرگ	nürnberg
نورنبرگ	nürnberg
اتمسفر	atmosfære
اتمسفر	stemning
اتمسفر	atmosfæren
قفس	bur
قفس	cage
شهوانی	erotisk
جاسوس	spion
جاسوس	spionere
ندا	neda
دوجانبه	bilateral
پروتون	proton
لورا	laura
آشکارا	åpenlyst
آشکارا	klart
آشکارا	tydligvis
آشکارا	tydelig
آشکارا	tydeligvis
آشکارا	åpenbart
آشکارا	offentlig
ساسکاچوان	saskatchewan
لکه	flekker
لکه	plett
لکه	flekk
لکه	blob
لکه	blur
سوارکاری	ridning
سوارکاری	ridende
سوارکاری	hestesport
متریک	metrisk
متریک	målingen
جاش	josh
بحر	sjøs
بحر	sea
بحر	hav
بحر	havet
راینلاند	rhinland
انسانها	mennesker
انسانها	menneskene
حسابرسی	revisjon
حسابرسی	regnskap
گلوکز	glukose
یگان	unit
یگان	enhet
یگان	automat
قرارگاه	bosetning
قرارگاه	losji
قرارگاه	overnatting
قرارگاه	husrom
بوریس	boris
گروگان	gissel
تدارک	forberedelse
تدارک	forberedelser
جووانی	giovanni
دینار	dinar
دینار	dinarer
انور	enver
انور	anwar
زاهدی	zahedi
ویک	vic
استارک	stark
اتلاف	avfall
بای	bukt
بای	bay
مونترال	montreal
کعبه	kaba
ابدی	evige
ابدی	evig
ابدی	udødelig
ابدی	udødelige
پتر	peter
پتر	petr
مهری	segl
مهری	sel
مهری	seglet
مهری	seal
مواجهه	konfrontasjon
نزول	nedstigning
نزول	nedstigningen
عسکری	askari
پروتستان	protestant
سرعتی	speedy
تجلیل	feiring
زحمات	gjerning
زحمات	dåd
سپر	skjold
فرات	eufrat
ایزدی	providence
اسکیت	skate
اسکیت	skøyte
اسکیت	skateboard
اسکیت	skateboarding
آراسته	tiltrekkende
آراسته	attraktivt
آراسته	attraktive
آراسته	attraktiv
آراسته	dekorert
آراسته	dekorerte
بورلی	beverly
چهارراه	snitt
چهارراه	krysset
چهارراه	veikryss
چهارراه	kryss
فراطبیعی	paranormale
سلاطین	konger
سلاطین	kings
سایمون	simon
سایمون	simón
والاس	wallace
دیکتاتوری	diktatur
سویی	sui
اندلس	andalucia
بدخشان	badakhshan
لوسی	lucy
خشکسالی	hungersnød
خشکسالی	tørke
اولاد	avkom
سمفونیک	symfonisk
ریکاردو	riccardo
ریکاردو	ricardo
کلوپ	club
کلوپ	klubb
کلوپ	klopp
پوشیدن	iført
پوشیدن	ikledd
پوشیدن	slitasje
پوشیدن	wear
کلاب	club
کلاب	klubb
تایی	tae
لایپزیگ	leipzig
نفرت	hat
نفرت	hate
نفرت	hat
نفرت	hater
برخاست	oppsto
برخاست	takeoff
هالی	holly
چهاردهمین	fourteenth
ادواردز	edwards
مونته	monte
آناهیتا	anahita
هافمن	hoffmann
هافمن	hoffman
غزنوی	ghazni
آشتی	våpenhvile
تروریست	terrorist
تروریست	terrorister
انصار	ansar
ارگان	organer
ارگان	orgel
ارگان	organ
خفیف	mild
خفیف	mildt
مخروطی	konisk
مخروطی	kjegle
بازجویی	avhør
بازجویی	forhør
بازجویی	avhør
بازجویی	forhør
انبساط	ekspansjon
قفسه	hylle
قفسه	hylla
قفسه	skap
پرتقال	orange
پرتقال	appelsin
پرتقال	oransje
پرتقال	appelsiner
نایت	knight
نایت	ridder
کامیون	lastebil
شهریاری	monarki
شهریاری	monarkiet
فلک	ferris
اسپرت	sport
اسپرت	idretter
اسپرت	idrett
جواهرات	juveler
جواهرات	smykker
جواهرات	smykke
جواهرات	smykker
جواهرات	juveler
وانگ	wang
بیا	come
بیا	kom
کورپوریشن	corporation
ویلی	willie
عماد	imad
کیارستمی	kiarostami
مارپیچ	labyrinten
مارپیچ	labyrint
مارپیچ	labyrinten
مارپیچ	maze
مارپیچ	labyrint
مارپیچ	spiral
مارپیچ	helix
ترنر	turner
میکروسکوپ	mikroskop
نکا	neckar
بیم	advarer
بیم	warner
سگا	sega
سگا	fotballturnering
سگا	hunder
سگا	dogs
نهر	nahr
نهر	creek
پارما	parma
جزیی	trivielt
جزیی	trivielle
سوسک	utøy
سوسک	kakerlakker
سوسک	kakerlakk
سوسک	biller
سوسک	bille
بزرگسال	voksen
بزرگسال	voksent
بزرگسال	voksne
بزرگسال	voksne
لیبرالیسم	liberalisme
وجوه	midler
غشای	membran
فلیکس	felix
پیکربندی	oppsett
پیکربندی	konfigurasjon
شنی	sand
دخیل	involvert
دخیل	involverte
دخیل	innblandet
کلیولند	cleveland
صوری	formell
صوری	formelle
صوری	formelt
رهنمودهای	retningslinjene
رهنمودهای	retningslinjer
بنفیکا	benfica
شیرجه	stuping
شیرجه	dykking
شیرجه	stup
شیرجه	dykk
شیرجه	dykke
قسمتهای	episoder
تریلیون	billion
تریلیون	billioner
معاف	fritatt
جدیدترین	nyeste
جدیدترین	nyeste
جدیدترین	seneste
جدیدترین	siste
باشکوه	storslått
باشکوه	praktfullt
باشکوه	storslagent
تصدیق	konfirmasjon
تصدیق	bekreftelse
تصدیق	bekrefte
تصدیق	anerkjent
تصدیق	bekrefte
تصدیق	stadfester
تصدیق	bekrefter
تصدیق	verifisering
تصدیق	bekreftelse
رویارویی	konfrontasjon
گرگوری	gregory
گرگوری	gregor
کلارا	clara
کلارا	klara
جاوید	javid
جاوید	evigvarende
جاوید	evige
جاوید	javed
جاوید	udødelig
جاوید	udødelige
کینگز	konger
کینگز	kings
سوشی	sushi
واتسون	watson
استن	stan
کریستف	christof
کریستف	christoph
رصد	observatory
رصد	observatorium
رصد	observasjon
سوژه	emne
سوژه	fag
سوژه	subjekt
بلد	balad
تاخت	galopp
تنباکو	tobakk
فنلاندی	finsk
منحرف	pervers
عاقبت	utfall
عاقبت	utfallet
آلکساندر	alexandre
مونرو	monroe
ارل	earl
ارل	jarl
گنجشک	spurv
گنجشک	sparrow
گاردین	guardian
گاردین	verge
زوال	avslår
زوال	fallende
فروید	freud
اسلو	oslo
بلکبرن	blackburn
جردن	jordan
فاستر	foster
تراژدی	tragedie
سیزدهمین	thirteenth
سباستین	sebastian
رؤیای	drømmen
رؤیای	drømme
رؤیای	dream
رؤیای	drøm
بتهوون	beethoven
دوزیستان	amfibium
دوزیستان	amfibier
موریتانی	mauritania
کلاوس	klaus
گراند	grande
گراند	grand
شاهدخت	prinsesse
شاهدخت	princess
شاهدخت	prinsessa
برمه	burma
برمه	burmas
برمه	burmesisk
واعظ	predikant
خر	eselet
خر	esel
هانوفر	hannover
هانوفر	hannover
ریگ	rigge
اندر	ender
پیشگام	pioneer
پیشگام	pioner
الکترو	elektro
کریگ	craig
فشاری	press
فشاری	trykk
غریبه	fremmede
غریبه	fremmede
غریبه	fremmed
شمشیربازی	fekting
معلول	handikappet
معلول	funksjonshemning
هیروشیما	hiroshima
آپارتمان	leilighet
شیمیدان	kjemiker
سفت	trangt
سفت	trang
سفت	stram
سفت	stramt
سفت	stramme
بتنی	bethany
تاین	tyne
نیش	nish
نیش	stukket
نیش	stakk
نیش	sting
نیش	brodd
لیژ	liège
کیوتو	kyoto
اوژن	eugène
اوژن	eugene
عیب	forkastning
عیب	lyte
عیب	defekt
ریل	rail
تعالیم	lære
تعالیم	doktrinen
معابد	templer
ماهیگیری	fisking
ماهیگیری	fiske
غیرعادی	uvanlige
غیرعادی	uvanlig
پیرس	pierce
هولمز	holmes
رودکی	rudaki
ظلم	undertrykkelse
ظلم	undertrykket
ظلم	undertrykt
ظلم	undertrykte
ظلم	grusomhet
ظلم	urettferdighet
ظلم	urett
تمرینات	trening
تمرینات	opplæring
خرچنگ	flatlus
خرچنگ	krabber
خرچنگ	hummer
خرچنگ	crab
خرچنگ	krabbe
کشنده	dødelig
کشنده	livsfarlig
کشنده	dødelig
کشنده	dødelig
کشنده	fatale
بوته	busk
بوته	bush
بوته	busken
ناظری	tilskuer
کاتالان	katalansk
مورفی	murphy
گرسنگی	utsultet
گرسنگی	sultende
گرسنگی	sultet
گرسنگی	sulte
گرسنگی	sulter
گرسنگی	sult
گرسنگی	hunger
پالایش	filter
پالایش	filteret
پالایش	filtrere
پالایش	filtrering
پالایش	raffinering
رمزی	ramsey
چاله	pytt
شاهکار	stunt
شاهکار	mesterverk
شاهکار	mesterverket
شاهکار	feat
نویز	støy
نویز	bråk
ادریس	enoch
ادریس	idris
نمانده	almost
نمانده	nesten
رسوب	sediment
صافی	safi
داش	dash
ریچل	rachel
شیلا	sheila
شیلا	silla
عبدی	abdi
جغد	ugla
جغد	ugler
جغد	ugle
عمرو	amr
تاثیرات	effekter
احتمالات	sannsynligheter
احتمالات	odds
احتمالات	sannsynlighet
یتیم	foreldreløse
یتیم	foreldreløs
دوس	dos
شفا	leges
شفا	helbred
شفا	kurert
شفا	helbredelse
شفا	helbredende
شفا	healing
شفا	helbredet
شفا	leget
شفا	grodd
مغازه	handle
مغازه	butikk
مغازه	sløyd
چرخشی	roterer
چرخشی	roterende
نشانگان	syndromet
نشانگان	syndrom
نهفته	latent
نهفته	innebygd
روانپزشکی	psykiatri
روانپزشکی	psykiatrien
روانپزشکی	psykiatrisk
چیره	dominert
بلوچی	bellucci
گلکسی	galaksen
گلکسی	galakse
گلکسی	galaxy
درازا	langvarig
آزادانه	freely
آزادانه	fritt
پاها	bena
پاها	bein
پاها	beina
خواهران	søstre
اکو	eco
اکو	øko
اکو	eko
اکو	ekko
اکو	echo
قبله	retning
قبله	retningen
استبداد	tyranni
استبداد	tyranniet
خوشبختانه	heldigvis
خوشبختانه	forhåpentlig
خوشبختانه	forhåpentligvis
تیتراژ	kreditter
ولفگانگ	wolfgang
وزنه	tyngde
وزنی	vektet
اجداد	forfedrene
اجداد	forfedre
اجداد	stamfar
پت	kjæledyret
پت	kjæledyr
پت	pat
پاپی	poppy
پاپی	papi
ثریا	soraya
قیصر	kaiser
پایش	skanne
پایش	overvåking
پایش	overvåker
پایش	overvåket
پایش	overvåkes
آلیکانته	alicante
فانی	fanny
فانی	dødelig
پهلو	sida
پهلو	side
پهلو	sides
اکسپرس	express
اسکس	essex
نخبگان	eliten
نخبگان	elite
فینیکس	phoenix
کرو	crow
کرو	kråke
ترتیبی	ordinal
ترتیبی	sekvensiell
کرایسلر	chrysler
هوتن	hutton
هوتن	houten
هوتن	houghton
صفا	safa
ساسکس	sussex
تاجگذاری	kroning
فسفر	fosfor
بولتون	bolton
چشمی	øyet
چشمی	øye
اوتار	uttar
اوا	eva
اوا	ewa
هلسینکی	helsingfors
هلسینکی	helsinki
آندورا	andorra
آندورا	andorras
اجبار	kraft
اجبار	force
اجبار	kraften
اجبار	tvungen
اجبار	tvang
معقول	vettug
معقول	fornuftige
معقول	fornuftig
معقول	rasjonelle
معقول	rasjonell
معقول	rasjonelt
معقول	rimelig
معقول	rimelige
معقول	fornuftig
بارگیری	nedlasting
بارگیری	laster
بارگیری	lasting
بارگیری	nedlasting
بارگیری	nedlastede
مذکر	mannlige
مذکر	mannlig
مذکر	hann
مذکر	maskulin
مذکر	maskuline
دایناسور	dinosaur
بقا	overlevelse
تورینو	torino
متفرقه	diverse
آدریان	hadrian
آدریان	adrian
هیچکدام	ingen
برشی	sikrings
اویل	olje
گیبسون	gibson
استثنای	unntaket
استثنای	unntak
هراس	terror
هراس	terroren
هراس	fobi
مغولی	mongolsk
استفن	stefan
استفن	steffen
رسوایی	skandalen
رسوایی	skandale
رسوایی	skam
سوخو	sukhoj
آویزان	hung
آویزان	hang
آویزان	hengt
آویزان	dingle
آویزان	henge
آویزان	henging
آویزان	hengende
آویزان	hengning
آویزان	henger
طغیان	rebell
طغیان	opprører
طغیان	rebel
طغیان	opprør
نیاکان	forfedrene
نیاکان	forfedre
نیاکان	stamfar
مسخره	tåpelig
مسخره	latterlig
الزامی	obligatorisk
سپهسالار	generalissimo
عجیبی	merkelig
عجیبی	strange
عجیبی	rart
حمد	hamad
حمد	lovprisning
حمد	ros
حمد	prise
نوشیدن	drikking
نوشیدن	drikke
نوشیدن	drikker
نوشیدن	drikk
نوشیدن	dram
نوشیدن	drink
نوشیدن	drikke
سفره	bord
سفره	tabell
سفره	duk
مالدیو	maldivene
هل	kardemomme
هل	presser
هل	skyver
هل	skyve
هل	dytter
هل	hal
اشمیت	schmidt
اشمیت	schmitt
لوتر	luther
راهبرد	guideline
راهبرد	strategi
رمزگذاری	kryptering
فرانچسکو	francisco
فرانچسکو	francesco
زا	generator
مصادره	konfiskerte
مصادره	konfiskert
سازندگی	bygging
سازندگی	konstruksjon
وارث	arvingen
وارث	arving
روزولت	roosevelt
قصبه	kommune
قصبه	prestegjeld
دماغه	cape
دماغه	kapp
اولا	ola
قدردانی	takknemlighet
قدردانی	takknemlighet
ویتنی	whitney
کوستا	costa
غزالی	ghazali
دیم	dim
راش	rush
راش	fagus
ققنوس	phoenix
اوراسیا	eurasia
مرگبار	dødelig
مرگبار	dødelig
مرگبار	fatale
کابین	hytte
جوجه	høna
جوجه	kylling
بهبودی	gjenoppretting
بهبودی	restitusjon
بهبودی	bedring
بهبودی	forbedring
عینک	briller
عینک	brillene
عینک	briller
هومبولت	humboldt
بریدن	kutter
مارکسیسم	marxisme
پذیرای	mottakelig
متابولیسم	stoffskifte
میرود	går
میرود	ryker
میرود	goes
میرود	går
کج	skjev
کج	skeive
کج	skjevt
کج	krokete
کج	kursiv
ناکام	skuffa
ناکام	skuffet
ناکام	frustrerte
ناکام	frustrert
شمع	stearinlys
شمع	lys
شمع	stearinlys
تاد	todd
پشتو	pashto
توبه	omvendelse
توبه	miskunn
توبه	angre
مترادف	synonymt
مترادف	synonym
شلوغ	grisete
شلوغ	rotete
شلوغ	travle
شلوغ	travel
شلوغ	busy
شلوغ	opptatt
شلوغ	travelt
شلوغ	bråkete
شلوغ	støyende
شلوغ	høylytt
شلوغ	trangt
شلوغ	overfylt
ژولیت	juliette
ژولیت	juliet
بنیامین	benjamin
گنبدی	spellemann
فال	formue
فال	fortune
فال	omen
پارسا	parsa
ونسان	wonsan
ونسان	vincent
لوکا	luca
لوکا	luka
مرکبات	citrus
یوجین	eugene
فیس	facebook
هاروی	harvey
توییتر	twitter
ید	jod
فرج	faraj
تنور	ovn
تنور	tenor
بیاورند	produserer
بیاورند	produsere
توگو	togo
عصبانی	sinna
عصبانی	sint
جوآن	joan
شعرای	tekster
آوانگاری	fonetiske
استوک	stoke
زباله	avfall
زباله	søppel
زباله	trash
زباله	søppel
آشیانه	reir
آشیانه	rede
آشیانه	hangar
جوندگان	gnager
جوندگان	gnagere
توهم	hallusinasjon
توهم	illusjoner
توهم	illusjon
آنتون	anton
آشامیدنی	drikking
آشامیدنی	drikke
آشامیدنی	drikker
الاهلی	reklamefilm
الاهلی	kommersielt
الاهلی	kommersiell
پانزدهمین	fifteenth
کاران	karan
آبزی	sjøfugl
آزادسازی	frigjøring
شکلات	sjokolade
ژنوم	genomet
الک	elg
الک	sil
الک	alec
رقبای	rivaler
آفتابی	solfylt
آفتابی	solrikt
آفتابی	sunny
آفتابی	sol
آفتابی	solrik
ترجیحات	preferanser
ترجیحات	innstillinger
ترجیحات	bac
جوشکاری	sveising
ختنه	omskjæring
ختنه	omskåret
استثنایی	spesielt
استثنایی	special
استثنایی	spesiell
استثنایی	spesielle
استثنایی	spesial
استثنایی	enestående
استثنایی	eksepsjonelle
استثنایی	eksepsjonelt
تاجیک	tajik
بوت	avlukke
بوت	bås
بوت	booth
پابلو	pablo
جابر	jaber
پالاس	pallas
ائوسن	eocen
چیبا	chiba
باربادوس	barbados
بلیک	blake
انفجاری	eksplosjon
انفجاری	eksplosiv
انفجاری	sprengstoff
انفجاری	detonasjon
نزدیکترین	nærmeste
نزدیکترین	nærmeste
نزدیکترین	nærmest
گیت	gate
گیت	port
گیت	git
گیت	gates
گیت	porter
عرف	mores
انتحاری	selvmord
اوکراینی	ukrainsk
اوکراینی	ukrainske
قلمروی	territoriet
قلمروی	territorium
ترانزیستور	pnp
ترانزیستور	transistor
سیریلیک	kyrillisk
امتناع	avslag
امتناع	nekter
بازل	basel
مهمانی	parti
مهمانی	fest
مهمانی	feste
مهمانی	party
مهمانی	festmåltid
مهمانی	bankett
رویت	vending
رویت	snu
رویت	skru
مفاصل	ledd
مفاصل	leddene
دیلم	brekkjern
پیشانی	pannen
پیشانی	panne
پیشانی	panna
وفور	overflod
کاسپین	caspian
قلع	tinn
قلع	tin
بگو	sier
بگو	si
بگو	seie
بگو	say
بگو	fortelle
بگو	fortell
آزاده	gratis
آزاده	fri
آزاده	free
آزاده	ledig
آزاده	frie
آزاده	fritt
پدران	fedre
پدران	fedrene
پدران	forfedrene
پدران	forfedre
متین	metamfetamin
حیفا	haifa
داغستان	dagestan
کاناگاوا	kanagawa
پگاه	early
پگاه	tidig
پگاه	tidlig
پگاه	tidlige
پگاه	tidleg
توفان	tyfon
توفان	uvær
توفان	storm
قطعا	avgjort
قطعا	definitivt
اژدهای	drage
اژدهای	dragon
یاسر	yasir
یاسر	yasser
بالتیمور	baltimore
بعدا	senere
بعدا	seinere
بعدا	seinare
اولاً	ula
نژادپرستی	rasisme
اینتل	intel
استرس	stress
استرس	stresset
ناب	fakke
ناب	gnistrende
ناب	glitrende
ناب	musserende
ناب	pur
ناب	ren
ناب	rent
ناب	pure
مفسر	tolk
مفسر	tolken
مفسر	kommentator
آندرا	andrea
آندرا	andhra
نادو	nadu
مطبوع	balsam
بلخی	balkhi
متعارف	konvensjonelle
منار	minar
بیهوده	forfengelig
بیهوده	forfengelighet
بیضی	oval
بیضی	ellipse
بیضی	elliptisk
کمرنگ	bleke
کمرنگ	pale
کمرنگ	bleik
کمرنگ	blek
اور	orr
کلسترول	kolesterol
مدفوع	avføring
مدفوع	krakk
هلیکوپتر	helikopter
هلیکوپتر	chopper
شیوا	shiva
یونی	ion
یونی	jone
گلو	strupe
گلو	hals
گلو	halsen
سریالی	seriemorder
ندیده	sett
بطن	ventrikkel
ارسلان	arslan
بخورد	sluker
منو	menno
آهو	hjort
آهو	hjortedyr
آهو	rådyr
آهو	aho
آهو	gazelle
دونتسک	donetsk
منگنز	mangan
برگه	breguet
برگه	arket
کاذب	falsk
کاذب	usant
کاذب	falske
کاذب	falskt
جگوار	jaguar
فازی	fase
فازی	fuzzy
فازی	fuzz
امینم	eminem
یوکوهاما	yokohama
جذابیت	dragning
جذابیت	attraksjon
جذابیت	tiltrekning
سوفی	sophie
سرگرم	underholdende
ویو	viv
موقتی	midlertidig
موقتی	midlertidig
موقتی	midlertidige
موقتی	temp
ایمی	amy
روشنگری	opplysningstiden
روشنگری	opplysning
روشنگری	opplysende
روشنگری	innsiktsfull
مضر	skadelige
مضر	skadelig
هود	hod
هود	hetten
هود	hood
هود	hette
فیورنتینا	fiorentina
شلوار	buksene
شلوار	bukser
شلوار	bukse
شلوار	bukser
شلوار	buksene
شلوار	bukse
سیتروئن	citroën
پذیرد	godtar
پذیرد	aksepterer
پذیرد	godkjenninger
فاریاب	faryab
سوزوکی	suzuki
گای	kar
گای	guy
رادیکال	radikal
رادیکال	radikaler
رادیکال	radikalt
رادیکال	radikale
سنسور	sensor
سنسور	sensoren
خازن	kondensator
لیتل	lille
لیتل	lite
لیتل	liten
طیب	tayyip
ورونا	verona
خرابی	svikt
خرابی	fiasko
خرابی	ødeleggelse
خرابی	tilintetgjørelse
خرابی	mislykket
خرابی	mislyktes
خرابی	feilet
بوسه	kisses
بوسه	kyss
بوسه	kiss
بوسه	kyss
پالمیراس	palmeiras
اعماق	dypet
اعماق	dype
اعماق	dyp
اعماق	dypt
اعماق	deep
لاو	lao
لاو	luv
بخشیده	tilgitt
جنت	janet
کامپایلر	compiler
ونوس	venus
دانته	dante
آقایی	gentleman
آقایی	herremann
فرزانه	klokt
فرزانه	kloke
فرزانه	wise
فرزانه	klok
میترا	mitra
برومند	modnet
ویستا	vista
اسهال	diaré
پرستون	preston
اذعان	erkjenne
اذعان	anerkjenne
چیدمان	layout
چیدمان	utforming
چیدمان	layouten
جنگجویان	warriors
جنگجویان	krigere
جنگجویان	krigerne
هروی	hervé
الکترومغناطیس	elektromagnetisme
سجاد	sajjad
کران	døv
کران	døve
بازگرداندن	gjenoppretting
بازگرداندن	gjenopprett
بازگرداندن	gjenopprette
بازگرداندن	restaurerer
بازگرداندن	gjenoppretter
زاد	zod
زاد	avkom
گرومن	grumman
لوران	laurent
پردازی	behandler
پردازی	behandle
پردازی	behandles
سرم	serumet
سرم	serum
روبن	robben
روبن	reuben
روبن	ruben
حضورش	nærvær
حضورش	tilstedeværelse
تزار	tsar
گرانده	grande
پلانک	plancks
پلانک	planke
پلانک	plank
پلانک	planken
رانندگان	førere
رانندگان	sjåfører
رانندگان	bilister
ناپولی	napolitansk
ناپولی	napoli
دمی	demme
دمی	demi
مبارزان	jagerfly
مبارزان	fighter
ماهه	måneder
ماهه	månedsvis
اینترناسیونال	internacional
تشریفات	formaliteter
تشریفات	seremonier
تشریفات	seremonielt
تشریفات	formalitet
جوراب	sokk
جوراب	sokkene
جوراب	sokker
جوراب	strømper
سیلور	silver
سیلور	sølv
تحرک	bevegelse
تحرک	movement
تحرک	mobilitet
لیتیم	litium
افتد	dyppet
افتد	happenings
نئو	neo
دفعات	tidspunkter
دفعات	tider
دفعات	tidene
دفعات	ganger
دفعات	times
پیکره	corpus
لطیف	subtil
لطیف	latif
الیکایی	wren
ساعتی	hour
ساعتی	time
محرومیت	forsakelse
خورش	stuing
خورش	lapskaus
کما	koma
پره	full
پره	fullt
پره	fult
پره	mett
بحثش	diskusjon
ارتشی	militæret
ارتشی	militær
ارتشی	militære
ارتشی	army
ارتشی	hær
ارتشی	hæren
ارتشی	armé
داوطلبان	frivillige
ناتوان	svak
ناتوان	svakt
ناتوان	svake
مکی	mackie
مکی	fregner
مکی	maki
خیز	ødem
بزودی	snart
بزودی	soon
شانزدهمین	syttende
شانزدهمین	sixteenth
آشفته	bekymret
آشفته	urolig
آشفته	plaget
آشفته	forstyrres
آشفته	forstyrret
آشفته	uroet
آشفته	oppbrakt
آشفته	oppskaket
آشفته	opprørt
آشفته	forvirret
آشفته	forvirra
واگنر	wagner
غرور	pride
غرور	stolthet
غرور	hovmod
غرور	forfengelighet
سونامی	tsunami
نامعتبر	ugyldige
نامعتبر	ugyldig
نامعتبر	invalid
مدیون	skylder
مستحکم	befestet
لویس	luis
ساب	saab
ساب	sub
رائول	raoul
ساندرلند	sunderland
چریکی	guerrilla
کوارتز	quartz
کوارتز	kvarts
سولفید	sulfid
شوری	salinitet
کورین	corinne
تلمود	talmud
کشتیرانی	frakt
کشتیرانی	shipping
امتیازی	innrømmelser
اسپین	spinn
رومانیایی	rumensk
آرایشی	sminke
آرایشی	sminken
آرایشی	makeup
گلف	golf
ارتدوکس	ortodoks
آماندا	amanda
ول	val
ویلن	fiolin
کریکت	cricket
مینو	minho
مینو	mino
آغوش	omfavne
آغوش	favn
آغوش	armer
آغوش	arms
آغوش	armene
آغوش	klemmer
آغوش	klem
فیلترینگ	filtrering
پناهندگان	flyktning
پناهندگان	flyktningene
پناهندگان	flyktninger
انریکه	enrique
موصل	mosul
آشفتگی	turbulens
آشفتگی	kaos
آشفتگی	forvirring
توسکانی	toscana
