காதர்	kader
முற்றத்தில்	dvorište
தேவாலயங்கள்	crkve
மல்யுத்தம்	hrvanje
டோ	palac
டோ	prst
பெட்ரோ	pedro
பிம்பம்	sliku
பிம்பம்	slika
இறுக்கம்	kompresije
இழப்பீடு	naknada
இழப்பீடு	naknade
இழப்பீடு	naknadu
கோலங்கள்	crteži
நீட்டிப்பு	produži
வினைச்சொல்	glagol
பிசுமத்	bizmut
ஜாகுவார்	jaguar
கிராமத்திற்கு	selu
கிராமத்திற்கு	selo
பாணிகள்	stilova
அல்ஜீரியா	alžiru
குளிர்காலம்	zime
குளிர்காலம்	zima
குளிர்காலம்	zimi
குறிப்பான	specifično
குறிப்பான	specifične
குறிப்பான	specifičan
குறிப்பான	specifična
காத்துக்	čekanje
காத்துக்	čekajući
காத்துக்	čekam
செதுக்கப்பட்ட	urezao
ஜெனிபர்	jennifer
டோம்	kupola
ஆராய்ச்சியாளர்	istraživač
நதியா	nadia
பத்திரிக்கையாளர்	novinarka
பத்திரிக்கையாளர்	novinar
இர்வின்	irwin
இர்வின்	irvine
புரூக்	brooke
புரூக்	brook
உற்பத்தியாளர்	proizvođač
புதன்கிழமை	srijeda
கொரியன்	korejski
முன்னொட்டு	prefiks
சாமா	chama
விவகாரம்	skandal
முதலாளித்துவ	kapitalistički
அடித்தளமாக	utemeljena
அடித்தளமாக	kažnjen
பயோடீசல்	biodizel
பாடு	pjevaj
பாடு	pjevajte
கொதிக்க	skuhati
சையத்	sayid
ஆளில்லா	bespilotnih
பண்டார	pandora
தமன்	daman
பாகா	baja
கிடங்கு	skladišta
கிடங்கு	skladište
கிடங்கு	repozitorij
கிடங்கு	spremište
சொட்டு	kaplje
சோடா	soda
நாஷ்	nash
நாஷ்	neš
பயங்கரமான	strašno
பயங்கரமான	strasno
பயங்கரமான	strasno
பொறுத்தே	ovisi
பொறுத்தே	zavisi
சிறப்பானது	prikazano
சிறப்பானது	izdvojene
வெனிலா	vanilija
வெனிலா	vanilije
வழித்தடங்கள்	ruta
வழித்தடங்கள்	rute
துறவறம்	sveti
துறவறம்	svetac
துறவறம்	saint
குடிக்கும்	pila
குடிக்கும்	pije
குடிக்கும்	pijem
பார்க்கப்பட்டது	vidio
பார்க்கப்பட்டது	vidjeli
பார்க்கப்பட்டது	viđeno
பார்க்கப்பட்டது	viđen
பார்க்கப்பட்டது	gledao
பார்க்கப்பட்டது	gledali
பார்க்கப்பட்டது	gledala
பார்க்கப்பட்டது	viđeno
மேனி	manny
கையாளுதல்	rukovanja
கையாளுதல்	rukovanje
கையாளுதல்	manipulacija
கையாளுதல்	manipulacije
வழங்குவதில்	pružanje
டாப்ளர்	doppler
அடித்தள	podrum
கார்டர்	carter
ரைடர்ஸ்	jahači
குடிமகன்	državljanin
குடிமகன்	građanin
பேராசிரியர்கள்	profesori
உருகிய	otopio
பால்டிக்	baltiku
ஏற்கப்பட்டது	prihvaćeno
ஏற்கப்பட்டது	prihvatio
ஏற்கப்பட்டது	prihvaćen
ஏற்கப்பட்டது	prihvaćena
அரசுகளும்	vladama
அரசுகளும்	vlade
மொசாம்பிக்	mozambiku
ஒட்டுண்ணி	paraziti
ஒட்டுண்ணி	parazite
சுடும்	strijelac
ஃபெராரி	ferrari
ஜாதி	kaste
நிறுத்தங்கள்	staje
நிறுத்தங்கள்	prestaje
நிறுத்தங்கள்	zaustavlja
நாகை	nagai
பர்	burr
ஈரம்	vlažno
ஈரம்	mokar
ஈரம்	mokro
ஈரம்	mokra
ஈரம்	mokri
மிருகங்கள்	životinje
விதிவிலக்கு	iznimke
பொறுமை	strpljenja
பொறுமை	strpljenje
குறிப்பை	napomena
குறிப்பை	bilješka
ஜார்ஜியா	georgia
சிறகுகள்	pera
சிறகுகள்	perje
சிறகுகள்	krila
சிறகுகள்	krilima
சிறகுகள்	krilca
காகம்	crow
காகம்	vrana
காகம்	vrane
அசலான	netaknute
ஜிகாத்	džihad
பையன்	dečko
பையன்	momak
பையன்	dječak
பையன்	tip
பையன்	guy
பையன்	momak
மெய்யான	izvorno
மெய்யான	originalno
மெய்யான	original
மெய்யான	izvorna
மெய்யான	izvorni
கோர்டன்	gordon
ஹாரிசன்	harrisona
ஹாரிசன்	harrison
கீத்	keith
சுற்றுகள்	rundi
குறும்படங்கள்	ikone
குரல்கள்	glasove
குரல்கள்	glasovi
சிண்ட்ரெல்லா	pepeljuga
மோ	moe
தோட்டக்கலை	vrtlarstvo
தீவுக்கூட்டம்	arhipelag
அலைந்து	lutati
இஞ்சி	ginger
கணவனை	mužić
காசநோய்	tuberkulozu
பிரான்	braun
பிரான்	piranskog
மகிழ்ச்சியாக	sretniji
ஏபெல்	abel
ஏபெல்	abela
பெல்ஜிய	belgijski
சமரசம்	kompromis
சமரசம்	kompromisa
பணியாளர்களின்	zaposleni
பணியாளர்களின்	zaposlenima
பணியாளர்களின்	zaposlenici
பணியாளர்களின்	zaposlenika
பணியாளர்களின்	osoblje
தோராயமான	grubi
தோராயமான	grubo
தோராயமான	gruba
தோராயமான	grub
உருவகம்	viđenje
திறமைகள்	vještine
திறமைகள்	vještina
திறமைகள்	talenti
திறமைகள்	talente
விஷம்	otrove
விஷம்	otrov
அச்சே	ache
பீங்கான்	porculan
கரோலின்	caroline
கரோலின்	karolina
விஸ்கி	whiskey
விஸ்கி	viski
விஸ்கி	viski
பேனா	olovka
பேனா	olovku
பேனா	pen
பேனா	pero
பேனா	opengl
மசாலா	masala
ஸல்	sala
ஸல்	sale
ஸல்	sal
மாஸ்	masu
மாஸ்	mise
மாஸ்	misa
மாஸ்	masa
மாஸ்	misu
நட்டு	orah
ஊழி	epoha
சொகுசு	luksuz
சொகுசு	luksuzni
நம்பத்தகுந்த	vjerno
குங்	kung
சிதறல்	raspršenje
சுவடுகள்	staze
சுவடுகள்	stazama
உகாண்டா	ugandi
கருக்கலைப்பு	abortus
கருக்கலைப்பு	pobačaj
உருப்படிகள்	predmeti
உருப்படிகள்	stavke
வெளியாகிறது	puštanje
கர்ப்பப்பை	vratni
கரீம்	karim
கரீம்	kareem
காத்மாண்டு	katmandu
இரவுகள்	noci
இரவுகள்	noći
இரவுகள்	noćima
ஷர்மா	sharma
வைமாக்ஸ்	wimax
செவ்வாய்க்கிழமை	utorak
பரிசுத்த	sveta
பரிசுத்த	sveti
பரிசுத்த	sveto
சியாங்	chiang
சியாங்	xiang
வரதட்சணை	miraz
அகலமான	širi
அகலமான	šire
சர்வாதிகாரி	diktatora
சர்வாதிகாரி	diktator
பீஸ்	pis
முகில்	oblak
முகில்	cloud
கிட்மேன்	kidman
கிராமங்களை	sela
கிராமங்களை	selima
பூசி	topla
பூசி	topao
பூசி	tople
பூசி	toplo
முடுக்கம்	ubrzanje
இருக்கும்போதே	dok
ஐபிஎல்	ipl
கடத்தப்பட்ட	oteo
கடத்தப்பட்ட	oteti
கடத்தப்பட்ட	oteta
சோர்ஸ்	soares
இறுக்கமாக	čvrsto
விரும்பத்தகாத	neugodan
இசைக்கு	melodija
இத்தாலியன்	talijanska
இத்தாலியன்	talijan
இத்தாலியன்	talijanski
ஒயிட்	bijeli
ஒயிட்	bijela
ஒயிட்	bijelo
தொந்தரவு	maltretiranje
தொந்தரவு	uznemiravanje
தால்	dal
தால்	taal
கேளுங்கள்	slušaj
ஃபிராங்கண்ஸ்டைன்	frankenstein
கிடைமட்ட	vodoravno
கேன்ஸ்	cannesu
கிளாஸ்கோ	glasgow
மட்டு	modularni
ஹாலந்து	holland
வடிகால்	drenaže
வடிகால்	drenaža
ஆக்ஸிஜன்	kisika
ஆக்ஸிஜன்	kisik
செருகி	priključak
செருகி	dodatak
செருகி	umetak
அடுப்பு	peć
அடுப்பு	peći
புல்வெளி	travnjaka
புல்வெளி	travnjak
புல்வெளி	travnjaku
பழைமை	antikviteta
அடிமைத்தனம்	ropstvo
அடிமைத்தனம்	roblje
குரோ	cro
குரோ	gro
தொடர்புடையவை	povezano
லைலா	leila
ஷேக்ஸ்பியர்	shakespeare
ஷேக்ஸ்பியர்	shakespearea
மெர்ரில்	merrill
புரிந்தவர்	počinitelji
அன்ரன்	anton
அன்ரன்	antona
ஜாஸ்	jazz
ஜாஸ்	džez
அன்பும்	ljubavi
அன்பும்	volim
அன்பும்	ljubav
கலவைகள்	spojeva
வைரல்	virusne
சகாப்தம்	ere
சகாப்தம்	era
தானியம்	žita
தானியம்	žito
தானியம்	zrno
தானியம்	žitarica
தானியம்	žitarice
தானியம்	pahuljice
மூ	moo
ரூஸ்வெல்ட்	roosevelt
டொபாகோ	tobago
செப்பெலின்	zeppelin
சாத்தியங்கள்	mogućnosti
ஆர்டர்	naredio
ஆர்டர்	naređeno
ஆர்டர்	narudžba
ஆர்டர்	poredak
ஆர்டர்	naruči
மதுவிலக்கு	prohibicije
பயணிகளும்	putnici
கரங்கள்	ruke
படிவங்கள்	oblici
படிவங்கள்	forme
நிறைவடைந்தது	završeno
நெடுந்தீவு	delft
பலமாக	jače
பலமாக	jači
பலமாக	jača
மகிழ்ச்சியான	najsretnije
மகிழ்ச்சியான	najsretniji
சமர்	samar
தீர்மானிக்கிறது	određuje
திருடன்	lopov
கபில	chestnut
ஜோவி	jovi
நாற்காலி	stolica
நாற்காலி	stolac
நாற்காலி	stolicu
விற்பனையாளர்	prodavač
ஓநாய்	vuce
ஓநாய்	wolf
ஓநாய்	vuk
ஓநாய்	vuka
வர்ண	pigmenta
பாகு	baku
கோலார்	kolar
பீட	plato
கிராமத்து	selu
கிராமத்து	selo
உத்திகளை	strategije
பத்தொன்பது	devetnaest
பிரிமியர்	premijeru
பிரிமியர்	premijeri
பிரிமியர்	premijera
பிரிமியர்	premijere
தேவதைகள்	vile
தேவதைகள்	anđeli
கோர்ட்	sud
கோர்ட்	dvor
அஸ்ஸாம்	assam
லூனா	luna
முன்மொழியப்பட்ட	zaprosio
ஆண்டனி	anthony
அருளும்	grace
அருளும்	milost
நறுமணம்	miris
சுயமாக	self
தேனீக்கள்	pčele
அறிக்கைகளை	izjave
உரங்கள்	gnojiva
பெண்டிர்	dame
நெறிகள்	protokoli
நார்மாண்டி	normandiji
எல்லாவற்றிலும்	sve
ஃபேஸ்புக்	facebooku
ஃபேஸ்புக்	facebook
ஜோனாஸ்	jonas
செய்தித்தாள்கள்	novine
ஜேக்கப்	jacob
ஜேக்கப்	jakov
நெற்றி	čelo
உணர்தல்	ostvarenje
உணர்தல்	shvaćanje
சந்தித்தனர்	susret
சந்தித்தனர்	upoznati
சந்தித்தனர்	upoznajte
பூசாரி	svećenik
வணிகங்கள்	poduzeća
வணிகங்கள்	tvrtke
லாலா	lala
பிங்	bing
பிங்	ping
கபீர்	kabir
திருப்பு	okretanje
திருப்பு	flip
ஆணி	noktiju
ஆணி	čavao
ஆணி	nokat
டிஸ்கவரி	otkrića
டிஸ்கவரி	otkriće
டிஸ்கவரி	discovery
ஆத்தர்	arthur
ஆத்தர்	artur
குறைத்தது	smanjene
குறைத்தது	smanjen
குறைத்தது	smanjena
கலந்துகொண்டனர்	otišao
கலந்துகொண்டனர்	prisustvovali
கலந்துகொண்டனர்	nazočio
கலந்துகொண்டனர்	prisustvovao
இல்லாமலே	bez
மதீனா	medina
மோர்கன்	morgana
மோர்கன்	morgan
மன்மதன்	kupid
வீனஸ்	venera
பெய்லி	bailey
தொகுக்கப்பட்டது	sastavio
எளிமை	jednostavnost
மினாக்	minogue
லூர்து	lourdes
எஸ்தர்	ester
எஸ்தர்	esther
டூர்	tour
டூர்	turneja
டூர்	tura
டூர்	obilazak
சுற்றிப்	oko
சுழலி	turbine
சுழலி	turbina
புலிட்சர்	pulitzerovu
ஆய்வக	laboratorij
ஆய்வக	laboratorija
நெபுலா	maglica
பகைமை	neprijateljstvo
கிரியை	radovi
கிரியை	radi
பாதிக்கப்பட்டவர்கள்	žrtve
வெற்றிடம்	vakuum
துடுப்பு	fin
துடுப்பு	veslo
துடுப்பு	reket
விரிவுரையாளர்	predavač
கலந்துகொண்ட	prisustvovali
கலந்துகொண்ட	nazočio
கலந்துகொண்ட	prisustvovao
வினாடி	drugi
வினாடி	drugo
வினாடி	druga
பத்திரிகையாளர்கள்	novinarka
பத்திரிகையாளர்கள்	novinar
பத்திரிகையாளர்கள்	novinari
டோன்	tone
டோன்	ton
பிக்காசோ	picasso
பீட்	pete
பீட்	pit
சமத்துவ	eritrejska
மேம்படுத்தப்பட்டது	optimiziran
அடைவு	direktorij
அடைவு	imenik
அடைவு	direktorij
பிடியில்	stisak
துளி	ispusti
துளி	baci
கெல்லர்	keller
கணித்த	predvidio
பரிந்துரையை	preporuka
பரிந்துரையை	preporuku
பரிந்துரையை	preporuke
அகதி	izbjeglica
ஆதாம்	adame
ஆதாம்	adam
ஃபிஸ்துலா	fistula
அவென்யூ	avenije
அவென்யூ	avenue
அவென்யூ	avenija
கோழிகள்	kokoši
கோழிகள்	pilića
கோழிகள்	pilići
மறுக்கப்பட்டது	odbijeno
மறுக்கப்பட்டது	odbijen
பெல்லி	belle
நலத்துறை	dobrobit
குத்தகை	najam
குத்தகை	zakup
ரஸ்புடின்	rasputin
எகான்	akon
தியோடர்	theodore
ஹலோ	pozdrav
ஹார்வர்டு	harvardu
ஹார்வர்டு	harvard
ஹார்வர்டு	harvarda
கண்டியில்	kandy
புத்தம்	brand
புத்தம்	marka
புத்தம்	brend
பத்மா	padma
ஒட்டாவா	ottawe
தோற்றது	propali
தோற்றது	neuspjelo
தோற்றது	propala
மூலை	ugao
மூலை	kut
மூலை	kutak
மூலை	uglu
இமாலய	himalajski
நூர்	noor
அஃப்லெக்	affleck
நொதித்தல்	fermentacija
ஆஸ்கர்	oscar
ஆஸ்கர்	oskar
டேவி	davey
ஜகார்த்தா	jakarti
கார்ட்	kolica
காக்ஸ்	cox
பாஷா	basha
பாஷா	paša
எக்செல்	excel
முட்கள்	trnje
வினாக்கள்	pitanja
இலினொய்	illinois
எத்தியோப்பியா	etiopiji
வாக்களிக்கும்	glasovanje
வாக்களிக்கும்	glasanja
வாக்களிக்கும்	glasovanja
வாக்களிக்கும்	glasanje
கண்ணுக்குத்	nevidljiv
கண்ணுக்குத்	nevidljivo
கண்ணுக்குத்	nevidljivi
கண்ணுக்குத்	nevidljiva
பெல்லா	bella
லாரா	laura
லாரா	lauri
லாரா	lora
லாரா	lara
பிரான்சுவா	francois
பிரான்சுவா	francois
பிரான்சுவா	françois
அற்புதம்	zakon
அற்புதம்	super
அற்புதம்	ukusno
பெர்க்லி	berkeley
மொழிபெயர்க்க	prevodi
அதிசயம்	čudo
அதிசயம்	čudo
மீனின்	ribica
மீனின்	ribice
விசுவநாதர்	vishwanath
கியோட்டோ	kyoto
கச்சேரிகள்	koncerte
கச்சேரிகள்	koncerata
எடி	eddie
எடி	edi
எடி	eddy
எடி	edi
இஸ்லாமியர்கள்	muslimane
இஸ்லாமியர்கள்	muslimanima
இஸ்லாமியர்கள்	muslimana
இஸ்லாமியர்கள்	muslimani
ஆப்கான்	afganistanske
கரன்	karan
அப்துல்லாஹ்	abdullah
அல்பேனியா	albanija
பிலாத்து	pilat
மறுவாழ்வு	rehabilitacija
மறுவாழ்வு	odvikavanje
மறுவாழ்வு	rehabilitaciju
மகிமை	slava
மகிமை	slavu
மகிமை	slave
பாத்	kupanje
பாத்	kupka
போதகர்	propovjednik
கோபா	copa
நரகம்	pakao
சிரிப்பு	smijeh
டைட்டானிக்	titanic
யோ	yoo
கேஸ்	case
கேஸ்	slučaj
கேஸ்	slucaj
கேஸ்	benzin
கேஸ்	gas
கேஸ்	plin
லெவி	levy
ஜும்மா	juma
என்றென்றும்	zauvijek
கேல்	gale
கேல்	kel
படுகை	basin
தீன்	deen
வாழைப்பழம்	banana
வாழைப்பழம்	bananu
கிடைக்காது	nedostupan
கிடைக்காது	nedostupna
நிச்சயமற்ற	nesigurnosti
நிச்சயமற்ற	nesigurnost
நிச்சயமற்ற	neizvjesnost
மாறு	prebaci
சேர்க்கவும்	dodaj
சேர்க்கவும்	dodajte
சேர்க்கவும்	uključuju
வடம்	kabel
வடம்	cable
சாரணர்	skaut
சாரணர்	izviđač
கொழுப்புகள்	masni
வெள்ளப்பெருக்கு	poplave
வெள்ளப்பெருக்கு	poplava
அழகை	ljepota
அழகை	ljepotica
அழகை	ljepote
குள்ள	šakal
குள்ள	patuljka
குள்ள	patuljak
குவியம்	fokus
லெப்டினன்ட்	poručnik
பாதுகாக்கிறது	štiti
இரிடியம்	iridij
அங்கோலா	angoli
நார்மன்	norman
எதற்காக	zašto
பீனிக்ஸ்	feniks
பீனிக்ஸ்	phoenix
லேன்	lane
குமட்டல்	mučnina
குமட்டல்	mučninu
குமட்டல்	mučnine
நிமிர்ந்து	prisiljen
நிமிர்ந்து	prisiljeni
நிமிர்ந்து	prisilno
நிமிர்ந்து	prisilio
மாண்டரின்	mandarinski
திராவிடம்	dravidski
ஆரியன்	arijevske
பராகுவே	paragvaju
குத்திக்	piercing
கவுர்	kaur
நண்டுகள்	rakove
நண்டுகள்	rakova
நண்டுகள்	rakovi
ரகசியமாக	tajno
ரகசியமாக	potajno
ரகசியமாக	povjerljivo
ரகசியமாக	povjerljiva
காண்கிறார்	gledam
காண்கிறார்	gledamo
காண்கிறார்	gleda
காண்கிறார்	gledajući
காண்கிறார்	gledanje
பலேடியம்	paladij
தூண்டில்	mamac
கருத்தைப்	komentar
கருத்தைப்	komentaru
ஹரோல்ட்	harold
வாரிசாக	naslijediti
உலோகவியல்	metalurgiji
ஹாமில்டன்	hamilton
பிரதிபலிக்கிறது	zastupa
பிரதிபலிக்கிறது	predstavlja
பிரதிபலிக்கிறது	odražava
மைனர்	manja
ஈறு	desni
ஆமாம்	da
தன்னார்வலர்கள்	dobrovoljaca
தன்னார்வலர்கள்	dobrovoljci
தன்னார்வலர்கள்	volonteri
மடகாஸ்கர்	madagaskar
கேள்	pitajte
கேள்	pitaj
கேள்	slušaj
சோயா	soje
சோயா	soja
துணிகளை	odjeća
உதவுவது	pomaganje
உதவுவது	pomaže
மறதி	amneziju
மறதி	amnezija
பஜார்	pazar
உடம்பு	bolesna
உடம்பு	bolestan
உடம்பு	bolesno
உடம்பு	bolesnik
கண்களால்	oci
கண்களால்	oči
கால்டுவெல்	caldwell
மாத்திரைகள்	tablete
மாத்திரைகள்	pilule
கோல்ஃப்	golfa
கோல்ஃப்	golf
வாடி	wadi
மாதாந்திர	mjesečno
மாதாந்திர	mjesečni
எழுது	pišite
எழுது	napiši
எழுது	piši
எழுது	napišite
எழுது	sastavi
எழுது	gori
எழுது	spali
எழுது	spaliti
எழுது	izgori
பிரயன்	brian
பிரயன்	bryan
சர்க்கார்	sarkar
ராஜினாமா	ostavku
ராஜினாமா	ostavka
பவள	coral
பவள	koral
நைஜல்	nigel
ஆதாயம்	dobitak
அறிவிப்புகள்	obavijesti
ஓரம்	granice
ஓரம்	granica
பிளேர்	blair
ஐன்ஸ்டீன்	einstein
சந்தர்ப்பத்தில்	povod
சந்தர்ப்பத்தில்	prigoda
கிளீசு	gliese
தொண்டர்கள்	dobrovoljaca
தொண்டர்கள்	dobrovoljci
தொண்டர்கள்	volonteri
அரட்டை	čavrljanje
அரட்டை	razgovor
அரட்டை	chat
நடத்தல்	hoda
நடத்தல்	hodam
நடத்தல்	hodajući
நடத்தல்	hodanje
நடத்தல்	hodati
உணரி	senzor
பேரம்	jeftino
பேரம்	pogodba
ஏவல்	imperativ
குயின்	queen
குயின்	matica
குயின்	kraljice
குயின்	kraljica
பாக்தாத்	bagdadu
பாக்தாத்	bagdad
சட்டவிரோத	nezakonito
சட்டவிரோத	nelegalno
சட்டவிரோத	protuzakonito
சட்டவிரோத	ilegalno
சிக்கலானது	složenosti
சிக்கலானது	kritičnom
சிக்கலானது	kritično
சிக்கலானது	kritične
சிக்கலானது	kritična
சிக்கலானது	kompliciran
சிக்கலானது	komplicirano
பக்தர்	poklonik
ட்விட்டர்	twitter
ட்விட்டர்	twitteru
புறக்கணிப்பு	bojkot
முகவர்கள்	agenti
வில்வித்தை	streličarstvo
உணர்	osjeti
கோகோ	coco
கோகோ	koko
கோகோ	koko
கனக	kanaka
பிளஸ்	plus
பாசிச	fašistička
பரிவு	simpatija
பரிவு	suosjećanje
பரிவு	simpatije
ஏந்திய	držanje
ஏந்திய	holding
பூட்டி	plijen
அஜந்தா	ajanta
எமினெம்	eminem
மேம்பாலம்	nadvožnjaka
பாப்லோ	pablo
தூக்கம்	pospan
தூக்கம்	spavanje
தூக்கம்	spavaj
மீட்பர்	spasitelj
மீட்பர்	spasitelja
மீட்பர்	spasilac
மீட்பர்	spasitelj
மீட்பர்	spasilac
கூறினார்கள்	jamac
சமஸ்கிருதத்தில்	sanskrit
வடிவமைக்கப்பட்டுள்ளன	projektirana
மாலுமிகள்	mornare
மாலுமிகள்	mornari
கவர்	cover
கவர்	zaklon
அண்ட்ராய்டு	android
ருவாண்டா	ruandi
வியர்வை	znoj
கென்னத்	kenneth
சந்ததி	potomstvo
சந்ததி	potomci
ஞானத்தை	mudrost
ஞானத்தை	mudrosti
புரட்சிகரமான	revolucionarna
புரட்சிகரமான	revolucionarni
குறிக்கோள்கள்	golova
குறிக்கோள்கள்	ciljeve
குறிக்கோள்கள்	ciljevi
பொதுவானது	javni
பொதுவானது	javnost
பொதுவானது	javna
பொதுவானது	javno
சுல்தான்கள்	sultani
தோமசு	tomas
தோமசு	tomasa
எல்லிஸ்	ellis
விக்	periku
விக்	perika
விக்	vic
விக்	vik
நிரப்பு	ispune
நிரப்பு	ispunite
நிரப்பு	ispuni
நிரப்பு	napuni
நிரப்பு	ispuniti
வெறி	očajni
வெறி	očajan
மருமகள்	nećakinja
டாய்	dai
பாலும்	mlijeka
பாலும்	mlijeko
அந்தோணி	anthony
அடித்தல்	kvrga
அடித்தல்	bič
அடித்தல்	bičem
கில்பர்ட்	gilbert
குழப்பமான	kaos
குழப்பமான	zbunjena
குழப்பமான	zbunjeni
குழப்பமான	zbunjeno
குழப்பமான	zbunjen
குழப்பமான	uznemirujuće
ராசி	razi
ராசி	zodijak
சேகரித்தல்	špijuniranje
ஓரி	ori
வரிவிதிப்பு	oporezivanja
கொக்கோ	kakao
எட்கர்	edgare
எட்கர்	edgar
பலவீனம்	slabost
பலவீனம்	slabosti
அழைப்பிதழ்	pozivnica
அழைப்பிதழ்	pozivnicu
அழைப்பிதழ்	poziv
பந்துவீச்சு	kuglanje
அசைடு	azidi
வெளியீட்டாளர்	izdavača
வெளியீட்டாளர்	izdavač
வெளியீட்டாளர்	izdavatelja
சோபியா	sofija
சோபியா	sofiji
சோபியா	sofia
சோபியா	sofija
சோபியா	sophia
நொடிகள்	sekunde
நொடிகள்	sekunda
நொடிகள்	sekundi
வடிவமைத்தல்	formatiranje
டிசைன்	dizajn
வரம்புகள்	ograničenja
வரம்புகள்	granice
வரம்புகள்	ograničenja
பிசின்	smola
நேப்பியர்	napier
மார்ஸ்	marsa
மார்ஸ்	mars
பேச்சுக்கள்	razgovori
உடைகளை	odjeća
குப்லாய்	kublaj
சிலிகான்	silikon
சேத்	seth
துயரம்	tuga
குணமாகும்	ozdravio
குணமாகும்	izliječio
சுட்டிக்காட்டி	indikator
சுட்டிக்காட்டி	pokazatelj
பசை	ljepilo
பசை	ljepila
புதுப்பித்தல்	osvježiti
புதுப்பித்தல்	osvježi
சிமோன்	simone
டெனிஸ்	denise
டெனிஸ்	denis
ராய்ட்டர்ஸ்	reuters
ரெனே	rené
ரெனே	rene
சைனா	kine
சைனா	kinu
சைனா	kini
சைனா	kina
வினவல்	upita
வினவல்	upit
பாதுகாவலர்	zaštitnici
பாதுகாவலர்	zaštita
பாதுகாவலர்	zaštitu
விருந்தோம்பல்	gostoljubivost
விருந்தோம்பல்	gostoprimstvo
எக்குவடோர்	ekvadoru
மிமி	mimi
இராதாகிருஷ்ணன்	radhakrishnan
ஸ்டுடியோஸ்	studiji
கார்ட்டர்	carter
பைசா	paisa
அணிகலன்	ukras
தன்னம்பிக்கை	samouvjeren
தன்னம்பிக்கை	uvjeren
தன்னம்பிக்கை	samopouzdanje
தன்னம்பிக்கை	povjerenje
வாரிசுகள்	nasljednik
வாரிசுகள்	nasljednika
மரியானா	mariana
ஜெஃப்ரி	jeffrey
லூசியா	lucija
லூசியா	lucia
சாட்சிகள்	svjedoci
சாட்சிகள்	svjedočenja
கடன்களை	dugovi
கடன்களை	dugova
கடன்களை	dugove
கேட்ஸ்	kapije
கேட்ஸ்	gates
கேட்ஸ்	macke
கேட்ஸ்	mačke
மைக்கலாஞ்சலோ	michelangelo
பாண்டே	pandey
மகளின்	kći
மகளின்	kćeri
மகளின்	kćer
டட்லி	dudley
கடி	ugriz
கடி	ugristi
கடி	ugrizi
கடி	zalogaj
ஸ்கேன்	skeniranje
சஹாரா	sahara
நேட்டோ	nato
மெஸ்ஸி	messi
கிராபிக்ஸ்	grafika
டாங்	dang
டாங்	tang
டாங்	dong
உனது	tvoje
உனது	vaš
உனது	tvoj
உனது	vaše
உனது	tvoja
உனது	vaša
நெருக்கம்	kompresije
முகமட்	mohd
உண்பது	jedemo
உண்பது	jede
ஜொனாதன்	jonathan
அனுபவித்து	uživam
அனுபவித்து	uživanje
அனுபவித்து	uživa
ஈர	vlažno
ஈர	mokar
ஈர	mokro
ஈர	mokra
ஈர	mokri
அனுப்புதல்	šaljem
அனுப்புதல்	slanje
இரகசியம்	povjerljivo
இரகசியம்	povjerljiva
இரகசியம்	tajno
இரகசியம்	tajni
இரகசியம்	tajna
உண்ணாவிரதம்	postom
உண்ணாவிரதம்	posta
தட்பவெப்பநிலை	klima
தட்பவெப்பநிலை	klime
எரித்திரியா	eritreja
ரோட்ஸ்	rhodes
எலக்ட்ரானிக்	elektronički
எலக்ட்ரானிக்	elektronski
சூடி	judi
வதந்திகள்	glasine
கற்றாழை	aloe
விசாரணைகள்	upite
விசாரணைகள்	upiti
விசாரணைகள்	istrage
மேட்ரிக்ஸ்	matricu
மேட்ரிக்ஸ்	matrica
அறநெறி	moral
முன்னோட்டம்	pregled
குடகு	kodagu
சாவி	tipka
சாவி	ključ
சிறுவயது	djetinjstvo
சிறுவயது	djetinjstva
உருகி	osigurač
உருகி	fitilj
நினைவிடம்	spomen
நாண்	akord
ஜோஷ்	josh
தினந்தோறும்	dnevno
தினந்தோறும்	svakodnevno
தினந்தோறும்	dnevna
தினந்தோறும்	dnevni
கல்லூரியை	fakultet
கல்லூரியை	koledž
கல்லூரியை	college
பரிந்துரைக்க	predložiti
பரிந்துரைக்க	predloži
முல்லர்	müller
முல்லர்	muller
ஏலக்காய்	kardamom
தீர்மானங்கள்	rezolucije
தீர்மானங்கள்	odluke
குற்றங்களை	zločini
குற்றங்களை	zločine
சுட்ட	pečena
சுட்ட	pečeni
டைட்டன்	titan
டைட்டன்	titana
பிராண்ட்	brand
பிராண்ட்	marka
பிராண்ட்	brend
இலவங்கப்பட்டை	cimeta
இலவங்கப்பட்டை	cimet
தட்டுகள்	tablice
தட்டுகள்	tanjuri
சீரம்	serum
இசைக்கலைஞர்கள்	glazbenici
இசைக்கலைஞர்கள்	glazbenike
விட்டாலும்	iako
பெர்னான்டோ	fernando
பிக்சல்	piksel
உக்கிர	intenzitet
நொச்சி	altissima
மனைவிகள்	supruge
மூழ்கியது	poplavljen
மூழ்கியது	potopljena
சாயல்	nijansa
சாயல்	hlad
சாயல்	nijanse
விரிவாகப்	medresa
வருணன்	varuna
பெர்லினில்	izvatke
ஜெரோம்	jerome
போதெல்லாம்	kadgod
தாரிக்	tarik
தாரிக்	tariq
தனிமை	usamljeno
தனிமை	usamljeni
தனிமை	usamljena
தனிமை	samoća
தனிமை	samoći
தனிமை	samoću
தனிமை	samoća
தனிமை	usamljenost
பூசன்	busan
பாசுபேட்டு	fosfata
