से	from
कालीन	catifa
शब्दकोश	glossari
शब्दकोश	diccionaris
शब्दकोश	diccionari
सूचकांक	index
सूचकांक	índex
विधा	gènere
प्रजा	assignatures
नगरपालिका	municipi
नगरपालिका	municipal
नगरपालिका	municipals
सोचा	pensament
गर्दन	coll
गिनती	comte
गिनती	comptant
दोपहर	tarda
चैंपियन	campió
चैंपियन	campiona
चैंपियन	champion
यहा	aquí
यहा	aqui
यहा	ací
डेल्टा	delta
बीटा	beta
म्यूज़िक	música
नवीनतम	últimes
इतिहासकारों	historiadors
सन्देश	missatge
कैमरा	càmera
कैमरा	càmeres
वायुयान	aeronau
वायुयान	aeronaus
वायुयान	avió
सर्किट	circuit
विस्तारित	prorrogat
विस्तारित	ampliat
विस्तारित	ampliat
कोरियाई	coreà
कोरियाई	corea
कोरियाई	korea
इंजीनियरी	enginyeria
कोटा	quotes
कोटा	kota
मलेरिया	malària
फर्म	ferm
लड़कियों	xiques
लड़कियों	nenes
लड़कियों	noies
लड़कियों	girls
आलू	patates
आलू	patata
उन्नीसवीं	dinovena
भविष्यवाणी	preveure
भविष्यवाणी	predir
भविष्यवाणी	previsió
भविष्यवाणी	futurologia
भविष्यवाणी	predicció
रेटिंग	escalat
रेटिंग	qualificació
रेटिंग	puntuació
रेटिंग	habilitació
रेटिंग	qualificacions
उपहार	regals
उपहार	regal
श्रंखला	serie
साझेदारी	compartits
साझेदारी	compartit
शनिवार	dissabtes
शनिवार	dissabte
शनिवार	sat
दादा	dadà
दादा	avi
बिट	bit
शर्त	condició
शर्त	aposta
कोने	racó
कोने	cantonada
हज़ार	mil
दर्पण	mirall
प्रेमी	amant
प्रेमी	lovers
प्रेमी	amants
प्रेमी	xicot
प्रेमी	nòvio
प्रेमी	nuvi
सवाई	sawai
श्रमिक	laborals
नमूना	mostra
नमूना	espècimen
दीक्षित	dixit
व्यापारियों	comerciants
स्पेक्ट्रम	espectre
गाइड	guia
ड्राइवर	controladors
ड्राइवर	conductors
ड्राइवर	xofers
ड्राइवर	xofer
ड्राइवर	conductor
दस्तावेज	docs
दस्तावेज	document
दस्तावेज	documents
आयतन	volum
आयतन	volums
लुईस	lewis
लुईस	louise
हल्का	llum
हल्का	alleugerir
हल्का	subtil
हल्का	encenedor
हल्का	lleuger
जहाजों	naus
जहाजों	vaixells
प्रबन्धन	gestió
वस्तुतः	literalment
वस्तुतः	virtualment
खगोलशास्त्र	astronomia
परेशान	molestar
परेशान	molesta
परेशान	molest
रिश्ते	relacions
रिश्ते	relació
आईसीसी	icc
दण्ड	criminal
दण्ड	penals
दण्ड	penal
नाग	nag
नाग	serp
क्रान्ति	revolució
ब्यूरो	bureau
राजेन्द्र	rajendra
निर्णायक	crucial
निर्णायक	decisiu
शीत	hivern
विशेषज्ञों	experts
विशेषज्ञों	perits
धूल	pols
क्षण	moments
क्षण	moment
सम्पादक	editors
सम्पादक	redactors
उत्तराखंड	uttarakhand
पायलट	pilot
ब्राज़ील	brasil
समर्थित	subvencionat
समर्थित	recolzada
बास्केटबॉल	basquetbol
बास्केटबॉल	bàsquet
प्रगतिशील	progressiu
प्रगतिशील	progressiva
प्रगतिशील	progressista
शूटिंग	rodatge
शूटिंग	tiroteig
महिलाएं	ladies
महिलाएं	femelles
महिलाएं	dones
असंभव	impossible
बारी	bari
बारी	torn
रेसिंग	racing
ऑक्साइड	òxid
प्रतापगढ़	pratapgarh
विशेषताएँ	funcionalitats
विशेषताएँ	característiques
विशेषताएँ	especificacions
विशेषताएँ	especialitats
बारिश	pluja
कृपा	gràcia
कृपा	gracia
विफलता	fracàs
नियोजन	planificació
नियोजन	planejament
आपदा	desastre
उत्साह	zel
ऊतकों	teixits
वोट	votació
वोट	vot
वोट	vota
वोट	votacions
वोट	vots
मालवा	malwa
पूर्वज	avantpassat
उत्तरदायी	responsable
ऑस्ट्रिया	àustria
अमिताभ	amitabh
आश्रय	aixopluc
आश्रय	refugi
गौरी	gauri
अभयारण्य	santuari
समुच्चय	estableix
समुच्चय	conjunt
रग्बी	rugby
रग्बी	rugbi
धान	paddy
मूर	erms
मूर	moros
मूर	moore
कॉपीराइट	copyright
भागवत	bhagwat
झूठ	mentida
झूठ	mentides
विवेक	consciència
ब्रह्माण्ड	univers
बेन	ben
मेमोरी	memòria
फोर्ड	ford
एलिज़ाबेथ	elizabeth
एलिज़ाबेथ	elisabet
चीज	formatge
पीड़ा	dolor
सीटें	seients
सीटें	assentaments
उज्जैन	ujjain
जनित	generada
जनित	generades
जनित	generat
संरचनाओं	estructuralisme
आपराधिक	criminal
आपराधिक	penals
आपराधिक	penal
श्रीनगर	srinagar
प्रचुर	exuberant
यांत्रिकी	mecanisme
स्थानांतरण	traspàs
स्थानांतरण	transferència
स्थानांतरण	trasllat
आघात	trauma
भाइयों	germans
मांसपेशियों	músculs
आज्ञा	nod
बाएं	esquerra
बाएं	esquerre
पिंड	pind
उतार	declinació
उतार	ebb
प्रदाता	proveïdor
गद्दी	gaddi
दानव	gegant
दानव	monster
दानव	monstre
कोमल	gentil
समस्याएं	problemes
चढ़ाई	escalada
चढ़ाई	trepa
चढ़ाई	escalar
चढ़ाई	excursionisme
चढ़ाई	senderisme
इंक	inc
होल	forat
विक्रय	vendes
विक्रय	surts
आउटपुट	sortida
आउटपुट	sortides
वास्तविकता	realitat
घोष	ghosh
पुर्तगाल	portugal
सिंड्रोम	síndrome
उपज	produeixin
उपज	produeixen
उपज	rendibilitat
उपज	rendiment
क्षमा	perdó
सशक्त	facultar
औपनिवेशिक	colonial
गोविन्द	govind
गोविन्द	govinda
सांख्यिकी	estadística
सांख्यिकी	estadístiques
मिस	miss
मिस	senyoreta
व्यस्त	ocupat
रोका	aturat
समझना	enteniment
समझना	comprensió
समझना	entesa
समझना	entenent
सेल्सियस	celsius
टैंक	tanc
टैंक	tancs
खुशी	alegria
खुशी	gaiety
खुशी	felicitat
विरूद्ध	contra
विरूद्ध	against
उपायों	mesures
पिन	pin
चट्टान	roca
चट्टान	rock
चट्टान	fòssil
चट्टान	cliff
सफर	viatges
सफर	trajecte
अणुओं	molècules
उपभोग	consum
वाष्प	vapor
अभिनीत	protagonitzat
बरो	boro
प्रजातियां	espècies
प्रजातियां	espècie
गुरुत्वाकर्षण	gravetat
भास्कर	bhaskar
शैल	roca
शैल	rock
ईमेल	correus
संगत	compatible
संगत	compatibles
अवसाद	depressió
स्तम्भ	columna
स्तम्भ	columnes
खनन	mineria
कॉमिक्स	còmic
कॉमिक्स	còmics
हार्डवेयर	maquinari
नागरी	nagari
बुध	mercuri
बुध	mercury
मरीज	pacient
अरुण	arun
इंडियाना	indiana
मलिक	màlik
मलिक	malik
कमीशन	comissió
अवध	awadh
उजागर	exposat
उजागर	exposats
इलेक्ट्रॉन	electró
सम्भावना	possibilitat
क्षैतिज	horitzontal
क्षैतिज	horitzó
महमूद	mahmoud
महमूद	mahmud
डबल	doble
ड्रम	drum
ड्रम	tambor
ड्रम	tambors
अस्पष्ट	ambigua
अस्पष्ट	ambigu
अस्पष्ट	obscur
अस्पष्ट	aproximada
दीक्षा	iniciació
छठी	sisena
छठी	sisè
खा	menja
खा	devora
अवरोध	blocs
अवरोध	barrera
टावर	torre
टावर	tower
संबोधित	abordar
ड्रामा	drama
छेद	forat
छेद	forats
अहम	ehem
घन	cuba
घन	cube
घन	cub
घन	cúbiques
घन	cúbic
घन	cubs
अन्वेषण	exploració
गैसों	gasos
संरचनात्मक	estructuralisme
संरचनात्मक	estructurals
संरचनात्मक	estructural
विश्वनाथ	vishwanath
उपनिवेश	assentament
उपनिवेश	colònia
रसूल	rasul
विमानों	aviació
कुमारी	kumari
हार्मोन	hormona
हार्मोन	hormones
आदित्य	aditya
सीटों	seients
सीटों	assentaments
अमृत	amrita
आरक्षित	reservat
आरक्षित	reservada
आरक्षित	reservats
आरक्षित	reserva
ग्रीस	grease
ग्रीस	grècia
महेश	mahesh
कष्ट	patiment
कष्ट	sofriment
कष्ट	patint
कष्ट	misèria
पढ़ा	llegit
पढ़ा	llegir
संचरण	transmissió
संचरण	navegació
प्रपात	cascades
पूल	piscina
लाभदायक	beneficioses
लाभदायक	beneficiós
लाभदायक	beneficiosa
लाभदायक	avantatjosa
निरपेक्ष	absoluts
निरपेक्ष	absolut
निरपेक्ष	absoluta
निरपेक्ष	absolutes
प्रवास	migració
बंधन	vincle
बंधन	lligam
हंगरी	hongria
हंगरी	hongarès
आवेश	indignació
बॉब	bob
ब्राउन	marró
ब्राउन	brown
दावे	reclamacions
दावे	pretensions
सुरंग	túnel
लो	take
सीरिया	síria
क्रोध	colera
क्रोध	ràbia
क्रोध	indignació
भावनात्मक	emocional
गायब	desaparèixer
माहौल	atmosfera
इंस्पेक्टर	inspector
आयन	ionització
आयन	ió
शिकारी	caçador
शिकारी	hunter
शिकारी	perseguidor
शिकारी	assetjador
पंजीकरण	registre
पंजीकरण	matriculació
पंजीकरण	inscripció
अपशिष्ट	residus
अपशिष्ट	efluents
केस	cas
केस	casos
क्लासिक	classics
क्लासिक	clàssics
क्लासिक	classic
क्लासिक	clàssic
पाली	pali
पचास	cinquanta
केन	ken
केन	kane
पुरस्कारों	recompenses
पुरस्कारों	premia
टेक	teck
हावड़ा	howrah
मोड	dodge
मोड	modalitat
मोड	mode
मोड	descarreguen
लड़के	nois
लड़के	boys
लड़के	noi
शुक्रवार	divendres
लेनदेन	transacció
लेनदेन	transaccions
जर्सी	jersei
जर्सी	jersey
रमेश	ramesh
बटन	botons
बटन	botó
उपक्रम	activitats
फ्रेम	fotogrames
फ्रेम	marcs
फ्रेम	fotograma
फ्रेम	marc
ग्लोब	globus
ग्लोब	globe
खुराक	dosi
लंका	lanka
पंख	ploma
पंख	wings
पंख	ales
अगला	pròxima
अगला	següent
अगला	propera
अगला	next
इंस्टीट्यूट	institut
उपलब्धता	disponibilitat
ताकत	força
विशेषताएं	funcionalitats
विशेषताएं	característiques
श्रमिकों	obrers
श्रमिकों	treballadors
विक्रेता	venedor
विक्रेता	venedor
विक्रेता	viatjant
विक्रेता	venedors
मैनचेस्टर	manchester
टाइगर	tiger
टाइगर	tigre
विंडोज़	windows
विंडोज़	finestres
गैलरी	galeries
गैलरी	galeria
सती	sati
रायपुर	raipur
स्वच्छ	translúcid
चर्चित	tendència
चर्चित	trending
गेहूँ	blat
ट्रिपल	triple
साधारणतया	ordinàriament
कर्नल	coronel
स्तनधारी	mamífer
बीमार	mentals
बीमार	malalts
बीमार	malalt
यूईएफए	uefa
तेलुगू	telugu
घंटों	hores
गिनी	guinea
लक्ष्यों	objectius
चिह्नित	marcat
चिह्नित	marca
चिह्नित	mark
गर्भावस्था	embaràs
संरक्षक	tutors
संरक्षक	tutor
संरक्षक	guardià
संरक्षक	guardian
अध्यापक	mestra
अवशोषण	absorció
पर्ल	pearl
पर्ल	perla
पर्ल	perl
लुई	lluís
लुई	louis
त्वरित	speedy
त्वरित	accelerat
हिन्दुओं	hindús
गर्भाशय	úter
डाली	dali
नमः	nms
माउंट	mont
युद्धों	guerres
शर्तों	termes
शर्तों	condicions
रियल	real
गेम्स	jocs
अनुशासन	disciplina
वादी	demandant
मैकमोहन	mcmahon
जवाहरलाल	jawaharlal
वाद्य	instrumental
सम	inclús
धारक	contenidor
धारक	recipient
माइक	mike
कपास	cotó
घूर्णन	rotatius
घूर्णन	rotació
घूर्णन	girar
घूर्णन	gira
भगत	bhagat
होम्स	homs
सुरेश	suresh
बाण	arrow
बाण	fletxa
अनुकूलन	adaptació
चक्रवात	cicló
भूख	apetit
भूख	gana
भूख	fam
ग्रंथि	glàndula
मार्गों	rutes
रिश्ता	relació
टेक्सास	texas
आधी	meitat
आधी	half
छाप	impressió
शपथ	jurament
गिरने	falling
गिरने	caient
बंध	vincle
बंध	lligam
दिलीप	dilip
भक्तों	devots
बोले	bole
निवारण	prevenció
कुत्तों	gossos
औरंगजेब	aurangzeb
बॉल	pilota
बॉल	pilotes
बॉल	boles
जनन	reproducció
बे	badia
डॉन	don
आरक्षण	reserva
आरक्षण	reserves
चाचा	oncle
चाचा	tiet
विश्राम	lleure
चर	variable
चर	variables
चर	variant
चैनलों	canals
नागर	nagar
नागर	nagara
विधियाँ	mètodes
प्रतिपादित	formulats
प्रतिपादित	formulat
आगामी	pròximes
आगामी	propers
आगामी	properes
बुखार	febre
शोर	soroll
यूरोपियन	euro
मेरठ	meerut
शिविर	campament
शिविर	camp
दांत	dents
पुनर्निर्माण	reconstrucció
जेट	jet
भीम	bhima
भीम	bhim
राष्ट्रीयता	nacionalitat
राष्ट्रीयता	nacionalitats
ब्रदर्स	germans
ब्रदर्स	bros
फील्ड	àmbit
फील्ड	camp
श्रीवास्तव	srivastava
क्षत्रिय	kxatriyes
तीस	trenta
उद्गम	origen
उद्गम	desenvolupant
फ्रांसिस्को	francisco
पारसी	persa
पारसी	parsis
प्रयोक्ता	usuari
मिश्रा	mishra
स्टोर	botigues
स्टोर	botiga
हसन	hassan
टेलर	taylor
जूते	sabates
जूते	botes
जूते	calçat
चांदी	plata
कल्प	kalpa
पेन	bolígraf
पेन	ploma
पेन	pen
पेन	llapis
पेन	pens
पेन	corrals
दरवाजे	porta
दरवाजे	portes
डांस	dansa
राजदूत	ambaixador
ग्यारह	onze
ग्यारह	eleven
मृदा	sòl
जलीय	aquàtics
हरि	hari
पण्डित	pandit
मधुर	dolç
मधुर	dolços
मधुर	dolça
मधुर	madhu
रेशम	seda
कैम्ब्रिज	cambridge
रेत	sorra
सूचक	harbinger
सूचक	punter
सूचक	apuntador
प्रतियोगिताओं	concursos
प्रतियोगिताओं	competicions
प्रतियोगिताओं	concursos
दलित	dalit
दलित	oprimides
सुई	agulla
सुई	sui
बैक	esquena
होगन	hogan
संकाय	facultat
प्रोजेक्ट	projecte
प्रोजेक्ट	projectes
संज्ञानात्मक	cognitiu
संज्ञानात्मक	cognitiva
फिलिप	phillip
फिलिप	felip
शोधकर्ताओं	investigadors
कस्बा	kasba
आरेख	diagrama
बैडमिंटन	bàdminton
कुंड	kund
फ्री	lliure
फ्री	gratuït
फ्री	lliures
वास्तु	arquitecte
वास्तु	arquitectura
मिर्च	pebrots
मणिपुर	manipur
स्थिरता	estabilitat
स्थिरता	sostenibilitat
सिन्धु	sindhu
फ्रैंक	frank
मेवाड़	mewar
निषेध	prohibició
चिली	xile
स्राव	abocament
स्राव	secreció
देरी	demora
देरी	retard
देरी	endarreriment
देरी	tard
देरी	retards
देरी	retardat
देरी	endarrerit
नारंगी	orange
नारंगी	taronja
नारियल	coco
प्रतिनिधियों	representants
सुविधाएँ	funcionalitats
सुविधाएँ	característiques
बॉन्ड	vincle
बॉन्ड	lligam
चयनित	seleccionat
चयनित	seleccionats
चंद	chand
भेदभाव	discriminació
आदर	respect
आदर	respecte
घट	olla
जोसेफ	josep
जोसेफ	joseph
घंटा	hores
घंटा	hora
मानवता	humanitat
मानवता	humanitats
सहकारी	cooperativa
दुश्मन	enemic
लीटर	litre
रामपुर	rampur
गुर्दे	ronyons
मीनार	torre
मीनार	tower
मीनार	minaret
द्वितीयक	secundari
द्वितीयक	secundaria
वक़्त	temps
वक़्त	time
आस्ट्रेलिया	austràlia
कॉफी	cafè
विशेषज्ञता	concentració
विशेषज्ञता	peritatge
विनिर्माण	fabricació
फाइबर	fibra
परेशानी	dificultat
परेशानी	molestar
संतुलित	equilibrat
संतुलित	equilibrada
जंग	jung
संक्रामक	infeccioses
संक्रामक	infecciosos
संक्रामक	decir
संक्रामक	contagiós
दिमाग	cervell
दिमाग	ment
दिमाग	cervells
इंटर	inter
वयस्कों	adults
हवेली	haveli
सहन	suportar
बरकरार	intacte
बरकरार	intactes
टेबल	taula
टेबल	quadre
टेबल	quadres
टेबल	taules
स्कॉट	scott
मैड्रिड	madrid
गढ़	baluard
गढ़	garh
जागरूकता	conscienciació
जागरूकता	sensibilització
माधव	madhav
माधव	madhava
हांगकांग	hongkong
अस्थि	os
सीबीएस	cbs
कुंजी	claus
कुंजी	tecles
कुंजी	tecla
कुंजी	clau
रोटी	roti
रोटी	pa
स्क्वायर	quadrat
स्क्वायर	plaça
स्क्वायर	skype
मंदी	recessió
निर्देशांक	coordenada
निर्देशांक	coordenades
मिमी	mimi
जरुरत	exigència
जरुरत	requisit
इराक	iraq
प्रशंसक	fans
प्रशंसक	admiradors
प्रशंसक	ventiladors
प्रशंसक	fan
निवेशकों	inversor
निवेशकों	inversors
सेठ	seth
आँकड़े	estadística
आँकड़े	estadístiques
औजार	eina
प्रसंस्करण	tramitació
प्रसंस्करण	processament
मन्त्र	mantra
उदार	generosos
उदार	generosa
उदार	generós
उदार	liberal
मूर्तियों	ídols
स्वाधीनता	llibertat
भाषाएं	llengües
भाषाएं	idiomes
एयरलाइन	airbus
एयरलाइन	aerolínia
एयरलाइन	airlines
एयरलाइन	aerolínies
तस्वीरें	fotografies
तस्वीरें	fotos
ग्रेड	grau
सब्जी	vegetal
बोइंग	boeing
आत्मकथा	autobiografia
सवारी	muntant
सवारी	ride
कपड़ा	tèxtil
कपड़ा	teixit
कपड़ा	tèxtils
झा	jha
प्लस	plus
विक्रमादित्य	vikramaditya
गंध	olor
गंध	olor
अंटार्कटिका	antàrtida
गोद	voltes
गोद	falda
छुट्टी	vacances
छुट्टी	holiday
छुट्टी	festiu
यंग	joves
यंग	young
यंग	jove
अल्लाह	déu
अल्लाह	allah
राइट	wright
सम्पत्ति	propietat
नित्य	daily
पेट्रोलियम	petroleum
पेट्रोलियम	petroli
दहन	combustió
आंख	ull
पालतू	pet
पालतू	mascota
पालतू	mascotes
संचित	acumulats
संचित	acumulat
संचित	consolidat
उधार	prestades
उधार	prestat
अनुभवी	experimentat
टोनी	tony
सजीव	vivint
सजीव	viure
सजीव	live
सजीव	organisme
यूनिट	dependències
यूनिट	unitats
यूनिट	unitat
स्टेट्स	estats
शायर	comarca
कविताएँ	poemes
दीर्घा	galeria
शॉट	disparat
शॉट	preses
शॉट	trets
शॉट	rasants
मिस्टर	mister
थाई	thai
कोर्स	curs
कोर्स	rumb
चिकित्सकों	teràpia
चिकित्सकों	doctors
चिकित्सकों	metges
वॉशिंगटन	washington
वस्तुएं	elements
फैसले	decisions
भोज	banquet
परिधि	circumferència
उपेक्षा	descuit
उपेक्षा	desatenció
कराते	karate
उत्तेजित	tumultuosa
उत्तेजित	hiper
उत्तेजित	emocionat
अनावश्यक	innecessària
अनावश्यक	innecessari
अनावश्यक	innecessàries
अनावश्यक	redundants
क्षतिग्रस्त	danyat
क्षतिग्रस्त	malmeses
क्षतिग्रस्त	malmès
क्षतिग्रस्त	desperfectes
क्षतिग्रस्त	malmesos
सेवक	servent
नाव	vaixell
फिल्मी	film
शर्करा	glúcid
बोला	parlat
विघटन	dissolució
विघटन	decaïment
अनौपचारिक	informals
स्तूप	stupa
साम्यवादी	comunisme
अरुणाचल	arunachal
क्षमताओं	capacitats
प्रासंगिक	rellevància
प्रासंगिक	rellevant
लहर	ona
सल्फेट	sulfat
कूद	salta
कूद	saltant
प्रत्यय	sufix
प्रत्यय	sufixos
रावत	rawat
परंपराओं	tradicions
ऊन	llana
नासा	nasa
ब्रह्मांड	univers
ब्रह्मांड	cosmos
हीरो	heroi
विराम	coma
रियो	rio
पंचम	cinquè
पंचम	cinquena
विकृत	degenerat
सांख्यिकीय	estadístic
सैम	sam
एयरपोर्ट	aeroport
एयरपोर्ट	aeroports
हू	hoo
रिक्त	buit
रिक्त	buida
बडी	buddy
वादक	timbaler
रैंकिंग	ranking
रैंकिंग	rànquing
संवर्धन	enriquiment
अनुभवों	experiències
गामा	quilograms
गामा	grams
गामा	gamma
नियंत्रक	controlador
नियंत्रक	controls
पाचन	digestió
मोर	mor
मोर	peacock
बाइबिल	bíblia
स्थाई	permanent
स्थाई	permanents
ढाल	desnivell
ढाल	talussos
ढाल	gradient
ढाल	degradat
ढाल	rampa
अभिन्न	integral
अभिन्न	inseparables
अभिन्न	inseparable
फेफड़े	pulmons
दोस्तों	nois
दोस्तों	amics
दोस्तों	amistats
वोल्टेज	tensió
रोज	rose
रोज	rosa
रोज	daily
खोलने	obertura
खुलासा	revelar
खुलासा	revelen
तोड़ने	breaking
तोड़ने	trencant
मान्यताओं	creences
प्रशासक	administradors
प्रशासक	administrador
नकल	imitació
नकल	duplicat
नकल	duplica
बलिदान	sacrificis
बलिदान	sacrifici
सर्प	serp
टुकड़ों	engrunes
स्ट्रोक	traç
स्ट्रोक	ictus
बैटमैन	batman
नाटककार	dramaturg
गुड	bones
गुड	bona
धनुष	proa
एप्पल	poma
एप्पल	apple
मधु	mel
मधु	madhu
परिदृश्य	palestina
परिदृश्य	panorama
परिदृश्य	paisatge
परिदृश्य	perspectiva
पालि	lòbul
अनुपस्थिति	absència
हार्वर्ड	harvard
मिथिला	mithila
गुवाहाटी	guwahati
मार्क्स	marxisme
मार्क्स	marx
वॉन	von
सराय	sarai
सराय	inn
सराय	hostal
कट	tallat
कट	retalla
कट	talla
कट	retallat
भयानक	terrible
भयानक	terribles
भयानक	horrible
पुरस्कृत	premiada
पुरस्कृत	recompensat
पुरस्कृत	premiades
पुरस्कृत	premiat
केविन	kevin
कर्ता	actor
शिक्षित	educats
शिक्षित	educat
साबुन	sabó
मिलन	milà
हिंसक	violent
गेंदबाजी	bitlles
गेंदबाजी	bowling
ढाका	dhaka
सेवाएँ	serveis
तलाक	divorci
तलाक	divorciat
आक्सीजन	oxigen
राजनयिक	diplomàtic
एजेंसियों	organismes
एजेंसियों	agències
ब्रूस	bruce
कवच	amulet
कवच	armadura
ड्यूक	duke
ड्यूक	duc
तैनात	desplegat
तैनात	emplaçar
तैनात	desplegar
दूत	ambaixador
अनुष्ठान	ritual
राष्ट्रमंडल	mancomunitat
तार्किक	lògic
महामारी	epidèmies
महामारी	epidèmia
मीर	mir
पिक्चर्स	fotografies
पिक्चर्स	pixar
साइकिल	bicicletes
साइकिल	bicicleta
कामयाब	gestionades
कामयाब	gestionat
क्वांटम	quàntica
साहस	coratge
साहस	valentia
व्याप्त	difusa
सुसज्जित	moblat
ओल्ड	antic
ज़रा	zara
निंदा	condemnar
थकान	fatiga
थकान	cansament
थकान	cansada
थकान	cansats
थकान	cansat
कोट	abric
अपमान	humiliació
अपमान	insult
घोर	macabre
घोर	flagrant
मेटल	metall
मेटल	metal
प्रोफाइल	perfil
प्रोफाइल	perfils
ब्रिज	ponts
ब्रिज	pont
ब्रिज	bridge
ताज	taj
व्याख्यान	xerrades
परजीवी	paràsits
परजीवी	paràsit
चिकित्सीय	mèdica
रोबोट	robot
छोड़ा	interromput
व्हिस्की	whisky
ज़्यादातर	majoritàriament
दम	dum
नागरिकता	ciutadania
समृद्धि	prosperitat
अक्तूबर	octubre
अक्तूबर	oct
एक्ट	acte
एक्ट	act
जोकर	jòquer
जोकर	jack
जोकर	pallasso
जोकर	clown
मित्रों	amics
मित्रों	amistats
कूट	kuta
निमित्त	causa
भवनों	edificacions
भवनों	edificis
आज़ाद	azad
छठे	sisena
छठे	sisè
पठन	recitant
कोयले	carbó
करण	karan
विचारक	pensador
वीज़ा	visat
कास्त्रो	castro
आकाशगंगा	galàxia
गुणा	multiplicació
गुणा	multiplicar
गुणा	multiplica
समायोजन	ajust
समायोजन	ajustament
समायोजन	ajust
समायोजन	ajusta
समायोजन	ajustos
समायोजन	ajustaments
प्रायोजित	patrocinat
प्रायोजित	patrocinats
मनमोहन	manmohan
विषम	senars
विषम	senar
बाली	balinès
बाली	bali
नवजात	nadó
हां	sip
हां	yes
हां	sí
कंक्रीट	formigó
जिंदगी	vida
जिंदगी	life
शिया	xia
शिया	xiïta
अकेला	sola
अकेला	single
अकेला	solitari
उपनगरीय	arrabal
बाबर	baber
प्रांतों	província
प्रांतों	províncies
ह्रदय	cor
मॉडलिंग	modelatge
मॉडलिंग	modelització
चाप	arc
चाप	arch
पन्ना	maragda
मरीजों	pacients
खुश	feliç
दुर्योधन	duryodhana
दरों	tarifes
हंस	oca
फायदा	benefici
फायदा	avantatge
भरोसा	confiar
भरोसा	confia
भरोसा	confiança
क्रय	comprant
खारिज	desestimat
फेफड़ों	pulmó
फेफड़ों	pulmons
एनरॉन	enron
झुकाव	inclina
झुकाव	inclinació
झुकाव	declinació
उग्र	tumultuosa
जबलपुर	jabalpur
ओडिशा	orissa
बाजारों	mercats
अपहरण	segrest
भाषाविज्ञान	lingüística
भीषण	macabre
गुर्जर	gujars
मेहनत	hard
मेहनत	dura
मेहनत	dur
थाईलैंड	tailàndia
पर्याय	sinònim
बहुतायत	abundància
सार्थक	significativa
सार्थक	significatiu
चाँदी	plata
वर्णक्रम	espectre
प्रायोगिक	experimental
राक्षस	dimoni
राक्षस	monster
राक्षस	monstre
राक्षस	monstres
एलिस	elis
बुंदेलखंड	bundelkhand
अलंकृत	elaborades
अलंकृत	elaborada
ग्रे	gray
ग्रे	gris
ग्रे	grey
शाकाहारी	vegetarià
शाकाहारी	vegetariana
शाकाहारी	vegà
शाकाहारी	vegana
श्वास	respiració
श्वास	respirant
पोल	enquesta
पोल	poll
पोल	enquestes
पोल	urnes
गारंटी	garantit
गारंटी	garantida
गारंटी	garantia
निर्भरता	dependència
तंग	tang
तंग	ajustat
तंग	estret
प्रतिरूप	rèplica
प्रतिरूप	semblança
चीजें	coses
योनि	pussy
योनि	vagina
कांच	vidre
कराची	karachi
शस्त्र	armes
शस्त्र	arma
शस्त्र	braços
राजू	raju
गुलाबी	pink
गुलाबी	rosa
इलेक्ट्रॉनिक्स	electrònica
ब्राउज़र	navegador
बियर	cervesa
गान	himne
सातवीं	setena
सातवीं	setè
एनबीसी	nbc
पुरूष	masculí
पुरूष	mascle
सिंधु	sindhu
लाइट	llum
अभिव्यक्त	expressi
अभिव्यक्त	express
अभिव्यक्त	expressar
महा	maha
ऑस्कर	òscar
ऑस्कर	oscar
ऑस्कर	oscars
बाएँ	esquerra
बाएँ	esquerre
गौर	gaur
राष्ट्रवादी	nacionalista
स्टीफन	esteve
स्टीफन	stephen
उपजाऊ	exuberant
ब्लूज़	blues
ब्लूज़	blaus
रूपांतरित	converteix
रूपांतरित	convertida
रूपांतरित	convertit
रूपांतरित	transformat
कांस्य	bronze
दिलचस्पी	interessat
दिलचस्पी	interessats
अलौकिक	sobrenatural
अलौकिक	etèries
देशांतर	longitud
वृत्ति	professió
महिलाएँ	ladies
महिलाएँ	femelles
महिलाएँ	dones
व्यंजनों	receptes
आचार	ètica
मापदंड	criteris
एडिनबर्ग	edimburg
काच	vidre
युवाओं	juvenil
युवाओं	jovent
युवाओं	joventut
ट्रेड	oficis
सोलह	setze
मलय	malàisia
मलय	malai
सीमेंट	ciment
डिज़्नी	disney
गोलाकार	esfèrica
गोलाकार	ronda
गोलाकार	circular
कोइल	koil
आक्साइड	òxids
सिकंदर	alexandre
सिकंदर	alexander
टोक्यो	tòquio
टोक्यो	tokyo
प्रभाकर	prabhakar
भाग्य	fortuna
भाग्य	destinació
भाग्य	destí
बैल	bull
सावधानी	precaució
पैनल	panell
पैनल	plafó
मारिया	maria
स्वीकार्य	swat
स्वीकार्य	acceptables
स्वीकार्य	acceptable
एनिमेटेड	animades
एनिमेटेड	animat
कीबोर्ड	teclat
एंटीबायोटिक	antibiòtics
दिनांक	data
शैव	xivaisme
तेलंगाना	telangana
भीष्म	bhishma
गुट	facció
गुट	camarilla
प्रतिस्थापन	substituts
प्रतिस्थापन	substitució
रोज़	rose
रोज़	rosa
रोज़	daily
आर्मी	exèrcit
ब्लेक	blues
ब्लेक	blaus
ब्लेक	blake
गर्भवती	embarassada
गर्भवती	embarassades
गंभीरता	serietat
गंभीरता	severitat
सोशल	socials
सोशल	social
खरीदा	comprats
खरीदा	comprat
विवादों	controvèrsies
लीड्स	leeds
सिगरेट	cigarreta
सिगरेट	cigarret
