травму	trauma
стратегия	strategji
специальность	specialiteti
специальность	specialitet
специальность	specialiteti
парламентские	parlamentare
парламентские	parlamentar
важная	rëndësishme
холокоста	holokaustit
никарагуа	nikaragua
массе	mesha
массе	meshë
массе	masiv
массе	masive
представительство	përfaqësimi
представительство	përfaqësim
представительство	përfaqësimin
представительство	përfaqësimit
местная	lokale
местная	vendase
местная	vendore
местная	lokal
местная	vendas
порты	portet
сообщили	raportuar
сообщили	raportoi
сообщили	raportohet
сообщили	raportonte
перес	perez
перес	pérez
реагирует	reagon
маркус	marcus
маркус	markus
маркус	markus
энрике	enrique
уничтожен	shkatërroi
уничтожен	shkatërruar
уничтожен	shkatërruan
розы	trëndafila
розы	trëndafilat
национальностей	kombësive
батарей	bateritë
визит	vizit
визит	vizite
визит	vizitoni
визит	vizita
визит	vizitë
празднования	festime
празднования	festimet
уругвай	uruguai
готова	gati
виконт	vicomte
виконт	viskonti
индиана	indiana
пабло	pablo
канзас	kansas
самолета	aeroplanë
самолета	avion
самолета	avionët
самолета	avioni
самолета	avionë
конференций	konferenca
конференций	konferencat
разрушение	shkatërrim
разрушение	shkatërrimi
разрушение	shkatërrim
разрушение	shkaterrimi
разрушение	shkatërrimi
дина	dina
дина	daina
дина	dina
обновления	përditësimet
обновления	përditësimi
обновления	përditësim
колонна	kolona
колонна	kollona
колонна	kolonë
колонна	karvani
колонна	karvan
ахмад	ahmet
ахмад	ahmad
объявления	njoftime
объявления	reklama
объявления	reklamat
персидского	persiane
персидского	persian
предположения	supozim
предположения	supozimin
предположения	supozime
предположения	supozimet
рики	ricky
рики	riki
живет	rron
живет	jeton
спасает	kursen
спасает	shpëton
полости	zgavër
монголия	mongoli
перемещения	zhvendosja
перемещения	zhvendosje
гамма	gama
профсоюзов	sindikatat
посвященный	dedikuar
посвященный	kushtuar
забыл	harruar
забыл	haruar
забыл	harrohen
забыл	harrohet
забыл	harrova
забыл	harroi
забыл	harruar
полос	korsi
последовало	pasuan
последовало	pasuar
последовало	ndjekur
последовало	pasohet
тропических	tropikale
изменилась	ndryshuar
изменилась	ndryshoi
долг	detyrë
долг	detyre
долг	detyrën
долг	detyra
долг	borxhe
долг	borxh
долг	borxhi
ален	allen
ален	alen
ален	alain
колебаний	hezitim
бернар	bernard
беременности	shtatzania
беременности	shtatzënisë
полезные	dobishëm
полезные	dobishme
полезные	ndihmues
полезные	ndihmuese
полезные	dobishme
совместное	përbashkët
лонг	gjate
лонг	gjata
лонг	gjat
лонг	long
лонг	gjatë
равнины	rrafshin
полезно	dobishëm
полезно	dobishme
полезно	ndihmues
полезно	ndihmuese
полезно	dobishme
санчес	sanchez
санчес	sánchez
гэри	geri
гэри	gary
инфраструктура	infrastrukturën
инфраструктура	infrastrukturë
инфраструктура	infrastruktura
металл	metali
металл	metal
металл	metalet
уход	kujdesshëm
уход	dashamirës
уход	kujdesin
уход	plas
уход	care
ребята	djem
ребята	cuna
ребята	djema
ребята	çuna
неизвестен	panjohur
скалы	shkëmbinjtë
скалы	guret
скалы	gurë
скалы	shkëmbinj
скалы	gurët
домашний	shtëpi
домашний	shtëpia
домашний	shtepi
домашний	shtëpie
лунный	hënor
комиссара	komisioner
комиссара	komisar
комиссара	komisari
комиссара	komisioneri
оскорбление	fyerje
оскорбление	ofendim
оскорбление	fyese
оскорбление	fyerja
оскорбление	fyerje
оскорбление	ofendim
оскорбление	fyerja
марс	marsin
марс	marsi
марс	mars
перечислены	renditur
перечислены	listuar
расти	rasti
расти	ndryshkur
расти	riten
расти	rriten
расти	rritet
моды	moda
моды	modë
моды	fashion
моды	mode
моды	modës
применить	apliko
применить	aplikoni
преподавания	mësimi
преподавания	mësimdhënies
сервера	server
сервера	serverin
сервера	serveri
сервера	server
зарегистрировано	rregjistruar
зарегистрировано	regjistruar
единое	unifikuar
этнографии	etnografia
рекомендую	rekomandoj
рекомендую	rekomandojmë
рекомендую	rekomandojnë
комбинации	kombinime
комбинации	kombinim
комбинации	kombinimi
указатель	indeksi
указатель	treguesi
указатель	kursorit
рог	briri
рог	bri
рог	bori
поместье	estate
различие	dallim
различие	dallim
различие	diferenca
различие	diference
различие	ndryshim
различие	ndryshimi
различие	dallimi
зла	keqen
окружение	ambienti
окружение	mjedisi
окружение	ambjent
окружение	ambient
окружение	mjedis
окружение	ambienti
адриан	adrien
адриан	adriani
адриан	adrian
порода	race
порода	shumohen
хранение	zotërim
хранение	posedim
хранение	posedimin
хранение	ruajtjes
хранение	depo
хранение	magazinë
хранение	magazina
хранение	ruajtje
возможен	mundshëm
возможен	mundur
жертву	sakrificë
жертву	sakrifica
коалиция	koalicioni
коалиция	koalicion
коалиция	koalicionit
спорить	argumentuar
документальных	dokumentar
документальных	dokumentari
документальных	dokumentarë
документальных	dokumentarin
правильное	saktë
правильное	korrekte
правильное	korrekt
правильное	sakt
исследовал	eksploruar
исследовал	hulumtuar
пропаганда	propaganda
пропаганда	propagandë
зубы	dhembet
зубы	dhëmbë
зубы	dhëmbët
треки	shina
треки	gjurmët
треки	gjurmë
специализированных	specializuara
специализированных	specializuar
специализированных	specializuara
кучу	grumbull
кучу	grumbulli
доминик	dominik
доминик	dominik
доминик	dominik
шахматы	shahu
шахматы	shah
будапешт	budapest
фактором	faktori
фактором	faktor
казимир	casimir
животное	kafshe
животное	kafshë
животное	kafsh
животное	kafsha
животное	kafshëve
дракона	dragoi
дракона	dragua
дракона	dragon
углерода	karbonit
углерода	karbon
углерода	karboni
углерода	carbon
свидетелей	dëshmitarët
свидетелей	dëshmitarë
свидетелей	dëshmitarëve
кпм	pcf
преодолеть	kapërcehet
преодолеть	kapërcyer
преодолеть	kapërcimin
усиление	forcimi
усиление	forcimit
усиление	forcimin
усиление	forcohet
усиление	përforcimi
усиление	përforcim
атаковали	sulmuar
атаковали	sulmohen
атаковали	sulmohet
атаковали	sulmuan
атаковали	sulmoi
легион	legjionit
взвод	skuadër
взвод	skuadra
взвод	skuader
взвод	togë
взвод	toga
точная	saktë
точная	ekzakte
точная	ekzakt
гоголя	gogoli
богатства	pasuri
богатства	pasuritë
богатства	pasuria
богатства	pasuri
богатства	pasuria
рейна	rhein
рейна	reina
рейна	raina
организм	organizmi
организм	organizëm
обряд	rite
обряд	riti
личинки	krimbat
личинки	sulmues
личинки	sulmuesi
сообщается	raportuar
сообщается	raportoi
сообщается	raportohet
сообщается	raportonte
панорама	panorama
исключить	përjashtojnë
исключить	përjashto
исключить	fshi
исключить	fshije
монахи	murgjit
монахи	murgj
белок	proteina
белок	proteinat
временный	përkohshme
временный	përkohshëm
временный	puntore
завершена	plotësuar
завершена	përfunduar
завершена	përfundoi
завершена	mbaroi
завершена	mbarova
завершена	përfunduar
завершена	përfundoi
консульство	konsullatë
консульство	konsullata
консульство	konsullatën
кастро	castro
кастро	kastro
матрицы	matrices
матрицы	matriks
матрицы	matrix
упадок	rënien
упадок	rënia
упадок	rënie
взрослые	rritur
арестованы	arrestuar
арестованы	arrestohen
арестованы	arrestohet
документальные	dokumentarë
ранний	hershme
ранний	hershëm
ранний	herët
ранний	heret
исчезновения	zhdukjen
исчезновения	zhdukja
иисус	jezusi
иисус	jezus
итальянские	italisht
итальянские	italiane
итальянские	italian
компонент	komponent
объяснил	shpjegoi
объяснил	shpjeguar
объяснил	shpjegohet
искренне	sinqerisht
удобства	komoditetin
вэй	vei
хорхе	jorge
спутники	satelitët
спутники	sateliti
спутники	satelitore
спутники	satelit
спутники	hënave
опытом	eksperiencat
опытом	përvojat
рон	roan
рон	ron
наблюдение	mbikqyrjen
наблюдение	mbikqyrja
наблюдение	monitorimin
наблюдение	vëzhgimi
наблюдение	vëzhgim
наблюдение	vëzhgimi
наблюдение	mbikqyrja
наблюдение	mbikqyrje
наблюдение	mbikqyrja
наблюдение	mbikëqyrje
деда	gjyshi
деда	gjysh
деда	gjyshin
деда	gjyshi
деда	gjysh
деда	gjyshin
деда	gjyshit
черепа	kafka
черепа	kafkë
черепа	kafka
герберт	herbert
якоб	jacob
якоб	jakubin
якоб	jacobi
якоб	jakob
якоб	jakobi
словакия	sllovakisë
словакия	sllovakinë
словакия	sllovaki
словакия	sllovakia
интеграции	integrim
интеграции	integrimi
женщину	femer
женщину	gruaja
женщину	grua
актер	aktori
актер	aktor
мальчиков	djemt
мальчиков	djem
мальчиков	çuna
мальчиков	djemë
мальчиков	djemtë
мальчиков	djema
марке	marche
успешного	suksesshëm
костей	kockat
костей	kocka
костей	eshtrat
костей	eshtra
парков	parqet
парков	parqe
сделки	transaksionet
сделки	zanat
сделки	shkëmben
сделки	marrëveshjet
попробуйте	provoni
попробуйте	provo
избирательного	përzgjedhës
девиз	motoja
девиз	moto
девиз	parulla
николо	nicolò
сек	sek
сек	sec
салон	sallon
салон	salloni
греческая	hellenic
греческая	helenike
греческая	greqisht
греческая	grek
греческая	greku
греческая	greke
тысячелетия	mijëvjeçarit
серийный	serial
серийный	seriale
земледелия	bujqësore
земледелия	fermat
частное	privatë
частное	privat
частное	private
риска	rrezik
риска	rreziku
риска	rrezikojnë
зеркало	pasqyrë
зеркало	pasqyra
зеркало	pasqyre
беседы	biseda
беседы	bisedat
беседы	intervista
беседы	intervistat
пересадка	transplantimin
пересадка	transplant
регулярный	rregullt
рассказать	thuaj
рассказать	thuaji
рассказать	tell
грей	grei
грей	grey
грей	gri
райт	rajt
вертолёт	helikopter
вертолёт	helikopteri
мали	mali
реакций	reagime
реакций	reagimet
независимая	independent
независимая	pavarur
независимая	pavarura
грузовых	mallrash
украшения	stoli
украшения	bizhuteritë
украшения	stoli
украшения	bizhuteri
украшения	argjendari
украшения	dekorime
уровни	nivelet
уровни	nivele
организатором	organizues
организатором	organizator
священники	priftërinjtë
священники	priftërinj
влиятельных	ndikuese
разнообразие	diversitetin
разнообразие	shumëllojshmëri
разнообразие	varietet
разнообразие	shumëllojshmëria
хирург	kirurg
хирург	kirurgu
брони	parzmore
брони	armatura
признано	njohur
признано	pranoi
признано	njohur
патрон	fishek
патрон	patron
зомби	zombie
зомби	mumje
поворот	kthesë
поворот	ktheje
поворот	radha
царей	pashallarë
гражданства	kombësia
молитвы	lutja
молитвы	lutjet
молитвы	lutje
ботанический	botanike
босния	bosnjë
босния	bosnje
босния	bosnja
конечной	përfundimtar
конечной	përfundimtare
дэйв	dave
алжир	algjeri
алжир	algjeri
коричневые	brown
коричневые	kafe
коричневые	braun
саймон	simon
саймон	simoni
нила	nili
нила	neil
нила	nil
нила	nili
нила	nilit
нила	nil
бтр	btr
саид	tha
саид	said
декан	din
декан	dean
низким	low
низким	ulët
повсеместно	gjithkah
повсеместно	gjithkund
повсеместно	kudo
повсеместно	gjithandej
повсеместно	çdokund
феномен	fenomene
феномен	dukuri
феномен	fenomen
феномен	fenomeni
руды	xeherorëve
исправления	korigjime
электрических	elektrike
электрических	elektrik
джеффри	jeffrey
джеффри	xhefri
блюз	blues
блюз	bluz
эмблемы	emblema
эмблемы	stema
нефть	vaj
нефть	nafte
нефть	vaji
нефть	nafta
нефть	naftë
нефть	naftës
нефть	petroleum
нефть	nafta
существенное	domethënëse
снег	borë
снег	debore
снег	bore
снег	borë
снег	snow
снег	bora
виа	via
виа	përmes
виа	nëpërmjet
детройт	detroit
показывать	shfaqje
показывать	emisioni
показывать	shfaqja
показывать	show
показывать	shfaq
преступников	kriminelëve
преступников	kriminelët
преступников	kriminelet
преступников	kriminelë
воля	will
воля	do
воля	vullneti
воля	vullnet
экономии	shtrënguese
теннесси	tenesi
дженнифер	jennifer
форд	fordi
форд	ford
шар	char
шар	gërma
шар	balon
шар	ball
шар	topin
шар	topi
шар	sferë
шар	sfera
подарок	prezente
подарок	pranishëm
подарок	prezent
подарок	dhurata
подарок	dhurate
подарок	dhuratë
подарок	dhurat
очко	rezultati
очко	pikët
очко	klasifikim
очко	pika
очко	pikë
группировка	fraksion
группировка	grupim
стрелка	gjuajtës
стрелка	gjuajtësi
стрелка	shigjetë
стрелка	shigjeta
жидкость	uji
жидкость	lëng
жидкость	lëngshëm
свойство	pronë
свойство	prona
свойство	pronën
свойство	pronësia
свойство	prone
этаж	dysheme
этаж	kati
этаж	kat
гранди	grandi
выполнено	përmbushur
филологии	filologjisë
заявив	pohonte
сербов	serbe
сербов	serbin
сербов	serb
сербов	serbët
сербов	serbë
сербов	serbëve
контекста	kontekstit
контекста	kontekst
контекста	kontekstin
тяжести	ashpërsisë
люксембурга	luksemburgut
люксембурга	luksemburgu
люксембурга	luksemburg
эна	ena
курорт	resort
вектор	vektor
фантастический	fantastik
фантастический	fantastike
леона	leona
закончить	mbaroj
мирное	paqësore
мирное	paqësor
присоединение	pranimi
присоединение	bashkimi
барабанщик	baterist
нож	thik
нож	thika
нож	thikë
нож	thike
нож	thikën
трудах	shkrimet
тянет	tërheq
акция	veprim
акция	veprimi
акция	aksion
акция	aksioni
акция	akcion
изобретение	shpikje
изобретение	shpikja
навыки	aftësi
навыки	aftësitë
навыки	aftësi
навыки	aftësitë
бранденбург	brandenburgut
уменьшение	pakësimi
уменьшение	zvogëlim
уменьшение	zvogëlimi
уменьшение	reduktim
уменьшение	reduktimi
уменьшение	reduktimi
уменьшение	pakësimi
уменьшение	ulje
уменьшение	pakësim
санкции	ndëshkime
санкции	dënimet
санкции	ndëshkimet
санкции	sanksioneve
санкции	sanksione
санкции	sanksionet
физическая	fizike
физическая	fizik
ботаника	pandorës
рей	rey
рей	rae
рей	rei
рей	rej
рей	rei
рей	rein
рей	ray
викимедиа	wikimedia
индивидуальные	individ
индивидуальные	individual
индивидуальные	individuale
индивидуальные	individi
спасение	ruajtja
спасение	shpeton
спасение	shpëtimi
спасение	shpëtim
спасение	shpëtimi
спасение	shpëtim
мичиган	michigan
минас	minas
кросс	kryq
кросс	kryqi
кросс	kros
кросс	krosi
нельсон	nelson
западное	perëndimore
западное	perëndimor
западное	perendimi
фильтр	filter
фильтр	filtër
фильтр	filtri
герцогиня	dukesha
закончилось	perfundoi
закончилось	përfundoi
электроники	elektronikë
электроники	elektronike
квебек	kebek
колеса	timon
колеса	rrotë
колеса	rrota
колеса	rrota
аудио	zëri
аудио	audio
лукас	lucas
лукас	lukas
лукас	lukas
пал	pal
пал	pali
пал	rënë
пал	rene
мужские	mashkulli
мужские	mashkull
компакт	kompakte
компакт	kompakt
вычисления	informatikë
продал	shitur
продал	shiten
продал	shitet
продал	shit
акул	peshkaqenë
акул	peshkaqenët
реализм	realizëm
химическая	kimike
химическая	kimik
правильный	saktë
правильный	korrekte
правильный	korrekt
правильный	sakt
операторов	operatorë
операторов	operatorëve
операторов	operatorët
поляки	shtyllat
тереза	therese
тереза	teresa
тереза	tereza
тереза	tereza
держит	mban
четверть	çerek
четверть	çerekun
четверть	çereku
четверть	tremujorin
четверть	cerek
приобрести	blerje
приобрести	blerja
приобрести	blerjen
приобрести	blej
повысить	rritë
защищает	mbron
особая	veçantë
особая	special
особая	speciale
буддизм	budizmin
ген	gjen
ген	gene
ген	gen
смешанные	përzier
смешанные	përzierë
смешанные	përziera
призы	çmime
призы	cmime
призы	trofe
адамс	adams
мятеж	revoltë
мятеж	kryengritje
мятеж	kryengritja
мятеж	rebelim
мятеж	rebelim
мятеж	rebelimi
мятеж	rebelimin
мятеж	kryengritje
социальное	sociale
социальное	shoqerore
социальное	shoqërore
социальное	shoqërorë
социальное	social
просмотр	shikimin
просмотр	shfletimi
просмотр	pamje
просмотр	pamja
просмотр	paraqitja
максимальное	maksimal
максимальное	maksimale
максимальное	maksimumin
максимальное	maksimumi
максимальное	maksimum
рика	riku
рика	rik
рика	rick
рика	rika
телефоны	telefona
телефоны	telefonat
неизвестный	panjohur
социалистов	socialistët
шарлотта	charlotte
буш	bush
буш	bushit
буш	bushi
тайвань	taiwan
миф	mitin
миф	mit
миф	miti
убежище	strehim
убежище	strehimi
убежище	strehimore
убежище	strehë
убежище	streha
убежище	strehë
убежище	azilin
убежище	azil
убежище	strehim
убежище	strehimi
мышь	mouse
мышь	miu
тенденция	trend
тенденция	prirja
тенденция	prirje
тенденция	tendenca
тенденция	tendencë
тенденция	tendenca
биг	big
биг	madhe
биг	bh
биг	bih
тезис	tezën
тезис	teza
потребности	nevojat
потребности	kërkesat
автомат	robot
катера	barkat
катера	anijet
катера	varkat
кен	ken
подтверждена	konfirmohet
подтверждена	konfirmuar
подтверждена	konfirmoi
координации	koordinata
рождество	krishtlindje
рождество	krishtlindjet
рождество	krishtlindja
ральф	ralf
ральф	ralf
ральф	ralph
стандартный	standarde
стандартный	standart
стандартный	standarte
стандартный	standard
отделений	zyra
отделений	zyrat
отделений	degë
отделений	degët
сул	sul
поло	polo
чистый	pastrohen
чистый	neto
чистый	rrjeta
чистый	net
чистый	rrjetë
чистый	pastër
чистый	pastroje
чистый	pastro
чистый	paster
чистый	pastër
тепло	nxehtësi
тепло	ngrohje
тепло	nxehtësia
тепло	vapa
тепло	ngrohtë
тепло	ngroht
тепло	ngrohte
тепло	ngrohtësi
мартинес	martinez
мартинес	martínez
таджикистан	taxhikistan
погода	moti
погода	mot
удаляется	hequr
удаляется	hiqen
удаляется	hoqi
удаляется	hoq
удаляется	hiqet
суды	gjykatave
суды	gjykatat
герцогства	duchy
бака	baka
джейми	xhemi
джейми	jamie
предпочитает	preferon
банкноты	kartëmonedhat
демонстрирует	demonstron
раннее	hershme
раннее	hershëm
раннее	herët
раннее	heret
днепропетровск	dnipropetrovsk
орды	hordhitë
болота	moçal
болота	këneta
болота	moçale
избегать	shmangni
избегать	shmangur
избегать	shmang
избегать	shmangeni
магистр	magister
окружности	rrathët
окружности	qarqet
окружности	rrathë
соединяет	lidh
пригороде	periferi
пригороде	rrethinat
пригороде	periferi
празднование	festo
празднование	feston
празднование	festime
празднование	festimet
празднование	përkujtim
празднование	përkujtimin
празднование	festim
празднование	festimi
туркменистана	turkmen
спорных	kundërshtuar
спорных	diskutueshëm
спорных	debatuar
спорных	polemike
спорных	polemik
спорных	diskutueshëm
римлян	romakë
римлян	romakët
римлян	romakëve
длинная	gjate
длинная	gjata
длинная	gjat
длинная	long
длинная	gjatë
дождь	shi
дождь	shi
дождь	shiu
рено	renaud
рено	reno
рено	reno
рено	renault
мкф	icf
уменьшается	pakësohet
уменьшается	pakësimi
продать	shet
продать	shes
продать	shit
колесо	timon
колесо	rrotë
колесо	rrota
коренные	vendase
федеральное	federal
федеральное	federale
федеральное	federalë
заготовки	korrjes
клиент	klient
клиент	kliente
клиент	klienti
клиент	klient
клиент	klientit
таллин	talin
прибыла	arriten
прибыла	arriti
прибыла	mbërriti
прибыла	arrite
прибыла	erdhi
быков	demat
быков	dema
сохранять	shpëtoje
сохранять	shpëto
сохранять	ruaje
сохранять	ruaj
лингвист	gjuhëtar
шум	zhurme
шум	zhurmë
шум	zhurma
сталь	steel
сталь	çelik
сталь	celiku
сталь	çeliku
говард	hauard
говард	howard
скот	skot
скот	scott
скот	bagëtinë
скот	bagëti
скот	kafshët
скот	bagëti
скот	bagëtitë
выделил	pah
выделил	theksoi
кусок	copë
кусок	cope
органических	organik
органических	organike
серп	drapëri
кальция	kalcium
робот	robot
робот	roboti
ева	eva
ева	ev
ева	eve
ева	prag
ева	iv
паркер	parker
бурбон	burbon
филиппины	filipine
восстановлено	restauruar
восстановлено	kthy
восстановлено	rikthehet
заболевание	sëmundje
заболевание	sëmundja
заболевание	sëmundjet
заболевание	sëmundje
заболевание	semundje
заболевание	sëmundjen
заболевание	sëmundja
заболевание	sëmundjet
ствол	fuçi
ствол	goj
ствол	armën
ствол	revole
ствол	pistoletë
ствол	armë
ствол	arma
шер	cher
справедливо	fer
справедливо	panair
справедливо	fair
справедливо	panairi
мирза	mirza
запрещены	ndaluar
запрещены	ndalohen
запрещены	ndalohet
братства	vllaznim
братства	vëllazërisë
братства	vëllazëri
братства	vëllazëria
разрушена	shkatërruar
разрушена	prishi
цифра	shifre
цифра	figurë
цифра	shifra
цифра	figura
цифра	shifër
отражения	reflektime
неясно	paqartë
кэти	keti
кэти	ketin
кэти	keti
кэти	keti
кэти	katie
либертадорес	libertadores
водителя	shofer
водителя	shoferi
лиссабон	lisbonës
металлургии	metalurgjisë
серого	gray
серого	grei
серого	grej
серого	gri
осуществление	zbatimi
осуществление	zbatim
осуществление	zbatimin
осуществление	realizimi
осуществление	realizim
творческих	krijues
творческих	krijuese
творческих	kreativ
творческих	kreative
джорджия	georgia
джорджия	xhorxhia
джорджия	gjeorgjia
спектра	spektrit
спектра	spektër
норт	veri
норт	veriut
норт	veriu
домохозяйства	familjet
нести	mbajnë
нести	mbart
побег	ikin
побег	ikja
побег	ikje
побег	arratisja
побег	arratisje
побег	ikje
визита	vizit
визита	vizite
визита	vizitoni
визита	vizita
визита	vizitë
ввод	shkruash
ввод	fut
ввод	hyni
атомов	atomet
измерений	matjet
документация	dokumentacionin
документация	dokumentacion
документация	dokumentacioni
документация	dokumenta
бордо	bordo
спора	mosmarrëveshjen
спора	mosmarrëveshja
производительность	performancë
производительность	performance
производительность	performanca
производительность	interpretimi
производительность	rendimentit
верди	verdi
заняты	zene
заняты	zënë
существенные	domethënëse
двигаться	lëvize
двигаться	leviz
двигаться	lëviz
двигаться	lëvizja
двигаться	lëviz
лена	lena
лена	lina
уважение	rrespekt
уважение	respekt
уважение	respect
подтверждаю	konfirmohet
подтверждаю	konfirmuar
подтверждаю	konfirmoi
капитаны	komandantët
капитаны	kapitenët
воздушная	ajrore
воздушная	ajror
самоубийство	vetëvrasës
самоубийство	vetëvrasje
самоубийство	vetëvrasja
самоубийство	vetvrasje
томпсон	thompson
томпсон	tomson
томпсон	tomsoni
определены	përcaktuar
определены	përcaktohet
голландский	hollandez
голландский	hollandeze
голландский	holandeze
снаряда	fishekë
блокады	bllokimet
блокады	bllokadë
подземный	nëntokësor
подземный	nëntokësore
подземный	nëntokë
живые	jetesa
живые	living
живые	jeton
живые	gjallë
живые	gjalle
живые	gjall
фбр	fbi
винсент	vincent
винсент	vinsent
мар	mar
обитатели	banorët
обитатели	banues
обитатели	banorë
обитатели	banoreve
рикардо	ricardo
противостоять	kundërvihen
противостоять	kundërshtojnë
ходил	ecte
ходил	ecur
змей	gjarpër
змей	gjarpri
змей	gjarpëri
змей	gjarpër
змей	gjarpri
змей	gjarpërinj
змей	gjarpërinjtë
авария	aksidenti
авария	aksident
авария	përplasje
авария	rrëzimi
авария	përplasja
вождь	shef
вождь	shefi
миграции	migrimi
миграции	migracionit
миграции	emigrimi
предприниматели	sipërmarrës
предприниматели	sipërmarrësit
квартале	çerek
квартале	çerekun
квартале	çereku
квартале	tremujorin
квартале	cerek
включено	përfshinte
включено	përfshihen
включено	përfshirë
включено	përfshihet
включено	përfshi
включено	përfshinë
включено	aktivizuar
включено	mundësuar
костюмы	kostumet
костюмы	kostume
костюмы	kostume
бан	ban
повстанцы	rebelët
повстанцы	kryengritës
повстанцы	rebelët
повстанцы	rebelet
повстанцы	rebelë
ромео	romeo
доводы	argumentet
доводы	argumente
бронза	bronxi
бронза	bronzi
невозможности	pamundësi
редактировать	ndrysho
редактировать	redakto
шаги	hapat
шаги	hapa
шаги	hapat
вставить	fut
вставить	fute
вставить	ngjite
вставить	ngjit
квартет	kuarteti
вину	faj
вину	fajit
вину	fajin
вину	faji
алжира	algjerian
алжира	algjeri
филип	filipi
филип	philip
филип	filipin
филип	filip
филип	filip
николя	nicolas
николя	nikola
николя	nicola
квалификация	kualifikuar
квалификация	kualifikimi
квалификация	kualifikuese
квалификация	kualifikohet
квалификация	kualifikime
квалификация	kualifikimet
квалификация	kualifikimin
квалификация	kualifikimi
квалификация	kualifikimet
сантос	santos
организаторы	organizatorët
организаторы	organizatorët
организаторы	organizatorët
организаторы	organizon
переводить	përktheni
переводить	translate
грамотности	arsimimin
грамотности	arsimimit
грамотности	dijet
коллегами	koleget
коллегами	kolegë
коллегами	kolegët
коллегами	bashkëpunëtorët
коллегами	kolegët
свод	redd
походы	kamping
походы	shëtitjet
моряков	marinarë
моряков	detarë
потеря	humbja
потеря	humbje
потеря	humbja
профессионально	profesionalisht
кентукки	kentucky
получен	mori
французское	frëngjisht
французское	frengjisht
французское	francez
французское	franceze
имеющихся	dispozicion
секрет	sekreti
секрет	sekret
секрет	sekrete
секрет	fshehtësi
электрические	elektrike
электрические	elektrik
иерархии	hierarkinë
камеру	kamer
камеру	kamera
камеру	kamerë
сопровождал	shoqërohet
сопровождал	shoqëruar
этнических	etnik
этнических	etnike
зимы	dimrat
чужой	alien
чужой	aliene
чужой	huaj
излучение	rrezatimi
излучение	rrezatim
принести	sille
принести	sjellë
принести	sjelli
принести	sillni
принести	qet
методика	metodologjinë
семян	fara
семян	pasardhës
прекращено	ndërpritet
электрический	elektrike
электрический	elektrik
электрический	elektrike
электрический	elektrik
комплект	set
комплект	seti
комплект	vendos
комплект	cakto
комплект	kit
чэнь	chen
чэнь	cen
чэнь	çen
лоуренс	laurence
лоуренс	lorens
лоуренс	lorenc
лоуренс	lawrence
полицейские	polica
полицейские	policë
полицейские	policet
полицейские	policët
полицейские	polica
полицейские	policë
полицейские	polici
полицейские	policia
утвержден	miratohet
утвержден	miratuar
утвержден	aprovuar
префектуре	prefekturën
сухопутные	tokësore
сухопутные	tokësor
богиня	perëndesha
богиня	perëndeshë
проход	fragmenti
проход	kalim
проход	kalimi
рид	rid
рид	rid
рид	ridi
аппараты	makinat
аппараты	makineritë
отпуск	pushimi
отпуск	pushime
отпуск	pushimet
мэттью	mathew
мэттью	matthew
мэттью	mateu
медицинское	mjekësore
медицинское	mjekësor
медицинское	mjeksor
замки	kështjella
замки	kyçet
замки	kacurrelat
замки	brava
эрнест	ernest
уверены	besim
треугольник	trekëndësh
треугольник	trekëndëshi
дональд	donald
автоматического	automatike
автоматического	automatik
мыши	minj
мыши	minjve
мыши	minjtë
мыши	mouse
мыши	miu
лагерей	kampet
лагерей	kampe
реабилитации	rehabilitim
реабилитации	rehabilitimi
реабилитации	rehabilitim
реабилитации	rehabilitimi
симона	simone
симона	simona
рик	riku
рик	rik
рик	rick
рик	riku
рик	rik
оригинальная	origjinale
оригинальная	origjinali
оригинальная	origjinal
оригинальная	original
богатый	pasur
богатый	pasurit
богатый	pasanik
грэм	graham
необходимое	nevojshëm
призыв	apeli
призыв	apel
ибрагим	ibrahim
ибрагим	ibrahimi
протокола	protokoll
протокола	protokolli
толедо	toledo
канадская	kanadeze
канадская	kanadez
послов	ambasadorëve
послов	ambasadorët
послов	ambasadorë
ходит	ecën
моисей	moisiu
моисей	musa
моисей	musai
моисей	musa
предки	paraardhësit
предки	stërgjyshërit
дайте	jepe
дайте	jep
дайте	japi
дайте	jepja
записано	regjistruar
теоретические	teorike
корень	rrënjë
корень	root
корень	rrënja
невский	nevski
черный	ziu
черный	zi
черный	black
черный	zez
черный	zeza
черный	zezë
коллегой	homologun
коллегой	homologu
аполлон	apollo
кении	kenia
иностранный	huaj
иностранный	huaja
шансы	shanse
шансы	shanset
шансы	mundësitë
шансы	shanset
раса	gare
раса	gara
раса	garë
раса	race
раса	raca
точные	saktë
обещал	premtuar
обещал	premtoi
ближнем	mes
ближнем	mesit
ближнем	mesme
решительно	vendosmërisht
непрерывно	vazhdimisht
непрерывно	vazhdueshëm
непрерывно	vazhdueshme
прованс	provence
недопустимо	papranueshme
филиппин	filipine
филиппин	filipinas
предпринимателей	sipërmarrës
предпринимателей	sipërmarrësit
пятое	pesti
пятое	pesta
подозрения	dyshimin
подозрения	dyshimi
подозрения	dyshimet
шеф	chef
шеф	shef
шеф	shefi
исчезает	zhduket
исчезает	zhduket
фестивалей	festivalet
физически	fizikisht
инди	indie
пособия	dobitë
пособия	përfitimet
пособия	përfitime
активисты	aktivistët
активисты	veprimtarët
активисты	aktivistë
активисты	veprimtarë
ничто	hic
ничто	asgjë
ничто	asgje
новость	news
