неопходни	जरुरी
танцување	नाचना
пан	पैन
пан	पण
литри	गैलन
литри	लिटर
литри	लीटर
литри	गैलन
мислата	सोचा
мислата	विचार
полувреме	मध्यांतर
кемпбел	कैम्पबेल
толеранција	सहिष्णुता
настапила	गौरव
настапила	गौरवपूर्ण
настапила	गौरवशाली
ромео	रोमियो
извозот	निर्यात
терор	आतंक
фински	फिनिश
фински	फ़िनिश
статуи	मूर्ति
статуи	मूर्तियाँ
златно	सुनहरा
златно	गोल्डन
златно	सुनहरी
посветеност	लगन
посветеност	निष्ठा
посветеност	समर्पण
посветеност	प्रतिबद्धता
посветеност	निष्ठा
посветеност	भक्ति
дневна	दिन
национализам	राष्ट्रवाद
истакне	हाइलाइट
истакне	रेखांकित
истакне	अपरिभाषित
далај	दलाई
летање	उड़न
летање	भिंड
летање	उड़ती
соборен	अपदस्थ
влажност	आर्द्रता
потрошувачи	उपभोक्ता
бенедикт	बेनेडिक्ट
загадување	संदूषण
загадување	प्रदूषक
загадување	प्रदूषण
харис	हैरिस
христијанин	क्रिश्चियन
христијанин	क्रिस्चियन
христијанин	ईसाई
торп	थोर्प
интензивно	तीव्र
цврст	ठोस
цврст	कठिन
цврст	मुश्किल
предавство	विश्वासघात
предавство	देशद्रोह
тероризам	आतंकवाद
тероризам	आतंक
анкета	पोल
анкета	सर्वेक्षण
кристал	क्रिस्टल
џејми	जेमी
џејми	जैमी
јарец	मकर
убиваат	किल
убиваат	मारो
убиваат	मार
благосостојба	समृद्धि
координатен	निर्देशांक
такси	टैक्सी
такси	टैक्सी
такси	टैक्सी
неутрална	निष्पक्ष
неутрална	तटस्थ
неутрална	न्यूट्रल
критична	आलोचनात्मक
критична	क्रिटिकल
критична	महत्वपूर्ण
критична	गंभीर
критична	नाजुक
палати	महलों
палати	महलो
пенал	पेनल्टी
пенал	दंड
домашно	घरेलू
домашно	होमवर्क
домашно	homework
континуитет	निरंतरता
инспирирана	प्रेरित
иницијативата	गति
роналдо	रोनाल्डो
олтар	वेदी
тенок	पतली
тенок	पतला
третмани	उपचार
ајкула	शार्क
андреја	एंड्रिया
монах	भिक्षु
прекинат	बाधित
мешана	मिश्रित
предна	अग्र
предна	सामने
рамни	फ्लैट
рамни	सपाट
рамни	समतल
рамни	चपटा
ложа	लाउंज
ложа	आउटटेक
тенеси	टेनेसी
бест	बेस्ट
бест	सर्वश्रेष्ठ
бест	बेहतरीन
пророк	पैगंबर
пророк	पैगम्बर
пророк	नबी
воздухопловство	विमानों
воздухопловство	विमान
воздухопловство	विमानन
прашува	पूछे
олово	लीड
олово	सीसा
олово	सीसे
допинг	doping
манифест	घोषणापत्र
хондурас	होंडुरास
ливчиња	टैब
ливчиња	टैब्स
месечно	मासिक
месечно	महीना
месечно	महीने
месечно	माह
вооружена	सशस्त्र
вооружена	हथियारबंद
регулирање	विनियमित
погодна	उपयुक्त
странци	अजनबी
странци	विदेशियों
дејмон	डैमन
неверојатно	अविश्वसनीय
неверојатно	अतुल्य
неверојатно	अविश्वसनीय
неверојатно	अदभुत
неверојатно	अद्भुत
дубаи	दुबई
редок	दुर्लभ
редок	विरल
виновен	दोषी
виновен	गुनाहगार
виновен	अपराधी
сиви	ग्रे
сиви	धूसर
сиви	सलेटी
сиви	ग्रे
сиви	धूसर
мин	न्यूनतम
мин	मिनट
направа	उपकरण
направа	युक्ति
направа	डिवाइस
направа	यंत्र
направа	गैजेट
крвен	परिसंचरण
катастрофи	आपदाओं
катастрофи	आपदा
катастрофи	विपत्ति
атол	एटॉल
претворена	रूपांतरित
претворена	परिवर्तित
суверенитет	संप्रभुता
суверенитет	प्रभुता
извонредно	असाधारण
извонредно	उल्लेखनीय
извонредно	उत्कृष्ट
извонредно	बकाया
тулуз	तुलूज़
вернер	वर्नर
младина	जवानी
младина	युवा
младина	युवाओं
младина	युवावस्था
антарктикот	अंटार्कटिका
антарктикот	अंटार्कटिक
антарктикот	अंटार्कटिक
саем	मेले
саем	फेयर
саем	उचित
саем	मेला
генерали	सेनापतियों
трилер	थ्रिलर
глина	मिट्टी
семе	बीज
администраторите	प्रशासक
администраторите	व्यवस्थापक
исклучен	ऑफलाइन
исклучен	ऑफ़लाइन
исклучен	बन्द
исклучен	बंद
насочување	लक्ष्यीकरण
доброволно	स्वैच्छिक
доброволно	voluntary
вредни	मेहनतकश
вредни	मेहनती
вредни	मूल्यवान
тринаесет	तेरह
австрискиот	आस्ट्रिया
преселба	चलती
обновени	लौटी
џезира	जज़ीरा
отварање	ओपनिंग
отварање	खोलने
религиозен	धार्मिक
вриење	खौलते
напаѓачот	स्ट्राइकर
индиска	भारतीय
ќелии	कक्ष
ќелии	कोशिकाएं
хоризонтални	क्षैतिज
хоризонтални	आड़ा
пронаоѓач	खोजकर्ता
пронаоѓач	आविष्कारक
соништата	सपने
соништата	सपनो
вестминстер	वेस्टमिंस्टर
маргарита	मार्गरिटा
апликацијата	एप्लिकेशन
апликацијата	आवेदन
апликацијата	अनुप्रयोग
апликацијата	ऐप
апликацијата	एप्लिकेशन
апликацијата	app
увид	इनसाइट
нож	चाकू
примирје	युद्धविराम
спонзор	प्रायोजक
мисури	मिसौरी
грант	ग्रांट
грант	ग्रान्ट
словенскиот	स्लावी
вештачка	कृत्रिम
мозаик	मोज़ेक
поминати	खर्च
совршено	सही
совршено	परफेक्ट
совршено	परिपूर्ण
совршено	पूर्ण
пензија	संन्यास
пензија	सेवानिवृत्ति
пензија	रिटायरमेंट
пензија	पेंशन
платен	सशुल्क
недостасува	अनुपलब्ध
недостасува	अनुपस्थित
недостасува	लापता
декада	दशक
скапоцени	अनमोल
дерек	डेरेक
назначени	नियुक्त
членството	सदस्यताएँ
членството	सदस्यता
бонус	बोनस
стрелци	शूटर्स
стрелци	निशानेबाज
спротивен	विपरीत
клеопатра	क्लियोपेट्रा
ќелија	कक्ष
ќелија	सेल
ќелија	कोशिका
изложена	पर्दाफाश
изложена	उजागर
невада	नेवाडा
манифестира	शरीरिक
дипломи	डिग्री
фени	फैनी
сесија	सत्र
мозамбик	मोजाम्बिक
погреби	अंत्येष्टि
колеџи	कॉलेज
колеџи	कॉलेजों
коли	कार
коли	कारों
коли	कारें
коли	गाड़ियाँ
џингис	चंगेज़
учебници	पाठ्यपुस्तकों
густа	सघन
густа	घना
почитуван	आदरणीय
почитуван	माननीय
бредли	ब्राडली
летало	airship
сопственоста	स्वामित्व
астрономи	खगोलशास्त्रियों
потомок	उत्तराधिकारी
потомок	वंशज
останаа	रुके
останаа	ठहरे
растење	वृद्धि
растење	विकास
компликации	जटिलताओं
марш	दलदल
марш	मार्च
марш	कूच
препорака	अनुशंसा
одозгора	अरदास
одозгора	ऊपर
морфологија	morphology
шпанско	स्पैनिश
шпанско	स्पेनिश
шпанско	स्पेनी
гори	लिखें
гори	जला
гори	बर्न
регионално	क्षेत्रीय
отфрли	छोड़ें
белоруски	बेलारूसी
продолженија	सिक्वेल
варење	अपच
варење	पाचन
замбија	ज़ाम्बिया
избегал	फरार
рекреација	मनोरंजन
оштетен	क्षतिग्रस्त
самуел	सैमुएल
призната	पहचाना
импулс	आवेग
гамбија	गाम्बिया
лидија	लीडिया
комонвелтот	राष्ट्रमंडल
рут	रूथ
рут	रुथ
банкноти	banknotes
банкноти	बिल्स
назначува	नियुक्त
женско	स्त्री
женско	महिला
женско	मादा
хонда	होंडा
нерв	तंत्रिका
препознавање	मान्यता
едмунд	एडमंड
астрологија	ज्योतिष
допира	छू
конечна	फ़ाइनल
конечна	अंतिम
конечна	फाइनल
решен	हल
решен	निर्धारित
решен	संकल्पित
градината	बगीचा
градината	बगीचे
градината	बाग
градината	गार्डन
кембел	कैम्पबेल
сопствено	अपनी
сопствено	खुद
сопствено	स्वयं
сопствено	अपने
сопствено	अपना
сопствено	अनुकूलित
сопствено	मनपसंद
сопствено	कस्टम
блага	दयालु
слушнал	सुना
рај	स्वर्ग
рај	हेवन
рај	जन्नत
рај	स्वर्ग
лови	हंट
мина	मीना
полнење	रिचार्ज
апостолски	अपोस्टोलिक
стандардизација	standardisation
предизвици	चुनौतियों
предизвици	चुनौतियां
грип	इन्फ्लूएंजा
грип	फ्लू
кражба	चोरी
цитати	उद्धरण
цитати	कोटेशन
дрвен	लकड़ी
примарно	प्राथमिक
наеднаш	अचानक
наеднаш	एकाएक
нло	ufo
партиите	पार्टियाँ
партиите	दल
партиите	पार्टियों
муса	मूसा
муса	मौसा
фрост	तुषार
робертс	रॉबर्ट्स
отоманско	ओटोमन
отоманско	उस्मानी
декрет	डिक्री
фати	catch
фати	कैच
фати	पकड़ें
индустри	उद्योगों
индустри	उद्योग
полицаец	अधिकारी
полицаец	पुलिसकर्मी
полицаец	पुलिसवाला
плејофот	playoffs
несакани	अनचाहा
несакани	अनचाहे
несакани	अवांछित
несакани	अनावश्यक
бременост	गर्भावस्था
точност	नियमितता
точност	परिशुद्धता
точност	शुद्धता
точност	सटीकता
процедура	प्रक्रिया
процедура	कार्यविधि
агресија	आक्रामकता
заштитена	संरक्षित
заштитена	सुरक्षित
оцени	ग्रेड
необично	असामान्य
погреб	दफ़न
погреб	संस्कार
погреб	अंत्येष्टि
течна	तरल
течна	द्रव
намери	मंशा
намери	इरादों
намери	rea
обележје	लैंडमार्क
кош	टोकरी
кош	बास्केट
олимпијадата	ओलंपिक्स
олимпијадата	ओलंपिक
зелените	हरा
зелените	साग
замисла	आईडिया
замисла	विचार
позајмица	ऋण
позајмица	उधार
леоне	लिओन
компир	आलू
крос	क्रास
крос	पार
крос	क्रॉस
атила	अत्तिला
минесота	मिनेसोटा
зајакнување	बढ़ाने
зајакнување	बढ़ाएँ
зајакнување	बूस्ट
изминатите	अतीत
изминатите	पास्ट
белизе	बेलीज़
марков	markov
трагедија	त्रासदी
заштитува	रक्षा
заштитува	protect
посветено	समर्पित
шефилд	शेफ़ील्ड
опит	प्रयोग
претставено	प्रस्तुत
преден	अग्र
преден	सामने
корисен	उपयोगी
внатрешност	आंतरिक
картагина	कार्थेज
клара	क्लारा
образовна	शैक्षिक
образовна	शैक्षणिक
парфеми	इत्र
парфеми	सुगंध
сокол	बाज
сокол	हॉक
вермонт	वर्मांट
доналд	डोनाल्ड
остаток	अवशेष
сида	aids
сида	एड्स
матрица	मैट्रिक्स
матрица	मेट्रिक्स
состави	कम्पाइल
состави	प्रतियां
данило	डेनियल
копнени	स्थलीय
поетска	काव्यात्मक
поетска	काव्य
атлетичар	एथलीट
атлетичар	खिलाड़ी
пожари	फ़ायर
марфи	मर्फी
трска	रीड
фонтана	फव्वारे
фонтана	फव्वारा
лира	लीरा
очекувањата	उम्मीदों
очекувањата	उम्मीदें
дефицит	कमियां
објаснувања	कैप्शन
објаснувања	स्पष्टीकरण
лековити	औषधीय
координација	समन्वय
фарма	खेत
фарма	फ़ार्म
фарма	फार्म
мускул	पेशी
мускул	मांसपेशी
шестото	छठी
шестото	छठा
шестото	छठे
марта	marta
марта	मार्था
милијарда	बिलियन
милијарда	अरब
отпад	स्क्रैप
отпад	बरबाद
отпад	बर्बादी
отпад	अपशिष्ट
отпад	बर्बाद
лили	लिली
лили	लिली
сенат	सीनेट
глен	ग्लेन
глен	ग्लेन
провери	जाँचें
провери	जाँच
абрахам	अब्राहम
комерцијално	वाणिज्यिक
датотеки	फ़ाइलें
датотеки	फ़ाइल
датотеки	संचिका
датотеки	फाइलें
повреден	घायल
повреден	चोट
повреден	आहत
повреден	ठेस
пијалак	ड्रिंक
пијалак	पीना
пијалак	पेय
суштински	कोर
суштински	अनिवार्य
трошок	व्यय
намени	उद्देश्य
граѓанско	दीवानी
граѓанско	सिविल
граѓанско	नागरिक
вертикално	खड़ा
вертикално	अनुलंब
вертикално	खड़ा
вертикално	लंबवत
јоркшир	यॉर्कशायर
холидеј	हॉलिडे
субјект	विषय
неопходна	जरुरी
облечени	वेश
печати	छापें
печати	प्रिंट
печати	छपाई
крајбрежни	तटीय
раул	राउल
тапанарот	वादक
алги	शैवाल
хектор	हेक्टर
искористена	प्रयुक्त
добротворни	चैरिटी
добротворни	धर्मार्थ
добротворни	दान
тера	tara
георгиј	ज्यार्जी
шпекулации	अटकलें
прст	फिंगर
прст	अंगुली
прст	उँगली
прст	उंगली
форт	किला
форт	फोर्ट
темел	फाउंडेशन
темел	न्यास
прибор	बरतन
прибор	किट
прибор	kit
забрани	बैन
забрани	प्रतिबंधित
забрани	बैन
прекрасен	अद्भुत
харолд	हेरोल्ड
хаваи	हवाई
декорација	सजावट
техничар	तकनीशियन
техничар	टेक
техничар	तकनीक
архипелаг	द्वीपसमूह
матката	गर्भाशय
матката	सर्वाइकल
здрав	स्वास्थ्यवर्धक
здрав	स्वस्थ
здрав	गुरूजी
ливада	मर्ग
јуриј	यूरी
дозволени	अनुमति
дозволени	अनुमत
древна	प्राचीन
чекаат	प्रतीक्षारत
разводот	तलाक़
разводот	तलाक
проба	पूर्वाभ्यास
проба	रिहर्सल
пламен	लौ
пламен	ज्वाला
деп	डेप
пиштол	पिस्तौल
пиштол	पिस्टल
пиштол	बंदूक
пиштол	गन
бракови	शादी
бракови	मैरिज
бракови	विवाह
бракови	विवाह
инспектор	दरोगा
инспектор	इंस्पेक्टर
натпреварувач	प्रतियोगी
натпреварувач	प्रतिस्पर्धी
бан	बैन
повикани	आमंत्रित
корисно	उपयोगी
туберкулоза	तपेदिक
транс	trans
транс	ट्रांस
докажано	सिद्ध
третира	ट्रीट
сестрите	बहनें
сестрите	बहनो
сестрите	बहनों
архиви	अभिलेखागार
архиви	अभिलेख
фантазија	काल्पनिक
фантазија	कल्पना
вембли	वेम्बली
океаните	महासागर
тарнер	टर्नर
прогонство	वनवास
прогонство	निर्वासन
бесконечно	अनगिनत
бесконечно	अनंत
бесконечно	असीमित
бесконечно	अनन्त
бесконечно	असीम
бесконечно	असीम
бесконечно	अंतहीन
видливо	दृष्टिगोचर
видливо	दृश्यमान
видливо	दृश्य
портокалова	संतरा
портокалова	नारंगी
корица	आवरण
корица	कवर
цртеж	रेखाचित्र
цртеж	ड्राइंग
цртеж	चित्रांकन
цртеж	आरेखण
лох	लोच
надлежности	दक्षताओं
усни	होंठ
усни	होठ
компромис	समझौता
компромис	सुलह
кружен	परिपत्र
кружен	वृत्ताकार
кружен	गोलाकार
нерешено	टाई
нерешено	अनसुलझे
нерешено	अनसुलझा
батиста	बतिस्ता
чеченија	चेचन्या
мајор	मेजर
мајор	प्रमुख
формати	फ़ॉर्मेट
формати	स्वरुप
пријателска	दोस्ताना
моралот	मनोबल
шанел	चैनल
сферата	गोला
сферата	orb
питу	पितु
работилница	वर्कशॉप
работилница	कार्यशाला
уникатен	अनोखा
уникатен	अनूठा
уникатен	बेजोड़
уникатен	अद्वितीय
јаболко	एप्पल
јаболко	सेब
јаболко	ठहराना
сечење	कटिंग
уредува	संपादित
луција	लूसिया
константна	स्थिरांक
константна	निरंतर
роби	रोबी
роби	रॉबी
фби	एफबीआई
процени	एस्टीमेट
процени	अनुमान
потврдени	प्रमाणित
потврдени	सत्यापित
потврдени	certified
пониско	निचला
пониско	निम्नतर
фиџи	फिजी
психички	मनोवैज्ञानिक
пешак	पैदल
сојузниот	संघीय
жирафа	जिराफ़
тага	उदासी
колено	घुटने
колено	घुटना
зен	ज़ेन
институти	संस्थान
гаранција	वारंटी
гаранција	गारंटी
екипаж	दल
екипаж	क्रू
законодавната	विधान
набљудувач	सर्वर
набљудувач	निरीक्षक
набљудувач	दर्शक
гимнастика	जिमनास्टिक्स
габон	गैबॉन
фест	फेस्ट
тезата	लेख
соработуваат	साझेदारी
бозон	बोसॉन
голф	गोल्फ
голф	गोल्फ़
шапка	हैट
спој	मिश्रण
продаден	बेची
мичел	मिशेल
моника	मोनिका
моника	मोनिका
архивски	archival
менхетен	मैनहटन
оштетени	क्षतिग्रस्त
наведен	सूचीबद्ध
реална	असली
реална	यथार्थ
реална	रीयल
реална	वास्तविक
реална	रियल
реална	यथार्थवादी
стадиони	स्टेडियम
контра	काउंटर
киргистан	किर्गिस्तान
контролирани	नियंत्रित
функционери	गणमान्य
мерцедес	मर्सिडीज
спортистите	एथलीट
моцарт	मोजार्ट
гробници	क़ब्रों
одделени	जुदा
одделени	अलग
одделени	विलग
предложен	प्रस्तावित
моделирање	मॉडलिंग
хаг	हेग
хаг	haag
логичка	तार्किक
логичка	लॉजिकल
брандо	ब्रैंडो
кварт	क्वार्टर
кварт	पड़ोस
того	टोगो
уништува	नष्ट
техничко	तकनीकी
заслужува	हकदार
орегон	ऑरेगॉन
кус	छोटा
кус	छोटी
илузија	भ्रम
валентин	वेलेंटाइन
алијансата	गठबंधन
омилена	पसंदीदा
омилена	पसंदीदा
вежбање	कसरत
вежбање	प्रथा
вежбање	अभ्यास
вежбање	व्यायाम
вежбање	exercise
вежбање	कसरत
одморалиште	रिसॉर्ट
одморалиште	रिज़ॉर्ट
нина	नीना
кревет	शय्या
кревет	पलंग
кревет	बिस्तर
кревет	bed
полковник	कर्नल
џуџе	बौना
оштетена	क्षतिग्रस्त
оштетена	दूषित
оштетена	भ्रष्ट
наши	हमारा
наши	हमारे
наши	हमारी
благо	अल्प
благо	निर्बल
благо	हल्का
благо	क्षीण
благо	तुच्छ
благо	पतला
колони	स्तंभ
колони	कॉलम
колони	स्तम्भ
колони	कालम
страда	पीड़ित
страда	कष्ट
страда	पीड़ित
арно	आर्नॉद
креативноста	सृजन
креативноста	सृजनात्मकता
креативноста	रचनात्मकता
парламентарна	संसदीय
јога	योगा
јога	योग
рабови	किनारों
рабови	किनारे
вежба	ड्रिल
вежба	व्यायाम
вежба	exercise
вежба	कसरत
ритамот	लय
остра	शार्प
димче	धुआं
димче	धुआँ
димче	धुँआ
разум	कारण
разум	भाव
љубовница	मालकिन
љубовница	प्रेयसी
пушти	खेल
меркур	पारद
меркур	बुध
меркур	पारा
президиумот	presidium
оклахома	ओक्लाहोमा
инвеститори	निवेशकों
цртање	रेखाचित्र
цртање	ड्राइंग
цртање	चित्रांकन
цртање	आरेखण
тежат	तौल
вик	विक
наставниците	शिक्षकों
наставниците	शिक्षक
рецесија	मंदी
тура	भ्रमण
тура	टूर
тура	दौरे
тура	बैच
оддалечена	दूरस्थ
оддалечена	रिमोट
третираат	इलाज
третираат	ट्रीट
третираат	दावत
прашина	धूल
рецензија	समीक्षा
рецензија	समीक्षाएँ
автобус	bus
автобус	बस
лиза	लीज़ा
лиза	लिसा
грав	सेम
грав	सेम
малцински	अल्पसंख्यक
оцена	ग्रेड
моторни	मोटर
квалификувани	योग्य
водопад	झरने
водопад	झरना
водопад	जलप्रपात
новости	अपडेट्स
новости	अद्यतनीकृत
новости	अपडेट
новости	अद्यतन
ноќи	रातें
ноќи	राते
ноќи	रातों
ноќи	नाइट्स
придавка	विशेषण
придавка	सक्रिय
придавка	क्रियाशील
батлер	बटलर
черчил	चर्चिल
поддржан	समर्थित
смена	शिफ्ट
смена	शिफ़्ट
дисертација	dissertation
скриени	छुपा
плодна	फलदायक
хамлет	हैमलेट
тобаго	टोबैगो
собори	स्वधर्म
поволни	अनुकूल
принос	उपज
египетска	मिस्र
египетска	मिस्री
египетска	मिश्र
повтори	दोहराया
хемисфера	गोलार्ध
винфри	विनफ्रे
притисоци	दमन
позитивните	positives
французи	फ़्रेंच
французи	फ़्रांसीसी
французи	फ्रांसीसी
французи	फ्रेंच
приклучување	joining
геологија	भूविज्ञान
трансформации	रूपांतरण
трансформации	परिवर्तन
албанец	अल्बानियाई
апсење	गिरफ़्तारी
апсење	गिरफ्तार
апсење	गिरफ्तारी
апсење	गिरफ़्तार
естетски	aesthetic
рудници	खानों
плод	फल
каналите	चैनल
каналите	चैनलों
каналите	चैनल्स
гибралтар	जिब्राल्टर
квин	क्विन
сеќавање	स्मृति
сеќавање	मेमोरी
случаен	बेतरतीब
случаен	यादृच्छिक
хју	ह्यूज
министрите	मंत्रि
министрите	मंत्री
министрите	मंत्रियों
инциденти	घटना
мајкрософт	माइक्रोसॉफ्ट
мајкрософт	माइक्रोसॉफ़्ट
мајкрософт	microsoft
поранешно	पूर्व
удира	हिट
удира	हिट्स
морињата	समुद्र
морињата	समंदर
усвои	अपनाना
усвои	अपनाया
изумрени	विलुप्त
ерика	एरिका
ерика	एरिका
исполнување	पूर्ति
тонга	टोंगा
нокиа	नोकिया
мртва	मर
мртва	मुर्दे
исклучување	डिस्कनेक्ट
навивачи	फ़ैन
навивачи	प्रशंसकों
навивачи	प्रशंसक
овластувања	शक्तियों
овластувања	शक्तियाँ
овластувања	शक्तियां
овластувања	प्राधिकरण
овластувања	प्राधिकार
дион	डायोन
расположение	मिजाज़
расположение	मिज़ाज
расположение	मूड
расположение	mood
расположение	मनोदशा
леќи	लेंस
осумнаесет	अट्ठारह
осумнаесет	अठारह
вооружен	सशस्त्र
вооружен	हथियारबंद
предаден	विश्वासघात
предаден	गद्दारी
потоци	स्ट्रीम
понд	तालाब
сиромашни	बेचारी
сиромашни	बेचारे
сиромашни	गरीब
сиромашни	बेचारा
сиромашни	ग़रीब
управен	प्रबंध
управен	मैनेजिंग
управен	शासी
здрава	स्वास्थ्यवर्धक
здрава	स्वस्थ
остварувања	उपलब्धियाँ
повици	कॉल
повици	काल्स
џенифер	जेनिफर
рутер	राउटर
вар	लाइम
активисти	कार्यकर्ताओं
симнат	डाउनलोड
ролинг	रोलिंग
рангирана	क्रमित
визуелни	दृष्टि
визуелни	विज़ुअल
готвење	कुकिंग
биланс	बैलेंस
биланс	संतुलन
помагала	उपकरण
хавана	हवाना
паднале	गिरी
експлозијата	ब्लास्ट
експлозијата	धमाका
бродвеј	ब्रॉडवे
настрана	बगलों
женка	स्त्री
женка	महिला
женка	मादा
новинарство	पत्रकारिता
синџир	चेन
синџир	चैन
синџир	chain
синџир	कड़ी
превенција	बचाव
превенција	निवारण
превенција	रोकथाम
доменико	डोमेनिको
погоди	अंदाज़ा
лидс	लीड्स
ецб	ecb
железници	रेलवे
железници	रेल
изложен	पर्दाफाश
изложен	उजागर
читатели	पाठकों
читатели	पाठक
дневникот	लॉग
дневникот	log
променето	परिवर्तित
променето	बदला
влегување	प्रवेश
јурисдикција	अधिकारिता
јурисдикција	क्षेत्राधिकार
наредби	ऑर्डर
наредби	आदेश
примачот	प्राप्तकर्ता
подготвуваат	तैयारी
пејзаж	परिदृश्य
пејзаж	आड़ा
пејзаж	लैंडस्केप
бисао	बिसाऊ
микс	मिश्रण
микс	मिक्स
микс	मिक्सर
романскиот	रोमानियाई
хопкинс	हॉपकिंस
префектурата	प्रीफ़ेक्चर
дојл	डोयल
сертификат	प्रमाणपत्र
сертификат	प्रमाणन
џуниор	जूनियर
ерл	अर्ल
малцинства	अल्पसंख्यक
малцинства	अल्पसंख्यकों
експерт	एक्सपर्ट
експерт	विशेषज्ञ
етничко	जातीय
гените	जीनों
сар	sar
библија	बाइबिल
библија	बाइबल
коњите	घोड़ों
коњите	घोडे
коњите	घोड़े
евроазија	यूरेशिया
запознавање	प्रस्तावना
запознавање	भूमिका
запознавање	परिचय
запознавање	डेटिंग
оксид	ऑक्साइड
пајак	स्पाइडर
пајак	मकड़ी
зависна	आश्रित
зависна	निर्भर
убеден	आत्मविश्वास
убеден	आश्वस्त
убеден	कायल
долгови	देनदारी
долгови	ऋण
долгови	कर्ज
долгови	कर्ज़
чан	चैन
чан	chan
ирански	ईरानी
романсиер	उपन्यासकार
бахреин	बहरीन
кандидатура	उम्मीदवारी
среќна	हैप्पी
среќна	मुबारक
среќна	खुश
среќна	प्रसन्न
режими	मोड्स
сиво	ग्रे
сиво	धूसर
сиво	सलेटी
сиво	ग्रे
сиво	धूसर
лаура	लौरा
матични	तना
матични	स्टेम
модулација	मॉड्युलेशन
строга	स्क्रिप्ट्स
строга	सख्त
муслиманска	मुसलमान
муслиманска	मुस्लमान
муслиманска	मुस्लिम
кружни	परिपत्र
кружни	वृत्ताकार
кружни	गोलाकार
ендру	एंड्रयू
докторски	पीएचडी
докторски	phd
замав	स्विंग
замав	झूले
неочекувано	अप्रत्याशित
неочекувано	अनपेक्षित
виолетова	बैंगनी
виолетова	जामुनी
лонг	लंबी
лонг	लंबा
лонг	लम्बी
лонг	long
истакна	विख्यात
спојувањето	विलय
испорака	वितरण
испорака	डिलीवरी
хендрикс	हेंड्रिक्स
случајни	बेतरतीब
случајни	यादृच्छिक
следбеник	अनुसरणकर्ता
магнетна	चुम्बकीय
регистриран	पंजीकृत
кенет	केनेथ
привлекуваат	आकर्षित
тапанар	वादक
регулација	नियामक
регулација	नियमन
регулација	विनियम
регулација	विनियमन
хемикалии	रसायन
анархизам	अराजकतावाद
чорапи	सॉक्स
чорапи	मोजे
кејн	केन
потенцијална	क्षमता
потенцијална	सामर्थ्य
потенцијална	संभावित
ролан	रोलां
ешли	एशले
внука	पोती
внука	भतीजी
внука	भांजी
прецизни	सटीक
кири	क्यूरी
асоцијации	सम्बद्धता
асоцијации	एसोसिएशन
лима	लीमा
бенин	बेनिन
канзас	कान्सास
задоволен	संतुष्ट
задоволен	प्रसन्न
бомбардирање	गोलाबारी
бомбардирање	बमबारी
надесно	सही
никол	निकोल
службено	अधिकारी
службено	सरकारी
службено	आधिकारिक
назначи	नियुक्त
болници	अस्पतालों
болници	अस्पताल
антони	एंथनी
антони	एंथोनी
антони	एंटोनी
антони	अन्तोनी
волна	ऊन
патент	पेटेंट
патент	जिपर
затемнување	ग्रहण
затемнување	ब्लैकआउट
мотивација	हौसला
мотивација	प्रेरणा
овозможено	सक्षम
овозможено	सक्रिय
супстанција	पदार्थ
сојузничките	अलाइड
формален	औपचारिक
промоцијата	प्रचार
промоцијата	तरक्की
промоцијата	प्रमोशन
погодени	हिट
погодени	hit
погодени	प्रभावित
хана	हन्ना
обвинение	प्रभार
обвинение	चार्ज
колонијата	उपनिवेशों
колонијата	उपनिवेशवाद
колонијата	कॉलोनी
колонијата	उपनिवेश
саша	साशा
комори	कक्षों
известува	रिपोर्ट
известува	रपट
известува	रिपोर्ट्स
идеален	आदर्श
исплата	भुगतान
морално	नैतिक
морално	moral
плодност	प्रजनन
ладна	कोल्ड
ладна	ठंड
ладна	सर्दी
ладна	ठंडा
борн	बोर्न
форест	फॉरेस्ट
рурални	ग्रामीण
применети	लागू
поттик	बूस्ट
поттик	प्रोत्साहन
моќи	शक्तियों
моќи	शक्तियाँ
моќи	शक्तियां
толпата	भीड़
толпата	भीड
јачмен	जौ
преовладуваат	प्रबल
преовладуваат	जीतना
профили	खाता
профили	खाते
профили	प्रोफाइल
профили	प्रोफ़ाइल
зглоб	कलाई
разумот	कारण
меки	नर्म
меки	सॉफ्ट
меки	मुलायम
меки	नरम
корупција	भ्रष्टाचार
холандска	डच
прирачник	मैनुअल
прирачник	मैन्युअल
прирачник	हस्तचालित
прирачник	ट्यूटोरियल
роулинг	रोलिंग
групни	बल्क
групни	ग्रुप
групни	समूह
говеда	ढोरों
говеда	ढोर
говеда	चौपायों
нептун	वरुण
тесла	टेस्ला
феминизам	नारीवाद
сократ	सुकरात
благодарам	धन्यबाद
благодарам	शुक्रिया
благодарам	धन्यवाद
лингвистички	भाषाई
задолжени	ऋणी
валас	वालेस
одобрен	अनुमोदित
одобрен	स्वीकृत
одбиваат	इंकार
држење	पकड़कर
бомбардирањето	गोलाबारी
бомбардирањето	बमबारी
преведена	अनुवादित
преведена	अनूदित
арон	हारून
арон	आरोन
постојните	मौजूदा
закопан	दफन
закопан	दफ़न
закопан	दफ्न
подигне	उठाएँ
љубовник	प्रेमी
рејмонд	रेमंड
лејн	लेन
репертоар	रंगमंडल
хадсон	हडसन
вандализам	बर्बरता
хемиско	रसायन
хемиско	केमिकल
хемиско	रासायनिक
хемиско	सूखा
хемиско	सूख
хемиско	सूखी
хемиско	शुष्क
минерални	खनिज
почетен	प्रारंभिक
