korake	pasos
koledž	na
koledž	estudantes
koledž	facultade
koledž	que
koledž	college
koledž	colexio
uniforme	uniforme
philips	phillips
modni	moda
modni	a
spavao	durmiu
spavao	durmiches
pokazatelji	indicadores
prljavo	porca
prljavo	sucio
mozarta	mozart
redak	liña
redak	fila
redak	fila
nered	desastre
nered	boa
nered	lea
nered	porcallada
powers	poderes
pingvini	pingüíns
kritična	crítica
prodrijeti	penetrar
barton	barton
ograda	perista
nebesa	ceos
nebesa	ceo
nebesa	deus
nebesa	ceos
čekajući	agardando
čekajući	espera
čekajući	a
čekajući	esperar
čekajući	esperando
čekajući	agardar
gang	forzados
bostona	boston
bostona	de
joint	antro
zagađenje	contaminación
državljanin	cidadán
daniels	daniels
napadnuta	atacado
sheme	de
mrak	escuras
mrak	escuro
mrak	escura
mrak	escuridade
mrak	noite
mrak	escuridade
magla	néboa
magla	brétema
dozvoljena	permitiu
dozvoljena	se
dozvoljena	permita
dozvoljena	lles
dozvoljena	permite
dozvoljena	non
dozvoljena	permiten
dozvoljena	vir
kolica	carreta
kolica	carro
nevolja	problema
nevolja	problemas
ledena	conxelación
izgledala	mirei
izgledala	parecía
izgledala	cara
garrett	garrett
sjekira	machada
kreiranje	creación
kreiranje	crear
kreiranje	creando
kreativnosti	a
kreativnosti	creatividade
okretanje	a
okretanje	xirando
tijesto	diñeiro
generacijama	xeracións
amin	amen
amin	amén
uložiti	investimos
uložiti	investir
uložiti	invistan
buku	ruido
buku	ruído
buku	son
shore	costa
vreme	momento
vreme	tempo
vreme	vez
vreme	hora
emocionalno	emocional
emocionalno	emocionais
emocionalno	emotivo
emocionalno	sentimentais
emocionalno	emocionalmente
travis	travis
gaga	gaga
pretraga	buscar
pretraga	procura
pretraga	busca
usporedio	co
iliti	alias
mislima	pensamentos
mislima	pensamento
mislima	que
prsti	os
prsti	dedos
macdonald	macdonald
cista	puro
cista	pura
cista	puros
ekosustava	ecosistema
ekosustava	ecosistemas
cjepiva	vacinas
cjepiva	das
cjepiva	as
koliba	cabana
singapuru	singapur
ubuntu	ubuntu
turistima	turistas
mužu	marido
mužu	home
mužu	o
vidljivost	visibilidade
kreativnost	a
kreativnost	creatividade
kreativnost	creativo
kreativnost	creativos
kreativnost	creativa
kreativnost	creativas
wendy	wendy
pin	prendedor
jamajke	xamaica
jamajke	jamaica
provjera	o
provjera	cheque
provjera	comprobalo
pila	auga
pila	café
pila	bebendo
pila	beber
identifikacija	identificación
identifikacija	documento
identifikacija	identidade
zarobljena	atrapado
sramota	mágoa
sramota	vergoña
sramota	que
masku	máscara
humphrey	humphrey
cruise	levádeme
dečki	rapaces
dečki	nenos
dečki	os
dečki	mozos
dečki	tipos
dečki	mozos
dečki	rapaces
dečki	tíos
dečki	homes
zabrinut	preocupa
zabrinut	preocupados
zabrinut	como
zabrinut	preocupado
zabrinut	por
zabrinut	medo
zabrinut	preocupada
financijsko	financeira
birao	elixín
prijateljice	amigos
prijateljice	os
reporter	xornalista
reporter	reporteiro
pohvala	gábote
pohvala	teu
gustave	gustave
podnijela	a
abrahama	abraham
dizajnirani	deseñados
dizajnirani	para
dizajnirani	deseñadas
dizajnirani	deseñado
dizajnirani	deseñamos
pit	pete
pokriveni	cuberto
odan	leal
životi	vidas
životi	vida
životi	vive
otmica	secuestro
četvrtinu	cuarto
primitivni	primitivos
primitivni	primitiva
primitivni	primitivo
narančasta	laranxa
kavu	café
produžetak	extensión
produžetak	estensión
kredit	tarxetas
kredit	crédito
kredit	roubada
kredit	préstamo
otporna	resistentes
otporna	resistente
povrede	ferida
povrede	lesión
plati	paga
plati	pagar
plati	pagalo
uklapa	encaixa
zabavna	ben
zabavna	divertido
zabavna	divertida
destiny	destino
destiny	o
dimnjaka	cheminea
dimnjaka	limpeza
terorizam	terrorismo
razaranje	destrución
razaranje	destrucción
prijetio	ameazada
grk	grego
promovirati	a
jolly	moi
objektiv	lentes
objektiv	lente
kubu	cuba
kubu	cubana
žetve	colleita
bonnie	coelliño
bonnie	encol
bonnie	bonnie
odgovorno	responsable
odgovorno	responsables
odgovorno	responsábeis
odgovorno	responsábel
pouzdani	fiables
pouzdani	fiable
stražari	gardas
čitatelji	lectores
ponavljam	repite
ponavljam	anda
ponavljam	di
ponavljam	repita
ponavljam	repito
ponavljam	dígoche
ranjeni	feridos
ranjeni	ferido
nationale	biblioteca
nationale	nacional
složeno	complexo
složeno	complexas
složeno	complexa
složeno	complexos
rabin	rabino
travu	herba
praktični	práctica
predrasude	prexuízos
nagađanja	especulación
odgovorila	responderon
kabini	cabana
ovca	ovellas
barijera	barreira
ranjena	feridos
ranjena	ferido
mafije	mafia
ruse	rusos
ruse	os
mučenje	tortura
razbio	a
razbio	rompeu
razbio	crebou
razbio	entraron
razbio	rompín
hala	hal
ekstremni	extremas
hrabar	valentes
hrabar	valente
brade	barbas
brade	tipo
živci	nervios
živci	os
živci	nerviosas
klijent	cliente
lukas	lucas
pogodi	que
pogodi	supoño
pogodi	creo
job	traballo
čizme	botas
čizme	as
povorka	desfile
konflikt	conflito
spalio	queimado
spalio	queimaron
spalio	queimou
spalio	queimados
kolonijalni	colonial
spaljeno	queimado
spaljeno	queimaron
spaljeno	queimou
spaljeno	queimados
krađa	un
krađa	roubo
krađa	roubar
krađa	roubando
prepoznat	recoñeceu
socijalista	socialista
bogatiji	máis
bogatiji	rica
bogatiji	ricos
bogatiji	rico
pristupi	acceso
pristupi	aos
pristupi	enfoque
rico	rico
rico	ei
ministrica	ministro
ministrica	ministra
ministrica	pastor
ministrica	cabinet
ministrica	o
edukacije	educación
edukacije	a
uhititi	deter
uhititi	arresto
praznine	déficits
proroci	profetas
blizanac	picos
novorođenče	neuronas
novorođenče	novas
debela	graxa
debela	gorda
debela	gordo
debela	gordos
debela	o
udarce	diversión
udarce	ben
najbogatiji	máis
najbogatiji	ricos
prica	historia
prica	relato
cigarete	tabaco
cigarete	cigarros
cigarete	cigarros
cigarete	cigarro
cigarete	un
cigarete	pitillo
cigarete	pito
patterson	patterson
drew	drew
dakar	dakar
eleven	once
realnost	realidade
realnost	a
suverena	soberanas
suverena	soberana
patio	sufriron
patio	sofre
patio	sufrín
noćas	esta
noćas	noite
noćas	hoxe
perspektiva	perspectiva
tečajeve	cursos
kemikalije	químicas
kemikalije	químico
bačen	lanzoume
naređeno	que
naređeno	atención
naređeno	pedimos
dođi	ven
dođi	vamos
dođi	veña
kokoši	galiñas
kokoši	polos
rosalie	a
drogu	medicamentos
drogu	fármacos
drogu	drogas
zeca	coello
zamka	trampa
zamka	boca
ledeno	conxelación
obnavljanje	a
obnavljanje	restaurar
pješčana	area
mobilni	móbil
stupac	columna
stupac	retagarda
cure	as
cure	ás
cure	rapazas
cure	mozas
cure	nenas
voljeti	agarimosa
dijana	diana
rode	cegoña
neugodno	incómoda
neugodno	incómodo
prepoznali	recoñeceu
muha	e
muha	pilotar
muha	voar
muha	voan
muha	voarei
muha	voe
muha	voo
rusima	rusos
rusima	os
sirena	serea
zamjeni	substituír
presudno	cruciais
presudno	crucial
safari	safaris
safari	safari
koraci	pasos
evakuaciju	evacuación
protest	protesto
protest	protesta
spali	queimalos
spali	queiman
spali	queimar
spali	queimade
atribut	atributo
čokolada	chocolate
wow	vaites
wow	uau
wow	guau
wow	vaia
taksi	taxi
taksi	taxi
račune	billetes
račune	contas
račune	as
račune	facturas
račune	contas
forrest	forrest
tajanstveni	misterioso
džep	peto
džep	petos
putovala	por
putovala	viaxou
marseilleu	marsella
stolicu	cadeira
crnac	negra
crnac	negro
crnac	negros
crnac	negros
crnac	negro
barber	barbeiro
barber	perruqueiro
alah	alá
prašinu	po
prašinu	pó
prašinu	das
farmer	granxeiro
odgojen	criados
odgojen	a
odgojen	crecín
odgojen	criamos
peggy	peggy
provjeri	cheque
provjeri	comprobalo
florence	florence
magle	néboa
magle	brétema
bolnicama	hospitais
bolnicama	os
howarda	howard
lubanju	cranio
loptica	bola
loptica	bóla
loptica	pelota
loptica	balón
kitove	baleas
kitove	as
stoka	gando
stoka	vacas
stoka	gado
trenutke	momentos
trenutke	momento
trenutke	intres
roblje	escravitude
sistemi	sistemas
sistemi	dos
oslobodilačke	liberación
kriminal	delito
kriminal	crime
kriminal	criminalidade
kriminal	crimes
kriminal	delincuencia
clifford	clifford
clifford	ei
sprovod	funeral
sprovod	enterro
sakrio	escondín
uhu	oído
uhu	ouvido
uhu	orella
cloud	nube
fuzije	fusión
fuzije	reactor
dijeljenja	compartir
plakati	chorando
plakati	choraba
plakati	chorar
plakati	vergoña
plakati	choras
plakati	choran
milijuni	millóns
milijuni	milleiros
milijuni	de
fali	a
fali	desaparecidos
fali	faltan
fali	falta
fali	perdidos
fali	faltaba
trebam	precisamos
trebam	necesitamos
trebam	que
trebam	preciso
razbijanje	mesmo
dijabetes	diabetes
princess	princesa
božanski	divino
božanski	divina
korupciju	corrupción
korupciju	da
biro	despacho
zatvori	preto
ogradu	perista
hemisferi	hemisferio
mikrofon	micrófono
mikrofon	micrófono
impresioniran	impresionado
oci	os
oci	ollos
intelektualno	intelectual
palubi	cuberta
cassini	cassini
salata	ensalada
šator	tenda
šator	carpa
usporedi	comparar
usporedi	comparamos
milicije	milicia
premjesti	mover
premjesti	moverse
premjesti	a
džungli	selva
usana	beizos
usana	os
usana	boca
sudi	xuíz
sudi	xulgar
mašte	imaxinación
delegat	delegado
percepcije	percepción
oduševljenje	entusiasmo
ponosan	orgullosa
ponosan	orgullosos
ponosan	de
ponosan	orgulloso
ponosan	fachendoso
reputacija	reputación
reputacija	sona
prevenciju	prevención
astronaut	astronauta
zaraditi	gañar
pošteno	xusto
pošteno	feira
razgovarali	falei
razgovarali	con
razgovarali	falamos
razgovarali	falou
razgovarali	falaron
čekić	martelo
senegala	senegal
očekivano	se
očekivano	esperaba
očekivano	que
paste	pegar
diskusije	debates
diskusije	discusións
graha	feixóns
graha	xudías
kupci	clientes
totalno	totalmente
umri	morren
umri	morre
umri	morrer
plesove	bailes
vakuum	aspirador
vakuum	aspiradores
jarak	gabia
trap	trampa
trap	boca
poslano	a
poslano	enviou
poslano	mandou
odani	leal
pogodnosti	beneficios
pogodnosti	os
kandidate	candidatos
pingvin	pingüín
ljubavnici	amantes
privlačna	agradable
privlačna	á
privlačna	atractiva
privlačna	fermosa
spremište	almacenamento
spremište	consigna
dragovoljno	voluntariamente
misterija	misterio
panika	pánico
tijesta	diñeiro
stanari	residentes
cage	gaiola
spaljen	queimado
spaljen	queimaron
spaljen	queimou
spaljen	queimados
zastarjeli	obsoleto
krstarenja	levádeme
bicikla	bicicleta
bicikla	en
bicikla	moto
bicikla	bici
bicikla	bicicleta
bicikla	en
dugove	débedas
efikasno	efectivas
efikasno	efectiva
efikasno	efectivo
efikasno	efectivos
efikasno	eficaces
efikasno	eficaz
efikasno	a
kriminalac	penal
kriminalac	criminais
kriminalac	criminal
kriminalac	crime
instrukcije	instrucións
ljepotica	beleza
ljepotica	a
pogubljenje	execución
preživi	sobrevivir
preživi	sobrevivimos
preživi	á
preživi	sobreviven
preživi	sobreviva
preživi	ser
preživi	humano
tjedni	semanas
manekenka	modelo
dutch	dutch
nedelja	semana
nedelja	á
nedelja	domingo
nedelja	domingos
nedelja	dominical
pomoćnica	axudante
pomoćnica	asistente
pomoćnica	de
gesta	xesto
gesta	aceno
prigovor	obxección
skromno	humilde
skromno	humildes
bip	beep
korupcija	corrupción
korupcija	da
svjetiljka	lámpada
povlastica	privilexio
sotona	satanás
sotona	satán
tinte	tinta
crva	verme
sklad	harmonía
robbins	robbins
kreativni	creativo
kreativni	creativos
kreativni	creativa
kreativni	creativas
spilja	das
spilja	cavernas
spilja	cova
birači	votantes
cipela	zapato
debate	debate
sabbath	domingo
ozbiljni	serio
ozbiljni	seria
ozbiljni	en
ozbiljni	grave
precizan	exacto
precizan	preciso
precizan	precisa
priznavanje	recoñecemento
uživala	da
uživala	disfrutei
teddy	peluche
blagostanje	prosperidade
organska	orgánico
tendenciju	tendencia
izlet	picnic
autobusi	autobuses
živce	nervios
živce	os
haley	haley
predrasuda	prexuízos
proširi	expandíndose
mudri	sensata
mudri	sabia
mudri	sabio
gledamo	vendo
gledamo	a
gledamo	as
gledamo	ver
gledamo	mirando
gledamo	mirar
gledamo	observando
justina	justin
alois	alois
nepravde	inxustiza
nepravde	inxustizas
centi	centavos
centi	cincuenta
centi	patacóns
centi	céntimos
kazniti	castigar
antibiotici	antibióticos
antibiotici	coa
antibiotici	dos
antibiotici	os
autizam	autismo
virusne	viral
tablete	pílulas
tablete	pastillas
tablete	somníferos
osmišljen	deseñados
osmišljen	para
osmišljen	deseñadas
osmišljen	deseñado
osmišljen	deseñamos
priuštiti	permitirse
priuštiti	permitir
priuštiti	podemos
priuštiti	permitirme
priuštiti	frota
priuštiti	afrontar
posjedovati	propio
posjedovati	propia
posjedovati	seu
inteligentan	intelixente
inteligentan	intelixentes
kotači	rodas
kotači	raís
bentley	bentley
ispuni	cubrir
ispuni	encher
izrazila	se
protumačiti	interpretar
protumačiti	a
suma	suma
krvavo	maldito
krvavo	idiota
krvavo	malditos
crven	vermello
crven	vermella
crven	vermellos
crven	roxa
crven	comunista
zamak	castelo
pluta	flotante
pluta	aboiando
smiješno	gracioso
smiješno	divertido
smiješno	raro
smiješno	ridícula
smiješno	ridículo
bing	bing
kukavica	covarde
diskusija	discusión
shin	canela
okrutno	cruel
gluma	a
gluma	actuando
gluma	actuar
ilustrira	ilustra
yukon	yukon
glasovao	votou
glasovao	votaron
bušilice	perforar
zabavno	ben
zabavno	divertido
zabavno	divertida
zaboravljeni	esqueceu
zaboravljeni	esqueciches
zaboravljeni	esquecín
nozi	perna
nozi	pernas
nozi	unha
nozi	pata
gumb	botón
rasne	racial
rasne	raciais
doživotno	vida
role	e
idealan	ideal
idealan	ideais
pacijentima	pacientes
pacijentima	os
pacijentima	doentes
gotovina	diñeiro
gotovina	en
gotovina	efectivo
gotovina	contado
gotovina	cartos
gotovina	suficiente
gotovina	cobro
gotovina	cobrar
skriven	oculto
skriven	oculta
skriven	ocultas
skriven	escondidos
skriven	escondidas
hraniti	comer
hraniti	alimentar
hraniti	poderán
hraniti	de
hraniti	manter
kuha	cociñar
kuha	cociña
kuha	cociñando
kuha	comida
avenije	avenida
privatnosti	privacidade
bones	ósos
rasvjeta	iluminación
mučen	torturado
mučen	torturada
pozvana	convidei
pozvana	a
pozvana	invitamos
pozvana	invitoume
pozvana	invitado
pozvana	convidado
pozvana	convidou
studentica	estudante
studentica	estudantes
studentica	alumno
pravljenje	facer
pravljenje	a
pravljenje	de
pravljenje	facendo
marianne	marianne
marianne	marianka
ratnica	guerreiro
ratnica	forte
partnerica	socio
razgovorima	conversas
razgovorima	conversacións
koncepti	conceptos
glasanja	votación
labirint	labirinto
mentalni	mentais
mentalni	mental
barut	tocador
ravnateljica	directora
ravnateljica	señora
ravnateljica	director
ravnateljica	principal
bebe	os
bebe	bebés
bebe	nenos
ljuta	enfadado
ljuta	anoxados
ljuta	anoxado
ljuta	enfadada
ljuta	tola
ljuta	tolo
ljuta	enfadado
jajnika	ovario
augustus	augustus
bus	autobús
bus	parada
bus	autocarro
pritvor	detención
razumio	que
razumio	comprendín
razumio	entendían
razumio	entendeu
razumio	entendía
muhe	moscas
muhe	voa
fanovi	ventiladores
primjereno	para
primjereno	máis
potezi	se
potezi	move
frankie	frankie
pobunjenicima	rebeldes
uštede	aforros
petlja	acople
petlja	volta
pozive	chama
pozive	chamadas
pozive	á
pozive	as
pozive	chamada
pozive	trompetas
pozive	ninguén
iznenađen	abraiado
iznenađen	sorprendidos
iznenađen	sorprendeuse
iznenađen	sorprendeume
iznenađen	sorprende
iznenađen	sorprendido
ispovijedi	confesión
ispovijedi	confesións
porezi	impostos
porezi	dos
cristo	cristo
obećana	prometeron
obećana	prometín
obećana	prometinlle
obećana	prometéronme
obećana	prometida
obećana	prometíchesme
obećana	prometo
obećana	prometera
konvencionalne	convencional
skroman	humilde
skroman	humildes
štakori	ratas
hodnik	corredor
hodnik	hall
hodnik	corredor
hodnik	concello
hodnik	civil
hodnik	sede
hodnik	corredor
kandžama	canteiros
kandžama	garras
evolucijski	evolutiva
evolucijski	evolución
evolucijski	evolutivo
tanak	no
subjekti	temas
subjekti	suxeitos
brojač	mostrador
salvatore	salvatore
lazi	xace
lazi	está
lazi	reside
lazi	mentira
lazi	mentiras
ponosni	orgullosa
ponosni	orgullosos
ponosni	de
ponosni	orgulloso
ponosni	fachendoso
tužna	triste
tužna	tristes
sherlock	sherlock
kopanje	cavando
kirurgija	cirurxía
leš	cadáver
leš	corpo
napadnuti	atacado
lopov	ladrón
podanici	temas
podanici	suxeitos
lutka	boneca
misterij	misterio
fidel	fidel
elvisa	elvis
kostime	vestiario
kostime	disfraces
ljubitelji	ventiladores
nezgoda	accidente
nezgoda	de
mentalna	mentais
mentalna	mental
lojalnost	lealdade
promašio	de
promašio	menos
savjest	consciencia
savjest	a
savjest	conciencia
savjest	da
slonovi	elefantes
slonovi	elefante
slonovi	marchar
košulje	camisas
vladanje	dominante
jato	rabaño
očajnički	desesperadamente
osjetilo	sentido
osjetilo	ten
testova	exames
testova	probas
testova	tests
zelen	verde
zelen	verdes
zelen	green
pucanje	a
pucanje	disparar
pucanje	disparando
pucanje	tiro
pisi	pisa
psu	can
pomaganje	a
pomaganje	axudar
pomaganje	axudando
mobitel	móbil
mobitel	teléfono
trik	truco
blagajnik	caixeiro
haljine	vestidos
zaruke	compromiso
tomi	tommy
tomi	ei
neophodna	necesario
neophodna	necesaria
neophodna	necesarios
neophodna	necesarias
neophodna	preciso
neophodna	é
vjerovala	que
vjerovala	de
vjerovala	confianza
vjerovala	en
najjednostavnije	máis
otrovna	tóxicos
otrovna	tóxica
kopa	cavando
stavljajući	poñer
stavljajući	poñendo
stavljajući	pagando
stavljajući	a
stavljajući	pór
večeras	esta
večeras	noite
večeras	hoxe
mučili	torturado
mučili	torturada
intervjue	entrevistas
škrinja	peito
hate	odio
hate	os
hate	o
hate	a
čahure	proxectís
nestabilnost	inestabilidade
pametan	intelixente
pametan	intelixente
pametan	intelixentes
pametan	listos
pametan	moi
pametan	listo
zaradi	gañar
obješen	enforcado
obješen	aforcado
clint	clint
tetka	tía
runda	redondo
runda	redondos
runda	xira
runda	arredor
runda	preto
raznolik	diverso
haljinu	traxes
haljinu	vestido
haljinu	roupa
fantazije	fantasía
fantazija	fantasía
trip	a
trip	viaxe
interna	interno
interna	interna
vlasnica	dono
viet	viet
viet	vietminh
percepcija	percepción
geiger	geiger
satom	reloxo
satom	de
satom	pé
kočije	fantasma
košulja	camisa
košulja	camiseta
divovi	xigantes
ljubavnice	amantes
čistoća	pureza
tanko	no
pustolovina	aventura
postignuće	logro
dimnjak	cheminea
dimnjak	limpeza
traženi	quería
traženi	que
traženi	quixen
pojede	come
veselje	ledicia
veselje	alegría
veselje	desfrute
veselje	da
plivati	nadar
plivati	baño
plivati	nado
prebaci	transferir
prebaci	traslado
zvučnik	♪
zvučnik	falante
prijevara	fraude
ovisni	dependentes
ovisni	depende
krda	manada
krda	rabaño
rhodes	rhodes
optužena	acusado
optužena	imputado
optužena	o
optužena	calar
optužena	acusada
usvajanja	adopción
kandže	canteiros
kandže	garras
dobrovoljci	voluntarios
hormoni	hormonas
debata	debate
roboti	robots
havani	habana
havani	da
ispunjeno	de
ispunjeno	cheos
stagnacije	estancamento
mafija	turba
mafija	mafia
mafija	mafia
kuglice	pelotas
kuglice	collóns
kuglice	ovos
kuglice	as
domoljub	patriota
slona	elefante
zagonetka	crebacabezas
zagonetka	puzzle
snove	soños
turtle	de
turtle	tartaruga
melody	melodía
artritis	artrite
vreće	bolsas
vreće	de
razočaranje	decepción
zaboravljena	esqueceu
zaboravljena	esqueciches
zaboravljena	esquecín
prosperitet	prosperidade
slavno	gloriosa
slavno	gloriosas
uživanje	desfrutando
uživanje	ben
internacionala	o
internacionala	xénero
ruma	ron
starenja	envellecemento
starenja	o
starenja	envellecer
reči	palabras
reči	as
reči	verbas
tvrd	dura
tvrd	por
tvrd	duro
tvrd	duros
tvrd	difícil
karticu	carta
karticu	tarxeta
karticu	de
karticu	unha
karticu	documento
biološko	biolóxicas
biološko	biolóxica
biološko	biolóxico
biološko	biolóxicos
pohranjena	almacénanse
pohranjena	almacenados
bejzbol	béisbol
rodbina	parentes
rodbina	familiares
ran	marcharon
ran	sen
bart	bart
nesposobnost	incapacidade
utisak	impresión
kathleen	kathleen
vere	vera
bradu	queixo
bradu	barba
bradu	home
dopuštajući	permitíndonos
cent	cento
prljavi	porca
prljavi	sucio
ulog	xogo
ulog	aposta
ulog	apostar
ulog	a
ulog	aposto
ulog	que
ulog	seguro
strastveni	vos
strastveni	apaixonada
podvodni	auga
podvodni	baixo
podvodni	a
parada	procesión
treniranje	formación
treniranje	estudan
treniranje	adestramento
bataljon	batallón
allah	alá
bandama	forzados
proletarijata	proletariado
proletarijata	proletarios
blijedo	pálida
blijedo	pálido
daljinski	remotas
sluškinja	criada
gap	distancia
redovna	regularmente
redovna	normal
redovna	típica
redovna	de
redovna	taxis
redovna	regular
užitak	pracer
užitak	encantado
užitak	gusto
užitak	placer
putnicima	pasaxeiros
astronauti	astronautas
agregata	agregada
kolač	torta
kolač	pastel
svjedočenja	testemuña
političare	políticos
jurski	xurásico
algoritmi	algoritmos
bolesna	enfermo
bolesna	enfermos
bolesna	enferma
registrirati	rexistro
slijepa	cegas
slijepa	cega
slijepa	cego
slijepa	invidentes
slijepa	cegos
lose	mala
lose	malos
lose	mal
lose	malas
lose	malo
lose	mágoa
pacijente	pacientes
pacijente	os
pacijente	doentes
hamleta	aldea
hamleta	estratéxicas
sluh	que
sluh	oído
sluh	escoita
sluh	escoito
strancima	estraños
strancima	descoñecidos
strancima	forasteiros
tjedne	semanas
etiku	de
etiku	ética
welt	welt
palestinaca	palestinos
plažu	beach
plažu	praia
kočija	fantasma
cotton	algodón
cotton	de
inteligentni	intelixente
inteligentni	intelixentes
antarktika	antártida
emile	emile
extra	de
extra	máis
extra	extra
extra	un
lincolna	lincoln
zaraza	infección
rezerva	reserva
užas	terror
evoluirao	evolucionou
školjka	baño
inča	cm
duplo	o
duplo	dobre
duplo	double
slim	slim
slatko	sweet
slatko	doces
slatko	doce
slatko	moi
protestantska	protestante
nevinost	inocencia
razglednica	postal
mučio	torturado
mučio	torturada
tigre	tigre
tigre	tiger
tigre	do
firme	empresas
firme	as
firme	compañías
oporba	oposición
privilegija	privilexio
rukovoditelj	executivo
rukovoditelj	ordenanza
kopiranje	copiando
časni	honorábel
jarbol	mastro
ekstra	de
ekstra	máis
ekstra	extra
ekstra	un
obuci	levar
obuci	levo
obuci	levas
obuci	non
obuci	as
jena	iens
kozmičke	cósmico
svjetonazora	visión
svjetonazora	do
svjetonazora	mundo
klasike	clásicos
skole	escolas
skole	as
skole	nas
rudari	mineiros
rudari	obreiros
uzbuđenje	a
majki	nais
skupo	caro
skupo	caros
skupo	cara
kick	unha
kick	malleira
kick	patada
kick	dáme
kick	una
kick	botar
kick	patea
povreda	ferida
povreda	lesión
milicija	milicia
shepherd	pastor
shepherd	pastorciño
pacifik	pacífico
čaša	vaso
čaša	vidro
čaša	cristal
čaša	de
čaša	copa
najam	renda
najam	aluguer
najam	alugar
najmoćniji	ó
daljina	distancia
daljina	distancias
daljina	lonxe
daljina	as
daljina	até
daljina	de
daljina	rango
daljina	cadea
daljina	montañosa
daljina	abano
upotrijebi	uso
upotrijebi	usamos
upotrijebi	usar
upotrijebi	usan
suce	xuíces
suce	os
spilje	cavernas
spilje	covas
psihološka	psicolóxica
psihološka	psicolóxicas
narudžba	orde
narudžba	para
narudžba	xiro
narudžba	postal
staklenika	invernadoiro
lomi	mesmo
spaliti	queimalos
spaliti	queiman
spaliti	queimar
spaliti	queimade
mercy	misericordia
mercy	piedade
mercy	misericordioso
vizualna	visual
vizualna	visuais
hranio	farto
hranio	de
hranio	alimentado
simpatija	por
simpatija	toliño
izdaja	unha
izdaja	traizón
izdaja	deslealdade
izdaja	a
utjehu	felicidade
odjevena	de
odjevena	vestida
odjevena	vestidos
odjevena	vestidas
odjevena	vestir
štakor	rata
neizbježno	inevitable
neizbježno	inevitábel
čitaj	lin
čitaj	ler
čitaj	leo
čitaj	le
održivi	sostible
nasilni	violentos
nasilni	violenta
nasilni	violentas
nasilni	violento
nasilni	violencia
ned	ned
limun	limón
limun	cal
limun	lima
tuneli	túneles
sister	irmá
sister	a
nevidljivi	invisibles
nevidljivi	invisible
puti	pel
puti	ósos
pretke	devanceiros
pretke	os
drugovi	camaradas
drugovi	dos
drugovi	compañeiros
diskriminacija	discriminación
gledala	miraba
gledala	ollos
gledala	puña
gledala	mirei
nadređeni	superior
nadređeni	superiores
floridu	florida
ormar	minister
konac	fío
metod	método
izolirano	illado
izolirano	illada
cumberland	cumberland
harvardu	harvard
komentaru	comentar
komentaru	comentario
prijete	a
prijete	ameazan
prijete	ameazar
prijete	ameazouna
usjeva	cultivos
eksperimenti	experimentos
kreira	crea
kemp	señora
kemp	kemp
dizalo	ascensor
produktivnost	produtividade
produktivnost	productividade
anketa	enquisa
zalazak	solpor
koralji	corais
tipke	chaves
tipke	as
inspirirala	inspiroume
sistematski	pór
sistematski	práctica
sistematski	sistematicamente
žicu	de
solidan	sólida
tableta	pílula
kažnjeni	castigada
kažnjeni	castigado
avery	avery
odlučnost	determinación
besmisleno	senso
highland	altas
ljepše	máis
